Orthogroup	Arabis_alpina	Arabidopsis_thaliana
OG0003328	Aa_G325220.h1.t1	AT1G01340.2
OG0003330	Aa_G275840.h1.t1	AT1G07300.3
OG0003331	Aa_G80790.h1.t1	AT1G08730.1
OG0003332	Aa_G117740.h1.t1	AT1G14410.1
OG0003332	Aa_G146180.h1.t1	AT2G02740.1
OG0003333	Aa_G707400.h1.t1	AT1G15860.3
OG0003334	Aa_G407780.h1.t1	AT1G19320.1
OG0003335	Aa_G622600.h1.t1	AT1G20450.1
OG0003336	Aa_G121900.h1.t1	AT1G22880.1
OG0003336	Aa_G297530.h1.t1	AT1G71380.1
OG0003337	Aa_G62630.h1.t1, Aa_G163410.h1.t1	AT1G70730.3
OG0003338	Aa_G281090.h1.t1	AT1G24190.3
OG0003338	Aa_G294990.h1.t1	AT1G70060.1
OG0003339	Aa_G43550.h1.t1	AT5G66640.5
OG0003342	Aa_G686010.h1.t1	AT1G65820.3
OG0003343	Aa_G628350.h1.t1	AT4G29460.1, AT4G29470.1
OG0003347	Aa_G590220.h1.t1	AT4G35600.2
OG0003349	Aa_G892590.h1.t1	AT4G34180.1
OG0003350	Aa_G724250.h1.t1	AT4G32330.1
OG0003351	Aa_G475210.h1.t1, Aa_G475230.h1.t1	AT1G72125.1, AT1G72120.1
OG0003352	Aa_G53210.h1.t1	AT4G01370.1
OG0003352	Aa_G105750.h1.t1	AT1G01560.2
OG0003353	Aa_G217470.h1.t1	AT4G27500.1
OG0003356	Aa_G568400.h1.t1	AT1G61470.1, AT1G27890.1, AT1G27820.1
OG0003360	Aa_G406260.h1.t1	AT2G15260.1, AT4G13490.1
OG0003366	Aa_G504510.h1.t1	AT1G53708.1
OG0003366	Aa_G56270.h1.t1	AT3G14362.1
OG0003373	Aa_G130700.h1.t1	AT1G27940.1
OG0003373	Aa_G245110.h1.t1	AT1G28010.1
OG0003374	Aa_G618620.h1.t1	AT1G32780.1
OG0003375	Aa_G164700.h1.t1	AT5G50960.1
OG0003376	Aa_G455170.h2.t1, Aa_G455170.h1.t1	AT5G35590.1
OG0003376	Aa_G579500.h1.t1	AT2G05840.1
OG0003377	Aa_G525310.h1.t1, Aa_G530150.h1.t1, Aa_G96760.h1.t1	AT5G16330.1
OG0003378	Aa_G96860.h1.t1	AT5G16230.1
OG0003378	Aa_G42320.h1.t1	AT3G02620.2, AT3G02610.2
OG0003381	Aa_G256600.h1.t1	AT5G12210.1, AT3G12070.1
OG0003383	Aa_G596550.h1.t1	AT5G24980.1
OG0003384	Aa_G602870.h1.t1	AT4G37608.1
OG0003385	Aa_G665890.h1.t1	AT5G08180.1
OG0003386	Aa_G76400.h1.t1	AT5G07740.2
OG0003387	Aa_G313100.h1.t1	AT5G50680.1, AT5G50580.2
OG0003388	Aa_G442860.h1.t1	AT5G50400.1
OG0003388	Aa_G622910.h2.t1, Aa_G622910.h1.t1, Aa_G450900.h1.t1	AT4G24890.1
OG0003389	Aa_G3130.h1.t1	AT2G32560.1, AT2G26850.1
OG0003390	Aa_G35450.h1.t1	AT2G30210.1
OG0003391	Aa_G520330.h1.t1	AT5G43340.1, AT4G08895.1, AT4G08878.1
OG0003392	Aa_G488800.h1.t1, Aa_G89480.h1.t1	AT5G44120.3
OG0003393	Aa_G279700.h1.t1	AT2G34850.1, AT1G30620.1
OG0003394	Aa_G279710.h1.t1	AT2G34840.1, AT1G30630.1
OG0003396	Aa_G309220.h1.t1	AT5G64650.1, AT5G09770.1
OG0003397	Aa_G397120.h1.t1, Aa_G51540.h1.t1	AT4G33580.2
OG0003398	Aa_G320830.h1.t1	AT5G63170.1
OG0003399	Aa_G406290.h1.t1	AT5G62950.1, AT3G28956.10
OG0003400	Aa_G331120.h1.t1	AT3G48040.1
OG0003401	Aa_G377400.h1.t1	AT5G23980.1, AT5G23990.2
OG0003402	Aa_G672080.h1.t1	AT5G20920.1
OG0003404	Aa_G93980.h1.t1	AT5G58640.1
OG0003405	Aa_G22070.h1.t1	AT5G56680.1, AT1G70980.1
OG0003406	Aa_G379660.h1.t1	AT5G47880.1
OG0003408	Aa_G303960.h1.t1	AT5G04940.1
OG0003410	Aa_G403690.h1.t1	AT5G02120.1
OG0003411	Aa_G53920.h1.t1	AT5G01570.1
OG0003412	Aa_G24270.h1.t1	AT3G08850.1
OG0003412	Aa_G264670.h1.t1	AT5G01770.1
OG0003413	Aa_G40520.h1.t1	AT3G12340.1
OG0003414	Aa_G293060.h1.t1	AT1G78920.1, AT1G16780.1
OG0003415	Aa_G351930.h1.t1	AT4G39160.2
OG0003416	Aa_G111050.h1.t1	AT1G76520.1, AT1G76530.1
OG0003417	Aa_G600260.h1.t1, Aa_G600260.h2.t1	AT1G55670.1
OG0003418	Aa_G56210.h1.t1	AT3G14410.1, AT1G53660.3
OG0003419	Aa_G74180.h1.t1, Aa_G74170.h1.t1	AT1G53440.1, AT1G53430.1
OG0003420	Aa_G371410.h1.t1, Aa_G11730.h1.t1	AT2G36540.1
OG0003421	Aa_G428240.h1.t1	AT3G23670.1
OG0003422	Aa_G402100.h1.t1	AT4G37270.1
OG0003424	Aa_G185350.h1.t1	AT3G28480.2
OG0003425	Aa_G665530.h1.t1	AT1G69485.1
OG0003425	Aa_G579790.h1.t1	AT1G26740.1
OG0003426	Aa_G58270.h1.t1	AT5G46190.2, AT4G18375.2
OG0003427	Aa_G44160.h1.t1	AT1G51780.1
OG0003427	Aa_G166350.h1.t1	AT1G51760.1
OG0003428	Aa_G166360.h1.t1	AT1G51770.1
OG0003429	Aa_G173450.h1.t1, Aa_G319810.h1.t1	AT1G52920.1
OG0003429	Aa_G440850.h1.t1	AT2G20770.1
OG0003431	Aa_G501790.h1.t1, Aa_G507670.h1.t1, Aa_G507660.h1.t1, Aa_G736330.h1.t1, Aa_G736320.h1.t1	AT4G18680.1, AT4G18690.1
OG0003432	Aa_G153550.h1.t1	AT3G52630.1
OG0003433	Aa_G209280.h1.t1, Aa_G308970.h1.t1	AT3G50740.1
OG0003434	Aa_G84130.h1.t1	AT5G51370.2, AT5G51380.1
OG0003435	Aa_G83980.h1.t1	AT5G51230.1
OG0003437	Aa_G461690.h1.t1, Aa_G581930.h1.t1	AT5G35810.1, AT3G54065.1
OG0003437	Aa_G461700.h1.t1	AT5G35830.1, AT3G54070.1
OG0003438	Aa_G480020.h1.t1	AT5G44500.1
OG0003438	Aa_G245240.h1.t1	AT4G20440.1
OG0003439	Aa_G136920.h1.t1, Aa_G817720.h1.t1, Aa_G817720.h2.t1	AT3G23860.2
OG0003440	Aa_G213420.h1.t1	AT4G21895.1
OG0003441	Aa_G357540.h1.t1, Aa_G16680.h1.t1	AT1G34570.1, AT3G15750.1
OG0003442	Aa_G103320.h1.t1	AT3G60150.1
OG0003443	Aa_G114130.h1.t1	AT2G42650.1, AT3G58660.1
OG0003444	Aa_G188490.h1.t1	AT2G41420.1
OG0003445	Aa_G513060.h1.t1, Aa_G513070.h1.t1	AT3G57010.1
OG0003446	Aa_G340420.h1.t1	AT2G40250.1
OG0003447	Aa_G211300.h1.t1	AT2G05160.1
OG0003447	Aa_G447740.h1.t1	AT3G52980.1
OG0003448	Aa_G26910.h1.t1	AT3G24350.2
OG0003449	Aa_G688010.h1.t1, Aa_G223090.h1.t1	AT4G36690.1
OG0003450	Aa_G407230.h1.t1	AT2G22420.1
OG0003452	Aa_G390470.h1.t1	AT4G09760.1
OG0003453	Aa_G226200.h1.t1, Aa_G191160.h1.t1	AT2G47430.1
OG0003454	Aa_G226130.h1.t1	AT2G47370.1, AT5G28660.1, AT2G16760.1
OG0003455	Aa_G17220.h1.t1	AT2G45760.1
OG0003456	Aa_G252310.h1.t1	AT2G44790.1
OG0003457	Aa_G360590.h1.t1	AT2G43945.1
OG0003457	Aa_G132660.h1.t1	AT3G59870.1
OG0003458	Aa_G360630.h1.t1	AT2G43910.1, AT2G43920.1
OG0003461	Aa_G47300.h1.t1	AT3G66656.1
OG0003462	Aa_G24050.h1.t1	AT3G09035.1, AT3G09190.1
OG0003463	Aa_G216130.h1.t1	AT3G11470.1
OG0003464	Aa_G5500.h1.t1	AT3G11930.3
OG0003465	Aa_G534970.h1.t1	AT3G13610.1, AT1G55290.1
OG0003466	Aa_G207860.h1.t1	AT3G13710.1, AT3G13720.1
OG0003469	Aa_G190590.h1.t1	AT4G30870.1
OG0003469	Aa_G461020.h1.t1, Aa_G224590.h1.t1	AT5G39770.1
OG0003470	Aa_G19350.h1.t1	AT1G08930.1
OG0003472	Aa_G73520.h1.t1	AT1G09520.1
OG0003473	Aa_G671210.h1.t1	AT1G09950.1
OG0003474	Aa_G446360.h1.t1	AT1G10210.1
OG0003474	Aa_G282510.h1.t1	AT1G59580.1
OG0003475	Aa_G487450.h1.t1	AT1G62950.1
OG0003475	Aa_G10840.h1.t1	AT1G12460.1
OG0003476	Aa_G26550.h1.t1	AT1G12910.1
OG0003476	Aa_G25640.h1.t1	AT3G26640.1
OG0003477	Aa_G115500.h1.t1	AT1G14650.1
OG0003477	Aa_G12060.h1.t1	AT1G14640.1
OG0003478	Aa_G121230.h1.t1	AT1G70400.3
OG0003481	Aa_G63500.h1.t1	AT5G47770.1, AT4G17190.1
OG0003482	Aa_G56930.h1.t1	AT2G18790.1
OG0003482	Aa_G380660.h1.t1	AT4G16250.1
OG0003483	Aa_G381010.h1.t1	AT2G46290.1, AT2G46280.1, AT5G57650.1
OG0003484	Aa_G219310.h1.t1	AT4G38420.1, AT4G28090.1
OG0003485	Aa_G153250.h1.t1	AT4G37550.5
OG0003485	Aa_G153240.h1.t1	AT4G37560.1
OG0003486	Aa_G376350.h1.t1, Aa_G329670.h1.t1	AT4G35785.2
OG0003487	Aa_G503090.h1.t1, Aa_G110260.h1.t1	AT2G16385.1
OG0003488	Aa_G436990.h1.t1, Aa_G436990.h3.t1, Aa_G436990.h2.t1	AT4G30940.1
OG0003489	Aa_G615750.h1.t1, Aa_G367320.h1.t1	AT1G23130.1
OG0003494	Aa_G193170.h1.t1	AT1G55600.1
OG0003504	Aa_G87460.h1.t1	AT3G23460.1
OG0003504	Aa_G87490.h1.t1	AT3G23480.2, AT3G23470.2
OG0003505	Aa_G108510.h1.t1, Aa_G85070.h1.t1	AT1G29570.1
OG0003506	Aa_G103140.h1.t1, Aa_G392520.h1.t1, Aa_G168050.h1.t1, Aa_G50930.h1.t1, Aa_G168040.h1.t1, Aa_G662600.h1.t1	AT4G08263.1
OG0003512	Aa_G663300.h1.t1	AT2G26560.1
OG0003514	Aa_G162250.h1.t1	AT5G16890.1
OG0003515	Aa_G356650.h1.t1	AT5G15870.1
OG0003516	Aa_G116810.h1.t1	AT5G11470.1
OG0003517	Aa_G130520.h1.t1	AT5G09320.1
OG0003517	Aa_G164630.h1.t1	AT3G19770.1
OG0003519	Aa_G606840.h1.t1	AT5G61410.1
OG0003521	Aa_G570510.h1.t1, Aa_G180180.h1.t1	AT2G27285.1
OG0003521	Aa_G31100.h1.t1	AT1G55928.1, AT2G27280.1
OG0003522	Aa_G144590.h1.t1	AT2G27680.1
OG0003523	Aa_G18080.h1.t1	AT2G28340.1
OG0003525	Aa_G737950.h3.t1, Aa_G737950.h4.t1, Aa_G737950.h2.t1, Aa_G737950.h1.t1, Aa_G645460.h1.t1, Aa_G257690.h2.t1, Aa_G257690.h1.t1, Aa_G257690.h3.t1, Aa_G257690.h4.t1	AT2G30410.1
OG0003527	Aa_G167470.h1.t1, Aa_G140060.h1.t1	AT2G31400.1
OG0003528	Aa_G640490.h1.t1	AT2G31580.1
OG0003529	Aa_G424790.h1.t1	AT2G32260.1
OG0003530	Aa_G203730.h1.t1	AT1G04230.1, AT5G43720.1
OG0003532	Aa_G216380.h1.t1	AT1G30800.1
OG0003533	Aa_G482320.h1.t1	AT5G67100.1
OG0003534	Aa_G383170.h1.t1, Aa_G383160.h1.t1, Aa_G383140.h1.t1, Aa_G383130.h1.t1, Aa_G383120.h1.t1	AT5G67310.1
OG0003535	Aa_G292900.h1.t1	AT5G65440.3
OG0003536	Aa_G315900.h1.t1, Aa_G244240.h1.t1	AT5G62200.1
OG0003537	Aa_G435130.h1.t1	AT5G61820.1
OG0003541	Aa_G337310.h1.t1, Aa_G337320.h1.t1	AT5G60500.1, AT5G60510.1
OG0003542	Aa_G567790.h1.t1	AT1G73790.1
OG0003542	Aa_G184590.h1.t1	AT4G09550.1
OG0003543	Aa_G28130.h1.t1, Aa_G28120.h1.t1	AT5G59490.1
OG0003544	Aa_G28000.h1.t1, Aa_G28040.h1.t1, Aa_G27980.h1.t1	AT5G59380.1
OG0003545	Aa_G209530.h1.t1	AT5G58290.1
OG0003546	Aa_G763610.h1.t1	AT5G57800.1
OG0003547	Aa_G242660.h1.t1	AT5G56330.1
OG0003547	Aa_G286040.h1.t1	AT1G08065.1
OG0003548	Aa_G679170.h1.t1	AT5G55630.1
OG0003550	Aa_G195230.h1.t1	AT5G05970.2
OG0003551	Aa_G353330.h1.t1	AT5G05170.1
OG0003552	Aa_G143460.h1.t1	AT2G19470.1
OG0003554	Aa_G27490.h1.t1	AT3G27460.4
OG0003555	Aa_G797250.h1.t1, Aa_G800460.h1.t1	AT1G78990.1, AT1G32910.1
OG0003556	Aa_G502390.h1.t1	AT1G22410.1
OG0003557	Aa_G383820.h1.t1	AT2G17265.1
OG0003559	Aa_G54980.h1.t1	AT4G14380.1
OG0003562	Aa_G550950.h1.t1	AT4G15802.1
OG0003563	Aa_G403170.h1.t1, Aa_G762350.h1.t1	AT1G73260.1
OG0003564	Aa_G493850.h1.t1	AT1G18950.2
OG0003567	Aa_G176730.h1.t1, Aa_G176690.h1.t1	AT5G45650.1
OG0003568	Aa_G246750.h1.t1	AT1G56630.1
OG0003571	Aa_G68840.h1.t1	AT4G20860.1
OG0003572	Aa_G448060.h1.t1	AT4G19810.1
OG0003572	Aa_G448050.h1.t1	AT4G19770.1, AT4G19800.1, AT4G19740.1
OG0003573	Aa_G49350.h1.t1	AT4G16515.2
OG0003575	Aa_G364410.h1.t1	AT3G62950.1
OG0003577	Aa_G593420.h1.t1	AT2G47060.4
OG0003577	Aa_G2560.h1.t1	AT3G62220.1
OG0003578	Aa_G128090.h1.t1	AT5G05620.1, AT3G61650.1
OG0003579	Aa_G48640.h1.t1	AT3G60740.1
OG0003580	Aa_G268640.h1.t1	AT3G56150.1
OG0003581	Aa_G98580.h1.t1	AT3G58110.1
OG0003581	Aa_G210210.h1.t1	AT2G42370.1
OG0003582	Aa_G114690.h1.t1	AT3G57690.1
OG0003582	Aa_G67210.h1.t1	AT2G41905.1
OG0003583	Aa_G566600.h1.t1	AT3G55120.1
OG0003584	Aa_G14270.h1.t1	AT3G53270.1
OG0003586	Aa_G454570.h1.t1	AT5G38110.1
OG0003587	Aa_G287290.h1.t1	AT3G56030.1
OG0003592	Aa_G17960.h1.t1	AT3G43930.1
OG0003593	Aa_G57250.h1.t1	AT4G09810.1, AT1G34020.1
OG0003594	Aa_G39360.h1.t1, Aa_G39380.h1.t1, Aa_G39370.h1.t1	AT4G11370.1, AT4G11360.1
OG0003595	Aa_G66270.h1.t1, Aa_G40960.h1.t1, Aa_G363160.h1.t1	AT5G26710.1
OG0003596	Aa_G251140.h1.t1	AT5G27220.1
OG0003597	Aa_G400420.h1.t1	AT1G04120.1
OG0003599	Aa_G410980.h1.t1	AT5G18250.1
OG0003601	Aa_G40210.h1.t1	AT3G12630.1
OG0003603	Aa_G241870.h1.t1	AT3G16110.1
OG0003604	Aa_G569080.h1.t1	AT2G24280.1
OG0003605	Aa_G138510.h1.t1	AT3G20600.1, AT3G20590.1
OG0003606	Aa_G531180.h1.t1, Aa_G254110.h1.t1	AT3G20650.1
OG0003607	Aa_G87450.h1.t1	AT3G23450.1
OG0003607	Aa_G249230.h1.t1	AT4G14301.1
OG0003608	Aa_G291460.h1.t1	AT4G14360.1
OG0003609	Aa_G186490.h1.t1	AT2G02010.2
OG0003609	Aa_G448960.h1.t1	AT2G02000.1
OG0003611	Aa_G316180.h1.t1	AT1G54850.1
OG0003612	Aa_G311930.h1.t1, Aa_G700450.h1.t1	AT3G52430.1
OG0003613	Aa_G105710.h1.t1	AT1G01590.1
OG0003614	Aa_G6870.h1.t1, Aa_G6880.h1.t1	AT1G02920.1, AT1G02930.1
OG0003616	Aa_G706780.h1.t1, Aa_G706760.h1.t1	AT1G06120.1, AT1G06090.1
OG0003617	Aa_G22950.h1.t1	AT1G06290.1
OG0003618	Aa_G574650.h1.t1, Aa_G574680.h1.t1, Aa_G574660.h1.t1, Aa_G829400.h1.t1, Aa_G151710.h1.t1, Aa_G574670.h1.t1	AT1G08310.2
OG0003619	Aa_G171390.h1.t1	AT1G10095.1
OG0003620	Aa_G192540.h1.t1	AT1G59820.1
OG0003621	Aa_G678810.h1.t1	AT1G10586.1, AT1G10585.1
OG0003623	Aa_G193760.h1.t1	AT1G12200.1, AT1G63340.1, AT1G62580.1
OG0003627	Aa_G119650.h1.t1, Aa_G119660.h1.t1	AT1G20750.1
OG0003627	Aa_G546740.h1.t1	AT1G20720.2
OG0003628	Aa_G123730.h1.t1	AT5G44720.1
OG0003629	Aa_G909550.h1.t1	AT3G42050.1
OG0003630	Aa_G495980.h1.t1	AT2G26080.1
OG0003631	Aa_G214560.h1.t1	AT4G33790.1
OG0003632	Aa_G394940.h1.t1	AT4G32175.1
OG0003633	Aa_G281100.h1.t1	AT1G24180.1
OG0003634	Aa_G425550.h1.t1	AT4G00620.1, AT4G00600.1
OG0003637	Aa_G62270.h1.t1, Aa_G62260.h1.t1	AT2G27670.1
OG0003638	Aa_G174160.h1.t1	AT3G06985.1, AT3G07005.1
OG0003639	Aa_G597660.h1.t1	AT5G50490.1, AT5G27910.1
OG0003641	Aa_G437600.h1.t1	AT1G32020.1
OG0003656	Aa_G768770.h1.t1, Aa_G522150.h1.t1	AT3G48430.1
OG0003657	Aa_G377230.h1.t1	AT3G47833.1
OG0003657	Aa_G13700.h1.t1	AT5G62575.2
OG0003658	Aa_G78100.h1.t1	AT4G19080.1
OG0003660	Aa_G419770.h1.t1	AT4G22350.2, AT4G22285.1, AT4G22410.1
OG0003661	Aa_G279040.h1.t1	AT5G11920.1
OG0003662	Aa_G267470.h1.t1	AT5G11630.1
OG0003663	Aa_G66930.h1.t1, Aa_G608900.h1.t1	AT1G15910.1, AT4G00380.1
OG0003665	Aa_G136950.h1.t1	AT3G10780.1
OG0003666	Aa_G429870.h1.t1	AT1G06960.1
OG0003666	Aa_G35390.h1.t1	AT2G30260.1
OG0003669	Aa_G456670.h1.t1, Aa_G425240.h1.t1	AT4G14600.1, AT1G29060.1
OG0003670	Aa_G143190.h1.t1	AT5G23580.1
OG0003671	Aa_G392350.h1.t1	AT5G24660.1, AT5G24655.1
OG0003672	Aa_G539330.h1.t1	AT5G25770.3
OG0003673	Aa_G404770.h1.t1	AT5G21010.1
OG0003674	Aa_G403360.h1.t1	AT3G44220.1
OG0003674	Aa_G8710.h1.t1	AT5G22200.1
OG0003675	Aa_G362120.h1.t1	AT5G60400.3
OG0003676	Aa_G699370.h1.t1	AT1G75335.1
OG0003676	Aa_G33970.h1.t1	AT5G60030.1
OG0003678	Aa_G242690.h1.t1	AT5G56350.1, AT4G26390.1
OG0003679	Aa_G48450.h1.t1	AT5G55560.1
OG0003680	Aa_G250830.h1.t1	AT3G49580.1
OG0003680	Aa_G250810.h1.t1	AT3G49570.1
OG0003681	Aa_G168320.h1.t1	AT3G48690.1, AT3G48700.1
OG0003682	Aa_G297830.h1.t1, Aa_G99660.h1.t1	AT5G08600.2, AT4G02400.1
OG0003683	Aa_G430020.h1.t1, Aa_G430050.h1.t1, Aa_G420160.h1.t1	AT5G01290.1
OG0003684	Aa_G27450.h1.t1	AT3G27520.1
OG0003685	Aa_G481420.h1.t1	AT1G07830.1
OG0003686	Aa_G184930.h1.t1	AT5G41990.1
OG0003686	Aa_G277460.h1.t1	AT1G64630.1
OG0003687	Aa_G746860.h1.t1	AT1G54475.1
OG0003688	Aa_G410350.h1.t1	AT5G51280.1, AT4G33370.1
OG0003689	Aa_G410380.h1.t1	AT1G80500.1
OG0003691	Aa_G259490.h1.t1	AT1G75040.1
OG0003692	Aa_G205650.h1.t1	AT1G56070.1
OG0003693	Aa_G381950.h1.t1	AT1G53130.1
OG0003694	Aa_G73990.h1.t1	AT5G50200.1
OG0003695	Aa_G720130.h2.t1, Aa_G720130.h1.t1	AT4G15630.1, AT4G15620.1
OG0003697	Aa_G319940.h1.t1	AT4G28880.1
OG0003698	Aa_G34340.h1.t1	AT3G28140.1
OG0003699	Aa_G53370.h1.t1	AT4G01150.1
OG0003700	Aa_G58290.h1.t1, Aa_G155400.h1.t1	AT5G46210.1
OG0003701	Aa_G522740.h1.t1, Aa_G225220.h1.t1, Aa_G367640.h1.t1	AT3G17700.1
OG0003703	Aa_G200220.h1.t1	AT5G44990.1
OG0003703	Aa_G200170.h1.t1	AT5G45020.1
OG0003706	Aa_G284050.h1.t1	AT1G14850.1
OG0003707	Aa_G227470.h1.t1, Aa_G227480.h1.t1	AT3G21280.1
OG0003708	Aa_G601360.h1.t1	AT2G14830.1
OG0003709	Aa_G113410.h1.t1	AT2G33670.1, AT1G42560.1
OG0003710	Aa_G24530.h1.t1	AT2G35810.1, AT2G35830.2, AT2G35820.2
OG0003711	Aa_G482010.h1.t1	AT3G54900.1
OG0003712	Aa_G43600.h1.t1	AT5G66620.1
OG0003713	Aa_G167650.h1.t1, Aa_G570130.h1.t1	AT3G62300.2
OG0003714	Aa_G332660.h1.t1	AT2G46620.1
OG0003715	Aa_G81110.h1.t1	AT4G07940.1, AT3G61370.1
OG0003716	Aa_G57920.h1.t1	AT3G61160.2
OG0003717	Aa_G544170.h1.t1, Aa_G741430.h1.t1, Aa_G430880.h1.t1, Aa_G544160.h1.t1, Aa_G533500.h1.t1, Aa_G430870.h1.t1, Aa_G350840.h1.t1, Aa_G773700.h1.t1	AT3G59170.1, AT3G59160.1
OG0003718	Aa_G386980.h1.t1	AT3G55780.1
OG0003719	Aa_G586040.h1.t1	AT2G39770.1
OG0003720	Aa_G56670.h1.t1	AT5G17320.1, AT1G34650.1
OG0003721	Aa_G61680.h1.t1	AT1G24510.1, AT1G67760.1
OG0003722	Aa_G688030.h1.t1	AT2G18510.1
OG0003723	Aa_G426550.h1.t1	AT3G25580.1, AT2G18990.1
OG0003724	Aa_G695510.h1.t1, Aa_G607510.h1.t1, Aa_G695500.h1.t1, Aa_G461530.h1.t1	AT2G19060.1, AT2G19050.1
OG0003725	Aa_G386780.h1.t1	AT2G19110.1
OG0003726	Aa_G301270.h1.t1	AT4G29840.1
OG0003727	Aa_G581140.h1.t1	AT5G37190.1, AT4G00930.1
OG0003729	Aa_G128680.h1.t1	AT5G26673.1, AT5G58412.1
OG0003730	Aa_G133720.h1.t1	AT3G05550.1
OG0003731	Aa_G175140.h1.t1	AT2G40360.1
OG0003733	Aa_G595250.h1.t1	AT2G44065.1
OG0003734	Aa_G360600.h1.t1, Aa_G360620.h1.t1, Aa_G360610.h1.t1	AT2G43940.1
OG0003735	Aa_G445420.h1.t1	AT2G43780.4
OG0003736	Aa_G47770.h1.t1	AT3G06350.1
OG0003737	Aa_G454250.h1.t1, Aa_G174420.h1.t1	AT3G07560.1
OG0003738	Aa_G302020.h1.t1	AT3G08040.1
OG0003739	Aa_G458840.h1.t1, Aa_G713570.h1.t1	AT3G14130.1, AT3G14150.1
OG0003741	Aa_G121220.h1.t1	AT1G15270.1
OG0003741	Aa_G241930.h1.t1	AT3G16040.1
OG0003742	Aa_G62950.h1.t1	AT3G18140.1, AT2G22040.1
OG0003743	Aa_G104710.h1.t1	AT3G18570.1
OG0003744	Aa_G399600.h1.t1	AT3G21750.1
OG0003745	Aa_G236080.h1.t1	AT3G51800.2
OG0003746	Aa_G358060.h1.t1	AT1G03140.1, AT1G54590.1
OG0003747	Aa_G219920.h1.t1	AT1G05675.1, AT1G05680.1
OG0003748	Aa_G310620.h1.t1, Aa_G310610.h1.t1	AT1G07440.1
OG0003750	Aa_G647850.h1.t1	AT1G16930.1, AT1G16945.1
OG0003751	Aa_G495520.h1.t1	AT1G17340.1
OG0003752	Aa_G150430.h1.t1, Aa_G170780.h1.t1, Aa_G170770.h1.t1	AT1G71250.1
OG0003753	Aa_G438010.h1.t1, Aa_G438000.h1.t1, Aa_G68560.h1.t1	AT1G70670.1
OG0003754	Aa_G194430.h1.t1	AT5G35320.1
OG0003755	Aa_G488500.h1.t1	AT5G42040.1
OG0003756	Aa_G103170.h1.t1	AT5G44320.1
OG0003757	Aa_G57600.h1.t1	AT1G48160.1
OG0003758	Aa_G255190.h1.t1	AT3G27740.1
OG0003759	Aa_G95970.h1.t1	AT1G49320.1
OG0003760	Aa_G676580.h1.t1	AT4G38540.1, AT5G05320.1
OG0003761	Aa_G450590.h1.t1	AT4G39630.1
OG0003762	Aa_G423700.h1.t1, Aa_G450630.h1.t1	AT4G39670.1
OG0003763	Aa_G294350.h1.t1	AT4G40100.1
OG0003765	Aa_G153920.h1.t1, Aa_G565400.h1.t1	AT4G25900.1
OG0003767	Aa_G78430.h1.t1	AT4G01390.1, AT4G00780.1
OG0003768	Aa_G4790.h1.t1, Aa_G4810.h1.t1, Aa_G512420.h1.t1	AT4G28240.1
OG0003769	Aa_G138800.h1.t1	AT1G30550.2, AT1G30545.2
OG0003772	Aa_G30840.h1.t1	AT1G66180.1
OG0003776	Aa_G49370.h1.t1	AT4G16500.1
OG0003778	Aa_G400150.h1.t1	AT2G31083.2, AT2G31085.1
OG0003790	Aa_G56680.h1.t1	AT5G17330.1
OG0003791	Aa_G523370.h1.t1	AT5G17270.1, AT5G37130.1
OG0003792	Aa_G59290.h1.t1	AT5G16100.2
OG0003794	Aa_G279000.h1.t1	AT3G14390.1, AT5G11880.1
OG0003795	Aa_G168590.h1.t1	AT5G10720.1
OG0003796	Aa_G309230.h1.t1	AT5G09760.2
OG0003797	Aa_G210600.h1.t1	AT5G08360.1
OG0003797	Aa_G104770.h1.t1, Aa_G104780.h1.t1	AT5G23380.1
OG0003798	Aa_G130120.h1.t1, Aa_G460470.h1.t1	AT4G24820.1
OG0003800	Aa_G86070.h1.t1	AT2G31300.2, AT2G30910.1
OG0003801	Aa_G460440.h1.t1	AT2G31710.1
OG0003802	Aa_G154630.h1.t1	AT2G31980.1
OG0003803	Aa_G208580.h1.t1	AT2G33450.1
OG0003804	Aa_G90850.h1.t1	AT5G51450.2, AT4G25230.1
OG0003805	Aa_G61120.h1.t1	AT5G39800.1, AT5G40080.1
OG0003806	Aa_G434810.h1.t1	AT1G31650.1
OG0003809	Aa_G76000.h1.t1	AT5G63700.1
OG0003810	Aa_G320860.h1.t1	AT5G63150.1
OG0003811	Aa_G13740.h1.t1	AT5G62620.1
OG0003812	Aa_G13560.h1.t1	AT4G28360.1, AT1G52370.1
OG0003813	Aa_G37300.h1.t1	AT4G01710.1, AT5G65274.1
OG0003814	Aa_G637260.h1.t1	AT5G23420.1
OG0003815	Aa_G116870.h1.t1, Aa_G539360.h1.t1	AT5G11530.1
OG0003816	Aa_G8790.h1.t1	AT5G22090.1
OG0003817	Aa_G127210.h1.t1	AT5G60690.1
OG0003818	Aa_G274210.h1.t1, Aa_G31660.h1.t1	AT5G58003.1
OG0003819	Aa_G69720.h1.t1	AT4G26510.1
OG0003820	Aa_G48370.h1.t1	AT5G55490.1
OG0003821	Aa_G483100.h1.t1	AT5G55070.1
OG0003822	Aa_G54520.h1.t1	AT5G54300.1
OG0003823	Aa_G363980.h1.t1, Aa_G244280.h1.t1, Aa_G244290.h1.t1	AT5G07160.1
OG0003824	Aa_G570060.h1.t1	AT5G06160.1
OG0003825	Aa_G337540.h1.t1	AT3G43590.1, AT3G43490.1
