Orthogroup	Arabis_alpina	Arabidopsis_arenosa
OG0001128	Aa_G403630.h1.t1, Aa_G403620.h1.t1	jg24863
OG0001129	Aa_G434710.h1.t1	jg31773
OG0001129	Aa_G24820.h1.t1, Aa_G284890.h1.t1	jg18691
OG0001130	Aa_G357270.h1.t1	jg630
OG0001131	Aa_G86590.h1.t1	jg9766
OG0001131	Aa_G441990.h1.t1	jg22342
OG0001132	Aa_G137210.h1.t1	jg27442, jg24994
OG0001132	Aa_G73240.h1.t1	jg4205
OG0001133	Aa_G226360.h1.t1	jg4122
OG0001134	Aa_G34530.h1.t1	jg24908
OG0001134	Aa_G34540.h1.t1, Aa_G259870.h1.t1	jg4060
OG0001135	Aa_G443050.h1.t1, Aa_G443060.h1.t1	jg2118
OG0001136	Aa_G185130.h1.t1	jg12821
OG0001136	Aa_G451330.h1.t1, Aa_G221050.h1.t1	jg20470, jg25293, jg14995
OG0001137	Aa_G403640.h1.t1	jg33420
OG0001137	Aa_G293610.h1.t1	jg3666
OG0001138	Aa_G80490.h1.t1, Aa_G80470.h1.t1	jg3611
OG0001139	Aa_G131970.h1.t1	jg30195, jg30208
OG0001140	Aa_G418970.h1.t1, Aa_G418950.h1.t1	jg3327
OG0001141	Aa_G186420.h1.t1	jg13023
OG0001141	Aa_G523730.h1.t1	jg29938
OG0001142	Aa_G738300.h1.t1, Aa_G312430.h1.t1, Aa_G839010.h1.t1	jg30875
OG0001142	Aa_G163340.h1.t1	jg2694
OG0001143	Aa_G93220.h1.t1	jg30483
OG0001143	Aa_G348810.h1.t1	jg3181
OG0001144	Aa_G193260.h1.t1	jg33709
OG0001144	Aa_G176100.h1.t1	jg25326
OG0001146	Aa_G644730.h1.t1	jg9585
OG0001148	Aa_G263630.h1.t1	jg13868
OG0001148	Aa_G282160.h1.t1	jg12423
OG0001149	Aa_G817170.h1.t1, Aa_G208080.h1.t1	jg20424
OG0001150	Aa_G128060.h1.t1	jg16219
OG0001150	Aa_G536080.h1.t1	jg20033
OG0001151	Aa_G175130.h1.t1	jg19898
OG0001151	Aa_G354030.h1.t1	jg16116
OG0001152	Aa_G451530.h1.t1	jg19679, jg16002
OG0001153	Aa_G378360.h1.t1	jg15602
OG0001153	Aa_G598230.h1.t1	jg19316
OG0001154	Aa_G352000.h1.t1	jg8392
OG0001156	Aa_G554270.h1.t1, Aa_G4610.h1.t1	jg24380
OG0001157	Aa_G462250.h1.t1	jg20082
OG0001157	Aa_G462240.h1.t1	jg20080
OG0001158	Aa_G500650.h1.t1	jg14459, jg14455
OG0001158	Aa_G634840.h1.t1	jg14434
OG0001160	Aa_G411040.h1.t1	jg5660
OG0001160	Aa_G185630.h1.t1	jg24256
OG0001162	Aa_G471100.h1.t1	jg646
OG0001163	Aa_G613480.h1.t1	jg29896
OG0001163	Aa_G613490.h1.t1, Aa_G92980.h1.t1	jg29897, jg29898
OG0001164	Aa_G314220.h1.t1	jg3434
OG0001164	Aa_G329430.h1.t1	jg30743
OG0001166	Aa_G82150.h1.t1	jg25950
OG0001166	Aa_G161170.h1.t1, Aa_G161160.h1.t1	jg32955
OG0001167	Aa_G435510.h1.t1	jg11652
OG0001168	Aa_G483290.h1.t1	jg8886
OG0001168	Aa_G483300.h1.t1	jg8885
OG0001169	Aa_G609980.h1.t1	jg9040
OG0001170	Aa_G573300.h1.t1	jg7471
OG0001174	Aa_G225580.h1.t1	jg7592
OG0001174	Aa_G19960.h1.t1	jg10234
OG0001175	Aa_G383480.h1.t1	jg5403
OG0001175	Aa_G743960.h1.t1	jg24046
OG0001176	Aa_G71560.h1.t1	jg24030
OG0001176	Aa_G376800.h1.t1	jg5397
OG0001177	Aa_G256570.h1.t1	jg5058
OG0001177	Aa_G181350.h1.t1	jg5795
OG0001178	Aa_G195930.h1.t1	jg4818
OG0001178	Aa_G20810.h1.t1	jg23492
OG0001179	Aa_G21130.h1.t1	jg23460
OG0001180	Aa_G154880.h1.t1, Aa_G529110.h1.t1, Aa_G154860.h1.t1	jg18241, jg18240
OG0001182	Aa_G198490.h1.t1	jg3202
OG0001183	Aa_G142230.h1.t1	jg18527
OG0001183	Aa_G223740.h1.t1	jg31462, jg31461
OG0001184	Aa_G24920.h1.t1	jg18686
OG0001184	Aa_G194240.h1.t1	jg31821
OG0001185	Aa_G23340.h1.t1	jg23601
OG0001186	Aa_G143150.h1.t1	jg6213
OG0001186	Aa_G168280.h1.t1	jg14699
OG0001189	Aa_G181190.h1.t1	jg5820
OG0001189	Aa_G304770.h1.t1	jg2253
OG0001190	Aa_G141600.h1.t1	jg9690
OG0001190	Aa_G88130.h1.t1	jg22190
OG0001191	Aa_G578820.h1.t1	jg22198, jg22200
OG0001192	Aa_G87810.h1.t1	jg3275
OG0001193	Aa_G205600.h1.t1	jg33802
OG0001193	Aa_G40000.h1.t1	jg25240
OG0001194	Aa_G497100.h1.t1	jg30415
OG0001195	Aa_G211280.h1.t1	jg27026, jg27028
OG0001196	Aa_G120820.h1.t1	jg13411
OG0001197	Aa_G290260.h1.t1, Aa_G290270.h1.t1	jg25265
OG0001197	Aa_G94890.h1.t1	jg25266
OG0001198	Aa_G642350.h3.t1, Aa_G642350.h1.t1, Aa_G642350.h2.t1, Aa_G629580.h1.t1	jg2839
OG0001199	Aa_G152250.h1.t1	jg10825
OG0001199	Aa_G295620.h1.t1	jg20383
OG0001200	Aa_G697090.h1.t1	jg10873
OG0001201	Aa_G517250.h1.t1	jg10311
OG0001201	Aa_G71790.h1.t1	jg24007
OG0001202	Aa_G296070.h1.t1	jg10940
OG0001202	Aa_G296050.h1.t1, Aa_G296060.h1.t1	jg10938
OG0001203	Aa_G326350.h1.t1	jg15001
OG0001203	Aa_G44070.h1.t1	jg23765
OG0001204	Aa_G57800.h1.t1	jg16178
OG0001204	Aa_G17160.h1.t1	jg19979
OG0001205	Aa_G100560.h1.t1	jg19763
OG0001205	Aa_G349400.h1.t1	jg16050
OG0001207	Aa_G98570.h1.t1	jg15832
OG0001207	Aa_G210220.h1.t1	jg19542
OG0001208	Aa_G67280.h1.t1	jg19495
OG0001208	Aa_G221090.h1.t1	jg15824
OG0001209	Aa_G345850.h1.t1	jg15812
OG0001209	Aa_G230750.h1.t1	jg19519
OG0001210	Aa_G527150.h1.t1	jg18869
OG0001210	Aa_G14020.h1.t1	jg15277
OG0001211	Aa_G726620.h1.t1	jg28168
OG0001213	Aa_G75640.h1.t1	jg24450, jg24448, jg24446
OG0001214	Aa_G47140.h1.t1	jg24624
OG0001215	Aa_G403660.h1.t1	jg24859, jg12919, jg3551
OG0001216	Aa_G429470.h1.t1	jg26016
OG0001216	Aa_G96000.h1.t1	jg33029, jg33033
OG0001217	Aa_G5760.h1.t1	jg32108
OG0001218	Aa_G154300.h1.t1	jg7369
OG0001219	Aa_G473370.h1.t1	jg4729
OG0001220	Aa_G356290.h1.t1, Aa_G74670.h1.t1	jg15331, jg9281
OG0001221	Aa_G162820.h1.t1	jg20290
OG0001221	Aa_G162830.h1.t1	jg20291, jg20296
OG0001222	Aa_G249560.h1.t1	jg27924
OG0001222	Aa_G285880.h1.t1	jg8730
OG0001225	Aa_G660310.h1.t1, Aa_G660310.h2.t1	jg10282, jg10281, jg10280
OG0001231	Aa_G49820.h1.t1, Aa_G49850.h1.t1, Aa_G111710.h1.t1	jg24142
OG0001231	Aa_G499360.h1.t1	jg5531
OG0001232	Aa_G644340.h1.t1	jg5313
OG0001232	Aa_G64960.h1.t1, Aa_G618430.h1.t1	jg3231
OG0001233	Aa_G740980.h1.t1	jg16728
OG0001233	Aa_G330170.h1.t1	jg9747
OG0001234	Aa_G398110.h1.t1	jg6380
OG0001234	Aa_G168770.h1.t1	jg4915
OG0001235	Aa_G210870.h1.t1	jg4714
OG0001235	Aa_G75990.h1.t1	jg23344
OG0001236	Aa_G135160.h1.t1	jg24716, jg28638
OG0001236	Aa_G188930.h1.t1	jg7869
OG0001237	Aa_G49080.h1.t1	jg17926
OG0001237	Aa_G195300.h1.t1	jg4366
OG0001239	Aa_G363500.h1.t1	jg27122
OG0001239	Aa_G731860.h1.t1, Aa_G299620.h1.t1	jg26836
OG0001240	Aa_G217690.h1.t1	jg28802
OG0001240	Aa_G709170.h1.t1	jg18345
OG0001241	Aa_G217740.h1.t1	jg28803
OG0001241	Aa_G257840.h1.t1	jg1216, jg18349
OG0001242	Aa_G408520.h1.t1	jg31407
OG0001242	Aa_G146020.h1.t1	jg18506
OG0001243	Aa_G598340.h1.t1	jg6725
OG0001243	Aa_G251230.h1.t1	jg6722, jg6724
OG0001244	Aa_G23560.h1.t1	jg23623
OG0001244	Aa_G52890.h1.t1	jg14847
OG0001245	Aa_G76030.h1.t1	jg23352, jg23353
OG0001246	Aa_G335150.h1.t1	jg2271
OG0001246	Aa_G61850.h1.t1	jg31267
OG0001247	Aa_G351300.h1.t1, Aa_G69350.h1.t1, Aa_G435170.h1.t1	jg23126
OG0001247	Aa_G275520.h1.t1	jg4575, jg4444
OG0001248	Aa_G8830.h1.t1	jg6008
OG0001248	Aa_G542930.h1.t1	jg14112
OG0001249	Aa_G244380.h1.t1	jg4534
OG0001251	Aa_G88140.h1.t1	jg22189
OG0001252	Aa_G354880.h1.t1, Aa_G680380.h1.t1	jg7969
OG0001252	Aa_G6840.h1.t1	jg28603
OG0001253	Aa_G188830.h1.t1	jg7854
OG0001254	Aa_G34680.h1.t1	jg24897
OG0001254	Aa_G456480.h1.t1	jg4038
OG0001255	Aa_G260790.h1.t1	jg4017
OG0001255	Aa_G34770.h1.t1	jg24887
OG0001256	Aa_G370230.h1.t1	jg3569
OG0001256	Aa_G131940.h1.t1	jg30192, jg30204
OG0001257	Aa_G165040.h1.t1	jg3343
OG0001258	Aa_G348790.h1.t1	jg3184
OG0001258	Aa_G348800.h1.t1	jg3183, jg3182
OG0001259	Aa_G348860.h1.t1	jg3174
OG0001259	Aa_G323720.h1.t1	jg30473
OG0001260	Aa_G314500.h1.t1	jg27866
OG0001260	Aa_G527860.h1.t1	jg8802
OG0001261	Aa_G376360.h1.t1	jg8761
OG0001261	Aa_G329660.h1.t1	jg27903
OG0001262	Aa_G193200.h1.t1	jg33718
OG0001262	Aa_G176020.h1.t1	jg25318
OG0001263	Aa_G12370.h1.t1	jg18765
OG0001264	Aa_G391480.h1.t1	jg11657
OG0001265	Aa_G91290.h1.t1	jg26493
OG0001265	Aa_G31080.h1.t1	jg11263
OG0001266	Aa_G627780.h1.t1	jg30410
OG0001266	Aa_G64620.h1.t1	jg3115
OG0001267	Aa_G177700.h1.t1	jg9458
OG0001267	Aa_G177720.h1.t1	jg9459
OG0001269	Aa_G566730.h1.t1, Aa_G651260.h1.t1	jg20581
OG0001270	Aa_G334850.h1.t1	jg33175
OG0001270	Aa_G50610.h1.t1	jg26147
OG0001271	Aa_G334870.h1.t1	jg33177
OG0001272	Aa_G334880.h1.t1	jg33178
OG0001272	Aa_G550480.h1.t1	jg26149
OG0001273	Aa_G477190.h1.t1	jg7488
OG0001273	Aa_G240850.h1.t1	jg10132
OG0001276	Aa_G189390.h1.t1	jg7727, jg7725
OG0001277	Aa_G257080.h1.t1	jg7745
OG0001277	Aa_G298510.h1.t1	jg10383
OG0001278	Aa_G17080.h1.t1	jg19988
OG0001278	Aa_G81100.h1.t1	jg16192
OG0001279	Aa_G132590.h1.t1	jg16043
OG0001279	Aa_G100500.h1.t1	jg19757
OG0001280	Aa_G574090.h1.t1	jg19568
OG0001280	Aa_G433190.h1.t1	jg15878
OG0001282	Aa_G345820.h1.t1	jg15809
OG0001283	Aa_G302060.h1.t1	jg24767
OG0001283	Aa_G302280.h1.t1	jg15557
OG0001284	Aa_G213640.h1.t1	jg15507
OG0001284	Aa_G38090.h1.t1	jg19207
OG0001285	Aa_G656250.h1.t1	jg22032
OG0001286	Aa_G570390.h1.t1	jg18849
OG0001286	Aa_G14280.h1.t1	jg15258
OG0001287	Aa_G235630.h1.t1	jg27953
OG0001287	Aa_G453340.h1.t1, Aa_G453330.h1.t1	jg8711, jg8710
OG0001288	Aa_G59740.h1.t1	jg9258
OG0001289	Aa_G265150.h1.t1	jg19812
OG0001289	Aa_G265170.h1.t1	jg19811, jg19810
OG0001290	Aa_G174570.h1.t1, Aa_G174560.h1.t1	jg24702
OG0001291	Aa_G137180.h1.t1	jg25517, jg25619
OG0001292	Aa_G617190.h1.t1	jg25735
OG0001293	Aa_G134740.h1.t1	jg28687
OG0001293	Aa_G658650.h1.t1	jg28686, jg28685, jg28684
OG0001294	Aa_G117620.h1.t1	jg29931
OG0001294	Aa_G135920.h1.t1, Aa_G525450.h1.t1, Aa_G242530.h1.t1, Aa_G135930.h1.t1, Aa_G651620.h1.t1	jg29952
OG0001295	Aa_G528290.h1.t1	jg30277
OG0001295	Aa_G433570.h1.t1	jg2909
OG0001296	Aa_G551820.h1.t1	jg12315
OG0001297	Aa_G234330.h1.t1, Aa_G72410.h1.t1	jg13688, jg13692
OG0001298	Aa_G431790.h1.t1	jg31215
OG0001298	Aa_G285640.h1.t1	jg2351
OG0001299	Aa_G12170.h1.t1	jg18551, jg17865, jg18550
OG0001300	Aa_G506850.h1.t1, Aa_G506850.h2.t1	jg3986
OG0001303	Aa_G656910.h1.t1	jg14395
OG0001303	Aa_G99280.h1.t1, Aa_G318740.h1.t1, Aa_G207630.h1.t1	jg14397
OG0001305	Aa_G375680.h1.t1	jg29977
OG0001305	Aa_G640090.h1.t1	jg12960
OG0001306	Aa_G14550.h1.t1	jg24005
OG0001306	Aa_G236910.h1.t1	jg5372
OG0001307	Aa_G14830.h1.t1	jg23972
OG0001307	Aa_G304340.h1.t1	jg5329
OG0001309	Aa_G319300.h1.t1	jg4667
OG0001309	Aa_G97910.h1.t1	jg6158
OG0001310	Aa_G345270.h1.t1	jg29150
OG0001310	Aa_G158240.h1.t1	jg17815
OG0001311	Aa_G220640.h1.t1	jg28936
OG0001311	Aa_G640470.h1.t1	jg18219
OG0001312	Aa_G339570.h1.t1	jg18517
OG0001312	Aa_G688980.h1.t1	jg31442
OG0001313	Aa_G241060.h1.t1	jg26213, jg14213
OG0001314	Aa_G117770.h1.t1	jg29913
OG0001314	Aa_G146220.h1.t1	jg13077
OG0001315	Aa_G437650.h1.t1	jg29852
OG0001315	Aa_G480490.h1.t1	jg13151
OG0001316	Aa_G61550.h1.t1, Aa_G815830.h1.t1	jg23131
OG0001316	Aa_G807280.h1.t1, Aa_G807280.h2.t1, Aa_G845300.h1.t1, Aa_G845300.h2.t1	jg31272
OG0001317	Aa_G578270.h1.t1	jg6215
OG0001317	Aa_G106950.h1.t1	jg14704
OG0001319	Aa_G448450.h1.t1	jg22915
OG0001319	Aa_G318750.h1.t1	jg14392
OG0001320	Aa_G54540.h1.t1	jg22565
OG0001322	Aa_G94450.h1.t1	jg28440
OG0001322	Aa_G57840.h1.t1	jg16890
OG0001323	Aa_G5640.h1.t1	jg25133
OG0001324	Aa_G216020.h1.t1	jg25109
OG0001325	Aa_G209830.h1.t1	jg4381
OG0001325	Aa_G216040.h1.t1	jg25107
OG0001326	Aa_G304060.h1.t1	jg4235
OG0001326	Aa_G137080.h1.t1	jg25006
OG0001327	Aa_G135570.h1.t1	jg12791
OG0001328	Aa_G293160.h1.t1, Aa_G293140.h1.t1	jg2281, jg3527
OG0001328	Aa_G293120.h1.t1	jg3583
OG0001328	Aa_G100000.h1.t1	jg2200
OG0001329	Aa_G454160.h1.t1	jg30724
OG0001330	Aa_G453460.h1.t1	jg30702
OG0001330	Aa_G104340.h1.t1	jg3390
OG0001331	Aa_G600250.h1.t1	jg33741, jg25311
OG0001332	Aa_G118250.h1.t1	jg33653
OG0001332	Aa_G237700.h1.t1	jg25403
OG0001334	Aa_G509790.h2.t1, Aa_G509790.h1.t1	jg11359
OG0001334	Aa_G250800.h1.t1	jg11360
OG0001335	Aa_G51910.h1.t1	jg26529
OG0001336	Aa_G413550.h1.t1	jg11295, jg11294, jg26526
OG0001337	Aa_G31110.h1.t1	jg11261
OG0001338	Aa_G341860.h1.t1	jg2955
OG0001338	Aa_G80290.h1.t1	jg30304
OG0001339	Aa_G164300.h1.t1	jg29788
OG0001339	Aa_G409770.h1.t1	jg13235
OG0001340	Aa_G419960.h1.t1	jg20497
OG0001341	Aa_G78110.h1.t1, Aa_G78090.h1.t1	jg10673
OG0001342	Aa_G290950.h1.t1	jg20557
OG0001342	Aa_G357050.h1.t1	jg10653
OG0001343	Aa_G254530.h1.t1	jg20595
OG0001344	Aa_G582130.h1.t1	jg33288
OG0001344	Aa_G645080.h1.t1, Aa_G782480.h1.t1	jg18717
OG0001345	Aa_G465590.h1.t1	jg33449
OG0001345	Aa_G32190.h1.t1	jg25618
OG0001346	Aa_G173490.h1.t1	jg33483
OG0001346	Aa_G424000.h1.t1	jg25596
OG0001347	Aa_G203380.h1.t1	jg10699
OG0001348	Aa_G11500.h1.t1	jg14969
OG0001348	Aa_G43840.h1.t1	jg23750
OG0001349	Aa_G289320.h1.t1	jg7479
OG0001349	Aa_G417280.h1.t1	jg10115
OG0001350	Aa_G6220.h1.t1	jg10250
OG0001350	Aa_G35110.h1.t1	jg7609
OG0001351	Aa_G369910.h1.t1	jg10490
OG0001351	Aa_G369920.h1.t1	jg10491
OG0001352	Aa_G86320.h1.t1	jg26855
OG0001353	Aa_G609020.h1.t1	jg16331
OG0001353	Aa_G731310.h1.t1	jg20161
OG0001355	Aa_G170540.h1.t1, Aa_G468970.h1.t1, Aa_G136780.h1.t1	jg25041
OG0001356	Aa_G218960.h1.t1	jg16068
OG0001357	Aa_G374660.h1.t1	jg19583
OG0001358	Aa_G483550.h1.t1	jg15688
OG0001358	Aa_G88430.h1.t1	jg19397
OG0001360	Aa_G238620.h1.t1	jg15600
OG0001360	Aa_G282170.h1.t1	jg12424
OG0001361	Aa_G33890.h1.t1	jg32200
OG0001361	Aa_G135360.h1.t1	jg29332, jg32374, jg27490, jg2426, jg27756, jg6960
OG0001362	Aa_G627270.h1.t1	jg21429
OG0001362	Aa_G78720.h1.t1	jg24672
OG0001364	Aa_G507070.h1.t1	jg3499, jg32162
OG0001365	Aa_G376020.h1.t1	jg31935
OG0001365	Aa_G129070.h1.t1	jg7406
OG0001366	Aa_G25970.h1.t1	jg6641
OG0001368	Aa_G556040.h1.t1	jg5206
OG0001368	Aa_G638270.h1.t1	jg20086
OG0001369	Aa_G633940.h1.t1, Aa_G284530.h1.t1, Aa_G322910.h1.t1, Aa_G322940.h1.t1	jg19710, jg19712
OG0001370	Aa_G67150.h1.t1, Aa_G67110.h1.t1	jg1176
OG0001371	Aa_G553060.h1.t1	jg24271
OG0001372	Aa_G336160.h1.t1	jg6780
OG0001372	Aa_G4170.h1.t1	jg24328
OG0001373	Aa_G303870.h1.t1	jg6511
OG0001373	Aa_G137000.h1.t1	jg25014
OG0001374	Aa_G443210.h1.t1	jg12461, jg12457
OG0001375	Aa_G1500.h1.t1	jg25500
OG0001376	Aa_G1080.h1.t1	jg25545
OG0001376	Aa_G382000.h1.t1	jg33521
OG0001377	Aa_G110750.h1.t1	jg32925
OG0001377	Aa_G498880.h1.t1	jg25888
OG0001378	Aa_G155180.h1.t1	jg5109
OG0001378	Aa_G133250.h1.t1	jg26249
OG0001379	Aa_G582070.h1.t1	jg33279
OG0001379	Aa_G92460.h1.t1	jg18228
OG0001380	Aa_G416160.h1.t1	jg5678, jg5677, jg5679, jg5675
OG0001381	Aa_G457530.h1.t1	jg29504
OG0001382	Aa_G117650.h1.t1	jg29926
OG0001382	Aa_G117640.h1.t1	jg29929
OG0001384	Aa_G17680.h1.t1, Aa_G17690.h1.t1	jg2673
OG0001384	Aa_G62490.h1.t1	jg30903
OG0001385	Aa_G604730.h1.t1	jg16823
OG0001385	Aa_G604720.h1.t1	jg8640
OG0001385	Aa_G214210.h1.t1	jg8639
OG0001387	Aa_G614960.h1.t1	jg8977
OG0001387	Aa_G269040.h1.t1	jg27524
OG0001389	Aa_G701410.h1.t1	jg25692
OG0001391	Aa_G235050.h1.t1	jg18288, jg18338, jg18372
OG0001392	Aa_G62790.h1.t1	jg5762
OG0001396	Aa_G432970.h1.t1	jg22254
OG0001397	Aa_G107300.h1.t1	jg9722
OG0001397	Aa_G553210.h1.t1	jg22246
OG0001398	Aa_G46550.h1.t1, Aa_G206210.h1.t1	jg8040
OG0001398	Aa_G495360.h1.t1	jg12651
OG0001399	Aa_G438140.h1.t1	jg24228
OG0001399	Aa_G70380.h1.t1	jg5628, jg32476
OG0001400	Aa_G582890.h1.t1	jg12560
OG0001400	Aa_G320980.h1.t1	jg5346
OG0001401	Aa_G138210.h1.t1	jg5077
OG0001401	Aa_G181390.h1.t1	jg5801
OG0001402	Aa_G765980.h1.t1	jg4936
OG0001402	Aa_G267330.h1.t1	jg6394
OG0001403	Aa_G152760.h1.t1	jg4806
OG0001404	Aa_G319180.h1.t1	jg4675
OG0001404	Aa_G746010.h1.t1	jg6171
OG0001405	Aa_G682710.h1.t1	jg17845
OG0001405	Aa_G558420.h1.t1	jg29134
OG0001407	Aa_G85500.h1.t1	jg18039
OG0001407	Aa_G14860.h1.t1	jg23963
OG0001408	Aa_G694440.h1.t1	jg18135
OG0001408	Aa_G694420.h1.t1, Aa_G359780.h1.t1	jg18133
OG0001408	Aa_G67090.h1.t1	jg17114
OG0001409	Aa_G555080.h1.t1	jg18147
OG0001409	Aa_G22830.h1.t1	jg28993
OG0001411	Aa_G171140.h1.t1	jg32739
OG0001411	Aa_G584440.h1.t1	jg20950
OG0001412	Aa_G142200.h1.t1	jg18530
OG0001412	Aa_G465120.h1.t1	jg31482
OG0001413	Aa_G302420.h1.t1, Aa_G302420.h2.t1	jg31842
OG0001413	Aa_G79880.h1.t1, Aa_G79870.h1.t1	jg11449
OG0001414	Aa_G52880.h1.t1	jg14845
OG0001414	Aa_G23540.h1.t1	jg23621
OG0001415	Aa_G23350.h1.t1	jg23602
OG0001416	Aa_G75130.h1.t1	jg23321
OG0001416	Aa_G168330.h1.t1	jg14683
OG0001417	Aa_G345500.h1.t1	jg32591
OG0001417	Aa_G500710.h1.t1	jg2257
OG0001418	Aa_G739940.h1.t1	jg27482, jg27480
OG0001418	Aa_G739930.h1.t1	jg12055, jg27484
OG0001421	Aa_G634250.h1.t1	jg4256
OG0001421	Aa_G303850.h1.t1, Aa_G303830.h1.t1	jg4255
OG0001422	Aa_G53880.h1.t1	jg3854
OG0001422	Aa_G24230.h1.t1	jg24803
OG0001423	Aa_G27520.h1.t1, Aa_G266730.h1.t1	jg13489, jg12672
OG0001425	Aa_G293840.h1.t1	jg8815
OG0001425	Aa_G383800.h1.t1	jg27854
OG0001426	Aa_G175960.h1.t1	jg25309
OG0001426	Aa_G696360.h1.t1	jg33745
OG0001427	Aa_G193210.h1.t1	jg33717
OG0001427	Aa_G176040.h1.t1	jg25319
OG0001428	Aa_G212770.h1.t1	jg15228
OG0001429	Aa_G308710.h1.t1	jg22016, jg22023
OG0001430	Aa_G82770.h1.t1	jg21619
OG0001431	Aa_G87290.h1.t1	jg17108, jg17107
OG0001432	Aa_G391780.h1.t1	jg2568
OG0001434	Aa_G98820.h1.t1	jg20601
OG0001435	Aa_G178310.h1.t1	jg33185
OG0001436	Aa_G386130.h1.t1	jg33443
OG0001436	Aa_G233740.h1.t1	jg25633
OG0001437	Aa_G41270.h1.t1	jg20362
OG0001438	Aa_G607240.h1.t1	jg10871
OG0001438	Aa_G315600.h1.t1	jg20314
OG0001440	Aa_G379290.h1.t1	jg8820
OG0001440	Aa_G542160.h1.t1	jg27836
OG0001441	Aa_G561120.h1.t1	jg7683
OG0001441	Aa_G517260.h1.t1	jg10309
OG0001442	Aa_G320680.h1.t1	jg7711
OG0001442	Aa_G117440.h1.t1	jg10341
OG0001443	Aa_G665640.h3.t1, Aa_G665640.h5.t1, Aa_G665640.h1.t1, Aa_G665640.h4.t1, Aa_G665640.h2.t1	jg10474
OG0001444	Aa_G417340.h1.t1, Aa_G326910.h1.t1	jg10124
OG0001445	Aa_G956300.h1.t1, Aa_G717830.h1.t1, Aa_G453300.h1.t1	jg1466, jg1467, jg16335
OG0001446	Aa_G384640.h1.t1	jg4792
OG0001447	Aa_G451490.h1.t1	jg16005
OG0001447	Aa_G125270.h1.t1	jg19686
OG0001448	Aa_G311550.h1.t1	jg16689
OG0001450	Aa_G422510.h1.t1	jg19480
OG0001450	Aa_G114870.h1.t1	jg15765
OG0001451	Aa_G188430.h1.t1	jg19435
OG0001451	Aa_G614520.h1.t1	jg15724, jg15657
OG0001452	Aa_G753680.h1.t1	jg15517
OG0001452	Aa_G38220.h1.t1	jg19217
OG0001453	Aa_G91780.h1.t1	jg16647
OG0001453	Aa_G557570.h1.t1	jg8469
OG0001454	Aa_G150910.h1.t1	jg18958
OG0001454	Aa_G265930.h1.t1	jg15338
OG0001455	Aa_G394510.h1.t1	jg15306
OG0001455	Aa_G197110.h1.t1	jg18912
OG0001457	Aa_G223710.h1.t1	jg31456
OG0001457	Aa_G318500.h1.t1, Aa_G318490.h1.t1	jg29423
OG0001457	Aa_G418650.h1.t1	jg29573, jg29580
OG0001458	Aa_G244800.h1.t1	jg28108
OG0001459	Aa_G244920.h1.t1	jg28119
OG0001459	Aa_G301260.h1.t1	jg9434
OG0001460	Aa_G143510.h1.t1	jg28141, jg28136, jg28139
OG0001460	Aa_G104110.h1.t1	jg9456
OG0001461	Aa_G37320.h1.t1, Aa_G412600.h1.t1, Aa_G412610.h1.t1	jg14485, jg19121
OG0001462	Aa_G990540.h1.t1, Aa_G441710.h1.t1, Aa_G441700.h1.t1	jg19022
OG0001463	Aa_G5430.h1.t1	jg25152
OG0001464	Aa_G410080.h1.t1	jg7635
OG0001464	Aa_G410090.h1.t1, Aa_G410100.h1.t1, Aa_G35000.h1.t1	jg7634
OG0001465	Aa_G137780.h1.t1	jg8365
OG0001466	Aa_G407280.h1.t1	jg16662
OG0001466	Aa_G486300.h1.t1	jg8497
OG0001467	Aa_G499190.h1.t1	jg16820
OG0001467	Aa_G499180.h1.t1	jg16822
OG0001468	Aa_G223230.h1.t1	jg8655
OG0001468	Aa_G531970.h1.t1	jg16842
OG0001469	Aa_G670610.h1.t1	jg16909
OG0001469	Aa_G163890.h1.t1	jg9294
OG0001470	Aa_G377040.h1.t1	jg32097
OG0001470	Aa_G377050.h1.t1	jg32096
OG0001471	Aa_G269260.h1.t1	jg7565
OG0001472	Aa_G51040.h1.t1	jg24473
OG0001472	Aa_G429030.h1.t1	jg6608
OG0001473	Aa_G120190.h1.t1	jg6611
OG0001473	Aa_G51010.h1.t1	jg24470
OG0001474	Aa_G422240.h1.t1, Aa_G194460.h1.t1, Aa_G422250.h1.t1	jg28249
OG0001475	Aa_G132620.h1.t1	jg16040
OG0001475	Aa_G100480.h1.t1	jg19755
OG0001477	Aa_G49930.h1.t1	jg24593
OG0001478	Aa_G229390.h1.t1	jg26326
OG0001478	Aa_G229380.h1.t1	jg33363, jg33365
OG0001479	Aa_G446410.h1.t1	jg29412
OG0001479	Aa_G307870.h1.t1	jg1099
OG0001480	Aa_G357200.h1.t1	jg620
OG0001481	Aa_G148280.h1.t1	jg30105, jg30102
OG0001482	Aa_G201680.h1.t1	jg21645
OG0001482	Aa_G92220.h1.t1	jg10045
OG0001483	Aa_G556430.h1.t1	jg30602
OG0001483	Aa_G180310.h1.t1	jg8847
OG0001484	Aa_G399850.h1.t1, Aa_G399850.h2.t1	jg30858
OG0001484	Aa_G232210.h1.t1	jg2734
OG0001485	Aa_G103100.h1.t1	jg20730
OG0001486	Aa_G33040.h1.t1	jg9282
OG0001486	Aa_G310080.h1.t1	jg16917
OG0001487	Aa_G352680.h1.t1	jg31016, jg31014
OG0001488	Aa_G36950.h1.t1, Aa_G18750.h1.t1	jg6233, jg17587, jg6230
