Orthogroup	Arabis_alpina	Raphanus_sativus
OG0001406	Aa_G435910.h1.t1, Aa_G85630.h1.t1, Aa_G435910.h2.t1, Aa_G85630.h2.t1	XP_018484446.1, XP_018474663.1, XP_018481823.1, XP_018480438.1
OG0001407	Aa_G14860.h1.t1	XP_018432732.1
OG0001408	Aa_G694440.h1.t1	XP_018434674.1, XP_018478057.1
OG0001408	Aa_G694420.h1.t1, Aa_G359780.h1.t1	XP_018481129.1
OG0001408	Aa_G67090.h1.t1	XP_018480710.1
OG0001409	Aa_G555080.h1.t1	XP_018440080.1, XP_018440117.1
OG0001409	Aa_G22830.h1.t1	XP_018449064.1, XP_018492916.1
OG0001411	Aa_G171140.h1.t1	XP_018447688.1, XP_018459746.1, XP_018437305.1
OG0001411	Aa_G584440.h1.t1	XP_018484237.1, XP_018455083.1
OG0001412	Aa_G142200.h1.t1	XP_018436348.1, XP_018466586.1, XP_018478717.1
OG0001412	Aa_G465120.h1.t1	XP_018448707.1, XP_018488707.1
OG0001413	Aa_G302420.h1.t1, Aa_G302420.h2.t1	XP_018485840.1, XP_018485733.1
OG0001413	Aa_G302410.h1.t1	XP_018485734.1
OG0001414	Aa_G52880.h1.t1	XP_018471448.1, XP_018481071.1, XP_018481056.1
OG0001414	Aa_G23540.h1.t1	XP_018488954.1
OG0001415	Aa_G23350.h1.t1	XP_018452495.1, XP_018457015.1, XP_018432591.1, XP_018491204.1
OG0001415	Aa_G342170.h1.t1, Aa_G282850.h1.t1	XP_018452050.1, XP_018440293.1
OG0001416	Aa_G168330.h1.t1	XP_018433505.1
OG0001417	Aa_G345650.h1.t1	XP_018455562.1, XP_018455559.1, XP_018466462.1
OG0001417	Aa_G500710.h1.t1	XP_018465905.1
OG0001418	Aa_G739940.h1.t1	XP_018488487.1
OG0001419	Aa_G441200.h1.t1	XP_018470646.1, XP_018452865.1
OG0001420	Aa_G354920.h1.t1, Aa_G354970.h1.t1, Aa_G354960.h1.t1, Aa_G354940.h1.t1, Aa_G354930.h1.t1, Aa_G354980.h1.t1, Aa_G354910.h1.t1	XP_018472939.1, XP_018474706.1, XP_018465234.1, XP_018455003.1, XP_018456005.1
OG0001421	Aa_G634250.h1.t1	XP_018468543.1, XP_018469577.1
OG0001421	Aa_G303850.h1.t1, Aa_G303830.h1.t1	XP_018432966.1
OG0001422	Aa_G53880.h1.t1	XP_018442104.1
OG0001422	Aa_G24230.h1.t1	XP_018485708.1, XP_018491495.1
OG0001423	Aa_G27520.h1.t1, Aa_G266730.h1.t1	XP_018483868.1, XP_018434153.1, XP_018434849.1
OG0001424	Aa_G95680.h1.t1, Aa_G639850.h1.t1, Aa_G412930.h1.t1	XP_018467847.1
OG0001425	Aa_G293840.h1.t1	XP_018469731.1, XP_018470841.1, XP_018484219.1
OG0001425	Aa_G383800.h1.t1	XP_018439298.1, XP_018458027.1, XP_018492335.1
OG0001426	Aa_G175960.h1.t1	XP_018440120.1, XP_018488498.1
OG0001426	Aa_G696360.h1.t1	XP_018434026.1
OG0001427	Aa_G193210.h1.t1	XP_018449720.1
OG0001427	Aa_G176040.h1.t1	XP_018435100.1, XP_018489192.1, XP_018488495.1
OG0001428	Aa_G212770.h1.t1	XP_018442949.1, XP_018477933.1
OG0001429	Aa_G308710.h1.t1	XP_018455783.1, XP_018457490.1, XP_018468412.1
OG0001430	Aa_G82770.h1.t1	XP_018476221.1, XP_018465488.1
OG0001431	Aa_G87290.h1.t1	XP_018436179.1
OG0001432	Aa_G391780.h1.t1	XP_018444135.1, XP_018454953.1, XP_018454957.1
OG0001433	Aa_G150210.h1.t1	XP_018480484.1, XP_018458629.1
OG0001433	Aa_G220210.h1.t1	XP_018463830.1, XP_018477512.1
OG0001434	Aa_G148360.h1.t1	XP_018451899.1
OG0001434	Aa_G98820.h1.t1	XP_018455897.1
OG0001435	Aa_G178310.h1.t1	XP_018469002.1, XP_018492635.1, XP_018463508.1
OG0001436	Aa_G204750.h1.t1, Aa_G386130.h1.t1	XP_018480677.1, XP_018486397.1
OG0001436	Aa_G233740.h1.t1	XP_018432709.1, XP_018438232.1
OG0001437	Aa_G41270.h1.t1	XP_018455341.1, XP_018438309.1, XP_018481758.1
OG0001438	Aa_G607240.h1.t1	XP_018448538.1, XP_018484090.1, XP_018463745.1
OG0001438	Aa_G315600.h1.t1	XP_018464003.1, XP_018466246.1
OG0001440	Aa_G379290.h1.t1	XP_018477352.1, XP_018450921.1, XP_018471933.1
OG0001440	Aa_G542160.h1.t1	XP_018492394.1, XP_018440650.1
OG0001441	Aa_G912520.h1.t1	XP_018456171.1, XP_018460795.1, XP_018453842.1
OG0001441	Aa_G517260.h1.t1	XP_018445616.1
OG0001442	Aa_G320680.h1.t1	XP_018453366.1, XP_018457885.1
OG0001442	Aa_G117440.h1.t1	XP_018471393.1, XP_018470398.1, XP_018477682.1, XP_018480644.1
OG0001443	Aa_G665640.h3.t1, Aa_G665640.h5.t1, Aa_G665640.h1.t1, Aa_G665640.h4.t1, Aa_G665640.h2.t1	XP_018450199.1, XP_018469697.1, XP_018482359.1
OG0001444	Aa_G417340.h1.t1	XP_018466229.1, XP_018465071.1
OG0001447	Aa_G451490.h1.t1	XP_018442478.1
OG0001447	Aa_G125270.h1.t1	XP_018434817.1, XP_018476896.1
OG0001448	Aa_G311550.h1.t1	XP_018440419.1, XP_018435023.1
OG0001450	Aa_G422510.h1.t1	XP_018481383.1, XP_018436443.1
OG0001450	Aa_G114870.h1.t1	XP_018446465.1, XP_018459496.1
OG0001451	Aa_G188430.h1.t1	XP_018488658.1, XP_018488611.1, XP_018465278.1
OG0001451	Aa_G614520.h1.t1	XP_018458586.1, XP_018460288.1
OG0001452	Aa_G753680.h1.t1	XP_018481076.1, XP_018486001.1
OG0001452	Aa_G38220.h1.t1	XP_018438670.1, XP_018466245.1
OG0001453	Aa_G91780.h1.t1	XP_018434730.1, XP_018438870.1, XP_018477441.1
OG0001453	Aa_G557570.h1.t1	XP_018447481.1
OG0001454	Aa_G150910.h1.t1	XP_018477716.1, XP_018473219.1, XP_018437005.1
OG0001454	Aa_G265930.h1.t1	XP_018442677.1
OG0001455	Aa_G394510.h1.t1	XP_018485578.1, XP_018483826.1
OG0001456	Aa_G139270.h1.t1	XP_018470027.1, XP_018483743.1
OG0001457	Aa_G223710.h1.t1, Aa_G318500.h1.t1, Aa_G318490.h1.t1	XP_018464213.1
OG0001457	Aa_G318510.h1.t1	XP_018463139.1
OG0001457	Aa_G418650.h1.t1	XP_018489028.1, XP_018487089.1
OG0001458	Aa_G244800.h1.t1	XP_018436231.1
OG0001459	Aa_G244920.h1.t1	XP_018436758.1, XP_018454974.1, XP_018454911.1
OG0001459	Aa_G301260.h1.t1	XP_018481075.1, XP_018481498.1
OG0001460	Aa_G143510.h1.t1	XP_018433650.1, XP_018434013.1
OG0001460	Aa_G104110.h1.t1	XP_018472290.1
OG0001461	Aa_G37320.h1.t1	XP_018436392.1, XP_018484138.1, XP_018458149.1
OG0001461	Aa_G412600.h1.t1, Aa_G412610.h1.t1	XP_018484137.1
OG0001462	Aa_G990540.h1.t1, Aa_G441710.h1.t1, Aa_G441700.h1.t1	XP_018474047.1, XP_018476023.1, XP_018436380.1, XP_018436381.1
OG0001463	Aa_G5430.h1.t1	XP_018491969.1
OG0001464	Aa_G410080.h1.t1	XP_018460338.1, XP_018472540.1, XP_018474626.1
OG0001465	Aa_G137780.h1.t1	XP_018454211.1, XP_018450574.1, XP_018483849.1
OG0001466	Aa_G407280.h1.t1	XP_018480772.1, XP_018467531.1
OG0001466	Aa_G486300.h1.t1	XP_018447230.1, XP_018459821.1, XP_018485051.1
OG0001467	Aa_G499180.h1.t1	XP_018433995.1
OG0001468	Aa_G223230.h1.t1	XP_018469078.1, XP_018462729.1, XP_018483061.1, XP_018484642.1
OG0001469	Aa_G670610.h1.t1	XP_018481749.1, XP_018437633.1
OG0001469	Aa_G163890.h1.t1	XP_018461182.1, XP_018480805.1, XP_018470890.1
OG0001470	Aa_G377040.h1.t1	XP_018447064.1, XP_018485609.1
OG0001470	Aa_G377050.h1.t1	XP_018435615.1, XP_018487250.1
OG0001471	Aa_G269270.h1.t1	XP_018434337.1
OG0001472	Aa_G51040.h1.t1	XP_018489561.1, XP_018490260.1, XP_018438852.1, XP_018433453.1
OG0001472	Aa_G429030.h1.t1	XP_018455378.1, XP_018479320.1
OG0001473	Aa_G120190.h1.t1	XP_018483796.1
OG0001473	Aa_G51010.h1.t1	XP_018491853.1, XP_018433454.1, XP_018438853.1, XP_018432523.1
OG0001474	Aa_G771240.h1.t1	XP_018452317.1, XP_018452315.1, XP_018438237.1
OG0001474	Aa_G422240.h1.t1, Aa_G194460.h1.t1, Aa_G422250.h1.t1	XP_018434968.1, XP_018462100.1
OG0001475	Aa_G132620.h1.t1	XP_018444020.1
OG0001475	Aa_G100480.h1.t1	XP_018463228.1, XP_018478177.1, XP_018478166.1, XP_018437102.1
OG0001476	Aa_G132340.h1.t1, Aa_G139420.h1.t1	XP_018454930.1, XP_018464001.1
OG0001477	Aa_G49930.h1.t1	XP_018489043.1, XP_018437286.1
OG0001478	Aa_G229390.h1.t1	XP_018486837.1
OG0001478	Aa_G229380.h1.t1	XP_018489899.1
OG0001479	Aa_G446410.h1.t1	XP_018493338.1, XP_018441398.1, XP_018436296.1
OG0001479	Aa_G307870.h1.t1	XP_018440599.1
OG0001480	Aa_G357200.h1.t1	XP_018453267.1
OG0001480	Aa_G270610.h1.t1	XP_018490311.1, XP_018488444.1, XP_018488448.1
OG0001481	Aa_G148280.h1.t1	XP_018439927.1
OG0001482	Aa_G201680.h1.t1	XP_018473403.1, XP_018476312.1
OG0001482	Aa_G92220.h1.t1	XP_018445262.1, XP_018445113.1, XP_018484371.1
OG0001483	Aa_G556430.h1.t1	XP_018458482.1
OG0001483	Aa_G180310.h1.t1	XP_018477269.1, XP_018469163.1, XP_018447171.1
OG0001484	Aa_G232210.h1.t1	XP_018452899.1, XP_018444248.1
OG0001485	Aa_G103100.h1.t1	XP_018457438.1
OG0001486	Aa_G33040.h1.t1	XP_018471939.1, XP_018465116.1, XP_018483241.1, XP_018450426.1, XP_018451238.1
OG0001486	Aa_G310080.h1.t1	XP_018465880.1
OG0001487	Aa_G352680.h1.t1	XP_018435692.1, XP_018448046.1
OG0001488	Aa_G36950.h1.t1, Aa_G18750.h1.t1	XP_018463951.1, XP_018469338.1
OG0001488	Aa_G18740.h1.t1, Aa_G128510.h1.t1	XP_018475650.1
OG0001490	Aa_G51240.h1.t1	XP_018488279.1, XP_018490014.1, XP_018490153.1
OG0001499	Aa_G173030.h1.t1	XP_018454925.1, XP_018444835.1, XP_018444601.1, XP_018443465.1
OG0001500	Aa_G809410.h1.t1, Aa_G248960.h1.t1	XP_018463616.1
OG0001501	Aa_G44950.h1.t1	XP_018489974.1, XP_018489742.1
OG0001501	Aa_G493690.h1.t1	XP_018446132.1
OG0001502	Aa_G44850.h1.t1	XP_018435101.1, XP_018490767.1
OG0001502	Aa_G387580.h1.t1	XP_018473138.1
OG0001503	Aa_G304350.h1.t1	XP_018444853.1, XP_018473469.1, XP_018473412.1, XP_018476881.1
OG0001503	Aa_G14820.h1.t1	XP_018432624.1, XP_018446705.1
OG0001504	Aa_G180970.h1.t1, Aa_G656550.h1.t1	XP_018491770.1
OG0001504	Aa_G46120.h1.t1	XP_018438476.1
OG0001505	Aa_G451700.h1.t1	XP_018465728.1
OG0001505	Aa_G258070.h1.t1	XP_018467625.1, XP_018473697.1
OG0001506	Aa_G218370.h1.t1, Aa_G40470.h1.t1	XP_018490598.1, XP_018467152.1, XP_018490431.1, XP_018436639.1
OG0001507	Aa_G116760.h1.t1	XP_018472106.1, XP_018444826.1
OG0001507	Aa_G550320.h1.t1	XP_018434536.1, XP_018485367.1
OG0001508	Aa_G541380.h1.t1	XP_018444025.1
OG0001508	Aa_G94960.h1.t1	XP_018486349.1, XP_018457006.1, XP_018433835.1
OG0001509	Aa_G728240.h1.t1, Aa_G728250.h1.t1	XP_018470402.1, XP_018456933.1, XP_018470118.1, XP_018476994.1
OG0001510	Aa_G233470.h1.t1	XP_018489487.1
OG0001510	Aa_G218580.h1.t1	XP_018435894.1, XP_018469247.1
OG0001511	Aa_G151840.h1.t1	XP_018451604.1, XP_018486173.1, XP_018485456.1
OG0001512	Aa_G481460.h1.t1	XP_018447178.1, XP_018450796.1
OG0001512	Aa_G60060.h1.t1	XP_018474985.1
OG0001513	Aa_G264410.h1.t1	XP_018481573.1, XP_018437760.1
OG0001513	Aa_G558380.h1.t1	XP_018487113.1, XP_018448207.1, XP_018465872.1
OG0001514	Aa_G599100.h1.t1	XP_018469104.1, XP_018468854.1, XP_018489399.1, XP_018458416.1, XP_018447872.1
OG0001515	Aa_G22540.h1.t1	XP_018451143.1, XP_018472701.1, XP_018493467.1
OG0001515	Aa_G359800.h1.t1	XP_018440152.1
OG0001516	Aa_G751980.h1.t1	XP_018437032.1
OG0001516	Aa_G359470.h1.t1	XP_018480610.1, XP_018440797.1, XP_018474624.1
OG0001517	Aa_G235380.h1.t1	XP_018447374.1, XP_018486205.1
OG0001517	Aa_G243640.h1.t1	XP_018434191.1
OG0001518	Aa_G38780.h1.t1	XP_018489971.1, XP_018466533.1, XP_018487133.1
OG0001518	Aa_G208610.h1.t1	XP_018482441.1
OG0001519	Aa_G38720.h1.t1	XP_018488135.1, XP_018488142.1
OG0001519	Aa_G520340.h1.t1	XP_018457485.1, XP_018457484.1
OG0001520	Aa_G219580.h1.t1	XP_018455431.1, XP_018455430.1
OG0001521	Aa_G304400.h1.t1, Aa_G265700.h1.t1, Aa_G265720.h1.t1	XP_018456978.1, XP_018456980.1
OG0001522	Aa_G142250.h1.t1	XP_018493013.1, XP_018460018.1, XP_018451132.1, XP_018451144.1, XP_018483692.1, XP_018459900.1
OG0001523	Aa_G142210.h1.t1	XP_018439863.1
OG0001523	Aa_G465000.h1.t1	XP_018490468.1, XP_018435413.1, XP_018451281.1, XP_018451273.1
OG0001524	Aa_G686880.h1.t1	XP_018442144.1, XP_018460713.1
OG0001524	Aa_G476200.h1.t1	XP_018449185.1, XP_018449599.1
OG0001525	Aa_G463060.h1.t1	XP_018459286.1
OG0001526	Aa_G52930.h1.t1	XP_018481058.1, XP_018434537.1, XP_018449507.1, XP_018481069.1
OG0001527	Aa_G500350.h1.t1	XP_018488175.1, XP_018491828.1
OG0001527	Aa_G306810.h1.t1	XP_018446051.1, XP_018457029.1
OG0001528	Aa_G75120.h1.t1	XP_018481339.1, XP_018458463.1, XP_018466802.1, XP_018481340.1, XP_018435565.1, XP_018462780.1
OG0001529	Aa_G45420.h1.t1	XP_018478688.1, XP_018457413.1
OG0001529	Aa_G97810.h1.t1	XP_018487043.1, XP_018436990.1
OG0001531	Aa_G552150.h1.t1, Aa_G552140.h1.t1	XP_018453364.1
OG0001531	Aa_G264060.h1.t1	XP_018468829.1, XP_018465663.1, XP_018465647.1
OG0001532	Aa_G28230.h1.t1, Aa_G28240.h1.t1	XP_018475836.1, XP_018475835.1, XP_018452466.1, XP_018468651.1
OG0001533	Aa_G28180.h1.t1	XP_018465173.1, XP_018466326.1
OG0001533	Aa_G28190.h1.t1	XP_018473449.1, XP_018475553.1, XP_018475874.1, XP_018475837.1, XP_018475717.1
OG0001534	Aa_G58280.h1.t1	XP_018435787.1
OG0001535	Aa_G115120.h1.t1	XP_018472181.1
OG0001535	Aa_G22110.h1.t1	XP_018452141.1
OG0001536	Aa_G603500.h1.t1, Aa_G603490.h1.t1	XP_018480455.1, XP_018457863.1
OG0001536	Aa_G462370.h1.t1	XP_018452304.1, XP_018456725.1
OG0001537	Aa_G99570.h1.t1	XP_018472993.1, XP_018453748.1, XP_018457184.1, XP_018465471.1
OG0001537	Aa_G6790.h1.t1	XP_018433561.1, XP_018451072.1
OG0001538	Aa_G228420.h1.t1	XP_018439199.1
OG0001540	Aa_G333260.h1.t1	XP_018489132.1, XP_018465740.1, XP_018485409.1
OG0001540	Aa_G170350.h1.t1	XP_018446941.1
OG0001541	Aa_G137130.h1.t1	XP_018466330.1, XP_018461908.1
OG0001541	Aa_G331830.h1.t1	XP_018442556.1, XP_018473043.1
OG0001542	Aa_G170110.h1.t1	XP_018470958.1, XP_018470957.1
OG0001542	Aa_G34470.h1.t1	XP_018432536.1, XP_018490690.1
OG0001543	Aa_G215520.h1.t1	XP_018443096.1, XP_018444027.1, XP_018442979.1
OG0001543	Aa_G627000.h1.t1	XP_018459931.1
OG0001544	Aa_G215510.h1.t1	XP_018442497.1
OG0001544	Aa_G627010.h1.t1	XP_018436574.1, XP_018462733.1, XP_018447815.1, XP_018442014.1
OG0001545	Aa_G111000.h1.t1	XP_018442701.1
OG0001545	Aa_G477450.h1.t1	XP_018472412.1, XP_018450323.1
OG0001546	Aa_G263360.h1.t1	XP_018468742.1, XP_018468676.1
OG0001546	Aa_G259480.h1.t1	XP_018444261.1, XP_018444245.1, XP_018464651.1, XP_018464064.1
OG0001547	Aa_G383770.h1.t1	XP_018492337.1
OG0001548	Aa_G514770.h1.t1	XP_018477379.1, XP_018455888.1
OG0001548	Aa_G261540.h1.t1	XP_018434904.1, XP_018434923.1
OG0001549	Aa_G198090.h1.t1	XP_018447143.1
OG0001549	Aa_G199030.h1.t1	XP_018441978.1, XP_018486911.1, XP_018486894.1
OG0001550	Aa_G30470.h1.t1	XP_018452643.1
OG0001550	Aa_G132400.h1.t1	XP_018435843.1, XP_018451520.1
OG0001552	Aa_G176650.h1.t1	XP_018461599.1, XP_018477836.1, XP_018455996.1
OG0001552	Aa_G244600.h1.t1	XP_018482647.1
OG0001553	Aa_G152440.h1.t1	XP_018439949.1, XP_018490777.1
OG0001553	Aa_G36850.h1.t1	XP_018459878.1
OG0001554	Aa_G173650.h1.t1	XP_018486913.1
OG0001554	Aa_G32030.h1.t1	XP_018437098.1
OG0001555	Aa_G213840.h1.t1	XP_018434987.1, XP_018482024.1
OG0001555	Aa_G520180.h1.t1	XP_018482980.1
OG0001556	Aa_G96250.h1.t1	XP_018481981.1, XP_018481979.1
OG0001557	Aa_G43700.h1.t1	XP_018433093.1, XP_018457764.1, XP_018433511.1
OG0001557	Aa_G113230.h1.t1	XP_018449029.1
OG0001558	Aa_G453050.h1.t1	XP_018441472.1, XP_018477480.1, XP_018476608.1
OG0001558	Aa_G511430.h1.t1, Aa_G741200.h1.t1	XP_018485294.1
OG0001559	Aa_G598850.h1.t1	XP_018480238.1, XP_018480242.1, XP_018472156.1
OG0001559	Aa_G773350.h1.t1	XP_018437520.1, XP_018490436.1
OG0001560	Aa_G100550.h1.t1	XP_018475264.1, XP_018461825.1
OG0001560	Aa_G349390.h1.t1	XP_018488040.1, XP_018491110.1
OG0001561	Aa_G345890.h1.t1, Aa_G345880.h1.t1	XP_018482123.1
OG0001562	Aa_G114850.h1.t1	XP_018485832.1, XP_018459501.1, XP_018442717.1
OG0001562	Aa_G67170.h1.t1	XP_018459949.1
OG0001563	Aa_G88500.h1.t1	XP_018472823.1, XP_018440932.1
OG0001563	Aa_G174900.h1.t1	XP_018465800.1, XP_018461051.1, XP_018483567.1, XP_018477440.1, XP_018479967.1
OG0001564	Aa_G386970.h1.t1	XP_018485162.1, XP_018485885.1, XP_018485859.1
OG0001564	Aa_G38280.h1.t1	XP_018440570.1, XP_018476008.1
OG0001565	Aa_G725880.h1.t1, Aa_G494880.h1.t1	XP_018489626.1
OG0001565	Aa_G494900.h1.t1	XP_018442951.1
OG0001566	Aa_G150870.h1.t1	XP_018474589.1, XP_018478814.1, XP_018482735.1, XP_018433241.1, XP_018475224.1
OG0001566	Aa_G266030.h1.t1	XP_018490645.1
OG0001568	Aa_G506690.h2.t1, Aa_G506690.h1.t1	XP_018470492.1, XP_018470494.1, XP_018483517.1
OG0001568	Aa_G632940.h1.t1	XP_018456660.1, XP_018441778.1
OG0001569	Aa_G50350.h1.t1	XP_018433856.1, XP_018474838.1, XP_018474635.1
OG0001569	Aa_G351920.h1.t1	XP_018471560.1
OG0001570	Aa_G344050.h1.t1	XP_018452212.1, XP_018446226.1
OG0001571	Aa_G135130.h1.t1	XP_018486866.1
OG0001571	Aa_G120320.h1.t1	XP_018474543.1, XP_018445822.1, XP_018445819.1
OG0001572	Aa_G25890.h1.t1	XP_018477950.1, XP_018441549.1
OG0001573	Aa_G378500.h1.t1	XP_018461282.1, XP_018452580.1, XP_018477510.1
OG0001573	Aa_G4550.h1.t1	XP_018489660.1, XP_018438051.1
OG0001574	Aa_G44740.h1.t1	XP_018450515.1, XP_018471565.1, XP_018484254.1
OG0001574	Aa_G194720.h1.t1	XP_018441700.1, XP_018441702.1
OG0001575	Aa_G449110.h1.t1, Aa_G347910.h1.t1	XP_018454003.1
OG0001577	Aa_G174350.h1.t1	XP_018435120.1, XP_018485794.1, XP_018481487.1, XP_018481499.1, XP_018485663.1
OG0001578	Aa_G53600.h1.t1	XP_018485622.1
OG0001578	Aa_G57630.h1.t1	XP_018447382.1
OG0001580	Aa_G103180.h1.t1	XP_018479513.1
OG0001581	Aa_G245510.h1.t1	XP_018467192.1, XP_018481642.1
OG0001581	Aa_G245520.h1.t1	XP_018477104.1
OG0001582	Aa_G243670.h1.t1	XP_018484754.1, XP_018437853.1
OG0001582	Aa_G235430.h1.t1	XP_018487097.1
OG0001583	Aa_G457550.h1.t1	XP_018466739.1
OG0001583	Aa_G72240.h1.t1	XP_018452576.1, XP_018458645.1, XP_018434204.1
OG0001584	Aa_G375730.h1.t1	XP_018484725.1
OG0001584	Aa_G244120.h1.t1, Aa_G244130.h1.t1	XP_018477723.1, XP_018434166.1
OG0001585	Aa_G528440.h1.t1	XP_018433322.1
OG0001585	Aa_G528450.h1.t1	XP_018451343.1, XP_018447780.1
OG0001586	Aa_G560110.h1.t1	XP_018439442.1, XP_018455199.1, XP_018455314.1
OG0001587	Aa_G437990.h1.t1	XP_018468423.1, XP_018459397.1
OG0001588	Aa_G186160.h1.t1	XP_018457206.1
OG0001588	Aa_G185100.h1.t1	XP_018445162.1, XP_018483270.1, XP_018483274.1
OG0001590	Aa_G544550.h1.t1	XP_018448355.1
OG0001591	Aa_G407220.h1.t1	XP_018436704.1
OG0001591	Aa_G503370.h1.t1	XP_018468125.1, XP_018468123.1
OG0001592	Aa_G97250.h1.t1, Aa_G97260.h1.t1, Aa_G97240.h1.t1, Aa_G274390.h1.t1	XP_018470040.1, XP_018461186.1
OG0001593	Aa_G109590.h1.t1	XP_018435175.1, XP_018433429.1
OG0001593	Aa_G329090.h1.t1	XP_018458391.1, XP_018478567.1
OG0001597	Aa_G308020.h1.t1, Aa_G308030.h1.t1, Aa_G308040.h1.t1	XP_018453558.1
OG0001598	Aa_G94940.h1.t1	XP_018466703.1, XP_018489313.1
OG0001599	Aa_G301810.h1.t1, Aa_G301830.h1.t1, Aa_G839890.h1.t1, Aa_G23910.h1.t1, Aa_G23920.h1.t1, Aa_G301850.h1.t1	XP_018487570.1, XP_018465941.1, XP_018467782.1
OG0001603	Aa_G768750.h1.t1	XP_018441573.1, XP_018458341.1, XP_018458343.1
OG0001603	Aa_G75390.h1.t1	XP_018458208.1, XP_018432865.1
OG0001604	Aa_G711570.h1.t1	XP_018488682.1
OG0001606	Aa_G309580.h1.t1	XP_018459306.1
OG0001606	Aa_G111660.h1.t1	XP_018492090.1
OG0001607	Aa_G111780.h1.t1	XP_018436796.1, XP_018436794.1, XP_018490656.1
OG0001607	Aa_G162220.h1.t1	XP_018471571.1, XP_018445140.1
OG0001609	Aa_G59330.h1.t1	XP_018485665.1, XP_018476370.1, XP_018446843.1, XP_018446871.1
OG0001610	Aa_G660600.h1.t1, Aa_G217940.h1.t1, Aa_G96750.h1.t1	XP_018437376.1, XP_018436105.1
OG0001611	Aa_G155010.h1.t1	XP_018444540.1, XP_018444577.1
OG0001611	Aa_G181430.h1.t1	XP_018443957.1, XP_018464060.1, XP_018471632.1
OG0001612	Aa_G112750.h1.t1	XP_018442261.1
OG0001612	Aa_G256620.h1.t1	XP_018476665.1, XP_018446643.1
OG0001613	Aa_G267600.h1.t1	XP_018473166.1, XP_018444992.1
OG0001613	Aa_G113020.h1.t1	XP_018479309.1
OG0001614	Aa_G20700.h1.t1	XP_018465325.1, XP_018467457.1, XP_018439354.1
OG0001614	Aa_G159060.h1.t1	XP_018446745.1
OG0001615	Aa_G91690.h1.t1	XP_018438180.1, XP_018438868.1
OG0001615	Aa_G159050.h1.t1	XP_018446746.1, XP_018474549.1
OG0001616	Aa_G309260.h1.t1	XP_018444180.1
OG0001616	Aa_G21120.h1.t1	XP_018492647.1, XP_018492630.1, XP_018440966.1, XP_018452174.1
OG0001617	Aa_G130410.h1.t1	XP_018442503.1, XP_018476199.1
OG0001617	Aa_G76110.h1.t1	XP_018436595.1, XP_018490910.1
OG0001618	Aa_G97950.h1.t1	XP_018457260.1, XP_018455118.1
OG0001618	Aa_G319310.h1.t1	XP_018443876.1
OG0001619	Aa_G189100.h1.t1	XP_018452582.1, XP_018452583.1
OG0001619	Aa_G134980.h1.t1	XP_018465936.1, XP_018438622.1, XP_018440100.1
OG0001620	Aa_G257570.h1.t1	XP_018468568.1, XP_018493581.1
OG0001620	Aa_G412170.h1.t1	XP_018483578.1
OG0001621	Aa_G161560.h2.t1, Aa_G161560.h1.t1	XP_018473498.1
OG0001621	Aa_G182240.h1.t1	XP_018437399.1, XP_018450632.1
OG0001622	Aa_G441430.h1.t1	XP_018437191.1, XP_018488680.1
OG0001623	Aa_G552370.h1.t1	XP_018485195.1
OG0001623	Aa_G22350.h1.t1	XP_018440014.1, XP_018486892.1
OG0001624	Aa_G86090.h1.t1	XP_018480435.1
OG0001624	Aa_G22700.h1.t1	XP_018472757.1
OG0001625	Aa_G445730.h1.t1	XP_018433644.1
OG0001625	Aa_G219940.h1.t1	XP_018451572.1, XP_018451560.1
OG0001627	Aa_G38820.h1.t1	XP_018447095.1, XP_018449448.1, XP_018476847.1
OG0001627	Aa_G208720.h1.t1	XP_018433484.1, XP_018484565.1
OG0001628	Aa_G400360.h1.t1	XP_018449457.1, XP_018449454.1
OG0001628	Aa_G89660.h1.t1	XP_018434246.1, XP_018453263.1
OG0001629	Aa_G132970.h1.t1	XP_018472965.1, XP_018452712.1, XP_018452722.1
OG0001629	Aa_G134770.h1.t1	XP_018491842.1
OG0001630	Aa_G29590.h1.t1	XP_018458862.1, XP_018458546.1, XP_018462574.1, XP_018478035.1, XP_018478034.1
OG0001631	Aa_G32680.h1.t1	XP_018484718.1, XP_018441584.1
OG0001631	Aa_G130870.h1.t1	XP_018490454.1
OG0001632	Aa_G305730.h1.t1	XP_018475290.1
OG0001633	Aa_G435200.h1.t1	XP_018481679.1
OG0001634	Aa_G620780.h1.t1	XP_018456468.1
OG0001634	Aa_G1069190.h2.t1, Aa_G1069190.h1.t1, Aa_G1069960.h1.t1, Aa_G1083710.h1.t1, Aa_G1083710.h2.t1	XP_018432909.1, XP_018467480.1
OG0001635	Aa_G426060.h1.t1	XP_018493396.1, XP_018471385.1
OG0001635	Aa_G426050.h1.t1	XP_018492444.1
OG0001636	Aa_G45250.h1.t1	XP_018483449.1, XP_018439025.1, XP_018469926.1, XP_018469903.1, XP_018488716.1
OG0001637	Aa_G297240.h1.t1	XP_018455914.1
OG0001638	Aa_G68340.h1.t1, Aa_G68330.h1.t1	XP_018446150.1
OG0001639	Aa_G21970.h1.t1, Aa_G21930.h1.t1	XP_018481769.1
OG0001640	Aa_G618290.h1.t1	XP_018448011.1, XP_018448015.1, XP_018450358.1
OG0001640	Aa_G48400.h1.t1	XP_018474762.1, XP_018452892.1
OG0001641	Aa_G442010.h1.t1	XP_018470568.1
OG0001641	Aa_G86600.h1.t1	XP_018482651.1
