Orthogroup	Arabis_alpina	Arabidopsis_lyrata_Rawat
OG0002113	Aa_G193240.h1.t1	AL1G63560
OG0002114	Aa_G606970.h1.t1	AL3G25480
OG0002114	Aa_G231480.h1.t1	AL1G63350
OG0002115	Aa_G184440.h1.t1	AL2G26310
OG0002115	Aa_G61760.h1.t1	AL1G40540
OG0002116	Aa_G206610.h1.t1	AL7G42640
OG0002116	Aa_G179070.h1.t1	AL3G38820
OG0002117	Aa_G523920.h1.t1	AL7G41850
OG0002117	Aa_G543580.h1.t1	AL3G37920
OG0002118	Aa_G362600.h1.t1	AL7G41630
OG0002118	Aa_G391630.h1.t1	AL3G37520
OG0002119	Aa_G482180.h1.t1	AL7G40520
OG0002119	Aa_G384920.h1.t1	AL3G36310
OG0002120	Aa_G219700.h1.t1	AL1G52050, AL1G51930
OG0002120	Aa_G363800.h1.t1	AL7G25820, AL2G26020
OG0002121	Aa_G817610.h1.t1	AL7G36380
OG0002121	Aa_G295180.h1.t1	AL7G40180
OG0002121	Aa_G160470.h1.t1	AL8G11810
OG0002122	Aa_G551460.h1.t1	AL7G39950
OG0002122	Aa_G388610.h1.t1	AL3G35610
OG0002123	Aa_G352070.h1.t1	AL7G11270
OG0002124	Aa_G528280.h1.t1	AL1G29830
OG0002124	Aa_G433580.h1.t1	AL2G32430
OG0002125	Aa_G64130.h1.t1	AL3G48360
OG0002125	Aa_G2790.h1.t1	AL7G23310
OG0002128	Aa_G117980.h1.t1	AL8G13060
OG0002128	Aa_G244660.h1.t1	AL7G35140
OG0002129	Aa_G370090.h1.t1	AL1G59390
OG0002129	Aa_G161960.h1.t1	AL3G35030
OG0002130	Aa_G32070.h1.t1	AL3G28350
OG0002130	Aa_G465510.h1.t1	AL1G60940
OG0002131	Aa_G465870.h1.t1	AL4G30680
OG0002132	Aa_G138660.h1.t1	AL5G18540, AL5G18840
OG0002134	Aa_G144810.h1.t1	AL7G16810
OG0002134	Aa_G384650.h1.t1	AL3G47480
OG0002135	Aa_G313530.h1.t1	AL3G49230
OG0002135	Aa_G385150.h1.t1	AL7G16340
OG0002136	Aa_G275300.h1.t1	AL6G45060
OG0002137	Aa_G124460.h1.t1	AL7G29490
OG0002138	Aa_G9760.h1.t1	AL7G19310
OG0002138	Aa_G35870.h1.t1	AL4G17060
OG0002140	Aa_G204130.h1.t1	AL7G33950
OG0002141	Aa_G204110.h1.t1	AL7G33940
OG0002142	Aa_G636850.h1.t1	AL8G15060
OG0002142	Aa_G245310.h1.t1	AL7G33530
OG0002143	Aa_G586800.h1.t1	AL7G33040
OG0002143	Aa_G42020.h1.t1	AL6G49040
OG0002144	Aa_G537500.h1.t1	AL6G43150
OG0002144	Aa_G260090.h1.t1	AL1G50560
OG0002145	Aa_G206160.h1.t1	AL4G47260
OG0002146	Aa_G196860.h1.t1	AL4G45720
OG0002146	Aa_G33440.h1.t1	AL5G44210
OG0002147	Aa_G572570.h1.t1	AL5G43930
OG0002147	Aa_G16810.h1.t1	AL4G45420
OG0002148	Aa_G16200.h1.t1	AL4G44640
OG0002149	Aa_G102470.h1.t1	AL5G42500
OG0002150	Aa_G221100.h1.t1	AL5G39720
OG0002150	Aa_G67260.h1.t1	AL4G40320
OG0002151	Aa_G723440.h1.t1	AL4G39030
OG0002151	Aa_G562570.h1.t1	AL5G38250
OG0002152	Aa_G174910.h1.t1	AL5G38110
OG0002152	Aa_G88490.h1.t1	AL4G39120
OG0002153	Aa_G373080.h1.t1	AL5G37760
OG0002153	Aa_G281310.h1.t1	AL4G38690
OG0002154	Aa_G696730.h1.t1	AL4G35900
OG0002155	Aa_G548170.h1.t1	AL4G33470
OG0002155	Aa_G14150.h1.t1	AL5G34280
OG0002156	Aa_G372290.h1.t1	AL8G28270
OG0002156	Aa_G578670.h1.t1	AL7G24980
OG0002157	Aa_G16800.h1.t1, Aa_G20530.h1.t1	AL3G29830
OG0002157	Aa_G468260.h1.t1	AL7G39050
OG0002158	Aa_G66740.h1.t1	AL9U10320
OG0002158	Aa_G284270.h1.t1	AL3G39890
OG0002160	Aa_G7120.h1.t1	AL2G26270
OG0002160	Aa_G61780.h1.t1	AL1G40570
OG0002161	Aa_G431860.h1.t1	AL1G40210
OG0002162	Aa_G426560.h1.t1	AL3G52120
OG0002162	Aa_G325440.h1.t1	AL7G21810
OG0002164	Aa_G693850.h1.t1, Aa_G224300.h1.t1, Aa_G693860.h1.t1, Aa_G666020.h1.t1	AL1G53000, AL4G37660
OG0002165	Aa_G249350.h1.t1	nbis-gene-1095
OG0002165	Aa_G249340.h1.t1	AL4G33890
OG0002166	Aa_G352390.h1.t1	AL8G10930
OG0002167	Aa_G314670.h1.t1	AL4G10380
OG0002167	Aa_G137850.h1.t1	AL7G10800
OG0002168	Aa_G74440.h1.t1	AL4G10600
OG0002168	Aa_G468110.h1.t1	AL7G11010
OG0002169	Aa_G351890.h1.t1	AL7G11050
OG0002169	Aa_G50380.h1.t1	AL4G10660
OG0002170	Aa_G100190.h1.t1	AL4G11490
OG0002170	Aa_G279360.h1.t1	AL4G11110
OG0002171	Aa_G88690.h1.t1	AL6G44160
OG0002172	Aa_G598360.h1.t1	AL6G40350
OG0002172	Aa_G4620.h1.t1	AL3G15240
OG0002174	Aa_G15870.h1.t1	AL825U10020, AL4G44930
OG0002174	Aa_G94460.h1.t1	AL1G10510
OG0002175	Aa_G326930.h1.t1, Aa_G48830.h1.t1	AL7G26710, AL6G35060
OG0002176	Aa_G51150.h1.t1	AL88U10030, AL3G16390
OG0002176	Aa_G146590.h1.t1	AL6G38920
OG0002177	Aa_G47880.h1.t1	AL3G18100
OG0002177	Aa_G382460.h1.t1	AL8G22390
OG0002178	Aa_G78760.h1.t1	AL3G18420
OG0002179	Aa_G500840.h1.t1	AL3G19640
OG0002179	Aa_G500850.h1.t1	AL3G19620
OG0002180	Aa_G5270.h1.t1	AL3G23760
OG0002180	Aa_G386380.h1.t1	AL6G16880
OG0002181	Aa_G57650.h1.t1	AL1G54830
OG0002181	Aa_G53560.h1.t1	AL3G30520
OG0002182	Aa_G181840.h1.t1	AL3G31330
OG0002182	Aa_G255180.h1.t1	AL1G55300
OG0002183	Aa_G213260.h1.t1	AL1G56000
OG0002184	Aa_G371390.h1.t1	AL3G32720
OG0002184	Aa_G687530.h1.t1	AL1G57200
OG0002185	Aa_G234300.h1.t1	AL5G18710
OG0002185	Aa_G308820.h1.t1	AL7G50540
OG0002186	Aa_G212380.h1.t1	AL3G36840, AL3G32630
OG0002187	Aa_G280740.h1.t1	nbis-gene-1894
OG0002187	Aa_G321720.h1.t1	AL2G19730
OG0002188	Aa_G316200.h1.t1	AL1G65290
OG0002189	Aa_G286470.h1.t1	AL4G31970
OG0002190	Aa_G494610.h1.t1	AL4G37890
OG0002190	Aa_G236110.h1.t1	nbis-gene-1351
OG0002191	Aa_G79420.h1.t1	AL1G15470
OG0002191	Aa_G154710.h1.t1	AL4G27210
OG0002192	Aa_G318580.h1.t1, Aa_G446500.h1.t1	AL4G15180
OG0002193	Aa_G318470.h1.t1	AL1G21160
OG0002194	Aa_G226650.h1.t1	AL1G21260
OG0002195	Aa_G72220.h1.t1	AL2G15560
OG0002195	Aa_G457520.h1.t1	AL1G21910
OG0002196	Aa_G357250.h1.t1	AL2G12950
OG0002196	Aa_G246060.h1.t1	AL1G23640
OG0002197	Aa_G394390.h1.t1	AL1G27100
OG0002197	Aa_G251400.h1.t1	AL5G10210, AL5G10330
OG0002198	Aa_G653370.h1.t1	AL1G36560
OG0002198	Aa_G232120.h1.t1	AL2G30620
OG0002199	Aa_G214080.h1.t1	AL2G30590
OG0002199	Aa_G367150.h1.t1	AL1G36600
OG0002200	Aa_G428110.h1.t1	AL2G30720, nbis-gene-593, nbis-gene-594
OG0002201	Aa_G776730.h1.t1	AL2G13300
OG0002201	Aa_G321870.h1.t1	AL2G13310, AL2G13320
OG0002202	Aa_G488530.h1.t1	AL2G10250
OG0002203	Aa_G628380.h1.t1	AL7G22890
OG0002203	Aa_G30860.h1.t1	AL3G48570
OG0002205	Aa_G663820.h1.t1	AL2G23720
OG0002206	Aa_G476990.h1.t1	AL1G31840, AL2G34850
OG0002207	Aa_G279320.h1.t1	AL4G11070
OG0002207	Aa_G915930.h1.t1	AL2G17670
OG0002207	Aa_G553700.h1.t1	AL7G11360
OG0002208	Aa_G288610.h1.t1	AL4G12970
OG0002209	Aa_G144820.h1.t1	AL7G16970, AL7G17490
OG0002210	Aa_G258800.h1.t1	AL7G17010
OG0002211	Aa_G206560.h1.t1	AL7G42720
OG0002211	Aa_G658390.h1.t1	AL3G38840
OG0002212	Aa_G61880.h1.t1	AL1G40770
OG0002212	Aa_G61890.h1.t1	AL1G40760
OG0002213	Aa_G86580.h1.t1, Aa_G641500.h1.t1	AL8G30620
OG0002214	Aa_G278940.h1.t1	AL2G25120
OG0002221	Aa_G16510.h1.t1, Aa_G652130.h1.t1	AL941U10010, AL4G31280
OG0002223	Aa_G192770.h1.t1	AL6G28540
OG0002223	Aa_G746170.h1.t1	AL3G12980, AL288U10020
OG0002224	Aa_G161780.h1.t1	AL8G24020
OG0002225	Aa_G621820.h1.t1	AL6G25380
OG0002225	Aa_G553330.h1.t1	AL3G10610
OG0002227	Aa_G368320.h1.t1	AL1G18830
OG0002228	Aa_G69260.h1.t1	nbis-gene-1031
OG0002228	Aa_G638120.h1.t1	AL1G18080
OG0002229	Aa_G154650.h1.t1	AL4G27310
OG0002229	Aa_G79390.h1.t1	AL1G15440
OG0002230	Aa_G341270.h1.t1	AL1G13940
OG0002230	Aa_G519830.h1.t1	AL349U10010
OG0002231	Aa_G423560.h1.t1	AL1G13820
OG0002232	Aa_G95890.h1.t1	AL8G15720
OG0002232	Aa_G134660.h1.t1	AL1G13320
OG0002234	Aa_G83990.h1.t1	AL7G28000, AL8G25520
OG0002235	Aa_G90830.h1.t1	AL7G27930
OG0002235	Aa_G138810.h1.t1	AL1G44600
OG0002236	Aa_G247190.h1.t1	AL8G26580
OG0002237	Aa_G366310.h1.t1	AL4G30030
OG0002239	Aa_G15180.h1.t1	nbis-gene-1081
OG0002239	Aa_G216370.h1.t1	AL1G44980
OG0002240	Aa_G434690.h1.t1	AL1G49630
OG0002240	Aa_G24810.h1.t1	AL4G31690
OG0002241	Aa_G109310.h1.t1	AL1G46580
OG0002241	Aa_G11140.h1.t1	AL4G31440
OG0002242	Aa_G482340.h1.t1	AL8G44290
OG0002242	Aa_G379450.h1.t1	AL5G30440
OG0002243	Aa_G504190.h1.t1	AL6G17570
OG0002243	Aa_G435140.h1.t1	AL8G38570
OG0002244	Aa_G165590.h1.t1	AL269U10020, AL3G41370, AL3G41380, AL3G41390, AL215U10060, AL269U10010, AL3G41400, AL8G37440, AL269U10050, AL269U10030, AL269U10040
OG0002245	Aa_G1015950.h1.t1	AL6G36130
OG0002246	Aa_G15480.h1.t1	AL6G32110
OG0002247	Aa_G252700.h1.t1	AL5G21230
OG0002248	Aa_G356320.h1.t1, Aa_G356320.h2.t1	AL9U11190
OG0002249	Aa_G620110.h1.t1	AL8G36260
OG0002249	Aa_G99290.h1.t1	AL5G24910
OG0002250	Aa_G147910.h1.t1	nbis-gene-2169
OG0002250	Aa_G326920.h1.t1	AL3G10800
OG0002251	Aa_G729530.h1.t1	AL8G33610
OG0002252	Aa_G115130.h1.t1	AL7G26690
OG0002252	Aa_G22100.h1.t1	AL8G32460
OG0002253	Aa_G149180.h1.t1	AL8G30240
OG0002254	Aa_G228370.h1.t1	AL1G12520
OG0002254	Aa_G180060.h1.t1	AL6G50380
OG0002255	Aa_G323550.h1.t1	AL3G49330
OG0002255	Aa_G213430.h1.t1	AL7G31960
OG0002256	Aa_G195430.h1.t1	AL3G22830
OG0002256	Aa_G261370.h1.t1	AL6G15720
OG0002257	Aa_G743040.h1.t1	AL3G22520
OG0002257	Aa_G170510.h1.t1	AL6G15220
OG0002258	Aa_G509380.h1.t1	AL6G13070
OG0002259	Aa_G478910.h1.t1	AL6G12190
OG0002261	Aa_G229850.h1.t1	AL7G48710
OG0002262	Aa_G385720.h1.t1	AL2G41360
OG0002262	Aa_G121360.h1.t1	AL1G27480
OG0002263	Aa_G497420.h1.t1	AL2G41200
OG0002264	Aa_G497210.h1.t1	AL2G40710
OG0002265	Aa_G479810.h1.t1	AL2G38340
OG0002266	Aa_G121550.h1.t1	AL2G37970
OG0002266	Aa_G272190.h1.t1	AL1G35380, AL1G35190
OG0002267	Aa_G447420.h1.t1	AL2G37070
OG0002268	Aa_G622610.h1.t1	AL1G33390
OG0002269	Aa_G198520.h1.t1	AL2G35430
OG0002269	Aa_G544390.h1.t1	AL1G32470
OG0002270	Aa_G628500.h1.t1	AL1G32380
OG0002270	Aa_G348680.h1.t1	AL2G35310
OG0002271	Aa_G349470.h1.t1	AL5G42240
OG0002272	Aa_G176070.h1.t1	AL3G25300
OG0002272	Aa_G193250.h1.t1	AL1G63550
OG0002273	Aa_G463600.h1.t1	AL3G25420
OG0002273	Aa_G231420.h1.t1	AL1G63410
OG0002274	Aa_G543620.h1.t1	AL3G37960
OG0002274	Aa_G291470.h1.t1	AL7G41880
OG0002275	Aa_G670970.h1.t1	AL7G41700
OG0002275	Aa_G55060.h1.t1	AL7G41710
OG0002276	Aa_G303470.h1.t1	AL2G33180
OG0002276	Aa_G557400.h1.t1	AL1G30290
OG0002277	Aa_G283230.h1.t1	AL2G28180, AL1G39440
OG0002278	Aa_G194670.h1.t1	AL3G53710
OG0002279	Aa_G182760.h1.t1	AL7G23750
OG0002279	Aa_G166520.h1.t1	AL3G47830
OG0002280	Aa_G495300.h1.t1	AL7G49370
OG0002280	Aa_G27350.h1.t1	AL5G17050
OG0002281	Aa_G437830.h1.t1	AL5G16650
OG0002281	Aa_G733530.h1.t1	AL7G49020
OG0002282	Aa_G398290.h1.t1	AL1G25220
OG0002282	Aa_G83380.h1.t1	AL5G14700
OG0002283	Aa_G164410.h1.t1	AL3G33000
OG0002283	Aa_G92550.h1.t1	AL1G57430
OG0002284	Aa_G241880.h1.t1	AL3G28750
OG0002285	Aa_G484430.h1.t1	AL4G30310
OG0002286	Aa_G24940.h1.t1, Aa_G24940.h2.t1	AL4G19090
OG0002287	Aa_G24690.h1.t1	AL4G31800
OG0002288	Aa_G41330.h1.t1	AL8G11670
OG0002288	Aa_G152180.h1.t1	AL7G36590
OG0002289	Aa_G96190.h1.t1	AL7G37360
OG0002289	Aa_G162880.h1.t1	AL8G10590
OG0002290	Aa_G398070.h1.t1	AL3G22040, AL6G43000
OG0002290	Aa_G137150.h1.t1	AL3G22050
OG0002293	Aa_G494740.h1.t1	AL7G30120
OG0002293	Aa_G84100.h1.t1	AL8G25580
OG0002294	Aa_G123780.h1.t1	AL8G14880, AL7G33660
OG0002295	Aa_G61160.h1.t1	AL6G41440
OG0002295	Aa_G115570.h1.t1	AL1G26650
OG0002296	Aa_G24720.h1.t1	AL4G31770
OG0002297	Aa_G13220.h1.t1	AL4G47730
OG0002297	Aa_G163630.h1.t1	AL5G45890
OG0002298	Aa_G17170.h1.t1	AL4G45020
OG0002298	Aa_G57820.h1.t1	AL5G43510
OG0002299	Aa_G614500.h1.t1	AL5G38690
OG0002299	Aa_G188460.h1.t1	AL4G39530
OG0002301	Aa_G677190.h1.t1	AL4G37850
OG0002301	Aa_G287340.h1.t1	AL5G37260
OG0002302	Aa_G357580.h1.t1	AL4G36870
OG0002302	Aa_G99100.h1.t1	AL5G36440
OG0002303	Aa_G650980.h1.t1	AL5G36140
OG0002303	Aa_G417520.h1.t1, Aa_G479110.h1.t1	AL5G26020
OG0002304	Aa_G352660.h1.t1	AL3G41580, AL3G41420
OG0002305	Aa_G545260.h2.t1, Aa_G545260.h1.t1	AL2G26920
OG0002306	Aa_G493480.h1.t1	AL1G14740
OG0002306	Aa_G561140.h1.t1	AL6G47740
OG0002307	Aa_G537380.h1.t1	AL4G10790
OG0002307	Aa_G351990.h1.t1	AL7G11180
OG0002308	Aa_G486260.h1.t1	AL7G12250
OG0002308	Aa_G407270.h1.t1	AL4G11860
OG0002309	Aa_G514200.h1.t1	AL1G50880, AL1G50870
OG0002310	Aa_G518960.h1.t1	nbis-gene-543, AL6G44530
OG0002310	Aa_G480730.h1.t1	AL6G44540
OG0002312	Aa_G601600.h1.t1, Aa_G542460.h1.t1, Aa_G352370.h1.t1	AL8G10840
OG0002313	Aa_G47150.h1.t1	AL3G17850, AL8G22900
OG0002314	Aa_G999890.h1.t1, Aa_G999890.h2.t1, Aa_G786360.h1.t1, Aa_G659790.h1.t1, Aa_G659810.h1.t1, Aa_G659800.h1.t1, Aa_G493370.h1.t1, Aa_G551040.h1.t1, Aa_G551030.h1.t1	AL5G20160
OG0002315	Aa_G682970.h1.t1	AL3G30750
OG0002316	Aa_G110760.h1.t1	AL1G55060
OG0002316	Aa_G498870.h1.t1	AL3G30930
OG0002317	Aa_G310250.h1.t1	AL3G31010
OG0002318	Aa_G82100.h1.t1	AL3G31550
OG0002320	Aa_G94430.h1.t1	AL1G10550
OG0002320	Aa_G94440.h1.t1	AL6G52810
OG0002321	Aa_G94390.h1.t1	AL1G10600
OG0002321	Aa_G425510.h1.t1	AL6G52760
OG0002322	Aa_G299850.h2.t1, Aa_G299850.h1.t1	AL6G53000
OG0002323	Aa_G46640.h1.t1, Aa_G247560.h1.t1	AL6G51480
OG0002323	Aa_G6440.h1.t1	AL1G11860, AL1G11870
OG0002324	Aa_G310570.h1.t1, Aa_G310590.h1.t1	AL1G17620, AL1G17650
OG0002325	Aa_G80650.h1.t1	AL1G19310
OG0002326	Aa_G318560.h1.t1	AL1G21090
OG0002326	Aa_G281530.h1.t1	AL2G17170
OG0002327	Aa_G323270.h1.t1	AL5G11460
OG0002327	Aa_G393290.h1.t1	AL1G26500
OG0002328	Aa_G265750.h1.t1	AL2G40320
OG0002329	Aa_G457310.h1.t1, Aa_G65590.h1.t1	AL1G28430, AL2G40140
OG0002330	Aa_G188640.h1.t1	AL1G29760
OG0002332	Aa_G548320.h1.t1, Aa_G548300.h1.t1	AL2G34450
OG0002332	Aa_G548310.h2.t1, Aa_G548310.h1.t1	AL1G31310
OG0002333	Aa_G252100.h1.t1	AL2G31830
OG0002333	Aa_G198730.h1.t1	AL1G36060
OG0002334	Aa_G562070.h1.t1	AL1G37620
OG0002334	Aa_G189620.h1.t1	AL2G29590
OG0002335	Aa_G352700.h1.t1	AL3G41520, AL1G38260
OG0002335	Aa_G510840.h1.t1	AL2G29230
OG0002337	Aa_G139530.h1.t1, Aa_G182440.h1.t1	AL2G16790
OG0002337	Aa_G5870.h1.t1	AL2G16800
OG0002338	Aa_G248640.h2.t1, Aa_G248640.h1.t1	AL4G28250, AL8G10420
OG0002339	Aa_G421750.h1.t1	AL3G50060, AL3G50050
OG0002340	Aa_G543430.h1.t1	AL3G52690
OG0002340	Aa_G238250.h1.t1	AL7G16490
OG0002341	Aa_G258450.h1.t1	nbis-gene-1723
OG0002342	Aa_G541720.h1.t1	AL3G47260
OG0002342	Aa_G274270.h1.t1	AL7G17340
OG0002343	Aa_G241440.h1.t1	AL7G20450
OG0002343	Aa_G41490.h1.t1	AL4G15300
OG0002344	Aa_G241420.h1.t1	AL7G20460
OG0002344	Aa_G41510.h1.t1	AL4G15170
OG0002345	Aa_G569070.h1.t1	AL4G14640
OG0002346	Aa_G48440.h1.t1	AL8G31100
OG0002346	Aa_G618270.h1.t1	AL7G26230
OG0002352	Aa_G158900.h1.t1	AL7G21730
OG0002353	Aa_G264870.h1.t1	AL6G28460
OG0002354	Aa_G499320.h1.t1	AL6G28080
OG0002354	Aa_G111700.h1.t1	AL3G12730
OG0002355	Aa_G499350.h1.t1	AL3G44980
OG0002356	Aa_G447880.h1.t1	AL6G27660
OG0002356	Aa_G111950.h1.t1	AL3G12350
OG0002357	Aa_G56520.h1.t1, Aa_G56500.h1.t1	AL6G26820
OG0002357	Aa_G140820.h1.t1	AL6G13700, AL4G42800
OG0002358	Aa_G71660.h1.t1	AL3G11410
OG0002358	Aa_G431380.h1.t1	AL6G26430
OG0002359	Aa_G321110.h1.t1	AL6G26200
OG0002359	Aa_G14640.h1.t1	AL3G11130
OG0002360	Aa_G385320.h1.t1	AL6G23690, AL1G40650
OG0002361	Aa_G398090.h1.t1	AL6G36760
OG0002361	Aa_G168850.h1.t1	AL6G21490
OG0002362	Aa_G20820.h1.t1	AL8G42320
OG0002362	Aa_G195900.h1.t1	AL6G20350
OG0002363	Aa_G635920.h1.t1	AL6G19320
OG0002363	Aa_G335320.h1.t1, Aa_G75960.h1.t1	AL8G40790
OG0002364	Aa_G210780.h1.t1	AL6G18970, AL6G19170
OG0002365	Aa_G587790.h1.t1, Aa_G587750.h1.t1	AL6G18320, AL6G18280
OG0002366	Aa_G188950.h1.t1, Aa_G188970.h1.t1	AL6G50080
OG0002367	Aa_G768990.h1.t1	AL295U10010, AL4G23790, AL4G23820
OG0002368	Aa_G235360.h1.t1	AL1G14920
OG0002368	Aa_G243610.h1.t1	AL4G27830
OG0002369	Aa_G203750.h1.t1	AL8G16620
OG0002369	Aa_G423570.h1.t1	AL1G13840
OG0002370	Aa_G89740.h1.t1	AL8G16230
OG0002370	Aa_G400470.h1.t1	AL1G13760
OG0002371	Aa_G134630.h1.t1	AL1G13360
OG0002371	Aa_G215340.h1.t1	AL8G15810
OG0002372	Aa_G29620.h1.t1, Aa_G29640.h1.t1	AL7G27400, AL7G27420
OG0002373	Aa_G361550.h1.t1	AL2G17060
OG0002375	Aa_G281970.h1.t1	AL5G13380
OG0002375	Aa_G281950.h1.t1	AL5G13390
OG0002377	Aa_G337610.h1.t1	AL5G21710
OG0002378	Aa_G403390.h1.t1	AL5G22410
OG0002378	Aa_G8650.h1.t1	AL6G33280
OG0002379	Aa_G578550.h1.t1	AL5G25840
OG0002379	Aa_G225450.h1.t1	AL8G35540
OG0002380	Aa_G168010.h1.t1	AL8G33000
OG0002381	Aa_G59070.h1.t1	AL8G30950
OG0002381	Aa_G86690.h1.t1	AL7G26140
OG0002382	Aa_G123420.h1.t1	AL8G30080
OG0002382	Aa_G129630.h1.t1	AL7G25580
OG0002383	Aa_G184100.h1.t1	AL7G25330, AL1072U10010, AL8G29420
OG0002385	Aa_G195270.h1.t1	nbis-gene-1475
OG0002386	Aa_G73330.h1.t1	AL6G14280
OG0002387	Aa_G140830.h1.t1	AL6G13680
OG0002387	Aa_G322220.h1.t1	AL3G21540
OG0002388	Aa_G135540.h1.t1	AL2G10820
OG0002389	Aa_G103800.h1.t1	AL1G28860, AL4G14590
OG0002391	Aa_G104260.h1.t1	AL2G37510
OG0002391	Aa_G86890.h1.t1	AL1G34750
OG0002392	Aa_G315410.h1.t1	AL2G36350
OG0002392	Aa_G148870.h1.t1	AL1G33480
OG0002393	Aa_G564360.h1.t1	AL7G15590
OG0002393	Aa_G344720.h1.t1	AL5G19680, AL3G50530
OG0002394	Aa_G285840.h1.t1	AL7G14960
OG0002394	Aa_G249520.h1.t1	AL3G50950
OG0002395	Aa_G108950.h1.t1, Aa_G290220.h1.t1	AL3G24790
OG0002396	Aa_G327440.h1.t1	AL3G25820
OG0002396	Aa_G793790.h1.t1	AL1G63130
OG0002397	Aa_G237710.h1.t1	AL3G26170
OG0002397	Aa_G118240.h1.t1, Aa_G118230.h1.t1	AL1G62920
OG0002398	Aa_G1300.h1.t1	AL3G27360
OG0002399	Aa_G110310.h1.t1	AL7G16710
OG0002400	Aa_G396700.h1.t1	AL1G61370
OG0002401	Aa_G282190.h1.t1	AL4G32350
OG0002401	Aa_G100060.h1.t1	AL5G33520
OG0002402	Aa_G435580.h1.t1, Aa_G435590.h1.t1	AL9U11590
OG0002402	Aa_G680650.h1.t1, Aa_G326550.h1.t1	AL3G41290
OG0002403	Aa_G413390.h1.t1	AL9U11010
OG0002403	Aa_G380130.h1.t1	AL3G40640
OG0002404	Aa_G198070.h1.t1	AL7G43170
OG0002404	Aa_G568390.h1.t1	AL3G39590
OG0002405	Aa_G367880.h1.t1	AL7G42400
OG0002405	Aa_G367850.h1.t1	AL7G42390
OG0002406	Aa_G361090.h1.t1	AL7G41280
OG0002407	Aa_G31220.h1.t1	AL7G40920
OG0002407	Aa_G96550.h1.t1	nbis-gene-758
OG0002408	Aa_G535520.h1.t1	AL1G30250
OG0002408	Aa_G428870.h1.t1	AL2G33020
OG0002409	Aa_G342700.h1.t1	AL2G33490
OG0002409	Aa_G583590.h1.t1	AL1G30390
OG0002410	Aa_G639700.h2.t1, Aa_G639700.h1.t1	AL2G34170, AL1G31100, AL7G41360, AL7G41340
OG0002411	Aa_G308390.h1.t1	AL1G31190
OG0002412	Aa_G64520.h1.t1	AL2G34650
OG0002413	Aa_G110430.h1.t1	AL2G27460
OG0002414	Aa_G159500.h1.t1	AL2G27570
OG0002415	Aa_G283490.h1.t1	AL2G27610
OG0002416	Aa_G159600.h1.t1	AL2G27620
OG0002416	Aa_G283480.h1.t1	AL1G39620
OG0002417	Aa_G92140.h1.t1	AL1G39400
OG0002417	Aa_G733640.h1.t1	AL2G28330
OG0002418	Aa_G305300.h1.t1	AL2G28030
OG0002418	Aa_G317480.h1.t1	AL2G28380
OG0002419	Aa_G387130.h1.t1	AL7G24000
OG0002419	Aa_G815050.h1.t1	AL3G53420
OG0002420	Aa_G668820.h1.t1	AL7G48150
OG0002420	Aa_G234520.h1.t1	AL2G11600
OG0002421	Aa_G19030.h1.t1	AL1G19740
OG0002421	Aa_G365910.h1.t1	AL1G66150
OG0002422	Aa_G34270.h1.t1	AL5G17510
OG0002422	Aa_G744210.h1.t1	AL7G49660
OG0002423	Aa_G292100.h1.t1	AL1G24460, AL5G15690
OG0002424	Aa_G469890.h1.t1	AL1G22620, AL3G53940
OG0002425	Aa_G385520.h1.t1	AL8G12600
OG0002425	Aa_G339990.h1.t1	AL7G35800
OG0002426	Aa_G239380.h1.t1	AL1G45720
OG0002426	Aa_G78150.h1.t1	AL7G34960
OG0002427	Aa_G438720.h1.t1	AL4G29620
OG0002429	Aa_G96140.h1.t1	AL7G37310
OG0002429	Aa_G162900.h1.t1	AL8G10610
OG0002430	Aa_G39350.h1.t1	AL6G45790
OG0002430	Aa_G537920.h1.t1	AL7G30000
OG0002431	Aa_G352020.h1.t1	AL7G11210
OG0002431	Aa_G50990.h1.t1	AL3G16190
OG0002432	Aa_G429190.h1.t1	AL7G30710
OG0002432	Aa_G35140.h1.t1	AL6G46880
OG0002434	Aa_G522440.h1.t1	AL6G47320
OG0002434	Aa_G42780.h1.t1	AL7G30990
OG0002435	Aa_G300090.h1.t1	AL6G47550
OG0002435	Aa_G419730.h1.t1	AL7G31210
OG0002436	Aa_G337980.h1.t1	AL6G47650
OG0002436	Aa_G517300.h1.t1	AL7G31330
OG0002437	Aa_G123670.h1.t1	AL8G14740
OG0002437	Aa_G204050.h1.t1	AL7G33850
OG0002438	Aa_G621190.h1.t1	AL7G33230
OG0002438	Aa_G580400.h1.t1	AL7G33240
OG0002439	Aa_G165320.h1.t1	AL8G23860
OG0002440	Aa_G41970.h1.t1	AL6G48990
OG0002440	Aa_G37580.h1.t1	AL7G32980
OG0002441	Aa_G398670.h1.t1	AL7G32480
OG0002442	Aa_G573550.h1.t1	AL7G32370, AL7G32360
OG0002443	Aa_G161200.h1.t1, Aa_G49590.h1.t1	AL5G23660
OG0002444	Aa_G291120.h1.t1	AL1G11350
OG0002446	Aa_G57890.h1.t1	AL5G43430
OG0002446	Aa_G15830.h1.t1	AL4G44950
OG0002447	Aa_G284460.h1.t1	AL4G42450
OG0002447	Aa_G323010.h1.t1	AL5G41660
OG0002448	Aa_G41910.h1.t1, Aa_G418020.h1.t1	AL1G54750
OG0002449	Aa_G345810.h1.t1	AL5G39540
OG0002449	Aa_G225010.h1.t1	AL1G59460
