Orthogroup	Arabis_alpina	Rorippa_islandica
OG0004872	Aa_G19710.h1.t1	Roisl.0210s1036.1.p
OG0004873	Aa_G19580.h1.t1	Roisl.0210s1025.1.p
OG0004874	Aa_G19470.h1.t1	Roisl.0210s1012.1.p
OG0004875	Aa_G349780.h1.t1	Roisl.0210s1007.1.p
OG0004876	Aa_G558240.h1.t1, Aa_G369120.h1.t1, Aa_G290250.h1.t1	Roisl.0074s0697.1.p
OG0004877	Aa_G155050.h1.t1	Roisl.0210s0978.1.p
OG0004879	Aa_G279010.h1.t1	Roisl.0210s0914.1.p
OG0004880	Aa_G267650.h1.t1	Roisl.0210s0902.1.p
OG0004881	Aa_G267620.h1.t1	Roisl.0210s0898.1.p
OG0004882	Aa_G267570.h1.t1	Roisl.0046s0275.1.p, Roisl.0210s0891.1.p
OG0004883	Aa_G168680.h1.t1, Aa_G398170.h1.t1, Aa_G782590.h1.t1	Roisl.0210s0794.1.p
OG0004884	Aa_G458470.h1.t1	Roisl.0210s0724.1.p
OG0004885	Aa_G195890.h1.t1	Roisl.0210s0704.1.p
OG0004886	Aa_G365610.h1.t1	Roisl.0210s0649.1.p
OG0004887	Aa_G130470.h2.t1, Aa_G130470.h1.t1	Roisl.0210s0639.1.p
OG0004888	Aa_G130440.h1.t1	Roisl.0210s0629.1.p
OG0004889	Aa_G210800.h1.t1	Roisl.0210s0603.1.p
OG0004890	Aa_G210740.h1.t1	Roisl.0210s0595.1.p
OG0004891	Aa_G76340.h1.t1, Aa_G76360.h1.t1	Roisl.0210s0510.1.p
OG0004893	Aa_G384420.h1.t1	Roisl.0082s0331.1.p
OG0004894	Aa_G658260.h1.t1	Roisl.0022s0146.1.p
OG0004896	Aa_G213440.h1.t1	Roisl.0022s0141.1.p
OG0004897	Aa_G130150.h1.t1	Roisl.0022s0120.1.p
OG0004898	Aa_G164080.h1.t1	Roisl.0046s0658.1.p
OG0004899	Aa_G158250.h1.t1	Roisl.0082s0616.1.p
OG0004900	Aa_G158260.h1.t1	Roisl.0204s0014.1.p, Roisl.0082s0617.1.p
OG0004901	Aa_G199660.h1.t1	Roisl.0082s0734.1.p
OG0004902	Aa_G35480.h1.t1	Roisl.0033s0036.1.p
OG0004903	Aa_G35400.h1.t1	Roisl.0033s0040.1.p
OG0004904	Aa_G159370.h1.t1	Roisl.0033s0075.1.p
OG0004905	Aa_G351180.h1.t1	Roisl.0033s0082.1.p
OG0004906	Aa_G343100.h1.t1	Roisl.0033s0113.1.p
OG0004907	Aa_G154740.h1.t1	Roisl.0017s0466.1.p
OG0004908	Aa_G346430.h1.t1	Roisl.0017s0434.1.p, Roisl.0017s0433.1.p
OG0004909	Aa_G208570.h1.t1	Roisl.0028s0744.1.p
OG0004910	Aa_G89570.h1.t1	Roisl.0012s0214.1.p
OG0004911	Aa_G776950.h1.t1	Roisl.0012s0256.1.p
OG0004912	Aa_G90990.h1.t1	Roisl.0022s0185.1.p
OG0004913	Aa_G29370.h1.t1	Roisl.0013s0185.1.p
OG0004915	Aa_G48160.h1.t1	Roisl.0213s0079.1.p
OG0004916	Aa_G498690.h1.t1	Roisl.0213s0107.1.p
OG0004917	Aa_G758040.h1.t1	Roisl.0064s0007.1.p, Roisl.0213s0193.1.p
OG0004918	Aa_G69730.h1.t1	Roisl.0022s0312.1.p
OG0004919	Aa_G465110.h1.t1	Roisl.0213s0208.1.p
OG0004920	Aa_G416970.h1.t1	Roisl.0213s0289.1.p
OG0004921	Aa_G418170.h1.t1	Roisl.0068s0015.1.p
OG0004923	Aa_G414350.h1.t1	Roisl.0213s0417.1.p
OG0004924	Aa_G16480.h1.t1	Roisl.0209s0168.1.p, Roisl.0209s0167.1.p
OG0004925	Aa_G482350.h1.t1	Roisl.0024s0559.1.p, Roisl.0046s0971.1.p
OG0004926	Aa_G383030.h1.t1	Roisl.0024s0524.1.p
OG0004927	Aa_G23530.h1.t1	Roisl.0024s0500.1.p, Roisl.0024s0498.1.p
OG0004928	Aa_G23330.h1.t1	Roisl.0024s0478.1.p
OG0004929	Aa_G292870.h1.t1	Roisl.0024s0434.1.p
OG0004930	Aa_G37220.h1.t1	Roisl.0024s0412.1.p
OG0004931	Aa_G687770.h1.t1	Roisl.0189s0199.1.p
OG0004933	Aa_G76050.h1.t1	Roisl.0024s0256.1.p
OG0004934	Aa_G13450.h1.t1	Roisl.0080s0009.1.p
OG0004935	FULhit_1.1, FULhit_2.1	Roisl.0080s0172.1.p
OG0004936	Aa_G165610.h1.t1	Roisl.0080s0184.1.p
OG0004937	Aa_G104870.h1.t1	Roisl.0210s1992.1.p
OG0004938	Aa_G143170.h1.t1	Roisl.0210s2028.1.p
OG0004939	Aa_G35790.h1.t1	Roisl.0189s0080.1.p
OG0004940	Aa_G112840.h1.t1	Roisl.0210s1672.1.p
OG0004941	Aa_G181420.h1.t1, Aa_G181410.h1.t1	Roisl.0210s1661.1.p
OG0004942	Aa_G68440.h1.t1, Aa_G230380.h1.t1	Roisl.0210s1710.1.p
OG0004943	Aa_G68100.h1.t1	Roisl.0210s1752.1.p
OG0004944	Aa_G490430.h1.t1, Aa_G15720.h1.t1	Roisl.0210s1762.1.p
OG0004945	Aa_G15510.h1.t1	Roisl.0210s1779.1.p
OG0004946	Aa_G15430.h1.t1	Roisl.0210s1788.1.p
OG0004947	Aa_G15390.h1.t1	Roisl.0210s1792.1.p
OG0004948	Aa_G314230.h1.t1	Roisl.0210s1798.1.p, Roisl.0001s0484.1.p
OG0004949	Aa_G314290.h1.t1	Roisl.0210s1805.1.p
OG0004950	Aa_G8780.h1.t1	Roisl.0210s1870.1.p
OG0004951	Aa_G459130.h1.t1	Roisl.0210s1899.1.p
OG0004952	Aa_G459120.h1.t1	Roisl.0210s1901.1.p
OG0004953	Aa_G33820.h1.t1	Roisl.0209s0303.1.p
OG0004954	Aa_G28150.h1.t1	Roisl.0080s0330.1.p
OG0004955	Aa_G246230.h1.t1	Roisl.0080s0397.1.p
OG0004956	Aa_G147930.h1.t1, Aa_G147860.h1.t1	Roisl.0080s0419.1.p
OG0004957	Aa_G147880.h1.t1	Roisl.0080s0423.1.p
OG0004958	Aa_G93830.h1.t1	Roisl.0080s0440.1.p
OG0004959	Aa_G93770.h1.t1	Roisl.0080s0446.1.p
OG0004960	Aa_G344280.h1.t1	Roisl.0080s0463.1.p
OG0004961	Aa_G31510.h1.t1	Roisl.0080s0480.1.p
OG0004962	Aa_G31720.h1.t1	Roisl.0080s0505.1.p
OG0004963	Aa_G307370.h1.t1	Roisl.0080s0569.1.p
OG0004964	Aa_G607870.h1.t1	Roisl.0080s0609.1.p
OG0004965	Aa_G641230.h1.t1	Roisl.0080s0744.1.p
OG0004966	Aa_G571540.h1.t1	Roisl.0080s0750.1.p
OG0004967	Aa_G439490.h1.t1	Roisl.0080s0872.1.p
OG0004968	Aa_G548930.h1.t1, Aa_G225270.h1.t1	Roisl.0046s0897.1.p
OG0004969	Aa_G315180.h1.t1	Roisl.0046s0884.1.p
OG0004970	Aa_G807840.h1.t1, Aa_G179990.h1.t1	Roisl.0082s0416.1.p
OG0004971	Aa_G275610.h1.t1	Roisl.0210s0483.1.p
OG0004972	Aa_G416360.h1.t1	Roisl.0046s0616.1.p
OG0004973	Aa_G209810.h1.t1	Roisl.0042s0042.1.p
OG0004974	Aa_G370840.h1.t1, Aa_G370840.h2.t1	Roisl.0009s0126.1.p, Roisl.0006s0447.1.p
OG0004975	Aa_G195240.h1.t1	Roisl.0042s0064.1.p
OG0004976	Aa_G170330.h1.t1	Roisl.0042s0109.1.p, Roisl.0042s0110.1.p
OG0004977	Aa_G144510.h1.t1, Aa_G170440.h1.t1	Roisl.0042s0123.1.p
OG0004978	Aa_G634180.h1.t1	Roisl.0042s0152.1.p
OG0004979	Aa_G73130.h1.t1	Roisl.0030s0175.1.p
OG0004980	Aa_G337130.h1.t1	Roisl.0030s0118.1.p
OG0004981	Aa_G92150.h1.t1	Roisl.0191s0378.1.p
OG0004982	Aa_G556570.h1.t1	Roisl.0030s0092.1.p
OG0004983	Aa_G170160.h1.t1, Aa_G555760.h1.t1	Roisl.0030s0065.1.p
OG0004984	Aa_G553560.h1.t1	Roisl.0009s0164.1.p
OG0004985	Aa_G307160.h1.t1	Roisl.0009s0161.1.p
OG0004986	Aa_G298230.h1.t1	Roisl.0009s0106.1.p
OG0004987	Aa_G165240.h1.t1, Aa_G165260.h1.t1	Roisl.0009s0081.1.p
OG0004988	Aa_G236310.h1.t1, Aa_G674990.h1.t1	Roisl.0006s0392.1.p
OG0004989	Aa_G121310.h1.t1	Roisl.0007s0599.1.p
OG0004990	Aa_G312120.h1.t1	Roisl.0115s0072.1.p
OG0004991	Aa_G772470.h1.t1	Roisl.0115s0082.1.p
OG0004992	Aa_G410390.h1.t1	Roisl.0115s0090.1.p
OG0004994	Aa_G21600.h1.t1	Roisl.0115s0112.1.p
OG0004995	Aa_G21690.h1.t1	Roisl.0115s0122.1.p
OG0004996	Aa_G293600.h1.t1	Roisl.0115s0143.1.p
OG0004997	Aa_G485950.h1.t1	Roisl.0004s0081.1.p
OG0004998	Aa_G235020.h1.t1	Roisl.0074s0416.1.p
OG0005000	Aa_G164980.h1.t1	Roisl.0004s0206.1.p
OG0005001	Aa_G111070.h1.t1	Roisl.0004s0239.1.p
OG0005002	Aa_G87790.h1.t1	Roisl.0004s0275.1.p
OG0005003	Aa_G410780.h1.t1, Aa_G410790.h1.t1	Roisl.0004s0293.1.p
OG0005004	Aa_G281680.h1.t1	Roisl.0004s0302.1.p
OG0005005	Aa_G52660.h1.t1, Aa_G64800.h1.t1	Roisl.0004s0334.1.p
OG0005006	Aa_G579640.h1.t1	Roisl.0004s0344.1.p
OG0005007	Aa_G198410.h1.t1	Roisl.0004s0355.1.p
OG0005008	Aa_G344740.h1.t1	Roisl.0066s0184.1.p
OG0005010	Aa_G600290.h1.t1, Aa_G600290.h2.t1	Roisl.0021s0531.1.p
OG0005011	Aa_G243330.h1.t1	Roisl.0074s0593.1.p
OG0005012	Aa_G118290.h1.t1	Roisl.0006s0492.1.p
OG0005013	Aa_G610370.h1.t1	Roisl.0006s0483.1.p
OG0005014	Aa_G127820.h1.t1	Roisl.0006s0463.1.p
OG0005015	Aa_G74270.h1.t1	Roisl.0006s0426.1.p
OG0005016	Aa_G354170.h1.t1	Roisl.0028s1031.1.p
OG0005017	Aa_G177450.h1.t1	Roisl.0028s1047.1.p
OG0005018	Aa_G426240.h1.t1	Roisl.0054s0020.1.p
OG0005019	Aa_G409380.h1.t1, Aa_G272380.h1.t1	Roisl.0185s0019.1.p
OG0005020	Aa_G247570.h1.t1	Roisl.0009s0240.1.p, Roisl.0188s0070.1.p
OG0005021	Aa_G44200.h1.t1	Roisl.0053s0075.1.p
OG0005022	Aa_G308700.h1.t1	Roisl.0031s0068.1.p
OG0005023	Aa_G17330.h1.t1	Roisl.0015s0122.1.p
OG0005025	Aa_G198080.h1.t1	Roisl.0040s0082.1.p
OG0005026	Aa_G115760.h1.t1	Roisl.0075s0130.1.p
OG0005028	Aa_G406710.h1.t1	Roisl.0091s0684.1.p
OG0005029	Aa_G493310.h1.t1	Roisl.0002s0093.1.p
OG0005030	Aa_G366480.h1.t1, Aa_G278530.h1.t1	Roisl.0019s0214.1.p
OG0005031	Aa_G357300.h1.t1	Roisl.0008s0174.1.p
OG0005032	Aa_G428840.h1.t1	Roisl.0019s0161.1.p
OG0005033	Aa_G30550.h1.t1	Roisl.0004s0504.1.p
OG0005034	Aa_G492840.h1.t1	Roisl.0004s0441.1.p, Roisl.0004s0440.1.p
OG0005035	Aa_G110420.h1.t1	Roisl.0019s0701.1.p
OG0005036	Aa_G182980.h1.t1	Roisl.0019s0679.1.p
OG0005037	Aa_G283320.h1.t1	Roisl.0019s0641.1.p
OG0005038	Aa_G44690.h1.t1	Roisl.0022s0525.1.p
OG0005040	Aa_G186630.h1.t1	Roisl.0044s0049.1.p
OG0005041	Aa_G647960.h1.t1	Roisl.0194s0049.1.p
OG0005042	Aa_G151350.h1.t1, Aa_G174510.h1.t1	Roisl.0009s0242.1.p
OG0005043	Aa_G534650.h1.t1	Roisl.0185s0084.1.p
OG0005044	Aa_G437760.h1.t1	Roisl.0011s0538.1.p
OG0005045	Aa_G292090.h1.t1	Roisl.0021s0373.1.p
OG0005046	Aa_G25590.h1.t1	Roisl.0011s0446.1.p
OG0005047	Aa_G25700.h1.t1, Aa_G375040.h1.t1	Roisl.0011s0434.1.p
OG0005048	Aa_G83400.h1.t1	Roisl.0011s0370.1.p
OG0005049	Aa_G206390.h1.t1	Roisl.0005s0188.1.p
OG0005050	Aa_G160340.h1.t1	Roisl.0019s0334.1.p
OG0005051	Aa_G584160.h1.t1	Roisl.0006s0182.1.p
OG0005052	Aa_G465540.h1.t1	Roisl.0006s0319.1.p
OG0005053	Aa_G32050.h1.t1	Roisl.0074s0382.1.p
OG0005054	Aa_G113460.h1.t1	Roisl.0028s0771.1.p
OG0005055	Aa_G244620.h1.t1	Roisl.0091s0411.1.p
OG0005056	Aa_G150180.h1.t1	Roisl.0091s0435.1.p
OG0005057	Aa_G648630.h1.t1, Aa_G176360.h1.t1	Roisl.0091s0506.1.p
OG0005058	Aa_G287480.h1.t1	Roisl.0091s0521.1.p
OG0005059	Aa_G73690.h1.t1	Roisl.0091s0576.1.p
OG0005060	Aa_G451290.h1.t1	Roisl.0046s1059.1.p
OG0005061	Aa_G276990.h1.t1	Roisl.0046s1416.1.p
OG0005062	Aa_G126210.h1.t1, Aa_G269020.h1.t1	Roisl.0047s0036.1.p
OG0005063	Aa_G466410.h1.t1	Roisl.0066s0246.1.p
OG0005064	Aa_G102210.h1.t1	Roisl.0058s0079.1.p
OG0005065	Aa_G20000.h1.t1	Roisl.0091s0024.1.p
OG0005066	Aa_G429170.h1.t1	Roisl.0091s0037.1.p
OG0005067	Aa_G674750.h1.t1, Aa_G456820.h1.t1	Roisl.0091s0040.1.p
OG0005068	Aa_G6230.h1.t1	Roisl.0091s0041.1.p
OG0005069	Aa_G247670.h1.t1	Roisl.0184s0179.1.p
OG0005070	Aa_G37570.h1.t1	Roisl.0091s0219.1.p
OG0005071	Aa_G318010.h1.t1	Roisl.0091s0188.1.p
OG0005072	Aa_G251470.h1.t1	Roisl.0011s0027.1.p
OG0005073	Aa_G298570.h1.t1	Roisl.0091s0146.1.p
OG0005074	Aa_G45040.h1.t1	Roisl.0016s0310.1.p
OG0005075	Aa_G49530.h1.t1	Roisl.0002s0027.1.p
OG0005076	Aa_G49400.h1.t1	Roisl.0002s0015.1.p
OG0005077	Aa_G16620.h1.t1	Roisl.0209s0151.1.p, Roisl.0074s0028.1.p
OG0005078	Aa_G326980.h1.t1	Roisl.0016s0075.1.p
OG0005079	Aa_G43540.h1.t1	Roisl.0024s0612.1.p
OG0005080	Aa_G167870.h1.t1	Roisl.0018s0396.1.p
OG0005081	Aa_G128000.h1.t1	Roisl.0018s0281.1.p
OG0005082	Aa_G353990.h1.t1	Roisl.0018s0184.1.p
OG0005083	Aa_G175370.h1.t1	Roisl.0028s0096.1.p
OG0005083	Aa_G77390.h1.t1	Roisl.0018s0147.1.p
OG0005084	Aa_G250390.h1.t1	Roisl.0016s0207.1.p
OG0005085	Aa_G534660.h1.t1	Roisl.0060s0019.1.p
OG0005086	Aa_G433240.h1.t1, Aa_G574080.h1.t1	Roisl.0026s0033.1.p
OG0005087	Aa_G221080.h1.t1	Roisl.0026s0085.1.p
OG0005088	Aa_G114730.h1.t1	Roisl.0026s0130.1.p
OG0005089	Aa_G114800.h1.t1	Roisl.0026s0133.1.p
OG0005090	Aa_G369750.h1.t1	Roisl.0026s0167.1.p
OG0005091	Aa_G501210.h1.t1, Aa_G217960.h1.t1	Roisl.0046s1498.1.p
OG0005092	Aa_G381290.h1.t1	Roisl.0046s1466.1.p
OG0005093	Aa_G511020.h1.t1	Roisl.0046s1447.1.p
OG0005094	Aa_G348570.h1.t1	Roisl.0046s1387.1.p
OG0005095	Aa_G211590.h1.t1	Roisl.0046s1287.1.p
OG0005096	Aa_G415740.h1.t1	Roisl.0015s0121.1.p
OG0005097	Aa_G76940.h1.t1, Aa_G356240.h1.t1	Roisl.0053s0166.1.p
OG0005098	Aa_G123740.h1.t1	Roisl.0012s0331.1.p
OG0005099	Aa_G139010.h1.t1	Roisl.0036s0016.1.p
OG0005100	Aa_G197390.h1.t1	Roisl.0066s0117.1.p
OG0005101	Aa_G99880.h1.t1	Roisl.0066s0076.1.p
OG0005102	Aa_G386800.h1.t1	Roisl.0206s0038.1.p
OG0005103	Aa_G104050.h1.t1, Aa_G104050.h2.t1	Roisl.0044s0125.1.p
OG0005104	Aa_G144160.h1.t1	Roisl.0028s0531.1.p
OG0005105	Aa_G268090.h1.t1	Roisl.0028s0603.1.p
OG0005106	Aa_G451120.h1.t1	Roisl.0017s0347.1.p
OG0005107	Aa_G357490.h1.t1	Roisl.0017s0316.1.p
OG0005108	Aa_G269470.h1.t1	Roisl.0017s0249.1.p
OG0005109	Aa_G548910.h1.t1, Aa_G805830.h1.t1, Aa_G805830.h2.t1	Roisl.0066s0248.1.p
OG0005110	Aa_G66230.h1.t1	Roisl.0017s0189.1.p
OG0005111	Aa_G172140.h1.t1, Aa_G1023760.h1.t1	Roisl.0017s0182.1.p
OG0005113	Aa_G197160.h1.t1	Roisl.0017s0104.1.p
OG0005115	Aa_G542000.h1.t1	Roisl.0017s0029.1.p
OG0005116	Aa_G159730.h1.t1	Roisl.0017s0020.1.p
OG0005117	Aa_G187160.h1.t1	Roisl.0019s0239.1.p
OG0005118	Aa_G155660.h1.t1	Roisl.0214s0012.1.p, Roisl.0214s0016.1.p, Roisl.0214s0017.1.p
OG0005119	Aa_G320600.h1.t1	Roisl.0082s0201.1.p
OG0005120	Aa_G189400.h1.t1	Roisl.0082s0221.1.p
OG0005122	Aa_G35010.h1.t1	Roisl.0209s0224.1.p
OG0005123	Aa_G554690.h1.t1	Roisl.0056s0048.1.p, Roisl.0210s1738.1.p
OG0005124	Aa_G511200.h2.t1, Aa_G511200.h1.t1, Aa_G511200.h3.t1	Roisl.0056s0061.1.p
OG0005125	Aa_G97600.h1.t1	Roisl.0032s0057.1.p
OG0005127	Aa_G599600.h1.t1, Aa_G978440.h1.t1, Aa_G409220.h1.t1, Aa_G591150.h1.t1	Roisl.0213s0548.1.p
OG0005128	Aa_G128810.h1.t1	Roisl.0210s1638.1.p
OG0005129	Aa_G487260.h1.t1	Roisl.0191s0211.1.p
OG0005130	Aa_G434740.h1.t1	Roisl.0046s0308.1.p
OG0005131	Aa_G146650.h1.t1	Roisl.0046s0348.1.p
OG0005132	Aa_G576240.h1.t1	Roisl.0214s0433.1.p
OG0005133	Aa_G177840.h1.t1	Roisl.0035s0056.1.p
OG0005134	Aa_G638250.h1.t1	Roisl.0035s0062.1.p
OG0005135	Aa_G16840.h1.t1	Roisl.0035s0137.1.p
OG0005136	Aa_G17190.h1.t1	Roisl.0035s0168.1.p
OG0005137	Aa_G443540.h1.t1	Roisl.0028s0070.1.p
OG0005138	Aa_G252350.h1.t1	Roisl.0028s0111.1.p
OG0005139	Aa_G479500.h1.t1	Roisl.0028s0159.1.p
OG0005140	Aa_G454710.h1.t1	Roisl.0028s0314.1.p
OG0005141	Aa_G210170.h1.t1	Roisl.0028s0383.1.p
OG0005142	Aa_G603470.h1.t1	Roisl.0009s0101.1.p, Roisl.0009s0098.1.p
OG0005143	Aa_G41320.h1.t1, Aa_G737840.h1.t1	Roisl.0005s0084.1.p
OG0005144	Aa_G42530.h1.t1	Roisl.0016s0168.1.p
OG0005145	Aa_G42490.h1.t1	Roisl.0016s0177.1.p
OG0005146	Aa_G111870.h1.t1	Roisl.0016s0233.1.p
OG0005147	Aa_G185680.h1.t1	Roisl.0016s0339.1.p
OG0005148	Aa_G4830.h1.t1	Roisl.0039s0027.1.p, Roisl.0039s0028.1.p
OG0005149	Aa_G78770.h1.t1	Roisl.0079s0103.1.p
OG0005150	Aa_G258560.h1.t1	Roisl.0079s0188.1.p
OG0005151	Aa_G258590.h1.t1	Roisl.0079s0191.1.p
OG0005152	Aa_G24410.h1.t1	Roisl.0079s0221.1.p
OG0005153	Aa_G34620.h1.t1	Roisl.0079s0334.1.p
OG0005154	Aa_G137250.h1.t1	Roisl.0074s0963.1.p
OG0005155	Aa_G216010.h1.t1	Roisl.0074s0850.1.p
OG0005156	Aa_G40590.h1.t1	Roisl.0074s0778.1.p
OG0005158	Aa_G373990.h1.t1	Roisl.0074s0675.1.p
OG0005159	Aa_G762930.h1.t1	Roisl.0074s0628.1.p
OG0005160	Aa_G340200.h1.t1	Roisl.0074s0503.1.p
OG0005161	Aa_G29520.h1.t1, Aa_G1370.h1.t1	Roisl.0074s0472.1.p
OG0005162	Aa_G1280.h1.t1	Roisl.0074s0462.1.p
OG0005163	Aa_G1120.h1.t1	Roisl.0074s0448.1.p
OG0005164	Aa_G424060.h1.t1	Roisl.0074s0398.1.p
OG0005165	Aa_G223430.h1.t1	Roisl.0074s0323.1.p
OG0005166	Aa_G367500.h1.t1	Roisl.0074s0293.1.p
OG0005167	Aa_G97040.h1.t1	Roisl.0074s0267.1.p
OG0005168	Aa_G429480.h1.t1	Roisl.0074s0050.1.p
OG0005169	Aa_G108070.h1.t1	Roisl.0074s0029.1.p
OG0005170	Aa_G382260.h1.t1	Roisl.0074s0022.1.p
OG0005171	Aa_G371360.h1.t1	Roisl.0074s0004.1.p
OG0005172	Aa_G240130.h1.t1	Roisl.0074s0008.1.p
OG0005173	Aa_G50700.h1.t1	Roisl.0115s0308.1.p
OG0005174	Aa_G133310.h1.t1	Roisl.0115s0402.1.p
OG0005175	Aa_G133300.h1.t1	Roisl.0115s0526.1.p, Roisl.0115s0403.1.p
OG0005176	Aa_G430370.h1.t1	Roisl.0115s0456.1.p
OG0005177	Aa_G264220.h1.t1	Roisl.0188s0130.1.p
OG0005178	Aa_G306640.h1.t1	Roisl.0115s0616.1.p
OG0005179	Aa_G91340.h1.t1	Roisl.0115s0606.1.p
OG0005180	Aa_G171750.h1.t1	Roisl.0115s0514.1.p
OG0005181	Aa_G227500.h1.t1	Roisl.0115s0471.1.p
OG0005182	Aa_G190170.h1.t1, Aa_G450150.h1.t1	Roisl.0003s0023.1.p
OG0005183	Aa_G488780.h1.t1	Roisl.0003s0021.1.p
OG0005184	Aa_G88820.h1.t1	Roisl.0210s1603.1.p
OG0005185	Aa_G280210.h1.t1	Roisl.0210s1561.1.p
OG0005186	Aa_G449370.h1.t1	Roisl.0210s1555.1.p, Roisl.0210s1554.1.p
OG0005187	Aa_G276290.h1.t1	Roisl.0210s1552.1.p
OG0005188	Aa_G236750.h1.t1, Aa_G974470.h1.t1, Aa_G744660.h1.t1	Roisl.0198s0007.1.p
OG0005189	Aa_G602610.h1.t1	Roisl.0198s0006.1.p
OG0005190	Aa_G102190.h1.t1	Roisl.0014s0018.1.p
OG0005191	Aa_G64270.h1.t1	Roisl.0214s0574.1.p, Roisl.0214s0397.1.p
OG0005192	Aa_G557230.h1.t1	Roisl.0046s1213.1.p
OG0005193	Aa_G478760.h1.t1	Roisl.0046s1208.1.p
OG0005194	Aa_G236150.h1.t1	Roisl.0046s1146.1.p
OG0005195	Aa_G122970.h1.t1, Aa_G122980.h1.t1	Roisl.0046s1108.1.p
OG0005196	Aa_G122910.h1.t1	Roisl.0046s1104.1.p
OG0005196	Aa_G503760.h1.t1	Roisl.0091s0352.1.p
OG0005197	Aa_G290610.h1.t1	Roisl.0210s0129.1.p
OG0005198	Aa_G134910.h1.t1	Roisl.0210s0329.1.p
OG0005199	Aa_G134710.h1.t1	Roisl.0210s0307.1.p
OG0005200	Aa_G534150.h1.t1	Roisl.0091s0762.1.p
OG0005201	Aa_G219040.h1.t1	Roisl.0091s0788.1.p
OG0005202	Aa_G79470.h1.t1	Roisl.0091s0823.1.p
OG0005203	Aa_G23010.h1.t1	Roisl.0091s0893.1.p
OG0005204	Aa_G22360.h1.t1	Roisl.0091s0951.1.p
OG0005205	Aa_G543900.h1.t1	Roisl.0091s1014.1.p
OG0005206	Aa_G257660.h1.t1	Roisl.0091s1042.1.p
OG0005207	Aa_G151890.h1.t1	Roisl.0091s1099.1.p
OG0005208	Aa_G512750.h1.t1	Roisl.0091s1133.1.p
OG0005209	Aa_G689350.h1.t1	Roisl.0021s0042.1.p
OG0005210	Aa_G394740.h1.t1	Roisl.0091s1216.1.p
OG0005211	Aa_G495650.h1.t1	Roisl.0021s0064.1.p
OG0005212	Aa_G678800.h1.t1	Roisl.0021s0124.1.p
OG0005213	Aa_G535930.h1.t1	Roisl.0021s0127.1.p
OG0005214	Aa_G535880.h1.t1	Roisl.0021s0132.1.p
OG0005216	Aa_G77470.h1.t1, Aa_G647500.h1.t1	Roisl.0021s0274.1.p
OG0005217	Aa_G298870.h1.t1	Roisl.0021s0298.1.p
OG0005218	Aa_G261870.h1.t1	Roisl.0021s0308.1.p
OG0005219	Aa_G246070.h1.t1	Roisl.0021s0322.1.p, Roisl.0021s0324.1.p
OG0005220	Aa_G274770.h1.t1, Aa_G10640.h1.t1	Roisl.0010s0105.1.p
OG0005221	Aa_G328320.h1.t1	Roisl.0021s0360.1.p
OG0005222	Aa_G292030.h1.t1	Roisl.0010s0147.1.p, Roisl.0027s0011.1.p
OG0005223	Aa_G292110.h1.t1	Roisl.0021s0375.1.p
OG0005224	Aa_G164200.h1.t1	Roisl.0021s0435.1.p
OG0005225	Aa_G378710.h1.t1	Roisl.0007s0658.1.p
OG0005226	Aa_G394360.h1.t1	Roisl.0007s0626.1.p
OG0005227	Aa_G121350.h1.t1	Roisl.0007s0595.1.p
OG0005228	Aa_G497220.h1.t1	Roisl.0007s0543.1.p
OG0005229	Aa_G126190.h1.t1	Roisl.0007s0492.1.p
OG0005230	Aa_G103740.h1.t1	Roisl.0007s0459.1.p
OG0005231	Aa_G131880.h1.t1	Roisl.0007s0456.1.p
OG0005232	Aa_G132020.h1.t1	Roisl.0007s0438.1.p
OG0005233	Aa_G275020.h1.t1, Aa_G533110.h1.t1, Aa_G425910.h1.t1	Roisl.0007s0417.1.p
OG0005235	Aa_G610620.h1.t1, Aa_G583650.h1.t1	Roisl.0007s0335.1.p
OG0005236	Aa_G308350.h1.t1	Roisl.0007s0255.1.p
OG0005237	Aa_G192250.h1.t1	Roisl.0007s0218.1.p
OG0005238	Aa_G543080.h1.t1, Aa_G634720.h1.t1	Roisl.0007s0209.1.p
OG0005239	Aa_G407750.h1.t1	Roisl.0007s0193.1.p
OG0005240	Aa_G329270.h1.t1	Roisl.0007s0149.1.p
OG0005241	Aa_G393470.h1.t1	Roisl.0007s0109.1.p
OG0005242	Aa_G622620.h1.t1	Roisl.0007s0089.1.p
OG0005245	Aa_G56720.h1.t1, Aa_G56730.h1.t1	Roisl.0019s0404.1.p, Roisl.0019s0406.1.p
OG0005246	Aa_G836020.h1.t1, Aa_G836020.h2.t1	Roisl.0001s0472.1.p
OG0005247	Aa_G545610.h1.t1	Roisl.0209s0691.1.p
OG0005248	Aa_G501930.h1.t1	Roisl.0209s0738.1.p
OG0005249	Aa_G549650.h1.t1	Roisl.0214s0542.1.p
OG0005250	Aa_G380310.h1.t1	Roisl.0115s0320.1.p
OG0005251	Aa_G477580.h1.t1	Roisl.0214s0653.1.p
OG0005252	Aa_G160420.h1.t1	Roisl.0005s0141.1.p
OG0005253	Aa_G63350.h1.t1	Roisl.0005s0019.1.p
OG0005254	Aa_G63410.h1.t1	Roisl.0005s0013.1.p
OG0005255	Aa_G41810.h1.t1	Roisl.0082s0274.1.p
OG0005256	Aa_G137410.h1.t1	Roisl.0082s0267.1.p
OG0005257	Aa_G134290.h1.t1	Roisl.0044s0120.1.p, Roisl.0019s0049.1.p
