Orthogroup	Capsella_rubella	Aethionema_saxatile
OG0002105	XP_006302410.2	As001G031610
OG0002106	XP_006300401.1	As001G032220
OG0002106	XP_006306821.1	As008G185350
OG0002107	XP_006290448.1	As012G283100
OG0002107	XP_006293762.1	As002G033430
OG0002108	XP_006286667.1	As005G106800
OG0002108	XP_006299014.1	As002G033880
OG0002109	XP_006288065.2, XP_006297886.1	As002G034790
OG0002110	XP_006298058.1, XP_006288086.1	As002G034840
OG0002111	XP_023636385.1	As005G109170
OG0002112	XP_006290060.1	As009G214170
OG0002112	XP_006297260.1	As002G036200
OG0002113	XP_023638880.1	As010G226410, As002G055080, As009G211550, As002G036950
OG0002114	XP_006280865.1	As002G045310
OG0002115	XP_006283739.1	As006G134480
OG0002115	XP_006280501.1	As002G046920
OG0002116	XP_006281082.2	As002G047280
OG0002116	XP_023633677.1	As006G134680
OG0002117	XP_006286740.1, XP_006306392.2	As002G050550
OG0002118	XP_006287343.1	As009G214970
OG0002118	XP_006290164.1	As002G051600
OG0002119	XP_006288010.1, XP_006290014.1	As002G052490, As009G215680
OG0002120	XP_023637136.1	As009G217000
OG0002120	XP_023637372.1	As002G054310
OG0002121	XP_006279765.1	As009G218370
OG0002121	XP_006287636.1	As002G055430
OG0002122	XP_023637107.1	As004G091050
OG0002122	XP_023635405.1	As003G055700
OG0002123	XP_006279863.1	As004G088050
OG0002123	XP_006285256.1	As003G057490
OG0002124	XP_023636256.1	As004G087910
OG0002124	XP_006283088.1	As003G057570
OG0002125	XP_006283465.2	As003G058390
OG0002125	XP_006280340.1	As004G087050
OG0002126	XP_006288420.2	As004G086210
OG0002126	XP_006284392.2	As003G059150
OG0002127	XP_006287720.1	As004G084210
OG0002127	XP_006286058.1	As003G061890
OG0002128	XP_023637256.1	As004G083870
OG0002128	XP_006305172.1	As003G062310
OG0002129	XP_006289686.1	As004G083170
OG0002129	XP_006305240.1	As003G063110
OG0002131	XP_006289883.1, XP_006307204.1	As003G070530, As007G154020, As007G153030, As008G197820
OG0002132	XP_006282753.1	As003G071840
OG0002132	XP_006298713.2	As011G264530
OG0002133	XP_006285977.1, XP_006285117.1	As003G071900
OG0002134	XP_006284201.1	As003G072310
OG0002135	XP_006282650.1	As003G073010
OG0002136	XP_006282761.1	As003G076020
OG0002137	XP_006285482.1, XP_006284319.2	As004G078390
OG0002138	XP_006294011.1	As004G081040
OG0002138	XP_023641046.1	As004G081050
OG0002139	XP_006281332.1	As004G082130
OG0002140	XP_006288972.1, XP_006303471.1	As004G083590
OG0002141	XP_006285172.1	As004G094840
OG0002141	XP_023642280.1	As011G255830
OG0002142	XP_006291908.1	As012G288880
OG0002142	XP_006284563.2, XP_006285908.1	As005G098660
OG0002143	XP_006292027.1	As012G288840
OG0002143	XP_006296337.1	As005G098750
OG0002144	XP_006295203.1, XP_006295194.1	As005G104820
OG0002145	XP_006293503.2, XP_023638385.1	As005G105110
OG0002146	XP_006279388.1, XP_006292440.1	As010G226030
OG0002146	XP_006289712.1	As005G113570
OG0002147	XP_006281263.1, XP_023638251.1	As005G114740
OG0002149	XP_006293194.1	As010G222900
OG0002149	XP_006281489.2	As005G116000
OG0002150	XP_006292484.1	As005G119390
OG0002151	XP_006280112.2	As005G119890
OG0002151	XP_023642156.1	As011G265280
OG0002152	XP_023636171.1	As006G121340
OG0002152	XP_023633246.1	As008G199170
OG0002153	XP_006307592.1	As008G199090
OG0002153	XP_006289470.1	As006G121420, As006G121450, As006G121430, As006G121440
OG0002154	XP_006280931.1	As006G124450
OG0002154	XP_006305479.1	As008G197060
OG0002155	XP_006280299.1	As006G124840
OG0002155	XP_006307251.1	As008G196370
OG0002156	XP_006293894.1	As006G125510
OG0002156	XP_006297236.2	As011G256260
OG0002157	XP_006296541.1	As006G126130
OG0002157	XP_023632762.1	As008G195150
OG0002158	XP_006284069.1, XP_023633648.1	As006G134420
OG0002159	XP_006299989.1	As006G135630
OG0002159	XP_006287888.1	As009G202140
OG0002162	XP_006298578.1	As011G255490
OG0002162	XP_006298613.2	As006G139680
OG0002163	XP_023642611.1, XP_006298920.1	As006G140350
OG0002164	XP_006281098.1	As006G140400
OG0002165	XP_006287927.1, XP_006297905.1	As006G141860
OG0002166	XP_006292268.1	As012G282620
OG0002166	XP_006295924.1	As006G142540
OG0002167	XP_006295084.1	As006G143510
OG0002168	XP_006294220.1	As006G144410
OG0002168	XP_006291159.1	As012G275860
OG0002169	XP_006294157.1	As006G147220
OG0002170	XP_006307246.1	As007G152430
OG0002170	XP_006301485.1	As010G243340
OG0002171	XP_006306209.1	As007G152690
OG0002171	XP_023642911.1	As010G243080
OG0002172	XP_006306059.1	As007G152710
OG0002172	XP_006301326.1	As010G243060
OG0002174	XP_006307215.1	As007G155630
OG0002175	XP_006302013.1, XP_006306984.2	As007G157000
OG0002176	XP_006306225.1	As007G158590
OG0002177	XP_006305742.1	As007G159160
OG0002177	XP_006302959.1	As010G233980
OG0002178	XP_006301623.1	As010G233400
OG0002178	XP_023645734.1	As007G159520
OG0002179	XP_006301797.1	As010G228080
OG0002179	XP_006307531.1	As007G161940
OG0002181	XP_023635063.1	As007G180290
OG0002182	XP_006280810.1	As009G217880
OG0002182	XP_023633157.1	As008G183490
OG0002183	XP_006307687.1, XP_023638392.1	As008G184110
OG0002184	XP_006285121.1, XP_006303602.1	As008G185390
OG0002185	XP_006301275.1	As008G185450
OG0002186	XP_023643239.1, XP_023644805.1	As008G186630
OG0002187	XP_006307151.1, XP_006297274.2	As008G187990, As008G187980
OG0002188	XP_006305828.1	As008G194770
OG0002189	XP_006286388.1	As009G212710
OG0002190	XP_023641101.1, XP_006288573.1	As009G214050
OG0002191	XP_023642635.1, XP_023637534.1	As009G214800, As009G214810, As009G214820, As009G214830
OG0002192	XP_006291340.1, XP_006288013.1	As010G226340, As010G226370
OG0002193	XP_006293475.1, XP_023636156.1	As010G227440
OG0002194	XP_006305096.1	As012G267860
OG0002194	XP_006299970.1	As011G244820
OG0002195	XP_006298099.1	As011G245320
OG0002195	XP_006305221.1	As012G268390, As012G268380
OG0002196	XP_006284494.1	As012G274610
OG0002196	XP_006298496.1	As011G248930
OG0002197	XP_006297917.1	As011G249530
OG0002197	XP_006305140.1	As012G273930
OG0002198	XP_006297517.1	As011G250040
OG0002198	XP_023633159.1, XP_006303561.2, XP_006303987.1	As012G273610
OG0002199	XP_006298003.1	As011G250200
OG0002199	XP_006305970.1	As012G273540
OG0002200	XP_006299557.1	As011G263110, As011G263100, As011G263120, As011G263140
OG0002201	XP_006299055.1, XP_023642637.1	As011G263850
OG0002202	XP_006299923.1, XP_006297339.1	As011G264220
OG0002203	XP_006299761.2	As011G265590
OG0002204	XP_023642469.1	As011G265910
OG0002205	XP_023632714.1	As012G272390
OG0002206	XP_006307260.1, XP_006299512.1	As012G272700
OG0002207	XP_023635488.1	As012G274600
OG0002207	XP_023635487.1	As012G274590
OG0002209	XP_006294472.1, XP_006290360.1	As012G287010
OG0002219	XP_023634206.1	As011G266500, As001G001030
OG0002220	XP_006285816.1	As001G001360
OG0002220	XP_023642029.1	As011G266370
OG0002221	XP_006285123.1	As001G001410
OG0002221	XP_006298210.1	As011G266270
OG0002222	XP_006284767.1	As001G003170
OG0002223	XP_023633715.1, XP_023639258.1, XP_006306568.2	As001G003220
OG0002224	XP_023640568.1	As007G177890
OG0002224	XP_006284575.1	As001G003870
OG0002225	XP_006282718.1, XP_006295235.2	As001G004480, As007G167250
OG0002226	XP_023635586.1	As001G013710
OG0002227	XP_006300076.1	As011G264310
OG0002228	XP_006294341.1	As004G079560
OG0002228	XP_023645458.1	As001G016920
OG0002229	XP_023638386.1	As001G022380
OG0002230	XP_006307070.1	As008G182770
OG0002230	XP_006292411.1	As001G023120
OG0002231	XP_006291529.1	As001G024520
OG0002231	XP_006305863.1	As008G183860
OG0002232	XP_006293086.1	As001G025040
OG0002232	XP_006307325.1	As008G184120
OG0002233	XP_006291408.1	As001G027220
OG0002234	XP_006285795.1	As004G078540
OG0002234	XP_006291497.1	As001G027460
OG0002235	XP_006279433.1	As001G028650
OG0002236	XP_006284489.1	As004G077180
OG0002237	XP_006285529.1	As004G077070
OG0002237	XP_006302605.2	As001G029300
OG0002238	XP_006301064.1, XP_006283223.1	As001G030680
OG0002239	XP_006302842.1	As001G032110
OG0002240	XP_006279508.1	As002G048910
OG0002240	XP_006283381.1	As002G032600
OG0002241	XP_006286398.1	As005G106870
OG0002241	XP_006298766.1	As002G033920
OG0002242	XP_006297282.1, XP_023636367.1	As002G035430
OG0002243	XP_006300376.1	As002G035850
OG0002244	XP_023645273.1, XP_006296634.1	As002G037570
OG0002245	XP_006284361.1	As007G164410
OG0002245	XP_006280976.1	As002G043270
OG0002246	XP_006281070.1	As002G043800
OG0002246	XP_023644519.1	As002G043790
OG0002247	XP_006279619.1	As002G043870
OG0002248	XP_006280192.1	As002G046280
OG0002248	XP_006283319.2	As006G132480
OG0002249	XP_006280432.1	As002G046860
OG0002249	XP_006285245.1	As006G134430
OG0002250	XP_023633665.1	As006G134310
OG0002251	XP_006279652.1	As002G048040
OG0002251	XP_006282669.1	As006G134130
OG0002252	XP_006281432.1, XP_006282572.1	As003G068140, As003G068150, As002G049250
OG0002254	XP_023635823.1, XP_006286547.1	As002G050950
OG0002255	XP_023635779.1	As005G109480
OG0002255	XP_023636347.1	As002G051240
OG0002256	XP_006281534.1	As004G088090
OG0002256	XP_006283850.2	As003G057450
OG0002257	XP_006284471.1	As003G060360
OG0002257	XP_006284335.1	As003G060350
OG0002258	XP_006306751.2, XP_006295767.2	As003G071400
OG0002259	XP_023634530.1, XP_023634531.1	As003G072530
OG0002260	XP_006282797.1, XP_006284620.1, XP_006285857.1	As003G073150
OG0002261	XP_006285239.1, XP_006285859.2	As003G073200
OG0002262	XP_006286095.1	As003G073490
OG0002262	XP_023640288.1	As007G179650
OG0002263	XP_006286220.1	As003G074930
OG0002263	XP_023640735.1	As007G180440
OG0002264	XP_023639793.1, XP_023634439.1	As003G076150
OG0002265	XP_006284674.1, XP_006290387.1	As004G078230
OG0002266	XP_023639217.1	As004G082310
OG0002267	XP_006284218.1	As004G094550
OG0002267	XP_023641504.1	As011G256140
OG0002268	XP_023642537.1, XP_006279150.2	As011G255280
OG0002268	XP_023634245.1	As004G095460
OG0002269	XP_006282898.1	As004G095670
OG0002269	XP_006298679.1	As011G254970
OG0002270	XP_023642766.1	As004G095780
OG0002271	XP_023641223.1	As011G254180
OG0002271	XP_006283221.1	As004G096150
OG0002272	XP_023642413.1	As004G096630, As011G253440
OG0002273	XP_006292436.1	As012G287020
OG0002273	XP_006296250.1	As005G101670
OG0002274	XP_006294174.1	As005G102930
OG0002274	XP_023638151.1	As012G285990
OG0002275	XP_006294482.1	As005G103040
OG0002276	XP_006294155.1	As005G103070
OG0002276	XP_006292861.1	As012G285930
OG0002277	XP_006291732.1	As012G284270
OG0002277	XP_006294841.1	As005G105240
OG0002278	XP_023637836.1	As012G283950
OG0002278	XP_023639655.1	As005G105690
OG0002279	XP_006288866.1	As005G106590
OG0002279	XP_006298778.1	As006G136200
OG0002280	XP_006279127.2, XP_006292712.1	As010G225820
OG0002280	XP_006290035.1	As005G113800
OG0002281	XP_006291744.1	As010G225790
OG0002281	XP_006288560.1	As005G113820
OG0002282	XP_006280094.1, XP_006280116.2	As005G114390
OG0002283	XP_006280377.1	As005G118460
OG0002284	XP_006303639.1, XP_006287640.1	As006G121770
OG0002285	XP_006286732.1	As006G124180
OG0002286	XP_006281682.1	As006G124410
OG0002287	XP_006303208.1	As008G194720
OG0002287	XP_006295867.2	As006G126840
OG0002288	XP_006295004.1, XP_006306481.1	As006G127520
OG0002289	XP_023645287.1, XP_006305104.1	As008G192670, As006G143160, As006G129000
OG0002290	XP_023639745.1	As006G130740
OG0002291	XP_006283628.1, XP_006293990.1	As006G131820
OG0002292	XP_023637114.1	As009G199850
OG0002292	XP_023642228.1	As006G133070
OG0002293	XP_006298840.1	As006G135020
OG0002293	XP_006288902.1	As009G201080
OG0002294	XP_006288750.1	As009G202150
OG0002294	XP_006298663.1	As006G135640
OG0002295	XP_006286590.1, XP_006299334.1	As006G135770
OG0002296	XP_006297010.1	As006G135950
OG0002297	XP_023636691.1	As009G202760
OG0002297	XP_006296731.1	As006G136000
OG0002298	XP_023642109.1	As006G136540
OG0002299	XP_006288615.1	As009G205760
OG0002299	XP_006298500.1	As006G139080
OG0002300	XP_006281284.1	As009G208050
OG0002301	XP_006299916.1, XP_006280207.1	As006G140570
OG0002302	XP_006293949.1	As006G145700
OG0002302	XP_006290770.2	As012G276990
OG0002303	XP_023642939.1	As010G243690
OG0002303	XP_023632590.1	As007G152260
OG0002304	XP_006307706.1	As007G152800
OG0002304	XP_006300527.2	As010G242920
OG0002305	XP_006301875.2	As010G242620
OG0002305	XP_023632782.1	As007G152910
OG0002306	XP_006307161.1	As007G153120
OG0002306	XP_006300979.1	As010G242410
OG0002307	XP_006305622.1	As007G155170
OG0002307	XP_006302803.2	As010G239080
OG0002308	XP_006305238.1	As007G157100
OG0002308	XP_006302481.1	As010G236750
OG0002309	XP_006305534.2	As007G157880
OG0002309	XP_006302518.1	As010G235820
OG0002310	XP_006306839.1	As007G158020
OG0002310	XP_006300776.1	As010G235690
OG0002311	XP_006307309.1	As007G159800
OG0002311	XP_023644011.1	As010G233250
OG0002312	XP_006300509.1	As010G233170
OG0002313	XP_006304696.1	As007G160900
OG0002313	XP_006301567.1	As010G232070
OG0002314	XP_006304265.1	As007G161970
OG0002314	XP_006302908.1	As010G228200
OG0002315	XP_006285024.1	As007G179120
OG0002317	XP_006279444.1, XP_006303142.1	As008G191700
OG0002320	XP_006305264.1	As009G203290, As008G198660
OG0002321	XP_006299100.1, XP_006287201.1	As009G210450
OG0002324	XP_023644100.1, XP_006280378.1, XP_006302201.1, XP_006302179.2, XP_006301245.1, XP_006302197.1, XP_023642930.1	As010G234070, As010G234060
OG0002325	XP_006299007.1	As011G245000
OG0002325	XP_006307708.1	As012G267960
OG0002326	XP_006296856.1	As011G245270
OG0002326	XP_006306618.1	As012G268280
OG0002327	XP_006303984.1	As012G269490
OG0002327	XP_006297552.1	As011G246480
OG0002328	XP_006298142.2	As011G247870
OG0002328	XP_023633087.1	As012G270520
OG0002329	XP_006300130.1	As011G250400
OG0002329	XP_006305685.1	As012G273150
OG0002330	XP_023641659.1, XP_006305789.2	As012G273200
OG0002331	XP_006297105.1	As011G253230
OG0002331	XP_006306920.1	As012G271530
OG0002332	XP_006294377.1, XP_023633360.1	As011G259980
OG0002333	XP_006282659.1	As011G262900
OG0002334	XP_006299016.1, XP_006284606.1	As011G267380
OG0002335	XP_006304335.1, XP_006300248.1	As012G270830
OG0002336	XP_006303402.1	As012G270850
OG0002337	XP_006291851.1	As012G276000
OG0002338	XP_006291623.2, XP_006294701.2	As012G282580
OG0002339	XP_006295028.2, XP_006291943.1	As012G283640
OG0002348	XP_006298283.1, XP_023633763.1	As001G000290
OG0002349	XP_023634717.1	As001G000470
OG0002349	XP_023641775.1	As011G267120
OG0002350	XP_006285258.1	As011G266520
OG0002350	XP_006299465.1	As001G000960
OG0002351	XP_006294676.1	As007G178570
OG0002351	XP_006284256.1	As001G002790
OG0002352	XP_023639337.1	As007G178130
OG0002352	XP_023634003.1	As001G003450
OG0002353	XP_006283957.1	As001G015080, As001G015070
OG0002354	XP_023644986.1	As001G015950
OG0002354	XP_006295782.1	As004G079070
OG0002355	XP_006301375.2, XP_006298247.1	As001G018710
OG0002356	XP_023644575.1	As008G188060
OG0002356	XP_006300610.1	As001G019650
OG0002357	XP_023638823.1	As001G020450
OG0002357	XP_006303798.1	As008G187120
OG0002358	XP_006291627.1	As008G182760, As001G023080
OG0002359	XP_006305437.1	As008G182860
OG0002359	XP_006291569.1	As001G023380
OG0002360	XP_023637918.1, XP_023637920.1, XP_023643642.1, XP_023644296.1	As001G023460, As001G023470
OG0002361	XP_006285216.1	As004G097560
OG0002361	XP_023639200.1	As001G026270
OG0002362	XP_006292089.1	As001G026570
OG0002362	XP_006284784.1	As004G097290
OG0002363	XP_006291381.1, XP_006285102.1	As001G026840
OG0002364	XP_023643974.1, XP_023643950.1	As001G029260
OG0002365	XP_023643991.1	As001G029650
OG0002365	XP_006286125.2	As004G076890
OG0002366	XP_006307436.1, XP_023644000.1	As001G031630
OG0002367	XP_006281368.1	As002G048220
OG0002367	XP_006284923.1	As002G033030
OG0002368	XP_006294217.1	As002G033500, As002G033510
OG0002369	XP_006293430.1	As002G033860
OG0002370	XP_006287725.1	As005G107180
OG0002371	XP_006296668.1, XP_006298519.1	As002G034980
OG0002371	XP_006288638.1	As005G108380
OG0002372	XP_006297355.1	As002G036740
OG0002372	XP_006287467.1	As009G213590
OG0002373	XP_006298416.1	As002G038720
OG0002374	XP_006282635.1, XP_006281747.2	As002G040940
OG0002375	XP_006285142.1	As003G061380
OG0002375	XP_006282077.1	As002G043310
OG0002376	XP_006284598.1	As007G165370
OG0002376	XP_023638141.1	As002G044030
OG0002377	XP_006283860.1	As006G132320
OG0002377	XP_006280542.2	As002G045900
OG0002378	XP_006283763.1	As006G132580
OG0002378	XP_023635301.1	As002G046560
OG0002379	XP_006280644.1	As002G048600
OG0002380	XP_006279584.1	As005G117870
OG0002380	XP_006289301.1	As002G053410
OG0002381	XP_006288057.1	As002G054200
OG0002381	XP_006280694.1	As005G116610
OG0002382	XP_006289223.2	As002G054990
OG0002382	XP_006281918.1	As009G217890
OG0002383	XP_023641712.1	As004G088440
OG0002383	XP_006283787.1	As003G056960
OG0002384	XP_023642094.1	As004G086770
OG0002385	XP_006288711.1	As004G086410
OG0002385	XP_006284556.1	As003G059010
OG0002386	XP_006289270.1	As004G085290
OG0002387	XP_006295124.1	As007G179590
OG0002389	XP_023634483.1, XP_006295657.2	As003G075930
OG0002390	XP_006293770.1, XP_006306894.1	As004G079660
OG0002392	XP_006285730.1, XP_006286947.1	As004G086380
OG0002393	XP_023642577.1, XP_006299914.1	As011G257490
OG0002394	XP_006285723.1	As004G094020
OG0002394	XP_006297795.1	As011G256530
OG0002395	XP_006285781.2	As011G256330, As004G094350
OG0002396	XP_006297323.1	As011G255320
OG0002396	XP_006285190.1	As004G095390
OG0002397	XP_023635140.1, XP_006291756.1	As004G097460
OG0002398	XP_006295107.1	As005G098570
OG0002398	XP_006291928.1	As012G288950
OG0002400	XP_006294460.1	As005G100690
OG0002400	XP_023637993.1	As012G287710
OG0002401	XP_006294022.1	As005G101260
OG0002401	XP_006290970.1	As012G287290
OG0002402	XP_006296060.1	As005G101600
OG0002402	XP_023637971.1	As012G287030
OG0002403	XP_006302353.1	As005G103330, As010G239880
OG0002404	XP_006295400.2	As005G103860
OG0002404	XP_006289814.2	As009G216560
OG0002405	XP_006293982.1	As005G105420, As005G105440, As005G105430
OG0002406	XP_006289263.1, XP_006291731.1	As005G111770
OG0002407	XP_006292946.1	As010G227090
OG0002408	XP_006291252.1	As010G225340
OG0002408	XP_006279632.1	As005G114180
OG0002409	XP_006281346.1	As005G117920
OG0002410	XP_006291568.1	As010G221420
OG0002410	XP_006280882.1	As005G119040
OG0002411	XP_006300533.1	As010G240950, As006G120970
OG0002412	XP_023645094.1, XP_023636710.1	As006G121270
OG0002413	XP_006303436.2	As008G198970
OG0002414	XP_006306728.2	As008G197140
OG0002414	XP_023637699.1	As006G123790
OG0002415	XP_006280526.1, XP_006307620.1	As006G124690
OG0002416	XP_006281162.2	As006G125040
OG0002416	XP_006304220.2	As008G196270
OG0002417	XP_006294535.1	As006G125930
OG0002417	XP_006304033.1	As008G195600
OG0002418	XP_023640755.1	As006G126740
OG0002418	XP_023632904.1	As008G194760
OG0002419	XP_006307649.1	As008G193350
OG0002419	XP_006293473.1	As006G127970
OG0002420	XP_006295329.1	As006G130200
OG0002422	XP_006280413.1	As006G132600
OG0002423	XP_006299057.2, XP_006289078.1	As006G135160
OG0002424	XP_006287827.1	As009G201660
OG0002424	XP_006297801.1	As006G135400
OG0002425	XP_023642471.1	As006G135440
OG0002425	XP_023635879.1	As009G201750
OG0002426	XP_006297845.1	As006G135510
OG0002426	XP_006286629.1	As009G201930
OG0002427	XP_006298622.1	As006G136130
OG0002427	XP_006288719.1	As009G202970
OG0002428	XP_006300064.1	As006G137190
OG0002428	XP_006287858.1	As009G204040
