Orthogroup	Capsella_rubella	Erysimum_linariifolium
OG0004222	XP_006297861.1	El005G255370
OG0004223	XP_006297888.2	El005G256410
OG0004224	XP_006297700.1	El005G256730
OG0004225	XP_006298327.1	El005G257100
OG0004226	XP_006296870.1	El005G259260
OG0004227	XP_006298243.1	El005G260080
OG0004228	XP_023642123.1	El005G260090
OG0004229	XP_006299050.1	El005G261070
OG0004230	XP_006296824.1	El005G261210
OG0004231	XP_006299601.1	El005G261990
OG0004232	XP_023641771.1, XP_023641772.1	El005G265210
OG0004233	XP_006299757.1	El005G265680
OG0004234	XP_006299979.1	El005G275530
OG0004235	XP_006296837.1	El005G277520
OG0004236	XP_023634450.1	El003G154940
OG0004236	XP_006282614.2	El003G154950
OG0004237	XP_006283808.1	El003G184000, El003G183990
OG0004238	XP_006306482.1, XP_006304662.1	El002G141080
OG0004239	XP_023645889.1	El002G140860
OG0004240	XP_023645080.1	El002G139680
OG0004241	XP_006306231.1	El002G139330
OG0004242	XP_023645344.1, XP_023644652.1	El002G138180
OG0004243	XP_006307086.1	El002G138460
OG0004244	XP_006303378.2	El002G135680
OG0004245	XP_006291107.2	El001G042710
OG0004246	XP_006284902.2, XP_023644724.1	El002G131630
OG0004247	XP_006294911.1	El006G296400
OG0004248	XP_006296625.1	El005G241930
OG0004249	XP_006289724.1	El001G051830
OG0004250	XP_023643569.1, XP_006302980.1	El003G183310, El004G233960
OG0004251	XP_006291720.1	El001G028830
OG0004252	XP_023637841.1	El001G029480
OG0004253	XP_006290509.1	El001G032600
OG0004253	XP_006300653.1	El004G213190, El003G174290
OG0004254	XP_006287661.1	El001G076630
OG0004254	XP_006291039.1	El001G033690
OG0004255	XP_023639219.1	El001G034580
OG0004256	XP_006289900.1	El001G079220
OG0004256	XP_023637644.1	El001G079210
OG0004259	XP_006279766.1	El007G337990
OG0004260	XP_023636933.1	El003G180150, El003G178840
OG0004262	XP_006300350.1	El004G195870
OG0004263	XP_006295944.1	El006G318790
OG0004264	XP_006293451.1	El006G297110
OG0004265	XP_006304487.1	El002G113520
OG0004268	XP_023639287.1	El001G013050, El001G013000, El001G012840, El002G128300, El001G012890, El001G012860
OG0004268	XP_023639283.1, XP_023639282.1, XP_023633923.1, XP_023638888.1, XP_006279381.2, XP_023638889.1, XP_006293289.2, XP_023633943.1, XP_023633862.1, XP_023638890.1, XP_006279368.2	El005G238810
OG0004275	XP_023634997.1	El003G154790
OG0004276	XP_006291848.1, XP_006298481.2	El005G277420
OG0004277	XP_006283224.1	El003G152910
OG0004278	XP_006284565.1	El003G151820
OG0004279	XP_006282807.2	El003G151580
OG0004280	XP_006285817.1	El003G149460
OG0004281	XP_006284461.1	El003G148570
OG0004282	XP_023634019.1	El003G147830, El004G233250
OG0004283	XP_006283663.1	El003G147200
OG0004284	XP_006306664.1	El002G118360
OG0004285	XP_006306544.1	El002G119560
OG0004286	XP_006302650.1, XP_023643325.1	El004G208730, El004G208700
OG0004287	XP_006293056.1	El001G036220
OG0004288	XP_006292606.1	El001G037790
OG0004289	XP_006291182.1	El001G039360
OG0004290	XP_006291222.1	El001G041970
OG0004290	XP_006282947.1	El003G191880
OG0004291	XP_006281100.1	El007G366440
OG0004292	XP_006292717.1	El001G043650
OG0004293	XP_006296642.2	El005G276520
OG0004294	XP_023639359.1	El006G286540
OG0004295	XP_006293964.1	El006G288200
OG0004296	XP_006297203.2	El005G245330
OG0004297	XP_006298725.2	El005G246710
OG0004298	XP_006297353.1	El005G247610
OG0004299	XP_006282414.2	El007G343320
OG0004300	XP_023639926.1	El007G342820
OG0004301	XP_006280024.1	El007G342750
OG0004302	XP_006280530.1	El007G342260
OG0004303	XP_023633667.1	El003G157920
OG0004304	XP_006279994.1	El007G333570
OG0004305	XP_006286540.1	El001G051550
OG0004306	XP_006288546.1	El001G068260
OG0004307	XP_006303986.1	El001G069650
OG0004308	XP_006287637.1	El001G071140
OG0004309	XP_006287914.1	El001G073320
OG0004310	XP_006288089.1	El001G073640
OG0004311	XP_006282264.2	El007G365030
OG0004312	XP_006282645.1	El003G168320
OG0004313	XP_006284664.2	El003G167290
OG0004314	XP_006285562.1	El003G165790
OG0004315	XP_023635203.1	El003G165390
OG0004316	XP_006284564.2	El003G165070
OG0004318	XP_006286193.1, XP_006285811.1	El003G162830
OG0004319	XP_006283611.1	El003G162690
OG0004320	XP_006284119.1	El003G161760
OG0004321	XP_006284034.1	El003G160780
OG0004322	XP_006286353.1	El001G008280
OG0004323	XP_006303433.1	El002G123930
OG0004324	XP_006298232.1	El005G261580
OG0004325	XP_006307039.1	El007G352990, El007G352940, El002G138480
OG0004326	XP_006305756.1	El002G115620
OG0004327	XP_023645883.1	El002G117080
OG0004328	XP_006305006.1	El002G117220
OG0004329	XP_023639527.1	El006G321690, El006G307530, El006G307540
OG0004330	XP_006285074.1	El003G146420
OG0004331	XP_006282739.1	El003G145310
OG0004332	XP_006283840.2	El003G145220
OG0004333	XP_006288339.1	El001G009310
OG0004336	XP_006298591.1	El005G271140
OG0004336	XP_006282706.1	El003G182540
OG0004337	XP_006299309.1	El005G269380
OG0004337	XP_006286161.1	El003G180010
OG0004338	XP_023634445.1	El003G179720, El005G252260
OG0004339	XP_006284667.1	El003G175080
OG0004340	XP_023633995.1	El003G174490
OG0004340	XP_023633993.1	El003G174470
OG0004341	XP_006286200.1	El003G174240, El001G076320
OG0004343	XP_006290445.1	El001G035220
OG0004344	XP_006295958.1	El006G280850
OG0004345	XP_006293860.2	El006G281710
OG0004346	XP_006295122.1	El006G281970
OG0004347	XP_023643601.1	El004G228970
OG0004348	XP_006294646.1	El006G285730
OG0004349	XP_006290626.1	El001G029660
OG0004350	XP_006286940.1	El001G060350
OG0004351	XP_006291906.1	El001G026490
OG0004352	XP_006295267.1	El006G289680
OG0004353	XP_006288518.2	El001G058130
OG0004354	XP_006280885.1	El007G331930
OG0004355	XP_023635364.1	El007G326860
OG0004356	XP_006281775.1	El007G326500
OG0004357	XP_023639731.1	El007G324680
OG0004358	XP_006281742.1	El007G323320
OG0004359	XP_006280268.1	El007G323150
OG0004360	XP_023644718.1	El001G068680, El002G082530
OG0004361	XP_006289505.1	El001G000690
OG0004362	XP_006305017.1	El002G085320
OG0004362	XP_023636791.1	El001G003890
OG0004364	XP_006294908.1	El006G298570
OG0004365	XP_006303899.1	El002G088320
OG0004366	XP_006296079.1	El006G301240
OG0004367	XP_006296460.1	El006G301450
OG0004368	XP_006293696.1	El006G302190
OG0004369	XP_006294259.1	El006G302330
OG0004370	XP_006294068.1	El006G302390
OG0004371	XP_006294257.2	El006G302920
OG0004372	XP_006282134.1	El005G235640
OG0004372	XP_006297180.2	El006G301590
OG0004373	XP_006297511.1	El005G237000
OG0004374	XP_006297335.1	El005G240110
OG0004375	XP_023637497.1	El001G049620, El008G369200, El008G369580
OG0004376	XP_006297722.1	El005G240470
OG0004377	XP_006300138.1	El005G241070
OG0004378	XP_006279063.1	El005G241280, El001G026360
OG0004379	XP_006297647.1	El005G241580
OG0004380	XP_023641667.1	El005G242550
OG0004381	XP_006293941.2	El006G294860
OG0004382	XP_023639689.1	El006G294670
OG0004383	XP_006294203.1	El006G293590
OG0004384	XP_023638669.1	El001G024200
OG0004385	XP_006303325.2	El002G100110
OG0004386	XP_023632966.1	El002G101860
OG0004387	XP_023642845.1, XP_006300298.1	El004G225710, El004G225690
OG0004388	XP_006303552.2	El002G102680
OG0004388	XP_023643973.1	El004G226580
OG0004389	XP_006304114.1, XP_006303555.1	El002G102900
OG0004390	XP_006302009.1	El004G230160
OG0004391	XP_006301764.1	El004G223910
OG0004392	XP_023645478.1	El002G108060
OG0004392	XP_006279779.1	El002G108070
OG0004393	XP_006306284.1	El002G111260
OG0004394	XP_006304175.1	El002G112340
OG0004395	XP_006283181.1	El003G159840
OG0004396	XP_006294084.1	El006G317130
OG0004396	XP_023634791.1	El003G151950
OG0004397	XP_023645358.1	El002G097040
OG0004398	XP_023645148.1	El002G096410
OG0004399	XP_023645620.1	El002G096290
OG0004400	XP_006305596.1	El002G095270
OG0004401	XP_006282819.1	El003G173840
OG0004401	XP_006303174.1	El002G094150
OG0004402	XP_006306228.1	El002G093660
OG0004403	XP_006305039.1	El002G093060
OG0004404	XP_006279050.2, XP_006304854.2	El002G091790
OG0004406	XP_023645626.1	El002G090540
OG0004407	XP_006288834.1	El001G066260
OG0004408	XP_006286968.1	El001G065060
OG0004409	XP_023636415.1	El001G064110
OG0004410	XP_006289214.1	El001G062080
OG0004411	XP_006288468.1	El001G061990
OG0004412	XP_006287991.1	El001G051130, El001G051180
OG0004413	XP_006288848.1	El001G049720
OG0004414	XP_006281899.1	El007G349480
OG0004415	XP_006287546.1	El001G076040, El002G132950
OG0004416	XP_006287907.1	El001G052550, El001G052540
OG0004417	XP_023637412.1	El006G312360
OG0004417	XP_006289402.1	El001G055900
OG0004418	XP_006288824.1	El001G056500
OG0004419	XP_006286554.1	El001G056980
OG0004420	XP_006280822.1	El007G329490
OG0004421	XP_023639250.1	El001G057480, El001G019550
OG0004422	XP_006300495.1	El004G219110
OG0004423	XP_023643547.1	El004G220860
OG0004424	XP_006302413.1	El004G221780
OG0004425	XP_006302673.1	El004G222340
OG0004426	XP_006302893.1	El004G223730
OG0004427	XP_023643260.1	El004G224030
OG0004428	XP_006301163.1	El004G228120
OG0004429	XP_006301340.1	El001G045080, El004G227130
OG0004430	XP_023643213.1	El004G227100
OG0004430	XP_023644317.1	El004G227090
OG0004431	XP_006302370.1	El004G224990
OG0004432	XP_006302631.1	El004G231970
OG0004433	XP_023643519.1	El004G232390
OG0004434	XP_023643056.1	El004G232770
OG0004435	XP_006302423.1	El004G233170
OG0004436	XP_006298077.1	El005G248730
OG0004437	XP_006298814.1	El005G250240
OG0004438	XP_006296734.1	El005G250380
OG0004439	XP_006299971.1	El005G250600
OG0004439	XP_006299225.2	El005G250570
OG0004440	XP_006296616.1	El005G251600
OG0004441	XP_006297233.1	El005G251900
OG0004442	XP_006299029.1	El005G252060
OG0004443	XP_023642072.1	El005G252960
OG0004445	XP_023641616.1	El005G257370
OG0004445	XP_023645030.1	El002G134510
OG0004446	XP_006299376.1	El005G257740
OG0004447	XP_006299654.1	El005G258900
OG0004448	XP_006298013.1	El005G258920
OG0004449	XP_006297383.1	El005G259460
OG0004450	XP_006298275.1	El002G139630, El005G260290
OG0004451	XP_006299575.1	El005G264490
OG0004452	XP_006294498.1	El006G313260
OG0004452	XP_023634999.1	El003G149690
OG0004453	XP_006297972.1	El005G276890
OG0004454	XP_006299149.1	El005G276300
OG0004455	XP_006299730.1	El005G277460
OG0004456	XP_006295848.1	El006G294790
OG0004457	XP_006307223.1	El002G137200
OG0004458	XP_006305632.1	El003G190400, El002G135860
OG0004459	XP_006303233.1	El002G134750
OG0004460	XP_006305883.1	El002G132310
OG0004461	XP_023640553.1	El006G296880
OG0004462	XP_023638472.1	El001G022260
OG0004463	XP_006291961.1	El001G024670
OG0004464	XP_006293143.1	El001G026010
OG0004466	XP_006291972.1	El001G028080
OG0004467	XP_023633394.1	El007G339890
OG0004467	XP_006281995.1	El007G339900
OG0004468	XP_006291219.1	El001G029580
OG0004469	XP_023638455.1, XP_023642169.1, XP_006279040.1	El001G029700
OG0004470	XP_006290799.1	El001G030230
OG0004471	XP_006294019.1	El006G283120
OG0004472	XP_023639058.1	El002G136490, El001G033450
OG0004474	XP_006291375.1	El001G035320
OG0004475	XP_006304445.1	El002G133130
OG0004477	XP_006282295.1	El007G345080
OG0004478	XP_006291651.2	El001G032140
OG0004480	XP_023640074.1	El006G297850
OG0004481	XP_023635130.1, XP_023640531.1	El006G283690, El003G149060
OG0004482	XP_006303037.1, XP_006303408.2	El002G109530, El002G109520
OG0004483	XP_006303066.2	El004G221790
OG0004484	XP_006282137.1	El007G341300
OG0004485	XP_023643261.1	El001G031210
OG0004486	XP_023639593.1	El005G253620, El005G253630
OG0004488	XP_006289957.1	El001G068040
OG0004498	XP_006284530.2	El003G155670
OG0004499	XP_006284018.1	El003G155350
OG0004500	XP_023634890.1	El003G154930
OG0004501	XP_006284250.1	El003G153190
OG0004502	XP_023635061.1	El007G334380
OG0004503	XP_006284097.1	El003G152850
OG0004504	XP_006295101.1	El006G317890
OG0004505	XP_006285431.1	El003G152430
OG0004506	XP_006286110.1	El003G150400
OG0004507	XP_006293023.1	El001G029810
OG0004508	XP_006284195.1	El003G151130
OG0004509	XP_006284500.1	El006G314800
OG0004510	XP_006294895.1	El006G314730
OG0004511	XP_006284926.2	El003G149680
OG0004512	XP_006286097.1	El003G148090
OG0004513	XP_006283934.1	El003G147980
OG0004514	XP_006285170.1	El003G170740
OG0004515	XP_006300660.1	El004G201720
OG0004516	XP_006302068.1	El004G199600
OG0004516	XP_006307118.1	El002G094450
OG0004517	XP_023643751.1	El004G233620
OG0004518	XP_006284695.1	El003G161370
OG0004519	XP_006291920.1	El001G036400
OG0004520	XP_006303908.2	El002G112160
OG0004521	XP_006292064.1	El001G040010
OG0004522	XP_006290384.1	El001G043110
OG0004522	XP_006284603.1	El003G190700
OG0004523	XP_006291492.1	El001G044370
OG0004524	XP_023638206.1	El001G045670
OG0004525	XP_023643822.1	El004G212600
OG0004526	XP_006304261.1	El002G095910
OG0004527	XP_006298658.1	El005G248400
OG0004528	XP_006281221.1	El007G335880
OG0004529	XP_023642242.1	El005G248100
OG0004530	XP_006282063.1	El007G331150
OG0004531	XP_023633457.1	El007G336270
OG0004532	XP_006280373.1	El007G335950
OG0004533	XP_006281445.1	El007G335280
OG0004534	XP_006280390.1	El007G335160
OG0004535	XP_006281522.1	El007G334130
OG0004535	XP_006281808.1	El007G334140
OG0004536	XP_006281604.1	El007G333660
OG0004537	XP_006279396.1	El006G317850
OG0004538	XP_006288326.2	El001G068880
OG0004539	XP_006286884.1	El001G069100
OG0004540	XP_023637033.1	El001G069480
OG0004541	XP_023636397.1	El001G069640
OG0004542	XP_006286964.1	El001G070540
OG0004543	XP_006287358.1	El001G071250
OG0004544	XP_006289596.1	El001G071700
OG0004545	XP_006289693.1	El001G072870
OG0004546	XP_006288315.1	El001G073720
OG0004547	XP_006287548.2	El001G074330
OG0004549	XP_006282863.1	El003G168000
OG0004550	XP_006282955.1	El003G167030
OG0004551	XP_006288749.1	El001G006140
OG0004552	XP_023634537.1	El003G161560
OG0004553	XP_023635089.1	El003G161540
OG0004554	XP_006285208.1	El003G160800
OG0004556	XP_006305968.1	El002G124610
OG0004557	XP_006304691.1	El002G128820
OG0004558	XP_006303207.1	El002G113750
OG0004559	XP_006306677.1	El002G114250
OG0004560	XP_006304138.1	El002G114310
OG0004561	XP_006304077.1	El002G115800
OG0004562	XP_023644892.1	El002G116250
OG0004563	XP_006307602.2	El002G093540, El002G117600
OG0004564	XP_006285317.1	El003G146820
OG0004565	XP_023633784.1	El003G146720
OG0004566	XP_006283951.1	El003G145730
OG0004567	XP_006285574.2	El003G143150
OG0004568	XP_006285953.1	El003G184170
OG0004569	XP_006282446.1	El003G184890
OG0004570	XP_006285870.1	El003G189530
OG0004571	XP_006293147.1	El001G017140
OG0004572	XP_006295389.1	El006G295980
OG0004573	XP_006281122.1	El007G366010
OG0004574	XP_006294551.1	El006G295340
OG0004575	XP_006296063.1	El006G298210
OG0004576	XP_006289873.1	El001G008170
OG0004577	XP_006288586.1	El001G007870
OG0004578	XP_023637044.1	El001G004920
OG0004578	XP_006285107.1	El003G164570
OG0004579	XP_006280276.1	El007G360900
OG0004580	XP_006280794.2	El007G360960
OG0004581	XP_023644210.1	El007G364510
OG0004582	XP_023638894.1	El007G366030
OG0004583	XP_006282689.1	El003G181520, El003G180050
OG0004584	XP_006285453.1	El003G177570
OG0004585	XP_006282877.1	El003G175930
OG0004586	XP_023641088.1	El005G261010
OG0004587	XP_006294978.1	El006G282720
OG0004588	XP_023639649.1	El006G283310
OG0004589	XP_006295245.1	El006G284070
OG0004590	XP_006294994.1	El006G284080
OG0004591	XP_006296160.1	El006G284120
OG0004592	XP_006294556.1	El006G285430
OG0004593	XP_006287879.2	El001G080810
OG0004594	XP_006287947.1	El001G079430
OG0004595	XP_006287414.1	El001G059340
OG0004596	XP_006289179.1	El001G059050
OG0004597	XP_006289299.1	El001G058260
OG0004598	XP_006287471.1	El001G057610
OG0004599	XP_006279645.1	El004G208300, El007G327440
OG0004600	XP_006279598.2	El007G326850
OG0004601	XP_006280792.1	El007G326390, El004G217300
OG0004602	XP_006281164.1	El007G325880
OG0004604	XP_006279503.1	El007G324640
OG0004606	XP_006280818.1	El007G322770
OG0004607	XP_006290347.1	El001G021520
OG0004608	XP_006282145.1	El007G324930
OG0004608	XP_006289409.1	El001G000050
OG0004609	XP_023637345.1	El001G002770
OG0004610	XP_006279531.1	El007G359000
OG0004611	XP_006294591.1	El006G299030
OG0004612	XP_006296276.1	El006G300840
OG0004613	XP_006295741.1	El006G304360
OG0004614	XP_006304143.1	El006G307420
OG0004615	XP_006294987.1	El006G306690, El004G222880
OG0004616	XP_023645066.1	El002G100540
OG0004616	XP_006296995.1	El005G235400
OG0004617	XP_006299087.1	El005G235260
OG0004618	XP_023636395.1	El001G067570
OG0004619	XP_006299705.1	El005G256670
OG0004619	XP_023641228.1	El005G256840
OG0004620	XP_006298777.1	El005G243800
OG0004621	XP_006296955.1	El001G045390, El005G237010
OG0004622	XP_023641725.1	El005G237240
OG0004623	XP_006298314.1	El004G218010, El005G238550, El005G238570
OG0004624	XP_006296737.1	El005G240800
OG0004625	XP_006298515.1	El005G240970
OG0004626	XP_006298596.1	El005G241150
OG0004627	XP_006288201.1	El001G061180
OG0004627	XP_006298131.1	El005G241180
OG0004628	XP_006297692.1	El005G241500
OG0004629	XP_006298437.1	El005G242670
OG0004630	XP_006298554.1	El005G243090
OG0004631	XP_006297469.2	El005G243140
OG0004632	XP_006298443.1	El005G243330
OG0004633	XP_006298911.1	El005G243370
OG0004634	XP_006295288.1	El006G289000
OG0004635	XP_006294294.1	El006G289330
OG0004636	XP_006295748.1	El006G289370
OG0004637	XP_006295484.1	El006G289570
OG0004638	XP_006294361.1	El006G290110, El003G150010
OG0004639	XP_023639682.1	El006G294420
OG0004640	XP_006294194.1	El006G294320
OG0004641	XP_006294559.2	El006G293680
OG0004642	XP_006294619.1	El006G292740
OG0004643	XP_023639874.1	El006G291540
OG0004644	XP_006303351.1	El002G099960
OG0004645	XP_023645091.1	El002G100010
OG0004646	XP_006304577.1	El002G102000
OG0004647	XP_006305192.1	El002G102750
OG0004648	XP_006304793.1	El002G104220
OG0004649	XP_006305555.1	El002G105910
OG0004650	XP_006303559.1	El002G106440
OG0004651	XP_006304707.1	El002G108690
OG0004652	XP_006305312.1	El002G108890
OG0004653	XP_023644791.1	El002G108860
OG0004654	XP_006305507.1	El002G110250
OG0004655	XP_006285937.1	El003G160200
OG0004656	XP_006283843.1	El003G159920
OG0004657	XP_006283604.1	El003G159850
OG0004658	XP_006282560.1	El003G158760
OG0004659	XP_006296174.1	El006G315560
OG0004661	XP_006303220.1	El002G096050
OG0004662	XP_006304195.1	El001G076610, El002G093180
OG0004663	XP_006306692.1	El002G092950
OG0004664	XP_023644690.1	El002G092570
OG0004665	XP_006305129.1	El002G092340
OG0004666	XP_023645203.1	El002G091910
OG0004667	XP_023645329.1	El002G091770
OG0004668	XP_006304902.1	El002G091240
OG0004669	XP_006305894.1	El002G090670
OG0004670	XP_023644576.1	El002G089560
OG0004671	XP_006303497.2	El002G086960
OG0004672	XP_006287815.1	El001G067290
OG0004673	XP_006288951.1	El001G064550
OG0004674	XP_006286529.1	El001G063020
OG0004675	XP_006288938.2	El001G062920
OG0004676	XP_006287752.1	El001G062130
OG0004678	XP_006288577.1	El001G061260
OG0004679	XP_006286486.1	El001G050760
OG0004680	XP_006288621.2	El001G048790
OG0004681	XP_023633890.1, XP_006289338.1	El001G047290
OG0004682	XP_006280725.1	El007G345550, El007G345920, El007G345590, El007G345830, El007G345720
OG0004683	XP_006281210.1	El007G348650
OG0004684	XP_006279691.2	El007G348690
OG0004685	XP_006286669.1	El001G067910
OG0004686	XP_006280444.1	El007G350990
