Orthogroup	Capsella_rubella	Odontarrhena_muralis
OG0001337	XP_006280563.1	Om003G115730
OG0001337	XP_006283844.1	Om001G020770
OG0001338	XP_006281475.1	Om003G115720
OG0001339	XP_023636051.1	Om003G117680
OG0001340	XP_006287808.1, XP_006289730.1	Om004G164240, Om004G164210
OG0001341	XP_006287242.1	Om006G239760
OG0001341	XP_023636702.1	Om004G164720
OG0001342	XP_006288396.1	Om004G166010, Om004G166040
OG0001342	XP_006281510.1	Om006G232060
OG0001343	XP_006288079.1	Om004G167750
OG0001343	XP_006288023.2	Om006G237720
OG0001344	XP_006286032.1	Om001G000650
OG0001344	XP_006281584.2	Om008G361820
OG0001345	XP_006284518.1	Om001G002870
OG0001345	XP_006281087.1	Om008G358760
OG0001346	XP_023634937.1	Om001G006330
OG0001346	XP_006283416.1	Om001G006320
OG0001347	XP_006298854.1	Om002G042790
OG0001348	XP_006298248.1	Om002G084400
OG0001349	XP_006299063.2	Om002G084970
OG0001349	XP_006286288.1, XP_006283620.1	Om001G035900
OG0001350	XP_006294943.1	Om004G154140
OG0001350	XP_006285120.1	Om001G039050
OG0001351	XP_006285435.1	Om008G323820
OG0001351	XP_006279430.1	Om004G160700
OG0001352	XP_006289448.1	Om008G344590
OG0001353	XP_006280104.1	Om008G358330, Om008G358340
OG0001353	XP_006280075.1	Om008G358400, Om008G358390
OG0001354	XP_006291967.1	Om003G128220
OG0001354	XP_006293393.1	Om008G319360
OG0001355	XP_006291850.1	Om003G126260
OG0001355	XP_006295053.1	Om008G321560
OG0001356	XP_006292016.1	Om003G122470
OG0001357	XP_006292009.1	Om003G121180
OG0001358	XP_006295937.1	Om008G327570
OG0001358	XP_023638556.1	Om003G120700
OG0001359	XP_006291710.1	Om006G267220
OG0001359	XP_023633463.1	Om006G245720
OG0001360	XP_023645240.1	Om005G182650
OG0001360	XP_006293566.1	Om007G279210
OG0001361	XP_023639642.1	Om007G279070
OG0001361	XP_023645130.1	Om005G181940
OG0001362	XP_006297205.1	Om002G068640
OG0001362	XP_006293460.1	Om007G285120
OG0001363	XP_006285104.1	Om001G019430
OG0001364	XP_023637662.1	Om007G300390
OG0001364	XP_023642084.1	Om002G042910
OG0001365	XP_023642332.1	Om002G043000
OG0001365	XP_006288253.1	Om007G300260
OG0001366	XP_023636345.1	Om007G299050
OG0001366	XP_023641066.1	Om002G043770
OG0001367	XP_023645806.1, XP_006298146.1	Om002G049120
OG0001368	XP_006295898.1	Om003G093080, Om002G088450, Om007G307280, Om008G339570
OG0001368	XP_023637720.1	Om008G338180
OG0001370	XP_006305316.2	Om005G203190
OG0001370	XP_006302740.1	Om004G135860
OG0001372	XP_006296882.1	Om002G044560
OG0001372	XP_006286949.1	Om007G297490
OG0001373	XP_006305620.2	Om003G099110
OG0001373	XP_023641548.1	Om002G065230
OG0001374	XP_006303004.2	Om004G137820
OG0001374	XP_006304325.1	Om005G201480
OG0001375	XP_006304162.1	Om005G197110
OG0001375	XP_006302763.1	Om004G131490
OG0001376	XP_006299874.1	Om002G058580
OG0001376	XP_006305079.1	Om003G091280
OG0001377	XP_006298502.2	Om006G273910, Om006G273900
OG0001377	XP_023643867.1, XP_006298733.1	Om002G062970
OG0001378	XP_023645618.1	Om003G099550
OG0001379	XP_023641677.1	Om002G067520
OG0001379	XP_006306192.1	Om003G097120
OG0001380	XP_006303537.1	Om003G096990
OG0001380	XP_006298339.2	Om002G067680
OG0001381	XP_006305822.1, XP_023632798.1	Om005G190250
OG0001382	XP_006293793.1	Om004G154100
OG0001383	XP_006296148.1, XP_006285848.1	Om001G025430, Om001G025440
OG0001383	XP_006295963.1, XP_023635413.1, XP_006279734.1	Om008G337760
OG0001384	XP_006296304.2	Om005G226620
OG0001391	XP_023642754.1	Om002G055930
OG0001391	XP_006299183.1	Om002G055900, Om002G055910
OG0001392	XP_006285214.1	Om001G033620
OG0001392	XP_006299920.1	Om002G082830
OG0001393	XP_006296934.1	Om002G083710
OG0001393	XP_006283076.1	Om001G034290
OG0001394	XP_006303533.1, XP_023632746.1, XP_023644422.1	Om001G002780
OG0001395	XP_006284484.1	Om001G017560
OG0001395	XP_023638053.1	Om003G118160
OG0001397	XP_023645993.1	Om005G188800
OG0001397	XP_006300698.1	Om005G219700
OG0001398	XP_006290827.1	Om006G275330
OG0001398	XP_006307153.1	Om005G195600
OG0001399	XP_006290810.1	Om006G274430
OG0001399	XP_006306966.1	Om005G194500
OG0001400	XP_006305243.1	Om005G192980
OG0001401	XP_006282728.1	Om007G316150
OG0001401	XP_006288701.1	Om007G300200
OG0001402	XP_006285608.1	Om007G315710
OG0001403	XP_006302977.1	Om005G225360
OG0001403	XP_006304732.1	Om005G191810
OG0001404	XP_023643501.1	Om005G224870
OG0001404	XP_006304906.1	Om005G191440
OG0001405	XP_006287286.1	Om004G172430
OG0001405	XP_023642013.1	Om002G053760
OG0001406	XP_023634102.1	Om001G039040
OG0001406	XP_006289490.1	Om005G206430
OG0001407	XP_006282408.2	Om003G114110
OG0001407	XP_023634581.1	Om001G021830
OG0001409	XP_006280327.1	Om006G233910
OG0001409	XP_006287542.1	Om004G167300
OG0001410	XP_006279629.1	Om008G361440
OG0001410	XP_006283833.1	Om001G001020
OG0001411	XP_006284920.1	Om001G001800
OG0001412	XP_006284552.1	Om001G004560
OG0001412	XP_006281129.1	Om008G357580
OG0001413	XP_006282967.1	Om001G008170
OG0001414	XP_006305934.1, XP_006304333.1, XP_006304616.1, XP_006305802.1, XP_006305804.1, XP_006304338.1	Om001G012140, Om001G012130
OG0001415	XP_006294729.2	Om008G340660
OG0001415	XP_006305292.1	Om007G288810
OG0001416	XP_006303318.1	Om007G289920
OG0001417	XP_006283895.2	Om001G036800
OG0001417	XP_006294451.2	Om004G155350, Om004G152970
OG0001418	XP_006284338.1	Om001G040730
OG0001418	XP_023640012.1	Om004G155940
OG0001419	XP_006285712.1, XP_006290875.1	Om006G250550
OG0001419	XP_006290907.1	Om003G120220
OG0001420	XP_023636619.1, XP_006289661.1	Om008G354210
OG0001420	XP_006283446.1	Om001G008240
OG0001421	XP_006298722.1	Om002G071350
OG0001422	XP_023642104.1	Om002G047000
OG0001422	XP_006287445.1	Om007G293430
OG0001423	XP_006294803.1	Om008G322990
OG0001423	XP_006291683.1	Om003G124870
OG0001424	XP_006289048.1	Om004G173780
OG0001425	XP_006292595.1	Om006G268320
OG0001425	XP_006290165.1	Om006G242430
OG0001427	XP_023636327.1	Om004G158300
OG0001427	XP_006306065.1	Om005G178500
OG0001428	XP_006288563.1	Om004G159920
OG0001429	XP_006287709.1	Om004G159960
OG0001429	XP_006291070.1	Om003G128350
OG0001430	XP_006306324.1	Om005G181350
OG0001431	XP_006306675.1	Om005G181950
OG0001431	XP_006293603.2	Om007G279030
OG0001432	XP_023644997.1	Om005G183280
OG0001432	XP_006294593.2	Om007G280280
OG0001433	XP_006306356.1	Om005G184040
OG0001433	XP_023640159.1	Om007G281110
OG0001434	XP_023639929.1	Om007G282800
OG0001434	XP_006290197.1, XP_006288477.1	Om004G170770
OG0001435	XP_006305197.1	Om005G185610
OG0001435	XP_006294419.2	Om007G283330
OG0001436	XP_006287454.2	Om007G296660
OG0001436	XP_006297506.1	Om002G045150
OG0001437	XP_006286451.1	Om007G296370
OG0001437	XP_006297040.1	Om002G045350
OG0001438	XP_006288375.1	Om007G293250
OG0001438	XP_006298244.1	Om002G046680
OG0001439	XP_006302222.1	Om004G140270
OG0001439	XP_023644651.1	Om005G200110
OG0001440	XP_006304134.2	Om005G204130
OG0001440	XP_006302830.1	Om004G134810
OG0001441	XP_006302079.1	Om004G142990
OG0001441	XP_006306912.1	Om005G205040
OG0001442	XP_023643163.1	Om005G207110
OG0001442	XP_006304266.1	Om004G143360
OG0001443	XP_006302877.1	Om005G208910
OG0001444	XP_006285403.1, XP_006284509.1	Om007G286480, Om007G286460, Om007G286440, Om007G286470, Om007G286450
OG0001445	XP_006295733.1	Om005G189450
OG0001445	XP_006305859.1	Om005G189440
OG0001446	XP_006288700.1	Om004G168070
OG0001446	XP_006281136.1	Om006G237030
OG0001448	XP_023632613.1	Om003G090990
OG0001448	XP_006296703.2	Om002G058270
OG0001449	XP_006297279.1	Om002G059130
OG0001449	XP_006307084.1	Om003G091940
OG0001450	XP_006307088.1	Om003G091950
OG0001450	XP_006297218.2	Om002G059150
OG0001451	XP_023632742.1	Om003G093630
OG0001452	XP_006305156.2	Om003G093850
OG0001452	XP_006297968.1	Om002G060900
OG0001453	XP_006305405.2	Om003G094190
OG0001454	XP_006297987.1	Om002G061580
OG0001454	XP_006305213.1	Om003G094410
OG0001455	XP_006298433.2	Om002G063020
OG0001455	XP_006285439.2	Om003G100700
OG0001456	XP_023645944.1, XP_006298107.1	Om002G067510
OG0001456	XP_006303590.2	Om003G097130
OG0001457	XP_006298403.1	Om002G068010
OG0001457	XP_006304201.1	Om003G096780
OG0001459	XP_023632639.1	Om005G203490, Om005G203470
OG0001459	XP_023633029.1	Om005G203510
OG0001460	XP_006301361.2	Om007G282180
OG0001464	XP_006295293.1	Om001G025060
OG0001464	XP_006298861.1	Om002G086890
OG0001465	XP_006297002.1	Om002G086750
OG0001465	XP_006283123.1	Om001G025360
OG0001466	XP_023635066.1	Om001G027980
OG0001469	XP_006307511.1	Om007G292300
OG0001470	XP_006295043.1	Om008G338210
OG0001471	XP_006305166.1	Om005G189730
OG0001472	XP_006305701.1	Om005G195390
OG0001473	XP_006291104.1	Om006G274420
OG0001473	XP_006307552.1	Om005G194490
OG0001475	XP_006306083.1	Om005G191310
OG0001475	XP_006302557.1	Om005G224670
OG0001477	XP_006286817.1	Om004G169220
OG0001478	XP_006299535.1	Om002G052340
OG0001478	XP_006288928.1	Om004G174870
OG0001479	XP_006292086.2	Om003G124840
OG0001480	XP_006285021.1	Om007G285890
OG0001481	XP_006287229.1, XP_006299070.1, XP_006299602.1	Om004G161670
OG0001482	XP_006287910.1	Om004G164380
OG0001482	XP_006287805.1	Om006G239940
OG0001483	XP_006289462.1	Om006G239530
OG0001483	XP_006289898.1	Om004G165050
OG0001484	XP_006288922.1	Om004G165080
OG0001484	XP_006290133.1	Om006G239500
OG0001485	XP_006287587.1	Om004G167070
OG0001485	XP_006279782.1	Om006G233730
OG0001486	XP_006287344.1	Om004G167310
OG0001486	XP_023632564.1	Om006G233960
OG0001487	XP_006287875.1	Om006G237600
OG0001487	XP_006287855.1	Om004G167840
OG0001488	XP_006284521.1	Om001G000580
OG0001488	XP_006281094.1	Om008G362000
OG0001489	XP_006288225.1	Om008G353670
OG0001489	XP_006284145.1	Om001G008780
OG0001490	XP_006303421.1	Om007G289490
OG0001490	XP_006295225.1	Om008G340460
OG0001491	XP_006306337.1, XP_006303496.1, XP_006289244.1, XP_006289227.1, XP_006305700.1, XP_006305697.1, XP_006301053.1, XP_006300973.2, XP_006300349.1, XP_006303116.2, XP_006301316.1, XP_006301671.1, XP_006305962.1	Om007G296320, Om007G292820, Om007G290420, Om001G003260
OG0001492	XP_006284572.1	Om001G040700
OG0001493	XP_006307278.2	Om007G287820
OG0001493	XP_006280322.2	Om008G341470
OG0001494	XP_006287511.1, XP_006289973.1, XP_006289075.1, XP_006289361.1	Om008G352950, Om008G352970
OG0001495	XP_023634974.1	Om008G362610
OG0001495	XP_023635305.1	Om008G362600
OG0001496	XP_006300155.1	Om002G073340
OG0001496	XP_006285077.1	Om003G103910
OG0001497	XP_023634094.1	Om003G101750, Om005G195880
OG0001497	XP_023634429.1	Om003G101790, Om003G101760
OG0001498	XP_006307240.2	Om005G181210
OG0001499	XP_006295280.1, XP_006292085.1	Om008G319160
OG0001500	XP_006293775.1	Om008G319880
OG0001500	XP_006290670.1	Om003G127900
OG0001501	XP_023643335.1, XP_023640560.1	Om002G064990
OG0001501	XP_006294353.1	Om008G320300, Om003G094850
OG0001502	XP_006294752.1	Om008G323120
OG0001502	XP_006291654.1	Om003G124860
OG0001503	XP_006291137.1	Om003G124290
OG0001503	XP_006294223.1	Om008G323980
OG0001504	XP_023638784.1	Om003G123850
OG0001504	XP_023639705.1	Om008G325120
OG0001505	XP_006291828.2	Om003G123720
OG0001505	XP_006296176.1	Om008G325410
OG0001506	XP_006296628.1	Om002G051310
OG0001506	XP_006288787.1	Om004G176920
OG0001507	XP_006279711.1	Om006G246570
OG0001508	XP_006290939.1	Om006G261900
OG0001508	XP_006282257.2	Om006G234200
OG0001509	XP_006293213.1	Om006G259970
OG0001509	XP_006281630.1	Om006G231280
OG0001510	XP_006295428.1	Om007G280310
OG0001510	XP_023644998.1	Om005G183290
OG0001511	XP_006307105.2	Om005G185720
OG0001511	XP_006294153.2	Om007G283470
OG0001512	XP_006305035.1	Om005G186140
OG0001512	XP_006294376.1	Om007G284260
OG0001513	XP_006299222.1	Om002G042980
OG0001514	XP_006297596.1	Om002G045810
OG0001515	XP_023641237.1	Om002G048100
OG0001516	XP_006297037.1	Om002G049260
OG0001517	XP_006290794.2	Om006G251060
OG0001517	XP_006293865.1	Om008G330500
OG0001518	XP_006294993.1	Om008G330630
OG0001518	XP_006291832.1	Om006G251210
OG0001519	XP_006301608.1	Om004G140300
OG0001519	XP_023644650.1	Om005G200090
OG0001520	XP_006292140.1	Om006G263160
OG0001520	XP_006303470.1	Om005G200890
OG0001521	XP_006301355.1	Om004G135310
OG0001522	XP_006307013.1	Om005G205690
OG0001522	XP_006300840.1	Om005G206910
OG0001523	XP_006302420.2	Om005G207890
OG0001524	XP_006307562.1	Om008G358820
OG0001524	XP_006280543.1	Om006G236220
OG0001526	XP_006294712.1	Om003G126190
OG0001527	XP_006286429.1	Om007G301640
OG0001527	XP_006301096.1	Om004G130600
OG0001528	XP_006290223.1	Om007G300570
OG0001529	XP_006286742.2	Om005G191160
OG0001530	XP_006286221.1, XP_006284904.1, XP_006285660.1, XP_006301905.1, XP_006301987.1	Om001G041070
OG0001531	XP_006289845.1	Om004G170570
OG0001532	XP_006279862.1	Om006G247300
OG0001533	XP_006291841.1, XP_006292442.1	Om006G258630, Om006G258620
OG0001534	XP_006301366.1	Om004G132350, Om004G132360
OG0001535	XP_006303856.1	Om003G090220
OG0001535	XP_006299973.1	Om002G057550
OG0001536	XP_023641071.1	Om002G058050
OG0001536	XP_023645523.1	Om003G090860
OG0001537	XP_006304271.2	Om003G094070
OG0001537	XP_006298794.1	Om002G061210
OG0001538	XP_006299456.1	Om002G062610
OG0001538	XP_006307303.1	Om003G095130
OG0001539	XP_006300077.1	Om003G092250
OG0001540	XP_006295624.1, XP_006295542.1, XP_006295462.1	Om008G340100
OG0001541	XP_006300999.1	Om001G025840
OG0001541	XP_006292276.1	Om003G128290
OG0001544	XP_006283659.1	Om003G101460
OG0001544	XP_006286013.1, XP_006283666.1, XP_006285888.1	Om003G101450, Om006G250200, Om006G250210, Om003G101440, Om005G215050
OG0001545	XP_023643846.1	Om006G267500, Om008G358070
OG0001546	XP_006295253.1, XP_006295252.1, XP_006296743.1, XP_006298769.1	Om008G333560, Om008G333570, Om008G333580
OG0001547	XP_023642466.1	Om002G068490
OG0001549	XP_006299966.1	Om002G088380
OG0001549	XP_006285481.1	Om001G022730
OG0001551	XP_006283757.1	Om001G027710
OG0001551	XP_023639825.1	Om004G153310, Om018G373980
OG0001552	XP_023635599.1	Om001G028840
OG0001553	XP_006302097.2	Om005G221080
OG0001553	XP_006307174.1	Om005G189290
OG0001554	XP_006307297.1	Om005G190820
OG0001554	XP_006302163.1	Om005G223930
OG0001555	XP_006303139.1	Om005G192930
OG0001555	XP_006290515.1	Om006G273340
OG0001556	XP_006294859.1	Om008G336560
OG0001556	XP_006291577.2	Om006G272340
OG0001558	XP_023635793.1	Om004G172910
OG0001558	XP_006297351.1	Om002G053430
OG0001559	XP_006281810.1	Om003G107570
OG0001560	XP_006282073.1	Om005G199190, Om005G199900
OG0001561	XP_023633481.1, XP_023634859.1, XP_006283104.1	Om003G113700
OG0001562	XP_006281479.1	Om003G118300
OG0001562	XP_006289941.1	Om004G172250, Om003G118290
OG0001563	XP_006286943.1	Om006G241030
OG0001563	XP_006286948.1	Om004G162330
OG0001564	XP_006294922.1	Om008G335730
OG0001564	XP_006304179.2	Om008G325320, Om008G325290, Om005G202470
OG0001565	XP_006286625.1	Om004G168220
OG0001565	XP_006281801.1	Om006G236930
OG0001566	XP_006281452.1	Om008G358250
OG0001566	XP_006285874.1	Om001G003510
OG0001567	XP_006307171.1	Om001G013140
OG0001567	XP_006307120.1	Om001G013120
OG0001568	XP_023644907.1, XP_023644901.1, XP_023644906.1	Om007G289080, Om007G289090
OG0001569	XP_006295874.1	Om008G340300
OG0001569	XP_023644852.1	Om007G289800
OG0001570	XP_006291680.1	Om003G123760
OG0001570	XP_006305529.1	Om007G291650
OG0001571	XP_006297849.2	Om002G084010
OG0001572	XP_006284193.1	Om001G039360
OG0001573	XP_023634882.1	Om001G039820
OG0001574	XP_006282656.1	Om001G040780
OG0001574	XP_006294333.2	Om004G156020
OG0001575	XP_006294260.2	Om004G156180
OG0001575	XP_006283861.1	Om001G041040
OG0001576	XP_006285765.1, XP_006285704.1	Om001G029490, Om002G058950
OG0001577	XP_023634420.1	Om007G315560
OG0001578	XP_006281295.2	Om008G362670, Om006G237840
OG0001579	XP_006284050.1	Om001G000100
OG0001579	XP_006280749.1	Om008G362650
OG0001581	XP_006291395.1	Om003G128570
OG0001581	XP_023639788.1	Om008G319170
OG0001582	XP_006292699.1	Om003G124270
OG0001582	XP_006295189.1	Om008G324000
OG0001583	XP_023640740.1	Om008G326860
OG0001583	XP_006292285.1	Om003G121060
OG0001584	XP_023638989.1	Om003G120740
OG0001584	XP_023639714.1	Om008G327650
OG0001585	XP_006291106.2	Om003G120340
OG0001585	XP_006294271.1	Om008G327920
OG0001586	XP_006293779.1, XP_006287126.1	Om006G240880, Om006G240890, Om006G240900
OG0001587	XP_006287572.1	Om006G244320
OG0001587	XP_006287573.1	Om003G104890, Om003G104910
OG0001588	XP_006280838.1, XP_006291377.1	Om006G246680
OG0001589	XP_006291610.2	Om006G261670
OG0001590	XP_006290542.1	Om006G251960
OG0001590	XP_006279568.1	Om006G231330
OG0001591	XP_006303888.2	Om005G179700
OG0001591	XP_006286693.1	Om004G159940
OG0001592	XP_006305470.1, XP_006290397.1	Om005G180140
OG0001592	XP_023636547.1	Om004G160470, Om004G160460
OG0001593	XP_006296322.1	Om007G278260
OG0001593	XP_006306347.1	Om005G181680
OG0001594	XP_006304256.1	Om005G182480, Om005G182470
OG0001594	XP_006295112.1	Om007G279340
OG0001595	XP_006298029.2	Om002G044690
OG0001596	XP_006288472.1	Om007G296130
OG0001596	XP_006298362.1	Om002G045490
OG0001597	XP_006297778.1	Om002G048240
OG0001598	XP_006298105.2	Om002G048810
OG0001599	XP_023641754.1	Om001G034380
OG0001600	XP_006294225.1	Om008G336990
OG0001601	XP_006307384.1	Om005G199270
OG0001601	XP_006302202.1	Om004G141820
OG0001602	XP_006301025.1	Om004G135040
OG0001603	XP_006302004.1	Om005G207310
OG0001604	XP_006307377.1	Om004G143680
OG0001604	XP_023643683.1	Om005G207450
OG0001605	XP_006307677.2	Om004G143720
OG0001605	XP_006300462.1	Om005G207530
OG0001606	XP_006295962.2	Om004G152170
OG0001607	XP_006303182.1	Om005G192070
OG0001607	XP_006301487.1	Om005G225600
OG0001608	XP_023645609.1	Om005G190190, Om005G190200
OG0001609	XP_006286535.1	Om007G294970
OG0001609	XP_006304093.1	Om005G180160
OG0001610	XP_006286800.1	Om002G053700, Om004G172500
OG0001611	XP_006300537.2	Om004G137880
OG0001611	XP_006301452.2, XP_023643859.1, XP_023644037.1, XP_023643892.1	Om004G137870
OG0001612	XP_023642397.1	Om002G057420
OG0001612	XP_023645707.1	Om003G090050
OG0001613	XP_006304578.1	Om003G093520
OG0001613	XP_006299496.1	Om002G060570
OG0001614	XP_006304787.1	Om003G095940
OG0001614	XP_006300186.1	Om002G069020
OG0001615	XP_006295816.1	Om002G072780
OG0001615	XP_023644680.1	Om005G181000, Om005G184980
OG0001616	XP_006298120.1	Om002G084190
OG0001617	XP_006300000.1	Om002G087190
OG0001617	XP_006283576.2	Om001G024810
OG0001618	XP_006307187.2	Om003G089510
OG0001618	XP_006297501.1	Om002G056680
OG0001619	XP_006290839.1	Om006G255320
OG0001619	XP_006293975.1	Om008G337000
OG0001620	XP_006282484.2	Om001G001270, Om001G001210, Om001G001160, Om001G001290, Om001G001280, Om001G001170, Om001G001300, Om001G001150
OG0001624	XP_006300886.1	Om005G226870
OG0001624	XP_006301404.1	Om001G033040, Om005G227770
OG0001625	XP_023640420.1	Om008G327730
OG0001625	XP_023640851.1	Om008G327720
OG0001626	XP_006295443.1	Om008G331730, Om001G024570, Om003G093350, Om001G026690
OG0001627	XP_006304999.1	Om004G148280
OG0001629	XP_023638197.1	Om006G273430
OG0001630	XP_006296207.2, XP_006289200.2, XP_006293974.1	Om002G044480, Om002G044470, Om007G280110, Om007G280100
OG0001631	XP_006300894.1	Om005G211770
OG0001633	XP_006285231.1, XP_006284790.1, XP_006285984.2, XP_006282510.1	Om001G009140, Om001G009130
OG0001642	XP_006285322.1	Om001G031720
OG0001643	XP_023635078.1	Om001G033530
OG0001644	XP_006307589.1	Om005G189420
OG0001645	XP_023638627.1	Om006G273540, Om006G273530, Om003G100820, Om003G100810
OG0001646	XP_006290842.1	Om006G272500
OG0001646	XP_006307212.1	Om005G192600
OG0001647	XP_006285462.1	Om007G317750
OG0001647	XP_006290621.1	Om006G271590
OG0001648	XP_023635217.1	Om007G317430
OG0001648	XP_006291641.1	Om006G271360
OG0001649	XP_006284840.1	Om007G316180
OG0001650	XP_006290963.2	Om006G269250
OG0001650	XP_006283674.2	Om007G315230
OG0001651	XP_006280374.1	Om006G250370
OG0001652	XP_006297548.2	Om002G051680
OG0001652	XP_006289577.1	Om004G176210
OG0001653	XP_023641152.1	Om002G052460
OG0001654	XP_006287591.1	Om004G174290
OG0001654	XP_023642237.1, XP_006297503.1	Om002G052600
OG0001655	XP_006287509.1	Om004G171470
OG0001655	XP_006297404.2	Om002G054370
OG0001656	XP_006298580.1	Om002G056110
OG0001657	XP_006283830.1	Om001G019400
OG0001657	XP_006280607.1	Om003G116630
OG0001658	XP_006280442.1	Om003G117030
OG0001658	XP_023635146.1	Om001G018900
OG0001659	XP_006289803.1	Om004G168860, Om004G168870
OG0001659	XP_006286828.1	Om004G168880
