Orthogroup	Capsella_rubella	Cardamine_amara
OG0001026	XP_006299938.1	evm.model.RL_1.95
OG0001026	XP_006286712.1	evm.model.RL_4.2120
OG0001028	XP_023640564.1	evm.model.RL_6.2049
OG0001028	XP_006293038.1	evm.model.RL_7.855
OG0001029	XP_006307595.1	evm.model.RL_5.3564
OG0001029	XP_023643591.1	evm.model.RL_3.2167
OG0001030	XP_006303383.1	evm.model.RL_5.1813
OG0001030	XP_006302946.1	evm.model.RL_3.1974
OG0001031	XP_006304096.1	evm.model.RL_5.1826
OG0001031	XP_006302678.1	evm.model.RL_3.1986
OG0001032	XP_023643472.1	evm.model.RL_3.2070
OG0001032	XP_023645685.1	evm.model.RL_5.3640
OG0001033	XP_006289387.1	evm.model.RL_6.2269, evm.model.RL_6.971
OG0001034	XP_006303774.2	evm.model.RL_5.3439
OG0001035	XP_006298574.1	evm.model.RL_1.349
OG0001036	XP_006301184.2	evm.model.RL_3.2263_evm.model.RL_3.2264_evm.model.RL_3.2265.6.687c9761
OG0001037	XP_006300681.2	evm.model.RL_3.2379
OG0001037	XP_006292310.2	evm.model.RL_7.1809
OG0001038	XP_023641970.1	evm.model.RL_1.1203
OG0001038	XP_006297473.1	evm.model.RL_1.1204
OG0001038	XP_006299218.1	evm.model.RL_1.1202, evm.model.RL_1.1201
OG0001039	XP_006303709.1	evm.model.RL_5.2178
OG0001039	XP_006298905.1	evm.model.RL_1.1675
OG0001040	XP_006304800.1	evm.model.RL_5.1907
OG0001040	XP_006299444.1	evm.model.RL_1.2042
OG0001041	XP_023638534.1	evm.model.RL_7.1630
OG0001041	XP_023642032.1	evm.model.RL_1.3135
OG0001041	XP_006291527.1	evm.model.RL_7.1628
OG0001042	XP_006284918.1	evm.model.RL_4.656
OG0001043	XP_006306715.1	evm.model.RL_5.1891
OG0001044	XP_006291113.1	evm.model.RL_7.820
OG0001045	XP_006292246.2	evm.model.RL_7.1862, evm.model.RL_7.1863, evm.model.RL_7.1781
OG0001048	XP_006289954.2	evm.model.RL_4.3026
OG0001051	XP_006298365.1	evm.model.RL_1.2855
OG0001051	XP_006284366.1	evm.model.RL_2.3027
OG0001052	XP_006285097.1, XP_006285687.1	evm.model.RL_2.3036
OG0001053	XP_006300439.1	evm.model.RL_3.565
OG0001053	XP_006307214.1	evm.model.RL_5.857
OG0001054	XP_006302139.1	evm.model.RL_3.302
OG0001054	XP_006301036.1	evm.model.RL_3.300
OG0001054	XP_006300409.1	evm.model.RL_3.301
OG0001055	XP_006292601.1, XP_006292654.1	evm.model.RL_7.2495, evm.model.RL_7.2468
OG0001056	XP_006299831.1	evm.model.RL_1.953
OG0001056	XP_006289848.1	evm.model.RL_4.3093
OG0001057	XP_006282851.1	evm.model.RL_2.2283
OG0001057	XP_023635667.1	evm.model.RL_8.1507
OG0001058	XP_006284528.1	evm.model.RL_2.1269
OG0001058	XP_006299694.1	evm.model.RL_2.2934
OG0001058	XP_006284526.1	evm.model.RL_2.3110
OG0001060	XP_006283635.1	evm.model.RL_2.896
OG0001060	XP_006297468.2	evm.model.RL_1.2283
OG0001061	XP_006297743.1	evm.model.RL_1.2195
OG0001061	XP_006286054.2	evm.model.RL_2.977, evm.model.RL_2.976
OG0001062	XP_006282262.1	evm.model.RL_8.2716
OG0001062	XP_006294558.1	evm.model.RL_6.209
OG0001063	XP_006296568.2, XP_006296573.2, XP_006295398.1, XP_023642507.1	evm.model.RL_1.519
OG0001064	XP_006293761.1	evm.model.RL_6.1802
OG0001064	XP_006290660.1	evm.model.RL_7.1064, evm.model.RL_7.1062, evm.model.RL_7.1851, evm.model.RL_7.1063
OG0001065	XP_006293523.1	evm.model.RL_6.1862
OG0001065	XP_006292903.1	evm.model.RL_7.1043
OG0001066	XP_006294745.1	evm.model.RL_6.1861
OG0001066	XP_006291486.1	evm.model.RL_7.1042
OG0001067	XP_006301292.1	evm.model.RL_3.2305.2.687c84be
OG0001067	XP_006306582.1	evm.model.RL_5.1512
OG0001068	XP_006298231.1	evm.model.RL_1.394
OG0001068	XP_006302619.1	evm.model.RL_3.1631
OG0001069	XP_006302529.1	evm.model.RL_3.1920
OG0001069	XP_006305153.2	evm.model.RL_5.1770
OG0001070	XP_006307134.1	evm.model.RL_5.3236
OG0001070	XP_006302111.1	evm.model.RL_3.1246
OG0001070	XP_006297373.2	evm.model.RL_1.2931
OG0001071	XP_023645921.1	evm.model.RL_5.1253, evm.model.RL_5.1252
OG0001071	XP_006304041.1	evm.model.RL_5.1254
OG0001072	XP_006288673.1	evm.model.RL_4.1341
OG0001072	XP_006291856.1	evm.model.RL_7.1485, evm.model.RL_7.1490
OG0001073	XP_006300831.2	evm.model.RL_3.981
OG0001074	XP_006301381.2	evm.model.RL_3.1141
OG0001074	XP_023644319.1	evm.model.RL_3.1901
OG0001075	XP_006305705.1	evm.model.RL_5.3732
OG0001075	XP_006298673.1	evm.model.RL_1.1492
OG0001076	XP_006299659.1	evm.model.RL_1.1416
OG0001076	XP_006298488.1, XP_006299342.1	evm.model.RL_2.2967
OG0001079	XP_006296769.2	evm.model.RL_1.88
OG0001080	XP_006299230.1	evm.model.RL_6.2063
OG0001084	XP_006298073.1	evm.model.RL_1.3239
OG0001084	XP_006284041.1	evm.model.RL_2.2364
OG0001085	XP_023641161.1	evm.model.RL_1.3150
OG0001085	XP_006284715.1	evm.model.RL_2.2463
OG0001086	XP_006285500.1	evm.model.RL_2.2852
OG0001086	XP_006297239.1	evm.model.RL_1.2662
OG0001087	XP_006283828.1	evm.model.RL_2.2991, evm.model.RL_2.2992
OG0001088	XP_006291886.1	evm.model.RL_7.2239_evm.model.RL_7.2240
OG0001089	XP_006292798.1	evm.model.RL_7.2158, evm.model.RL_7.2156
OG0001089	XP_023638846.1	evm.model.RL_7.2159
OG0001090	XP_006299253.2	evm.model.RL_5.2336
OG0001091	XP_006290259.2	evm.model.RL_7.1499
OG0001091	XP_006279971.1	evm.model.RL_8.1196
OG0001092	XP_023636635.1	evm.model.RL_4.2863
OG0001092	XP_023636634.1	evm.model.RL_4.2864
OG0001093	XP_006289743.1	evm.model.RL_4.1716
OG0001093	XP_006289327.1	evm.model.RL_4.2368
OG0001094	XP_023637284.1	evm.model.RL_4.2578
OG0001094	XP_006280664.1	evm.model.RL_8.2606.4.687c8562
OG0001095	XP_006286071.1	evm.model.RL_2.776
OG0001095	XP_006282782.1	evm.model.RL_2.779
OG0001096	XP_006291542.1	evm.model.RL_7.550
OG0001096	XP_006294671.1	evm.model.RL_6.2325
OG0001097	XP_006281559.1	evm.model.RL_8.1983, evm.model.RL_8.1985
OG0001098	XP_006293030.1	evm.model.RL_7.1425
OG0001098	XP_006280412.1	evm.model.RL_8.2672
OG0001100	XP_006293411.2, XP_006295357.1, XP_006295278.2	evm.model.RL_6.1311
OG0001101	XP_006287272.1	evm.model.RL_4.2166
OG0001101	XP_006287274.1	evm.model.RL_1.62
OG0001102	XP_006297456.1	evm.model.RL_1.137
OG0001102	XP_023636384.1	evm.model.RL_4.2065
OG0001103	XP_006288726.1	evm.model.RL_4.980
OG0001103	XP_006298582.1	evm.model.RL_1.364
OG0001104	XP_006286591.2	evm.model.RL_4.989
OG0001104	XP_006298797.1	evm.model.RL_1.410.1.687c87ea
OG0001105	XP_006302834.1	evm.model.RL_3.2411
OG0001105	XP_006304205.1	evm.model.RL_5.1434.1.687c88b4
OG0001106	XP_006303394.1	evm.model.RL_5.1531
OG0001106	XP_006302954.1	evm.model.RL_3.2289
OG0001107	XP_006304270.1	evm.model.RL_5.1620
OG0001107	XP_006300331.1	evm.model.RL_3.1729
OG0001108	XP_006302076.1	evm.model.RL_3.1884
OG0001108	XP_006307129.1	evm.model.RL_5.1724
OG0001109	XP_006302119.2	evm.model.RL_3.2155
OG0001110	XP_006305575.1	evm.model.RL_5.3355
OG0001111	XP_006302876.2	evm.model.RL_3.1119
OG0001111	XP_023644968.1	evm.model.RL_5.3150.1.687c88c0
OG0001112	XP_006279892.1	evm.model.RL_4.930, evm.model.RL_4.899
OG0001115	XP_006301311.1	evm.model.RL_3.1636
OG0001115	XP_006305861.1	evm.model.RL_5.1574
OG0001116	XP_006305022.1	evm.model.RL_5.1917
OG0001116	XP_006296586.2	evm.model.RL_1.2034
OG0001117	XP_023635657.1	evm.model.RL_2.1109
OG0001120	XP_023635352.1	evm.model.RL_2.3116
OG0001120	XP_006299789.2	evm.model.RL_1.2960
OG0001121	XP_006295647.1, XP_023640571.1	evm.model.RL_8.1088, evm.model.RL_8.1100
OG0001121	XP_006281720.2	evm.model.RL_8.1380
OG0001124	XP_023642062.1	evm.model.RL_1.3221
OG0001124	XP_006281303.1, XP_006284740.1	evm.model.RL_8.719, evm.model.RL_2.2224.1.687c86e5
OG0001125	XP_006303624.1	evm.model.RL_5.2800
OG0001125	XP_006295691.1	evm.model.RL_6.1648, evm.model.RL_6.1647
OG0001127	XP_006307394.2	evm.model.RL_5.1306.2.687c88b3
OG0001127	XP_006290880.1	evm.model.RL_7.2608
OG0001128	XP_006292701.1	evm.model.RL_7.2474
OG0001128	XP_006303717.1	evm.model.RL_5.1202
OG0001129	XP_006291941.1	evm.model.RL_7.2143
OG0001130	XP_006292775.1	evm.model.RL_7.2038
OG0001130	XP_006282776.1	evm.model.RL_2.342
OG0001131	XP_023635615.1	evm.model.RL_2.2102
OG0001131	XP_006281423.1	evm.model.RL_8.1801
OG0001132	XP_006287710.1	evm.model.RL_4.3238
OG0001132	XP_006297659.1	evm.model.RL_1.879
OG0001133	XP_006284825.1	evm.model.RL_2.2202
OG0001133	XP_006281365.1	evm.model.RL_8.1609
OG0001134	XP_006288427.1, XP_006288428.1	evm.model.RL_4.2280, evm.model.RL_4.2281
OG0001135	XP_006281334.1	evm.model.RL_8.2570.2.687c8562
OG0001135	XP_006288924.1	evm.model.RL_4.2586.1.687c86da
OG0001136	XP_006285152.1	evm.model.RL_2.1338
OG0001136	XP_006281043.1	evm.model.RL_4.132
OG0001137	XP_006280421.1	evm.model.RL_4.299
OG0001137	XP_006283694.1	evm.model.RL_2.1485
OG0001138	XP_006284645.1	evm.model.RL_2.1727
OG0001138	XP_006296630.2	evm.model.RL_3.941
OG0001139	XP_006305779.1	evm.model.RL_5.3101
OG0001139	XP_006305784.1	evm.model.RL_5.3160
OG0001140	XP_006284661.1	evm.model.RL_2.3134
OG0001140	XP_006299674.1	evm.model.RL_1.2971
OG0001141	XP_023638799.1	evm.model.RL_2.424
OG0001142	XP_006298575.1	evm.model.RL_1.2167
OG0001142	XP_006282717.1	evm.model.RL_2.1010
OG0001143	XP_006294533.1	evm.model.RL_6.2645
OG0001143	XP_006291511.1	evm.model.RL_7.307
OG0001144	XP_023638438.1	evm.model.RL_7.352
OG0001145	XP_023642338.1	evm.model.RL_1.467
OG0001146	XP_006294641.1	evm.model.RL_6.2291
OG0001146	XP_006298175.1	evm.model.RL_1.939
OG0001147	XP_006287876.1	evm.model.RL_4.1695
OG0001148	XP_023637368.1	evm.model.RL_8.2539
OG0001148	XP_023640745.1	evm.model.RL_4.2615
OG0001149	XP_006293081.1	evm.model.RL_7.1270
OG0001149	XP_006282371.1	evm.model.RL_8.2824
OG0001150	XP_006290174.2	evm.model.RL_4.2029
OG0001150	XP_006298650.1	evm.model.RL_1.172
OG0001151	XP_006298735.1	evm.model.RL_1.618
OG0001151	XP_006281220.1	evm.model.RL_4.910
OG0001152	XP_006292679.1	evm.model.RL_7.749, evm.model.RL_2.774
OG0001152	XP_006293844.1	evm.model.RL_6.2180
OG0001153	XP_006295118.1	evm.model.RL_6.1726
OG0001154	XP_006302187.1	evm.model.RL_2.2538, evm.model.RL_3.1935
OG0001154	XP_006304733.1	evm.model.RL_5.1776
OG0001155	XP_006302577.1	evm.model.RL_3.2009
OG0001155	XP_023645353.1	evm.model.RL_5.1852
OG0001156	XP_006306890.1	evm.model.RL_5.3413
OG0001156	XP_006300899.1	evm.model.RL_3.1436
OG0001157	XP_006306761.2	evm.model.RL_5.1006
OG0001157	XP_023645613.1	evm.model.RL_5.997
OG0001158	XP_006302022.1	evm.model.RL_3.1469
OG0001158	XP_006306980.2	evm.model.RL_5.3448
OG0001159	XP_006301690.1	evm.model.RL_3.2075
OG0001159	XP_006301226.1	evm.model.RL_3.2074
OG0001160	XP_023645939.1	evm.model.RL_5.3932
OG0001160	XP_006298592.1	evm.model.RL_1.1253
OG0001161	XP_006297757.1	evm.model.RL_1.2039
OG0001161	XP_006307609.1	evm.model.RL_5.1911
OG0001162	XP_006306107.1, XP_006306489.1, XP_006303349.1	evm.model.RL_5.2099, evm.model.RL_5.2098
OG0001164	XP_006279864.1	evm.model.RL_8.2333
OG0001165	XP_023637381.1	evm.model.RL_4.2450
OG0001166	XP_023642840.1	evm.model.RL_3.386
OG0001169	XP_006280681.1	evm.model.RL_8.1508
OG0001170	XP_006298991.2	evm.model.RL_1.453
OG0001170	XP_023636813.1	evm.model.RL_4.1045.1.687c86d1
OG0001171	XP_006302971.1	evm.model.RL_3.403
OG0001172	XP_023638647.1	evm.model.RL_7.2515
OG0001172	XP_006303839.1	evm.model.RL_5.1229
OG0001173	XP_006283373.1	evm.model.RL_2.2130
OG0001173	XP_006302049.1	evm.model.RL_3.56
OG0001174	XP_006299590.1	evm.model.RL_1.986
OG0001174	XP_006289101.2	evm.model.RL_4.3033
OG0001175	XP_006281213.1	evm.model.RL_8.1695
OG0001176	XP_006280992.1	evm.model.RL_8.2629.2.687c8562
OG0001176	XP_006288536.1	evm.model.RL_4.2535
OG0001177	XP_006289277.1, XP_023637352.1	evm.model.RL_4.2754, evm.model.RL_4.2758
OG0001178	XP_006287698.1	evm.model.RL_4.2771
OG0001178	XP_006280431.1	evm.model.RL_8.2202
OG0001179	XP_006285388.1	evm.model.RL_2.1426
OG0001179	XP_006300268.2	evm.model.RL_1.2341
OG0001179	XP_006282938.2	evm.model.RL_2.834
OG0001180	XP_006283480.1	evm.model.RL_2.1518
OG0001180	XP_006280231.1	evm.model.RL_4.326, evm.model.RL_4.329
OG0001181	XP_006285476.1	evm.model.RL_2.1682
OG0001181	XP_023636874.1	evm.model.RL_8.446
OG0001182	XP_006294394.1	evm.model.RL_6.1496
OG0001182	XP_006305057.1	evm.model.RL_5.3024
OG0001183	XP_023634197.1	evm.model.RL_2.3102
OG0001183	XP_006297376.1	evm.model.RL_1.2951
OG0001184	XP_006294447.1	evm.model.RL_6.2804
OG0001185	XP_006291551.1	evm.model.RL_7.209
OG0001185	XP_006294723.1	evm.model.RL_6.2774
OG0001187	XP_023640447.1	evm.model.RL_6.1324
OG0001187	XP_006304851.1	evm.model.RL_5.386
OG0001188	XP_006286939.1	evm.model.RL_4.2897
OG0001188	XP_006293588.2	evm.model.RL_6.1106, evm.model.RL_6.1103, evm.model.RL_6.1081
OG0001189	XP_023641075.1	evm.model.RL_1.51.5.687c87e9
OG0001189	XP_006287684.1	evm.model.RL_4.2182
OG0001190	XP_006297091.1	evm.model.RL_1.314
OG0001190	XP_006287189.1	evm.model.RL_4.1830
OG0001191	XP_006288797.1	evm.model.RL_4.1037
OG0001191	XP_006296629.1	evm.model.RL_1.445
OG0001192	XP_006285325.1	evm.model.RL_2.1157
OG0001192	XP_006297392.1	evm.model.RL_3.719, evm.model.RL_1.613
OG0001193	XP_006290649.1	evm.model.RL_7.799
OG0001193	XP_006293364.2	evm.model.RL_6.2091
OG0001194	XP_006290813.1	evm.model.RL_7.769
OG0001194	XP_006297293.1	evm.model.RL_1.761
OG0001196	XP_006302679.1	evm.model.RL_3.1919
OG0001196	XP_006303306.1	evm.model.RL_5.1768.4.687c88b6
OG0001197	XP_006290657.1	evm.model.RL_7.925
OG0001198	XP_006289398.1	evm.model.RL_4.1070
OG0001200	XP_006289968.1	evm.model.RL_4.1661
OG0001201	XP_006288378.1	evm.model.RL_4.1362
OG0001202	XP_023638263.1	evm.model.RL_7.1368
OG0001202	XP_006291463.1	evm.model.RL_7.1434
OG0001202	XP_006292765.1	evm.model.RL_7.1435
OG0001203	XP_006284056.1	evm.model.RL_7.1922
OG0001205	XP_006305665.1	evm.model.RL_5.3779
OG0001205	XP_006298478.1	evm.model.RL_1.1439
OG0001206	XP_006297484.2, XP_006297485.1	evm.model.RL_1.1573, evm.model.RL_1.1574
OG0001207	XP_006284629.1	evm.model.RL_2.1156
OG0001207	XP_023642276.1	evm.model.RL_1.1613
OG0001208	XP_023645213.1	evm.model.RL_5.2092
OG0001208	XP_006298561.1	evm.model.RL_1.1794
OG0001209	XP_006303933.1	evm.model.RL_5.2069.3.687c88b9
OG0001210	XP_023642398.1	evm.model.RL_1.1917
OG0001210	XP_006305447.1	evm.model.RL_5.2009
OG0001217	XP_023634241.1, XP_023635002.1	evm.model.RL_2.1182, evm.model.RL_2.1061
OG0001218	XP_023642694.1	evm.model.RL_1.414
OG0001218	XP_006300056.2	evm.model.RL_1.432
OG0001222	XP_006285418.1	evm.model.RL_2.2623
OG0001222	XP_006294309.1	evm.model.RL_6.327
OG0001223	XP_006298926.2	evm.model.RL_1.2775
OG0001223	XP_023634395.1	evm.model.RL_2.2911
OG0001224	XP_023633143.1, XP_023633142.1	evm.model.RL_5.782.1.687c88af
OG0001224	XP_023643750.1	evm.model.RL_3.697
OG0001225	XP_023637777.1, XP_006290672.1, XP_006290677.1	evm.model.RL_7.2344
OG0001226	XP_023638614.1, XP_023639202.1, XP_006291278.2	evm.model.RL_7.2215
OG0001226	XP_006291401.1	evm.model.RL_7.2214
OG0001227	XP_023641438.1	evm.model.RL_1.866
OG0001227	XP_006288343.1	evm.model.RL_4.3256.3.687c86dd
OG0001229	XP_006279883.2	evm.model.RL_8.1764
OG0001229	XP_023645176.1	evm.model.RL_8.1767, evm.model.RL_8.1766
OG0001230	XP_006282301.1	evm.model.RL_8.2251
OG0001230	XP_006286992.1	evm.model.RL_4.2814
OG0001231	XP_006279688.1	evm.model.RL_8.2262
OG0001231	XP_006289257.1	evm.model.RL_4.2818
OG0001232	XP_006283578.1	evm.model.RL_2.1447
OG0001233	XP_006286135.1	evm.model.RL_2.1798
OG0001233	XP_006287663.1	evm.model.RL_8.584
OG0001234	XP_006302934.1	evm.model.RL_3.1960
OG0001234	XP_006281232.1	evm.model.RL_4.587
OG0001235	XP_006297928.2	evm.model.RL_1.2924
OG0001235	XP_006284044.1	evm.model.RL_2.3067
OG0001236	XP_023635533.1	evm.model.RL_2.1048, evm.model.RL_2.1124
OG0001236	XP_006293904.1	evm.model.RL_6.1321
OG0001237	XP_023640459.1	evm.model.RL_6.2736
OG0001237	XP_006290645.1	evm.model.RL_7.233
OG0001238	XP_006296425.1	evm.model.RL_6.2726
OG0001238	XP_006292212.1	evm.model.RL_7.248
OG0001239	XP_006290798.1	evm.model.RL_7.366
OG0001239	XP_006293880.1	evm.model.RL_6.2540
OG0001241	XP_006294749.1	evm.model.RL_6.2485
OG0001241	XP_006296125.1	evm.model.RL_6.2484
OG0001242	XP_023636164.1	evm.model.RL_4.3208
OG0001242	XP_023641150.1	evm.model.RL_1.891
OG0001243	XP_006287335.1	evm.model.RL_4.1692
OG0001243	XP_023645967.1, XP_006301879.1	evm.model.RL_3.1106
OG0001244	XP_006281856.1	evm.model.RL_8.1492, evm.model.RL_8.1490_evm.model.RL_8.1491.1.687c97c0
OG0001244	XP_006288083.1, XP_006288078.1, XP_006306312.2	evm.model.RL_4.1606, evm.model.RL_4.1607
OG0001245	XP_006291804.1	evm.model.RL_7.1290
OG0001245	XP_023640090.1	evm.model.RL_8.2812.1.687c8563
OG0001246	XP_023637179.1	evm.model.RL_8.209
OG0001247	XP_006288913.1	evm.model.RL_8.314
OG0001247	XP_006298847.1	evm.model.RL_1.706
OG0001248	XP_006293626.1, XP_023639500.1, XP_006295787.1, XP_023636994.1	evm.model.RL_5.602
OG0001249	XP_023640924.1	evm.model.RL_6.1950
OG0001250	XP_023636865.1	evm.model.RL_4.2088
OG0001250	XP_023642185.1	evm.model.RL_1.119
OG0001251	XP_006298399.1	evm.model.RL_1.142
OG0001251	XP_006288512.1	evm.model.RL_4.2059
OG0001252	XP_023641061.1	evm.model.RL_1.176
OG0001252	XP_006298279.1	evm.model.RL_1.175
OG0001253	XP_006299753.1	evm.model.RL_1.487
OG0001253	XP_006290150.1	evm.model.RL_4.1069
OG0001254	XP_006307613.1	evm.model.RL_5.1926
OG0001254	XP_023640683.1	evm.model.RL_6.1673
OG0001255	XP_006303023.1	evm.model.RL_3.2240
OG0001255	XP_006304326.1	evm.model.RL_5.1560
OG0001256	XP_006302536.2	evm.model.RL_3.1666
OG0001256	XP_006304061.1	evm.model.RL_5.1590
OG0001257	XP_006301877.1	evm.model.RL_3.1724
OG0001257	XP_006303840.1	evm.model.RL_5.1613
OG0001258	XP_006303044.1	evm.model.RL_3.1879
OG0001259	XP_006305608.1	evm.model.RL_5.1789
OG0001259	XP_006302820.1	evm.model.RL_3.1941
OG0001261	XP_006307508.1	evm.model.RL_5.1275
OG0001261	XP_006291051.1	evm.model.RL_7.2564
OG0001262	XP_006307338.1	evm.model.RL_5.1265
OG0001263	XP_023645485.1	evm.model.RL_5.1088
OG0001263	XP_006300839.1	evm.model.RL_3.227
OG0001264	XP_006299300.1	evm.model.RL_1.1247
OG0001264	XP_006306349.1	evm.model.RL_5.3939
OG0001265	XP_006307147.1	evm.model.RL_5.1915
OG0001265	XP_006297313.1	evm.model.RL_1.2036
OG0001267	XP_006280269.1	evm.model.RL_4.424
OG0001268	XP_023633067.1	evm.model.RL_5.3304
OG0001269	XP_023644761.1	evm.model.RL_5.2990
OG0001274	XP_006296025.1	evm.model.RL_6.320
OG0001274	XP_006282685.1	evm.model.RL_2.2611
OG0001275	XP_023645467.1	evm.model.RL_5.3676
OG0001275	XP_006283612.1	evm.model.RL_2.3032
OG0001276	XP_006305525.1	evm.model.RL_5.975
OG0001278	XP_006296728.1	evm.model.RL_1.2502
OG0001279	XP_006286494.1	evm.model.RL_4.2124
OG0001279	XP_006297525.1	evm.model.RL_1.92
OG0001280	XP_023638413.1	evm.model.RL_7.2122
OG0001280	XP_006283825.1	evm.model.RL_2.274
OG0001281	XP_006303083.1	evm.model.RL_3.62
OG0001282	XP_006283991.1	evm.model.RL_2.2133
OG0001282	XP_006280600.1	evm.model.RL_8.1760
OG0001283	XP_023638231.1, XP_006295648.1	evm.model.RL_7.669, evm.model.RL_6.2246
OG0001284	XP_006280300.1	evm.model.RL_8.1082
OG0001284	XP_023633586.1	evm.model.RL_8.2362
OG0001285	XP_006281006.1	evm.model.RL_8.1534
OG0001286	XP_006280637.1	evm.model.RL_8.1594
OG0001287	XP_006283406.1	evm.model.RL_2.2195
OG0001287	XP_006280225.1	evm.model.RL_8.1616
OG0001288	XP_006287989.1	evm.model.RL_4.2448
OG0001288	XP_006287976.1	evm.model.RL_4.1192
OG0001289	XP_006282678.1	evm.model.RL_2.1299, evm.model.RL_2.1345
OG0001289	XP_006282206.1	evm.model.RL_6.2673, evm.model.RL_4.71
OG0001290	XP_006288443.1	evm.model.RL_8.661
OG0001290	XP_023634587.1	evm.model.RL_2.1877
OG0001291	XP_006303476.1	evm.model.RL_5.2667
OG0001292	XP_006294683.1	evm.model.RL_6.1094
OG0001292	XP_006298213.1	evm.model.RL_1.86
OG0001293	XP_006291606.1	evm.model.RL_7.434
OG0001294	XP_006296223.1	evm.model.RL_6.136
OG0001294	XP_006283476.1	evm.model.RL_2.3344
OG0001295	XP_006286326.2, XP_006286262.1, XP_006285922.1	evm.model.RL_2.345
OG0001296	XP_006293363.1	evm.model.RL_6.178
OG0001296	XP_006293777.1	evm.model.RL_6.1601
OG0001297	XP_023637512.1, XP_006287657.1	evm.model.RL_8.459
OG0001297	XP_023635922.1	evm.model.RL_8.458
OG0001298	XP_023634244.1	evm.model.RL_2.1012
OG0001298	XP_006298685.1	evm.model.RL_1.2165
OG0001299	XP_006293869.1	evm.model.RL_6.2818
OG0001299	XP_006293871.1	evm.model.RL_6.2817
OG0001300	XP_006291482.1	evm.model.RL_7.540
OG0001300	XP_006294608.1	evm.model.RL_6.2360
OG0001301	XP_006290821.1	evm.model.RL_7.566
OG0001301	XP_023639545.1	evm.model.RL_6.2344
OG0001302	XP_023635129.1	evm.model.RL_8.2695
OG0001302	XP_006292824.1	evm.model.RL_7.1396
OG0001302	XP_006291909.1	evm.model.RL_7.1397
OG0001303	XP_006287814.1	evm.model.RL_8.21
OG0001303	XP_006295696.1	evm.model.RL_6.2662
OG0001304	XP_006305673.1	evm.model.RL_5.641
OG0001304	XP_006294934.1	evm.model.RL_6.956
OG0001305	XP_023641989.1	evm.model.RL_1.464
OG0001305	XP_006289311.1	evm.model.RL_4.1051
OG0001306	XP_006298162.1	evm.model.RL_1.484
OG0001307	XP_006298688.1	evm.model.RL_1.689
OG0001307	XP_006298680.1	evm.model.RL_1.690
OG0001309	XP_006294669.1	evm.model.RL_6.1897
OG0001309	XP_006292744.1	evm.model.RL_7.980
OG0001310	XP_006307407.1	evm.model.RL_5.1528
OG0001310	XP_006302220.1	evm.model.RL_3.2290
OG0001311	XP_023636558.1	evm.model.RL_4.993
OG0001311	XP_023636377.1	evm.model.RL_4.996, evm.model.RL_4.997
OG0001312	XP_006298644.1	evm.model.RL_1.663
OG0001312	XP_006279695.1	evm.model.RL_4.837
OG0001313	XP_006302859.1	evm.model.RL_3.1208
OG0001314	XP_006297676.1	evm.model.RL_1.1243
OG0001314	XP_006307505.1	evm.model.RL_5.3949.1.687c88c6
OG0001315	XP_006297003.1	evm.model.RL_1.1499
OG0001315	XP_006306783.2	evm.model.RL_5.3719
OG0001316	XP_006303597.2, XP_006303675.1	evm.model.RL_5.2189
OG0001316	XP_006297985.1	evm.model.RL_1.1663
OG0001317	XP_006300082.1	evm.model.RL_1.1913
OG0001318	XP_006284675.2	evm.model.RL_2.1142, evm.model.RL_2.1144
OG0001319	XP_006291962.1	evm.model.RL_7.1086
OG0001320	XP_006284860.2	evm.model.RL_3.1499, evm.model.RL_2.2862
OG0001321	XP_006281663.1, XP_006301874.2	evm.model.RL_3.455, evm.model.RL_3.453
OG0001323	XP_006283807.1	evm.model.RL_2.2152
OG0001328	XP_006286014.1	evm.model.RL_2.2657
OG0001328	XP_006294291.1	evm.model.RL_6.350
OG0001330	XP_006297360.1	evm.model.RL_1.2910
OG0001330	XP_006283444.1	evm.model.RL_2.3056
OG0001331	XP_023643321.1	evm.model.RL_3.667, evm.model.RL_3.668
OG0001331	XP_023643298.1	evm.model.RL_3.1034
OG0001332	XP_023643602.1	evm.model.RL_3.590.1.687c84ba
