Orthogroup	Cochlearia_excelsa	Rorippa_islandica
OG0001977	g24655	Roisl.0075s0070.1.p
OG0001977	g46973	Roisl.0053s0272.1.p
OG0001978	g36070, g15600, g45810, g37948, g36026	Roisl.0075s0200.1.p
OG0001978	g7878	Roisl.0016s0166.1.p
OG0001979	g6555	Roisl.0075s0207.1.p
OG0001979	g13451, g11771	Roisl.0053s0399.1.p
OG0001980	g24513	Roisl.0002s0268.1.p
OG0001980	g11784	Roisl.0115s0642.1.p
OG0001981	g7000, g17615	Roisl.0074s0282.1.p
OG0001982	g2169	Roisl.0046s1611.1.p
OG0001982	g51877	Roisl.0028s0607.1.p
OG0001983	g36974	Roisl.0209s0339.1.p
OG0001984	g27205	Roisl.0011s0444.1.p, Roisl.0021s0381.1.p
OG0001985	g10981	Roisl.0005s0292.1.p
OG0001985	g17446	Roisl.0091s0404.1.p
OG0001986	g28069	Roisl.0006s0035.1.p
OG0001987	g28047	Roisl.0006s0154.1.p
OG0001987	g11904	Roisl.0115s0385.1.p
OG0001988	g54217	Roisl.0006s0215.1.p
OG0001988	g13379	Roisl.0115s0455.1.p
OG0001989	g7041	Roisl.0074s0334.1.p
OG0001989	g54255	Roisl.0006s0288.1.p
OG0001991	g10470, g10471, g6406, g11312	Roisl.0214s0178.1.p
OG0001992	g17511	Roisl.0091s0541.1.p
OG0001992	g40646	Roisl.0005s0115.1.p
OG0001993	g49357	Roisl.0210s0139.1.p
OG0001994	g23930	Roisl.0213s0529.1.p
OG0001994	g47448	Roisl.0091s0028.1.p
OG0001995	g23963	Roisl.0091s0090.1.p
OG0001997	g40466	Roisl.0082s0276.1.p
OG0001997	g24023	Roisl.0091s0203.1.p
OG0001998	g37767	Roisl.0067s0022.1.p
OG0001999	g52248	Roisl.0028s0036.1.p
OG0002000	g37582	Roisl.0028s0077.1.p, Roisl.0018s0175.1.p
OG0002001	g18808	Roisl.0018s0172.1.p
OG0002002	g1939	Roisl.0018s0117.1.p
OG0002002	g37539	Roisl.0028s0161.1.p
OG0002003	g27120, g31253	Roisl.0021s0113.1.p
OG0002003	g2053	Roisl.0026s0095.1.p
OG0002004	g52000	Roisl.0028s0462.1.p
OG0002004	g2089	Roisl.0026s0163.1.p
OG0002005	g23613	Roisl.0022s0440.1.p
OG0002005	g924	Roisl.0031s0129.1.p
OG0002006	g8164, g44896, g15510, g40541, g32946, g32943, g32940, g36011, g25540, g39497, g654, g25344, g25463, g40542, g10604, g36010, g32955, g35253, g34271, g15653, g15652, g36904, g6520, g15643, g53167, g11931, g35475, g43397, g48857, g8165, g16493, g35732, g21123, g35733, g26792, g22225, g16492, g36361, g32954, g23504, g15511, g34999, g53060	Roisl.0058s0066.1.p
OG0002007	g38110	Roisl.0017s0257.1.p
OG0002007	g50972	Roisl.0017s0256.1.p
OG0002008	g37283, g37282, g38090	Roisl.0017s0220.1.p
OG0002009	g51704	Roisl.0017s0181.1.p
OG0002011	g38546	Roisl.0063s0043.1.p
OG0002011	g18328	Roisl.0115s0714.1.p
OG0002012	g40276	Roisl.0020s0047.1.p
OG0002013	g12542	Roisl.0039s0095.1.p
OG0002013	g4799	Roisl.0046s0365.1.p
OG0002014	g37747	Roisl.0067s0052.1.p
OG0002015	g37734	Roisl.0067s0060.1.p
OG0002015	g18717	Roisl.0018s0402.1.p
OG0002016	g17760, g39393, g6237	Roisl.0074s0604.1.p, Roisl.0080s0832.1.p, Roisl.0074s0227.1.p
OG0002017	g37430	Roisl.0028s0410.1.p
OG0002017	g2046	Roisl.0026s0086.1.p
OG0002020	g12049	Roisl.0074s0225.1.p
OG0002020	g13276	Roisl.0074s0226.1.p
OG0002021	g6956	Roisl.0074s0216.1.p
OG0002021	g36277	Roisl.0013s0145.1.p
OG0002022	g12048	Roisl.0074s0199.1.p
OG0002022	g42129, g36285	Roisl.0013s0127.1.p
OG0002023	g10355	Roisl.0184s0206.1.p
OG0002023	g16897	Roisl.0022s0084.1.p
OG0002024	g16744	Roisl.0210s2210.1.p
OG0002025	g11827	Roisl.0115s0578.1.p
OG0002025	g17705	Roisl.0002s0219.1.p
OG0002026	g29065	Roisl.0210s1572.1.p, Roisl.0210s1574.1.p
OG0002027	g39488	Roisl.0191s0521.1.p
OG0002027	g30740	Roisl.0210s0084.1.p
OG0002028	g39467	Roisl.0191s0561.1.p, Roisl.0210s0102.1.p
OG0002029	g39466	Roisl.0191s0562.1.p
OG0002029	g30746, g49328	Roisl.0210s0103.1.p
OG0002030	g39548	Roisl.0210s0195.1.p, Roisl.0191s0660.1.p
OG0002031	g30937	Roisl.0091s0812.1.p
OG0002031	g26959, g45340, g4568	Roisl.0091s0808.1.p
OG0002032	g41103	Roisl.0008s0060.1.p
OG0002033	g31259	Roisl.0021s0123.1.p
OG0002033	g41026	Roisl.0214s0618.1.p
OG0002034	g49770	Roisl.0021s0201.1.p
OG0002034	g27146	Roisl.0209s0724.1.p
OG0002035	g27168	Roisl.0021s0249.1.p
OG0002035	g44204	Roisl.0209s0638.1.p
OG0002036	g31397, g49842	Roisl.0010s0100.1.p, Roisl.0021s0352.1.p
OG0002037	g31424, g49863, g27208	Roisl.0021s0401.1.p
OG0002038	g49916, g31542, g27282	Roisl.0007s0673.1.p
OG0002039	g31612	Roisl.0007s0569.1.p
OG0002041	g32066	Roisl.0191s0161.1.p
OG0002041	g45875, g44687	Roisl.0019s0458.1.p
OG0002042	g40832	Roisl.0050s0068.1.p
OG0002043	g18367	Roisl.0209s0298.1.p
OG0002044	g14084	Roisl.0066s0286.1.p
OG0002045	g47833	Roisl.0003s0341.1.p
OG0002045	g38293	Roisl.0082s0468.1.p
OG0002047	g11362	Roisl.0046s0987.1.p, Roisl.0046s0986.1.p
OG0002052	g15908	Roisl.0012s0278.1.p
OG0002056	g1223	Roisl.0080s0408.1.p
OG0002056	g19519, g2803	Roisl.0209s0431.1.p
OG0002057	g9836	Roisl.0024s0162.1.p
OG0002058	g29033	Roisl.0210s1525.1.p
OG0002058	g12617	Roisl.0016s0331.1.p
OG0002059	g29032	Roisl.0210s1522.1.p
OG0002059	g4935	Roisl.0210s1161.1.p
OG0002060	g4937	Roisl.0210s1514.1.p
OG0002060	g29027	Roisl.0210s1502.1.p
OG0002061	g7825, g12774	Roisl.0016s0279.1.p
OG0002062	g5019	Roisl.0210s1384.1.p
OG0002062	g29168, g12668	Roisl.0016s0232.1.p
OG0002063	g29193	Roisl.0210s1342.1.p
OG0002064	g5059	Roisl.0210s1322.1.p
OG0002065	g7868	Roisl.0016s0183.1.p
OG0002065	g29204	Roisl.0210s1302.1.p
OG0002066	g7873	Roisl.0016s0175.1.p
OG0002066	g29213	Roisl.0210s1291.1.p
OG0002067	g5190	Roisl.0209s0202.1.p, Roisl.0210s1140.1.p, Roisl.0016s0043.1.p
OG0002068	g29347	Roisl.0210s1050.1.p
OG0002068	g7306	Roisl.0074s0757.1.p
OG0002069	g45613, g32260	Roisl.0015s0088.1.p
OG0002070	g619	Roisl.0046s0268.1.p
OG0002070	g29430	Roisl.0210s0887.1.p
OG0002072	g29539, g5438	Roisl.0210s0701.1.p
OG0002073	g29556, g45516	Roisl.0210s0661.1.p
OG0002074	g9910	Roisl.0080s0131.1.p
OG0002075	g39629	Roisl.0082s0367.1.p
OG0002075	g30820	Roisl.0210s0274.1.p
OG0002076	g40076	Roisl.0082s0542.1.p
OG0002076	g53433	Roisl.0082s0543.1.p
OG0002077	g40047	Roisl.0082s0588.1.p
OG0002077	g49604, g31098	Roisl.0091s1083.1.p
OG0002078	g30935	Roisl.0091s0806.1.p
OG0002078	g51282	Roisl.0017s0451.1.p
OG0002079	g30925	Roisl.0091s0786.1.p
OG0002079	g39788, g37923	Roisl.0017s0423.1.p
OG0002080	g49433	Roisl.0210s0321.1.p
OG0002080	g39681	Roisl.0012s0231.1.p
OG0002081	g37031	Roisl.0214s0315.1.p
OG0002082	g31522	Roisl.0007s0712.1.p
OG0002082	g10694	Roisl.0011s0173.1.p
OG0002083	g18262	Roisl.0024s0597.1.p
OG0002083	g13956	Roisl.0066s0062.1.p
OG0002084	g9681	Roisl.0046s0934.1.p, Roisl.0024s0521.1.p
OG0002085	g9733	Roisl.0024s0379.1.p
OG0002087	g19395	Roisl.0046s0892.1.p
OG0002087	g553	Roisl.0046s0144.1.p
OG0002088	g18082, g18081	Roisl.0046s0153.1.p, Roisl.0046s0156.1.p, Roisl.0046s0155.1.p, Roisl.0046s0154.1.p, Roisl.0046s0150.1.p
OG0002089	g11551	Roisl.0087s0020.1.p
OG0002089	g28930	Roisl.0210s1777.1.p
OG0002090	g41340, g3071	Roisl.0210s1955.1.p, Roisl.0027s0096.1.p
OG0002091	g28757	Roisl.0080s0304.1.p
OG0002092	g23725	Roisl.0022s0252.1.p
OG0002092	g28623	Roisl.0080s0585.1.p
OG0002093	g28590	Roisl.0022s0270.1.p
OG0002093	g1091	Roisl.0080s0613.1.p
OG0002094	g23702	Roisl.0022s0299.1.p
OG0002095	g47603	Roisl.0022s0336.1.p
OG0002095	g28513	Roisl.0080s0804.1.p
OG0002096	g979	Roisl.0080s0850.1.p
OG0002096	g23661	Roisl.0022s0369.1.p
OG0002097	g39602	Roisl.0082s0406.1.p
OG0002097	g49398	Roisl.0210s0247.1.p
OG0002098	g25483	Roisl.0001s0038.1.p
OG0002099	g29709, g45430, g5627	Roisl.0042s0089.1.p
OG0002100	g5815	Roisl.0034s0086.1.p
OG0002101	g12765	Roisl.0016s0253.1.p
OG0002101	g44736	Roisl.0189s0104.1.p
OG0002103	g19275, g19265	Roisl.0214s0654.1.p
OG0002103	g49932	Roisl.0007s0613.1.p
OG0002104	g27312, g31616	Roisl.0007s0560.1.p
OG0002105	g31640	Roisl.0007s0515.1.p
OG0002105	g44309	Roisl.0115s0156.1.p
OG0002106	g31650	Roisl.0007s0491.1.p
OG0002106	g44328	Roisl.0115s0200.1.p
OG0002107	g31652	Roisl.0007s0488.1.p, Roisl.0115s0206.1.p
OG0002108	g46505	Roisl.0115s0209.1.p
OG0002108	g27341	Roisl.0007s0485.1.p
OG0002110	g31994	Roisl.0049s0048.1.p
OG0002111	g31965	Roisl.0007s0021.1.p
OG0002111	g46303	Roisl.0004s0222.1.p
OG0002112	g36724	Roisl.0021s0532.1.p
OG0002112	g13173	Roisl.0074s0655.1.p
OG0002113	g36719	Roisl.0021s0542.1.p
OG0002113	g7240	Roisl.0074s0650.1.p
OG0002114	g7228	Roisl.0074s0632.1.p
OG0002114	g27983	Roisl.0006s0541.1.p
OG0002115	g41650	Roisl.0019s0805.1.p
OG0002115	g32254	Roisl.0015s0079.1.p
OG0002116	g11743	Roisl.0075s0099.1.p, Roisl.0053s0298.1.p
OG0002117	g24531	Roisl.0075s0183.1.p
OG0002117	g6539	Roisl.0053s0363.1.p
OG0002118	g24527	Roisl.0075s0201.1.p
OG0002119	g13407	Roisl.0115s0561.1.p
OG0002120	g17106	Roisl.0189s0251.1.p
OG0002121	g17502	Roisl.0091s0519.1.p
OG0002121	g24464	Roisl.0002s0168.1.p
OG0002122	g24441	Roisl.0002s0142.1.p, Roisl.0115s0499.1.p
OG0002123	g50880	Roisl.0204s0166.1.p
OG0002124	g31714	Roisl.0007s0375.1.p
OG0002124	g46015	Roisl.0019s0220.1.p
OG0002125	g47694	Roisl.0044s0063.1.p
OG0002127	g10506, g1611	Roisl.0011s0516.1.p
OG0002128	g40571, g10975	Roisl.0005s0286.1.p
OG0002128	g17449	Roisl.0091s0407.1.p
OG0002129	g36507	Roisl.0006s0206.1.p
OG0002129	g6690	Roisl.0115s0442.1.p
OG0002130	g12113	Roisl.0074s0380.1.p
OG0002131	g37101	Roisl.0028s0878.1.p
OG0002132	g10360	Roisl.0188s0084.1.p
OG0002133	g23880	Roisl.0008s0176.1.p, Roisl.0008s0177.1.p
OG0002134	g14234	Roisl.0001s0043.1.p
OG0002134	g6154	Roisl.0045s0036.1.p
OG0002135	g6127	Roisl.0066s0319.1.p
OG0002136	g47482, g23861	Roisl.0008s0203.1.p, Roisl.0213s0645.1.p
OG0002137	g40342	Roisl.0213s0640.1.p
OG0002138	g23269	Roisl.0003s0268.1.p
OG0002138	g38326	Roisl.0023s0109.1.p
OG0002140	g24083, g24555	Roisl.0075s0153.1.p
OG0002141	g11025	Roisl.0091s0310.1.p
OG0002143	g17392	Roisl.0091s0223.1.p
OG0002143	g40475	Roisl.0082s0305.1.p
OG0002144	g25851	Roisl.0060s0010.1.p
OG0002144	g50771	Roisl.0210s2105.1.p
OG0002146	g37663	Roisl.0035s0106.1.p
OG0002146	g1824	Roisl.0018s0296.1.p
OG0002147	g1841	Roisl.0018s0279.1.p
OG0002147	g37647, g52297	Roisl.0035s0134.1.p
OG0002148	g1884	Roisl.0018s0213.1.p
OG0002149	g18838	Roisl.0018s0142.1.p
OG0002149	g1927, g1926	Roisl.0018s0141.1.p
OG0002150	g18966	Roisl.0026s0083.1.p
OG0002150	g38175	Roisl.0028s0419.1.p
OG0002151	g19008, g2060	Roisl.0026s0213.1.p
OG0002152	g51975	Roisl.0028s0507.1.p
OG0002153	g2145	Roisl.0046s1646.1.p
OG0002154	g51729	Roisl.0017s0228.1.p
OG0002155	g51628	Roisl.0017s0051.1.p
OG0002155	g2359, g19201	Roisl.0046s1312.1.p
OG0002156	g28429	Roisl.0031s0130.1.p
OG0002156	g47641, g23614	Roisl.0022s0439.1.p
OG0002157	g12070	Roisl.0074s0256.1.p
OG0002157	g47133	Roisl.0002s0064.1.p
OG0002158	g24698	Roisl.0058s0019.1.p
OG0002158	g11723	Roisl.0053s0232.1.p
OG0002160	g44890	Roisl.0019s0810.1.p
OG0002160	g32256	Roisl.0015s0082.1.p
OG0002161	g50394	Roisl.0191s0464.1.p
OG0002162	g5992	Roisl.0066s0028.1.p
OG0002162	g47744	Roisl.0003s0041.1.p
OG0002164	g37343, g51846	Roisl.0017s0391.1.p
OG0002165	g38071	Roisl.0017s0092.1.p
OG0002166	g22223	Roisl.0009s0303.1.p
OG0002167	g18324	Roisl.0115s0710.1.p
OG0002168	g38531	Roisl.0082s0142.1.p
OG0002168	g18310	Roisl.0115s0691.1.p
OG0002169	g18309, g22686	Roisl.0115s0687.1.p
OG0002170	g36937	Roisl.0046s0622.1.p
OG0002170	g38519	Roisl.0046s0656.1.p
OG0002171	g40302, g42642, g25783	Roisl.0020s0112.1.p, Roisl.0020s0116.1.p
OG0002172	g10159	Roisl.0046s0456.1.p
OG0002172	g7734	Roisl.0039s0010.1.p
OG0002174	g37626, g52274	Roisl.0035s0175.1.p
OG0002176	g10122	Roisl.0046s0354.1.p
OG0002177	g7618, g10219	Roisl.0036s0060.1.p
OG0002178	g12955	Roisl.0014s0130.1.p
OG0002178	g7608	Roisl.0079s0104.1.p
OG0002179	g7544, g12417	Roisl.0079s0220.1.p
OG0002179	g7545	Roisl.0079s0219.1.p
OG0002180	g13134	Roisl.0074s0790.1.p
OG0002180	g29658	Roisl.0210s0409.1.p
OG0002181	g13285	Roisl.0013s0126.1.p
OG0002181	g12047	Roisl.0074s0198.1.p
OG0002182	g12020	Roisl.0074s0122.1.p
OG0002184	g6813	Roisl.0074s0001.1.p
OG0002185	g10384	Roisl.0188s0091.1.p
OG0002185	g16885	Roisl.0009s0297.1.p
OG0002186	g13427	Roisl.0115s0604.1.p, Roisl.0002s0242.1.p
OG0002187	g46853	Roisl.0053s0107.1.p
OG0002187	g18061	Roisl.0021s0630.1.p
OG0002189	g51549	Roisl.0028s1013.1.p
OG0002190	g51867	Roisl.0017s0410.1.p
OG0002191	g49504	Roisl.0091s0816.1.p
OG0002192	g27110	Roisl.0021s0088.1.p
OG0002193	g38257, g28145	Roisl.0214s0680.1.p
OG0002193	g31248	Roisl.0021s0095.1.p
OG0002194	g49729	Roisl.0021s0110.1.p
OG0002195	g53350	Roisl.0214s0539.1.p
OG0002195	g27131	Roisl.0021s0170.1.p
OG0002196	g49818, g31375	Roisl.0021s0321.1.p
OG0002197	g49929	Roisl.0007s0629.1.p
OG0002198	g45900	Roisl.0019s0418.1.p
OG0002199	g44665	Roisl.0019s0423.1.p
OG0002199	g50277	Roisl.0191s0139.1.p
OG0002200	g45908	Roisl.0019s0409.1.p
OG0002202	g40755	Roisl.0050s0035.1.p
OG0002203	g23465	Roisl.0044s0104.1.p
OG0002203	g17006, g13810	Roisl.0214s0367.1.p
OG0002205	g42006, g45045	Roisl.0209s0049.1.p
OG0002206	g46175, g44490	Roisl.0004s0402.1.p, Roisl.0007s0201.1.p
OG0002207	g36957	Roisl.0204s0154.1.p
OG0002208	g22832	Roisl.0001s0376.1.p, Roisl.0046s0506.1.p
OG0002209	g23145	Roisl.0008s0340.1.p
OG0002210	g23109	Roisl.0001s0024.1.p
OG0002210	g14309	Roisl.0047s0026.1.p
OG0002211	g47017	Roisl.0075s0093.1.p
OG0002211	g6494	Roisl.0053s0293.1.p
OG0002212	g50409	Roisl.0015s0100.1.p
OG0002213	g23671, g47607	Roisl.0022s0351.1.p
OG0002214	g13653	Roisl.0024s0084.1.p, Roisl.0024s0055.1.p, Roisl.0024s0054.1.p, Roisl.0024s0069.1.p
OG0002214	g46751	Roisl.0046s0030.1.p, Roisl.0046s0028.1.p
OG0002216	g47814	Roisl.0003s0253.1.p
OG0002217	g27729, g48049	Roisl.0214s0888.1.p, Roisl.0214s0505.1.p
OG0002217	g8581	Roisl.0185s0045.1.p
OG0002217	g42172, g42135	Roisl.0188s0021.1.p
OG0002217	g53130, g3154, g15034, g16155, g32934	Roisl.0204s0195.1.p
OG0002217	g21110	Roisl.0053s0035.1.p, Roisl.0082s0060.1.p
OG0002217	g15604, g11221, g11218, g2749	Roisl.0006s0131.1.p
OG0002217	g48331, g35787, g48332, g43717, g48130	Roisl.0215s0021.1.p
OG0002221	g27782	Roisl.0209s0163.1.p, Roisl.0028s0941.1.p
OG0002223	g29130	Roisl.0210s1444.1.p
OG0002224	g41151	Roisl.0214s0088.1.p
OG0002224	g23824	Roisl.0022s0108.1.p
OG0002225	g29301	Roisl.0210s1162.1.p, Roisl.0016s0058.1.p
OG0002226	g45628, g5240	Roisl.0210s1079.1.p, Roisl.0213s0664.1.p, Roisl.0053s0034.1.p
OG0002227	g49688, g31120, g31121	Roisl.0091s1128.1.p
OG0002228	g49584	Roisl.0091s1059.1.p
OG0002229	g39822	Roisl.0017s0455.1.p
OG0002229	g49503	Roisl.0091s0813.1.p
OG0002230	g39724	Roisl.0012s0121.1.p
OG0002231	g39712	Roisl.0012s0168.1.p
OG0002232	g11058	Roisl.0012s0253.1.p
OG0002232	g39672, g49428	Roisl.0210s0311.1.p
OG0002233	g45264	Roisl.0082s0321.1.p
OG0002234	g1337	Roisl.0189s0249.1.p, Roisl.0022s0157.1.p
OG0002235	g23785	Roisl.0022s0164.1.p
OG0002235	g50545	Roisl.0213s0317.1.p
OG0002236	g41207	Roisl.0189s0142.1.p, Roisl.0189s0140.1.p
OG0002236	g47550	Roisl.0022s0201.1.p
OG0002238	g27696	Roisl.0213s0284.1.p
OG0002239	g27717, g32495	Roisl.0213s0346.1.p
OG0002240	g50595	Roisl.0213s0426.1.p
OG0002240	g37140	Roisl.0028s0984.1.p
OG0002241	g32613	Roisl.0209s0186.1.p
OG0002241	g37134	Roisl.0028s0957.1.p
OG0002242	g9662	Roisl.0024s0558.1.p
OG0002242	g2586	Roisl.0046s0970.1.p
OG0002243	g29632	Roisl.0210s0471.1.p
OG0002244	g451	Roisl.0080s0185.1.p
OG0002245	g37552	Roisl.0028s0141.1.p
OG0002246	g721	Roisl.0071s0018.1.p, Roisl.0115s0171.1.p
OG0002247	g11520	Roisl.0208s0040.1.p
OG0002249	g28760	Roisl.0080s0300.1.p
OG0002249	g19567	Roisl.0209s0314.1.p
OG0002250	g1211	Roisl.0080s0422.1.p
OG0002250	g12732	Roisl.0016s0078.1.p
OG0002251	g39303	Roisl.0080s0541.1.p
OG0002251	g47558	Roisl.0022s0231.1.p
OG0002252	g17139	Roisl.0022s0285.1.p
OG0002252	g1078	Roisl.0080s0652.1.p
OG0002253	g23659, g47614	Roisl.0080s0857.1.p, Roisl.0022s0373.1.p
OG0002254	g30809	Roisl.0210s0246.1.p
OG0002254	g39599	Roisl.0082s0410.1.p
OG0002255	g14096	Roisl.0066s0316.1.p
OG0002255	g23978	Roisl.0091s0133.1.p
OG0002256	g12325	Roisl.0074s0876.1.p
OG0002256	g5622	Roisl.0042s0085.1.p
OG0002257	g7400	Roisl.0074s0911.1.p
OG0002257	g45426	Roisl.0042s0130.1.p
OG0002258	g51723	Roisl.0017s0211.1.p
OG0002259	g5764	Roisl.0030s0007.1.p
OG0002260	g45288, g51706	Roisl.0017s0184.1.p
OG0002261	g46659	Roisl.0009s0143.1.p
OG0002261	g10512	Roisl.0011s0512.1.p
OG0002262	g49938, g27299	Roisl.0007s0594.1.p
OG0002264	g46557	Roisl.0115s0118.1.p
OG0002264	g31622	Roisl.0007s0544.1.p
OG0002265	g50229	Roisl.0191s0050.1.p
OG0002266	g46385	Roisl.0004s0124.1.p
OG0002266	g50222	Roisl.0191s0033.1.p
OG0002267	g44376	Roisl.0004s0201.1.p
OG0002267	g31984	Roisl.0049s0039.1.p
OG0002268	g27459	Roisl.0007s0090.1.p
OG0002268	g46256	Roisl.0004s0274.1.p
OG0002269	g46205	Roisl.0004s0346.1.p
OG0002269	g50096	Roisl.0007s0158.1.p
OG0002270	g31869	Roisl.0007s0167.1.p
OG0002270	g46197	Roisl.0004s0357.1.p
OG0002271	g1940	Roisl.0018s0115.1.p
OG0002271	g54315	Roisl.0021s0530.1.p
OG0002272	g7239	Roisl.0074s0648.1.p
OG0002272	g54318	Roisl.0021s0543.1.p
OG0002273	g54321, g36711	Roisl.0021s0558.1.p
OG0002274	g47045	Roisl.0075s0181.1.p
OG0002275	g47047	Roisl.0075s0194.1.p
OG0002275	g47046	Roisl.0075s0193.1.p
OG0002276	g46062	Roisl.0019s0143.1.p
OG0002276	g31741	Roisl.0007s0338.1.p
OG0002277	g45777	Roisl.0019s0631.1.p
OG0002279	g17024, g23530	Roisl.0044s0022.1.p
OG0002280	g16842	Roisl.0009s0197.1.p
OG0002280	g10468	Roisl.0011s0560.1.p
OG0002281	g10496	Roisl.0011s0528.1.p
OG0002282	g49874	Roisl.0021s0442.1.p
OG0002282	g10592, g1582	Roisl.0011s0374.1.p
OG0002283	g36414	Roisl.0006s0055.1.p
OG0002284	g7043	Roisl.0074s0336.1.p
OG0002285	g37085	Roisl.0028s0839.1.p
OG0002287	g17570	Roisl.0091s0689.1.p
OG0002287	g51540	Roisl.0028s0995.1.p
OG0002288	g10926	Roisl.0005s0125.1.p
OG0002288	g17515	Roisl.0091s0534.1.p
OG0002289	g24269	Roisl.0091s0604.1.p
OG0002290	g7422	Roisl.0074s0955.1.p
OG0002291	g19359, g2555	Roisl.0046s0999.1.p
OG0002291	g53842	Roisl.0179s0073.1.p
OG0002293	g28329	Roisl.0189s0243.1.p
OG0002294	g40506	Roisl.0012s0327.1.p
OG0002295	g40246	Roisl.0032s0071.1.p, Roisl.0007s0674.1.p
OG0002296	g17561, g24313	Roisl.0091s0666.1.p
OG0002297	g18757	Roisl.0018s0447.1.p
OG0002298	g52281	Roisl.0035s0166.1.p
OG0002298	g11169	Roisl.0018s0240.1.p
OG0002299	g18994	Roisl.0026s0173.1.p
OG0002299	g51994	Roisl.0028s0474.1.p
OG0002300	g38150	Roisl.0028s0545.1.p
OG0002301	g51865	Roisl.0017s0407.1.p
OG0002301	g2175	Roisl.0046s1596.1.p
OG0002302	g51779	Roisl.0017s0324.1.p
OG0002302	g37319	Roisl.0046s1521.1.p
OG0002303	g2240	Roisl.0046s1497.1.p
OG0002303	g37314	Roisl.0017s0300.1.p
OG0002304	g15801	Roisl.0191s0282.1.p
OG0002305	g18347	Roisl.0115s0739.1.p
OG0002305	g41582	Roisl.0019s0761.1.p
OG0002306	g30888	Roisl.0091s0748.1.p
OG0002306	g40422	Roisl.0082s0174.1.p
OG0002307	g22694	Roisl.0188s0109.1.p, Roisl.0082s0121.1.p
OG0002308	g22763	Roisl.0001s0465.1.p
OG0002308	g38497	Roisl.0046s0602.1.p
OG0002309	g35932, g35931	Roisl.0210s2144.1.p
OG0002310	g40316	Roisl.0057s0002.1.p
OG0002312	g24251	Roisl.0091s0575.1.p, Roisl.0005s0056.1.p
OG0002313	g10201	Roisl.0198s0032.1.p
OG0002315	g12038	Roisl.0074s0178.1.p
OG0002315	g54074	Roisl.0013s0114.1.p
OG0002316	g12032	Roisl.0074s0161.1.p
OG0002317	g36327	Roisl.0013s0100.1.p
OG0002317	g13295	Roisl.0074s0152.1.p
OG0002318	g6884	Roisl.0074s0099.1.p
OG0002318	g54097	Roisl.0013s0073.1.p
OG0002319	g2900, g2901	Roisl.0209s0334.1.p
OG0002320	g49301	Roisl.0210s0053.1.p
OG0002321	g25370	Roisl.0191s0508.1.p
OG0002322	g25364	Roisl.0191s0476.1.p
OG0002322	g49305, g49307	Roisl.0210s0064.1.p
OG0002323	g30775	Roisl.0210s0182.1.p
OG0002324	g31068, g49564	Roisl.0091s1025.1.p, Roisl.0091s1022.1.p
OG0002325	g31144	Roisl.0189s0046.1.p, Roisl.0091s1173.1.p
OG0002326	g44090	Roisl.0214s0671.1.p
OG0002327	g27279	Roisl.0007s0688.1.p, Roisl.0007s0689.1.p
OG0002328	g46536	Roisl.0115s0158.1.p
OG0002329	g31644	Roisl.0007s0503.1.p
OG0002330	g50002	Roisl.0007s0381.1.p
OG0002331	g50043	Roisl.0007s0291.1.p, Roisl.0004s0517.1.p
OG0002332	g44514	Roisl.0004s0443.1.p
OG0002333	g45962	Roisl.0019s0293.1.p
OG0002333	g27521	Roisl.0191s0086.1.p
OG0002334	g50304	Roisl.0191s0220.1.p
OG0002334	g32086	Roisl.0019s0505.1.p
OG0002335	g50327	Roisl.0191s0276.1.p
OG0002336	g40927	Roisl.0209s0584.1.p
OG0002336	g44209	Roisl.0209s0580.1.p
OG0002337	g44102	Roisl.0214s0647.1.p, Roisl.0214s0648.1.p
OG0002338	g40709	Roisl.0005s0026.1.p
OG0002339	g14044	Roisl.0066s0227.1.p, Roisl.0066s0226.1.p
OG0002340	g47892	Roisl.0066s0329.1.p
OG0002340	g23061	Roisl.0001s0077.1.p
OG0002341	g23166	Roisl.0043s0025.1.p
OG0002342	g6158	Roisl.0045s0060.1.p
OG0002342	g18193	Roisl.0008s0357.1.p
OG0002343	g23316	Roisl.0003s0173.1.p
OG0002344	g23318	Roisl.0003s0172.1.p
OG0002344	g38364	Roisl.0051s0044.1.p
OG0002345	g23358	Roisl.0003s0118.1.p
OG0002346	g39368	Roisl.0080s0780.1.p
OG0002346	g17125, g23682	Roisl.0022s0327.1.p
OG0002352	g47745	Roisl.0003s0052.1.p, Roisl.0003s0053.1.p
OG0002353	g29137	Roisl.0210s1436.1.p
OG0002353	g12649	Roisl.0016s0265.1.p
OG0002354	g45746	Roisl.0210s1406.1.p
OG0002354	g7835	Roisl.0016s0247.1.p
OG0002355	g29152	Roisl.0210s1404.1.p, Roisl.0210s1405.1.p
OG0002356	g5029, g29180	Roisl.0210s1366.1.p, Roisl.0016s0224.1.p
OG0002357	g29212	Roisl.0210s1292.1.p
OG0002357	g5704	Roisl.0030s0136.1.p
OG0002358	g29241	Roisl.0016s0141.1.p, Roisl.0210s1256.1.p
OG0002360	g29376	Roisl.0210s0997.1.p, Roisl.0015s0089.1.p
OG0002361	g10040	Roisl.0046s0186.1.p
OG0002361	g29472	Roisl.0210s0807.1.p
OG0002362	g9741	Roisl.0024s0373.1.p
OG0002362	g202	Roisl.0210s0705.1.p
OG0002363	g280	Roisl.0024s0244.1.p
OG0002364	g496	Roisl.0210s2025.1.p
OG0002364	g5495	Roisl.0210s0600.1.p
