Orthogroup	Cochlearia_excelsa	Arabidopsis_arenosa
OG0004735	g4038, g4919, g29043	jg5686
OG0004736	g19282	jg15099
OG0004737	g2442	jg15095
OG0004738	g28354, g1311	jg21870, jg20679
OG0004739	g49287, g30727	jg28408
OG0004740	g25395, g39471	jg8121
OG0004741	g30801	jg28609
OG0004742	g10862	jg20287
OG0004744	g49530, g30971, g30966	jg28952
OG0004745	g19212, g49551	jg29020
OG0004746	g31045	jg29062
OG0004747	g31097	jg29160
OG0004749	g27019	jg29167
OG0004750	g27027, g49674, g31123	jg29214
OG0004751	g27060	jg29260
OG0004752	g31158	jg29265
OG0004753	g49714	jg29368
OG0004754	g31180	jg29300
OG0004755	g31210, g49697	jg29340
OG0004756	g49719	jg29374
OG0004757	g31708	jg1113
OG0004758	g31235	jg29383
OG0004759	g49721	jg29385
OG0004760	g49724	jg29400
OG0004761	g31266	jg29460, jg2653
OG0004762	g50318, g50320, g50319	jg30985
OG0004763	g31358	jg29657
OG0004764	g49825, g31391	jg29699
OG0004766	g31410, g49848	jg29743
OG0004767	g27222, g31454	jg29802
OG0004768	g49893	jg29842, jg29843, jg29840
OG0004769	g49936	jg30021
OG0004770	g49941, g27304, g31601	jg30032
OG0004771	g31641	jg30112
OG0004772	g31659, g49979	jg30153, jg30176, jg30164
OG0004773	g31716	jg30280
OG0004774	g50015, g31723, g27383	jg30297
OG0004776	g27409, g31786	jg30375
OG0004777	g27414	jg30386
OG0004778	g50108	jg30516
OG0004779	g13612	jg3441, jg3442
OG0004781	g45929	jg2785
OG0004782	g45880, g44680	jg2692
OG0004783	g45876	jg2688
OG0004785	g44006	jg1331
OG0004787	g36340	jg33049, jg32941
OG0004788	g22765	jg8504
OG0004789	g22912	jg8670
OG0004790	g18253	jg8690
OG0004791	g18234, g22972	jg8759
OG0004792	g22991	jg8792
OG0004793	g23100, g47878	jg8918
OG0004794	g23236	jg9101
OG0004795	g23212	jg9087
OG0004797	g47848	jg9004
OG0004798	g23307, g16943	jg9221
OG0004799	g6485, g11733	jg26678
OG0004800	g13479, g6472	jg21317, jg21325, jg26698
OG0004801	g45996	jg2877
OG0004802	g45993	jg2870
OG0004803	g45957	jg2856
OG0004804	g45969	jg2833
OG0004805	g50298, g32097	jg30925
OG0004806	g50359	jg12839
OG0004807	g50362, g32153	jg31095
OG0004808	g47490, g23847	jg10063
OG0004809	g47650, g23584	jg9644
OG0004810	g17050	jg9609
OG0004815	g18742	jg16359
OG0004815	g31969	jg30657
OG0004816	g8767, g48048, g30412, g8565, g30482, g8582, g8774, g8584, g30484, g30459, g8564, g8766, g30469, g8765, g8566, g30470, g8549, g8583, g30483, g26230, g6379	jg32444
OG0004818	g7570	jg24731
OG0004819	g1516, g10735	jg13020
OG0004820	g10394	jg13679
OG0004821	g2889	jg14418
OG0004823	g10169	jg6799, jg6798
OG0004826	g47575, g17147	jg9850
OG0004827	g17206	jg10025
OG0004830	g41241	jg21994
OG0004831	g20668, g8101, g48724	jg242
OG0004832	g52894, g15647, g42678, g41715, g52373, g26637, g35917	jg245
OG0004847	g2812, g19526	jg14490
OG0004848	g11407, g2797	jg14519
OG0004849	g963	jg22252
OG0004850	g10792	jg12943
OG0004851	g10723	jg13038
OG0004852	g29013	jg5617
OG0004853	g29008, g29010, g41496	jg5614
OG0004854	g4989, g28987	jg5585
OG0004856	g29145	jg5549
OG0004857	g45736	jg5483
OG0004858	g13265	jg25729
OG0004859	g5053	jg5453
OG0004860	g5245, g29337	jg5188
OG0004861	g45699	jg5381
OG0004862	g45686	jg5340
OG0004863	g5137, g45680	jg5334
OG0004865	g5149	jg21961, jg21964, jg30441
OG0004867	g5188	jg5261
OG0004868	g29320, g5210, g5212	jg5228
OG0004869	g5226, g45634	jg5213
OG0004870	g29329	jg5202
OG0004871	g10218	jg21509
OG0004872	g45621, g29356	jg5155
OG0004873	g5276	jg5147
OG0004874	g29368, g5285	jg5136
OG0004875	g5287, g29382	jg5132
OG0004876	g7265	jg25270
OG0004877	g29391	jg5097
OG0004878	g5325, g29405	jg5054
OG0004879	g29423	jg5028
OG0004880	g5357	jg5011
OG0004882	g5362, g29429	jg5002
OG0004883	g29476, g5400	jg4909
OG0004884	g29520, g5429	jg4833
OG0004885	g29537, g5437	jg4812
OG0004886	g5455	jg4757
OG0004887	g5469	jg4743
OG0004888	g5472	jg4740
OG0004889	g45502, g29578, g5494	jg4707
OG0004890	g29584	jg4698
OG0004891	g45486, g29613	jg4612
OG0004892	g10563	jg13344
OG0004893	g39646, g45189	jg7935
OG0004894	g23804	jg9970
OG0004895	g17185, g23805	jg9973
OG0004896	g23808	jg9977
OG0004898	g40126	jg17598
OG0004899	g40026, g37842	jg17823
OG0004900	g51087, g40025	jg17825
OG0004901	g51160	jg17960
OG0004902	g39935	jg18060
OG0004903	g39927	jg18066
OG0004904	g51217, g39908	jg18095
OG0004905	g39902	jg18101
OG0004906	g39853	jg18186
OG0004907	g51272	jg18253
OG0004908	g51294	jg18287
OG0004909	g51360, g39740	jg18444
OG0004910	g39690	jg20795
OG0004911	g39671, g3038, g3045, g11057	jg20763
OG0004912	g23764	jg9926
OG0004913	g36260, g54010	jg32806
OG0004914	g50450	jg31337
OG0004915	g32321	jg31340
OG0004916	g32351, g50474	jg31373
OG0004917	g46803, g18123	jg31467, jg12201
OG0004918	g23691	jg9799
OG0004919	g50511	jg31481
OG0004920	g50530	jg31574
OG0004922	g27754	jg31733, jg2670
OG0004923	g27748	jg31747
OG0004924	g50653	jg31906
OG0004925	g64	jg23676
OG0004926	g9674, g93	jg23640
OG0004927	g9684, g110	jg23620
OG0004928	g127, g9696	jg23600
OG0004930	g164	jg23531
OG0004931	g28349	jg21851
OG0004932	g258	jg23393
OG0004933	g274	jg23355
OG0004934	g362	jg23191
OG0004935	g446, g9942	jg23032
OG0004936	g9944	jg23025
OG0004937	g480	jg6177
OG0004938	g18585	jg6210
OG0004939	g38321	jg17161
OG0004940	g642	jg5815
OG0004941	g29115	jg5803
OG0004942	g673	jg5850
OG0004943	g28944, g709	jg5889
OG0004944	g716	jg5901
OG0004945	g41400	jg5916
OG0004947	g729	jg5932
OG0004948	g735	jg5937
OG0004949	g28916	jg5945
OG0004950	g775	jg6012
OG0004951	g28872	jg6047
OG0004952	g41360	jg6049
OG0004954	g39231	jg14445
OG0004955	g1231, g28709	jg22809
OG0004956	g1213	jg22785
OG0004957	g1210	jg22782
OG0004958	g1195	jg22765
OG0004959	g1187, g28724	jg22759
OG0004960	g1159	jg22737
OG0004961	g28688	jg22719
OG0004962	g28668	jg22693
OG0004963	g28635, g1100	jg22632
OG0004964	g1094, g39329	jg22590
OG0004965	g28532, g1037	jg22431
OG0004966	g28529, g1036, g39360	jg22423
OG0004967	g39404, g970	jg22292
OG0004969	g2625	jg14796
OG0004970	g45245, g39594	jg7955
OG0004971	g5542, g29628	jg4585
OG0004972	g46782	jg12212
OG0004972	g46789	jg29850
OG0004973	g5608	jg4383
OG0004975	g5614, g29701	jg25088
OG0004976	g5632	jg4312, jg4477
OG0004977	g29729	jg4296
OG0004978	g29746, g45416	jg4269
OG0004979	g5685, g45403	jg4198
OG0004980	g29808	jg4136
OG0004983	g5732	jg4081
OG0004984	g46663	jg12686
OG0004985	g46661	jg12689
OG0004986	g46824, g46815	jg12747
OG0004987	g16782, g16780, g16775	jg12772
OG0004988	g36612	jg33524
OG0004989	g31591	jg30020
OG0004990	g46585	jg3733
OG0004991	g44288	jg3724
OG0004992	g46573	jg3716
OG0004994	g46562	jg3696
OG0004995	g46553	jg3685
OG0004996	g46541	jg3667
OG0004997	g46425	jg3492
OG0004998	g7083	jg25582
OG0004999	g44365	jg30364
OG0005000	g46311, g44383	jg3350
OG0005001	g46283	jg3313
OG0005002	g46255	jg3277
OG0005004	g46241	jg3247
OG0005005	g44442	jg3221
OG0005006	g44453	jg3207
OG0005007	g44465	jg3195
OG0005008	g14013	jg27889
OG0005010	g36725	jg33727, jg33736, jg33733, jg33732
OG0005011	g12213, g13203	jg25389
OG0005012	g54348	jg33646
OG0005013	g36681	jg33636
OG0005014	g36670, g35874	jg33616, jg33617
OG0005015	g29460	jg33560
OG0005016	g38025, g37147	jg18735
OG0005017	g37150	jg18750
OG0005018	g51584	jg18777
OG0005019	g37177	jg18811
OG0005020	g10373, g4233	jg13714
OG0005021	g13567	jg11973
OG0005022	g898	jg17612, jg22024, jg22017
OG0005023	g50418, g40518	jg31285
OG0005025	g47005	jg31989, jg13342
OG0005026	g17774, g47036, g24573	jg11384
OG0005027	g17700, g17701, g17699	jg11234
OG0005028	g24326	jg10956
OG0005029	g17616, g47126	jg11099
OG0005030	g46019	jg2917
OG0005031	g47468	jg10129
OG0005032	g46053	jg18181, jg18182, jg2964
OG0005033	g46113	jg3046
OG0005034	g17986	jg3111
OG0005035	g44834	jg2421
OG0005036	g44805	jg2449, jg2448
OG0005037	g45775, g44780	jg2486
OG0005038	g47672	jg9589
OG0005040	g23510, g47689	jg9530
OG0005042	g16857	jg26986
OG0005043	g10313	jg13890
OG0005044	g16555	jg13475
OG0005045	g31407	jg29740
OG0005046	g10553	jg13359
OG0005047	g10562	jg12292, jg12298, jg13347
OG0005048	g10594	jg13277
OG0005049	g10948, g40611	jg20440
OG0005050	g45950	jg2807
OG0005051	g28042	jg33263
OG0005052	g36581	jg33454
OG0005053	g13243, g7064	jg25613
OG0005054	g37073	jg18473
OG0005055	g17452	jg10690
OG0005056	g24160	jg10711
OG0005057	g24207	jg10789
OG0005058	g24225	jg10805
OG0005059	g24252, g47220, g47215	jg10863
OG0005062	g13682	jg27521
OG0005063	g13720, g6099	jg27808
OG0005064	g10283	jg21357
OG0005065	g17274	jg10230
OG0005066	g17278	jg10242
OG0005067	g23941	jg10248
OG0005068	g23944, g47442	jg10249
OG0005069	g10363	jg13744
OG0005070	g17366, g47364	jg10456
OG0005071	g24013	jg10421
OG0005072	g10806	jg12924
OG0005073	g23986, g47401	jg10380
OG0005074	g12789	jg24220
OG0005075	g24360, g47157	jg11012
OG0005076	g24347, g24344, g2662, g2669, g2668	jg10997
OG0005077	g32635	jg31929
OG0005077	g13331	jg26041
OG0005078	g12963	jg23954
OG0005079	g19646, g9638	jg23726
OG0005080	g1755, g18790	jg16329
OG0005081	g1839	jg16214
OG0005082	g18805	jg16119
OG0005083	g18833, g1923	jg16090
OG0005084	g12674	jg24098
OG0005085	g10311	jg13892, jg7259
OG0005086	g18945	jg15885
OG0005087	g18967	jg15823
OG0005088	g18980	jg15783
OG0005089	g2119	jg15773
OG0005090	g2085	jg15165, jg15731, jg15650
OG0005091	g19129	jg15441
OG0005092	g19132	jg15415
OG0005093	g2275	jg15397
OG0005094	g19167, g2309	jg15349
OG0005095	g2382	jg15242
OG0005097	g6433	jg26848
OG0005098	g11035, g40509	jg20664
OG0005099	g1634	jg21456
OG0005100	g6030	jg27941
OG0005101	g6016	jg27988
OG0005102	g5977	jg28091
OG0005103	g47702	jg9455
OG0005104	g51962, g37371	jg19363
OG0005105	g51879, g37355	jg19289
OG0005106	g51810, g37328	jg19195
OG0005107	g51772	jg19160
OG0005108	g37295	jg19064
OG0005109	g6098	jg19869, jg27804
OG0005110	g51711	jg19005
OG0005111	g37258	jg18989
OG0005112	g51702	jg18983
OG0005113	g51649	jg18915
OG0005114	g51644	jg18907
OG0005115	g51617	jg18837
OG0005116	g38050, g51609	jg18826
OG0005117	g45713	jg2889
OG0005119	g45154, g25591	jg7699
OG0005120	g40448	jg7724
OG0005121	g16660	jg13191, jg13200
OG0005121	g31467	jg32994
OG0005122	g40402	jg7633
OG0005123	g32769	jg32134
OG0005124	g27850, g27815	jg32114
OG0005125	g40235	jg7199
OG0005126	g25730, g25766	jg7438
OG0005127	g40380	jg7569
OG0005128	g29099, g41434	jg5780
OG0005129	g50302	jg30947, jg30946
OG0005130	g35557, g48284, g35552, g18528	jg6543
OG0005131	g18520	jg6587, jg6586
OG0005132	g13861, g5917	jg28244
OG0005133	g37698	jg20088
OG0005134	g37696	jg14441, jg17251
OG0005135	g37646	jg20013
OG0005136	g52279	jg19976
OG0005137	g38243, g37587	jg19901
OG0005138	g37564	jg19834
OG0005139	g38228	jg19780, jg19779
OG0005140	g38202, g37476	jg19624
OG0005143	g40673, g10905	jg20359
OG0005145	g12752, g7871	jg24062
OG0005146	g12667	jg24125
OG0005147	g7798	jg24260
OG0005148	g12839	jg24401
OG0005149	g12450	jg24668
OG0005150	g7561, g12984	jg24745
OG0005151	g7558	jg24748
OG0005152	g12416, g12987	jg24778
OG0005154	g7426	jg24990
OG0005155	g7372	jg25110
OG0005156	g12289, g7317	jg25183
OG0005158	g7256, g12248	jg25291
OG0005159	g7224	jg25344
OG0005160	g7148	jg25478, jg25477
OG0005161	g12158, g7133	jg25512
OG0005162	g7122, g13230	jg25524
OG0005163	g7113, g12146	jg25540
OG0005164	g7073	jg25599
OG0005165	g13259	jg25669
OG0005166	g7006	jg25705
OG0005167	g13271	jg25747
OG0005168	g11988, g6855	jg26015
OG0005171	g11961, g6815	jg26066
OG0005172	g11967, g6816	jg26063
OG0005173	g6761	jg26141
OG0005174	g6708	jg26243
OG0005175	g6707	jg26244
OG0005176	g11877, g6687	jg26299
OG0005178	g13431	jg26497
OG0005179	g13429, g6579	jg26486
OG0005180	g11860, g6660	jg26358
OG0005181	g11873	jg26314
OG0005182	g23428	jg9395
OG0005183	g16990, g23430	jg9397
OG0005184	g29077	jg5744
OG0005185	g29048, g41467	jg5698
OG0005186	g4917	jg5691
OG0005187	g29045	jg5689
OG0005188	g4666, g10188	jg21585
OG0005189	g10186	jg21586
OG0005190	g10281	jg21359
OG0005191	g13874	jg28194
OG0005192	g19250, g11329	jg15155
OG0005193	g19257	jg15151
OG0005194	g19286, g2452	jg15084
OG0005195	g19298	jg15046
OG0005197	g49349	jg28518
OG0005198	g49435	jg28713
OG0005199	g30837	jg7823
OG0005200	g49486	jg28846
OG0005202	g26961	jg28904
OG0005203	g49539	jg28974
OG0005204	g31028, g49555	jg29032
OG0005205	g31060	jg29094
OG0005206	g49579, g27011	jg29116
OG0005207	g49607, g27024	jg29179
OG0005208	g31122, g49685	jg29209
OG0005209	g49715	jg29370
OG0005210	g27071, g49636	jg29295
OG0005212	g49732, g31260	jg29453
OG0005213	g27122, g49734	jg29457
OG0005214	g31267	jg29463
OG0005215	g43239	jg13365, jg7588
OG0005216	g49786, g31340	jg29627
OG0005217	g27182	jg29649
OG0005218	g49806	jg29655
OG0005219	g31376	jg29680
OG0005220	g40865	jg598
OG0005221	g31399, g49845	jg29721
OG0005223	g31409, g27198	jg29742
OG0005224	g31452	jg29800
OG0005225	g31552, g52269	jg29963
OG0005226	g31572, g49930	jg29993
OG0005227	g31595	jg30023
OG0005228	g27328	jg30079
OG0005229	g31649	jg30128, jg29155
OG0005230	g27350, g31663	jg30170, jg30182, jg30159
OG0005231	g31665	jg30162, jg30185, jg30198, jg30173
OG0005233	g31686	jg30235
OG0005234	g27393, g27390	jg27120
OG0005235	g31744, g50026	jg30324
OG0005236	g31806	jg30399
OG0005237	g50064	jg30435
OG0005238	g31824	jg30445
OG0005239	g50084	jg30461
OG0005240	g50104, g31886	jg30511
OG0005241	g50128	jg30549
OG0005242	g31921, g50140	jg30583
OG0005244	g45925	jg2775
OG0005245	g45909	jg2742
OG0005246	g18144, g37126, g37124	jg8494
OG0005248	g44155	jg854
OG0005249	g40994	jg891
OG0005250	g11940	jg26155
OG0005251	g44099, g41042	jg1012
OG0005252	g40636	jg20403
OG0005253	g10852, g40714	jg20275
OG0005254	g40720	jg20269
OG0005255	g25544	jg7780
OG0005256	g43697, g40462	jg7772
OG0005257	g23460	jg9460
OG0005258	g16997	jg9432
OG0005259	g24366, g24375	jg11030, jg11035
OG0005260	g54063	jg32902
OG0005261	g50903	jg16676
OG0005262	g48000	jg8566, jg8716, jg8719, jg8543
OG0005263	g22811	jg8559
OG0005264	g22827	jg8580
OG0005265	g22871	jg8625
OG0005266	g47919, g22999	jg8799
OG0005267	g23017	jg8826
OG0005268	g18209, g23074	jg8893
OG0005269	g23084, g47881	jg8906
OG0005270	g23099, g47879	jg8917
OG0005271	g18198	jg8950
OG0005272	g4983, g47963	jg16357
OG0005273	g47805	jg9163
OG0005274	g23246	jg9115
OG0005275	g23245	jg9113, jg9054
OG0005276	g23237, g16912	jg9102
OG0005277	g47832	jg9083
OG0005278	g23285	jg9184
OG0005280	g23303	jg9216
OG0005281	g47792, g43007, g50910	jg9222
OG0005282	g16948	jg9245
OG0005283	g23319	jg9248
OG0005284	g23364	jg9304
OG0005285	g47757	jg9332
OG0005286	g16971	jg9333
OG0005287	g6504	jg26646
OG0005288	g45964	jg2848
OG0005289	g45971	jg2831
OG0005290	g44622	jg2823
OG0005291	g32110, g50293	jg30907
OG0005292	g32115	jg31020
OG0005293	g27576	jg31045
OG0005294	g27581, g32131	jg31057
OG0005295	g47561, g23729	jg9873
OG0005296	g50395, g32240	jg31213
OG0005297	g39553	jg7993
OG0005298	g45224, g25422	jg8073
OG0005299	g25417, g25420, g39509	jg8081
OG0005300	g45265	jg8159
OG0005301	g25376, g39460	jg8165
OG0005302	g25372	jg8169
OG0005303	g45272, g25362	jg8199
OG0005304	g23588	jg9646
OG0005305	g10646	jg13188
OG0005306	g47661, g23560	jg9606, jg1217
OG0005307	g10638	jg13198
OG0005308	g10626	jg13219
OG0005309	g44438	jg30523
OG0005310	g27570, g32117	jg31022
OG0005311	g50396	jg31218
OG0005312	g32281, g32282	jg31269
OG0005314	g36989	jg21108
OG0005316	g28778	jg21048
OG0005319	g7827	jg24167
OG0005322	g13951	jg28027
OG0005322	g13950	jg28028
OG0005324	g16904	jg13782, jg12484
OG0005325	g2594, g19367	jg14874
OG0005327	g9985	jg6212
OG0005329	g24181	jg10742
OG0005332	g10260	jg21388, jg21195
OG0005346	g23407	jg9372
OG0005347	g52168	jg4128
OG0005348	g16975	jg14155
OG0005349	g23384	jg9344
OG0005350	g47754	jg9338
OG0005351	g19532	jg14479, jg17549
OG0005352	g47626, g960	jg22251
OG0005353	g10824	jg12903
OG0005354	g10766	jg12970
OG0005355	g10733	jg13022
OG0005356	g10740	jg13005
OG0005357	g10716	jg13057
OG0005358	g41494	jg5632
OG0005360	g29014, g4957	jg5619
OG0005361	g29009, g29007	jg5613
OG0005363	g47826	jg9096
OG0005364	g41500, g28990	jg5593
OG0005365	g28989	jg5589
OG0005366	g5018	jg5512
OG0005367	g29184	jg5484
OG0005368	g5045	jg5472
OG0005369	g29467, g5392	jg4930
OG0005370	g5058	jg5449
OG0005371	g5071	jg5428
OG0005372	g25077	jg5423
OG0005373	g5131	jg5344, jg5343
OG0005374	g5134, g45685	jg5338
OG0005375	g5158, g45672	jg5303
OG0005376	g5179, g29302	jg5279
OG0005377	g45661, g5182	jg5274
OG0005378	g29308, g43308, g34695, g5186	jg5263
OG0005379	g29312	jg5256
OG0005380	g29319, g45652	jg5233
OG0005381	g5219	jg5221
OG0005382	g29381, g5288	jg5131
OG0005383	g5294, g29372	jg5113
OG0005385	g45594, g45595	jg5078
OG0005386	g29407, g5330	jg5047
OG0005387	g5334	jg5037
OG0005388	g45534	jg4868
OG0005389	g29504	jg4858
OG0005390	g45526	jg4826
OG0005391	g23845, g17221, g47494	jg10059
OG0005392	g29593, g45498	jg4673
OG0005393	g29599	jg4659
OG0005394	g5517	jg4655
OG0005395	g47528	jg9969
OG0005396	g40145	jg17555
OG0005397	g40127	jg17597
OG0005398	g39861	jg18169
OG0005400	g37907	jg18227
OG0005401	g51281	jg18266
OG0005402	g51311	jg18347
OG0005403	g39773	jg18348
OG0005404	g51314	jg18351
OG0005405	g37936	jg18352
OG0005406	g51331, g39754	jg18400
OG0005407	g39739	jg18445
OG0005409	g39696, g11086	jg20802
OG0005410	g11083	jg20797
OG0005411	g26909	jg28707
OG0005412	g47534	jg9944
OG0005413	g47535	jg9943, jg12017, jg12016
OG0005414	g23759	jg9911
OG0005415	g17160	jg9906
OG0005416	g47488	jg10067
OG0005417	g28120, g36229	jg32769
OG0005418	g36228, g53985	jg32754
OG0005419	g37055	jg21003
OG0005420	g27640, g50437	jg31300
OG0005421	g50438, g32297, g32301, g32300	jg31303
OG0005423	g27646	jg31324
OG0005424	g50459	jg31349
OG0005425	g50460	jg31350
OG0005426	g32340, g50464	jg31362
OG0005427	g32345, g50466	jg31365
OG0005428	g32350, g50473	jg31371
OG0005429	g32387	jg31441
OG0005430	g32398	jg31457
OG0005431	g50506	jg31463
OG0005432	g50604, g50607	jg31801, jg3877
OG0005434	g27775	jg31861
OG0005435	g10688	jg13085
OG0005436	g10669, g51438	jg13134
OG0005438	g39	jg23720
OG0005439	g99	jg23633
OG0005440	g111	jg23619
OG0005441	g9701	jg23579
OG0005442	g152	jg23555
OG0005443	g159	jg23542
OG0005444	g9732	jg23500
OG0005445	g205	jg23482
OG0005446	g210	jg23477
OG0005447	g18646, g211	jg23476
OG0005448	g9758, g221	jg23459
OG0005449	g222	jg23457
OG0005450	g243	jg23415
OG0005451	g18641	jg23325
OG0005452	g295	jg23320
OG0005453	g18626	jg23271
OG0005454	g329	jg23248
OG0005455	g18615	jg14597, jg23221
OG0005456	g9855	jg23202
OG0005457	g357	jg23199
OG0005458	g365	jg23180
OG0005459	g375	jg23166
OG0005460	g9872	jg23162
OG0005461	g386, g9875	jg23148
OG0005462	g9877	jg23143
OG0005464	g9900	jg23088
OG0005466	g506	jg6232
OG0005467	g50966	jg16849
OG0005468	g507	jg6236
OG0005469	g37229	jg18931
OG0005471	g10028, g569	jg6362
OG0005472	g10046	jg6391
OG0005473	g10059, g592	jg6412
OG0005474	g617, g10085	jg6464
OG0005475	g636	jg6522
OG0005476	g637	jg6530, jg6525, jg6527
OG0005477	g665, g28973	jg5837
OG0005478	g28963	jg5859
OG0005479	g41414	jg5861
OG0005480	g28942, g712	jg5893
OG0005481	g41394, g727	jg5930
OG0005482	g737, g41389	jg5944
OG0005483	g41388	jg5947
OG0005484	g759	jg5979
OG0005485	g28889	jg6001
OG0005486	g28887, g41363	jg6009
OG0005487	g791, g28874	jg6041
OG0005488	g799	jg6056
OG0005489	g817, g28853	jg6124
OG0005490	g28851	jg23021
OG0005491	g841	jg23003
OG0005492	g18226	jg23001
OG0005493	g28815	jg22978
OG0005494	g28804	jg22965
OG0005495	g858	jg22959
OG0005496	g28787, g41312	jg22941
OG0005497	g28759, g39224	jg22909
OG0005498	g28740, g39233	jg22879
OG0005499	g1269	jg22872
OG0005500	g1254, g39243	jg22852
OG0005501	g39260	jg22805
OG0005503	g1201, g28720	jg22772
OG0005504	g28727	jg22755
OG0005505	g1124, g28651	jg22671
OG0005507	g28643	jg22650
OG0005508	g1107, g28637, g28639	jg22638
OG0005509	g28634	jg22631
OG0005510	g28602	jg22601
OG0005511	g1396	jg21703
OG0005513	g39353	jg22475
OG0005514	g28552	jg22476
OG0005515	g28526	jg22407
OG0005516	g1027	jg22403
OG0005517	g1022	jg22393
OG0005518	g39378, g1006	jg22350
OG0005519	g975	jg17318, jg22304
OG0005520	g966	jg22289
OG0005521	g2626	jg14782
OG0005522	g39588	jg7966
OG0005523	g25476	jg7957
OG0005524	g39596	jg7952
OG0005525	g39606	jg7851
OG0005526	g5543, g45478	jg4584
OG0005527	g5566	jg4550
OG0005528	g29656	jg4501
OG0005529	g29661	jg17751, jg4494
OG0005530	g29680, g5596	jg4416
OG0005531	g5602, g29689	jg4394
OG0005532	g45447	jg4377
OG0005533	g24839	jg11628, jg12413
OG0005534	g29775	jg4222
OG0005535	g5681, g29785	jg4209
OG0005536	g41349	jg4169
OG0005537	g45390	jg4159
OG0005538	g50494	jg4104
OG0005539	g5742	jg4064
OG0005541	g5782	jg3991
OG0005542	g29859	jg3961
OG0005543	g40742, g45310	jg3942
OG0005544	g5800	jg3933
OG0005545	g5816	jg3904
OG0005547	g5825	jg3890
OG0005548	g5869	jg18069
OG0005549	g46658	jg819, jg822, jg824
OG0005550	g37061, g11124	jg20916
OG0005551	g44278	jg24631
OG0005552	g46579	jg3725
OG0005553	g46546	jg3676
OG0005554	g44324	jg3632
OG0005555	g46514	jg3616
