Orthogroup	Cochlearia_excelsa	Arabidopsis_thaliana
OG0003734	g38224	AT2G43940.1
OG0003735	g37521	AT2G43780.4
OG0003736	g7652	AT3G06350.1
OG0003737	g12974, g12438, g7583	AT3G07560.1
OG0003738	g12421, g12422, g12423, g12424, g7551	AT3G08040.1
OG0003739	g13211	AT3G14130.1, AT3G14150.1
OG0003740	g13219	AT3G29430.1, AT3G32040.1, AT3G14530.1, AT3G14550.1, AT3G14510.1
OG0003742	g13298	AT3G18140.1, AT2G22040.1
OG0003743	g12000	AT3G18570.1
OG0003744	g13397, g6625, g6613, g6624, g6627	AT3G21750.1
OG0003745	g2457	AT3G51800.2
OG0003746	g19346	AT1G54590.1
OG0003747	g30946	AT1G05675.1, AT1G05680.1
OG0003748	g49563	AT1G07440.1
OG0003749	g44301	AT1G80890.1
OG0003750	g31677	AT1G16930.1, AT1G16945.1
OG0003751	g31696	AT1G17340.1
OG0003752	g44658	AT1G71250.1
OG0003753	g44690, g45873	AT1G70670.1
OG0003754	g46902	AT5G35320.1
OG0003755	g40758	AT5G42040.1
OG0003756	g40483	AT5G44320.1
OG0003757	g54050, g54060	AT1G48160.1
OG0003758	g28099, g45806	AT3G27740.1
OG0003759	g36387, g54123	AT1G49320.1
OG0003760	g18353	AT4G38540.1, AT5G05320.1
OG0003761	g25970, g22718	AT4G39630.1
OG0003762	g41506, g22723	AT4G39670.1
OG0003763	g18300	AT4G40100.1
OG0003764	g47971	AT4G36640.1
OG0003765	g23728, g47564	AT4G25900.1
OG0003767	g25375	AT4G01390.1, AT4G00780.1
OG0003768	g17052, g23568	AT4G28240.1
OG0003769	g25929	AT1G30550.2, AT1G30545.2
OG0003772	g45017	AT1G66180.1
OG0003772	g46794	AT5G37540.1
OG0003776	g17581, g2658, g24339, g2672	AT4G16500.1
OG0003777	g47124	AT4G15755.1
OG0003791	g4996	AT5G17270.1, AT5G37130.1
OG0003792	g3836, g45718	AT5G16100.2
OG0003793	g45624	AT5G13620.1
OG0003794	g29424, g5343	AT3G14390.1, AT5G11880.1
OG0003795	g29484	AT5G10720.1
OG0003796	g29547	AT5G09760.2
OG0003798	g23817	AT4G24820.1
OG0003799	g53282	AT2G28210.1
OG0003800	g39886	AT2G31300.2, AT2G30910.1
OG0003801	g51263	AT1G05780.1
OG0003802	g39821, g51280	AT2G31980.1
OG0003803	g39741	AT2G33450.1
OG0003804	g17177	AT5G51450.2
OG0003805	g40244	AT5G39800.1, AT5G40080.1
OG0003806	g32528	AT1G31650.1
OG0003808	g69	AT5G67160.1
OG0003809	g14891, g275, g9809	AT5G63700.1
OG0003810	g2724	AT5G63150.1
OG0003811	g9850, g344	AT5G62620.1
OG0003812	g356, g9856	AT4G28360.1, AT1G52370.1
OG0003814	g9962	AT5G23420.1
OG0003815	g29440, g615	AT5G11530.1
OG0003816	g28885	AT5G22090.1
OG0003817	g832	AT5G60690.1
OG0003818	g28676	AT5G58003.1
OG0003819	g23692	AT4G26510.1
OG0003820	g39371, g3761	AT5G55490.1
OG0003821	g993, g39385, g28500	AT5G55070.1
OG0003822	g28472, g950	AT5G54300.1
OG0003823	g45472	AT5G07160.1
OG0003824	g5610	AT5G06160.1
OG0003825	g11503	AT3G43590.1, AT3G43490.1
OG0003826	g4634	AT5G49210.1
OG0003827	g29793	AT5G04350.1
OG0003829	g16795	AT5G41190.1
OG0003830	g44350	AT1G78900.1
OG0003833	g54361, g36735	AT1G55790.1
OG0003835	g2940	AT3G45750.1, AT3G45760.1
OG0003836	g2944	AT3G45650.2
OG0003837	g46811, g46942	AT4G12790.1
OG0003838	g47104	AT4G15417.2
OG0003839	g47118	AT2G05117.1, AT4G15735.1
OG0003840	g50045	AT1G18510.1
OG0003841	g45781	AT1G69250.1
OG0003843	g54177	AT1G50560.1, AT1G50520.1
OG0003844	g13357	AT1G50700.2
OG0003845	g38353, g51031	AT2G24840.1
OG0003846	g10378	AT3G29020.2
OG0003848	g2546	AT3G50670.1
OG0003849	g47470	AT4G23700.1
OG0003851	g12725	AT3G19330.1
OG0003852	g54308	AT3G01610.2
OG0003853	g1822	AT2G25410.1
OG0003853	g1820	AT5G36001.1
OG0003854	g52223	AT1G48860.1, AT2G45300.1
OG0003855	g1642, g11201, g2011, g18899	AT3G59280.1
OG0003856	g18961	AT2G27340.2, AT3G58130.1
OG0003857	g18969	AT3G57990.1
OG0003858	g37437	AT3G57980.2, AT2G42150.1
OG0003860	g10798	AT2G01470.1
OG0003861	g11658	AT2G04280.1
OG0003862	g11399	AT3G24340.1
OG0003863	g41557	AT1G68370.1
OG0003865	g37205	AT2G37300.2
OG0003866	g37190	AT5G50440.1
OG0003867	g36931	AT2G22480.1
OG0003868	g28150, g53838	AT1G44170.1
OG0003869	g32703	AT1G33760.1
OG0003870	g32690	AT1G33680.1
OG0003870	g40285	AT4G10070.1
OG0003872	g40371	AT4G11420.1
OG0003873	g13850	AT2G20510.2, AT2G36070.1
OG0003874	g37700, g50801	AT2G46870.1
OG0003875	g52125	AT2G43670.1
OG0003876	g52056	AT1G54380.1, AT2G42510.2
OG0003877	g52018	AT2G41930.1
OG0003878	g37392	AT2G41500.1, AT2G05720.1
OG0003879	g7838	AT3G02950.1
OG0003880	g12447, g7603	AT3G07270.1
OG0003881	g12431, g7565, g12983	AT3G07810.2
OG0003882	g13118	AT3G11420.1
OG0003883	g13708	AT2G16530.3, AT1G72590.1
OG0003884	g12109	AT3G15720.1
OG0003886	g1307	AT5G51960.1
OG0003887	g19263	AT3G52300.1
OG0003890	g19592	AT3G45180.1
OG0003891	g27058	AT1G08920.2
OG0003892	g49640, g31156	AT1G09040.1, AT1G09050.1
OG0003894	g31189, g49624	AT1G09560.1
OG0003895	g31385	AT1G12440.1
OG0003896	g50037	AT1G18280.1
OG0003897	g50051	AT1G18710.1
OG0003898	g50060	AT1G18980.1, AT1G18970.1
OG0003899	g31831	AT1G19250.1
OG0003900	g39510, g5079	AT4G01590.1, AT4G35685.1
OG0003901	g40891	AT1G62620.1, AT1G63370.1, AT1G62600.1
OG0003902	g36835, g40978	AT1G61130.1
OG0003903	g41075	AT1G58060.1
OG0003905	g40718, g10846	AT5G47650.2
OG0003907	g2805	AT3G47070.1
OG0003908	g47969, g22919	AT4G36550.1
OG0003909	g47896	AT4G34880.2
OG0003910	g23103, g47876	AT4G34330.1, AT4G34320.1
OG0003911	g47768, g16962	AT4G31130.1
OG0003912	g27545	AT1G23220.1
OG0003913	g41283	AT5G53360.1
OG0003913	g23592	AT4G27880.1
OG0003914	g50636, g49506	AT1G05615.1, AT2G24670.1
OG0003915	g19746	ATCG00120.1
OG0003915	g20186, g8152	AT2G07698.1
OG0003916	g27667	AT1G28630.4, AT1G77960.1
OG0003919	g24718	AT2G22440.1
OG0003922	g10349	AT3G29575.1
OG0003923	g11406	AT3G47350.2
OG0003925	g452	AT5G60830.1
OG0003930	g18486, g18484	AT5G44830.1, AT5G44840.1
OG0003931	g28334	AT5G51500.1
OG0003931	g41166	AT5G51490.1
OG0003941	g5129	AT2G16930.1, AT5G15220.1
OG0003942	g45655	AT5G14250.1
OG0003944	g5297	AT5G12940.1
OG0003945	g10094	AT5G26050.1
OG0003946	g45811	AT1G69680.1
OG0003947	g41629	AT4G31980.1
OG0003948	g29448	AT5G11260.2
OG0003949	g10145	AT5G27470.1
OG0003950	g45496	AT5G08260.1
OG0003951	g464	AT5G23140.1
OG0003952	g5513, g29598	AT5G08160.1
OG0003953	g9897	AT5G61500.1
OG0003954	g13728, g13731	AT4G24840.1
OG0003955	g23823	AT4G24690.1
OG0003957	g40098	AT2G27550.1
OG0003958	g5559, g37894, g39949	AT2G30110.1
OG0003959	g51358, g39743, g37955	AT2G33410.1
OG0003960	g30862	AT1G04250.1
OG0003961	g47531, g23790, g17181	AT4G25140.1
OG0003962	g32402	AT1G29590.1, AT1G29550.1
OG0003964	g51847	AT1G19080.1, AT3G55490.1
OG0003965	g25482	AT1G56220.3
OG0003966	g18666	AT1G77340.1, AT5G65560.1
OG0003967	g251, g9785	AT5G64120.1
OG0003968	g9810	AT5G63690.1
OG0003970	g416	AT5G61550.2
OG0003972	g41603, g18592	AT5G61190.5
OG0003973	g441	AT5G60990.1
OG0003974	g494, g9971	AT5G23535.1
OG0003975	g19440, g19452	AT3G48880.1
OG0003976	g10072	AT5G25640.1
OG0003977	g10087	AT5G25930.1
OG0003978	g31329	AT1G11680.1
OG0003979	g850	AT3G45320.1
OG0003980	g853	AT5G60250.1
OG0003981	g10559	AT3G26620.1, AT3G26660.1
OG0003982	g39259, g1234	AT5G58950.1
OG0003983	g1222	AT5G58784.1
OG0003984	g1198	AT5G58560.1
OG0003986	g28551, g1058	AT5G56240.2
OG0003987	g2653	AT3G49000.1
OG0003989	g5570, g5574, g2956	AT5G07000.1, AT5G07010.1
OG0003990	g912	AT5G53270.1, AT5G53260.1
OG0003992	g29756, g5649	AT5G05010.1
OG0003994	g45352, g5737	AT5G03380.1
OG0003995	g45313	AT5G02310.1
OG0003996	g29857	AT5G02290.1
OG0003997	g16803	AT3G56520.1, AT5G41090.1
OG0003998	g13083	AT3G10370.1
OG0004001	g44404	AT1G76340.1
OG0004002	g17974	AT1G75910.1
OG0004003	g11053	AT5G44450.2
OG0004004	g54379, g54375	AT1G53720.1, AT1G56085.1
OG0004006	g36737	AT1G55850.1
OG0004009	g28172, g35943, g53793	AT1G44100.1
OG0004010	g36663, g54304	AT1G53750.1
OG0004011	g51579	AT2G36360.4
OG0004013	g17720, g24529, g41858, g1827	AT4G14420.1
OG0004014	g17716	AT4G14713.1, AT4G14720.2
OG0004015	g24426	AT4G15740.1
OG0004016	g44568	AT1G73460.1, AT1G73450.1
OG0004020	g10507	AT3G27230.1
OG0004021	g17851, g23989	AT4G21710.1
OG0004022	g18398	AT5G45510.1
OG0004023	g11949, g6775	AT3G19820.1
OG0004024	g11948	AT3G19830.1
OG0004025	g51487	AT3G02270.1, AT4G18300.1, AT2G34970.1
OG0004026	g51500	AT2G35120.1
OG0004027	g40629	AT5G46410.2
OG0004027	g24210	AT4G18140.1
OG0004028	g49955, g31626, g27331	AT1G15940.1
OG0004029	g17289	AT4G12440.2
OG0004030	g6473	AT1G42440.1
OG0004031	g25771	AT5G49690.1
OG0004032	g24074	AT4G20040.1
OG0004033	g40500	AT4G20300.2
OG0004034	g47388	AT4G21660.3
OG0004035	g23987	AT4G21760.2
OG0004036	g6903	AT3G18100.1
OG0004037	g17585, g47159	AT4G16442.1
OG0004038	g24324, g17564	AT4G16690.1
OG0004039	g19669, g54387	AT3G01420.1
OG0004040	g31	AT5G66550.2
OG0004041	g18728	AT3G62770.1
OG0004042	g37676	AT2G46610.1
OG0004043	g38303	AT2G26060.1, AT4G32990.1
OG0004044	g1860, g1859	AT3G61440.1
OG0004045	g1863	AT3G61390.2
OG0004046	g2027, g18883	AT3G59550.1
OG0004047	g11242, g18988, g2091	AT3G57390.1
OG0004048	g10808	AT2G01300.1
OG0004051	g19163, g2305	AT3G54200.1
OG0004052	g2340	AT3G53580.1
OG0004053	g19192, g18737, g47905, g2345	AT3G53520.4
OG0004054	g11695, g13520	AT3G24800.1
OG0004055	g44769	AT1G55750.1, AT3G61420.1
OG0004056	g19479	AT1G72050.3
OG0004058	g51907	AT2G40475.1
OG0004060	g50992	AT2G24450.1
OG0004061	g23828, g17205	AT4G24580.1
OG0004062	g54119	AT1G49190.2
OG0004063	g27805, g32722	AT1G33980.2
OG0004064	g40289	AT4G10080.1
OG0004065	g23863	AT4G23900.1
OG0004066	g41428	AT5G19330.1
OG0004068	g18504	AT3G05040.2
OG0004069	g37727	AT2G47400.1
OG0004070	g50780, g37669	AT2G46490.1
OG0004071	g13689	AT2G15400.1, AT2G15430.1
OG0004073	g38218, g52124	AT2G43640.1
OG0004074	g49989	AT1G17070.1, AT2G42330.1
OG0004076	g12660	AT3G03090.1
OG0004077	g17878, g12639	AT3G03410.1
OG0004078	g12615, g7800	AT3G03960.1
OG0004081	g7726	AT3G04970.1
OG0004082	g12837	AT3G05020.1
OG0004083	g7713, g12853	AT3G05220.1
OG0004084	g12516	AT3G05930.1
OG0004085	g12508	AT3G06060.2
OG0004087	g7273	AT3G12900.1
OG0004088	g13177, g7235	AT3G13460.1
OG0004089	g7175	AT3G14210.1
OG0004090	g13233	AT3G15340.1
OG0004091	g7045	AT3G16000.1
OG0004092	g6968, g12051	AT3G17130.1
OG0004093	g12026	AT3G17970.1
OG0004094	g13345, g11953	AT3G19760.1
OG0004095	g10234	AT5G49010.1
OG0004096	g10353	AT3G29380.1
OG0004097	g47917	AT5G39650.1
OG0004098	g11753	AT3G23600.1
OG0004099	g13464, g6535, g11759	AT3G23380.1
OG0004100	g13441, g11787	AT3G22845.1
OG0004101	g11788, g25753, g6567	AT3G22840.1
OG0004102	g11866	AT3G21520.1
OG0004103	g47723	AT4G30000.2, AT1G69190.1
OG0004104	g1354, g46810, g4672	AT5G49530.1
OG0004105	g10181	AT5G28960.1, AT5G28910.2
OG0004106	g25350	AT4G00300.1
OG0004107	g3709, g30745, g44113, g36008, g35172, g49327	AT1G01370.1
OG0004108	g26924, g30850, g49444	AT1G04080.3
OG0004109	g49542	AT1G06320.1
OG0004110	g31074	AT1G07670.1, AT1G07810.1
OG0004111	g31153	AT1G54960.1, AT1G09000.1
OG0004113	g49762	AT1G11080.2
OG0004114	g44241	AT1G62960.1
OG0004115	g27283, g49920	AT1G14750.3
OG0004116	g31736, g27397	AT1G17860.1
OG0004117	g50028	AT1G18070.3
OG0004119	g26658	AT5G49740.1, AT5G49730.1
OG0004120	g45927	AT1G71450.1
OG0004122	g40854	AT1G12730.1, AT1G63110.1
OG0004123	g10813	AT2G01220.2, AT3G27610.1
OG0004125	g36283	AT4G05440.1
OG0004126	g18413	AT5G44563.1
OG0004126	g18418	AT5G44567.1
OG0004127	g11468, g3238, g51211	AT3G44240.1
OG0004128	g25549	AT4G05020.2
OG0004129	g54052	AT1G48200.1
OG0004130	g22830	AT4G37470.1
OG0004131	g22939	AT4G36250.1
OG0004132	g22965, g47942	AT4G35890.1
OG0004133	g23156, g18182	AT4G33770.1
OG0004134	g13477	AT3G23840.1
OG0004136	g38232	AT4G00585.1
OG0004137	g28393	AT5G52840.1, AT4G28005.1
OG0004138	g32078	AT1G24147.1
OG0004141	g43881	AT1G54630.1, AT1G54580.1
OG0004143	g11715	AT3G24510.1
OG0004143	g5979, g42982, g13508	AT3G24508.1, AT3G24513.1
OG0004144	g6369	AT2G06020.1
OG0004146	g51115, g49572	AT2G28920.1
OG0004147	g4830, g3959, g6639	AT3G43250.1
OG0004148	g10809	AT2G01290.1
OG0004149	g10452	AT3G27890.1
OG0004152	g25932, g40227	AT4G08670.1
OG0004153	g50103, g31546, g25051, g24456, g23643	AT4G27310.1
OG0004154	g820, g1256, g821, g819	AT5G22970.3
OG0004155	g18635	AT5G63240.1, AT5G63250.1
OG0004156	g12506	AT4G11402.1, AT3G06090.1
OG0004157	g51470	AT2G34770.1
OG0004165	g23392	AT2G23940.1, AT4G30500.1
OG0004166	g47750, g16984	AT4G30530.1
OG0004167	g23386, g16982	AT4G30590.1
OG0004168	g9821	AT5G63190.1, AT3G48390.1
OG0004169	g45752, g29140	AT5G17350.1
OG0004170	g5016, g29159	AT5G16840.2
OG0004172	g285	AT5G63590.1
OG0004174	g29272, g5132	AT5G15160.1
OG0004175	g45683, g29274	AT5G15110.1
OG0004176	g5145	AT5G14995.1, AT5G15000.1
OG0004177	g32095	AT1G23560.1
OG0004178	g5221, g29327	AT5G14030.1
OG0004180	g29462	AT5G11070.1
OG0004181	g10372	AT3G29075.1
OG0004182	g5399	AT5G10800.1
OG0004182	g579	AT5G25060.1
OG0004183	g5465	AT5G09370.1
OG0004184	g29585	AT5G08420.1
OG0004185	g5503	AT5G08380.1
OG0004187	g40174	AT2G26740.1, AT2G26750.1
OG0004188	g40144	AT2G27020.2
OG0004189	g36766	AT2G27260.1
OG0004190	g40105	AT2G27490.1
OG0004191	g40031	AT2G28480.1
OG0004192	g39924, g51204	AT2G30360.1
OG0004193	g39915	AT2G30400.1
OG0004194	g39911	AT2G30500.1
OG0004195	g51237, g39856	AT2G31230.1
OG0004198	g37922	AT2G32210.1, AT2G32190.1
OG0004199	g36266	AT1G47830.1
OG0004201	g53941, g28124	AT1G47210.2
OG0004202	g27652	AT1G28240.1
OG0004203	g50498	AT1G29140.1
OG0004204	g27687	AT1G29660.1
OG0004206	g32455, g50528	AT1G30270.1
OG0004207	g27702, g32469	AT1G30470.1
OG0004208	g32475, g50546	AT1G30580.1
OG0004209	g32497, g27719	AT1G30840.1
OG0004210	g27766, g32553	AT1G32060.1
OG0004211	g16695, g10685	AT2G02950.1
OG0004214	g63	AT5G67060.1
OG0004215	g9686	AT5G67630.1
OG0004217	g18642, g9813	AT5G63530.1
OG0004218	g332	AT5G62850.1
OG0004219	g45415	AT1G52495.1, AT1G52490.1
OG0004220	g9907	AT5G61330.2
OG0004221	g447	AT5G60890.1
OG0004222	g24328	AT4G16620.1
OG0004223	g39730	AT5G43390.1
OG0004223	g11111	AT5G43400.1
OG0004225	g570	AT5G24910.1
OG0004226	g41418	AT5G19820.1
OG0004227	g28923	AT5G20680.1
OG0004228	g786, g28879	AT5G22270.1
OG0004229	g1255	AT5G59050.1
OG0004230	g1237	AT5G52370.1, AT5G58990.1
OG0004232	g120, g28565	AT5G56780.1
OG0004233	g23923	AT4G22970.3
OG0004234	g39362	AT5G55810.2
OG0004236	g39400, g973	AT5G54770.1
OG0004237	g39583	AT4G02380.3
OG0004238	g39604	AT4G02720.1
OG0004239	g5598	AT5G27010.1
OG0004241	g29803, g45387, g24741, g17943, g16343, g16338, g16335	AT5G04110.2
OG0004242	g5765, g45343	AT5G02890.1
OG0004243	g45285	AT4G00020.2, AT5G01630.1
OG0004244	g16828	AT5G40740.1
OG0004245	g16794	AT5G41250.1
OG0004246	g46556	AT1G80730.1
OG0004248	g46478	AT1G16910.1
OG0004249	g13613	AT1G77700.1
OG0004250	g7542, g12415	AT3G08670.1
OG0004252	g50387	AT1G25350.2
OG0004253	g36614	AT1G53210.1
OG0004254	g24676, g24622, g24617, g24670	AT4G13430.1
OG0004255	g37562	AT2G44620.1
OG0004256	g44588	AT1G72880.1
OG0004257	g50313	AT1G24090.1, AT5G51080.1
OG0004258	g49866	AT1G13120.1
OG0004260	g22599, g28295, g1366	AT5G50830.2
OG0004261	g10461	AT3G27710.1, AT3G27720.1
OG0004262	g1584	AT3G26070.1, AT3G26080.2
OG0004263	g32138	AT1G26840.1
OG0004264	g44764, g45796	AT1G69420.1
OG0004265	g40608	AT5G46230.1
OG0004266	g10959, g40596	AT5G46020.1
OG0004267	g16723	AT5G45470.1, AT5G45460.1
OG0004268	g6261	AT5G45230.1
OG0004269	g38266	AT2G26540.1
OG0004272	g28028	AT1G51800.1
OG0004273	g54258	AT1G52315.1
OG0004274	g24177	AT4G18570.1
OG0004275	g24178, g47275	AT4G18530.1
OG0004277	g17539, g24265	AT4G17440.3
OG0004278	g19330	AT3G51120.1
OG0004279	g47469, g23879	AT4G23690.1
OG0004280	g23890, g47457	AT4G23450.2
OG0004281	g41171	AT5G51590.1
OG0004283	g13661, g37114	AT2G34930.1
OG0004284	g17284, g23947	AT4G12334.1
OG0004285	g24076	AT4G20020.1
OG0004286	g17372, g24044, g24043	AT4G20880.1
OG0004287	g47363, g17394	AT4G21110.1
OG0004288	g47189	AT4G16850.1
OG0004289	g18346	AT5G14290.1, AT3G01740.1
OG0004290	g18775	AT5G26110.1
OG0004291	g18753	AT3G63010.1
OG0004292	g1843	AT3G61530.1, AT2G46110.1
OG0004293	g1877	AT3G61140.1
OG0004294	g2028	AT3G59600.1
OG0004295	g1987, g18944	AT3G58610.1
OG0004296	g18959, g11214	AT3G58230.1
OG0004297	g2034	AT3G58180.1
OG0004299	g2063, g19005	AT3G56910.1
OG0004300	g2137	AT3G56620.1
OG0004302	g11284	AT3G55010.1
OG0004303	g28420, g918	AT5G53400.1
OG0004304	g6459	AT3G24310.1
OG0004305	g6035	AT2G17950.1
OG0004306	g13979, g6025	AT2G18160.1
OG0004307	g5999	AT2G18560.1, AT2G18570.1
OG0004308	g5956	AT2G19480.1
OG0004309	g16060, g1507	AT2G01880.1
OG0004310	g37381	AT2G41190.1
OG0004311	g37370, g51961	AT2G40890.1
OG0004312	g37365	AT2G40750.1
OG0004313	g51861	AT2G40116.1
OG0004314	g51758	AT2G39200.1
OG0004315	g37288, g51730	AT2G38640.1
OG0004316	g51651	AT2G37590.1
OG0004317	g25671	AT4G12040.1
OG0004318	g38423	AT2G23700.1
OG0004319	g27615, g32221	AT1G25260.1
OG0004320	g49453, g26936	AT1G04445.2
OG0004321	g11436	AT3G46240.1
OG0004322	g10108	AT5G26700.1
OG0004323	g10128, g51931, g51929, g51936, g4791	AT5G27820.1
OG0004324	g10132	AT5G27720.1
OG0004325	g10135, g4787	AT5G27670.1
OG0004326	g50812, g37709, g38255	AT2G47050.1
OG0004327	g50810	AT2G47030.1
OG0004327	g37708	AT2G47040.1
OG0004328	g50784	AT2G46520.1
OG0004329	g37658, g50778	AT2G46370.4
OG0004330	g6695	AT2G46230.1, AT1G26530.1
OG0004331	g6676	AT3G21320.1
OG0004332	g52270	AT3G61113.1, AT2G45695.1
OG0004334	g52108, g37487	AT2G43140.2
OG0004335	g37485, g38204	AT2G43090.1
OG0004336	g52088, g37468	AT2G42870.1
OG0004337	g40689, g10895	AT5G47180.1
OG0004338	g10897, g40687	AT5G47140.1
OG0004339	g10902, g40679	AT5G47060.1
OG0004340	g7687, g12527	AT3G05800.1
OG0004341	g7675	AT3G05975.1
OG0004342	g12479	AT3G06670.2
OG0004343	g12475, g12943	AT3G06760.2
OG0004345	g7448	AT3G10050.1
OG0004346	g12329	AT3G11230.2
OG0004347	g12307	AT3G11840.1
OG0004348	g7337	AT3G12030.1
OG0004349	g7301, g12275	AT3G12600.1
OG0004350	g12250	AT3G13120.1
OG0004351	g36716	AT1G55510.1, AT3G13450.1
OG0004352	g7208	AT3G13810.2
OG0004353	g13209	AT3G14080.1
OG0004354	g7182	AT3G14200.1
OG0004355	g7140	AT3G14850.2
OG0004356	g7089, g13234	AT3G15355.1
OG0004357	g7084	AT3G15390.1
OG0004358	g13236	AT1G80745.1, AT3G15420.1
OG0004359	g7046	AT3G15990.1
OG0004360	g13828	AT2G20720.1
OG0004362	g11994, g13316	AT3G18690.1
OG0004363	g13327	AT3G19000.1
OG0004364	g11956, g6789	AT3G19580.1
OG0004365	g13362, g13361, g6752	AT3G20210.1
OG0004366	g6720	AT3G20460.1
OG0004367	g11886	AT3G20898.1
OG0004368	g13378	AT3G21110.1
OG0004369	g13382	AT3G21250.4
OG0004370	g46779	AT5G37740.2
OG0004371	g46833	AT5G37020.1
OG0004372	g10295	AT5G48030.1
OG0004373	g6505, g13475	AT3G23770.1
OG0004374	g13460, g6541	AT3G23250.1
OG0004375	g13422, g4678, g6590	AT3G22380.2
OG0004376	g11855	AT3G21865.1
OG0004377	g13396, g6629	AT3G21710.2
OG0004378	g11858, g6630	AT3G21700.3
OG0004379	g6670, g6669	AT3G21460.1
OG0004381	g41459	AT5G18650.1
OG0004382	g2463	AT3G51670.1
OG0004383	g19305, g2467	AT3G51550.1
OG0004384	g26886	AT1G02305.1
OG0004385	g30827	AT1G03475.1
OG0004387	g49525	AT1G05960.2
OG0004388	g27016, g31087, g49599	AT1G07890.1
OG0004390	g27081	AT1G09480.1, AT1G09490.1
OG0004391	g49700	AT1G09760.1
OG0004392	g49787, g31344	AT1G11890.1
OG0004393	g49824, g31390	AT1G12550.1
OG0004394	g31396	AT1G12610.1
OG0004395	g49847, g31402	AT1G12760.1
OG0004396	g31656	AT1G16560.1
OG0004397	g50193	AT1G21460.1
OG0004399	g27524	AT1G22640.1
OG0004400	g44642, g45934	AT1G71710.1
OG0004401	g45843	AT1G70260.1
OG0004402	g32932, g3164, g3155	AT3G59590.1
OG0004402	g41649	AT3G59610.1
OG0004403	g40848	AT1G63220.1
OG0004404	g41123	AT1G56250.1, AT1G56240.1
OG0004405	g40761	AT1G64490.1
OG0004406	g40489	AT5G44390.1
OG0004407	g38277	AT3G53690.1
OG0004408	g22749	AT4G39900.1
OG0004409	g18260	AT4G37240.1
OG0004410	g23021	AT4G35180.1
OG0004411	g47839	AT4G33210.1
OG0004412	g25349	AT4G00231.1
OG0004413	g18165, g23162	AT4G33650.2
OG0004414	g47859, g23150, g18183	AT4G33880.1
OG0004415	g23141, g47860	AT4G33980.2
OG0004416	g47802, g23291	AT4G32030.1
OG0004417	g23314, g47786	AT4G31610.2
OG0004418	g23331	AT4G31380.1
OG0004419	g13472	AT3G23640.3
OG0004420	g27904, g3186, g27886	AT1G35260.1, AT1G35310.1
OG0004421	g25404	AT4G00910.1
OG0004422	g45262	AT4G00990.1
OG0004423	g24087, g23559	AT4G28310.1, AT1G52270.1
OG0004427	g54096	AT1G48740.2, AT5G43660.1, AT1G48700.4
OG0004428	g36429	AT1G50060.1, AT1G50050.1
OG0004429	g47056	AT4G14615.1, AT1G52825.1
OG0004431	g12004	AT3G02493.1
OG0004432	g37920, g37919	AT2G31953.1, AT2G31957.1
OG0004433	g1203	AT2G33130.1
OG0004434	g1622, g18681	AT4G27710.1
OG0004436	g4683, g10152	AT5G27350.1, AT5G27360.3
OG0004440	g46493	AT1G78955.1
OG0004451	g47451, g23918	AT4G23060.1
OG0004452	g2804	AT3G47120.1
OG0004453	g37304	AT2G38950.1
OG0004454	g6500	AT5G47320.1
OG0004455	g10726	AT2G02170.1
OG0004457	g30883	AT1G04640.1
OG0004458	g5017	AT5G16830.1
OG0004459	g18693, g18694	AT3G63410.1
OG0004460	g45724	AT5G16270.1
OG0004461	g29216	AT5G15830.1
OG0004462	g45684, g5135	AT5G15120.1
OG0004463	g41470, g27881	AT5G14780.1
OG0004464	g14086	AT2G16710.3
OG0004465	g5248, g28125, g29338	AT5G13750.1
OG0004466	g5270, g29354	AT5G13450.1
OG0004468	g29379	AT5G13130.1
OG0004469	g45603, g29386	AT5G12960.1, AT5G12950.1
OG0004470	g5310	AT5G12400.1
OG0004471	g29410	AT5G12050.1
OG0004472	g5348	AT5G11810.1
OG0004473	g10055, g29458	AT5G11110.1
OG0004476	g29494, g5408, g45543	AT5G10510.3
OG0004478	g45508, g29569	AT5G08790.1
OG0004479	g29601, g5518	AT5G08080.3
OG0004480	g25502	AT4G03120.1
OG0004481	g25513, g39638	AT4G03240.1
OG0004482	g23797	AT4G25090.1
OG0004483	g47522, g23820	AT4G24780.1
OG0004484	g40109, g40110	AT2G27430.1
OG0004485	g53438, g40075	AT2G28000.1
OG0004486	g40064	AT2G28160.1
OG0004487	g37877	AT2G29590.1
OG0004488	g37881	AT2G29710.1, AT2G29730.1
OG0004489	g39958, g51182	AT2G29980.1
OG0004490	g51195, g39926	AT2G30300.1
OG0004491	g51208	AT2G30424.1, AT2G30432.1, AT2G30420.1
OG0004492	g39913	AT2G30470.1
OG0004493	g37906, g51254, g39838	AT2G31500.1
OG0004494	g51307	AT2G32650.1, AT2G32180.1, AT2G27402.1
OG0004495	g37937	AT2G32765.1
OG0004496	g51325, g37953	AT2G33040.1
OG0004497	g51350	AT2G33380.1
OG0004498	g51359	AT2G33435.1
OG0004499	g38309, g39725	AT5G43450.1, AT5G43440.1
OG0004500	g49446	AT1G04260.1
OG0004503	g53976	AT1G45201.3
OG0004504	g27643, g50447, g50444	AT1G27950.1
OG0004505	g32318	AT1G28130.1
OG0004507	g50457	AT1G28260.1
OG0004508	g50484, g32354	AT1G28490.1
OG0004509	g32377	AT1G29070.1
OG0004510	g50507	AT1G29395.1, AT1G29390.1
OG0004511	g32405	AT1G29640.1
