Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_Rawat
OG0003041	g18857, g1932	AL5G42350
OG0003042	g52111	AL4G41820
OG0003043	g11216	AL5G39790
OG0003044	g2343	AL5G34460
OG0003046	g19220, g19221	AL5G33510
OG0003047	g44902	AL2G26010
OG0003048	g32258	AL2G26200, AL1G40590
OG0003049	g41604	AL2G26670, AL2G26650
OG0003050	g18127	AL7G45160
OG0003051	g23819	AL7G28380
OG0003052	g18331	AL7G10660
OG0003054	g47341	AL7G33560, AL7G33140
OG0003055	g41438	AL6G30530
OG0003057	g4855	nbis-gene-1581
OG0003058	g7739	AL3G14990
OG0003058	g10163	AL6G40460
OG0003060	g37596	AL4G44430
OG0003061	g52138	AL4G42750
OG0003062	g37525	AL4G42730
OG0003063	g38169	AL4G40040
OG0003064	g12572	AL6G40880
OG0003064	g4691	AL6G39600
OG0003065	g12869, g7702	AL3G16140
OG0003068	g7537	AL6G10160
OG0003069	g12345, g7407	AL3G22420, AL3G22410
OG0003072	g12022	AL1G55260
OG0003073	g6887	AL3G31520
OG0003073	g36364	AL1G55480
OG0003074	g44980, g46774	AL7G46700
OG0003075	g41451	AL6G30220
OG0003076	g26866	AL1G10590
OG0003077	g25165	AL1G10740, nbis-gene-2153, AL6G53030
OG0003078	g26899, g30790, g49389	AL1G12160
OG0003079	g30819	AL1G12880
OG0003080	g30996	AL1G16400
OG0003081	g31281	AL1G21790
OG0003082	g10776	AL5G10700
OG0003083	g27287	AL5G10460
OG0003083	g49927	AL1G27040
OG0003084	g31602	AL1G27580
OG0003085	g31785	AL1G30940
OG0003086	g17972	AL2G36280, AL1G33450
OG0003087	g27466	AL1G33680
OG0003089	g31968, g50167	AL1G34200, nbis-gene-1282, AL5G21570
OG0003092	g11044, g40499	AL8G15040, AL8G15050
OG0003093	g47968	AL7G14560
OG0003094	g47899	AL7G16300
OG0003095	g47897	AL7G16310
OG0003096	g16936	AL7G19810
OG0003096	g23287	AL7G19800
OG0003097	g27582	AL2G28840
OG0003097	g32139	AL1G38710
OG0003098	g39504	AL6G51930
OG0003101	g6023	AL3G51410, AL3G51420, AL3G51400
OG0003102	g23381	AL7G21440
OG0003103	g51119	nbis-gene-14
OG0003104	g39905	AL8G38090
OG0003104	g39906	AL4G25440
OG0003105	g44274	AL2G22270, AL9U11510, AL2G22280, AL4G20720, AL1G50700, AL1G44440, AL8G20220, AL8G18780, AL3G51050, AL5G12680, AL2G19940, AL1G55610, AL6G41940, AL4G18530, AL7G11660, AL5G12690
OG0003116	g47749, g23394	AL7G21660
OG0003118	g29211	AL6G26850
OG0003118	g7869	AL3G11810
OG0003119	g45675	AL6G25710
OG0003120	g45531	AL6G20850
OG0003121	g18630	AL4G28370, AL4G28380
OG0003122	g17178	nbis-gene-1281, AL7G27940
OG0003123	g36247	AL1G53870
OG0003123	g47765	AL7G21020
OG0003124	g51412	AL4G29920, AL1G42740
OG0003125	g31237	AL1G20850
OG0003127	g2547	AL5G30790
OG0003127	g46	AL8G44680
OG0003128	g46818	AL6G33500
OG0003129	g287	AL8G40650
OG0003129	g2697	AL5G28210
OG0003130	g18617	AL8G40060, AL3G51100, AL8G40050
OG0003131	g406	AL653U10010
OG0003132	g520	AL6G35410
OG0003133	g44174	AL2G14950
OG0003134	g11823	AL3G36600
OG0003136	g801	AL6G33530
OG0003136	g14404	AL6G33550
OG0003138	g41219	AL271U10030, AL8G26690
OG0003139	g47563	AL7G27120
OG0003140	g27508, g32018	AL264U10030, AL1G35210, AL1G35230
OG0003141	g12061	AL3G29990
OG0003143	g45241	AL6G50530
OG0003144	g19113	AL5G36340, AL5G36320
OG0003145	g5683	AL6G14300
OG0003146	g5686	AL6G14090
OG0003147	g16821	AL7G48940
OG0003148	g40781	AL2G11720
OG0003149	g36636	AL2G41630, AL2G41620
OG0003150	g44280	AL2G41220
OG0003150	g49943	AL1G27610
OG0003151	g49967	AL2G40110, AL1G28460
OG0003152	g44322	AL2G40060, AL1G28480
OG0003153	g46482	AL2G39260
OG0003156	g31897	AL5G14600
OG0003157	g44474	AL2G35150
OG0003157	g31854	AL1G32220
OG0003158	g7129	AL3G27340
OG0003159	g38026, g51569	AL4G32190
OG0003160	g37164	AL4G32540, AL2G25230
OG0003161	g27831, g27821	AL6G19590
OG0003161	g2971	AL5G24010
OG0003162	g47011	AL7G42790, AL3G38950
OG0003163	g24504, g24502	AL7G41230
OG0003163	g11801	AL3G37140
OG0003164	g13391	AL3G35540
OG0003164	g24445	AL7G39790
OG0003165	g31770	AL1G30770
OG0003165	g46063	AL2G33260
OG0003166	g31758, g50035	AL1G30630
OG0003167	g10453	AL5G17370
OG0003168	g10367	AL5G19090
OG0003169	g1625	AL5G16990
OG0003171	g32643	AL4G14820
OG0003172	g45058	AL2G22670, AL2G22650
OG0003173	g19112	AL1G57110
OG0003175	g36183	AL1G52820
OG0003176	g17533, g24258	AL7G37110, AL7G37120
OG0003177	g1336, g41160	AL8G25540, AL8G25530
OG0003178	g1497, g27273	AL1G26390
OG0003179	g47162	AL7G38480
OG0003180	g51503	AL4G31190
OG0003181	g2512	AL8G45120, AL5G31360
OG0003182	g1908	AL5G42770
OG0003182	g18818	AL3G24710
OG0003186	g36352, g19376	AL5G23760
OG0003187	g19045	AL5G37330
OG0003189	g38121	AL4G36540
OG0003189	g2258	AL5G36090
OG0003190	g51645	AL4G34010
OG0003192	g6032	AL3G51020, AL6G43520
OG0003193	g19017	AL5G38050
OG0003194	g6279, g51761	AL100U10010, AL4G36520
OG0003195	g18263	AL7G13940
OG0003196	g51034	AL4G16380
OG0003196	g23296	AL7G20000
OG0003197	g25691	AL6G46240, AL6G46230
OG0003200	g12814	AL3G14750
OG0003200	g10174	AL6G40700
OG0003201	g12855, g7711	AL3G15720, AL6G39520
OG0003202	g4897	AL6G30310
OG0003202	g12925	AL3G17120
OG0003203	g12448, g12957	AL3G18500, AL3G18560
OG0003206	g12268, g7280	AL3G24510
OG0003208	g11997	AL3G31960
OG0003210	g46767	AL7G53030
OG0003211	g49461	AL1G14420
OG0003212	g26997	AL1G17260
OG0003213	g49687	AL1G18850, AL1G18840
OG0003214	g44107	AL2G16650, AL1G21350
OG0003215	g49846	AL1G24330
OG0003216	g17193	AL7G20520
OG0003216	g31435	AL1G24840
OG0003217	g10734	AL5G11280, AL98U10010
OG0003218	g49995, g31692	AL1G29530
OG0003219	g27523, g50249	AL1G36120
OG0003220	g45973	AL2G31610
OG0003220	g27525	AL1G36180
OG0003222	g50270	AL1G36480
OG0003224	g1730	AL2G17210
OG0003226	g54028, g28110	AL1G54490
OG0003227	g18203	AL3G46700, AL7G16980
OG0003228	g23159, g24361	AL746U10010, AL7G17750
OG0003229	g50351	AL1G38980, AL1G50130
OG0003230	g23620	AL7G25090
OG0003230	g45116	AL2G19600
OG0003231	g10652	AL5G13530
OG0003232	g53522	AL4G12760
OG0003232	g53521	AL7G43800, AL9U11340, AL5G22580, AL1G58300, AL5G23870, AL9U11700, AL1G29700, AL1G58550, AL1G40130, AL6G30690, AL3G40660, AL6G28320, AL5G42690, AL7G22760
OG0003233	g22936, g18251	AL7G14730, AL1G65990
OG0003235	g37175	AL3G32980
OG0003236	g36930	AL4G12050
OG0003236	g22784, g18297	AL7G12540
OG0003237	g10316	AL5G20370
OG0003239	g2981	AL5G23980
OG0003239	g2985	AL5G23970
OG0003246	g2867	AL5G25610
OG0003247	g2823, g19542	AL8G35700
OG0003248	g19489, g50663, g2762	AL5G27420, AL5G27410
OG0003249	g10940, g4628, g40634	AL8G11800
OG0003250	g5133	AL6G25960
OG0003251	g29326, g45635	AL6G24700
OG0003252	g29416	AL6G22790
OG0003253	g47272	AL7G35850, AL3G37850
OG0003254	g29508	AL6G20740
OG0003255	g5422	AL6G20710
OG0003256	g29515, g29517, g5427	AL6G20630, AL6G20600
OG0003257	g5449	AL6G20070
OG0003258	g9772	AL8G41670
OG0003259	g29714	AL1G51360, AL6G15610
OG0003261	g39904, g51218	AL4G25450
OG0003262	g51277	AL80U10030, AL4G27260
OG0003263	g28081	AL1G56240, AL1G56150
OG0003264	g39760	AL4G28510, AL7G46580, AL7G46610, AL120U10020
OG0003265	g18126	AL6G44170
OG0003266	g32127	AL1G38520
OG0003267	g32462	AL1G44360
OG0003268	g18599	AL8G38440, AL8G38480
OG0003269	g256	AL8G41330
OG0003270	g431	AL8G37880
OG0003271	g495	AL6G34820
OG0003273	g41334	AL5G23460
OG0003274	g13960	AL3G51610
OG0003275	g7261	AL2G30990
OG0003276	g1186, g28725	AL8G34650, AL7G45810
OG0003277	g23689, g47586	AL7G26350
OG0003278	g11372	nbis-gene-1334
OG0003278	g128	AL8G43500
OG0003279	g2612, g11376	AL5G29510, AL8G43350
OG0003281	g5799	AL1G23670
OG0003282	g50284	AL1G37060, AL1G31870
OG0003283	g18613	AL1G51210
OG0003285	g17456	AL7G35260
OG0003286	g24115, g17405	AL7G34350
OG0003287	g46427	AL1G35730
OG0003289	g17708, g24495	AL7G40970
OG0003290	g13411	AL3G36430
OG0003292	g32130	AL1G38750
OG0003295	g24190	AL7G36000
OG0003297	g311	AL835U10030
OG0003298	g17406	AL7G34450
OG0003299	g28328	AL2G22290, AL8G25570
OG0003300	g18459, g26657	AL8G19340
OG0003300	g36500	AL1G57840
OG0003301	g2478, g19314	AL8G45520
OG0003302	g1840	AL5G43940
OG0003302	g37648	AL4G45430
OG0003303	g38098	AL4G35890
OG0003303	g2307	AL5G35220
OG0003304	g47622	AL7G25600
OG0003306	g13528	AL3G41820
OG0003306	g10280	AL8G21020
OG0003308	g5991	AL3G53200
OG0003309	g36701	AL1G63250
OG0003310	g40210	AL6G42080
OG0003311	g37720	AL4G46790
OG0003312	g37538	AL4G43230
OG0003313	g23068	AL7G16570
OG0003314	g7718, g12574	AL3G15480
OG0003316	g29079	AL6G30330
OG0003317	g10240	AL8G21720
OG0003319	g6990	AL3G29790
OG0003320	g6849	AL3G32270
OG0003321	g47664	AL7G24230
OG0003321	g23556	AL7G19320
OG0003322	g10315	AL7G51640
OG0003323	g4714	AL3G36480, AL3G36490
OG0003323	g11831, g11832	AL3G36500
OG0003324	g16988	AL7G22020
OG0003324	g47731	AL3G52930
OG0003325	g4661	AL8G23210
OG0003326	g2459	AL5G32230
OG0003328	g45260	AL6G52390
OG0003328	g30748	AL1G11110
OG0003329	g16974	AL7G21500
OG0003330	g27003	AL1G17450
OG0003331	g31135	AL1G19170
OG0003332	g27267	AL1G26300
OG0003332	g10700	AL5G11930
OG0003333	g49953	AL1G28020
OG0003334	g31837	AL1G31910
OG0003335	g50136, g31919	AL1G33380
OG0003335	g27458	AL1G33370
OG0003336	g50263	AL1G36420
OG0003336	g44654	AL2G31030
OG0003337	g32062	AL1G36860
OG0003338	g32074	AL1G38020
OG0003340	g40704	AL7G37400
OG0003341	g11043	AL6G47190
OG0003341	g32557, g32567, g32566, g32576, g32556, g40502	AL8G15020, AL90U10020
OG0003342	g46829	AL2G23110
OG0003343	g47696	AL7G22930, AL7G22920
OG0003345	g46647	AL7G48050, AL7G48070
OG0003346	g20245, g30286, g20213, g30304	nbis-gene-816
OG0003347	g22984, g47925	AL7G15550
OG0003349	g47871	AL310U10010, AL7G17140
OG0003350	g16924	AL7G19510
OG0003351	g44618	AL2G31750, AL2G31740
OG0003352	g45248	AL6G52040
OG0003352	g39489	AL1G10840
OG0003353	g23630, g17083	AL7G25270
OG0003355	g53489, g17886, g53458	AL8G18790, AL1G49500, AL1G49490
OG0003356	g50439	AL1G41370
OG0003358	g3977	nbis-gene-2125, AL7G47240, nbis-gene-1790, nbis-gene-1053, AL8G16340
OG0003359	g30800, g17571, g53261, g44810, g24012, g54242, g47232, g54115, g44194, g54114, g4888, g41541, g14338, g53676, g35515, g24825, g9316, g39174, g8002, g3507, g11587, g3066, g6233, g24826, g35827, g43066	AL2G19060, AL7G49440, AL9U11180, AL3G33540
OG0003360	g46976	AL3G47040, AL3G46980, AL9U10040, AL9U10030
OG0003362	g2895, g54243, g54235	AL3G46020
OG0003367	g12240	AL4G16650
OG0003368	g42014, g34305, g4458, g14224, g52137, g34302, g16504, g14402, g35280, g34304, g52941, g3483, g45678, g26803, g4333, g48930, g32623, g27840, g6766, g52650, g27663, g25012, g14218, g52136, g4459, g35279, g42015, g16423, g48955, g53066, g35183, g14250, g4215, g35447, g42013	AL8G20750
OG0003373	g50440	AL1G41430
OG0003374	g50664	AL1G47090
OG0003375	g13348, g27395	AL8G25150, AL2G37760
OG0003376	g13581	AL3G43370
OG0003377	g5050	AL6G27230
OG0003378	g29198	AL6G27120
OG0003381	g29402, g5320	AL6G23000
OG0003381	g5321	AL3G23680
OG0003382	g44070	nbis-gene-589, AL2G30430, AL1G67430
OG0003383	g5402	AL6G21300
OG0003384	g38477	AL7G13160
OG0003385	g29596	AL6G18570
OG0003386	g5533	AL6G18110
OG0003387	g23810	AL7G28260
OG0003388	g28264	AL8G24620
OG0003388	g23814	AL7G28310
OG0003389	g40156	AL4G27970, AL4G20060
OG0003390	g51191	AL4G25040
OG0003391	g39733	AL8G17040, AL6G41710
OG0003392	g11073, g11068, g11074	AL8G15900, AL8G15910
OG0003393	g50548	AL1G44680
OG0003395	g19387	nbis-gene-632, nbis-gene-2213
OG0003396	g9752, g214	AL8G42060, AL6G20170
OG0003397	g9767	AL7G17940
OG0003398	g314, g9822, g15977	AL8G40260
OG0003399	g326	AL3G51140, AL8G39970
OG0003400	g330	AL5G27380
OG0003402	g41382, g28910	AL6G32480
OG0003404	g1207	AL8G34910, AL5G26480
OG0003405	g1079	AL8G32490, AL2G30930, AL239U10010
OG0003406	g1069	AL8G19870
OG0003408	g5657	AL6G14640
OG0003410	g13038	AL3G20470, AL6G11350
OG0003411	g7529	AL3G19870
OG0003412	g13005	AL3G19840, AL6G10260
OG0003414	g46489	AL2G39350
OG0003415	g18307, g17604	AL7G11100
OG0003416	g46286	AL2G36660
OG0003417	g54313	AL1G63740
OG0003418	g13214	AL3G26780, AL1G62330
OG0003419	g36631, g11532	AL1G61950, AL1G61940
OG0003420	g37173	AL4G32720
OG0003421	g11751	AL3G38530
OG0003421	g17770	AL7G42230
OG0003422	g22848	AL7G13570
OG0003423	g46089	AL2G33500, AL7G17070
OG0003424	g16518	AL5G18120
OG0003424	g10412	AL5G18110
OG0003425	g32148	AL1G38970
OG0003426	g10951	AL8G12270, AL7G35990
OG0003427	g36522	AL1G59730
OG0003428	g28030	AL1G59770
OG0003428	g6677	AL3G35370
OG0003429	g5877	AL3G53880
OG0003430	g10379	nbis-gene-1251
OG0003431	g24165	AL7G35570, AL7G35560
OG0003432	g19228	AL5G33410
OG0003433	g19347, g19348	AL5G30890
OG0003434	g1334	AL8G25630, AL8G25670
OG0003435	g28327	AL8G25510
OG0003438	g24054, g17378	AL8G15320, AL7G33430
OG0003440	g23980	AL7G31970
OG0003441	g38127, g874	AL7G44820, AL1G49060
OG0003442	g18844, g18855	AL4G43550
OG0003443	g1991	AL4G41200, AL5G40420
OG0003444	g37390, g38164	AL4G39500
OG0003445	g11257	AL5G38460
OG0003447	g13571	AL3G42760
OG0003448	g11725, g13495	AL3G39820, AL4G17820
OG0003449	g22910, g18256	AL7G14320
OG0003450	g50896	AL4G11920
OG0003451	g14183, g43060, g14140, g14177, g14168, g14114, g14160, g14127, g14165, g14136, g14153, g14144, g14130, g14126, g14117, g32545, g14133, g14188, g14171, g14156, g14151, g14185	AL3G54010
OG0003452	g40272	AL6G43400
OG0003453	g39241, g28052	AL5G30070, AL6G40800, AL4G46990
OG0003454	g37723	AL4G46930, AL3G49500
OG0003455	g52277, g37628, g38246	AL4G44960
OG0003456	g16296, g52194	AL4G43870, AL364U10030
OG0003457	g52144	AL4G42820, AL5G41980
OG0003459	g12502	AL3G17060
OG0003460	g12495	AL3G17200
OG0003461	g12936, g12481	AL3G17740
OG0003462	g12411	AL3G20090, AL3G20300
OG0003463	g7379	AL5G11970
OG0003464	g12300, g7344	AL3G23520
OG0003466	g12221, g7217	AL3G25750, AL3G25760
OG0003468	g47503	AL7G28870, AL7G28860
OG0003469	g47760	AL7G21230
OG0003470	g49651, g31150	AL1G19360
OG0003471	g31099	AL1G18400, AL1G18390
OG0003472	g27083, g31185	AL1G20040
OG0003473	g31228	AL1G20580
OG0003475	g40869	AL2G12700
OG0003475	g27189	AL1G23810
OG0003476	g31415	AL1G24550
OG0003476	g10557	AL5G15480
OG0003477	g49911	AL1G48800
OG0003481	g40726	AL8G11080, AL7G37540
OG0003482	g6979	AL3G53130
OG0003482	g24364, g24373	AL7G38810
OG0003483	g1620, g10486	AL355U10020, nbis-gene-1167, AL4G45560
OG0003484	g18366	AL7G10290, AL7G24500
OG0003485	g47991	AL7G13200
OG0003486	g47935	AL7G15290
OG0003487	g18213, g23071	AL7G16600
OG0003488	g50978	AL4G14490
OG0003491	g32132	AL1G38730
OG0003494	g36723	AL1G63660
OG0003495	g10243	AL2G20010, AL2G20200, AL2G20020, AL2G20070, AL6G40220, AL2G20030
OG0003496	g28368, g45479, g13335	AL2G25100, AL2G25070
OG0003497	g18039	AL2G25780, AL2G25790, AL2G26510
OG0003500	g11213	AL5G22770, AL5G22840
OG0003501	g10000	nbis-gene-1562, AL6G35620, AL6G35640, AL6G35630, nbis-gene-1563
OG0003502	g889	AL8G27140
OG0003503	g37250	AL5G13720
OG0003512	g38265	AL4G19450
OG0003515	g5080	AL6G26760
OG0003516	g29444	AL6G22130
OG0003517	g6776	AL3G33220
OG0003518	g5492	AL6G19240, AL5G33000
OG0003519	g29612, g423	AL8G38080
OG0003520	g45484	AL6G17950, AL3G21620
OG0003521	g40121	AL4G21200, AL1G53070, AL4G21190
OG0003522	g37804	AL4G22650, AL4G22670
OG0003523	g37834, g40042	AL4G21740
OG0003525	g51207	AL4G25280, AL136U10020
OG0003527	g51247, g26965	AL4G26650
OG0003529	g51297	AL4G27630
OG0003530	g39715	AL8G16560, AL8G16440, AL1G13830, AL37U10050
OG0003532	g32494	AL1G44970
OG0003533	g65	AL8G20700, AL74U10010, AL8G22110, AL8G44260
OG0003535	g29497	AL6G20960
OG0003535	g9714	AL8G43010
OG0003537	g396	AL8G38580
OG0003538	g10074	AL3G41810, AL6G37550, AL6G38760
OG0003539	g28875	AL6G33300
OG0003540	g826, g827	AL6G34110
OG0003541	g28823	AL8G37090, AL8G37100
OG0003542	g46093	AL2G33600
OG0003543	g28743	AL8G35960, AL8G35970
OG0003544	g39238	AL8G35820
OG0003545	g1158, g28697	AL8G34390
OG0003546	g39290, g1138, g28659	AL8G33840
OG0003547	g1067	AL8G31980
OG0003547	g31100	AL1G18420
OG0003548	g28524, g1026	AL8G31210
OG0003549	g45477	AL6G17430
OG0003550	g5615	AL6G15910
OG0003551	g29741, g5645	AL6G15010
OG0003552	g45357	AL6G42620
OG0003552	g5957	AL3G48780
OG0003553	g11485, g24218	AL6G12050
OG0003554	g10485	AL5G16870
OG0003555	g44346	AL2G39440, AL1G47190
OG0003556	g32033, g50243	AL1G35880
OG0003557	g6113	AL3G50130
OG0003558	g36409	AL1G57220
OG0003559	g17721	AL7G41840
OG0003562	g24418	AL7G39490
OG0003563	g32816	AL2G33060
OG0003564	g50059	AL1G31510
OG0003567	g18399	AL8G13020
OG0003568	g37050	AL8G17920, AL1G66580
OG0003569	g46077	AL2G33390
OG0003571	g47353	AL7G33290
OG0003573	g47167, g2656, g2670, g24337	AL7G38440
OG0003574	g18474	AL5G32480
OG0003575	g18747	AL39U10030, AL4G47450
OG0003577	g37710	AL4G46560
OG0003578	g11165, g1834	AL6G15510, AL5G44050
OG0003579	g18714	AL5G43050
OG0003580	g18953	AL5G37470, AL5G40250
OG0003581	g2038	AL5G39800
OG0003582	g18977	AL5G39310
OG0003582	g52017	AL4G40250
OG0003583	g2234	AL5G36240
OG0003584	g2367	AL5G21410, AL5G34180
OG0003585	g928	AL8G28460
OG0003586	g46760	AL7G52790
OG0003587	g2173	AL5G37300
OG0003588	g52102	AL379U10010
OG0003589	g2464	AL5G32090
OG0003589	g37279	AL4G35770
OG0003590	g51666	AL4G34700
OG0003591	g37970	AL4G29720
OG0003591	g5728	AL6G12870
OG0003592	g38289	AL4G18850, AL5G21960
OG0003593	g32731, g50730	AL1G48460
OG0003594	g40362	AL6G45780, AL6G45770
OG0003595	g10107	AL6G38480, AL1G54410
OG0003597	g30854	AL1G13720
OG0003598	g54158, g27619, g18122	AL8G29180
OG0003599	g41477	AL6G29470
OG0003600	g35909, g46251, g1821	AL3G17080, nbis-gene-1518, AL2G33170, AL3G17020
OG0003601	g12274	AL3G24300
OG0003602	g12139	AL3G28050
OG0003604	g38390	AL4G14630, AL7G21070
OG0003605	g6715	AL3G34460, AL3G34450
OG0003606	g11900	AL3G34530
OG0003608	g13463	AL7G41870, AL3G37950
OG0003609	g10737	AL5G11210, AL5G11200
OG0003610	g1681	AL1G64960
OG0003611	g43903	AL1G65310
OG0003612	g19254	AL5G33080
OG0003613	g49312	AL1G36590
OG0003613	g49315	AL1G10800
OG0003614	g49394	AL1G12360, AL1G12370
OG0003616	g30975	AL1G16040
OG0003617	g30992	AL1G16310
OG0003619	g49722	AL1G20790, AL1G47570, AL1G47560, AL1G20660
OG0003620	g41045	AL2G16960
OG0003622	g31300	AL1G22110
OG0003624	g27285	AL1G32130
OG0003625	g27347	AL2G39560
OG0003626	g52951	AL3G26990
OG0003627	g27467	AL1G33710
OG0003628	g40510, g40511	AL8G14810
OG0003629	g18199, g23123	AL5G22780, AL5G22860, AL7G17190, AL7G17200
OG0003630	g23211	AL7G18660, AL4G18230
OG0003631	g47856	AL7G17670
OG0003632	g23283, g16931	AL7G19680
OG0003633	g32075	AL1G38010
OG0003636	g40017	AL4G23680
OG0003638	g12463	AL3G18170, nbis-gene-672
OG0003639	g1392	AL8G24730
OG0003641	g11015	AL4G21510
OG0003645	g23972	nbis-gene-1801
OG0003647	g19758, g19705	AL2G21070, AL2G21520
OG0003656	g2715	AL5G27830
OG0003657	g19498	AL5G27130
OG0003659	g12747	AL6G26380
OG0003661	g29421	AL6G22680
OG0003662	g29433	AL6G22340
OG0003664	g29552	AL6G20060
OG0003665	g13107, g7412	nbis-gene-687
OG0003666	g37895, g5558	AL4G25110
OG0003668	g23752	AL7G27530
OG0003669	g27671	AL7G41530, AL7G41380, AL1G42780
OG0003670	g9974	AL6G34880
OG0003671	g554, g18567	AL6G36270, AL6G36260
OG0003672	g614, g14925, g18555	AL6G37600
OG0003673	g745	AL6G32570
OG0003673	g41378	AL5G21610
OG0003674	g11469	AL5G22290
OG0003675	g41324, g28818, g848	AL8G37010
OG0003676	g41313	AL8G36620
OG0003678	g28556	AL8G32000, AL7G26570
OG0003679	g1019	AL8G31120
OG0003680	g19394	AL5G29410
OG0003681	g11389	AL5G28120
OG0003682	g35875	nbis-gene-1492
OG0003682	g25467	AL6G50720
OG0003683	g45292	AL6G10880
OG0003684	g10479	AL5G16940
OG0003685	g31081	AL1G18110
OG0003686	g16761	AL7G47190
OG0003686	g40740	AL2G10120
OG0003688	g44289	AL2G22300, AL8G25550
OG0003690	g18505	nbis-gene-1592
OG0003692	g54373, g27977	AL1G64320
OG0003694	g26795, g1414	AL8G24230
OG0003695	g24444, g17645	AL7G39800
OG0003696	g23547, g17039	AL7G24040
OG0003697	g23521	AL7G23620
OG0003698	g10439	AL5G17640
OG0003699	g25394	AL6G52210
OG0003700	g40606, g10950	AL8G12250
OG0003701	g13291	AL3G30840, AL3G30820
OG0003702	g37513	AL4G42420
OG0003704	g28054	AL1G58810, AL1G58840, AL1G58160
OG0003705	g37174	AL3G30480
OG0003706	g31558	AL1G26870, AL1G32070
OG0003707	g54228	AL1G59650
OG0003708	g54247	AL878U10010, AL3G46580
OG0003709	g37964	AL4G29340, AL1G51390
OG0003710	g51548	AL4G31940, AL4G31930
OG0003711	g2250, g50609, g27924	AL3G40870, AL5G36010
OG0003712	g9636	AL8G44880
OG0003713	g36017	AL2G23500, AL5G45060
OG0003714	g1809	AL4G46050
OG0003715	g1866	AL1G53560, AL5G43630
OG0003718	g19049	AL8G10870
OG0003718	g2185	AL5G37060
OG0003719	g51811, g37331	AL4G37250
OG0003721	g27618	AL1G40440
OG0003722	g13953	AL3G51840
OG0003723	g23107	AL3G52920, AL5G14080
OG0003724	g5981	AL3G52860, AL3G52870
OG0003725	g13925, g53828, g5975	AL1G54170, AL3G52820
OG0003726	g16999	AL7G22410
OG0003727	g46828	AL7G45710
OG0003730	g10129	AL6G39160
OG0003733	g37527	AL4G42940
OG0003734	g38224	AL4G42810
OG0003735	g37521	AL4G42650
OG0003736	g7652	AL3G17290
OG0003737	g12974, g12438, g7583	AL3G18900
OG0003738	g12421, g12422, g12423, g12424, g7551	AL3G19430
OG0003739	g13211	AL3G26360, AL3G26380
OG0003740	g13219	AL3G26880
OG0003742	g13298	AL3G31290, AL4G11350
OG0003743	g12000	AL451U10010, AL3G31880
OG0003744	g13397, g6625, g6613, g6624, g6627	AL3G35880
OG0003745	g2457	AL5G32260, AL7G47860
OG0003746	g49404	AL1G12610
OG0003747	g30946	AL1G15580, AL1G15590
OG0003748	g49563	AL1G17590
OG0003749	g44301	AL2G40490
OG0003750	g31677	AL1G29120
OG0003751	g31696	AL1G29590
OG0003752	g44658	AL2G30860
OG0003753	g44690, g45873	AL2G30100
OG0003754	g46902	AL7G44130
OG0003755	g40758	AL7G47120
OG0003756	g40483	AL8G15580
OG0003757	g54050, g54060	AL8G32340, AL1G54730
OG0003758	g28099, g45806	AL3G31300, AL814U10010, AL5G17190
OG0003759	g36387, g54123	AL1G56280, AL1G56190
OG0003760	g18353	AL7G10420, AL7G10430
OG0003761	g25970, g22718	AL7G11780
OG0003762	g41506, g22723	AL7G11840
OG0003763	g18300	AL7G12460
OG0003764	g47971	AL7G14400
OG0003765	g23728, g47564	AL7G27110
OG0003767	g25375	AL6G52030, AL6G52670
OG0003768	g17052, g23568	AL7G24360
OG0003769	g25929	AL1G44590
OG0003771	g3183	AL6G48470
OG0003771	g35399	AL8G20310
OG0003772	g46794	AL7G46300
OG0003775	g5211, g53748	AL53U10060, AL4G33270, AL4G33320, AL4G33400, AL4G34490, AL4G34570, AL4G34290
OG0003776	g17581, g2658, g24339, g2672	AL7G38460
OG0003777	g47124	AL7G39590
OG0003791	g4996	AL6G28330, AL6G28350
OG0003792	g3836, g45718	AL6G26980
OG0003793	g45624	AL6G24230
OG0003794	g29424, g5343	AL3G26740, AL6G22640
