Orthogroup	Rorippa_islandica	Raphanus_sativus
OG0001223	Roisl.0191s0345.1.p	XP_018473922.1, XP_018473945.1, XP_018493142.1, XP_018473959.1, XP_018473951.1, XP_018473930.1, XP_018462801.1
OG0001223	Roisl.0003s0185.1.p	XP_018450651.1, XP_018450655.1
OG0001224	Roisl.0214s0699.1.p, Roisl.0214s0707.1.p, Roisl.0214s0706.1.p	XP_018449922.1, XP_018455685.1, XP_018488606.1, XP_018455693.1, XP_018455916.1, XP_018454169.1
OG0001225	Roisl.0091s0071.1.p	XP_018456316.1
OG0001231	Roisl.0016s0246.1.p	XP_018441770.1
OG0001231	Roisl.0210s1403.1.p	XP_018471108.1, XP_018471084.1, XP_018446328.1, XP_018458863.1
OG0001232	Roisl.0210s1194.1.p, Roisl.0066s0064.1.p	XP_018456849.1
OG0001232	Roisl.0004s0319.1.p	XP_018463659.1, XP_018469596.1, XP_018469564.1, XP_018444378.1
OG0001233	Roisl.0022s0370.1.p	XP_018449515.1, XP_018450911.1, XP_018455290.1
OG0001234	Roisl.0210s0799.1.p	XP_018474464.1, XP_018474465.1, XP_018492900.1, XP_018440165.1, XP_018472603.1, XP_018474463.1, XP_018470766.1
OG0001235	Roisl.0210s0610.1.p	XP_018446409.1, XP_018476389.1, XP_018462547.1
OG0001235	Roisl.0024s0248.1.p	XP_018457299.1, XP_018492974.1, XP_018492975.1
OG0001236	Roisl.0079s0157.1.p	XP_018487093.1, XP_018487091.1
OG0001236	Roisl.0082s0386.1.p	XP_018475699.1
OG0001237	Roisl.0082s0711.1.p, Roisl.0209s0523.1.p	XP_018478828.1
OG0001237	Roisl.0042s0058.1.p	XP_018471103.1
OG0001238	Roisl.0195s0035.1.p	XP_018472397.1, XP_018462710.1, XP_018437944.1
OG0001240	Roisl.0091s0723.1.p	XP_018436042.1, XP_018465449.1
OG0001240	Roisl.0028s0653.1.p	XP_018482277.1
OG0001241	Roisl.0028s0657.1.p	XP_018475852.1, XP_018462020.1, XP_018483706.1, XP_018439703.1
OG0001242	Roisl.0028s0807.1.p	XP_018479883.1, XP_018479882.1, XP_018484357.1
OG0001243	Roisl.0046s0455.1.p	XP_018456641.1
OG0001243	Roisl.0046s0452.1.p, Roisl.0046s0450.1.p	XP_018437970.1, XP_018463757.1, XP_018452245.1
OG0001244	Roisl.0024s0503.1.p	XP_018488958.1
OG0001244	Roisl.0046s0926.1.p	XP_018481072.1, XP_018481057.1
OG0001245	Roisl.0024s0254.1.p	XP_018435216.1, XP_018489801.1
OG0001246	Roisl.0019s0833.1.p	XP_018446783.1, XP_018442884.1, XP_018461681.1
OG0001246	Roisl.0080s0040.1.p, Roisl.0015s0105.1.p	XP_018487232.1
OG0001247	Roisl.0080s0074.1.p	XP_018439421.1, XP_018492573.1
OG0001247	Roisl.0210s0474.1.p	XP_018470706.1, XP_018476180.1
OG0001248	Roisl.0210s1866.1.p	XP_018471573.1, XP_018446563.1
OG0001248	Roisl.0037s0054.1.p	XP_018437689.1, XP_018432653.1, XP_018491633.1
OG0001249	Roisl.0080s0456.1.p	XP_018456743.1
OG0001249	Roisl.0210s0442.1.p	XP_018446818.1, XP_018471687.1
OG0001251	Roisl.0022s0418.1.p	XP_018483712.1, XP_018444062.1
OG0001251	Roisl.0052s0036.1.p	XP_018469271.1, XP_018473295.1, XP_018448093.1
OG0001252	Roisl.0082s0428.1.p	XP_018461885.1, XP_018476355.1, XP_018456767.1
OG0001252	Roisl.0210s0220.1.p	XP_018437202.1
OG0001253	Roisl.0082s0398.1.p	XP_018473282.1, XP_018466094.1, XP_018473280.1, XP_018456961.1
OG0001254	Roisl.0079s0327.1.p	XP_018488308.1, XP_018435331.1
OG0001254	Roisl.0030s0019.1.p	XP_018472949.1, XP_018470609.1
OG0001255	Roisl.0030s0001.1.p	XP_018445525.1
OG0001255	Roisl.0079s0315.1.p	XP_018434911.1, XP_018487453.1, XP_018487083.1
OG0001256	Roisl.0115s0241.1.p	XP_018462967.1, XP_018448577.1, XP_018456181.1
OG0001256	Roisl.0007s0447.1.p	XP_018435911.1, XP_018465499.1, XP_018464069.1
OG0001257	Roisl.0004s0210.1.p	XP_018482960.1
OG0001257	Roisl.0007s0008.1.p	XP_018451697.1
OG0001258	Roisl.0004s0365.1.p	XP_018444090.1
OG0001258	Roisl.0004s0367.1.p, Roisl.0004s0368.1.p	XP_018442333.1
OG0001259	Roisl.0004s0376.1.p	XP_018442373.1, XP_018448305.1, XP_018442873.1
OG0001259	Roisl.0007s0184.1.p	XP_018440214.1, XP_018432666.1
OG0001260	Roisl.0066s0203.1.p	XP_018441930.1
OG0001260	Roisl.0001s0156.1.p	XP_018444337.1, XP_018451821.1, XP_018448115.1
OG0001261	Roisl.0001s0199.1.p	XP_018450393.1, XP_018450394.1
OG0001261	Roisl.0066s0166.1.p	XP_018441113.1, XP_018466323.1, XP_018457101.1, XP_018452146.1, XP_018485426.1
OG0001262	Roisl.0021s0536.1.p	XP_018449829.1, XP_018448976.1
OG0001262	Roisl.0074s0654.1.p	XP_018488493.1, XP_018492552.1, XP_018437678.1
OG0001263	Roisl.0046s1252.1.p	XP_018484175.1, XP_018432681.1
OG0001263	Roisl.0028s1063.1.p	XP_018467309.1, XP_018473140.1, XP_018433993.1
OG0001264	Roisl.0082s0040.1.p	XP_018450067.1, XP_018450066.1
OG0001265	Roisl.0115s0611.1.p	XP_018486237.1, XP_018459666.1
OG0001265	Roisl.0002s0247.1.p	XP_018449306.1, XP_018463472.1
OG0001266	Roisl.0007s0249.1.p	XP_018449968.1, XP_018449997.1, XP_018483910.1, XP_018438286.1
OG0001266	Roisl.0004s0433.1.p	XP_018443000.1
OG0001267	Roisl.0044s0122.1.p, Roisl.0044s0121.1.p, Roisl.0019s0050.1.p	XP_018447810.1, XP_018449870.1, XP_018467867.1
OG0001269	Roisl.0005s0322.1.p	XP_018460073.1
OG0001270	Roisl.0115s0313.1.p	XP_018477279.1
OG0001271	Roisl.0006s0094.1.p, Roisl.0115s0315.1.p	XP_018487594.1, XP_018485424.1, XP_018437038.1, XP_018437034.1, XP_018461644.1, XP_018488236.1, XP_018488970.1
OG0001272	Roisl.0006s0095.1.p	XP_018477811.1, XP_018486040.1
OG0001272	Roisl.0115s0316.1.p	XP_018488242.1, XP_018493435.1
OG0001273	Roisl.0213s0607.1.p	XP_018473155.1, XP_018476814.1
OG0001273	Roisl.0008s0171.1.p	XP_018478296.1, XP_018447140.1, XP_018444788.1
OG0001274	Roisl.0210s0351.1.p	XP_018447438.1, XP_018447450.1, XP_018441733.1, XP_018432673.1
OG0001275	Roisl.0075s0163.1.p, Roisl.0009s0055.1.p	XP_018462806.1, XP_018479706.1
OG0001275	Roisl.0002s0124.1.p	XP_018454004.1
OG0001276	Roisl.0091s0128.1.p	XP_018463047.1
OG0001276	Roisl.0082s0222.1.p	XP_018471842.1
OG0001277	Roisl.0082s0237.1.p	XP_018472664.1, XP_018452346.1
OG0001277	Roisl.0091s0150.1.p	XP_018480642.1, XP_018477464.1
OG0001278	Roisl.0035s0157.1.p	XP_018480207.1, XP_018479129.1, XP_018436605.1
OG0001278	Roisl.0018s0259.1.p	XP_018492410.1, XP_018492399.1, XP_018477180.1
OG0001279	Roisl.0018s0103.1.p	XP_018447000.1
OG0001279	Roisl.0028s0180.1.p	XP_018461823.1, XP_018441960.1
OG0001280	Roisl.0028s0365.1.p	XP_018482776.1, XP_018483636.1
OG0001280	Roisl.0026s0039.1.p	XP_018465393.1, XP_018491523.1
OG0001282	Roisl.0026s0100.1.p	XP_018445713.1, XP_018446182.1, XP_018485191.1, XP_018491910.1, XP_018486574.1
OG0001282	Roisl.0028s0397.1.p	XP_018440754.1
OG0001283	Roisl.0079s0209.1.p	XP_018440503.1, XP_018493113.1
OG0001283	Roisl.0046s1588.1.p	XP_018490672.1, XP_018467611.1, XP_018477637.1
OG0001284	Roisl.0046s1552.1.p	XP_018484534.1, XP_018484531.1, XP_018493159.1
OG0001284	Roisl.0017s0356.1.p	XP_018472629.1
OG0001285	Roisl.0031s0081.1.p	XP_018462465.1
OG0001285	Roisl.0022s0447.1.p	XP_018471282.1
OG0001286	Roisl.0017s0043.1.p	XP_018440140.1, XP_018484284.1, XP_018459001.1
OG0001286	Roisl.0046s1303.1.p	XP_018484019.1, XP_018492187.1
OG0001287	Roisl.0066s0108.1.p	XP_018455556.1
OG0001287	Roisl.0001s0247.1.p	XP_018477994.1, XP_018470474.1
OG0001288	Roisl.0051s0035.1.p	XP_018434299.1, XP_018467426.1, XP_018478792.1
OG0001288	Roisl.0003s0157.1.p	XP_018458653.1, XP_018485316.1, XP_018482367.1, XP_018451543.1
OG0001289	Roisl.0028s0131.1.p	XP_018473421.1
OG0001289	Roisl.0028s0132.1.p	XP_018455347.1, XP_018438288.1, XP_018438329.1
OG0001290	Roisl.0079s0140.1.p	XP_018462745.1, XP_018491121.1, XP_018486036.1, XP_018491153.1
OG0001291	Roisl.0001s0045.1.p, Roisl.0001s0044.1.p, Roisl.0074s0822.1.p	XP_018461839.1, XP_018468722.1, XP_018461840.1, XP_018465667.1, XP_018462597.1
OG0001292	Roisl.0074s0281.1.p	XP_018439152.1
OG0001292	Roisl.0074s0279.1.p, Roisl.0074s0280.1.p	XP_018439652.1, XP_018489426.1, XP_018493399.1
OG0001293	Roisl.0210s1913.1.p	XP_018442706.1
OG0001295	Roisl.0007s0376.1.p	XP_018450895.1, XP_018444933.1, XP_018439463.1, XP_018436764.1
OG0001295	Roisl.0019s0221.1.p	XP_018456867.1, XP_018453047.1
OG0001296	Roisl.0046s0044.1.p, Roisl.0046s0042.1.p, Roisl.0046s0043.1.p, Roisl.0209s0066.1.p, Roisl.0209s0067.1.p, Roisl.0082s0726.1.p, Roisl.0046s0047.1.p, Roisl.0046s0046.1.p	XP_018482339.1
OG0001297	Roisl.0188s0089.1.p	XP_018482952.1, XP_018482953.1, XP_018435188.1, XP_018482950.1, XP_018482951.1, XP_018435189.1, XP_018482954.1
OG0001298	Roisl.0015s0058.1.p	XP_018449883.1, XP_018442967.1, XP_018469207.1
OG0001298	Roisl.0019s0770.1.p	XP_018446061.1, XP_018445993.1, XP_018468898.1, XP_018446377.1
OG0001300	Roisl.0034s0154.1.p	XP_018474736.1, XP_018444258.1, XP_018444179.1
OG0001300	Roisl.0074s0749.1.p	XP_018437317.1, XP_018489122.1, XP_018465314.1
OG0001301	Roisl.0005s0099.1.p, Roisl.0005s0100.1.p	XP_018465218.1, XP_018455256.1, XP_018455426.1, XP_018456267.1
OG0001305	Roisl.0007s0640.1.p	XP_018491011.1
OG0001305	Roisl.0011s0057.1.p	XP_018441504.1, XP_018483872.1, XP_018457921.1
OG0001306	Roisl.0016s0123.1.p	XP_018492657.1, XP_018493426.1
OG0001306	Roisl.0210s1247.1.p	XP_018476624.1, XP_018446583.1
OG0001307	Roisl.0016s0091.1.p	XP_018446507.1
OG0001307	Roisl.0210s1209.1.p	XP_018476925.1, XP_018473399.1, XP_018444846.1
OG0001308	Roisl.0213s0776.1.p, Roisl.0210s0835.1.p	XP_018445405.1, XP_018445378.1, XP_018470132.1, XP_018470134.1, XP_018475921.1, XP_018445379.1, XP_018445406.1, XP_018470130.1, XP_018470131.1
OG0001309	Roisl.0210s0563.1.p	XP_018472651.1, XP_018456073.1, XP_018445259.1
OG0001309	Roisl.0210s1978.1.p	XP_018483776.1
OG0001310	Roisl.0091s1070.1.p	XP_018480879.1, XP_018489520.1
OG0001310	Roisl.0082s0612.1.p	XP_018478657.1
OG0001311	Roisl.0091s0851.1.p	XP_018489085.1, XP_018489693.1
OG0001311	Roisl.0017s0502.1.p	XP_018475760.1, XP_018482878.1
OG0001312	Roisl.0028s0820.1.p	XP_018436829.1
OG0001312	Roisl.0213s0169.1.p	XP_018489118.1, XP_018483735.1, XP_018481028.1, XP_018450381.1, XP_018450380.1
OG0001313	Roisl.0009s0280.1.p, Roisl.0009s0181.1.p	XP_018447121.1
OG0001314	Roisl.0007s0710.1.p	XP_018433795.1
OG0001314	Roisl.0011s0168.1.p	XP_018441119.1, XP_018452329.1, XP_018463001.1
OG0001315	Roisl.0021s0487.1.p	XP_018460557.1, XP_018449917.1, XP_018460552.1, XP_018442003.1, XP_018483111.1
OG0001315	Roisl.0011s0254.1.p	XP_018480905.1
OG0001316	Roisl.0080s0068.1.p	XP_018493050.1
OG0001316	Roisl.0015s0110.1.p	XP_018493452.1, XP_018450549.1, XP_018449173.1
OG0001317	Roisl.0046s0803.1.p	XP_018471386.1, XP_018492451.1, XP_018492452.1
OG0001318	Roisl.0080s0239.1.p	XP_018472909.1, XP_018456061.1, XP_018456053.1
OG0001318	Roisl.0080s0238.1.p	XP_018443250.1, XP_018464901.1, XP_018468705.1, XP_018468702.1
OG0001319	Roisl.0080s0296.1.p	XP_018468534.1
OG0001319	Roisl.0209s0310.1.p	XP_018436504.1
OG0001320	Roisl.0080s0630.1.p	XP_018474211.1, XP_018464904.1, XP_018474210.1
OG0001320	Roisl.0080s0629.1.p	XP_018464366.1, XP_018464375.1, XP_018462222.1, XP_018453555.1, XP_018453554.1, XP_018469561.1, XP_018474165.1
OG0001321	Roisl.0080s0767.1.p	XP_018466599.1, XP_018471537.1
OG0001321	Roisl.0022s0324.1.p	XP_018450366.1, XP_018470855.1
OG0001322	Roisl.0210s0052.1.p	XP_018487749.1
OG0001322	Roisl.0021s0614.1.p	XP_018491592.1, XP_018491664.1, XP_018478613.1, XP_018478630.1
OG0001323	Roisl.0042s0012.1.p	XP_018469888.1, XP_018444017.1
OG0001323	Roisl.0074s0825.1.p	XP_018489798.1, XP_018491325.1
OG0001324	Roisl.0042s0041.1.p	XP_018470180.1, XP_018465028.1
OG0001324	Roisl.0074s0851.1.p	XP_018488625.1, XP_018492780.1
OG0001325	Roisl.0074s0853.1.p	XP_018490054.1, XP_018466197.1, XP_018438170.1, XP_018489895.1
OG0001326	Roisl.0030s0213.1.p	XP_018476120.1, XP_018446206.1
OG0001327	Roisl.0009s0060.1.p	XP_018443184.1
OG0001327	Roisl.0050s0074.1.p	XP_018453179.1, XP_018453080.1
OG0001328	Roisl.0019s0821.1.p	XP_018442903.1, XP_018456238.1
OG0001329	Roisl.0049s0080.1.p	XP_018433947.1, XP_018464738.1, XP_018461923.1, XP_018488697.1, XP_018465074.1
OG0001330	Roisl.0049s0062.1.p, Roisl.0049s0061.1.p	XP_018439866.1
OG0001330	Roisl.0004s0174.1.p	XP_018456001.1, XP_018471707.1, XP_018471708.1
OG0001331	Roisl.0021s0525.1.p	XP_018450673.1, XP_018432518.1, XP_018434941.1, XP_018450767.1
OG0001331	Roisl.0074s0659.1.p	XP_018488497.1, XP_018488439.1
OG0001332	Roisl.0006s0498.1.p	XP_018450021.1, XP_018465269.1, XP_018450917.1
OG0001332	Roisl.0074s0578.1.p	XP_018434251.1, XP_018486458.1
OG0001334	Roisl.0075s0159.1.p	XP_018485263.1
OG0001334	Roisl.0075s0156.1.p	XP_018450681.1
OG0001335	Roisl.0115s0646.1.p	XP_018435022.1
OG0001335	Roisl.0002s0274.1.p	XP_018449876.1
OG0001336	Roisl.0115s0644.1.p, Roisl.0115s0643.1.p	XP_018440961.1
OG0001337	Roisl.0002s0245.1.p	XP_018449316.1, XP_018463475.1, XP_018448567.1
OG0001338	Roisl.0019s0173.1.p	XP_018443519.1, XP_018471624.1
OG0001338	Roisl.0007s0351.1.p	XP_018469049.1, XP_018447357.1, XP_018473038.1
OG0001339	Roisl.0021s0425.1.p	XP_018442582.1, XP_018442711.1, XP_018433948.1, XP_018433957.1
OG0001339	Roisl.0011s0335.1.p	XP_018482500.1, XP_018483034.1, XP_018434660.1
OG0001340	Roisl.0005s0256.1.p	XP_018455576.1, XP_018482218.1
OG0001340	Roisl.0091s0447.1.p	XP_018469268.1
OG0001341	Roisl.0005s0298.1.p	XP_018454141.1
OG0001341	Roisl.0091s0398.1.p	XP_018441029.1
OG0001342	Roisl.0005s0317.1.p	XP_018442067.1, XP_018452096.1
OG0001342	Roisl.0091s0378.1.p	XP_018468493.1, XP_018480585.1
OG0001343	Roisl.0091s0341.1.p	XP_018451251.1, XP_018470207.1, XP_018472406.1
OG0001343	Roisl.0005s0365.1.p	XP_018433185.1, XP_018483781.1
OG0001344	Roisl.0006s0199.1.p	XP_018447822.1, XP_018489356.1
OG0001344	Roisl.0028s1008.1.p	XP_018478696.1, XP_018482918.1, XP_018476036.1
OG0001345	Roisl.0006s0314.1.p	XP_018449622.1, XP_018491187.1
OG0001345	Roisl.0074s0376.1.p	XP_018488587.1, XP_018439621.1, XP_018439533.1
OG0001346	Roisl.0006s0353.1.p	XP_018469627.1
OG0001346	Roisl.0074s0404.1.p	XP_018490713.1, XP_018459446.1, XP_018434054.1, XP_018434020.1, XP_018490926.1
OG0001347	Roisl.0091s0420.1.p	XP_018450003.1, XP_018450916.1, XP_018449884.1
OG0001347	Roisl.0001s0149.1.p	XP_018467835.1
OG0001348	Roisl.0046s1046.1.p	XP_018484494.1
OG0001348	Roisl.0024s0635.1.p	XP_018441873.1
OG0001349	Roisl.0213s0619.1.p	XP_018474731.1
OG0001349	Roisl.0008s0185.1.p	XP_018468552.1, XP_018482617.1
OG0001350	Roisl.0091s0042.1.p	XP_018478142.1
OG0001350	Roisl.0209s0208.1.p	XP_018452758.1
OG0001351	Roisl.0091s0252.1.p	XP_018483973.1
OG0001351	Roisl.0091s0253.1.p	XP_018450302.1, XP_018471131.1, XP_018447264.1, XP_018483974.1
OG0001352	Roisl.0053s0157.1.p	XP_018490403.1
OG0001352	Roisl.0066s0002.1.p	XP_018438646.1, XP_018438645.1
OG0001353	Roisl.0018s0398.1.p	XP_018488926.1, XP_018480700.1, XP_018467305.1
OG0001353	Roisl.0067s0069.1.p	XP_018437213.1
OG0001354	Roisl.0018s0367.1.p, Roisl.0018s0370.1.p, Roisl.0018s0376.1.p	XP_018478132.1
OG0001355	Roisl.0018s0136.1.p	XP_018482415.1
OG0001356	Roisl.0018s0122.1.p	XP_018486958.1, XP_018459089.1
OG0001356	Roisl.0028s0139.1.p	XP_018480730.1, XP_018480834.1, XP_018480776.1, XP_018437003.1
OG0001357	Roisl.0028s0348.1.p	XP_018474594.1
OG0001357	Roisl.0026s0018.1.p	XP_018480566.1
OG0001358	Roisl.0026s0203.1.p	XP_018458570.1, XP_018465396.1, XP_018489537.1
OG0001358	Roisl.0028s0501.1.p	XP_018439601.1, XP_018438067.1, XP_018475281.1
OG0001360	Roisl.0035s0184.1.p, Roisl.0076s0007.1.p	XP_018449706.1
OG0001360	Roisl.0213s0823.1.p	XP_018484722.1
OG0001362	Roisl.0014s0125.1.p	XP_018482890.1
OG0001362	Roisl.0079s0108.1.p	XP_018461636.1, XP_018435313.1, XP_018485402.1
OG0001364	Roisl.0191s0063.1.p	XP_018450844.1
OG0001365	Roisl.0209s0145.1.p	XP_018492840.1, XP_018434167.1
OG0001365	Roisl.0057s0015.1.p	XP_018452390.1, XP_018476383.1
OG0001366	Roisl.0039s0066.1.p	XP_018490581.1, XP_018493486.1, XP_018433398.1, XP_018439571.1
OG0001366	Roisl.0046s0394.1.p	XP_018440235.1, XP_018435094.1
OG0001367	Roisl.0027s0048.1.p	XP_018438241.1
OG0001368	Roisl.0035s0058.1.p	XP_018484952.1, XP_018483149.1, XP_018484941.1, XP_018440551.1
OG0001371	Roisl.0016s0350.1.p	XP_018485492.1, XP_018440913.1
OG0001371	Roisl.0210s1537.1.p	XP_018472595.1, XP_018442999.1, XP_018442700.1
OG0001372	Roisl.0016s0392.1.p	XP_018488769.1, XP_018491434.1, XP_018439235.1
OG0001373	Roisl.0074s0938.1.p	XP_018432714.1, XP_018461712.1, XP_018434691.1
OG0001374	Roisl.0213s0847.1.p, Roisl.0213s0850.1.p, Roisl.0213s0843.1.p	XP_018459744.1, XP_018459840.1, XP_018483060.1, XP_018484666.1
OG0001374	Roisl.0213s0842.1.p	XP_018483023.1, XP_018482718.1
OG0001375	Roisl.0074s0483.1.p, Roisl.0047s0006.1.p, Roisl.0214s0340.1.p	XP_018492244.1, XP_018440629.1, XP_018486106.1, XP_018466455.1
OG0001376	Roisl.0074s0444.1.p	XP_018466262.1, XP_018459439.1, XP_018434754.1
OG0001376	Roisl.0006s0389.1.p	XP_018447839.1, XP_018469523.1
OG0001377	Roisl.0013s0106.1.p	XP_018451488.1, XP_018448138.1
OG0001377	Roisl.0074s0160.1.p	XP_018492854.1, XP_018485930.1, XP_018440208.1, XP_018489290.1, XP_018489289.1
OG0001378	Roisl.0210s0987.1.p	XP_018474309.1, XP_018476766.1, XP_018445499.1
OG0001378	Roisl.0115s0409.1.p	XP_018490671.1
OG0001379	Roisl.0006s0193.1.p	XP_018448084.1, XP_018490190.1
OG0001379	Roisl.0017s0495.1.p	XP_018440040.1
OG0001380	Roisl.0210s1540.1.p	XP_018444426.1, XP_018444636.1
OG0001381	Roisl.0214s0538.1.p	XP_018442000.1
OG0001381	Roisl.0021s0171.1.p	XP_018491713.1, XP_018483562.1
OG0001382	Roisl.0007s0697.1.p	XP_018455841.1, XP_018461773.1, XP_018489131.1
OG0001382	Roisl.0007s0696.1.p	XP_018441849.1, XP_018441852.1
OG0001383	Roisl.0191s0024.1.p, Roisl.0191s0025.1.p	XP_018473631.1
OG0001384	Roisl.0024s0606.1.p	XP_018454673.1
OG0001384	Roisl.0191s0170.1.p	XP_018450623.1, XP_018450621.1
OG0001385	Roisl.0001s0316.1.p	XP_018481276.1
OG0001385	Roisl.0001s0317.1.p	XP_018444192.1, XP_018444624.1
OG0001387	Roisl.0008s0336.1.p	XP_018461093.1, XP_018482685.1
OG0001387	Roisl.0047s0034.1.p	XP_018438219.1, XP_018453934.1, XP_018453937.1, XP_018452895.1, XP_018461410.1
OG0001389	Roisl.0074s0304.1.p, Roisl.0046s0843.1.p	XP_018490892.1, XP_018453912.1, XP_018440472.1
OG0001390	Roisl.0053s0391.1.p	XP_018485392.1
OG0001391	Roisl.0028s0679.1.p, Roisl.0017s0519.1.p	XP_018482435.1
OG0001392	Roisl.0210s1625.1.p	XP_018469674.1
OG0001392	Roisl.0210s1627.1.p	XP_018464557.1
OG0001396	Roisl.0022s0389.1.p	XP_018448653.1
OG0001396	Roisl.0052s0002.1.p	XP_018476000.1
OG0001397	Roisl.0022s0393.1.p	XP_018472306.1
OG0001397	Roisl.0052s0009.1.p	XP_018470416.1
OG0001398	Roisl.0191s0596.1.p	XP_018455570.1
OG0001398	Roisl.0009s0206.1.p	XP_018483924.1
OG0001399	Roisl.0016s0317.1.p	XP_018492951.1
OG0001399	Roisl.0210s1494.1.p	XP_018467995.1, XP_018445793.1, XP_018476134.1
OG0001400	Roisl.0009s0288.1.p	XP_018484061.1
OG0001400	Roisl.0210s1223.1.p	XP_018472764.1, XP_018442437.1, XP_018474994.1, XP_018445389.1
OG0001401	Roisl.0210s0959.1.p	XP_018446706.1, XP_018446699.1, XP_018471437.1
OG0001401	Roisl.0210s1659.1.p	XP_018476275.1, XP_018443949.1
OG0001402	Roisl.0210s0824.1.p	XP_018473362.1, XP_018474468.1
OG0001402	Roisl.0046s0199.1.p	XP_018459220.1
OG0001403	Roisl.0210s0697.1.p	XP_018476016.1
OG0001403	Roisl.0024s0361.1.p	XP_018456336.1, XP_018439726.1, XP_018491235.1
OG0001404	Roisl.0210s0573.1.p	XP_018446634.1, XP_018476832.1, XP_018471570.1
OG0001404	Roisl.0210s1989.1.p	XP_018477894.1, XP_018477901.1
OG0001405	Roisl.0082s0640.1.p	XP_018481329.1, XP_018437421.1
OG0001405	Roisl.0091s1056.1.p	XP_018489332.1, XP_018449554.1, XP_018442498.1
OG0001407	Roisl.0033s0019.1.p	XP_018478805.1, XP_018476110.1
OG0001407	Roisl.0016s0084.1.p	XP_018432732.1
OG0001408	Roisl.0033s0101.1.p	XP_018434674.1, XP_018478057.1
OG0001409	Roisl.0033s0156.1.p	XP_018440080.1, XP_018440117.1
OG0001409	Roisl.0091s0910.1.p	XP_018449064.1, XP_018492916.1
OG0001410	Roisl.0091s0773.1.p	XP_018447643.1
OG0001411	Roisl.0066s0341.1.p	XP_018447688.1, XP_018459746.1, XP_018437305.1
OG0001411	Roisl.0214s0263.1.p	XP_018484237.1, XP_018455083.1
OG0001412	Roisl.0028s0833.1.p	XP_018436348.1, XP_018466586.1, XP_018478717.1
OG0001412	Roisl.0213s0209.1.p	XP_018448707.1, XP_018488707.1
OG0001413	Roisl.0213s0498.1.p	XP_018485840.1, XP_018485733.1
OG0001414	Roisl.0046s0924.1.p	XP_018471448.1, XP_018481071.1, XP_018481056.1
OG0001414	Roisl.0024s0501.1.p	XP_018488954.1
OG0001415	Roisl.0024s0480.1.p	XP_018452495.1, XP_018457015.1, XP_018432591.1, XP_018491204.1
OG0001415	Roisl.0046s0909.1.p	XP_018452050.1, XP_018440293.1
OG0001416	Roisl.0046s0789.1.p	XP_018433505.1
OG0001417	Roisl.0080s0382.1.p	XP_018455562.1, XP_018455559.1, XP_018466462.1
OG0001417	Roisl.0019s0847.1.p	XP_018465905.1
OG0001419	Roisl.0080s0736.1.p	XP_018470646.1, XP_018452865.1
OG0001419	Roisl.0022s0317.1.p	XP_018484223.1
OG0001420	Roisl.0082s0423.1.p	XP_018472939.1, XP_018474706.1, XP_018465234.1, XP_018455003.1, XP_018456005.1
OG0001421	Roisl.0042s0146.1.p	XP_018432966.1
OG0001422	Roisl.0034s0045.1.p	XP_018442104.1
OG0001422	Roisl.0079s0246.1.p	XP_018485708.1, XP_018491495.1
OG0001423	Roisl.0011s0543.1.p	XP_018483868.1, XP_018434153.1, XP_018434849.1
OG0001425	Roisl.0001s0145.1.p	XP_018469731.1, XP_018470841.1, XP_018484219.1
OG0001425	Roisl.0066s0211.1.p	XP_018439298.1, XP_018458027.1, XP_018492335.1
OG0001426	Roisl.0074s0661.1.p	XP_018440120.1, XP_018488498.1
OG0001426	Roisl.0195s0024.1.p	XP_018434026.1
OG0001427	Roisl.0021s0537.1.p	XP_018449720.1
OG0001427	Roisl.0074s0653.1.p	XP_018435100.1, XP_018489192.1, XP_018488495.1
OG0001428	Roisl.0046s1278.1.p	XP_018434572.1, XP_018434608.1, XP_018442949.1, XP_018477933.1
OG0001428	Roisl.0054s0036.1.p	XP_018474634.1, XP_018474643.1
OG0001429	Roisl.0022s0453.1.p	XP_018478869.1
OG0001429	Roisl.0031s0067.1.p	XP_018455783.1, XP_018457490.1, XP_018468412.1
OG0001430	Roisl.0008s0242.1.p	XP_018483139.1, XP_018479116.1, XP_018445757.1
OG0001430	Roisl.0076s0004.1.p	XP_018476221.1, XP_018465488.1
OG0001431	Roisl.0023s0072.1.p	XP_018436179.1
OG0001432	Roisl.0191s0313.1.p	XP_018466799.1, XP_018449348.1
OG0001432	Roisl.0019s0560.1.p	XP_018444135.1, XP_018454953.1, XP_018454957.1
OG0001433	Roisl.0091s0432.1.p	XP_018480484.1, XP_018458629.1
OG0001433	Roisl.0005s0265.1.p	XP_018463830.1, XP_018477512.1
OG0001434	Roisl.0091s0336.1.p	XP_018451899.1
OG0001434	Roisl.0012s0393.1.p	XP_018478006.1, XP_018455897.1
OG0001435	Roisl.0115s0321.1.p	XP_018487030.1, XP_018438436.1, XP_018440342.1, XP_018436655.1
OG0001435	Roisl.0006s0102.1.p	XP_018469002.1, XP_018492635.1, XP_018463508.1
OG0001436	Roisl.0006s0310.1.p	XP_018480677.1, XP_018486397.1
OG0001436	Roisl.0074s0360.1.p	XP_018432709.1, XP_018438232.1
OG0001437	Roisl.0005s0089.1.p	XP_018455341.1, XP_018438309.1, XP_018481758.1
OG0001437	Roisl.0091s0560.1.p	XP_018461089.1
OG0001438	Roisl.0091s0587.1.p	XP_018448538.1, XP_018484090.1, XP_018463745.1
