Orthogroup	Rorippa_islandica	Eutrema_salsugineum
OG0002593	Roisl.0036s0002.1.p, Roisl.0046s0368.1.p, Roisl.0046s0369.1.p, Roisl.0046s0370.1.p	XP_006394933.2
OG0002594	Roisl.0018s0352.1.p	XP_006402396.1, XP_024013287.1
OG0002595	Roisl.0007s0781.1.p, Roisl.0009s0072.1.p, Roisl.0009s0052.1.p	XP_024005975.1
OG0002596	Roisl.0006s0491.1.p	XP_006392713.2
OG0002596	Roisl.0074s0571.1.p	XP_006407134.1
OG0002597	Roisl.0006s0489.1.p	XP_006392715.1
OG0002597	Roisl.0074s0567.1.p	XP_024015541.1
OG0002598	Roisl.0006s0476.1.p, Roisl.0006s0473.1.p	XP_006392728.1
OG0002599	Roisl.0074s0535.1.p	XP_006392742.1
OG0002600	Roisl.0046s1248.1.p	XP_006403771.1
OG0002600	Roisl.0028s1059.1.p	XP_006410801.1
OG0002601	Roisl.0053s0307.1.p	XP_024009579.1
OG0002601	Roisl.0075s0137.1.p	XP_024005635.1
OG0002602	Roisl.0002s0254.1.p	XP_006414651.1
OG0002602	Roisl.0115s0631.1.p	XP_006406126.1
OG0002604	Roisl.0004s0469.1.p	XP_006390435.1
OG0002604	Roisl.0004s0486.1.p	XP_006390449.2
OG0002605	Roisl.0191s0424.1.p	XP_006415873.1
OG0002605	Roisl.0019s0703.1.p	XP_006391129.1
OG0002606	Roisl.0191s0412.1.p	XP_006415885.1
OG0002607	Roisl.0028s0825.1.p	XP_024003974.1
OG0002607	Roisl.0053s0041.1.p	XP_006397306.1
OG0002608	Roisl.0012s0353.1.p	XP_006398126.1
OG0002608	Roisl.0091s0313.1.p	XP_006413920.1
OG0002609	Roisl.0074s0017.1.p	XP_006406530.1
OG0002609	Roisl.0006s0028.1.p	XP_006393232.1
OG0002610	Roisl.0006s0070.1.p	XP_006393182.1
OG0002611	Roisl.0115s0381.1.p	XP_006406372.1
OG0002611	Roisl.0006s0145.1.p	XP_006393104.1
OG0002612	Roisl.0006s0356.1.p	XP_006392853.1
OG0002613	Roisl.0006s0359.1.p	XP_006392851.1
OG0002613	Roisl.0074s0410.1.p	XP_006406966.1
OG0002614	Roisl.0074s0411.1.p	XP_006406967.1
OG0002614	Roisl.0006s0360.1.p	XP_006392850.1
OG0002616	Roisl.0014s0013.1.p, Roisl.0208s0030.1.p	XP_006403972.1
OG0002618	Roisl.0179s0004.1.p	XP_006409460.1
OG0002618	Roisl.0001s0054.1.p	XP_006412219.1
OG0002619	Roisl.0074s0285.1.p	XP_006406820.2
OG0002620	Roisl.0066s0278.1.p	XP_006409391.1
OG0002620	Roisl.0001s0114.1.p	XP_006412159.1
OG0002621	Roisl.0001s0119.1.p	XP_006412152.1
OG0002622	Roisl.0082s0153.1.p, Roisl.0082s0154.1.p	XP_006396747.1
OG0002623	Roisl.0213s0561.1.p, Roisl.0213s0564.1.p, Roisl.0213s0566.1.p, Roisl.0213s0563.1.p	XP_024010516.1, XP_006396923.1
OG0002624	Roisl.0018s0448.1.p	XP_006402312.1
OG0002624	Roisl.0067s0002.1.p	XP_006398009.1
OG0002625	Roisl.0018s0263.1.p	XP_024012840.1
OG0002625	Roisl.0035s0153.1.p	XP_006397779.2
OG0002626	Roisl.0018s0092.1.p	XP_024012793.1
OG0002626	Roisl.0028s0206.1.p	XP_024010859.1
OG0002627	Roisl.0026s0093.1.p	XP_006402822.1
OG0002628	Roisl.0026s0111.1.p	XP_006402841.1
OG0002628	Roisl.0028s0390.1.p	XP_006411491.1
OG0002629	Roisl.0026s0161.1.p	XP_024012986.1
OG0002629	Roisl.0028s0459.1.p	XP_006411426.1
OG0002630	Roisl.0046s1617.1.p	XP_006403019.1
OG0002630	Roisl.0028s0594.1.p	XP_024016791.1
OG0002631	Roisl.0046s1513.1.p	XP_006403485.1
OG0002631	Roisl.0017s0313.1.p	XP_006411166.1
OG0002632	Roisl.0053s0336.1.p	XP_006406018.1
OG0002633	Roisl.0017s0142.1.p	XP_006410976.2
OG0002633	Roisl.0046s1369.1.p	XP_006403638.1
OG0002634	Roisl.0022s0443.1.p	XP_006413036.1
OG0002635	Roisl.0213s0744.1.p	XP_024009637.1
OG0002635	Roisl.0053s0070.1.p	XP_024007360.1
OG0002636	Roisl.0213s0802.1.p	XP_006405732.1
OG0002636	Roisl.0024s0110.1.p	XP_006391504.1
OG0002637	Roisl.0044s0098.1.p	XP_006412840.1
OG0002637	Roisl.0214s0373.1.p	XP_024015988.1
OG0002638	Roisl.0017s0330.1.p	XP_006411180.1
OG0002639	Roisl.0191s0462.1.p	XP_006415834.1
OG0002640	Roisl.0210s0123.1.p	XP_006418393.1
OG0002640	Roisl.0191s0577.1.p	XP_006396327.2
OG0002641	Roisl.0115s0711.1.p	XP_006404564.1, XP_006411680.1
OG0002642	Roisl.0115s0680.1.p	XP_024004342.1
OG0002642	Roisl.0082s0127.1.p	XP_006404606.1
OG0002643	Roisl.0020s0137.1.p	XP_024009846.1
OG0002644	Roisl.0209s0782.1.p	XP_006409028.1
OG0002644	Roisl.0022s0485.1.p	XP_006412991.2
OG0002645	Roisl.0018s0149.1.p	XP_006402590.1
OG0002645	Roisl.0028s0094.1.p	XP_006397668.1
OG0002646	Roisl.0028s0248.1.p	XP_006397529.1
OG0002646	Roisl.0028s0245.1.p	XP_006397530.1
OG0002647	Roisl.0210s1526.1.p	XP_006400365.1
OG0002647	Roisl.0016s0332.1.p	XP_006408243.1
OG0002648	Roisl.0079s0071.1.p	XP_006407898.1
OG0002648	Roisl.0198s0019.1.p	XP_006395088.1
OG0002649	Roisl.0079s0287.1.p	XP_006407690.1
OG0002650	Roisl.0079s0299.1.p	XP_024015565.1
OG0002651	Roisl.0074s0845.1.p	XP_006407428.1
OG0002652	Roisl.0074s0688.1.p, Roisl.0074s0687.1.p	XP_006407262.1
OG0002653	Roisl.0074s0140.1.p	XP_006406667.1
OG0002654	Roisl.0046s0548.1.p	XP_006404747.2
OG0002655	Roisl.0188s0067.1.p	XP_006395307.1
OG0002655	Roisl.0070s0009.1.p	XP_006405624.1
OG0002656	Roisl.0075s0205.1.p	XP_024005251.1
OG0002656	Roisl.0053s0397.1.p	XP_006406100.1
OG0002657	Roisl.0075s0219.1.p	XP_024005903.1
OG0002658	Roisl.0115s0584.1.p	XP_006406182.1
OG0002658	Roisl.0115s0582.1.p	XP_006406184.1
OG0002660	Roisl.0064s0031.1.p	XP_006405840.1
OG0002660	Roisl.0055s0009.1.p	XP_024009536.1
OG0002661	Roisl.0046s0489.1.p	XP_006395034.1
OG0002661	Roisl.0046s0491.1.p	XP_006395035.1, XP_024011786.1
OG0002662	Roisl.0191s0628.1.p	XP_006396359.1
OG0002662	Roisl.0210s0159.1.p	XP_006418355.1
OG0002663	Roisl.0210s0236.1.p, Roisl.0214s0001.1.p	XP_006418255.1
OG0002664	Roisl.0091s1032.1.p	XP_024008209.1
OG0002664	Roisl.0091s1033.1.p	XP_006392249.1
OG0002665	Roisl.0021s0002.1.p	XP_006417551.1
OG0002665	Roisl.0214s0829.1.p	XP_006392379.1
OG0002666	Roisl.0191s0239.1.p, Roisl.0021s0057.1.p	XP_006417497.1
OG0002666	Roisl.0214s0703.1.p	XP_006392284.1
OG0002667	Roisl.0214s0557.1.p	XP_006392112.1
OG0002667	Roisl.0021s0136.1.p	XP_006417433.1
OG0002668	Roisl.0021s0211.1.p	XP_006417366.1, XP_024007716.1, XP_024016385.1
OG0002669	Roisl.0021s0264.1.p	XP_006417310.1
OG0002670	Roisl.0011s0252.1.p	XP_024007445.1
OG0002671	Roisl.0019s0128.1.p, Roisl.0019s0129.1.p, Roisl.0007s0743.1.p	XP_006417059.2
OG0002672	Roisl.0007s0639.1.p	XP_006416958.1
OG0002673	Roisl.0007s0616.1.p	XP_006416938.1
OG0002674	Roisl.0007s0425.1.p	XP_006416748.1
OG0002674	Roisl.0004s0045.1.p	XP_006389980.1
OG0002675	Roisl.0019s0258.1.p	XP_006390658.1
OG0002675	Roisl.0007s0393.1.p	XP_006416712.1
OG0002677	Roisl.0028s0961.1.p	XP_006410701.2
OG0002677	Roisl.0115s0769.1.p	XP_006411610.1
OG0002678	Roisl.0063s0028.1.p	XP_006404551.1
OG0002678	Roisl.0115s0724.1.p	XP_006411664.1
OG0002679	Roisl.0001s0473.1.p	XP_006411790.1
OG0002679	Roisl.0046s0605.1.p	XP_024014332.1
OG0002680	Roisl.0046s0535.1.p	XP_024014346.1
OG0002680	Roisl.0001s0396.1.p	XP_006411862.2
OG0002681	Roisl.0001s0061.1.p	XP_024005171.1
OG0002681	Roisl.0065s0006.1.p	XP_006409445.1
OG0002682	Roisl.0001s0048.1.p	XP_006412224.1
OG0002682	Roisl.0053s0148.1.p	XP_006409466.1
OG0002683	Roisl.0001s0019.1.p	XP_006412256.2
OG0002683	Roisl.0045s0090.1.p	XP_024016150.1
OG0002684	Roisl.0023s0111.1.p	XP_006405224.1
OG0002685	Roisl.0082s0516.1.p	XP_006408834.1
OG0002685	Roisl.0003s0329.1.p	XP_006412409.1
OG0002686	Roisl.0008s0318.1.p	XP_024015005.1
OG0002686	Roisl.0046s0695.1.p	XP_006412319.1
OG0002688	Roisl.0023s0008.1.p	XP_006405104.1
OG0002688	Roisl.0003s0203.1.p	XP_006412543.1
OG0002689	Roisl.0038s0058.1.p	XP_024008937.1
OG0002689	Roisl.0006s0049.1.p	XP_024009199.1
OG0002690	Roisl.0015s0086.1.p, Roisl.0015s0108.1.p	XP_006415790.1, XP_024007741.1
OG0002694	Roisl.0214s0660.1.p	XP_006392236.1
OG0002695	Roisl.0179s0064.1.p, Roisl.0179s0063.1.p, Roisl.0079s0185.1.p	XP_006407789.1
OG0002697	Roisl.0046s0858.1.p, Roisl.0046s0859.1.p, Roisl.0046s0860.1.p	XP_024013783.1
OG0002699	Roisl.0189s0181.1.p	XP_006401902.1
OG0002699	Roisl.0189s0180.1.p	XP_006401901.1
OG0002700	Roisl.0189s0152.1.p	XP_024012588.1
OG0002700	Roisl.0189s0149.1.p	XP_024011842.1
OG0002705	Roisl.0022s0390.1.p	XP_006413095.1
OG0002705	Roisl.0052s0003.1.p	XP_006401567.1
OG0002706	Roisl.0210s1475.1.p	XP_006400317.1
OG0002708	Roisl.0210s1199.1.p	XP_006400017.1
OG0002708	Roisl.0016s0085.1.p	XP_006408490.1
OG0002710	Roisl.0210s0928.1.p	XP_006399720.1
OG0002711	Roisl.0210s0684.1.p	XP_006399456.1
OG0002711	Roisl.0024s0343.1.p	XP_006394133.1
OG0002712	Roisl.0046s0050.1.p	XP_006405800.2
OG0002713	Roisl.0017s0063.1.p	XP_006402015.2
OG0002713	Roisl.0210s0616.1.p	XP_006399370.1
OG0002714	Roisl.0080s0108.1.p	XP_006394503.1
OG0002714	Roisl.0210s0507.1.p	XP_006399247.1
OG0002715	Roisl.0204s0047.1.p	XP_006409753.1
OG0002715	Roisl.0091s1108.1.p	XP_006417711.1
OG0002716	Roisl.0204s0032.1.p, Roisl.0204s0031.1.p	XP_006409780.1
OG0002717	Roisl.0017s0494.1.p	XP_006410298.1
OG0002717	Roisl.0091s0844.1.p	XP_006417985.1
OG0002718	Roisl.0210s0389.1.p	XP_006418121.1
OG0002718	Roisl.0028s0730.1.p	XP_024003789.1
OG0002719	Roisl.0030s0012.1.p, Roisl.0012s0179.1.p, Roisl.0012s0156.1.p, Roisl.0012s0167.1.p, Roisl.0012s0161.1.p	XP_024013263.1
OG0002720	Roisl.0022s0199.1.p, Roisl.0022s0198.1.p	XP_006399357.1, XP_006399362.1
OG0002721	Roisl.0013s0203.1.p	XP_024006090.1
OG0002723	Roisl.0028s0867.1.p	XP_006410606.1
OG0002723	Roisl.0213s0275.1.p	XP_006415510.1
OG0002724	Roisl.0213s0391.1.p	XP_006415367.1
OG0002724	Roisl.0028s0922.1.p	XP_006410666.1
OG0002725	Roisl.0018s0342.1.p	XP_006402407.1
OG0002726	Roisl.0003s0250.1.p	XP_006412484.2
OG0002726	Roisl.0046s0217.1.p	XP_006394786.1
OG0002727	Roisl.0208s0037.1.p	XP_024009455.1
OG0002728	Roisl.0019s0084.1.p	XP_006419060.1
OG0002729	Roisl.0209s0265.1.p	XP_024009692.1
OG0002729	Roisl.0080s0244.1.p	XP_006400867.2
OG0002730	Roisl.0002s0264.1.p	XP_006414664.1, XP_006414662.1
OG0002731	Roisl.0022s0313.1.p	XP_006413169.1
OG0002732	Roisl.0046s0851.1.p	XP_006404165.1
OG0002733	Roisl.0210s0454.1.p	XP_024012640.1
OG0002733	Roisl.0080s0023.1.p	XP_006394418.2
OG0002734	Roisl.0042s0027.1.p	XP_006399104.2
OG0002734	Roisl.0074s0842.1.p	XP_006407425.1
OG0002735	Roisl.0028s0609.1.p	XP_006411285.1
OG0002736	Roisl.0042s0160.1.p	XP_006398953.1
OG0002736	Roisl.0074s0941.1.p	XP_006407517.1
OG0002738	Roisl.0022s0502.1.p	XP_006412975.1
OG0002738	Roisl.0214s0493.1.p	XP_006409006.1
OG0002740	Roisl.0079s0251.1.p	XP_006407730.1
OG0002740	Roisl.0034s0052.1.p	XP_006398606.2
OG0002741	Roisl.0007s0451.1.p, Roisl.0115s0239.1.p	XP_006389946.1
OG0002742	Roisl.0001s0153.1.p	XP_006412108.1
OG0002742	Roisl.0066s0204.1.p	XP_006409318.1
OG0002743	Roisl.0022s0388.1.p	XP_006413097.1
OG0002743	Roisl.0052s0001.1.p	XP_006401565.1
OG0002744	Roisl.0074s0587.1.p	XP_006407151.1
OG0002744	Roisl.0006s0508.1.p	XP_006392694.1
OG0002745	Roisl.0006s0419.1.p	XP_006392788.1
OG0002746	Roisl.0074s0443.1.p	XP_024015597.1
OG0002746	Roisl.0006s0387.1.p	XP_006392821.2
OG0002747	Roisl.0037s0016.1.p	XP_006404468.1
OG0002747	Roisl.0003s0285.1.p	XP_006412446.1
OG0002748	Roisl.0022s0105.1.p	XP_024005893.1
OG0002749	Roisl.0075s0091.1.p	XP_006414857.1
OG0002750	Roisl.0209s0063.1.p	XP_006391335.1, XP_006391334.1
OG0002751	Roisl.0058s0077.1.p, Roisl.0002s0191.1.p	XP_006414549.1
OG0002752	Roisl.0115s0517.1.p	XP_006406248.1
OG0002753	Roisl.0024s0031.1.p	XP_006391410.1
OG0002754	Roisl.0002s0092.1.p	XP_006414431.1
OG0002754	Roisl.0074s0284.1.p	XP_006406819.1
OG0002755	Roisl.0007s0316.1.p	XP_006416630.1
OG0002755	Roisl.0019s0115.1.p	XP_006390533.1
OG0002756	Roisl.0021s0407.1.p	XP_006417154.1
OG0002756	Roisl.0066s0058.1.p	XP_006409146.1
OG0002757	Roisl.0044s0024.1.p	XP_006412912.1
OG0002757	Roisl.0214s0425.1.p	XP_006408938.1
OG0002758	Roisl.0214s0417.1.p	XP_006408928.2
OG0002758	Roisl.0044s0053.1.p	XP_024005205.1
OG0002760	Roisl.0009s0139.1.p	XP_006405417.1, XP_006405507.1
OG0002761	Roisl.0019s0550.1.p	XP_006390956.1
OG0002761	Roisl.0191s0296.1.p	XP_006415991.1
OG0002762	Roisl.0001s0345.1.p	XP_024005744.1
OG0002762	Roisl.0006s0585.1.p	XP_006404828.1
OG0002763	Roisl.0006s0209.1.p	XP_006393036.1
OG0002763	Roisl.0115s0445.1.p	XP_024015361.1
OG0002764	Roisl.0006s0223.1.p	XP_006393012.2
OG0002765	Roisl.0213s0808.1.p, Roisl.0213s0810.1.p	XP_024006866.1
OG0002766	Roisl.0058s0073.1.p	XP_024005398.1
OG0002766	Roisl.0053s0173.1.p	XP_024009557.1
OG0002767	Roisl.0028s0990.1.p	XP_024016687.1
OG0002767	Roisl.0091s0679.1.p	XP_006414293.2
OG0002768	Roisl.0091s0503.1.p	XP_006414134.1
OG0002769	Roisl.0005s0040.1.p	XP_006398433.1
OG0002769	Roisl.0091s0598.1.p	XP_006414233.1
OG0002770	Roisl.0005s0036.1.p	XP_006398438.1
OG0002770	Roisl.0091s0605.1.p	XP_006414242.1
OG0002771	Roisl.0046s0973.1.p, Roisl.0024s0564.1.p	XP_006404039.1
OG0002772	Roisl.0017s0153.1.p	XP_006410995.1
OG0002773	Roisl.0209s0262.1.p, Roisl.0091s0061.1.p	XP_006413638.1
OG0002774	Roisl.0012s0352.1.p	XP_006398124.1
OG0002774	Roisl.0091s0311.1.p	XP_006413918.1
OG0002775	Roisl.0210s1171.1.p	XP_006399983.1
OG0002775	Roisl.0016s0062.1.p	XP_006408518.1
OG0002776	Roisl.0067s0074.1.p	XP_006397939.1
OG0002776	Roisl.0018s0390.1.p	XP_006402368.1
OG0002777	Roisl.0028s0101.1.p	XP_006397664.1
OG0002777	Roisl.0018s0146.1.p	XP_006402593.1
OG0002778	Roisl.0028s0266.1.p	XP_024010759.1
OG0002779	Roisl.0028s0559.1.p	XP_006411334.1
OG0002780	Roisl.0046s1492.1.p	XP_006403507.1
OG0002780	Roisl.0046s1493.1.p	XP_006403506.1
OG0002781	Roisl.0074s0540.1.p, Roisl.0074s0539.1.p	XP_006407102.2
OG0002782	Roisl.0017s0054.1.p	XP_006410895.1
OG0002782	Roisl.0046s1314.1.p	XP_006403695.1
OG0002783	Roisl.0046s1284.1.p	XP_024013788.1
OG0002783	Roisl.0046s1282.1.p	XP_006403728.1, XP_006403730.1
OG0002784	Roisl.0213s0718.1.p	XP_006396165.1
OG0002784	Roisl.0053s0079.1.p	XP_006395934.1
OG0002785	Roisl.0053s0250.1.p	XP_024009601.1
OG0002786	Roisl.0066s0033.1.p, Roisl.0066s0031.1.p	XP_006409123.1
OG0002788	Roisl.0011s0094.1.p	XP_006395841.1
OG0002788	Roisl.0007s0667.1.p	XP_006416982.2
OG0002789	Roisl.0044s0114.1.p, Roisl.0019s0040.1.p	XP_006412823.1
OG0002790	Roisl.0017s0315.1.p	XP_024004193.1
OG0002791	Roisl.0115s0690.1.p	XP_006411706.1
OG0002791	Roisl.0082s0140.1.p	XP_006404590.1
OG0002792	Roisl.0048s0042.1.p	XP_006397435.1
OG0002793	Roisl.0056s0032.1.p	XP_006396077.1
OG0002793	Roisl.0019s0337.1.p	XP_006390738.2
OG0002794	Roisl.0011s0118.1.p	XP_024007598.1, XP_024007194.1
OG0002795	Roisl.0039s0116.1.p	XP_024005497.1, XP_006408026.1
OG0002797	Roisl.0018s0087.1.p	XP_006402656.1
OG0002798	Roisl.0028s0254.1.p	XP_006397523.1
OG0002799	Roisl.0005s0064.1.p	XP_006398407.1
OG0002800	Roisl.0016s0358.1.p	XP_006408215.2
OG0002802	Roisl.0046s0433.1.p	XP_006394988.1
OG0002802	Roisl.0039s0022.1.p	XP_006408120.1
OG0002803	Roisl.0210s1619.1.p	XP_006400461.1
OG0002804	Roisl.0039s0166.1.p	XP_024015534.1
OG0002805	Roisl.0191s0588.1.p	XP_006396402.1
OG0002806	Roisl.0074s0429.1.p	XP_006406984.1, XP_006391698.1, XP_006415224.1, XP_006415225.1
OG0002807	Roisl.0074s0249.1.p	XP_024015542.1
OG0002807	Roisl.0002s0053.1.p	XP_024005820.1
OG0002808	Roisl.0074s0073.1.p	XP_006406589.1
OG0002809	Roisl.0006s0150.1.p	XP_006393099.1
OG0002809	Roisl.0115s0382.1.p	XP_006406371.1
OG0002810	Roisl.0075s0195.1.p	XP_006414707.2
OG0002811	Roisl.0021s0411.1.p	XP_006417150.1
OG0002812	Roisl.0021s0138.1.p	XP_006417430.1
OG0002812	Roisl.0214s0562.1.p	XP_006392116.1
OG0002813	Roisl.0021s0226.1.p	XP_006417353.1
OG0002814	Roisl.0021s0242.1.p	XP_006417337.1
OG0002814	Roisl.0209s0647.1.p	XP_006391961.1
OG0002815	Roisl.0189s0250.1.p, Roisl.0010s0071.1.p	XP_006391826.1
OG0002815	Roisl.0021s0318.1.p	XP_006417250.1
OG0002816	Roisl.0021s0330.1.p	XP_006417239.1
OG0002816	Roisl.0010s0085.1.p	XP_006396730.1, XP_024015598.1
OG0002817	Roisl.0019s0268.1.p	XP_006390674.2
OG0002818	Roisl.0019s0225.1.p	XP_006390632.1
OG0002818	Roisl.0007s0378.1.p	XP_006416696.1
OG0002819	Roisl.0019s0428.1.p, Roisl.0019s0434.1.p	XP_006390820.1
OG0002819	Roisl.0191s0141.1.p	XP_006416129.1
OG0002820	Roisl.0210s2089.1.p, Roisl.0210s2088.1.p	XP_024004326.1
OG0002820	Roisl.0044s0050.1.p	XP_006412887.1, XP_006402166.1
OG0002821	Roisl.0009s0063.1.p	XP_024014763.1
OG0002821	Roisl.0050s0078.1.p	XP_006391660.1
OG0002822	Roisl.0013s0018.1.p	XP_006393269.1
OG0002823	Roisl.0001s0324.1.p	XP_024005510.1
OG0002825	Roisl.0001s0189.1.p	XP_006412073.1
OG0002826	Roisl.0023s0094.1.p	XP_006405185.1
OG0002826	Roisl.0003s0259.1.p	XP_006412477.1
OG0002827	Roisl.0008s0316.1.p	XP_006412321.1
OG0002827	Roisl.0040s0003.1.p	XP_006409657.1
OG0002828	Roisl.0003s0189.1.p	XP_006412563.1
OG0002829	Roisl.0191s0635.1.p, Roisl.0191s0636.1.p	XP_006396352.1
OG0002833	Roisl.0003s0014.1.p	XP_006412765.1
OG0002833	Roisl.0053s0350.1.p	XP_006412768.1
OG0002834	Roisl.0018s0255.1.p, Roisl.0018s0254.1.p	XP_024012909.1
OG0002836	Roisl.0209s0650.1.p	XP_006391965.2, XP_006391964.2
OG0002836	Roisl.0001s0186.1.p, Roisl.0001s0187.1.p	XP_024004396.1
OG0002837	Roisl.0031s0090.1.p	XP_006401738.1
OG0002837	Roisl.0022s0462.1.p	XP_006413012.2
OG0002844	Roisl.0200s0021.1.p	XP_006395748.2
OG0002845	Roisl.0016s0282.1.p	XP_006408300.1
OG0002845	Roisl.0210s1450.1.p	XP_006400291.1
OG0002846	Roisl.0016s0011.1.p	XP_006408564.1
OG0002846	Roisl.0210s1106.1.p	XP_006399912.1
OG0002847	Roisl.0210s1091.1.p	XP_006399896.1
OG0002848	Roisl.0075s0054.1.p	XP_024005359.1
OG0002849	Roisl.0017s0326.1.p	XP_024004427.1, XP_006404252.1, XP_006414739.2
OG0002850	Roisl.0210s0846.1.p	XP_006399631.1
OG0002851	Roisl.0210s0836.1.p	XP_024012176.1, XP_024012382.1
OG0002852	Roisl.0046s0577.1.p, Roisl.0007s0327.1.p, Roisl.0046s0341.1.p	XP_006394912.1
OG0002853	Roisl.0210s0579.1.p	XP_006399324.1
OG0002854	Roisl.0209s0491.1.p, Roisl.0046s0672.1.p	XP_006408663.1, XP_006408653.1
OG0002855	Roisl.0204s0016.1.p	XP_006409793.1
OG0002856	Roisl.0033s0064.1.p	XP_006410146.1
OG0002856	Roisl.0091s0953.1.p	XP_006417871.1
OG0002858	Roisl.0028s0641.1.p	XP_006410389.1
OG0002858	Roisl.0091s0759.1.p	XP_006418063.2
OG0002859	Roisl.0028s0632.1.p	XP_006410378.1
OG0002860	Roisl.0091s0730.1.p	XP_006418088.1
OG0002861	Roisl.0028s0717.1.p	XP_006410463.1
OG0002861	Roisl.0091s0701.1.p	XP_006418109.1
OG0002862	Roisl.0091s1071.1.p	XP_006417753.1
OG0002863	Roisl.0022s0217.1.p	XP_006413283.1
OG0002863	Roisl.0022s0220.1.p	XP_006413281.1
OG0002865	Roisl.0028s0979.1.p	XP_006410720.1
OG0002865	Roisl.0213s0450.1.p	XP_024008798.1
OG0002866	Roisl.0213s0470.1.p	XP_006415281.1
OG0002867	Roisl.0028s0974.1.p	XP_006410715.1
OG0002868	Roisl.0046s0919.1.p	XP_006404100.1
OG0002869	Roisl.0024s0468.1.p	XP_024006915.1
OG0002869	Roisl.0046s0904.1.p	XP_024013776.1
OG0002870	Roisl.0024s0247.1.p	XP_006394250.1
OG0002870	Roisl.0210s0609.1.p	XP_006399363.2
OG0002871	Roisl.0024s0211.1.p	XP_024007626.1
OG0002871	Roisl.0046s0774.1.p	XP_006404246.1
OG0002872	Roisl.0080s0080.1.p	XP_024004347.1
OG0002872	Roisl.0080s0079.1.p	XP_024007520.1
OG0002873	Roisl.0210s1842.1.p	XP_006400685.1
OG0002874	Roisl.0022s0337.1.p	XP_006413146.1
OG0002874	Roisl.0080s0806.1.p	XP_006401473.1
OG0002875	Roisl.0080s0803.1.p, Roisl.0048s0010.1.p	XP_006401470.1
OG0002876	Roisl.0046s0978.1.p	XP_006392239.1, XP_006404036.1
OG0002878	Roisl.0011s0194.1.p, Roisl.0030s0190.1.p	XP_006398920.1, XP_006409474.2
OG0002879	Roisl.0030s0138.1.p	XP_006398867.1
OG0002879	Roisl.0074s1001.1.p	XP_006407591.1
OG0002880	Roisl.0009s0091.1.p	XP_006405362.1
OG0002881	Roisl.0012s0360.1.p	XP_024011131.1
OG0002882	Roisl.0024s0028.1.p	XP_006397159.1, XP_006405092.1
OG0002883	Roisl.0004s0042.1.p	XP_006389977.1
OG0002883	Roisl.0007s0426.1.p	XP_024008335.1
OG0002884	Roisl.0024s0482.1.p	XP_006393981.1
OG0002884	Roisl.0046s0914.1.p	XP_024013655.1
OG0002885	Roisl.0053s0407.1.p	XP_024014948.1
OG0002886	Roisl.0054s0042.1.p	XP_006410841.1
OG0002886	Roisl.0046s1288.1.p	XP_006391880.2, XP_006403723.1
OG0002887	Roisl.0008s0254.1.p	XP_006413440.1, XP_006413438.1
OG0002888	Roisl.0082s0048.1.p, Roisl.0082s0047.1.p	XP_024005027.1, XP_006415005.1, XP_024004575.1
OG0002889	Roisl.0053s0197.1.p	XP_024009523.1
OG0002890	Roisl.0058s0025.1.p	XP_006414921.1
OG0002890	Roisl.0053s0242.1.p	XP_006418754.1
OG0002891	Roisl.0007s0041.1.p	XP_006416348.1
OG0002891	Roisl.0079s0316.1.p	XP_024015276.1
OG0002892	Roisl.0004s0458.1.p	XP_006390428.1
OG0002893	Roisl.0005s0293.1.p	XP_006398232.1
OG0002895	Roisl.0074s0388.1.p	XP_006406945.1
OG0002895	Roisl.0006s0332.1.p	XP_006392876.1
OG0002896	Roisl.0022s0214.1.p, Roisl.0022s0213.1.p	XP_006413286.2
OG0002897	Roisl.0001s0001.1.p	XP_006409549.1
OG0002898	Roisl.0005s0062.1.p	XP_006398410.1, XP_006398412.1, XP_006418523.1
OG0002899	Roisl.0001s0080.1.p	XP_006412189.1
OG0002899	Roisl.0066s0326.1.p	XP_006409423.1
OG0002900	Roisl.0091s0017.1.p	XP_006413592.1
OG0002902	Roisl.0082s0223.1.p	XP_006396671.2
OG0002902	Roisl.0091s0132.1.p	XP_006413717.1
OG0002903	Roisl.0046s1068.1.p	XP_006403943.1
OG0002903	Roisl.0024s0650.1.p	XP_006393834.1
OG0002904	Roisl.0024s0665.1.p	XP_006393800.1, XP_006393802.1
OG0002906	Roisl.0018s0361.1.p	XP_006402386.1
OG0002907	Roisl.0018s0345.1.p	XP_006402405.1
OG0002907	Roisl.0035s0038.1.p	XP_006397891.1
OG0002908	Roisl.0018s0290.1.p	XP_006397829.1
OG0002909	Roisl.0035s0116.1.p	XP_006397819.2
OG0002911	Roisl.0028s0213.1.p, Roisl.0018s0088.1.p	XP_006402655.1
OG0002914	Roisl.0031s0115.1.p	XP_024011791.1
OG0002914	Roisl.0022s0460.1.p	XP_006413014.1
OG0002915	Roisl.0015s0179.1.p	XP_024013033.1
OG0002915	Roisl.0038s0030.1.p	XP_006408978.1, XP_006396108.1
OG0002916	Roisl.0001s0265.1.p	XP_006411999.1
OG0002917	Roisl.0080s0565.1.p	XP_006401212.1
OG0002919	Roisl.0210s1642.1.p	XP_006400481.1
OG0002921	Roisl.0016s0260.1.p	XP_006408324.1
OG0002922	Roisl.0046s0422.1.p	XP_006394979.1
OG0002922	Roisl.0039s0034.1.p	XP_006408110.1
OG0002923	Roisl.0039s0104.1.p	XP_006408038.1
