Orthogroup	Rorippa_islandica	Conringia_planisiliqua
OG0000891	Roisl.0194s0025.1.p, Roisl.0040s0057.1.p, Roisl.0041s0003.1.p, Roisl.0185s0073.1.p, Roisl.0025s0062.1.p, Roisl.0185s0009.1.p, Roisl.0210s2219.1.p, Roisl.0005s0239.1.p, Roisl.0029s0088.1.p, Roisl.0209s0544.1.p, Roisl.0184s0062.1.p, Roisl.0075s0046.1.p, Roisl.0198s0053.1.p, Roisl.0184s0165.1.p, Roisl.0058s0021.1.p, Roisl.0078s0010.1.p, Roisl.0025s0063.1.p, Roisl.0002s0258.1.p, Roisl.0184s0231.1.p, Roisl.0082s0012.1.p, Roisl.0210s2170.1.p, Roisl.0014s0053.1.p, Roisl.0080s0727.1.p, Roisl.0037s0014.1.p, Roisl.0056s0003.1.p, Roisl.0028s0281.1.p, Roisl.0082s0525.1.p, Roisl.0115s0414.1.p, Roisl.0036s0115.1.p, Roisl.0003s0310.1.p, Roisl.0185s0069.1.p, Roisl.0020s0017.1.p, Roisl.0198s0079.1.p, Roisl.0082s0041.1.p	CP18_g12036_DN3_SP0_c.t1
OG0000892	Roisl.0209s0048.1.p, Roisl.0036s0047.1.p, Roisl.0043s0018.1.p	CP1_g38934_DN1_SP0_c.t1
OG0000893	Roisl.0210s0853.1.p, Roisl.0210s0856.1.p	CP12_g30830_DN3_SP0_c.t1
OG0000894	Roisl.0046s0515.1.p	CP16_g54945_DN3_SP7_c.t1
OG0000894	Roisl.0046s0943.1.p	CP3_g14375_DN3_SP8_c.t1
OG0000897	Roisl.0042s0002.1.p	CP11_g33251_DN3_SP8_c.t1
OG0000897	Roisl.0074s0815.1.p	CP10_g43152_DN3_SP8_c.t1
OG0000898	Roisl.0074s0926.1.p	CP10_g43053_DN2_SP7_c.t1
OG0000899	Roisl.0209s0666.1.p, Roisl.0004s0025.1.p	CP9_g29503_DN3_SP7_c.t1
OG0000899	Roisl.0004s0023.1.p, Roisl.0004s0024.1.p	CP9_g29504_DN3_SP2_c.t1
OG0000902	Roisl.0191s0447.1.p	CP7_g45216_DN2_SP0_c.t1
OG0000903	Roisl.0044s0077.1.p	CP5_g1072_DN3_SP0_c.t1
OG0000903	Roisl.0044s0076.1.p	CP5_g1073_DN3_SP1_c.t1
OG0000904	Roisl.0074s0021.1.p	CP12_g30251_DN3_SP3_c.t1
OG0000904	Roisl.0006s0024.1.p	CP1_g38146_DN3_SP8_c.t1
OG0000905	Roisl.0091s0356.1.p	CP6_g6862_DN3_SP0_c.t1
OG0000906	Roisl.0008s0209.1.p, Roisl.0008s0208.1.p	CP19_g18257_DN3_SP0_c.t1
OG0000908	Roisl.0026s0040.1.p	CP3_g13506_DN3_SP8_c.t1
OG0000908	Roisl.0028s0367.1.p	CP4_g24476_DN3_SP8_c.t1
OG0000909	Roisl.0064s0024.1.p, Roisl.0064s0026.1.p	CP5_g1743_DN3_SP0_c.t1, CP5_g1757_DN1_SP0_c.t1, CP5_g1756_DN2_SP0_c.t1, CP2_g50302_DN3_SP0_c.t1, CP10_g44038_DN1_SP0_c.t1, CP10_g44037_DN2_SP0_c.t1, CP13_g20238_DN3_SP0_c.t1
OG0000909	Roisl.0179s0022.1.p, Roisl.0210s2179.1.p, Roisl.0210s2183.1.p	CP5_g1742_DN1_SP0_c.t1, CP5_g1741_DN2_SP0_c.t1
OG0000910	Roisl.0017s0270.1.p	CP4_g24823_DN3_SP0_c.t1
OG0000911	Roisl.0115s0660.1.p	CP5_g115_DN3_SP0_c.t1
OG0000911	Roisl.0204s0156.1.p	CP16_g54805_DN2_SP0_c.t1
OG0000912	Roisl.0039s0089.1.p	CP10_g42549_DN3_SP8_c.t1
OG0000912	Roisl.0046s0373.1.p	CP2_g48578_DN3_SP4_c.t1
OG0000913	Roisl.0213s0789.1.p	CP5_g1635_DN3_SP8_c.t1
OG0000913	Roisl.0016s0184.1.p	CP10_g42246_DN3_SP8_c.t1
OG0000915	Roisl.0053s0068.1.p, Roisl.0210s0128.1.p	CP1_g36506_DN3_SP8_c.t1, CP8_g54548_DN3_SP7_c.t1
OG0000923	Roisl.0046s0711.1.p	CP3_g14590_DN3_SP0_c.t1
OG0000923	Roisl.0024s0138.1.p	CP2_g48036_DN3_SP8_c.t1
OG0000924	Roisl.0058s0032.1.p	CP6_g8008_DN3_SP2_c.t1
OG0000924	Roisl.0191s0251.1.p	CP7_g45385_DN3_SP1_c.t1
OG0000924	Roisl.0210s1317.1.p	CP11_g32353_DN3_SP7_c.t1
OG0000925	Roisl.0046s0179.1.p	CP2_g48413_DN3_SP0_c.t1
OG0000925	Roisl.0210s0791.1.p	CP11_g32851_DN3_SP0_c.t1
OG0000926	Roisl.0003s0183.1.p, Roisl.0025s0011.1.p	CP5_g834_DN3_SP4_c.t1
OG0000926	Roisl.0210s0753.1.p	CP11_g32895_DN3_SP8_c.t1
OG0000927	Roisl.0082s0762.1.p	CP4_g25781_DN3_SP7_c.t1
OG0000927	Roisl.0042s0095.1.p	CP11_g33332_DN3_SP8_c.t1
OG0000928	Roisl.0033s0084.1.p	CP4_g25695_DN3_SP1_c.t1
OG0000928	Roisl.0091s0942.1.p	CP1_g36961_DN3_SP1_c.t1
OG0000930	Roisl.0027s0059.1.p	CP3_g15049_DN3_SP0_c.t1, CP3_g15070_DN3_SP0_c.t1, CP3_g15025_DN3_SP0_c.t1, CP3_g15022_DN3_SP0_c.t1, CP3_g15018_DN3_SP0_c.t1, CP3_g15064_DN3_SP0_c.t1, CP3_g15043_DN3_SP0_c.t1
OG0000932	Roisl.0022s0475.1.p	CP5_g1197_DN3_SP8_c.t1
OG0000932	Roisl.0191s0077.1.p	CP7_g45542_DN3_SP4_c.t1
OG0000934	Roisl.0022s0240.1.p, Roisl.0022s0239.1.p	CP19_g18055_DN3_SP0_c.t1
OG0000934	Roisl.0080s0578.1.p	CP8_g53720_DN3_SP3_c.t1
OG0000935	Roisl.0080s0791.1.p	CP8_g53521_DN2_SP0_c.t1, CP8_g53520_DN1_SP0_c.t1, CP8_g53522_DN2_SP0_c.t1
OG0000936	Roisl.0001s0194.1.p, Roisl.0209s0620.1.p, Roisl.0001s0193.1.p, Roisl.0082s0118.1.p, Roisl.0082s0116.1.p, Roisl.0082s0117.1.p	CP16_g55350_DN3_SP0_c.t1
OG0000939	Roisl.0210s2133.1.p	CP21_g11072_DN3_SP8_c.t1
OG0000939	Roisl.0191s0053.1.p	CP7_g45566_DN3_SP8_c.t1
OG0000940	Roisl.0022s0458.1.p, Roisl.0213s0058.1.p	CP2_g49154_DN3_SP0_c.t1, CP5_g1211_DN3_SP0_c.t1
OG0000942	Roisl.0003s0226.1.p, Roisl.0003s0227.1.p	CP5_g792_DN3_SP0_c.t1
OG0000944	Roisl.0046s0899.1.p	CP3_g14414_DN3_SP2_c.t1
OG0000944	Roisl.0046s0956.1.p	CP3_g14360_DN3_SP8_c.t1
OG0000947	Roisl.0067s0030.1.p	CP17_g6274_DN3_SP0_c.t1, CP4_g23936_DN2_SP0_c.t1
OG0000947	Roisl.0018s0434.1.p	CP3_g13106_DN3_SP0_c.t1
OG0000948	Roisl.0026s0170.1.p	CP3_g13624_DN3_SP1_c.t1
OG0000948	Roisl.0026s0169.1.p	CP3_g13623_DN3_SP0_c.t1
OG0000951	Roisl.0213s0683.1.p	CP5_g427_DN3_SP8_c.t1
OG0000951	Roisl.0043s0010.1.p, Roisl.0213s0685.1.p	CP12_g31692_DN3_SP8_c.t1
OG0000952	Roisl.0091s1233.1.p	CP9_g28478_DN3_SP0_c.t1
OG0000952	Roisl.0091s0251.1.p, Roisl.0091s1232.1.p	CP1_g37230_DN3_SP0_c.t1
OG0000954	Roisl.0082s0191.1.p	CP2_g49839_DN3_SP0_c.t1
OG0000955	Roisl.0021s0482.1.p	CP1_g37681_DN3_SP0_c.t1
OG0000956	Roisl.0019s0520.1.p	CP9_g28623_DN3_SP2_c.t1, CP9_g28624_DN2_SP0_c.t1
OG0000957	Roisl.0001s0505.1.p	CP3_g15092_DN3_SP0_c.t1
OG0000958	Roisl.0191s0389.1.p	CP7_g45270_DN3_SP0_c.t1
OG0000958	Roisl.0191s0388.1.p	CP7_g45271_DN3_SP0_c.t1
OG0000960	Roisl.0006s0507.1.p	CP2_g50251_DN1_SP0_c.t1, CP2_g50256_DN2_SP0_c.t1, CP16_g55489_DN1_SP0_c.t1, CP16_g55198_DN2_SP0_c.t1, CP9_g27626_DN2_SP0_c.t1, CP14_g23595_DN1_SP0_c.t1, CP17_g5103_DN1_SP0_c.t1, CP17_g5104_DN2_SP0_c.t1
OG0000962	Roisl.0011s0294.1.p	CP13_g19463_DN3_SP0_c.t1, CP13_g19462_DN3_SP0_c.t1, CP2_g49183_DN3_SP0_c.t1, CP13_g19465_DN3_SP0_c.t1
OG0000963	Roisl.0210s1187.1.p	CP11_g32483_DN3_SP0_c.t1
OG0000963	Roisl.0066s0264.1.p	CP10_g43879_DN3_SP0_c.t1
OG0000964	Roisl.0017s0485.1.p	CP4_g25583_DN2_SP0_c.t1
OG0000965	Roisl.0022s0211.1.p	CP19_g18081_DN3_SP6_c.t1
OG0000965	Roisl.0031s0007.1.p	CP8_g53200_DN3_SP7_c.t1
OG0000966	Roisl.0046s0825.1.p, Roisl.0046s0819.1.p	CP3_g14475_DN3_SP8_c.t1
OG0000966	Roisl.0210s2057.1.p	CP2_g48312_DN3_SP8_c.t1
OG0000967	Roisl.0046s0229.1.p, Roisl.0046s0230.1.p	CP12_g30128_DN3_SP0_c.t1
OG0000968	Roisl.0080s0256.1.p, Roisl.0080s0255.1.p	CP8_g54037_DN3_SP0_c.t1
OG0000968	Roisl.0080s0254.1.p	CP8_g54039_DN3_SP0_c.t1
OG0000969	Roisl.0080s0455.1.p, Roisl.0042s0131.1.p	CP2_g49538_DN3_SP0_c.t1
OG0000971	Roisl.0005s0222.1.p	CP13_g19915_DN3_SP8_c.t1
OG0000972	Roisl.0006s0161.1.p	CP1_g38022_DN2_SP0_c.t1
OG0000973	Roisl.0005s0055.1.p	CP13_g19771_DN3_SP8_c.t1
OG0000974	Roisl.0079s0210.1.p	CP10_g42819_DN3_SP5_c.t1
OG0000974	Roisl.0074s0895.1.p	CP10_g43080_DN3_SP8_c.t1
OG0000975	Roisl.0017s0147.1.p	CP4_g24936_DN3_SP1_c.t1
OG0000975	Roisl.0046s1373.1.p	CP3_g13965_DN3_SP3_c.t1
OG0000976	Roisl.0189s0156.1.p	CP8_g53162_DN3_SP0_c.t1
OG0000980	Roisl.0184s0239.1.p, Roisl.0184s0241.1.p, Roisl.0209s0560.1.p	CP2_g48868_DN3_SP0_c.t1, CP9_g28663_DN3_SP0_c.t1
OG0000981	Roisl.0019s0065.1.p, Roisl.0066s0389.1.p, Roisl.0046s0796.1.p, Roisl.0065s0018.1.p, Roisl.0208s0050.1.p, Roisl.0040s0027.1.p	CP13_g20703_DN2_SP0_c.t1, CP8_g52802_DN2_SP0_c.t1, CP6_g7948_DN2_SP0_c.t1, CP8_g52278_DN2_SP0_c.t1, CP18_g11687_DN1_SP0_c.t1, CP3_g15861_DN3_SP0_c.t1, CP3_g15890_DN3_SP0_c.t1, CP1_g38918_DN3_SP0_c.t1, CP3_g15832_DN3_SP0_c.t1, CP9_g27434_DN1_SP0_c.t1, CP6_g7964_DN2_SP0_c.t1, CP8_g52803_DN3_SP0_c.t1, CP6_g9904_DN3_SP0_c.t1, CP50_g6567_DN3_SP0_c.t1, CP15_g35962_DN3_SP0_c.t1, CP17_g4933_DN3_SP0_c.t1, CP17_g4876_DN3_SP0_c.t1, CP17_g4912_DN3_SP0_c.t1, CP18_g11540_DN3_SP0_c.t1, CP9_g27520_DN3_SP0_c.t1, CP13_g20722_DN3_SP0_c.t1, CP6_g9054_DN2_SP0_c.t1, CP5_g2235_DN3_SP0_c.t1, CP21_g11033_DN3_SP0_c.t1, CP6_g9454_DN3_SP0_c.t1, CP15_g35513_DN2_SP0_c.t1, CP28_g33928_DN3_SP0_c.t1, CP7_g44225_DN3_SP0_c.t1
OG0000983	Roisl.0016s0189.1.p	CP10_g42251_DN3_SP7_c.t1
OG0000983	Roisl.0210s1311.1.p	CP11_g32359_DN3_SP8_c.t1
OG0000984	Roisl.0210s1262.1.p	CP11_g32406_DN3_SP8_c.t1
OG0000984	Roisl.0016s0148.1.p	CP10_g42217_DN3_SP8_c.t1
OG0000986	Roisl.0017s0506.1.p	CP4_g25597_DN3_SP7_c.t1
OG0000986	Roisl.0091s0853.1.p	CP1_g36883_DN3_SP3_c.t1
OG0000987	Roisl.0189s0123.1.p, Roisl.0022s0207.1.p	CP19_g18085_DN3_SP6_c.t1
OG0000989	Roisl.0028s0458.1.p	CP4_g24558_DN3_SP8_c.t1
OG0000989	Roisl.0074s0994.1.p	CP11_g33471_DN3_SP1_c.t1
OG0000990	Roisl.0213s0368.1.p, Roisl.0080s0141.1.p, Roisl.0080s0140.1.p	CP2_g48186_DN1_SP0_c.t1
OG0000991	Roisl.0082s0507.1.p, Roisl.0054s0005.1.p, Roisl.0053s0199.1.p, Roisl.0053s0137.1.p, Roisl.0194s0023.1.p, Roisl.0009s0253.1.p	CP15_g34898_DN1_SP0_c.t1, CP15_g34899_DN2_SP0_c.t1
OG0000992	Roisl.0210s0414.1.p	CP11_g33273_DN3_SP0_c.t1
OG0000992	Roisl.0080s0755.1.p	CP8_g53563_DN2_SP0_c.t1
OG0000993	Roisl.0079s0296.1.p	CP10_g42903_DN2_SP8_c.t1
OG0000994	Roisl.0007s0552.1.p	CP7_g46155_DN3_SP0_c.t1
OG0000994	Roisl.0115s0105.1.p	CP9_g29649_DN3_SP1_c.t1
OG0000995	Roisl.0019s0732.1.p	CP9_g28403_DN3_SP2_c.t1
OG0000996	Roisl.0209s0286.1.p	CP7_g44664_DN1_SP0_c.t1
OG0000997	Roisl.0066s0196.1.p	CP10_g43797_DN3_SP1_c.t1
OG0000997	Roisl.0191s0420.1.p	CP7_g45236_DN3_SP8_c.t1
OG0000998	Roisl.0066s0147.1.p	CP10_g43745_DN3_SP0_c.t1
OG0000998	Roisl.0001s0214.1.p	CP5_g420_DN2_SP3_c.t1
OG0001000	Roisl.0028s1046.1.p	CP3_g14100_DN3_SP5_c.t1
OG0001000	Roisl.0046s1231.1.p	CP10_g43110_DN3_SP7_c.t1
OG0001001	Roisl.0054s0018.1.p	CP4_g25100_DN3_SP8_c.t1
OG0001001	Roisl.0046s1264.1.p	CP3_g14071_DN3_SP8_c.t1
OG0001002	Roisl.0053s0402.1.p	CP12_g30660_DN3_SP0_c.t1
OG0001002	Roisl.0075s0214.1.p, Roisl.0075s0213.1.p	CP6_g7486_DN3_SP0_c.t1, CP6_g7485_DN1_SP0_c.t1
OG0001003	Roisl.0032s0031.1.p	CP5_g1723_DN3_SP4_c.t1
OG0001003	Roisl.0032s0029.1.p	CP5_g1722_DN3_SP2_c.t1
OG0001004	Roisl.0014s0043.1.p	CP2_g48789_DN3_SP0_c.t1
OG0001005	Roisl.0005s0121.1.p	CP13_g19832_DN3_SP1_c.t1
OG0001005	Roisl.0091s0538.1.p	CP6_g7035_DN3_SP7_c.t1
OG0001007	Roisl.0091s0216.1.p	CP6_g6743_DN3_SP8_c.t1
OG0001007	Roisl.0082s0296.1.p	CP11_g31919_DN3_SP8_c.t1
OG0001010	Roisl.0044s0087.1.p	CP5_g1067_DN3_SP7_c.t1
OG0001010	Roisl.0214s0380.1.p	CP10_g43552_DN3_SP7_c.t1
OG0001011	Roisl.0046s0326.1.p	CP2_g48547_DN3_SP0_c.t1
OG0001011	Roisl.0039s0120.1.p	CP10_g42581_DN3_SP0_c.t1
OG0001012	Roisl.0022s0433.1.p	CP5_g1237_DN3_SP0_c.t1
OG0001012	Roisl.0052s0042.1.p	CP8_g53390_DN3_SP0_c.t1
OG0001013	Roisl.0210s1610.1.p	CP8_g54439_DN3_SP3_c.t1
OG0001014	Roisl.0091s0295.1.p	CP6_g8316_DN2_SP0_c.t1
OG0001015	Roisl.0214s0390.1.p	CP10_g43536_DN3_SP0_c.t1
OG0001015	Roisl.0214s0392.1.p	CP10_g43535_DN3_SP0_c.t1, CP10_g43534_DN3_SP0_c.t1
OG0001016	Roisl.0091s1204.1.p	CP1_g37200_DN3_SP8_c.t1
OG0001016	Roisl.0019s0001.1.p	CP2_g49920_DN3_SP7_c.t1
OG0001017	Roisl.0191s0156.1.p	CP7_g45466_DN3_SP2_c.t1
OG0001017	Roisl.0019s0451.1.p	CP9_g28698_DN3_SP4_c.t1
OG0001018	Roisl.0001s0133.1.p	CP5_g490_DN3_SP0_c.t1
OG0001019	Roisl.0010s0172.1.p	CP12_g30403_DN3_SP0_c.t1
OG0001023	Roisl.0082s0162.1.p	CP6_g8503_DN2_SP0_c.t1, CP43_g41592_DN2_SP0_p.t1, CP2_g50769_DN1_SP0_c.t1, CP2_g50756_DN2_SP0_c.t1, CP2_g50768_DN1_SP0_c.t1, CP2_g50771_DN1_SP0_c.t1, CP2_g50757_DN3_SP0_c.t1, CP2_g50766_DN1_SP0_c.t1, CP2_g50767_DN1_SP0_c.t1, CP2_g50770_DN3_SP0_c.t1, CP6_g7658_DN1_SP0_c.t1, CP14_g23845_DN1_SP0_c.t1, CP17_g6030_DN1_SP0_c.t1, CP18_g11787_DN2_SP0_c.t1, CP3_g15846_DN2_SP0_c.t1, CP2_g48202_DN3_SP0_c.t1, CP17_g5403_DN2_SP0_c.t1, CP22_g17680_DN1_SP0_c.t1, CP13_g20552_DN3_SP0_c.t1, CP12_g30970_DN1_SP0_c.t1, CP3_g14121_DN3_SP0_c.t1, CP8_g52205_DN3_SP0_c.t1
OG0001023	Roisl.0053s0308.1.p	CP1_g40385_DN1_SP0_c.t1, CP6_g9015_DN1_SP0_c.t1, CP4_g26533_DN2_SP0_c.t1, CP2_g50800_DN1_SP0_c.t1, CP15_g35103_DN1_SP0_c.t1, CP6_g9014_DN1_SP0_c.t1, CP17_g5827_DN2_SP0_c.t1, CP2_g49723_DN1_SP0_c.t1, CP2_g50595_DN2_SP0_c.t1, CP2_g50584_DN1_SP0_c.t1, CP9_g27846_DN1_SP0_c.t1, CP1_g40800_DN2_SP0_c.t1, CP22_g17675_DN1_SP0_c.t1, CP13_g20757_DN2_SP0_c.t1, CP3_g15171_DN2_SP0_c.t1, CP43_g41591_DN3_SP0_c.t1, CP1_g39951_DN3_SP0_c.t1, CP2_g49706_DN1_SP0_c.t1, CP2_g48201_DN3_SP0_c.t1, CP18_g11811_DN1_SP0_c.t1, CP17_g5402_DN1_SP0_c.t1, CP13_g20553_DN1_SP0_c.t1, CP24_g46956_DN2_SP0_c.t1, CP22_g17679_DN2_SP0_c.t1, CP15_g35577_DN1_SP0_c.t1, CP6_g9743_DN2_SP0_c.t1
OG0001031	Roisl.0210s1163.1.p	CP11_g32504_DN3_SP1_c.t1
OG0001031	Roisl.0214s0524.1.p, Roisl.0016s0059.1.p	CP9_g28549_DN3_SP0_c.t1
OG0001032	Roisl.0210s0827.1.p	CP11_g32820_DN3_SP0_c.t1
OG0001032	Roisl.0046s0206.1.p	CP2_g48436_DN2_SP0_c.t1
OG0001033	Roisl.0033s0031.1.p	CP4_g25744_DN3_SP0_c.t1, CP4_g25745_DN3_SP0_c.t1
OG0001033	Roisl.0033s0030.1.p	CP4_g25746_DN3_SP0_c.t1
OG0001034	Roisl.0028s0618.1.p	CP4_g25510_DN3_SP1_c.t1
OG0001034	Roisl.0091s0779.1.p	CP1_g36548_DN3_SP4_c.t1, CP4_g26646_DN3_SP0_c.t1
OG0001035	Roisl.0082s0145.1.p	CP5_g139_DN3_SP4_c.t1, CP16_g54768_DN3_SP1_c.t1, CP16_g54767_DN3_SP7_c.t1, CP16_g54766_DN3_SP4_c.t1
OG0001036	Roisl.0213s0260.1.p, Roisl.0213s0261.1.p	CP7_g44901_DN2_SP0_c.t1
OG0001037	Roisl.0046s0561.1.p	CP16_g54903_DN1_SP0_c.t1
OG0001037	Roisl.0028s0932.1.p	CP4_g25225_DN3_SP0_c.t1
OG0001038	Roisl.0188s0112.1.p	CP13_g19164_DN3_SP0_c.t1
OG0001038	Roisl.0188s0111.1.p, Roisl.0006s0128.1.p, Roisl.0188s0110.1.p	CP13_g19163_DN3_SP0_c.t1
OG0001039	Roisl.0046s0086.1.p, Roisl.0046s0087.1.p	CP2_g48337_DN3_SP0_c.t1, CP12_g31642_DN3_SP0_c.t1, CP2_g48336_DN3_SP0_c.t1
OG0001042	Roisl.0046s0810.1.p	CP3_g14490_DN3_SP8_c.t1
OG0001042	Roisl.0012s0024.1.p	CP8_g52972_DN3_SP8_c.t1
OG0001044	Roisl.0074s0970.1.p	CP10_g43008_DN3_SP0_c.t1
OG0001044	Roisl.0030s0168.1.p	CP11_g33451_DN2_SP0_c.t1
OG0001046	Roisl.0004s0229.1.p	CP9_g29309_DN3_SP0_c.t1
OG0001047	Roisl.0007s0137.1.p	CP7_g45766_DN3_SP8_c.t1
OG0001047	Roisl.0004s0318.1.p	CP9_g29217_DN3_SP8_c.t1
OG0001048	Roisl.0028s0342.1.p	CP9_g28301_DN2_SP0_c.t1, CP1_g38004_DN3_SP0_c.t1
OG0001049	Roisl.0074s0533.1.p	CP10_g43404_DN2_SP0_c.t1
OG0001050	Roisl.0189s0084.1.p	CP5_g3285_DN3_SP0_c.t1, CP37_g11363_DN3_SP0_c.t1, CP9_g27938_DN3_SP0_c.t1, CP9_g27965_DN3_SP0_c.t1
OG0001051	Roisl.0214s0218.1.p, Roisl.0214s0094.1.p, Roisl.0214s0092.1.p	CP8_g52434_DN3_SP0_c.t1, CP8_g52456_DN3_SP0_c.t1, CP8_g52447_DN3_SP0_c.t1
OG0001052	Roisl.0005s0248.1.p	CP13_g19926_DN3_SP8_c.t1
OG0001052	Roisl.0091s0454.1.p	CP6_g6949_DN3_SP7_c.t1
OG0001053	Roisl.0074s0385.1.p	CP12_g29905_DN3_SP8_c.t1, CP12_g29904_DN3_SP1_c.t1
OG0001054	Roisl.0066s0279.1.p	CP10_g43889_DN3_SP1_c.t1
OG0001054	Roisl.0001s0113.1.p	CP5_g507_DN3_SP0_c.t1
OG0001056	Roisl.0046s1540.1.p	CP3_g13800_DN3_SP8_c.t1
OG0001056	Roisl.0017s0342.1.p	CP4_g24757_DN3_SP8_c.t1
OG0001057	Roisl.0009s0298.1.p, Roisl.0001s0526.1.p	CP12_g30993_DN3_SP8_c.t1
OG0001058	Roisl.0022s0375.1.p, Roisl.0057s0017.1.p	CP5_g1300_DN3_SP8_c.t1
OG0001058	Roisl.0214s0451.1.p	CP12_g29854_DN3_SP1_c.t1
OG0001059	Roisl.0017s0068.1.p	CP4_g25013_DN3_SP8_c.t1
OG0001059	Roisl.0074s0812.1.p	CP10_g43155_DN3_SP8_c.t1
OG0001060	Roisl.0019s0262.1.p, Roisl.0083s0025.1.p	CP9_g28873_DN3_SP2_c.t1, CP9_g28874_DN3_SP2_c.t1, CP9_g28875_DN3_SP6_c.t1
OG0001061	Roisl.0039s0121.1.p	CP10_g42582_DN3_SP0_c.t1
OG0001064	Roisl.0024s0011.1.p, Roisl.0214s0889.1.p, Roisl.0214s0891.1.p	CP9_g28183_DN3_SP1_c.t1, CP9_g28184_DN3_SP0_c.t1, CP9_g28178_DN2_SP1_c.t1
OG0001064	Roisl.0024s0007.1.p	CP9_g28181_DN2_SP0_c.t1
OG0001065	Roisl.0015s0022.1.p	CP8_g54676_DN2_SP0_c.t1
OG0001065	Roisl.0028s0054.1.p	CP4_g24201_DN2_SP0_c.t1
OG0001065	Roisl.0210s0028.1.p	CP1_g36417_DN3_SP0_c.t1
OG0001066	Roisl.0007s0738.1.p	CP1_g37715_DN3_SP7_c.t1
OG0001066	Roisl.0007s0739.1.p, Roisl.0007s0740.1.p	CP1_g37714_DN3_SP0_c.t1
OG0001067	Roisl.0019s0472.1.p	CP9_g28681_DN2_SP0_c.t1
OG0001067	Roisl.0191s0168.1.p	CP7_g45454_DN3_SP0_c.t1
OG0001069	Roisl.0209s0645.1.p	CP2_g49091_DN3_SP0_c.t1
OG0001069	Roisl.0209s0644.1.p	CP2_g49090_DN3_SP3_c.t1
OG0001073	Roisl.0044s0052.1.p	CP11_g33456_DN2_SP0_c.t1
OG0001078	Roisl.0082s0363.1.p	CP11_g31990_DN3_SP0_c.t1
OG0001078	Roisl.0082s0361.1.p	CP11_g31988_DN3_SP0_c.t1
OG0001079	Roisl.0046s1437.1.p	CP3_g13904_DN3_SP0_c.t1
OG0001080	Roisl.0002s0152.1.p, Roisl.0002s0151.1.p	CP6_g7346_DN3_SP0_c.t1
OG0001080	Roisl.0002s0153.1.p	CP6_g7347_DN3_SP0_c.t1
OG0001081	Roisl.0004s0336.1.p	CP9_g29199_DN3_SP0_c.t1
OG0001081	Roisl.0007s0150.1.p	CP7_g45778_DN3_SP0_c.t1
OG0001082	Roisl.0209s0463.1.p	CP3_g14645_DN3_SP0_c.t1
OG0001082	Roisl.0209s0472.1.p, Roisl.0209s0468.1.p	CP3_g14644_DN3_SP4_c.t1
OG0001083	Roisl.0006s0478.1.p	CP13_g20153_DN3_SP0_c.t1, CP7_g46319_DN3_SP0_c.t1, CP7_g46321_DN3_SP0_c.t1, CP7_g46320_DN3_SP0_c.t1
OG0001084	Roisl.0032s0079.1.p	CP6_g9006_DN3_SP0_c.t1
OG0001084	Roisl.0012s0074.1.p, Roisl.0210s2078.1.p, Roisl.0046s0631.1.p, Roisl.0083s0027.1.p, Roisl.0012s0241.1.p, Roisl.0008s0089.1.p	CP43_g41559_DN1_SP0_c.t1, CP6_g8913_DN1_SP0_c.t1, CP18_g12200_DN2_SP0_c.t1
OG0001085	Roisl.0053s0231.1.p	CP12_g30835_DN3_SP0_c.t1
OG0001085	Roisl.0058s0015.1.p	CP6_g8291_DN3_SP0_c.t1
OG0001086	Roisl.0075s0105.1.p	CP6_g7599_DN3_SP8_c.t1
OG0001086	Roisl.0053s0300.1.p	CP12_g30760_DN3_SP8_c.t1
OG0001087	Roisl.0074s0272.1.p	CP12_g30019_DN1_SP0_c.t1
OG0001088	Roisl.0046s0498.1.p	CP16_g54975_DN3_SP0_c.t1, CP2_g49483_DN3_SP0_c.t1
OG0001088	Roisl.0046s0495.1.p, Roisl.0046s0496.1.p	CP16_g54976_DN3_SP0_c.t1
OG0001089	Roisl.0009s0258.1.p	CP5_g1447_DN3_SP0_c.t1, CP5_g1448_DN3_SP0_c.t1
OG0001089	Roisl.0025s0091.1.p	CP13_g19184_DN2_SP0_c.t1, CP13_g19183_DN1_SP0_c.t1, CP11_g32854_DN2_SP0_c.t1
OG0001092	Roisl.0005s0359.1.p	CP13_g20027_DN3_SP0_c.t1
OG0001094	Roisl.0074s0378.1.p	CP12_g29916_DN3_SP5_c.t1
OG0001094	Roisl.0006s0317.1.p	CP1_g37865_DN3_SP8_c.t1
OG0001096	Roisl.0214s0832.1.p	CP2_g49568_DN3_SP7_c.t1
OG0001098	Roisl.0017s0061.1.p	CP4_g25018_DN3_SP8_c.t1
OG0001098	Roisl.0046s1323.1.p	CP3_g14014_DN3_SP7_c.t1
OG0001099	Roisl.0053s0241.1.p, Roisl.0053s0240.1.p	CP12_g30828_DN3_SP0_c.t1
OG0001099	Roisl.0053s0218.1.p	CP12_g30845_DN3_SP7_c.t1
OG0001102	Roisl.0082s0225.1.p	CP11_g31870_DN3_SP3_c.t1
OG0001102	Roisl.0082s0224.1.p	CP11_g31869_DN3_SP2_c.t1
OG0001103	Roisl.0046s0331.1.p	CP2_g48551_DN3_SP8_c.t1
OG0001103	Roisl.0039s0119.1.p	CP10_g42579_DN3_SP8_c.t1
OG0001104	Roisl.0039s0015.1.p	CP10_g42483_DN2_SP0_c.t1
OG0001105	Roisl.0079s0044.1.p	CP10_g42665_DN3_SP5_c.t1
