Orthogroup	Rorippa_islandica	Arabidopsis_lyrata_Rawat
OG0002756	Roisl.0021s0407.1.p, Roisl.0066s0058.1.p	AL4G20530
OG0002757	Roisl.0044s0024.1.p	AL7G23730
OG0002757	Roisl.0214s0425.1.p	AL3G47860
OG0002758	Roisl.0214s0417.1.p	AL3G47950
OG0002758	Roisl.0044s0053.1.p	AL7G23400
OG0002760	Roisl.0009s0139.1.p	AL7G48690
OG0002761	Roisl.0019s0550.1.p	AL2G29140
OG0002761	Roisl.0191s0296.1.p	AL1G38460
OG0002762	Roisl.0001s0345.1.p	AL7G13700
OG0002762	Roisl.0006s0585.1.p	AL4G13330
OG0002763	Roisl.0006s0209.1.p	AL1G59430
OG0002763	Roisl.0115s0445.1.p	AL3G35060
OG0002764	Roisl.0006s0223.1.p	AL1G59590
OG0002764	Roisl.0115s0466.1.p	AL3G35270
OG0002765	Roisl.0006s0256.1.p	AL1G60030, AL1G60020
OG0002766	Roisl.0058s0073.1.p	AL9U11040
OG0002766	Roisl.0053s0173.1.p	AL2G22880, AL2G24350, AL3G40740
OG0002767	Roisl.0028s0990.1.p	AL4G31750
OG0002768	Roisl.0091s0503.1.p	AL7G36190, AL7G36200
OG0002769	Roisl.0005s0040.1.p	AL8G10630
OG0002769	Roisl.0091s0598.1.p	AL7G37300
OG0002770	Roisl.0005s0036.1.p	AL8G10580
OG0002770	Roisl.0091s0605.1.p	AL7G37370
OG0002771	Roisl.0046s0973.1.p	AL5G30460
OG0002771	Roisl.0024s0564.1.p	AL8G44340
OG0002772	Roisl.0017s0153.1.p	AL4G34930
OG0002773	Roisl.0209s0262.1.p, Roisl.0091s0061.1.p	AL7G30950
OG0002775	Roisl.0210s1171.1.p	AL6G25460
OG0002775	Roisl.0016s0062.1.p	AL3G10640
OG0002776	Roisl.0067s0074.1.p	AL4G47000
OG0002776	Roisl.0018s0390.1.p	AL5G45320
OG0002777	Roisl.0028s0101.1.p	AL4G43920
OG0002777	Roisl.0018s0146.1.p	AL5G42540
OG0002778	Roisl.0018s0067.1.p	AL5G41460
OG0002778	Roisl.0028s0266.1.p	AL4G42150
OG0002779	Roisl.0028s0559.1.p	AL4G38540
OG0002780	Roisl.0046s1492.1.p	AL5G36110
OG0002780	Roisl.0046s1493.1.p	AL5G36120
OG0002781	Roisl.0074s0540.1.p, Roisl.0074s0539.1.p	AL3G26550
OG0002782	Roisl.0017s0054.1.p	AL4G33520
OG0002782	Roisl.0046s1314.1.p	AL5G34300
OG0002783	Roisl.0046s1284.1.p	AL5G33960
OG0002784	Roisl.0213s0718.1.p	AL3G42800
OG0002785	Roisl.0053s0250.1.p	AL3G39710
OG0002786	Roisl.0066s0033.1.p, Roisl.0066s0031.1.p	AL3G52080
OG0002787	Roisl.0210s0326.1.p	AL1G13510
OG0002788	Roisl.0011s0094.1.p	AL5G11000
OG0002788	Roisl.0007s0667.1.p	AL1G26710
OG0002790	Roisl.0017s0314.1.p	AL4G36760
OG0002790	Roisl.0017s0315.1.p	AL4G36780
OG0002791	Roisl.0115s0690.1.p	AL7G11020
OG0002791	Roisl.0082s0140.1.p	AL4G10610
OG0002792	Roisl.0032s0074.1.p	AL6G41460
OG0002792	Roisl.0048s0042.1.p	AL1G49950
OG0002793	Roisl.0056s0032.1.p	AL1G48710
OG0002793	Roisl.0019s0337.1.p	AL2G31410
OG0002794	Roisl.0011s0118.1.p	AL5G11320
OG0002794	Roisl.0011s0117.1.p	AL5G11340, AL5G11230
OG0002795	Roisl.0039s0116.1.p	AL3G16550
OG0002795	Roisl.0046s0337.1.p	AL6G38670
OG0002796	Roisl.0046s0457.1.p	AL6G40360
OG0002796	Roisl.0039s0053.1.p	AL3G15740
OG0002797	Roisl.0018s0087.1.p	AL5G41840
OG0002798	Roisl.0028s0254.1.p	AL4G42310
OG0002799	Roisl.0005s0064.1.p	AL8G10960
OG0002799	Roisl.0091s0572.1.p	AL7G37010
OG0002800	Roisl.0016s0358.1.p	AL3G14060, AL492U10010, AL3G14140, AL3G14100, AL3G14150
OG0002802	Roisl.0046s0433.1.p	nbis-gene-1593
OG0002802	Roisl.0039s0022.1.p	AL3G15380
OG0002803	Roisl.0039s0163.1.p	AL3G17010
OG0002803	Roisl.0210s1619.1.p	AL6G30440
OG0002804	Roisl.0039s0166.1.p	AL3G17040
OG0002804	Roisl.0210s1613.1.p	AL6G30380
OG0002805	Roisl.0191s0588.1.p	AL6G51200
OG0002805	Roisl.0038s0005.1.p	AL3G44080
OG0002806	Roisl.0074s0429.1.p	AL3G27790
OG0002807	Roisl.0074s0249.1.p	AL3G29930
OG0002807	Roisl.0002s0053.1.p	AL7G38960
OG0002808	Roisl.0013s0057.1.p	AL1G55770
OG0002808	Roisl.0074s0073.1.p	AL3G31900
OG0002809	Roisl.0006s0150.1.p	AL8G37450, AL1G58630
OG0002810	Roisl.0053s0378.1.p	AL3G37790
OG0002810	Roisl.0075s0195.1.p	AL7G41690
OG0002811	Roisl.0021s0412.1.p	AL1G24830
OG0002811	Roisl.0021s0411.1.p	AL1G24810
OG0002812	Roisl.0021s0138.1.p	AL1G21560
OG0002812	Roisl.0214s0562.1.p	AL2G15780
OG0002813	Roisl.0021s0226.1.p	AL1G22580
OG0002814	Roisl.0021s0242.1.p	AL1G22720
OG0002814	Roisl.0209s0647.1.p	AL2G14290
OG0002815	Roisl.0189s0250.1.p, Roisl.0010s0071.1.p	AL2G13050
OG0002815	Roisl.0021s0318.1.p	AL1G23580
OG0002816	Roisl.0021s0330.1.p	AL1G23730
OG0002816	Roisl.0010s0085.1.p	AL2G12840
OG0002817	Roisl.0019s0268.1.p	AL1G29560
OG0002818	Roisl.0019s0225.1.p	AL2G32380
OG0002818	Roisl.0007s0378.1.p	AL1G29790
OG0002819	Roisl.0019s0428.1.p, Roisl.0019s0434.1.p	AL2G30530
OG0002819	Roisl.0191s0141.1.p	AL1G36620
OG0002820	Roisl.0001s0384.1.p, Roisl.0209s0592.1.p	nbis-gene-1229
OG0002820	Roisl.0044s0050.1.p	nbis-gene-1761
OG0002821	Roisl.0009s0063.1.p	AL7G47740
OG0002821	Roisl.0050s0078.1.p	AL2G10830
OG0002822	Roisl.0013s0018.1.p	AL1G56260, AL1G56180
OG0002823	Roisl.0001s0324.1.p	AL7G13850, AL7G13840
OG0002824	Roisl.0005s0351.1.p	AL8G13800
OG0002825	Roisl.0001s0189.1.p	AL7G15430
OG0002826	Roisl.0023s0094.1.p	AL4G16980
OG0002826	Roisl.0003s0259.1.p	AL7G19430
OG0002827	Roisl.0008s0316.1.p	AL7G17780
OG0002827	Roisl.0040s0003.1.p	AL3G46040
OG0002828	Roisl.0003s0189.1.p	AL7G20280
OG0002829	Roisl.0191s0635.1.p, Roisl.0191s0636.1.p	AL6G51790
OG0002830	Roisl.0006s0326.1.p	AL1G60980
OG0002831	Roisl.0010s0141.1.p, Roisl.0027s0007.1.p	AL4G33860, AL4G33850
OG0002832	Roisl.0074s0189.1.p	AL8G24290, AL8G23220, AL3G30620
OG0002833	Roisl.0003s0014.1.p	nbis-gene-1749
OG0002834	Roisl.0018s0255.1.p, Roisl.0018s0254.1.p	AL5G43600
OG0002835	Roisl.0188s0114.1.p	AL5G18520
OG0002836	Roisl.0209s0650.1.p	nbis-gene-1995
OG0002836	Roisl.0001s0186.1.p	AL7G15460
OG0002836	Roisl.0001s0187.1.p	nbis-gene-1587
OG0002837	Roisl.0031s0090.1.p	AL8G27810
OG0002837	Roisl.0022s0462.1.p	nbis-gene-1768
OG0002839	Roisl.0210s1836.1.p, Roisl.0012s0135.1.p, Roisl.0020s0164.1.p, Roisl.0020s0177.1.p	nbis-gene-1959
OG0002844	Roisl.0011s0186.1.p	AL5G12570
OG0002844	Roisl.0200s0021.1.p	AL6G52060
OG0002845	Roisl.0016s0282.1.p	AL3G13140
OG0002845	Roisl.0210s1450.1.p	AL6G28600
OG0002846	Roisl.0016s0011.1.p	AL3G10080
OG0002846	Roisl.0210s1106.1.p	AL6G24720
OG0002847	Roisl.0210s1091.1.p	AL6G24580
OG0002848	Roisl.0075s0054.1.p	AL5G12040, AL5G12300, AL7G43090
OG0002848	Roisl.0053s0252.1.p	AL3G39700
OG0002849	Roisl.0017s0326.1.p	nbis-gene-1120
OG0002850	Roisl.0210s0846.1.p	AL6G21940
OG0002850	Roisl.0046s0213.1.p	AL6G37140
OG0002851	Roisl.0210s0836.1.p	AL6G21820
OG0002852	Roisl.0046s0577.1.p	AL1G30320
OG0002852	Roisl.0046s0341.1.p	AL6G38710
OG0002853	Roisl.0210s1997.1.p	AL6G34580
OG0002853	Roisl.0210s0579.1.p	AL6G18770
OG0002854	Roisl.0209s0491.1.p, Roisl.0046s0672.1.p	AL4G20790
OG0002855	Roisl.0204s0016.1.p	AL4G22440
OG0002856	Roisl.0033s0064.1.p	AL4G25340
OG0002856	Roisl.0091s0953.1.p	AL1G16910
OG0002857	Roisl.0091s0879.1.p	AL1G16070
OG0002858	Roisl.0028s0641.1.p	AL4G27980
OG0002858	Roisl.0091s0759.1.p	AL1G14830
OG0002859	Roisl.0091s0766.1.p	AL1G14910
OG0002859	Roisl.0028s0632.1.p	AL4G27840
OG0002860	Roisl.0028s0663.1.p	AL4G28230
OG0002860	Roisl.0091s0730.1.p	AL1G14580
OG0002861	Roisl.0028s0717.1.p	AL4G28850
OG0002861	Roisl.0091s0701.1.p	AL1G14290
OG0002862	Roisl.0091s1071.1.p	AL1G18200, AL7G46970, AL7G46960, AL6G53580
OG0002863	Roisl.0022s0217.1.p	AL7G27410
OG0002863	Roisl.0022s0220.1.p	AL7G27390
OG0002864	Roisl.0019s0335.1.p	AL5G37210
OG0002865	Roisl.0028s0979.1.p	AL4G31640
OG0002865	Roisl.0213s0450.1.p	AL1G45830
OG0002866	Roisl.0213s0470.1.p	nbis-gene-191
OG0002867	Roisl.0028s0974.1.p	AL212U10010, AL4G31610
OG0002868	Roisl.0024s0491.1.p	AL8G43630
OG0002868	Roisl.0046s0919.1.p	AL5G29800, AL8G14300
OG0002869	Roisl.0024s0468.1.p	AL8G43410
OG0002869	Roisl.0046s0904.1.p	AL5G29520
OG0002870	Roisl.0024s0247.1.p	AL8G40820
OG0002870	Roisl.0210s0609.1.p	AL6G19290
OG0002871	Roisl.0024s0211.1.p	AL8G40430
OG0002872	Roisl.0080s0080.1.p	AL8G38410
OG0002872	Roisl.0080s0079.1.p	AL8G38490
OG0002873	Roisl.0210s1842.1.p	AL6G32770
OG0002874	Roisl.0022s0337.1.p	AL7G26110
OG0002874	Roisl.0080s0806.1.p	AL8G30810
OG0002875	Roisl.0080s0803.1.p, Roisl.0048s0010.1.p	AL8G30840
OG0002875	Roisl.0022s0335.1.p	AL7G26130
OG0002877	Roisl.0010s0138.1.p	AL2G12310
OG0002878	Roisl.0011s0194.1.p, Roisl.0030s0190.1.p	nbis-gene-1458
OG0002879	Roisl.0030s0138.1.p	AL6G13720
OG0002879	Roisl.0074s1001.1.p	AL3G21580
OG0002880	Roisl.0009s0091.1.p	AL7G48090
OG0002880	Roisl.0010s0202.1.p	AL2G11340
OG0002881	Roisl.0012s0360.1.p	AL2G41290, AL4G18200
OG0002882	Roisl.0024s0028.1.p	AL2G24560, AL2G24400
OG0002883	Roisl.0004s0042.1.p	AL2G38940
OG0002883	Roisl.0007s0426.1.p	AL1G29220, AL7G51000
OG0002884	Roisl.0046s0914.1.p	AL5G29710
OG0002885	Roisl.0053s0407.1.p	AL3G37360
OG0002886	Roisl.0054s0042.1.p	AL4G32860
OG0002886	Roisl.0046s1288.1.p	AL5G34000
OG0002887	Roisl.0008s0254.1.p	AL7G28830
OG0002888	Roisl.0082s0048.1.p, Roisl.0082s0047.1.p	AL9U11880, AL9U11820
OG0002889	Roisl.0053s0197.1.p	AL3G40290
OG0002890	Roisl.0058s0025.1.p	AL9U10300
OG0002891	Roisl.0007s0041.1.p	AL1G33940
OG0002892	Roisl.0004s0458.1.p	AL2G34280
OG0002893	Roisl.0005s0293.1.p	AL8G13120
OG0002893	Roisl.0210s1769.1.p	AL6G32000
OG0002894	Roisl.0005s0164.1.p	AL8G13850
OG0002895	Roisl.0074s0388.1.p	AL3G28250
OG0002895	Roisl.0006s0332.1.p	AL1G61050
OG0002896	Roisl.0022s0214.1.p, Roisl.0022s0213.1.p	AL7G27440
OG0002897	Roisl.0045s0066.1.p, Roisl.0001s0001.1.p	AL3G47200, AL3G47210
OG0002898	Roisl.0005s0062.1.p	AL4G42560, AL8G10940
OG0002899	Roisl.0001s0080.1.p	AL7G16460
OG0002899	Roisl.0066s0326.1.p	AL3G49160
OG0002900	Roisl.0091s0017.1.p	AL7G30530
OG0002900	Roisl.0213s0540.1.p	AL6G46520
OG0002902	Roisl.0082s0223.1.p	AL6G48230
OG0002902	Roisl.0091s0132.1.p	nbis-gene-1804, AL3G50460
OG0002903	Roisl.0046s1068.1.p	AL5G31600
OG0002903	Roisl.0024s0650.1.p	AL8G45250
OG0002904	Roisl.0024s0665.1.p	AL8G45450
OG0002904	Roisl.0046s1075.1.p	AL5G31670
OG0002905	Roisl.0024s0677.1.p	AL8G45600
OG0002906	Roisl.0035s0011.1.p	AL4G46820
OG0002906	Roisl.0018s0361.1.p	AL5G45070, AL2G23490
OG0002907	Roisl.0018s0345.1.p	nbis-gene-1410
OG0002907	Roisl.0035s0038.1.p	AL4G46490
OG0002908	Roisl.0018s0290.1.p	AL5G44160
OG0002909	Roisl.0035s0116.1.p	AL4G45630
OG0002910	Roisl.0018s0198.1.p	AL5G43060
OG0002911	Roisl.0028s0213.1.p	AL4G42670
OG0002913	Roisl.0046s1435.1.p	nbis-gene-1362
OG0002914	Roisl.0031s0115.1.p	AL8G28130
OG0002914	Roisl.0022s0460.1.p	AL7G24720
OG0002915	Roisl.0015s0179.1.p, Roisl.0038s0030.1.p	AL3G43810
OG0002916	Roisl.0001s0265.1.p	AL7G14630
OG0002916	Roisl.0066s0094.1.p	AL3G51370
OG0002917	Roisl.0080s0565.1.p	AL8G33340
OG0002918	Roisl.0017s0134.1.p	AL68U10030, AL4G34730
OG0002919	Roisl.0210s1642.1.p	AL6G30700, AL6G30710
OG0002921	Roisl.0016s0260.1.p	AL3G12860
OG0002922	Roisl.0046s0422.1.p	AL6G39750
OG0002922	Roisl.0039s0034.1.p	AL3G15500
OG0002923	Roisl.0039s0104.1.p	AL88U10040, AL3G16400
OG0002923	Roisl.0046s0353.1.p	AL6G38910
OG0002924	Roisl.0079s0198.1.p	AL3G19360
OG0002924	Roisl.0074s0636.1.p	AL3G25440
OG0002925	Roisl.0079s0252.1.p	AL3G19960, AL3G19950
OG0002926	Roisl.0074s1027.1.p	AL3G21240
OG0002926	Roisl.0074s1026.1.p	AL3G21250
OG0002927	Roisl.0213s0763.1.p, Roisl.0074s0663.1.p	AL3G25120, AL3G25110
OG0002928	Roisl.0074s0466.1.p	AL3G27330
OG0002928	Roisl.0006s0398.1.p	AL1G61680
OG0002930	Roisl.0074s0368.1.p	AL3G28490
OG0002930	Roisl.0074s0369.1.p	AL3G28480
OG0002931	Roisl.0074s0131.1.p	AL3G31230
OG0002931	Roisl.0074s0130.1.p	AL3G31240
OG0002932	Roisl.0074s0117.1.p	AL3G31370
OG0002932	Roisl.0074s0119.1.p	AL3G31360
OG0002933	Roisl.0115s0362.1.p	AL3G32800
OG0002935	Roisl.0115s0530.1.p	AL3G35890
OG0002936	Roisl.0115s0523.1.p	AL3G35810
OG0002937	Roisl.0022s0033.1.p	AL2G20410
OG0002938	Roisl.0191s0469.1.p	AL6G53070
OG0002938	Roisl.0210s0077.1.p	AL1G10780
OG0002939	Roisl.0191s0620.1.p	AL6G51630
OG0002940	Roisl.0033s0124.1.p	AL4G26340, AL163U10030
OG0002940	Roisl.0091s0888.1.p	AL1G16170
OG0002941	Roisl.0007s0621.1.p	nbis-gene-88
OG0002942	Roisl.0007s0157.1.p	AL1G32480
OG0002943	Roisl.0010s0177.1.p	AL2G11670, AL2G11680
OG0002944	Roisl.0209s0747.1.p	AL2G15250
OG0002944	Roisl.0209s0749.1.p	AL2G15260
OG0002945	Roisl.0214s0799.1.p	AL2G18530, AL2G18540
OG0002946	Roisl.0046s0500.1.p	AL4G13080
OG0002947	Roisl.0091s0153.1.p	AL7G32210, AL7G31640
OG0002947	Roisl.0082s0248.1.p	AL6G48420
OG0002948	Roisl.0115s0701.1.p	AL7G10910
OG0002949	Roisl.0115s0668.1.p	AL5G17400
OG0002949	Roisl.0115s0671.1.p	AL7G11220
OG0002950	Roisl.0001s0418.1.p	AL7G12800
OG0002950	Roisl.0046s0564.1.p	AL4G12230
OG0002951	Roisl.0001s0184.1.p	AL7G15480
OG0002951	Roisl.0066s0176.1.p	AL3G50630
OG0002952	Roisl.0003s0257.1.p	AL7G19440
OG0002952	Roisl.0023s0093.1.p	AL4G16970
OG0002953	Roisl.0027s0135.1.p	AL4G19200
OG0002953	Roisl.0008s0264.1.p	AL7G18330
OG0002954	Roisl.0023s0062.1.p	AL4G16690
OG0002954	Roisl.0003s0229.1.p	AL7G19730
OG0002955	Roisl.0003s0215.1.p	AL7G19890
OG0002955	Roisl.0023s0035.1.p	AL4G16490
OG0002956	Roisl.0053s0275.1.p	AL6G30340
OG0002957	Roisl.0191s0595.1.p	AL6G51270, AL6G51310, AL6G51290
OG0002958	Roisl.0214s0491.1.p	AL3G53770
OG0002958	Roisl.0022s0506.1.p	AL7G24280
OG0002960	Roisl.0189s0217.1.p, Roisl.0057s0012.1.p, Roisl.0002s0189.1.p, Roisl.0046s0517.1.p, Roisl.0082s0103.1.p, Roisl.0213s0658.1.p, Roisl.0110s0001.1.p, Roisl.0210s2117.1.p, Roisl.0041s0039.1.p, Roisl.0210s2201.1.p	AL2G26190
OG0002961	Roisl.0007s0780.1.p	AL1G64080, AL1G63810, AL1G64360
OG0002962	Roisl.0001s0435.1.p	AL7G12610
OG0002962	Roisl.0022s0009.1.p	AL2G20220
OG0002963	Roisl.0074s0248.1.p	nbis-gene-715, AL3G29940
OG0002963	Roisl.0074s0233.1.p	AL3G30060
OG0002964	Roisl.0115s0084.1.p, Roisl.0022s0010.1.p	nbis-gene-1012
OG0002971	Roisl.0042s0121.1.p	AL6G15340
OG0002972	Roisl.0003s0058.1.p	AL7G21670
OG0002973	Roisl.0079s0159.1.p	AL8G19000, AL3G18970
OG0002975	Roisl.0214s0022.1.p	AL6G38780, AL6G37640, AL6G39390
OG0002976	Roisl.0210s1392.1.p	AL6G27890
OG0002976	Roisl.0016s0237.1.p	AL3G12530
OG0002977	Roisl.0210s1299.1.p	AL6G26890
OG0002978	Roisl.0016s0021.1.p	AL3G10200
OG0002978	Roisl.0210s1113.1.p	AL6G24790
OG0002979	Roisl.0210s1024.1.p	AL6G23940
OG0002980	Roisl.0209s0072.1.p, Roisl.0075s0209.1.p, Roisl.0046s0687.1.p, Roisl.0075s0210.1.p	AL7G10750
OG0002981	Roisl.0210s0752.1.p	AL6G20840
OG0002981	Roisl.0024s0418.1.p	AL8G42820
OG0002982	Roisl.0210s0693.1.p	AL6G20240
OG0002982	Roisl.0024s0354.1.p	AL8G42110
OG0002983	Roisl.0046s0329.1.p, Roisl.0008s0160.1.p	AL6G43360, AL7G29850
OG0002984	Roisl.0210s0585.1.p	AL6G18840
OG0002985	Roisl.0091s0986.1.p	AL1G17300
OG0002985	Roisl.0033s0013.1.p	AL4G24750
OG0002986	Roisl.0028s0388.1.p, Roisl.0026s0118.1.p	AL4G40690
OG0002987	Roisl.0012s0224.1.p	AL8G15960
OG0002988	Roisl.0214s0308.1.p	AL8G18200
OG0002988	Roisl.0213s0027.1.p	AL1G41170
OG0002989	Roisl.0028s0885.1.p	AL4G30740
OG0002990	Roisl.0213s0335.1.p	AL1G44790
OG0002990	Roisl.0213s0334.1.p	AL1G44780
OG0002991	Roisl.0209s0173.1.p	AL1G46740
OG0002992	Roisl.0024s0527.1.p	AL8G43970
OG0002993	Roisl.0046s0935.1.p	AL5G29990
OG0002994	Roisl.0024s0510.1.p	AL8G43800
OG0002995	Roisl.0080s0173.1.p, Roisl.0080s0174.1.p, Roisl.0025s0008.1.p	AL8G37520
OG0002996	Roisl.0210s1934.1.p	AL6G47720, AL6G33770, AL6G33800
OG0002997	Roisl.0080s0241.1.p, Roisl.0080s0242.1.p	AL8G36860
OG0002999	Roisl.0080s0489.1.p, Roisl.0080s0477.1.p	AL8G34150, AL8G34270
OG0003000	Roisl.0080s0711.1.p, Roisl.0080s0710.1.p	AL8G31800
OG0003001	Roisl.0091s0904.1.p	AL1G16370
OG0003002	Roisl.0080s0841.1.p	AL8G30440
OG0003003	Roisl.0022s0366.1.p	AL7G25840
OG0003003	Roisl.0080s0845.1.p	AL8G30390
OG0003004	Roisl.0006s0074.1.p, Roisl.0046s0102.1.p	AL1G20150, AL1G57770
OG0003005	Roisl.0210s0401.1.p	AL6G16820
OG0003006	Roisl.0210s0252.1.p	AL1G12600
OG0003006	Roisl.0082s0394.1.p	AL6G50160
OG0003008	Roisl.0026s0160.1.p	AL5G38900, AL3G11670
OG0003009	Roisl.0079s0314.1.p	AL3G20770
OG0003010	Roisl.0009s0112.1.p	AL7G48380
OG0003010	Roisl.0009s0115.1.p	AL7G48430
OG0003011	Roisl.0004s0107.1.p	AL2G38150
OG0003012	Roisl.0043s0007.1.p, Roisl.0210s2191.1.p	AL6G44430
OG0003012	Roisl.0007s0732.1.p	AL1G26060
OG0003012	Roisl.0021s0623.1.p	nbis-gene-451, AL2G19860
OG0003013	Roisl.0004s0143.1.p	AL2G37750
OG0003013	Roisl.0191s0002.1.p	AL1G34970
OG0003014	Roisl.0001s0181.1.p	AL7G15520
OG0003014	Roisl.0066s0180.1.p	AL3G50590
OG0003015	Roisl.0001s0182.1.p	nbis-gene-1713
OG0003015	Roisl.0066s0179.1.p	AL3G50600
OG0003016	Roisl.0184s0021.1.p	AL6G42310
OG0003017	Roisl.0053s0172.1.p	AL9U11070
OG0003018	Roisl.0053s0187.1.p	AL3G40560
OG0003019	Roisl.0075s0087.1.p, Roisl.0075s0088.1.p	AL7G42750
OG0003020	Roisl.0075s0104.1.p	AL7G42580
OG0003021	Roisl.0007s0294.1.p	AL1G30840
OG0003021	Roisl.0004s0518.1.p	AL2G33730
OG0003022	Roisl.0191s0403.1.p	AL1G39660
OG0003022	Roisl.0019s0678.1.p	AL2G27680
OG0003023	Roisl.0044s0100.1.p	AL7G22940
OG0003024	Roisl.0007s0007.1.p	AL1G34230
OG0003025	Roisl.0009s0234.1.p	AL7G49810
OG0003026	Roisl.0025s0048.1.p	AL5G17690
OG0003027	Roisl.0005s0299.1.p	AL8G13230
OG0003027	Roisl.0005s0304.1.p	AL8G13280
OG0003028	Roisl.0115s0267.1.p	AL3G33020
OG0003029	Roisl.0006s0137.1.p	AL1G58480
OG0003029	Roisl.0115s0378.1.p	AL3G34290
OG0003030	Roisl.0013s0015.1.p	AL1G56300
OG0003031	Roisl.0006s0220.1.p	AL1G59560
OG0003032	Roisl.0074s0328.1.p	AL3G28860
OG0003033	Roisl.0017s0183.1.p	AL4G35210, AL4G35220
OG0003034	Roisl.0024s0624.1.p	AL8G23360
OG0003035	Roisl.0091s0269.1.p	AL7G33510
OG0003037	Roisl.0082s0277.1.p	AL6G48790
OG0003037	Roisl.0091s0204.1.p	AL7G32840
OG0003038	Roisl.0027s0035.1.p	AL5G22800
OG0003038	Roisl.0027s0025.1.p	AL1G52730, AL7G52330, AL6G42550
OG0003039	Roisl.0018s0203.1.p	AL5G43110
OG0003039	Roisl.0028s0046.1.p	AL4G44520
OG0003040	Roisl.0018s0157.1.p, Roisl.0018s0156.1.p	AL5G42670
OG0003041	Roisl.0018s0123.1.p	AL5G42350
OG0003043	Roisl.0026s0077.1.p	AL5G39790
OG0003044	Roisl.0046s1332.1.p	AL5G34460
OG0003046	Roisl.0209s0042.1.p	AL2G23220
OG0003046	Roisl.0046s1242.1.p, Roisl.0046s1246.1.p, Roisl.0075s0066.1.p	AL5G33510
OG0003047	Roisl.0019s0832.1.p	AL2G26010
OG0003048	Roisl.0019s0818.1.p	AL2G26200
OG0003049	Roisl.0019s0775.1.p	AL2G26670, AL2G26650
OG0003050	Roisl.0053s0128.1.p	AL7G45160
OG0003051	Roisl.0015s0071.1.p	AL1G40460
OG0003051	Roisl.0022s0124.1.p	AL7G28380
OG0003052	Roisl.0063s0038.1.p	AL4G10290
OG0003052	Roisl.0115s0721.1.p	AL7G10660
OG0003054	Roisl.0091s0274.1.p	AL7G33560, AL7G33140
OG0003055	Roisl.0210s1630.1.p	AL6G30530
OG0003056	Roisl.0039s0141.1.p	AL3G16830
OG0003056	Roisl.0210s1647.1.p	AL6G30790
OG0003057	Roisl.0046s0316.1.p	nbis-gene-1581
OG0003059	Roisl.0067s0066.1.p	AL4G47080
OG0003060	Roisl.0028s0051.1.p	AL4G44430
OG0003061	Roisl.0028s0200.1.p	AL4G42750
OG0003062	Roisl.0028s0205.1.p	AL4G42730
OG0003063	Roisl.0191s0409.1.p	AL4G40040
OG0003064	Roisl.0039s0042.1.p	AL6G40880, AL3G15610
OG0003064	Roisl.0046s0411.1.p	AL6G39600
OG0003065	Roisl.0091s1192.1.p	AL1G19550
OG0003065	Roisl.0039s0079.1.p	AL3G16140
OG0003066	Roisl.0039s0107.1.p	AL3G16430
OG0003067	Roisl.0036s0082.1.p	AL8G23200
OG0003068	Roisl.0034s0019.1.p	AL6G10160
OG0003069	Roisl.0074s0921.1.p	AL3G22420, AL3G22410
OG0003071	Roisl.0012s0211.1.p	AL2G26120
OG0003071	Roisl.0074s0343.1.p	AL3G28680
OG0003072	Roisl.0074s0136.1.p	AL3G31180
OG0003072	Roisl.0013s0089.1.p	AL1G55260
OG0003073	Roisl.0074s0102.1.p	AL3G31520
OG0003073	Roisl.0013s0075.1.p	AL1G55480
OG0003074	Roisl.0032s0033.1.p	AL7G46700
OG0003074	Roisl.0024s0019.1.p	AL2G24290
OG0003075	Roisl.0210s1599.1.p	AL6G30220
OG0003076	Roisl.0191s0503.1.p	AL6G52780
OG0003076	Roisl.0210s0057.1.p	AL1G10590
OG0003077	Roisl.0210s0071.1.p	AL1G10740
OG0003077	Roisl.0080s0677.1.p	nbis-gene-2153
OG0003077	Roisl.0191s0473.1.p	AL6G53030
OG0003078	Roisl.0210s0205.1.p	AL1G12160
OG0003079	Roisl.0210s0273.1.p	AL1G12880
OG0003079	Roisl.0214s0776.1.p	AL1G51780
OG0003080	Roisl.0033s0152.1.p	AL4G26010
OG0003081	Roisl.0214s0579.1.p	AL2G15960
OG0003081	Roisl.0021s0160.1.p	AL1G21790
OG0003082	Roisl.0011s0058.1.p	AL5G10700
OG0003083	Roisl.0007s0635.1.p	AL1G27040
OG0003084	Roisl.0007s0584.1.p	AL1G27580
OG0003085	Roisl.0007s0285.1.p	AL1G30940
OG0003085	Roisl.0004s0500.1.p	AL2G33890
OG0003086	Roisl.0004s0270.1.p	AL2G36280
OG0003086	Roisl.0007s0083.1.p	AL1G33450
OG0003087	Roisl.0007s0065.1.p	AL1G33670
OG0003088	Roisl.0007s0062.1.p	AL1G33700
OG0003088	Roisl.0007s0063.1.p	AL1G33690
OG0003089	Roisl.0007s0011.1.p	AL1G34200
OG0003092	Roisl.0012s0315.1.p	AL8G15040
OG0003092	Roisl.0012s0314.1.p	AL8G15050
OG0003093	Roisl.0001s0269.1.p	AL7G14560
OG0003094	Roisl.0001s0097.1.p	AL7G16300
OG0003094	Roisl.0001s0099.1.p	AL7G16290
OG0003095	Roisl.0191s0667.1.p, Roisl.0191s0661.1.p	AL6G50970
OG0003095	Roisl.0001s0095.1.p	AL7G16310
OG0003096	Roisl.0003s0224.1.p	AL7G19810
OG0003096	Roisl.0003s0225.1.p	AL7G19800
