Orthogroup	Rorippa_islandica	Arabidopsis_thaliana
OG0004023	Roisl.0115s0294.1.p	AT3G19820.1
OG0004024	Roisl.0115s0295.1.p	AT3G19830.1
OG0004024	Roisl.0006s0084.1.p	AT1G50260.1
OG0004025	Roisl.0028s0911.1.p	AT2G34970.1
OG0004026	Roisl.0028s0927.1.p	AT2G35120.1
OG0004027	Roisl.0005s0173.1.p	AT5G46410.2
OG0004027	Roisl.0091s0512.1.p	AT4G18140.1
OG0004028	Roisl.0007s0538.1.p	AT1G15940.1
OG0004029	Roisl.0091s0066.1.p	AT4G22570.1
OG0004029	Roisl.0209s0242.1.p	AT4G12440.2
OG0004030	Roisl.0082s0078.1.p	AT1G42440.1
OG0004031	Roisl.0191s0686.1.p	AT5G49690.1
OG0004032	Roisl.0091s0301.1.p	AT4G20040.1
OG0004033	Roisl.0012s0316.1.p, Roisl.0091s0278.1.p	AT4G20300.2
OG0004034	Roisl.0091s0163.1.p	AT4G21660.3
OG0004035	Roisl.0091s0149.1.p	AT4G21760.2
OG0004036	Roisl.0074s0127.1.p	AT3G18100.1
OG0004037	Roisl.0002s0020.1.p	AT4G16442.1
OG0004038	Roisl.0091s0654.1.p, Roisl.0091s0655.1.p	AT4G16690.1
OG0004039	Roisl.0016s0077.1.p	AT3G01420.1
OG0004040	Roisl.0023s0088.1.p	AT5G66550.2
OG0004041	Roisl.0018s0411.1.p	AT3G62770.1
OG0004042	Roisl.0018s0314.1.p	AT3G61860.1, AT2G46610.1
OG0004043	Roisl.0003s0334.1.p	AT4G32990.1
OG0004044	Roisl.0018s0265.1.p	AT3G61440.1
OG0004045	Roisl.0018s0260.1.p	AT3G61390.2
OG0004046	Roisl.0018s0069.1.p	AT3G59550.1
OG0004047	Roisl.0026s0157.1.p	AT3G57390.1
OG0004048	Roisl.0011s0024.1.p	AT2G01300.1
OG0004049	Roisl.0026s0189.1.p	AT3G57062.1
OG0004050	Roisl.0046s1667.1.p, Roisl.0046s1666.1.p	AT3G56630.1, AT1G34540.1
OG0004051	Roisl.0046s1398.1.p, Roisl.0046s1399.1.p	AT3G54200.1
OG0004052	Roisl.0046s1336.1.p	AT3G53580.1
OG0004053	Roisl.0046s1330.1.p	AT3G53520.4
OG0004054	Roisl.0053s0184.1.p, Roisl.0053s0183.1.p	AT3G24800.1
OG0004055	Roisl.0021s0520.1.p	AT1G55750.1
OG0004056	Roisl.0019s0311.1.p	AT1G72050.3
OG0004058	Roisl.0028s0584.1.p	AT2G40475.1
OG0004060	Roisl.0051s0018.1.p	AT2G24450.1
OG0004061	Roisl.0022s0104.1.p	AT4G24580.1
OG0004062	Roisl.0013s0029.1.p	AT1G49190.2
OG0004063	Roisl.0193s0007.1.p	AT1G33980.2
OG0004064	Roisl.0020s0073.1.p, Roisl.0020s0075.1.p	AT4G10080.1
OG0004065	Roisl.0008s0201.1.p	AT4G23900.1
OG0004066	Roisl.0210s1650.1.p	AT5G19330.1
OG0004068	Roisl.0039s0026.1.p	AT3G05040.2
OG0004069	Roisl.0067s0078.1.p	AT2G47400.1
OG0004070	Roisl.0035s0094.1.p	AT2G46490.1
OG0004071	Roisl.0045s0075.1.p	AT2G15400.1, AT2G15430.1
OG0004072	Roisl.0028s0130.1.p	AT2G44581.1, AT2G44578.1
OG0004073	Roisl.0028s0231.1.p	AT2G43640.1
OG0004074	Roisl.0007s0423.1.p	AT1G17070.1
OG0004074	Roisl.0028s0386.1.p	AT2G42330.1
OG0004076	Roisl.0016s0244.1.p	AT3G03090.1
OG0004077	Roisl.0016s0277.1.p	AT3G03410.1
OG0004078	Roisl.0016s0336.1.p	AT3G03960.1
OG0004079	Roisl.0016s0385.1.p	AT3G04470.1
OG0004081	Roisl.0039s0016.1.p	AT3G04970.1
OG0004082	Roisl.0039s0023.1.p	AT3G05020.1
OG0004083	Roisl.0039s0045.1.p	AT3G05220.1
OG0004084	Roisl.0039s0128.1.p	AT3G05930.1
OG0004085	Roisl.0039s0148.1.p	AT3G06060.2
OG0004087	Roisl.0074s0718.1.p	AT3G12900.1
OG0004088	Roisl.0074s0644.1.p	AT3G13460.1
OG0004089	Roisl.0074s0546.1.p, Roisl.0074s0548.1.p	AT3G14210.1
OG0004090	Roisl.0074s0433.1.p	AT3G15340.1
OG0004091	Roisl.0074s0347.1.p	AT3G16000.1
OG0004092	Roisl.0074s0228.1.p	AT3G17130.1
OG0004093	Roisl.0074s0141.1.p	AT3G17970.1
OG0004094	Roisl.0115s0288.1.p	AT3G19760.1
OG0004095	Roisl.0036s0057.1.p, Roisl.0036s0078.1.p	AT5G49010.1
OG0004096	Roisl.0184s0222.1.p	AT3G29380.1
OG0004097	Roisl.0009s0312.1.p	AT1G09157.1
OG0004098	Roisl.0053s0328.1.p	AT3G23600.1
OG0004099	Roisl.0053s0349.1.p	AT3G23380.1
OG0004100	Roisl.0115s0637.1.p	AT3G22845.1
OG0004101	Roisl.0115s0636.1.p	AT3G22840.1
OG0004102	Roisl.0115s0502.1.p, Roisl.0115s0503.1.p, Roisl.0115s0501.1.p	AT3G21520.1
OG0004103	Roisl.0019s0599.1.p, Roisl.0019s0626.1.p	AT1G69190.1
OG0004104	Roisl.0198s0002.1.p	AT5G49530.1
OG0004105	Roisl.0046s0493.1.p	AT5G28910.2
OG0004106	Roisl.0015s0042.1.p	AT4G00300.1
OG0004107	Roisl.0020s0180.1.p, Roisl.0210s0101.1.p	AT1G01370.1
OG0004108	Roisl.0210s0343.1.p	AT1G04080.3
OG0004109	Roisl.0091s0901.1.p	AT1G06320.1
OG0004110	Roisl.0091s1061.1.p	AT1G07670.1, AT1G07810.1
OG0004111	Roisl.0089s0003.1.p	AT1G54960.1, AT1G09000.1
OG0004112	Roisl.0082s0264.1.p	AT4G05030.1
OG0004113	Roisl.0021s0183.1.p	AT1G11080.2
OG0004114	Roisl.0010s0115.1.p	AT1G62960.1
OG0004115	Roisl.0007s0661.1.p	AT1G14750.3
OG0004116	Roisl.0007s0344.1.p	AT1G17860.1
OG0004117	Roisl.0007s0329.1.p	AT1G18070.3
OG0004118	Roisl.0019s0297.1.p	AT1G72140.1
OG0004119	Roisl.0076s0005.1.p	AT5G49740.1, AT5G49730.1
OG0004120	Roisl.0019s0369.1.p	AT1G71450.1
OG0004121	Roisl.0019s0507.1.p	AT1G70270.2, AT1G23965.1, AT1G23995.1
OG0004122	Roisl.0021s0363.1.p	AT1G12730.1
OG0004122	Roisl.0010s0128.1.p	AT1G63110.1
OG0004123	Roisl.0011s0017.1.p	AT2G01220.2
OG0004124	Roisl.0050s0070.1.p	AT1G64280.1
OG0004125	Roisl.0082s0304.1.p, Roisl.0012s0291.1.p, Roisl.0185s0023.1.p	AT4G05440.1
OG0004126	Roisl.0012s0301.1.p	AT5G44563.1
OG0004127	Roisl.0037s0030.1.p	AT3G44240.1
OG0004128	Roisl.0082s0262.1.p	AT4G05020.2
OG0004129	Roisl.0013s0130.1.p	AT1G48200.1
OG0004130	Roisl.0001s0378.1.p	AT4G37470.1
OG0004131	Roisl.0001s0252.1.p	AT4G36250.1
OG0004132	Roisl.0001s0213.1.p	AT4G35890.1
OG0004133	Roisl.0008s0322.1.p	AT4G33770.1
OG0004134	Roisl.0053s0296.1.p	AT3G23840.1
OG0004135	Roisl.0053s0276.1.p	AT3G24140.1
OG0004136	Roisl.0191s0494.1.p	AT4G00585.1
OG0004137	Roisl.0031s0045.1.p	AT5G52840.1
OG0004137	Roisl.0022s0468.1.p	AT4G28005.1
OG0004138	Roisl.0191s0264.1.p	AT1G24148.1
OG0004138	Roisl.0191s0263.1.p	AT1G24147.1
OG0004139	Roisl.0048s0001.1.p	AT4G09880.1, AT3G30320.1
OG0004141	Roisl.0194s0021.1.p, Roisl.0194s0009.1.p	AT1G54630.1, AT1G54580.1
OG0004144	Roisl.0038s0049.1.p	AT2G06020.1
OG0004145	Roisl.0083s0023.1.p	AT1G41820.1
OG0004146	Roisl.0082s0665.1.p, Roisl.0091s1036.1.p	AT2G28920.1
OG0004147	Roisl.0017s0443.1.p	AT2G32050.1
OG0004147	Roisl.0082s0731.1.p	AT3G43250.1
OG0004148	Roisl.0011s0023.1.p	AT2G01290.1
OG0004149	Roisl.0025s0010.1.p	AT3G27890.1
OG0004150	Roisl.0006s0547.1.p, Roisl.0018s0202.1.p	AT3G60790.1
OG0004152	Roisl.0020s0001.1.p	AT4G08670.1
OG0004153	Roisl.0022s0392.1.p	AT4G27310.1
OG0004154	Roisl.0210s1959.1.p	AT5G22970.3
OG0004155	Roisl.0024s0200.1.p	AT5G63240.1
OG0004155	Roisl.0024s0201.1.p	AT5G63250.1
OG0004156	Roisl.0213s0573.1.p	AT4G11402.1
OG0004156	Roisl.0039s0156.1.p	AT3G06090.1
OG0004157	Roisl.0028s0887.1.p	AT2G34770.1
OG0004165	Roisl.0021s0575.1.p	AT2G23940.1
OG0004166	Roisl.0003s0064.1.p	AT4G30530.1
OG0004167	Roisl.0003s0070.1.p	AT4G30590.1
OG0004168	Roisl.0024s0196.1.p	AT5G63190.1
OG0004169	Roisl.0210s1432.1.p	AT5G17350.1
OG0004170	Roisl.0210s1388.1.p	AT5G16840.2
OG0004173	Roisl.0210s1298.1.p	AT5G16010.1
OG0004174	Roisl.0210s1219.1.p	AT5G15160.1
OG0004175	Roisl.0210s1213.1.p	AT5G15110.1
OG0004176	Roisl.0210s1203.1.p	AT5G14995.1, AT5G15000.1
OG0004177	Roisl.0191s0195.1.p	AT1G23560.1
OG0004178	Roisl.0210s1103.1.p	AT5G14030.1
OG0004181	Roisl.0188s0071.1.p	AT3G29075.1
OG0004182	Roisl.0046s0181.1.p	AT5G25060.1
OG0004183	Roisl.0210s0643.1.p, Roisl.0063s0001.1.p	AT5G09370.1
OG0004184	Roisl.0210s0590.1.p	AT5G08420.1
OG0004185	Roisl.0210s0584.1.p	AT5G08380.1
OG0004186	Roisl.0022s0129.1.p	AT4G24860.1, AT1G62130.1
OG0004187	Roisl.0010s0035.1.p	AT2G26740.1, AT2G26750.1
OG0004188	Roisl.0209s0514.1.p	AT2G27020.2
OG0004189	Roisl.0204s0113.1.p	AT2G27260.1
OG0004190	Roisl.0204s0066.1.p	AT2G27490.1
OG0004191	Roisl.0082s0605.1.p, Roisl.0082s0608.1.p	AT2G28480.1
OG0004192	Roisl.0033s0054.1.p	AT2G30360.1
OG0004193	Roisl.0033s0059.1.p	AT2G30400.1
OG0004194	Roisl.0033s0068.1.p	AT2G30500.1
OG0004195	Roisl.0033s0116.1.p	AT2G31230.1
OG0004197	Roisl.0017s0468.1.p	AT2G31865.2
OG0004198	Roisl.0017s0432.1.p	AT2G32210.1, AT2G32190.1
OG0004199	Roisl.0013s0171.1.p	AT1G47830.1
OG0004200	Roisl.0066s0347.1.p	AT1G46768.1
OG0004201	Roisl.0066s0336.1.p	AT1G47210.2
OG0004202	Roisl.0213s0084.1.p	AT1G28240.1
OG0004203	Roisl.0213s0159.1.p, Roisl.0028s0816.1.p	AT1G29140.1
OG0004204	Roisl.0213s0219.1.p, Roisl.0213s0221.1.p, Roisl.0213s0220.1.p	AT1G29660.1
OG0004205	Roisl.0028s0846.1.p	AT2G34410.1
OG0004206	Roisl.0213s0288.1.p	AT1G30270.1
OG0004207	Roisl.0213s0306.1.p	AT1G30470.1
OG0004208	Roisl.0213s0319.1.p	AT1G30580.1
OG0004209	Roisl.0213s0352.1.p, Roisl.0213s0353.1.p	AT1G30840.1
OG0004210	Roisl.0213s0493.1.p	AT1G32060.1
OG0004211	Roisl.0011s0185.1.p	AT2G02950.1
OG0004212	Roisl.0024s0568.1.p	AT5G66990.1
OG0004213	Roisl.0024s0571.1.p	AT5G66970.1
OG0004214	Roisl.0024s0560.1.p	AT5G67060.1
OG0004215	Roisl.0024s0494.1.p	AT5G67630.1
OG0004215	Roisl.0046s0921.1.p	AT3G49830.1
OG0004216	Roisl.0189s0087.1.p	AT4G16015.1, AT4G13992.1
OG0004217	Roisl.0024s0232.1.p	AT5G63530.1
OG0004218	Roisl.0024s0154.1.p	AT5G62850.1
OG0004219	Roisl.0018s0371.1.p	AT1G52495.1
OG0004219	Roisl.0006s0303.1.p	AT1G52490.1
OG0004220	Roisl.0080s0122.1.p	AT5G61330.2
OG0004221	Roisl.0080s0177.1.p	AT5G60890.1
OG0004222	Roisl.0091s0687.1.p	AT4G16620.1
OG0004223	Roisl.0012s0110.1.p	AT5G43390.1
OG0004223	Roisl.0046s0017.1.p, Roisl.0032s0044.1.p	AT5G43400.1
OG0004225	Roisl.0046s0171.1.p	AT5G24910.1
OG0004225	Roisl.0046s0170.1.p	AT5G24900.1
OG0004226	Roisl.0210s1702.1.p	AT5G19820.1
OG0004227	Roisl.0210s1793.1.p	AT5G20680.1
OG0004228	Roisl.0210s1884.1.p	AT5G22270.1
OG0004229	Roisl.0080s0361.1.p	AT5G59050.1
OG0004230	Roisl.0080s0389.1.p	AT5G52370.1, AT5G58990.1
OG0004231	Roisl.0080s0534.1.p	AT5G57570.1
OG0004231	Roisl.0011s0209.1.p	AT2G03230.1
OG0004232	Roisl.0080s0635.1.p	AT5G56780.1
OG0004233	Roisl.0091s0019.1.p	AT4G22970.3
OG0004234	Roisl.0080s0754.1.p	AT5G55810.2
OG0004235	Roisl.0046s0901.1.p, Roisl.0209s0450.1.p, Roisl.0032s0101.1.p	AT3G49645.2
OG0004236	Roisl.0179s0056.1.p, Roisl.0080s0861.1.p	AT5G54770.1
OG0004237	Roisl.0082s0442.1.p	AT4G02380.3
OG0004238	Roisl.0082s0402.1.p	AT4G02720.1
OG0004239	Roisl.0042s0025.1.p	AT5G06350.1
OG0004240	Roisl.0074s0992.1.p	AT3G10340.1
OG0004241	Roisl.0030s0139.1.p	AT5G04110.2
OG0004242	Roisl.0030s0006.1.p	AT5G02890.1
OG0004243	Roisl.0034s0043.1.p	AT4G00020.2, AT5G01630.1
OG0004244	Roisl.0020s0006.1.p, Roisl.0184s0039.1.p, Roisl.0020s0004.1.p, Roisl.0214s0158.1.p, Roisl.0009s0155.1.p	AT5G40740.1
OG0004245	Roisl.0025s0024.1.p	AT5G41250.1
OG0004246	Roisl.0115s0119.1.p	AT1G80730.1
OG0004247	Roisl.0115s0188.1.p	AT1G79410.1
OG0004248	Roisl.0007s0440.1.p	AT1G16910.1
OG0004249	Roisl.0004s0128.1.p	AT1G77700.1
OG0004250	Roisl.0079s0223.1.p	AT3G08670.1
OG0004251	Roisl.0021s0497.1.p	AT1G55920.1
OG0004252	Roisl.0191s0437.1.p	AT1G25350.2
OG0004253	Roisl.0006s0393.1.p	AT1G53210.1
OG0004254	Roisl.0058s0043.1.p	AT4G13430.1
OG0004255	Roisl.0028s0125.1.p	AT2G44620.1
OG0004256	Roisl.0019s0202.1.p	AT1G72880.1
OG0004257	Roisl.0191s0253.1.p, Roisl.0191s0252.1.p	AT1G24090.1, AT5G51080.1
OG0004258	Roisl.0021s0409.1.p	AT1G13120.1
OG0004259	Roisl.0025s0071.1.p	AT3G28455.1
OG0004260	Roisl.0012s0038.1.p	AT5G50830.2
OG0004261	Roisl.0011s0568.1.p	AT3G27710.1, AT3G27720.1
OG0004262	Roisl.0011s0379.1.p	AT3G26070.1, AT3G26080.2
OG0004263	Roisl.0191s0318.1.p	AT1G26840.1
OG0004264	Roisl.0019s0624.1.p	AT1G69420.1
OG0004265	Roisl.0005s0195.1.p	AT5G46230.1
OG0004266	Roisl.0005s0228.1.p	AT5G46020.1
OG0004267	Roisl.0005s0303.1.p	AT5G45470.1, AT5G45460.1
OG0004268	Roisl.0005s0355.1.p	AT5G45230.1
OG0004269	Roisl.0029s0084.1.p	AT2G26540.1
OG0004270	Roisl.0019s0373.1.p	AT1G71410.1
OG0004271	Roisl.0006s0192.1.p	AT1G51355.1
OG0004272	Roisl.0006s0235.1.p	AT1G51800.1
OG0004273	Roisl.0006s0281.1.p	AT1G52315.1
OG0004274	Roisl.0091s0458.1.p	AT4G18570.1
OG0004275	Roisl.0091s0461.1.p	AT4G18530.1
OG0004276	Roisl.0091s0495.1.p	AT4G18253.1
OG0004277	Roisl.0091s0595.1.p	AT4G17440.3
OG0004278	Roisl.0046s1063.1.p	AT3G51120.1
OG0004279	Roisl.0008s0178.1.p	AT4G23690.1
OG0004280	Roisl.0008s0143.1.p	AT4G23450.2
OG0004281	Roisl.0189s0212.1.p	AT5G51590.1
OG0004282	Roisl.0008s0220.1.p	AT4G24080.1
OG0004283	Roisl.0028s0908.1.p	AT2G34930.1
OG0004284	Roisl.0209s0229.1.p	AT4G12334.1
OG0004284	Roisl.0091s0057.1.p	AT4G22710.1, AT4G22690.1
OG0004285	Roisl.0091s0303.1.p	AT4G20020.1
OG0004286	Roisl.0091s0247.1.p	AT4G20880.1
OG0004287	Roisl.0091s0220.1.p	AT4G21110.1
OG0004288	Roisl.0091s0648.1.p, Roisl.0091s0681.1.p	AT4G16850.1
OG0004289	Roisl.0016s0039.1.p	AT3G01740.1
OG0004290	Roisl.0046s0289.1.p, Roisl.0014s0037.1.p	AT5G26110.1
OG0004291	Roisl.0018s0439.1.p	AT3G63010.1
OG0004292	Roisl.0018s0276.1.p	AT3G61530.1
OG0004293	Roisl.0018s0224.1.p	AT3G61140.1
OG0004294	Roisl.0006s0504.1.p	AT1G54250.1
OG0004295	Roisl.0026s0030.1.p	AT3G58610.1
OG0004296	Roisl.0026s0067.1.p, Roisl.0026s0094.1.p	AT3G58230.1
OG0004297	Roisl.0026s0069.1.p	AT3G58180.1
OG0004298	Roisl.0026s0128.1.p	AT3G57670.1
OG0004299	Roisl.0026s0208.1.p	AT3G56910.1
OG0004300	Roisl.0046s1665.1.p	AT3G56620.1
OG0004302	Roisl.0046s1496.1.p, Roisl.0046s1495.1.p	AT3G55010.1
OG0004303	Roisl.0031s0113.1.p	AT5G53400.1
OG0004304	Roisl.0053s0249.1.p	AT3G24310.1
OG0004305	Roisl.0066s0126.1.p	AT2G17950.1
OG0004306	Roisl.0066s0096.1.p	AT2G18160.1
OG0004307	Roisl.0066s0287.1.p	AT2G18570.1
OG0004308	Roisl.0214s0347.1.p	AT2G19480.1
OG0004310	Roisl.0028s0503.1.p	AT2G41190.1
OG0004311	Roisl.0028s0532.1.p, Roisl.0028s0533.1.p	AT2G40890.1
OG0004312	Roisl.0028s0550.1.p	AT2G40750.1
OG0004313	Roisl.0017s0403.1.p	AT2G40116.1
OG0004314	Roisl.0017s0290.1.p	AT2G39200.1
OG0004315	Roisl.0017s0229.1.p	AT2G38640.1
OG0004316	Roisl.0017s0106.1.p	AT2G37590.1
OG0004317	Roisl.0213s0517.1.p	AT4G12040.1
OG0004318	Roisl.0006s0557.1.p	AT2G23700.1
OG0004319	Roisl.0191s0455.1.p	AT1G25260.1
OG0004320	Roisl.0210s0381.1.p, Roisl.0036s0124.1.p	AT1G04445.2
OG0004321	Roisl.0209s0329.1.p	AT3G46240.1
OG0004322	Roisl.0046s0319.1.p	AT5G26700.1
OG0004323	Roisl.0046s0376.1.p	AT5G27820.1
OG0004324	Roisl.0046s0384.1.p	AT5G27720.1
OG0004325	Roisl.0046s0391.1.p, Roisl.0014s0058.1.p	AT5G27670.1
OG0004326	Roisl.0035s0034.1.p	AT2G47050.1
OG0004327	Roisl.0035s0035.1.p	AT2G47030.1
OG0004328	Roisl.0035s0088.1.p, Roisl.0184s0100.1.p	AT2G46520.1
OG0004329	Roisl.0035s0113.1.p	AT2G46370.4
OG0004330	Roisl.0191s0364.1.p	AT1G26530.1
OG0004331	Roisl.0053s0311.1.p, Roisl.0115s0477.1.p	AT3G21320.1
OG0004332	Roisl.0035s0181.1.p	AT2G45695.1
OG0004334	Roisl.0028s0297.1.p	AT2G43140.2
OG0004335	Roisl.0028s0302.1.p	AT2G43090.1
OG0004336	Roisl.0028s0328.1.p	AT2G42870.1
OG0004337	Roisl.0005s0057.1.p	AT5G47180.1
OG0004338	Roisl.0005s0063.1.p	AT5G47140.1
OG0004339	Roisl.0005s0076.1.p	AT5G47060.1
OG0004340	Roisl.0039s0115.1.p	AT3G05800.1
OG0004341	Roisl.0039s0137.1.p	AT3G05975.1
OG0004342	Roisl.0079s0054.1.p	AT3G06670.2
OG0004343	Roisl.0079s0065.1.p	AT3G06760.2
OG0004344	Roisl.0079s0189.1.p	AT3G07890.1
OG0004345	Roisl.0074s1019.1.p	AT3G10050.1
OG0004346	Roisl.0074s0884.1.p	AT3G11230.2
OG0004347	Roisl.0074s0819.1.p	AT3G11840.1
OG0004348	Roisl.0074s0799.1.p	AT3G12030.1
OG0004348	Roisl.0210s0395.1.p	AT5G06660.1
OG0004349	Roisl.0074s0747.1.p	AT3G12600.1
OG0004350	Roisl.0074s0685.1.p	AT3G13120.1
OG0004351	Roisl.0074s0645.1.p	AT3G13450.1
OG0004352	Roisl.0074s0598.1.p	AT3G13810.2
OG0004353	Roisl.0074s0564.1.p	AT3G14080.1
OG0004354	Roisl.0074s0551.1.p	AT3G14200.1
OG0004355	Roisl.0074s0482.1.p	AT3G14850.2
OG0004356	Roisl.0074s0425.1.p	AT3G15355.1
OG0004357	Roisl.0074s0418.1.p	AT3G15390.1
OG0004358	Roisl.0074s0414.1.p, Roisl.0184s0185.1.p	AT1G80745.1, AT3G15420.1
OG0004359	Roisl.0074s0348.1.p	AT3G15990.1
OG0004360	Roisl.0214s0462.1.p, Roisl.0214s0495.1.p, Roisl.0214s0463.1.p	AT2G20720.1
OG0004361	Roisl.0074s0229.1.p	AT3G17120.1
OG0004362	Roisl.0074s0063.1.p	AT3G18690.1
OG0004363	Roisl.0074s0033.1.p	AT3G19000.1
OG0004364	Roisl.0115s0266.1.p	AT3G19580.1
OG0004365	Roisl.0115s0338.1.p, Roisl.0115s0337.1.p	AT3G20210.1
OG0004366	Roisl.0115s0370.1.p	AT3G20460.1
OG0004367	Roisl.0115s0425.1.p	AT3G20898.1
OG0004368	Roisl.0115s0444.1.p	AT3G21110.1
OG0004370	Roisl.0064s0034.1.p	AT5G37740.2
OG0004372	Roisl.0041s0029.1.p, Roisl.0208s0012.1.p	AT5G48030.1
OG0004373	Roisl.0053s0303.1.p	AT3G23770.1
OG0004374	Roisl.0053s0368.1.p	AT3G23250.1
OG0004375	Roisl.0115s0590.1.p	AT3G22380.2
OG0004376	Roisl.0115s0540.1.p	AT3G21865.1
OG0004377	Roisl.0115s0525.1.p	AT3G21710.2
OG0004378	Roisl.0115s0524.1.p	AT3G21700.3
OG0004379	Roisl.0115s0493.1.p	AT3G21460.1
OG0004380	Roisl.0022s0028.1.p	AT1G65270.1
OG0004381	Roisl.0210s1575.1.p	AT5G18650.1
OG0004382	Roisl.0046s1116.1.p, Roisl.0046s1120.1.p	AT3G51670.1
OG0004383	Roisl.0046s1103.1.p	AT3G51550.1
OG0004384	Roisl.0210s0181.1.p	AT1G02300.1
OG0004385	Roisl.0210s0284.1.p	AT1G03475.1
OG0004387	Roisl.0091s0861.1.p	AT1G05960.2
OG0004388	Roisl.0091s1069.1.p	AT1G07890.1
OG0004389	Roisl.0046s1572.1.p	AT3G55790.1
OG0004389	Roisl.0091s1199.1.p	AT1G09176.1
OG0004390	Roisl.0091s1231.1.p	AT1G09480.1, AT1G09490.1
OG0004391	Roisl.0021s0016.1.p	AT1G09760.1
OG0004392	Roisl.0021s0275.1.p	AT1G11890.1
OG0004393	Roisl.0021s0343.1.p	AT1G12550.1
OG0004394	Roisl.0021s0349.1.p	AT1G12610.1
OG0004395	Roisl.0021s0366.1.p	AT1G12760.1
OG0004396	Roisl.0007s0477.1.p	AT1G16560.1
OG0004397	Roisl.0049s0052.1.p	AT1G21460.1
OG0004398	Roisl.0191s0043.1.p	AT1G59171.1, AT1G58643.1, AT1G58936.1, AT1G59312.1, AT1G22100.1
OG0004399	Roisl.0191s0097.1.p	AT1G22640.1
OG0004400	Roisl.0019s0353.1.p	AT1G71710.1
OG0004401	Roisl.0019s0508.1.p	AT1G70260.1
OG0004402	Roisl.0018s0060.1.p	AT3G59590.1
OG0004403	Roisl.0027s0008.1.p, Roisl.0010s0144.1.p	AT1G63220.1
OG0004404	Roisl.0019s0023.1.p	AT1G56250.1, AT1G56240.1
OG0004405	Roisl.0200s0019.1.p	AT5G42060.1
OG0004405	Roisl.0050s0042.1.p	AT1G64490.1
OG0004406	Roisl.0012s0275.1.p	AT5G44390.1
OG0004407	Roisl.0046s1347.1.p	AT3G53690.1
OG0004408	Roisl.0001s0474.1.p	AT4G39900.1
OG0004409	Roisl.0001s0308.1.p, Roisl.0027s0039.1.p	AT4G37240.1
OG0004410	Roisl.0001s0129.1.p	AT4G35180.1
OG0004411	Roisl.0008s0262.1.p	AT4G33210.1
OG0004412	Roisl.0015s0036.1.p, Roisl.0191s0479.1.p	AT4G00231.1
OG0004413	Roisl.0008s0309.1.p	AT4G33650.2
OG0004414	Roisl.0008s0333.1.p	AT4G33880.1
OG0004415	Roisl.0008s0351.1.p	AT4G33980.2
OG0004416	Roisl.0003s0218.1.p	AT4G32030.1
OG0004417	Roisl.0003s0175.1.p	AT4G31610.2
OG0004418	Roisl.0003s0151.1.p	AT4G31380.1
OG0004419	Roisl.0053s0320.1.p	AT3G23640.3
OG0004420	Roisl.0210s2076.1.p	AT1G35310.1
OG0004421	Roisl.0191s0569.1.p	AT4G00910.1
OG0004422	Roisl.0191s0565.1.p	AT4G00990.1
OG0004423	Roisl.0022s0505.1.p	AT4G28310.1, AT1G52270.1
OG0004425	Roisl.0015s0078.1.p	AT1G24405.1
OG0004425	Roisl.0019s0802.1.p	AT1G67670.1
OG0004427	Roisl.0013s0078.1.p	AT1G48740.2, AT5G43660.1, AT1G48700.4
OG0004428	Roisl.0006s0069.1.p	AT1G50060.1, AT1G50050.1
OG0004429	Roisl.0006s0347.1.p	AT1G52825.1
OG0004431	Roisl.0016s0180.1.p	AT3G02493.1
OG0004431	Roisl.0074s0080.1.p	AT3G18518.1
OG0004432	Roisl.0017s0459.1.p, Roisl.0017s0458.1.p	AT2G31953.1
OG0004432	Roisl.0214s0294.1.p	AT2G31957.1
OG0004433	Roisl.0028s0704.1.p, Roisl.0028s0755.1.p	AT2G20660.1, AT2G33130.1
OG0004434	Roisl.0013s0216.1.p	AT4G27710.1
OG0004435	Roisl.0214s0391.1.p	AT2G19610.2
OG0004436	Roisl.0046s0420.1.p	AT5G27350.1
OG0004436	Roisl.0046s0418.1.p	AT5G27360.3
OG0004439	Roisl.0214s0262.1.p	AT5G43064.1, AT5G43066.1
OG0004440	Roisl.0115s0230.1.p	AT1G78955.1
OG0004440	Roisl.0115s0231.1.p	AT1G78950.2
OG0004451	Roisl.0091s0008.1.p	AT4G23060.1
OG0004452	Roisl.0209s0429.1.p	AT3G47120.1
OG0004453	Roisl.0017s0267.1.p	AT2G38950.1
OG0004454	Roisl.0005s0047.1.p	AT5G47320.1
OG0004455	Roisl.0011s0131.1.p	AT2G02170.1
OG0004456	Roisl.0210s1518.1.p	AT5G18110.1
OG0004457	Roisl.0091s0705.1.p	AT1G04640.1
OG0004458	Roisl.0210s1387.1.p	AT5G16830.1
OG0004459	Roisl.0018s0482.1.p	AT3G63410.1
OG0004460	Roisl.0210s1325.1.p	AT5G16270.1
OG0004461	Roisl.0210s1280.1.p	AT5G15830.1
OG0004462	Roisl.0210s1214.1.p	AT5G15120.1
OG0004463	Roisl.0210s1181.1.p	AT5G14780.1
OG0004464	Roisl.0066s0309.1.p	AT2G16710.3
OG0004465	Roisl.0210s1071.1.p	AT5G13750.1
OG0004466	Roisl.0210s1039.1.p	AT5G13450.1
OG0004468	Roisl.0210s1001.1.p	AT5G13130.1
OG0004469	Roisl.0210s0985.1.p	AT5G12960.1, AT5G12950.1
OG0004470	Roisl.0210s0964.1.p	AT5G12400.1
OG0004471	Roisl.0210s0930.1.p	AT5G12050.1
