Orthogroup	Rorippa_islandica	Arabidopsis_arenosa
OG0004193	Roisl.0033s0059.1.p	jg18082
OG0004194	Roisl.0033s0068.1.p	jg18091
OG0004195	Roisl.0033s0116.1.p	jg18178
OG0004197	Roisl.0017s0468.1.p	jg18251
OG0004198	Roisl.0017s0432.1.p	jg18289, jg18291
OG0004199	Roisl.0013s0171.1.p	jg32828
OG0004200	Roisl.0066s0347.1.p	jg32734
OG0004201	Roisl.0066s0336.1.p	jg32743
OG0004202	Roisl.0213s0084.1.p	jg31346
OG0004203	Roisl.0213s0159.1.p, Roisl.0028s0816.1.p	jg31426
OG0004204	Roisl.0213s0219.1.p, Roisl.0213s0221.1.p, Roisl.0213s0220.1.p	jg31498
OG0004205	Roisl.0028s0846.1.p	jg18543
OG0004206	Roisl.0213s0288.1.p	jg31571
OG0004207	Roisl.0213s0306.1.p	jg31600
OG0004208	Roisl.0213s0319.1.p	jg102, jg31616
OG0004209	Roisl.0213s0352.1.p, Roisl.0213s0353.1.p	jg31656
OG0004210	Roisl.0213s0493.1.p	jg31838
OG0004211	Roisl.0011s0185.1.p	jg13096
OG0004212	Roisl.0024s0568.1.p	jg23688
OG0004213	Roisl.0020s0068.1.p	jg23691
OG0004214	Roisl.0024s0560.1.p	jg23677
OG0004215	Roisl.0024s0494.1.p	jg23616
OG0004216	Roisl.0189s0087.1.p	jg11076, jg11396, jg11393
OG0004217	Roisl.0024s0232.1.p	jg23326
OG0004218	Roisl.0024s0154.1.p	jg23239
OG0004219	Roisl.0018s0371.1.p	jg33439
OG0004220	Roisl.0080s0122.1.p	jg28668, jg28403, jg23077
OG0004221	Roisl.0080s0177.1.p	jg23029
OG0004222	Roisl.0091s0687.1.p	jg10959
OG0004223	Roisl.0012s0110.1.p	jg20883
OG0004223	Roisl.0046s0017.1.p, Roisl.0032s0044.1.p	jg20881
OG0004225	Roisl.0046s0171.1.p	jg6365
OG0004225	Roisl.0046s0170.1.p	jg6364
OG0004226	Roisl.0210s1702.1.p	jg5843
OG0004227	Roisl.0210s1793.1.p	jg5933
OG0004228	Roisl.0210s1884.1.p	jg6035
OG0004229	Roisl.0080s0361.1.p	jg22854
OG0004230	Roisl.0080s0389.1.p	jg22824
OG0004231	Roisl.0080s0534.1.p	jg22667
OG0004231	Roisl.0011s0209.1.p	jg13120
OG0004232	Roisl.0080s0635.1.p	jg22561
OG0004233	Roisl.0091s0019.1.p	jg10228
OG0004234	Roisl.0080s0754.1.p	jg22419
OG0004235	Roisl.0046s0901.1.p, Roisl.0209s0450.1.p, Roisl.0032s0101.1.p	jg21513
OG0004236	Roisl.0179s0056.1.p, Roisl.0080s0861.1.p	jg22301
OG0004237	Roisl.0082s0442.1.p	jg7980
OG0004238	Roisl.0082s0402.1.p	jg7849
OG0004239	Roisl.0042s0025.1.p	jg4411
OG0004240	Roisl.0074s0992.1.p	jg24968
OG0004241	Roisl.0030s0139.1.p	jg4158
OG0004242	Roisl.0030s0006.1.p	jg4022
OG0004243	Roisl.0034s0043.1.p	jg3852
OG0004244	Roisl.0020s0006.1.p, Roisl.0184s0039.1.p, Roisl.0020s0004.1.p, Roisl.0214s0158.1.p, Roisl.0009s0155.1.p	jg12693
OG0004245	Roisl.0009s0105.1.p	jg12748
OG0004245	Roisl.0025s0024.1.p	jg12749
OG0004246	Roisl.0115s0119.1.p	jg3688
OG0004247	Roisl.0115s0188.1.p	jg3630
OG0004249	Roisl.0004s0128.1.p	jg3440
OG0004250	Roisl.0079s0223.1.p	jg24780
OG0004251	Roisl.0021s0497.1.p	jg33774
OG0004252	Roisl.0189s0122.1.p	jg5834
OG0004252	Roisl.0191s0437.1.p	jg31181
OG0004253	Roisl.0006s0393.1.p	jg33525
OG0004254	Roisl.0058s0043.1.p	jg11510
OG0004255	Roisl.0028s0125.1.p	jg19819
OG0004256	Roisl.0019s0202.1.p	jg2929
OG0004257	Roisl.0191s0253.1.p, Roisl.0191s0252.1.p	jg21766
OG0004258	Roisl.0021s0409.1.p	jg29774
OG0004259	Roisl.0025s0071.1.p	jg13615
OG0004260	Roisl.0012s0038.1.p	jg21742
OG0004261	Roisl.0011s0568.1.p	jg13528, jg13529
OG0004262	Roisl.0011s0379.1.p	jg13288, jg13289
OG0004263	Roisl.0191s0318.1.p	jg31055
OG0004264	Roisl.0019s0624.1.p	jg2525
OG0004265	Roisl.0005s0195.1.p	jg20446
OG0004266	Roisl.0005s0228.1.p	jg20474
OG0004267	Roisl.0005s0303.1.p	jg20539
OG0004268	Roisl.0005s0355.1.p	jg20580
OG0004269	Roisl.0029s0084.1.p	jg17376
OG0004271	Roisl.0006s0192.1.p	jg33278
OG0004272	Roisl.0006s0235.1.p	jg33344
OG0004273	Roisl.0006s0281.1.p	jg33415
OG0004274	Roisl.0091s0458.1.p	jg10735
OG0004275	Roisl.0091s0461.1.p	jg10739, jg10736
OG0004276	Roisl.0091s0500.1.p	jg10188
OG0004277	Roisl.0091s0595.1.p	jg10876
OG0004278	Roisl.0046s1063.1.p	jg14996
OG0004279	Roisl.0008s0178.1.p	jg10126
OG0004280	Roisl.0008s0143.1.p	jg10157
OG0004281	Roisl.0189s0212.1.p	jg21830
OG0004282	Roisl.0008s0220.1.p	jg10076
OG0004283	Roisl.0028s0908.1.p	jg18611
OG0004284	Roisl.0091s0057.1.p	jg10260
OG0004285	Roisl.0091s0303.1.p	jg10565
OG0004286	Roisl.0091s0247.1.p	jg10486
OG0004287	Roisl.0091s0220.1.p	jg10458
OG0004288	Roisl.0091s0648.1.p, Roisl.0091s0681.1.p	jg10925
OG0004289	Roisl.0016s0039.1.p	jg23920
OG0004290	Roisl.0046s0289.1.p, Roisl.0014s0037.1.p	jg6509
OG0004291	Roisl.0018s0439.1.p	jg16370
OG0004292	Roisl.0018s0276.1.p	jg16208
OG0004295	Roisl.0026s0030.1.p	jg15887
OG0004296	Roisl.0026s0067.1.p, Roisl.0026s0094.1.p	jg15843
OG0004297	Roisl.0026s0069.1.p	jg15838
OG0004298	Roisl.0026s0128.1.p	jg15785
OG0004299	Roisl.0026s0208.1.p	jg15162, jg15692
OG0004300	Roisl.0046s1665.1.p	jg15630
OG0004301	Roisl.0046s1632.1.p	jg15598
OG0004302	Roisl.0046s1496.1.p, Roisl.0046s1495.1.p	jg15439
OG0004303	Roisl.0031s0113.1.p	jg22061
OG0004304	Roisl.0053s0249.1.p	jg26735
OG0004305	Roisl.0066s0126.1.p	jg27931
OG0004306	Roisl.0066s0096.1.p	jg27963
OG0004307	Roisl.0066s0287.1.p	jg28026
OG0004308	Roisl.0214s0347.1.p	jg28133
OG0004310	Roisl.0028s0503.1.p	jg19395
OG0004311	Roisl.0028s0532.1.p, Roisl.0028s0533.1.p	jg19357, jg19362
OG0004312	Roisl.0028s0550.1.p	jg19340
OG0004313	Roisl.0017s0403.1.p	jg19251
OG0004314	Roisl.0017s0290.1.p	jg19134
OG0004315	Roisl.0017s0229.1.p	jg19050
OG0004316	Roisl.0017s0106.1.p	jg18917
OG0004317	Roisl.0213s0517.1.p	jg7605
OG0004318	Roisl.0006s0557.1.p	jg16833
OG0004319	Roisl.0191s0455.1.p	jg31196
OG0004320	Roisl.0210s0381.1.p, Roisl.0036s0124.1.p	jg28763
OG0004321	Roisl.0209s0329.1.p	jg14406
OG0004322	Roisl.0046s0319.1.p	jg6553
OG0004323	Roisl.0046s0376.1.p	jg6613
OG0004324	Roisl.0046s0384.1.p	jg6623
OG0004325	Roisl.0046s0391.1.p, Roisl.0014s0058.1.p	jg6637
OG0004326	Roisl.0035s0034.1.p	jg20112
OG0004327	Roisl.0035s0035.1.p	jg20110
OG0004328	Roisl.0035s0088.1.p, Roisl.0184s0100.1.p	jg20059
OG0004330	Roisl.0191s0364.1.p	jg31102
OG0004331	Roisl.0053s0311.1.p, Roisl.0115s0477.1.p	jg26321
OG0004332	Roisl.0035s0181.1.p	jg19964
OG0004334	Roisl.0028s0297.1.p	jg19639
OG0004335	Roisl.0028s0302.1.p	jg19633
OG0004336	Roisl.0028s0328.1.p	jg19609
OG0004337	Roisl.0005s0057.1.p	jg20330
OG0004338	Roisl.0005s0063.1.p	jg20337
OG0004339	Roisl.0005s0076.1.p	jg20352
OG0004340	Roisl.0039s0115.1.p	jg24504
OG0004341	Roisl.0039s0137.1.p	jg24527
OG0004342	Roisl.0079s0054.1.p	jg24619
OG0004343	Roisl.0079s0065.1.p	jg24625
OG0004344	Roisl.0079s0189.1.p	jg24746
OG0004345	Roisl.0074s1019.1.p	jg24936
OG0004346	Roisl.0074s0884.1.p	jg25070
OG0004347	Roisl.0074s0819.1.p	jg25138
OG0004348	Roisl.0074s0799.1.p	jg25156
OG0004348	Roisl.0210s0395.1.p	jg4445
OG0004349	Roisl.0074s0747.1.p	jg25215
OG0004350	Roisl.0074s0685.1.p	jg25282
OG0004351	Roisl.0074s0645.1.p	jg25327
OG0004352	Roisl.0074s0598.1.p	jg25380
OG0004353	Roisl.0074s0564.1.p	jg25416
OG0004354	Roisl.0074s0551.1.p	jg25429
OG0004355	Roisl.0074s0482.1.p	jg25501
OG0004356	Roisl.0074s0425.1.p	jg25570
OG0004357	Roisl.0074s0418.1.p	jg25581
OG0004358	Roisl.0074s0414.1.p, Roisl.0184s0185.1.p	jg25584
OG0004359	Roisl.0074s0348.1.p	jg25640, jg25642
OG0004360	Roisl.0214s0462.1.p, Roisl.0214s0495.1.p, Roisl.0214s0463.1.p	jg28295
OG0004361	Roisl.0074s0229.1.p	jg25799
OG0004362	Roisl.0074s0063.1.p	jg26001
OG0004363	Roisl.0074s0033.1.p	jg26037
OG0004364	Roisl.0115s0266.1.p	jg26103
OG0004365	Roisl.0115s0338.1.p, Roisl.0115s0337.1.p	jg26173
OG0004366	Roisl.0115s0370.1.p	jg26203
OG0004367	Roisl.0115s0425.1.p	jg26260
OG0004368	Roisl.0115s0444.1.p	jg26285
OG0004370	Roisl.0064s0034.1.p	jg12240
OG0004372	Roisl.0041s0029.1.p, Roisl.0208s0012.1.p	jg21297
OG0004373	Roisl.0053s0303.1.p	jg26640
OG0004374	Roisl.0053s0368.1.p	jg26574
OG0004375	Roisl.0115s0590.1.p	jg26466
OG0004376	Roisl.0115s0540.1.p	jg26391
OG0004377	Roisl.0115s0525.1.p	jg26370
OG0004378	Roisl.0115s0524.1.p	jg26369
OG0004379	Roisl.0115s0493.1.p	jg26339
OG0004380	Roisl.0022s0028.1.p	jg1860
OG0004381	Roisl.0210s1575.1.p	jg5712
OG0004382	Roisl.0046s1116.1.p, Roisl.0046s1120.1.p	jg15052
OG0004383	Roisl.0046s1103.1.p	jg15041
OG0004384	Roisl.0210s0181.1.p	jg28536
OG0004385	Roisl.0210s0284.1.p	jg28663
OG0004387	Roisl.0091s0861.1.p	jg28945
OG0004388	Roisl.0091s1069.1.p	jg29146
OG0004391	Roisl.0021s0016.1.p	jg29346
OG0004392	Roisl.0021s0275.1.p	jg29628
OG0004393	Roisl.0021s0343.1.p	jg29698
OG0004394	Roisl.0021s0349.1.p	jg29703
OG0004395	Roisl.0021s0366.1.p	jg29732
OG0004396	Roisl.0007s0477.1.p	jg8011
OG0004397	Roisl.0049s0052.1.p	jg30693
OG0004398	Roisl.0191s0043.1.p	jg1117, jg30771
OG0004399	Roisl.0191s0097.1.p	jg30824
OG0004400	Roisl.0019s0353.1.p	jg2793
OG0004401	Roisl.0019s0508.1.p	jg2637
OG0004402	Roisl.0018s0060.1.p	jg16006
OG0004403	Roisl.0027s0008.1.p, Roisl.0010s0144.1.p	jg554
OG0004404	Roisl.0019s0023.1.p	jg1438, jg1437
OG0004405	Roisl.0200s0019.1.p	jg12858
OG0004405	Roisl.0050s0042.1.p	jg381
OG0004406	Roisl.0012s0275.1.p	jg20731
OG0004407	Roisl.0027s0136.1.p	jg17355
OG0004407	Roisl.0046s1347.1.p	jg15304
OG0004408	Roisl.0001s0474.1.p	jg8492
OG0004409	Roisl.0001s0308.1.p, Roisl.0027s0039.1.p	jg8648
OG0004410	Roisl.0001s0129.1.p	jg8833
OG0004411	Roisl.0008s0262.1.p	jg9063
OG0004412	Roisl.0015s0036.1.p, Roisl.0191s0479.1.p	jg8222
OG0004413	Roisl.0008s0309.1.p	jg9008, jg27457
OG0004414	Roisl.0008s0333.1.p	jg8981
OG0004415	Roisl.0008s0351.1.p	jg8968
OG0004416	Roisl.0003s0218.1.p	jg9196
OG0004417	Roisl.0003s0175.1.p	jg9241
OG0004418	Roisl.0003s0151.1.p	jg9264
OG0004419	Roisl.0053s0320.1.p	jg26615
OG0004420	Roisl.0210s2076.1.p	jg32190
OG0004421	Roisl.0191s0569.1.p	jg8142
OG0004422	Roisl.0191s0565.1.p	jg8136
OG0004423	Roisl.0022s0505.1.p	jg9605
OG0004425	Roisl.0015s0078.1.p	jg31237
OG0004427	Roisl.0013s0078.1.p	jg32953, jg32952, jg20847, jg20846, jg32951
OG0004428	Roisl.0006s0069.1.p	jg33143, jg33050, jg33141
OG0004429	Roisl.0006s0347.1.p	jg33479
OG0004431	Roisl.0074s0080.1.p	jg25983
OG0004432	Roisl.0017s0459.1.p, Roisl.0017s0458.1.p	jg18261
OG0004433	Roisl.0028s0704.1.p, Roisl.0028s0755.1.p	jg18398
OG0004434	Roisl.0013s0216.1.p	jg9672
OG0004435	Roisl.0214s0391.1.p	jg15906
OG0004436	Roisl.0046s0420.1.p	jg6670
OG0004436	Roisl.0046s0418.1.p	jg6669
OG0004439	Roisl.0214s0262.1.p	jg20948
OG0004451	Roisl.0091s0008.1.p	jg10219
OG0004452	Roisl.0209s0429.1.p	jg14508
OG0004453	Roisl.0017s0267.1.p	jg19078
OG0004454	Roisl.0005s0047.1.p	jg20313
OG0004455	Roisl.0011s0131.1.p	jg13033
OG0004456	Roisl.0210s1518.1.p	jg5651
OG0004457	Roisl.0091s0705.1.p	jg28785
OG0004458	Roisl.0210s1387.1.p	jg5513
OG0004459	Roisl.0018s0482.1.p	jg16436
OG0004460	Roisl.0210s1325.1.p	jg5450
OG0004461	Roisl.0210s1280.1.p	jg5408
OG0004462	Roisl.0210s1214.1.p	jg5337
OG0004463	Roisl.0210s1181.1.p	jg5302
OG0004464	Roisl.0066s0309.1.p	jg27761
OG0004465	Roisl.0210s1071.1.p	jg5185
OG0004466	Roisl.0210s1039.1.p	jg5158
OG0004468	Roisl.0210s1001.1.p	jg5127
OG0004469	Roisl.0210s0985.1.p	jg5067, jg5107
OG0004470	Roisl.0210s0964.1.p	jg5081
OG0004471	Roisl.0210s0930.1.p	jg5045
OG0004472	Roisl.0210s0906.1.p	jg5016
OG0004473	Roisl.0210s0829.1.p	jg4941
OG0004475	Roisl.0210s0793.1.p	jg4908
OG0004476	Roisl.0210s0769.1.p	jg4880
OG0004477	Roisl.0210s0706.1.p	jg4814
OG0004478	Roisl.0210s0633.1.p	jg4734
OG0004479	Roisl.0210s0550.1.p	jg4654
OG0004480	Roisl.0082s0355.1.p	jg7910
OG0004481	Roisl.0082s0343.1.p	jg7920
OG0004483	Roisl.0022s0121.1.p	jg9995
OG0004484	Roisl.0204s0075.1.p	jg17650
OG0004485	Roisl.0082s0545.1.p	jg17739
OG0004486	Roisl.0082s0564.1.p	jg17769
OG0004487	Roisl.0082s0752.1.p	jg17977
OG0004488	Roisl.0082s0764.1.p, Roisl.0082s0765.1.p	jg17995
OG0004489	Roisl.0033s0011.1.p	jg18032
OG0004490	Roisl.0033s0045.1.p	jg18071
OG0004491	Roisl.0033s0061.1.p	jg18085
OG0004492	Roisl.0033s0065.1.p	jg18088
OG0004493	Roisl.0017s0507.1.p	jg18214
OG0004494	Roisl.0028s0647.1.p	jg18337
OG0004495	Roisl.0028s0661.1.p	jg18353
OG0004496	Roisl.0028s0696.1.p	jg18388
OG0004497	Roisl.0028s0735.1.p	jg18436
OG0004498	Roisl.0028s0742.1.p	jg12218, jg18442
OG0004499	Roisl.0012s0117.1.p, Roisl.0012s0119.1.p, Roisl.0012s0120.1.p, Roisl.0012s0118.1.p	jg20862, jg20865
OG0004500	Roisl.0210s0361.1.p	jg28743
OG0004502	Roisl.0022s0224.1.p	jg9892, jg7802
OG0004503	Roisl.0066s0381.1.p, Roisl.0066s0379.1.p	jg32700
OG0004504	Roisl.0213s0053.1.p	jg31312
OG0004505	Roisl.0213s0072.1.p	jg31333
OG0004506	Roisl.0213s0077.1.p	jg31338
OG0004507	Roisl.0213s0086.1.p	jg31348
OG0004508	Roisl.0213s0112.1.p	jg31376, jg31378
OG0004509	Roisl.0213s0151.1.p	jg31417
OG0004510	Roisl.0213s0189.1.p	jg31465, jg31464
OG0004511	Roisl.0213s0217.1.p	jg31497
OG0004512	Roisl.0213s0237.1.p	jg31518
OG0004513	Roisl.0213s0246.1.p	jg31526
OG0004514	Roisl.0028s0097.1.p	jg19849
OG0004515	Roisl.0213s0274.1.p	jg31553
OG0004516	Roisl.0213s0332.1.p, Roisl.0213s0351.1.p	jg31628
OG0004517	Roisl.0213s0407.1.p	jg31741
OG0004518	Roisl.0011s0161.1.p	jg13070
OG0004519	Roisl.0011s0199.1.p	jg13107
OG0004520	Roisl.0011s0271.1.p	jg13172, jg13170
OG0004521	Roisl.0024s0576.1.p	jg23696
OG0004522	Roisl.0024s0442.1.p	jg23560
OG0004523	Roisl.0024s0344.1.p	jg23466
OG0004524	Roisl.0024s0109.1.p	jg23401
OG0004525	Roisl.0024s0284.1.p	jg23395
OG0004526	Roisl.0024s0252.1.p	jg23349
OG0004527	Roisl.0024s0190.1.p	jg23285
OG0004528	Roisl.0080s0003.1.p, Roisl.0209s0454.1.p	jg14535
OG0004529	Roisl.0080s0029.1.p	jg23168
OG0004530	Roisl.0080s0112.1.p	jg23087
OG0004531	Roisl.0210s1990.1.p	jg6175
OG0004532	Roisl.0011s0243.1.p	jg13137
OG0004533	Roisl.0046s0221.1.p	jg1935, jg6425
OG0004534	Roisl.0046s0244.1.p	jg6447
OG0004535	Roisl.0046s0245.1.p	jg6448
OG0004536	Roisl.0046s0297.1.p	jg6531
OG0004537	Roisl.0053s0130.1.p	jg12045
OG0004538	Roisl.0210s1747.1.p	jg5884
OG0004540	Roisl.0210s1812.1.p	jg5953
OG0004541	Roisl.0210s1813.1.p	jg5954
OG0004542	Roisl.0210s1822.1.p	jg5964
OG0004543	Roisl.0210s1840.1.p	jg5978
OG0004544	Roisl.0210s1858.1.p	jg5998
OG0004545	Roisl.0210s1891.1.p	jg6039
OG0004546	Roisl.0210s1930.1.p	jg6095
OG0004547	Roisl.0080s0257.1.p	jg22953
OG0004548	Roisl.0080s0292.1.p	jg22918
OG0004549	Roisl.0080s0348.1.p	jg22868
OG0004550	Roisl.0080s0359.1.p	jg11957, jg22856
OG0004551	Roisl.0080s0424.1.p, Roisl.0080s0425.1.p	jg22781
OG0004552	Roisl.0080s0462.1.p	jg22738
OG0004553	Roisl.0021s0017.1.p	jg29347
OG0004554	Roisl.0080s0488.1.p	jg22710
OG0004555	Roisl.0080s0497.1.p	jg22702
OG0004556	Roisl.0091s0328.1.p	jg10607
OG0004557	Roisl.0080s0623.1.p	jg22571
OG0004558	Roisl.0080s0651.1.p	jg22547
OG0004559	Roisl.0091s0770.1.p	jg28853
OG0004560	Roisl.0080s0707.1.p	jg22469
OG0004561	Roisl.0080s0851.1.p, Roisl.0022s0371.1.p	jg9746
OG0004562	Roisl.0080s0866.1.p	jg22295
OG0004563	Roisl.0046s0869.1.p	jg14779
OG0004564	Roisl.0046s0854.1.p	jg14766
OG0004565	Roisl.0210s0462.1.p	jg4557
OG0004566	Roisl.0030s0201.1.p	jg4224
OG0004567	Roisl.0030s0172.1.p	jg4195
OG0004568	Roisl.0030s0125.1.p	jg4146
OG0004569	Roisl.0030s0072.1.p	jg4093
OG0004570	Roisl.0034s0171.1.p	jg4008
OG0004571	Roisl.0079s0230.1.p	jg24788
OG0004572	Roisl.0115s0062.1.p	jg12860, jg3745
OG0004573	Roisl.0115s0074.1.p	jg3731
OG0004574	Roisl.0115s0117.1.p	jg3690
OG0004575	Roisl.0115s0164.1.p	jg3649
OG0004576	Roisl.0004s0036.1.p	jg3539
OG0004578	Roisl.0004s0073.1.p	jg3501
OG0004579	Roisl.0004s0111.1.p	jg3454
OG0004580	Roisl.0004s0122.1.p	jg3447
OG0004581	Roisl.0004s0211.1.p	jg3342
OG0004582	Roisl.0004s0255.1.p	jg3295
OG0004583	Roisl.0004s0342.1.p	jg3209
OG0004584	Roisl.0004s0343.1.p	jg3208
OG0004585	Roisl.0191s0404.1.p	jg31149
OG0004586	Roisl.0006s0493.1.p	jg33647
OG0004587	Roisl.0053s0115.1.p, Roisl.0214s0482.1.p	jg12031
OG0004588	Roisl.0006s0397.1.p	jg33529
OG0004589	Roisl.0028s1030.1.p	jg18734
OG0004590	Roisl.0028s0103.1.p	jg19843
OG0004591	Roisl.0003s0179.1.p, Roisl.0003s0180.1.p	jg9234, jg9235
OG0004592	Roisl.0204s0188.1.p	jg20624
OG0004593	Roisl.0031s0052.1.p	jg21999
OG0004594	Roisl.0019s0029.1.p, Roisl.0019s0051.1.p, Roisl.0019s0053.1.p, Roisl.0044s0118.1.p	jg9462
OG0004595	Roisl.0058s0042.1.p	jg11515, jg11512, jg11513
OG0004597	Roisl.0075s0187.1.p	jg11330
OG0004599	Roisl.0019s0213.1.p	jg2918
OG0004600	Roisl.0091s0083.1.p	jg10295
OG0004601	Roisl.0004s0450.1.p	jg3102
OG0004602	Roisl.0019s0611.1.p	jg2509
OG0004603	Roisl.0003s0266.1.p	jg9145
OG0004604	Roisl.0044s0048.1.p	jg9531
OG0004605	Roisl.0009s0267.1.p, Roisl.0009s0266.1.p	jg12577, jg12575
OG0004606	Roisl.0012s0034.1.p	jg21744
OG0004607	Roisl.0011s0362.1.p	jg10943, jg13266
OG0004608	Roisl.0019s0546.1.p	jg2587
OG0004609	Roisl.0005s0213.1.p	jg20462
OG0004610	Roisl.0005s0316.1.p	jg20556
OG0004611	Roisl.0115s0390.1.p	jg27778, jg26223
OG0004612	Roisl.0006s0188.1.p	jg33271, jg33269
OG0004613	Roisl.0006s0207.1.p	jg33309
OG0004614	Roisl.0053s0270.1.p	jg21323, jg26702
OG0004616	Roisl.0006s0270.1.p	jg33431, jg33432
OG0004617	Roisl.0213s0706.1.p, Roisl.0006s0366.1.p, Roisl.0006s0365.1.p	jg33495, jg33493
OG0004618	Roisl.0006s0367.1.p	jg33496, jg32348
OG0004619	Roisl.0028s0992.1.p	jg18701
OG0004620	Roisl.0091s0440.1.p	jg10716
OG0004621	Roisl.0091s0473.1.p	jg10750
OG0004622	Roisl.0075s0051.1.p	jg11486, jg11497
OG0004623	Roisl.0091s0487.1.p	jg10762
OG0004624	Roisl.0008s0159.1.p	jg10142
OG0004625	Roisl.0213s0631.1.p	jg10173
OG0004626	Roisl.0012s0007.1.p	jg27705
OG0004627	Roisl.0066s0235.1.p	jg27826
OG0004628	Roisl.0008s0216.1.p	jg10077
OG0004629	Roisl.0008s0213.1.p	jg10079
OG0004630	Roisl.0008s0196.1.p	jg10102
OG0004631	Roisl.0008s0186.1.p, Roisl.0017s0218.1.p	jg10113
OG0004631	Roisl.0213s0622.1.p	jg7473
OG0004632	Roisl.0028s0004.1.p, Roisl.0028s0005.1.p	jg1916, jg26072
OG0004633	Roisl.0091s0087.1.p	jg10298
OG0004635	Roisl.0091s0265.1.p	jg10513, jg10510
OG0004636	Roisl.0010s0152.1.p, Roisl.0016s0028.1.p	jg23905
OG0004637	Roisl.0018s0438.1.p	jg16369
OG0004638	Roisl.0018s0431.1.p	jg16362
OG0004639	Roisl.0018s0334.1.p	jg16276
OG0004640	Roisl.0115s0408.1.p, Roisl.0018s0299.1.p	jg16234
OG0004641	Roisl.0018s0285.1.p	jg16218
OG0004642	Roisl.0018s0150.1.p	jg16093
OG0004643	Roisl.0018s0075.1.p	jg16013
OG0004644	Roisl.0022s0127.1.p	jg9988
OG0004645	Roisl.0026s0082.1.p	jg15826
OG0004646	Roisl.0026s0102.1.p	jg15807
OG0004647	Roisl.0026s0152.1.p	jg15755
OG0004648	Roisl.0026s0156.1.p	jg15751
OG0004650	Roisl.0026s0188.1.p	jg15676
OG0004651	Roisl.0026s0218.1.p	jg15705
OG0004653	Roisl.0046s1643.1.p	jg15611
OG0004654	Roisl.0046s1621.1.p	jg15587
OG0004655	Roisl.0046s1553.1.p	jg15513
OG0004656	Roisl.0046s1547.1.p	jg15496
OG0004657	Roisl.0046s1384.1.p	jg15343
OG0004658	Roisl.0046s1377.1.p	jg15335
OG0004659	Roisl.0052s0015.1.p	jg22232
OG0004660	Roisl.0184s0110.1.p	jg22149, jg930
OG0004661	Roisl.0019s0790.1.p	jg2318
OG0004662	Roisl.0019s0707.1.p	jg2413
OG0004664	Roisl.0206s0031.1.p	jg28100
OG0004665	Roisl.0206s0008.1.p	jg28126
OG0004666	Roisl.0028s0578.1.p	jg19317
OG0004667	Roisl.0046s0612.1.p	jg16654
OG0004668	Roisl.0017s0416.1.p	jg19273, jg5900
OG0004669	Roisl.0017s0395.1.p	jg19244
OG0004670	Roisl.0017s0377.1.p	jg19226
OG0004671	Roisl.0017s0345.1.p	jg19193
OG0004672	Roisl.0017s0321.1.p	jg19165
OG0004673	Roisl.0017s0320.1.p	jg19163
OG0004674	Roisl.0017s0280.1.p	jg19092
OG0004675	Roisl.0017s0230.1.p	jg19049
OG0004676	Roisl.0017s0154.1.p	jg18963
OG0004677	Roisl.0082s0226.1.p	jg7731
OG0004677	Roisl.0066s0206.1.p	jg20755
OG0004678	Roisl.0209s0230.1.p	jg7637
OG0004679	Roisl.0179s0040.1.p	jg32646
OG0004680	Roisl.0184s0152.1.p	jg7282
OG0004681	Roisl.0213s0618.1.p	jg7480
OG0004682	Roisl.0062s0030.1.p	jg7561, jg7476, jg7567, jg27439, jg2204
OG0004683	Roisl.0046s0323.1.p	jg6558
OG0004684	Roisl.0046s0448.1.p	jg6717
OG0004685	Roisl.0214s0439.1.p	jg28251
OG0004686	Roisl.0001s0313.1.p	jg8643
OG0004687	Roisl.0035s0188.1.p	jg19960
OG0004688	Roisl.0028s0076.1.p	jg19882, jg19879
OG0004689	Roisl.0028s0126.1.p	jg19818
OG0004690	Roisl.0028s0264.1.p	jg19677
OG0004691	Roisl.0005s0082.1.p	jg20356
OG0004692	Roisl.0074s0712.1.p, Roisl.0016s0094.1.p	jg23975
OG0004693	Roisl.0016s0206.1.p	jg24097
OG0004694	Roisl.0016s0289.1.p	jg24199
OG0004694	Roisl.0016s0288.1.p	jg24198
OG0004695	Roisl.0016s0325.1.p	jg24242
OG0004697	Roisl.0039s0133.1.p	jg24523
OG0004699	Roisl.0039s0159.1.p	jg24543
OG0004700	Roisl.0079s0010.1.p	jg24568
OG0004701	Roisl.0079s0036.1.p	jg24597
OG0004702	Roisl.0079s0091.1.p	jg24655
OG0004703	Roisl.0079s0153.1.p	jg24712
OG0004704	Roisl.0079s0167.1.p	jg24726
OG0004705	Roisl.0079s0227.1.p	jg24785
OG0004706	Roisl.0079s0294.1.p	jg24860
OG0004707	Roisl.0074s0820.1.p	jg25137
OG0004708	Roisl.0074s0776.1.p	jg25185
OG0004709	Roisl.0074s0741.1.p	jg25221
OG0004710	Roisl.0074s0736.1.p	jg25226
OG0004711	Roisl.0074s0709.1.p, Roisl.0074s0714.1.p	jg25250
OG0004712	Roisl.0074s0642.1.p	jg25330
OG0004713	Roisl.0074s0581.1.p	jg25400
OG0004714	Roisl.0074s0577.1.p	jg25404
OG0004714	Roisl.0006s0497.1.p	jg33652
OG0004715	Roisl.0206s0005.1.p	jg21276
OG0004716	Roisl.0074s0419.1.p	jg25576, jg25580
OG0004717	Roisl.0074s0413.1.p, Roisl.0006s0362.1.p	jg25585
OG0004718	Roisl.0074s0312.1.p	jg25684
