Orthogroup	Rorippa_islandica	Cardamine_glauca
OG0001832	Roisl.0115s0470.1.p	Cg004G1280200
OG0001832	Roisl.0006s0225.1.p	Cg006G1818100
OG0001833	Roisl.0074s0332.1.p	Cg004G1225700
OG0001833	Roisl.0006s0290.1.p	Cg006G1812700
OG0001834	Roisl.0028s0841.1.p	Cg005G1589400
OG0001834	Roisl.0031s0005.1.p, Roisl.0031s0004.1.p	Cg003G0907500
OG0001835	Roisl.0091s0531.1.p	Cg001G0221800
OG0001835	Roisl.0017s0173.1.p, Roisl.0091s0530.1.p	Cg001G0222700, Cg001G0222500
OG0001836	Roisl.0082s0751.1.p	Cg005G1637900
OG0001837	Roisl.0045s0061.1.p	Cg004G1382700, Cg004G1390300
OG0001837	Roisl.0008s0362.1.p	Cg001G0060500
OG0001838	Roisl.0066s0232.1.p	Cg004G1406300
OG0001838	Roisl.0001s0139.1.p	Cg001G0048400
OG0001839	Roisl.0008s0189.1.p	Cg001G0165900
OG0001839	Roisl.0213s0628.1.p	Cg003G0763200
OG0001840	Roisl.0091s0031.1.p	Cg001G0175300
OG0001840	Roisl.0213s0526.1.p	Cg003G0753600
OG0001842	Roisl.0210s0264.1.p	Cg006G2233700
OG0001842	Roisl.0091s0255.1.p	Cg001G0196500
OG0001843	Roisl.0082s0302.1.p	Cg003G0735200, Cg003G0863200
OG0001843	Roisl.0091s0222.1.p	Cg001G0193500
OG0001844	Roisl.0082s0260.1.p	Cg003G0738300, Cg003G0859700
OG0001844	Roisl.0091s0174.1.p	Cg001G0188800
OG0001845	Roisl.0091s1094.1.p	Cg006G2182800
OG0001846	Roisl.0026s0185.1.p	Cg002G0453000
OG0001846	Roisl.0028s0485.1.p	Cg005G1516700
OG0001847	Roisl.0018s0420.1.p	Cg005G1452800, Cg002G0402400
OG0001848	Roisl.0018s0340.1.p	Cg002G0408700
OG0001849	Roisl.0018s0186.1.p	Cg002G0422100
OG0001849	Roisl.0028s0068.1.p	Cg005G1477900
OG0001850	Roisl.0028s0105.1.p	Cg005G1481700
OG0001851	Roisl.0018s0130.1.p	Cg002G0426300
OG0001852	Roisl.0018s0120.1.p	Cg002G0427100
OG0001852	Roisl.0028s0155.1.p	Cg005G1486600
OG0001853	Roisl.0028s0171.1.p	Cg005G1488100
OG0001853	Roisl.0018s0110.1.p	Cg002G0428000
OG0001854	Roisl.0018s0083.1.p	Cg002G0430100
OG0001854	Roisl.0018s0081.1.p	Cg002G0430400
OG0001855	Roisl.0028s0528.1.p	Cg005G1520600
OG0001855	Roisl.0046s1670.1.p	Cg002G0457700
OG0001856	Roisl.0017s0355.1.p	Cg005G1534100
OG0001856	Roisl.0046s1551.1.p	Cg002G0469800
OG0001857	Roisl.0046s1461.1.p	Cg004G1398700
OG0001857	Roisl.0046s1462.1.p	Cg002G0479400
OG0001858	Roisl.0046s1308.1.p	Cg002G0493300
OG0001858	Roisl.0017s0046.1.p	Cg005G1563000
OG0001859	Roisl.0001s0275.1.p	Cg001G0035600
OG0001859	Roisl.0066s0074.1.p	Cg004G1419800
OG0001860	Roisl.0001s0300.1.p	Cg001G0033300
OG0001860	Roisl.0066s0040.1.p	Cg004G1422300
OG0001861	Roisl.0209s0032.1.p	Cg007G2417400
OG0001861	Roisl.0209s0037.1.p	Cg007G2417300, Cg007G2417900
OG0001864	Roisl.0046s0552.1.p	Cg005G1760700
OG0001864	Roisl.0001s0411.1.p	Cg001G0023500
OG0001865	Roisl.0072s0003.1.p	Cg006G1902500
OG0001865	Roisl.0184s0023.1.p	Cg003G0801800
OG0001866	Roisl.0021s0018.1.p	Cg006G2166000
OG0001866	Roisl.0079s0215.1.p	Cg004G1145700
OG0001867	Roisl.0028s0361.1.p	Cg005G1505400
OG0001867	Roisl.0028s0362.1.p	Cg005G1505500
OG0001869	Roisl.0007s0036.1.p	Cg006G2056800
OG0001870	Roisl.0028s0461.1.p	Cg005G1503400
OG0001871	Roisl.0016s0191.1.p	Cg004G1087300
OG0001872	Roisl.0039s0158.1.p	Cg004G1124200
OG0001872	Roisl.0053s0326.1.p	Cg004G1305300
OG0001873	Roisl.0007s0756.1.p	Cg006G2123900
OG0001873	Roisl.0011s0215.1.p	Cg002G0679600
OG0001874	Roisl.0189s0082.1.p	Cg005G1723700
OG0001874	Roisl.0003s0281.1.p	Cg001G0075900
OG0001875	Roisl.0009s0317.1.p	Cg001G0365200
OG0001875	Roisl.0188s0076.1.p	Cg002G0644200
OG0001876	Roisl.0070s0007.1.p	Cg001G0364500
OG0001876	Roisl.0070s0008.1.p	Cg001G0364400
OG0001877	Roisl.0046s0023.1.p	Cg001G0350200
OG0001877	Roisl.0024s0088.1.p	Cg007G2436700
OG0001878	Roisl.0191s0471.1.p	Cg014G3053900
OG0001878	Roisl.0210s0076.1.p	Cg006G2250400
OG0001879	Roisl.0021s0137.1.p	Cg006G2156400
OG0001879	Roisl.0022s0251.1.p	Cg001G0143500
OG0001880	Roisl.0021s0144.1.p	Cg006G2155800
OG0001880	Roisl.0214s0563.1.p	Cg007G2296300
OG0001881	Roisl.0021s0290.1.p	Cg006G2142700
OG0001881	Roisl.0209s0564.1.p	Cg007G2280000
OG0001882	Roisl.0021s0295.1.p	Cg006G2142300
OG0001882	Roisl.0209s0556.1.p	Cg007G2279100
OG0001883	Roisl.0010s0125.1.p	Cg007G2272700
OG0001883	Roisl.0021s0362.1.p	Cg006G2136800
OG0001884	Roisl.0011s0323.1.p	Cg002G0671800
OG0001884	Roisl.0021s0420.1.p	Cg006G2131300
OG0001885	Roisl.0007s0694.1.p	Cg006G2118700
OG0001886	Roisl.0007s0603.1.p	Cg006G2110400
OG0001886	Roisl.0013s0062.1.p	Cg006G1843600
OG0001887	Roisl.0007s0555.1.p	Cg006G2106000
OG0001887	Roisl.0007s0554.1.p	Cg006G2105900
OG0001888	Roisl.0019s0266.1.p	Cg007G2493200
OG0001888	Roisl.0007s0399.1.p	Cg006G2091600
OG0001889	Roisl.0007s0383.1.p	Cg006G2090100
OG0001889	Roisl.0019s0232.1.p	Cg007G2496600
OG0001890	Roisl.0011s0140.1.p	Cg002G0685000
OG0001891	Roisl.0019s0524.1.p	Cg007G2471200
OG0001891	Roisl.0191s0268.1.p	Cg006G2024800
OG0001892	Roisl.0001s0431.1.p	Cg001G0021100
OG0001892	Roisl.0001s0430.1.p	Cg001G0021200
OG0001893	Roisl.0023s0106.1.p	Cg005G1726800
OG0001893	Roisl.0003s0262.1.p	Cg001G0078400
OG0001894	Roisl.0047s0035.1.p	Cg004G1375100
OG0001894	Roisl.0008s0335.1.p	Cg001G0062900
OG0001895	Roisl.0003s0149.1.p	Cg001G0089700
OG0001895	Roisl.0051s0017.1.p	Cg005G1746700
OG0001896	Roisl.0051s0015.1.p	Cg005G1746500
OG0001896	Roisl.0003s0147.1.p	Cg001G0089900
OG0001897	Roisl.0003s0104.1.p	Cg001G0093700
OG0001897	Roisl.0021s0619.1.p	Cg005G1743400
OG0001899	Roisl.0063s0012.1.p, Roisl.0020s0187.1.p, Roisl.0179s0092.1.p, Roisl.0214s0892.1.p, Roisl.0214s0893.1.p, Roisl.0014s0057.1.p	Cg004G1261900
OG0001900	Roisl.0009s0287.1.p	Cg001G0368200
OG0001900	Roisl.0188s0105.1.p	Cg002G0640700
OG0001902	Roisl.0015s0052.1.p	Cg014G3054200, Cg003G0701700
OG0001903	Roisl.0213s0764.1.p, Roisl.0032s0043.1.p, Roisl.0041s0004.1.p, Roisl.0075s0050.1.p, Roisl.0043s0044.1.p, Roisl.0003s0312.1.p, Roisl.0078s0012.1.p, Roisl.0058s0023.1.p, Roisl.0184s0164.1.p, Roisl.0091s0611.1.p, Roisl.0014s0051.1.p, Roisl.0029s0086.1.p, Roisl.0061s0018.1.p, Roisl.0194s0027.1.p, Roisl.0028s0283.1.p, Roisl.0056s0005.1.p, Roisl.0082s0524.1.p, Roisl.0037s0012.1.p, Roisl.0115s0415.1.p, Roisl.0082s0014.1.p, Roisl.0080s0731.1.p, Roisl.0184s0232.1.p, Roisl.0209s0546.1.p, Roisl.0036s0114.1.p, Roisl.0080s0729.1.p, Roisl.0002s0256.1.p, Roisl.0185s0071.1.p, Roisl.0204s0178.1.p, Roisl.0209s0515.1.p, Roisl.0017s0124.1.p, Roisl.0213s0007.1.p, Roisl.0046s1266.1.p, Roisl.0184s0236.1.p, Roisl.0210s2046.1.p, Roisl.0056s0044.1.p, Roisl.0053s0190.1.p, Roisl.0082s0015.1.p	Cg013G3025300, Cg009G2989600, Cg006G1932200, Cg005G1683800
OG0001910	Roisl.0003s0067.1.p	Cg001G0096800
OG0001910	Roisl.0021s0583.1.p	Cg005G1750300
OG0001911	Roisl.0021s0594.1.p	Cg005G1748800
OG0001911	Roisl.0003s0081.1.p	Cg001G0095700
OG0001912	Roisl.0210s1338.1.p	Cg008G2728200
OG0001912	Roisl.0016s0204.1.p	Cg004G1088700
OG0001913	Roisl.0016s0381.1.p	Cg004G1104600
OG0001913	Roisl.0079s0136.1.p	Cg004G1138500
OG0001914	Roisl.0016s0162.1.p	Cg004G1084800
OG0001914	Roisl.0210s1279.1.p	Cg008G2722700
OG0001915	Roisl.0210s1044.1.p	Cg008G2698700
OG0001915	Roisl.0079s0214.1.p	Cg004G1145600
OG0001916	Roisl.0210s1660.1.p	Cg008G2759500
OG0001916	Roisl.0210s0955.1.p	Cg008G2690000
OG0001917	Roisl.0210s0935.1.p	Cg008G2688000
OG0001917	Roisl.0210s1670.1.p	Cg008G2760500
OG0001918	Roisl.0046s0174.1.p	Cg008G2805600
OG0001918	Roisl.0210s0789.1.p	Cg008G2674600
OG0001919	Roisl.0046s0165.1.p	Cg008G2804800
OG0001919	Roisl.0210s0779.1.p	Cg008G2673700
OG0001920	Roisl.0210s0719.1.p	Cg008G2667400
OG0001920	Roisl.0210s0718.1.p	Cg008G2667300
OG0001921	Roisl.0210s0715.1.p	Cg008G2667000
OG0001922	Roisl.0046s0556.1.p	Cg005G1760900
OG0001922	Roisl.0210s0678.1.p	Cg008G2663500
OG0001923	Roisl.0210s0650.1.p	Cg008G2661500
OG0001923	Roisl.0024s0306.1.p	Cg003G1033700
OG0001924	Roisl.0210s0528.1.p	Cg008G2650500
OG0001924	Roisl.0080s0136.1.p	Cg003G1002800
OG0001925	Roisl.0091s0943.1.p	Cg006G2197700
OG0001925	Roisl.0033s0080.1.p	Cg005G1626700
OG0001926	Roisl.0033s0085.1.p	Cg005G1626300
OG0001926	Roisl.0091s0941.1.p	Cg006G2197900
OG0001927	Roisl.0091s0889.1.p	Cg006G2203000
OG0001927	Roisl.0033s0125.1.p	Cg005G1621000
OG0001928	Roisl.0047s0001.1.p	Cg004G1385600, Cg004G1378200
OG0001928	Roisl.0047s0009.1.p, Roisl.0047s0007.1.p	Cg004G1386000
OG0001928	Roisl.0047s0008.1.p	Cg004G1377400, Cg004G1385500
OG0001929	Roisl.0091s0714.1.p	Cg006G2219300
OG0001929	Roisl.0028s0705.1.p	Cg005G1602000
OG0001930	Roisl.0210s0320.1.p	Cg006G2228700
OG0001931	Roisl.0022s0197.1.p	Cg001G0148700
OG0001931	Roisl.0189s0162.1.p, Roisl.0189s0161.1.p	Cg003G0903200
OG0001932	Roisl.0035s0093.1.p	Cg005G1464300
OG0001933	Roisl.0028s0749.1.p	Cg005G1597600
OG0001933	Roisl.0213s0065.1.p	Cg006G1995600
OG0001934	Roisl.0213s0381.1.p	Cg006G1962700
OG0001934	Roisl.0028s0917.1.p	Cg005G1583100
OG0001935	Roisl.0028s0955.1.p	Cg005G1579500
OG0001935	Roisl.0209s0175.1.p	Cg006G1947500
OG0001936	Roisl.0028s0951.1.p	Cg005G1580000
OG0001936	Roisl.0209s0169.1.p	Cg006G1947000
OG0001937	Roisl.0046s0949.1.p	Cg002G0527500
OG0001937	Roisl.0024s0541.1.p	Cg003G1056400
OG0001938	Roisl.0074s0460.1.p	Cg004G1212300
OG0001938	Roisl.0080s0183.1.p	Cg003G0998900
OG0001939	Roisl.0210s2035.1.p	Cg008G2793500
OG0001939	Roisl.0046s0809.1.p	Cg002G0539200
OG0001940	Roisl.0003s0265.1.p	Cg005G1726700
OG0001940	Roisl.0046s0227.1.p	Cg008G2811400
OG0001941	Roisl.0210s1757.1.p	Cg008G2768000
OG0001941	Roisl.0080s0380.1.p	Cg003G0980900
OG0001942	Roisl.0027s0090.1.p	Cg002G0581100
OG0001942	Roisl.0210s1952.1.p	Cg008G2786200
OG0001943	Roisl.0080s0218.1.p	Cg003G0996000
OG0001943	Roisl.0019s0078.1.p	Cg002G0576700
OG0001944	Roisl.0209s0342.1.p	Cg003G0986500
OG0001945	Roisl.0214s0580.1.p	Cg007G2301600, Cg007G2301700
OG0001945	Roisl.0214s0550.1.p	Cg007G2297200
OG0001946	Roisl.0080s0451.1.p	Cg003G0974200
OG0001946	Roisl.0210s0447.1.p	Cg008G2643200
OG0001947	Roisl.0080s0545.1.p	Cg003G0965600
OG0001947	Roisl.0022s0233.1.p	Cg001G0145200
OG0001948	Roisl.0080s0553.1.p	Cg003G0964900
OG0001948	Roisl.0022s0236.1.p	Cg001G0144900
OG0001949	Roisl.0066s0250.1.p	Cg004G1404800
OG0001950	Roisl.0213s0840.1.p	Cg001G0357200
OG0001951	Roisl.0022s0307.1.p	Cg001G0138100
OG0001951	Roisl.0080s0714.1.p	Cg003G0949700
OG0001952	Roisl.0022s0367.1.p	Cg001G0132800
OG0001953	Roisl.0080s0873.1.p	Cg003G0934900
OG0001953	Roisl.0022s0383.1.p	Cg001G0131200
OG0001954	Roisl.0074s0779.1.p	Cg004G1182100
OG0001954	Roisl.0210s0431.1.p	Cg008G2641600
OG0001955	Roisl.0042s0006.1.p	Cg008G2637700
OG0001955	Roisl.0074s0818.1.p	Cg004G1178400
OG0001956	Roisl.0030s0209.1.p	Cg008G2620500
OG0001957	Roisl.0074s1035.1.p	Cg004G1158300
OG0001957	Roisl.0030s0073.1.p	Cg008G2606400
OG0001958	Roisl.0079s0342.1.p	Cg004G1157400
OG0001959	Roisl.0034s0071.1.p	Cg008G2589500
OG0001959	Roisl.0003s0343.1.p	Cg001G0070900
OG0001960	Roisl.0028s0378.1.p, Roisl.0011s0533.1.p	Cg002G0651900
OG0001960	Roisl.0009s0166.1.p	Cg001G0378900
OG0001961	Roisl.0007s0559.1.p	Cg006G2106600
OG0001961	Roisl.0115s0091.1.p	Cg005G1611000
OG0001962	Roisl.0115s0132.1.p	Cg007G2569900
OG0001962	Roisl.0007s0536.1.p	Cg006G2104100
OG0001963	Roisl.0007s0531.1.p	Cg006G2103700
OG0001963	Roisl.0115s0141.1.p	Cg007G2569200
OG0001964	Roisl.0007s0504.1.p	Cg006G2101500
OG0001964	Roisl.0115s0176.1.p	Cg007G2566600
OG0001965	Roisl.0007s0037.1.p	Cg006G2056900
OG0001965	Roisl.0004s0235.1.p	Cg007G2536900
OG0001966	Roisl.0001s0179.1.p	Cg001G0045000
OG0001967	Roisl.0007s0077.1.p	Cg006G2060800
OG0001967	Roisl.0004s0262.1.p	Cg007G2534400
OG0001969	Roisl.0066s0216.1.p	Cg004G1407800
OG0001969	Roisl.0001s0142.1.p	Cg001G0048100
OG0001970	Roisl.0066s0189.1.p	Cg004G1411200
OG0001970	Roisl.0001s0168.1.p	Cg001G0046000
OG0001971	Roisl.0066s0162.1.p	Cg004G1413100
OG0001971	Roisl.0001s0204.1.p	Cg001G0042900
OG0001972	Roisl.0066s0146.1.p	Cg004G1413800
OG0001972	Roisl.0001s0217.1.p	Cg001G0040900
OG0001973	Roisl.0074s0576.1.p	Cg004G1200800
OG0001973	Roisl.0006s0496.1.p	Cg006G1792400, Cg006G1792500, Cg006G1792600
OG0001974	Roisl.0074s0471.1.p	Cg004G1211300
OG0001974	Roisl.0006s0401.1.p	Cg006G1802400
OG0001975	Roisl.0046s1275.1.p	Cg002G0497500
OG0001975	Roisl.0054s0033.1.p	Cg005G1567800
OG0001977	Roisl.0075s0070.1.p	Cg001G0280700
OG0001977	Roisl.0053s0272.1.p	Cg004G1310000
OG0001978	Roisl.0016s0166.1.p	Cg004G1096500, Cg004G1085200
OG0001979	Roisl.0075s0207.1.p	Cg001G0265200
OG0001979	Roisl.0053s0399.1.p	Cg004G1297600
OG0001980	Roisl.0002s0268.1.p	Cg001G0263300
OG0001980	Roisl.0115s0642.1.p	Cg004G1295800
OG0001981	Roisl.0074s0282.1.p	Cg004G1231500
OG0001981	Roisl.0002s0090.1.p	Cg001G0246900
OG0001982	Roisl.0046s1611.1.p	Cg002G0463800
OG0001982	Roisl.0028s0607.1.p	Cg005G1528200
OG0001983	Roisl.0209s0339.1.p	Cg002G0565600
OG0001984	Roisl.0011s0444.1.p	Cg002G0660400
OG0001984	Roisl.0021s0381.1.p	Cg006G2134600
OG0001985	Roisl.0005s0292.1.p	Cg008G2962400
OG0001985	Roisl.0091s0404.1.p	Cg001G0210100
OG0001986	Roisl.0006s0035.1.p	Cg006G1835100
OG0001986	Roisl.0074s0006.1.p	Cg004G1258300
OG0001987	Roisl.0006s0154.1.p	Cg006G1825100
OG0001987	Roisl.0115s0385.1.p	Cg004G1272800
OG0001988	Roisl.0006s0215.1.p	Cg006G1819000
OG0001988	Roisl.0115s0455.1.p	Cg004G1278900
OG0001989	Roisl.0074s0334.1.p	Cg004G1225500
OG0001989	Roisl.0006s0288.1.p	Cg006G1812500
OG0001991	Roisl.0009s0188.1.p	Cg004G1369800
OG0001992	Roisl.0091s0541.1.p	Cg001G0223700
OG0001992	Roisl.0005s0115.1.p	Cg008G2977000
OG0001993	Roisl.0191s0638.1.p, Roisl.0018s0273.1.p	Cg014G3038600, Cg003G0717000
OG0001993	Roisl.0210s0139.1.p	Cg006G2244200
OG0001994	Roisl.0091s0028.1.p	Cg001G0175000
OG0001995	Roisl.0091s0090.1.p	Cg001G0181000
OG0001996	Roisl.0091s0131.1.p	Cg001G0184800
OG0001997	Roisl.0082s0276.1.p	Cg003G0736800, Cg003G0861400
OG0001997	Roisl.0091s0203.1.p	Cg001G0191700
OG0001998	Roisl.0018s0437.1.p	Cg002G0400900
OG0001998	Roisl.0067s0022.1.p	Cg005G1449800
OG0001999	Roisl.0028s0036.1.p	Cg005G1475100
OG0001999	Roisl.0018s0211.1.p	Cg002G0420100
OG0002000	Roisl.0028s0077.1.p	Cg005G1478800
OG0002000	Roisl.0018s0175.1.p	Cg002G0422800
OG0002001	Roisl.0018s0172.1.p	Cg002G0422900
OG0002001	Roisl.0028s0078.1.p	Cg005G1478900
OG0002002	Roisl.0018s0117.1.p	Cg002G0427400
OG0002002	Roisl.0028s0161.1.p	Cg005G1487100
OG0002003	Roisl.0021s0113.1.p	Cg006G2158900
OG0002003	Roisl.0026s0095.1.p	Cg002G0445200
OG0002004	Roisl.0028s0462.1.p	Cg005G1514500
OG0002004	Roisl.0026s0163.1.p	Cg002G0451000
OG0002005	Roisl.0022s0440.1.p	Cg001G0125700
OG0002005	Roisl.0031s0129.1.p	Cg003G0919100
OG0002007	Roisl.0017s0257.1.p	Cg005G1543100
OG0002008	Roisl.0017s0220.1.p	Cg005G1546800
OG0002009	Roisl.0046s1148.1.p	Cg002G0510200
OG0002009	Roisl.0017s0181.1.p	Cg005G1550800
OG0002010	Roisl.0005s0022.1.p	Cg008G2985300
OG0002011	Roisl.0063s0043.1.p	Cg005G1776700
OG0002011	Roisl.0115s0714.1.p	Cg001G0007000
OG0002012	Roisl.0020s0047.1.p	Cg003G0779100
OG0002012	Roisl.0193s0010.1.p	Cg006G1927600
OG0002013	Roisl.0039s0095.1.p	Cg004G1118400
OG0002013	Roisl.0046s0365.1.p	Cg008G2824700
OG0002014	Roisl.0067s0052.1.p	Cg005G1452700
OG0002015	Roisl.0067s0060.1.p	Cg005G1453600
OG0002015	Roisl.0018s0402.1.p	Cg002G0403800
OG0002016	Roisl.0074s0604.1.p	Cg004G1202000, Cg004G1201900, Cg004G1202500, Cg004G1202200, Cg004G1202600, Cg004G1202400, Cg004G1202300
OG0002016	Roisl.0074s0227.1.p	Cg004G1236200
OG0002017	Roisl.0028s0410.1.p	Cg005G1509600
OG0002017	Roisl.0026s0086.1.p	Cg002G0444400
OG0002018	Roisl.0039s0049.1.p	Cg004G1114500
OG0002018	Roisl.0071s0008.1.p	Cg007G2346600
OG0002019	Roisl.0210s1591.1.p	Cg004G1126500, Cg008G2752100
OG0002020	Roisl.0074s0225.1.p	Cg004G1236400
OG0002020	Roisl.0074s0226.1.p	Cg004G1236300
OG0002021	Roisl.0074s0216.1.p	Cg004G1237700
OG0002021	Roisl.0013s0145.1.p	Cg006G1852200
OG0002022	Roisl.0074s0199.1.p	Cg004G1239700
OG0002022	Roisl.0013s0127.1.p	Cg006G1850600
OG0002023	Roisl.0184s0206.1.p	Cg002G0623200
OG0002023	Roisl.0022s0084.1.p	Cg001G0361800
OG0002024	Roisl.0210s2210.1.p	Cg001G0333200
OG0002025	Roisl.0115s0578.1.p	Cg004G1289900
OG0002025	Roisl.0002s0219.1.p	Cg001G0259400
OG0002026	Roisl.0210s1572.1.p	Cg008G2750400
OG0002026	Roisl.0210s1574.1.p	Cg008G2750500
OG0002027	Roisl.0191s0521.1.p	Cg014G3049400, Cg003G0706100
OG0002027	Roisl.0210s0084.1.p	Cg006G2249600
OG0002028	Roisl.0191s0561.1.p	Cg014G3046700, Cg003G0709100
OG0002028	Roisl.0210s0102.1.p	Cg006G2247900
OG0002029	Roisl.0191s0562.1.p	Cg014G3046600, Cg003G0709200
OG0002029	Roisl.0210s0103.1.p	Cg006G2247800
OG0002030	Roisl.0210s0195.1.p	Cg006G2239700
OG0002030	Roisl.0191s0660.1.p	Cg003G0719100, Cg014G3036800
OG0002031	Roisl.0091s0812.1.p	Cg006G2210400
OG0002032	Roisl.0008s0060.1.p	Cg007G2330800
OG0002032	Roisl.0091s1218.1.p	Cg006G2170700
OG0002033	Roisl.0021s0123.1.p	Cg006G2157700
OG0002033	Roisl.0214s0618.1.p	Cg007G2304900
OG0002034	Roisl.0021s0201.1.p	Cg006G2150700
OG0002034	Roisl.0209s0724.1.p	Cg007G2291700
OG0002035	Roisl.0021s0249.1.p	Cg006G2146400
OG0002035	Roisl.0209s0638.1.p	Cg007G2285800
OG0002036	Roisl.0010s0100.1.p	Cg007G2273200
OG0002036	Roisl.0021s0352.1.p	Cg006G2137500
OG0002037	Roisl.0021s0401.1.p	Cg006G2133000
OG0002038	Roisl.0007s0673.1.p	Cg006G2116700
OG0002038	Roisl.0011s0101.1.p	Cg002G0688200
OG0002041	Roisl.0191s0161.1.p	Cg006G2033800
OG0002041	Roisl.0019s0458.1.p	Cg007G2477300
OG0002042	Roisl.0009s0054.1.p	Cg001G0390500
OG0002042	Roisl.0050s0068.1.p	Cg007G2262100
OG0002043	Roisl.0209s0298.1.p	Cg002G0569600
OG0002044	Roisl.0001s0109.1.p	Cg001G0051200
OG0002045	Roisl.0003s0341.1.p	Cg001G0071100
OG0002045	Roisl.0082s0468.1.p	Cg005G1713500
OG0002047	Roisl.0046s0988.1.p	Cg002G0523600
OG0002048	Roisl.0020s0054.1.p	Cg003G0778600
OG0002048	Roisl.0020s0048.1.p	Cg003G0778800
OG0002056	Roisl.0080s0408.1.p	Cg003G0978200
OG0002056	Roisl.0209s0431.1.p	Cg002G0555300
OG0002057	Roisl.0046s0719.1.p	Cg002G0546800
OG0002057	Roisl.0024s0162.1.p	Cg003G1020000
OG0002058	Roisl.0210s1525.1.p	Cg008G2745800
OG0002058	Roisl.0016s0331.1.p	Cg004G1100500
OG0002059	Roisl.0210s1522.1.p	Cg008G2745600
OG0002060	Roisl.0210s1514.1.p	Cg008G2745000
OG0002060	Roisl.0210s1502.1.p	Cg008G2744100
OG0002062	Roisl.0210s1384.1.p	Cg008G2732000
OG0002063	Roisl.0016s0208.1.p	Cg004G1089200
OG0002063	Roisl.0210s1342.1.p	Cg008G2728600
OG0002064	Roisl.0210s1322.1.p	Cg008G2726800
OG0002064	Roisl.0016s0194.1.p	Cg004G1087700
OG0002065	Roisl.0016s0183.1.p	Cg004G1086300
OG0002065	Roisl.0210s1302.1.p	Cg008G2724800
OG0002066	Roisl.0016s0175.1.p	Cg004G1085800
OG0002066	Roisl.0210s1291.1.p	Cg008G2723800
OG0002067	Roisl.0209s0202.1.p, Roisl.0210s1140.1.p	Cg008G2707900
OG0002067	Roisl.0016s0043.1.p	Cg004G1074400
OG0002068	Roisl.0210s1050.1.p	Cg008G2699200
OG0002068	Roisl.0074s0757.1.p	Cg004G1184100
OG0002069	Roisl.0210s0999.1.p	Cg008G2694800
OG0002069	Roisl.0015s0088.1.p	Cg006G2002900
OG0002070	Roisl.0046s0268.1.p	Cg008G2814900
OG0002070	Roisl.0210s0887.1.p	Cg008G2683700
OG0002072	Roisl.0210s0701.1.p	Cg008G2665900
OG0002073	Roisl.0210s0661.1.p	Cg008G2662400
OG0002074	Roisl.0080s0131.1.p	Cg003G1003200
OG0002074	Roisl.0210s0524.1.p	Cg008G2650000
OG0002075	Roisl.0082s0367.1.p	Cg003G0728400, Cg003G0869400
OG0002075	Roisl.0210s0274.1.p	Cg006G2232800
OG0002076	Roisl.0082s0542.1.p	Cg008G2864000, Cg008G2864400, Cg008G2849200
OG0002076	Roisl.0082s0543.1.p	Cg005G1657700
OG0002077	Roisl.0082s0588.1.p	Cg005G1653400
OG0002077	Roisl.0091s1083.1.p	Cg006G2184100
OG0002078	Roisl.0091s0806.1.p	Cg006G2210800
OG0002078	Roisl.0017s0451.1.p	Cg005G1612400
OG0002079	Roisl.0017s0423.1.p	Cg005G1610000
OG0002080	Roisl.0210s0321.1.p	Cg006G2228600
OG0002080	Roisl.0012s0231.1.p	Cg008G2941000
OG0002081	Roisl.0214s0315.1.p	Cg008G2893100
OG0002081	Roisl.0066s0333.1.p	Cg006G1861400
OG0002082	Roisl.0007s0712.1.p	Cg006G2120200
OG0002082	Roisl.0011s0173.1.p	Cg002G0682700
OG0002083	Roisl.0024s0597.1.p	Cg003G1061700
OG0002083	Roisl.0066s0062.1.p	Cg004G1420800
OG0002084	Roisl.0046s0934.1.p	Cg002G0528500
OG0002084	Roisl.0024s0521.1.p	Cg003G1054400
OG0002085	Roisl.0024s0379.1.p	Cg003G1041100
OG0002085	Roisl.0024s0378.1.p	Cg003G1041000
OG0002086	Roisl.0210s0473.1.p	Cg008G2645400
OG0002087	Roisl.0046s0892.1.p	Cg002G0532300
OG0002087	Roisl.0046s0144.1.p	Cg008G2802800
OG0002088	Roisl.0046s0156.1.p, Roisl.0046s0155.1.p, Roisl.0046s0154.1.p	Cg008G2803900, Cg008G2803800
OG0002088	Roisl.0046s0150.1.p	Cg008G2803400
OG0002089	Roisl.0210s1777.1.p	Cg008G2769700
OG0002090	Roisl.0210s1955.1.p	Cg008G2786500
OG0002090	Roisl.0027s0096.1.p	Cg002G0580400
OG0002091	Roisl.0209s0335.1.p	Cg002G0566300
OG0002091	Roisl.0080s0304.1.p	Cg003G0987400
OG0002092	Roisl.0022s0252.1.p	Cg001G0143400
OG0002092	Roisl.0080s0585.1.p	Cg003G0961900
OG0002093	Roisl.0022s0270.1.p	Cg001G0142000
OG0002093	Roisl.0080s0613.1.p	Cg003G0958800
OG0002094	Roisl.0022s0299.1.p	Cg001G0138700
OG0002094	Roisl.0080s0699.1.p	Cg003G0951300
OG0002095	Roisl.0080s0804.1.p	Cg003G0941500
OG0002096	Roisl.0080s0850.1.p	Cg003G0937400
OG0002096	Roisl.0022s0369.1.p	Cg001G0132600
OG0002097	Roisl.0082s0406.1.p	Cg003G0725200
OG0002097	Roisl.0210s0247.1.p	Cg006G2235300
OG0002098	Roisl.0001s0038.1.p	Cg001G0057100
OG0002099	Roisl.0074s0880.1.p	Cg004G1172800
