Orthogroup	Rorippa_islandica	Alyssum_gmelinii
OG0002146	Roisl.0035s0106.1.p	Ag003G0306500
OG0002146	Roisl.0018s0296.1.p	Ag031G3202500
OG0002147	Roisl.0018s0279.1.p	Ag031G3204900
OG0002147	Roisl.0035s0134.1.p	Ag003G0310300
OG0002148	Roisl.0018s0213.1.p	Ag031G3214900
OG0002149	Roisl.0018s0141.1.p	Ag031G3224400
OG0002150	Roisl.0026s0083.1.p	Ag031G3283600
OG0002150	Roisl.0028s0419.1.p	Ag003G0397800
OG0002151	Roisl.0028s0515.1.p	Ag039G4186100
OG0002151	Roisl.0026s0213.1.p	Ag031G3310600
OG0002152	Roisl.0028s0507.1.p	Ag039G4183900
OG0002153	Roisl.0046s1646.1.p	Ag031G3320800
OG0002153	Roisl.0028s0544.1.p	Ag039G4193800
OG0002154	Roisl.0017s0228.1.p	Ag039G4273200, Ag039G4273400
OG0002155	Roisl.0017s0051.1.p	Ag039G4320900
OG0002155	Roisl.0046s1312.1.p	Ag031G3392200
OG0002156	Roisl.0031s0130.1.p	Ag020G2568800
OG0002156	Roisl.0022s0439.1.p	Ag010G1014500
OG0002157	Roisl.0074s0256.1.p	Ag014G2042800
OG0002157	Roisl.0002s0064.1.p	Ag025G2905100, Ag053G4871000
OG0002158	Roisl.0053s0232.1.p	Ag095G5472100, Ag064G5115600
OG0002160	Roisl.0019s0810.1.p	Ag067G5190000
OG0002161	Roisl.0019s0755.1.p, Roisl.0191s0464.1.p	Ag067G5197700
OG0002162	Roisl.0066s0028.1.p	Ag042G4399600
OG0002162	Roisl.0003s0041.1.p	Ag068G5215600
OG0002164	Roisl.0066s0363.1.p, Roisl.0066s0366.1.p	Ag039G4219800
OG0002164	Roisl.0046s0430.1.p	Ag039G4203700
OG0002165	Roisl.0017s0088.1.p	Ag039G4311100
OG0002166	Roisl.0009s0303.1.p, Roisl.0005s0059.1.p	Ag016G2320900, Ag037G4131400, Ag066G5152100
OG0002167	Roisl.0063s0045.1.p	Ag015G2178900
OG0002167	Roisl.0115s0710.1.p	Ag011G1035700
OG0002168	Roisl.0082s0142.1.p	Ag015G2181500
OG0002168	Roisl.0115s0691.1.p	Ag011G1040500
OG0002169	Roisl.0115s0687.1.p	Ag011G1041000
OG0002169	Roisl.0082s0134.1.p	Ag015G2182000
OG0002170	Roisl.0046s0622.1.p	Ag015G2189600
OG0002170	Roisl.0046s0656.1.p	Ag015G2186400
OG0002171	Roisl.0020s0112.1.p, Roisl.0020s0116.1.p	Ag021G2602700
OG0002172	Roisl.0046s0456.1.p	Ag038G4177500
OG0002172	Roisl.0039s0010.1.p	Ag014G1826000
OG0002173	Roisl.0066s0382.1.p	Ag034G3770300, Ag034G3692300, Ag034G3693000, Ag088G5429300
OG0002174	Roisl.0035s0175.1.p	Ag003G0316800
OG0002174	Roisl.0210s0050.1.p	Ag034G3654100
OG0002175	Roisl.0068s0005.1.p	Ag003G0407500, Ag003G0407400, Ag025G2972300, Ag003G0406700
OG0002176	Roisl.0039s0103.1.p	Ag014G1841300
OG0002177	Roisl.0079s0080.1.p, Roisl.0036s0060.1.p	Ag014G1863200
OG0002178	Roisl.0079s0104.1.p	Ag014G1866400
OG0002179	Roisl.0079s0220.1.p	Ag014G1882400
OG0002179	Roisl.0079s0219.1.p	Ag014G1882200
OG0002180	Roisl.0074s0790.1.p	Ag014G1944900
OG0002181	Roisl.0013s0126.1.p	Ag025G2926800
OG0002181	Roisl.0074s0198.1.p	Ag014G2058300
OG0002182	Roisl.0074s0122.1.p	Ag014G2074300
OG0002182	Roisl.0013s0084.1.p	Ag025G2941900
OG0002184	Roisl.0074s0001.1.p	Ag014G2117400
OG0002185	Roisl.0009s0297.1.p	Ag061G5019800
OG0002186	Roisl.0115s0604.1.p	Ag027G3035300
OG0002187	Roisl.0021s0630.1.p	Ag036G4115200
OG0002188	Roisl.0189s0062.1.p	Ag036G4123400, Ag002G0275100
OG0002189	Roisl.0046s1205.1.p, Roisl.0028s1013.1.p	Ag017G2411300
OG0002190	Roisl.0046s1142.1.p	Ag017G2423200
OG0002191	Roisl.0091s0816.1.p	Ag034G3716300
OG0002192	Roisl.0021s0088.1.p	Ag034G3786300, Ag034G3785900, Ag034G3785600, Ag034G3786200
OG0002193	Roisl.0021s0095.1.p	Ag034G3787400
OG0002194	Roisl.0021s0110.1.p	Ag034G3788300
OG0002195	Roisl.0214s0539.1.p	Ag002G0221700
OG0002195	Roisl.0021s0170.1.p	Ag034G3797800
OG0002196	Roisl.0021s0321.1.p	Ag034G3822400
OG0002197	Roisl.0007s0629.1.p	Ag034G3877300
OG0002198	Roisl.0191s0135.1.p	Ag034G4032900
OG0002198	Roisl.0019s0418.1.p	Ag034G4051000
OG0002199	Roisl.0019s0423.1.p	Ag034G4051700
OG0002199	Roisl.0191s0139.1.p	Ag034G4034100
OG0002200	Roisl.0019s0409.1.p	Ag034G4049300
OG0002201	Roisl.0010s0040.1.p	Ag002G0177000
OG0002202	Roisl.0050s0035.1.p	Ag024G2893800
OG0002203	Roisl.0044s0104.1.p, Roisl.0214s0367.1.p	Ag065G5121800
OG0002205	Roisl.0209s0049.1.p	Ag025G2914900, Ag025G2914800
OG0002206	Roisl.0004s0402.1.p, Roisl.0007s0201.1.p	Ag072G5254300
OG0002207	Roisl.0204s0154.1.p, Roisl.0115s0657.1.p	Ag011G1045000
OG0002208	Roisl.0001s0376.1.p	Ag011G1078100
OG0002209	Roisl.0008s0340.1.p	Ag011G1153700, Ag011G1152500, Ag011G1153200, Ag011G1217700
OG0002210	Roisl.0001s0024.1.p	Ag011G1158800
OG0002211	Roisl.0053s0293.1.p	Ag064G5105200
OG0002212	Roisl.0015s0100.1.p	Ag018G2485300
OG0002213	Roisl.0022s0351.1.p, Roisl.0080s0824.1.p	Ag010G1003800
OG0002221	Roisl.0209s0163.1.p, Roisl.0028s0941.1.p	Ag013G1340900, Ag074G5278000
OG0002223	Roisl.0210s1444.1.p	Ag013G1363300
OG0002223	Roisl.0016s0272.1.p	Ag014G1799200
OG0002224	Roisl.0022s0108.1.p	Ag013G1402500
OG0002225	Roisl.0210s1162.1.p	Ag013G1441600
OG0002225	Roisl.0016s0058.1.p	Ag031G3154500
OG0002226	Roisl.0210s1079.1.p, Roisl.0213s0664.1.p, Roisl.0053s0034.1.p	Ag013G1458300, Ag013G1458900
OG0002227	Roisl.0204s0131.1.p	Ag013G1591000
OG0002227	Roisl.0091s1128.1.p	Ag034G3756000
OG0002228	Roisl.0082s0646.1.p	Ag013G1609900
OG0002228	Roisl.0091s1059.1.p	Ag034G3746700
OG0002229	Roisl.0017s0455.1.p	Ag013G1656100
OG0002229	Roisl.0091s0813.1.p	Ag034G3716000
OG0002230	Roisl.0210s0368.1.p	Ag034G3697000
OG0002230	Roisl.0012s0121.1.p	Ag013G1678300
OG0002231	Roisl.0210s0357.1.p	Ag034G3695700
OG0002231	Roisl.0012s0168.1.p	Ag013G1682400
OG0002232	Roisl.0012s0253.1.p	Ag013G1689700
OG0002233	Roisl.0082s0321.1.p	Ag013G1691200
OG0002234	Roisl.0189s0249.1.p, Roisl.0022s0157.1.p	Ag013G1692300
OG0002235	Roisl.0022s0164.1.p	Ag013G1693600
OG0002235	Roisl.0213s0317.1.p	Ag013G1746500
OG0002237	Roisl.0213s0161.1.p, Roisl.0028s0817.1.p	Ag013G1727600
OG0002238	Roisl.0213s0284.1.p	Ag050G4759900
OG0002239	Roisl.0213s0346.1.p	Ag013G1751400
OG0002240	Roisl.0213s0426.1.p	Ag013G1758300
OG0002241	Roisl.0209s0186.1.p	Ag013G1767700
OG0002241	Roisl.0028s0957.1.p	Ag023G2837200
OG0002242	Roisl.0024s0558.1.p	Ag004G0421400
OG0002242	Roisl.0046s0970.1.p	Ag008G0956000
OG0002243	Roisl.0210s0471.1.p	Ag022G2657800
OG0002243	Roisl.0080s0071.1.p	Ag004G0492400, Ag048G4624000
OG0002244	Roisl.0080s0185.1.p	Ag004G0508700
OG0002245	Roisl.0028s0141.1.p	Ag003G0334900
OG0002245	Roisl.0046s0135.1.p	Ag004G0530600
OG0002246	Roisl.0071s0018.1.p, Roisl.0115s0171.1.p, Roisl.0210s1783.1.p	Ag003G0411400, Ag025G2962500, Ag004G0571600, Ag004G0571200
OG0002247	Roisl.0210s1803.1.p, Roisl.0208s0040.1.p	Ag004G0575200, Ag004G0575000
OG0002248	Roisl.0033s0048.1.p	Ag004G0577900
OG0002249	Roisl.0080s0300.1.p	Ag004G0634600
OG0002250	Roisl.0080s0422.1.p	Ag004G0662000
OG0002250	Roisl.0016s0078.1.p	Ag031G3156800
OG0002251	Roisl.0080s0541.1.p	Ag004G0682800
OG0002252	Roisl.0080s0652.1.p	Ag004G0711200
OG0002253	Roisl.0080s0857.1.p, Roisl.0022s0373.1.p	Ag052G4843100, Ag033G3481100, Ag004G0754600
OG0002254	Roisl.0210s0246.1.p	Ag034G3677700
OG0002254	Roisl.0082s0410.1.p	Ag022G2641300
OG0002255	Roisl.0091s0133.1.p	Ag033G3625300, Ag022G2676100, Ag022G2676400
OG0002256	Roisl.0074s0876.1.p	Ag014G1931700
OG0002256	Roisl.0042s0085.1.p	Ag022G2705800
OG0002257	Roisl.0074s0911.1.p	Ag014G1925000
OG0002257	Roisl.0042s0130.1.p	Ag022G2715400
OG0002258	Roisl.0017s0211.1.p	Ag039G4280200
OG0002258	Roisl.0030s0082.1.p	Ag022G2750700
OG0002259	Roisl.0030s0007.1.p	Ag022G2765800
OG0002261	Roisl.0009s0143.1.p	Ag075G5289400
OG0002261	Roisl.0011s0512.1.p	Ag012G1309800
OG0002262	Roisl.0115s0053.1.p	Ag048G4561800
OG0002263	Roisl.0007s0579.1.p, Roisl.0007s0580.1.p	Ag034G3884500
OG0002264	Roisl.0115s0118.1.p	Ag048G4574000
OG0002264	Roisl.0007s0544.1.p	Ag034G3892900
OG0002265	Roisl.0191s0050.1.p	Ag034G4015700
OG0002266	Roisl.0004s0124.1.p	Ag048G4629200
OG0002266	Roisl.0191s0033.1.p	Ag034G4013200
OG0002267	Roisl.0004s0201.1.p	Ag048G4650100
OG0002267	Roisl.0049s0039.1.p	Ag034G4000600
OG0002268	Roisl.0004s0274.1.p	Ag048G4675400
OG0002269	Roisl.0004s0346.1.p	Ag048G4707300
OG0002269	Roisl.0007s0158.1.p	Ag034G3967100
OG0002270	Roisl.0007s0167.1.p	Ag034G3965900
OG0002270	Roisl.0004s0357.1.p	Ag048G4709100
OG0002271	Roisl.0018s0115.1.p	Ag031G3230100
OG0002271	Roisl.0021s0530.1.p	Ag032G3429300
OG0002272	Roisl.0074s0648.1.p	Ag014G1965400
OG0002272	Roisl.0021s0543.1.p	Ag032G3431000
OG0002273	Roisl.0074s0638.1.p	Ag014G1968000
OG0002273	Roisl.0021s0558.1.p	Ag032G3437100, Ag001G0019000
OG0002274	Roisl.0075s0181.1.p	Ag007G0897200
OG0002275	Roisl.0075s0194.1.p	Ag007G0898800
OG0002275	Roisl.0075s0193.1.p	Ag007G0898600
OG0002276	Roisl.0019s0143.1.p	Ag078G5344300
OG0002276	Roisl.0007s0338.1.p	Ag034G3935000
OG0002277	Roisl.0019s0631.1.p	Ag056G4946100
OG0002278	Roisl.0022s0520.1.p	Ag088G5441400
OG0002279	Roisl.0044s0022.1.p	Ag045G4514400
OG0002279	Roisl.0214s0429.1.p	Ag088G5433700
OG0002280	Roisl.0011s0560.1.p	Ag033G3590800, Ag012G1300300
OG0002281	Roisl.0011s0528.1.p	Ag012G1307700
OG0002282	Roisl.0021s0442.1.p	Ag034G3843800
OG0002282	Roisl.0011s0374.1.p	Ag012G1330000
OG0002283	Roisl.0115s0265.1.p	Ag014G2129400
OG0002283	Roisl.0006s0055.1.p	Ag001G0012600
OG0002284	Roisl.0006s0285.1.p	Ag001G0075400
OG0002284	Roisl.0074s0336.1.p	Ag014G2026500
OG0002285	Roisl.0028s0838.1.p	Ag023G2817400
OG0002285	Roisl.0028s0839.1.p	Ag023G2817500
OG0002286	Roisl.0028s0976.1.p, Roisl.0028s0975.1.p	Ag023G2842200, Ag039G4297600, Ag039G4309000, Ag039G4309300, Ag066G5129300, Ag066G5129600, Ag023G2842100
OG0002287	Roisl.0091s0689.1.p	Ag031G3141000
OG0002287	Roisl.0028s0995.1.p	Ag023G2845100
OG0002288	Roisl.0005s0125.1.p	Ag031G3391400
OG0002288	Roisl.0091s0534.1.p	Ag050G4786100
OG0002289	Roisl.0091s0604.1.p	Ag050G4798000
OG0002289	Roisl.0005s0037.1.p	Ag016G2330600
OG0002290	Roisl.0074s0955.1.p	Ag014G2019200, Ag008G0949000, Ag014G2019300
OG0002291	Roisl.0046s0999.1.p	Ag008G0951400
OG0002292	Roisl.0046s0953.1.p	Ag008G0961300
OG0002293	Roisl.0008s0136.1.p	Ag077G5324000, Ag033G3495400
OG0002293	Roisl.0189s0243.1.p	Ag051G4818600
OG0002294	Roisl.0012s0327.1.p	Ag016G2345000
OG0002294	Roisl.0091s0287.1.p	Ag033G3572300
OG0002295	Roisl.0032s0071.1.p	Ag028G3077300, Ag026G2984200
OG0002295	Roisl.0007s0674.1.p	Ag034G3867800
OG0002296	Roisl.0028s0993.1.p	Ag031G3143800
OG0002297	Roisl.0018s0447.1.p	Ag031G3174000
OG0002298	Roisl.0035s0166.1.p	Ag003G0314200
OG0002298	Roisl.0018s0240.1.p	Ag031G3211000
OG0002299	Roisl.0026s0173.1.p	Ag031G3302000
OG0002299	Roisl.0028s0474.1.p	Ag003G0411000
OG0002300	Roisl.0028s0545.1.p	Ag039G4193900
OG0002301	Roisl.0017s0407.1.p	Ag039G4216800
OG0002301	Roisl.0046s1596.1.p	Ag031G3331000
OG0002302	Roisl.0017s0324.1.p	Ag039G4241200
OG0002302	Roisl.0046s1521.1.p	Ag031G3347100
OG0002303	Roisl.0046s1497.1.p	Ag031G3357900
OG0002304	Roisl.0191s0282.1.p	Ag053G4873300, Ag053G4873400, Ag025G2903000, Ag025G2903200
OG0002305	Roisl.0115s0739.1.p	Ag011G1030800
OG0002305	Roisl.0019s0761.1.p	Ag067G5196700
OG0002306	Roisl.0091s0748.1.p	Ag034G3706200
OG0002306	Roisl.0082s0174.1.p	Ag066G5137700
OG0002307	Roisl.0082s0121.1.p	Ag015G2184100
OG0002307	Roisl.0115s0675.1.p	Ag011G1043600
OG0002308	Roisl.0001s0465.1.p	Ag011G1060700
OG0002308	Roisl.0046s0602.1.p	Ag015G2191500
OG0002309	Roisl.0210s2144.1.p	Ag015G2253200
OG0002310	Roisl.0020s0138.1.p	Ag021G2604400
OG0002311	Roisl.0091s0243.1.p, Roisl.0015s0137.1.p, Roisl.0210s2212.1.p, Roisl.0091s0470.1.p, Roisl.0053s0013.1.p, Roisl.0058s0036.1.p, Roisl.0058s0035.1.p	Ag003G0415000
OG0002312	Roisl.0005s0056.1.p	Ag037G4130700, Ag016G2322100
OG0002315	Roisl.0074s0178.1.p	Ag014G2063000
OG0002316	Roisl.0013s0107.1.p	Ag025G2935600
OG0002316	Roisl.0074s0161.1.p	Ag014G2065000
OG0002317	Roisl.0074s0152.1.p	Ag014G2067600
OG0002318	Roisl.0074s0099.1.p	Ag014G2079900
OG0002318	Roisl.0013s0073.1.p	Ag025G2944100
OG0002319	Roisl.0209s0333.1.p	Ag014G2131900
OG0002320	Roisl.0210s0053.1.p	Ag034G3654500
OG0002321	Roisl.0210s0058.1.p	Ag034G3655000
OG0002321	Roisl.0191s0508.1.p	Ag019G2529300
OG0002322	Roisl.0191s0476.1.p	Ag019G2532600
OG0002322	Roisl.0210s0064.1.p	Ag034G3655700
OG0002323	Roisl.0210s0182.1.p	Ag034G3670800
OG0002324	Roisl.0091s1025.1.p, Roisl.0091s1022.1.p	Ag034G3742700, Ag034G3742500
OG0002325	Roisl.0091s1173.1.p	Ag034G3761700
OG0002326	Roisl.0021s0089.1.p	Ag034G3786700
OG0002326	Roisl.0214s0671.1.p	Ag002G0249500
OG0002327	Roisl.0007s0688.1.p, Roisl.0007s0689.1.p	Ag034G3865700
OG0002328	Roisl.0007s0513.1.p	Ag034G3899600
OG0002329	Roisl.0007s0503.1.p, Roisl.0115s0177.1.p	Ag034G3900700
OG0002330	Roisl.0007s0381.1.p	Ag034G3924300
OG0002330	Roisl.0019s0229.1.p	Ag018G2436500
OG0002333	Roisl.0191s0086.1.p	Ag034G4022700
OG0002334	Roisl.0191s0220.1.p	Ag018G2462100
OG0002334	Roisl.0019s0505.1.p	Ag034G4066400
OG0002335	Roisl.0191s0276.1.p	Ag018G2467900
OG0002335	Roisl.0019s0534.1.p	Ag034G4072400
OG0002336	Roisl.0209s0580.1.p	Ag002G0187700
OG0002337	Roisl.0214s0647.1.p, Roisl.0214s0648.1.p	Ag002G0245800
OG0002338	Roisl.0005s0026.1.p	Ag016G2332300
OG0002340	Roisl.0001s0077.1.p	Ag011G1147900
OG0002341	Roisl.0043s0025.1.p	Ag011G1203200
OG0002341	Roisl.0008s0303.1.p	Ag011G1203500
OG0002342	Roisl.0008s0357.1.p	Ag011G1220400
OG0002343	Roisl.0003s0173.1.p	Ag011G1248200
OG0002344	Roisl.0003s0172.1.p	Ag011G1248300
OG0002345	Roisl.0004s0011.1.p, Roisl.0003s0118.1.p	Ag011G1266100
OG0002346	Roisl.0022s0327.1.p	Ag010G1002600
OG0002352	Roisl.0003s0052.1.p, Roisl.0003s0053.1.p	Ag046G4528400, Ag047G4539200
OG0002353	Roisl.0210s1436.1.p	Ag013G1364900
OG0002353	Roisl.0016s0265.1.p	Ag014G1798400
OG0002354	Roisl.0210s1406.1.p	Ag013G1372100
OG0002354	Roisl.0016s0247.1.p	Ag014G1796200
OG0002355	Roisl.0210s1404.1.p, Roisl.0210s1405.1.p	Ag013G1372200
OG0002356	Roisl.0210s1366.1.p	Ag013G1382800
OG0002357	Roisl.0210s1292.1.p	Ag013G1401700
OG0002357	Roisl.0030s0136.1.p	Ag022G2740100
OG0002358	Roisl.0016s0141.1.p	Ag014G1777500
OG0002358	Roisl.0210s1256.1.p	Ag013G1410700
OG0002359	Roisl.0210s1236.1.p	Ag013G1416700
OG0002359	Roisl.0016s0111.1.p	Ag014G1774200
OG0002360	Roisl.0015s0089.1.p	Ag013G1478000
OG0002361	Roisl.0046s0186.1.p	Ag004G0538500
OG0002361	Roisl.0210s0807.1.p	Ag013G1515000
OG0002362	Roisl.0024s0373.1.p	Ag004G0447100
OG0002362	Roisl.0210s0705.1.p	Ag013G1535900
OG0002363	Roisl.0024s0244.1.p	Ag004G0465200
OG0002364	Roisl.0210s2025.1.p	Ag004G0516800
OG0002364	Roisl.0210s0600.1.p	Ag013G1553600
OG0002365	Roisl.0210s0539.1.p, Roisl.0210s0535.1.p	Ag013G1562800
OG0002366	Roisl.0082s0385.1.p	Ag013G1571200
OG0002367	Roisl.0209s0524.1.p, Roisl.0082s0710.1.p	Ag013G1615200, Ag013G1615100
OG0002368	Roisl.0091s0767.1.p	Ag034G3709300
OG0002368	Roisl.0028s0631.1.p	Ag013G1662000, Ag013G1662200
OG0002369	Roisl.0012s0145.1.p	Ag013G1681700
OG0002369	Roisl.0210s0359.1.p	Ag034G3695900
OG0002370	Roisl.0012s0197.1.p	Ag013G1684300
OG0002370	Roisl.0210s0350.1.p	Ag034G3695100
OG0002371	Roisl.0012s0244.1.p	Ag013G1689100
OG0002372	Roisl.0022s0219.1.p, Roisl.0022s0216.1.p	Ag013G1700200, Ag013G1700000
OG0002373	Roisl.0214s0638.1.p	Ag013G1731800, Ag034G3676500
OG0002375	Roisl.0011s0258.1.p, Roisl.0011s0262.1.p	Ag062G5063900
OG0002376	Roisl.0080s0154.1.p	Ag004G0504700
OG0002377	Roisl.0210s1834.1.p	Ag004G0582200
OG0002378	Roisl.0037s0027.1.p, Roisl.0210s1885.1.p	Ag004G0590700
OG0002379	Roisl.0209s0389.1.p, Roisl.0080s0370.1.p	Ag004G0651100
OG0002380	Roisl.0003s0163.1.p	Ag011G1251800
OG0002380	Roisl.0080s0596.1.p	Ag004G0699500
OG0002381	Roisl.0080s0793.1.p, Roisl.0022s0334.1.p	Ag004G0741300
OG0002382	Roisl.0080s0877.1.p, Roisl.0022s0386.1.p	Ag004G0757500
OG0002383	Roisl.0022s0405.1.p	Ag010G1009600
OG0002383	Roisl.0052s0049.1.p	Ag004G0780400
OG0002385	Roisl.0074s0870.1.p	Ag022G2701100, Ag014G1933400
OG0002386	Roisl.0074s0959.1.p	Ag014G1914800, Ag014G1914900
OG0002386	Roisl.0030s0191.1.p	Ag022G2728900
OG0002387	Roisl.0030s0135.1.p	Ag022G2740200, Ag015G2239000
OG0002388	Roisl.0066s0304.1.p, Roisl.0209s0261.1.p, Roisl.0009s0062.1.p	Ag075G5302400
OG0002388	Roisl.0050s0077.1.p	Ag024G2864000
OG0002389	Roisl.0007s0465.1.p	Ag034G3905200
OG0002389	Roisl.0115s0224.1.p	Ag048G4593300
OG0002390	Roisl.0004s0138.1.p	Ag048G4633600
OG0002391	Roisl.0049s0068.1.p	Ag034G4007100
OG0002392	Roisl.0004s0264.1.p	Ag048G4672800
OG0002392	Roisl.0007s0080.1.p	Ag034G3983300
OG0002393	Roisl.0066s0185.1.p	Ag040G4340900
OG0002394	Roisl.0001s0233.1.p	Ag011G1107100
OG0002394	Roisl.0066s0129.1.p	Ag040G4352700
OG0002395	Roisl.0074s0694.1.p	Ag014G1959900
OG0002395	Roisl.0021s0494.1.p	Ag032G3423800
OG0002396	Roisl.0074s0608.1.p	Ag014G1973700
OG0002396	Roisl.0006s0520.1.p	Ag032G3442100
OG0002397	Roisl.0074s0579.1.p	Ag014G1977900
OG0002397	Roisl.0006s0499.1.p	Ag032G3446800
OG0002398	Roisl.0074s0464.1.p	Ag014G2004200
OG0002399	Roisl.0065s0015.1.p	Ag044G4491600, Ag052G4862700, Ag031G3407200
OG0002399	Roisl.0001s0055.1.p	Ag032G3471500
OG0002401	Roisl.0028s1054.1.p	Ag054G4883200
OG0002401	Roisl.0046s1247.1.p	Ag031G3411600
OG0002402	Roisl.0082s0030.1.p	Ag007G0868100
OG0002403	Roisl.0058s0069.1.p	Ag076G5314800, Ag007G0869700
OG0002403	Roisl.0053s0174.1.p	Ag029G3102000
OG0002404	Roisl.0075s0059.1.p	Ag007G0884300, Ag034G4023200
OG0002405	Roisl.0075s0126.1.p	Ag007G0890000
OG0002406	Roisl.0002s0261.1.p, Roisl.0002s0263.1.p	Ag007G0905200
OG0002407	Roisl.0002s0233.1.p	Ag007G0911200
OG0002407	Roisl.0115s0595.1.p	Ag027G3037600
OG0002408	Roisl.0007s0341.1.p	Ag034G3934400
OG0002408	Roisl.0019s0158.1.p	Ag078G5340600
OG0002409	Roisl.0019s0109.1.p	Ag078G5355600
OG0002410	Roisl.0004s0473.1.p	Ag078G5379300
OG0002411	Roisl.0007s0258.1.p	Ag034G3950600
OG0002411	Roisl.0004s0457.1.p	Ag078G5382700
OG0002412	Roisl.0007s0240.1.p	Ag034G3957000
OG0002412	Roisl.0004s0423.1.p	Ag078G5393200
OG0002413	Roisl.0019s0699.1.p, Roisl.0209s0297.1.p	Ag056G4934000
OG0002414	Roisl.0019s0688.1.p	Ag056G4936000
OG0002415	Roisl.0191s0400.1.p, Roisl.0019s0684.1.p	Ag056G4937300
OG0002416	Roisl.0019s0682.1.p	Ag056G4937400
OG0002416	Roisl.0191s0401.1.p	Ag010G0989400
OG0002417	Roisl.0019s0604.1.p	Ag056G4948600
OG0002418	Roisl.0019s0610.1.p	Ag056G4949500
OG0002419	Roisl.0214s0450.1.p	Ag088G5437600
OG0002420	Roisl.0009s0096.1.p, Roisl.0010s0188.1.p	Ag063G5075000, Ag002G0115900
OG0002421	Roisl.0091s1208.1.p	Ag034G3767300, Ag031G3302400, Ag063G5087600
OG0002421	Roisl.0008s0031.1.p	Ag002G0268700
OG0002422	Roisl.0025s0031.1.p, Roisl.0009s0220.1.p	Ag071G5247800
OG0002423	Roisl.0011s0464.1.p	Ag012G1319400
OG0002425	Roisl.0005s0237.1.p	Ag006G0807000, Ag058G4976200
OG0002425	Roisl.0091s0466.1.p	Ag050G4770400
OG0002426	Roisl.0005s0310.1.p	Ag006G0831200
OG0002427	Roisl.0028s0791.1.p	Ag001G0011100, Ag001G0011400, Ag019G2525900
OG0002428	Roisl.0005s0021.1.p	Ag034G3989500, Ag016G2332700, Ag001G0026800, Ag039G4292800, Ag016G2332800, Ag016G2332900
OG0002429	Roisl.0091s0599.1.p	Ag050G4797500
OG0002429	Roisl.0005s0039.1.p	Ag016G2329300, Ag037G4125500
OG0002430	Roisl.0213s0571.1.p	Ag021G2617800
OG0002430	Roisl.0008s0144.1.p	Ag033G3490300, Ag077G5319900
OG0002431	Roisl.0115s0672.1.p	Ag011G1043300
OG0002431	Roisl.0039s0085.1.p	Ag011G1088000, Ag044G4474100, Ag016G2314100, Ag031G3225400, Ag002G0203800, Ag014G1838300
OG0002432	Roisl.0091s0039.1.p	Ag033G3511600
OG0002432	Roisl.0213s0516.1.p	Ag021G2628000, Ag030G3126700
OG0002433	Roisl.0091s0001.1.p	Ag033G3516600, Ag033G3635700
OG0002434	Roisl.0209s0241.1.p	Ag030G3136600
OG0002434	Roisl.0091s0064.1.p	Ag033G3518100
OG0002435	Roisl.0082s0159.1.p	Ag066G5131500
OG0002435	Roisl.0091s0079.1.p	Ag033G3522700
OG0002436	Roisl.0082s0168.1.p	Ag066G5135000
OG0002436	Roisl.0091s0092.1.p	Ag033G3526800
OG0002437	Roisl.0012s0340.1.p	Ag016G2341000
OG0002437	Roisl.0091s0304.1.p	Ag033G3567900
OG0002438	Roisl.0091s0242.1.p	Ag033G3591700
OG0002438	Roisl.0091s0244.1.p	Ag033G3591600, Ag033G3591300
OG0002440	Roisl.0082s0300.1.p	Ag016G2376100
OG0002440	Roisl.0091s0218.1.p	Ag033G3600700
OG0002441	Roisl.0091s0178.1.p	Ag033G3612700
OG0002441	Roisl.0091s0177.1.p	Ag019G2511200, Ag033G3612800
OG0002442	Roisl.0091s0165.1.p, Roisl.0091s0166.1.p	Ag033G3614500
OG0002443	Roisl.0027s0112.1.p, Roisl.0018s0495.1.p	Ag031G3168100
OG0002444	Roisl.0030s0103.1.p	Ag031G3183000, Ag031G3182900
OG0002445	Roisl.0214s0555.1.p, Roisl.0214s0540.1.p, Roisl.0214s0544.1.p	Ag031G3205400, Ag002G0221800
OG0002446	Roisl.0018s0233.1.p	Ag031G3211900
OG0002446	Roisl.0035s0171.1.p	Ag003G0314800
OG0002447	Roisl.0028s0237.1.p, Roisl.0028s0232.1.p	Ag003G0357900
OG0002447	Roisl.0018s0073.1.p	Ag031G3237400
OG0002448	Roisl.0204s0135.1.p	Ag025G2925800, Ag025G2926300, Ag031G3267600
OG0002449	Roisl.0026s0101.1.p	Ag031G3287200
OG0002450	Roisl.0028s0441.1.p	Ag003G0402100
OG0002450	Roisl.0026s0154.1.p	Ag031G3296300
OG0002451	Roisl.0028s0488.1.p	Ag003G0414200
OG0002451	Roisl.0026s0187.1.p	Ag031G3305000
OG0002452	Roisl.0026s0195.1.p	Ag031G3306400, Ag031G3306500
OG0002453	Roisl.0046s1405.1.p	Ag031G3373500
OG0002453	Roisl.0017s0236.1.p	Ag039G4271300
OG0002454	Roisl.0046s1309.1.p	Ag031G3392600
OG0002454	Roisl.0017s0045.1.p	Ag039G4322800
OG0002455	Roisl.0046s1307.1.p	Ag031G3392800
OG0002456	Roisl.0046s1227.1.p	Ag031G3417000
OG0002457	Roisl.0001s0235.1.p	Ag011G1106700
OG0002457	Roisl.0066s0119.1.p	Ag042G4378100, Ag086G5421500
OG0002458	Roisl.0066s0070.1.p	Ag042G4388800
OG0002458	Roisl.0001s0279.1.p	Ag011G1097100
