Orthogroup	Rorippa_islandica	Camelina_sativa
OG0001070	Roisl.0012s0298.1.p	XP_019097244.1, XP_010481693.1
OG0001070	Roisl.0012s0309.1.p	XP_010441862.1
OG0001070	Roisl.0012s0311.1.p	XP_019097491.1
OG0001072	Roisl.0213s0632.1.p	XP_010501712.1, XP_019091419.1, XP_019091665.1, XP_010496912.1, XP_010460983.1, XP_010478907.1, XP_010478906.1, XP_010478905.1, XP_010501713.1, XP_010424358.1, XP_010493922.1, XP_010495523.2, XP_010497128.1, XP_010424357.1, XP_010456717.1
OG0001073	Roisl.0044s0052.1.p	XP_019089484.1, XP_019086577.1
OG0001076	Roisl.0210s1524.1.p	XP_019090399.1, XP_010495270.1, XP_010424159.1
OG0001077	Roisl.0091s0498.1.p	XP_019086248.1
OG0001077	Roisl.0091s0496.1.p	XP_010439880.1, XP_010412987.2, XP_010439882.2
OG0001077	Roisl.0046s0025.1.p	XP_010450945.1, XP_010440924.1, XP_010435726.1
OG0001078	Roisl.0082s0361.1.p	XP_010455020.1, XP_019090609.1, XP_019089078.1
OG0001079	Roisl.0046s1437.1.p	XP_010515990.1, XP_010427161.1, XP_010504266.1
OG0001080	Roisl.0002s0152.1.p, Roisl.0002s0151.1.p	XP_010434409.1, XP_010434972.1, XP_010440299.1, XP_010440301.1, XP_010434973.1, XP_019089660.1
OG0001080	Roisl.0002s0153.1.p	XP_010434978.1
OG0001081	Roisl.0004s0336.1.p	XP_010416449.1, XP_010428584.1, XP_010471672.1
OG0001081	Roisl.0007s0150.1.p	XP_010498406.1, XP_010477209.1, XP_019091345.1
OG0001082	Roisl.0209s0463.1.p	XP_010460760.1, XP_010478357.1
OG0001082	Roisl.0209s0472.1.p	XP_010515066.1, XP_010426205.1, XP_010503363.1
OG0001085	Roisl.0053s0231.1.p	XP_010488556.2, XP_019085305.1, XP_019092801.1
OG0001085	Roisl.0058s0015.1.p	XP_010435287.1, XP_010440602.1, XP_010450229.1
OG0001086	Roisl.0075s0105.1.p	XP_010435212.1, XP_010450146.1, XP_010450125.1
OG0001086	Roisl.0053s0300.1.p	XP_010512939.1, XP_010466740.1, XP_010488460.1
OG0001087	Roisl.0074s0272.1.p	XP_010487538.1, XP_010504613.1, XP_010465696.1
OG0001088	Roisl.0046s0498.1.p	XP_019085108.1
OG0001088	Roisl.0046s0495.1.p, Roisl.0046s0496.1.p	XP_019085107.1, XP_019093033.1, XP_010417075.2, XP_019085103.1, XP_019093864.1
OG0001089	Roisl.0009s0258.1.p	XP_010450752.1, XP_010441108.1, XP_010435966.1
OG0001089	Roisl.0025s0091.1.p	XP_010502856.1, XP_010425638.1, XP_010514564.1, XP_010430850.2
OG0001090	Roisl.0011s0467.1.p	XP_010425410.1, XP_019101816.1, XP_010502627.1, XP_010425409.1, XP_010514350.1, XP_010502630.1, XP_010425411.1, XP_010514353.2, XP_010425405.1, XP_010502632.1, XP_010514347.1
OG0001091	Roisl.0191s0285.1.p, Roisl.0191s0284.1.p	XP_010477765.1
OG0001091	Roisl.0019s0541.1.p	XP_010470995.1
OG0001092	Roisl.0005s0359.1.p	XP_010494626.1, XP_010495706.1
OG0001094	Roisl.0074s0378.1.p	XP_010487409.1, XP_010465552.1, XP_010503362.1, XP_010465551.1, XP_010487408.1
OG0001094	Roisl.0006s0317.1.p	XP_010500869.1, XP_010462105.1, XP_010479774.1
OG0001095	Roisl.0091s0505.1.p	XP_010439890.1, XP_019082301.1
OG0001095	Roisl.0091s0504.1.p	XP_010412989.1, XP_019088219.1
OG0001096	Roisl.0021s0001.1.p	XP_010458260.1, XP_010475804.1, XP_010490215.1
OG0001096	Roisl.0214s0832.1.p	XP_010511351.1, XP_010470318.1
OG0001097	Roisl.0018s0046.1.p	XP_010469342.1, XP_019101694.1, XP_010413712.1, XP_010469343.1, XP_010512183.1, XP_019093802.1
OG0001098	Roisl.0017s0061.1.p	XP_010509364.1, XP_010516981.1, XP_010505299.1
OG0001098	Roisl.0046s1323.1.p	XP_010515836.1, XP_010504108.1, XP_010426996.1
OG0001099	Roisl.0053s0241.1.p, Roisl.0053s0240.1.p	XP_010490110.2, XP_010466843.1, XP_010513421.1
OG0001099	Roisl.0053s0218.1.p	XP_010513600.1, XP_010466870.1, XP_010488565.1
OG0001102	Roisl.0082s0225.1.p	XP_010432328.1, XP_010455777.1, XP_019089378.1, XP_010422297.1
OG0001102	Roisl.0082s0224.1.p	XP_010422298.1, XP_010455776.1, XP_010432317.1
OG0001103	Roisl.0046s0331.1.p	XP_010421531.1, XP_010455024.1, XP_010493927.1
OG0001103	Roisl.0039s0119.1.p	XP_010486058.1, XP_010464137.1, XP_010432712.1
OG0001104	Roisl.0039s0033.1.p	XP_010464020.1, XP_019096696.1, XP_010464019.1, XP_010423468.1, XP_010485912.1
OG0001104	Roisl.0039s0015.1.p	XP_010485885.1, XP_010420622.1
OG0001105	Roisl.0079s0044.1.p	XP_010464239.1, XP_010486178.1, XP_010442460.1
OG0001105	Roisl.0079s0045.1.p	XP_010464244.1, XP_010486179.1, XP_019100327.1, XP_010464240.1
OG0001106	Roisl.0074s0969.1.p, Roisl.0074s0967.1.p	XP_010464721.1, XP_010484887.1, XP_010486661.1, XP_010464724.1, XP_010486659.1, XP_010484822.1
OG0001107	Roisl.0013s0059.1.p	XP_010500433.1, XP_010461727.1, XP_010479318.1
OG0001107	Roisl.0074s0071.1.p	XP_010489916.1, XP_010507028.1, XP_010465970.1
OG0001108	Roisl.0214s0741.1.p, Roisl.0021s0240.1.p	XP_010494163.1
OG0001109	Roisl.0007s0645.1.p	XP_010476562.1, XP_010476563.1, XP_010496606.1, XP_019091395.1, XP_010496599.1, XP_010459003.1
OG0001110	Roisl.0007s0068.1.p	XP_010498458.1, XP_010459707.2, XP_019095417.1, XP_019091151.1, XP_019094851.1, XP_019098344.1
OG0001111	Roisl.0013s0117.1.p	XP_010461648.1, XP_010500356.1, XP_010479252.1
OG0001111	Roisl.0074s0185.1.p	XP_010505557.1, XP_010465805.1, XP_010487644.1
OG0001112	Roisl.0091s0625.1.p	XP_010434708.1, XP_010440047.1
OG0001112	Roisl.0001s0208.1.p	XP_010446870.1, XP_019086864.1
OG0001115	Roisl.0005s0327.1.p	XP_019095848.1, XP_019097716.1, XP_019095564.1, XP_010441761.1
OG0001116	Roisl.0184s0084.1.p	XP_010442994.1
OG0001116	Roisl.0184s0115.1.p	XP_010482799.1, XP_010442965.1
OG0001120	Roisl.0017s0426.1.p	XP_019093223.1, XP_010414021.1, XP_019101358.1
OG0001120	Roisl.0017s0427.1.p	XP_010510075.1, XP_019093820.1, XP_010414022.1
OG0001121	Roisl.0210s1037.1.p, Roisl.0210s1038.1.p	XP_010492095.1, XP_010419921.1, XP_010453416.1, XP_010492093.1, XP_010419920.1, XP_010453415.1
OG0001122	Roisl.0024s0454.1.p	XP_019087950.1, XP_010463405.1
OG0001122	Roisl.0210s0771.1.p	XP_010491726.1, XP_019089840.1
OG0001123	Roisl.0210s0762.1.p	XP_010453069.1, XP_010491713.1, XP_010422840.1
OG0001123	Roisl.0024s0436.1.p	XP_010484367.1, XP_010444527.1, XP_010497733.2, XP_010463089.1
OG0001124	Roisl.0082s0705.1.p, Roisl.0082s0709.1.p, Roisl.0082s0706.1.p	XP_010414418.1, XP_010469982.1, XP_010469980.1, XP_019082569.1, XP_010414430.1, XP_010473984.2, XP_010510528.1
OG0001125	Roisl.0028s0688.1.p	XP_010469519.1, XP_010469520.1, XP_019101338.1, XP_010413919.1, XP_010509934.1, XP_010413918.1, XP_010473869.1
OG0001126	Roisl.0013s0211.1.p	XP_010479148.1, XP_010500267.1, XP_010461541.1
OG0001127	Roisl.0213s0131.1.p	XP_010478242.1, XP_010499397.1, XP_010460659.1
OG0001127	Roisl.0213s0132.1.p	XP_010478243.2
OG0001128	Roisl.0019s0728.1.p	XP_010470775.1, XP_010415446.1, XP_010511819.1
OG0001128	Roisl.0079s0295.1.p	XP_010472353.2
OG0001128	Roisl.0050s0093.1.p	XP_019092167.1
OG0001129	Roisl.0213s0429.1.p	XP_010480892.1, XP_019091502.1, XP_010499694.1
OG0001129	Roisl.0028s0983.1.p, Roisl.0028s0982.1.p	XP_010516745.1, XP_010412885.1, XP_010507561.1, XP_010513038.1
OG0001130	Roisl.0210s1674.1.p	XP_010493028.1, XP_010420761.1, XP_010454237.1
OG0001130	Roisl.0010s0077.1.p	XP_010418279.1, XP_010430356.1, XP_010473503.1
OG0001131	Roisl.0022s0350.1.p	XP_010433432.1, XP_010438689.1, XP_010448204.1
OG0001131	Roisl.0080s0817.1.p	XP_010449187.1, XP_010443127.1, XP_010482938.1
OG0001132	Roisl.0074s0960.1.p	XP_010464732.1, XP_010489752.1, XP_010485735.1
OG0001132	Roisl.0030s0182.1.p	XP_010423566.1, XP_010490968.1, XP_010452352.1
OG0001133	Roisl.0030s0104.1.p	XP_010490871.1, XP_010423661.1, XP_010452275.1
OG0001133	Roisl.0030s0106.1.p	XP_010456386.1, XP_010424789.1, XP_010495061.1
OG0001134	Roisl.0079s0341.1.p	XP_010486555.1, XP_010477098.1, XP_010464636.1
OG0001134	Roisl.0030s0049.1.p	XP_010452201.1, XP_019084555.1, XP_010490798.1
OG0001135	Roisl.0034s0097.1.p	XP_010452021.1, XP_010490603.1
OG0001135	Roisl.0034s0096.1.p	XP_010424822.1
OG0001135	Roisl.0034s0095.1.p	XP_019089812.1, XP_010424823.1
OG0001136	Roisl.0009s0033.1.p	XP_010441350.1, XP_010436127.1, XP_010447957.1
OG0001136	Roisl.0074s0674.1.p	XP_010465138.1
OG0001137	Roisl.0115s0144.1.p	XP_010429881.1, XP_010417648.1, XP_010472850.1
OG0001138	Roisl.0115s0167.1.p	XP_010474500.1
OG0001138	Roisl.0115s0201.1.p	XP_010417546.1, XP_010472770.1
OG0001138	Roisl.0115s0166.1.p, Roisl.0115s0165.1.p	XP_010429854.1, XP_010472817.1
OG0001139	Roisl.0007s0444.1.p	XP_010498020.1, XP_010476824.1, XP_010459243.1
OG0001140	Roisl.0004s0224.1.p	XP_010416589.1, XP_010471823.1, XP_010428729.1
OG0001140	Roisl.0004s0225.1.p	XP_010428728.1, XP_010471819.1, XP_010416584.1
OG0001141	Roisl.0011s0115.1.p	XP_010513966.1, XP_010495967.1, XP_010502224.1
OG0001141	Roisl.0007s0683.1.p	XP_019098995.1, XP_010476515.1, XP_019090749.1
OG0001142	Roisl.0191s0151.1.p	XP_010498819.1, XP_010460095.1, XP_010477602.1
OG0001142	Roisl.0019s0447.1.p	XP_010415770.1, XP_010427874.1, XP_010471084.1
OG0001143	Roisl.0007s0175.1.p	XP_010459627.1, XP_010477175.1, XP_010498378.1
OG0001143	Roisl.0004s0370.1.p	XP_010428538.1, XP_010471635.1, XP_010416397.1
OG0001144	Roisl.0021s0544.1.p	XP_010501160.1, XP_010480085.1, XP_010462402.1, XP_010501165.1, XP_010480087.1
OG0001144	Roisl.0074s0646.1.p	XP_010500569.1
OG0001145	Roisl.0019s0160.1.p	XP_010416115.1, XP_010428234.1, XP_010471382.1
OG0001145	Roisl.0007s0342.1.p	XP_010459403.1, XP_010498162.1, XP_010476951.1
OG0001146	Roisl.0214s0470.1.p	XP_010415583.1, XP_010415562.1, XP_010489021.1, XP_010467801.1
OG0001146	Roisl.0022s0529.1.p	XP_010433214.1, XP_010447974.1, XP_010438448.1
OG0001148	Roisl.0185s0076.1.p	XP_010503010.1, XP_010514683.1, XP_010425778.1
OG0001148	Roisl.0213s0822.1.p	XP_019086335.1, XP_010445624.1, XP_010496568.1
OG0001149	Roisl.0091s0515.1.p	XP_010449503.1, XP_010439903.1, XP_010434578.1
OG0001149	Roisl.0005s0171.1.p	XP_010441580.1
OG0001150	Roisl.0018s0286.1.p	XP_010418586.1, XP_010469106.1, XP_010512520.1
OG0001150	Roisl.0035s0118.1.p	XP_010518301.1, XP_010506631.1, XP_010508039.1, XP_010497474.1
OG0001151	Roisl.0028s0074.1.p	XP_010518124.1, XP_010508210.1, XP_010506448.1
OG0001151	Roisl.0018s0177.1.p	XP_010512387.1, XP_010469165.1, XP_010413542.1
OG0001152	Roisl.0018s0068.1.p, Roisl.0028s0263.1.p	XP_019101702.1, XP_019082949.1, XP_019082361.1, XP_019100597.1, XP_010469305.2
OG0001153	Roisl.0046s1636.1.p	XP_010516237.1, XP_010504531.1, XP_010431397.1
OG0001153	Roisl.0028s0579.1.p	XP_010508846.1, XP_010517493.1, XP_010505802.1
OG0001154	Roisl.0082s0120.1.p	XP_010472158.1, XP_010429083.1, XP_010416918.1
OG0001154	Roisl.0115s0674.1.p, Roisl.0115s0664.1.p	XP_010446458.1, XP_010431891.1, XP_010437036.1
OG0001155	Roisl.0087s0022.1.p	XP_010445875.1
OG0001156	Roisl.0046s0458.1.p	XP_010455165.1, XP_010494076.1, XP_010421674.1
OG0001157	Roisl.0035s0064.1.p	XP_019082431.1, XP_010507976.1
OG0001157	Roisl.0035s0065.1.p	XP_010507977.1
OG0001157	Roisl.0188s0075.1.p	XP_010512820.1
OG0001158	Roisl.0209s0380.1.p	XP_010426116.1
OG0001158	Roisl.0209s0354.1.p	XP_019085508.1, XP_010503265.1, XP_010514976.1
OG0001158	Roisl.0209s0379.1.p	XP_010426118.1
OG0001159	Roisl.0005s0091.1.p	XP_010513592.1, XP_010481389.1
OG0001159	Roisl.0005s0090.1.p	XP_010494903.1, XP_010481388.1, XP_010494904.1
OG0001160	Roisl.0210s1527.1.p	XP_010492820.1, XP_010454044.1
OG0001160	Roisl.0016s0334.1.p	XP_010463863.1, XP_010485760.1, XP_010516062.1
OG0001161	Roisl.0021s0440.1.p, Roisl.0016s0353.1.p	XP_010518444.1, XP_010485781.1, XP_010463885.1
OG0001162	Roisl.0021s0314.1.p	XP_010458650.1, XP_010493951.1, XP_010476187.1
OG0001162	Roisl.0010s0051.1.p	XP_010418267.1, XP_010430328.1, XP_010473488.1
OG0001163	Roisl.0007s0726.1.p	XP_010476528.1, XP_010458912.1, XP_010476471.1
OG0001164	Roisl.0004s0133.1.p	XP_010416721.1, XP_010428849.1, XP_010471961.1
OG0001164	Roisl.0191s0018.1.p	XP_010477441.1, XP_010459915.1, XP_010498650.1
OG0001165	Roisl.0053s0223.1.p	XP_010507250.1, XP_019090979.1
OG0001166	Roisl.0074s0103.1.p	XP_019102511.1, XP_019096174.1, XP_010506674.1, XP_010497756.1, XP_019092021.1
OG0001166	Roisl.0013s0076.1.p	XP_010479305.1, XP_010500416.1, XP_010461704.1
OG0001167	Roisl.0082s0035.1.p	XP_010435334.1, XP_010450255.1
OG0001167	Roisl.0082s0036.1.p	XP_010435337.1, XP_010440630.1, XP_010450045.1, XP_010450253.1
OG0001168	Roisl.0001s0070.1.p	XP_010447048.1, XP_010432389.1
OG0001169	Roisl.0008s0281.1.p	XP_010437764.1, XP_010432564.1, XP_010447243.1
OG0001169	Roisl.0066s0440.1.p	XP_010488867.1, XP_010467203.1
OG0001170	Roisl.0030s0021.1.p	XP_010490773.1, XP_010423780.1, XP_010452166.1
OG0001170	Roisl.0213s0626.1.p	XP_010435535.1, XP_010455509.1, XP_010422048.1
OG0001171	Roisl.0046s0015.1.p	XP_019088066.1, XP_010450932.1, XP_010435730.1
OG0001171	Roisl.0003s0015.1.p	XP_010433032.1, XP_010438224.1, XP_010447774.1
OG0001174	Roisl.0213s0528.1.p	XP_010434020.1, XP_010422148.1, XP_010455611.1
OG0001174	Roisl.0091s0029.1.p	XP_010439264.1
OG0001175	Roisl.0210s1276.1.p	XP_010420253.1, XP_010453727.1, XP_010492428.1
OG0001175	Roisl.0016s0157.1.p	XP_010470619.1, XP_010463632.1, XP_010485469.1
OG0001176	Roisl.0016s0151.1.p	XP_010485466.1, XP_010463624.1, XP_010464948.1
OG0001176	Roisl.0210s1270.1.p	XP_010420248.1, XP_010453715.1, XP_010492420.1
OG0001177	Roisl.0210s0942.1.p	XP_010491975.1, XP_010419806.1
OG0001177	Roisl.0210s1653.1.p	XP_010420737.1, XP_010454209.1, XP_010492994.1
OG0001178	Roisl.0210s0708.1.p	XP_010491641.1, XP_019097624.1, XP_010422916.1, XP_010453009.1
OG0001178	Roisl.0024s0374.1.p	XP_010484283.1, XP_010462651.1, XP_010444441.1
OG0001179	Roisl.0024s0339.1.p	XP_010484240.1, XP_010461972.1, XP_010444392.1
OG0001179	Roisl.0210s0681.1.p	XP_010491608.1, XP_010422953.1
OG0001180	Roisl.0017s0475.1.p, Roisl.0017s0476.1.p, Roisl.0017s0478.1.p	XP_010513044.1, XP_010513148.1, XP_010510160.1, XP_010473913.1, XP_019082537.1, XP_010473914.1
OG0001182	Roisl.0214s0272.1.p	XP_010442090.1, XP_010481918.1, XP_010494265.1
OG0001182	Roisl.0004s0349.1.p	XP_010416433.1, XP_010428570.1, XP_010471658.1
OG0001183	Roisl.0028s0830.1.p	XP_019093481.1, XP_010413763.1, XP_019101321.1
OG0001183	Roisl.0213s0187.1.p	XP_010460714.1, XP_019094469.1, XP_019099266.1
OG0001184	Roisl.0028s0978.1.p	XP_010509592.1, XP_010505067.1, XP_010516737.1
OG0001184	Roisl.0213s0468.1.p	XP_010461012.1, XP_010478610.1, XP_019099334.1
OG0001185	Roisl.0024s0479.1.p	XP_010484425.1, XP_010463583.1, XP_010444599.1
OG0001185	Roisl.0046s0907.1.p	XP_010426494.1, XP_010515330.1, XP_010503635.1
OG0001186	Roisl.0210s2031.1.p	XP_010454652.1, XP_010421173.1, XP_010493487.1
OG0001186	Roisl.0046s0794.1.p	XP_010503515.1, XP_010426372.1
OG0001187	Roisl.0028s0325.1.p	XP_010465720.1, XP_019092520.1, XP_010480223.1, XP_010414965.1, XP_010504801.1
OG0001188	Roisl.0023s0083.1.p	XP_010419340.1, XP_010431623.1
OG0001188	Roisl.0204s0159.1.p	XP_010463563.1, XP_019096312.1, XP_010417149.1, XP_010489641.1
OG0001189	Roisl.0210s1677.1.p	XP_010420764.1, XP_010454240.1, XP_010493033.1, XP_010424026.2
OG0001189	Roisl.0019s0851.1.p	XP_010470630.1, XP_010511646.1
OG0001190	Roisl.0022s0419.1.p	XP_010438593.1, XP_010448111.1, XP_010433349.1
OG0001190	Roisl.0052s0037.1.p	XP_010442984.1, XP_010482818.1
OG0001191	Roisl.0052s0043.1.p	XP_010442991.1, XP_010482824.1, XP_010446534.1
OG0001192	Roisl.0004s0277.1.p	XP_010416527.1, XP_010471765.1, XP_010428667.1
OG0001192	Roisl.0191s0010.1.p, Roisl.0007s0093.1.p, Roisl.0191s0030.1.p	XP_010459724.1, XP_010498473.1, XP_010480557.1
OG0001193	Roisl.0007s0782.1.p	XP_010480123.1, XP_010480124.1, XP_010480175.1, XP_010462480.1, XP_010501245.1
OG0001193	Roisl.0074s0722.1.p	XP_010499575.1, XP_010465064.1
OG0001194	Roisl.0004s0428.1.p	XP_010416326.1, XP_010428462.1, XP_010471562.1
OG0001194	Roisl.0007s0223.1.p	XP_010477089.1, XP_010498294.1, XP_010459534.1
OG0001195	Roisl.0011s0565.1.p	XP_010502775.1, XP_010514479.1
OG0001195	Roisl.0213s0725.1.p	XP_010412501.1, XP_010488741.1, XP_010467054.1
OG0001196	Roisl.0210s1623.1.p	XP_019097518.1
OG0001196	Roisl.0009s0136.1.p	XP_010450580.1, XP_010436031.1, XP_019088661.1
OG0001198	Roisl.0019s0306.1.p	XP_010474267.1, XP_010427904.1, XP_010428071.1, XP_010428065.1, XP_010428063.1, XP_010471231.1, XP_010415937.1, XP_010415938.1, XP_010428073.1
OG0001199	Roisl.0091s0542.1.p	XP_010439933.1, XP_010434610.1, XP_010449548.1
OG0001199	Roisl.0005s0112.1.p	XP_010441547.1, XP_010494860.1
OG0001200	Roisl.0091s0592.1.p, Roisl.0091s0591.1.p, Roisl.0091s0590.1.p	XP_019089395.1, XP_010439998.1, XP_010440002.1, XP_019089121.1, XP_010439999.1, XP_010449613.1
OG0001200	Roisl.0091s0589.1.p	XP_010449610.1, XP_010434662.1, XP_010439997.1
OG0001201	Roisl.0091s0098.1.p	XP_010439357.1, XP_010448922.1, XP_010434069.1
OG0001201	Roisl.0022s0060.1.p	XP_010425450.1, XP_010485436.1, XP_010437677.1, XP_010463592.1
OG0001202	Roisl.0091s0668.1.p, Roisl.0091s0667.1.p	XP_010449721.1, XP_010440100.1
OG0001202	Roisl.0091s0670.1.p	XP_010434771.1, XP_010449719.1
OG0001203	Roisl.0046s1067.1.p	XP_010426661.1, XP_010503801.1, XP_010515507.1
OG0001203	Roisl.0024s0649.1.p	XP_010444816.1, XP_010484666.1, XP_010465701.1
OG0001204	Roisl.0018s0242.1.p	XP_010469049.1, XP_010512460.1, XP_010413437.1
OG0001204	Roisl.0035s0165.1.p	XP_010518225.1, XP_010508104.1, XP_010506561.1
OG0001205	Roisl.0028s0174.1.p	XP_010518008.1, XP_010508329.1, XP_010506329.1
OG0001205	Roisl.0018s0108.1.p	XP_010512291.1, XP_010413613.1, XP_010469245.1
OG0001206	Roisl.0018s0035.1.p	XP_010512152.1, XP_019100979.1, XP_019100978.1, XP_010413738.1
OG0001207	Roisl.0026s0075.1.p	XP_010504763.1, XP_010427719.1
OG0001207	Roisl.0028s0377.1.p	XP_019100580.1, XP_010508583.1
OG0001208	Roisl.0028s0417.1.p	XP_010505999.1, XP_010517704.1, XP_010508635.1
OG0001208	Roisl.0026s0084.1.p	XP_010504741.1, XP_010516444.1, XP_010427701.1
OG0001209	Roisl.0028s0401.1.p	XP_010517731.1, XP_010506025.1, XP_010508608.1
OG0001210	Roisl.0017s0060.1.p	XP_010505298.1, XP_010509365.1, XP_010516980.1
OG0001210	Roisl.0046s1322.1.p	XP_010515835.1, XP_010504107.1
OG0001211	Roisl.0044s0096.1.p	XP_010447856.1, XP_010433099.1, XP_010438303.1
OG0001211	Roisl.0214s0374.1.p, Roisl.0214s0173.1.p	XP_010489135.1, XP_010495941.1, XP_010416733.1
OG0001212	Roisl.0017s0404.1.p	XP_019100735.1, XP_010505731.1
OG0001213	Roisl.0032s0092.1.p	XP_010485992.1, XP_010427488.1, XP_010485994.1, XP_010485993.1
OG0001214	Roisl.0079s0064.1.p	XP_010444475.1, XP_010486204.1, XP_010464262.1
OG0001214	Roisl.0198s0030.1.p	XP_010482206.1, XP_010442388.1, XP_010440413.1
OG0001215	Roisl.0079s0293.1.p	XP_010486501.1, XP_010464577.1
OG0001215	Roisl.0191s0481.1.p	XP_010424877.1, XP_010502109.1, XP_010502108.1, XP_010424871.1, XP_010513850.1
OG0001216	Roisl.0074s0049.1.p	XP_010487803.1, XP_010507165.1
OG0001216	Roisl.0013s0019.1.p	XP_010479363.1, XP_010461768.1, XP_010500472.1
OG0001217	Roisl.0022s0257.1.p, Roisl.0022s0256.1.p, Roisl.0022s0258.1.p	XP_010448335.1, XP_010438811.1, XP_010438812.1, XP_010433564.1, XP_010433563.1, XP_010448337.1, XP_010513411.2, XP_010474055.1
OG0001218	Roisl.0040s0084.1.p, Roisl.0040s0091.1.p	XP_019091269.1, XP_019094734.1, XP_019099355.1
OG0001218	Roisl.0020s0097.1.p, Roisl.0020s0101.1.p, Roisl.0020s0108.1.p, Roisl.0020s0096.1.p	XP_010437331.1, XP_019090384.1
OG0001219	Roisl.0210s0622.1.p	XP_010424576.1, XP_010452891.1, XP_019097682.1, XP_010491528.1, XP_010423026.1
OG0001220	Roisl.0022s0088.1.p	XP_010431338.1
OG0001220	Roisl.0003s0134.1.p	XP_010432896.1, XP_010447608.1, XP_010438070.1
OG0001221	Roisl.0064s0004.1.p	XP_010497126.2
OG0001222	Roisl.0066s0135.1.p	XP_010489427.1, XP_010413346.1, XP_010467587.1
OG0001222	Roisl.0001s0229.1.p	XP_010446825.1, XP_010437388.1, XP_010446837.1
OG0001223	Roisl.0191s0345.1.p	XP_010460279.1, XP_010499009.1, XP_010477830.1
OG0001223	Roisl.0003s0185.1.p	XP_010447536.1, XP_010438003.1, XP_019086665.1
OG0001224	Roisl.0214s0699.1.p, Roisl.0214s0707.1.p, Roisl.0214s0706.1.p	XP_010511053.1, XP_010470233.1
OG0001225	Roisl.0091s0071.1.p	XP_010436439.1, XP_010445205.1, XP_010439332.1, XP_010434046.1, XP_010439330.2, XP_010439331.1, XP_019086443.1, XP_010448886.1, XP_010434045.1, XP_010448883.1, XP_010448885.1, XP_010448884.1
OG0001231	Roisl.0016s0246.1.p	XP_010506498.1
OG0001231	Roisl.0210s1403.1.p	XP_010492635.1, XP_010453882.1, XP_010420412.1
OG0001232	Roisl.0210s1194.1.p	XP_010453620.1, XP_019083974.1, XP_010492311.1
OG0001232	Roisl.0004s0319.1.p	XP_010428611.1, XP_010471702.1, XP_010471701.1, XP_010416470.1
OG0001233	Roisl.0022s0370.1.p	XP_010433413.1, XP_010438664.1, XP_010448181.1
OG0001234	Roisl.0046s0184.1.p	XP_010454833.1, XP_010493756.1, XP_010421358.1
OG0001234	Roisl.0210s0799.1.p	XP_010453116.1, XP_010419638.1, XP_010491765.1
OG0001235	Roisl.0210s0610.1.p	XP_010491502.1, XP_010452870.1, XP_010423047.1
OG0001235	Roisl.0024s0248.1.p	XP_019093959.1, XP_010484121.1, XP_010444283.1
OG0001236	Roisl.0079s0157.1.p	XP_010486326.1, XP_010455618.1, XP_010464394.1
OG0001236	Roisl.0082s0386.1.p	XP_010430473.1, XP_010422527.1, XP_010455933.1
OG0001237	Roisl.0082s0711.1.p, Roisl.0209s0523.1.p	XP_010510518.1, XP_010469976.1
OG0001237	Roisl.0042s0058.1.p	XP_010423394.1, XP_010452516.1, XP_010423393.2, XP_010491151.1, XP_010452515.1
OG0001238	Roisl.0022s0055.1.p	XP_010494388.1, XP_010481794.1, XP_010441928.1
OG0001238	Roisl.0195s0033.1.p	XP_010482059.1, XP_010442231.1
OG0001240	Roisl.0091s0723.1.p	XP_010484275.1, XP_010484253.1, XP_010457541.1, XP_010475146.1
OG0001240	Roisl.0028s0653.1.p	XP_010413959.1, XP_010469561.1, XP_010509988.1
OG0001241	Roisl.0091s0724.1.p, Roisl.0091s0725.1.p	XP_010462562.1, XP_010475149.1, XP_010484287.1
OG0001241	Roisl.0028s0657.1.p	XP_010418672.1, XP_010509976.1, XP_010469553.1
OG0001242	Roisl.0213s0143.1.p, Roisl.0020s0061.1.p	XP_019094907.1
OG0001242	Roisl.0028s0807.1.p	XP_010460672.1, XP_010478257.1, XP_019097647.1
OG0001243	Roisl.0046s0455.1.p	XP_010494070.1, XP_010421668.1
OG0001243	Roisl.0046s0452.1.p, Roisl.0046s0450.1.p	XP_010494067.1
OG0001244	Roisl.0024s0503.1.p	XP_010444625.1, XP_010463874.1
OG0001244	Roisl.0046s0926.1.p	XP_010503655.1, XP_010426516.1, XP_010515353.1
OG0001245	Roisl.0024s0254.1.p	XP_019087689.1, XP_010460961.1, XP_010484129.1
OG0001245	Roisl.0024s0253.1.p	XP_019087998.1, XP_010484127.1
OG0001246	Roisl.0019s0833.1.p	XP_010415319.1, XP_019101597.1, XP_010470648.1
OG0001247	Roisl.0080s0074.1.p	XP_010444003.1, XP_010483859.1, XP_010457713.1
OG0001247	Roisl.0210s0474.1.p	XP_010491343.1, XP_010423217.1, XP_010452696.1
OG0001248	Roisl.0210s1866.1.p	XP_010493266.1, XP_010420996.1, XP_010454471.1
OG0001249	Roisl.0080s0456.1.p	XP_010443564.1, XP_010483437.1
OG0001249	Roisl.0210s0442.1.p	XP_010423258.1, XP_010452654.1, XP_010491305.1
OG0001250	Roisl.0008s0033.1.p	XP_010511289.1, XP_010480257.1, XP_010414992.1
OG0001251	Roisl.0022s0418.1.p	XP_010451160.1
OG0001251	Roisl.0052s0036.1.p	XP_019098768.1, XP_010442983.1, XP_010446409.1, XP_010482816.1
