Orthogroup	Rorippa_islandica	Cardamine_hirsuta
OG0000752	Roisl.0016s0144.1.p	CARHR076160
OG0000752	Roisl.0023s0033.1.p	CARHR239880, CARHR116410
OG0000753	Roisl.0022s0421.1.p	CARHR194700
OG0000753	Roisl.0210s1541.1.p	CARHR180380
OG0000753	Roisl.0210s1542.1.p	CARHR255090
OG0000756	Roisl.0082s0094.1.p	CARHR120560, CARHR035690, CARHR287260, CARHR105030, CARHR153620, CARHR114760, CARHR153520, CARHR183580, CARHR105890, CARHR219540, CARHR293040, CARHR151770, CARHR181130, CARHR152370, CARHR180820, CARHR218690, CARHR104260, CARHR218230, CARHR056770, CARHR217210, CARHR260270, CARHR219110, CARHR120890, CARHR153800, CARHR179620, CARHR055310
OG0000756	Roisl.0210s2140.1.p, Roisl.0013s0213.1.p, Roisl.0210s2118.1.p, Roisl.0040s0100.1.p, Roisl.0204s0004.1.p, Roisl.0066s0293.1.p, Roisl.0111s0032.1.p, Roisl.0041s0034.1.p, Roisl.0210s2217.1.p, Roisl.0111s0023.1.p, Roisl.0111s0020.1.p, Roisl.0053s0055.1.p, Roisl.0024s0034.1.p, Roisl.0200s0038.1.p, Roisl.0053s0238.1.p, Roisl.0012s0043.1.p, Roisl.0082s0074.1.p, Roisl.0194s0006.1.p, Roisl.0213s0704.1.p, Roisl.0071s0014.1.p, Roisl.0209s0507.1.p, Roisl.0029s0035.1.p, Roisl.0184s0166.1.p, Roisl.0082s0630.1.p, Roisl.0066s0320.1.p, Roisl.0082s0056.1.p, Roisl.0032s0013.1.p, Roisl.0209s0550.1.p, Roisl.0027s0146.1.p, Roisl.0013s0205.1.p, Roisl.0210s2116.1.p, Roisl.0038s0051.1.p, Roisl.0040s0061.1.p, Roisl.0179s0111.1.p, Roisl.0019s0058.1.p, Roisl.0213s0665.1.p, Roisl.0188s0140.1.p, Roisl.0066s0368.1.p	CARHR037110
OG0000761	Roisl.0185s0080.1.p	CARHR153870
OG0000761	Roisl.0046s0837.1.p, Roisl.0046s0836.1.p, Roisl.0046s0835.1.p	CARHR157970
OG0000762	Roisl.0016s0275.1.p	CARHR077420
OG0000762	Roisl.0210s1445.1.p	CARHR195730
OG0000763	Roisl.0210s1032.1.p	CARHR200050
OG0000763	Roisl.0210s1027.1.p	CARHR200090, CARHR200080
OG0000763	Roisl.0210s1029.1.p	CARHR200070
OG0000763	Roisl.0210s1031.1.p, Roisl.0210s1030.1.p	CARHR200060
OG0000763	Roisl.0210s1028.1.p	CARHR256530
OG0000764	Roisl.0046s0614.1.p	CARHR113440
OG0000764	Roisl.0210s0733.1.p	CARHR203120
OG0000764	Roisl.0001s0487.1.p	CARHR246900
OG0000766	Roisl.0210s1926.1.p	CARHR190930
OG0000766	Roisl.0027s0056.1.p	CARHR151390
OG0000767	Roisl.0210s0423.1.p	CARHR206280
OG0000767	Roisl.0210s0421.1.p, Roisl.0210s0422.1.p, Roisl.0179s0009.1.p	CARHR206290
OG0000767	Roisl.0210s0419.1.p	CARHR206310
OG0000767	Roisl.0210s0420.1.p	CARHR206300
OG0000770	Roisl.0004s0292.1.p	CARHR069560
OG0000770	Roisl.0007s0106.1.p	CARHR020750
OG0000770	Roisl.0115s0745.1.p	CARHR294240
OG0000771	Roisl.0024s0604.1.p	CARHR184510, CARHR281010
OG0000771	Roisl.0046s1013.1.p, Roisl.0046s1014.1.p	CARHR160230
OG0000772	Roisl.0024s0056.1.p	CARHR059020
OG0000772	Roisl.0046s0040.1.p	CARHR284420
OG0000773	Roisl.0209s0558.1.p, Roisl.0209s0557.1.p	CARHR186290, CARHR049440
OG0000773	Roisl.0016s0356.1.p	CARHR078290, CARHR078280
OG0000774	Roisl.0022s0288.1.p	CARHR233870, CARHR270200
OG0000775	Roisl.0007s0085.1.p	CARHR020960
OG0000775	Roisl.0007s0086.1.p	CARHR020940
OG0000776	Roisl.0007s0014.1.p, Roisl.0007s0015.1.p	CARHR021580
OG0000777	Roisl.0016s0086.1.p	CARHR075660
OG0000777	Roisl.0016s0087.1.p	CARHR075680
OG0000777	Roisl.0074s0676.1.p	CARHR026590, CARHR026580
OG0000781	Roisl.0082s0702.1.p	CARHR122410
OG0000781	Roisl.0082s0700.1.p	CARHR122400
OG0000781	Roisl.0082s0698.1.p, Roisl.0082s0699.1.p	CARHR122380, CARHR122390
OG0000782	Roisl.0075s0140.1.p, Roisl.0111s0011.1.p, Roisl.0209s0527.1.p	CARHR220190
OG0000782	Roisl.0053s0318.1.p	CARHR099630
OG0000782	Roisl.0091s0807.1.p	CARHR005000
OG0000783	Roisl.0012s0033.1.p, Roisl.0028s0701.1.p, Roisl.0028s0669.1.p	CARHR120790
OG0000784	Roisl.0028s0776.1.p	CARHR127820
OG0000784	Roisl.0028s0775.1.p	CARHR127780, CARHR127790, CARHR127800, CARHR024080, CARHR024060
OG0000784	Roisl.0028s0774.1.p	CARHR127810
OG0000784	Roisl.0213s0083.1.p	CARHR027720
OG0000785	Roisl.0210s1965.1.p	CARHR190510
OG0000785	Roisl.0210s1966.1.p	CARHR190520
OG0000786	Roisl.0210s1743.1.p	CARHR192670, CARHR229290
OG0000787	Roisl.0080s0622.1.p	CARHR270610
OG0000787	Roisl.0022s0273.1.p	CARHR233660
OG0000787	Roisl.0046s1256.1.p	CARHR162710
OG0000788	Roisl.0008s0271.1.p	CARHR241370
OG0000788	Roisl.0030s0197.1.p	CARHR208570
OG0000789	Roisl.0017s0107.1.p	CARHR131970
OG0000789	Roisl.0046s1352.1.p	CARHR163640
OG0000789	Roisl.0034s0146.1.p	CARHR210930
OG0000790	Roisl.0019s0762.1.p	CARHR060630
OG0000790	Roisl.0191s0465.1.p	CARHR026400, CARHR026410
OG0000791	Roisl.0007s0353.1.p	CARHR018380
OG0000792	Roisl.0006s0411.1.p, Roisl.0006s0409.1.p	CARHR041530, CARHR043700, CARHR219450, CARHR043710, CARHR044030
OG0000792	Roisl.0214s0589.1.p, Roisl.0214s0590.1.p	CARHR288800
OG0000793	Roisl.0074s0473.1.p	CARHR089880
OG0000793	Roisl.0006s0403.1.p	CARHR043540
OG0000793	Roisl.0028s0354.1.p	CARHR137740
OG0000794	Roisl.0025s0086.1.p	CARHR286770
OG0000794	Roisl.0025s0088.1.p	CARHR286750
OG0000794	Roisl.0025s0083.1.p	CARHR286780
OG0000795	Roisl.0188s0095.1.p	CARHR151920
OG0000796	Roisl.0011s0344.1.p	CARHR146710
OG0000796	Roisl.0021s0431.1.p	CARHR013700
OG0000796	Roisl.0191s0419.1.p	CARHR025970
OG0000797	Roisl.0209s0407.1.p	CARHR155650
OG0000797	Roisl.0209s0412.1.p	CARHR155670
OG0000798	Roisl.0091s0636.1.p	CARHR223630
OG0000798	Roisl.0091s0637.1.p	CARHR255620
OG0000799	Roisl.0006s0244.1.p	CARHR042010
OG0000799	Roisl.0006s0243.1.p, Roisl.0006s0242.1.p	CARHR042000
OG0000799	Roisl.0006s0241.1.p	CARHR041990
OG0000800	Roisl.0049s0006.1.p	CARHR102380
OG0000800	Roisl.0049s0009.1.p, Roisl.0049s0008.1.p	CARHR102300
OG0000801	Roisl.0018s0399.1.p	CARHR172930
OG0000801	Roisl.0210s0200.1.p	CARHR002020
OG0000801	Roisl.0191s0655.1.p	CARHR250310
OG0000802	Roisl.0046s1520.1.p	CARHR165290
OG0000803	Roisl.0028s0209.1.p	CARHR139000
OG0000803	Roisl.0028s0208.1.p	CARHR139010
OG0000803	Roisl.0028s0207.1.p	CARHR139020
OG0000804	Roisl.0079s0283.1.p	CARHR083620, CARHR083610
OG0000805	Roisl.0074s0763.1.p	CARHR086970
OG0000805	Roisl.0074s0764.1.p	CARHR086950, CARHR086960
OG0000805	Roisl.0074s0765.1.p	CARHR086940
OG0000808	Roisl.0031s0062.1.p, Roisl.0031s0064.1.p	CARHR265940, CARHR265960, CARHR266380
OG0000808	Roisl.0204s0091.1.p, Roisl.0204s0093.1.p, Roisl.0204s0094.1.p	CARHR119910
OG0000812	Roisl.0214s0232.1.p	CARHR232320
OG0000812	Roisl.0046s0782.1.p	CARHR157370
OG0000813	Roisl.0209s0068.1.p	CARHR058000, CARHR069520
OG0000814	Roisl.0021s0244.1.p	CARHR011920
OG0000815	Roisl.0024s0131.1.p, Roisl.0023s0021.1.p	CARHR276420
OG0000815	Roisl.0024s0132.1.p	CARHR276430, CARHR276200, CARHR049150, CARHR257640
OG0000816	Roisl.0080s0862.1.p	CARHR268100, CARHR234780
OG0000816	Roisl.0006s0509.1.p	CARHR044650
OG0000817	Roisl.0042s0087.1.p	CARHR207460
OG0000817	Roisl.0074s0877.1.p	CARHR085850
OG0000818	Roisl.0034s0050.1.p	CARHR211910
OG0000818	Roisl.0034s0051.1.p	CARHR211900
OG0000818	Roisl.0034s0049.1.p	CARHR211920
OG0000819	Roisl.0009s0113.1.p, Roisl.0204s0197.1.p	CARHR174860
OG0000819	Roisl.0009s0077.1.p	CARHR289160, CARHR287590
OG0000820	Roisl.0011s0399.1.p	CARHR147280
OG0000822	Roisl.0091s0659.1.p	CARHR224000
OG0000823	Roisl.0018s0232.1.p	CARHR171480
OG0000823	Roisl.0018s0244.1.p, Roisl.0115s0437.1.p, Roisl.0115s0438.1.p	CARHR096870, CARHR101820, CARHR096880
OG0000823	Roisl.0115s0435.1.p	CARHR121310
OG0000824	Roisl.0115s0331.1.p	CARHR095720
OG0000824	Roisl.0115s0332.1.p	CARHR095740
OG0000824	Roisl.0047s0040.1.p	CARHR284770
OG0000825	Roisl.0045s0080.1.p	CARHR092500
OG0000826	Roisl.0091s0930.1.p	CARHR006340
OG0000826	Roisl.0091s0929.1.p	CARHR006320
OG0000827	Roisl.0214s0742.1.p	CARHR053630
OG0000827	Roisl.0021s0043.1.p	CARHR010060
OG0000828	Roisl.0191s0351.1.p	CARHR025340
OG0000828	Roisl.0007s0763.1.p	CARHR014320
OG0000828	Roisl.0019s0623.1.p	CARHR062290
OG0000829	Roisl.0194s0003.1.p	CARHR056650
OG0000829	Roisl.0194s0001.1.p	CARHR056660
OG0000831	Roisl.0091s0093.1.p	CARHR221810, CARHR229170, CARHR229180
OG0000831	Roisl.0007s0221.1.p	CARHR221800, CARHR019670
OG0000832	Roisl.0082s0648.1.p	CARHR121890
OG0000832	Roisl.0209s0343.1.p	CARHR154860
OG0000832	Roisl.0080s0355.1.p	CARHR285630
OG0000833	Roisl.0082s0766.1.p	CARHR123060
OG0000833	Roisl.0209s0259.1.p, Roisl.0020s0161.1.p, Roisl.0022s0292.1.p	CARHR185220, CARHR185210, CARHR233800
OG0000834	Roisl.0191s0647.1.p	CARHR250240, CARHR250250
OG0000834	Roisl.0210s0132.1.p	CARHR001410, CARHR001400
OG0000834	Roisl.0210s0131.1.p	CARHR001390
OG0000835	Roisl.0017s0516.1.p	CARHR125080
OG0000835	Roisl.0017s0518.1.p, Roisl.0017s0517.1.p	CARHR125060
OG0000836	Roisl.0046s0277.1.p	CARHR187220
OG0000837	Roisl.0210s1875.1.p	CARHR191380
OG0000839	Roisl.0030s0004.1.p	CARHR210450
OG0000839	Roisl.0079s0317.1.p	CARHR084040
OG0000840	Roisl.0006s0472.1.p	CARHR044330
OG0000840	Roisl.0009s0128.1.p	CARHR213390
OG0000841	Roisl.0189s0095.1.p	CARHR259030
OG0000841	Roisl.0189s0100.1.p	CARHR259000
OG0000841	Roisl.0189s0096.1.p	CARHR259020
OG0000842	Roisl.0006s0029.1.p	CARHR039680
OG0000842	Roisl.0006s0030.1.p	CARHR039690
OG0000842	Roisl.0006s0031.1.p	CARHR039710
OG0000843	Roisl.0035s0071.1.p	CARHR142040
OG0000843	Roisl.0191s0575.1.p	CARHR249450
OG0000843	Roisl.0018s0320.1.p	CARHR172260
OG0000844	Roisl.0046s1638.1.p	CARHR166490
OG0000846	Roisl.0046s0302.1.p	CARHR187110
OG0000846	Roisl.0046s0303.1.p	CARHR187100, CARHR178000
OG0000847	Roisl.0210s0634.1.p, Roisl.0042s0034.1.p	CARHR203610
OG0000847	Roisl.0033s0006.1.p	CARHR123180
OG0000848	Roisl.0066s0170.1.p, Roisl.0025s0019.1.p, Roisl.0066s0173.1.p	CARHR107940
OG0000848	Roisl.0066s0171.1.p, Roisl.0066s0168.1.p, Roisl.0025s0016.1.p	CARHR107950
OG0000849	Roisl.0043s0015.1.p, Roisl.0041s0037.1.p, Roisl.0214s0594.1.p	CARHR052530
OG0000849	Roisl.0081s0004.1.p	CARHR257070
OG0000850	Roisl.0209s0736.1.p	CARHR052090
OG0000850	Roisl.0209s0734.1.p	CARHR052110
OG0000850	Roisl.0209s0737.1.p	CARHR052100
OG0000850	Roisl.0209s0598.1.p, Roisl.0209s0765.1.p	CARHR052140, CARHR051470
OG0000850	Roisl.0209s0735.1.p	CARHR052080, CARHR052120
OG0000851	Roisl.0001s0522.1.p	CARHR247240
OG0000851	Roisl.0046s0502.1.p	CARHR114340
OG0000851	Roisl.0115s0648.1.p	CARHR247250
OG0000852	Roisl.0210s1590.1.p	CARHR194210
OG0000852	Roisl.0082s0166.1.p	CARHR253510, CARHR253520
OG0000853	Roisl.0204s0138.1.p, Roisl.0037s0044.1.p	CARHR122300, CARHR057650
OG0000853	Roisl.0016s0315.1.p	CARHR025140
OG0000857	Roisl.0210s0837.1.p	CARHR128090, CARHR118190, CARHR288970
OG0000858	Roisl.0004s0351.1.p	CARHR068820
OG0000858	Roisl.0179s0016.1.p	CARHR036180
OG0000858	Roisl.0214s0270.1.p	CARHR180990
OG0000859	Roisl.0052s0059.1.p	CARHR267180
OG0000859	Roisl.0052s0061.1.p	CARHR267170
OG0000859	Roisl.0052s0062.1.p	CARHR267160
OG0000859	Roisl.0213s0690.1.p	CARHR192400
OG0000859	Roisl.0210s1766.1.p	CARHR192440
OG0000860	Roisl.0210s1962.1.p	CARHR190540
OG0000860	Roisl.0066s0052.1.p	CARHR039750, CARHR109100
OG0000861	Roisl.0080s0191.1.p	CARHR274460
OG0000861	Roisl.0027s0106.1.p	CARHR150910
OG0000862	Roisl.0003s0292.1.p, Roisl.0003s0296.1.p, Roisl.0003s0295.1.p	CARHR061650, CARHR241590
OG0000863	Roisl.0115s0175.1.p	CARHR073210
OG0000863	Roisl.0007s0803.1.p	CARHR045960
OG0000864	Roisl.0002s0182.1.p, Roisl.0002s0181.1.p	CARHR219470
OG0000865	Roisl.0209s0276.1.p	CARHR149950
OG0000866	Roisl.0032s0052.1.p	CARHR259800
OG0000867	Roisl.0005s0054.1.p	CARHR174150
OG0000867	Roisl.0091s0579.1.p	CARHR224220
OG0000868	Roisl.0046s0951.1.p	CARHR159180
OG0000868	Roisl.0046s0954.1.p	CARHR159210
OG0000870	Roisl.0046s1628.1.p	CARHR166400
OG0000870	Roisl.0030s0193.1.p	CARHR208620
OG0000870	Roisl.0074s0957.1.p	CARHR085120
OG0000871	Roisl.0017s0090.1.p, Roisl.0017s0093.1.p	CARHR132130
OG0000871	Roisl.0046s1345.1.p	CARHR163580
OG0000872	Roisl.0012s0324.1.p	CARHR178250
OG0000872	Roisl.0028s0143.1.p	CARHR139610
OG0000874	Roisl.0021s0444.1.p	CARHR013820
OG0000874	Roisl.0021s0445.1.p	CARHR013840
OG0000875	Roisl.0209s0115.1.p	CARHR032470
OG0000875	Roisl.0209s0117.1.p	CARHR032400
OG0000875	Roisl.0209s0114.1.p	CARHR032430
OG0000877	Roisl.0065s0016.1.p, Roisl.0092s0001.1.p, Roisl.0214s0205.1.p, Roisl.0065s0021.1.p, Roisl.0214s0206.1.p, Roisl.0214s0208.1.p, Roisl.0095s0002.1.p, Roisl.0214s0210.1.p, Roisl.0065s0022.1.p, Roisl.0179s0001.1.p, Roisl.0092s0002.1.p, Roisl.0179s0002.1.p, Roisl.0214s0207.1.p	CARHR106540
OG0000882	Roisl.0028s0986.1.p	CARHR129860
OG0000883	Roisl.0053s0425.1.p	CARHR101990
OG0000883	Roisl.0053s0426.1.p	CARHR102000, CARHR102010, CARHR101980
OG0000884	Roisl.0012s0020.1.p, Roisl.0214s0110.1.p	CARHR054070
OG0000884	Roisl.0214s0096.1.p, Roisl.0214s0231.1.p, Roisl.0214s0233.1.p	CARHR265840
OG0000885	Roisl.0115s0573.1.p	CARHR098120
OG0000885	Roisl.0002s0218.1.p	CARHR221690
OG0000886	Roisl.0035s0025.1.p	CARHR142530
OG0000886	Roisl.0035s0028.1.p	CARHR142500
OG0000888	Roisl.0091s0357.1.p, Roisl.0214s0678.1.p, Roisl.0091s0355.1.p	CARHR288060
OG0000888	Roisl.0091s0360.1.p	CARHR176970
OG0000889	Roisl.0091s0171.1.p	CARHR228280
OG0000889	Roisl.0091s0169.1.p, Roisl.0210s2068.1.p	CARHR228290
OG0000890	Roisl.0016s0363.1.p	CARHR078380
OG0000890	Roisl.0210s1544.1.p	CARHR194650
OG0000891	Roisl.0194s0025.1.p, Roisl.0040s0057.1.p, Roisl.0041s0003.1.p, Roisl.0185s0073.1.p, Roisl.0025s0062.1.p, Roisl.0185s0009.1.p, Roisl.0210s2219.1.p, Roisl.0005s0239.1.p, Roisl.0029s0088.1.p, Roisl.0209s0544.1.p, Roisl.0184s0062.1.p, Roisl.0075s0046.1.p, Roisl.0198s0053.1.p, Roisl.0184s0165.1.p, Roisl.0058s0021.1.p, Roisl.0078s0010.1.p, Roisl.0025s0063.1.p, Roisl.0002s0258.1.p, Roisl.0184s0231.1.p, Roisl.0082s0012.1.p, Roisl.0210s2170.1.p, Roisl.0014s0053.1.p, Roisl.0080s0727.1.p, Roisl.0037s0014.1.p, Roisl.0056s0003.1.p, Roisl.0028s0281.1.p, Roisl.0082s0525.1.p, Roisl.0115s0414.1.p, Roisl.0036s0115.1.p, Roisl.0003s0310.1.p, Roisl.0185s0069.1.p, Roisl.0020s0017.1.p, Roisl.0198s0079.1.p, Roisl.0082s0041.1.p	CARHR179050, CARHR263280, CARHR118410, CARHR149850, CARHR055460
OG0000891	Roisl.0061s0019.1.p	CARHR055470
OG0000893	Roisl.0210s0857.1.p	CARHR201840
OG0000893	Roisl.0210s0853.1.p	CARHR201890
OG0000893	Roisl.0210s0856.1.p	CARHR201860
OG0000894	Roisl.0046s0515.1.p	CARHR114480
OG0000894	Roisl.0046s0943.1.p	CARHR159070
OG0000896	Roisl.0046s1559.1.p	CARHR165740
OG0000896	Roisl.0046s1558.1.p	CARHR165780
OG0000897	Roisl.0042s0002.1.p	CARHR206600
OG0000897	Roisl.0074s0815.1.p	CARHR086440
OG0000898	Roisl.0042s0126.1.p	CARHR207860
OG0000898	Roisl.0074s0926.1.p	CARHR085430
OG0000899	Roisl.0209s0666.1.p, Roisl.0004s0025.1.p	CARHR072190
OG0000899	Roisl.0004s0022.1.p	CARHR072210
OG0000899	Roisl.0004s0023.1.p	CARHR072200
OG0000900	Roisl.0006s0470.1.p	CARHR044250, CARHR044260
OG0000901	Roisl.0016s0347.1.p	CARHR078170
OG0000902	Roisl.0028s0483.1.p	CARHR136500
OG0000902	Roisl.0191s0447.1.p	CARHR026190
OG0000903	Roisl.0044s0077.1.p	CARHR237020
OG0000903	Roisl.0044s0076.1.p	CARHR237010
OG0000904	Roisl.0074s0021.1.p	CARHR094540
OG0000904	Roisl.0006s0024.1.p	CARHR039650
OG0000905	Roisl.0091s0356.1.p	CARHR226300
OG0000905	Roisl.0091s0354.1.p	CARHR288050
OG0000906	Roisl.0008s0209.1.p	CARHR231400, CARHR231390
OG0000906	Roisl.0008s0208.1.p	CARHR259700
OG0000907	Roisl.0016s0026.1.p	CARHR075060
OG0000907	Roisl.0028s0163.1.p	CARHR139430
OG0000908	Roisl.0026s0040.1.p	CARHR168900
OG0000908	Roisl.0028s0367.1.p	CARHR137570
OG0000909	Roisl.0179s0022.1.p	CARHR036130
OG0000910	Roisl.0017s0270.1.p	CARHR133740
OG0000910	Roisl.0210s2190.1.p	CARHR215790
OG0000911	Roisl.0115s0660.1.p	CARHR247370
OG0000911	Roisl.0204s0156.1.p	CARHR112820
OG0000912	Roisl.0046s0373.1.p	CARHR186330, CARHR080020
OG0000913	Roisl.0213s0789.1.p	CARHR213900
OG0000913	Roisl.0210s1303.1.p	CARHR197260
OG0000913	Roisl.0016s0184.1.p	CARHR076520
OG0000914	Roisl.0191s0546.1.p	CARHR249220
OG0000914	Roisl.0082s0613.1.p	CARHR121510
OG0000914	Roisl.0210s0098.1.p	CARHR001020, CARHR001040
OG0000914	Roisl.0210s0099.1.p	CARHR001050
OG0000915	Roisl.0053s0068.1.p, Roisl.0210s0128.1.p	CARHR218130, CARHR001360, CARHR216960
OG0000916	Roisl.0021s0380.1.p	CARHR013200, CARHR102530
OG0000916	Roisl.0021s0418.1.p	CARHR013580
OG0000917	Roisl.0191s0076.1.p	CARHR022780
OG0000917	Roisl.0191s0075.1.p	CARHR022770
OG0000920	Roisl.0091s0034.1.p	CARHR229890
OG0000920	Roisl.0082s0138.1.p	CARHR025250
OG0000920	Roisl.0011s0373.1.p, Roisl.0011s0372.1.p	CARHR147000
OG0000922	Roisl.0011s0513.1.p	CARHR148470
OG0000922	Roisl.0210s1010.1.p	CARHR200260
OG0000922	Roisl.0210s1011.1.p	CARHR200250
OG0000923	Roisl.0046s0711.1.p	CARHR156680
OG0000923	Roisl.0024s0138.1.p	CARHR276480
OG0000924	Roisl.0058s0032.1.p	CARHR218990
OG0000924	Roisl.0191s0251.1.p	CARHR024360
OG0000924	Roisl.0210s1317.1.p	CARHR197110
OG0000925	Roisl.0046s0179.1.p	CARHR188450
OG0000925	Roisl.0210s0791.1.p	CARHR202560
OG0000926	Roisl.0003s0183.1.p, Roisl.0025s0011.1.p	CARHR239570
OG0000926	Roisl.0210s0753.1.p	CARHR202940
OG0000927	Roisl.0082s0762.1.p	CARHR123030
OG0000927	Roisl.0046s1580.1.p	CARHR165970
OG0000927	Roisl.0042s0095.1.p	CARHR207540
OG0000928	Roisl.0033s0084.1.p	CARHR124100
OG0000928	Roisl.0091s0942.1.p	CARHR006450
OG0000929	Roisl.0091s0935.1.p	CARHR006380
OG0000929	Roisl.0210s1483.1.p, Roisl.0033s0092.1.p	CARHR124230
OG0000930	Roisl.0210s1927.1.p, Roisl.0029s0005.1.p	CARHR190920, CARHR188550
OG0000931	Roisl.0209s0345.1.p	CARHR155370
OG0000931	Roisl.0046s1527.1.p	CARHR165390
OG0000932	Roisl.0022s0475.1.p	CARHR235760
OG0000932	Roisl.0191s0077.1.p	CARHR022790
OG0000933	Roisl.0208s0021.1.p	CARHR214820
OG0000933	Roisl.0080s0543.1.p	CARHR271340
OG0000933	Roisl.0024s0562.1.p	CARHR280620, CARHR280610
OG0000934	Roisl.0022s0240.1.p, Roisl.0022s0239.1.p	CARHR233330
OG0000934	Roisl.0080s0578.1.p	CARHR271040
OG0000935	Roisl.0080s0791.1.p	CARHR268760
OG0000936	Roisl.0001s0194.1.p	CARHR244070
OG0000936	Roisl.0209s0620.1.p, Roisl.0001s0193.1.p	CARHR122780, CARHR122800
OG0000936	Roisl.0082s0118.1.p, Roisl.0082s0116.1.p, Roisl.0082s0117.1.p	CARHR112570, CARHR037360
OG0000938	Roisl.0074s0520.1.p	CARHR089360
OG0000938	Roisl.0004s0055.1.p	CARHR071890
OG0000938	Roisl.0074s0519.1.p	CARHR089350
OG0000939	Roisl.0210s2133.1.p	CARHR034660
OG0000939	Roisl.0191s0053.1.p	CARHR022550
OG0000940	Roisl.0022s0458.1.p	CARHR235590
OG0000941	Roisl.0053s0348.1.p	CARHR099360
OG0000942	Roisl.0003s0226.1.p, Roisl.0003s0227.1.p	CARHR240020
OG0000943	Roisl.0046s0967.1.p	CARHR178610
OG0000943	Roisl.0046s0968.1.p, Roisl.0046s0966.1.p	CARHR159740, CARHR159700, CARHR159750
OG0000943	Roisl.0046s0965.1.p	CARHR159650
OG0000943	Roisl.0046s0964.1.p	CARHR159640
OG0000943	Roisl.0046s0962.1.p, Roisl.0074s0154.1.p	CARHR159630, CARHR159620
OG0000944	Roisl.0046s0898.1.p	CARHR158660
OG0000944	Roisl.0046s0956.1.p	CARHR159540
OG0000946	Roisl.0091s0928.1.p	CARHR006210
OG0000947	Roisl.0067s0030.1.p	CARHR143270
OG0000947	Roisl.0018s0434.1.p	CARHR173250
OG0000948	Roisl.0026s0170.1.p	CARHR167450
OG0000948	Roisl.0026s0169.1.p	CARHR167470, CARHR046600
OG0000949	Roisl.0017s0322.1.p	CARHR134330
OG0000950	Roisl.0002s0059.1.p	CARHR222440
OG0000950	Roisl.0079s0059.1.p	CARHR287520, CARHR287500
OG0000950	Roisl.0012s0300.1.p	CARHR261070
OG0000951	Roisl.0213s0683.1.p	CARHR103330
OG0000951	Roisl.0043s0010.1.p	CARHR217770
OG0000951	Roisl.0213s0685.1.p	CARHR103300
OG0000952	Roisl.0091s1233.1.p	CARHR009480
OG0000952	Roisl.0091s1232.1.p	CARHR009470
OG0000954	Roisl.0082s0189.1.p	CARHR253360
OG0000954	Roisl.0082s0193.1.p	CARHR253250, CARHR253290
OG0000954	Roisl.0082s0191.1.p	CARHR078050
OG0000955	Roisl.0021s0482.1.p	CARHR014170
OG0000956	Roisl.0019s0520.1.p	CARHR063220
OG0000956	Roisl.0044s0054.1.p	CARHR236790
OG0000957	Roisl.0001s0506.1.p	CARHR247090
OG0000957	Roisl.0001s0505.1.p	CARHR247080
OG0000958	Roisl.0191s0389.1.p	CARHR025660
OG0000959	Roisl.0010s0198.1.p	CARHR047490, CARHR052810, CARHR046840
OG0000959	Roisl.0010s0155.1.p	CARHR054050, CARHR047600, CARHR048530, CARHR048100
OG0000962	Roisl.0011s0301.1.p, Roisl.0011s0295.1.p	CARHR146380
OG0000962	Roisl.0011s0294.1.p	CARHR146310
OG0000963	Roisl.0210s1187.1.p	CARHR198490
OG0000963	Roisl.0066s0264.1.p	CARHR107160
OG0000964	Roisl.0017s0485.1.p	CARHR125380
OG0000965	Roisl.0022s0211.1.p	CARHR233050
OG0000965	Roisl.0031s0007.1.p	CARHR265460
OG0000966	Roisl.0046s0819.1.p	CARHR157760
OG0000966	Roisl.0210s2057.1.p	CARHR189660
OG0000967	Roisl.0046s0230.1.p	CARHR187920
OG0000968	Roisl.0080s0256.1.p	CARHR273770
OG0000968	Roisl.0080s0254.1.p	CARHR273790
OG0000969	Roisl.0080s0455.1.p	CARHR272230
OG0000969	Roisl.0042s0131.1.p	CARHR207910
OG0000970	Roisl.0025s0002.1.p, Roisl.0011s0575.1.p	CARHR149300, CARHR149320
OG0000971	Roisl.0005s0222.1.p	CARHR175880
OG0000972	Roisl.0006s0162.1.p, Roisl.0006s0161.1.p	CARHR041050, CARHR041060, CARHR204270
OG0000973	Roisl.0091s0578.1.p	CARHR224230
OG0000973	Roisl.0005s0055.1.p	CARHR174160
OG0000974	Roisl.0079s0210.1.p	CARHR082840
OG0000974	Roisl.0074s0895.1.p	CARHR085720
OG0000975	Roisl.0017s0147.1.p	CARHR132450
OG0000975	Roisl.0046s1373.1.p	CARHR163860
OG0000976	Roisl.0189s0156.1.p	CARHR265010
OG0000976	Roisl.0055s0025.1.p	CARHR156760, CARHR181580
OG0000977	Roisl.0066s0157.1.p	CARHR108120
OG0000978	Roisl.0001s0073.1.p	CARHR242980
OG0000979	Roisl.0210s1196.1.p, Roisl.0210s1253.1.p	CARHR289550
OG0000980	Roisl.0184s0239.1.p	CARHR153070
OG0000980	Roisl.0184s0241.1.p	CARHR153150
OG0000980	Roisl.0209s0560.1.p	CARHR254660, CARHR113980, CARHR113960
OG0000981	Roisl.0019s0065.1.p, Roisl.0066s0389.1.p, Roisl.0046s0796.1.p, Roisl.0065s0018.1.p, Roisl.0208s0050.1.p, Roisl.0040s0027.1.p	CARHR046140
OG0000982	Roisl.0007s0750.1.p	CARHR014430
OG0000983	Roisl.0016s0189.1.p	CARHR076570
