Orthogroup	Rorippa_islandica	Arabidopsis_lyrata_NCBI
OG0003086	Roisl.0004s0270.1.p	XP_002889066.1
OG0003086	Roisl.0007s0083.1.p	XP_020866803.1
OG0003087	Roisl.0007s0065.1.p	XP_020868213.1
OG0003088	Roisl.0007s0062.1.p	XP_020870112.1
OG0003088	Roisl.0007s0063.1.p	XP_002890403.1
OG0003089	Roisl.0007s0011.1.p	XP_002890428.1
OG0003090	Roisl.0191s0085.1.p, Roisl.0019s0068.1.p	XP_020869832.1
OG0003092	Roisl.0012s0315.1.p	XP_002865343.1
OG0003092	Roisl.0012s0314.1.p	XP_002865344.2
OG0003093	Roisl.0001s0269.1.p	XP_002867011.1
OG0003094	Roisl.0001s0097.1.p	XP_002869118.1
OG0003094	Roisl.0001s0099.1.p	XP_002869117.1
OG0003095	Roisl.0191s0667.1.p, Roisl.0191s0661.1.p	XP_020877429.1
OG0003095	Roisl.0001s0095.1.p	XP_020874608.1
OG0003096	Roisl.0003s0225.1.p	XP_002867263.1
OG0003097	Roisl.0019s0570.1.p	XP_020891349.1
OG0003097	Roisl.0191s0317.1.p	XP_020866640.1
OG0003098	Roisl.0191s0643.1.p	XP_020879122.1
OG0003100	Roisl.0043s0002.1.p	XP_002866860.1, XP_002886809.1, XP_002872377.1, XP_002879049.1, XP_002893899.1, XP_002863192.1, XP_020871405.1, XP_020880674.1
OG0003102	Roisl.0003s0080.1.p	XP_002867334.1
OG0003102	Roisl.0021s0593.1.p	XP_020884549.1
OG0003103	Roisl.0082s0672.1.p	XP_020882903.1
OG0003104	Roisl.0080s0113.1.p	XP_020871025.1
OG0003104	Roisl.0033s0077.1.p	XP_002879268.1
OG0003105	Roisl.0023s0014.1.p	XP_020880697.1, XP_020876971.1, XP_020872478.1
OG0003105	Roisl.0024s0066.1.p	XP_020873016.1
OG0003106	Roisl.0017s0034.1.p	XP_002881483.1
OG0003106	Roisl.0046s1300.1.p	XP_020881950.1
OG0003116	Roisl.0021s0573.1.p	XP_020885721.1
OG0003116	Roisl.0003s0059.1.p	XP_020874270.1
OG0003117	Roisl.0210s1493.1.p	XP_002871786.1
OG0003118	Roisl.0210s1296.1.p	XP_002871696.2
OG0003118	Roisl.0016s0179.1.p	XP_020886892.1
OG0003119	Roisl.0210s1195.1.p	XP_020878034.1
OG0003120	Roisl.0024s0419.1.p	XP_002864949.1
OG0003121	Roisl.0028s0675.1.p	XP_020884315.1, XP_002881250.1
OG0003122	Roisl.0022s0163.1.p	XP_002869685.1
OG0003123	Roisl.0013s0193.1.p	XP_020870934.1
OG0003123	Roisl.0003s0122.1.p	XP_002869348.1
OG0003124	Roisl.0028s0808.1.p	XP_020884234.1
OG0003124	Roisl.0213s0145.1.p	XP_002893545.1
OG0003125	Roisl.0213s0397.1.p	XP_020866980.1
OG0003125	Roisl.0021s0068.1.p	XP_002892550.1
OG0003127	Roisl.0046s1006.1.p	XP_020881475.1
OG0003127	Roisl.0024s0596.1.p	XP_020883205.1
OG0003128	Roisl.0210s1914.1.p	XP_020878591.1
OG0003128	Roisl.0210s2193.1.p	XP_002870516.1
OG0003129	Roisl.0024s0236.1.p	XP_020885884.1
OG0003129	Roisl.0046s0793.1.p	XP_002875922.1
OG0003130	Roisl.0024s0174.1.p	XP_002866529.1, XP_020888136.1
OG0003130	Roisl.0024s0173.1.p	XP_002866528.1
OG0003131	Roisl.0210s0484.1.p	XP_002873308.1
OG0003131	Roisl.0080s0085.1.p	XP_002862353.1
OG0003132	Roisl.0046s0840.1.p	XP_020881666.1
OG0003132	Roisl.0046s0075.1.p	XP_020878938.1
OG0003133	Roisl.0209s0711.1.p	XP_020890141.1
OG0003133	Roisl.0209s0712.1.p, Roisl.0209s0716.1.p	XP_020890046.1
OG0003134	Roisl.0115s0583.1.p	XP_020886724.1
OG0003135	Roisl.0191s0604.1.p	XP_002862833.1
OG0003137	Roisl.0074s0973.1.p	XP_002882670.1
OG0003138	Roisl.0189s0127.1.p	XP_020871713.1, XP_002864162.1
OG0003139	Roisl.0022s0243.1.p	XP_002867588.1
OG0003140	Roisl.0046s1026.1.p, Roisl.0191s0028.1.p	XP_020871821.1, XP_020867047.1, XP_020869804.1, XP_020869802.1
OG0003141	Roisl.0074s0243.1.p	XP_020889192.1
OG0003142	Roisl.0210s0213.1.p	XP_020866988.1
OG0003143	Roisl.0082s0424.1.p	XP_002874910.1
OG0003144	Roisl.0046s1517.1.p	XP_002878025.2, XP_002876288.2
OG0003145	Roisl.0030s0195.1.p, Roisl.0030s0194.1.p	XP_002873164.1
OG0003146	Roisl.0030s0174.1.p	XP_020878126.1
OG0003147	Roisl.0009s0152.1.p	XP_002870677.1
OG0003148	Roisl.0009s0103.1.p	XP_020874642.1
OG0003148	Roisl.0010s0175.1.p	XP_002887955.1
OG0003149	Roisl.0115s0028.1.p, Roisl.0115s0029.1.p	XP_020865769.1, XP_002887853.1
OG0003150	Roisl.0115s0065.1.p	XP_020890391.1
OG0003152	Roisl.0115s0184.1.p	XP_020890645.1
OG0003152	Roisl.0007s0498.1.p	XP_002892904.2
OG0003153	Roisl.0115s0246.1.p	XP_002889216.1
OG0003154	Roisl.0004s0207.1.p	XP_002887659.1
OG0003154	Roisl.0007s0005.1.p	XP_020869362.1
OG0003155	Roisl.0184s0141.1.p	XP_020890638.1
OG0003155	Roisl.0184s0140.1.p, Roisl.0004s0214.1.p	XP_002887656.1
OG0003156	Roisl.0011s0365.1.p, Roisl.0007s0126.1.p	XP_002875292.1
OG0003157	Roisl.0004s0375.1.p	XP_002887579.2, XP_020870088.1
OG0003158	Roisl.0006s0396.1.p	XP_002894431.1
OG0003159	Roisl.0028s1039.1.p	XP_002881427.1
OG0003160	Roisl.0054s0016.1.p	XP_020884825.1
OG0003161	Roisl.0020s0141.1.p	XP_020881723.1
OG0003162	Roisl.0075s0083.1.p	XP_020875439.1
OG0003163	Roisl.0002s0259.1.p	XP_002870291.1
OG0003163	Roisl.0115s0634.1.p	XP_020886054.1
OG0003164	Roisl.0115s0494.1.p	XP_002883306.1
OG0003164	Roisl.0002s0136.1.p	XP_020874968.1
OG0003165	Roisl.0007s0301.1.p	XP_020868145.1
OG0003165	Roisl.0019s0133.1.p	XP_002888929.1
OG0003166	Roisl.0007s0312.1.p	XP_002892991.1
OG0003166	Roisl.0019s0125.1.p	XP_020891407.1
OG0003167	Roisl.0025s0007.1.p	XP_020882452.1
OG0003168	Roisl.0070s0015.1.p	XP_002868719.1
OG0003168	Roisl.0184s0170.1.p	XP_002875495.1
OG0003169	Roisl.0011s0553.1.p	XP_020880903.1
OG0003171	Roisl.0005s0165.1.p	XP_020883247.1
OG0003172	Roisl.0209s0015.1.p	XP_002886956.1
OG0003173	Roisl.0006s0034.1.p	XP_002894209.2
OG0003173	Roisl.0028s0491.1.p	XP_020877168.1
OG0003175	Roisl.0214s0276.1.p	XP_020890613.1
OG0003175	Roisl.0066s0387.1.p	XP_002894011.1
OG0003176	Roisl.0091s0580.1.p, Roisl.0091s0581.1.p	XP_002868056.1
OG0003177	Roisl.0189s0248.1.p, Roisl.0189s0247.1.p	XP_002865850.1, XP_020882882.1
OG0003178	Roisl.0191s0684.1.p	XP_002864011.1
OG0003178	Roisl.0007s0695.1.p	XP_020867997.1
OG0003179	Roisl.0002s0014.1.p	XP_002870155.1
OG0003179	Roisl.0028s0999.1.p	XP_002881412.1
OG0003180	Roisl.0091s0633.1.p	XP_002870123.1
OG0003180	Roisl.0028s0933.1.p	XP_020883100.1
OG0003181	Roisl.0046s1050.1.p	XP_020882348.1
OG0003182	Roisl.0018s0168.1.p	XP_020882239.1
OG0003182	Roisl.0209s0316.1.p	XP_020887656.1
OG0003183	Roisl.0018s0089.1.p	XP_020880100.1
OG0003183	Roisl.0028s0210.1.p	XP_002880069.1
OG0003184	Roisl.0026s0054.1.p	XP_002878211.2, XP_020880516.1
OG0003187	Roisl.0046s1607.1.p	XP_002878059.1
OG0003188	Roisl.0046s1594.1.p	XP_002878054.1
OG0003189	Roisl.0017s0293.1.p	XP_002879788.1
OG0003189	Roisl.0046s1490.1.p	XP_002876279.1
OG0003190	Roisl.0046s1346.1.p	XP_020880332.1
OG0003190	Roisl.0017s0096.1.p	XP_020884543.1
OG0003192	Roisl.0066s0121.1.p	XP_020886292.1, XP_020877834.1
OG0003193	Roisl.0046s1672.1.p	XP_020880686.1
OG0003193	Roisl.0028s0527.1.p	XP_020884461.1
OG0003194	Roisl.0002s0063.1.p, Roisl.0017s0291.1.p	XP_020873566.1, XP_020884364.1
OG0003195	Roisl.0001s0315.1.p	XP_002869012.1
OG0003196	Roisl.0023s0022.1.p	XP_020883634.1
OG0003197	Roisl.0213s0554.1.p	XP_002874708.1
OG0003197	Roisl.0046s0273.1.p, Roisl.0055s0031.1.p	XP_020877179.1, XP_002874707.1
OG0003198	Roisl.0046s0402.1.p	XP_020876956.1
OG0003198	Roisl.0039s0052.1.p	XP_020888394.1
OG0003199	Roisl.0022s0523.1.p, Roisl.0214s0485.1.p	XP_020887575.1
OG0003200	Roisl.0046s0481.1.p	XP_002874434.1
OG0003201	Roisl.0039s0051.1.p	XP_020889286.1
OG0003201	Roisl.0046s0404.1.p	XP_020876965.1
OG0003202	Roisl.0210s1606.1.p	XP_020876091.1
OG0003202	Roisl.0079s0004.1.p	XP_020889514.1
OG0003203	Roisl.0079s0113.1.p	XP_002882518.1, XP_002882519.1
OG0003206	Roisl.0074s0723.1.p	XP_020889473.1
OG0003207	Roisl.0066s0019.1.p	XP_002885295.1
OG0003207	Roisl.0074s0531.1.p	XP_020888651.1
OG0003208	Roisl.0074s0067.1.p	XP_002885269.2
OG0003210	Roisl.0032s0012.1.p	XP_002868819.1
OG0003211	Roisl.0091s0713.1.p	XP_002892237.1
OG0003213	Roisl.0091s1129.1.p	XP_002889693.1
OG0003214	Roisl.0214s0630.1.p	XP_002886639.1
OG0003214	Roisl.0021s0120.1.p	XP_002892576.1
OG0003215	Roisl.0021s0364.1.p	XP_020869514.1
OG0003216	Roisl.0019s0243.1.p, Roisl.0004s0366.1.p	XP_020873879.1
OG0003216	Roisl.0021s0413.1.p	XP_002889990.1
OG0003217	Roisl.0011s0112.1.p	XP_020882401.1, XP_020873596.1
OG0003217	Roisl.0007s0682.1.p	XP_020870327.1
OG0003218	Roisl.0214s0225.1.p	XP_020871130.1
OG0003218	Roisl.0007s0401.1.p	XP_020868579.1
OG0003219	Roisl.0191s0092.1.p	XP_020866574.1
OG0003220	Roisl.0019s0316.1.p	XP_020865874.1
OG0003220	Roisl.0191s0099.1.p	XP_020867355.1
OG0003221	Roisl.0191s0123.1.p	XP_020869024.1
OG0003221	Roisl.0191s0124.1.p	XP_020869023.1
OG0003222	Roisl.0019s0399.1.p	XP_002887356.1
OG0003222	Roisl.0191s0128.1.p	XP_020869161.1
OG0003223	Roisl.0214s0527.1.p	XP_002888114.1, XP_020890145.1
OG0003223	Roisl.0214s0526.1.p	XP_020890137.1
OG0003224	Roisl.0214s0679.1.p	XP_002888193.1
OG0003224	Roisl.0214s0675.1.p	XP_020890334.1
OG0003225	Roisl.0002s0073.1.p	XP_002868166.1
OG0003225	Roisl.0002s0077.1.p	XP_002868169.2
OG0003226	Roisl.0013s0152.1.p	XP_002894087.1
OG0003227	Roisl.0001s0028.1.p	XP_002885945.1, XP_020873083.1
OG0003228	Roisl.0008s0317.1.p	XP_002862299.1, XP_002862297.1, XP_002869195.1
OG0003229	Roisl.0191s0341.1.p	XP_020868627.1, XP_020869051.1
OG0003230	Roisl.0022s0426.1.p	XP_002867490.1
OG0003230	Roisl.0195s0011.1.p	XP_020890911.1
OG0003231	Roisl.0011s0287.1.p	XP_020882139.1
OG0003231	Roisl.0011s0276.1.p	XP_002876894.1
OG0003233	Roisl.0001s0256.1.p	XP_002867021.1
OG0003233	Roisl.0008s0004.1.p	XP_020868290.1
OG0003235	Roisl.0074s0262.1.p	XP_020886648.1
OG0003236	Roisl.0046s0587.1.p	XP_002880449.1
OG0003237	Roisl.0213s0821.1.p	XP_002868752.2
OG0003238	Roisl.0209s0539.1.p	XP_020885814.1
OG0003239	Roisl.0020s0145.1.p, Roisl.0020s0149.1.p, Roisl.0020s0146.1.p, Roisl.0020s0148.1.p	XP_002877402.1
OG0003241	Roisl.0214s0903.1.p	XP_020873763.1
OG0003241	Roisl.0214s0899.1.p	XP_020873673.1
OG0003247	Roisl.0209s0382.1.p	XP_002877511.1
OG0003247	Roisl.0080s0357.1.p	XP_020886739.1
OG0003248	Roisl.0046s0720.1.p	XP_020880361.1, XP_020880360.1
OG0003249	Roisl.0005s0143.1.p	XP_020888647.1
OG0003250	Roisl.0210s1217.1.p	XP_002871651.1
OG0003250	Roisl.0009s0182.1.p	XP_020888147.1
OG0003251	Roisl.0210s1104.1.p	XP_002873645.1
OG0003252	Roisl.0210s0927.1.p	XP_002873544.1
OG0003252	Roisl.0046s0292.1.p	XP_020875901.1
OG0003253	Roisl.0091s0472.1.p	XP_020875230.1, XP_020888084.1
OG0003254	Roisl.0024s0392.1.p	XP_020884793.1
OG0003254	Roisl.0210s0741.1.p	XP_002873446.1
OG0003255	Roisl.0210s0740.1.p	XP_002873445.1
OG0003255	Roisl.0210s0739.1.p	XP_002873444.1
OG0003256	Roisl.0210s0729.1.p	XP_002873441.1, XP_020878014.1
OG0003257	Roisl.0210s0677.1.p	XP_002873413.1
OG0003258	Roisl.0024s0311.1.p	XP_020871289.1
OG0003259	Roisl.0082s0763.1.p	XP_020883502.1
OG0003259	Roisl.0042s0098.1.p	XP_020869365.1, XP_020876050.1
OG0003260	Roisl.0033s0067.1.p	XP_020883054.1
OG0003261	Roisl.0033s0078.1.p	XP_002881119.1
OG0003262	Roisl.0091s0814.1.p	XP_002892300.2
OG0003263	Roisl.0013s0020.1.p	XP_002894166.1, XP_020869379.1
OG0003264	Roisl.0028s0686.1.p	XP_020874598.1, XP_002870561.1, XP_002881256.1, XP_002862858.1
OG0003265	Roisl.0058s0102.1.p	XP_020876772.1
OG0003266	Roisl.0191s0304.1.p	XP_020867576.1
OG0003267	Roisl.0213s0300.1.p	XP_002890868.1
OG0003268	Roisl.0040s0109.1.p, Roisl.0209s0102.1.p	XP_002864752.1, XP_020872000.1
OG0003269	Roisl.0210s0641.1.p	XP_020877295.1
OG0003269	Roisl.0024s0287.1.p	XP_020882936.1
OG0003270	Roisl.0080s0135.1.p	XP_020871210.1
OG0003273	Roisl.0210s1957.1.p	XP_020879238.1
OG0003274	Roisl.0066s0072.1.p	XP_020887399.1
OG0003275	Roisl.0074s0691.1.p	XP_002884941.1
OG0003275	Roisl.0074s0689.1.p	XP_020889664.1
OG0003276	Roisl.0080s0447.1.p, Roisl.0080s0448.1.p	XP_002866267.1, XP_002868499.1
OG0003277	Roisl.0080s0732.1.p	XP_002864425.1
OG0003277	Roisl.0022s0314.1.p	XP_020873729.1
OG0003278	Roisl.0046s0905.1.p	XP_020881404.1
OG0003278	Roisl.0024s0477.1.p	XP_002864980.1
OG0003279	Roisl.0024s0467.1.p	XP_002864972.1, XP_020880282.1
OG0003280	Roisl.0030s0040.1.p, Roisl.0006s0103.1.p	XP_002873099.1, XP_002873082.1
OG0003281	Roisl.0021s0326.1.p, Roisl.0002s0033.1.p	XP_002889929.1
OG0003282	Roisl.0191s0167.1.p	XP_002893274.1, XP_002893039.1
OG0003283	Roisl.0189s0069.1.p	XP_020885080.1
OG0003284	Roisl.0115s0073.1.p	XP_002889296.1
OG0003285	Roisl.0091s0419.1.p	XP_020875114.1
OG0003286	Roisl.0091s0329.1.p	XP_002869968.1
OG0003287	Roisl.0191s0059.1.p, Roisl.0191s0061.1.p, Roisl.0191s0060.1.p	XP_020869192.1, XP_020866076.1
OG0003288	Roisl.0014s0107.1.p	XP_020891623.1, XP_020871969.1
OG0003288	Roisl.0018s0386.1.p	XP_020882083.1
OG0003289	Roisl.0115s0599.1.p	XP_020886714.1
OG0003289	Roisl.0002s0236.1.p	XP_020874249.1
OG0003291	Roisl.0010s0183.1.p	XP_002887948.1, XP_020889821.1
OG0003292	Roisl.0191s0321.1.p	XP_002890630.1
OG0003293	Roisl.0006s0250.1.p	XP_002894342.1
OG0003293	Roisl.0009s0084.1.p	XP_020874160.1, XP_020875353.1, XP_002868595.1
OG0003294	Roisl.0074s0400.1.p	XP_020887501.1
OG0003295	Roisl.0091s0483.1.p	XP_002868000.1
OG0003297	Roisl.0024s0199.1.p	XP_020871092.1, XP_020877374.1, XP_002862247.1
OG0003298	Roisl.0042s0097.1.p	XP_020875991.1, XP_020879016.1
OG0003298	Roisl.0091s0340.1.p	XP_002869973.2
OG0003299	Roisl.0189s0245.1.p	XP_020889657.1, XP_002865852.1
OG0003300	Roisl.0041s0061.1.p	XP_020891209.1
OG0003300	Roisl.0006s0083.1.p	XP_002894238.1
OG0003301	Roisl.0024s0671.1.p	XP_020871744.1
OG0003301	Roisl.0046s1087.1.p	XP_020880791.1
OG0003302	Roisl.0018s0280.1.p	XP_002878389.1
OG0003302	Roisl.0035s0133.1.p	XP_020884501.1
OG0003303	Roisl.0046s1396.1.p	XP_002876245.1
OG0003304	Roisl.0023s0030.1.p	XP_020873256.1
OG0003304	Roisl.0022s0384.1.p	XP_020872488.1
OG0003305	Roisl.0082s0011.1.p	XP_002863188.1, XP_002883602.2
OG0003306	Roisl.0053s0430.1.p	XP_002885739.1
OG0003306	Roisl.0014s0025.1.p	XP_020870886.1
OG0003307	Roisl.0019s0784.1.p	XP_020889986.1
OG0003308	Roisl.0066s0027.1.p	XP_002886267.1
OG0003309	Roisl.0006s0528.1.p	XP_002891820.1
OG0003309	Roisl.0074s0620.1.p	XP_002884977.1
OG0003310	Roisl.0179s0044.1.p	XP_002891295.2
OG0003310	Roisl.0020s0038.1.p	XP_002874528.1
OG0003311	Roisl.0035s0013.1.p	XP_002880289.1
OG0003312	Roisl.0004s0276.1.p	XP_020891076.1
OG0003312	Roisl.0028s0162.1.p	XP_020882962.1
OG0003313	Roisl.0012s0002.1.p	XP_020871752.1
OG0003313	Roisl.0001s0069.1.p	XP_002867109.1
OG0003314	Roisl.0039s0032.1.p, Roisl.0046s0445.1.p	XP_002882393.1
OG0003315	Roisl.0046s0306.1.p	XP_020878093.1
OG0003316	Roisl.0210s1608.1.p	XP_020878476.1
OG0003317	Roisl.0079s0106.1.p	XP_020886981.1
OG0003317	Roisl.0014s0127.1.p	XP_020868605.1
OG0003318	Roisl.0074s0430.1.p	XP_020889206.1, XP_002885081.1
OG0003319	Roisl.0074s0261.1.p	XP_002883029.1
OG0003319	Roisl.0002s0068.1.p	XP_002870186.1
OG0003320	Roisl.0013s0008.1.p	XP_020867827.1, XP_020867826.1
OG0003321	Roisl.0022s0513.1.p, Roisl.0044s0002.1.p	XP_002867452.1
OG0003321	Roisl.0003s0267.1.p	XP_002867241.1
OG0003322	Roisl.0213s0820.1.p	XP_002870821.2
OG0003323	Roisl.0115s0574.1.p	XP_002885493.1
OG0003324	Roisl.0003s0025.1.p	XP_002869392.1
OG0003324	Roisl.0011s0317.1.p	XP_002884180.1
OG0003325	Roisl.0019s0773.1.p	XP_020890658.1
OG0003325	Roisl.0036s0081.1.p	XP_020866536.1
OG0003326	Roisl.0046s1137.1.p	XP_020880250.1
OG0003327	Roisl.0210s0085.1.p	XP_020867498.1
OG0003327	Roisl.0191s0527.1.p	XP_020879193.1
OG0003328	Roisl.0191s0563.1.p	XP_002872915.1
OG0003328	Roisl.0210s0104.1.p	XP_020870173.1
OG0003329	Roisl.0189s0029.1.p	XP_002869367.1
OG0003330	Roisl.0091s1001.1.p	XP_002892393.2
OG0003330	Roisl.0082s0756.1.p	XP_020884881.1
OG0003331	Roisl.0091s1160.1.p	XP_020869690.1
OG0003332	Roisl.0007s0707.1.p	XP_020869165.1
OG0003332	Roisl.0011s0163.1.p	XP_020879963.1
OG0003333	Roisl.0007s0545.1.p	XP_020868127.1
OG0003334	Roisl.0007s0196.1.p	XP_020868413.1
OG0003335	Roisl.0007s0091.1.p	XP_020870360.1, XP_002893111.1
OG0003336	Roisl.0191s0121.1.p	XP_002890540.2
OG0003336	Roisl.0019s0376.1.p	XP_020865624.1
OG0003337	Roisl.0191s0158.1.p	XP_020868670.1
OG0003338	Roisl.0191s0270.1.p	XP_020867324.1
OG0003338	Roisl.0019s0528.1.p	XP_020890345.1
OG0003339	Roisl.0024s0614.1.p	XP_020871347.1
OG0003340	Roisl.0005s0035.1.p	XP_020874330.1, XP_020871924.1
OG0003342	Roisl.0209s0039.1.p, Roisl.0210s2224.1.p	XP_020891358.1
OG0003343	Roisl.0044s0101.1.p	XP_020873133.1, XP_020873139.1
OG0003345	Roisl.0009s0089.1.p	XP_020872777.1, XP_002870640.2
OG0003346	Roisl.0189s0218.1.p, Roisl.0059s0075.1.p	XP_020874117.1
OG0003347	Roisl.0001s0178.1.p	XP_020874911.1
OG0003348	Roisl.0001s0176.1.p	XP_002867064.1
OG0003348	Roisl.0210s1698.1.p	XP_020876592.1, XP_020875685.1
OG0003349	Roisl.0001s0011.1.p	XP_002862579.1, XP_020873869.1
OG0003350	Roisl.0003s0248.1.p	XP_020872078.1
OG0003351	Roisl.0019s0300.1.p, Roisl.0019s0301.1.p	XP_020890857.1, XP_020890856.1
OG0003352	Roisl.0191s0519.1.p	XP_002874986.1
OG0003352	Roisl.0210s0082.1.p	XP_020868348.1
OG0003353	Roisl.0022s0411.1.p	XP_020872612.1
OG0003354	Roisl.0046s1193.1.p	XP_020870004.1, XP_020866397.1
OG0003356	Roisl.0213s0046.1.p	XP_002893492.1
OG0003360	Roisl.0045s0099.1.p	XP_020885993.1
OG0003360	Roisl.0075s0074.1.p, Roisl.0075s0042.1.p	XP_020877008.1, XP_002863124.1
OG0003361	Roisl.0031s0027.1.p, Roisl.0031s0026.1.p	XP_020871861.1, XP_002879129.2
OG0003363	Roisl.0025s0080.1.p	XP_020880036.1, XP_020880034.1, XP_020880033.1
OG0003363	Roisl.0209s0410.1.p, Roisl.0209s0409.1.p	XP_002875823.1
OG0003364	Roisl.0011s0494.1.p	XP_002875354.1
OG0003364	Roisl.0009s0129.1.p	XP_002868621.1
OG0003365	Roisl.0066s0292.1.p	XP_002880792.1, XP_002876908.2
OG0003366	Roisl.0006s0449.1.p	XP_020868680.1
OG0003366	Roisl.0074s0526.1.p	XP_020889072.1
OG0003367	Roisl.0023s0056.1.p, Roisl.0023s0059.1.p, Roisl.0023s0055.1.p	XP_020885369.1
OG0003367	Roisl.0023s0057.1.p	XP_020888729.1
OG0003372	Roisl.0046s0713.1.p	XP_020881711.1
OG0003373	Roisl.0213s0051.1.p	XP_002893495.1
OG0003373	Roisl.0213s0060.1.p	XP_002890755.1
OG0003374	Roisl.0209s0147.1.p	XP_020870920.1
OG0003375	Roisl.0012s0019.1.p	XP_002864086.1
OG0003375	Roisl.0012s0018.1.p	XP_002887691.1
OG0003376	Roisl.0043s0017.1.p	XP_020874859.1
OG0003376	Roisl.0038s0065.1.p	XP_002883713.1
OG0003377	Roisl.0210s1334.1.p, Roisl.0014s0142.1.p	XP_002873768.1
OG0003378	Roisl.0210s1321.1.p	XP_020877574.1
OG0003379	Roisl.0009s0097.1.p	XP_020874969.1
OG0003381	Roisl.0210s0945.1.p	XP_020878342.1
OG0003382	Roisl.0214s0278.1.p	XP_002887334.2, XP_002887335.1, XP_020868106.1
OG0003383	Roisl.0046s0177.1.p	XP_020878464.1
OG0003384	Roisl.0001s0390.1.p	XP_020883076.1, XP_020883073.1, XP_020875167.1
OG0003385	Roisl.0210s0560.1.p	XP_002873346.1
OG0003386	Roisl.0210s0517.1.p	XP_002873323.2
OG0003387	Roisl.0214s0246.1.p	XP_020871175.1
OG0003387	Roisl.0022s0137.1.p	XP_020873618.1
OG0003388	Roisl.0022s0131.1.p	XP_020873379.1
OG0003389	Roisl.0028s0640.1.p	XP_002879398.1
OG0003389	Roisl.0010s0005.1.p	XP_002880840.1
OG0003390	Roisl.0033s0037.1.p	XP_020882988.1
OG0003391	Roisl.0012s0099.1.p	XP_002863662.1
OG0003392	Roisl.0012s0229.1.p	XP_020889551.1, XP_020889541.1
OG0003393	Roisl.0028s0898.1.p	XP_020885711.1
OG0003393	Roisl.0213s0325.1.p	XP_002890883.1
OG0003394	Roisl.0213s0326.1.p	XP_002893638.1
OG0003395	Roisl.0024s0485.1.p	XP_002862568.1, XP_002866694.1
OG0003395	Roisl.0046s0915.1.p	XP_002877702.1
OG0003396	Roisl.0024s0349.1.p, Roisl.0210s0687.1.p	XP_020885853.1, XP_002873421.1
OG0003397	Roisl.0008s0301.1.p	XP_002869205.1
OG0003398	Roisl.0024s0194.1.p	XP_002866539.1
OG0003399	Roisl.0024s0167.1.p	XP_020888635.1, XP_020871873.1
OG0003400	Roisl.0024s0157.1.p	XP_020880378.1
OG0003401	Roisl.0046s0070.1.p	XP_002874156.1, XP_002874157.1
OG0003402	Roisl.0210s1816.1.p	XP_020878866.1
OG0003405	Roisl.0021s0073.1.p, Roisl.0091s1119.1.p, Roisl.0080s0649.1.p	XP_002864474.1, XP_020871998.1, XP_020876108.1
OG0003406	Roisl.0206s0006.1.p	XP_020889956.1
OG0003408	Roisl.0042s0158.1.p	XP_020875938.1
OG0003409	Roisl.0030s0078.1.p	XP_002873102.1
OG0003409	Roisl.0030s0077.1.p	XP_020875870.1
OG0003410	Roisl.0079s0289.1.p	XP_002882613.1
OG0003410	Roisl.0034s0118.1.p	XP_002870955.1
OG0003411	Roisl.0079s0244.1.p	XP_020887193.1
OG0003412	Roisl.0079s0240.1.p	XP_002884700.1
OG0003412	Roisl.0034s0028.1.p	XP_020878914.1
OG0003413	Roisl.0074s0772.1.p	XP_020888259.1
OG0003415	Roisl.0115s0682.1.p	XP_002866831.1
OG0003416	Roisl.0004s0237.1.p	XP_002887644.1
OG0003417	Roisl.0021s0526.1.p, Roisl.0074s0658.1.p	XP_002894517.2
OG0003419	Roisl.0006s0418.1.p	XP_020867130.1, XP_020867129.1
OG0003420	Roisl.0054s0030.1.p	XP_020883204.1
OG0003421	Roisl.0053s0317.1.p	XP_020889002.1
OG0003422	Roisl.0001s0354.1.p	XP_020875667.1
OG0003423	Roisl.0019s0108.1.p	XP_020890526.1
OG0003423	Roisl.0188s0020.1.p, Roisl.0179s0031.1.p	XP_020874627.1
OG0003424	Roisl.0025s0079.1.p	XP_020881923.1
OG0003424	Roisl.0025s0075.1.p	XP_020881940.1
OG0003425	Roisl.0191s0340.1.p	XP_020868631.1
OG0003426	Roisl.0005s0199.1.p	XP_020889048.1
OG0003427	Roisl.0006s0232.1.p	XP_002891660.1
OG0003428	Roisl.0006s0233.1.p	XP_002891661.2
OG0003428	Roisl.0115s0476.1.p	XP_020888735.1
OG0003429	Roisl.0006s0357.1.p	XP_002894411.1
OG0003429	Roisl.0214s0501.1.p	XP_020887687.1
OG0003431	Roisl.0091s0442.1.p	XP_002870028.2
OG0003432	Roisl.0091s0456.1.p	XP_002870036.1
OG0003432	Roisl.0046s1235.1.p	XP_020880197.1
OG0003433	Roisl.0046s1015.1.p	XP_002877765.1
OG0003434	Roisl.0189s0240.1.p	XP_002864107.1
OG0003434	Roisl.0189s0238.1.p	XP_002864109.1
OG0003435	Roisl.0189s0253.1.p	XP_020882871.1
OG0003437	Roisl.0200s0013.1.p	XP_002862767.2, XP_002870314.2, XP_020872590.1, XP_002869960.1
OG0003438	Roisl.0091s0263.1.p	XP_020875107.1
OG0003439	Roisl.0074s0929.1.p, Roisl.0074s0989.1.p	XP_002882700.2
OG0003440	Roisl.0091s0134.1.p	XP_020873666.1
OG0003441	Roisl.0056s0046.1.p	XP_020873946.1, XP_002893827.1
OG0003442	Roisl.0028s0134.1.p	XP_020883493.1
OG0003443	Roisl.0026s0020.1.p	XP_002879998.1, XP_002876472.1
