Orthogroup	Rorippa_islandica	Capsella_rubella
OG0003559	Roisl.0075s0185.1.p	XP_006284497.1
OG0003560	Roisl.0075s0208.1.p	XP_006285247.1
OG0003560	Roisl.0053s0400.1.p	XP_023642014.1, XP_006279108.2
OG0003562	Roisl.0002s0100.1.p	XP_006284858.1
OG0003563	Roisl.0019s0155.1.p, Roisl.0019s0157.1.p	XP_006302823.1
OG0003564	Roisl.0007s0238.1.p	XP_023645218.1
OG0003565	Roisl.0011s0338.1.p, Roisl.0011s0340.1.p	XP_006291745.1, XP_006291721.1
OG0003566	Roisl.0019s0586.1.p	XP_023643280.1
OG0003567	Roisl.0005s0279.1.p	XP_023633530.1
OG0003567	Roisl.0005s0280.1.p	XP_023633496.1
OG0003568	Roisl.0214s0283.1.p	XP_006279618.1
OG0003568	Roisl.0055s0041.1.p	XP_006301751.1
OG0003569	Roisl.0191s0188.1.p, Roisl.0019s0118.1.p	XP_006301586.1
OG0003571	Roisl.0091s0249.1.p	XP_006285907.1, XP_006286230.2
OG0003572	Roisl.0091s0324.1.p	XP_006283924.1
OG0003573	Roisl.0002s0010.1.p	XP_006285288.1
OG0003574	Roisl.0046s1160.1.p	XP_006292828.1
OG0003577	Roisl.0035s0033.1.p	XP_006294329.2
OG0003577	Roisl.0018s0351.1.p	XP_006291206.2
OG0003578	Roisl.0091s0792.1.p	XP_006287661.1, XP_006291039.1
OG0003579	Roisl.0046s0094.1.p	XP_006300653.1
OG0003579	Roisl.0018s0196.1.p	XP_006290509.1
OG0003580	Roisl.0046s1618.1.p	XP_006290583.1
OG0003581	Roisl.0026s0076.1.p	XP_006290626.1
OG0003583	Roisl.0046s1508.1.p	XP_006293143.1
OG0003584	Roisl.0046s1304.1.p	XP_006303651.1, XP_023638309.1
OG0003585	Roisl.0082s0099.1.p	XP_023645118.1
OG0003585	Roisl.0184s0092.1.p	XP_023642120.1
OG0003586	Roisl.0024s0038.1.p	XP_006302847.1
OG0003587	Roisl.0046s1603.1.p	XP_006292480.1
OG0003588	Roisl.0028s0326.1.p	XP_023639384.1, XP_006289466.2
OG0003589	Roisl.0017s0215.1.p	XP_006293687.1
OG0003590	Roisl.0017s0131.1.p, Roisl.0017s0130.1.p	XP_006294573.2, XP_006279122.2
OG0003591	Roisl.0028s0800.1.p	XP_023640074.1
OG0003592	Roisl.0037s0066.1.p	XP_006292330.1
OG0003593	Roisl.0193s0014.1.p	XP_006305303.1
OG0003594	Roisl.0213s0570.1.p	XP_006290137.1
OG0003595	Roisl.0046s0318.1.p	XP_006287155.1, XP_006286834.1
OG0003596	Roisl.0046s0429.1.p	XP_006286930.1
OG0003597	Roisl.0210s0347.1.p	XP_006306584.1
OG0003598	Roisl.0046s0649.1.p	XP_006296022.1
OG0003599	Roisl.0210s1534.1.p	XP_023636976.1
OG0003600	Roisl.0039s0164.1.p	XP_006290106.1
OG0003601	Roisl.0074s0744.1.p	XP_006298707.1
OG0003602	Roisl.0046s0586.1.p	XP_006299029.1
OG0003603	Roisl.0074s0335.1.p	XP_006297318.2
OG0003603	Roisl.0006s0286.1.p	XP_006303957.1
OG0003604	Roisl.0004s0010.1.p	XP_006294084.1
OG0003604	Roisl.0003s0117.1.p	XP_023634791.1
OG0003605	Roisl.0115s0388.1.p, Roisl.0008s0175.1.p	XP_006298521.1
OG0003606	Roisl.0115s0392.1.p	XP_006297940.1
OG0003607	Roisl.0053s0343.1.p	XP_023642178.1
OG0003607	Roisl.0075s0171.1.p	XP_023635638.1
OG0003608	Roisl.0053s0360.1.p	XP_023641820.1
OG0003610	Roisl.0194s0050.1.p	XP_006302378.1
OG0003611	Roisl.0071s0011.1.p	XP_006302788.2
OG0003612	Roisl.0046s1211.1.p, Roisl.0046s1210.1.p	XP_006290857.1, XP_006290861.1
OG0003613	Roisl.0191s0138.1.p	XP_006306803.2
OG0003614	Roisl.0006s0556.1.p, Roisl.0210s0224.1.p	XP_006306479.1, XP_006304809.1, XP_006305617.1
OG0003616	Roisl.0091s0877.1.p	XP_006305459.1
OG0003617	Roisl.0091s0899.1.p	XP_006306351.1
OG0003618	Roisl.0091s1112.1.p	XP_006303511.1
OG0003619	Roisl.0082s0519.1.p, Roisl.0021s0062.1.p, Roisl.0021s0059.1.p	XP_023633126.1
OG0003620	Roisl.0021s0106.1.p	XP_006306076.1
OG0003620	Roisl.0214s0659.1.p	XP_006300657.1
OG0003621	Roisl.0021s0125.1.p	XP_006306058.1, XP_006304235.1
OG0003622	Roisl.0021s0188.1.p	XP_006303370.1
OG0003623	Roisl.0021s0311.1.p	XP_006307442.1
OG0003626	Roisl.0007s0424.1.p	XP_006307236.2
OG0003627	Roisl.0007s0061.1.p	XP_006306601.1
OG0003628	Roisl.0012s0333.1.p, Roisl.0012s0332.1.p	XP_006282255.1
OG0003629	Roisl.0001s0009.1.p	XP_006283723.1
OG0003630	Roisl.0003s0336.1.p	XP_006283054.1
OG0003630	Roisl.0082s0502.1.p	XP_006296473.1
OG0003631	Roisl.0008s0324.1.p	XP_006290474.2, XP_023633860.1, XP_006283617.1
OG0003632	Roisl.0023s0070.1.p	XP_006294895.1
OG0003632	Roisl.0003s0233.1.p	XP_006284578.2
OG0003633	Roisl.0191s0269.1.p	XP_006307526.2
OG0003634	Roisl.0191s0498.1.p	XP_006288019.1
OG0003634	Roisl.0001s0413.1.p	XP_006289805.2, XP_006288073.1, XP_006288063.1, XP_006286721.1
OG0003635	Roisl.0091s0892.1.p	XP_006306089.1
OG0003635	Roisl.0033s0138.1.p	XP_006296460.1
OG0003636	Roisl.0082s0703.1.p	XP_006296474.1
OG0003636	Roisl.0091s1026.1.p	XP_006303622.1
OG0003638	Roisl.0019s0823.1.p, Roisl.0019s0825.1.p, Roisl.0079s0086.1.p, Roisl.0019s0824.1.p	XP_006299573.1
OG0003639	Roisl.0214s0236.1.p, Roisl.0214s0238.1.p, Roisl.0214s0239.1.p	XP_006296180.1
OG0003640	Roisl.0024s0238.1.p	XP_006280808.1, XP_006280809.1, XP_006280807.1
OG0003641	Roisl.0115s0248.1.p	XP_023636080.1
OG0003641	Roisl.0012s0362.1.p	XP_023637565.1, XP_006281618.1, XP_023637561.1
OG0003642	Roisl.0046s0880.1.p	XP_023639163.1, XP_023638929.1, XP_023639162.1
OG0003644	Roisl.0066s0275.1.p, Roisl.0213s0479.1.p	XP_006303542.1
OG0003645	Roisl.0091s0112.1.p	XP_006285429.1
OG0003646	Roisl.0189s0159.1.p, Roisl.0189s0158.1.p	XP_006280325.1, XP_006281575.2
OG0003648	Roisl.0003s0351.1.p, Roisl.0044s0060.1.p	XP_023635614.1
OG0003656	Roisl.0046s0764.1.p	XP_023637886.1
OG0003657	Roisl.0046s0689.1.p	XP_006292106.1
OG0003657	Roisl.0024s0126.1.p	XP_023636288.1
OG0003659	Roisl.0016s0130.1.p	XP_023641514.1, XP_023636221.1
OG0003660	Roisl.0091s0084.1.p	XP_006283486.1
OG0003661	Roisl.0210s0917.1.p	XP_023637276.1
OG0003662	Roisl.0210s0881.1.p	XP_006286859.1
OG0003664	Roisl.0210s0676.1.p, Roisl.0210s0675.1.p	XP_006290031.1, XP_023641604.1
OG0003665	Roisl.0074s0935.1.p	XP_006299817.1
OG0003666	Roisl.0091s0961.1.p	XP_006303336.1
OG0003666	Roisl.0033s0041.1.p	XP_006296407.1
OG0003668	Roisl.0189s0130.1.p	XP_006279689.1
OG0003668	Roisl.0022s0205.1.p	XP_006284451.1
OG0003670	Roisl.0210s2024.1.p	XP_006287609.1
OG0003671	Roisl.0046s0145.1.p	XP_006289550.1
OG0003672	Roisl.0046s0252.1.p	XP_006286737.2
OG0003673	Roisl.0210s1825.1.p	XP_006287859.1
OG0003674	Roisl.0037s0031.1.p	XP_006291857.1
OG0003674	Roisl.0210s1878.1.p	XP_006288666.1
OG0003675	Roisl.0080s0229.1.p	XP_006281387.1
OG0003676	Roisl.0004s0362.1.p	XP_006301506.1
OG0003676	Roisl.0080s0267.1.p	XP_006281086.1
OG0003677	Roisl.0028s0826.1.p, Roisl.0028s0827.1.p	XP_006293451.1, XP_006293348.2, XP_006296448.2, XP_023640399.1
OG0003678	Roisl.0080s0691.1.p	XP_006280237.2, XP_006286182.1
OG0003679	Roisl.0080s0778.1.p	XP_006279654.1
OG0003680	Roisl.0046s0894.1.p	XP_006292116.1
OG0003680	Roisl.0046s0893.1.p	XP_006292108.1
OG0003681	Roisl.0046s0790.1.p	XP_006292579.1, XP_006292986.1
OG0003682	Roisl.0210s0612.1.p	XP_023636335.1
OG0003682	Roisl.0082s0440.1.p	XP_006287064.1
OG0003683	Roisl.0034s0075.1.p	XP_023637159.1
OG0003684	Roisl.0011s0549.1.p	XP_006292662.1
OG0003686	Roisl.0009s0011.1.p	XP_006283423.1
OG0003688	Roisl.0115s0085.1.p	XP_006281491.1, XP_006302054.1
OG0003689	Roisl.0115s0089.1.p	XP_023643569.1, XP_006302980.1
OG0003690	Roisl.0004s0113.1.p, Roisl.0075s0069.1.p	XP_023644333.1
OG0003690	Roisl.0004s0112.1.p	XP_023644332.1
OG0003690	Roisl.0046s0432.1.p	XP_006299095.1
OG0003691	Roisl.0115s0546.1.p, Roisl.0004s0393.1.p, Roisl.0004s0395.1.p, Roisl.0004s0394.1.p	XP_023643666.1
OG0003692	Roisl.0007s0776.1.p	XP_006306222.1
OG0003693	Roisl.0006s0383.1.p	XP_006304799.1
OG0003693	Roisl.0074s0435.1.p	XP_006299155.1
OG0003694	Roisl.0214s0163.1.p	XP_006281099.1
OG0003695	Roisl.0002s0137.1.p	XP_006284585.1, XP_006285126.1
OG0003696	Roisl.0214s0468.1.p	XP_006298188.1
OG0003697	Roisl.0044s0035.1.p	XP_023634450.1
OG0003697	Roisl.0044s0034.1.p	XP_006282614.2
OG0003698	Roisl.0025s0044.1.p	XP_006290384.1
OG0003698	Roisl.0009s0233.1.p	XP_006284603.1
OG0003699	Roisl.0191s0537.1.p	XP_006288808.1
OG0003700	Roisl.0005s0197.1.p	XP_006281916.1
OG0003701	Roisl.0074s0170.1.p	XP_006297066.1, XP_023642549.1
OG0003702	Roisl.0028s0241.1.p	XP_006293536.2
OG0003703	Roisl.0012s0365.1.p	XP_023645635.1
OG0003703	Roisl.0012s0370.1.p	XP_023638905.1
OG0003704	Roisl.0006s0159.1.p	XP_006306404.1
OG0003706	Roisl.0007s0649.1.p	XP_006306449.1
OG0003707	Roisl.0006s0227.1.p	XP_006307372.1
OG0003709	Roisl.0028s0765.1.p	XP_006296403.1
OG0003709	Roisl.0111s0001.1.p	XP_006303812.1
OG0003710	Roisl.0028s1007.1.p	XP_006295047.1
OG0003711	Roisl.0046s1479.1.p	XP_006291931.1
OG0003712	Roisl.0024s0617.1.p, Roisl.0024s0616.1.p	XP_023643440.1
OG0003713	Roisl.0018s0360.1.p	XP_023639219.1
OG0003714	Roisl.0035s0078.1.p	XP_006294099.1
OG0003715	Roisl.0213s0018.1.p, Roisl.0018s0258.1.p, Roisl.0002s0212.1.p	XP_006291973.1
OG0003716	Roisl.0018s0226.1.p, Roisl.0035s0172.1.p	XP_006293032.1
OG0003717	Roisl.0018s0033.1.p	XP_006291049.1
OG0003718	Roisl.0046s1571.1.p	XP_006292531.2
OG0003719	Roisl.0017s0352.1.p	XP_006294448.2
OG0003720	Roisl.0210s1428.1.p	XP_006286655.1, XP_006303739.1
OG0003721	Roisl.0015s0069.1.p	XP_006307210.1
OG0003722	Roisl.0066s0298.1.p, Roisl.0066s0047.1.p	XP_006297972.1
OG0003723	Roisl.0011s0316.1.p	XP_006291848.1, XP_006298481.2
OG0003724	Roisl.0066s0001.1.p	XP_006299421.1, XP_006299730.1
OG0003725	Roisl.0206s0033.1.p	XP_006296837.1
OG0003726	Roisl.0206s0012.1.p	XP_006300050.1
OG0003727	Roisl.0210s2222.1.p	XP_006283028.1
OG0003728	Roisl.0021s0569.1.p	XP_006295944.1
OG0003729	Roisl.0046s0310.1.p	XP_006286428.1
OG0003730	Roisl.0039s0082.1.p	XP_006298869.1
OG0003730	Roisl.0046s0381.1.p	XP_006286610.1
OG0003731	Roisl.0028s0601.1.p	XP_006293723.2
OG0003732	Roisl.0028s0075.1.p	XP_006295829.1
OG0003733	Roisl.0028s0183.1.p	XP_006291835.1, XP_006294885.2
OG0003734	Roisl.0028s0195.1.p	XP_006295709.2
OG0003735	Roisl.0028s0215.1.p	XP_006295375.1
OG0003736	Roisl.0079s0012.1.p	XP_006297172.2, XP_023642348.1
OG0003737	Roisl.0079s0152.1.p	XP_006298214.1
OG0003738	Roisl.0079s0204.1.p	XP_006299121.1
OG0003739	Roisl.0074s0559.1.p	XP_006299043.1
OG0003740	Roisl.0074s0510.1.p	XP_006300178.1, XP_006298002.1
OG0003741	Roisl.0007s0606.1.p	XP_023645624.1
OG0003742	Roisl.0074s0124.1.p	XP_006298201.1
OG0003742	Roisl.0046s0636.1.p	XP_023640623.1
OG0003743	Roisl.0074s0075.1.p	XP_006300117.1
OG0003744	Roisl.0115s0529.1.p	XP_023641593.1, XP_006300264.2
OG0003745	Roisl.0046s1140.1.p, Roisl.0046s1585.1.p	XP_023639003.1
OG0003746	Roisl.0210s0253.1.p	XP_006306008.1
OG0003747	Roisl.0091s0827.1.p	XP_023644962.1, XP_006307470.1
OG0003748	Roisl.0091s1017.1.p, Roisl.0046s0510.1.p, Roisl.0204s0148.1.p	XP_006304122.2, XP_006305532.1
OG0003749	Roisl.0007s0532.1.p	XP_006303475.1
OG0003750	Roisl.0007s0437.1.p, Roisl.0209s0730.1.p	XP_023645432.1
OG0003751	Roisl.0007s0396.1.p	XP_006306075.1
OG0003752	Roisl.0019s0396.1.p, Roisl.0019s0395.1.p	XP_006300432.2
OG0003753	Roisl.0019s0464.1.p	XP_006301600.2, XP_006300554.2
OG0003754	Roisl.0038s0017.1.p	XP_006298591.1
OG0003754	Roisl.0015s0162.1.p	XP_006282706.1
OG0003755	Roisl.0050s0039.1.p	XP_006302691.1, XP_023643621.1, XP_023634459.1
OG0003756	Roisl.0091s0237.1.p	XP_006283383.1
OG0003757	Roisl.0013s0131.1.p, Roisl.0204s0137.1.p	XP_006305666.2
OG0003758	Roisl.0017s0489.1.p, Roisl.0013s0085.1.p	XP_006291107.2
OG0003759	Roisl.0013s0017.1.p	XP_006304086.1
OG0003760	Roisl.0115s0742.1.p	XP_023633972.1, XP_006301569.1, XP_023642042.1, XP_006299765.1
OG0003761	Roisl.0001s0507.1.p, Roisl.0210s2213.1.p	XP_006285574.2
OG0003762	Roisl.0001s0503.1.p	XP_006284443.1
OG0003763	Roisl.0046s0591.1.p	XP_006284177.1
OG0003764	Roisl.0001s0283.1.p	XP_006285783.1
OG0003765	Roisl.0022s0244.1.p	XP_023634386.1
OG0003766	Roisl.0053s0026.1.p	XP_006290037.2
OG0003768	Roisl.0022s0497.1.p	XP_006284850.1
OG0003769	Roisl.0213s0316.1.p	XP_023644949.1
OG0003772	Roisl.0209s0099.1.p	XP_006300488.1
OG0003772	Roisl.0064s0011.1.p	XP_006283756.1
OG0003774	Roisl.0033s0099.1.p	XP_023642588.1
OG0003775	Roisl.0204s0054.1.p	XP_006293488.2, XP_023639516.1, XP_023640394.1, XP_006294900.2
OG0003776	Roisl.0002s0012.1.p	XP_006284782.1
OG0003777	Roisl.0002s0071.1.p, Roisl.0012s0114.1.p	XP_006282844.1, XP_023635227.1, XP_006305983.2, XP_006285022.1
OG0003778	Roisl.0033s0136.1.p, Roisl.0033s0135.1.p	XP_006295803.2, XP_006296452.1
OG0003790	Roisl.0210s1429.1.p	XP_006287570.1
OG0003791	Roisl.0210s1424.1.p, Roisl.0027s0029.1.p, Roisl.0209s0315.1.p	XP_006287034.1
OG0003792	Roisl.0210s1308.1.p	XP_006281616.2, XP_006279212.2, XP_006301848.2, XP_006290056.2
OG0003793	Roisl.0014s0022.1.p, Roisl.0014s0021.1.p, Roisl.0210s1057.1.p	XP_006289957.1
OG0003794	Roisl.0210s0913.1.p	XP_006287608.1, XP_006303986.1
OG0003795	Roisl.0210s0787.1.p	XP_006290094.1
OG0003796	Roisl.0210s0686.1.p	XP_006287364.1
OG0003797	Roisl.0210s0582.1.p	XP_023637471.1
OG0003797	Roisl.0210s2004.1.p	XP_006288018.2
OG0003798	Roisl.0022s0126.1.p	XP_006283902.1
OG0003799	Roisl.0082s0571.1.p	XP_023640739.1, XP_006294831.2
OG0003800	Roisl.0033s0107.1.p, Roisl.0033s0165.1.p	XP_006294421.1
OG0003801	Roisl.0017s0487.1.p	XP_006295291.1
OG0003802	Roisl.0017s0453.1.p	XP_006296241.1
OG0003803	Roisl.0028s0743.1.p	XP_006295121.2
OG0003803	Roisl.0210s0383.1.p	XP_006305792.2
OG0003804	Roisl.0022s0166.1.p	XP_006280230.1, XP_006283408.1
OG0003805	Roisl.0009s0294.1.p	XP_006288965.1, XP_006284842.1
OG0003806	Roisl.0213s0439.1.p	XP_006307150.1
OG0003807	Roisl.0040s0065.1.p	XP_023645356.1
OG0003808	Roisl.0024s0550.1.p	XP_006280479.1
OG0003809	Roisl.0024s0250.1.p	XP_006279598.2
OG0003810	Roisl.0008s0017.1.p, Roisl.0024s0191.1.p	XP_006281296.1
OG0003811	Roisl.0024s0130.1.p	XP_006280123.1
OG0003812	Roisl.0082s0031.1.p	XP_006284315.1, XP_006304438.1
OG0003813	Roisl.0015s0012.1.p	XP_006289409.1
OG0003813	Roisl.0024s0420.1.p	XP_006282145.1
OG0003814	Roisl.0210s2009.1.p	XP_006288568.1
OG0003815	Roisl.0210s0870.1.p	XP_006286946.1
OG0003816	Roisl.0210s1869.1.p	XP_006287687.1
OG0003817	Roisl.0080s0200.1.p	XP_006280004.1
OG0003819	Roisl.0022s0311.1.p	XP_023633667.1
OG0003821	Roisl.0080s0830.1.p	XP_006280432.1
OG0003822	Roisl.0052s0017.1.p	XP_006281642.1
OG0003823	Roisl.0214s0039.1.p, Roisl.0210s0451.1.p	XP_006286756.1
OG0003824	Roisl.0042s0047.1.p	XP_006287546.1
OG0003826	Roisl.0020s0144.1.p, Roisl.0198s0022.1.p	XP_006281146.1
OG0003827	Roisl.0030s0165.1.p	XP_023637657.1
OG0003828	Roisl.0001s0241.1.p, Roisl.0001s0243.1.p	XP_023633916.1
OG0003830	Roisl.0115s0238.1.p, Roisl.0007s0452.1.p	XP_006300883.1
OG0003832	Roisl.0011s0307.1.p	XP_006293010.1
OG0003833	Roisl.0021s0515.1.p	XP_023645889.1
OG0003834	Roisl.0006s0513.1.p	XP_006306108.2, XP_006305564.2
OG0003835	Roisl.0010s0090.1.p	XP_006290622.1
OG0003835	Roisl.0010s0091.1.p	XP_023638719.1
OG0003836	Roisl.0209s0273.1.p	XP_006290833.1
OG0003837	Roisl.0074s0952.1.p, Roisl.0082s0046.1.p	XP_023634445.1
OG0003838	Roisl.0002s0165.1.p, Roisl.0053s0120.1.p	XP_006285994.1, XP_006285714.1
OG0003839	Roisl.0002s0116.1.p, Roisl.0002s0115.1.p	XP_006285101.1
OG0003839	Roisl.0002s0118.1.p	XP_006284855.1
OG0003840	Roisl.0007s0284.1.p	XP_006303552.2
OG0003841	Roisl.0019s0605.1.p	XP_023643702.1
OG0003842	Roisl.0019s0561.1.p	XP_023643442.1
OG0003843	Roisl.0006s0107.1.p	XP_006303233.1
OG0003844	Roisl.0115s0365.1.p	XP_006297378.1, XP_006303970.1
OG0003845	Roisl.0214s0018.1.p	XP_006295790.1
OG0003846	Roisl.0188s0079.1.p	XP_006292843.1
OG0003849	Roisl.0008s0179.1.p	XP_006283122.1
OG0003850	Roisl.0008s0141.1.p	XP_006284119.1
OG0003851	Roisl.0028s0006.1.p	XP_006299705.1
OG0003851	Roisl.0016s0005.1.p	XP_023641228.1
OG0003852	Roisl.0016s0051.1.p	XP_006296995.1
OG0003852	Roisl.0007s0478.1.p	XP_023645066.1
OG0003853	Roisl.0018s0298.1.p	XP_006299271.1
OG0003854	Roisl.0028s0055.1.p	XP_006294019.1
OG0003855	Roisl.0018s0043.1.p	XP_006292066.1
OG0003856	Roisl.0026s0074.1.p	XP_006279040.1, XP_023638455.1
OG0003856	Roisl.0030s0212.1.p	XP_023642169.1
OG0003857	Roisl.0026s0089.1.p	XP_006290358.1
OG0003857	Roisl.0028s0403.1.p	XP_006296564.1
OG0003858	Roisl.0026s0090.1.p	XP_023637841.1
OG0003859	Roisl.0046s1382.1.p	XP_006291916.1
OG0003861	Roisl.0202s0006.1.p	XP_006286161.1
OG0003862	Roisl.0053s0244.1.p	XP_006296863.1
OG0003865	Roisl.0017s0071.1.p	XP_006295042.1
OG0003866	Roisl.0017s0026.1.p	XP_006294951.1
OG0003867	Roisl.0046s0590.1.p	XP_006293956.1
OG0003868	Roisl.0179s0074.1.p	XP_006304446.1
OG0003869	Roisl.0040s0056.1.p	XP_006306164.1, XP_006303802.1
OG0003870	Roisl.0210s1573.1.p	XP_006289112.1
OG0003871	Roisl.0010s0160.1.p	XP_006302890.2
OG0003872	Roisl.0213s0576.1.p	XP_006286857.1
OG0003873	Roisl.0214s0459.1.p, Roisl.0214s0466.1.p	XP_006299774.1
OG0003873	Roisl.0028s1035.1.p	XP_006295848.1
OG0003874	Roisl.0035s0052.1.p	XP_006294618.1
OG0003876	Roisl.0028s0366.1.p	XP_023639359.1
OG0003877	Roisl.0028s0423.1.p	XP_006296268.1
OG0003878	Roisl.0028s0469.1.p	XP_006293943.1
OG0003879	Roisl.0016s0229.1.p	XP_023641725.1
OG0003880	Roisl.0079s0120.1.p	XP_023641741.1
OG0003881	Roisl.0079s0182.1.p	XP_023641602.1
OG0003882	Roisl.0074s0865.1.p	XP_006297467.1
OG0003883	Roisl.0066s0327.1.p	XP_006300067.1
OG0003884	Roisl.0074s0377.1.p	XP_006296610.2
OG0003885	Roisl.0210s0141.1.p, Roisl.0210s0140.1.p	XP_006307425.1
OG0003886	Roisl.0189s0169.1.p	XP_023635284.1
OG0003887	Roisl.0046s1199.1.p	XP_006291950.1
OG0003889	Roisl.0091s0780.1.p	XP_023633290.1
OG0003891	Roisl.0091s1176.1.p	XP_006304417.1
OG0003892	Roisl.0091s1187.1.p	XP_006279050.2, XP_006304854.2
OG0003893	Roisl.0007s0333.1.p	XP_006306255.1
OG0003893	Roisl.0091s1222.1.p	XP_023645992.1
OG0003894	Roisl.0091s1238.1.p	XP_006306226.1
OG0003895	Roisl.0010s0117.1.p, Roisl.0021s0334.1.p	XP_006304261.1
OG0003896	Roisl.0007s0309.1.p	XP_006303831.1
OG0003897	Roisl.0007s0260.1.p	XP_006304114.1, XP_006303555.1
OG0003898	Roisl.0007s0236.1.p	XP_006304683.1
OG0003899	Roisl.0007s0202.1.p, Roisl.0213s0166.1.p	XP_006307229.1
OG0003900	Roisl.0191s0631.1.p, Roisl.0012s0372.1.p	XP_023637184.1, XP_006299712.1
OG0003901	Roisl.0010s0042.1.p	XP_023642972.1
OG0003902	Roisl.0209s0745.1.p	XP_006301480.1
OG0003902	Roisl.0209s0746.1.p	XP_006301500.2
OG0003903	Roisl.0214s0783.1.p	XP_023643296.1
OG0003903	Roisl.0214s0782.1.p	XP_006300903.1
OG0003905	Roisl.0005s0015.1.p	XP_023643063.1
OG0003906	Roisl.0063s0009.1.p	XP_006295202.1
OG0003907	Roisl.0209s0415.1.p	XP_006292995.1
OG0003908	Roisl.0001s0273.1.p, Roisl.0001s0239.1.p	XP_023634411.1
OG0003909	Roisl.0001s0094.1.p	XP_006286163.2
OG0003910	Roisl.0001s0031.1.p	XP_023635288.1, XP_006286139.2, XP_006283979.1
OG0003910	Roisl.0001s0030.1.p	XP_006285511.1
OG0003911	Roisl.0003s0129.1.p	XP_006284565.1
OG0003912	Roisl.0191s0162.1.p	XP_006303428.1
OG0003913	Roisl.0022s0457.1.p	XP_006284110.1
OG0003914	Roisl.0038s0009.1.p	XP_023645769.1, XP_006295764.1
OG0003916	Roisl.0213s0130.1.p	XP_023644895.1
OG0003917	Roisl.0046s0057.1.p	XP_006303433.1
OG0003920	Roisl.0021s0590.1.p, Roisl.0046s0585.1.p	XP_006296320.1, XP_006295797.1, XP_023640360.1, XP_023640361.1, XP_006296272.1
OG0003922	Roisl.0184s0234.1.p, Roisl.0184s0242.1.p, Roisl.0184s0230.1.p	XP_023638206.1
OG0003923	Roisl.0209s0439.1.p	XP_006291536.1
OG0003925	Roisl.0080s0186.1.p	XP_006281849.2
OG0003926	Roisl.0080s0680.1.p	XP_006279516.1
OG0003927	Roisl.0210s1371.1.p	XP_023637733.1
OG0003929	Roisl.0214s0837.1.p	XP_006288095.1
OG0003929	Roisl.0032s0039.1.p	XP_006288094.1
OG0003930	Roisl.0012s0350.1.p	XP_023637620.1
OG0003931	Roisl.0189s0226.1.p	XP_006282103.1, XP_006281620.1
OG0003934	Roisl.0210s2171.1.p	XP_023640313.1, XP_023637997.1
OG0003941	Roisl.0210s1225.1.p	XP_006288834.1
OG0003942	Roisl.0210s1126.1.p	XP_006287815.1
OG0003943	Roisl.0210s1070.1.p	XP_023636402.1, XP_023637296.1
OG0003945	Roisl.0046s0284.1.p	XP_006289724.1
OG0003946	Roisl.0019s0569.1.p	XP_023643547.1
OG0003947	Roisl.0003s0212.1.p	XP_023633741.1
OG0003948	Roisl.0210s0843.1.p	XP_006289904.2
OG0003949	Roisl.0046s0405.1.p	XP_006287727.1
OG0003950	Roisl.0210s0569.1.p	XP_006287630.1
OG0003951	Roisl.0210s1979.1.p	XP_006286554.1
OG0003952	Roisl.0210s0558.1.p	XP_006288089.1
OG0003953	Roisl.0080s0103.1.p	XP_006282346.1
OG0003954	Roisl.0022s0128.1.p	XP_006283181.1
OG0003955	Roisl.0022s0113.1.p	XP_023633785.1
OG0003956	Roisl.0204s0060.1.p	XP_006295165.1
OG0003957	Roisl.0204s0055.1.p	XP_006293432.1
OG0003958	Roisl.0033s0026.1.p	XP_006293588.2
OG0003959	Roisl.0028s0739.1.p	XP_006294340.1
OG0003960	Roisl.0210s0360.1.p	XP_006304183.1
OG0003961	Roisl.0022s0156.1.p	XP_006285813.1
OG0003962	Roisl.0213s0212.1.p	XP_006303300.1, XP_006303315.1
OG0003964	Roisl.0046s1539.1.p	XP_006291906.1
OG0003965	Roisl.0184s0079.1.p	XP_023643785.1
OG0003966	Roisl.0024s0451.1.p	XP_006279977.1
OG0003967	Roisl.0053s0048.1.p, Roisl.0024s0292.1.p	XP_006280805.1
OG0003968	Roisl.0024s0249.1.p	XP_023635364.1
OG0003970	Roisl.0080s0097.1.p	XP_006281721.1
OG0003972	Roisl.0080s0139.1.p	XP_006279565.1
OG0003973	Roisl.0080s0160.1.p	XP_006280455.1
OG0003974	Roisl.0210s2022.1.p	XP_006288824.1
OG0003975	Roisl.0046s0811.1.p	XP_006291500.2
OG0003976	Roisl.0046s0249.1.p, Roisl.0046s0250.1.p	XP_006288399.1
OG0003977	Roisl.0046s0271.1.p	XP_006286985.1
OG0003978	Roisl.0021s0250.1.p	XP_023637334.1, XP_006307355.1
OG0003979	Roisl.0080s0237.1.p	XP_006282302.1, XP_006292826.1
OG0003980	Roisl.0080s0243.1.p	XP_006280164.1
OG0003981	Roisl.0011s0438.1.p	XP_006292728.1
OG0003982	Roisl.0080s0394.1.p	XP_006280285.1
OG0003983	Roisl.0080s0409.1.p	XP_006279862.1
OG0003984	Roisl.0080s0437.1.p	XP_023639249.1, XP_006280848.1
OG0003985	Roisl.0080s0548.1.p, Roisl.0080s0547.1.p	XP_006281522.1, XP_006281808.1
OG0003986	Roisl.0080s0703.1.p	XP_023635695.1
OG0003987	Roisl.0046s0824.1.p	XP_006290808.1
OG0003988	Roisl.0052s0016.1.p	XP_006279536.1
OG0003989	Roisl.0210s0436.1.p	XP_006289894.1
OG0003990	Roisl.0031s0100.1.p	XP_023633394.1, XP_006281995.1
