Orthogroup	Rorippa_islandica	Cochlearia_excelsa
OG0000834	Roisl.0210s0131.1.p	g49351
OG0000835	Roisl.0017s0516.1.p, Roisl.0057s0018.1.p, Roisl.0017s0518.1.p, Roisl.0017s0517.1.p	g37905
OG0000836	Roisl.0046s0277.1.p	g18547, g18546
OG0000837	Roisl.0210s1875.1.p	g778
OG0000839	Roisl.0030s0004.1.p	g29846, g5767
OG0000839	Roisl.0079s0317.1.p	g7481
OG0000840	Roisl.0006s0472.1.p	g27998
OG0000841	Roisl.0189s0095.1.p, Roisl.0189s0100.1.p, Roisl.0189s0096.1.p	g26701
OG0000842	Roisl.0006s0029.1.p, Roisl.0006s0030.1.p, Roisl.0006s0031.1.p	g36403, g36381
OG0000843	Roisl.0018s0320.1.p	g1795
OG0000844	Roisl.0028s0580.1.p	g51911
OG0000845	Roisl.0209s0110.1.p, Roisl.0209s0107.1.p, Roisl.0209s0108.1.p	g27798, g32658
OG0000846	Roisl.0046s0303.1.p	g4864
OG0000847	Roisl.0210s0634.1.p, Roisl.0042s0034.1.p	g28734
OG0000848	Roisl.0066s0173.1.p	g13748, g13750
OG0000849	Roisl.0041s0051.1.p, Roisl.0041s0050.1.p	g34461
OG0000850	Roisl.0209s0734.1.p, Roisl.0209s0737.1.p, Roisl.0209s0598.1.p, Roisl.0209s0765.1.p, Roisl.0209s0610.1.p, Roisl.0209s0601.1.p, Roisl.0209s0611.1.p, Roisl.0019s0011.1.p, Roisl.0209s0735.1.p	g24753
OG0000851	Roisl.0001s0522.1.p	g48007
OG0000851	Roisl.0046s0502.1.p, Roisl.0115s0648.1.p	g38444
OG0000853	Roisl.0016s0315.1.p	g50344
OG0000857	Roisl.0027s0122.1.p	g46806
OG0000857	Roisl.0210s0837.1.p	g29451
OG0000858	Roisl.0214s0270.1.p	g37044
OG0000859	Roisl.0210s1766.1.p	g28935
OG0000860	Roisl.0210s1962.1.p, Roisl.0066s0052.1.p	g13766
OG0000861	Roisl.0080s0191.1.p	g828
OG0000861	Roisl.0027s0106.1.p	g3012
OG0000863	Roisl.0115s0175.1.p	g44317
OG0000863	Roisl.0007s0803.1.p	g13146
OG0000863	Roisl.0074s0727.1.p	g46531
OG0000865	Roisl.0209s0275.1.p, Roisl.0209s0276.1.p	g2943
OG0000866	Roisl.0032s0052.1.p	g14335
OG0000867	Roisl.0005s0054.1.p	g10891, g40691
OG0000867	Roisl.0091s0579.1.p	g24255
OG0000868	Roisl.0046s0951.1.p, Roisl.0046s0955.1.p, Roisl.0046s0954.1.p, Roisl.0082s0511.1.p	g2592
OG0000869	Roisl.0091s0044.1.p	g40440
OG0000870	Roisl.0046s1628.1.p	g2161
OG0000870	Roisl.0030s0193.1.p	g29778
OG0000870	Roisl.0074s0957.1.p	g12365
OG0000871	Roisl.0017s0090.1.p, Roisl.0017s0093.1.p	g51643
OG0000871	Roisl.0046s1345.1.p	g19181, g2336
OG0000872	Roisl.0012s0324.1.p	g19425
OG0000872	Roisl.0028s0143.1.p	g37548
OG0000873	Roisl.0210s1408.1.p	g29149, g29151
OG0000874	Roisl.0021s0444.1.p	g49875
OG0000874	Roisl.0021s0445.1.p	g31459, g53611
OG0000875	Roisl.0209s0114.1.p	g32657
OG0000882	Roisl.0021s0286.1.p	g27747
OG0000882	Roisl.0213s0419.1.p	g50590
OG0000884	Roisl.0214s0096.1.p, Roisl.0214s0231.1.p, Roisl.0214s0233.1.p	g39398
OG0000885	Roisl.0002s0218.1.p	g17702
OG0000888	Roisl.0091s0357.1.p, Roisl.0214s0678.1.p	g47313
OG0000889	Roisl.0091s0171.1.p	g47385
OG0000890	Roisl.0210s1544.1.p	g29042, g4923
OG0000891	Roisl.0061s0019.1.p	g3462
OG0000892	Roisl.0209s0048.1.p	g1855
OG0000892	Roisl.0036s0047.1.p	g26219, g43249, g21958, g34400
OG0000892	Roisl.0043s0018.1.p	g40893, g35689, g6896, g28884, g3721, g15325, g47071, g41509, g36910, g41885, g18867, g33133, g35380, g43726, g28752, g20701, g13258, g52802, g15459, g5663, g34509, g45772, g49063, g39263, g18698, g13046, g4960, g4537, g49155, g49238, g20835, g11584, g35891, g8244, g8737, g35720, g28894, g43374, g16249, g53163, g21464
OG0000894	Roisl.0046s0943.1.p	g19373, g2597
OG0000897	Roisl.0042s0002.1.p	g29666
OG0000897	Roisl.0074s0815.1.p	g13126, g7345, g12305
OG0000898	Roisl.0042s0126.1.p	g29730, g5640
OG0000898	Roisl.0074s0926.1.p	g12349
OG0000899	Roisl.0209s0666.1.p, Roisl.0004s0025.1.p	g46468
OG0000899	Roisl.0004s0022.1.p	g46469
OG0000900	Roisl.0006s0470.1.p	g36677
OG0000902	Roisl.0028s0483.1.p, Roisl.0082s0636.1.p	g42965, g42963
OG0000903	Roisl.0044s0077.1.p	g23485
OG0000903	Roisl.0044s0076.1.p	g17010
OG0000904	Roisl.0074s0021.1.p	g6829, g11975
OG0000904	Roisl.0006s0024.1.p	g36401
OG0000905	Roisl.0091s0356.1.p	g17414
OG0000905	Roisl.0091s0354.1.p	g47314
OG0000906	Roisl.0008s0209.1.p	g17236
OG0000907	Roisl.0016s0026.1.p	g7952
OG0000907	Roisl.0028s0163.1.p	g37537
OG0000908	Roisl.0026s0040.1.p	g11209, g1980, g18951
OG0000908	Roisl.0028s0367.1.p	g52055
OG0000909	Roisl.0179s0022.1.p, Roisl.0210s2179.1.p, Roisl.0210s2183.1.p	g46814, g46826
OG0000910	Roisl.0017s0270.1.p, Roisl.0210s2190.1.p	g38113, g37307
OG0000911	Roisl.0115s0660.1.p	g22703
OG0000911	Roisl.0204s0156.1.p	g36959, g50882, g54088
OG0000912	Roisl.0039s0089.1.p	g7695
OG0000912	Roisl.0046s0373.1.p	g4794, g10126
OG0000913	Roisl.0213s0789.1.p	g18093
OG0000913	Roisl.0016s0184.1.p	g7867
OG0000914	Roisl.0191s0546.1.p	g25399
OG0000915	Roisl.0053s0068.1.p, Roisl.0210s0128.1.p	g49348, g25407
OG0000916	Roisl.0021s0419.1.p	g31437
OG0000916	Roisl.0021s0418.1.p	g27224
OG0000917	Roisl.0191s0076.1.p	g27518
OG0000918	Roisl.0075s0071.1.p	g34992, g34989, g53711, g53709
OG0000922	Roisl.0011s0513.1.p, Roisl.0210s1010.1.p, Roisl.0210s1011.1.p	g29369
OG0000923	Roisl.0046s0711.1.p	g2757
OG0000923	Roisl.0024s0138.1.p	g340
OG0000924	Roisl.0058s0032.1.p, Roisl.0191s0251.1.p	g50312
OG0000924	Roisl.0210s1317.1.p	g29200
OG0000925	Roisl.0046s0179.1.p	g18564
OG0000925	Roisl.0210s0791.1.p	g29481
OG0000926	Roisl.0003s0183.1.p, Roisl.0025s0011.1.p	g23312
OG0000926	Roisl.0210s0753.1.p	g45532, g5417, g29502
OG0000927	Roisl.0082s0762.1.p, Roisl.0046s1580.1.p, Roisl.0042s0095.1.p	g29713
OG0000928	Roisl.0033s0084.1.p	g39900, g51220
OG0000928	Roisl.0091s0942.1.p	g31022
OG0000929	Roisl.0091s0935.1.p	g49550
OG0000930	Roisl.0027s0059.1.p	g3079
OG0000931	Roisl.0046s1527.1.p	g2212, g19095
OG0000932	Roisl.0022s0475.1.p	g17066, g23580
OG0000932	Roisl.0191s0077.1.p	g50244
OG0000933	Roisl.0208s0021.1.p, Roisl.0080s0543.1.p	g1115
OG0000934	Roisl.0022s0240.1.p, Roisl.0022s0239.1.p	g23730
OG0000934	Roisl.0080s0578.1.p	g39310
OG0000936	Roisl.0001s0194.1.p	g18231
OG0000939	Roisl.0210s2133.1.p	g27912
OG0000939	Roisl.0191s0053.1.p	g50234
OG0000940	Roisl.0022s0458.1.p, Roisl.0213s0058.1.p	g23591
OG0000944	Roisl.0046s0956.1.p	g2591
OG0000945	Roisl.0041s0042.1.p	g43834, g14814
OG0000946	Roisl.0091s0928.1.p	g31012
OG0000947	Roisl.0067s0030.1.p	g37763
OG0000947	Roisl.0018s0434.1.p	g18748
OG0000948	Roisl.0026s0170.1.p	g18992
OG0000949	Roisl.0017s0322.1.p	g51777, g2220
OG0000950	Roisl.0079s0059.1.p	g12477
OG0000950	Roisl.0012s0300.1.p	g22610, g16415, g49017
OG0000951	Roisl.0213s0683.1.p	g22969
OG0000951	Roisl.0043s0010.1.p, Roisl.0213s0685.1.p	g11622
OG0000952	Roisl.0091s1233.1.p	g27082
OG0000952	Roisl.0091s0251.1.p, Roisl.0091s1232.1.p	g49628, g49629
OG0000954	Roisl.0082s0191.1.p	g7801
OG0000955	Roisl.0021s0482.1.p	g31477, g14015, g53182, g14019, g14375, g27771, g53183
OG0000957	Roisl.0001s0506.1.p	g22720
OG0000957	Roisl.0001s0505.1.p	g22721
OG0000958	Roisl.0191s0388.1.p	g27596
OG0000960	Roisl.0006s0507.1.p	g30353, g15723, g42069, g14953, g34361, g13114, g26293, g8625, g34948, g26799, g27322, g48840, g42070, g21112, g31974, g24409, g23553, g44765, g31973, g15602, g34929, g41015, g9623, g14952, g24310, g34947, g27315, g26800, g48841, g30352, g53799, g29956, g8621, g42073, g11478
OG0000962	Roisl.0011s0301.1.p, Roisl.0011s0295.1.p	g1560
OG0000962	Roisl.0011s0294.1.p	g10642, g16672
OG0000963	Roisl.0210s1187.1.p	g29281
OG0000963	Roisl.0066s0264.1.p	g14070
OG0000964	Roisl.0017s0485.1.p	g37911
OG0000965	Roisl.0022s0211.1.p	g47552, g23748
OG0000966	Roisl.0046s0825.1.p, Roisl.0046s0819.1.p	g19445
OG0000967	Roisl.0046s0229.1.p, Roisl.0046s0230.1.p	g602
OG0000968	Roisl.0080s0256.1.p, Roisl.0080s0255.1.p	g41318
OG0000968	Roisl.0080s0254.1.p	g28800
OG0000969	Roisl.0080s0455.1.p	g1171
OG0000969	Roisl.0042s0131.1.p	g5642
OG0000971	Roisl.0005s0222.1.p, Roisl.0005s0224.1.p	g43973
OG0000973	Roisl.0005s0055.1.p	g40690, g10892, g17532, g47214, g24254
OG0000974	Roisl.0079s0210.1.p	g12990
OG0000974	Roisl.0074s0895.1.p	g12335
OG0000975	Roisl.0046s1373.1.p	g2322
OG0000976	Roisl.0189s0156.1.p	g26454
OG0000976	Roisl.0055s0025.1.p	g37017, g37018
OG0000977	Roisl.0066s0157.1.p	g36181, g50666, g36215, g36213
OG0000978	Roisl.0001s0073.1.p	g12824, g12583, g7738
OG0000979	Roisl.0210s1196.1.p, Roisl.0210s1253.1.p	g41683, g41660, g41662, g41633, g36993, g36966, g36967
OG0000980	Roisl.0184s0239.1.p, Roisl.0184s0241.1.p, Roisl.0209s0560.1.p	g10340
OG0000982	Roisl.0007s0750.1.p	g38543
OG0000983	Roisl.0210s1311.1.p	g45719, g5064
OG0000984	Roisl.0210s1262.1.p	g29237, g5091
OG0000984	Roisl.0016s0148.1.p	g7889
OG0000985	Roisl.0209s0504.1.p	g40140
OG0000985	Roisl.0115s0405.1.p	g11898
OG0000986	Roisl.0017s0506.1.p	g51255
OG0000986	Roisl.0091s0853.1.p	g30960
OG0000987	Roisl.0189s0123.1.p	g28366, g41220
OG0000988	Roisl.0082s0574.1.p	g23705
OG0000988	Roisl.0082s0575.1.p	g23707, g23706
OG0000989	Roisl.0028s0458.1.p	g38167, g37399
OG0000989	Roisl.0074s0994.1.p	g7437
OG0000990	Roisl.0080s0141.1.p	g432
OG0000990	Roisl.0080s0140.1.p	g9918
OG0000991	Roisl.0082s0507.1.p, Roisl.0054s0005.1.p, Roisl.0053s0199.1.p, Roisl.0053s0137.1.p, Roisl.0194s0023.1.p, Roisl.0009s0253.1.p	g22654
OG0000992	Roisl.0210s0414.1.p	g5587
OG0000992	Roisl.0080s0755.1.p	g1033
OG0000993	Roisl.0079s0296.1.p	g7494
OG0000994	Roisl.0007s0552.1.p	g49952
OG0000994	Roisl.0115s0105.1.p	g46568
OG0000995	Roisl.0019s0732.1.p	g44850
OG0000996	Roisl.0209s0286.1.p	g2912, g2937, g2933
OG0000997	Roisl.0019s0694.1.p, Roisl.0066s0196.1.p	g32197
OG0000998	Roisl.0066s0147.1.p	g6045
OG0000998	Roisl.0001s0214.1.p	g22964, g47945
OG0001000	Roisl.0046s1231.1.p	g19237, g11324
OG0001001	Roisl.0054s0018.1.p	g37165
OG0001001	Roisl.0046s1264.1.p	g2397
OG0001002	Roisl.0053s0402.1.p	g6557
OG0001002	Roisl.0075s0214.1.p, Roisl.0075s0213.1.p	g47060
OG0001003	Roisl.0032s0031.1.p	g25184, g16220
OG0001003	Roisl.0032s0029.1.p	g46773
OG0001004	Roisl.0014s0043.1.p, Roisl.0014s0041.1.p	g10270
OG0001005	Roisl.0005s0121.1.p	g40644, g10924
OG0001005	Roisl.0091s0538.1.p	g47245
OG0001007	Roisl.0091s0216.1.p	g17365, g24033
OG0001007	Roisl.0082s0296.1.p	g25539
OG0001009	Roisl.0046s1533.1.p	g2210
OG0001010	Roisl.0044s0087.1.p	g23477
OG0001010	Roisl.0214s0380.1.p	g13896
OG0001011	Roisl.0046s0326.1.p	g10114, g4838, g18527
OG0001011	Roisl.0039s0120.1.p	g12522
OG0001012	Roisl.0022s0433.1.p	g47639
OG0001014	Roisl.0091s0295.1.p	g17661
OG0001015	Roisl.0214s0390.1.p	g5942
OG0001015	Roisl.0214s0392.1.p	g5941
OG0001016	Roisl.0091s1204.1.p	g31167
OG0001016	Roisl.0019s0001.1.p	g27062
OG0001017	Roisl.0191s0156.1.p	g32060
OG0001018	Roisl.0001s0123.1.p, Roisl.0001s0133.1.p	g47909, g47910
OG0001019	Roisl.0189s0135.1.p, Roisl.0010s0172.1.p	g37254
OG0001031	Roisl.0210s1163.1.p	g45664
OG0001031	Roisl.0214s0524.1.p, Roisl.0016s0059.1.p	g13606
OG0001032	Roisl.0210s0827.1.p	g29459
OG0001032	Roisl.0046s0206.1.p	g10052
OG0001033	Roisl.0033s0030.1.p	g39943
OG0001034	Roisl.0028s0618.1.p	g39793
OG0001034	Roisl.0091s0779.1.p	g26954
OG0001035	Roisl.0082s0145.1.p	g14026, g38532
OG0001036	Roisl.0213s0260.1.p, Roisl.0213s0261.1.p	g32424
OG0001037	Roisl.0046s0561.1.p	g36926
OG0001037	Roisl.0028s0932.1.p	g22456, g3733, g22455
OG0001038	Roisl.0188s0112.1.p	g10400
OG0001038	Roisl.0188s0111.1.p, Roisl.0006s0128.1.p, Roisl.0188s0110.1.p	g16485
OG0001039	Roisl.0046s0086.1.p, Roisl.0046s0087.1.p	g18572
OG0001042	Roisl.0046s0810.1.p	g2682, g19439
OG0001042	Roisl.0012s0024.1.p	g1352
OG0001043	Roisl.0210s0885.1.p	g17845
OG0001044	Roisl.0074s0970.1.p	g13098
OG0001044	Roisl.0030s0168.1.p	g29792, g5691
OG0001045	Roisl.0004s0147.1.p	g46369
OG0001046	Roisl.0007s0031.1.p	g50165, g31961
OG0001046	Roisl.0004s0229.1.p	g46291
OG0001047	Roisl.0007s0137.1.p	g50115
OG0001047	Roisl.0004s0318.1.p	g46230
OG0001048	Roisl.0028s0342.1.p	g44964, g37057
OG0001049	Roisl.0006s0460.1.p	g36667, g11243
OG0001050	Roisl.0189s0084.1.p	g24719, g25061, g25043, g25034, g25068, g25041, g25066, g25048, g36889
OG0001052	Roisl.0005s0248.1.p	g10964
OG0001052	Roisl.0091s0454.1.p	g24176, g17469
OG0001053	Roisl.0074s0385.1.p	g12118
OG0001054	Roisl.0066s0279.1.p	g6121
OG0001054	Roisl.0001s0113.1.p	g23035
OG0001055	Roisl.0213s0423.1.p	g1972
OG0001056	Roisl.0046s1540.1.p	g2194
OG0001056	Roisl.0017s0342.1.p	g37327, g51789
OG0001057	Roisl.0009s0298.1.p, Roisl.0001s0526.1.p	g11661, g6390
OG0001058	Roisl.0022s0375.1.p, Roisl.0057s0017.1.p	g17104, g23657
OG0001059	Roisl.0074s0812.1.p	g13128, g12299
OG0001060	Roisl.0019s0262.1.p, Roisl.0083s0025.1.p	g44609, g45995
OG0001061	Roisl.0082s0642.1.p	g47040
OG0001061	Roisl.0039s0121.1.p	g7688
OG0001063	Roisl.0115s0536.1.p, Roisl.0053s0208.1.p, Roisl.0115s0532.1.p	g11856
OG0001064	Roisl.0024s0011.1.p, Roisl.0214s0889.1.p, Roisl.0214s0891.1.p	g44988
OG0001064	Roisl.0024s0007.1.p	g44989
OG0001065	Roisl.0015s0022.1.p	g25341
OG0001065	Roisl.0028s0054.1.p	g37594
OG0001065	Roisl.0210s0028.1.p	g49295
OG0001066	Roisl.0007s0738.1.p	g25931, g31501
OG0001066	Roisl.0007s0739.1.p, Roisl.0007s0740.1.p	g31500
OG0001067	Roisl.0019s0472.1.p	g50285, g44694
OG0001069	Roisl.0209s0645.1.p	g38261
OG0001069	Roisl.0209s0644.1.p	g44203
OG0001069	Roisl.0209s0646.1.p	g40938
OG0001070	Roisl.0012s0298.1.p	g40496
OG0001070	Roisl.0012s0311.1.p	g40498
OG0001073	Roisl.0009s0250.1.p, Roisl.0030s0132.1.p	g51081
OG0001076	Roisl.0210s1524.1.p	g18040
OG0001077	Roisl.0046s0025.1.p	g18113
OG0001078	Roisl.0082s0361.1.p	g25495
OG0001079	Roisl.0046s1437.1.p	g19149
OG0001081	Roisl.0004s0336.1.p	g46220
OG0001081	Roisl.0007s0150.1.p	g31883
OG0001085	Roisl.0053s0231.1.p	g11721
OG0001086	Roisl.0075s0105.1.p	g17809
OG0001086	Roisl.0053s0300.1.p	g6503
OG0001087	Roisl.0074s0272.1.p	g6997
OG0001088	Roisl.0046s0498.1.p	g50944
OG0001088	Roisl.0046s0495.1.p, Roisl.0046s0496.1.p	g38442
OG0001089	Roisl.0025s0091.1.p	g45549
OG0001090	Roisl.0011s0467.1.p	g16608
OG0001091	Roisl.0019s0540.1.p	g45825
OG0001091	Roisl.0019s0541.1.p	g27567
OG0001092	Roisl.0005s0359.1.p	g11001
OG0001093	Roisl.0214s0332.1.p	g20459, g20042, g48980, g22137, g34723, g20047, g20044, g48984, g20480, g34718, g21275, g20470, g22144, g22140, g20020, g22138, g3772, g54398, g22136, g22133, g54399, g22143, g22141, g22142, g22134, g54396, g22139, g54397, g22135, g21268, g48983, g20036, g22264, g20474
OG0001094	Roisl.0074s0378.1.p	g13245
OG0001094	Roisl.0006s0317.1.p	g36579
OG0001095	Roisl.0091s0505.1.p	g47259
OG0001095	Roisl.0091s0504.1.p	g17489, g17488
OG0001096	Roisl.0021s0001.1.p	g31204, g49695, g27093
OG0001096	Roisl.0214s0832.1.p	g41079
OG0001098	Roisl.0017s0061.1.p	g38065, g51631
OG0001098	Roisl.0046s1323.1.p	g2349, g19195
OG0001099	Roisl.0053s0220.1.p, Roisl.0053s0241.1.p, Roisl.0053s0240.1.p	g13512
OG0001099	Roisl.0053s0218.1.p	g11711
OG0001102	Roisl.0082s0225.1.p	g40451
OG0001103	Roisl.0046s0331.1.p	g4833
OG0001103	Roisl.0039s0119.1.p	g12903, g12524
OG0001104	Roisl.0039s0033.1.p	g7717
OG0001104	Roisl.0039s0015.1.p	g7727
OG0001105	Roisl.0079s0044.1.p	g7634
OG0001106	Roisl.0074s0969.1.p, Roisl.0074s0967.1.p	g12371, g12372, g7430, g13099
OG0001107	Roisl.0013s0059.1.p	g54107, g36368, g28089, g25571, g23449
OG0001107	Roisl.0074s0071.1.p	g6862
OG0001108	Roisl.0214s0741.1.p, Roisl.0021s0240.1.p	g43687, g43860
OG0001109	Roisl.0007s0646.1.p	g31560, g49925, g49923, g49924
OG0001111	Roisl.0013s0117.1.p	g36304
OG0001111	Roisl.0074s0185.1.p	g6935
OG0001112	Roisl.0091s0625.1.p	g17556
OG0001112	Roisl.0001s0208.1.p	g22966
OG0001113	Roisl.0016s0294.1.p	g49712
OG0001115	Roisl.0005s0327.1.p	g24581, g35924, g40550, g45129, g2969, g46849
OG0001116	Roisl.0052s0048.1.p, Roisl.0184s0084.1.p, Roisl.0184s0115.1.p	g39443, g41757, g39431, g41755
OG0001120	Roisl.0017s0426.1.p	g51295
OG0001120	Roisl.0017s0427.1.p, Roisl.0017s0429.1.p	g39786
OG0001121	Roisl.0210s1037.1.p, Roisl.0210s1038.1.p	g5271, g29355, g45622, g5272
OG0001122	Roisl.0024s0454.1.p	g144
OG0001123	Roisl.0210s0762.1.p	g45539, g29498
OG0001123	Roisl.0024s0436.1.p	g9715
OG0001124	Roisl.0082s0705.1.p, Roisl.0082s0709.1.p, Roisl.0082s0706.1.p	g51124, g51128, g37871
OG0001125	Roisl.0028s0688.1.p	g37952, g51323
OG0001127	Roisl.0213s0131.1.p, Roisl.0213s0132.1.p	g27668, g27669
OG0001128	Roisl.0019s0728.1.p	g44848
OG0001129	Roisl.0213s0429.1.p	g45025, g32527
OG0001129	Roisl.0028s0983.1.p, Roisl.0028s0982.1.p	g51533
OG0001131	Roisl.0022s0350.1.p	g47606
OG0001131	Roisl.0080s0817.1.p	g1001
OG0001132	Roisl.0074s0960.1.p	g12368
OG0001132	Roisl.0030s0182.1.p	g5680
OG0001133	Roisl.0030s0104.1.p	g29819
OG0001133	Roisl.0030s0106.1.p, Roisl.0024s0005.1.p, Roisl.0030s0105.1.p	g45372
OG0001134	Roisl.0030s0049.1.p	g5744, g45348
OG0001136	Roisl.0009s0033.1.p	g16772
OG0001137	Roisl.0006s0279.1.p	g13042, g45188, g2455
OG0001137	Roisl.0115s0144.1.p	g44303
OG0001138	Roisl.0115s0167.1.p, Roisl.0115s0168.1.p, Roisl.0115s0201.1.p	g44329
OG0001139	Roisl.0007s0444.1.p	g49982
OG0001140	Roisl.0004s0224.1.p	g44389
OG0001140	Roisl.0004s0225.1.p	g44390
OG0001141	Roisl.0011s0115.1.p	g10732
OG0001141	Roisl.0007s0683.1.p	g31536
OG0001142	Roisl.0191s0151.1.p	g27544
OG0001143	Roisl.0004s0370.1.p	g46192
OG0001144	Roisl.0021s0544.1.p	g36717
OG0001145	Roisl.0019s0160.1.p	g46054
OG0001145	Roisl.0007s0342.1.p	g50019, g31737
OG0001146	Roisl.0214s0470.1.p	g51025
OG0001146	Roisl.0022s0529.1.p	g47674
OG0001148	Roisl.0185s0076.1.p	g10319
OG0001148	Roisl.0213s0822.1.p	g46920
OG0001149	Roisl.0005s0171.1.p	g24213, g17494
OG0001150	Roisl.0018s0286.1.p	g1835
OG0001150	Roisl.0035s0118.1.p	g37654
OG0001151	Roisl.0028s0074.1.p	g52233, g37585
OG0001151	Roisl.0018s0177.1.p	g1906
OG0001152	Roisl.0018s0068.1.p, Roisl.0028s0263.1.p	g2026, g18884
OG0001153	Roisl.0046s1636.1.p	g19032
OG0001153	Roisl.0028s0579.1.p	g51912
OG0001154	Roisl.0082s0120.1.p	g50876
OG0001155	Roisl.0087s0022.1.p	g53443, g14391, g42765, g53713
OG0001157	Roisl.0035s0064.1.p	g37691
OG0001157	Roisl.0035s0065.1.p	g37690
OG0001157	Roisl.0188s0075.1.p	g37689
OG0001158	Roisl.0209s0380.1.p	g19517
OG0001158	Roisl.0209s0377.1.p	g19543
OG0001158	Roisl.0209s0354.1.p	g2829, g2861, g2846, g2842, g53545, g2828, g2860, g2824
OG0001160	Roisl.0210s1527.1.p	g4934, g41480
OG0001161	Roisl.0021s0440.1.p, Roisl.0016s0353.1.p	g12610
OG0001162	Roisl.0021s0314.1.p	g31371, g49813
OG0001162	Roisl.0010s0051.1.p	g44235
OG0001163	Roisl.0007s0726.1.p	g27261
OG0001163	Roisl.0007s0725.1.p	g31511, g2886
OG0001164	Roisl.0004s0133.1.p	g46377
OG0001164	Roisl.0191s0018.1.p	g27506, g32015
OG0001166	Roisl.0013s0076.1.p	g28097, g36357
OG0001168	Roisl.0001s0070.1.p	g47885, g23067
OG0001169	Roisl.0008s0281.1.p	g23182, g18153
OG0001169	Roisl.0066s0440.1.p	g6220
OG0001170	Roisl.0030s0021.1.p	g5760
OG0001170	Roisl.0213s0626.1.p	g36049, g3813, g25749
OG0001171	Roisl.0046s0015.1.p, Roisl.0046s0016.1.p	g50765, g3256
OG0001171	Roisl.0003s0015.1.p	g47728
OG0001174	Roisl.0213s0528.1.p	g40387, g25674
OG0001174	Roisl.0091s0029.1.p	g47447, g23931
OG0001175	Roisl.0210s1276.1.p	g29218
OG0001175	Roisl.0016s0157.1.p	g12687
OG0001176	Roisl.0016s0151.1.p	g7885
OG0001176	Roisl.0210s1270.1.p	g29235
OG0001177	Roisl.0210s0942.1.p	g45586
OG0001177	Roisl.0210s1653.1.p	g41427, g650
OG0001178	Roisl.0210s0708.1.p, Roisl.0024s0374.1.p	g29536
OG0001179	Roisl.0024s0339.1.p	g9755
OG0001180	Roisl.0017s0475.1.p, Roisl.0017s0476.1.p, Roisl.0017s0478.1.p	g51265
OG0001182	Roisl.0179s0013.1.p	g36180
OG0001183	Roisl.0028s0830.1.p, Roisl.0213s0187.1.p	g32401
OG0001184	Roisl.0028s0978.1.p	g51531
OG0001184	Roisl.0213s0468.1.p	g50616
OG0001185	Roisl.0024s0479.1.p	g123
OG0001186	Roisl.0210s2031.1.p	g499
OG0001186	Roisl.0046s0794.1.p	g19430, g2696
OG0001187	Roisl.0075s0114.1.p, Roisl.0075s0112.1.p, Roisl.0075s0111.1.p, Roisl.0075s0110.1.p	g7757, g7760
OG0001189	Roisl.0019s0851.1.p	g18038
OG0001190	Roisl.0022s0419.1.p	g17081
OG0001190	Roisl.0052s0037.1.p	g28452
OG0001191	Roisl.0022s0435.1.p, Roisl.0022s0450.1.p	g17077
OG0001191	Roisl.0052s0043.1.p	g39433, g28457
OG0001192	Roisl.0004s0277.1.p	g46253
OG0001192	Roisl.0007s0093.1.p, Roisl.0191s0030.1.p	g50135
OG0001193	Roisl.0007s0782.1.p	g27975, g54383
OG0001193	Roisl.0074s0722.1.p	g10361, g7278
OG0001194	Roisl.0004s0428.1.p	g44509
OG0001195	Roisl.0011s0565.1.p	g10463
OG0001195	Roisl.0213s0725.1.p	g13569
OG0001198	Roisl.0019s0306.1.p	g45965
OG0001199	Roisl.0091s0542.1.p	g47242
OG0001199	Roisl.0005s0112.1.p	g40650
OG0001200	Roisl.0091s0589.1.p	g47209, g47208, g47207
OG0001201	Roisl.0091s0098.1.p	g23966
OG0001201	Roisl.0022s0060.1.p	g28050
OG0001201	Roisl.0082s0179.1.p	g40427
OG0001202	Roisl.0091s0668.1.p, Roisl.0091s0667.1.p	g24309
OG0001202	Roisl.0091s0670.1.p	g47180
OG0001203	Roisl.0046s1067.1.p	g2491, g19321
OG0001203	Roisl.0024s0649.1.p	g19632
OG0001204	Roisl.0035s0165.1.p	g52282, g37630
OG0001205	Roisl.0028s0174.1.p, Roisl.0018s0108.1.p	g18874
OG0001206	Roisl.0018s0035.1.p	g18904
OG0001207	Roisl.0026s0075.1.p	g2037
OG0001207	Roisl.0028s0377.1.p	g38182
OG0001208	Roisl.0028s0417.1.p	g52024
OG0001208	Roisl.0026s0084.1.p	g2044
OG0001210	Roisl.0017s0060.1.p	g37200
OG0001210	Roisl.0046s1322.1.p	g2350
OG0001211	Roisl.0214s0374.1.p, Roisl.0214s0173.1.p	g13898
OG0001212	Roisl.0017s0404.1.p	g51862
OG0001214	Roisl.0079s0064.1.p	g12476
OG0001214	Roisl.0198s0030.1.p	g10202
OG0001215	Roisl.0079s0293.1.p, Roisl.0050s0058.1.p, Roisl.0214s0784.1.p, Roisl.0191s0481.1.p	g13040
OG0001216	Roisl.0074s0049.1.p	g11987, g6854
OG0001216	Roisl.0013s0019.1.p	g13325
OG0001217	Roisl.0022s0257.1.p, Roisl.0022s0256.1.p, Roisl.0022s0258.1.p	g23722
OG0001218	Roisl.0040s0084.1.p, Roisl.0040s0091.1.p	g50700, g50698
OG0001219	Roisl.0210s0622.1.p	g29571, g5476
OG0001220	Roisl.0022s0088.1.p, Roisl.0003s0134.1.p	g47772
