Orthogroup	Rorippa_islandica	Noccaea_praecox
OG0002690	Roisl.0015s0086.1.p, Roisl.0015s0108.1.p	Np004G2102300, Np004G2099900
OG0002694	Roisl.0214s0660.1.p	Np006G3426200
OG0002697	Roisl.0046s0859.1.p	Np001G0502400, Np001G0502700
OG0002699	Roisl.0189s0180.1.p	Np003G1674100
OG0002700	Roisl.0189s0149.1.p	Np001G0406500
OG0002705	Roisl.0022s0390.1.p	Np005G2782500
OG0002705	Roisl.0052s0003.1.p	Np003G1630700
OG0002706	Roisl.0210s1473.1.p	Np003G1451100
OG0002708	Roisl.0210s1199.1.p	Np003G1418600
OG0002711	Roisl.0210s0684.1.p	Np003G1359700
OG0002711	Roisl.0024s0343.1.p	Np001G0042600
OG0002713	Roisl.0210s0616.1.p	Np003G1351500
OG0002714	Roisl.0080s0108.1.p	Np001G0091600
OG0002714	Roisl.0210s0507.1.p	Np003G1336600
OG0002715	Roisl.0204s0047.1.p	Np006G3580300
OG0002715	Roisl.0091s1108.1.p	Np004G2510900
OG0002716	Roisl.0204s0032.1.p, Roisl.0204s0031.1.p	Np006G3581200
OG0002717	Roisl.0017s0494.1.p	Np006G3554200
OG0002717	Roisl.0091s0844.1.p	Np004G2539400
OG0002718	Roisl.0210s0389.1.p	Np004G2557700
OG0002719	Roisl.0030s0012.1.p, Roisl.0012s0179.1.p, Roisl.0012s0156.1.p, Roisl.0012s0167.1.p, Roisl.0012s0161.1.p	Np001G0408800
OG0002720	Roisl.0022s0199.1.p, Roisl.0022s0198.1.p	Np006G3246200
OG0002721	Roisl.0013s0203.1.p	Np004G2007400, Np004G2007600
OG0002722	Roisl.0066s0343.1.p, Roisl.0066s0345.1.p, Roisl.0066s0346.1.p, Roisl.0066s0344.1.p	Np004G2012600
OG0002723	Roisl.0213s0275.1.p	Np004G2133900
OG0002724	Roisl.0028s0922.1.p	Np006G3409600
OG0002725	Roisl.0018s0342.1.p	Np001G0683700
OG0002726	Roisl.0046s0217.1.p	Np001G0128300
OG0002728	Roisl.0019s0084.1.p	Np001G0449000
OG0002729	Roisl.0080s0244.1.p	Np003G1520200
OG0002730	Roisl.0002s0264.1.p	Np005G3045100
OG0002732	Roisl.0046s0851.1.p	Np001G0501600
OG0002733	Roisl.0210s0454.1.p	Np003G1329500
OG0002733	Roisl.0080s0023.1.p	Np001G0076200
OG0002734	Roisl.0042s0027.1.p	Np003G1317400
OG0002735	Roisl.0042s0119.1.p	Np003G1304900
OG0002736	Roisl.0042s0160.1.p	Np003G1297200
OG0002736	Roisl.0074s0941.1.p	Np007G4113700
OG0002737	Roisl.0030s0084.1.p	Np003G1280400
OG0002738	Roisl.0022s0502.1.p	Np005G2766400
OG0002738	Roisl.0214s0493.1.p	Np007G3717600
OG0002740	Roisl.0079s0251.1.p	Np007G4140200
OG0002740	Roisl.0034s0052.1.p	Np003G1253700
OG0002741	Roisl.0007s0451.1.p	Np004G2393900
OG0002742	Roisl.0001s0153.1.p	Np005G2664500, Np005G2664100
OG0002742	Roisl.0066s0204.1.p	Np007G3760000
OG0002743	Roisl.0022s0388.1.p	Np005G2782800
OG0002743	Roisl.0052s0001.1.p	Np003G1630900, Np003G1598500
OG0002744	Roisl.0074s0587.1.p	Np007G4064800
OG0002744	Roisl.0006s0508.1.p	Np004G1916300
OG0002745	Roisl.0006s0419.1.p	Np004G1930000
OG0002746	Roisl.0006s0387.1.p	Np004G1934300
OG0002747	Roisl.0037s0016.1.p	Np001G0440100
OG0002748	Roisl.0022s0105.1.p	Np005G2820300
OG0002749	Roisl.0075s0091.1.p	Np005G3069900
OG0002750	Roisl.0209s0063.1.p	Np002G0968000, Np002G0967900
OG0002751	Roisl.0058s0077.1.p, Roisl.0002s0191.1.p	Np005G3033700
OG0002752	Roisl.0002s0166.1.p	Np007G3819000
OG0002753	Roisl.0024s0031.1.p	Np002G0945000, Np002G0944900
OG0002754	Roisl.0002s0092.1.p	Np005G3017300
OG0002754	Roisl.0074s0284.1.p	Np007G3914000
OG0002755	Roisl.0007s0316.1.p	Np004G2377000
OG0002755	Roisl.0019s0115.1.p	Np002G0808400
OG0002756	Roisl.0021s0407.1.p	Np004G2443000
OG0002756	Roisl.0066s0058.1.p	Np001G0376200, Np004G2442900
OG0002757	Roisl.0044s0024.1.p	Np005G2759400
OG0002757	Roisl.0214s0425.1.p	Np007G3723500
OG0002760	Roisl.0009s0139.1.p	Np005G3184300
OG0002761	Roisl.0019s0550.1.p	Np002G0862200
OG0002761	Roisl.0191s0296.1.p	Np004G2278600, Np004G2277900
OG0002762	Roisl.0001s0345.1.p	Np005G2689400
OG0002762	Roisl.0006s0585.1.p	Np006G3672600
OG0002763	Roisl.0006s0209.1.p	Np004G1955100
OG0002763	Roisl.0115s0445.1.p	Np007G3808700
OG0002764	Roisl.0006s0223.1.p	Np004G1953500
OG0002764	Roisl.0115s0466.1.p	Np007G3811800
OG0002765	Roisl.0213s0808.1.p, Roisl.0213s0810.1.p	Np001G0370700
OG0002766	Roisl.0058s0073.1.p	Np005G3081800
OG0002766	Roisl.0053s0173.1.p	Np007G3876300
OG0002767	Roisl.0028s0990.1.p	Np006G3401700
OG0002767	Roisl.0091s0679.1.p	Np005G2974100
OG0002768	Roisl.0091s0503.1.p	Np005G2922000, Np005G2921900
OG0002769	Roisl.0091s0598.1.p	Np005G2954000
OG0002770	Roisl.0091s0605.1.p	Np005G2955400
OG0002771	Roisl.0024s0564.1.p	Np001G0015900
OG0002772	Roisl.0017s0153.1.p	Np006G3363400
OG0002773	Roisl.0209s0262.1.p, Roisl.0091s0061.1.p	Np005G2850100
OG0002774	Roisl.0012s0344.1.p	Np001G0388000
OG0002775	Roisl.0210s1171.1.p	Np003G1416200
OG0002775	Roisl.0016s0062.1.p	Np007G4248300
OG0002776	Roisl.0067s0074.1.p	Np006G3213100
OG0002776	Roisl.0018s0390.1.p	Np001G0688800
OG0002777	Roisl.0018s0146.1.p	Np001G0658300
OG0002778	Roisl.0018s0067.1.p	Np001G0647900
OG0002778	Roisl.0028s0266.1.p	Np006G3270100
OG0002779	Roisl.0028s0559.1.p	Np006G3312000
OG0002780	Roisl.0046s1492.1.p	Np001G0585000
OG0002780	Roisl.0046s1493.1.p	Np001G0585100
OG0002781	Roisl.0074s0540.1.p, Roisl.0074s0539.1.p	Np007G4058300
OG0002782	Roisl.0046s1314.1.p	Np001G0562300
OG0002783	Roisl.0046s1284.1.p	Np001G0554400
OG0002784	Roisl.0213s0718.1.p	Np007G3890800
OG0002784	Roisl.0053s0079.1.p	Np005G3105700
OG0002785	Roisl.0053s0250.1.p	Np007G3867100
OG0002786	Roisl.0066s0033.1.p, Roisl.0066s0031.1.p	Np007G3742000
OG0002788	Roisl.0011s0094.1.p	Np001G0264300
OG0002788	Roisl.0007s0667.1.p	Np004G2417800
OG0002789	Roisl.0044s0114.1.p, Roisl.0019s0040.1.p	Np005G2749300
OG0002790	Roisl.0017s0314.1.p	Np006G3338300
OG0002790	Roisl.0017s0315.1.p	Np006G3338100
OG0002791	Roisl.0115s0690.1.p	Np005G2611200
OG0002792	Roisl.0048s0042.1.p	Np004G2042200, Np004G2039900
OG0002793	Roisl.0056s0032.1.p	Np004G2086300
OG0002793	Roisl.0019s0337.1.p	Np002G0833900
OG0002795	Roisl.0039s0116.1.p	Np007G4180300
OG0002795	Roisl.0046s0337.1.p	Np001G0143200
OG0002796	Roisl.0039s0053.1.p	Np007G4190400
OG0002797	Roisl.0028s0214.1.p	Np006G3264500, Np004G2279200
OG0002798	Roisl.0028s0254.1.p	Np006G3268900, Np006G3268400
OG0002799	Roisl.0005s0064.1.p	Np001G0331800
OG0002801	Roisl.0039s0018.1.p	Np007G4194900
OG0002802	Roisl.0046s0433.1.p	Np001G0153500
OG0002802	Roisl.0039s0022.1.p	Np007G4194400
OG0002803	Roisl.0210s1619.1.p	Np003G1469400
OG0002804	Roisl.0039s0166.1.p	Np007G4174100
OG0002804	Roisl.0210s1613.1.p	Np003G1468900
OG0002805	Roisl.0191s0588.1.p	Np003G1871700
OG0002805	Roisl.0038s0005.1.p	Np003G1728000
OG0002806	Roisl.0074s0429.1.p	Np007G4041800, Np003G1842900, Np003G1843200
OG0002807	Roisl.0074s0249.1.p	Np007G3917500
OG0002807	Roisl.0002s0053.1.p	Np005G3010700
OG0002808	Roisl.0013s0057.1.p	Np004G1987100
OG0002808	Roisl.0074s0073.1.p	Np007G3946100
OG0002809	Roisl.0006s0150.1.p	Np004G1962500
OG0002809	Roisl.0115s0382.1.p	Np011G4362300, Np012G4369100
OG0002810	Roisl.0075s0195.1.p	Np005G3053000
OG0002811	Roisl.0021s0412.1.p	Np004G2442300
OG0002811	Roisl.0021s0411.1.p	Np004G2442400
OG0002812	Roisl.0021s0138.1.p	Np004G2479600
OG0002812	Roisl.0214s0562.1.p	Np002G1166200
OG0002813	Roisl.0021s0226.1.p	Np004G2469100
OG0002814	Roisl.0021s0242.1.p	Np004G2467500
OG0002814	Roisl.0209s0647.1.p	Np002G1187700
OG0002815	Roisl.0189s0250.1.p, Roisl.0010s0071.1.p	Np002G1207700
OG0002815	Roisl.0021s0318.1.p	Np004G2456400
OG0002816	Roisl.0021s0330.1.p	Np004G2454800
OG0002816	Roisl.0010s0085.1.p	Np002G1210800
OG0002817	Roisl.0019s0268.1.p	Np002G0826200
OG0002818	Roisl.0019s0225.1.p	Np002G0820400
OG0002818	Roisl.0007s0378.1.p	Np004G2385300
OG0002819	Roisl.0019s0428.1.p	Np002G0843200
OG0002819	Roisl.0191s0141.1.p	Np004G2310500, Np007G4024100, Np007G4018800
OG0002821	Roisl.0009s0063.1.p	Np005G3197300
OG0002821	Roisl.0050s0078.1.p	Np002G1238700, Np004G2384100, Np001G0505700
OG0002822	Roisl.0013s0018.1.p	Np004G1983800
OG0002823	Roisl.0001s0324.1.p	Np005G2687500, Np005G2687600
OG0002824	Roisl.0005s0351.1.p	Np001G0256700
OG0002825	Roisl.0001s0189.1.p	Np005G2671100
OG0002826	Roisl.0023s0094.1.p	Np006G3638500
OG0002826	Roisl.0003s0259.1.p	Np005G2703200
OG0002827	Roisl.0008s0316.1.p	Np005G2639300
OG0002827	Roisl.0040s0003.1.p	Np007G3793500
OG0002828	Roisl.0214s0028.1.p, Roisl.0003s0189.1.p	Np006G3649000
OG0002829	Roisl.0191s0635.1.p, Roisl.0191s0636.1.p	Np003G1878900, Np003G1878500
OG0002832	Roisl.0074s0189.1.p	Np003G1865400, Np003G1857900, Np001G0275800, Np007G4099600, Np005G3016700, Np003G1865500, Np002G1191100
OG0002835	Roisl.0188s0114.1.p	Np001G0195600
OG0002836	Roisl.0001s0186.1.p, Roisl.0001s0187.1.p	Np005G2671000
OG0002837	Roisl.0031s0090.1.p	Np003G1644400
OG0002837	Roisl.0022s0462.1.p	Np005G2771000
OG0002844	Roisl.0200s0021.1.p	Np001G0250100
OG0002845	Roisl.0016s0282.1.p	Np007G4221100
OG0002845	Roisl.0210s1450.1.p	Np003G1448500
OG0002846	Roisl.0210s1106.1.p	Np003G1409400
OG0002847	Roisl.0210s1091.1.p	Np003G1408100, Np001G0173800
OG0002848	Roisl.0075s0054.1.p	Np005G3093200
OG0002848	Roisl.0053s0252.1.p	Np007G3864900, Np007G3866900, Np005G2925700
OG0002849	Roisl.0017s0326.1.p	Np006G3420800, Np006G3339400, Np006G3339700
OG0002850	Roisl.0210s0846.1.p	Np003G1378800
OG0002850	Roisl.0046s0213.1.p	Np001G0129700
OG0002852	Roisl.0046s0577.1.p, Roisl.0007s0327.1.p, Roisl.0046s0341.1.p	Np001G0143600
OG0002853	Roisl.0210s1997.1.p	Np001G0104100
OG0002853	Roisl.0210s0579.1.p	Np006G3606600, Np003G1346000
OG0002854	Roisl.0209s0491.1.p, Roisl.0046s0672.1.p	Np006G3613700, Np006G3614300
OG0002855	Roisl.0204s0016.1.p	Np006G3583900
OG0002856	Roisl.0091s0953.1.p	Np004G2527800
OG0002858	Roisl.0028s0641.1.p	Np006G3570000
OG0002858	Roisl.0091s0759.1.p	Np004G2550300
OG0002859	Roisl.0091s0766.1.p	Np004G2549500
OG0002859	Roisl.0028s0632.1.p	Np006G3568200
OG0002860	Roisl.0091s0730.1.p	Np004G2553300
OG0002861	Roisl.0091s0701.1.p	Np004G2556700
OG0002862	Roisl.0091s1071.1.p	Np004G2514800
OG0002863	Roisl.0022s0217.1.p	Np005G2803300, Np005G2803100
OG0002864	Roisl.0046s1576.1.p	Np001G0597700
OG0002865	Roisl.0028s0979.1.p	Np006G3403100
OG0002865	Roisl.0213s0450.1.p	Np004G2166900, Np004G2166600, Np004G2167700
OG0002867	Roisl.0028s0974.1.p	Np006G3403500
OG0002868	Roisl.0046s0919.1.p	Np001G0509200
OG0002869	Roisl.0024s0468.1.p	Np001G0027100
OG0002869	Roisl.0046s0904.1.p	Np001G0507300
OG0002870	Roisl.0024s0247.1.p	Np001G0055800
OG0002870	Roisl.0210s0609.1.p	Np003G1350300
OG0002871	Roisl.0024s0211.1.p	Np001G0060800
OG0002871	Roisl.0046s0774.1.p	Np001G0489500
OG0002872	Roisl.0080s0080.1.p	Np001G0087900
OG0002872	Roisl.0080s0079.1.p	Np001G0087600, Np002G1102300, Np002G1108900
OG0002873	Roisl.0210s1842.1.p	Np003G1497300
OG0002874	Roisl.0022s0337.1.p	Np005G2788700
OG0002875	Roisl.0080s0803.1.p, Roisl.0048s0010.1.p	Np003G1603100
OG0002875	Roisl.0022s0335.1.p	Np005G2788900
OG0002876	Roisl.0046s0978.1.p	Np001G0517600
OG0002878	Roisl.0011s0194.1.p, Roisl.0030s0190.1.p	Np003G1292600
OG0002879	Roisl.0030s0138.1.p	Np003G1285900
OG0002880	Roisl.0009s0091.1.p	Np005G3193100
OG0002881	Roisl.0012s0360.1.p	Np002G0706800
OG0002883	Roisl.0007s0426.1.p	Np004G2391700
OG0002884	Roisl.0024s0482.1.p	Np001G0025400
OG0002884	Roisl.0046s0914.1.p	Np001G0508500
OG0002885	Roisl.0053s0407.1.p	Np007G3839300
OG0002886	Roisl.0054s0042.1.p	Np006G3386800
OG0002886	Roisl.0046s1288.1.p	Np001G0554900
OG0002887	Roisl.0008s0254.1.p	Np005G2823400
OG0002888	Roisl.0082s0048.1.p, Roisl.0082s0047.1.p	Np005G3074900, Np005G3075000
OG0002889	Roisl.0053s0197.1.p	Np007G3874100
OG0002890	Roisl.0058s0025.1.p	Np005G3088600
OG0002890	Roisl.0053s0242.1.p	Np007G3869100
OG0002891	Roisl.0007s0041.1.p	Np004G2345200
OG0002891	Roisl.0079s0316.1.p	Np007G4132300
OG0002892	Roisl.0004s0458.1.p	Np002G0792800
OG0002893	Roisl.0005s0293.1.p	Np001G0370900
OG0002893	Roisl.0210s1769.1.p	Np005G2904100
OG0002894	Roisl.0005s0339.1.p	Np001G0378200
OG0002894	Roisl.0005s0164.1.p, Roisl.0005s0340.1.p	Np001G0378800
OG0002895	Roisl.0006s0332.1.p	Np004G1941100
OG0002896	Roisl.0022s0214.1.p, Roisl.0022s0213.1.p	Np003G1656600
OG0002897	Roisl.0045s0066.1.p	Np007G3782100
OG0002897	Roisl.0001s0001.1.p	Np007G3782000
OG0002898	Roisl.0005s0062.1.p	Np001G0331400, Np001G0331300
OG0002899	Roisl.0001s0080.1.p	Np005G2653800
OG0002899	Roisl.0066s0326.1.p	Np007G3771700
OG0002900	Roisl.0091s0017.1.p	Np005G2844600
OG0002900	Roisl.0213s0540.1.p	Np003G1814800
OG0002902	Roisl.0082s0223.1.p	Np003G1836600
OG0002903	Roisl.0046s1068.1.p	Np001G0529100
OG0002903	Roisl.0024s0650.1.p	Np001G0006300
OG0002904	Roisl.0024s0665.1.p	Np001G0002800
OG0002904	Roisl.0046s1075.1.p	Np001G0530000
OG0002905	Roisl.0024s0677.1.p	Np001G0001300
OG0002906	Roisl.0018s0361.1.p	Np001G0685900
OG0002907	Roisl.0018s0345.1.p	Np001G0684100
OG0002907	Roisl.0035s0038.1.p	Np003G1820400, Np006G3220300
OG0002908	Roisl.0035s0108.1.p	Np006G3229500
OG0002909	Roisl.0035s0116.1.p	Np006G3230300
OG0002910	Roisl.0018s0198.1.p	Np001G0665700
OG0002911	Roisl.0018s0088.1.p	Np001G0650700
OG0002912	Roisl.0046s1550.1.p, Roisl.0189s0067.1.p	Np001G0594200
OG0002914	Roisl.0031s0115.1.p	Np003G1638900
OG0002914	Roisl.0022s0460.1.p	Np005G2771100
OG0002915	Roisl.0015s0179.1.p	Np005G3100300
OG0002915	Roisl.0038s0030.1.p	Np007G3897500
OG0002916	Roisl.0001s0265.1.p	Np005G2680900
OG0002916	Roisl.0066s0094.1.p	Np007G3748900
OG0002917	Roisl.0080s0565.1.p	Np007G3739900
OG0002918	Roisl.0017s0136.1.p, Roisl.0017s0137.1.p, Roisl.0017s0135.1.p, Roisl.0017s0134.1.p	Np006G3366900
OG0002919	Roisl.0210s1642.1.p	Np003G1471600
OG0002921	Roisl.0016s0260.1.p	Np007G4224300
OG0002922	Roisl.0046s0422.1.p	Np001G0152200
OG0002922	Roisl.0039s0034.1.p	Np007G4193200
OG0002923	Roisl.0039s0104.1.p	Np007G4183800
OG0002924	Roisl.0079s0198.1.p	Np007G4146300
OG0002924	Roisl.0074s0636.1.p	Np007G4074100
OG0002925	Roisl.0079s0252.1.p	Np007G4140100, Np007G4139900
OG0002926	Roisl.0074s1027.1.p	Np007G3767900
OG0002926	Roisl.0074s1026.1.p	Np007G4126300
OG0002927	Roisl.0213s0763.1.p, Roisl.0074s0663.1.p	Np007G4078100, Np007G4078000
OG0002928	Roisl.0074s0466.1.p	Np007G4048000
OG0002928	Roisl.0006s0398.1.p	Np004G1932700
OG0002929	Roisl.0074s0344.1.p	Np005G3175200, Np005G3175500, Np010G4350900, Np007G4016000, Np007G3982200
OG0002930	Roisl.0074s0368.1.p, Roisl.0074s0369.1.p	Np007G3900600
OG0002931	Roisl.0074s0131.1.p	Np007G3937100
OG0002931	Roisl.0074s0130.1.p	Np007G3937400
OG0002932	Roisl.0074s0119.1.p	Np007G3939500
OG0002933	Roisl.0115s0362.1.p	Np007G3961900
OG0002935	Roisl.0115s0534.1.p, Roisl.0115s0535.1.p, Roisl.0115s0530.1.p	Np007G3821100
OG0002936	Roisl.0115s0523.1.p	Np007G3820200
OG0002938	Roisl.0191s0469.1.p	Np003G1894100
OG0002938	Roisl.0210s0077.1.p	Np004G2591600
OG0002939	Roisl.0210s0165.1.p	Np004G2581600
OG0002939	Roisl.0191s0620.1.p	Np003G1876600
OG0002940	Roisl.0033s0124.1.p	Np006G3482300, Np006G3547100
OG0002940	Roisl.0091s0888.1.p	Np004G2535800
OG0002941	Roisl.0007s0621.1.p	Np004G2412700
OG0002942	Roisl.0007s0157.1.p	Np004G2357500
OG0002943	Roisl.0010s0177.1.p	Np002G1226900, Np002G1227100
OG0002944	Roisl.0209s0749.1.p	Np002G1174100
OG0002945	Roisl.0214s0800.1.p, Roisl.0214s0799.1.p	Np002G1126900
OG0002946	Roisl.0046s0499.1.p	Np006G3674500
OG0002946	Roisl.0046s0500.1.p	Np006G3676400
OG0002947	Roisl.0082s0248.1.p	Np003G1839100
OG0002948	Roisl.0115s0701.1.p	Np005G2609500
OG0002949	Roisl.0115s0668.1.p	Np005G2613600
OG0002949	Roisl.0115s0671.1.p	Np005G2613300
OG0002950	Roisl.0001s0418.1.p	Np005G2627600
OG0002951	Roisl.0001s0184.1.p	Np005G2670800
OG0002951	Roisl.0066s0176.1.p	Np007G3756400
OG0002952	Roisl.0003s0257.1.p	Np005G2703300
OG0002952	Roisl.0023s0093.1.p	Np006G3638600
OG0002953	Roisl.0027s0135.1.p	Np006G3625600
OG0002953	Roisl.0008s0264.1.p	Np005G2633700
OG0002954	Roisl.0023s0062.1.p	Np006G3640900
OG0002954	Roisl.0003s0229.1.p	Np005G2708200
OG0002955	Roisl.0003s0215.1.p	Np005G2710400
OG0002955	Roisl.0023s0035.1.p	Np006G3642800
OG0002956	Roisl.0053s0275.1.p	Np007G3860300
OG0002957	Roisl.0191s0595.1.p	Np003G1872500
OG0002958	Roisl.0214s0491.1.p	Np007G3717900
OG0002958	Roisl.0022s0506.1.p	Np005G2766000
OG0002962	Roisl.0001s0435.1.p, Roisl.0022s0009.1.p	Np005G2626100
OG0002964	Roisl.0017s0001.1.p, Roisl.0075s0108.1.p, Roisl.0075s0053.1.p	Np002G0709200
OG0002971	Roisl.0042s0121.1.p	Np006G3610000
OG0002972	Roisl.0021s0572.1.p	Np006G3666300
OG0002972	Roisl.0003s0058.1.p	Np005G2732500
OG0002973	Roisl.0079s0159.1.p	Np007G4152300
OG0002975	Roisl.0214s0022.1.p	Np006G3648800
OG0002976	Roisl.0210s1392.1.p	Np003G1440900
OG0002976	Roisl.0016s0237.1.p	Np007G4227000
OG0002977	Roisl.0210s1299.1.p	Np003G1817000, Np003G1430300
OG0002978	Roisl.0210s1113.1.p	Np003G1410200
OG0002979	Roisl.0191s0155.1.p	Np004G2307400
OG0002979	Roisl.0210s1024.1.p	Np003G1400600
OG0002980	Roisl.0209s0072.1.p	Np001G0476500
OG0002981	Roisl.0210s0752.1.p	Np003G1366600
OG0002982	Roisl.0210s0693.1.p	Np003G1360600
OG0002982	Roisl.0024s0354.1.p	Np001G0041500
OG0002983	Roisl.0046s0329.1.p, Roisl.0008s0160.1.p	Np005G2837100
OG0002984	Roisl.0210s0585.1.p	Np003G1346900
OG0002984	Roisl.0011s0496.1.p	Np001G0216000
OG0002985	Roisl.0033s0013.1.p	Np006G3520400
OG0002986	Roisl.0028s0388.1.p	Np006G3287400
OG0002987	Roisl.0012s0224.1.p	Np001G0403500
OG0002988	Roisl.0214s0308.1.p	Np001G0422100
OG0002988	Roisl.0213s0027.1.p	Np004G2104300
OG0002989	Roisl.0028s0885.1.p	Np006G3416200
OG0002990	Roisl.0213s0334.1.p	Np004G2143100
OG0002991	Roisl.0028s0952.1.p	Np004G2053100
OG0002992	Roisl.0024s0527.1.p	Np001G0020600
OG0002993	Roisl.0046s0935.1.p	Np001G0511100
OG0002994	Roisl.0024s0510.1.p	Np001G0023000
OG0002995	Roisl.0080s0173.1.p, Roisl.0080s0174.1.p, Roisl.0025s0008.1.p	Np001G0098500
OG0002995	Roisl.0080s0176.1.p	Np001G0098600
OG0002996	Roisl.0210s1934.1.p, Roisl.0027s0073.1.p	Np003G1508700
OG0002997	Roisl.0080s0241.1.p, Roisl.0080s0242.1.p	Np003G1519900
OG0002999	Roisl.0080s0489.1.p, Roisl.0080s0477.1.p	Np003G1550100, Np003G1548400
OG0003000	Roisl.0080s0711.1.p, Roisl.0080s0710.1.p	Np003G1582700
OG0003002	Roisl.0080s0841.1.p	Np003G1607700, Np003G1871600
OG0003003	Roisl.0022s0366.1.p	Np005G2786000
OG0003003	Roisl.0080s0845.1.p	Np003G1609200
OG0003004	Roisl.0006s0074.1.p, Roisl.0046s0102.1.p	Np004G2418600, Np007G4239600, Np004G2495100, Np003G1566200
OG0003005	Roisl.0210s0402.1.p	Np003G1324100
OG0003005	Roisl.0210s0401.1.p	Np003G1324000
OG0003006	Roisl.0082s0394.1.p	Np003G1860900
OG0003007	Roisl.0019s0843.1.p, Roisl.0038s0025.1.p, Roisl.0082s0622.1.p, Roisl.0082s0621.1.p, Roisl.0082s0623.1.p	Np007G4209700
OG0003008	Roisl.0026s0160.1.p	Np001G0619700
OG0003010	Roisl.0009s0112.1.p, Roisl.0009s0115.1.p	Np005G3189100
OG0003011	Roisl.0191s0038.1.p	Np004G2327800
OG0003011	Roisl.0004s0107.1.p	Np002G0743100
OG0003013	Roisl.0004s0143.1.p	Np002G0748200
OG0003014	Roisl.0001s0181.1.p	Np005G2670500
OG0003014	Roisl.0066s0180.1.p	Np007G3756800
OG0003015	Roisl.0001s0182.1.p	Np005G2670600
OG0003015	Roisl.0066s0179.1.p	Np007G3756700
OG0003017	Roisl.0053s0172.1.p	Np005G3081700
OG0003020	Roisl.0075s0104.1.p	Np005G3067000
OG0003021	Roisl.0004s0518.1.p	Np002G0801100, Np002G0806500
OG0003022	Roisl.0191s0403.1.p	Np004G2089100, Np004G1979400
OG0003023	Roisl.0044s0068.1.p	Np005G2754300
OG0003023	Roisl.0044s0100.1.p	Np005G2751000
OG0003024	Roisl.0007s0007.1.p	Np004G2342400
OG0003025	Roisl.0025s0045.1.p	Np001G0200800
OG0003025	Roisl.0009s0234.1.p	Np005G3167500
OG0003026	Roisl.0025s0048.1.p	Np001G0200500
OG0003027	Roisl.0005s0304.1.p	Np001G0371500
OG0003028	Roisl.0115s0267.1.p	Np007G3968900
OG0003029	Roisl.0006s0137.1.p	Np004G1963400
OG0003029	Roisl.0115s0378.1.p	Np011G4361800
OG0003030	Roisl.0013s0015.1.p	Np004G1983500
OG0003031	Roisl.0115s0462.1.p	Np007G3811300
OG0003032	Roisl.0074s0328.1.p	Np007G3904200
OG0003033	Roisl.0017s0183.1.p	Np006G3358300
OG0003034	Roisl.0024s0624.1.p	Np001G0008000
OG0003035	Roisl.0091s0269.1.p	Np005G2883200
OG0003037	Roisl.0082s0277.1.p	Np003G1847400
OG0003037	Roisl.0091s0204.1.p	Np005G2876400
OG0003038	Roisl.0027s0035.1.p, Roisl.0027s0025.1.p	Np007G4214600
OG0003038	Roisl.0214s0847.1.p	Np007G3962200
OG0003039	Roisl.0018s0203.1.p	Np001G0666300
OG0003040	Roisl.0018s0157.1.p, Roisl.0018s0156.1.p	Np001G0661700
OG0003041	Roisl.0018s0123.1.p	Np001G0655600
OG0003043	Roisl.0028s0380.1.p	Np006G3286900
OG0003043	Roisl.0026s0077.1.p	Np001G0629300
OG0003044	Roisl.0046s1332.1.p	Np001G0563800
OG0003045	Roisl.0016s0261.1.p, Roisl.0213s0501.1.p	Np007G4224200
OG0003046	Roisl.0209s0042.1.p, Roisl.0046s1242.1.p, Roisl.0046s1246.1.p, Roisl.0075s0066.1.p, Roisl.0046s1243.1.p, Roisl.0046s1245.1.p	Np002G0971100
OG0003047	Roisl.0019s0832.1.p	Np002G0918900
OG0003048	Roisl.0019s0818.1.p	Np002G0916300
OG0003049	Roisl.0019s0775.1.p	Np002G0907300
OG0003050	Roisl.0022s0012.1.p, Roisl.0053s0128.1.p	Np005G3108300
OG0003051	Roisl.0015s0071.1.p	Np004G2098100
OG0003051	Roisl.0022s0124.1.p	Np005G2816200
OG0003052	Roisl.0115s0721.1.p	Np005G2606400
OG0003053	Roisl.0204s0058.1.p, Roisl.0204s0056.1.p	Np004G2086100
OG0003054	Roisl.0091s0274.1.p	Np002G1130800, Np005G3183900, Np005G3183800
OG0003055	Roisl.0210s1630.1.p	Np003G1470000
OG0003056	Roisl.0210s1647.1.p	Np003G1472600
OG0003057	Roisl.0046s0316.1.p	Np001G0140600
OG0003057	Roisl.0046s0315.1.p	Np001G0140400
OG0003059	Roisl.0067s0066.1.p	Np006G3211900
OG0003061	Roisl.0028s0200.1.p	Np006G3263300
OG0003062	Roisl.0028s0205.1.p	Np006G3263800
OG0003063	Roisl.0191s0409.1.p	Np004G2255900, Np006G3297200
OG0003064	Roisl.0039s0042.1.p	Np007G4192500
OG0003064	Roisl.0046s0411.1.p	Np001G0150600
OG0003065	Roisl.0091s1192.1.p	Np007G4186600
OG0003066	Roisl.0039s0108.1.p	Np007G4183300
OG0003067	Roisl.0036s0082.1.p	Np001G0163700
OG0003068	Roisl.0079s0235.1.p	Np007G4142700, Np007G4142600
OG0003069	Roisl.0074s0921.1.p	Np001G0190400, Np007G4111200
OG0003070	Roisl.0074s0651.1.p	Np007G4076300
OG0003070	Roisl.0021s0540.1.p	Np004G1909400
OG0003071	Roisl.0012s0211.1.p	Np002G0815400
OG0003071	Roisl.0074s0343.1.p	Np007G3902800
