Orthogroup	Euclidium_syriacum	Erysimum_linariifolium
OG0003622	ESY15_g65945_DN2_SP0_c0.t1	El007G365390
OG0003624	ESY10_g14802_DN3_SP8_c0.t1	El003G169790, El007G366570
OG0003625	ESY12_g52212_DN3_SP0_c0.t1	El006G280470, El005G274000
OG0003626	ESY1_g12431_DN3_SP0_c0.t1	El001G034530
OG0003627	ESY12_g51816_DN1_SP0_c0.t1, ESY12_g51817_DN2_SP0_c0.t1, ESY12_g51818_DN3_SP0_c0.t1, ESY12_g51814_DN3_SP0_c0.t1	El006G282540
OG0003628	ESY1_g11988_DN3_SP7_c0.t1	El001G031840, El006G284160
OG0003629	ESY12_g52091_DN3_SP0_c0.t1, ESY12_g52092_DN3_SP0_c0.t1	El006G284370
OG0003630	ESY1_g11908_DN3_SP1_c0.t1	El001G031520
OG0003630	ESY12_g52146_DN3_SP8_c0.t1	El006G284860
OG0003631	ESY3_g30731_DN3_SP0_c0.t1	El005G265570, El005G265500, El001G059130
OG0003632	ESY5_g2830_DN3_SP0_c0.t1	El007G343000, El002G098660
OG0003633	ESY6_g50311_DN2_SP0_c0.t1	El001G020730, El007G322930
OG0003634	ESY1_g10016_DN3_SP0_c0.t1	El003G167460, El001G020760
OG0003634	ESY6_g50314_DN3_SP0_c0.t1	El007G322900
OG0003635	ESY1_g10149_DN3_SP8_c0.t1	El001G021630
OG0003635	ESY6_g50748_DN3_SP1_c0.t1	El007G322090
OG0003636	ESY20_g13002_DN3_SP8_c0.t1	El002G083240, El001G000900
OG0003637	ESY20_g13241_DN3_SP5_c0.t1	El001G002970, El002G084550
OG0003638	ESY20_g13310_DN3_SP0_c0.t1	El002G084960, El001G003420
OG0003639	ESY8_g60620_DN2_SP0_c0.t1	El003G149670
OG0003640	ESY1_g10396_DN2_SP0_c0.t1, ESY3_g32639_DN3_SP0_c0.t1	El005G235450
OG0003640	ESY7_g17593_DN2_SP0_c0.t1	El001G066940
OG0003641	ESY3_g31837_DN3_SP4_c0.t1	El001G048820, El005G239960
OG0003642	ESY10_g15483_DN3_SP8_c0.t1	El001G050250
OG0003642	ESY15_g65444_DN3_SP0_c17.t1	El005G240480
OG0003643	ESY1_g10706_DN3_SP0_c0.t1	El001G026610
OG0003643	ESY9_g45603_DN3_SP8_c0.t1	El006G290050
OG0003644	ESY2_g36490_DN3_SP6_c30.t1, ESY2_g36492_DN3_SP5_c29.t1	El004G234610
OG0003646	ESY5_g4202_DN3_SP7_c0.t1	El004G226320, El002G102610
OG0003647	ESY5_g2673_DN3_SP0_c0.t1	El002G103530
OG0003648	ESY5_g2312_DN3_SP8_c0.t1	El002G107480
OG0003649	ESY1_g11476_DN3_SP0_c0.t1	El002G112560, El004G218240
OG0003650	ESY11_g54194_DN2_SP0_c0.t1, ESY1_g11468_DN3_SP0_c0.t1	El001G029850
OG0003651	ESY5_g2602_DN3_SP0_c0.t1	El002G096770
OG0003652	ESY5_g4692_DN3_SP8_c0.t1	El002G088680
OG0003652	ESY5_g4691_DN3_SP0_c0.t1	El002G088690
OG0003653	ESY5_g4777_DN3_SP0_c0.t1	El002G087930
OG0003654	ESY5_g4780_DN3_SP0_c0.t1	El002G087890
OG0003654	ESY5_g4782_DN3_SP0_c0.t1	El002G087900
OG0003655	ESY7_g17240_DN3_SP7_c0.t1	El001G064060
OG0003656	ESY7_g17187_DN3_SP0_c0.t1	El001G063650, El002G123290
OG0003657	ESY3_g30095_DN3_SP0_c0.t1	El005G248430
OG0003658	ESY7_g19053_DN3_SP0_c0.t1	El001G077840
OG0003659	ESY7_g18541_DN1_SP0_c0.t1	El007G329110
OG0003660	ESY6_g48591_DN2_SP0_c0.t1	El003G184940, El007G333020
OG0003661	ESY1_g10100_DN3_SP5_c0.t1	El001G021280
OG0003661	ESY6_g50237_DN3_SP0_c0.t1	El007G322410
OG0003662	ESY1_g8172_DN3_SP8_c0.t1	El001G016040
OG0003662	ESY6_g48699_DN3_SP0_c0.t1	El007G331900
OG0003663	ESY2_g35439_DN3_SP8_c0.t1	El004G220850, El002G110260
OG0003664	ESY6_g49587_DN3_SP0_c0.t1	El007G343910, El007G330030, El007G330010
OG0003665	ESY5_g4343_DN3_SP0_c0.t1	El004G224360
OG0003666	ESY2_g36584_DN3_SP8_c0.t1	El004G233990, El001G041640, El003G152080, El006G316600
OG0003667	ESY3_g30158_DN3_SP8_c0.t1	El005G249000
OG0003668	ESY3_g30242_DN3_SP8_c0.t1	El005G249540
OG0003668	ESY2_g36275_DN3_SP0_c23.t1	El002G140290
OG0003669	ESY2_g36245_DN2_SP1_c0.t1	El002G139990
OG0003670	ESY3_g30342_DN3_SP1_c0.t1	El005G250290
OG0003671	ESY3_g30559_DN3_SP0_c0.t1, ESY3_g30576_DN3_SP0_c0.t1, ESY3_g30579_DN3_SP0_c0.t1	El005G251830
OG0003672	ESY3_g29857_DN3_SP8_c0.t1	El005G253910
OG0003672	ESY2_g38367_DN3_SP1_c0.t1	El003G171420
OG0003673	ESY3_g28015_DN3_SP4_c0.t1	El005G267570
OG0003674	ESY3_g27321_DN3_SP6_c15.t1	El005G269300
OG0003674	ESY15_g64695_DN3_SP6_c15.t1	El007G349420
OG0003675	ESY5_g4429_DN3_SP0_c0.t1	El002G090740, El007G335800, El007G335780
OG0003676	ESY4_g25828_DN3_SP3_c94.t1	El005G272290, El003G148940
OG0003677	ESY2_g36994_DN1_SP0_c0.t1	El002G137820
OG0003678	ESY3_g29183_DN3_SP8_c0.t1	El005G258550
OG0003679	ESY1_g10363_DN3_SP8_c0.t1	El006G295160, El001G022670
OG0003680	ESY1_g10388_DN3_SP0_c0.t1, ESY1_g10386_DN1_SP0_c0.t1	El001G022770
OG0003681	ESY9_g44847_DN3_SP4_c0.t1	El001G024330, El006G292840
OG0003682	ESY1_g10573_DN3_SP6_c12.t1	El001G027400
OG0003683	ESY1_g12584_DN3_SP0_c0.t1, ESY1_g10307_DN3_SP0_c0.t1	El001G022320
OG0003685	ESY1_g10938_DN2_SP0_c0.t1	El001G025300
OG0003685	ESY1_g10941_DN1_SP0_c0.t1, ESY1_g10937_DN3_SP0_c0.t1, ESY1_g10936_DN2_SP0_c0.t1, ESY1_g10943_DN3_SP0_c0.t1, ESY1_g10942_DN3_SP0_c0.t1, ESY1_g10940_DN3_SP0_c0.t1, ESY1_g10939_DN3_SP0_c0.t1	El001G025290
OG0003686	ESY8_g59311_DN1_SP0_c0.t1	El004G229970
OG0003686	ESY3_g31134_DN2_SP0_c0.t1, ESY11_g54613_DN3_SP0_c0.t1	El002G133820
OG0003687	ESY2_g34060_DN3_SP0_c0.t1	El004G202260, El004G202220
OG0003687	ESY2_g34061_DN3_SP0_c0.t1	El004G202300
OG0003690	ESY8_g59907_DN2_SP0_c0.t1	El001G043270, El001G043290, El001G043280, El001G043330, El001G043360, El001G043320, El001G041090, El001G043300, El001G043340, El001G043370, El006G312980
OG0003695	ESY4_g23984_DN2_SP0_c0.t1	El003G150290, El003G155560
OG0003696	ESY4_g24526_DN3_SP4_c0.t1	El003G152960
OG0003697	ESY4_g25730_DN3_SP8_c0.t1	El001G013080, El003G148350
OG0003698	ESY4_g25521_DN3_SP0_c0.t1	El003G147520
OG0003699	ESY9_g45523_DN3_SP0_c0.t1	El002G123130
OG0003700	ESY16_g61484_DN3_SP0_c0.t1	El003G171100
OG0003701	ESY19_g42206_DN3_SP1_c0.t1, ESY7_g17081_DN3_SP7_c0.t1, ESY10_g14472_DN3_SP0_c0.t1	El001G037000
OG0003702	ESY10_g13834_DN3_SP1_c0.t1	El001G041120
OG0003703	ESY2_g35221_DN3_SP8_c0.t1	El004G216220, El003G186760
OG0003704	ESY2_g34378_DN3_SP0_c0.t1, ESY2_g33653_DN3_SP3_c0.t1	El004G197840, El004G197850, El004G197870
OG0003705	ESY12_g51012_DN3_SP8_c0.t1	El006G288580
OG0003707	ESY16_g61981_DN2_SP0_c0.t1, ESY3_g31251_DN3_SP0_c0.t1	El007G344380
OG0003708	ESY6_g48071_DN3_SP0_c0.t1, ESY6_g48070_DN3_SP0_c0.t1	El007G336480
OG0003709	ESY2_g35366_DN3_SP0_c0.t1	El006G305220, El007G335260
OG0003711	ESY9_g42453_DN3_SP7_c0.t1	El003G169450, El003G169460
OG0003712	ESY9_g43271_DN3_SP2_c0.t1	El007G361360, El003G165530
OG0003713	ESY7_g16557_DN3_SP0_c0.t1	El007G360720
OG0003713	ESY9_g43382_DN3_SP0_c0.t1	El003G165060
OG0003714	ESY9_g43761_DN3_SP8_c0.t1	El003G163210
OG0003714	ESY7_g18796_DN3_SP0_c0.t1	El001G057100
OG0003715	ESY18_g63390_DN3_SP8_c0.t1, ESY11_g53077_DN3_SP0_c0.t1, ESY23_g84_DN3_SP0_c0.t1	El001G007570
OG0003716	ESY1_g11832_DN3_SP0_c0.t1	El001G027980
OG0003717	ESY20_g12999_DN3_SP0_c0.t1, ESY20_g13085_DN3_SP0_c15.t1, ESY20_g12995_DN3_SP0_c15.t1, ESY20_g13086_DN3_SP0_c16.t1, ESY20_g13083_DN3_SP0_c0.t1, ESY20_g12996_DN3_SP0_c0.t1	El001G001540, El001G001550
OG0003718	ESY2_g37175_DN2_SP0_c0.t1	El002G136480
OG0003719	ESY3_g30098_DN3_SP0_c0.t1	El001G080010
OG0003720	ESY7_g19533_DN3_SP2_c0.t1, ESY11_g52439_DN3_SP0_c0.t1	El002G095820, El001G081030
OG0003721	ESY7_g18920_DN3_SP0_c0.t1	El001G007620
OG0003722	ESY3_g27760_DN1_SP0_c0.t1	El003G178290, El005G268200
OG0003723	ESY3_g28395_DN3_SP0_c0.t1	El005G264980, El003G175230, El003G175250
OG0003724	ESY3_g29047_DN3_SP0_c0.t1	El005G259690
OG0003724	ESY2_g38739_DN3_SP2_c0.t1	El003G172570
OG0003725	ESY2_g35145_DN3_SP3_c0.t1	El005G269620
OG0003726	ESY12_g51180_DN3_SP0_c11.t1, ESY12_g52220_DN3_SP0_c8.t1	El006G312590, El006G280400
OG0003727	ESY1_g12323_DN1_SP0_c0.t1, ESY12_g51737_DN3_SP0_c0.t1	El001G033590
OG0003728	ESY12_g52148_DN3_SP0_c0.t1	El006G284880
OG0003728	ESY12_g52149_DN3_SP0_c0.t1	El006G284870
OG0003729	ESY12_g52151_DN3_SP0_c0.t1	El006G284900, El006G284890
OG0003730	ESY12_g51289_DN3_SP0_c0.t1	El006G287010
OG0003730	ESY1_g11544_DN3_SP0_c0.t1	El001G029490
OG0003731	ESY7_g17122_DN3_SP8_c0.t1	El001G079670, El002G128310
OG0003732	ESY6_g48734_DN3_SP0_c0.t1, ESY6_g48733_DN3_SP0_c0.t1	El007G331650, El007G331660
OG0003733	ESY20_g12913_DN3_SP4_c0.t1	El002G086130, El007G359350
OG0003734	ESY20_g12896_DN2_SP0_c0.t1, ESY20_g12893_DN3_SP0_c0.t1	El007G359210
OG0003735	ESY20_g12858_DN3_SP0_c0.t1	El007G358890, El001G010570
OG0003736	ESY20_g12721_DN3_SP0_c0.t1, ESY20_g12720_DN3_SP0_c0.t1	El006G299330
OG0003737	ESY20_g12755_DN3_SP7_c0.t1	El006G299060
OG0003738	ESY8_g58428_DN2_SP6_c0.t1	El006G300670
OG0003738	ESY5_g4763_DN3_SP0_c0.t1	El002G088040
OG0003739	ESY8_g58492_DN3_SP0_c0.t1	El001G012060, El004G227960, El006G301140
OG0003740	ESY8_g58502_DN3_SP8_c0.t1	El006G301570
OG0003740	ESY5_g4681_DN3_SP6_c0.t1	El002G088760
OG0003741	ESY3_g31458_DN3_SP0_c34.t1	El006G306400, El006G306420
OG0003742	ESY8_g59129_DN3_SP3_c0.t1	El006G299580, El006G309290
OG0003743	ESY3_g32545_DN3_SP8_c0.t1	El005G236230
OG0003746	ESY3_g31575_DN3_SP0_c0.t1	El005G241380, El001G061500
OG0003747	ESY3_g31405_DN3_SP6_c0.t1, ESY3_g31403_DN3_SP4_c0.t1	El005G242510
OG0003748	ESY3_g30717_DN3_SP6_c0.t1	El005G243270
OG0003749	ESY3_g30745_DN3_SP1_c0.t1	El005G243510
OG0003750	ESY16_g61667_DN3_SP1_c0.t1	El002G139740, El001G026760, El007G340930, El007G346650
OG0003751	ESY5_g5409_DN3_SP0_c0.t1, ESY5_g5425_DN2_SP0_c0.t1	El002G083880
OG0003752	ESY5_g4339_DN3_SP0_c0.t1, ESY5_g4337_DN3_SP0_c0.t1, ESY5_g4338_DN3_SP0_c0.t1, ESY5_g4336_DN3_SP0_c0.t1	El002G101430
OG0003753	ESY2_g35069_DN3_SP0_c0.t1	El004G231040
OG0003753	ESY5_g2365_DN3_SP3_c0.t1	El002G106520
OG0003754	ESY5_g1802_DN3_SP7_c0.t1	El002G109620
OG0003755	ESY5_g1475_DN3_SP0_c0.t1	El002G111400, El002G124110
OG0003756	ESY7_g17146_DN3_SP1_c0.t1, ESY7_g16281_DN3_SP0_c0.t1	El003G160390, El003G160400
OG0003758	ESY8_g59698_DN3_SP3_c0.t1	El003G143660, El006G319850
OG0003759	ESY5_g2845_DN3_SP0_c0.t1	El002G098800
OG0003760	ESY3_g28812_DN3_SP0_c0.t1	El002G132800
OG0003761	ESY5_g4844_DN1_SP0_c0.t1	El002G087460
OG0003763	ESY11_g54881_DN3_SP4_c0.t1	El005G278790
OG0003763	ESY5_g5066_DN3_SP8_c0.t1	El002G085980
OG0003764	ESY20_g13048_DN3_SP8_c0.t1	El002G083510, El001G001270
OG0003765	ESY7_g17390_DN3_SP2_c0.t1	El001G065470
OG0003765	ESY1_g11851_DN2_SP0_c0.t1	El002G102440
OG0003766	ESY7_g17371_DN3_SP0_c0.t1	El001G065320
OG0003767	ESY8_g61021_DN3_SP0_c0.t1	El001G056630, El001G056640
OG0003768	ESY6_g49790_DN3_SP3_c0.t1	El007G327670
OG0003769	ESY6_g48571_DN3_SP8_c0.t1	El007G333250
OG0003771	ESY6_g48620_DN3_SP0_c0.t1	El001G016590, El007G332790
OG0003772	ESY3_g31199_DN3_SP0_c0.t1, ESY4_g25801_DN3_SP0_c0.t1	El003G148850, El001G012730
OG0003773	ESY2_g35379_DN3_SP0_c0.t1	El004G220290
OG0003774	ESY2_g35420_DN3_SP0_c0.t1	El004G220700
OG0003775	ESY2_g36106_DN3_SP0_c0.t1	El004G231870
OG0003776	ESY2_g36156_DN3_SP0_c0.t1	El004G232230
OG0003777	ESY2_g37183_DN3_SP0_c0.t1, ESY2_g36803_DN3_SP0_c0.t1	El004G232430, El002G120410
OG0003778	ESY3_g29356_DN3_SP8_c0.t1, ESY2_g37489_DN3_SP4_c0.t1	El005G257350
OG0003779	ESY3_g29229_DN2_SP0_c0.t1	El005G258280
OG0003780	ESY2_g37219_DN3_SP6_c0.t1	El005G259400, El002G136210, El002G138590
OG0003781	ESY3_g28124_DN3_SP2_c0.t1	El004G229710, El001G015180, El005G266950, El001G015170
OG0003782	ESY1_g10511_DN3_SP2_c0.t1	El001G023550, El005G270090
OG0003783	ESY17_g39843_DN2_SP0_c2.t1	El003G183120
OG0003783	ESY11_g52486_DN3_SP8_c0.t1	El005G270730
OG0003784	ESY2_g36342_DN3_SP0_c0.t1	El002G140750
OG0003785	ESY2_g38583_DN1_SP0_c0.t1	El002G140430
OG0003786	ESY2_g37215_DN3_SP4_c3.t1	El002G136320
OG0003787	ESY2_g37599_DN3_SP0_c0.t1	El002G133960
OG0003788	ESY1_g11001_DN3_SP4_c0.t1	El001G024740
OG0003790	ESY2_g36037_DN3_SP0_c0.t1	El001G027590
OG0003791	ESY1_g11819_DN3_SP0_c0.t1	El001G028020
OG0003791	ESY12_g51024_DN3_SP0_c0.t1	El006G288470
OG0003792	ESY1_g11762_DN3_SP0_c0.t1, ESY1_g11763_DN3_SP0_c0.t1	El001G028380
OG0003794	ESY12_g51495_DN3_SP0_c0.t1	El002G137930, El002G136080
OG0003796	ESY2_g34498_DN3_SP0_c0.t1	El001G006690, El001G006680, El001G006700
OG0003797	ESY10_g14161_DN3_SP0_c0.t1	El002G109660
OG0003797	ESY11_g54799_DN3_SP0_c0.t1	El002G109670
OG0003798	ESY5_g3949_DN3_SP0_c0.t1	El002G104740, El002G104730
OG0003799	ESY2_g34417_DN3_SP7_c0.t1	El004G219600, El002G111780
OG0003801	ESY6_g50294_DN3_SP0_c0.t1, ESY6_g47926_DN3_SP0_c0.t1, ESY6_g50297_DN3_SP0_c0.t1	El007G322750
OG0003802	ESY6_g49387_DN3_SP0_c0.t1	El007G328490
OG0003803	ESY9_g43037_DN3_SP0_c0.t1	El003G166310
OG0003804	ESY8_g58955_DN3_SP1_c0.t1, ESY8_g58954_DN3_SP0_c0.t1, ESY8_g58953_DN3_SP0_c0.t1	El006G305550, El006G305560, El006G305570
OG0003805	ESY7_g17263_DN3_SP0_c0.t1	El007G349020, El007G349040
OG0003807	ESY6_g49589_DN3_SP2_c0.t1	El007G330040
OG0003808	ESY7_g17606_DN2_SP0_c0.t1	El002G135230, El002G134900
OG0003811	ESY7_g17306_DN3_SP0_c0.t1	El001G064270
OG0003813	ESY8_g60160_DN2_SP0_c0.t1	El003G192090
OG0003823	ESY2_g34148_DN2_SP0_c0.t1	El003G155710
OG0003824	ESY4_g24932_DN3_SP0_c0.t1	El003G151330
OG0003826	ESY9_g44822_DN2_SP0_c0.t1	El005G260720
OG0003826	ESY17_g39863_DN2_SP0_c0.t1	El007G353010, El005G275890, El001G046160
OG0003827	ESY4_g25571_DN2_SP0_c3.t1	El003G147780
OG0003827	ESY11_g53835_DN3_SP0_c0.t1	El005G273690
OG0003828	ESY16_g61973_DN3_SP2_c0.t1	El002G118350
OG0003829	ESY16_g61882_DN3_SP1_c0.t1	El006G295440, El002G118820
OG0003830	ESY2_g34285_DN3_SP1_c0.t1	El004G210620
OG0003830	ESY2_g34284_DN3_SP0_c0.t1, ESY2_g34283_DN3_SP0_c0.t1	El006G309520, El006G309500
OG0003831	ESY5_g3393_DN3_SP0_c0.t1	El002G092930
OG0003832	ESY10_g14618_DN3_SP0_c0.t1	El001G036320, El003G184660
OG0003833	ESY8_g58656_DN3_SP8_c0.t1	El004G203630, El006G302240
OG0003834	ESY2_g33275_DN3_SP8_c0.t1, ESY8_g59983_DN3_SP2_c0.t1	El002G089010, El004G194060
OG0003835	ESY5_g3807_DN3_SP2_c0.t1	El002G095930
OG0003835	ESY2_g33578_DN2_SP0_c0.t1	El004G197110
OG0003836	ESY3_g30912_DN3_SP0_c0.t1	El001G080990
OG0003837	ESY7_g17889_DN3_SP0_c9.t1	El001G072400
OG0003838	ESY6_g46189_DN3_SP0_c0.t1	El007G342680, El007G342690
OG0003839	ESY6_g47840_DN3_SP0_c0.t1	El007G338050
OG0003840	ESY6_g48061_DN3_SP7_c0.t1	El002G136220, El007G336560
OG0003841	ESY6_g48211_DN3_SP8_c0.t1	El003G158090, El007G335760
OG0003842	ESY7_g18382_DN3_SP0_c0.t1	El001G068810
OG0003843	ESY7_g18200_DN3_SP0_c0.t1	El001G070120
OG0003844	ESY10_g15131_DN3_SP8_c0.t1, ESY9_g42634_DN3_SP4_c0.t1	El007G364530
OG0003845	ESY9_g42728_DN3_SP7_c0.t1	El003G167640
OG0003846	ESY23_g193_DN3_SP0_c0.t1	El003G161350
OG0003847	ESY23_g194_DN3_SP6_c0.t1	El003G161320
OG0003848	ESY14_g20318_DN3_SP0_c0.t1	El002G121670
OG0003849	ESY14_g20156_DN3_SP1_c0.t1	El002G122160
OG0003850	ESY4_g22419_DN3_SP4_c0.t1	El002G129350
OG0003852	ESY9_g43247_DN2_SP0_c0.t1, ESY4_g26110_DN3_SP0_c8.t1	El003G146310
OG0003853	ESY4_g26539_DN3_SP1_c0.t1	El003G144530
OG0003854	ESY8_g61321_DN3_SP0_c0.t1	El003G186110
OG0003855	ESY19_g41669_DN3_SP0_c0.t1	El001G011330
OG0003856	ESY1_g12037_DN3_SP0_c0.t1	El002G127870
OG0003857	ESY10_g14773_DN3_SP0_c0.t1	El001G014040, El007G356450
OG0003858	ESY1_g6629_DN3_SP8_c0.t1	El007G356430, El002G134500
OG0003859	ESY18_g63303_DN3_SP2_c0.t1	El001G007350, El001G007360
OG0003860	ESY12_g52019_DN3_SP0_c5.t1	El006G283830, El003G177510, El006G284360
OG0003861	ESY7_g16803_DN2_SP0_c0.t1	El002G127060, El007G363460, El007G363630, El007G363540
OG0003862	ESY10_g15133_DN3_SP0_c0.t1	El007G364550
OG0003863	ESY10_g14758_DN3_SP3_c0.t1	El007G366830
OG0003864	ESY1_g12504_DN3_SP8_c0.t1	El001G034980, El004G210450
OG0003865	ESY12_g51661_DN2_SP0_c0.t1	El006G281280
OG0003866	ESY12_g51913_DN3_SP0_c0.t1	El006G283090
OG0003867	ESY7_g19585_DN3_SP0_c0.t1	El001G081450
OG0003867	ESY7_g18350_DN1_SP0_c0.t1, ESY10_g15636_DN1_SP0_c0.t1	El006G316650
OG0003868	ESY6_g48949_DN3_SP8_c0.t1	El007G330230
OG0003868	ESY1_g7735_DN3_SP1_c0.t1	El001G014070
OG0003869	ESY6_g48930_DN3_SP0_c0.t1	El007G330440, El007G330450
OG0003870	ESY6_g48918_DN2_SP1_c0.t1	El007G330550
OG0003871	ESY6_g48862_DN2_SP0_c0.t1	El007G330920, El003G168030
OG0003872	ESY20_g12968_DN3_SP2_c0.t1	El001G000730, El001G001020, El001G000720
OG0003873	ESY20_g13121_DN3_SP0_c0.t1	El006G305470, El001G001780
OG0003874	ESY20_g13297_DN3_SP0_c0.t1	El001G003320
OG0003875	ESY5_g5074_DN3_SP0_c0.t1	El002G085940
OG0003876	ESY8_g58439_DN3_SP5_c0.t1	El006G300780
OG0003877	ESY16_g61726_DN1_SP0_c0.t1	El006G315430, El004G213330
OG0003877	ESY16_g62295_DN3_SP0_c0.t1	El003G157100
OG0003878	ESY3_g31546_DN3_SP3_c0.t1	El005G241520
OG0003879	ESY3_g31400_DN3_SP0_c0.t1	El005G242540
OG0003881	ESY2_g36647_DN2_SP7_c0.t1	El004G233430, El002G100070
OG0003882	ESY5_g4227_DN3_SP0_c0.t1	El002G102400
OG0003883	ESY5_g3296_DN3_SP0_c26.t1	El002G092180, El002G092190
OG0003884	ESY2_g35413_DN2_SP2_c0.t1	El002G111410
OG0003885	ESY13_g56869_DN3_SP0_c0.t1	El003G159770
OG0003885	ESY24_g32921_DN3_SP6_c0.t1	El007G343550
OG0003886	ESY8_g59472_DN3_SP0_c0.t1	El006G317220
OG0003886	ESY4_g24763_DN3_SP0_c0.t1	El003G152070, El006G312140
OG0003887	ESY5_g2855_DN3_SP8_c0.t1	El002G098900
OG0003888	ESY3_g31948_DN1_SP0_c0.t1, ESY8_g60976_DN1_SP0_c0.t1, ESY4_g25079_DN1_SP0_c0.t1	El005G239490, El001G048940, El001G048480, El001G048390, El001G048500, El001G007510
OG0003890	ESY8_g58478_DN2_SP0_c0.t1, ESY5_g4731_DN3_SP1_c16.t1	El006G301020
OG0003891	ESY7_g17396_DN2_SP0_c0.t1	El001G065530
OG0003893	ESY3_g32125_DN3_SP3_c0.t1	El005G238640
OG0003893	ESY7_g17064_DN3_SP6_c0.t1	El001G062410
OG0003894	ESY7_g19171_DN3_SP0_c0.t1	El001G049460
OG0003894	ESY10_g15573_DN3_SP6_c0.t1	El001G049470
OG0003895	ESY2_g33436_DN3_SP0_c0.t1	El001G028530
OG0003895	ESY1_g11745_DN3_SP0_c0.t1, ESY77_g64218_DN2_SP0_c0.t1	El001G028520
OG0003896	ESY10_g15898_DN3_SP7_c0.t1	El007G345400, El004G218410
OG0003897	ESY7_g18834_DN3_SP0_c0.t1	El001G076240
OG0003898	ESY7_g17272_DN3_SP0_c0.t1, ESY7_g18986_DN3_SP8_c0.t1	El002G139110, El001G077330
OG0003899	ESY6_g49936_DN3_SP3_c0.t1, ESY6_g49934_DN3_SP7_c0.t1	El003G189420
OG0003900	ESY1_g9721_DN3_SP5_c0.t1	El001G019570, El007G324380
OG0003901	ESY1_g8685_DN3_SP0_c0.t1	El001G017330
OG0003901	ESY6_g49338_DN3_SP0_c28.t1	El007G328080
OG0003902	ESY1_g8306_DN3_SP0_c0.t1	El001G016490
OG0003902	ESY6_g48651_DN3_SP0_c0.t1	El007G332490
OG0003903	ESY4_g26728_DN3_SP0_c0.t1	El003G143200
OG0003904	ESY2_g34724_DN3_SP0_c0.t1, ESY2_g34725_DN3_SP0_c0.t1, ESY2_g34726_DN3_SP0_c0.t1	El004G229440
OG0003905	ESY2_g34738_DN3_SP3_c0.t1	El004G229350
OG0003906	ESY2_g34859_DN3_SP1_c0.t1	El002G108830, El004G225950
OG0003907	ESY2_g34815_DN3_SP0_c0.t1	El004G228710, El004G228720
OG0003908	ESY2_g36821_DN3_SP8_c4.t1	El004G232310
OG0003909	ESY2_g36698_DN3_SP0_c0.t1	El004G232910
OG0003910	ESY3_g30367_DN3_SP0_c0.t1	El005G250460, El001G045770, El001G045780, El005G250450, El002G102260
OG0003911	ESY3_g30432_DN3_SP0_c0.t1	El002G121650, El005G250850, El004G216340
OG0003912	ESY3_g30548_DN1_SP0_c0.t1	El005G251770
OG0003912	ESY2_g36956_DN2_SP0_c0.t1	El002G138790, El002G138800
OG0003913	ESY3_g30619_DN3_SP0_c0.t1	El005G252380
OG0003914	ESY2_g37093_DN3_SP0_c0.t1	El002G136930
OG0003914	ESY3_g30006_DN3_SP0_c0.t1	El005G252840
OG0003915	ESY3_g29538_DN3_SP0_c0.t1, ESY3_g29539_DN2_SP0_c0.t1	El005G256450
OG0003916	ESY3_g29373_DN3_SP8_c0.t1	El005G244550, El005G257300
OG0003917	ESY9_g42739_DN3_SP0_c0.t1, ESY9_g42741_DN3_SP0_c0.t1, ESY3_g29259_DN3_SP0_c0.t1	El005G257960
OG0003918	ESY3_g29202_DN2_SP0_c0.t1, ESY3_g29199_DN2_SP0_c0.t1, ESY3_g29205_DN3_SP0_c0.t1	El005G258460
OG0003919	ESY3_g28982_DN3_SP0_c0.t1	El005G260130, El005G260120
OG0003920	ESY18_g63063_DN3_SP0_c90.t1, ESY18_g63065_DN3_SP0_c90.t1, ESY18_g63064_DN3_SP0_c90.t1, ESY3_g32120_DN3_SP0_c26.t1	El005G261980
OG0003921	ESY11_g54622_DN3_SP8_c0.t1	El005G277930, El001G010650
OG0003923	ESY2_g38329_DN3_SP8_c0.t1	El002G131350, El002G131360
OG0003924	ESY1_g10245_DN3_SP8_c0.t1	El001G022070
OG0003925	ESY1_g10775_DN3_SP1_c0.t1, ESY1_g10774_DN3_SP8_c0.t1	El001G026090, El001G026110
OG0003926	ESY1_g12245_DN3_SP8_c0.t1	El001G033030
OG0003928	ESY3_g32104_DN3_SP0_c0.t1, ESY1_g8161_DN3_SP0_c0.t1	El005G238700
OG0003930	ESY5_g5503_DN3_SP0_c0.t1, ESY5_g2150_DN3_SP0_c0.t1	El002G108250
OG0003930	ESY5_g5502_DN2_SP0_c0.t1	El002G083190
OG0003931	ESY5_g4306_DN1_SP0_c34.t1	El003G190630, El002G101730
OG0003932	ESY1_g6958_DN2_SP0_c0.t1	El003G186160
OG0003933	ESY2_g35101_DN3_SP0_c0.t1	El001G045520, El001G045480
OG0003935	ESY7_g18507_DN3_SP0_c0.t1	El001G074590
OG0003936	ESY6_g49502_DN3_SP0_c0.t1	El003G159100
OG0003938	ESY9_g42462_DN3_SP0_c0.t1, ESY9_g42461_DN3_SP0_c0.t1	El002G108410
OG0003940	ESY7_g16840_DN3_SP0_c0.t1, ESY7_g16842_DN3_SP0_c0.t1, ESY7_g16841_DN3_SP0_c0.t1	El007G340820
OG0003941	ESY1_g12194_DN3_SP0_c0.t1, ESY16_g62418_DN3_SP0_c0.t1, ESY6_g49268_DN3_SP0_c0.t1	El005G273140, El005G273150
OG0003945	ESY15_g64546_DN1_SP0_c0.t1	El005G265410
