Orthogroup	Euclidium_syriacum	Brassica_napus
OG0001264	ESY3_g30207_DN3_SP8_c0.t1	XP_013670414.2, XP_013670444.2, NP_001302824.1, NP_001303007.1, XP_013749860.2, XP_013737752.1
OG0001264	ESY2_g36313_DN2_SP8_c0.t1	XP_022555933.2, XP_048594357.1, XP_022576179.1
OG0001265	ESY2_g37247_DN3_SP8_c0.t1	XP_013640751.1, XP_013702497.1, XP_013723681.2, XP_013655556.2
OG0001265	ESY3_g29119_DN3_SP6_c0.t1	XP_013720695.2, XP_013685044.1, XP_048630311.1, XP_048635266.1, XP_013698238.1
OG0001267	ESY5_g3781_DN2_SP0_c0.t1, ESY5_g3776_DN3_SP0_c0.t1, ESY5_g3777_DN3_SP0_c0.t1	XP_048596008.1, XP_048596001.1, XP_048596002.1, XP_048596005.1, XP_048619717.1, XP_013723725.2, XP_048620111.1
OG0001268	ESY5_g1425_DN3_SP0_c0.t1	XP_048614597.1, XP_048596238.1, XP_048614598.1, XP_022557600.2, XP_048596455.1, XP_048591465.1, XP_048620046.1, XP_048594861.1, XP_013685849.2
OG0001274	ESY8_g59456_DN3_SP0_c0.t1	XP_013664078.1, XP_013660720.1, XP_013746995.2
OG0001274	ESY4_g24804_DN3_SP8_c0.t1	XP_013685854.1, XP_013720419.1, XP_013671058.2, XP_013678580.2, XP_013750415.1, XP_013703536.1
OG0001275	ESY5_g3929_DN3_SP8_c0.t1	XP_013717694.2, XP_022566259.1
OG0001275	ESY4_g25476_DN3_SP8_c0.t1	XP_048594786.1, XP_048606324.1, XP_013731055.2, XP_022561870.1
OG0001276	ESY2_g33880_DN3_SP0_c0.t1	XP_013718704.2, XP_013681255.2, XP_013690579.2, XP_013726668.1
OG0001276	ESY5_g3601_DN3_SP0_c0.t1	XP_013710683.1, XP_013716356.1, XP_013695801.1, XP_013676201.2
OG0001278	ESY2_g33841_DN2_SP0_c0.t1, ESY2_g33844_DN3_SP0_c0.t1, ESY2_g33842_DN2_SP8_c0.t1	XP_013697776.1, XP_013644625.2, XP_022570415.1, XP_013697121.1, XP_013677556.2, XP_013725078.1, XP_013736763.1, XP_013722941.1
OG0001279	ESY7_g17514_DN3_SP8_c0.t1	XP_022567338.1, XP_048626373.1, XP_013728089.2
OG0001279	ESY3_g32597_DN3_SP8_c16.t1	XP_013667716.2, XP_022568218.1, XP_048632150.1, XP_013729722.2, XP_022576065.2, XP_048614326.1
OG0001280	ESY2_g34558_DN3_SP0_c0.t1	XP_013644507.2, XP_013704467.3, XP_013730879.1, XP_013675166.1, XP_013666603.2, XP_022547385.2, XP_013695729.1
OG0001280	ESY8_g60807_DN3_SP0_c0.t1	XP_048623454.1, XP_013743163.2, XP_048610751.1
OG0001281	ESY23_g212_DN3_SP0_c0.t1	XP_013659308.2, XP_013750278.2, XP_013675109.2, XP_013684907.1
OG0001281	ESY8_g60050_DN3_SP0_c0.t1	XP_013699128.1, XP_022547849.2
OG0001282	ESY6_g48322_DN3_SP0_c0.t1	XP_013667014.2, XP_013729137.1, XP_013703800.1, XP_048619698.1, XP_013741324.2, XP_013698478.2, XP_048608239.1, XP_013732875.3, XP_013685137.2, XP_013739214.2
OG0001283	ESY1_g11771_DN3_SP8_c0.t1	XP_013659867.2, XP_022563760.1
OG0001283	ESY12_g51062_DN3_SP8_c0.t1	XP_013752089.2, XP_013691051.1, XP_013739071.2, XP_013651886.1
OG0001284	ESY15_g65225_DN3_SP8_c0.t1	XP_013661867.2, XP_013707282.2
OG0001284	ESY6_g49798_DN3_SP8_c0.t1	XP_048629726.1, XP_048603574.1, XP_048628369.1, XP_013701391.2, XP_048625764.1, XP_013661191.2, XP_013721097.1, XP_013642927.1
OG0001285	ESY6_g47868_DN3_SP0_c0.t1	XP_048607513.1, XP_013685950.3
OG0001285	ESY16_g62252_DN1_SP0_c0.t1	XP_048621749.1, XP_013709854.2
OG0001286	ESY6_g47978_DN3_SP0_c0.t1	XP_013646827.2, XP_013642293.1, XP_013640690.1, XP_013704056.1, XP_013666839.1, XP_013646826.2, XP_013646347.1, XP_048603119.1, XP_013685894.2
OG0001287	ESY16_g62409_DN3_SP6_c0.t1	XP_013725661.2, XP_013725664.1, XP_013741845.2, XP_013724468.1
OG0001287	ESY6_g48005_DN3_SP8_c0.t1	XP_013726220.1, XP_013666945.1, XP_013640684.2, XP_013697122.1, XP_048607327.1, XP_013717284.2
OG0001288	ESY7_g18182_DN3_SP8_c0.t1	XP_048627449.1, XP_048627453.1, XP_013678594.2, XP_048602771.1, XP_013666103.2, XP_022565482.1
OG0001288	ESY6_g49958_DN3_SP8_c0.t1	XP_013659132.2, XP_013700068.1, XP_013678135.2, XP_013706621.1, XP_048591091.1
OG0001289	ESY9_g42448_DN3_SP0_c0.t1	XP_013724013.2, XP_048637873.1, XP_048622767.1, XP_013655947.2
OG0001289	ESY10_g14855_DN2_SP0_c0.t1	XP_013712994.1, XP_013728299.1, XP_013693808.2, XP_013705163.1
OG0001290	ESY18_g63622_DN3_SP6_c0.t1	XP_013684109.2
OG0001290	ESY23_g162_DN3_SP8_c0.t1	XP_022562105.1, XP_013735072.2, XP_013738653.2, XP_013641399.1, XP_013749797.2, XP_013656454.2, XP_048593777.1
OG0001291	ESY14_g19691_DN2_SP0_c0.t1	XP_048635143.1, XP_022573229.1, XP_022568269.1, XP_013662264.1, XP_013670009.1
OG0001291	ESY23_g560_DN3_SP0_c0.t1, ESY23_g540_DN2_SP0_c0.t1	XP_013670008.1, XP_013659566.1, XP_013715134.1, XP_013686722.1
OG0001292	ESY8_g58712_DN3_SP0_c0.t1	XP_048630367.1, XP_013683278.2, XP_013731179.1, XP_048633811.1
OG0001292	ESY3_g32607_DN3_SP0_c0.t1	XP_013640034.2, XP_048614328.1
OG0001293	ESY1_g11259_DN3_SP0_c0.t1	XP_013659954.2, XP_048620753.1, XP_048617732.1, XP_048591599.1, XP_048597223.1, XP_048620752.1, XP_013742110.1, XP_022569446.2
OG0001294	ESY8_g59704_DN2_SP7_c18.t1	XP_013743573.2, XP_048612265.1
OG0001294	ESY4_g26684_DN2_SP8_c22.t1, ESY4_g26683_DN3_SP0_c17.t1	XP_048600953.1, XP_013736215.2, XP_013738566.1, XP_013706419.2, XP_013678077.3, XP_048608897.1, XP_013656565.1
OG0001295	ESY9_g42909_DN3_SP0_c0.t1, ESY7_g19240_DN3_SP0_c0.t1, ESY2_g33672_DN3_SP0_c0.t1	XP_013647717.2, XP_013687944.1
OG0001296	ESY8_g59656_DN2_SP0_c0.t1	XP_013743630.2, XP_013688341.2
OG0001296	ESY11_g54982_DN3_SP0_c0.t1	XP_048636585.1, XP_013732981.1, XP_013738447.2
OG0001297	ESY5_g4707_DN3_SP0_c0.t1	XP_048624247.1, XP_048596738.1, XP_013691195.2, XP_048626409.1, XP_048632038.1, XP_048606984.1
OG0001298	ESY3_g28803_DN3_SP3_c0.t1	XP_013646728.1, XP_013674403.1, XP_013645359.2, XP_013684972.2, XP_013749198.2, XP_013719691.2, XP_013736565.2, XP_022574523.2, XP_022550625.1
OG0001299	ESY12_g51625_DN3_SP0_c0.t1	XP_013751995.2, XP_013710308.2
OG0001299	ESY12_g51632_DN3_SP0_c0.t1	XP_013747598.1, XP_013708723.2
OG0001300	ESY1_g11511_DN3_SP8_c0.t1	XP_013663526.1, XP_013648365.2, XP_022572083.2
OG0001300	ESY12_g51313_DN3_SP0_c0.t1	XP_013724301.2, XP_013683759.1, XP_013727794.2, XP_048636335.1
OG0001301	ESY1_g11554_DN3_SP8_c0.t1	XP_013728409.2, XP_013648382.2, XP_013663543.1, XP_048620733.1, XP_013692826.2, XP_013678348.1
OG0001302	ESY6_g50435_DN3_SP7_c4.t1	XP_013740924.1, XP_013643294.1, XP_022570876.1, XP_013711874.1
OG0001303	ESY11_g53285_DN3_SP0_c0.t1, ESY20_g13358_DN1_SP0_c0.t1	XP_013696579.2, XP_048625842.1
OG0001303	ESY12_g51918_DN3_SP0_c0.t1	XP_013734806.2, XP_013725792.1
OG0001304	ESY5_g4454_DN3_SP2_c0.t1	XP_013646476.2, XP_048613837.1, XP_013694013.1, XP_013716183.2
OG0001304	ESY8_g58919_DN3_SP1_c0.t1	XP_048608713.1, XP_013726733.2
OG0001305	ESY3_g31762_DN3_SP8_c0.t1	XP_048615401.1, NP_001302745.1, NP_001302954.1, XP_048632230.1, XP_048619222.1, XP_048601674.1
OG0001305	ESY10_g15507_DN3_SP0_c0.t1, ESY17_g39286_DN3_SP0_c0.t1, ESY3_g31769_DN3_SP0_c0.t1	XP_048629359.1, XP_048601926.1, XP_048603961.1
OG0001306	ESY10_g15463_DN3_SP7_c0.t1	XP_013643938.1, XP_013706511.2
OG0001306	ESY3_g31680_DN3_SP8_c0.t1	XP_048615397.1, XP_013657291.2, XP_048632233.1, XP_048626181.1, XP_048631379.1, XP_013684499.1
OG0001307	ESY15_g64783_DN3_SP0_c0.t1	XP_013699628.1, XP_013677707.1
OG0001308	ESY1_g10460_DN3_SP0_c0.t1	XP_013659804.2, XP_013659846.1, XP_048592946.1
OG0001308	ESY9_g44322_DN2_SP0_c0.t1	XP_048631526.1, XP_022553815.2, XP_013687556.1, XP_013747312.2
OG0001309	ESY9_g45150_DN3_SP8_c0.t1	XP_048636496.1, XP_013748383.2, XP_013702744.1, XP_013744786.1, XP_013734711.2, XP_013723883.1, XP_013683741.2
OG0001309	ESY1_g11004_DN3_SP7_c0.t1	XP_048610862.1, XP_013742552.1
OG0001310	ESY5_g4397_DN3_SP8_c0.t1	XP_013682943.2, XP_013712210.2, XP_013641614.1, XP_013660457.1
OG0001310	ESY2_g36825_DN3_SP8_c0.t1	XP_013676778.1, XP_048630256.1, XP_022545018.2, XP_048617544.1
OG0001311	ESY10_g15686_DN3_SP0_c0.t1	XP_048625635.1, XP_048595312.1, XP_048625640.1, XP_013663074.2, XP_048603930.1, XP_048591163.1, XP_048617851.1
OG0001312	ESY3_g31407_DN3_SP0_c0.t1	XP_048617275.1, XP_013750618.1, XP_013706876.1
OG0001312	ESY15_g64473_DN3_SP0_c0.t1	XP_013677964.1, XP_013699585.1, XP_013660752.2, XP_013724304.2, XP_013644327.2, XP_013644195.1
OG0001313	ESY2_g34481_DN3_SP3_c0.t1	XP_048617094.1
OG0001314	ESY3_g30193_DN3_SP8_c0.t1	XP_013684760.1, XP_013686396.1, XP_013668225.2, XP_048635859.1
OG0001314	ESY2_g36343_DN3_SP8_c12.t1	XP_013649393.1, XP_048616695.1, XP_022576176.2
OG0001315	ESY3_g30631_DN3_SP8_c0.t1	NP_001302777.1, XP_048627976.1, XP_013701734.1, NP_001302802.1, XP_013682809.2
OG0001315	ESY2_g37044_DN3_SP8_c0.t1	XP_048616630.1, XP_048628220.1, XP_048636931.1, XP_022555962.2, XP_048594414.1
OG0001317	ESY2_g37481_DN3_SP8_c0.t1	XP_013650945.2, XP_013675012.2, XP_048593847.1, XP_013674994.2, XP_013641024.2, XP_048600460.1, XP_013651932.2, XP_013651933.2, XP_013715901.2, XP_022575202.2, XP_013698555.1, XP_013640875.1, XP_013701239.1
OG0001318	ESY2_g38449_DN3_SP0_c0.t1, ESY2_g38485_DN2_SP0_c0.t1	XP_013746664.2, XP_013705505.1, XP_013715417.1, XP_013654722.1, XP_013721141.1, XP_013671767.1, XP_013690564.1
OG0001319	ESY9_g44419_DN3_SP2_c0.t1	XP_013647417.2, XP_013708110.2, XP_048628448.1, XP_013748421.1, XP_013750005.1, XP_013663099.1, XP_013684783.1, XP_013663238.1, XP_013698172.1, XP_022553272.1
OG0001320	ESY8_g59915_DN3_SP0_c0.t1	XP_013688735.1
OG0001321	ESY10_g14918_DN2_SP0_c0.t1, ESY10_g14915_DN2_SP0_c0.t1	XP_013696303.3, XP_013696356.3
OG0001322	ESY3_g32553_DN3_SP0_c0.t1, ESY6_g47896_DN3_SP0_c0.t1, ESY6_g47893_DN3_SP0_c0.t1, ESY6_g47899_DN3_SP0_c0.t1	XP_013719394.2, XP_048624410.1
OG0001323	ESY1_g12218_DN3_SP0_c0.t1	XP_048620741.1, XP_013704921.1, XP_022547808.2, XP_013710898.2
OG0001328	ESY4_g24894_DN1_SP0_c0.t1	XP_013670769.1, XP_022569283.2, XP_013716797.1, XP_048594867.1, XP_013685882.1
OG0001328	ESY8_g59420_DN3_SP0_c18.t1	XP_013743881.1, XP_013660730.2, XP_013664072.2
OG0001330	ESY11_g54003_DN3_SP8_c0.t1	XP_013655868.1, NP_001302636.1, XP_048607151.1, XP_048590997.1
OG0001330	ESY4_g25394_DN3_SP8_c0.t1	NP_001302812.1, XP_048634703.1, XP_022562035.1
OG0001331	ESY2_g34200_DN3_SP0_c0.t1, ESY2_g34199_DN3_SP0_c0.t1	XP_048633164.1, XP_048596280.1, XP_013730544.2, XP_048596279.1, XP_013659369.1
OG0001332	ESY2_g34124_DN3_SP8_c12.t1	XP_048609479.1, XP_048621677.1, XP_013742849.1, XP_022570250.2, XP_013661718.1
OG0001332	ESY5_g3365_DN3_SP8_c0.t1	XP_013640968.1, XP_013696768.2
OG0001333	ESY2_g33922_DN3_SP5_c0.t1	XP_013724281.1, XP_013745342.1, XP_013749541.1, XP_048592099.1, XP_013692123.2, XP_022575144.1
OG0001333	ESY5_g3574_DN3_SP8_c0.t1	XP_013749133.1, XP_013657786.2, XP_013716492.2, XP_013711994.2, XP_013653128.2, XP_013645483.2
OG0001334	ESY5_g2867_DN3_SP0_c0.t1	XP_013697056.1, XP_048638271.1
OG0001334	ESY10_g14599_DN3_SP6_c0.t1	XP_013697185.1, XP_013672288.1, XP_013706852.2, XP_048637287.1, XP_048624465.1, XP_013742435.1
OG0001335	ESY7_g19074_DN3_SP1_c0.t1	XP_013721449.1, XP_013729432.2, XP_013668176.1
OG0001335	ESY3_g31111_DN3_SP8_c0.t1	XP_048612629.1, XP_013703067.1
OG0001336	ESY3_g31325_DN2_SP7_c0.t1	XP_013750091.1, XP_013711630.2, XP_013646456.1, XP_013747542.2
OG0001336	ESY7_g18761_DN2_SP6_c0.t1	XP_048623189.1, XP_048598525.1, XP_048624611.1
OG0001337	ESY6_g47611_DN3_SP3_c0.t1	XP_013676244.3, XP_013686088.2, XP_013660650.1, XP_013648820.1, XP_013733889.1
OG0001337	ESY16_g62162_DN3_SP0_c0.t1, ESY16_g62161_DN3_SP7_c0.t1	XP_013671610.1, XP_013743131.1
OG0001338	ESY16_g62163_DN3_SP0_c0.t1	XP_013705746.1, XP_013741581.2, XP_022549685.1, XP_013671461.1, XP_022551695.2, XP_022556850.2, XP_013733890.1, XP_013652144.1, XP_013660652.1
OG0001339	ESY6_g48073_DN3_SP0_c0.t1	XP_013676177.2, XP_048607198.1, XP_022543152.1, XP_022565737.1
OG0001339	ESY16_g62484_DN3_SP0_c0.t1	XP_022551167.1, XP_048621718.1, XP_013656536.2, XP_048598439.1, XP_022550511.2
OG0001340	ESY7_g18145_DN3_SP8_c0.t1	XP_013679045.1, XP_048625248.1, XP_013668088.1, XP_013726274.1, XP_013661881.1, XP_013668087.1, XP_013679030.1, XP_013712085.1
OG0001341	ESY7_g18097_DN3_SP8_c0.t1	XP_013680249.1, XP_048625389.1, XP_013726394.2, XP_013680250.1, XP_048626248.1, XP_022554256.1, XP_013668118.2, XP_048625252.1
OG0001342	ESY7_g17960_DN3_SP8_c0.t1	XP_013712319.2, XP_048626280.1, XP_048625255.1, XP_048627788.1, XP_048627676.1
OG0001342	ESY6_g50535_DN3_SP0_c0.t1	XP_013723062.1, XP_013678422.1, XP_048616775.1, XP_048603274.1
OG0001343	ESY7_g18668_DN3_SP8_c0.t1	XP_048598444.1, XP_013701819.1, XP_022554278.1, XP_013680358.3, XP_048602686.1, XP_013675746.2
OG0001343	ESY6_g50188_DN3_SP8_c13.t1	XP_048632646.1, XP_048617952.1
OG0001344	ESY9_g42482_DN3_SP0_c25.t1	XP_013741328.3, XP_022573427.1
OG0001344	ESY10_g14913_DN2_SP0_c0.t1	XP_013659475.1, XP_013714183.1, XP_022548420.2, XP_048617770.1, XP_048605230.1, XP_013695767.2, XP_048637345.1
OG0001345	ESY9_g42751_DN3_SP8_c0.t1	XP_013710223.2, XP_048630043.1, XP_048632818.1, XP_013725941.1, XP_013728043.1
OG0001345	ESY7_g16837_DN3_SP8_c0.t1	XP_022543755.1, XP_013732289.1, XP_013677058.1, XP_013677182.2
OG0001346	ESY9_g43344_DN3_SP0_c0.t1	XP_013717328.1, XP_013737531.2
OG0001346	ESY9_g43342_DN1_SP0_c0.t1	XP_013671122.2, XP_048601514.1, XP_013735242.2, XP_013668699.2, XP_048618935.1, XP_013737530.2, XP_013685675.2, XP_013662128.2
OG0001347	ESY3_g32628_DN3_SP8_c0.t1	XP_013640090.1, XP_048614337.1, XP_048618988.1, XP_048619026.1, XP_048629567.1, XP_013700709.2, XP_013670014.1, XP_013684239.1, XP_048632139.1, XP_048632248.1
OG0001348	ESY11_g54105_DN3_SP8_c0.t1	XP_048590987.1, XP_013743804.1, XP_048593237.1
OG0001348	ESY4_g26023_DN3_SP0_c0.t1	XP_013656479.2, XP_048601046.1, XP_048634507.1
OG0001349	ESY11_g54200_DN3_SP0_c0.t1	XP_048623591.1, XP_048595591.1
OG0001349	ESY4_g26185_DN3_SP1_c0.t1	XP_013749017.1, XP_013733366.1
OG0001350	ESY8_g59667_DN3_SP1_c0.t1	XP_013746936.2, XP_013691408.1, XP_013690313.2, XP_048597470.1
OG0001350	ESY4_g26624_DN3_SP3_c0.t1	XP_048607484.1, XP_048593804.1, XP_048631052.1, XP_013723013.1, XP_013733111.1
OG0001351	ESY4_g25588_DN3_SP0_c0.t1	XP_013691479.2, XP_013691727.2, XP_013710937.2, XP_048621509.1
OG0001352	ESY21_g55164_DN3_SP0_c0.t1	XP_022559649.1, XP_013659885.1, XP_013673500.1, XP_013726771.1, XP_048625401.1, XP_013717885.1, XP_048633935.1, XP_013746512.1, XP_022553855.1, XP_022573306.2, XP_013682297.1
OG0001354	ESY1_g12486_DN3_SP0_c0.t1	XP_048616266.1, XP_013648517.1, XP_048597339.1, XP_048620877.1
OG0001354	ESY12_g52228_DN2_SP0_c0.t1	XP_013751985.2, XP_013690892.2, XP_048634821.1, XP_048611303.1
OG0001355	ESY1_g12259_DN3_SP0_c0.t1	XP_013707942.1, XP_013707914.2
OG0001355	ESY12_g51799_DN3_SP6_c0.t1	XP_013688268.2, XP_013749667.1, XP_013748223.1, XP_013748119.1
OG0001356	ESY1_g11396_DN3_SP7_c0.t1	XP_013724404.1, XP_013683778.1, XP_013724297.1, XP_013712242.1, XP_013655448.2
OG0001357	ESY12_g51290_DN2_SP0_c0.t1	XP_013728380.2, XP_048617156.1, XP_022562116.1, XP_022573611.1, XP_022548905.2, XP_013687895.1, XP_048609284.1, XP_013747786.2
OG0001358	ESY12_g51242_DN3_SP0_c0.t1	XP_048609269.1, XP_013752078.1, XP_013691266.1, XP_013747405.1
OG0001358	ESY1_g11645_DN3_SP8_c0.t1	XP_013648397.2, XP_013706807.1, XP_013712272.2, XP_013663570.1
OG0001359	ESY6_g49016_DN3_SP5_c0.t1	NP_001303156.1, XP_048590735.1
OG0001359	ESY6_g48822_DN3_SP7_c0.t1	XP_048598966.1, XP_048606166.1, XP_048602585.1, XP_013682115.2, XP_013715793.1
OG0001360	ESY5_g4836_DN3_SP0_c11.t1	XP_013687188.2, XP_013666684.2
OG0001360	ESY20_g13331_DN3_SP0_c4.t1	XP_013748672.2, XP_013675819.1
OG0001360	ESY5_g4834_DN3_SP0_c0.t1	XP_013716364.3
OG0001361	ESY20_g12710_DN3_SP0_c0.t1	XP_013723863.1, XP_013744407.1, XP_048610107.1
OG0001361	ESY5_g4939_DN3_SP0_c0.t1	XP_013697383.1, XP_013666445.2
OG0001363	ESY16_g62340_DN3_SP0_c17.t1	XP_022563517.1, XP_013709030.2, XP_013742594.2, XP_013741733.2
OG0001363	ESY16_g62342_DN2_SP0_c17.t1	XP_013706482.1, XP_013738133.2
OG0001364	ESY7_g17515_DN3_SP8_c0.t1	XP_048626213.1, XP_048626372.1, XP_022554384.2, XP_022568215.1, XP_048598262.1
OG0001364	ESY3_g32598_DN3_SP8_c0.t1	XP_048632162.1, XP_013729712.2, XP_013735646.2
OG0001365	ESY3_g32587_DN3_SP6_c0.t1	XP_013640328.2, XP_048636261.1, XP_048600049.1
OG0001365	ESY7_g17485_DN3_SP8_c0.t1	XP_013659604.1, XP_013680513.1, XP_048598258.1, XP_013740193.2, XP_013728137.2
OG0001366	ESY7_g17380_DN3_SP0_c0.t1	XP_013667804.3, XP_013720936.2
OG0001366	ESY3_g32485_DN3_SP0_c0.t1	XP_048605998.1, XP_048632163.1, XP_013678395.2
OG0001367	ESY3_g31521_DN3_SP7_c0.t1	XP_013675280.2, XP_013659795.1, XP_013647364.2, XP_013646371.2, XP_013695044.2, NP_001303033.1, NP_001302484.1, XP_048628830.1, XP_048628668.1, XP_013677531.2
OG0001368	ESY15_g65465_DN3_SP0_c0.t1	XP_048620008.1, XP_022544427.1, XP_013651864.1, XP_013668483.1, XP_048620977.1, XP_048627300.1, XP_013748946.2, XP_013652628.2
OG0001370	ESY5_g2559_DN3_SP8_c0.t1	XP_022569711.1, XP_048594026.1, XP_013653411.1, XP_013671549.1, XP_013742039.2, XP_013642269.2
OG0001370	ESY2_g34718_DN3_SP8_c0.t1	XP_013652110.1, XP_013648732.1, XP_013717804.2, XP_013723464.1
OG0001371	ESY5_g1761_DN3_SP0_c0.t1	XP_048596885.1, XP_013698423.2
OG0001371	ESY11_g54698_DN3_SP0_c0.t1	XP_022570517.1, XP_022545986.1
OG0001372	ESY3_g32375_DN3_SP0_c0.t1	XP_048601960.1, XP_048632041.1
OG0001372	ESY7_g17227_DN3_SP8_c10.t1	XP_048604890.1, XP_048602379.1, XP_048626900.1, XP_022553121.2, XP_048625050.1, XP_013667542.2
OG0001373	ESY2_g37928_DN3_SP0_c0.t1	XP_013646370.2, XP_013719961.1, XP_022560243.2, XP_022576258.2
OG0001373	ESY3_g29690_DN3_SP2_c0.t1	XP_048594334.1, XP_013730713.2, XP_013736491.2, XP_048609116.1, XP_013639934.2, XP_013732451.1
OG0001374	ESY2_g36003_DN3_SP0_c0.t1	XP_013718494.2
OG0001374	ESY5_g4060_DN3_SP0_c0.t1	XP_048618431.1, XP_013693512.2, XP_013651671.1, XP_013646709.1, XP_013697864.1
OG0001375	ESY5_g3028_DN3_SP5_c0.t1	XP_013712224.1, XP_013710848.2, XP_013641674.1, XP_013692616.1
OG0001375	ESY2_g36675_DN3_SP8_c0.t1	XP_048626890.1, XP_013727021.1, XP_013650289.1, XP_048626355.1, XP_048611707.1, XP_022559183.2, XP_013676853.2, XP_048628023.1
OG0001376	ESY3_g30309_DN3_SP0_c0.t1	XP_022575464.2, XP_022560368.1
OG0001376	ESY2_g36233_DN2_SP0_c0.t1	XP_013670684.2, XP_013670372.2, XP_048637698.1, XP_013643661.1
OG0001377	ESY3_g29907_DN2_SP0_c0.t1	XP_013725124.2, XP_013686803.1
OG0001377	ESY1_g10881_DN2_SP0_c0.t1, ESY1_g10882_DN2_SP0_c0.t1	XP_048594723.1, XP_013666502.1, XP_048599953.1
OG0001377	ESY9_g42593_DN2_SP0_c0.t1	XP_013736527.1, XP_013736351.1
OG0001378	ESY2_g38005_DN3_SP4_c0.t1	XP_013719960.2
OG0001378	ESY3_g29755_DN3_SP6_c0.t1	XP_013732351.1, XP_013749479.1, XP_048635645.1, XP_013654622.1, XP_013741096.1, XP_013642420.1, XP_013725505.1
OG0001379	ESY3_g29311_DN3_SP6_c0.t1	XP_013684962.2, XP_022555315.1, XP_048626534.1, XP_048635333.1, XP_013721346.1
OG0001379	ESY2_g37469_DN3_SP0_c0.t1	XP_048637800.1, XP_048616179.1
OG0001380	ESY3_g29304_DN3_SP5_c0.t1	XP_013640931.2, XP_048593797.1, XP_013725014.1, XP_013721254.1
OG0001382	ESY8_g59671_DN3_SP4_c0.t1	XP_048621007.1, XP_013664155.1, XP_048612281.1
OG0001382	ESY4_g26623_DN3_SP0_c0.t1	XP_048615761.1, XP_048591520.1, XP_048626606.1
OG0001384	ESY8_g59598_DN3_SP0_c17.t1, ESY12_g51562_DN3_SP0_c17.t1	XP_013746964.2, XP_013746965.2, XP_013709682.2, XP_013660070.2, XP_013660069.2, XP_013710621.2
OG0001391	ESY3_g30044_DN3_SP0_c25.t1, ESY3_g30047_DN3_SP0_c23.t1	XP_013714867.1, XP_022547835.1, XP_013718313.1, XP_022544406.1, XP_013662427.1, XP_013703506.1, XP_048605857.1
OG0001392	ESY4_g25502_DN3_SP7_c0.t1	XP_013731035.2, XP_013670603.2, XP_013724989.2, XP_022572804.1
OG0001392	ESY11_g53872_DN3_SP0_c0.t1	XP_013719482.2, XP_022548752.2, XP_013681242.2, XP_013736820.2
OG0001393	ESY11_g53959_DN3_SP0_c0.t1	XP_013677466.1, XP_048591002.1, XP_013664389.1, XP_048593272.1
OG0001393	ESY4_g25419_DN3_SP1_c0.t1	XP_013643252.3, XP_022572810.1, XP_013670582.2, XP_013751581.2
OG0001395	ESY16_g62500_DN3_SP7_c0.t1	XP_013738112.1, XP_022562161.1, NP_001302590.1, XP_013724520.2
OG0001395	ESY6_g48121_DN3_SP7_c0.t1	XP_048608273.1
OG0001396	ESY1_g11297_DN3_SP0_c0.t1, ESY1_g11296_DN3_SP0_c0.t1	XP_048597217.1, XP_048597228.1, XP_013658789.2, XP_013658779.2
OG0001397	ESY5_g3463_DN3_SP8_c0.t1	XP_013716080.1, XP_048594230.1, XP_048622275.1, XP_013640926.1, XP_013645845.1
OG0001397	ESY2_g34067_DN3_SP8_c2.t1	XP_013670948.1, XP_048600832.1, XP_013748730.2
OG0001398	ESY10_g14616_DN3_SP8_c0.t1	XP_013724172.1, XP_013684478.1, XP_048637293.1, XP_013652926.2
OG0001398	ESY27_g13386_DN3_SP5_c0.t1	XP_013659546.2, XP_013708794.2, XP_013736989.1, XP_013672659.2
OG0001399	ESY10_g14347_DN3_SP1_c15.t1	XP_013734738.1, XP_013692314.2, XP_013664935.2, XP_013703122.1, XP_022567244.2, XP_013712884.1
OG0001399	ESY5_g2791_DN3_SP0_c9.t1	XP_013696622.1, XP_013641258.2
OG0001400	ESY10_g14032_DN2_SP0_c0.t1	XP_013720555.2, XP_048618744.1, XP_013644813.1
OG0001400	ESY5_g2618_DN2_SP0_c0.t1	XP_013711960.2, XP_013731100.2, XP_013692524.1, XP_013641218.2
OG0001401	ESY8_g60593_DN3_SP8_c0.t1	XP_048633398.1, XP_013642883.1
OG0001401	ESY7_g17479_DN3_SP8_c0.t1	XP_013729032.2, XP_013728160.1, XP_013667732.1, XP_013662360.1, XP_022571109.1
OG0001402	ESY8_g60781_DN1_SP0_c0.t1	XP_013747691.2, XP_048592885.1, XP_013647758.2, XP_013746760.1, XP_013728632.1
OG0001402	ESY2_g34544_DN2_SP0_c0.t1, ESY2_g34540_DN2_SP0_c0.t1	XP_013703388.2, XP_048591282.1, XP_013695718.1, XP_013666614.2, XP_048630507.1
OG0001403	ESY2_g33605_DN2_SP0_c0.t1	XP_013659341.1, XP_013726429.1
OG0001403	ESY5_g3798_DN3_SP8_c0.t1	XP_013709988.1, XP_013695265.1, XP_022566564.2, XP_013677870.1, XP_022576413.1, XP_048638191.1
OG0001404	ESY5_g3764_DN3_SP0_c0.t1	XP_013644397.2, XP_048595738.1, XP_013707782.2, XP_013707619.1, XP_013657478.2, XP_013677882.1, XP_013671766.2, XP_013686614.1
OG0001405	ESY3_g31139_DN3_SP8_c7.t1	XP_013724412.2, XP_013653812.1, XP_013715640.1, XP_013737808.2, XP_013648156.1, XP_013684723.1, XP_013750322.1, XP_022575547.2
