Orthogroup	Euclidium_syriacum	Cardamine_amara
OG0004153	ESY5_g5500_DN3_SP0_c0.t1	evm.model.RL_5.11
OG0004153	ESY20_g12927_DN3_SP0_c0.t1	evm.model.RL_8.43
OG0004154	ESY20_g13051_DN3_SP0_c11.t1	evm.model.RL_8.134, evm.model.RL_8.137, evm.model.RL_8.138
OG0004155	ESY20_g13064_DN3_SP3_c0.t1	evm.model.RL_8.142
OG0004156	ESY20_g13225_DN3_SP1_c0.t1	evm.model.RL_8.259
OG0004157	ESY20_g13231_DN3_SP0_c0.t1	evm.model.RL_8.262
OG0004158	ESY20_g12669_DN3_SP0_c0.t1	evm.model.RL_4.3246.1.687c86dd, evm.model.RL_4.502
OG0004159	ESY5_g5049_DN3_SP6_c0.t1	evm.model.RL_5.278
OG0004161	ESY8_g58401_DN3_SP0_c0.t1	evm.model.RL_6.1280, evm.model.RL_6.1282, evm.model.RL_6.1281
OG0004162	ESY8_g58615_DN3_SP0_c22.t1	evm.model.RL_6.1142
OG0004163	ESY8_g58657_DN2_SP0_c0.t1	evm.model.RL_6.1134
OG0004166	ESY8_g59238_DN3_SP0_c0.t1	evm.model.RL_7.1984, evm.model.RL_6.545
OG0004167	ESY16_g62254_DN3_SP0_c0.t1	evm.model.RL_2.2245
OG0004168	ESY3_g32662_DN3_SP0_c0.t1	evm.model.RL_4.2200, evm.model.RL_1.39
OG0004169	ESY3_g32377_DN3_SP4_c0.t1, ESY2_g37731_DN1_SP0_c0.t1	evm.model.RL_1.231
OG0004170	ESY3_g32153_DN3_SP8_c0.t1	evm.model.RL_1.316
OG0004171	ESY10_g15835_DN3_SP5_c0.t1	evm.model.RL_4.961
OG0004171	ESY3_g32025_DN3_SP6_c0.t1	evm.model.RL_1.359
OG0004172	ESY3_g31827_DN3_SP1_c0.t1	evm.model.RL_1.422
OG0004173	ESY3_g31892_DN3_SP1_c0.t1	evm.model.RL_1.415, evm.model.RL_4.1022, evm.model.RL_5.2986
OG0004174	ESY3_g30664_DN3_SP3_c0.t1	evm.model.RL_1.701
OG0004175	ESY12_g50908_DN1_SP0_c0.t1	evm.model.RL_6.2170
OG0004176	ESY9_g45083_DN3_SP6_c0.t1	evm.model.RL_6.1879
OG0004177	ESY9_g45239_DN3_SP0_c0.t1	evm.model.RL_6.1920
OG0004178	ESY5_g3029_DN3_SP6_c0.t1	evm.model.RL_5.1470
OG0004179	ESY5_g4135_DN2_SP0_c0.t1	evm.model.RL_5.1733, evm.model.RL_5.1731
OG0004180	ESY10_g14098_DN3_SP2_c0.t1	evm.model.RL_7.2425.2.687c84bd
OG0004181	ESY5_g3921_DN3_SP0_c0.t1, ESY5_g3918_DN3_SP0_c0.t1	evm.model.RL_5.3668
OG0004182	ESY2_g35753_DN3_SP2_c0.t1	evm.model.RL_3.1598
OG0004183	ESY13_g57135_DN3_SP3_c0.t1	evm.model.RL_2.1971.2.687c86e4
OG0004184	ESY1_g11654_DN2_SP0_c0.t1, ESY13_g57032_DN3_SP0_c0.t1	evm.model.RL_2.1983
OG0004185	ESY13_g56942_DN3_SP7_c0.t1	evm.model.RL_2.1997
OG0004186	ESY5_g4937_DN3_SP4_c0.t1	evm.model.RL_2.249
OG0004187	ESY13_g56821_DN2_SP8_c0.t1	evm.model.RL_2.2025
OG0004188	ESY10_g15884_DN3_SP1_c0.t1	evm.model.RL_8.1295
OG0004189	ESY5_g3878_DN2_SP0_c0.t1	evm.model.RL_5.1149
OG0004189	ESY10_g13836_DN3_SP0_c0.t1	evm.model.RL_7.2363
OG0004190	ESY5_g3839_DN3_SP0_c0.t1, ESY5_g3822_DN3_SP0_c0.t1	evm.model.RL_5.1116
OG0004191	ESY5_g3114_DN3_SP0_c0.t1	evm.model.RL_5.689
OG0004191	ESY5_g3115_DN3_SP0_c0.t1	evm.model.RL_5.688
OG0004192	ESY5_g5220_DN3_SP5_c0.t1	evm.model.RL_5.175
OG0004193	ESY7_g17357_DN3_SP0_c0.t1, ESY7_g17361_DN3_SP0_c0.t1	evm.model.RL_4.2030
OG0004194	ESY7_g17320_DN3_SP8_c0.t1	evm.model.RL_4.2010
OG0004195	ESY7_g17193_DN3_SP4_c0.t1	evm.model.RL_4.1918, evm.model.RL_7.1887, evm.model.RL_7.1756
OG0004196	ESY2_g34427_DN2_SP0_c0.t1	evm.model.RL_3.135, evm.model.RL_4.1064
OG0004198	ESY6_g49920_DN3_SP0_c14.t1, ESY6_g49918_DN3_SP0_c10.t1	evm.model.RL_4.1160
OG0004199	ESY7_g18161_DN1_SP0_c0.t1	evm.model.RL_2.2708
OG0004200	ESY6_g50085_DN3_SP0_c0.t1	evm.model.RL_4.1300_evm.model.RL_4.1302.1.687c9998
OG0004201	ESY7_g18678_DN2_SP0_c0.t1	evm.model.RL_4.1388, evm.model.RL_4.2711
OG0004202	ESY6_g49568_DN3_SP8_c0.t1	evm.model.RL_8.2170
OG0004202	ESY2_g36427_DN3_SP0_c0.t1	evm.model.RL_3.212, evm.model.RL_7.1604
OG0004203	ESY7_g17212_DN3_SP0_c0.t1	evm.model.RL_3.1101, evm.model.RL_3.1202
OG0004204	ESY6_g49306_DN3_SP4_c0.t1	evm.model.RL_7.1594, evm.model.RL_8.2332
OG0004205	ESY6_g48605_DN3_SP1_c0.t1	evm.model.RL_8.1930
OG0004207	ESY9_g42525_DN3_SP1_c0.t1	evm.model.RL_7.1797
OG0004208	ESY2_g34881_DN2_SP0_c0.t1	evm.model.RL_3.1787, evm.model.RL_8.832
OG0004209	ESY2_g35674_DN2_SP0_c0.t1, ESY2_g35675_DN3_SP0_c0.t1	evm.model.RL_3.1550
OG0004210	ESY2_g35711_DN3_SP1_c0.t1	evm.model.RL_3.1562
OG0004211	ESY2_g35754_DN3_SP0_c0.t1	evm.model.RL_3.1599, evm.model.RL_3.1011
OG0004212	ESY2_g35085_DN3_SP8_c0.t1	evm.model.RL_3.2177
OG0004213	ESY2_g34948_DN3_SP0_c0.t1	evm.model.RL_3.1838
OG0004214	ESY2_g35901_DN3_SP4_c0.t1	evm.model.RL_4.1619, evm.model.RL_3.1728
OG0004216	ESY2_g36623_DN3_SP0_c0.t1	evm.model.RL_3.2398
OG0004217	ESY3_g30103_DN3_SP0_c0.t1	evm.model.RL_1.1169
OG0004218	ESY3_g30553_DN3_SP0_c0.t1	evm.model.RL_1.1452
OG0004219	ESY3_g30593_DN3_SP8_c0.t1	evm.model.RL_1.1481
OG0004220	ESY2_g37075_DN3_SP0_c0.t1, ESY3_g30652_DN3_SP8_c0.t1	evm.model.RL_1.1522
OG0004221	ESY3_g29717_DN3_SP0_c0.t1	evm.model.RL_1.1721_evm.model.RL_1.1722_evm.model.RL_1.1723
OG0004222	ESY3_g29703_DN3_SP2_c0.t1	evm.model.RL_1.1732
OG0004223	ESY3_g29547_DN3_SP6_c0.t1	evm.model.RL_1.1809
OG0004224	ESY3_g29459_DN3_SP0_c0.t1	evm.model.RL_1.1834.1.687c87ee
OG0004225	ESY3_g29397_DN3_SP0_c0.t1	evm.model.RL_1.1861
OG0004226	ESY3_g29114_DN3_SP8_c0.t1	evm.model.RL_1.2038
OG0004227	ESY3_g28987_DN3_SP8_c0.t1	evm.model.RL_1.2095
OG0004228	ESY3_g28985_DN2_SP0_c0.t1	evm.model.RL_1.2096
OG0004229	ESY3_g28892_DN2_SP0_c0.t1	evm.model.RL_1.2134
OG0004230	ESY3_g28757_DN3_SP0_c0.t1	evm.model.RL_1.2146.3.687c87ef
OG0004232	ESY8_g60045_DN3_SP0_c0.t1	evm.model.RL_1.2257
OG0004233	ESY3_g28277_DN3_SP1_c0.t1	evm.model.RL_1.2279
OG0004234	ESY11_g54166_DN3_SP0_c31.t1, ESY11_g54165_DN2_SP0_c31.t1	evm.model.RL_1.2976
OG0004235	ESY11_g54500_DN3_SP0_c0.t1	evm.model.RL_1.3101.2.687c87f1
OG0004236	ESY4_g24202_DN3_SP8_c0.t1	evm.model.RL_2.2406, evm.model.RL_2.2405
OG0004237	ESY17_g40045_DN3_SP0_c19.t1	evm.model.RL_2.575, evm.model.RL_2.576, evm.model.RL_1.3245
OG0004238	ESY2_g36381_DN3_SP0_c0.t1	evm.model.RL_5.3975
OG0004239	ESY10_g15035_DN3_SP0_c0.t1	evm.model.RL_5.3960
OG0004240	ESY2_g36211_DN2_SP0_c0.t1	evm.model.RL_5.3865
OG0004241	ESY2_g36168_DN3_SP8_c0.t1	evm.model.RL_5.3842
OG0004242	ESY2_g36904_DN3_SP1_c15.t1	evm.model.RL_5.3797
OG0004243	ESY2_g36938_DN3_SP8_c0.t1	evm.model.RL_5.3783
OG0004244	ESY2_g37286_DN2_SP0_c0.t1	evm.model.RL_5.1934
OG0004245	ESY2_g37962_DN3_SP8_c0.t1	evm.model.RL_5.2145
OG0004246	ESY2_g38082_DN3_SP0_c0.t1	evm.model.RL_5.2190, evm.model.RL_8.814
OG0004247	ESY1_g5634_DN3_SP2_c0.t1	evm.model.RL_6.1568
OG0004248	ESY3_g31493_DN3_SP0_c0.t1	evm.model.RL_2.124, evm.model.RL_2.119, evm.model.RL_1.603, evm.model.RL_8.1207
OG0004249	ESY6_g49907_DN2_SP0_c0.t1	evm.model.RL_4.1149
OG0004250	ESY2_g36587_DN3_SP8_c0.t1	evm.model.RL_3.2426
OG0004251	ESY1_g11689_DN3_SP2_c0.t1	evm.model.RL_7.627
OG0004252	ESY1_g11545_DN3_SP0_c0.t1	evm.model.RL_7.556, evm.model.RL_6.2339
OG0004253	ESY1_g12155_DN3_SP0_c0.t1	evm.model.RL_7.291
OG0004254	ESY1_g12337_DN3_SP7_c0.t1	evm.model.RL_1.361, evm.model.RL_5.399
OG0004255	ESY1_g12440_DN3_SP0_c18.t1	evm.model.RL_7.134
OG0004256	ESY7_g19290_DN3_SP0_c0.t1	evm.model.RL_4.3177
OG0004257	ESY12_g51560_DN3_SP0_c13.t1	evm.model.RL_6.2647
OG0004260	ESY5_g5520_DN3_SP0_c0.t1	evm.model.RL_8.64
OG0004265	ESY2_g37622_DN2_SP0_c0.t1, ESY2_g37592_DN2_SP0_c0.t1	evm.model.RL_5.3087, evm.model.RL_5.3108
OG0004266	ESY4_g25605_DN3_SP0_c0.t1	evm.model.RL_8.1556, evm.model.RL_8.1558, evm.model.RL_8.1559, evm.model.RL_8.1065, evm.model.RL_4.528
OG0004275	ESY4_g24221_DN3_SP0_c0.t1	evm.model.RL_2.2418
OG0004276	ESY4_g25702_DN3_SP7_c0.t1	evm.model.RL_7.2465, evm.model.RL_2.2950
OG0004277	ESY4_g24555_DN3_SP0_c0.t1, ESY4_g24557_DN3_SP8_c0.t1	evm.model.RL_2.2540
OG0004278	ESY4_g24824_DN3_SP8_c0.t1	evm.model.RL_2.2619
OG0004278	ESY8_g59445_DN3_SP0_c0.t1	evm.model.RL_6.325
OG0004279	ESY4_g24874_DN3_SP0_c0.t1	evm.model.RL_2.2651
OG0004280	ESY4_g25966_DN3_SP8_c0.t1	evm.model.RL_2.2835
OG0004281	ESY4_g25682_DN3_SP1_c0.t1	evm.model.RL_2.2913.1.687c86e7
OG0004282	ESY4_g25576_DN3_SP0_c0.t1	evm.model.RL_2.2986
OG0004283	ESY10_g14247_DN3_SP0_c0.t1, ESY4_g25454_DN3_SP0_c0.t1	evm.model.RL_2.3043
OG0004284	ESY16_g61957_DN3_SP0_c0.t1	evm.model.RL_5.2812
OG0004285	ESY16_g61749_DN3_SP2_c0.t1	evm.model.RL_7.1963, evm.model.RL_5.2740
OG0004286	ESY2_g34226_DN3_SP0_c0.t1	evm.model.RL_3.705, evm.model.RL_3.704
OG0004287	ESY10_g14637_DN2_SP2_c0.t1	evm.model.RL_7.2679
OG0004288	ESY10_g14357_DN3_SP0_c0.t1	evm.model.RL_7.2578
OG0004289	ESY10_g14056_DN2_SP0_c0.t1	evm.model.RL_7.2462
OG0004290	ESY10_g13739_DN3_SP0_c0.t1	evm.model.RL_7.2304
OG0004291	ESY11_g54659_DN3_SP2_c0.t1	evm.model.RL_4.64
OG0004292	ESY21_g55410_DN3_SP0_c0.t1	evm.model.RL_7.2199
OG0004293	ESY2_g34314_DN3_SP2_c0.t1	evm.model.RL_3.787
OG0004293	ESY17_g39198_DN3_SP2_c0.t1	evm.model.RL_6.516
OG0004294	ESY2_g34300_DN3_SP0_c0.t1	evm.model.RL_3.784, evm.model.RL_6.2374, evm.model.RL_6.2373
OG0004295	ESY12_g51059_DN3_SP8_c0.t1	evm.model.RL_6.2244
OG0004296	ESY3_g31029_DN3_SP4_c0.t1, ESY6_g49314_DN3_SP0_c0.t1	evm.model.RL_1.914
OG0004297	ESY3_g31225_DN3_SP8_c0.t1	evm.model.RL_1.1029
OG0004298	ESY3_g31308_DN3_SP8_c0.t1	evm.model.RL_1.1094
OG0004299	ESY6_g45844_DN3_SP8_c0.t1	evm.model.RL_8.1190
OG0004300	ESY6_g46041_DN3_SP5_c0.t1	evm.model.RL_8.1230
OG0004301	ESY3_g31043_DN2_SP0_c0.t1, ESY9_g42835_DN1_SP0_c0.t1	evm.model.RL_8.1233, evm.model.RL_5.851
OG0004302	ESY6_g46419_DN3_SP0_c0.t1	evm.model.RL_8.1262
OG0004303	ESY16_g62506_DN3_SP8_c0.t1	evm.model.RL_2.2168
OG0004304	ESY6_g48537_DN3_SP0_c0.t1	evm.model.RL_8.1872
OG0004305	ESY6_g49895_DN3_SP8_c0.t1	evm.model.RL_4.1135
OG0004306	ESY7_g17753_DN3_SP0_c0.t1	evm.model.RL_4.2279
OG0004309	ESY7_g18689_DN3_SP2_c0.t1	evm.model.RL_4.2702
OG0004309	ESY7_g18690_DN3_SP0_c0.t1	evm.model.RL_4.2703
OG0004310	ESY7_g18648_DN3_SP8_c0.t1	evm.model.RL_4.2733
OG0004311	ESY10_g15087_DN3_SP0_c0.t1	evm.model.RL_2.1367.3.687c86e2, evm.model.RL_4.180.1.687c86cd
OG0004312	ESY9_g42633_DN3_SP8_c0.t1	evm.model.RL_2.1388
OG0004313	ESY9_g42817_DN2_SP0_c0.t1	evm.model.RL_2.1455
OG0004314	ESY9_g43233_DN3_SP0_c0.t1	evm.model.RL_2.1553
OG0004315	ESY9_g43301_DN2_SP0_c0.t1	evm.model.RL_2.1584
OG0004316	ESY9_g43381_DN3_SP0_c0.t1	evm.model.RL_2.1607
OG0004317	ESY9_g43419_DN3_SP0_c0.t1	evm.model.RL_2.1618.2.687c86e3
OG0004319	ESY26_g42295_DN3_SP0_c0.t1, ESY6_g48813_DN3_SP0_c0.t1	evm.model.RL_2.1786
OG0004320	ESY23_g145_DN3_SP8_c0.t1	evm.model.RL_2.1857
OG0004321	ESY23_g396_DN2_SP0_c0.t1	evm.model.RL_2.1919
OG0004322	ESY18_g64006_DN3_SP0_c0.t1	evm.model.RL_8.710
OG0004323	ESY14_g20717_DN3_SP0_c0.t1	evm.model.RL_5.2475, evm.model.RL_8.845
OG0004324	ESY3_g28815_DN2_SP0_c0.t1	evm.model.RL_1.2169
OG0004325	ESY2_g36939_DN3_SP0_c0.t1	evm.model.RL_5.3782
OG0004326	ESY6_g48882_DN2_SP0_c0.t1	evm.model.RL_5.2969
OG0004327	ESY4_g23660_DN3_SP8_c9.t1	evm.model.RL_5.2889
OG0004328	ESY4_g23680_DN3_SP8_c0.t1	evm.model.RL_5.2874
OG0004329	ESY8_g59933_DN3_SP0_c0.t1	evm.model.RL_6.791, evm.model.RL_6.10
OG0004330	ESY4_g26021_DN3_SP3_c0.t1	evm.model.RL_2.3104
OG0004331	ESY4_g26342_DN3_SP0_c0.t1	evm.model.RL_2.3205
OG0004332	ESY4_g26356_DN3_SP1_c0.t1	evm.model.RL_2.3213
OG0004333	ESY19_g41185_DN3_SP0_c0.t1	evm.model.RL_8.773, evm.model.RL_8.771
OG0004334	ESY9_g42963_DN3_SP0_c13.t1	evm.model.RL_8.575
OG0004336	ESY11_g52831_DN3_SP0_c0.t1	evm.model.RL_1.2570, evm.model.RL_2.633
OG0004337	ESY3_g27278_DN3_SP7_c0.t1	evm.model.RL_1.2452, evm.model.RL_2.744
OG0004338	ESY9_g42719_DN3_SP0_c0.t1, ESY9_g42714_DN3_SP7_c0.t1, ESY9_g42686_DN3_SP1_c0.t1	evm.model.RL_2.767
OG0004339	ESY22_g40535_DN3_SP0_c0.t1	evm.model.RL_2.962
OG0004340	ESY22_g40757_DN3_SP0_c0.t1	evm.model.RL_2.998
OG0004341	ESY22_g40865_DN3_SP0_c0.t1	evm.model.RL_2.1011
OG0004342	ESY2_g36411_DN3_SP3_c0.t1	evm.model.RL_5.3990, evm.model.RL_5.3840
OG0004343	ESY1_g12523_DN2_SP0_c0.t1	evm.model.RL_7.72
OG0004344	ESY12_g51397_DN3_SP0_c0.t1	evm.model.RL_6.2852
OG0004345	ESY12_g51710_DN3_SP1_c0.t1	evm.model.RL_6.2779
OG0004346	ESY12_g51743_DN2_SP0_c0.t1	evm.model.RL_6.2757
OG0004348	ESY12_g51517_DN3_SP4_c0.t1	evm.model.RL_6.2440
OG0004349	ESY12_g51312_DN3_SP0_c17.t1	evm.model.RL_7.541, evm.model.RL_6.2359
OG0004350	ESY6_g49294_DN3_SP8_c0.t1	evm.model.RL_4.1667
OG0004351	ESY1_g10743_DN3_SP2_c0.t1	evm.model.RL_7.813
OG0004351	ESY9_g45677_DN1_SP1_c0.t1	evm.model.RL_6.2120
OG0004352	ESY9_g45674_DN3_SP0_c0.t1	evm.model.RL_6.2119
OG0004353	ESY6_g49031_DN3_SP0_c0.t1	evm.model.RL_4.1476
OG0004354	ESY6_g48692_DN3_SP0_c0.t1	evm.model.RL_8.2007
OG0004355	ESY6_g49635_DN2_SP0_c0.t1	evm.model.RL_8.2439
OG0004356	ESY6_g50733_DN3_SP6_c0.t1	evm.model.RL_8.2483
OG0004358	ESY6_g50351_DN1_SP0_c0.t1	evm.model.RL_8.2745
OG0004359	ESY6_g50334_DN3_SP8_c0.t1	evm.model.RL_8.2763
OG0004360	ESY5_g5568_DN3_SP6_c0.t1	evm.model.RL_7.1037, evm.model.RL_8.2915
OG0004361	ESY20_g12964_DN3_SP7_c0.t1	evm.model.RL_8.75
OG0004362	ESY5_g5165_DN3_SP8_c0.t1	evm.model.RL_5.208
OG0004362	ESY8_g58301_DN3_SP5_c0.t1	evm.model.RL_8.353
OG0004363	ESY20_g12843_DN3_SP8_c0.t1	evm.model.RL_6.1427
OG0004364	ESY20_g12835_DN3_SP0_c0.t1	evm.model.RL_6.1423
OG0004365	ESY5_g4587_DN3_SP0_c0.t1	evm.model.RL_5.457
OG0004366	ESY8_g58544_DN2_SP0_c0.t1	evm.model.RL_6.1218
OG0004367	ESY8_g58518_DN2_SP0_c0.t1	evm.model.RL_6.1200
OG0004368	ESY8_g58623_DN3_SP0_c0.t1, ESY8_g58620_DN3_SP0_c0.t1	evm.model.RL_6.1139
OG0004369	ESY8_g58661_DN3_SP0_c9.t1	evm.model.RL_6.1128
OG0004370	ESY8_g58668_DN1_SP0_c0.t1, ESY6_g49645_DN3_SP0_c0.t1	evm.model.RL_6.1123
OG0004371	ESY8_g58720_DN3_SP8_c0.t1	evm.model.RL_6.1089
OG0004372	ESY3_g32620_DN3_SP3_c0.t1	evm.model.RL_1.78
OG0004373	ESY3_g32446_DN3_SP6_c0.t1	evm.model.RL_1.195
OG0004374	ESY3_g31793_DN3_SP0_c0.t1	evm.model.RL_1.444
OG0004375	ESY10_g15519_DN3_SP1_c0.t1	evm.model.RL_4.1046
OG0004376	ESY3_g31691_DN3_SP6_c0.t1	evm.model.RL_1.478.1.687c87ea
OG0004377	ESY3_g31607_DN1_SP0_c0.t1	evm.model.RL_1.532, evm.model.RL_7.961
OG0004378	ESY3_g31585_DN3_SP5_c0.t1, ESY7_g16203_DN3_SP1_c0.t1	evm.model.RL_1.546
OG0004379	ESY3_g31533_DN3_SP0_c0.t1	evm.model.RL_1.576
OG0004380	ESY3_g31399_DN3_SP0_c0.t1	evm.model.RL_1.671
OG0004381	ESY9_g44144_DN3_SP0_c0.t1	evm.model.RL_6.1697
OG0004382	ESY9_g44251_DN3_SP0_c0.t1	evm.model.RL_6.1711
OG0004383	ESY9_g44634_DN3_SP0_c0.t1	evm.model.RL_6.1788
OG0004384	ESY1_g11089_DN3_SP8_c0.t1	evm.model.RL_7.1026
OG0004385	ESY5_g3006_DN3_SP0_c0.t1	evm.model.RL_5.1457, evm.model.RL_6.949
OG0004386	ESY5_g4280_DN3_SP8_c0.t1	evm.model.RL_5.1605.1.687c88b5
OG0004387	ESY2_g35934_DN3_SP7_c0.t1	evm.model.RL_3.1749
OG0004388	ESY5_g4193_DN3_SP0_c0.t1	evm.model.RL_5.1682
OG0004388	ESY2_g34918_DN2_SP1_c0.t1	evm.model.RL_3.1821
OG0004389	ESY5_g4161_DN3_SP0_c17.t1	evm.model.RL_5.1707.1.687c88b6
OG0004390	ESY2_g34653_DN3_SP0_c0.t1	evm.model.RL_3.2117
OG0004391	ESY2_g35751_DN2_SP0_c0.t1	evm.model.RL_3.1596
OG0004393	ESY5_g1378_DN3_SP0_c0.t1	evm.model.RL_5.3293
OG0004394	ESY13_g57116_DN2_SP5_c0.t1	evm.model.RL_5.3210
OG0004395	ESY10_g14650_DN3_SP0_c11.t1	evm.model.RL_1.424, evm.model.RL_2.1999
OG0004396	ESY8_g59462_DN3_SP2_c0.t1	evm.model.RL_6.316
OG0004397	ESY5_g2633_DN3_SP0_c0.t1	evm.model.RL_5.1191
OG0004398	ESY5_g3869_DN3_SP8_c0.t1	evm.model.RL_5.1141
OG0004399	ESY5_g3854_DN3_SP7_c0.t1	evm.model.RL_5.1132
OG0004400	ESY5_g3734_DN3_SP8_c0.t1	evm.model.RL_5.1058
OG0004401	ESY5_g3592_DN3_SP8_c0.t1	evm.model.RL_5.970
OG0004402	ESY5_g3513_DN3_SP1_c9.t1	evm.model.RL_5.926
OG0004403	ESY5_g3415_DN3_SP2_c0.t1	evm.model.RL_5.870
OG0004404	ESY5_g3237_DN2_SP0_c0.t1	evm.model.RL_5.764
OG0004405	ESY5_g4432_DN3_SP0_c0.t1	evm.model.RL_5.652, evm.model.RL_5.653
OG0004406	ESY5_g4455_DN3_SP4_c0.t1	evm.model.RL_5.640.2.687c88ae
OG0004407	ESY7_g17477_DN3_SP5_c0.t1	evm.model.RL_4.2110
OG0004408	ESY7_g17326_DN3_SP0_c0.t1	evm.model.RL_4.2013
OG0004409	ESY7_g17245_DN3_SP6_c0.t1	evm.model.RL_4.1956
OG0004410	ESY7_g17020_DN3_SP0_c0.t1	evm.model.RL_4.1797
OG0004411	ESY7_g16981_DN3_SP8_c0.t1	evm.model.RL_4.1786
OG0004412	ESY10_g15303_DN3_SP0_c0.t1	evm.model.RL_4.1108
OG0004414	ESY15_g64696_DN2_SP0_c0.t1	evm.model.RL_4.780
OG0004415	ESY7_g18792_DN3_SP0_c4.t1	evm.model.RL_4.2928
OG0004416	ESY6_g49943_DN3_SP0_c0.t1	evm.model.RL_4.1178
OG0004418	ESY6_g50518_DN3_SP8_c0.t1	evm.model.RL_4.1371
OG0004419	ESY6_g50199_DN3_SP7_c0.t1	evm.model.RL_4.1409
OG0004419	ESY7_g18658_DN3_SP4_c0.t1	evm.model.RL_4.2727
OG0004420	ESY6_g49521_DN2_SP0_c0.t1	evm.model.RL_8.2207
OG0004421	ESY7_g16118_DN3_SP0_c0.t1, ESY1_g9716_DN3_SP0_c0.t1	evm.model.RL_7.1431, evm.model.RL_3.92
OG0004422	ESY2_g34468_DN3_SP7_c0.t1	evm.model.RL_3.1218_evm.model.RL_3.1220
OG0004423	ESY2_g35444_DN3_SP0_c0.t1	evm.model.RL_3.1356
OG0004424	ESY2_g35529_DN3_SP1_c0.t1	evm.model.RL_3.1421
OG0004425	ESY2_g35594_DN3_SP0_c0.t1	evm.model.RL_3.1462
OG0004426	ESY2_g35740_DN3_SP0_c0.t1	evm.model.RL_3.1586
OG0004428	ESY2_g36059_DN3_SP6_c0.t1	evm.model.RL_3.1968
OG0004431	ESY2_g35867_DN3_SP8_c0.t1	evm.model.RL_3.1687
OG0004432	ESY2_g36121_DN3_SP3_c0.t1	evm.model.RL_3.2255
OG0004433	ESY2_g36809_DN3_SP0_c0.t1	evm.model.RL_3.2300
OG0004433	ESY2_g36807_DN3_SP4_c0.t1	evm.model.RL_3.2301
OG0004434	ESY2_g36754_DN3_SP0_c0.t1	evm.model.RL_3.2330
OG0004436	ESY3_g30133_DN3_SP0_c0.t1	evm.model.RL_1.1187, evm.model.RL_1.1190
OG0004437	ESY3_g30335_DN3_SP8_c0.t1	evm.model.RL_1.1329
OG0004438	ESY3_g30352_DN3_SP3_c0.t1	evm.model.RL_1.1342
OG0004439	ESY3_g30383_DN3_SP0_c18.t1	evm.model.RL_5.2536, evm.model.RL_2.83, evm.model.RL_1.1357, evm.model.RL_1.2344, evm.model.RL_2.87
OG0004440	ESY3_g30534_DN3_SP6_c0.t1	evm.model.RL_1.1431, evm.model.RL_1.1435
OG0004441	ESY3_g30569_DN3_SP0_c0.t1	evm.model.RL_1.1460
OG0004442	ESY3_g30585_DN3_SP0_c0.t1	evm.model.RL_1.1476
OG0004443	ESY3_g29989_DN3_SP0_c0.t1	evm.model.RL_1.1546, evm.model.RL_1.1550_evm.model.RL_1.1554, evm.model.RL_1.1545, evm.model.RL_1.1549, evm.model.RL_1.1553
OG0004444	ESY3_g29652_DN2_SP0_c0.t1	evm.model.RL_1.1769
OG0004445	ESY3_g29354_DN3_SP3_c0.t1	evm.model.RL_1.1892
OG0004445	ESY2_g37488_DN3_SP1_c0.t1	evm.model.RL_5.2016
OG0004446	ESY3_g29305_DN3_SP8_c0.t1	evm.model.RL_1.1924
OG0004447	ESY3_g29144_DN2_SP0_c0.t1	evm.model.RL_1.2015
OG0004448	ESY3_g29142_DN3_SP8_c0.t1	evm.model.RL_1.2017
OG0004449	ESY3_g29085_DN3_SP0_c0.t1	evm.model.RL_1.2261, evm.model.RL_1.2053
OG0004450	ESY3_g28970_DN3_SP5_c0.t1	evm.model.RL_1.2109
OG0004451	ESY3_g28514_DN3_SP0_c0.t1	evm.model.RL_1.2224
OG0004452	ESY8_g59259_DN3_SP1_c0.t1	evm.model.RL_6.527, evm.model.RL_2.2815, evm.model.RL_2.2814
OG0004453	ESY11_g54319_DN3_SP8_c0.t1, ESY3_g31584_DN3_SP0_c0.t1	evm.model.RL_1.3033
OG0004454	ESY11_g54216_DN3_SP0_c0.t1	evm.model.RL_1.2998
OG0004455	ESY11_g54496_DN3_SP0_c0.t1	evm.model.RL_1.3096
OG0004456	ESY11_g54922_DN3_SP0_c0.t1	evm.model.RL_1.3226, evm.model.RL_6.1702
OG0004457	ESY2_g37058_DN3_SP0_c0.t1, ESY2_g37067_DN3_SP0_c0.t1, ESY12_g51950_DN3_SP0_c0.t1, ESY12_g51951_DN3_SP0_c0.t1, ESY12_g51949_DN3_SP0_c0.t1, ESY2_g37066_DN3_SP0_c0.t1	evm.model.RL_5.3707
OG0004458	ESY2_g37258_DN3_SP0_c0.t1	evm.model.RL_5.1921
OG0004460	ESY2_g37974_DN3_SP0_c0.t1	evm.model.RL_5.2148
OG0004461	ESY1_g5771_DN3_SP6_c0.t1	evm.model.RL_6.1530, evm.model.RL_5.2918
OG0004462	ESY1_g10289_DN3_SP0_c0.t1	evm.model.RL_7.1198
OG0004463	ESY1_g11011_DN3_SP1_c0.t1	evm.model.RL_7.983.1.687c84b7
OG0004464	ESY1_g10791_DN3_SP1_c0.t1	evm.model.RL_7.859, evm.model.RL_7.919, evm.model.RL_7.858
OG0004465	ESY1_g10562_DN3_SP8_c0.t1	evm.model.RL_7.738
OG0004466	ESY1_g11803_DN3_SP0_c0.t1	evm.model.RL_7.694
