Orthogroup	Euclidium_syriacum	Alyssum_gmelinii
OG0001312	ESY15_g64473_DN3_SP0_c0.t1	Ag007G643960
OG0001313	ESY2_g34481_DN3_SP3_c0.t1	Ag004G353810, Ag003G214010, Ag003G292230, Ag003G292240, Ag003G292260
OG0001314	ESY3_g30193_DN3_SP8_c0.t1	Ag005G469610
OG0001314	ESY2_g36343_DN3_SP8_c12.t1	Ag001G001240
OG0001315	ESY3_g30631_DN3_SP8_c0.t1	Ag005G462720
OG0001315	ESY2_g37044_DN3_SP8_c0.t1	Ag001G008290
OG0001317	ESY2_g37481_DN3_SP8_c0.t1	Ag001G015320, Ag005G447610
OG0001318	ESY2_g38449_DN3_SP0_c0.t1, ESY2_g38485_DN2_SP0_c0.t1	Ag001G030180, Ag001G031440, Ag001G030250
OG0001319	ESY1_g11183_DN3_SP8_c0.t1	Ag002G167850
OG0001319	ESY9_g44419_DN3_SP2_c0.t1	Ag001G070950
OG0001320	ESY8_g59915_DN3_SP0_c0.t1	Ag004G399000, Ag006G503170, Ag006G503570, Ag006G503520, Ag006G503160, Ag006G503130, Ag006G512920, Ag006G505740, Ag006G506760, Ag001G036260, Ag001G054250, Ag007G650490, Ag005G403060, Ag007G650540, Ag007G650520, Ag006G505190, Ag006G503620, Ag006G505220, Ag006G500770
OG0001321	ESY10_g14920_DN2_SP0_c0.t1	Ag002G115670, Ag002G120760
OG0001321	ESY10_g14918_DN2_SP0_c0.t1, ESY10_g14915_DN2_SP0_c0.t1	Ag002G120660, Ag002G115790, Ag002G115770, Ag002G120670, Ag002G120680, Ag002G115760, Ag002G120690, Ag002G115750, Ag002G120650
OG0001323	ESY6_g50687_DN3_SP0_c0.t1	Ag008G731160, Ag008G731200
OG0001328	ESY4_g24894_DN1_SP0_c0.t1	Ag003G268990
OG0001328	ESY8_g59420_DN3_SP0_c18.t1	Ag006G527520
OG0001330	ESY11_g54003_DN3_SP8_c0.t1	Ag005G416240
OG0001330	ESY4_g25394_DN3_SP8_c0.t1	Ag003G284980
OG0001331	ESY2_g34200_DN3_SP0_c0.t1, ESY2_g34199_DN3_SP0_c0.t1	Ag003G259990, Ag004G366660
OG0001331	ESY2_g34145_DN3_SP0_c0.t1	Ag004G367390, Ag004G386380
OG0001332	ESY2_g34124_DN3_SP8_c12.t1	Ag004G367740
OG0001332	ESY5_g3365_DN3_SP8_c0.t1	Ag004G310650
OG0001333	ESY2_g33922_DN3_SP5_c0.t1	Ag004G373800
OG0001333	ESY5_g3574_DN3_SP8_c0.t1	Ag004G312940
OG0001334	ESY5_g2867_DN3_SP0_c0.t1	Ag004G322000
OG0001334	ESY10_g14599_DN3_SP6_c0.t1	Ag008G659210, Ag008G658100
OG0001335	ESY7_g19074_DN3_SP1_c0.t1	Ag006G498270
OG0001335	ESY3_g31111_DN3_SP8_c0.t1	Ag005G475210
OG0001336	ESY3_g31325_DN2_SP7_c0.t1	Ag005G472360
OG0001336	ESY7_g18761_DN2_SP6_c0.t1	Ag006G504280
OG0001337	ESY6_g47611_DN3_SP3_c0.t1	Ag008G688300, Ag008G690130
OG0001337	ESY16_g62162_DN3_SP0_c0.t1, ESY16_g62161_DN3_SP7_c0.t1	Ag003G252180
OG0001338	ESY16_g62163_DN3_SP0_c0.t1	Ag008G690140, Ag008G688290
OG0001339	ESY6_g48073_DN3_SP0_c0.t1	Ag008G696250
OG0001340	ESY7_g18145_DN3_SP8_c0.t1	Ag007G606800
OG0001341	ESY6_g49995_DN3_SP8_c0.t1	Ag008G721420
OG0001341	ESY7_g18097_DN3_SP8_c0.t1	Ag007G605860
OG0001342	ESY7_g17960_DN3_SP8_c0.t1	Ag007G604080
OG0001342	ESY6_g50535_DN3_SP0_c0.t1	Ag008G732590
OG0001343	ESY7_g18668_DN3_SP8_c0.t1	Ag007G601080
OG0001343	ESY6_g50188_DN3_SP8_c13.t1	Ag008G724240
OG0001344	ESY9_g42482_DN3_SP0_c25.t1	Ag006G577190
OG0001344	ESY10_g14913_DN2_SP0_c0.t1	Ag002G115550, Ag002G120810
OG0001345	ESY9_g42751_DN3_SP8_c0.t1	Ag006G573830
OG0001345	ESY7_g16837_DN3_SP8_c0.t1	Ag002G105840
OG0001346	ESY9_g43344_DN3_SP0_c0.t1	Ag006G562080
OG0001346	ESY9_g43342_DN1_SP0_c0.t1	Ag006G562050
OG0001347	ESY3_g32628_DN3_SP8_c0.t1	Ag001G100170
OG0001348	ESY11_g54105_DN3_SP8_c0.t1	Ag005G414310
OG0001349	ESY11_g54200_DN3_SP0_c0.t1	Ag005G412880
OG0001349	ESY4_g26185_DN3_SP1_c0.t1	Ag003G288330
OG0001350	ESY8_g59667_DN3_SP1_c0.t1	Ag006G523310
OG0001350	ESY4_g26624_DN3_SP3_c0.t1	Ag003G292450
OG0001351	ESY4_g25588_DN3_SP0_c0.t1	Ag008G692420
OG0001351	ESY2_g34338_DN3_SP0_c0.t1, ESY2_g34337_DN3_SP0_c0.t1, ESY2_g34336_DN3_SP0_c0.t1	Ag007G599360
OG0001354	ESY1_g12486_DN3_SP0_c0.t1	Ag001G097810
OG0001354	ESY12_g52228_DN2_SP0_c0.t1	Ag002G205960
OG0001355	ESY1_g12259_DN3_SP0_c0.t1	Ag002G192810, Ag004G391720, Ag001G094260
OG0001355	ESY12_g51799_DN3_SP6_c0.t1	Ag002G202600
OG0001356	ESY1_g11396_DN3_SP7_c0.t1	Ag002G194950
OG0001357	ESY12_g51290_DN2_SP0_c0.t1	Ag001G085760, Ag002G193300
OG0001358	ESY12_g51242_DN3_SP0_c0.t1	Ag002G191930
OG0001358	ESY1_g11645_DN3_SP8_c0.t1	Ag001G085020
OG0001359	ESY6_g49016_DN3_SP5_c0.t1	Ag001G051540
OG0001359	ESY6_g48822_DN3_SP7_c0.t1	Ag008G709910
OG0001360	ESY5_g4836_DN3_SP0_c11.t1	Ag004G303910
OG0001360	ESY20_g13331_DN3_SP0_c4.t1	Ag007G589230
OG0001361	ESY20_g12710_DN3_SP0_c0.t1	Ag007G589050
OG0001361	ESY5_g4939_DN3_SP0_c0.t1	Ag004G302990
OG0001363	ESY16_g62340_DN3_SP0_c17.t1	Ag007G607980
OG0001364	ESY7_g17515_DN3_SP8_c0.t1	Ag007G617140
OG0001364	ESY3_g32598_DN3_SP8_c0.t1	Ag005G490500, Ag005G490480
OG0001365	ESY3_g32587_DN3_SP6_c0.t1	Ag005G490390
OG0001365	ESY7_g17485_DN3_SP8_c0.t1	Ag007G617430
OG0001366	ESY7_g17380_DN3_SP0_c0.t1	Ag007G620560
OG0001366	ESY3_g32485_DN3_SP0_c0.t1	Ag005G489320
OG0001367	ESY3_g31521_DN3_SP7_c0.t1	Ag005G481380
OG0001368	ESY15_g65465_DN3_SP0_c0.t1	Ag001G006320, Ag002G161550, Ag002G164630
OG0001370	ESY5_g2559_DN3_SP8_c0.t1	Ag004G335860
OG0001370	ESY2_g34718_DN3_SP8_c0.t1	Ag003G219980
OG0001371	ESY11_g54698_DN3_SP0_c0.t1	Ag006G511640
OG0001372	ESY3_g32375_DN3_SP0_c0.t1	Ag005G488090
OG0001372	ESY7_g17227_DN3_SP8_c10.t1	Ag007G624210
OG0001373	ESY2_g37928_DN3_SP0_c0.t1	Ag001G024310
OG0001373	ESY3_g29690_DN3_SP2_c0.t1	Ag005G455280
OG0001374	ESY5_g4060_DN3_SP0_c0.t1	Ag004G332300
OG0001375	ESY5_g3028_DN3_SP5_c0.t1	Ag004G324750
OG0001375	ESY2_g36675_DN3_SP8_c0.t1	Ag003G210970
OG0001376	ESY3_g30309_DN3_SP0_c0.t1	Ag005G467830
OG0001376	ESY2_g36233_DN2_SP0_c0.t1	Ag001G003590
OG0001377	ESY3_g29907_DN2_SP0_c0.t1	Ag005G460210, Ag005G460220, Ag005G460140
OG0001377	ESY1_g10881_DN2_SP0_c0.t1, ESY1_g10882_DN2_SP0_c0.t1, ESY9_g42593_DN2_SP0_c0.t1	Ag005G460240, Ag005G459960
OG0001378	ESY2_g38005_DN3_SP4_c0.t1	Ag001G025310, Ag001G024910
OG0001378	ESY3_g29755_DN3_SP6_c0.t1	Ag005G457100
OG0001379	ESY3_g29311_DN3_SP6_c0.t1	Ag005G433760
OG0001379	ESY2_g37469_DN3_SP0_c0.t1	Ag001G015150
OG0001380	ESY2_g37459_DN3_SP7_c0.t1	Ag001G014970
OG0001380	ESY3_g29304_DN3_SP5_c0.t1	Ag005G446840
OG0001382	ESY8_g59671_DN3_SP4_c0.t1	Ag006G523210
OG0001382	ESY4_g26623_DN3_SP0_c0.t1	Ag001G089840
OG0001384	ESY8_g59598_DN3_SP0_c17.t1, ESY12_g51562_DN3_SP0_c17.t1	Ag004G388230, Ag004G393310, Ag004G388350, Ag004G393370, Ag004G388270, Ag006G564300, Ag006G564270, Ag006G564200
OG0001391	ESY3_g30043_DN3_SP0_c0.t1	Ag005G471460, Ag005G471470
OG0001391	ESY3_g30044_DN3_SP0_c25.t1, ESY3_g30047_DN3_SP0_c23.t1	Ag005G471520, Ag005G471490, Ag005G471510
OG0001392	ESY4_g25502_DN3_SP7_c0.t1	Ag003G283220
OG0001392	ESY11_g53872_DN3_SP0_c0.t1	Ag005G417600
OG0001393	ESY11_g53959_DN3_SP0_c0.t1	Ag005G416570
OG0001393	ESY4_g25419_DN3_SP1_c0.t1	Ag003G285320
OG0001394	ESY26_g42305_DN1_SP0_c0.t1, ESY4_g26289_DN3_SP0_c0.t1	Ag003G215870
OG0001395	ESY16_g62500_DN3_SP7_c0.t1	Ag003G248450
OG0001395	ESY6_g48121_DN3_SP7_c0.t1	Ag008G696990
OG0001397	ESY5_g3463_DN3_SP8_c0.t1	Ag004G311550
OG0001397	ESY2_g34067_DN3_SP8_c2.t1	Ag004G369260
OG0001398	ESY10_g14616_DN3_SP8_c0.t1	Ag008G659170, Ag008G658030
OG0001398	ESY27_g13386_DN3_SP5_c0.t1	Ag004G322320
OG0001399	ESY10_g14347_DN3_SP1_c15.t1	Ag008G660940
OG0001399	ESY5_g2791_DN3_SP0_c9.t1	Ag004G320580
OG0001400	ESY10_g14032_DN2_SP0_c0.t1	Ag008G664230
OG0001400	ESY5_g2618_DN2_SP0_c0.t1	Ag004G317820
OG0001401	ESY8_g60593_DN3_SP8_c0.t1	Ag007G649510
OG0001401	ESY7_g17479_DN3_SP8_c0.t1	Ag007G617620
OG0001402	ESY8_g60781_DN1_SP0_c0.t1	Ag007G648970
OG0001403	ESY2_g33605_DN2_SP0_c0.t1	Ag004G381430
OG0001403	ESY5_g3798_DN3_SP8_c0.t1	Ag004G315750
OG0001404	ESY5_g3764_DN3_SP0_c0.t1	Ag004G380030, Ag004G315290
OG0001405	ESY3_g31139_DN3_SP8_c7.t1	Ag006G499140, Ag005G474760
OG0001406	ESY4_g26625_DN3_SP8_c0.t1	Ag003G292440
OG0001406	ESY15_g64992_DN3_SP8_c0.t1	Ag004G343080
OG0001407	ESY6_g47126_DN3_SP8_c0.t1	Ag008G684220
OG0001407	ESY4_g23867_DN3_SP8_c0.t1	Ag003G253170
OG0001408	ESY7_g18030_DN3_SP0_c0.t1	Ag007G604840, Ag007G604800
OG0001409	ESY6_g49640_DN3_SP8_c0.t1	Ag008G729870
OG0001409	ESY7_g17770_DN3_SP8_c17.t1	Ag007G601630
OG0001410	ESY10_g14979_DN3_SP5_c0.t1	Ag003G262850, Ag002G120020
OG0001410	ESY9_g42519_DN3_SP7_c0.t1	Ag006G576730
OG0001411	ESY9_g42613_DN2_SP0_c32.t1	Ag006G575480
OG0001412	ESY9_g43041_DN3_SP8_c0.t1	Ag006G569940
OG0001412	ESY7_g16734_DN3_SP8_c0.t1	Ag002G103010
OG0001413	ESY12_g52052_DN3_SP0_c0.t1	Ag006G556050, Ag006G567740, Ag006G567750
OG0001415	ESY1_g6128_DN2_SP0_c0.t1	Ag002G159660
OG0001415	ESY3_g28720_DN2_SP0_c0.t1	Ag007G583150
OG0001416	ESY4_g23249_DN3_SP0_c0.t1	Ag007G581940
OG0001417	ESY4_g26324_DN3_SP0_c0.t1	Ag003G289380
OG0001417	ESY8_g59527_DN3_SP1_c0.t1	Ag006G524320
OG0001418	ESY4_g26826_DN3_SP0_c0.t1	Ag003G295250
OG0001418	ESY8_g59828_DN2_SP0_c0.t1	Ag006G521500
OG0001419	ESY8_g60962_DN3_SP8_c0.t1	Ag007G647650
OG0001419	ESY1_g10543_DN3_SP0_c0.t1	Ag001G081170
OG0001420	ESY7_g16335_DN3_SP8_c0.t1	Ag002G138920
OG0001420	ESY9_g43685_DN3_SP6_c17.t1	Ag006G555900, Ag006G555880
OG0001422	ESY3_g31828_DN3_SP8_c0.t1	Ag005G484500
OG0001422	ESY10_g15672_DN3_SP8_c0.t1	Ag007G637440
OG0001423	ESY12_g52026_DN3_SP8_c0.t1	Ag002G200290
OG0001423	ESY1_g12020_DN3_SP8_c0.t1	Ag001G092640
OG0001424	ESY7_g19220_DN2_SP0_c0.t1, ESY7_g19219_DN3_SP0_c0.t1	Ag006G496620
OG0001424	ESY7_g19221_DN3_SP0_c0.t1	Ag006G496610
OG0001425	ESY1_g6908_DN3_SP2_c0.t1	Ag008G678130
OG0001425	ESY6_g49176_DN3_SP0_c0.t1	Ag008G717570
OG0001426	ESY2_g34393_DN1_SP0_c0.t1	Ag004G350570, Ag004G350560
OG0001427	ESY5_g5479_DN3_SP3_c0.t1	Ag004G298430
OG0001428	ESY5_g5289_DN3_SP3_c0.t1	Ag004G299960
OG0001428	ESY20_g13244_DN3_SP0_c0.t1	Ag006G510260
OG0001429	ESY20_g13266_DN3_SP7_c0.t1	Ag006G510160
OG0001429	ESY1_g12496_DN3_SP0_c0.t1	Ag001G098000
OG0001431	ESY5_g4938_DN3_SP7_c0.t1	Ag004G303000
OG0001431	ESY20_g12716_DN3_SP8_c0.t1	Ag007G589010
OG0001432	ESY5_g4749_DN3_SP0_c0.t1	Ag004G304890
OG0001432	ESY8_g58438_DN3_SP0_c0.t1	Ag007G590910
OG0001433	ESY5_g4659_DN3_SP0_c0.t1	Ag004G305660
OG0001433	ESY8_g58495_DN3_SP0_c0.t1	Ag007G591900
OG0001434	ESY7_g18817_DN3_SP5_c0.t1, ESY7_g18818_DN3_SP0_c0.t1	Ag006G502530, Ag006G502540, Ag007G594530, Ag007G594550, Ag006G502770, Ag006G502790
OG0001435	ESY5_g4484_DN3_SP7_c0.t1	Ag004G307510
OG0001435	ESY8_g58893_DN3_SP8_c0.t1	Ag006G521960, Ag007G595260
OG0001436	ESY7_g17134_DN3_SP5_c0.t1, ESY7_g17133_DN3_SP0_c0.t1	Ag007G626910
OG0001436	ESY3_g32261_DN3_SP0_c0.t1, ESY3_g32260_DN3_SP0_c0.t1	Ag005G487020
OG0001437	ESY7_g17104_DN3_SP8_c0.t1	Ag007G628100
OG0001437	ESY3_g32219_DN3_SP8_c0.t1	Ag005G486760
OG0001438	ESY10_g15716_DN3_SP0_c0.t1	Ag007G637910
OG0001438	ESY3_g31921_DN3_SP0_c0.t1	Ag005G484840
OG0001439	ESY2_g34901_DN3_SP4_c0.t1	Ag003G233670
OG0001439	ESY5_g4200_DN3_SP8_c0.t1	Ag004G329980
OG0001440	ESY5_g2404_DN3_SP8_c0.t1	Ag004G337770
OG0001440	ESY2_g34617_DN3_SP8_c0.t1	Ag003G218090
OG0001441	ESY2_g35768_DN3_SP5_c0.t1	Ag003G240490
OG0001441	ESY5_g2276_DN3_SP0_c0.t1	Ag004G339720
OG0001442	ESY2_g35607_DN1_SP0_c0.t1	Ag004G344190
OG0001442	ESY5_g2131_DN3_SP0_c0.t1	Ag003G226090
OG0001443	ESY2_g35454_DN3_SP0_c0.t1	Ag004G348030
OG0001444	ESY11_g54795_DN2_SP0_c0.t1	Ag007G585760, Ag007G585910, Ag007G585900, Ag007G585820, Ag007G585800
OG0001445	ESY16_g62050_DN2_SP0_c0.t1	Ag002G173440, Ag004G312470
OG0001446	ESY7_g18629_DN3_SP1_c0.t1	Ag007G600600
OG0001446	ESY6_g49555_DN2_SP0_c0.t1, ESY6_g49553_DN3_SP0_c0.t1	Ag008G725290
OG0001447	ESY1_g12039_DN3_SP0_c34.t1	Ag003G225820, Ag004G377480, Ag003G240560
OG0001448	ESY2_g36249_DN3_SP3_c0.t1	Ag001G002970
OG0001448	ESY3_g30287_DN3_SP4_c0.t1	Ag005G468240
OG0001449	ESY3_g30384_DN2_SP0_c21.t1, ESY1_g8542_DN2_SP0_c0.t1, ESY1_g6784_DN1_SP0_c0.t1, ESY2_g33517_DN1_SP0_c0.t1, ESY2_g33518_DN2_SP0_c38.t1	Ag005G466030
OG0001449	ESY2_g36189_DN3_SP0_c16.t1	Ag001G004450
OG0001450	ESY2_g36188_DN3_SP2_c14.t1	Ag001G004470
OG0001451	ESY3_g30574_DN2_SP0_c0.t1	Ag001G007040, Ag005G463930
OG0001452	ESY2_g36991_DN3_SP1_c0.t1	Ag001G007440
OG0001452	ESY3_g30589_DN3_SP7_c0.t1	Ag005G463470
OG0001453	ESY2_g37027_DN3_SP7_c0.t1	Ag001G007950
OG0001453	ESY3_g30608_DN3_SP8_c0.t1	Ag005G462940
OG0001454	ESY3_g30644_DN3_SP0_c0.t1	Ag005G462450
OG0001454	ESY2_g37052_DN3_SP6_c0.t1	Ag001G008380
OG0001455	ESY3_g29905_DN3_SP0_c0.t1	Ag005G460110
OG0001455	ESY2_g38551_DN3_SP4_c0.t1	Ag001G030470, Ag001G031670
OG0001456	ESY2_g37470_DN3_SP0_c0.t1	Ag005G447360, Ag001G015190
OG0001457	ESY3_g29243_DN3_SP0_c0.t1	Ag005G446320
OG0001457	ESY2_g37428_DN3_SP0_c0.t1	Ag001G014090
OG0001458	ESY9_g44190_DN2_SP0_c0.t1	Ag002G203130
OG0001458	ESY12_g51420_DN2_SP0_c0.t1, ESY12_g51423_DN1_SP0_c0.t1	Ag008G670300
OG0001459	ESY7_g17953_DN2_SP0_c0.t1, ESY7_g17954_DN3_SP0_c0.t1, ESY7_g17951_DN3_SP0_c0.t1	Ag004G336380
OG0001459	ESY7_g17952_DN3_SP0_c0.t1, ESY7_g17950_DN2_SP0_c0.t1	Ag004G336470
OG0001461	ESY20_g12762_DN3_SP0_c0.t1, ESY20_g12765_DN3_SP0_c0.t1, ESY1_g10855_DN3_SP0_c0.t1, ESY7_g17874_DN3_SP0_c0.t1, ESY20_g12761_DN2_SP0_c0.t1, ESY7_g17873_DN2_SP0_c0.t1	Ag007G588610
OG0001464	ESY4_g24434_DN1_SP8_c0.t1	Ag003G259130
OG0001464	ESY11_g54595_DN2_SP8_c0.t1	Ag005G407160
OG0001465	ESY11_g54513_DN3_SP8_c17.t1	Ag005G408040
OG0001465	ESY4_g24478_DN3_SP8_c17.t1	Ag003G260200
OG0001466	ESY4_g24922_DN3_SP6_c0.t1	Ag003G269760
OG0001468	ESY4_g25747_DN3_SP0_c0.t1	Ag003G273420, Ag003G273430
OG0001469	ESY20_g13247_DN3_SP0_c0.t1, ESY11_g54769_DN3_SP0_c0.t1, ESY11_g54758_DN3_SP0_c0.t1	Ag007G611450
OG0001469	ESY16_g61881_DN3_SP0_c0.t1	Ag007G579050
OG0001470	ESY16_g61530_DN3_SP0_c41.t1	Ag002G164510, Ag001G101580
OG0001471	ESY2_g33925_DN3_SP6_c0.t1, ESY2_g33924_DN3_SP6_c0.t1	Ag004G373750
OG0001471	ESY5_g3573_DN3_SP0_c0.t1	Ag004G312930
OG0001472	ESY5_g2858_DN3_SP8_c0.t1	Ag004G321830
OG0001473	ESY10_g14346_DN3_SP8_c0.t1	Ag008G660970
OG0001473	ESY5_g2790_DN3_SP3_c9.t1	Ag004G320570
OG0001474	ESY5_g3263_DN3_SP7_c0.t1, ESY5_g3262_DN3_SP0_c0.t1	Ag004G314730, Ag004G314710
OG0001475	ESY5_g3755_DN3_SP5_c0.t1	Ag004G315140
OG0001475	ESY2_g33685_DN3_SP7_c0.t1	Ag004G379590
OG0001477	ESY7_g18504_DN3_SP3_c0.t1	Ag006G506990
OG0001478	ESY3_g30977_DN3_SP3_c0.t1	Ag005G476680
OG0001478	ESY7_g19408_DN3_SP0_c0.t1	Ag006G494520
OG0001479	ESY1_g12018_DN3_SP8_c0.t1	Ag001G092540
OG0001480	ESY5_g4297_DN3_SP5_c0.t1	Ag007G598680
OG0001481	ESY7_g18418_DN3_SP0_c0.t1	Ag003G276870, Ag003G263080, Ag002G125790, Ag002G130280, Ag003G227030, Ag007G611190, Ag007G611220, Ag003G263070, Ag007G611060
OG0001482	ESY7_g18130_DN3_SP8_c0.t1	Ag007G606260
OG0001482	ESY6_g49982_DN3_SP8_c0.t1	Ag008G721150
OG0001483	ESY6_g50016_DN3_SP0_c16.t1	Ag008G721680
OG0001483	ESY7_g18069_DN3_SP0_c0.t1	Ag007G605530
OG0001484	ESY7_g18065_DN2_SP0_c0.t1	Ag007G605450
OG0001484	ESY6_g50020_DN3_SP0_c0.t1	Ag008G721760
OG0001485	ESY7_g17806_DN3_SP8_c0.t1	Ag007G602040
OG0001485	ESY6_g49613_DN3_SP8_c0.t1	Ag008G730290
OG0001486	ESY7_g17768_DN3_SP0_c0.t1	Ag007G601610
OG0001487	ESY6_g50202_DN3_SP0_c0.t1	Ag008G724400
OG0001487	ESY7_g18653_DN3_SP7_c0.t1	Ag007G600860
OG0001488	ESY9_g42468_DN3_SP8_c0.t1	Ag006G577270
OG0001488	ESY10_g14877_DN3_SP8_c0.t1	Ag002G115010, Ag002G121280
OG0001489	ESY7_g16126_DN3_SP3_c0.t1	Ag002G140760
OG0001489	ESY9_g43745_DN3_SP6_c0.t1	Ag006G553560
OG0001490	ESY4_g23078_DN3_SP8_c43.t1	Ag007G582360
OG0001490	ESY4_g25231_DN3_SP1_c0.t1, ESY13_g57686_DN2_SP0_c0.t1	Ag002G160180
OG0001492	ESY4_g26797_DN3_SP8_c0.t1	Ag003G295180
OG0001492	ESY8_g59820_DN3_SP6_c0.t1	Ag006G521570
OG0001493	ESY5_g4788_DN3_SP0_c0.t1	Ag007G584240
OG0001493	ESY5_g1929_DN3_SP0_c0.t1	Ag002G158160
OG0001495	ESY2_g37352_DN3_SP0_c0.t1, ESY10_g14793_DN3_SP0_c0.t1	Ag002G123350, Ag002G123340
OG0001496	ESY3_g28090_DN2_SP0_c0.t1	Ag005G431170
OG0001496	ESY15_g65692_DN2_SP0_c0.t1	Ag001G038640
OG0001497	ESY2_g38894_DN3_SP0_c36.t1	Ag001G034180, Ag001G034190
OG0001498	ESY5_g5061_DN3_SP8_c0.t1	Ag004G302140
OG0001498	ESY5_g4592_DN2_SP0_c0.t1	Ag003G267300, Ag005G416490, Ag001G080440
OG0001499	ESY1_g12512_DN3_SP0_c0.t1	Ag001G098150
OG0001500	ESY12_g51413_DN3_SP8_c0.t1	Ag002G204820
OG0001500	ESY1_g12436_DN3_SP8_c0.t1	Ag001G096910
OG0001501	ESY8_g59956_DN3_SP0_c0.t1	Ag005G455960, Ag005G455950
OG0001501	ESY14_g19719_DN3_SP0_c0.t1	Ag006G540780
OG0001501	ESY12_g51614_DN2_SP0_c0.t1	Ag002G204270
OG0001502	ESY12_g52040_DN3_SP8_c0.t1	Ag002G199890
OG0001502	ESY1_g12019_DN3_SP8_c0.t1	Ag001G092630
OG0001503	ESY1_g11916_DN3_SP8_c17.t1	Ag001G091690
OG0001503	ESY19_g41187_DN3_SP0_c0.t1, ESY12_g52127_DN3_SP8_c15.t1	Ag002G198680
OG0001504	ESY1_g11854_DN3_SP0_c0.t1	Ag001G090880
OG0001504	ESY12_g51463_DN3_SP0_c0.t1	Ag002G197180
OG0001505	ESY1_g11211_DN3_SP0_c0.t1	Ag001G090690, Ag004G387710
OG0001505	ESY12_g51492_DN1_SP0_c0.t1	Ag002G196780
OG0001506	ESY3_g30811_DN2_SP8_c0.t1	Ag005G478370
OG0001506	ESY7_g19625_DN3_SP2_c10.t1	Ag006G491390
OG0001507	ESY6_g48690_DN3_SP0_c0.t1	Ag008G708090
OG0001509	ESY1_g9754_DN3_SP8_c0.t1	Ag001G058080
OG0001509	ESY6_g50444_DN3_SP6_c0.t1	Ag008G733610
OG0001510	ESY8_g58441_DN3_SP6_c0.t1	Ag007G590940
OG0001510	ESY5_g4748_DN3_SP3_c0.t1	Ag004G304900
OG0001511	ESY8_g58905_DN3_SP0_c0.t1	Ag004G307620, Ag007G595470
OG0001512	ESY5_g3093_DN3_SP8_c0.t1	Ag004G308200
OG0001512	ESY8_g58995_DN3_SP7_c0.t1	Ag007G596480
OG0001513	ESY3_g32588_DN3_SP0_c93.t1	Ag005G490410, Ag005G490400
OG0001514	ESY3_g32111_DN3_SP8_c4.t1	Ag005G486110
OG0001514	ESY7_g17058_DN3_SP6_c4.t1	Ag007G631230
OG0001515	ESY5_g4005_DN3_SP0_c0.t1, ESY3_g31645_DN3_SP0_c0.t1, ESY4_g24963_DN3_SP0_c0.t1	Ag005G482910
OG0001516	ESY3_g31508_DN3_SP1_c6.t1	Ag005G481240
OG0001518	ESY9_g45683_DN2_SP8_c0.t1	Ag002G184990
OG0001518	ESY1_g10647_DN2_SP6_c0.t1	Ag001G080020
OG0001519	ESY2_g34897_DN3_SP4_c0.t1	Ag003G233700
OG0001519	ESY5_g4201_DN3_SP8_c0.t1	Ag004G329970
OG0001520	ESY1_g9011_DN2_SP0_c0.t1	Ag001G054920
OG0001520	ESY5_g4125_DN1_SP0_c0.t1, ESY5_g4127_DN1_SP0_c0.t1	Ag004G331580
OG0001521	ESY5_g2467_DN3_SP1_c0.t1	Ag003G219030, Ag004G336770
OG0001522	ESY2_g35625_DN3_SP8_c0.t1	Ag004G341390, Ag004G343960
OG0001523	ESY6_g49464_DN3_SP0_c0.t1	Ag003G242600
OG0001523	ESY2_g35538_DN3_SP6_c0.t1	Ag004G345430
OG0001524	ESY16_g61684_DN2_SP6_c0.t1	Ag002G106090
OG0001524	ESY6_g49436_DN3_SP8_c0.t1	Ag008G726610
OG0001526	ESY2_g35959_DN3_SP0_c0.t1, ESY2_g35960_DN3_SP0_c0.t1	Ag008G691010
OG0001527	ESY7_g17642_DN3_SP8_c0.t1	Ag007G613490
OG0001527	ESY2_g36596_DN3_SP8_c0.t1	Ag003G209110
OG0001528	ESY2_g36085_DN3_SP1_c87.t1	Ag007G616430, Ag003G224390, Ag003G224420
OG0001529	ESY7_g16899_DN2_SP0_c0.t1	Ag008G692310
OG0001529	ESY7_g16900_DN3_SP0_c0.t1, ESY7_g16898_DN3_SP0_c0.t1	Ag007G632450
OG0001531	ESY7_g18789_DN3_SP3_c0.t1, ESY7_g18721_DN3_SP0_c0.t1	Ag006G503410
OG0001532	ESY6_g50537_DN3_SP0_c0.t1	Ag008G710300, Ag004G320480
OG0001532	ESY6_g48642_DN3_SP0_c0.t1	Ag008G706710, Ag008G706700, Ag004G349410
OG0001534	ESY2_g36806_DN3_SP2_c0.t1	Ag003G212360, Ag003G213740
OG0001535	ESY2_g36308_DN3_SP8_c0.t1	Ag001G001430
OG0001535	ESY3_g30208_DN3_SP8_c0.t1	Ag005G469480
OG0001536	ESY3_g30256_DN3_SP8_c0.t1	Ag005G468450
OG0001536	ESY2_g36263_DN3_SP0_c0.t1	Ag001G002680
OG0001537	ESY2_g37018_DN3_SP7_c0.t1	Ag001G007720
OG0001537	ESY3_g30601_DN3_SP5_c0.t1	Ag005G463020
OG0001538	ESY3_g29946_DN3_SP0_c0.t1	Ag005G461050
OG0001538	ESY2_g37155_DN3_SP6_c0.t1	Ag001G009860
OG0001539	ESY3_g31949_DN2_SP0_c0.t1	Ag005G455640, Ag005G455610, Ag006G566250
OG0001541	ESY1_g12491_DN3_SP1_c0.t1, ESY1_g12492_DN3_SP0_c0.t1	Ag003G262350, Ag003G262030, Ag003G277510, Ag001G097940
