Orthogroup	Euclidium_syriacum	Odontarrhena_muralis
OG0003724	ESY2_g38739_DN3_SP2_c0.t1	Om003G101320
OG0003725	ESY8_g60410_DN3_SP6_c0.t1	Om007G316490
OG0003726	ESY12_g51180_DN3_SP0_c11.t1, ESY12_g52220_DN3_SP0_c8.t1	Om008G319450
OG0003728	ESY12_g52148_DN3_SP0_c0.t1	Om008G324280
OG0003728	ESY12_g52149_DN3_SP0_c0.t1	Om008G324270
OG0003729	ESY12_g52151_DN3_SP0_c0.t1	Om008G324290
OG0003730	ESY12_g51289_DN3_SP0_c0.t1	Om008G326990
OG0003730	ESY1_g11544_DN3_SP0_c0.t1	Om003G121310
OG0003731	ESY7_g17122_DN3_SP8_c0.t1	Om004G174640
OG0003732	ESY6_g48734_DN3_SP0_c0.t1, ESY6_g48733_DN3_SP0_c0.t1	Om006G246120, Om006G246070
OG0003733	ESY20_g12913_DN3_SP4_c0.t1	Om007G277770, Om005G181270
OG0003734	ESY20_g12892_DN2_SP0_c0.t1, ESY20_g12895_DN3_SP0_c0.t1, ESY20_g12891_DN3_SP0_c0.t1	Om007G277900
OG0003735	ESY20_g12858_DN3_SP0_c0.t1	Om007G278170
OG0003736	ESY20_g12721_DN3_SP0_c0.t1, ESY20_g12720_DN3_SP0_c0.t1	Om007G278990
OG0003737	ESY20_g12755_DN3_SP7_c0.t1	Om007G278720
OG0003738	ESY8_g58428_DN2_SP6_c0.t1	Om007G280190
OG0003738	ESY5_g4763_DN3_SP0_c0.t1	Om005G183150
OG0003739	ESY8_g58492_DN3_SP0_c0.t1	Om007G280640
OG0003740	ESY5_g4681_DN3_SP6_c0.t1	Om005G183860
OG0003741	ESY3_g31458_DN3_SP0_c34.t1	Om007G284430, Om007G284420, Om007G284440
OG0003742	ESY8_g59129_DN3_SP3_c0.t1	Om007G285320
OG0003743	ESY3_g32545_DN3_SP8_c0.t1	Om002G043370, Om007G299730
OG0003744	ESY2_g34223_DN2_SP0_c0.t1, ESY8_g60104_DN3_SP0_c0.t1	Om001G039780
OG0003746	ESY3_g31575_DN3_SP0_c0.t1	Om002G048700
OG0003747	ESY3_g31405_DN3_SP6_c0.t1, ESY3_g31403_DN3_SP4_c0.t1, ESY15_g64476_DN1_SP0_c0.t1	Om002G049950
OG0003748	ESY3_g30717_DN3_SP6_c0.t1	Om002G050620
OG0003749	ESY3_g30745_DN3_SP1_c0.t1	Om002G050870
OG0003750	ESY16_g61667_DN3_SP1_c0.t1	Om006G250920, Om006G251680
OG0003751	ESY5_g5409_DN3_SP0_c0.t1, ESY5_g5425_DN2_SP0_c0.t1	Om005G214130, Om005G178930, Om005G178950
OG0003752	ESY5_g4339_DN3_SP0_c0.t1, ESY5_g4337_DN3_SP0_c0.t1, ESY5_g4338_DN3_SP0_c0.t1, ESY5_g4336_DN3_SP0_c0.t1	Om005G198470, Om005G198460
OG0003753	ESY5_g2365_DN3_SP3_c0.t1	Om005G204490
OG0003754	ESY5_g1802_DN3_SP7_c0.t1	Om004G144780
OG0003754	ESY2_g35499_DN3_SP6_c0.t1	Om005G208310
OG0003755	ESY5_g1475_DN3_SP0_c0.t1	Om004G145570
OG0003756	ESY7_g16281_DN3_SP0_c0.t1	Om002G070660
OG0003758	ESY8_g59698_DN3_SP3_c0.t1	Om004G153800, Om001G039530
OG0003759	ESY5_g2845_DN3_SP0_c0.t1	Om005G195090, Om005G195240, Om005G195080
OG0003760	ESY3_g28812_DN3_SP0_c0.t1, ESY5_g3319_DN3_SP7_c0.t1	Om005G187720
OG0003761	ESY5_g4846_DN3_SP0_c0.t1, ESY5_g4845_DN3_SP0_c0.t1	Om005G182580
OG0003763	ESY5_g5066_DN3_SP8_c0.t1	Om005G181160
OG0003764	ESY20_g13048_DN3_SP8_c0.t1	Om005G178540, Om004G158370
OG0003765	ESY7_g17390_DN3_SP2_c0.t1, ESY1_g11851_DN2_SP0_c0.t1	Om007G299180
OG0003766	ESY7_g17371_DN3_SP0_c0.t1	Om007G298970
OG0003767	ESY6_g50172_DN3_SP0_c20.t1, ESY8_g61021_DN3_SP0_c0.t1	Om006G237940, Om005G192900
OG0003768	ESY6_g49790_DN3_SP3_c0.t1	Om006G234830
OG0003769	ESY6_g48571_DN3_SP8_c0.t1	Om006G247910
OG0003771	ESY6_g48620_DN3_SP0_c0.t1	Om006G247480
OG0003772	ESY3_g31199_DN3_SP0_c0.t1, ESY4_g25801_DN3_SP0_c0.t1	Om001G031540
OG0003773	ESY2_g35379_DN3_SP0_c0.t1	Om005G209670
OG0003774	ESY2_g35420_DN3_SP0_c0.t1	Om005G209300
OG0003775	ESY2_g36105_DN3_SP0_c0.t1	Om004G133130, Om004G133160, Om004G133190, Om004G133250
OG0003775	ESY2_g36106_DN3_SP0_c0.t1	Om004G133170, Om004G133180
OG0003776	ESY2_g36156_DN3_SP0_c0.t1	Om005G197900, Om004G132640
OG0003777	ESY2_g37183_DN3_SP0_c0.t1, ESY2_g36803_DN3_SP0_c0.t1	Om004G132320, Om004G132300, Om004G132330
OG0003778	ESY3_g29356_DN3_SP8_c0.t1	Om002G067240
OG0003778	ESY2_g37489_DN3_SP4_c0.t1	Om003G097300
OG0003779	ESY3_g29229_DN2_SP0_c0.t1	Om002G068230, Om002G068220
OG0003780	ESY2_g37219_DN3_SP6_c0.t1	Om003G091430, Om003G095540
OG0003781	ESY3_g28124_DN3_SP2_c0.t1	Om002G073190
OG0003782	ESY1_g10511_DN3_SP2_c0.t1	Om002G076450
OG0003783	ESY11_g52486_DN3_SP8_c0.t1	Om002G077600
OG0003784	ESY2_g36342_DN3_SP0_c0.t1	Om003G090110
OG0003785	ESY2_g36289_DN2_SP0_c0.t1	Om003G090450
OG0003786	ESY2_g37215_DN3_SP4_c3.t1	Om003G095490
OG0003787	ESY2_g37599_DN3_SP0_c0.t1	Om003G097840
OG0003788	ESY1_g11001_DN3_SP4_c0.t1	Om006G253810
OG0003789	ESY1_g10803_DN3_SP7_c0.t1	Om006G252520
OG0003790	ESY2_g36037_DN3_SP0_c0.t1	Om006G250570, Om006G250580, Om006G250600
OG0003791	ESY12_g51024_DN3_SP0_c0.t1	Om008G328890
OG0003792	ESY1_g11762_DN3_SP0_c0.t1, ESY1_g11763_DN3_SP0_c0.t1	Om003G120000
OG0003794	ESY12_g51495_DN3_SP0_c0.t1	Om003G093740, Om003G093720
OG0003796	ESY2_g34498_DN3_SP0_c0.t1	Om008G352060, Om004G148810, Om004G148650, Om003G103920
OG0003797	ESY5_g1801_DN3_SP0_c0.t1, ESY11_g54799_DN3_SP0_c0.t1	Om003G094540, Om004G144810
OG0003798	ESY5_g3949_DN3_SP0_c0.t1	Om005G202530
OG0003799	ESY2_g34417_DN3_SP7_c0.t1	Om005G210420
OG0003801	ESY6_g50294_DN3_SP0_c0.t1, ESY6_g47926_DN3_SP0_c0.t1, ESY6_g50297_DN3_SP0_c0.t1	Om007G288040
OG0003802	ESY6_g49387_DN3_SP0_c0.t1	Om004G169260, Om006G235750
OG0003803	ESY9_g43037_DN3_SP0_c0.t1	Om003G103280, Om001G004370
OG0003804	ESY8_g58955_DN3_SP1_c0.t1, ESY8_g58954_DN3_SP0_c0.t1, ESY8_g58953_DN3_SP0_c0.t1	Om007G283870, Om007G283880
OG0003805	ESY7_g17263_DN3_SP0_c0.t1	Om007G297940
OG0003807	ESY6_g49589_DN3_SP2_c0.t1	Om007G280460, Om006G268090, Om006G237350
OG0003808	ESY12_g51161_DN3_SP0_c0.t1, ESY6_g48022_DN3_SP0_c0.t1, ESY12_g51163_DN3_SP0_c0.t1	Om005G198810, Om004G140580, Om008G347780
OG0003823	ESY2_g34148_DN2_SP0_c0.t1	Om001G022270
OG0003824	ESY4_g24932_DN3_SP0_c0.t1	Om001G028040
OG0003826	ESY9_g44822_DN2_SP0_c0.t1	Om008G343320, Om001G011320
OG0003827	ESY4_g25571_DN2_SP0_c3.t1	Om001G032990
OG0003828	ESY16_g61961_DN3_SP0_c0.t1	Om007G291970
OG0003828	ESY16_g61960_DN3_SP5_c0.t1	Om007G291960
OG0003828	ESY16_g61973_DN3_SP2_c0.t1	Om007G291980, Om007G291990
OG0003829	ESY16_g61882_DN3_SP1_c0.t1	Om007G292290
OG0003830	ESY2_g34285_DN3_SP1_c0.t1, ESY2_g34281_DN3_SP0_c0.t1, ESY2_g34284_DN3_SP0_c0.t1, ESY2_g34283_DN3_SP0_c0.t1	Om005G216040, Om005G216010
OG0003831	ESY5_g3393_DN3_SP0_c0.t1, ESY2_g34098_DN2_SP0_c0.t1	Om005G188410
OG0003832	ESY10_g14618_DN3_SP0_c0.t1	Om006G275360
OG0003833	ESY8_g58656_DN3_SP8_c0.t1	Om007G281620
OG0003834	ESY2_g33275_DN3_SP8_c0.t1	Om005G228640
OG0003835	ESY5_g3807_DN3_SP2_c0.t1	Om005G191910
OG0003835	ESY2_g33578_DN2_SP0_c0.t1	Om005G225410
OG0003836	ESY3_g30912_DN3_SP0_c0.t1	Om004G175790
OG0003837	ESY7_g17889_DN3_SP0_c9.t1	Om004G166530, Om004G166580, Om004G166550, Om004G166520
OG0003838	ESY6_g46189_DN3_SP0_c0.t1	Om003G112480
OG0003839	ESY6_g47840_DN3_SP0_c0.t1	Om003G115980
OG0003840	ESY6_g48061_DN3_SP7_c0.t1	Om003G117580
OG0003841	ESY6_g48211_DN3_SP8_c0.t1	Om003G118760
OG0003842	ESY7_g18382_DN3_SP0_c0.t1	Om004G162040, Om004G162050
OG0003843	ESY7_g18200_DN3_SP0_c0.t1	Om006G240540
OG0003844	ESY10_g15131_DN3_SP8_c0.t1	Om008G359700
OG0003844	ESY9_g42634_DN3_SP4_c0.t1	Om001G002000
OG0003845	ESY9_g42728_DN3_SP7_c0.t1	Om007G281020, Om001G002760
OG0003846	ESY23_g193_DN3_SP0_c0.t1	Om001G010930
OG0003847	ESY23_g194_DN3_SP6_c0.t1	Om001G010940
OG0003848	ESY14_g20318_DN3_SP0_c0.t1	Om001G012440
OG0003849	ESY14_g20156_DN3_SP1_c0.t1	Om001G012630
OG0003850	ESY4_g22419_DN3_SP4_c0.t1	Om002G087150, Om007G287870, Om007G287880
OG0003852	ESY9_g43247_DN2_SP0_c0.t1, ESY4_g26110_DN3_SP0_c8.t1	Om001G035450
OG0003853	ESY4_g26539_DN3_SP1_c0.t1	Om001G038340, Om001G038330
OG0003854	ESY8_g61321_DN3_SP0_c0.t1	Om007G314290
OG0003855	ESY19_g41669_DN3_SP0_c0.t1	Om001G015170
OG0003856	ESY1_g12037_DN3_SP0_c0.t1	Om001G015410
OG0003857	ESY10_g14773_DN3_SP0_c0.t1	Om004G137470, Om003G098400
OG0003858	ESY1_g6629_DN3_SP8_c0.t1	Om008G342960
OG0003859	ESY18_g63303_DN3_SP2_c0.t1	Om008G351760
OG0003860	ESY12_g52019_DN3_SP0_c5.t1	Om008G322930
OG0003861	ESY7_g16803_DN2_SP0_c0.t1	Om008G358410, Om008G358420
OG0003862	ESY10_g15133_DN3_SP0_c0.t1	Om008G359680
OG0003863	ESY10_g14758_DN3_SP3_c0.t1	Om008G362810
OG0003864	ESY1_g12504_DN3_SP8_c0.t1, ESY12_g52269_DN3_SP1_c0.t1	Om003G128480
OG0003865	ESY1_g12374_DN3_SP0_c0.t1	Om003G127330
OG0003865	ESY12_g51661_DN2_SP0_c0.t1	Om008G320580
OG0003866	ESY12_g51913_DN3_SP0_c0.t1	Om008G322290, Om003G095280
OG0003867	ESY7_g19585_DN3_SP0_c0.t1	Om004G176580, Om001G028170
OG0003868	ESY6_g48949_DN3_SP8_c0.t1	Om006G244640
OG0003869	ESY6_g48930_DN3_SP0_c0.t1	Om006G244870
OG0003870	ESY6_g48918_DN2_SP1_c0.t1	Om006G244990, Om006G245000
OG0003871	ESY6_g48862_DN2_SP0_c0.t1	Om006G245420
OG0003872	ESY20_g12968_DN3_SP2_c0.t1	Om004G157760
OG0003873	ESY20_g13121_DN3_SP0_c0.t1	Om004G158810, Om002G046340
OG0003874	ESY20_g13297_DN3_SP0_c0.t1	Om004G160250
OG0003875	ESY5_g5074_DN3_SP0_c0.t1, ESY8_g58136_DN3_SP0_c0.t1	Om005G181120
OG0003876	ESY8_g58439_DN3_SP5_c0.t1	Om007G280290
OG0003878	ESY3_g31546_DN3_SP3_c0.t1	Om002G048880
OG0003879	ESY3_g31400_DN3_SP0_c0.t1	Om002G049990
OG0003880	ESY10_g15055_DN3_SP0_c0.t1	Om007G313060, Om001G030540
OG0003881	ESY2_g36647_DN2_SP7_c0.t1	Om004G131240, Om005G196920
OG0003882	ESY5_g4227_DN3_SP0_c0.t1	Om005G199830
OG0003883	ESY5_g3296_DN3_SP0_c26.t1	Om006G262990, Om005G187490
OG0003884	ESY2_g35413_DN2_SP2_c0.t1	Om005G209350, Om004G145530
OG0003885	ESY13_g56869_DN3_SP0_c0.t1	Om007G285810
OG0003886	ESY4_g24763_DN3_SP0_c0.t1	Om001G027040
OG0003887	ESY2_g38522_DN2_SP0_c0.t1, ESY11_g53873_DN3_SP0_c0.t1, ESY2_g38523_DN3_SP0_c0.t1	Om005G195380
OG0003888	ESY3_g31948_DN1_SP0_c0.t1, ESY8_g60976_DN1_SP0_c0.t1, ESY4_g25079_DN1_SP0_c0.t1	Om008G321890
OG0003890	ESY8_g58478_DN2_SP0_c0.t1	Om007G280510
OG0003890	ESY5_g4731_DN3_SP1_c16.t1	Om005G183430
OG0003891	ESY7_g17396_DN2_SP0_c0.t1	Om007G299240
OG0003892	ESY3_g31552_DN3_SP0_c0.t1, ESY3_g31551_DN3_SP0_c0.t1	Om002G048820
OG0003893	ESY3_g32125_DN3_SP3_c0.t1	Om002G045740
OG0003893	ESY7_g17064_DN3_SP6_c0.t1	Om007G296020
OG0003894	ESY7_g19171_DN3_SP0_c0.t1	Om004G135710
OG0003894	ESY10_g15573_DN3_SP6_c0.t1	Om007G293660
OG0003895	ESY2_g33436_DN3_SP0_c0.t1	Om001G005780
OG0003896	ESY10_g15898_DN3_SP7_c0.t1	Om007G303660
OG0003897	ESY7_g18834_DN3_SP0_c0.t1	Om004G170910
OG0003897	ESY3_g31241_DN3_SP0_c0.t1	Om002G054750
OG0003898	ESY7_g17272_DN3_SP0_c0.t1, ESY7_g18986_DN3_SP8_c0.t1	Om004G172190
OG0003899	ESY6_g49936_DN3_SP3_c0.t1, ESY6_g49934_DN3_SP7_c0.t1	Om006G240470, Om006G240460
OG0003900	ESY1_g9721_DN3_SP5_c0.t1	Om006G260110
OG0003901	ESY1_g8685_DN3_SP0_c0.t1	Om006G263830
OG0003901	ESY6_g49338_DN3_SP0_c28.t1	Om006G235320
OG0003902	ESY1_g8306_DN3_SP0_c0.t1	Om006G266310
OG0003902	ESY6_g48651_DN3_SP0_c0.t1	Om006G247170
OG0003903	ESY4_g26728_DN3_SP0_c0.t1	Om005G210670, Om001G039980
OG0003904	ESY2_g34724_DN3_SP0_c0.t1, ESY2_g34725_DN3_SP0_c0.t1, ESY2_g34726_DN3_SP0_c0.t1	Om004G135930
OG0003905	ESY2_g34738_DN3_SP3_c0.t1	Om004G136070
OG0003906	ESY2_g34859_DN3_SP1_c0.t1	Om004G143830
OG0003907	ESY2_g34815_DN3_SP0_c0.t1	Om004G136770, Om004G136780
OG0003908	ESY2_g36821_DN3_SP8_c4.t1	Om004G132450
OG0003909	ESY2_g36698_DN3_SP0_c0.t1	Om004G131800, Om004G131790
OG0003910	ESY3_g30367_DN3_SP0_c0.t1	Om002G058980
OG0003911	ESY3_g30432_DN3_SP0_c0.t1	Om002G059510
OG0003912	ESY3_g30548_DN1_SP0_c0.t1	Om002G060530
OG0003912	ESY2_g36956_DN2_SP0_c0.t1	Om003G093470, Om003G093480
OG0003913	ESY3_g30619_DN3_SP0_c0.t1	Om002G061380
OG0003914	ESY3_g30006_DN3_SP0_c0.t1	Om002G061910
OG0003915	ESY3_g29538_DN3_SP0_c0.t1, ESY3_g29539_DN2_SP0_c0.t1	Om002G066270, Om002G066260, Om002G066290
OG0003916	ESY3_g29373_DN3_SP8_c0.t1	Om002G067180
OG0003917	ESY9_g42739_DN3_SP0_c0.t1, ESY9_g42741_DN3_SP0_c0.t1, ESY3_g29259_DN3_SP0_c0.t1	Om002G067890
OG0003918	ESY3_g29202_DN2_SP0_c0.t1, ESY3_g29199_DN2_SP0_c0.t1, ESY3_g29205_DN3_SP0_c0.t1	Om005G220450, Om002G068440, Om002G068420
OG0003919	ESY3_g28982_DN3_SP0_c0.t1	Om002G069860
OG0003920	ESY18_g63063_DN3_SP0_c90.t1, ESY18_g63065_DN3_SP0_c90.t1, ESY18_g63064_DN3_SP0_c90.t1, ESY3_g32120_DN3_SP0_c26.t1, ESY3_g28877_DN3_SP0_c30.t1	Om002G071180
OG0003921	ESY11_g54622_DN3_SP8_c0.t1	Om002G087040, Om004G174280
OG0003923	ESY2_g38329_DN3_SP8_c0.t1	Om003G100070
OG0003924	ESY1_g10245_DN3_SP8_c0.t1	Om006G256830
OG0003925	ESY1_g10775_DN3_SP1_c0.t1, ESY1_g10774_DN3_SP8_c0.t1	Om006G252230, Om006G252210
OG0003926	ESY1_g12245_DN3_SP8_c0.t1	Om003G126100
OG0003928	ESY3_g32104_DN3_SP0_c0.t1, ESY1_g8161_DN3_SP0_c0.t1	Om003G096620, Om003G106800, Om006G251040
OG0003930	ESY5_g5503_DN3_SP0_c0.t1, ESY5_g2150_DN3_SP0_c0.t1	Om005G178280
OG0003931	ESY5_g4306_DN1_SP0_c34.t1	Om002G085250, Om005G198910
OG0003932	ESY1_g6958_DN2_SP0_c0.t1	Om004G153890, Om003G106570, Om001G014600
OG0003933	ESY2_g35101_DN3_SP0_c0.t1	Om002G067490
OG0003935	ESY7_g18507_DN3_SP0_c0.t1	Om004G169180
OG0003936	ESY6_g49502_DN3_SP0_c0.t1	Om007G286380
OG0003937	ESY6_g50395_DN3_SP0_c15.t1	Om006G230690
OG0003940	ESY7_g16428_DN3_SP0_c0.t1	Om001G007330
OG0003948	ESY4_g24471_DN3_SP0_c0.t1	Om004G154260, Om001G025260
OG0003949	ESY4_g24687_DN2_SP0_c0.t1, ESY4_g24689_DN3_SP0_c0.t1, ESY6_g48530_DN3_SP0_c0.t1, ESY3_g30911_DN3_SP0_c0.t1, ESY4_g24684_DN2_SP0_c0.t1, ESY4_g24686_DN3_SP0_c0.t1	Om001G026530
OG0003950	ESY16_g61777_DN3_SP8_c0.t1	Om007G277270
OG0003951	ESY16_g61458_DN2_SP0_c0.t1	Om007G275620
OG0003952	ESY2_g34228_DN2_SP5_c0.t1	Om006G231350
OG0003953	ESY2_g33915_DN3_SP0_c0.t1	Om005G221940
OG0003954	ESY10_g14469_DN3_SP5_c0.t1	Om006G274850
OG0003955	ESY10_g14323_DN3_SP0_c0.t1	Om006G274350
OG0003956	ESY12_g51145_DN3_SP5_c30.t1	Om003G100100
OG0003957	ESY8_g60281_DN3_SP0_c0.t1	Om007G317120, Om007G317190
OG0003958	ESY2_g35261_DN3_SP0_c8.t1	Om007G314060, Om005G213960
OG0003959	ESY12_g50975_DN3_SP0_c0.t1	Om008G329220
OG0003960	ESY7_g19069_DN3_SP6_c0.t1, ESY3_g31112_DN3_SP5_c0.t1	Om004G172710
OG0003961	ESY3_g31180_DN2_SP0_c0.t1	Om002G054220
OG0003961	ESY7_g18941_DN3_SP0_c0.t1	Om004G171820
OG0003962	ESY3_g31248_DN3_SP0_c0.t1	Om002G054840
OG0003963	ESY8_g59950_DN3_SP0_c0.t1	Om008G350090
OG0003965	ESY6_g45818_DN3_SP0_c0.t1	Om003G111660
OG0003966	ESY6_g47057_DN3_SP7_c0.t1	Om001G021840
OG0003967	ESY7_g18319_DN3_SP7_c0.t1	Om004G162540
OG0003968	ESY6_g49925_DN3_SP0_c0.t1	Om006G240570, Om004G163460
OG0003969	ESY7_g18189_DN3_SP0_c0.t1	Om004G163730
OG0003970	ESY7_g18082_DN1_SP6_c0.t1	Om004G164930, Om006G239660
OG0003971	ESY7_g18712_DN3_SP1_c0.t1	Om004G167340
OG0003972	ESY7_g18573_DN3_SP0_c0.t1	Om004G168510
OG0003973	ESY10_g14862_DN3_SP8_c0.t1	Om008G362150
OG0003974	ESY1_g10438_DN3_SP0_c0.t1	Om006G255710
OG0003974	ESY9_g42705_DN3_SP1_c0.t1	Om001G002590
OG0003975	ESY9_g43360_DN3_SP0_c0.t1	Om001G006420, Om008G357460
OG0003976	ESY26_g42357_DN3_SP0_c0.t1	Om008G346030, Om001G009870
OG0003977	ESY1_g11168_DN3_SP4_c0.t1	Om005G221960, Om011G366040, Om005G218550, Om006G255100
OG0003978	ESY11_g53771_DN3_SP8_c0.t1	Om007G289270
OG0003979	ESY9_g42841_DN3_SP0_c28.t1, ESY16_g61788_DN3_SP0_c20.t1, ESY16_g61786_DN3_SP0_c15.t1, ESY16_g61783_DN3_SP0_c16.t1, ESY16_g61785_DN3_SP0_c32.t1	Om007G277340, Om007G279740
OG0003980	ESY4_g26251_DN3_SP0_c0.t1	Om001G036340
OG0003981	ESY4_g26284_DN3_SP0_c0.t1, ESY4_g26278_DN3_SP0_c0.t1, ESY4_g26279_DN2_SP0_c0.t1	Om001G036540
OG0003982	ESY4_g26526_DN3_SP8_c0.t1	Om001G038230
OG0003983	ESY8_g59690_DN3_SP8_c0.t1	Om004G153920
OG0003983	ESY4_g26637_DN3_SP5_c0.t1	Om001G039300
OG0003984	ESY25_g62606_DN3_SP1_c0.t1	Om008G347510, Om008G347470
OG0003985	ESY7_g16340_DN3_SP7_c0.t1	Om008G354310
OG0003986	ESY7_g16817_DN3_SP0_c0.t1	Om008G358610
OG0003986	ESY7_g16816_DN3_SP0_c0.t1	Om008G358600
OG0003987	ESY4_g25874_DN3_SP0_c0.t1	Om004G132750
OG0003988	ESY22_g40530_DN3_SP0_c0.t1	Om003G102760
OG0003988	ESY3_g28510_DN2_SP0_c0.t1	Om002G071960
OG0003989	ESY2_g38740_DN3_SP0_c0.t1	Om003G101330
OG0003992	ESY12_g51606_DN2_SP0_c0.t1	Om008G320240
OG0003993	ESY1_g12280_DN1_SP0_c0.t1, ESY1_g12008_DN3_SP0_c0.t1	Om005G208760, Om003G126410
OG0003994	ESY2_g35453_DN3_SP4_c0.t1	Om005G208950
OG0003995	ESY12_g51992_DN3_SP0_c0.t1	Om008G324010
OG0003996	ESY12_g52170_DN1_SP0_c0.t1	Om008G324570, Om008G324520
OG0003997	ESY3_g30810_DN3_SP0_c0.t1	Om002G051300, Om004G176880
OG0003998	ESY7_g19511_DN3_SP0_c0.t1	Om004G176010
OG0003999	ESY2_g36579_DN3_SP0_c0.t1	Om004G130450
OG0003999	ESY3_g31077_DN3_SP8_c0.t1	Om002G053210
OG0004000	ESY6_g48911_DN2_SP0_c0.t1	Om006G245080
OG0004001	ESY6_g48723_DN3_SP0_c0.t1, ESY6_g48720_DN3_SP0_c0.t1	Om006G246270
OG0004002	ESY6_g49666_DN3_SP0_c0.t1	Om006G234120
OG0004003	ESY6_g50636_DN3_SP0_c0.t1	Om007G284600
OG0004004	ESY20_g13025_DN3_SP3_c0.t1	Om004G158200
OG0004005	ESY8_g58493_DN3_SP5_c0.t1, ESY8_g58552_DN3_SP4_c0.t1	Om007G281130, Om007G280650
OG0004006	ESY8_g59021_DN3_SP8_c0.t1	Om007G284560
OG0004007	ESY3_g31953_DN3_SP4_c0.t1, ESY3_g29758_DN3_SP0_c0.t1	Om002G046530, Om008G340610
OG0004008	ESY3_g31830_DN3_SP0_c0.t1	Om002G047020
OG0004009	ESY13_g56605_DN3_SP2_c0.t1, ESY2_g38088_DN3_SP6_c0.t1	Om003G099810
OG0004010	ESY3_g30727_DN3_SP8_c0.t1	Om002G050680
OG0004011	ESY12_g50840_DN3_SP0_c0.t1	Om008G330240
OG0004012	ESY9_g45647_DN3_SP8_c0.t1	Om008G331270
OG0004013	ESY1_g10677_DN2_SP0_c0.t1	Om006G251410
OG0004014	ESY4_g24996_DN3_SP0_c0.t1, ESY4_g24994_DN2_SP0_c0.t1, ESY4_g25407_DN3_SP0_c0.t1	Om001G005190, Om002G082800
OG0004015	ESY9_g45461_DN3_SP6_c0.t1	Om008G332330
OG0004016	ESY9_g45520_DN3_SP0_c0.t1	Om008G331980
OG0004017	ESY2_g36478_DN2_SP0_c0.t1, ESY1_g5976_DN2_SP0_c0.t1, ESY3_g28805_DN2_SP0_c0.t1	Om008G335840
OG0004018	ESY6_g50436_DN2_SP0_c0.t1	Om008G335720, Om004G166200
OG0004019	ESY9_g45360_DN3_SP1_c0.t1	Om008G333370, Om008G333360
OG0004021	ESY9_g45332_DN3_SP0_c0.t1	Om008G333660
OG0004022	ESY2_g35998_DN1_SP0_c0.t1	Om008G344800, Om003G095430
OG0004024	ESY5_g3047_DN3_SP0_c17.t1	Om005G197300
OG0004025	ESY2_g35595_DN3_SP0_c0.t1, ESY5_g2103_DN3_SP5_c0.t1	Om004G143610
OG0004026	ESY13_g56939_DN3_SP2_c0.t1	Om003G111400
OG0004027	ESY13_g56756_DN3_SP8_c0.t1	Om007G286130
OG0004028	ESY13_g56606_DN3_SP3_c28.t1	Om007G286590
OG0004029	ESY6_g47488_DN3_SP0_c0.t1, ESY6_g47484_DN3_SP0_c0.t1	Om003G115240, Om003G115180
OG0004030	ESY8_g59431_DN3_SP0_c0.t1	Om004G153400, Om018G374060
OG0004031	ESY9_g44056_DN3_SP0_c0.t1, ESY9_g44055_DN2_SP0_c0.t1	Om008G338060
OG0004032	ESY8_g59937_DN3_SP8_c0.t1	Om004G156620
OG0004032	ESY4_g26922_DN2_SP5_c0.t1	Om001G041530
OG0004033	ESY5_g3775_DN3_SP7_c0.t1, ESY2_g33654_DN3_SP0_c0.t1	Om005G191550
OG0004034	ESY2_g37159_DN3_SP0_c0.t1	Om008G346800, Om003G095140, Om003G095160, Om003G095150, Om001G033170
OG0004036	ESY2_g33711_DN3_SP0_c0.t1	Om003G116930
OG0004037	ESY5_g5281_DN3_SP0_c0.t1, ESY5_g5282_DN3_SP0_c0.t1	Om005G179730
OG0004038	ESY7_g17374_DN3_SP0_c0.t1	Om007G298990
OG0004038	ESY7_g17375_DN3_SP0_c0.t1	Om007G298980
OG0004039	ESY10_g15298_DN2_SP0_c0.t1	Om007G294420
OG0004041	ESY6_g49546_DN3_SP0_c0.t1, ESY6_g49547_DN3_SP0_c0.t1	Om006G236970
OG0004042	ESY6_g48347_DN3_SP0_c0.t1	Om001G009180, Om008G337020, Om003G097250
OG0004043	ESY15_g64348_DN3_SP0_c0.t1	Om003G091190, Om007G304020
OG0004044	ESY3_g31171_DN3_SP5_c0.t1	Om002G054050
OG0004044	ESY7_g18956_DN3_SP8_c0.t1	Om004G171950
OG0004045	ESY6_g50012_DN3_SP0_c0.t1	Om006G239570, Om006G239560
OG0004046	ESY6_g50145_DN3_SP0_c0.t1	Om006G238230
OG0004047	ESY6_g50152_DN3_SP0_c0.t1	Om006G238150
OG0004049	ESY6_g49483_DN3_SP3_c0.t1	Om006G236550
OG0004050	ESY6_g48986_DN3_SP1_c0.t1	Om006G244300
OG0004051	ESY6_g49052_DN3_SP0_c0.t1	Om006G243600
OG0004052	ESY2_g35660_DN3_SP0_c0.t1	Om005G206550, Om005G206530
OG0004053	ESY2_g35026_DN3_SP5_c0.t1	Om004G133490
OG0004054	ESY3_g30126_DN3_SP0_c0.t1	Om002G056740, Om001G010740
OG0004055	ESY3_g30259_DN3_SP0_c0.t1	Om002G058070
OG0004056	ESY2_g38588_DN2_SP6_c0.t1	Om003G100870
OG0004057	ESY3_g29842_DN3_SP2_c0.t1	Om002G063660
OG0004058	ESY3_g29841_DN3_SP0_c0.t1	Om002G063670
