Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_hirsuta
OG0001374	XP_002870808.2	CARHR263480
OG0001375	XP_020888795.1	CARHR089780, CARHR105580
OG0001376	XP_002882920.1	CARHR090200
OG0001376	XP_020867199.1	CARHR043400
OG0001377	XP_020868743.1	CARHR038060
OG0001377	XP_020889242.1	CARHR093130
OG0001378	XP_002873591.1	CARHR200480
OG0001378	XP_002885405.1	CARHR096640
OG0001379	XP_020867312.1	CARHR041440
OG0001379	XP_020882841.1	CARHR125300
OG0001380	XP_002873886.1, XP_002873887.1, XP_002873884.2	CARHR194740
OG0001381	XP_020890097.1	CARHR051960
OG0001381	XP_002892611.1	CARHR011160
OG0001382	XP_020867998.1	CARHR014950
OG0001384	XP_002887312.1	CARHR063790, CARHR287090
OG0001384	XP_020867671.1	CARHR023760
OG0001385	XP_020872239.1	CARHR245360
OG0001385	XP_002869010.1	CARHR245370
OG0001387	XP_002867146.1	CARHR241990
OG0001387	XP_020886832.1	CARHR284870
OG0001389	XP_002885140.1, XP_020889140.1	CARHR091610
OG0001390	XP_020886763.1	CARHR105500
OG0001390	XP_020882683.1	CARHR118120
OG0001390	XP_020874486.1, XP_020887115.1	CARHR099030, CARHR099020
OG0001396	XP_002864337.1	CARHR267780
OG0001397	XP_020874552.1	CARHR234970
OG0001397	XP_020877975.1	CARHR267720
OG0001398	XP_020879212.1	CARHR249710, CARHR249700
OG0001398	XP_020874701.1	CARHR261630
OG0001399	XP_020887007.1	CARHR077850
OG0001399	XP_002871787.1	CARHR195200
OG0001400	XP_002870751.1	CARHR262380
OG0001400	XP_002873713.1	CARHR198110
OG0001401	XP_020878383.1	CARHR200760
OG0001401	XP_020879392.1	CARHR193530
OG0001402	XP_020878249.1	CARHR202230
OG0001402	XP_002872145.1	CARHR188260
OG0001403	XP_002871389.1	CARHR203480
OG0001403	XP_020880653.1	CARHR278730
OG0001404	XP_020877926.1	CARHR204830
OG0001404	XP_020878973.1	CARHR190290
OG0001405	XP_020885140.1	CARHR121790
OG0001405	XP_002892418.1	CARHR007580
OG0001407	XP_002879246.1	CARHR123350
OG0001407	XP_020888052.1	CARHR075640
OG0001408	XP_020884375.1	CARHR124300
OG0001409	XP_020883081.1	CARHR124470
OG0001409	XP_002892341.1	CARHR006040
OG0001410	XP_020870787.1	CARHR004690
OG0001410	XP_002881221.1, XP_020885310.1	CARHR126200
OG0001411	XP_020866872.1	CARHR036680
OG0001411	XP_002863697.1	CARHR180940
OG0001412	XP_020883218.1	CARHR128380
OG0001412	XP_020867235.1	CARHR028920
OG0001413	XP_020870367.1	CARHR031450
OG0001413	XP_002870365.1	CARHR219430
OG0001414	XP_020881265.1	CARHR158940
OG0001414	XP_002864993.1	CARHR280010
OG0001415	XP_002866690.1	CARHR279820
OG0001415	XP_020882194.1	CARHR158790
OG0001416	XP_020867589.1	CARHR277360
OG0001416	XP_002875918.1	CARHR157440
OG0001417	XP_020870092.1	CARHR285270
OG0001417	XP_020891342.1	CARHR059810
OG0001419	XP_002864422.1	CARHR269360
OG0001419	XP_020873710.1	CARHR234150
OG0001421	XP_002873189.1	CARHR208210
OG0001422	XP_020878642.1	CARHR211960
OG0001422	XP_002882587.1	CARHR083220
OG0001423	XP_002875387.1, XP_020889804.1, XP_002887065.1, XP_002862504.1	CARHR148800
OG0001423	XP_002868646.1	CARHR261400
OG0001425	XP_020873091.1	CARHR243640
OG0001425	XP_020887871.1	CARHR107400
OG0001426	XP_002882816.1	CARHR087930
OG0001426	XP_002894521.1	CARHR045380
OG0001427	XP_002894511.1	CARHR045260
OG0001427	XP_002882820.1	CARHR088010
OG0001428	XP_002877898.2	CARHR162910
OG0001429	XP_020874380.1	CARHR235550
OG0001429	XP_002864212.1, XP_020868511.1	CARHR265980
OG0001430	XP_002867672.1	CARHR231680
OG0001430	XP_002865753.1	CARHR259060
OG0001431	XP_020883106.1	CARHR116080
OG0001431	XP_020875616.1, XP_020884070.1	CARHR112330
OG0001431	XP_020881736.1, XP_020881739.1	CARHR150220
OG0001432	XP_020868643.1	CARHR025020
OG0001432	XP_002888732.1	CARHR062830
OG0001433	XP_020875078.1	CARHR225650
OG0001433	XP_002865227.1	CARHR176230
OG0001434	XP_020872411.1	CARHR226440
OG0001434	XP_020882647.1	CARHR177440
OG0001435	XP_020886279.1	CARHR095590
OG0001435	XP_002894255.1	CARHR040490
OG0001436	XP_002894383.1	CARHR042640
OG0001436	XP_020889475.1	CARHR091000
OG0001437	XP_002863376.1	CARHR174470
OG0001437	XP_020872415.1	CARHR224410
OG0001438	XP_020874209.1	CARHR224140
OG0001438	XP_020871079.1	CARHR174080
OG0001439	XP_002872556.1	CARHR255390
OG0001439	XP_020879100.1, XP_002872559.1	CARHR255370
OG0001440	XP_020874363.1	CARHR243590
OG0001440	XP_002886100.1	CARHR293470
OG0001441	XP_002872677.1	CARHR253420
OG0001441	XP_002867781.1	CARHR229130
OG0001442	XP_002872701.1	CARHR252940
OG0001442	XP_002867800.1	CARHR228800
OG0001443	XP_002869915.2	CARHR227540
OG0001443	XP_002869914.2	CARHR227550
OG0001444	XP_020873832.1	CARHR231100
OG0001444	XP_020886972.1	CARHR075580
OG0001446	XP_020891251.1, XP_020882942.1	CARHR106010
OG0001446	XP_002873422.1	CARHR037480, CARHR291980
OG0001447	XP_020882215.1	CARHR169970
OG0001447	XP_020883767.1	CARHR138590
OG0001448	XP_020884240.1	CARHR113840
OG0001448	XP_020872683.1	CARHR246370
OG0001449	XP_020874976.1, XP_020877286.1, XP_002863938.1, XP_002863069.1, XP_020871403.1, XP_020880561.1	CARHR169490
OG0001450	XP_002881805.1	CARHR136950
OG0001450	XP_002878160.1	CARHR167750
OG0001451	XP_020884024.1	CARHR136610
OG0001451	XP_002876403.1	CARHR167400
OG0001452	XP_020879648.1	CARHR165710
OG0001452	XP_020885212.1	CARHR134770
OG0001453	XP_002880432.1	CARHR113320
OG0001453	XP_020874986.1	CARHR246990
OG0001454	XP_020884800.1	CARHR132490
OG0001454	XP_002876236.1	CARHR163920
OG0001455	XP_020880037.1	CARHR163600
OG0001455	XP_020883682.1	CARHR132060
OG0001456	XP_020889225.1	CARHR092140
OG0001456	XP_002868160.1	CARHR222430
OG0001458	XP_020888643.1	CARHR109670
OG0001459	XP_020889557.1	CARHR109800
OG0001459	XP_020872511.1	CARHR237750
OG0001460	XP_020874593.1	CARHR237580
OG0001461	XP_020882810.1	CARHR134070
OG0001461	XP_020882811.1, XP_020881853.1	CARHR101960
OG0001462	XP_020882848.1	CARHR133090, CARHR133100
OG0001463	XP_020888268.1	CARHR086560
OG0001464	XP_020877665.1	CARHR253940
OG0001464	XP_002874761.1	CARHR253950
OG0001465	XP_002880375.1	CARHR112210
OG0001465	XP_020875228.1	CARHR247800
OG0001466	XP_020883255.1	CARHR113560
OG0001466	XP_020874696.1	CARHR246750
OG0001467	XP_002880517.2	CARHR263840, CARHR114730
OG0001467	XP_020884521.1	CARHR114720
OG0001468	XP_002869019.2	CARHR245180
OG0001468	XP_002880527.1	CARHR184820
OG0001469	XP_002867317.1	CARHR238940
OG0001470	XP_020868493.1	CARHR033700
OG0001470	XP_020868491.1	CARHR033690
OG0001471	XP_020878871.1	CARHR186670
OG0001472	XP_020885877.1	CARHR080040
OG0001472	XP_020876889.1	CARHR186350
OG0001473	XP_002884517.1	CARHR080010
OG0001474	XP_002884194.2	CARHR110870
OG0001475	XP_020880398.1	CARHR170230
OG0001475	XP_020883434.1	CARHR139250
OG0001476	XP_020881600.1	CARHR174050, CARHR174060
OG0001477	XP_002865745.1	CARHR185560
OG0001477	XP_020889436.1	CARHR081020
OG0001478	XP_020888982.1	CARHR097300, CARHR097280
OG0001478	XP_020870091.1	CARHR042050
OG0001479	XP_020867876.1	CARHR010390
OG0001479	XP_002888198.1	CARHR283780
OG0001480	XP_020865992.1	CARHR048870
OG0001480	XP_002889932.1	CARHR012680
OG0001481	XP_020867227.1	CARHR016610
OG0001482	XP_020871825.1	CARHR216310, CARHR258770
OG0001482	XP_002867666.1	CARHR231760
OG0001483	XP_020866686.1	CARHR021090
OG0001483	XP_020872134.1	CARHR243370
OG0001484	XP_020866096.1	CARHR023360
OG0001484	XP_020865801.1	CARHR064420
OG0001485	XP_002863584.1	CARHR178720
OG0001485	XP_020869502.1	CARHR178670
OG0001486	XP_002867311.1	CARHR239080
OG0001486	XP_002880577.1	CARHR117710
OG0001487	XP_020869623.1	CARHR024660
OG0001489	XP_002888145.1, XP_002886594.2, XP_020891477.1	CARHR053720, CARHR052660
OG0001489	XP_020889876.1	CARHR073990
OG0001491	XP_020886256.1	CARHR094100, CARHR094110, CARHR036030
OG0001492	XP_002885399.2	CARHR096510, CARHR096530, CARHR096500
OG0001499	XP_020889878.1, XP_020871937.1	CARHR058920
OG0001500	XP_020868696.1	CARHR029560
OG0001501	XP_002884399.1	CARHR077670
OG0001501	XP_020877783.1	CARHR195480
OG0001502	XP_020888864.1	CARHR077560
OG0001502	XP_020877290.1	CARHR195580
OG0001503	XP_002871647.1	CARHR198240
OG0001503	XP_020887568.1	CARHR075730
OG0001504	XP_020866716.1, XP_002891549.1	CARHR040090
OG0001505	XP_002882170.1	CARHR075300
OG0001505	XP_002871621.1	CARHR198830
OG0001506	XP_002871590.1	CARHR199580
OG0001506	XP_020888312.1	CARHR086920
OG0001507	XP_020878517.1	CARHR201810
OG0001507	XP_002872166.1	CARHR187990
OG0001508	XP_002871299.1	CARHR205190
OG0001508	XP_002866419.1	CARHR274820
OG0001509	XP_020878450.1	CARHR205330
OG0001510	XP_020870038.1	CARHR026270
OG0001510	XP_002887164.2	CARHR060850
OG0001511	XP_020883807.1	CARHR120550
OG0001511	XP_020869561.1	CARHR008030
OG0001512	XP_020868705.1	CARHR007680
OG0001512	XP_002879167.1	CARHR121610
OG0001513	XP_020885139.1	CARHR121780
OG0001513	XP_020870230.1	CARHR007540
OG0001514	XP_020869020.1	CARHR006850
OG0001514	XP_002879247.1	CARHR123360
OG0001515	XP_020868609.1	CARHR006360
OG0001515	XP_002881132.1	CARHR124260
OG0001516	XP_020870498.1	CARHR005710
OG0001516	XP_002881162.1	CARHR124780
OG0001517	XP_020867624.1	CARHR004640
OG0001517	XP_002879387.1	CARHR126230
OG0001518	XP_002892219.1	CARHR003810
OG0001518	XP_002879450.1	CARHR127430
OG0001519	XP_020867548.1	CARHR003000
OG0001519	XP_002865429.1	CARHR180350
OG0001520	XP_002889501.1	CARHR003700
OG0001520	XP_002863652.1, XP_020871770.1	CARHR180200
OG0001521	XP_002887798.1	CARHR073400
OG0001521	XP_020867602.1	CARHR016650
OG0001522	XP_002890808.1	CARHR028670
OG0001522	XP_002879489.1	CARHR128350
OG0001523	XP_020883214.1	CARHR128370
OG0001523	XP_020867499.1	CARHR028840
OG0001524	XP_020868658.1	CARHR030380
OG0001526	XP_002876004.1	CARHR159000
OG0001526	XP_020885115.1	CARHR280080
OG0001527	XP_020871654.1	CARHR279750
OG0001527	XP_002876300.1	CARHR165430
OG0001528	XP_002864851.1	CARHR277370
OG0001528	XP_020874840.1	CARHR243480, CARHR042990
OG0001529	XP_002874198.1	CARHR188980
OG0001529	XP_020882290.1	CARHR158310
OG0001531	XP_002874100.1	CARHR190680
OG0001531	XP_002874097.1	CARHR190700, CARHR190710
OG0001532	XP_020880746.1, XP_002866339.1	CARHR273070, CARHR273040
OG0001532	XP_020886199.1	CARHR273060
OG0001533	XP_002866335.1	CARHR273000
OG0001533	XP_020884414.1	CARHR273010
OG0001534	XP_002863418.1	CARHR175590
OG0001534	XP_002868033.1	CARHR224580
OG0001535	XP_020873445.1	CARHR233820
OG0001535	XP_020867401.1	CARHR270320
OG0001536	XP_020890194.1, XP_020865620.1	CARHR213080, CARHR047890
OG0001537	XP_020878261.1	CARHR250720
OG0001537	XP_020868246.1	CARHR002220
OG0001538	XP_020867758.1	CARHR002380
OG0001538	XP_020878315.1	CARHR250880
OG0001540	XP_002882713.1	CARHR085650
OG0001540	XP_020875963.1	CARHR207750
OG0001541	XP_020876051.1	CARHR208480
OG0001541	XP_020886857.1	CARHR085190
OG0001542	XP_020879352.1	CARHR209860
OG0001542	XP_020888363.1	CARHR084390
OG0001543	XP_020890848.1, XP_020867544.1	CARHR070490
OG0001543	XP_002893161.1	CARHR021780
OG0001544	XP_020890845.1	CARHR070480
OG0001544	XP_020868042.1	CARHR021770
OG0001545	XP_020865599.1	CARHR070140
OG0001545	XP_002890421.1	CARHR021470
OG0001546	XP_002887570.1	CARHR068340
OG0001546	XP_002887572.1	CARHR068380
OG0001547	XP_002867075.1	CARHR243690, CARHR284160, CARHR119570
OG0001547	XP_002886109.1	CARHR107450
OG0001548	XP_020875626.1	CARHR244210
OG0001548	XP_002884081.1	CARHR108050
OG0001549	XP_002870373.2	CARHR219210
OG0001549	XP_020887700.1	CARHR100210
OG0001550	XP_002888953.1	CARHR067060
OG0001550	XP_020867086.1	CARHR019080
OG0001552	XP_002865231.1	CARHR176310
OG0001552	XP_002867968.1	CARHR225890
OG0001553	XP_020887968.1	CARHR095960
OG0001553	XP_020869093.1	CARHR040690
OG0001554	XP_020870956.1	CARHR042840
OG0001554	XP_002882956.1	CARHR090740
OG0001555	XP_002863370.1	CARHR174310
OG0001555	XP_020872604.1	CARHR224360
OG0001556	XP_002863338.1	CARHR173810
OG0001556	XP_020874753.1	CARHR223900
OG0001557	XP_002866754.1	CARHR281170
OG0001557	XP_002877774.1	CARHR160360
OG0001558	XP_020884366.1	CARHR142550
OG0001558	XP_020880147.1	CARHR172600
OG0001559	XP_002867265.1	CARHR239980
OG0001559	XP_002878844.2	CARHR116250
OG0001560	XP_020883339.1	CARHR139320
OG0001560	XP_020881931.1	CARHR170280
OG0001561	XP_002876447.1	CARHR168270
OG0001561	XP_020879683.1	CARHR168280
OG0001562	XP_002879955.1	CARHR136970
OG0001563	XP_002879911.1	CARHR136230
OG0001563	XP_002878106.1	CARHR166910
OG0001564	XP_002876333.1	CARHR165880
OG0001564	XP_020884182.1	CARHR134820
OG0001565	XP_020882496.1, XP_020881536.1	CARHR165800
OG0001565	XP_002876328.1	CARHR165810
OG0001566	XP_002881556.1	CARHR150630, CARHR132530
OG0001566	XP_020880256.1	CARHR163970
OG0001567	XP_002875699.1	CARHR151170, CARHR151180
OG0001568	XP_020874024.1	CARHR237940
OG0001568	XP_020886557.1	CARHR109650
OG0001569	XP_020884488.1	CARHR112430
OG0001569	XP_020874414.1	CARHR247600
OG0001570	XP_020873508.1, XP_020865600.1	CARHR064720
OG0001570	XP_020877363.1	CARHR260500
OG0001570	XP_020869387.1	CARHR033870
OG0001571	XP_002892154.1	CARHR002560
OG0001571	XP_020878974.1	CARHR193920
OG0001572	XP_002882407.1	CARHR079650
OG0001572	XP_020876892.1	CARHR186100
OG0001573	XP_020876962.1	CARHR185020
OG0001573	XP_020889000.1	CARHR079130
OG0001574	XP_002867448.1	CARHR236240
OG0001574	XP_020887163.1	CARHR111150
OG0001575	XP_020886198.1	CARHR078500
OG0001576	XP_020876909.1	CARHR185770
OG0001576	XP_002884489.1	CARHR079390
OG0001577	XP_020880373.1	CARHR184000
OG0001577	XP_002865298.1, XP_020888761.1	CARHR082300
OG0001578	XP_020889180.1	CARHR092730
OG0001578	XP_020868380.1	CARHR037840
OG0001580	XP_002869643.1	CARHR233410
OG0001580	XP_020873534.1	CARHR233420
OG0001580	XP_020875102.1, XP_020875134.1	CARHR178850, CARHR178820
OG0001581	XP_002868714.1, XP_002868715.2, XP_002868717.2	CARHR262880, CARHR258220
OG0001581	XP_002870777.1	CARHR262900
OG0001582	XP_020885307.1	CARHR126190
OG0001582	XP_020870784.1	CARHR004700
OG0001583	XP_002889843.1	CARHR011190
OG0001583	XP_002888117.1	CARHR051980
OG0001584	XP_020866504.1	CARHR015400
OG0001584	XP_002876770.1	CARHR144240
OG0001585	XP_020866448.1	CARHR022920
OG0001585	XP_002893239.1	CARHR022930, CARHR022940, CARHR022950
OG0001586	XP_020880423.1	CARHR146510, CARHR146170, CARHR038810
OG0001587	XP_002893271.1	CARHR023700
OG0001587	XP_020891529.1	CARHR063910
OG0001588	XP_020890558.1	CARHR046630
OG0001588	XP_020872577.1	CARHR212780
OG0001589	XP_020880926.1, XP_002875424.1	CARHR149700
OG0001589	XP_002875426.2	CARHR149770, CARHR149760
OG0001590	XP_020885299.1	CARHR117970
OG0001590	XP_002893917.1, XP_020866798.1	CARHR103850
OG0001590	XP_020870283.1	CARHR050900
OG0001591	XP_020884533.1	CARHR113610
OG0001591	XP_020875252.1	CARHR246620
OG0001592	XP_020875283.1	CARHR156230
OG0001592	XP_020875284.1	CARHR121600, CARHR109350
OG0001593	XP_020866963.1	CARHR013880
OG0001593	XP_020882176.1, XP_020889432.1	CARHR146560
OG0001594	XP_020865902.1, XP_020891468.1, XP_020891479.1, XP_020890945.1, XP_020889601.1	CARHR063490, CARHR063550, CARHR063570, CARHR063470
OG0001595	XP_002886944.1, XP_002886943.1, XP_002886946.1	CARHR057190
OG0001595	XP_002886942.2	CARHR057200
OG0001596	XP_020871637.1, XP_020884713.1	CARHR264480
OG0001597	XP_020866246.1	CARHR200710, CARHR028430
OG0001597	XP_020866253.1	CARHR270080
OG0001597	XP_020866271.1	CARHR270090
OG0001598	XP_002871300.2	CARHR205180
OG0001598	XP_002866415.1	CARHR274790
OG0001598	XP_002866416.1	CARHR274800
OG0001599	XP_020873904.1, XP_020873895.1, XP_020873893.1	CARHR236600
OG0001603	XP_020880382.1	CARHR157210
OG0001603	XP_002866545.1	CARHR277120
OG0001604	XP_002890310.1	CARHR019640
OG0001604	XP_002877600.1	CARHR156900
OG0001605	XP_002868650.2	CARHR214730
OG0001606	XP_020878778.1	CARHR196020
OG0001606	XP_002882276.1	CARHR077180
OG0001607	XP_020887940.1	CARHR077060
OG0001607	XP_020876289.1	CARHR196250
OG0001608	XP_020887304.1, XP_020887306.1	CARHR096420
OG0001609	XP_002873754.1	CARHR197240
OG0001609	XP_020887331.1	CARHR076530
OG0001610	XP_002893461.1, XP_020868422.1	CARHR026930
OG0001611	XP_020879418.1	CARHR200620
OG0001611	XP_020879399.1	CARHR193480
OG0001612	XP_020878198.1	CARHR193440
OG0001612	XP_020878344.1	CARHR200890
OG0001613	XP_002871492.1	CARHR201490
OG0001613	XP_002872192.1, XP_002872191.1	CARHR187230
OG0001614	XP_002864934.1	CARHR293810
OG0001614	XP_020879109.1	CARHR203030
OG0001615	XP_002878607.1	CARHR113510
OG0001615	XP_002871412.1	CARHR203040
OG0001616	XP_002866623.1	CARHR278540
OG0001617	XP_020878761.1	CARHR204210
OG0001617	XP_020885079.1	CARHR277750
OG0001618	XP_020877088.1	CARHR190440
OG0001618	XP_020875770.1	CARHR204990
OG0001619	XP_002874882.1	CARHR251400
OG0001619	XP_002889459.1	CARHR002790
OG0001620	XP_020870891.1	CARHR007360
OG0001620	XP_020885251.1	CARHR122100
OG0001621	XP_002881079.1	CARHR123230
OG0001621	XP_002889635.1	CARHR006910
OG0001622	XP_002892379.1	CARHR006790
OG0001622	XP_002879250.1, XP_002862737.1	CARHR123430
OG0001623	XP_002879265.1	CARHR123880
OG0001623	XP_020869367.1	CARHR006550
OG0001624	XP_002879287.1	CARHR124430
OG0001625	XP_020883447.1	CARHR125420
OG0001625	XP_002889560.1	CARHR005230
OG0001626	XP_020867468.1	CARHR003980
OG0001627	XP_002889510.1	CARHR003850
OG0001627	XP_020883114.1	CARHR127340
OG0001628	XP_002892196.1	CARHR003410
OG0001628	XP_020871881.1	CARHR179430
OG0001629	XP_020876479.1	CARHR251960
OG0001629	XP_020869615.1	CARHR003010
OG0001630	XP_020873639.1	CARHR233160
OG0001630	XP_020871706.1	CARHR265570
OG0001631	XP_002863689.1	CARHR180850
OG0001631	XP_020868007.1	CARHR027230
OG0001632	XP_002881315.1	CARHR128030
OG0001632	XP_002893535.1	CARHR028030
OG0001633	XP_020870058.1	CARHR275500
OG0001634	XP_020871208.1	CARHR274990
OG0001634	XP_020869266.1	CARHR014280
OG0001635	XP_002872066.1	CARHR189870
OG0001636	XP_020880300.1	CARHR158560
OG0001637	XP_020878926.1	CARHR193380
OG0001638	XP_020877900.1	CARHR192840
OG0001638	XP_002871914.1	CARHR192860
OG0001639	XP_020868419.1, XP_020885537.1	CARHR139720
OG0001639	XP_020871458.1	CARHR139730
OG0001640	XP_002869598.1	CARHR234270
OG0001640	XP_020871610.1	CARHR268820
OG0001641	XP_020888483.1	CARHR268540
OG0001641	XP_002867539.1	CARHR234450
OG0001642	XP_002864371.1	CARHR268390, CARHR268370, CARHR268380
OG0001643	XP_020875391.1	CARHR235000
OG0001643	XP_002866033.1	CARHR267500
OG0001644	XP_020888230.1	CARHR086260
OG0001645	XP_020888337.1	CARHR086000
OG0001645	XP_020879359.1	CARHR206810
OG0001646	XP_020876028.1	CARHR207660
OG0001646	XP_020888302.1	CARHR085760
OG0001647	XP_002878133.1	CARHR167320
OG0001647	XP_020877580.1	CARHR209240
OG0001648	XP_020874901.1	CARHR213750
OG0001648	XP_020882217.1	CARHR148550
OG0001649	XP_020872137.1	CARHR213540
OG0001649	XP_020880804.1	CARHR148370
OG0001650	XP_002870638.1	CARHR212940
OG0001650	XP_002887935.1	CARHR047370
OG0001651	XP_020868653.1	CARHR016710
OG0001651	XP_020891648.1	CARHR073320
OG0001652	XP_002887781.1	CARHR073000
OG0001652	XP_002887780.1	CARHR072980
OG0001653	XP_020868957.1	CARHR016930
OG0001653	XP_002887774.1	CARHR072860
OG0001655	XP_002886920.1	CARHR057150
OG0001655	XP_002867884.1	CARHR227200
OG0001656	XP_020890552.1	CARHR070020
OG0001656	XP_020870746.1	CARHR021310
OG0001657	XP_020875126.1	CARHR243770
OG0001657	XP_002884056.2	CARHR107590
OG0001658	XP_020887826.1	CARHR108370
OG0001658	XP_020874931.1	CARHR244420
OG0001659	XP_002894565.1	CARHR045990
OG0001659	XP_002882787.1	CARHR087260
OG0001660	XP_002891774.1	CARHR044160, CARHR044150
OG0001660	XP_020886846.1	CARHR089480
OG0001661	XP_002894422.1	CARHR043260
OG0001661	XP_002882932.1	CARHR215330, CARHR090360
OG0001662	XP_002879584.1	CARHR130220
OG0001662	XP_020881979.1	CARHR162240
OG0001663	XP_020883185.1	CARHR130590
OG0001663	XP_020879706.1	CARHR162650
OG0001664	XP_020883203.1	CARHR130810
OG0001664	XP_020881375.1	CARHR162830
OG0001665	XP_002881452.1	CARHR130820
OG0001665	XP_002877895.1	CARHR162840
OG0001666	XP_020872372.1	CARHR221290
OG0001666	XP_020886682.1	CARHR098630
OG0001667	XP_002883013.1	CARHR091780
OG0001668	XP_020889213.1	CARHR000070
OG0001668	XP_020875330.1	CARHR290460
OG0001669	XP_020874651.1	CARHR290560
OG0001669	XP_020874650.1	CARHR290570, CARHR290590
OG0001670	XP_020865686.1	CARHR067150
OG0001670	XP_020891316.1	CARHR067160
OG0001671	XP_002862551.1, XP_002875455.1	CARHR286820
OG0001671	XP_002868676.2	CARHR262060
OG0001672	XP_002875327.1	CARHR147640
OG0001672	XP_002892721.1	CARHR013260
OG0001673	XP_020880066.1	CARHR146980
OG0001673	XP_002892750.1	CARHR013800
OG0001674	XP_002883188.1	CARHR094960
OG0001674	XP_002891536.1	CARHR039890
OG0001675	XP_002883212.1	CARHR095470
OG0001676	XP_002885417.1, XP_002862672.1	CARHR096900
OG0001676	XP_002894313.1	CARHR041550
OG0001677	XP_020889133.1	CARHR091690
OG0001677	XP_020868345.1	CARHR042150
OG0001678	XP_002894352.1, XP_020868064.1	CARHR042220
OG0001678	XP_002894353.1	CARHR042200
OG0001679	XP_020867820.1	CARHR042880
OG0001679	XP_002885097.1	CARHR090690
OG0001681	XP_002870095.1	CARHR224330
OG0001681	XP_002863361.1	CARHR174290
OG0001682	XP_002863360.1	CARHR174280
OG0001682	XP_002870096.1	CARHR224320
