Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat
OG0002399	XP_002869142.1	AL7G16710
OG0002400	XP_020866217.1	AL1G61360
OG0002400	XP_002894420.2	AL1G61370
OG0002401	XP_002881433.1	AL4G32350
OG0002401	XP_020881338.1	AL5G33520
OG0002402	XP_002863203.2	AL9U11590
OG0002402	XP_020888583.1	AL3G41290
OG0002403	XP_020875741.1	AL9U11010
OG0002403	XP_020886113.1	AL3G40640
OG0002404	XP_002870379.1	AL7G43170
OG0002404	XP_020886177.1	AL3G39590
OG0002405	XP_002868319.1	AL7G42400
OG0002405	XP_020872048.1	AL7G42390
OG0002406	XP_002880786.1	AL4G19080
OG0002406	XP_002868258.1	AL7G41250
OG0002406	XP_020875727.1	AL7G41280
OG0002407	XP_002868242.1	AL7G40920
OG0002407	XP_020886719.1	nbis-gene-758
OG0002408	XP_020866828.1	AL1G30250
OG0002408	XP_002888917.1	AL2G33020
OG0002409	XP_020890527.1	AL2G33490
OG0002409	XP_020869039.1	AL1G30390
OG0002410	XP_020865590.1	AL2G34170
OG0002410	XP_020869770.1	AL1G31100
OG0002410	XP_020872440.1	AL7G41360
OG0002410	XP_020874647.1	AL7G41340
OG0002411	XP_002893011.1	AL1G31190
OG0002412	XP_020866862.1	AL1G31490
OG0002412	XP_002888990.1	AL2G34650
OG0002413	XP_002888672.1	AL2G27460
OG0002413	XP_020881797.1	AL5G20720
OG0002413	XP_020880013.1	AL5G24630
OG0002414	XP_020891130.1	AL2G27570
OG0002414	XP_002893419.1	AL1G39780
OG0002415	XP_020870988.1	AL1G39600
OG0002415	XP_020890219.1	AL2G27610
OG0002416	XP_020890218.1	AL2G27620
OG0002416	XP_002893414.1	AL1G39620
OG0002417	XP_002890665.1	AL1G39400
OG0002417	XP_020865846.1	AL2G28330
OG0002418	XP_002887217.1	AL2G28030
OG0002418	XP_020890226.1	AL2G28380
OG0002419	XP_002869494.1	AL7G24000
OG0002419	XP_002886279.1	AL3G53420
OG0002420	XP_020874162.1	AL7G48150
OG0002420	XP_020890229.1	AL2G11600
OG0002421	XP_002889738.1	AL1G19740
OG0002421	XP_020868301.1	AL1G66150
OG0002422	XP_002875417.1	AL5G17510
OG0002422	XP_020874168.1	AL7G49660
OG0002423	XP_002892715.1	AL1G24460
OG0002423	XP_020881034.1	AL5G15690
OG0002424	XP_002892648.2	AL1G22620
OG0002424	XP_002884224.2	AL3G53940
OG0002425	XP_002865216.1	AL8G12600
OG0002425	XP_002867988.1	AL7G35800
OG0002426	XP_020867528.1	AL1G45720
OG0002426	XP_002867952.1	AL7G34960
OG0002427	XP_020867485.1	AL1G41950
OG0002427	XP_020882696.1	AL4G29620
OG0002428	XP_002863332.1	AL8G10370
OG0002429	XP_002870106.1	AL7G37310
OG0002429	XP_020885538.1	AL8G10610
OG0002430	XP_020877827.1	AL6G45790
OG0002430	XP_020873266.1	AL7G30000
OG0002431	XP_020872548.1	AL7G11210
OG0002431	XP_002884516.1	AL3G16190
OG0002432	XP_020873622.1	AL7G30710
OG0002432	XP_020877705.1	AL6G46880
OG0002433	XP_002877312.1	AL5G22020
OG0002433	XP_020883098.1	AL4G16290
OG0002433	XP_020873853.1	AL7G30360
OG0002434	XP_020877700.1	AL6G47320
OG0002434	XP_020873564.1	AL7G30990
OG0002435	XP_002874786.1	AL6G47550
OG0002435	XP_002869826.1	AL7G31210
OG0002436	XP_002872670.1	AL6G47650
OG0002436	XP_002867778.1	AL7G31330
OG0002437	XP_002863546.1	AL8G14740
OG0002437	XP_020872856.1	AL7G33850
OG0002438	XP_020872102.1	AL7G33230
OG0002438	XP_002867869.1	AL7G33240
OG0002439	XP_002864020.1	AL8G23860
OG0002439	XP_020873323.1	AL7G28960
OG0002440	XP_020876457.1	AL6G48990
OG0002440	XP_020873939.1	AL7G32980
OG0002441	XP_020873437.1	AL7G32490
OG0002441	XP_020873449.1	AL7G32480
OG0002442	XP_020873304.1	AL7G32370
OG0002442	XP_020873298.1	AL7G32360
OG0002442	XP_020873271.1	AL7G32350
OG0002443	XP_002875714.1	AL5G23660
OG0002444	XP_020878252.1	AL6G13330
OG0002444	XP_020866514.1	AL1G11350
OG0002445	XP_002888121.2	nbis-gene-408
OG0002445	XP_002886576.1	AL2G15570
OG0002446	XP_020881599.1	AL5G43430
OG0002446	XP_002880197.1	AL4G44950
OG0002447	XP_020883637.1	AL4G42450
OG0002447	XP_020882082.1	AL5G41660
OG0002448	XP_002891415.1	AL1G54750
OG0002449	XP_020882543.1	AL5G39540
OG0002449	XP_020869437.1	AL1G59460
OG0002450	XP_020883391.1	AL4G40080
OG0002450	XP_002878149.1	AL5G38950
OG0002451	XP_002879922.1	AL4G39330
OG0002451	XP_002876396.1	AL5G38570
OG0002452	XP_020879811.1	AL5G38480
OG0002453	XP_002877963.1	AL5G35290
OG0002453	XP_020883840.1	AL4G36000
OG0002454	XP_002877913.1	AL5G34250
OG0002454	XP_020883881.1	AL4G33410
OG0002455	XP_002877911.1	AL5G34220
OG0002456	XP_020883732.1	AL4G32150
OG0002456	XP_002877873.1	AL5G33320
OG0002457	XP_020887935.1	AL3G51060
OG0002458	XP_020886356.1	AL3G51630
OG0002458	XP_002867006.1	AL7G14460
OG0002459	XP_020888924.1	AL3G51970
OG0002459	XP_020873013.1	AL7G14190
OG0002460	XP_020872692.1	AL7G21890
OG0002460	XP_002886260.1	AL3G53110
OG0002461	XP_020874204.1	AL7G23260
OG0002461	XP_020888119.1	AL3G48380
OG0002462	XP_020883642.1	AL4G38460
OG0002462	XP_002881730.1	AL4G38470
OG0002463	XP_002879742.1	AL4G35610
OG0002463	XP_020882754.1	AL4G35600
OG0002464	XP_002869795.1	AL7G30520
OG0002464	XP_020876839.1	AL6G46510
OG0002465	XP_002869008.1	AL7G13880
OG0002465	XP_020884286.1	AL4G13510
OG0002466	XP_020868496.1	AL1G48560
OG0002466	XP_002891072.1	AL1G48480
OG0002467	XP_002872644.1	AL6G47010
OG0002467	XP_020873600.1	AL7G30800
OG0002468	XP_002872209.1	AL6G38260
OG0002468	XP_002884547.1	AL3G16760
OG0002469	XP_002886278.2	AL3G53410
OG0002469	XP_020875529.1	AL7G23990
OG0002470	XP_020884247.1	AL4G43490
OG0002470	XP_002880115.1	AL4G43470
OG0002471	XP_020885436.1	AL4G43350
OG0002472	XP_002880047.1	AL4G42230
OG0002472	XP_002874165.1	AL6G35420
OG0002473	XP_020887958.1	AL3G14620
OG0002474	XP_002884455.1	AL3G14660
OG0002475	XP_002884538.1	AL3G16640
OG0002475	XP_020887979.1	AL3G16650
OG0002476	XP_020888569.1	AL3G19730
OG0002476	XP_020888566.1	AL3G19720
OG0002477	XP_020878694.1	AL6G10730
OG0002477	XP_002884704.1	AL3G19910
OG0002478	XP_002884830.1	AL3G22640
OG0002478	XP_002873212.1	AL6G15440
OG0002479	XP_002884894.1	AL3G23900
OG0002479	XP_020888340.1	AL3G23890
OG0002480	XP_002863151.1	AL9U10580
OG0002481	XP_002882868.1	AL3G26330
OG0002481	XP_002894477.1	AL1G62780
OG0002482	XP_002875533.2	AL5G19920
OG0002482	XP_002868208.1	AL7G40230
OG0002482	XP_020870152.1	AL8G20050
OG0002483	XP_002883036.1	AL3G29960
OG0002483	XP_020873994.1	AL7G38230, AL7G38770
OG0002484	XP_002868149.1	AL7G38820
OG0002484	XP_020889203.1	AL3G30030
OG0002485	XP_020872993.1	AL7G50570
OG0002485	XP_002870766.1	AL7G50580
OG0002486	XP_020890498.1	AL2G24180
OG0002486	XP_020875292.1	AL7G46640
OG0002487	XP_002888443.1	AL2G22800
OG0002487	XP_002870497.1	AL7G45600
OG0002489	XP_020888917.1	AL3G17240
OG0002489	XP_020876669.1	AL6G30150
OG0002490	XP_020879930.1	AL5G31780
OG0002490	XP_002877797.1	AL5G31760
OG0002491	XP_020869563.1	AL1G11760
OG0002491	XP_020865997.1	AL2G30540
OG0002492	XP_020890874.1	AL2G18190
OG0002492	XP_020868169.1	AL1G20260
OG0002493	XP_020891145.1	AL2G18560
OG0002493	XP_020868182.1	AL1G20440
OG0002494	XP_002892562.1	AL1G21100
OG0002494	XP_002892563.1	AL1G21110
OG0002495	XP_002886429.1	AL2G12330
OG0002495	XP_020869519.1	AL1G24390
OG0002496	XP_002875330.1	AL5G15490
OG0002496	XP_002892719.1	AL1G24540
OG0002497	XP_020866966.1	AL1G25320
OG0002498	XP_020881186.1	AL5G12920
OG0002498	XP_020868416.1	AL1G25860
OG0002499	XP_020870501.1	AL1G26340
OG0002499	XP_020881111.1	AL5G11780
OG0002500	XP_002892825.1	AL1G26730
OG0002500	XP_020879995.1	AL5G10960
OG0002501	XP_002890120.1	AL1G27800
OG0002502	XP_002892943.1	AL1G29520
OG0002502	XP_002865803.1	AL8G24650
OG0002503	XP_020869193.1	AL1G35720
OG0002503	XP_002889178.1	AL2G38520
OG0002504	XP_020870554.1	AL1G37170
OG0002504	XP_020889993.1	AL2G29900
OG0002505	XP_002890588.1	AL1G37310
OG0002505	XP_020891128.1	AL2G29810
OG0002506	XP_020865872.1	AL2G29410
OG0002506	XP_002890610.1	AL1G37980
OG0002507	XP_020868355.1	AL1G22670
OG0002507	XP_002888069.1	AL2G14320
OG0002508	XP_020884626.1	AL4G10150
OG0002508	XP_002868854.1	AL7G10570
OG0002509	XP_020884845.1	AL4G11690
OG0002509	XP_020875350.1	AL7G11990
OG0002510	XP_020872539.1	AL7G13130
OG0002510	XP_002878646.1	AL4G12600
OG0002511	XP_002868993.1	AL7G13440
OG0002511	XP_002886679.1	AL2G17600
OG0002511	XP_002880486.1	AL4G13030
OG0002512	XP_002866963.1	AL7G13660
OG0002512	XP_002878679.1	AL4G13230
OG0002513	XP_002867087.1	AL7G16050
OG0002513	XP_020874361.1	AL7G16060
OG0002514	XP_002883891.1	AL3G47060
OG0002514	XP_002867129.1	AL7G17110
OG0002515	XP_002869240.1	AL7G18900
OG0002515	XP_002880716.1	AL4G17710
OG0002516	XP_002880670.1	AL4G16660
OG0002516	XP_020874367.1	AL7G19740
OG0002517	XP_020872301.1	AL7G20370
OG0002518	XP_020889747.1	AL2G29520
OG0002518	XP_002890604.1	AL1G37810
OG0002519	XP_020874014.1	AL7G25140
OG0002519	XP_020890877.1	AL2G19630
OG0002520	XP_020865962.1	AL2G24650
OG0002520	XP_002887070.1	AL2G24840
OG0002521	XP_002864317.1	nbis-gene-2130
OG0002521	XP_002864314.1	nbis-gene-2129
OG0002521	XP_002880671.2	AL4G16670
OG0002521	XP_002864318.1	nbis-gene-2131
OG0002521	XP_002864315.1	AL8G29470
OG0002522	XP_020882147.1	AL5G21870
OG0002522	XP_002877286.2	AL5G21590
OG0002522	XP_020883850.1	AL4G20910
OG0002523	XP_002872428.1	AL6G42830
OG0002523	XP_020878781.1	AL6G42820
OG0002523	XP_002872432.1	AL6G42860
OG0002524	XP_020890217.1	AL8G22930
OG0002524	XP_020890233.1	AL8G22920
OG0002525	XP_020868142.1	AL8G13750
OG0002525	XP_002863502.1	AL8G13700
OG0002525	XP_020866222.1	AL8G14330
OG0002525	XP_002863509.1	AL8G13790
OG0002525	XP_020890849.1	AL8G14360
OG0002525	XP_020871856.1	AL8G14240
OG0002526	YP_009357328.1, YP_009357310.1	nbis-gene-455, nbis-gene-181
OG0002530	XP_002867336.1	AL7G21520
OG0002530	XP_020884908.1	AL4G14070
OG0002531	XP_020872879.1	AL7G10640
OG0002532	XP_002866337.1	AL8G36040
OG0002532	XP_020880068.1	AL5G25510
OG0002533	XP_020880104.1	AL5G28040
OG0002533	XP_020882761.1	AL8G40530
OG0002534	XP_020881046.1	AL5G27220
OG0002534	XP_020881044.1	AL5G27230
OG0002535	XP_002876790.1	AL5G11150
OG0002536	XP_020888664.1	AL3G12970
OG0002537	XP_020889646.1	AL2G36830
OG0002537	XP_020889645.1	AL2G36840
OG0002538	XP_020891406.1	AL2G35970
OG0002538	XP_020878647.1	AL6G27290
OG0002539	XP_020876584.1	AL6G26780
OG0002540	XP_020876589.1	AL6G26470
OG0002540	XP_002882213.1	AL3G11450
OG0002541	XP_020877572.1	AL6G25670
OG0002541	XP_002882183.1	AL3G10750
OG0002542	XP_002873671.1	AL6G25250
OG0002542	XP_020888156.1	AL3G10560
OG0002543	XP_020880619.1	AL5G34400
OG0002543	XP_002879660.2	AL4G33660
OG0002544	XP_020876835.1	AL6G22720
OG0002544	XP_020876158.1	AL6G38120
OG0002545	XP_020885073.1	AL8G41760
OG0002545	XP_020879187.1	nbis-gene-1496
OG0002546	XP_020881770.1	AL8G41110
OG0002546	XP_002871364.1	AL6G19650
OG0002547	XP_020876401.1	AL6G50000
OG0002547	XP_002892157.1	AL1G12860
OG0002548	XP_002892166.1	AL1G13030
OG0002548	XP_002872787.1	AL6G49580
OG0002549	XP_020868755.1	AL1G17820
OG0002549	XP_020885600.1	AL4G23420
OG0002550	XP_020882797.1	AL4G24450
OG0002550	XP_002892391.1	AL1G17420
OG0002551	XP_002881133.1	AL4G25730
OG0002551	XP_002889613.1	AL1G16680
OG0002552	XP_002879388.1	AL4G27820
OG0002552	XP_002892271.1	AL1G14930
OG0002553	XP_020883271.1	AL4G28870
OG0002553	XP_020870370.1	AL1G14280
OG0002554	XP_020867549.1	AL1G13740
OG0002554	XP_020865645.1	AL8G16200
OG0002555	XP_020886783.1	AL8G15950
OG0002556	XP_020885082.1	AL4G29200
OG0002556	XP_020867716.1	AL1G41630
OG0002557	XP_020885551.1	AL4G29510
OG0002557	XP_020869819.1	AL1G41840
OG0002558	XP_002879555.1	AL4G31570
OG0002558	XP_002893712.1	AL1G46340
OG0002559	XP_020880626.1	AL5G30640
OG0002559	XP_002866727.1	AL8G44520
OG0002560	XP_020883947.1	AL8G42950
OG0002561	XP_020868974.1	AL8G42080
OG0002561	XP_002871385.1	AL6G20210
OG0002562	XP_002864849.1	AL8G40560
OG0002563	XP_020871074.1	AL8G39240
OG0002563	XP_020879627.1	AL5G26680
OG0002564	XP_020871894.1	AL8G38880
OG0002564	XP_002873301.1	AL6G17440
OG0002565	XP_002873310.1	AL6G17770
OG0002565	XP_002864745.2	AL8G38380
OG0002566	XP_020878264.1	AL6G35760
OG0002566	XP_020882639.1	AL5G29020
OG0002567	XP_020881728.1	AL5G23920
OG0002567	XP_020882561.1	AL8G36970
OG0002568	XP_002864674.1	AL8G36830
OG0002568	XP_002877422.1	AL5G24210
OG0002569	XP_002864663.1	AL8G36600
OG0002569	XP_002877437.1	AL5G24510
OG0002570	XP_020880187.1	AL5G26300
OG0002570	XP_020887973.1	AL3G40320
OG0002570	XP_020891114.1	AL8G35200
OG0002571	XP_020868088.1	AL1G27830
OG0002571	XP_020867072.1	AL8G34440
OG0002572	XP_020890710.1	AL2G41470
OG0002572	XP_020873070.1	AL7G40190
OG0002572	XP_020873107.1	AL7G10650
OG0002573	XP_020886954.1	AL3G37970
OG0002574	XP_020883273.1	AL8G33410
OG0002574	XP_020873650.1	AL7G27190
OG0002575	XP_002881951.1	AL4G43060
OG0002575	XP_020882987.1	AL4G43050
OG0002575	XP_020889010.1	AL8G32920
OG0002576	XP_020871687.1	AL8G32170
OG0002577	XP_002864390.1	AL8G30960
OG0002578	XP_002870403.1	AL7G43740
OG0002579	XP_002872846.1	AL6G50830
OG0002579	XP_020876087.1	AL6G50820
OG0002580	XP_020879448.1	AL6G17060
OG0002580	XP_002882768.1	AL3G23850
OG0002581	XP_002876412.1	AL5G38880
OG0002582	XP_002882687.1	AL3G22070
OG0002582	XP_020875939.1	AL6G14430
OG0002583	XP_002873138.1	AL6G13780
OG0002583	XP_002884788.2	AL3G21610
OG0002584	XP_020886662.1	AL3G19930
OG0002584	XP_002873012.1	AL6G10610
OG0002585	XP_002877011.1	AL5G16050
OG0002585	XP_002870660.1	AL7G48540
OG0002586	XP_020868016.1	AL1G27600
OG0002586	XP_002889301.1	AL2G41230
OG0002587	XP_002889214.1	AL2G39240
OG0002587	XP_020890456.1	AL2G39250
OG0002588	XP_020890853.1	AL2G36670
OG0002588	XP_020870745.1	AL1G33960
OG0002589	XP_002890410.1	AL1G33820
OG0002589	XP_002887636.1	AL2G36510
OG0002590	XP_020890990.1	AL2G36340
OG0002590	XP_002890391.1	AL1G33470
OG0002591	XP_020867039.1	AL1G33170
OG0002591	XP_002889058.1	AL2G36140
OG0002592	XP_002893093.1	AL1G33040
OG0002592	XP_020891362.1	AL2G36010
OG0002593	XP_002874341.1	AL6G39050
OG0002594	XP_002876667.1	AL5G44970
OG0002595	XP_002872923.1	AL6G52570
OG0002595	XP_020866799.1	AL1G64370
OG0002596	XP_002891792.1	AL1G62850
OG0002596	XP_002885006.1	AL3G26250
OG0002597	XP_020866688.1	AL1G62830
OG0002597	XP_002885010.1	AL3G26290
OG0002598	XP_020869094.1	AL1G62710
OG0002599	XP_020889074.1	AL3G26610
OG0002599	XP_020867403.1	AL1G62560
OG0002600	XP_020882261.1	AL5G33530
OG0002600	XP_020883183.1	AL4G32410
OG0002601	XP_020888506.1	AL3G38630
OG0002601	XP_002868312.1	AL7G42280
OG0002602	XP_020874619.1	AL7G41200
OG0002602	XP_002883378.1	AL3G37130
OG0002602	XP_020872696.1	AL166U10010
OG0002603	XP_002868197.1	AL7G39960
OG0002604	XP_002887537.2	AL2G34210
OG0002605	XP_020870102.1	AL1G39850
OG0002605	XP_002888670.1	AL2G27430
OG0002606	XP_020891658.1	AL2G27590
OG0002606	XP_002893418.1	AL1G39750
OG0002607	XP_020885648.1	AL4G30140
OG0002607	XP_020877450.1	AL6G42110
OG0002608	XP_002863539.1, XP_002863540.1	AL8G14610, AL8G14640
OG0002609	XP_020886580.1	AL3G32540
OG0002609	XP_002894203.1	AL1G57020
OG0002610	XP_020866727.1	AL1G57740
OG0002610	XP_002894230.1	AL1G57670
OG0002611	XP_002883254.1	AL3G34360
OG0002611	XP_020868237.1	AL1G58530
OG0002612	XP_002885090.1	AL3G28040
OG0002613	XP_020869201.1	AL1G61260
OG0002613	XP_002885088.1	AL3G28010
OG0002614	XP_020886298.1	AL3G28000
OG0002614	XP_002894413.1	AL1G61280
OG0002615	XP_020882252.1	AL5G17800
OG0002615	XP_020882251.1	AL5G17790
OG0002615	XP_020882253.1	AL5G17760
OG0002616	XP_020882151.1	AL5G31330
OG0002616	XP_020873346.1	AL113U10020
OG0002617	XP_020887385.1	AL3G46460
OG0002617	XP_002883854.2	AL3G46470
OG0002618	XP_002884160.1	AL3G52360
OG0002618	XP_002869143.1	AL7G16720
OG0002619	XP_020887996.1	AL3G49320
OG0002619	XP_020889089.1	AL3G29540
OG0002620	XP_002886076.1	AL3G49520
OG0002620	XP_002867094.1	AL7G16170
OG0002621	XP_002884019.1	AL3G49560
OG0002621	XP_020873159.1	AL7G16120
OG0002622	XP_002867769.1	AL7G31160
OG0002623	XP_002872575.1	AL6G45710
OG0002623	XP_002872576.1	AL6G45720
OG0002624	XP_002876706.1	AL5G45900
OG0002624	XP_020883659.1	AL4G47740
OG0002625	XP_020881570.1	AL5G43710
OG0002625	XP_020885422.1	AL4G45170
OG0002626	XP_002878296.1	AL5G41930
OG0002626	XP_002881933.1	AL4G42720
OG0002627	XP_020879884.1	AL5G39600
OG0002627	XP_020884977.1	AL4G40540
OG0002628	XP_020881346.1	AL5G39450
OG0002628	XP_002879978.1	AL4G40670
OG0002629	XP_020881525.1	AL5G38890
OG0002629	XP_020883739.1	AL4G39710
OG0002630	XP_002876351.1	AL5G37460
OG0002630	XP_020883741.1	AL4G38220
OG0002631	XP_002876286.1	AL5G36310
OG0002631	XP_020884011.1	AL4G36750
OG0002632	XP_020886005.1	AL3G38210
OG0002632	XP_020889298.1	AL3G38220
OG0002633	XP_002879710.1	AL4G34790
OG0002633	XP_002876231.1	AL5G34910
OG0002634	XP_020872061.1	AL7G24930
OG0002634	XP_002864247.1	AL8G28230
OG0002635	XP_002883662.1	AL3G42390
OG0002635	XP_002868433.1	AL7G44580
OG0002636	XP_002888582.1	AL2G25760
OG0002637	XP_020873134.1	AL7G22960
OG0002637	XP_002883974.1	AL3G48520
OG0002638	XP_002881662.1	AL4G36950
OG0002638	XP_002881661.2	AL4G36940
OG0002639	XP_002878947.1	AL4G18740
OG0002639	XP_002876803.1	AL5G11470
OG0002639	XP_020869878.1	AL1G40150
OG0002640	XP_020866518.1	AL1G11330
OG0002640	XP_002872925.1	AL6G52600
OG0002641	XP_002886677.1	AL2G17580
OG0002641	XP_020875423.1	AL7G10790
OG0002641	XP_020885004.1	AL4G10370
OG0002642	XP_002868891.1	AL7G11120
OG0002642	XP_020884481.1	AL4G10730
OG0002643	XP_020878179.1	AL6G44520
OG0002643	XP_020866612.1	AL1G47350
OG0002644	XP_020886602.1	AL3G54170
OG0002644	XP_002869519.1	AL7G24470
OG0002645	XP_002878329.1	AL5G42590
OG0002645	XP_002881988.1	AL4G43990
OG0002646	XP_002881911.1	AL4G42370
OG0002647	XP_002873875.1	AL6G29380
OG0002647	XP_002884418.1	AL3G13810
OG0002648	XP_002882495.1	AL3G17950
OG0002648	XP_002865716.1	AL8G22720
OG0002649	XP_020886598.1	AL3G20430
OG0002649	XP_020878516.1	AL6G11320
OG0002650	XP_002884736.1	AL3G20600
OG0002650	XP_020887256.1	AL3G20590
OG0002651	XP_002882740.1	AL3G23180
OG0002651	XP_002871210.2	AL6G16330
OG0002652	XP_002884942.1	AL3G24830
OG0002652	XP_002884943.1	AL3G24840
OG0002653	XP_002891444.1	AL1G55230
OG0002653	XP_020887875.1	AL3G31140
OG0002654	XP_002880464.2	AL4G12410
OG0002654	XP_020873927.1	AL7G12920
OG0002655	XP_002877155.1	AL5G19000
OG0002655	XP_020872983.1	AL7G50800
OG0002656	XP_020875312.1	AL7G41590
OG0002656	XP_002883395.1	AL3G37490
OG0002657	XP_020887853.1	AL3G37380
OG0002657	XP_002868272.1	AL7G41480
OG0002658	XP_020886695.1	AL3G36610
OG0002658	XP_020886696.1	AL3G36580
OG0002659	XP_020885038.1	AL4G26870
OG0002659	XP_002894412.2	AL1G61270
OG0002660	XP_020873886.1	AL7G46560
OG0002660	XP_020890184.1	AL2G24000
OG0002661	XP_020876658.1	AL6G40930
OG0002661	XP_020876655.1	AL6G40920
OG0002662	XP_002874967.1	AL6G51710
OG0002663	XP_020879812.1	AL5G19010
OG0002663	XP_020869288.1	AL1G12730
OG0002664	XP_020870904.1	AL1G17730
OG0002665	XP_002889763.1	AL1G20190
OG0002665	XP_020868778.1	AL1G67510
OG0002666	XP_020870947.1	AL1G20780
OG0002666	XP_002888209.1	AL2G17680
OG0002667	XP_020890085.1	AL2G15720
OG0002667	XP_020870795.1	AL1G21530
OG0002668	XP_020866044.1	AL1G22410
OG0002669	XP_020869394.1	AL1G10340
OG0002669	XP_002889895.2	AL1G22960
OG0002670	XP_020869223.1	AL1G25690
OG0002670	XP_002875206.1	AL5G13240
OG0002671	XP_002890039.2	nbis-gene-83
OG0002672	XP_020880046.1	AL5G10630
OG0002672	XP_020869342.1	AL1G26970
OG0002673	XP_002890092.1	AL1G27260
OG0002673	XP_020867013.1	AL1G27240
OG0002673	XP_002890090.1	AL1G27220
OG0002674	XP_020870605.1, XP_002868726.1	AL7G51010
OG0002674	XP_002889194.1	AL2G38910
OG0002675	XP_020867935.1	AL1G29610
OG0002677	XP_002879550.2	AL4G31480
OG0002677	XP_020872526.1	nbis-gene-1687
OG0002678	XP_020885496.1	AL4G10220
OG0002678	XP_020874403.1	AL7G10620
OG0002680	XP_020874666.1	AL7G13100
OG0002681	XP_002867112.1	AL7G16640
OG0002681	XP_020888549.1	AL3G52520
OG0002682	XP_020875581.1	AL7G16780
OG0002682	XP_002884158.1	AL3G52260
OG0002683	XP_002867127.1	AL7G17090
OG0002683	XP_020889356.1	AL3G47050
OG0002684	XP_020885037.1	AL4G17080
OG0002685	XP_020883197.1	AL4G18020
OG0002685	XP_020874652.1	AL7G18750
OG0002686	XP_020872095.1	AL7G17740
OG0002687	XP_002885933.1	AL3G46390
OG0002687	XP_002867155.1	AL7G17650
OG0002687	XP_002867154.1	AL7G17640
OG0002688	XP_002878824.1	AL4G16210
OG0002688	XP_020872107.1	AL7G20100
OG0002689	XP_020876297.1	AL6G36070
OG0002689	XP_020871194.1	nbis-gene-2215
OG0002689	XP_020871879.1	nbis-gene-540
OG0002690	XP_020867292.1	AL1G40840
OG0002690	XP_020868725.1	AL1G40620
OG0002693	XP_020868873.1	AL1G63730
OG0002693	XP_020873022.1	AL7G40650
OG0002694	XP_020890336.1	AL2G17180
OG0002694	XP_002888172.1	AL2G16970
OG0002694	XP_020890320.1	AL2G16990
OG0002695	XP_020871509.1	AL3G26240
OG0002695	XP_002885005.1	AL286U10020
OG0002695	XP_002884670.1	AL3G19220
OG0002696	XP_002872633.1	AL6G46670
OG0002696	XP_020877187.1	AL6G46710
OG0002696	XP_020877712.1	AL6G46680
OG0002696	XP_002868949.1	AL7G12560
OG0002697	XP_020882517.1	AL5G29040
OG0002697	XP_002863952.2, XP_002877659.1	AL5G28960
OG0002697	XP_002877662.1	AL5G29030
OG0002698	XP_020875087.1	AL7G47400
OG0002698	XP_020874992.1	AL7G47410
OG0002698	XP_020875437.1	AL7G47390
OG0002698	XP_020872052.1	AL7G47750
OG0002699	XP_002865878.1	AL8G26160
OG0002699	XP_002862377.1	AL604U10010
OG0002699	XP_020872012.1	AL8G26170
OG0002700	XP_002865896.1	AL4G39720
OG0002705	XP_002867515.2	AL7G25540
OG0002705	XP_020870903.1	AL8G29840
OG0002706	XP_020877787.1	AL6G28840
OG0002707	XP_020888515.1	AL3G52600
OG0002708	XP_020878026.1	AL6G25760
OG0002708	XP_020885968.1	AL3G10880
OG0002710	XP_020879378.1	AL6G22810
OG0002710	XP_002873546.1	AL6G22820
OG0002711	XP_002873419.1	AL6G20140
OG0002711	XP_002866625.1	AL8G42020
OG0002712	XP_020874849.1	AL7G52750
OG0002712	XP_002870866.1	AL7G52760
OG0002712	XP_020879684.1	nbis-gene-1341
OG0002713	XP_020877933.1	AL6G19370
OG0002714	XP_020884092.1	AL8G38150
OG0002714	XP_020877425.1	AL6G18000
OG0002715	XP_002880982.1	AL4G22800
OG0002715	XP_020869182.1	AL1G18670
OG0002716	XP_002880973.1	AL4G22590
OG0002716	XP_020884688.1, XP_002880972.1	AL4G22580
OG0002717	XP_002881188.1	AL4G26920
OG0002717	XP_002889568.1	AL1G15740
OG0002718	XP_020868054.1	AL1G14170
OG0002718	XP_020883115.1	AL4G28980
OG0002719	XP_002873069.1	AL6G12230
OG0002719	XP_020871048.1	AL8G16520
OG0002719	XP_020874921.1	AL37U10030
OG0002720	XP_020873315.1	AL7G27570
OG0002720	XP_002869669.1	AL7G27580
OG0002721	XP_020869274.1	AL1G53740
OG0002721	XP_020870574.1	AL8G18490
OG0002722	XP_020866162.1	AL1G53270
OG0002723	XP_020882792.1	AL4G30570
OG0002723	XP_020868055.1	AL1G44020
OG0002724	XP_020866098.1	AL1G45650
