Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_thaliana
OG0002891	XP_020870735.1	AT1G20920.1
OG0002891	XP_020885878.1	AT3G09620.2
OG0002892	XP_002887540.2	AT1G74430.1
OG0002893	XP_002865238.1	AT5G45550.1
OG0002893	XP_020874543.1	AT4G19045.1
OG0002893	XP_020878758.1	AT5G20440.1
OG0002895	XP_020887649.1	AT3G15610.1
OG0002895	XP_020867819.1	AT1G52730.1
OG0002896	XP_002864181.1	AT5G52530.1
OG0002897	XP_002883897.1	AT2G15480.2
OG0002897	XP_002883898.1	AT2G15490.1
OG0002898	XP_020882725.1, XP_020868915.1	AT5G47150.1
OG0002899	XP_020872644.1	AT4G34740.1
OG0002899	XP_020888002.1	AT2G16570.1
OG0002900	XP_020873334.1	AT4G22990.2
OG0002900	XP_020876082.1	AT4G11810.1
OG0002901	XP_020877555.1, XP_002862972.1	AT5G44560.1
OG0002902	XP_002874813.2	AT4G04745.1
OG0002902	XP_020873795.1	AT4G21902.1
OG0002903	XP_020881648.1	AT3G51180.1
OG0002903	XP_020887391.1	AT5G66270.1
OG0002904	XP_002865085.1	AT5G66140.1
OG0002904	XP_002876077.1	AT3G51260.1
OG0002905	XP_020882826.1	AT5G66020.1
OG0002905	XP_020880075.1	AT3G51460.1
OG0002906	XP_020884103.1	AT2G47250.1
OG0002906	XP_020882224.1, XP_020865875.1	AT3G62310.1
OG0002907	XP_020880316.1	AT3G62150.1
OG0002907	XP_020885129.1	AT2G47000.1
OG0002908	XP_020883468.1	AT2G46410.1
OG0002909	XP_020884379.1	AT2G46330.1
OG0002909	XP_002878394.1	AT3G61640.1
OG0002910	XP_002876580.1	AT3G60750.1
OG0002911	XP_002881932.2	AT2G43795.2
OG0002912	XP_002872311.2, XP_020866117.1	AT1G54110.2
OG0002912	XP_020880283.1	AT3G55600.1
OG0002913	XP_020881276.1	AT3G54530.1
OG0002913	XP_002877983.1	AT3G54520.1
OG0002914	XP_002864242.1	AT5G53430.1
OG0002914	XP_002869532.1	AT4G27910.1
OG0002915	XP_002885820.1	AT2G06520.1
OG0002916	XP_002867014.1	AT4G36450.1
OG0002916	XP_002886153.1	AT2G18170.1
OG0002917	XP_002884185.1	AT2G18915.2
OG0002917	XP_002864515.1	AT5G57360.2
OG0002918	XP_020885128.1	AT2G37805.1
OG0002918	XP_020884745.1	AT2G37810.1
OG0002919	XP_020876552.1	AT5G19230.1, AT5G19240.1
OG0002919	XP_020875819.1, XP_002871874.1	AT5G19250.1
OG0002920	XP_002880182.1	AT2G45510.1
OG0002921	XP_002884366.1	AT3G03250.2
OG0002921	XP_002873822.1	AT5G17310.2
OG0002922	XP_002874383.1	AT5G27320.1
OG0002922	XP_020886885.1	AT3G05120.1
OG0002923	XP_020873798.1, XP_020887212.1	AT3G05710.2
OG0002923	XP_002874333.1	AT5G26980.1
OG0002924	XP_020888164.1	AT3G07980.1
OG0002924	XP_020886125.1	AT3G13530.1
OG0002925	XP_020886940.1, XP_002884705.2	AT3G08947.1
OG0002926	XP_020888629.1	AT3G09960.1
OG0002926	XP_020888630.1, XP_020873842.1	AT3G09970.1
OG0002927	XP_002882815.1	AT3G13300.1
OG0002928	XP_020887602.1	AT3G15000.1
OG0002928	XP_002894432.1	AT1G53260.1
OG0002930	XP_002882966.1	AT3G15830.1
OG0002930	XP_002882965.1	AT3G15820.1
OG0002931	XP_002883106.1	AT3G18070.1
OG0002931	XP_020886031.1	AT3G18080.1
OG0002932	XP_002883116.1	AT3G18170.2
OG0002933	XP_020888176.1	AT3G19400.1
OG0002933	XP_002883178.1	AT3G19390.1
OG0002935	XP_020886808.1	AT3G21760.1
OG0002936	XP_020887849.1	AT3G21690.1
OG0002937	XP_002888334.1	AT1G65290.1
OG0002938	XP_002875027.1	AT4G00360.1
OG0002938	XP_002892051.1	AT1G01600.1
OG0002939	XP_002892104.2	AT1G02360.3
OG0002939	XP_002872878.1	AT4G01700.1
OG0002940	XP_020884814.1, XP_002862788.1	AT2G31150.1
OG0002940	XP_002892326.1	AT1G06190.5
OG0002941	XP_002875059.2	AT2G01090.1, AT1G15120.2
OG0002942	XP_020867738.1	AT1G19770.1
OG0002943	XP_020891082.1	AT1G63540.1
OG0002943	XP_002887953.1	AT1G63530.3
OG0002944	XP_002888107.1	AT1G61120.1
OG0002945	XP_002886724.2	AT1G57990.1
OG0002945	XP_002886725.2	AT1G57943.1
OG0002946	XP_020883239.1	AT2G23200.1
OG0002947	XP_020876380.1	AT4G04910.1
OG0002948	XP_002868877.1	AT4G39000.1
OG0002949	XP_020879697.1	AT3G27910.1
OG0002949	XP_002868894.1	AT4G39240.1
OG0002950	XP_020874760.1	AT4G37880.1
OG0002950	XP_020885449.1	AT2G22690.1
OG0002951	XP_002869073.1	AT4G35655.1
OG0002951	XP_002884074.1	AT2G17660.1
OG0002952	XP_020874072.1	AT4G32400.1
OG0002953	XP_002878962.1	AT2G26450.1
OG0002953	XP_002867193.1	AT4G33230.1
OG0002954	XP_020885558.1	AT2G25310.1
OG0002954	XP_020874369.1	AT4G32130.1
OG0002955	XP_020875710.1	AT4G32000.3
OG0002955	XP_020882816.1	AT2G25220.2
OG0002956	XP_002883483.1	AT3G24130.1
OG0002956	XP_002871852.1	AT5G18990.1
OG0002957	XP_020879476.1	AT4G01985.1
OG0002958	XP_020889573.1	AT2G20680.1
OG0002958	XP_020875116.1	AT4G28320.1
OG0002959	XP_002863409.2	AT5G46320.1
OG0002959	XP_002891385.2, XP_002891383.1, XP_002891382.2	AT1G47760.1
OG0002961	XP_020869866.1	AT4G00920.1, AT2G02770.1
OG0002961	XP_020866228.1	AT1G30060.1, AT2G01800.1, AT4G00580.1
OG0002962	XP_002866919.1	AT4G38030.1
OG0002963	XP_002885181.2	AT3G16970.1
OG0002963	XP_020889234.1	AT3G16960.1
OG0002963	XP_002883041.2	AT3G17080.1
OG0002964	XP_002879625.1	AT2G36724.1
OG0002964	XP_002880841.2	AT2G26865.1
OG0002971	XP_002871160.1	AT5G05450.1
OG0002971	XP_020889593.1	AT1G71370.1, AT1G71280.1
OG0002972	XP_020885715.1	AT2G23910.1
OG0002972	XP_020874269.1	AT4G30470.1
OG0002973	XP_020883120.1, XP_002882538.2	AT3G07610.3
OG0002975	XP_020877842.1	AT5G25780.1
OG0002975	XP_020876888.1	AT5G27640.2
OG0002976	XP_020877367.1	AT5G16880.1
OG0002977	XP_002871699.1	AT5G16020.1
OG0002978	XP_002882160.1	AT3G01930.2
OG0002978	XP_002871602.1	AT5G14120.1
OG0002979	XP_020866673.1	AT1G23160.1
OG0002979	XP_020879165.1	AT5G13320.2
OG0002980	XP_020875191.1	AT4G38870.1
OG0002981	XP_020878573.1	AT5G10350.1
OG0002981	XP_020869100.1	AT5G65260.1
OG0002982	XP_002873426.1	AT5G09830.1
OG0002983	XP_020879014.1	AT3G42153.1
OG0002983	XP_020873455.1	AT4G23560.1
OG0002984	XP_020876278.1	AT5G08391.1
OG0002985	XP_020869580.1	AT1G07175.1
OG0002985	XP_020882779.1	AT2G29995.1
OG0002987	XP_020869655.1	AT1G03960.1
OG0002987	XP_020889889.1	AT5G44090.2
OG0002988	XP_002863733.2	AT5G42820.1
OG0002988	XP_002890741.1	AT1G27650.1
OG0002989	XP_020885508.1	AT2G34750.1
OG0002989	XP_020866070.1	AT1G30590.2
OG0002990	XP_002890892.1	AT1G30730.1
OG0002990	XP_002890891.1	AT1G30720.1
OG0002991	XP_020882933.1	AT2G35340.1
OG0002991	XP_020868029.1	AT1G32490.1
OG0002992	XP_002865008.1	AT5G67360.1
OG0002993	XP_002866704.1	AT5G67400.1
OG0002993	XP_002877713.1	AT3G49960.1
OG0002994	XP_020885106.1	AT5G67500.1
OG0002995	XP_020865768.1	AT5G60900.1
OG0002996	XP_020877258.1, XP_020877261.1	AT5G22770.1
OG0002997	XP_020882524.1	AT5G60270.1
OG0002998	XP_002866291.2	AT5G58782.2
OG0002998	XP_020884088.1	AT2G23410.1
OG0002998	XP_020884087.1	AT2G23400.1
OG0002999	XP_002866246.1	AT5G58050.1
OG0002999	XP_002866252.1	AT5G58170.1
OG0003000	XP_002864439.1	AT5G56170.1
OG0003001	XP_002892336.2	AT1G06350.1
OG0003001	XP_002892337.2	AT1G06360.2
OG0003002	XP_020871299.1	AT5G54970.1
OG0003002	XP_020873768.1	AT4G26960.1
OG0003003	XP_002867530.1	AT4G26990.1
OG0003003	XP_020871689.1	AT5G54920.2
OG0003004	XP_020868163.1	AT1G09620.1
OG0003005	XP_020876280.1	AT5G06730.1
OG0003005	XP_020875896.1	AT5G06720.1
OG0003006	XP_002892148.1	AT1G03130.1
OG0003006	XP_020876705.1	AT4G02770.1
OG0003007	XP_002882329.2	AT3G04100.1
OG0003008	XP_002876413.1	AT3G57360.1
OG0003008	XP_002882226.1	AT3G02370.2
OG0003009	XP_002870985.1	AT5G02730.1
OG0003009	XP_002882625.1	AT3G09590.1
OG0003010	XP_020873193.1	AT5G41130.3
OG0003010	XP_020873190.1	AT5G41120.3
OG0003011	XP_020867953.1	AT1G22050.1
OG0003011	XP_020891017.1	AT1G77870.1
OG0003012	XP_020879320.1	AT4G10457.1
OG0003012	XP_002886802.1, XP_002886803.1	AT1G65113.1
OG0003013	XP_002889146.2	AT1G77540.1
OG0003013	XP_002893182.1	AT1G21770.1
OG0003014	XP_020873087.1	AT4G35630.1
OG0003014	XP_002884072.1	AT2G17630.1
OG0003015	XP_020873088.1	AT4G35640.1
OG0003015	XP_020888027.1	AT2G17640.1
OG0003016	XP_020877459.1	AT4G08500.1
OG0003017	XP_020888787.1	AT3G25040.1
OG0003018	XP_002883561.1	AT3G24790.2
OG0003018	XP_020876711.1	AT4G13190.1
OG0003019	XP_020874234.1	AT4G13770.1
OG0003020	XP_002868329.2	AT4G13890.1
OG0003020	XP_002868327.1	AT4G13930.1
OG0003021	XP_002888950.1	AT1G73890.1
OG0003022	XP_020865683.1	AT1G68750.1
OG0003023	XP_020874202.1	AT4G29180.2
OG0003023	XP_020873138.1	AT4G29450.1
OG0003024	XP_002890429.1	AT1G21170.2
OG0003024	XP_020890019.1	AT1G76850.1
OG0003025	XP_002877090.2	AT3G28150.1
OG0003025	XP_020875468.1	AT5G40180.1
OG0003026	XP_020882358.1	AT3G28200.1
OG0003026	XP_002868672.1	AT5G40150.1
OG0003027	XP_002865240.1	AT5G45490.1
OG0003027	XP_020871876.1	AT5G45440.1
OG0003028	XP_002883194.1	AT3G19590.1
OG0003028	XP_020866731.1	AT1G49910.1
OG0003029	XP_002891593.1	AT1G50740.1
OG0003029	XP_020889529.1	AT3G20510.1
OG0003030	XP_020866035.1	AT1G49340.1
OG0003031	XP_020868916.1	AT1G51650.1
OG0003032	XP_002882984.1	AT3G16175.1
OG0003033	XP_020884309.1	AT2G38185.4
OG0003033	XP_020884311.1	AT2G38195.1, AT2G38220.1
OG0003034	XP_002863997.1	AT5G49560.1
OG0003034	XP_020881883.1	AT3G50850.1
OG0003035	XP_020874745.1	AT4G20380.8
OG0003037	XP_020876367.1	AT4G05190.1
OG0003037	XP_002867856.1	AT4G21270.1
OG0003039	XP_002878349.1	AT3G60800.1
OG0003040	XP_002876554.2	AT3G60415.1
OG0003041	XP_020882373.1	AT3G60130.1
OG0003042	XP_020883358.1	AT2G43150.1
OG0003043	XP_002878188.1	AT3G58100.2
OG0003044	XP_002877924.1	AT3G53540.2
OG0003045	XP_020886110.1	AT3G03260.1
OG0003046	XP_002888461.1	AT1G65845.1
OG0003047	XP_020865807.1	AT1G67460.1
OG0003047	XP_002888597.2	AT1G67440.2
OG0003048	XP_002887128.1	AT1G67530.1
OG0003048	XP_020866860.1	AT1G24330.1
OG0003049	XP_002888632.1	AT1G67870.1
OG0003050	XP_020890920.1	AT1G65220.1
OG0003050	XP_002868460.1	AT5G36230.2
OG0003051	XP_020870685.1	AT1G24480.1
OG0003051	XP_020873678.1	AT4G24805.1
OG0003052	XP_002878537.1	AT2G21190.1
OG0003052	XP_020872801.1	AT4G38790.1
OG0003053	XP_020868072.1	AT1G35730.2
OG0003053	XP_002893892.2	AT1G35750.1
OG0003054	XP_020874256.1	AT4G20330.1
OG0003054	XP_020875028.1	AT4G21010.1
OG0003055	XP_002873931.1	AT5G19110.2
OG0003056	XP_020887438.1	AT3G06010.1
OG0003056	XP_020878272.1	AT5G19310.1
OG0003057	XP_020876187.1	AT5G26730.1
OG0003058	XP_020889399.1	AT3G04830.1
OG0003058	XP_020878805.1	AT5G28220.1
OG0003059	XP_020884109.1	AT2G47510.1
OG0003059	XP_002864085.1	AT5G50950.1
OG0003060	XP_020882789.1	AT2G45330.1
OG0003060	XP_020869016.1	AT5G23600.1
OG0003061	XP_002880073.1	AT2G43880.1
OG0003062	XP_002881934.1	AT2G43860.1
OG0003063	XP_002879950.1	AT5G24640.1, AT2G41730.1
OG0003064	XP_002882401.1	AT3G05190.1
OG0003065	XP_020866925.1	AT1G09100.1
OG0003065	XP_002882422.1	AT3G05530.1
OG0003066	XP_020886154.1	AT3G05727.1
OG0003066	XP_020888079.1	AT3G05730.1
OG0003067	XP_020888024.1	AT3G06650.1
OG0003067	XP_002863984.1	AT5G49460.1
OG0003068	XP_020889525.1	AT3G08770.2
OG0003068	XP_002872988.1	AT5G01870.1
OG0003069	XP_020889003.1	AT3G30540.1, AT3G10900.1
OG0003069	XP_002884818.1	AT3G10890.1
OG0003070	XP_002884965.1	AT3G13410.1
OG0003071	XP_020889712.1	AT1G67520.6
OG0003072	XP_020886476.1	AT3G18030.1
OG0003072	XP_020868450.1	AT1G48605.1
OG0003073	XP_020868677.1	AT1G48760.1
OG0003074	XP_002868542.1	AT5G37800.1
OG0003074	XP_002887043.1	AT1G66470.1
OG0003075	XP_020878603.1	AT5G18890.1
OG0003075	XP_002871847.1	AT5G18860.1
OG0003076	XP_020878864.1	AT4G00680.2
OG0003076	XP_020870080.1	AT1G01750.2
OG0003077	XP_020866660.1	AT1G01640.1
OG0003078	XP_002892124.1	AT1G02790.1
OG0003079	XP_020870322.1	AT1G03360.1
OG0003080	XP_002889601.1	AT1G06390.1
OG0003080	XP_002881146.1	AT2G30980.1
OG0003081	XP_002886604.2	AT1G60630.1
OG0003081	XP_020869791.1	AT1G10850.1
OG0003082	XP_002875083.1, XP_002892836.1	AT1G14900.1
OG0003083	XP_002892843.1	AT1G14980.1
OG0003084	XP_020865961.1	AT1G74810.1
OG0003084	XP_002892869.1	AT1G15460.1
OG0003085	XP_002890281.1	AT1G18500.1
OG0003085	XP_020891015.1	AT1G74040.1
OG0003086	XP_002889066.1	AT1G76210.1
OG0003086	XP_020866803.1	AT1G20520.1
OG0003087	XP_020868213.1	AT1G20693.1
OG0003088	XP_020870112.1	AT1G20710.1
OG0003088	XP_002890403.1	AT1G20700.1
OG0003089	XP_002890428.1	AT1G21140.1
OG0003089	XP_002875612.2	AT3G43630.1
OG0003089	XP_020881776.1	AT3G43660.1
OG0003092	XP_002865343.1	AT5G44600.1
OG0003092	XP_002865344.2	AT5G44590.1
OG0003093	XP_002867011.1	AT4G36500.1
OG0003094	XP_002869118.1	AT4G34920.1
OG0003094	XP_002869117.1	AT4G34930.1
OG0003095	XP_020877429.1	AT4G34900.1
OG0003095	XP_020874608.1	AT4G34890.1
OG0003096	XP_002867263.1	AT4G32090.1
OG0003097	XP_020891349.1	AT1G69670.1
OG0003097	XP_020866640.1	AT1G26830.1
OG0003098	XP_020879122.1	AT4G01450.2
OG0003101	XP_002886156.2	AT2G18190.1
OG0003101	XP_020887974.1	AT2G18193.1
OG0003102	XP_020884549.1	AT2G24050.1
OG0003103	XP_020882903.1	AT2G28990.1
OG0003104	XP_020871025.1	AT5G61412.1
OG0003106	XP_002881483.1	AT2G36985.1
OG0003106	XP_020881950.1	AT3G53232.1
OG0003116	XP_020874270.1	AT4G30480.2
OG0003117	XP_002871786.1	AT4G08580.1, AT5G17900.1
OG0003118	XP_002871696.2	AT5G15980.1
OG0003118	XP_020886892.1	AT3G02490.1
OG0003119	XP_020878034.1	AT5G14930.2
OG0003120	XP_002864949.1	AT5G65270.1
OG0003121	XP_020884315.1	AT2G32870.1
OG0003121	XP_002881250.1	AT2G32880.1
OG0003122	XP_002869685.1	AT4G25210.1
OG0003123	XP_020870934.1	AT1G47578.1
OG0003123	XP_002869348.1	AT4G31050.1
OG0003124	XP_002893545.1	AT1G29030.1
OG0003125	XP_020866980.1	AT1G31200.1
OG0003125	XP_002892550.1	AT1G10155.1
OG0003126	XP_002890944.2	AT1G31690.1
OG0003126	XP_020866460.1	AT1G31710.1
OG0003127	XP_020881475.1	AT3G50650.1
OG0003127	XP_020883205.1	AT5G66770.1
OG0003128	XP_020878591.1	AT5G22480.1
OG0003128	XP_002870516.1	AT5G37340.2
OG0003129	XP_020885884.1	AT5G63570.1
OG0003129	XP_002875922.1	AT3G48730.1
OG0003130	XP_020888136.1	AT5G63030.1
OG0003131	XP_002873308.1	AT5G07450.1
OG0003131	XP_002862353.1	AT5G61650.1
OG0003132	XP_020881666.1	AT3G49140.1
OG0003132	XP_020878938.1	AT5G24060.2
OG0003133	XP_020890141.1	AT1G61390.1
OG0003133	XP_020890046.1	AT1G61380.1
OG0003134	XP_020886724.1	AT3G22320.1
OG0003136	XP_002872005.1	AT5G22530.1
OG0003136	XP_002872006.1	AT5G22545.1
OG0003137	XP_002882670.1	AT3G10455.1
OG0003138	XP_020871713.1, XP_002864162.1	AT5G52300.1
OG0003139	XP_002867588.1	AT4G25890.1
OG0003140	XP_020871821.1, XP_020867047.1	AT1G21970.1
OG0003141	XP_020889192.1	AT3G17010.1
OG0003142	XP_020878222.1	AT4G02430.4
OG0003142	XP_020866988.1	AT1G02840.1
OG0003143	XP_002874910.1	AT4G02510.1
OG0003144	XP_002878025.2, XP_002876288.2	AT3G55220.1, AT3G55200.1
OG0003145	XP_002873164.1	AT5G04700.1
OG0003146	XP_020878126.1	AT5G04460.1
OG0003147	XP_002870677.1	AT5G40780.1
OG0003148	XP_020874642.1	AT5G41260.1
OG0003148	XP_002887955.1	AT1G63500.1
OG0003149	XP_020865769.1	AT1G79920.1
OG0003149	XP_002887853.1	AT1G79930.1
OG0003150	XP_020890391.1	AT1G80280.1
OG0003150	XP_020868015.1	AT1G15490.1
OG0003151	XP_002887789.1	AT1G79500.1
OG0003151	XP_020868891.1	AT1G16340.4
OG0003152	XP_020890645.1	AT1G79450.1
OG0003152	XP_002892904.2	AT1G16360.2
OG0003153	XP_002889216.1	AT1G78860.1, AT1G78850.1
OG0003154	XP_002887659.1	AT1G76870.1
OG0003154	XP_020869362.1	AT1G21200.1
OG0003155	XP_020890638.1	AT1G76780.2
OG0003155	XP_002887656.1	AT1G76770.1
OG0003156	XP_002875292.1	AT3G25940.1
OG0003157	XP_002887579.2	AT1G75230.2
OG0003157	XP_020870088.1	AT1G19480.1
OG0003158	XP_020887589.1	AT3G15010.1
OG0003159	XP_002881427.1	AT2G36100.1
OG0003160	XP_020884825.1	AT2G36380.1
OG0003160	XP_002887089.1	AT1G66950.1
OG0003161	XP_020879437.1, XP_020878695.1	AT5G07640.1
OG0003162	XP_020875439.1	AT4G13710.1
OG0003162	XP_002885608.1	AT3G24230.1
OG0003163	XP_002870291.1	AT4G14723.1
OG0003163	XP_020886054.1	AT3G22820.1
OG0003164	XP_002883306.1	AT3G21465.2
OG0003164	XP_020874968.1	AT4G15640.1
OG0003165	XP_020868145.1	AT1G18350.1
OG0003165	XP_002888929.1	AT1G73500.1
OG0003166	XP_002892991.1	AT1G18260.1
OG0003166	XP_020891407.1	AT1G73570.1
OG0003167	XP_020882452.1	AT3G27880.1
OG0003168	XP_002868719.1	AT5G39430.1
OG0003168	XP_002875495.1	AT3G29180.1
OG0003169	XP_020880903.1	AT3G27560.1
OG0003172	XP_002886956.1, XP_020865619.1	AT1G65630.1
OG0003172	XP_020865697.1	AT1G65640.2
OG0003173	XP_002894209.2	AT4G07675.1, AT1G49700.1
OG0003173	XP_020877168.1	AT3G45800.1, AT2G11620.1
OG0003175	XP_020890613.1	AT5G42960.1
OG0003175	XP_002894011.1	AT1G45170.1
OG0003176	XP_002868057.1	AT4G17510.1
OG0003177	XP_020882882.1	AT5G51270.1
OG0003178	XP_002864011.1	AT5G49700.1
OG0003178	XP_020867997.1	AT1G14490.2
OG0003179	XP_002870155.1	AT4G16480.1
OG0003179	XP_002881412.1	AT2G35740.1
OG0003180	XP_002870123.1	AT4G17080.1
OG0003180	XP_020883100.1	AT2G35170.1
OG0003181	XP_020881927.1	AT5G66410.1
OG0003181	XP_020882348.1	AT3G50960.1
OG0003182	XP_020882239.1	AT3G60500.1
OG0003182	XP_020887656.1	AT3G12990.1
OG0003183	XP_020880100.1	AT3G59810.1
OG0003183	XP_002880069.1	AT2G43810.1
OG0003184	XP_002878211.2	AT3G58320.1
OG0003185	XP_002876652.1	AT3G62050.1
OG0003186	XP_002877393.1	AT3G45220.1
OG0003186	XP_020885034.1	AT2G25240.1
OG0003186	XP_002880784.2	AT2G26390.1
OG0003187	XP_002878059.1	AT3G56060.1
OG0003188	XP_002878054.1	AT3G55960.1
OG0003189	XP_002879788.1	AT2G39230.1
OG0003189	XP_002876279.1	AT3G54980.1
OG0003190	XP_020880332.1	AT3G53680.2
OG0003190	XP_020884543.1	AT2G37520.1
OG0003191	XP_020891172.1	AT1G68140.1
OG0003192	XP_020886292.1, XP_020877834.1	AT2G17980.1
OG0003193	XP_020880686.1	AT3G56680.1
OG0003193	XP_020884461.1	AT2G40960.1
OG0003194	XP_020873566.1, XP_020884364.1	AT2G39210.1
OG0003195	XP_002880518.1	AT2G23630.2
OG0003195	XP_002869012.1	AT4G37160.1
OG0003196	XP_020883634.1	AT2G25170.3
OG0003196	XP_020875270.1	AT4G31900.1
OG0003197	XP_002874708.1	AT4G11650.1
OG0003198	XP_020876956.1	AT5G27520.1
OG0003198	XP_020888394.1	AT3G05290.1
OG0003199	XP_020887575.1	AT2G20610.1
OG0003199	XP_002869504.1	AT4G28420.2
OG0003200	XP_002884459.1	AT3G04690.1
OG0003200	XP_002874434.1	AT5G28680.1
OG0003201	XP_020889286.1	AT3G05280.1
OG0003201	XP_020876965.1	AT5G27490.1
OG0003202	XP_020876091.1	AT5G18960.1
OG0003202	XP_020889514.1	AT3G06250.1
OG0003203	XP_002882518.1, XP_002882519.1	AT3G07220.1
OG0003206	XP_020889473.1	AT3G12830.1
OG0003207	XP_002885295.1	AT3G19140.1
OG0003207	XP_020888651.1	AT3G14320.1
OG0003208	XP_002885269.2	AT3G18650.1
OG0003209	XP_020891656.1, XP_020869292.1	AT3G30820.1, AT2G14000.1
OG0003209	XP_020881692.1	AT3G44570.1
OG0003210	XP_002868819.1	AT5G37930.1
OG0003211	XP_002892237.1	AT1G50920.1
OG0003211	XP_002889800.1	AT1G10300.1
OG0003212	XP_020871007.1	AT1G07135.1
OG0003213	XP_002889694.1	AT1G08440.1
OG0003213	XP_002889693.1	AT1G08430.1
OG0003214	XP_002886639.1	AT1G60030.1
OG0003214	XP_002892576.1	AT1G10540.1
OG0003215	XP_020869514.1	AT1G12740.2
OG0003216	XP_020873879.1	AT4G31520.1
OG0003216	XP_002889990.1	AT1G13160.1
OG0003217	XP_020882401.1, XP_020873596.1	AT2G02061.1
OG0003217	XP_020870327.1	AT1G14590.1
OG0003218	XP_020871130.1	AT5G50430.1
OG0003218	XP_020868579.1	AT1G17280.4
OG0003220	XP_020865874.1	AT1G72000.1
OG0003220	XP_020867355.1	AT1G22650.1
OG0003221	XP_020869024.1	AT1G22885.2
OG0003221	XP_020869023.1	AT1G22890.1
OG0003221	XP_020871277.1	AT5G44568.1
OG0003222	XP_002887356.1	AT1G71230.1
OG0003222	XP_020869161.1	AT1G22920.1
OG0003223	XP_002888114.1	AT1G60986.1
OG0003223	XP_020890145.1	AT1G60987.1, AT1G60985.1
OG0003223	XP_020890137.1	AT1G60989.1
OG0003224	XP_002888193.1	AT1G59670.1
OG0003224	XP_020890334.1	AT1G59700.1
OG0003225	XP_002868169.2	AT4G15990.1
OG0003226	XP_002894087.1	AT1G47980.1
OG0003227	XP_002885945.1	AT2G14880.1
OG0003227	XP_020873083.1	AT4G34290.1
OG0003228	XP_002862299.1, XP_002862297.1, XP_002869195.1	AT4G33710.1
OG0003229	XP_020868627.1	AT1G26730.1
OG0003229	XP_020869051.1	AT1G35350.1
OG0003230	XP_002867490.1	AT4G27630.3
OG0003230	XP_020890911.1	AT1G64990.1
OG0003231	XP_020882139.1	AT2G03850.1
OG0003231	XP_002876894.1	AT2G03740.1
OG0003233	XP_002867021.1	AT4G36350.1
OG0003233	XP_020868290.1	AT1G56360.1
OG0003234	XP_002874902.1	AT4G02655.2
OG0003235	XP_020889239.1, XP_002885169.2	AT2G11200.1
OG0003236	XP_002880449.1	AT2G22510.1
OG0003236	XP_002868947.1	AT4G38080.1
OG0003237	XP_002868752.2	AT5G38800.1
OG0003237	XP_002875554.1	AT3G30530.1
OG0003239	XP_002877403.2	AT3G45420.1
OG0003239	XP_002877402.1	AT3G45410.1
OG0003240	XP_020872735.1	AT4G17713.1
OG0003240	XP_002868043.1	AT4G17718.1, AT2G06166.1
OG0003241	XP_020873673.1	AT4G23170.1
OG0003246	XP_020880211.1	AT3G46670.1
OG0003247	XP_002877511.1	AT3G46740.1
OG0003247	XP_020886739.1	AT1G35860.1
OG0003248	XP_020880361.1	AT3G48090.1
OG0003248	XP_020880360.1	AT3G48080.1
OG0003249	XP_020888647.1	AT5G46550.1
OG0003250	XP_002871651.1	AT5G15140.1
OG0003250	XP_020888147.1	AT3G01260.1
OG0003251	XP_002873645.1	AT5G14040.1
OG0003252	XP_002873544.1	AT5G12000.1
OG0003252	XP_020875901.1	AT5G26150.2
OG0003253	XP_020875230.1	AT4G18440.1
OG0003253	XP_020888084.1	AT1G36280.1
OG0003254	XP_020884793.1	AT5G65010.2
OG0003254	XP_002873446.1	AT5G10240.1
OG0003255	XP_002873445.1	AT5G10230.1
OG0003255	XP_002873444.1	AT5G10220.1
OG0003256	XP_002873441.1, XP_020878014.1	AT5G10140.1
OG0003257	XP_002873413.1	AT5G09650.1
OG0003258	XP_020871289.1	AT5G64310.1
OG0003259	XP_020883502.1	AT2G29700.1
OG0003259	XP_020869365.1, XP_020876050.1	AT5G05710.1
OG0003260	XP_020883054.1	AT2G30490.1
OG0003261	XP_002881119.1	AT2G30570.1
OG0003262	XP_002892300.2	AT1G05575.1
OG0003262	XP_020873864.1, XP_002879352.1	AT2G31945.1
OG0003263	XP_002894166.1, XP_020869379.1	AT1G49290.1
OG0003264	XP_002870561.1, XP_002881256.1, XP_002862858.1	AT2G32980.1
OG0003265	XP_020876772.1	AT4G10320.1
OG0003266	XP_020867576.1	AT1G27000.1
OG0003267	XP_002890869.1	AT1G30420.1
OG0003267	XP_002890868.1	AT1G30410.1
OG0003268	XP_002864752.1, XP_020872000.1	AT5G61720.1
OG0003269	XP_020877295.1	AT5G09350.1
OG0003269	XP_020882936.1	AT5G64070.1
OG0003270	XP_020871210.1	AT5G61220.1
OG0003272	XP_020880690.1, XP_020880689.1	AT3G25550.1
OG0003273	XP_002875706.1	AT3G45000.1
OG0003273	XP_020879238.1	AT5G22950.1
OG0003274	XP_020887399.1	AT2G18340.1
OG0003275	XP_002884941.1	AT3G13080.1
OG0003276	XP_002866267.1	AT5G58460.1
OG0003276	XP_002868499.1	AT5G37060.1
OG0003277	XP_002864425.1	AT5G56020.1
OG0003277	XP_020873729.1	AT4G26550.1
OG0003278	XP_020881404.1	AT3G49680.1
OG0003279	XP_020882187.1	AT3G49660.1
OG0003280	XP_002873099.1, XP_002873082.1	AT5G03220.1
OG0003281	XP_002889929.1	AT1G12350.1
OG0003281	XP_020879427.1	AT5G02080.5
