Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_arenosa
OG0002315	XP_002891428.1	jg32912
OG0002316	XP_002894113.1	jg32924
OG0002316	XP_002885229.1	jg25887
OG0002317	XP_020866277.1	jg32929
OG0002317	XP_020889084.1	jg25901
OG0002318	XP_020888673.1	jg25954
OG0002318	XP_002891453.1	jg32958
OG0002319	XP_002877476.2	jg14414
OG0002319	XP_002877474.1	jg14411
OG0002319	XP_002877475.1	jg14413
OG0002320	XP_002892042.1	jg28441
OG0002320	XP_020876326.1	jg8177
OG0002321	XP_020870063.1	jg28446
OG0002321	XP_020878512.1	jg8171
OG0002322	XP_020878882.1	jg8197
OG0002323	XP_002872874.1	jg8057
OG0002323	XP_020868941.1	jg28560
OG0002323	XP_020868942.1	jg28561
OG0002324	XP_020870898.1	jg29100
OG0002325	XP_020866298.1, XP_002868724.1	jg1521
OG0002325	XP_002892475.1	jg29248
OG0002326	XP_020867484.1	jg29419
OG0002326	XP_002888188.1	jg1057
OG0002327	XP_020881092.1	jg13034
OG0002327	XP_002892815.1	jg29934
OG0002328	XP_002890154.1	jg30110
OG0002328	XP_020891604.1	jg3654
OG0002329	XP_020869558.1	jg30117
OG0002329	XP_020891331.1	jg3640
OG0002330	XP_020867522.1	jg30272
OG0002330	XP_020865950.1	jg2900
OG0002331	XP_020866333.1	jg30367
OG0002332	XP_020891472.1	jg3109
OG0002332	XP_020870494.1	jg30407
OG0002333	XP_002887419.1	jg2850
OG0002333	XP_020869833.1	jg30814
OG0002334	XP_002890598.1	jg30956
OG0002334	XP_002888764.1	jg2639
OG0002335	XP_020885979.1, XP_002890616.1	jg31013
OG0002335	XP_002888749.1	jg2600
OG0002336	XP_020889834.1	jg705
OG0002336	XP_002886482.1	jg699
OG0002337	XP_020890650.1	jg1006
OG0002337	XP_020891659.1	jg1007
OG0002338	XP_020884987.1	jg18356
OG0002338	XP_020888818.1	jg20283
OG0002339	XP_020887615.1	jg27843
OG0002339	XP_020887616.1	jg27842
OG0002340	XP_002886234.1	jg27706
OG0002340	XP_002867107.1	jg8880
OG0002341	XP_002867169.1	jg9015
OG0002341	XP_020872808.1	jg9014
OG0002342	XP_020887344.1	jg27575
OG0002342	XP_020874463.1	jg8962
OG0002343	XP_002867293.1	jg9243
OG0002343	XP_002880602.1	jg16964
OG0002344	XP_020885203.1	jg16960
OG0002345	XP_002878743.1	jg16906
OG0002345	XP_020873046.1	jg9298
OG0002346	XP_020871603.1	jg22389
OG0002346	XP_020873466.1	jg9785
OG0002352	XP_002869378.2	jg9370
OG0002353	XP_002871764.1	jg5572
OG0002353	XP_002882283.1	jg24162
OG0002354	XP_020878395.1	jg5536
OG0002354	XP_002882275.2	jg24143
OG0002355	XP_020877818.1	jg5533
OG0002355	XP_002873805.1	jg5532
OG0002355	XP_002873808.1	jg5535
OG0002356	XP_020878205.1	jg5496
OG0002356	XP_020886852.1	jg24116
OG0002357	XP_002871693.2	jg5420
OG0002357	XP_020878429.1, XP_020884771.1	jg4156
OG0002358	XP_020886903.1	jg24022
OG0002358	XP_002871671.1	jg5382
OG0002360	XP_020879300.1	jg5123
OG0002360	XP_020870383.1	jg31250
OG0002361	XP_020878484.1	jg6384
OG0002361	XP_020876737.1	jg4922
OG0002362	XP_020871117.1	jg23491
OG0002362	XP_002873431.1	jg4813
OG0002363	XP_002871349.1	jg4716
OG0002364	XP_020876252.1	jg6207
OG0002364	XP_020878155.1, XP_002871342.1	jg4703
OG0002365	XP_020877014.1	jg14358, jg4634
OG0002367	XP_002881037.1	jg17921
OG0002367	XP_002881035.1	jg17918
OG0002367	XP_002862602.1, XP_020885298.1	jg17919
OG0002367	XP_020884931.1	jg17920
OG0002368	XP_020868215.1	jg28850
OG0002368	XP_020883156.1	jg18315
OG0002369	XP_020871044.1	jg20843
OG0002369	XP_002892202.1	jg28741
OG0002370	XP_020871730.1	jg20809
OG0002370	XP_002889493.1	jg28734
OG0002371	XP_002892180.1	jg28696
OG0002371	XP_020867815.1	jg20772
OG0002372	XP_002869660.1	jg9899
OG0002372	XP_002869661.1	jg9901
OG0002373	XP_020874193.1, XP_020890314.1	jg1026
OG0002373	XP_020890328.1	jg1025
OG0002374	XP_020875243.1	jg11078
OG0002375	XP_002875219.1	jg13162
OG0002376	XP_002866412.1, XP_020871404.1, XP_020871473.1	jg23050
OG0002377	XP_020881231.1	jg14053
OG0002377	XP_020876823.1	jg5974
OG0002378	XP_020881513.1	jg14142
OG0002378	XP_020876661.1	jg6036
OG0002379	XP_020881660.1	jg14470
OG0002380	XP_020874806.1	jg9255
OG0002380	XP_020877509.1	jg22602
OG0002381	XP_002866095.1	jg22370
OG0002381	XP_002869596.1	jg9779
OG0002382	XP_002866053.1	jg22287
OG0002382	XP_002869573.1	jg9731
OG0002383	XP_002869563.1	jg9706
OG0002383	XP_002866028.1	jg22207
OG0002385	XP_020888294.1	jg25090
OG0002385	XP_002878024.1	jg15459
OG0002385	XP_020876016.1	jg4357
OG0002386	XP_020888984.1	jg24996
OG0002386	XP_020877225.1	jg4215
OG0002387	XP_020878424.1	jg4155
OG0002387	XP_020886100.1	jg24955
OG0002388	XP_020874437.1	jg12789
OG0002388	XP_002886358.1	jg424
OG0002390	XP_020872960.1	jg3430
OG0002390	XP_002890469.1	jg30738
OG0002391	XP_020890502.1	jg3399
OG0002391	XP_020867724.1	jg30708
OG0002392	XP_020890989.1	jg3287
OG0002392	XP_020868923.1	jg30595
OG0002393	XP_020887286.1	jg27888
OG0002394	XP_020874030.1	jg8726
OG0002394	XP_020887365.1	jg27928
OG0002395	XP_020889350.1	jg25274
OG0002395	XP_020870119.1	jg33779
OG0002396	XP_020887389.1	jg25370
OG0002396	XP_020870241.1	jg33670
OG0002397	XP_002885000.2	jg25402
OG0002398	XP_020888949.1	jg25522
OG0002398	XP_020867177.1	jg33527
OG0002399	XP_002884163.2	jg27675
OG0002399	XP_002869142.1	jg8901
OG0002400	XP_020866217.1	jg33503, jg33502
OG0002400	XP_002894420.2	jg33504
OG0002401	XP_002881433.1	jg18756
OG0002401	XP_020881338.1	jg15199
OG0002402	XP_002863203.2	jg11651
OG0002402	XP_020888583.1	jg26880
OG0002403	XP_020875741.1	jg11595
OG0002403	XP_020886113.1	jg26832
OG0002404	XP_002870379.1	jg11479
OG0002404	XP_020886177.1	jg26723
OG0002405	XP_002868319.1	jg11390
OG0002406	XP_002880786.1	jg17347
OG0002406	XP_002868258.1	jg11286
OG0002406	XP_020875727.1	jg11288
OG0002407	XP_002868242.1	jg11248
OG0002407	XP_020886719.1	jg26473
OG0002408	XP_002888917.1	jg2967
OG0002409	XP_020890527.1	jg3011
OG0002409	XP_020869039.1	jg30327
OG0002410	XP_020865590.1	jg3084
OG0002410	XP_020869770.1	jg30388
OG0002410	XP_020872440.1, XP_020874647.1	jg11293
OG0002411	XP_002893011.1	jg30396
OG0002412	XP_020866862.1	jg30419
OG0002412	XP_002888990.1	jg3128
OG0002413	XP_002888672.1	jg2424
OG0002413	XP_020880013.1	jg14373
OG0002414	XP_020891130.1	jg2437
OG0002414	XP_002893419.1	jg31161
OG0002415	XP_020870988.1	jg31143
OG0002415	XP_020890219.1	jg2441
OG0002416	XP_020890218.1	jg2443
OG0002416	XP_002893414.1	jg31145
OG0002417	XP_002890665.1	jg31124
OG0002417	XP_020865846.1	jg2503
OG0002418	XP_002887217.1	jg2480
OG0002418	XP_020890226.1	jg2508
OG0002419	XP_002869494.1	jg9577
OG0002419	XP_002886279.1	jg28261
OG0002420	XP_020874162.1	jg12754
OG0002420	XP_020890229.1	jg506
OG0002421	XP_002889738.1	jg29285
OG0002422	XP_002875417.1	jg13559
OG0002422	XP_020874168.1	jg12638
OG0002423	XP_002892715.1	jg29741
OG0002423	XP_020881034.1	jg13377
OG0002424	XP_002892648.2	jg29587
OG0002424	XP_002884224.2	jg28308
OG0002425	XP_002865216.1	jg20485
OG0002425	XP_002867988.1	jg10744
OG0002426	XP_020867528.1	jg20547
OG0002426	XP_002867952.1	jg10665
OG0002427	XP_020867485.1	jg31361
OG0002427	XP_020882696.1	jg18491
OG0002428	XP_002863332.1	jg20278
OG0002429	XP_002870106.1	jg10880
OG0002429	XP_020885538.1	jg20302
OG0002430	XP_020877827.1	jg7505
OG0002430	XP_020873266.1	jg10156
OG0002431	XP_020872548.1	jg8394
OG0002431	XP_002884516.1	jg24466
OG0002432	XP_020873622.1	jg10247
OG0002432	XP_020877705.1	jg7606
OG0002433	XP_002877312.1	jg14087
OG0002433	XP_020883098.1	jg17052
OG0002433	XP_020873853.1	jg10209
OG0002434	XP_020877700.1	jg7646
OG0002434	XP_020873564.1	jg10272
OG0002435	XP_002874786.1	jg7665
OG0002435	XP_002869826.1	jg10290
OG0002436	XP_002872670.1	jg7673
OG0002436	XP_002867778.1	jg10303
OG0002437	XP_002863546.1	jg20655
OG0002437	XP_020872856.1	jg10566
OG0002438	XP_020872102.1	jg10482
OG0002438	XP_002867869.1	jg10483
OG0002439	XP_002864020.1	jg21641
OG0002439	XP_020873323.1	jg10051
OG0002440	XP_020876457.1	jg7804
OG0002440	XP_020873939.1	jg10454
OG0002441	XP_020873449.1	jg10408
OG0002442	XP_020873298.1	jg10399
OG0002442	XP_020873271.1	jg10398
OG0002443	XP_002875714.1	jg14276, jg14275
OG0002444	XP_020878252.1	jg4121
OG0002444	XP_020866514.1	jg21363, jg28512
OG0002445	XP_002888121.2	jg893
OG0002445	XP_002886576.1	jg889
OG0002446	XP_020881599.1	jg16169
OG0002446	XP_002880197.1	jg19973
OG0002447	XP_020883637.1	jg19704
OG0002447	XP_020882082.1	jg16011
OG0002449	XP_020882543.1	jg15808
OG0002449	XP_020869437.1	jg33316
OG0002450	XP_020883391.1	jg19466
OG0002450	XP_002878149.1	jg15753
OG0002451	XP_002879922.1	jg19413
OG0002451	XP_002876396.1	jg15675
OG0002452	XP_020879811.1	jg15682
OG0002453	XP_002877963.1	jg15364
OG0002453	XP_020883840.1	jg19054
OG0002454	XP_020883881.1	jg18852
OG0002455	XP_002877911.1	jg15548, jg15263
OG0002456	XP_020883732.1	jg18738
OG0002456	XP_002877873.1	jg15177
OG0002457	XP_020887935.1	jg27939
OG0002458	XP_020886356.1	jg27997
OG0002459	XP_020873013.1	jg8656
OG0002460	XP_020872692.1	jg9385
OG0002460	XP_002886260.1	jg28061
OG0002461	XP_020874204.1	jg9515
OG0002461	XP_020888119.1	jg28179
OG0002462	XP_020883642.1, XP_002881730.1	jg19326
OG0002463	XP_002879742.1	jg19016
OG0002463	XP_020882754.1	jg19015
OG0002464	XP_002869795.1	jg10225
OG0002464	XP_020876839.1	jg7579
OG0002465	XP_002869008.1	jg8635
OG0002465	XP_020884286.1	jg16812
OG0002466	XP_020868496.1	jg32078
OG0002467	XP_002872644.1	jg7620
OG0002467	XP_020873600.1	jg10252
OG0002468	XP_002872209.1	jg6536
OG0002468	XP_002884547.1	jg24525
OG0002469	XP_002886278.2	jg28260
OG0002469	XP_020875529.1	jg9576
OG0002470	XP_020884247.1	jg19802
OG0002470	XP_002880115.1	jg19801
OG0002471	XP_020886204.1	jg27909
OG0002471	XP_020885436.1	jg19787
OG0002472	XP_002880047.1	jg19683
OG0002472	XP_002874165.1	jg6259
OG0002473	XP_020887958.1	jg24339
OG0002476	XP_020888569.1	jg24787
OG0002476	XP_020888566.1	jg24786
OG0002477	XP_020878694.1	jg3887
OG0002477	XP_002884704.1	jg24805
OG0002478	XP_002884830.1	jg25059
OG0002478	XP_002873212.1	jg4478, jg4311
OG0002479	XP_002884894.1	jg25181
OG0002479	XP_020888340.1	jg25180
OG0002480	XP_002863151.1	jg11556
OG0002481	XP_002882868.1	jg25418
OG0002481	XP_002894477.1	jg33638
OG0002482	XP_002875533.2	jg13857
OG0002482	XP_002868208.1	jg11183
OG0002482	XP_020870152.1	jg21287
OG0002483	XP_002883036.1	jg25776
OG0002483	XP_020873994.1	jg11025
OG0002484	XP_002868149.1	jg11029
OG0002484	XP_020889203.1	jg25783
OG0002485	XP_020872993.1	jg12546
OG0002485	XP_002870766.1	jg12545
OG0002486	XP_020890498.1	jg2097
OG0002486	XP_020875292.1	jg12244
OG0002487	XP_002888443.1	jg1980
OG0002487	XP_002870497.1	jg12103
OG0002489	XP_020888917.1	jg24565
OG0002489	XP_020876669.1	jg5733
OG0002490	XP_020879930.1	jg15020
OG0002490	XP_002877797.1	jg15017
OG0002491	XP_020869563.1	jg28549
OG0002491	XP_020865997.1	jg2717
OG0002492	XP_020890874.1	jg1183
OG0002492	XP_020868169.1	jg29341
OG0002493	XP_020891145.1	jg1229
OG0002493	XP_020868182.1	jg29359
OG0002494	XP_002892562.1	jg29420
OG0002494	XP_002892563.1	jg29421
OG0002495	XP_002886429.1	jg567
OG0002495	XP_020869519.1	jg29735
OG0002496	XP_002875330.1	jg13352
OG0002497	XP_020866966.1	jg29819
OG0002498	XP_020881186.1	jg13126
OG0002498	XP_020868416.1	jg29873
OG0002499	XP_020870501.1	jg29922
OG0002500	XP_002892825.1	jg29956
OG0002500	XP_020879995.1	jg12989
OG0002501	XP_002890120.1	jg30055
OG0002502	XP_002892943.1	jg30251
OG0002502	XP_002865803.1	jg21712
OG0002503	XP_020869193.1	jg30790
OG0002503	XP_002889178.1	jg3496
OG0002504	XP_020870554.1, XP_020889993.1	jg2662, jg30910
OG0002505	XP_002890588.1	jg30927
OG0002505	XP_020891128.1	jg2652
OG0002506	XP_020865872.1	jg2624
OG0002506	XP_002890610.1	jg30990
OG0002507	XP_020868355.1	jg29591
OG0002507	XP_002888069.1	jg768
OG0002508	XP_020884626.1	jg16509
OG0002508	XP_002868854.1	jg8336
OG0002509	XP_020884845.1	jg16651
OG0002509	XP_020875350.1	jg8477
OG0002510	XP_020872539.1	jg8571
OG0002510	XP_002878646.1	jg16736
OG0002511	XP_002868993.1	jg8597
OG0002511	XP_002886679.1	jg1112
OG0002511	XP_002880486.1	jg16765
OG0002512	XP_002866963.1	jg8614
OG0002512	XP_002878679.1	jg16792
OG0002513	XP_002867087.1	jg8837
OG0002513	XP_020874361.1	jg8838
OG0002514	XP_002883891.1	jg27561
OG0002514	XP_002867129.1	jg8941
OG0002515	XP_002869240.1	jg9106
OG0002515	XP_002880716.1	jg17202
OG0002516	XP_002880670.1	jg17090
OG0002516	XP_020874367.1	jg9187
OG0002517	XP_020872301.1	jg9232
OG0002518	XP_020889747.1	jg2634
OG0002518	XP_002890604.1	jg30970
OG0002519	XP_020874014.1	jg9687
OG0002519	XP_020890877.1	jg1797
OG0002520	XP_020865962.1	jg2139
OG0002520	XP_002887070.1	jg2136
OG0002521	XP_002880671.2	jg17091
OG0002521	XP_002864315.1	jg22211
OG0002522	XP_020882147.1, XP_002877286.2	jg14068, jg14041
OG0002522	XP_020883850.1	jg17596, jg6748, jg6704
OG0002523	XP_002872428.1	jg7230
OG0002523	XP_020878781.1	jg7227
OG0002523	XP_002872432.1	jg7231
OG0002524	XP_020890217.1	jg21560
OG0002524	XP_020890233.1	jg21557
OG0002524	XP_020890253.1	jg21559
OG0002524	XP_020870533.1	jg21883
OG0002525	XP_002863509.1	jg20576
OG0002530	XP_002867336.1	jg9348
OG0002530	XP_020884908.1	jg16864
OG0002531	XP_020872879.1	jg8344
OG0002532	XP_002866337.1	jg22888
OG0002532	XP_020880068.1	jg14446, jg16552
OG0002533	XP_020880104.1	jg14677
OG0002533	XP_020882761.1	jg23318
OG0002534	XP_020881046.1	jg14593
OG0002534	XP_020881044.1	jg14594
OG0002535	XP_002876790.1	jg13008
OG0002536	XP_020888664.1	jg24168
OG0002536	XP_002871766.1	jg5577
OG0002537	XP_020889646.1	jg3330
OG0002537	XP_020889645.1	jg3331, jg3332
OG0002538	XP_020891406.1	jg3252
OG0002538	XP_020878647.1	jg5462
OG0002539	XP_020876584.1	jg5417
OG0002540	XP_020876589.1	jg5386
OG0002540	XP_002882213.1	jg24025
OG0002541	XP_020877572.1	jg5310
OG0002541	XP_002882183.1	jg23955
OG0002542	XP_002873671.1	jg5272
OG0002542	XP_020888156.1	jg23936
OG0002543	XP_020880619.1	jg15280
OG0002543	XP_002879660.2	jg18877
OG0002544	XP_020876835.1	jg5035
OG0002544	XP_020876158.1	jg6513
OG0002545	XP_020885073.1	jg23441
OG0002545	XP_020879187.1	jg4773
OG0002546	XP_020881770.1	jg23373
OG0002546	XP_002871364.1	jg4741
OG0002547	XP_020876401.1	jg7879
OG0002547	XP_002892157.1	jg28650
OG0002548	XP_002892166.1	jg28666
OG0002548	XP_002872787.1	jg7929
OG0002549	XP_020868755.1	jg29115
OG0002549	XP_020885600.1	jg17867
OG0002550	XP_020882797.1	jg17989
OG0002550	XP_002892391.1	jg29080
OG0002551	XP_002881133.1	jg18130
OG0002551	XP_002889613.1	jg29015
OG0002552	XP_002879388.1	jg18314
OG0002552	XP_002892271.1	jg28851
OG0002553	XP_020883271.1	jg18417
OG0002553	XP_020870370.1	jg28780
OG0002554	XP_020867549.1	jg28732
OG0002554	XP_020865645.1	jg20806
OG0002555	XP_020886783.1	jg20785
OG0002556	XP_020885082.1	jg18450
OG0002556	XP_020867716.1	jg31330
OG0002557	XP_020885551.1	jg18483
OG0002557	XP_020869819.1	jg31351
OG0002558	XP_002879555.1	jg18677
OG0002558	XP_002893712.1	jg31862
OG0002559	XP_020880626.1	jg14918
OG0002559	XP_002866727.1	jg23700
OG0002560	XP_020883947.1	jg23549
OG0002561	XP_020868974.1	jg23471
OG0002561	XP_002871385.1	jg4796
OG0002563	XP_020871074.1	jg23194
OG0002563	XP_020879627.1	jg14534
OG0002564	XP_020871894.1	jg23160
OG0002564	XP_002873301.1	jg4552
OG0002565	XP_002873310.1	jg4589
OG0002565	XP_002864745.2	jg23112
OG0002566	XP_020878264.1	jg6284
OG0002566	XP_020882639.1	jg14768
OG0002567	XP_020881728.1	jg14299
OG0002567	XP_020882561.1	jg22979
OG0002568	XP_002864674.1	jg22967
OG0002568	XP_002877422.1	jg14333
OG0002569	XP_002864663.1	jg22940
OG0002569	XP_002877437.1	jg14362
OG0002570	XP_020880187.1	jg14504
OG0002570	XP_020887973.1, XP_020891114.1	jg22804
OG0002571	XP_020868088.1	jg30058
OG0002571	XP_020867072.1	jg22739
OG0002572	XP_020890710.1	jg3763
OG0002572	XP_020873107.1	jg8345
OG0002574	XP_020883273.1	jg22645
OG0002574	XP_020873650.1	jg9877
OG0002575	XP_002881951.1, XP_020882987.1	jg19764
OG0002576	XP_020871687.1	jg22519
OG0002577	XP_002864390.1	jg22371
OG0002577	XP_020871612.1	jg22377
OG0002578	XP_002870403.1	jg11858
OG0002579	XP_002872846.1	jg7987
OG0002579	XP_020876087.1	jg7986
OG0002580	XP_020879448.1	jg4515
OG0002580	XP_002882768.1	jg25176
OG0002581	XP_002876412.1	jg15746
OG0002582	XP_002882687.1	jg25000
OG0002582	XP_020875939.1	jg4225
OG0002583	XP_002873138.1	jg4163
OG0002583	XP_002884788.2	jg24962
OG0002584	XP_020886662.1	jg24807
OG0002584	XP_002873012.1	jg3870
OG0002585	XP_002877011.1	jg13403
OG0002585	XP_002870660.1	jg12721
OG0002586	XP_020868016.1	jg30035
OG0002586	XP_002889301.1	jg3744
OG0002587	XP_002889214.1	jg3564
OG0002587	XP_020890456.1	jg3565
OG0002588	XP_020890853.1	jg3316
OG0002588	XP_020870745.1	jg30639
OG0002589	XP_002887636.1	jg3302
OG0002590	XP_020890990.1	jg3286
OG0002590	XP_002890391.1	jg30594
OG0002591	XP_020867039.1	jg30559
OG0002591	XP_002889058.1	jg3265
OG0002592	XP_002893093.1	jg30548
OG0002592	XP_020891362.1	jg3254
OG0002593	XP_002874341.1	jg6607
OG0002594	XP_002876667.1	jg16293
OG0002595	XP_002872923.1	jg8154
OG0002595	XP_020866799.1	jg33801
OG0002596	XP_002891792.1	jg33645
OG0002596	XP_002885006.1	jg25410
OG0002597	XP_020866688.1	jg33643
OG0002597	XP_002885010.1	jg25414
OG0002598	XP_020869094.1	jg33628
OG0002599	XP_020889074.1	jg25441
OG0002599	XP_020867403.1	jg33613
OG0002600	XP_020882261.1	jg15200
OG0002600	XP_020883183.1	jg18762
OG0002601	XP_020888506.1	jg26636
OG0002601	XP_002868312.1	jg11378
OG0002602	XP_020874619.1	jg11281
OG0002602	XP_002883378.1, XP_020872696.1	jg26516
OG0002603	XP_002868197.1	jg11152
OG0002604	XP_002887537.2	jg3088
OG0002605	XP_020870102.1	jg31168
OG0002605	XP_002888670.1	jg2419
OG0002606	XP_020891658.1	jg2439
OG0002606	XP_002893418.1	jg31157
OG0002607	XP_020885648.1	jg18522
OG0002607	XP_020877450.1	jg7065
OG0002608	XP_002863539.1, XP_002863540.1	jg20646
OG0002609	XP_020886580.1	jg26053
OG0002609	XP_002894203.1	jg33084
OG0002610	XP_020866727.1	jg33145
OG0002610	XP_002894230.1	jg33144
OG0002611	XP_020868237.1	jg33220
OG0002612	XP_002885090.1	jg25593
OG0002612	XP_002891720.1	jg33486
OG0002613	XP_020869201.1	jg33488
OG0002613	XP_002885088.1	jg25589, jg17500
OG0002614	XP_020886298.1	jg25587
OG0002615	XP_020882251.1	jg13593
OG0002615	XP_020882253.1	jg13592
OG0002616	XP_020882151.1	jg14973
OG0002616	XP_020873346.1	jg14972
OG0002617	XP_020887385.1	jg27502
OG0002618	XP_002884160.1	jg27671
OG0002618	XP_002869143.1	jg8902
OG0002619	XP_020887996.1	jg27753
OG0002619	XP_020889089.1	jg25731
OG0002620	XP_002886076.1	jg27774
OG0002620	XP_002867094.1	jg8851
OG0002621	XP_002884019.1	jg27780
OG0002621	XP_020873159.1	jg8846
OG0002622	XP_002867769.1	jg10288
OG0002623	XP_002872575.1	jg7498
OG0002623	XP_002872576.1	jg7499
OG0002624	XP_002876706.1	jg16379
OG0002624	XP_020883659.1	jg20229
OG0002625	XP_020881570.1	jg16197
OG0002625	XP_020885422.1	jg19994
OG0002626	XP_002878296.1	jg16031
OG0002626	XP_002881933.1	jg19732
OG0002627	XP_020884977.1	jg19518
OG0002628	XP_020881346.1	jg15801
OG0002629	XP_020881525.1	jg15747
OG0002629	XP_020883739.1	jg19446
OG0002630	XP_020883741.1	jg19299
OG0002631	XP_002876286.1	jg15456
OG0002631	XP_020884011.1	jg19113, jg19155
OG0002632	XP_020886005.1	jg26603
OG0002632	XP_020889298.1	jg26604
OG0002633	XP_002879710.1	jg18949
OG0002633	XP_002876231.1	jg15327
OG0002634	XP_020872061.1	jg9670
OG0002634	XP_002864247.1	jg22073
OG0002635	XP_002883662.1	jg26998
OG0002635	XP_002868433.1	jg11969
OG0002636	XP_002868761.1	jg12406
OG0002636	XP_002888582.1	jg2246
OG0002637	XP_020873134.1	jg9492
OG0002637	XP_002883974.1	jg28167
OG0002638	XP_002881662.1	jg19176
OG0002638	XP_002881661.2	jg19175
OG0002639	XP_002878947.1, XP_002876803.1	jg13035
OG0002639	XP_020869878.1	jg31201
OG0002640	XP_020866518.1	jg28510
OG0002641	XP_002886677.1	jg1110
OG0002641	XP_020875423.1	jg8358
OG0002641	XP_020885004.1	jg16536
OG0002642	XP_002868891.1	jg8388
OG0002642	XP_020884481.1	jg16572
OG0002643	XP_020878179.1	jg7395
OG0002643	XP_020866612.1	jg31956
OG0002644	XP_020886602.1	jg28324
OG0002644	XP_002869519.1	jg9623
OG0002645	XP_002878329.1	jg16092
OG0002645	XP_002881988.1	jg19853
OG0002646	XP_002881911.1	jg19693
OG0002646	XP_002881915.1	jg19697
OG0002647	XP_002873875.1	jg5659
OG0002647	XP_002884418.1	jg24249
OG0002648	XP_002882495.1	jg24633
OG0002648	XP_002865716.1	jg21539
OG0002649	XP_020886598.1	jg24853
OG0002649	XP_020878516.1	jg3940
OG0002650	XP_002884736.1	jg24869
OG0002650	XP_020887255.1	jg24867
OG0002650	XP_020887256.1	jg24868
OG0002651	XP_002882740.1	jg25114
OG0002651	XP_002871210.2	jg4397
OG0002652	XP_002884942.1	jg25279
OG0002652	XP_002884943.1	jg25280
OG0002653	XP_002891444.1	jg32939
OG0002653	XP_020887875.1	jg25917
OG0002654	XP_002880464.2	jg16716
OG0002654	XP_020873927.1	jg8558
OG0002655	XP_002877155.1	jg13722
OG0002655	XP_020872983.1	jg12519
OG0002656	XP_020875312.1	jg11311
OG0002656	XP_002883395.1	jg26547
OG0002657	XP_020887853.1	jg26535
OG0002657	XP_002868272.1	jg11300
OG0002658	XP_020886695.1	jg26460
OG0002658	XP_020886696.1	jg26457
OG0002659	XP_020885967.1	jg26404
OG0002659	XP_020885038.1	jg18224
OG0002659	XP_002894412.2	jg33489
OG0002660	XP_020873886.1	jg12238
OG0002660	XP_020890184.1	jg2070
OG0002661	XP_020876658.1	jg6869
OG0002661	XP_020876655.1	jg6868
OG0002662	XP_002874967.1	jg8074
OG0002663	XP_020879812.1	jg13727
OG0002663	XP_020869288.1	jg28639
OG0002664	XP_020886019.1	jg27466
OG0002664	XP_020886216.1	jg27463, jg27470, jg27453, jg27459
OG0002664	XP_020870904.1	jg29110
OG0002665	XP_002889763.1	jg29334
OG0002665	XP_020868778.1	jg1282
OG0002666	XP_020870947.1	jg29386
OG0002666	XP_002888209.1	jg1124
OG0002668	XP_020866044.1	jg29557
OG0002669	XP_020869394.1	jg28425
OG0002669	XP_002889895.2	jg29618
OG0002670	XP_020869223.1	jg29855
