Orthogroup	Arabidopsis_lyrata_NCBI	Rorippa_islandica
OG0003521	XP_002880900.1	Roisl.0204s0110.1.p
OG0003521	XP_002880899.1	Roisl.0204s0111.1.p
OG0003522	XP_002880977.1, XP_002879143.1	Roisl.0204s0035.1.p
OG0003523	XP_002880933.1	Roisl.0082s0592.1.p
OG0003525	XP_020873008.1, XP_020885186.1	Roisl.0033s0060.1.p
OG0003526	XP_002879318.1, XP_020889919.1	Roisl.0033s0166.1.p
OG0003527	XP_020883260.1	Roisl.0017s0521.1.p
OG0003528	XP_002881182.1	Roisl.0017s0500.1.p
OG0003529	XP_020884594.1	Roisl.0017s0424.1.p
OG0003530	XP_020868853.1	Roisl.0210s0358.1.p
OG0003530	XP_020874933.1	Roisl.0012s0147.1.p
OG0003531	XP_020867532.1	Roisl.0213s0234.1.p
OG0003532	XP_020868094.1	Roisl.0213s0345.1.p
OG0003533	XP_020880937.1	Roisl.0024s0556.1.p
OG0003534	XP_020871490.1	Roisl.0024s0532.1.p, Roisl.0214s0298.1.p, Roisl.0214s0305.1.p
OG0003535	XP_020876709.1	Roisl.0210s0763.1.p
OG0003535	XP_002864956.1	Roisl.0024s0437.1.p
OG0003536	XP_020880558.1	Roisl.0080s0027.1.p, Roisl.0210s0456.1.p
OG0003537	XP_002866457.1	Roisl.0080s0070.1.p
OG0003538	XP_002885738.2, XP_020877849.1	Roisl.0046s0248.1.p
OG0003540	XP_002872027.1	Roisl.0210s1960.1.p, Roisl.0210s1961.1.p, Roisl.0210s1958.1.p
OG0003542	XP_002887507.1	Roisl.0019s0097.1.p
OG0003542	XP_002872449.1	Roisl.0060s0016.1.p, Roisl.0060s0014.1.p
OG0003543	XP_020871978.1, XP_020871980.1	Roisl.0080s0332.1.p
OG0003544	XP_002864630.1	Roisl.0080s0344.1.p
OG0003545	XP_020878292.1	Roisl.0080s0466.1.p
OG0003546	XP_020886257.1	Roisl.0080s0517.1.p
OG0003547	XP_020869625.1	Roisl.0091s1087.1.p
OG0003548	XP_002864404.1	Roisl.0080s0770.1.p
OG0003549	XP_002871257.1	Roisl.0210s0458.1.p
OG0003550	XP_020875928.1	Roisl.0042s0065.1.p
OG0003551	XP_020875913.1	Roisl.0042s0149.1.p
OG0003552	XP_002872415.1, XP_002883988.1	Roisl.0214s0346.1.p
OG0003554	XP_020880916.1	Roisl.0011s0547.1.p
OG0003554	XP_020875680.1	Roisl.0009s0178.1.p
OG0003555	XP_020889909.1	Roisl.0115s0227.1.p
OG0003555	XP_020869019.1	Roisl.0179s0110.1.p
OG0003556	XP_020867884.1	Roisl.0004s0067.1.p, Roisl.0191s0072.1.p
OG0003557	XP_002884046.1	Roisl.0066s0215.1.p
OG0003557	XP_020872793.1	Roisl.0001s0143.1.p
OG0003558	XP_002891532.2	Roisl.0006s0042.1.p, Roisl.0006s0041.1.p
OG0003559	XP_002870318.2	Roisl.0075s0185.1.p
OG0003560	XP_002870305.2	Roisl.0075s0208.1.p
OG0003562	XP_020874492.1	Roisl.0002s0100.1.p
OG0003563	XP_020891682.1	Roisl.0019s0155.1.p, Roisl.0019s0157.1.p
OG0003564	XP_020870019.1	Roisl.0007s0238.1.p
OG0003565	XP_020880307.1, XP_002875277.1	Roisl.0011s0338.1.p, Roisl.0011s0340.1.p
OG0003566	XP_020889786.1	Roisl.0019s0586.1.p
OG0003567	XP_002863463.1	Roisl.0005s0279.1.p
OG0003567	XP_020884421.1	Roisl.0005s0280.1.p
OG0003568	XP_020879286.1	Roisl.0214s0283.1.p
OG0003568	XP_020866775.1	Roisl.0055s0041.1.p
OG0003570	XP_020887735.1	Roisl.0210s2131.1.p, Roisl.0058s0064.1.p
OG0003571	XP_020873951.1	Roisl.0091s0249.1.p
OG0003572	XP_002867920.1	Roisl.0091s0324.1.p
OG0003573	XP_002868128.1	Roisl.0002s0010.1.p
OG0003574	XP_020882553.1	Roisl.0046s1160.1.p
OG0003575	XP_002876696.1	Roisl.0018s0433.1.p
OG0003576	XP_002880908.2	Roisl.0204s0088.1.p
OG0003576	XP_020871700.1, XP_020881920.1, XP_002886994.2	Roisl.0018s0362.1.p
OG0003576	XP_002886993.1, XP_020881701.1	Roisl.0018s0363.1.p
OG0003577	XP_020885022.1	Roisl.0035s0033.1.p
OG0003577	XP_002878443.1	Roisl.0018s0351.1.p
OG0003578	XP_002871173.1, XP_002878395.1	Roisl.0091s0792.1.p
OG0003579	XP_020891427.1	Roisl.0046s0094.1.p
OG0003579	XP_002878347.1	Roisl.0018s0196.1.p
OG0003580	XP_020882623.1	Roisl.0046s1618.1.p
OG0003581	XP_002876456.1	Roisl.0026s0076.1.p
OG0003581	XP_020883485.1	Roisl.0028s0379.1.p
OG0003582	XP_002876432.1	Roisl.0026s0126.1.p
OG0003583	XP_020881993.1	Roisl.0046s1508.1.p
OG0003584	XP_020881332.1, XP_020881941.1	Roisl.0046s1304.1.p
OG0003585	XP_020865975.1	Roisl.0082s0099.1.p
OG0003586	XP_020872128.1	Roisl.0024s0038.1.p
OG0003587	XP_020879842.1	Roisl.0046s1603.1.p
OG0003588	XP_020884767.1, XP_020869539.1	Roisl.0028s0326.1.p
OG0003589	XP_002876097.2	Roisl.0046s1114.1.p
OG0003589	XP_002879749.2	Roisl.0017s0215.1.p
OG0003590	XP_020882727.1	Roisl.0017s0131.1.p, Roisl.0017s0130.1.p
OG0003591	XP_020883639.1	Roisl.0028s0800.1.p
OG0003591	XP_020879353.1	Roisl.0030s0071.1.p
OG0003592	XP_020880394.1	Roisl.0037s0066.1.p
OG0003593	XP_020868508.1	Roisl.0193s0014.1.p
OG0003594	XP_002872581.1, XP_002872579.1	Roisl.0213s0570.1.p
OG0003595	XP_020876536.1, XP_002891400.2	Roisl.0046s0318.1.p
OG0003596	XP_002874393.1	Roisl.0046s0429.1.p
OG0003597	XP_002892198.1	Roisl.0210s0347.1.p
OG0003599	XP_020878832.1	Roisl.0210s1534.1.p
OG0003599	XP_020887048.1	Roisl.0016s0346.1.p
OG0003600	XP_020886538.1	Roisl.0039s0164.1.p
OG0003601	XP_020886410.1	Roisl.0074s0744.1.p
OG0003602	XP_020888642.1	Roisl.0046s0586.1.p
OG0003603	XP_020888095.1	Roisl.0074s0335.1.p
OG0003603	XP_002891684.1	Roisl.0006s0286.1.p
OG0003604	XP_002878742.1	Roisl.0004s0010.1.p
OG0003604	XP_002869352.1	Roisl.0003s0117.1.p
OG0003605	XP_002883260.1, XP_002883259.1	Roisl.0115s0388.1.p, Roisl.0008s0175.1.p
OG0003606	XP_002894293.1	Roisl.0006s0163.1.p
OG0003606	XP_020889052.1	Roisl.0115s0392.1.p
OG0003607	XP_020874430.1	Roisl.0075s0171.1.p
OG0003608	XP_020885958.1	Roisl.0053s0360.1.p
OG0003609	XP_020879635.1	Roisl.0011s0107.1.p
OG0003610	XP_020869497.1	Roisl.0194s0050.1.p
OG0003611	XP_002891914.1	Roisl.0071s0011.1.p
OG0003612	XP_002876143.1	Roisl.0046s1211.1.p, Roisl.0046s1210.1.p
OG0003613	XP_020867677.1	Roisl.0191s0138.1.p
OG0003613	XP_020869586.1	Roisl.0210s0078.1.p
OG0003614	XP_020866863.1, XP_020866864.1	Roisl.0006s0556.1.p, Roisl.0210s0224.1.p
OG0003616	XP_002889585.1	Roisl.0091s0877.1.p
OG0003617	XP_020867774.1	Roisl.0091s0899.1.p
OG0003617	XP_002889598.1	Roisl.0091s0900.1.p
OG0003618	XP_002889686.1	Roisl.0091s1112.1.p
OG0003619	XP_002892547.1, XP_020867092.1, XP_020867088.1	Roisl.0021s0059.1.p
OG0003620	XP_020890275.1	Roisl.0214s0659.1.p
OG0003621	XP_020870804.1, XP_020867234.1	Roisl.0021s0125.1.p
OG0003622	XP_020870434.1	Roisl.0021s0188.1.p
OG0003623	XP_002889920.1	Roisl.0021s0311.1.p
OG0003624	XP_020869818.1	Roisl.0007s0652.1.p
OG0003627	XP_020866804.1	Roisl.0007s0059.1.p
OG0003627	XP_020870109.1	Roisl.0007s0061.1.p
OG0003628	XP_002865328.1	Roisl.0012s0333.1.p, Roisl.0012s0332.1.p
OG0003629	XP_020874398.1	Roisl.0001s0009.1.p
OG0003630	XP_020875544.1	Roisl.0003s0336.1.p
OG0003630	XP_020883056.1	Roisl.0082s0502.1.p
OG0003631	XP_002867157.1	Roisl.0008s0324.1.p
OG0003632	XP_020882686.1	Roisl.0023s0070.1.p
OG0003632	XP_020873104.1	Roisl.0003s0233.1.p
OG0003633	XP_002893330.1	Roisl.0191s0269.1.p
OG0003634	XP_020876329.1	Roisl.0191s0498.1.p
OG0003634	XP_020875897.1	Roisl.0001s0413.1.p
OG0003635	XP_002889593.1	Roisl.0091s0892.1.p
OG0003635	XP_020885483.1	Roisl.0033s0138.1.p
OG0003636	XP_020884597.1	Roisl.0082s0703.1.p
OG0003638	XP_002882507.1	Roisl.0019s0823.1.p, Roisl.0019s0825.1.p, Roisl.0079s0086.1.p, Roisl.0019s0824.1.p
OG0003639	XP_002865814.1, XP_002865812.1	Roisl.0214s0236.1.p, Roisl.0214s0238.1.p, Roisl.0214s0239.1.p
OG0003639	XP_002865810.1	Roisl.0214s0237.1.p, Roisl.0214s0235.1.p
OG0003640	XP_020878146.1	Roisl.0024s0238.1.p
OG0003640	XP_020878136.1, XP_002880623.1	Roisl.0024s0239.1.p
OG0003641	XP_020882965.1	Roisl.0012s0362.1.p
OG0003642	XP_002877677.1, XP_020882497.1	Roisl.0046s0880.1.p
OG0003644	XP_020877171.1	Roisl.0066s0275.1.p, Roisl.0213s0479.1.p
OG0003645	XP_002867791.1	Roisl.0091s0110.1.p
OG0003645	XP_002867793.1	Roisl.0091s0112.1.p
OG0003646	XP_020871254.1	Roisl.0189s0159.1.p, Roisl.0189s0158.1.p
OG0003647	YP_009357275.1	Roisl.0003s0304.1.p
OG0003648	XP_002867199.1	Roisl.0003s0350.1.p
OG0003648	XP_002884189.1	Roisl.0003s0351.1.p, Roisl.0044s0060.1.p
OG0003656	XP_020880349.1	Roisl.0046s0765.1.p
OG0003657	XP_002875869.1	Roisl.0046s0689.1.p
OG0003657	XP_002864802.1	Roisl.0024s0126.1.p
OG0003658	XP_020874522.1	Roisl.0091s0400.1.p
OG0003659	XP_020887209.1, XP_002871668.1	Roisl.0016s0130.1.p
OG0003660	XP_020873410.1	Roisl.0091s0084.1.p
OG0003661	XP_002871505.1	Roisl.0210s0917.1.p
OG0003662	XP_002871482.1	Roisl.0210s0881.1.p
OG0003664	XP_020877279.1	Roisl.0210s0676.1.p, Roisl.0210s0675.1.p
OG0003665	XP_020888544.1	Roisl.0074s0935.1.p
OG0003666	XP_002889626.2	Roisl.0091s0961.1.p
OG0003666	XP_002881095.1	Roisl.0033s0041.1.p
OG0003668	XP_020873707.1	Roisl.0022s0205.1.p
OG0003670	XP_002874139.1	Roisl.0210s2024.1.p
OG0003671	XP_002874214.1, XP_002874213.1	Roisl.0046s0145.1.p
OG0003672	XP_020877860.1	Roisl.0046s0252.1.p
OG0003673	XP_002871964.1	Roisl.0210s1825.1.p
OG0003674	XP_002875648.1	Roisl.0037s0031.1.p
OG0003674	XP_002871993.1	Roisl.0210s1878.1.p
OG0003675	XP_020867254.1	Roisl.0080s0229.1.p
OG0003676	XP_002866363.1	Roisl.0080s0267.1.p
OG0003677	XP_020885167.1, XP_020885651.1, XP_020885650.1	Roisl.0028s0826.1.p, Roisl.0028s0827.1.p
OG0003678	XP_020871323.1, XP_002869613.1	Roisl.0080s0691.1.p
OG0003679	XP_020871608.1	Roisl.0080s0778.1.p
OG0003680	XP_020881246.1	Roisl.0046s0894.1.p
OG0003680	XP_002877684.2	Roisl.0046s0893.1.p
OG0003681	XP_002877622.1	Roisl.0046s0790.1.p
OG0003682	XP_020877931.1	Roisl.0210s0612.1.p
OG0003682	XP_020876135.1	Roisl.0082s0440.1.p
OG0003684	XP_002875391.1	Roisl.0011s0549.1.p
OG0003686	XP_020873930.1	Roisl.0009s0011.1.p
OG0003686	XP_020890377.1	Roisl.0050s0015.1.p
OG0003688	XP_020889659.1, XP_002864104.1	Roisl.0115s0085.1.p
OG0003689	XP_020878073.1, XP_020890986.1	Roisl.0115s0089.1.p
OG0003690	XP_020876967.1	Roisl.0046s0432.1.p
OG0003691	XP_002887571.1	Roisl.0115s0546.1.p, Roisl.0004s0393.1.p, Roisl.0004s0395.1.p, Roisl.0004s0394.1.p
OG0003692	XP_020869953.1	Roisl.0007s0776.1.p
OG0003693	XP_020867205.1	Roisl.0006s0383.1.p
OG0003693	XP_002882925.1	Roisl.0074s0435.1.p
OG0003694	XP_020871335.1	Roisl.0214s0163.1.p
OG0003695	XP_002870224.1, XP_020875487.1	Roisl.0002s0137.1.p
OG0003696	XP_020887142.1	Roisl.0214s0468.1.p
OG0003697	XP_020872650.1	Roisl.0044s0035.1.p
OG0003698	XP_020881928.1	Roisl.0025s0044.1.p
OG0003698	XP_002870721.1	Roisl.0009s0233.1.p
OG0003699	XP_002874994.1	Roisl.0191s0537.1.p
OG0003700	XP_002863417.1	Roisl.0005s0197.1.p
OG0003701	XP_020889108.1, XP_002883080.1	Roisl.0074s0170.1.p
OG0003702	XP_020884058.1	Roisl.0028s0241.1.p
OG0003703	XP_020878170.1	Roisl.0012s0365.1.p
OG0003703	XP_002865303.1	Roisl.0012s0370.1.p
OG0003704	XP_020866344.1, XP_020866431.1, XP_020866203.1	Roisl.0006s0159.1.p
OG0003706	XP_020867756.1	Roisl.0007s0649.1.p
OG0003707	XP_002894329.1	Roisl.0006s0227.1.p
OG0003709	XP_020883192.1	Roisl.0028s0765.1.p
OG0003709	XP_020867419.1	Roisl.0111s0001.1.p
OG0003710	XP_002879578.1, XP_002879577.1	Roisl.0028s1007.1.p
OG0003711	XP_002883576.1, XP_002878005.1	Roisl.0046s1479.1.p
OG0003712	XP_020891674.1	Roisl.0024s0617.1.p, Roisl.0024s0616.1.p
OG0003713	XP_020865877.1, XP_020882222.1	Roisl.0018s0360.1.p
OG0003714	XP_020882704.1	Roisl.0035s0078.1.p
OG0003715	XP_020869453.1, XP_020881579.1	Roisl.0213s0018.1.p, Roisl.0018s0258.1.p, Roisl.0002s0212.1.p
OG0003716	XP_002876597.1	Roisl.0018s0226.1.p
OG0003717	XP_020880541.1, XP_020880542.1, XP_020880527.1	Roisl.0018s0033.1.p
OG0003718	XP_020879805.1	Roisl.0046s1571.1.p
OG0003719	XP_020883225.1	Roisl.0017s0352.1.p
OG0003720	XP_020876074.1, XP_020869876.1	Roisl.0210s1428.1.p
OG0003721	XP_020867103.1	Roisl.0015s0069.1.p
OG0003722	XP_002886178.1	Roisl.0066s0298.1.p, Roisl.0066s0047.1.p
OG0003723	XP_020889508.1, XP_002875261.1	Roisl.0011s0316.1.p
OG0003724	XP_002886243.1, XP_002886244.1	Roisl.0066s0001.1.p
OG0003725	XP_020869480.1, XP_020886284.1	Roisl.0206s0033.1.p
OG0003727	XP_020874271.1	Roisl.0210s2222.1.p
OG0003728	XP_020883240.1, XP_002878669.1, XP_002878671.1	Roisl.0021s0569.1.p
OG0003729	XP_002872216.1, XP_002872217.1	Roisl.0046s0310.1.p
OG0003730	XP_002882424.1	Roisl.0039s0082.1.p
OG0003730	XP_002874347.1	Roisl.0046s0381.1.p
OG0003731	XP_020884359.1	Roisl.0028s0601.1.p
OG0003732	XP_020885429.1	Roisl.0028s0075.1.p
OG0003733	XP_002880081.1	Roisl.0028s0183.1.p
OG0003734	XP_020885154.1	Roisl.0028s0195.1.p
OG0003735	XP_002881931.1	Roisl.0028s0215.1.p
OG0003736	XP_020887546.1	Roisl.0079s0012.1.p
OG0003737	XP_020889566.1	Roisl.0079s0152.1.p
OG0003738	XP_020887425.1	Roisl.0079s0204.1.p
OG0003739	XP_020886608.1	Roisl.0074s0559.1.p
OG0003739	XP_020886609.1	Roisl.0074s0558.1.p
OG0003740	XP_020888857.1	Roisl.0074s0510.1.p
OG0003741	XP_020866390.1	Roisl.0007s0606.1.p
OG0003741	XP_002882974.1	Roisl.0074s0342.1.p
OG0003742	XP_020887108.1	Roisl.0074s0124.1.p
OG0003742	XP_020885312.1	Roisl.0046s0636.1.p
OG0003743	XP_020891526.1, XP_002885263.2	Roisl.0074s0075.1.p
OG0003744	XP_002883316.1	Roisl.0115s0529.1.p
OG0003747	XP_020871011.1, XP_020871015.1	Roisl.0091s0827.1.p
OG0003749	XP_002889269.2	Roisl.0115s0140.1.p
OG0003749	XP_020867568.1	Roisl.0007s0532.1.p
OG0003750	XP_002890193.1	Roisl.0007s0437.1.p, Roisl.0209s0730.1.p
OG0003751	XP_020867934.1	Roisl.0007s0396.1.p
OG0003752	XP_002887358.1	Roisl.0019s0396.1.p, Roisl.0019s0395.1.p
OG0003753	XP_002887322.1	Roisl.0019s0464.1.p
OG0003754	XP_002883744.2	Roisl.0038s0017.1.p
OG0003754	XP_020874268.1	Roisl.0015s0162.1.p
OG0003755	XP_002887880.1, XP_002868564.1	Roisl.0050s0039.1.p
OG0003756	XP_002869916.1	Roisl.0091s0237.1.p
OG0003757	XP_002866154.1, XP_002894097.1	Roisl.0013s0131.1.p, Roisl.0204s0137.1.p
OG0003758	XP_020885903.1, XP_020875753.1, XP_020885902.1, XP_002877070.1	Roisl.0017s0489.1.p, Roisl.0013s0085.1.p
OG0003759	XP_020866043.1, XP_020870656.1	Roisl.0013s0017.1.p
OG0003760	XP_020875567.1, XP_020875569.1	Roisl.0115s0742.1.p
OG0003761	XP_002868921.1	Roisl.0001s0507.1.p, Roisl.0210s2213.1.p
OG0003762	XP_002866875.1	Roisl.0001s0503.1.p
OG0003763	XP_020885421.1, XP_002866911.1	Roisl.0046s0591.1.p
OG0003764	XP_020872765.1	Roisl.0001s0283.1.p
OG0003765	XP_002869645.2	Roisl.0022s0244.1.p
OG0003767	XP_002872895.2, XP_020879215.1	Roisl.0191s0518.1.p
OG0003768	XP_020874857.1	Roisl.0022s0497.1.p
OG0003769	XP_002893633.1	Roisl.0213s0316.1.p
OG0003772	XP_002868527.2	Roisl.0064s0011.1.p
OG0003773	XP_002868268.2	Roisl.0204s0006.1.p
OG0003774	XP_002870319.1	Roisl.0033s0099.1.p
OG0003775	XP_020885014.1, XP_020883894.1, XP_020885827.1, XP_020886339.1, XP_020880740.1, XP_020884094.1, XP_020884289.1, XP_020885822.1, XP_020884287.1	Roisl.0204s0054.1.p
OG0003776	XP_020873993.1	Roisl.0002s0012.1.p
OG0003777	XP_020875425.1	Roisl.0002s0071.1.p, Roisl.0012s0114.1.p
OG0003778	XP_002879304.1, XP_002879305.2	Roisl.0033s0136.1.p, Roisl.0033s0135.1.p
OG0003790	XP_002871761.1	Roisl.0210s1429.1.p
OG0003791	XP_020879301.1	Roisl.0027s0029.1.p, Roisl.0209s0315.1.p
OG0003792	XP_002873757.2	Roisl.0210s1308.1.p
OG0003793	XP_002873620.1	Roisl.0014s0022.1.p, Roisl.0014s0021.1.p, Roisl.0210s1057.1.p
OG0003794	XP_020886082.1, XP_020878335.1	Roisl.0210s0913.1.p
OG0003795	XP_020876721.1	Roisl.0209s0348.1.p
OG0003795	XP_002871436.1	Roisl.0210s0787.1.p
OG0003796	XP_002871384.1	Roisl.0210s0686.1.p
OG0003797	XP_002871322.2	Roisl.0210s0582.1.p
OG0003797	XP_020877437.1	Roisl.0210s2004.1.p
OG0003798	XP_020873540.1	Roisl.0022s0126.1.p
OG0003799	XP_020883808.1, XP_020884683.1	Roisl.0082s0571.1.p
OG0003800	XP_020871544.1, XP_020884622.1	Roisl.0033s0107.1.p, Roisl.0033s0165.1.p
OG0003801	XP_020869990.1	Roisl.0091s0837.1.p
OG0003801	XP_002881191.1	Roisl.0017s0487.1.p
OG0003802	XP_020873923.1, XP_020884074.1	Roisl.0017s0453.1.p
OG0003803	XP_002879453.1	Roisl.0028s0743.1.p
OG0003803	XP_002892218.1	Roisl.0210s0383.1.p
OG0003804	XP_020867634.1, XP_020873402.1	Roisl.0022s0166.1.p
OG0003805	XP_002872362.1, XP_002870759.1	Roisl.0009s0294.1.p
OG0003806	XP_020866127.1, XP_002891132.2	Roisl.0213s0439.1.p
OG0003807	XP_020866349.1	Roisl.0040s0065.1.p
OG0003808	XP_020870218.1	Roisl.0024s0550.1.p
OG0003809	XP_020869726.1	Roisl.0024s0250.1.p
OG0003810	XP_020871967.1	Roisl.0008s0017.1.p, Roisl.0024s0191.1.p
OG0003811	XP_020867357.1	Roisl.0024s0130.1.p
OG0003812	XP_002891694.1	Roisl.0082s0031.1.p
OG0003813	XP_020878534.1	Roisl.0015s0012.1.p
OG0003813	XP_002864950.1	Roisl.0024s0420.1.p
OG0003814	XP_002874129.2, XP_020875811.1	Roisl.0210s2009.1.p
OG0003815	XP_002871479.1	Roisl.0210s0870.1.p
OG0003816	XP_002874046.2	Roisl.0210s1869.1.p
OG0003817	XP_020885782.1	Roisl.0080s0200.1.p
OG0003818	XP_020888162.1	Roisl.0080s0495.1.p
OG0003819	XP_002869607.1	Roisl.0022s0311.1.p
OG0003821	XP_020883500.1	Roisl.0080s0830.1.p
OG0003822	XP_020870700.1	Roisl.0052s0017.1.p
OG0003823	XP_002873298.1	Roisl.0214s0039.1.p, Roisl.0210s0451.1.p
OG0003824	XP_020875966.1	Roisl.0042s0047.1.p
OG0003826	XP_002863969.1	Roisl.0020s0144.1.p, Roisl.0198s0022.1.p
OG0003827	XP_002871088.1	Roisl.0030s0165.1.p
OG0003828	XP_002869042.2	Roisl.0001s0241.1.p, Roisl.0001s0243.1.p
OG0003830	XP_020890441.1	Roisl.0115s0238.1.p, Roisl.0007s0452.1.p
OG0003832	XP_020879915.1	Roisl.0011s0304.1.p
OG0003833	XP_002894530.2	Roisl.0021s0515.1.p
OG0003834	XP_020867241.1, XP_020867645.1	Roisl.0006s0513.1.p
OG0003835	XP_020880433.1	Roisl.0010s0090.1.p
OG0003835	XP_020879832.1	Roisl.0010s0091.1.p
OG0003836	XP_002875738.1	Roisl.0209s0273.1.p
OG0003837	XP_020875714.1	Roisl.0074s0952.1.p, Roisl.0082s0046.1.p
OG0003838	XP_020875507.1	Roisl.0002s0165.1.p, Roisl.0053s0120.1.p
OG0003839	XP_020875609.1, XP_002870211.1	Roisl.0002s0116.1.p, Roisl.0002s0115.1.p
OG0003839	XP_002870212.1	Roisl.0002s0118.1.p
OG0003840	XP_002890282.1	Roisl.0007s0284.1.p
OG0003841	XP_002887226.1	Roisl.0019s0605.1.p
OG0003842	XP_002893372.2	Roisl.0191s0314.1.p
OG0003842	XP_002887256.1	Roisl.0019s0561.1.p
OG0003843	XP_020867973.1	Roisl.0006s0107.1.p
OG0003844	XP_002883243.1, XP_002891589.1	Roisl.0115s0365.1.p
OG0003845	XP_020883034.1	Roisl.0214s0018.1.p
OG0003846	XP_002877150.1	Roisl.0188s0079.1.p
OG0003849	XP_020873276.1	Roisl.0008s0179.1.p
OG0003850	XP_020873616.1	Roisl.0008s0141.1.p
OG0003851	XP_002885302.1	Roisl.0028s0006.1.p
OG0003851	XP_020888074.1	Roisl.0016s0005.1.p
OG0003852	XP_002884272.1	Roisl.0016s0051.1.p
OG0003852	XP_002890172.2	Roisl.0007s0478.1.p
OG0003853	XP_002878405.1	Roisl.0018s0298.1.p
OG0003854	XP_002894141.1, XP_020882788.1	Roisl.0028s0055.1.p
OG0003855	XP_002878264.1	Roisl.0018s0043.1.p
OG0003856	XP_020880162.1	Roisl.0026s0074.1.p
OG0003857	XP_020879682.1	Roisl.0026s0089.1.p
OG0003858	XP_020879681.1	Roisl.0026s0090.1.p
OG0003859	XP_020879715.1	Roisl.0046s1382.1.p
OG0003861	XP_002863315.1	Roisl.0202s0006.1.p
OG0003862	XP_002885641.1	Roisl.0053s0244.1.p
OG0003865	XP_020885182.1	Roisl.0017s0071.1.p
OG0003866	XP_002881481.1	Roisl.0017s0026.1.p
OG0003867	XP_002878619.1	Roisl.0046s0590.1.p
OG0003868	XP_020890414.1, XP_020870125.1	Roisl.0179s0074.1.p
OG0003869	XP_002891059.1	Roisl.0040s0056.1.p
OG0003870	XP_020867037.1	Roisl.0210s1573.1.p
OG0003870	XP_020876620.1	Roisl.0020s0071.1.p
OG0003871	XP_020865860.1	Roisl.0010s0160.1.p
OG0003872	XP_020876685.1	Roisl.0213s0576.1.p
OG0003873	XP_002886284.1	Roisl.0214s0459.1.p, Roisl.0214s0466.1.p
OG0003873	XP_020883708.1	Roisl.0028s1035.1.p
OG0003874	XP_020872500.1, XP_020885656.1	Roisl.0035s0052.1.p
OG0003876	XP_002891889.1	Roisl.0211s0013.1.p
OG0003876	XP_020884455.1	Roisl.0028s0366.1.p
OG0003877	XP_020885021.1	Roisl.0028s0423.1.p
OG0003878	XP_020884022.1, XP_020889389.1	Roisl.0028s0469.1.p
OG0003879	XP_002873792.1	Roisl.0210s1383.1.p
OG0003879	XP_002884347.1	Roisl.0016s0229.1.p
OG0003880	XP_020886524.1	Roisl.0079s0120.1.p
OG0003881	XP_020887201.1	Roisl.0079s0182.1.p
OG0003882	XP_020888258.1	Roisl.0074s0865.1.p
OG0003883	XP_020876429.1, XP_020888011.1	Roisl.0066s0327.1.p
OG0003884	XP_020888770.1	Roisl.0074s0377.1.p
OG0003885	XP_002892089.1	Roisl.0210s0141.1.p, Roisl.0210s0140.1.p
OG0003886	XP_020887232.1, XP_002864143.1	Roisl.0189s0169.1.p
OG0003887	XP_002876134.1	Roisl.0046s1199.1.p
OG0003889	XP_020868037.1	Roisl.0091s0780.1.p
OG0003890	XP_002877389.1	Roisl.0027s0119.1.p
OG0003891	XP_020867653.1	Roisl.0091s1176.1.p
OG0003892	XP_020867302.1, XP_020870445.1	Roisl.0091s1187.1.p
OG0003893	XP_002892503.2	Roisl.0091s1222.1.p
OG0003895	XP_002892689.1	Roisl.0010s0117.1.p, Roisl.0021s0334.1.p
OG0003896	XP_002890266.1	Roisl.0007s0309.1.p
OG0003897	XP_002890295.1	Roisl.0007s0260.1.p
OG0003898	XP_020870018.1	Roisl.0007s0236.1.p
OG0003899	XP_002893036.1	Roisl.0007s0202.1.p, Roisl.0213s0166.1.p
OG0003900	XP_020878958.1	Roisl.0191s0631.1.p, Roisl.0012s0372.1.p
OG0003901	XP_002888014.1, XP_020890186.1	Roisl.0010s0042.1.p
OG0003902	XP_002886559.2	Roisl.0209s0745.1.p
OG0003903	XP_020890380.1	Roisl.0214s0783.1.p
OG0003903	XP_002888226.2	Roisl.0214s0782.1.p
OG0003905	XP_020884227.1	Roisl.0005s0015.1.p
OG0003906	XP_002880351.1	Roisl.0063s0009.1.p
OG0003907	XP_002877540.1	Roisl.0209s0415.1.p
OG0003908	XP_002867008.1	Roisl.0001s0273.1.p, Roisl.0001s0239.1.p
OG0003909	XP_020874611.1	Roisl.0001s0094.1.p
OG0003910	XP_020875144.1	Roisl.0001s0030.1.p
OG0003911	XP_020873219.1	Roisl.0003s0129.1.p
OG0003912	XP_020866573.1, XP_020870490.1, XP_020870108.1	Roisl.0191s0162.1.p
OG0003913	XP_002869535.1	Roisl.0022s0457.1.p
OG0003914	XP_020870366.1, XP_020883517.1	Roisl.0038s0009.1.p
OG0003915	YP_009357252.1, XP_002886870.2	Roisl.0059s0012.1.p
OG0003916	XP_020868241.1	Roisl.0213s0130.1.p
OG0003917	XP_002874563.1	Roisl.0032s0064.1.p
OG0003917	XP_020868985.1	Roisl.0046s0057.1.p
OG0003920	XP_002878621.1	Roisl.0209s0192.1.p, Roisl.0013s0174.1.p, Roisl.0021s0590.1.p, Roisl.0046s0585.1.p
OG0003922	XP_020882335.1	Roisl.0184s0234.1.p, Roisl.0184s0242.1.p, Roisl.0184s0230.1.p
OG0003923	XP_002875833.1	Roisl.0209s0439.1.p
OG0003924	XP_020866392.1	Roisl.0008s0024.1.p
