Orthogroup	Arabidopsis_lyrata_NCBI	Brassica_rapa
OG0003473	XP_002892539.2	XP_009118288.1, XP_009148314.1
OG0003474	XP_020870220.1	XP_009148340.1
OG0003474	XP_002888200.1	XP_009102924.1
OG0003475	XP_002889936.1	XP_009148589.1
OG0003476	XP_002892720.1, XP_002875329.1	XP_009118046.1
OG0003477	XP_002893817.1	XP_009148845.1, XP_033133745.1
OG0003478	XP_002888774.2, XP_020889798.1	XP_009103670.1
OG0003479	XP_020872952.1	XP_009117701.1
OG0003480	XP_002885765.1	XP_009139955.1
OG0003481	XP_002863368.2, XP_020872769.1	XP_009101386.2, XP_009128999.1
OG0003482	XP_020886189.1	NP_001288833.1
OG0003483	XP_002862549.2, XP_020883759.1, XP_002882056.1	XP_009129412.1, XP_009151956.2
OG0003484	XP_020872870.1	XP_009101945.1
OG0003485	XP_020872844.1	XP_009134675.1
OG0003485	XP_020872842.1	XP_009134560.1
OG0003486	XP_020873012.1	XP_009150254.2, XP_033133994.1, XP_009109272.1
OG0003487	XP_002869134.1	XP_009110966.1, XP_009108718.1, XP_009138310.1
OG0003488	XP_002878736.1	XP_009117233.1
OG0003489	XP_020867382.1	XP_009103191.1, XP_009110120.1, XP_009103192.1
OG0003490	XP_002884466.2, XP_020869967.1, XP_020869895.1	XP_009110118.1
OG0003494	XP_002894513.1	XP_009144739.1, XP_018509197.1, XP_009147496.1
OG0003496	XP_002887077.1, XP_020891385.1, XP_002888554.1, XP_002888551.1, XP_002888553.1	XP_033129569.1
OG0003497	XP_020891116.1, XP_020889985.1	XP_009105266.1, XP_009127540.1
OG0003501	XP_002872095.1, XP_002872098.1, XP_002872096.2	XP_009144633.1
OG0003502	XP_002864187.1	XP_009132517.1
OG0003503	XP_002875237.1	XP_033146431.1, XP_009142093.1
OG0003512	XP_020885344.1	XP_009133998.1
OG0003514	XP_002871741.1	XP_009126145.2
OG0003515	XP_002873747.1	XP_009121538.1
OG0003516	XP_020878800.1	XP_009131204.2, XP_033137721.1
OG0003517	XP_020877299.1	XP_018511099.1
OG0003517	XP_020886418.1	XP_009145754.1
OG0003518	XP_002871345.1, XP_002877859.1	XP_009117524.2, XP_033137492.1
OG0003519	XP_002866432.1	XP_009136468.1
OG0003521	XP_002880900.1	XP_009140787.1
OG0003522	XP_002880977.1, XP_002879143.1	XP_009103614.1
OG0003523	XP_002880933.1	XP_033145166.1, XP_009103676.1
OG0003525	XP_020873008.1, XP_020885186.1	XP_009144303.1
OG0003526	XP_002879318.1, XP_020889919.1	XP_009141147.1
OG0003527	XP_020883260.1	XP_009141167.1
OG0003528	XP_002881182.1	XP_009132804.1, XP_033147610.1
OG0003529	XP_020884594.1	XP_009143961.1, XP_009132840.1
OG0003530	XP_020871046.1, XP_020868853.1, XP_020874933.1	XP_009101768.1, XP_009123900.1
OG0003532	XP_020868094.1	XP_009107764.2, XP_009149748.1
OG0003533	XP_020887998.1, XP_020879147.1, XP_020871647.1	XP_033139889.1
OG0003534	XP_020871490.1	XP_009112368.2, XP_009103435.2, XP_009103432.2
OG0003535	XP_020876709.1	XP_009122050.1
OG0003535	XP_002864956.1	XP_009150633.2
OG0003536	XP_020880558.1	XP_009130982.1, XP_009112012.2
OG0003537	XP_002866457.1	XP_033140414.1, XP_009150119.1
OG0003538	XP_002885738.2, XP_020877849.1	XP_009151095.1
OG0003540	XP_002872027.1	XP_033142415.1, XP_033142411.1, XP_033142413.1, XP_033142409.1, XP_009126578.2
OG0003541	XP_020871897.1, XP_020871898.1	XP_009120581.1, XP_009120583.1
OG0003543	XP_020871978.1, XP_020871980.1	XP_009120460.1, XP_009126695.1
OG0003544	XP_002864630.1	XP_009126698.1
OG0003545	XP_020878292.1	XP_009120337.1, XP_009132068.2, XP_009126768.1
OG0003546	XP_020886257.1	XP_009126813.1, XP_033137694.1, XP_009132107.2, XP_018512815.2
OG0003547	XP_020869625.1	XP_009148063.1
OG0003548	XP_002864404.1	XP_033144577.1, XP_033138714.1
OG0003549	XP_020880062.1, XP_002871257.1	XP_009130983.1, XP_033141756.1, XP_009122362.1
OG0003550	XP_020875928.1	XP_009122204.1
OG0003551	XP_020875913.1	XP_009130870.1, XP_009125590.1
OG0003552	XP_002883988.1	XP_033136747.1
OG0003553	XP_002870990.1	XP_033145045.1, XP_009139531.2
OG0003554	XP_020880916.1	XP_009151960.1
OG0003555	XP_020889909.1, XP_020869019.1	XP_009106615.1, XP_009104555.1
OG0003556	XP_020867884.1	XP_009145343.2, XP_009110141.1, XP_009106538.1
OG0003557	XP_020872793.1	XP_009121131.1, XP_009112420.2, XP_009150849.1
OG0003558	XP_002891532.2	XP_009145108.1, XP_009147892.1
OG0003559	XP_002870318.2	XP_009139515.1
OG0003560	XP_002870305.2	XP_009107785.1, XP_009144692.1, XP_009148621.1
OG0003562	XP_020874492.1	XP_009107864.1, XP_009146689.1, XP_009136718.1
OG0003563	XP_020891682.1	XP_009105978.1, XP_009104823.1
OG0003564	XP_020870019.1	XP_033133170.1, XP_009117574.1
OG0003565	XP_020880307.1, XP_002875277.1	XP_009152113.2, XP_033136452.1
OG0003566	XP_020889786.1	XP_009105500.1
OG0003566	XP_020889784.1	XP_009105498.2, XP_009105499.1
OG0003567	XP_002863463.1	XP_009114399.1
OG0003568	XP_020879286.1, XP_020866775.1	XP_009114023.1, XP_009101823.1
OG0003570	XP_020887735.1	XP_033129620.1, XP_033139014.1
OG0003571	XP_020873951.1	XP_009134043.2, XP_033138954.1
OG0003572	XP_002867920.1	XP_009108437.1
OG0003573	XP_002868128.1	XP_009123018.1, XP_009145770.1, XP_009136777.1
OG0003575	XP_002876696.1	XP_033135540.1
OG0003575	XP_002863057.1, XP_002880328.1	XP_033148639.1
OG0003576	XP_020871700.1	XP_009116905.2
OG0003577	XP_020885022.1	XP_009142569.1
OG0003578	XP_002871173.1, XP_002878395.1	XP_009116832.1
OG0003579	XP_002878347.1	XP_009138818.1
OG0003580	XP_020882623.1	XP_009127351.3, XP_009116313.2
OG0003581	XP_002876456.1	XP_009104107.2
OG0003582	XP_002876432.1	XP_033136062.1, XP_033146413.1, XP_033130984.1
OG0003583	XP_020881993.1	XP_009103952.1, XP_009116213.1
OG0003584	XP_020881332.1, XP_020881941.1	XP_009103854.1
OG0003586	XP_020872128.1	XP_009105225.1
OG0003586	XP_002887072.1	XP_033141316.1
OG0003587	XP_020879842.1	XP_009116299.2
OG0003588	XP_020884767.1	XP_009133554.1
OG0003588	XP_020869539.1	XP_009142169.1
OG0003589	XP_002876097.2	XP_009115852.1, XP_009115850.1
OG0003590	XP_020882727.1	XP_033146945.1, XP_009133205.1
OG0003591	XP_020883639.1	XP_009141353.1
OG0003592	XP_020883374.1, XP_020880394.1	XP_009140738.1
OG0003593	XP_020878123.1	XP_009134166.1
OG0003593	XP_020868508.1	XP_009114771.1, XP_009145156.2
OG0003594	XP_002872581.1, XP_002872579.1	XP_009134236.1, XP_009141047.1, XP_009108174.1
OG0003595	XP_020876536.1, XP_002891400.2	XP_033139351.1, XP_009129934.1, XP_009111711.2
OG0003596	XP_002874393.1	XP_009151222.1
OG0003597	XP_002892198.1	XP_009119329.1
OG0003598	XP_020871829.1	XP_033128458.1, XP_033128456.1, XP_033134852.1
OG0003599	XP_020878832.1	XP_009120993.1, XP_009131647.1
OG0003600	XP_020888346.1, XP_002873693.1, XP_020886538.1	XP_009138285.1
OG0003601	XP_020886410.1	XP_009146604.1, XP_009135242.1, XP_009120462.1
OG0003602	XP_020888642.1	XP_009115508.1
OG0003603	XP_002891684.1	XP_009107141.1, XP_009147698.1
OG0003604	XP_002878742.1	XP_009140531.2
OG0003604	XP_002869352.1	XP_009127344.1
OG0003605	XP_002883260.1, XP_002883259.1	XP_009135700.1, XP_033129947.1
OG0003606	XP_020889052.1	XP_009110293.1, XP_009145603.1
OG0003607	XP_020874430.1	XP_009109572.1
OG0003608	XP_020873063.1, XP_020885958.1	XP_009102634.1, XP_009135853.1
OG0003609	XP_020882429.1, XP_020879635.1	XP_009114216.2, XP_009129180.2
OG0003610	XP_020869497.1	XP_009143775.1
OG0003611	XP_002891914.1	XP_018513646.2
OG0003612	XP_002876143.1	XP_009136676.1, XP_009139454.1, XP_009115942.1
OG0003613	XP_020867677.1, XP_020869586.1	XP_009118817.1
OG0003614	XP_020866863.1, XP_020866864.1	XP_009119597.1, XP_009111176.1
OG0003615	XP_002892305.1, XP_002892306.1	XP_009119130.2, XP_009111042.1
OG0003616	XP_002889585.1	XP_033135621.1, XP_009118555.2, XP_009119089.2
OG0003617	XP_020867774.1	XP_009119069.1
OG0003617	XP_002889598.1	XP_009119067.1, XP_033137610.1
OG0003618	XP_002889686.1	XP_009148087.2, XP_033134017.1
OG0003619	XP_002892547.1, XP_020867092.1, XP_020867088.1	XP_033128269.1, XP_009113921.1
OG0003620	XP_020890275.1	XP_033133365.1, XP_009138566.2
OG0003621	XP_020870804.1, XP_020867234.1	XP_009144433.1, XP_009118243.1, XP_033129880.1
OG0003622	XP_020870434.1	XP_009148443.1
OG0003623	XP_002889920.1	XP_009118105.1, XP_009148609.2
OG0003624	XP_020869818.1	XP_009148870.1, XP_009117873.1, XP_009117872.1
OG0003625	XP_020866908.1	XP_009149094.1
OG0003626	XP_020872963.1, XP_020866811.1	XP_018508182.1
OG0003627	XP_020870109.1	XP_009149551.1
OG0003628	XP_002865328.1	XP_009101646.1
OG0003629	XP_020880267.1, XP_020874398.1	XP_009138267.1, XP_009115735.1
OG0003630	XP_020875544.1	XP_009125119.1
OG0003631	XP_002867157.1	XP_009108773.1, XP_009119230.1
OG0003632	XP_020882686.1, XP_020873104.1	XP_009108891.1
OG0003633	XP_002893330.1	XP_009115464.1, XP_009103132.1
OG0003634	XP_020876329.1, XP_020875897.1	XP_009111472.1
OG0003635	XP_002889593.1	XP_009119079.1, XP_033138464.1
OG0003635	XP_020885483.1	XP_033146440.1
OG0003636	XP_020884597.1	XP_033145184.1
OG0003637	XP_020882929.1, XP_020870137.1	XP_009103162.1, XP_009103161.1, XP_033130331.1
OG0003638	XP_002882504.1, XP_002882507.1	XP_018514609.1
OG0003641	XP_020882965.1	XP_009148771.1
OG0003642	XP_002877677.1, XP_020882497.1	XP_009150000.1, XP_009149735.2
OG0003645	XP_002867791.1	XP_018508637.1, XP_018513045.1
OG0003646	XP_020871254.1	XP_033128441.1
OG0003647	YP_009357275.1	XP_033129022.1, XP_033138923.1
OG0003648	XP_002884189.1	XP_033128911.1, XP_009124926.1, XP_009124962.1, XP_033128856.1
OG0003657	XP_002875869.1, XP_002864802.1	XP_009149866.1
OG0003659	XP_020887209.1	XP_018514664.1
OG0003662	XP_002871482.1	XP_009125822.1, XP_009121925.1
OG0003664	XP_020877279.1	XP_009125363.1, XP_033140967.1, XP_009122528.1, XP_009122530.2
OG0003665	XP_020888544.1	XP_009135132.1, XP_009122617.1, XP_009146805.1
OG0003666	XP_002881095.1	XP_033147397.1
OG0003668	XP_020873707.1	XP_009137537.1
OG0003670	XP_002874139.1	XP_033140402.1, XP_033138606.1, XP_033140401.1, XP_009150889.1, XP_009141613.1
OG0003671	XP_002874214.1, XP_002874213.1	XP_009130005.1
OG0003672	XP_020877860.1	XP_018511755.2, XP_009129948.1, XP_009111673.1
OG0003673	XP_002871964.1	XP_009131834.1
OG0003673	XP_002875616.2	XP_009126498.1
OG0003674	XP_002875648.1	XP_009123302.1
OG0003675	XP_020867254.1	XP_009120572.2, XP_018512229.1, XP_009126608.3, XP_009131917.1
OG0003677	XP_020885167.1, XP_020885651.1, XP_020885650.1	XP_033147625.1
OG0003678	XP_020871323.1	XP_009132308.3, XP_009120154.2
OG0003679	XP_020871608.1	XP_009132373.2, XP_009126997.1, XP_018511111.1
OG0003680	XP_020881246.1	XP_009149727.1
OG0003680	XP_002877684.2	XP_009149729.1
OG0003681	XP_002877622.1	XP_009150180.1, XP_009151501.1
OG0003682	XP_020877931.1	XP_009111292.1, XP_009144573.2
OG0003683	XP_002873017.1	XP_033139514.1, XP_033139520.1, XP_009130662.1
OG0003684	XP_002875391.1	XP_009111577.1, XP_009151951.1
OG0003685	XP_020868706.1	XP_009148030.1
OG0003686	XP_020873930.1	XP_018512345.1
OG0003689	XP_020878073.1, XP_020890986.1	XP_033131456.1, NP_001288946.1
OG0003690	XP_020876967.1	XP_033131919.1
OG0003691	XP_002887571.1	XP_009104727.1
OG0003692	XP_020888056.1	XP_033146272.1, XP_009129918.2, XP_018509245.2, XP_033133355.1
OG0003693	XP_020867205.1	XP_009147630.1
OG0003694	XP_020871335.1	XP_009118895.1, XP_009127362.2, XP_009134048.2, XP_009150665.2
OG0003695	XP_002870224.1, XP_020875487.1	XP_009136705.1, XP_009107849.1
OG0003696	XP_020872220.1	XP_009129573.1
OG0003697	XP_020872650.1	XP_009137813.1
OG0003698	XP_020881928.1	XP_009151893.1
OG0003699	XP_002874994.1	XP_033142104.1, XP_009111423.1, XP_009128499.1
OG0003700	XP_002863417.1	XP_009114369.2, XP_009128848.1, XP_018508026.1
OG0003701	XP_020889108.1, XP_002883080.1	XP_033147256.1, XP_009113822.1
OG0003702	XP_020884058.1	XP_009135918.1
OG0003703	XP_020878170.1	XP_009101628.1
OG0003703	XP_002865303.1	XP_009123615.1
OG0003704	XP_020866344.1, XP_020866431.1, XP_020866203.1, XP_020867073.1	XP_009144952.1
OG0003707	XP_002894329.1	XP_009107168.1, XP_009147740.1
OG0003709	XP_020883192.1, XP_020867419.1	XP_009141335.1
OG0003710	XP_002879578.1, XP_002879577.1	XP_009141523.1
OG0003711	XP_002883576.1, XP_002878005.1	XP_009103941.1, XP_009116168.1
OG0003712	XP_020891674.1	XP_009112381.2, XP_009103502.1
OG0003713	XP_020865877.1, XP_020882222.1	XP_009138727.1, XP_009116904.1, XP_009104380.1, XP_009105549.1
OG0003714	XP_020882704.1	XP_009142622.1
OG0003715	XP_020869453.1, XP_020881579.1	XP_009116799.1, XP_033146750.1
OG0003716	XP_002876597.1	XP_009104293.3, XP_009116779.1
OG0003718	XP_020879805.1	XP_009116277.2
OG0003719	XP_020883225.1	XP_033145934.1, XP_009133383.1, XP_009143286.1
OG0003720	XP_020876074.1, XP_020869876.1	XP_009126177.1, XP_009103958.2, XP_009121397.1
OG0003721	XP_020867103.1	XP_009109840.1, XP_009103037.2, XP_009113805.1
OG0003722	XP_002886178.1	XP_009102239.1, XP_009112495.1
OG0003724	XP_002886243.1, XP_002886244.1	XP_009150709.1
OG0003725	XP_020869480.1, XP_020886284.1	XP_009150707.1, XP_009102202.2
OG0003726	XP_020872504.1	XP_009109023.1, XP_009128436.1
OG0003727	XP_020874271.1	XP_033143397.1, XP_009112742.1
OG0003729	XP_002872216.1, XP_002872217.1	XP_009111706.1, XP_009111700.1, XP_033140504.1, XP_033140503.1, XP_033140497.1
OG0003730	XP_002874347.1	XP_009129880.1
OG0003731	XP_020884359.1	XP_009133699.1, XP_009143102.1
OG0003732	XP_020885429.1	XP_033140622.1
OG0003733	XP_002880081.1	XP_018514849.2, XP_033145015.1
OG0003734	XP_020885154.1	XP_009142237.1
OG0003735	XP_002881931.1	XP_033142580.1, XP_009142962.1
OG0003736	XP_020887546.1	XP_009124925.1, XP_009129661.2, XP_009134894.1
OG0003737	XP_020889566.1	XP_009134980.1, XP_009147062.1, XP_018515182.1
OG0003738	XP_020887425.1	XP_009123965.1, XP_009135020.1, XP_009135017.2, XP_009147004.2
OG0003739	XP_020886608.1, XP_020886609.1	XP_033140852.1, XP_009117162.1, XP_009135361.2
OG0003740	XP_020888857.1	XP_009135387.1, XP_033128177.1, XP_033132352.1, XP_009146346.1
OG0003742	XP_020887108.1, XP_020885312.1	XP_033148110.1
OG0003743	XP_020891526.1, XP_002885263.2	XP_009145881.2, XP_018513024.2
OG0003744	XP_002883316.1	XP_009145458.1, XP_009145456.1
OG0003745	XP_002877825.1	XP_033144782.1, XP_009123761.1, XP_009115882.1
OG0003746	XP_002892149.1, XP_020866289.1	XP_009118713.1, XP_009111169.2
OG0003747	XP_020871011.1, XP_020871015.1	XP_009111039.1, XP_033137378.1
OG0003748	XP_020869988.1	XP_009118960.1
OG0003749	XP_020867568.1	XP_009104495.1
OG0003750	XP_002890193.1	XP_033145369.1, XP_033128350.1, XP_033129017.1, XP_009149128.1
OG0003751	XP_020867934.1	XP_033134953.1, XP_009149180.1, XP_009117664.1
OG0003752	XP_002887358.1	XP_009105797.3, XP_009104921.1
OG0003753	XP_002887322.1	XP_009104946.1, XP_009105736.1
OG0003754	XP_002883744.2, XP_020874268.1	XP_033143495.1
OG0003755	XP_002887880.1	XP_009124664.1, XP_009112870.2
OG0003756	XP_002863589.1	XP_009113927.2, XP_009101722.1
OG0003757	XP_002866154.1, XP_002894097.1	XP_009107391.1, XP_009145022.3
OG0003758	XP_020885903.1, XP_020875753.1, XP_020885902.1, XP_002877070.1	XP_009127743.1, XP_009105510.1
OG0003759	XP_020866043.1, XP_020870656.1	XP_009107308.2, XP_009102050.1, XP_009147906.1
OG0003761	XP_002868921.1	XP_009139722.1
OG0003762	XP_002866875.1	XP_009105402.1, XP_033129890.1
OG0003763	XP_020885421.1, XP_002866911.1	XP_009140359.1
OG0003764	XP_020872765.1	XP_009109329.1
OG0003765	XP_002869645.2	XP_009140048.1, XP_009139673.1, XP_009139687.1
OG0003767	XP_002872895.2, XP_020879215.1	XP_009111384.1
OG0003768	XP_020874857.1	XP_009109108.1, XP_009144272.1, XP_009137771.1
OG0003772	XP_002868527.2	XP_009139728.1
OG0003774	XP_002870319.1	XP_009108078.1, XP_009106131.1
OG0003776	XP_020873993.1	XP_033137268.1, XP_009145792.1, XP_009145812.1, XP_009124841.1
OG0003778	XP_002879304.1, XP_002879305.2	XP_009144257.1, XP_009141130.1, XP_033142955.1
OG0003780	XP_020872571.1	XP_009131272.2, XP_033133167.1, XP_033142480.1, XP_009108543.1
OG0003790	XP_002871761.1	XP_009131590.1, XP_009121396.2, XP_009126178.2, XP_009131589.1
OG0003791	XP_002871757.1, XP_020879301.1	XP_009121399.1
OG0003792	XP_002873757.2	XP_009126091.1, XP_009121515.1
OG0003793	XP_002873620.1	XP_009121744.1, XP_033137335.1, XP_009125928.1, XP_009125927.1
OG0003794	XP_020886082.1, XP_020878335.1	XP_009131243.2, XP_009121909.1
OG0003795	XP_002871436.1	XP_033137622.1, XP_033142819.1, XP_009125283.2
OG0003796	XP_002871384.1	XP_033137508.1, XP_009122537.1, XP_009131121.1, XP_009125346.1, XP_009125349.1
OG0003797	XP_002871322.2, XP_020877437.1	XP_009141509.1
OG0003798	XP_020873540.1	XP_009137476.1, XP_009109236.1, XP_009138580.1
OG0003799	XP_020883808.1, XP_020884683.1	XP_009113037.1, XP_009132759.1, XP_009103655.1
OG0003800	XP_020871544.1, XP_020884622.1	XP_009132760.1, XP_009144270.1
OG0003801	XP_002881191.1	XP_009141149.1, XP_009132811.2
OG0003802	XP_020873923.1, XP_020884074.1	XP_009144029.1, XP_009141203.1, XP_009132828.1
OG0003803	XP_002879453.1, XP_002892218.1	XP_009141317.1
OG0003804	XP_020867634.1	XP_009137505.1, XP_009109222.2
OG0003805	XP_002872362.1	XP_009134124.1
OG0003806	XP_020866127.1, XP_002891132.2	XP_033135660.1
OG0003807	XP_020866349.1	XP_009114926.1
OG0003808	XP_002865022.1	XP_009112358.1
OG0003809	XP_020869726.1	XP_009105790.2, XP_009112105.1
OG0003810	XP_020871967.1	XP_009149830.1
OG0003812	XP_002891694.1	XP_033140340.1, XP_018515299.1
OG0003813	XP_020878534.1, XP_002864950.1	XP_009150616.1
OG0003814	XP_002874129.2, XP_020875811.1	XP_009130114.1, XP_009141528.1
OG0003815	XP_002871479.1	XP_009131212.1, XP_009125809.1, XP_009151102.1
OG0003816	XP_002874046.2	XP_009126523.1, XP_009131857.2, XP_009120687.1
OG0003817	XP_020885782.1	XP_009126588.1, XP_009120605.1
OG0003818	XP_020888162.1	XP_009132091.1, XP_009120316.1
OG0003819	XP_002869607.1	XP_009142415.1
OG0003821	XP_020883500.1	XP_018511174.1, XP_009127036.2, XP_009132404.2
OG0003822	XP_020870700.1	XP_009132443.1, XP_009119963.1, XP_009127098.1
OG0003823	XP_002873298.1	XP_009122367.1
OG0003824	XP_020875966.1	XP_009130918.1, XP_009125635.1
OG0003825	XP_002875611.1, XP_020881330.1	XP_033129921.1
OG0003826	XP_002863969.1	XP_009151717.1, XP_009129765.1
OG0003828	XP_002869042.2	XP_009109320.1, XP_018509448.1
OG0003830	XP_020890441.1	XP_009104562.1, XP_009106605.2, XP_033140012.1
OG0003832	XP_020879915.1	XP_009129055.1
OG0003833	XP_002894530.2	XP_018509510.1
OG0003834	XP_020867241.1	XP_009107081.1
OG0003835	XP_020880433.1, XP_020879832.1	XP_033128506.1
OG0003836	XP_002875738.1	XP_009150062.2
OG0003837	XP_020875714.1	XP_009124135.1
OG0003838	XP_020875507.1	XP_033144790.1, XP_033128487.1
OG0003840	XP_002890282.1	XP_009149295.1
OG0003841	XP_002887226.1	XP_009127713.1, XP_009105009.1, XP_009105008.1, XP_018508853.1
OG0003842	XP_002893372.2	XP_009104984.1
OG0003842	XP_002887256.1	XP_009105642.1
OG0003843	XP_020867973.1	XP_009147827.1
OG0003844	XP_002891589.1	XP_009135689.1
OG0003845	XP_020883034.1	XP_018514019.2
OG0003846	XP_002877150.1	XP_018509807.1, XP_033140771.1
OG0003849	XP_020873276.1	XP_009137382.2, XP_009137322.1, XP_009109299.1
OG0003850	XP_020873616.1	XP_009136980.1
OG0003851	XP_020888074.1	XP_009124821.1
OG0003852	XP_002884272.1, XP_002890172.2	XP_018513294.1
OG0003853	XP_002878405.1	XP_033136370.1
OG0003853	XP_002878406.1	XP_033146728.1
OG0003854	XP_002894141.1, XP_020882788.1	XP_009133723.1, XP_009142326.2
OG0003855	XP_002878264.1	XP_009116590.1, XP_009138926.1, XP_009104189.1
OG0003856	XP_020880162.1	XP_009104118.1
OG0003857	XP_020879682.1	XP_009138994.1, XP_018510367.1
OG0003859	XP_020879715.1	XP_009139268.1, XP_009103899.1, XP_009139267.1
OG0003860	XP_020880769.1	XP_009101348.1, XP_009129238.1
OG0003861	XP_002885749.1	XP_009102392.1
OG0003862	XP_002885641.1	XP_009135889.1, XP_009102514.1
OG0003863	XP_002888659.1	XP_033130236.1
OG0003865	XP_020885182.1	XP_009141644.1
OG0003866	XP_020885841.1	XP_009143546.1
OG0003867	XP_002878619.1	XP_033134559.1
OG0003868	XP_020890414.1, XP_020870125.1	XP_009107480.2, XP_009145048.1
OG0003869	XP_002891059.1	XP_033136133.1, XP_033147551.1
OG0003870	XP_020867037.1	XP_009114789.1
OG0003871	XP_020865860.1	XP_009108222.1, XP_009112746.1, XP_009112949.1
OG0003872	XP_020876685.1	XP_009108164.1, XP_018513282.2, XP_009128674.2
OG0003873	XP_002886284.1, XP_020883708.1	XP_009112672.1, XP_009102019.1
OG0003874	XP_020872500.1, XP_020885656.1	XP_009142460.2, XP_009133791.2, XP_009142591.1
OG0003875	XP_002875436.2	XP_009107417.1
OG0003875	XP_020884975.1	XP_009142218.1
OG0003876	XP_020884455.1	XP_009142848.1
OG0003877	XP_020885021.1	XP_033145662.1, XP_033148435.1
OG0003878	XP_020884022.1, XP_020889389.1	XP_009141994.2, XP_009142746.1
OG0003879	XP_002873792.1, XP_002884347.1	XP_009130320.1
OG0003880	XP_020886524.1	XP_033147230.1, XP_009124437.1, XP_009129738.1
OG0003881	XP_020887201.1	XP_009117210.2, XP_009134994.1, XP_009147022.1, XP_009124116.1
OG0003882	XP_020888258.1	XP_009121140.1, XP_033148204.1, XP_009135164.1
OG0003883	XP_020876429.1, XP_020888011.1	XP_033132104.1, XP_009112391.1
OG0003884	XP_020888770.1	XP_018513054.2, XP_033148683.1, XP_009146201.1
OG0003885	XP_002892089.1	XP_009119658.1
OG0003886	XP_020887232.1, XP_002864143.1	XP_009127262.1
OG0003888	XP_020868733.1	XP_009118653.1, XP_009111110.1
OG0003890	XP_002863802.1	XP_009108927.1
OG0003892	XP_020867302.1, XP_020870445.1	XP_033128728.1, XP_009110856.1
OG0003893	XP_002892503.2	XP_009110833.1
