Orthogroup	Arabidopsis_lyrata_NCBI	Arabis_alpina
OG0001936	XP_020868032.1	Aa_G16470.h1.t1
OG0001937	XP_020881753.1	Aa_G124640.h1.t1
OG0001937	XP_002865015.1	Aa_G165800.h1.t1
OG0001938	XP_020887450.1	Aa_G1250.h1.t1
OG0001938	XP_002864709.1	Aa_G165620.h1.t1
OG0001939	XP_020879059.1	Aa_G578250.h1.t1
OG0001939	XP_020880785.1	Aa_G106900.h1.t1
OG0001940	XP_002867242.1	Aa_G9770.h1.t1
OG0001942	XP_002875702.1	Aa_G192030.h1.t1
OG0001942	XP_002872023.1	Aa_G552190.h1.t1
OG0001943	XP_002877395.1	Aa_G206050.h1.t1
OG0001944	XP_020886220.1	Aa_G28280.h1.t1, Aa_G28280.h5.t1, Aa_G28280.h4.t1
OG0001944	XP_020879923.1	Aa_G28280.h2.t1
OG0001945	XP_020865866.1	Aa_G592870.h1.t1
OG0001945	XP_020890093.1	Aa_G392490.h1.t1
OG0001946	XP_020886393.1	Aa_G93730.h1.t1
OG0001946	XP_002873297.1	Aa_G244320.h1.t1
OG0001947	XP_002869654.1, XP_002866213.1	Aa_G575480.h1.t1, Aa_G575490.h1.t1
OG0001948	XP_020871807.1, XP_020873432.1	Aa_G307730.h1.t1
OG0001949	XP_020888532.1	Aa_G548880.h1.t1
OG0001949	XP_020885923.1	Aa_G548890.h1.t1
OG0001950	XP_020872946.1	Aa_G443200.h1.t1
OG0001950	XP_020882200.1	Aa_G263570.h1.t1
OG0001951	XP_020873642.1	Aa_G227930.h1.t1
OG0001951	XP_020891023.1	Aa_G580850.h1.t1
OG0001952	XP_020871691.1	Aa_G149050.h1.t1
OG0001952	XP_002867529.1	Aa_G363790.h1.t1
OG0001953	XP_020871292.1	Aa_G123350.h1.t1
OG0001953	XP_020873316.1	Aa_G129660.h1.t1
OG0001954	XP_020888283.1	Aa_G40600.h1.t1
OG0001954	XP_020875781.1	Aa_G640340.h1.t1
OG0001955	XP_020877614.1	Aa_G694660.h1.t1
OG0001955	XP_020888248.1	Aa_G5550.h1.t1
OG0001956	XP_020886856.1	Aa_G137100.h1.t1
OG0001956	XP_002873171.1	Aa_G304080.h1.t1
OG0001957	XP_002882643.1	Aa_G324500.h1.t1
OG0001957	XP_020878194.1	Aa_G170080.h1.t1
OG0001958	XP_002890223.1, XP_002871024.1	Aa_G259880.h1.t1
OG0001958	XP_020888372.1	Aa_G34520.h1.t1
OG0001960	XP_002877047.1	Aa_G437780.h1.t1
OG0001960	XP_002870688.1	Aa_G553490.h1.t1
OG0001961	XP_002890124.1	Aa_G25250.h1.t1
OG0001961	XP_002889288.1	Aa_G410400.h1.t1
OG0001962	XP_002887809.1	Aa_G462520.h1.t1
OG0001963	XP_002887805.1	Aa_G293580.h1.t1
OG0001964	XP_020865604.1	Aa_G410230.h1.t1, Aa_G457360.h1.t1
OG0001965	XP_020868621.1	Aa_G33340.h1.t1
OG0001965	XP_020891505.1	Aa_G111030.h1.t1
OG0001966	XP_002867063.1	Aa_G781090.h1.t1
OG0001966	XP_020872242.1	Aa_G157050.h1.t1
OG0001967	XP_020868624.1	Aa_G148910.h1.t1
OG0001967	XP_002887633.1	Aa_G315360.h1.t1
OG0001968	XP_020865863.1	Aa_G281700.h1.t1
OG0001968	XP_020891453.1	Aa_G281690.h1.t1
OG0001969	XP_002884045.1	Aa_G383830.h1.t1
OG0001969	XP_020874548.1	Aa_G293880.h1.t1
OG0001970	XP_020887282.1	Aa_G650560.h1.t1
OG0001970	XP_020874384.1	Aa_G426380.h1.t1
OG0001971	XP_020889004.1	Aa_G261520.h1.t1
OG0001971	XP_020875296.1	Aa_G376310.h1.t1
OG0001972	XP_020873050.1	Aa_G514690.h1.t1
OG0001973	XP_020886751.1	Aa_G237680.h1.t1
OG0001974	XP_002885062.1	Aa_G1360.h1.t1
OG0001974	XP_020867175.1	Aa_G603610.h1.t1
OG0001975	XP_002879617.1	Aa_G595080.h1.t1
OG0001977	XP_002870371.2	Aa_G79970.h1.t1
OG0001977	XP_020887972.1	Aa_G199080.h1.t1
OG0001978	XP_020872163.1	Aa_G362610.h1.t1
OG0001978	XP_020886895.1	Aa_G42550.h1.t1
OG0001979	XP_002870306.1	Aa_G479690.h1.t1
OG0001979	XP_002885542.1	Aa_G518850.h1.t1
OG0001980	XP_020874648.1, XP_020886048.1	Aa_G233310.h1.t1, Aa_G413560.h1.t1
OG0001981	XP_020889139.1	Aa_G197420.h1.t1
OG0001981	XP_020874798.1	Aa_G327160.h1.t1
OG0001982	XP_020881139.1	Aa_G287200.h1.t1
OG0001982	XP_020883884.1	Aa_G431200.h1.t1
OG0001984	XP_002876987.1	Aa_G25600.h1.t1
OG0001984	XP_020867859.1	Aa_G26520.h1.t1
OG0001985	XP_002865237.1	Aa_G118040.h1.t1
OG0001985	XP_020874524.1	Aa_G78030.h1.t1
OG0001986	XP_002894213.1	Aa_G599970.h1.t1
OG0001986	XP_020888577.1	Aa_G371350.h1.t1
OG0001987	XP_020870654.1	Aa_G410590.h1.t1
OG0001987	XP_002883258.1	Aa_G250670.h1.t1
OG0001988	XP_002891646.1	Aa_G225070.h1.t1
OG0001988	XP_020889064.1	Aa_G430360.h1.t1
OG0001989	XP_020868005.1	Aa_G568080.h1.t1
OG0001992	XP_020874649.1	Aa_G152240.h1.t1
OG0001992	XP_002865164.1	Aa_G324640.h1.t1
OG0001993	XP_020875892.1	Aa_G347420.h1.t1
OG0001993	XP_002889391.2	Aa_G211770.h1.t1
OG0001994	XP_020877715.1	Aa_G225570.h1.t1
OG0001994	XP_020873670.1	Aa_G19970.h1.t1
OG0001995	XP_020873671.1, XP_020871139.1	Aa_G517320.h1.t1
OG0001996	XP_002867813.1, XP_020873434.1	Aa_G558920.h1.t1
OG0001997	XP_002874836.1	Aa_G41830.h1.t1
OG0001997	XP_020872909.1	Aa_G37720.h1.t1, Aa_G37690.h1.t1
OG0001998	XP_020884478.1	Aa_G13020.h1.t1
OG0001999	XP_002880180.1	Aa_G16230.h1.t1
OG0001999	XP_020881142.1	Aa_G48780.h1.t1
OG0002000	XP_002880155.1	Aa_G175160.h1.t1
OG0002000	XP_002876566.1	Aa_G354050.h1.t1
OG0002001	XP_020884215.1	Aa_G175170.h1.t1
OG0002002	XP_020882460.1	Aa_G349490.h1.t1, Aa_G349480.h1.t1
OG0002002	XP_002881956.1	Aa_G100670.h1.t1
OG0002003	XP_020868833.1	Aa_G563970.h1.t1
OG0002003	XP_020881540.1	Aa_G345860.h1.t1
OG0002004	XP_002881783.1	Aa_G188360.h1.t1
OG0002004	XP_020881524.1	Aa_G369790.h1.t1
OG0002005	XP_002869547.1	Aa_G244680.h1.t1, Aa_G133110.h1.t1
OG0002005	XP_002865977.1	Aa_G372280.h1.t1
OG0002007	XP_020884416.1	Aa_G269550.h1.t1
OG0002007	XP_002879773.1	Aa_G350710.h1.t1
OG0002009	XP_020881623.1	Aa_G235880.h1.t1
OG0002009	XP_020883680.1	Aa_G172150.h1.t1
OG0002011	XP_020884102.1	Aa_G10000.h1.t1
OG0002011	XP_002866820.1	Aa_G137890.h1.t1
OG0002012	XP_002891070.1	Aa_G555230.h1.t1
OG0002013	XP_020886157.1	Aa_G51100.h1.t1
OG0002013	XP_020876938.1	Aa_G414020.h1.t1
OG0002014	XP_020880446.1	Aa_G364300.h1.t1
OG0002014	XP_020883168.1	Aa_G206130.h1.t1
OG0002015	XP_020885246.1	Aa_G241280.h1.t1
OG0002015	XP_002878471.1	Aa_G605810.h1.t1
OG0002016	XP_020889232.1	Aa_G71190.h1.t1
OG0002017	XP_020884634.1	Aa_G67350.h1.t1
OG0002017	XP_002876451.1	Aa_G221060.h1.t1
OG0002018	XP_020886786.1	Aa_G5080.h1.t1
OG0002018	XP_020866379.1	Aa_G316160.h1.t1
OG0002019	XP_002873915.1, XP_020888920.1	Aa_G257360.h2.t1, Aa_G47740.h2.t1, Aa_G47740.h1.t1, Aa_G257360.h1.t1
OG0002020	XP_002883047.1	Aa_G71200.h1.t1
OG0002021	XP_020889131.1	Aa_G107730.h1.t1
OG0002021	XP_020868223.1	Aa_G57510.h1.t1
OG0002022	XP_020889177.1	Aa_G53570.h1.t1
OG0002022	XP_020868379.1	Aa_G57640.h1.t1
OG0002023	XP_002877175.1	Aa_G247750.h1.t1
OG0002023	XP_020872988.1	Aa_G245600.h1.t1
OG0002024	XP_020865669.1, XP_002870534.1	Aa_G387740.h1.t1
OG0002025	XP_020886689.1	Aa_G198870.h1.t1
OG0002025	XP_002868239.1	Aa_G594620.h1.t1
OG0002026	XP_002871826.2	Aa_G372440.h1.t1, Aa_G446920.h1.t1, Aa_G372430.h1.t1
OG0002027	XP_020878268.1	Aa_G53230.h1.t1
OG0002027	XP_020868346.1	Aa_G105770.h1.t1
OG0002028	XP_002875002.1	Aa_G67870.h1.t1
OG0002029	XP_020877998.1	Aa_G67860.h1.t1
OG0002029	XP_002892071.1	Aa_G325230.h1.t1
OG0002030	XP_002892117.1	Aa_G6560.h1.t1
OG0002030	XP_020877430.1	Aa_G191540.h1.t1
OG0002031	XP_002892298.2	Aa_G79380.h1.t1
OG0002032	XP_020870790.1	Aa_G7680.h1.t1
OG0002032	XP_002889744.1	Aa_G394720.h1.t1
OG0002033	XP_020867232.1	Aa_G427980.h1.t1
OG0002033	XP_020890974.1	Aa_G182590.h1.t1
OG0002034	XP_002889857.1	Aa_G804100.h1.t1
OG0002034	XP_002888093.1	Aa_G177300.h1.t1
OG0002035	XP_020866929.1	Aa_G307220.h1.t1
OG0002035	XP_020890608.1	Aa_G328610.h1.t1
OG0002036	XP_002886438.1	Aa_G327980.h1.t1
OG0002036	XP_020869779.1, XP_002892700.1	Aa_G319790.h1.t1
OG0002037	XP_020882265.1	Aa_G276760.h1.t1
OG0002037	XP_020867960.1	Aa_G26720.h1.t1
OG0002038	XP_020867215.1	Aa_G115580.h1.t1, Aa_G117670.h1.t1
OG0002041	XP_002890576.2	Aa_G62600.h1.t1
OG0002041	XP_002888789.1	Aa_G68650.h1.t1
OG0002042	XP_002868578.1	Aa_G185170.h1.t1
OG0002043	XP_020880860.1, XP_020880858.1, XP_020872872.1	Aa_G219330.h1.t1
OG0002044	XP_002886070.1	Aa_G70180.h1.t1
OG0002045	XP_020872675.1	Aa_G58460.h1.t1
OG0002045	XP_020884606.1	Aa_G290470.h1.t1
OG0002048	XP_002872480.1	Aa_G661720.h1.t1
OG0002048	XP_020878897.1	Aa_G555240.h1.t1
OG0002056	XP_020891578.1	Aa_G148060.h1.t1
OG0002056	XP_020881716.1	Aa_G89070.h1.t1
OG0002057	XP_020890289.1	Aa_G406240.h1.t1
OG0002058	XP_020876694.1	Aa_G411070.h1.t1
OG0002058	XP_002882318.1	Aa_G185580.h1.t1
OG0002059	XP_002873874.1	Aa_G145010.h1.t1
OG0002059	XP_020877563.1	Aa_G569220.h1.t1
OG0002060	XP_020877797.1	Aa_G253660.h1.t1
OG0002060	XP_002873865.1	Aa_G85820.h1.t1
OG0002061	XP_002882293.1	Aa_G47630.h1.t1
OG0002061	XP_002871768.1	Aa_G192730.h1.t1
OG0002062	XP_020879327.1	Aa_G162350.h1.t1
OG0002062	XP_020888992.1	Aa_G111880.h1.t1
OG0002063	XP_020889332.1	Aa_G200370.h1.t1
OG0002063	XP_020878349.1	Aa_G539740.h1.t1
OG0002064	XP_002871710.1	Aa_G96850.h1.t1
OG0002064	XP_020886676.1	Aa_G42310.h1.t1
OG0002065	XP_002884323.1	Aa_G42430.h1.t1
OG0002065	XP_002873752.1	Aa_G59360.h1.t1
OG0002066	XP_020886908.1	Aa_G42500.h1.t1
OG0002066	XP_020876597.1	Aa_G305510.h1.t1
OG0002067	XP_002873663.1	Aa_G258170.h1.t1
OG0002067	XP_020885951.1	Aa_G52700.h1.t1
OG0002068	XP_002873617.1	Aa_G388290.h1.t1
OG0002068	XP_002884908.1	Aa_G40360.h1.t1
OG0002069	XP_002871547.1, XP_002893458.1	Aa_G385340.h1.t1
OG0002070	XP_020877554.1	Aa_G267520.h1.t1
OG0002072	XP_002866633.1	Aa_G20910.h1.t1
OG0002073	XP_020877764.1	Aa_G231020.h1.t1
OG0002073	XP_020877761.1	Aa_G231030.h1.t1
OG0002074	XP_020871206.1	Aa_G620790.h1.t1
OG0002074	XP_020877566.1	Aa_G76470.h1.t1
OG0002075	XP_020876365.1	Aa_G189090.h1.t1
OG0002075	XP_020870310.1	Aa_G135020.h1.t1
OG0002076	XP_002879124.1	Aa_G504360.h1.t1
OG0002077	XP_002892430.1	Aa_G286070.h1.t1
OG0002078	XP_020866809.1	Aa_G79360.h1.t1
OG0002078	XP_002881209.1	Aa_G154600.h1.t1
OG0002079	XP_020869721.1	Aa_G219010.h1.t1
OG0002079	XP_002879377.2	Aa_G424780.h1.t1
OG0002080	XP_002892185.1	Aa_G134560.h1.t1
OG0002080	XP_020871949.1	Aa_G89470.h1.t1
OG0002081	XP_002863736.1	Aa_G150410.h1.t1
OG0002081	XP_020868232.1	Aa_G438550.h1.t1
OG0002082	XP_002892801.1	Aa_G117800.h1.t1
OG0002082	XP_002875146.1	Aa_G146240.h1.t1
OG0002083	XP_020883788.1	Aa_G147100.h1.t1
OG0002083	XP_020887642.1	Aa_G325980.h1.t1
OG0002084	XP_020879863.1	Aa_G529900.h1.t1
OG0002084	XP_002865003.2	Aa_G383000.h1.t1
OG0002086	XP_020875825.1	Aa_G275500.h1.t1
OG0002087	XP_020880299.1	Aa_G122860.h1.t1
OG0002087	XP_020879175.1	Aa_G168520.h1.t1, Aa_G45220.h1.t1
OG0002088	XP_020878661.1, XP_020878662.1	Aa_G719360.h1.t1
OG0002089	XP_002877256.1	Aa_G490460.h1.t1
OG0002089	XP_002873999.1	Aa_G15550.h1.t1
OG0002090	XP_020879685.1	Aa_G191980.h1.t1
OG0002091	XP_002875777.1	Aa_G448330.h1.t1
OG0002091	XP_020885428.1	Aa_G550770.h1.t1
OG0002092	XP_020873374.1	Aa_G146830.h1.t1
OG0002092	XP_020872759.1, XP_020880675.1, XP_020871460.1	Aa_G69060.h1.t1
OG0002093	XP_002864489.1	Aa_G197820.h1.t1
OG0002094	XP_020873623.1	Aa_G387270.h1.t1
OG0002094	XP_020885990.1	Aa_G216560.h1.t1
OG0002095	XP_002869594.1	Aa_G86680.h1.t1
OG0002095	XP_002866085.1	Aa_G480150.h1.t1
OG0002096	XP_002864361.1	Aa_G149070.h1.t1
OG0002096	XP_002867528.1	Aa_G363810.h1.t1
OG0002097	XP_020876277.1	Aa_G188730.h1.t1
OG0002097	XP_020870643.1	Aa_G228360.h1.t1
OG0002098	XP_020873147.1	Aa_G188800.h1.t1
OG0002099	XP_020888290.1	Aa_G195480.h1.t1
OG0002100	XP_020887082.1	Aa_G24060.h1.t1
OG0002101	XP_002882278.1	Aa_G111640.h1.t1
OG0002102	XP_002877025.1	Aa_G508040.h1.t1
OG0002102	XP_020872140.1	Aa_G229840.h1.t1
OG0002103	XP_020890274.1	Aa_G239240.h1.t1
OG0002103	XP_020870060.1	Aa_G121150.h1.t1
OG0002104	XP_020870647.1	Aa_G606320.h1.t1
OG0002104	XP_020889875.1	Aa_G410370.h1.t1
OG0002105	XP_002889262.1	Aa_G265730.h1.t1
OG0002106	XP_002890166.2	Aa_G377620.h1.t1
OG0002106	XP_020891697.1	Aa_G336910.h1.t1
OG0002107	XP_002889236.1, XP_020868560.1	Aa_G80450.h1.t1
OG0002108	XP_002889235.1, XP_002890169.1	Aa_G80400.h1.t1
OG0002109	XP_020866041.1	Aa_G166070.h1.t1
OG0002109	XP_002889173.1	Aa_G204300.h1.t1
OG0002110	XP_020890166.1	Aa_G215540.h1.t1
OG0002110	XP_020867682.1	Aa_G374450.h1.t1
OG0002111	XP_002893149.1	Aa_G60720.h1.t1
OG0002111	XP_020891042.1	Aa_G418930.h1.t1
OG0002112	XP_002894514.1	Aa_G682100.h1.t1
OG0002112	XP_020886844.1	Aa_G176010.h1.t1
OG0002113	XP_020867877.1	Aa_G193240.h1.t1
OG0002114	XP_020888589.1	Aa_G606970.h1.t1
OG0002114	XP_002891828.1	Aa_G231480.h1.t1
OG0002115	XP_002888613.1	Aa_G184440.h1.t1
OG0002115	XP_002890710.1	Aa_G61760.h1.t1
OG0002116	XP_020874691.1	Aa_G206610.h1.t1
OG0002116	XP_020886452.1	Aa_G179070.h1.t1
OG0002117	XP_020873062.1	Aa_G523920.h1.t1
OG0002117	XP_020885931.1	Aa_G543580.h1.t1
OG0002118	XP_002870309.1	Aa_G362600.h1.t1
OG0002118	XP_002885543.1	Aa_G391630.h1.t1
OG0002119	XP_020875325.1	Aa_G482180.h1.t1
OG0002119	XP_020887502.1	Aa_G384920.h1.t1
OG0002120	XP_020870347.1, XP_020869808.1	Aa_G219700.h1.t1
OG0002120	XP_002869583.1	Aa_G363800.h1.t1
OG0002121	XP_020873126.1	Aa_G817610.h1.t1
OG0002121	XP_020872196.1	Aa_G295180.h1.t1
OG0002121	XP_002863399.1	Aa_G160470.h1.t1
OG0002122	XP_002870230.1	Aa_G551460.h1.t1
OG0002122	XP_020886041.1	Aa_G388610.h1.t1
OG0002123	XP_002868898.1	Aa_G352070.h1.t1
OG0002124	XP_002890232.2	Aa_G528280.h1.t1
OG0002124	XP_020891522.1	Aa_G433580.h1.t1
OG0002125	XP_002886018.1	Aa_G64130.h1.t1
OG0002125	XP_002867423.1	Aa_G2790.h1.t1
OG0002127	XP_020880323.1	Aa_G424650.h1.t1
OG0002128	XP_020868556.1	Aa_G117980.h1.t1
OG0002128	XP_002867964.1	Aa_G244660.h1.t1
OG0002129	XP_002894320.1	Aa_G370090.h1.t1
OG0002129	XP_020885851.1	Aa_G161960.h1.t1
OG0002130	XP_020888689.1	Aa_G32070.h1.t1
OG0002130	XP_002894393.1	Aa_G465510.h1.t1
OG0002131	XP_020885164.1	Aa_G465870.h1.t1
OG0002132	XP_002877133.1, XP_002877148.1	Aa_G138660.h1.t1
OG0002134	XP_020872151.1	Aa_G144810.h1.t1
OG0002134	XP_020889421.1	Aa_G384650.h1.t1
OG0002135	XP_002884009.1	Aa_G313530.h1.t1
OG0002135	XP_020874612.1	Aa_G385150.h1.t1
OG0002136	XP_002874660.1	Aa_G275300.h1.t1
OG0002137	XP_020873823.1	Aa_G124460.h1.t1
OG0002138	XP_020872657.1	Aa_G9760.h1.t1
OG0002138	XP_020882664.1	Aa_G35870.h1.t1
OG0002140	XP_020873111.1	Aa_G204130.h1.t1
OG0002141	XP_020872209.1	Aa_G204110.h1.t1
OG0002142	XP_002863558.1	Aa_G636850.h1.t1
OG0002142	XP_002869935.1	Aa_G245310.h1.t1
OG0002143	XP_020872174.1	Aa_G586800.h1.t1
OG0002143	XP_002872758.1	Aa_G42020.h1.t1
OG0002144	XP_002872452.1	Aa_G537500.h1.t1
OG0002144	XP_002891197.1	Aa_G260090.h1.t1
OG0002145	XP_002880319.1	Aa_G206160.h1.t1
OG0002146	XP_020884624.1	Aa_G196860.h1.t1
OG0002146	XP_020880822.1	Aa_G33440.h1.t1
OG0002147	XP_020882533.1	Aa_G572570.h1.t1
OG0002147	XP_002880222.1	Aa_G16810.h1.t1
OG0002148	XP_020885589.1	Aa_G16200.h1.t1
OG0002149	XP_020880884.1	Aa_G102470.h1.t1
OG0002150	XP_020880173.1	Aa_G221100.h1.t1
OG0002150	XP_020885170.1	Aa_G67260.h1.t1
OG0002151	XP_002879905.1	Aa_G723440.h1.t1
OG0002151	XP_020880084.1	Aa_G562570.h1.t1
OG0002152	XP_020880238.1	Aa_G174910.h1.t1
OG0002152	XP_002879912.1	Aa_G88490.h1.t1
OG0002153	XP_002878085.1	Aa_G373080.h1.t1
OG0002153	XP_002881741.1	Aa_G281310.h1.t1
OG0002154	XP_002881605.1	Aa_G696730.h1.t1
OG0002155	XP_002881490.1	Aa_G548170.h1.t1
OG0002155	XP_002877914.1	Aa_G14150.h1.t1
OG0002156	XP_002865978.1	Aa_G372290.h1.t1
OG0002156	XP_002869548.1	Aa_G578670.h1.t1
OG0002157	XP_002885173.1	Aa_G16800.h1.t1, Aa_G20530.h1.t1
OG0002157	XP_020872617.1	Aa_G468260.h1.t1
OG0002158	XP_020876339.1	Aa_G66740.h1.t1
OG0002158	XP_020886497.1	Aa_G284270.h1.t1
OG0002160	XP_002888611.1	Aa_G7120.h1.t1
OG0002160	XP_002890712.1	Aa_G61780.h1.t1
OG0002161	XP_002890697.1	Aa_G431860.h1.t1
OG0002162	XP_002884154.1	Aa_G426560.h1.t1
OG0002162	XP_020874569.1	Aa_G325440.h1.t1
OG0002164	XP_020885734.1, XP_020869076.1	Aa_G693850.h1.t1, Aa_G224300.h1.t1, Aa_G693860.h1.t1, Aa_G666020.h1.t1
OG0002165	XP_020885556.1	Aa_G249340.h1.t1
OG0002166	XP_020877952.1	Aa_G352390.h1.t1
OG0002167	XP_020885000.1	Aa_G314670.h1.t1
OG0002167	XP_020875421.1	Aa_G137850.h1.t1
OG0002168	XP_020883982.1	Aa_G74440.h1.t1
OG0002168	XP_002866830.1	Aa_G468110.h1.t1
OG0002169	XP_002868885.2	Aa_G351890.h1.t1
OG0002169	XP_020884193.1	Aa_G50380.h1.t1
OG0002170	XP_020884291.1	Aa_G100190.h1.t1
OG0002170	XP_020885608.1	Aa_G279360.h1.t1
OG0002171	XP_020876773.1	Aa_G88690.h1.t1
OG0002172	XP_020876929.1	Aa_G598360.h1.t1
OG0002172	XP_002882384.1	Aa_G4620.h1.t1
OG0002174	XP_002862253.2, XP_020883902.1	Aa_G15870.h1.t1
OG0002174	XP_020870071.1	Aa_G94460.h1.t1
OG0002175	XP_002869619.2, XP_020878905.1	Aa_G326930.h1.t1, Aa_G48830.h1.t1
OG0002176	XP_020887210.1, XP_020873809.1	Aa_G51150.h1.t1
OG0002176	XP_020878698.1	Aa_G146590.h1.t1
OG0002177	XP_020888782.1	Aa_G47880.h1.t1
OG0002177	XP_020890474.1	Aa_G382460.h1.t1
OG0002178	XP_002882515.1	Aa_G78760.h1.t1
OG0002179	XP_020887356.1	Aa_G500840.h1.t1
OG0002179	XP_002882576.1	Aa_G500850.h1.t1
OG0002180	XP_002884884.1	Aa_G5270.h1.t1
OG0002180	XP_002873278.1	Aa_G386380.h1.t1
OG0002181	XP_020868386.1	Aa_G57650.h1.t1
OG0002181	XP_020889207.1	Aa_G53560.h1.t1
OG0002182	XP_020888849.1	Aa_G181840.h1.t1
OG0002182	XP_020867041.1	Aa_G255180.h1.t1
OG0002183	XP_020870612.1	Aa_G213260.h1.t1
OG0002184	XP_002885307.1	Aa_G371390.h1.t1
OG0002184	XP_020866711.1	Aa_G687530.h1.t1
OG0002185	XP_020882234.1	Aa_G234300.h1.t1
OG0002185	XP_020872961.1	Aa_G308820.h1.t1
OG0002186	XP_020886727.1, XP_002862235.1, XP_002885301.1	Aa_G212380.h1.t1
OG0002187	XP_020872210.1	Aa_G280740.h1.t1
OG0002187	XP_020890942.1	Aa_G321720.h1.t1
OG0002188	XP_020869486.1	Aa_G316200.h1.t1
OG0002189	XP_002879581.1	Aa_G286470.h1.t1
OG0002190	XP_002881700.1	Aa_G494610.h1.t1
OG0002191	XP_002892302.1	Aa_G79420.h1.t1
OG0002191	XP_002879349.1	Aa_G154710.h1.t1
OG0002192	XP_020885199.1	Aa_G318580.h1.t1, Aa_G446500.h1.t1
OG0002193	XP_020866468.1	Aa_G318470.h1.t1
OG0002194	XP_002892573.1	Aa_G226650.h1.t1
OG0002195	XP_020890035.1	Aa_G72220.h1.t1
OG0002195	XP_020866950.1	Aa_G457520.h1.t1
OG0002196	XP_002886451.1	Aa_G357250.h1.t1
OG0002196	XP_002892683.1	Aa_G246060.h1.t1
OG0002197	XP_002890085.1	Aa_G394390.h1.t1
OG0002197	XP_020882522.1, XP_020880633.1	Aa_G251400.h1.t1
OG0002198	XP_002890547.1	Aa_G653370.h1.t1
OG0002198	XP_002888817.1	Aa_G232120.h1.t1
OG0002199	XP_020891382.1	Aa_G214080.h1.t1
OG0002199	XP_002890550.1	Aa_G367150.h1.t1
OG0002200	XP_002887348.2, XP_020891143.1	Aa_G428110.h1.t1
OG0002201	XP_002888017.1	Aa_G776730.h1.t1
OG0002201	XP_020890536.1, XP_002888019.1	Aa_G321870.h1.t1
OG0002202	XP_002887878.1	Aa_G488530.h1.t1
OG0002203	XP_020873130.1	Aa_G628380.h1.t1
OG0002203	XP_002883976.1	Aa_G30860.h1.t1
OG0002205	XP_020889725.1	Aa_G663820.h1.t1
OG0002206	XP_020890805.1	Aa_G476990.h1.t1
OG0002207	XP_020884877.1	Aa_G279320.h1.t1
OG0002207	XP_020891557.1	Aa_G915930.h1.t1
OG0002207	XP_002866844.1	Aa_G553700.h1.t1
OG0002208	XP_002878661.1	Aa_G288610.h1.t1
OG0002209	XP_020874800.1, XP_020873884.1	Aa_G144820.h1.t1
OG0002210	XP_020872187.1	Aa_G258800.h1.t1
OG0002211	XP_020874396.1	Aa_G206560.h1.t1
OG0002211	XP_002883467.1	Aa_G658390.h1.t1
OG0002212	XP_020867903.1	Aa_G61880.h1.t1
OG0002212	XP_002890724.1	Aa_G61890.h1.t1
OG0002213	XP_002862180.1, XP_002864375.1	Aa_G86580.h1.t1, Aa_G641500.h1.t1
OG0002218	XP_020886880.1, XP_020867780.1, XP_020887743.1, XP_020883482.1	Aa_G137590.h1.t1, Aa_G326360.h1.t1
OG0002221	XP_002862198.1, XP_002881383.1	Aa_G16510.h1.t1, Aa_G652130.h1.t1
OG0002223	XP_002873830.1	Aa_G192770.h1.t1
OG0002223	XP_020871476.1	Aa_G746170.h1.t1
OG0002224	XP_020871229.1	Aa_G161780.h1.t1
OG0002225	XP_020878482.1	Aa_G621820.h1.t1
OG0002225	XP_020886217.1	Aa_G553330.h1.t1
OG0002227	XP_002889692.1	Aa_G368320.h1.t1
OG0002228	XP_002879183.2	Aa_G69260.h1.t1
OG0002228	XP_020869393.1	Aa_G638120.h1.t1
OG0002229	XP_020882956.1	Aa_G154650.h1.t1
OG0002229	XP_020869875.1	Aa_G79390.h1.t1
OG0002230	XP_002892210.1	Aa_G341270.h1.t1
OG0002230	XP_020871105.1	Aa_G519830.h1.t1
OG0002231	XP_002892201.1	Aa_G423560.h1.t1
OG0002231	XP_020871032.1	Aa_G316900.h1.t1
OG0002232	XP_002863599.1	Aa_G95890.h1.t1
OG0002232	XP_020869259.1	Aa_G134660.h1.t1
OG0002234	XP_002867623.1, XP_020882877.1	Aa_G83990.h1.t1
OG0002235	XP_020873436.1	Aa_G90830.h1.t1
OG0002235	XP_002890878.1	Aa_G138810.h1.t1
OG0002236	XP_002865901.1	Aa_G247190.h1.t1
OG0002237	XP_002881324.1	Aa_G366310.h1.t1
OG0002239	XP_002881362.1	Aa_G15180.h1.t1
OG0002239	XP_002893647.1	Aa_G216370.h1.t1
OG0002240	XP_002893845.1	Aa_G434690.h1.t1
OG0002240	XP_002881406.1	Aa_G24810.h1.t1
OG0002241	XP_020869919.1	Aa_G109310.h1.t1
OG0002241	XP_002881394.1	Aa_G11140.h1.t1
OG0002242	XP_002866718.1	Aa_G482340.h1.t1
OG0002242	XP_002877738.1	Aa_G379450.h1.t1
OG0002243	XP_020878612.1	Aa_G504190.h1.t1
OG0002243	XP_002866456.1	Aa_G435140.h1.t1
OG0002244	XP_020888623.1, XP_020871754.1, XP_002883607.1, XP_020886045.1, XP_002862645.1, XP_020871780.1, XP_020889025.1, XP_020872197.1, XP_002866397.1, XP_002862648.1, XP_002862646.1, XP_020871746.1	Aa_G165590.h1.t1
OG0002245	XP_002874205.1	Aa_G1015950.h1.t1
OG0002246	XP_020878286.1	Aa_G15480.h1.t1
OG0002247	XP_002877267.1	Aa_G252700.h1.t1
