Orthogroup	Arabidopsis_lyrata_NCBI	Capsella_rubella
OG0002857	XP_002879322.1	XP_006294598.1
OG0002858	XP_002879399.1	XP_006295065.1
OG0002858	XP_020868787.1	XP_023645770.1
OG0002859	XP_002892269.1	XP_006304766.1
OG0002859	XP_020883155.1	XP_006293699.1
OG0002860	XP_002881240.1	XP_006293436.1
OG0002860	XP_020867334.1	XP_006306689.1
OG0002861	XP_002881269.1	XP_006295706.1
OG0002861	XP_020867463.1	XP_006303679.1
OG0002862	XP_020867784.1, XP_002868555.1, XP_020873082.1, XP_020879140.1	XP_006279444.1, XP_006303142.1
OG0002863	XP_020873764.1	XP_006284588.1
OG0002864	XP_002890756.1	XP_023644886.1
OG0002865	XP_020883918.1	XP_006295268.1
OG0002865	XP_002893684.1	XP_006303413.2
OG0002866	XP_002890955.2	XP_006303503.1
OG0002868	XP_020871060.1	XP_006279535.1
OG0002868	XP_020882136.1, XP_020866231.1	XP_006292265.1
OG0002869	XP_020885977.1	XP_006279943.1
OG0002869	XP_002875982.1	XP_006290548.1
OG0002870	XP_002864861.1	XP_006281338.1
OG0002870	XP_002871347.1	XP_023637134.1
OG0002872	XP_020878763.1	XP_023633439.1
OG0002872	XP_002866451.1	XP_006279962.1
OG0002873	XP_020878616.1	XP_023637185.1
OG0002873	XP_020877222.1	XP_023637370.1
OG0002874	XP_002867545.1	XP_006284183.1
OG0002875	XP_020889874.1	XP_006279572.1
OG0002875	XP_002869595.1	XP_006282565.2
OG0002876	XP_020879858.1	XP_006290402.2
OG0002877	XP_020865784.1	XP_023643225.1
OG0002878	XP_020880012.1, XP_020891752.1	XP_023644285.1
OG0002879	XP_020878431.1	XP_006288158.2
OG0002879	XP_020886428.1	XP_006298018.1
OG0002880	XP_020875136.1	XP_006286283.1
OG0002880	XP_002886384.1	XP_006302819.2
OG0002881	XP_002889304.2, XP_020885337.1	XP_006295401.1
OG0002882	XP_020865923.1, XP_020865712.1	XP_006301477.1
OG0002882	XP_020865634.1	XP_023644077.1
OG0002883	XP_020890440.1	XP_006300814.1
OG0002883	XP_020869601.1, XP_020872922.1	XP_023632732.1
OG0002884	XP_002877697.1	XP_006291633.1
OG0002885	XP_002883388.1	XP_006299396.2
OG0002885	XP_002883488.1, XP_002883486.1	XP_006300171.1
OG0002886	XP_002881460.1	XP_006293519.1
OG0002886	XP_002877902.1	XP_006292303.1
OG0002887	XP_020878835.1	XP_006280173.1
OG0002887	XP_020873381.1	XP_006285271.1
OG0002888	XP_020877035.1, XP_020875707.1	XP_023634143.1, XP_006286120.1
OG0002889	XP_002885665.1	XP_006297684.1
OG0002889	XP_020876391.1	XP_006285259.2
OG0002890	XP_002863244.2	XP_006285842.1
OG0002890	XP_020887639.1	XP_006297780.1
OG0002891	XP_020870735.1	XP_006306614.1
OG0002891	XP_020885878.1	XP_023641437.1
OG0002892	XP_002887540.2	XP_006302649.1, XP_006298432.1, XP_006285337.1
OG0002893	XP_002865238.1	XP_006281088.1
OG0002894	XP_002880579.1	XP_023639561.1
OG0002895	XP_020887649.1	XP_006298067.1
OG0002895	XP_020867819.1	XP_006305259.1
OG0002896	XP_002864181.1	XP_023633481.1
OG0002896	XP_020872491.1	XP_006283104.1, XP_023634859.1
OG0002897	XP_002883897.1	XP_006296609.1
OG0002897	XP_002883898.1	XP_006297553.1
OG0002898	XP_020882725.1, XP_020868915.1	XP_023634834.1
OG0002899	XP_020872644.1	XP_006283435.1
OG0002899	XP_020888002.1	XP_006299348.1
OG0002900	XP_020873334.1	XP_023635228.1
OG0002900	XP_020876082.1	XP_006287184.1
OG0002901	XP_020877555.1, XP_002862972.1	XP_023642094.1
OG0002902	XP_002874813.2	XP_006289634.2
OG0002902	XP_020873795.1	XP_006285930.1
OG0002903	XP_020881648.1	XP_006290918.1
OG0002903	XP_020887391.1	XP_006279622.1
OG0002904	XP_002876077.1	XP_006291736.1
OG0002905	XP_020882826.1	XP_023641461.1
OG0002905	XP_020880075.1	XP_023637755.1
OG0002906	XP_020882224.1, XP_020865875.1	XP_023639220.1
OG0002907	XP_020885129.1	XP_023640786.1
OG0002908	XP_020883468.1	XP_006295319.1
OG0002909	XP_020884379.1	XP_006295364.1
OG0002909	XP_002878394.1	XP_006292139.1
OG0002910	XP_002876580.1	XP_006290638.1
OG0002911	XP_002881932.2	XP_023639620.1
OG0002912	XP_020880283.1	XP_006298442.1
OG0002913	XP_020881276.1	XP_006292587.2
OG0002913	XP_002877983.1	XP_006292675.1
OG0002914	XP_002864242.1	XP_023643327.1
OG0002914	XP_002869532.1	XP_006283056.1
OG0002915	XP_002885820.1	XP_006299662.1
OG0002916	XP_002867014.1	XP_006283954.1
OG0002916	XP_002886153.1	XP_006297953.1
OG0002917	XP_002884185.1	XP_006297243.1
OG0002917	XP_002864515.1	XP_006280197.1
OG0002919	XP_020876552.1	XP_006286569.1
OG0002919	XP_020875819.1, XP_002871874.1	XP_006288709.1
OG0002920	XP_002880182.1	XP_023639331.1
OG0002921	XP_002884366.1	XP_006297603.1
OG0002921	XP_002873822.1	XP_006287673.1
OG0002922	XP_020886885.1	XP_006298054.1
OG0002923	XP_020873798.1, XP_020887212.1	XP_006298123.1
OG0002923	XP_002874333.1	XP_006288233.1
OG0002924	XP_020888164.1	XP_023642002.1
OG0002924	XP_020886125.1	XP_023641065.1
OG0002925	XP_020886940.1, XP_002884705.2	XP_006299756.1, XP_006296779.2
OG0002926	XP_020888629.1	XP_006298180.1
OG0002926	XP_020888630.1, XP_020873842.1	XP_006298176.1
OG0002927	XP_002882815.1	XP_023642515.1
OG0002928	XP_020887602.1, XP_002862182.2	XP_006297678.2
OG0002929	XP_002888234.1	XP_023643291.1
OG0002930	XP_002882966.1	XP_006299318.1
OG0002930	XP_002882965.1	XP_006298254.1
OG0002931	XP_002883106.1	XP_023641373.1
OG0002931	XP_020886031.1	XP_006297463.1
OG0002932	XP_002883116.1	XP_023642170.1
OG0002933	XP_020888176.1	XP_006297986.1
OG0002933	XP_002883178.1	XP_006297656.1
OG0002935	XP_020886808.1	XP_006297534.1
OG0002936	XP_020887849.1	XP_006297470.1
OG0002937	XP_002888334.1	XP_006302994.1
OG0002938	XP_002875027.1	XP_006287404.1
OG0002938	XP_002892051.1	XP_006303436.2
OG0002939	XP_002892104.2	XP_006303267.1
OG0002939	XP_002872878.1	XP_006286739.1
OG0002940	XP_002892326.1	XP_006303605.1
OG0002941	XP_002875059.2	XP_006303490.1
OG0002942	XP_020867738.1	XP_006305010.1
OG0002943	XP_020891082.1	XP_023642996.1
OG0002944	XP_002888107.1	XP_006300608.1
OG0002944	XP_020890055.1	XP_023643238.1
OG0002945	XP_002886724.2	XP_006302373.1
OG0002946	XP_020883239.1	XP_006293683.1
OG0002947	XP_020876380.1	XP_023637560.1
OG0002948	XP_002868877.1	XP_006285298.1
OG0002949	XP_002868894.1	XP_006283947.1
OG0002950	XP_020874760.1	XP_006283909.1
OG0002950	XP_020885449.1	XP_006294386.1
OG0002951	XP_002869073.1	XP_023635434.1
OG0002951	XP_002884074.1	XP_006299275.1
OG0002952	XP_020874072.1	XP_006285676.1
OG0002952	XP_002878861.1	XP_006293477.1
OG0002953	XP_002878962.1	XP_006295415.1
OG0002953	XP_002867193.1	XP_006285466.1
OG0002954	XP_020885558.1	XP_006294869.2
OG0002954	XP_020874369.1	XP_023634497.1
OG0002955	XP_020875710.1	XP_023633738.1
OG0002955	XP_020882816.1	XP_006294253.1
OG0002956	XP_002883483.1	XP_006300136.2
OG0002956	XP_002871852.1	XP_006289638.1
OG0002957	XP_020879476.1	XP_023633351.1, XP_023634299.1, XP_023634301.1, XP_023636145.1
OG0002958	XP_020889573.1	XP_006296707.1
OG0002958	XP_020875116.1	XP_006283768.1
OG0002959	XP_002863409.2	XP_006281578.1
OG0002959	XP_002891385.2, XP_002891383.1, XP_002891382.2	XP_006306046.2, XP_006304866.1, XP_006295835.1, XP_006304007.1, XP_006304928.1, XP_023644516.1, XP_023644518.1
OG0002961	XP_020869866.1	XP_023641967.1
OG0002961	XP_020866228.1	XP_023644572.1
OG0002962	XP_002866919.1	XP_006283272.1
OG0002962	XP_020890900.1	XP_006301664.2
OG0002963	XP_002885181.2	XP_006299963.2
OG0002963	XP_020889234.1	XP_006298782.2
OG0002963	XP_002883041.2	XP_006299151.1
OG0002964	XP_002879625.1	XP_006295660.1
OG0002964	XP_002880841.2	XP_006296457.1
OG0002971	XP_002871160.1	XP_006290198.1
OG0002971	XP_020889593.1	XP_006290801.2
OG0002972	XP_020885715.1	XP_006294670.1
OG0002972	XP_020874269.1	XP_006282680.1
OG0002973	XP_020883120.1, XP_002882538.2	XP_006296913.1, XP_006296905.1
OG0002975	XP_020876888.1	XP_006287159.1
OG0002976	XP_020877367.1	XP_006287873.1
OG0002976	XP_002882268.1	XP_006297827.1
OG0002977	XP_002871699.1	XP_006287289.2
OG0002978	XP_002871602.1	XP_006287365.1
OG0002979	XP_020866673.1	XP_006306116.1
OG0002979	XP_020879165.1	XP_006287373.1
OG0002980	XP_020875191.1	XP_023633705.1
OG0002981	XP_020878573.1	XP_006288516.2
OG0002981	XP_020869100.1	XP_006279497.2
OG0002982	XP_002873426.1	XP_006288969.1
OG0002982	XP_002866629.1	XP_006281386.1
OG0002983	XP_020879014.1, XP_020873455.1	XP_006286136.1, XP_006285075.1
OG0002984	XP_020876278.1	XP_006289011.1
OG0002985	XP_020869580.1	XP_006306455.1
OG0002985	XP_020882779.1	XP_006295366.1
OG0002987	XP_020869655.1	XP_023645228.1
OG0002987	XP_020889889.1	XP_006281535.1
OG0002988	XP_002890741.1	XP_006305464.1
OG0002989	XP_020885508.1	XP_023640165.1
OG0002989	XP_020866070.1	XP_006307098.1
OG0002990	XP_002890892.1	XP_006305939.1
OG0002990	XP_002890891.1	XP_006304015.1
OG0002991	XP_020882933.1	XP_023639503.1
OG0002991	XP_020868029.1	XP_006303526.1
OG0002992	XP_002865008.1	XP_006280051.1
OG0002993	XP_002866704.1	XP_006279521.1
OG0002993	XP_002877713.1	XP_006290363.1
OG0002994	XP_020885106.1	XP_006280940.1
OG0002994	XP_002877711.1	XP_023638763.1
OG0002995	XP_020865768.1	XP_006282444.2
OG0002996	XP_020877258.1, XP_020877261.1	XP_006289156.2, XP_023636449.1
OG0002997	XP_020882524.1	XP_006280128.1
OG0002998	XP_002866291.2	XP_006279869.2
OG0002998	XP_020884088.1, XP_020884087.1	XP_023640828.1
OG0002999	XP_002866246.1	XP_023635950.1
OG0002999	XP_002866252.1	XP_023635848.1
OG0003000	XP_002864439.1	XP_006281213.1
OG0003001	XP_002892337.2	XP_006304671.1
OG0003002	XP_020871299.1	XP_023643881.1
OG0003002	XP_020873768.1	XP_006284754.1
OG0003003	XP_002867530.1	XP_006285750.1
OG0003003	XP_020871689.1	XP_006280296.1
OG0003004	XP_020868163.1	XP_006306631.1
OG0003004	XP_020866759.1	XP_006306628.2
OG0003005	XP_020876280.1	XP_023637273.1
OG0003005	XP_020875896.1	XP_023637180.1
OG0003006	XP_002892148.1	XP_006306434.1
OG0003006	XP_020876705.1	XP_006288687.1
OG0003007	XP_002882329.2	XP_006300167.2
OG0003008	XP_002876413.1, XP_002882226.1	XP_023637766.1, XP_023645396.1
OG0003009	XP_002870985.1	XP_006288714.1
OG0003009	XP_002882625.1	XP_006299797.1
OG0003010	XP_020873193.1	XP_023635619.1
OG0003010	XP_020873190.1	XP_006283240.1
OG0003011	XP_020867953.1	XP_006304309.1
OG0003011	XP_020891017.1	XP_006302951.2
OG0003012	XP_002886802.1, XP_002886803.1	XP_023644200.1, XP_006301674.1
OG0003013	XP_002889146.2	XP_006303042.2
OG0003013	XP_002893182.1	XP_006305794.1
OG0003014	XP_020873087.1	XP_006285246.1
OG0003014	XP_002884072.1	XP_006299001.1
OG0003015	XP_020873088.1	XP_006284060.1
OG0003015	XP_020888027.1	XP_006298143.1
OG0003016	XP_020877459.1	XP_006287302.1
OG0003017	XP_002863175.1	XP_006284514.1
OG0003017	XP_020888787.1	XP_006298529.1
OG0003018	XP_002883561.1	XP_006299105.2
OG0003018	XP_020876711.1	XP_006285207.1
OG0003019	XP_020874234.1	XP_006282589.1
OG0003020	XP_002868329.2	XP_006285986.1
OG0003020	XP_002868327.1	XP_006285703.1
OG0003021	XP_002888950.1	XP_006301497.1
OG0003022	XP_020866365.1	XP_023645072.1
OG0003022	XP_020865683.1	XP_006301645.1
OG0003023	XP_020874202.1	XP_023634032.1
OG0003023	XP_020873138.1	XP_006282861.1
OG0003024	XP_002890429.1	XP_006303143.1
OG0003024	XP_020890019.1	XP_006301931.1
OG0003025	XP_002877090.2	XP_006291239.1
OG0003025	XP_020875468.1	XP_023635583.1
OG0003026	XP_020882358.1	XP_006292817.2
OG0003026	XP_002868672.1	XP_006282925.1
OG0003027	XP_020871876.1	XP_006280657.1, XP_006281787.2
OG0003028	XP_002883194.1	XP_006298078.1
OG0003028	XP_020866731.1	XP_023645732.1
OG0003029	XP_020889529.1	XP_006298836.1
OG0003030	XP_020866035.1	XP_006306575.1
OG0003030	XP_002881142.1	XP_006303880.1
OG0003031	XP_020868916.1	XP_006303488.1
OG0003032	XP_002882984.1	XP_006298721.1
OG0003033	XP_020884309.1	XP_006294282.1
OG0003033	XP_020884311.1	XP_023640190.1
OG0003034	XP_002863997.1	XP_006279829.1
OG0003034	XP_020881883.1	XP_006292971.2
OG0003035	XP_020874745.1	XP_023635154.1
OG0003037	XP_020876367.1	XP_006287092.1
OG0003037	XP_002867856.1	XP_006282798.1
OG0003038	XP_020880272.1	XP_023639285.1
OG0003039	XP_002878349.1	XP_006291552.1
OG0003040	XP_002876554.2	XP_006291651.2
OG0003041	XP_020882373.1	XP_023639016.1
OG0003043	XP_002878188.1	XP_006292898.2
OG0003044	XP_002877924.1	XP_023638105.1
OG0003045	XP_020886110.1	XP_023642294.1
OG0003046	XP_002888461.1	XP_006303009.1
OG0003047	XP_020865807.1	XP_023644290.1
OG0003047	XP_002888597.2	XP_006301937.2
OG0003048	XP_020866860.1	XP_023645189.1
OG0003050	XP_020890920.1	XP_006300494.1
OG0003050	XP_002868460.1	XP_006283832.1
OG0003051	XP_020870685.1	XP_023633027.1
OG0003051	XP_020873678.1	XP_006285667.1
OG0003052	XP_002878537.1	XP_006295776.2
OG0003052	XP_020872801.1	XP_006284310.1
OG0003053	XP_020868072.1, XP_002893892.2	XP_006306203.2
OG0003054	XP_020874256.1	XP_006284252.1
OG0003054	XP_020875028.1	XP_006286238.2
OG0003056	XP_020887438.1	XP_006299446.1
OG0003056	XP_020878272.1	XP_006286966.1
OG0003057	XP_020876187.1	XP_006286759.2
OG0003058	XP_020889399.1	XP_006298205.1
OG0003058	XP_020878805.1	XP_006288228.2
OG0003059	XP_020884109.1	XP_006296086.1
OG0003059	XP_002864085.1	XP_006280350.1
OG0003060	XP_020882789.1	XP_006294730.1
OG0003061	XP_002880073.1	XP_006295606.1
OG0003062	XP_002881934.1	XP_006296003.1
OG0003063	XP_002879950.1	XP_006288910.1, XP_006288884.2, XP_006295417.2
OG0003064	XP_002882401.1	XP_006300214.1
OG0003064	XP_020876905.1	XP_023637218.1
OG0003065	XP_002882422.1	XP_006299796.1
OG0003066	XP_020886154.1	XP_006298894.1
OG0003066	XP_020888079.1	XP_006298834.2
OG0003067	XP_002863984.1	XP_006279872.1
OG0003068	XP_020889525.1	XP_006296741.1
OG0003069	XP_020889003.1	XP_006296763.1
OG0003070	XP_002884965.1	XP_006298160.1
OG0003070	XP_002891840.1	XP_006303178.1
OG0003071	XP_020889712.1	XP_023643556.1
OG0003071	XP_020887246.1	XP_023641083.1
OG0003072	XP_020886476.1	XP_006298550.1
OG0003072	XP_020868450.1	XP_006303525.1
OG0003073	XP_020886618.1	XP_023642007.1
OG0003073	XP_020868677.1	XP_006305898.1
OG0003074	XP_002868542.1	XP_023635590.1
OG0003074	XP_002887043.1	XP_006300942.1
OG0003075	XP_020878603.1	XP_023637200.1
OG0003075	XP_002871847.1	XP_006287032.1
OG0003076	XP_020878864.1	XP_023636204.1
OG0003076	XP_020870080.1	XP_006304638.1
OG0003077	XP_020866660.1	XP_006303837.1
OG0003078	XP_002892124.1	XP_006303792.1
OG0003079	XP_020870322.1	XP_006305361.1
OG0003079	XP_002891998.1	XP_006301078.1
OG0003080	XP_002889601.1	XP_006307671.1
OG0003080	XP_002881146.1	XP_023639419.1
OG0003081	XP_002886604.2	XP_006301799.2
OG0003081	XP_020869791.1	XP_006305951.1
OG0003082	XP_002875083.1	XP_006291855.1
OG0003083	XP_002892843.1	XP_006305801.1
OG0003084	XP_020865961.1	XP_023643650.1
OG0003084	XP_002892869.1	XP_023645810.1
OG0003085	XP_002890281.1	XP_023645693.1
OG0003085	XP_020891015.1	XP_023643860.1
OG0003086	XP_002889066.1	XP_006301239.1
OG0003086	XP_020866803.1	XP_006303245.1
OG0003087	XP_020868213.1	XP_006304292.1
OG0003087	XP_020868214.1	XP_006303878.1
OG0003088	XP_020870112.1	XP_006306476.1
OG0003088	XP_002890403.1	XP_006305646.1
OG0003089	XP_002890428.1	XP_006303183.1
OG0003089	XP_002875612.2	XP_006291836.2, XP_006291870.1
OG0003092	XP_002865343.1	XP_023640966.1
OG0003092	XP_002865344.2	XP_006282244.2
OG0003093	XP_002867011.1	XP_006284773.1
OG0003094	XP_002869118.1	XP_006284143.1
OG0003095	XP_020874608.1	XP_023635114.1
OG0003096	XP_002867263.1	XP_006284987.1
OG0003097	XP_020891349.1	XP_023643463.1
OG0003097	XP_020866640.1	XP_023644841.1
OG0003098	XP_020879122.1	XP_006288017.1
OG0003101	XP_002886156.2	XP_006299202.2
OG0003101	XP_020887974.1	XP_006297415.2
OG0003102	XP_002867334.1	XP_023634553.1
OG0003102	XP_020884549.1	XP_006293720.2
OG0003103	XP_020882903.1	XP_023640019.1
OG0003104	XP_020871025.1	XP_023633438.1
OG0003105	XP_002868658.2, XP_020866180.1, XP_020880697.1, XP_020876971.1, XP_020872478.1, XP_020881868.1, XP_020873016.1	XP_023633345.1
OG0003106	XP_002881483.1	XP_023640984.1
OG0003106	XP_020881950.1	XP_023639290.1
OG0003116	XP_020874270.1	XP_006284287.1
OG0003117	XP_002871786.1	XP_006287789.1
OG0003118	XP_002871696.2	XP_006287217.1
OG0003118	XP_020886892.1	XP_023642440.1
OG0003119	XP_020878034.1	XP_006289274.2
OG0003120	XP_002871417.1	XP_006290108.1
OG0003120	XP_002864949.1	XP_006281052.1
OG0003122	XP_002869685.1	XP_006283973.1
OG0003123	XP_020870934.1	XP_006304074.1
OG0003123	XP_002869348.1	XP_023633957.1
OG0003124	XP_002893545.1	XP_006307096.2
OG0003125	XP_020866980.1	XP_006303203.1
OG0003125	XP_002892550.1	XP_006305679.1
OG0003126	XP_002890944.2	XP_023645866.1
OG0003126	XP_020866460.1	XP_006306925.1
OG0003127	XP_020881475.1	XP_006290913.1, XP_023639261.1
OG0003128	XP_020878591.1	XP_006289978.1
OG0003129	XP_020885884.1	XP_006279614.1
OG0003129	XP_002875922.1	XP_006291050.1
OG0003130	XP_002866529.1, XP_020888136.1	XP_006281325.1
OG0003130	XP_002866528.1	XP_023637778.1
OG0003131	XP_002873308.1	XP_006288646.1
OG0003131	XP_002862353.1	XP_006279771.1
OG0003132	XP_020881666.1	XP_006292754.1
OG0003132	XP_020878938.1	XP_023637430.1
OG0003133	XP_020890046.1	XP_006301473.1
OG0003134	XP_020886724.1	XP_006298572.1
OG0003136	XP_002872005.1	XP_006279138.1, XP_006289411.1
OG0003136	XP_002872006.1	XP_006286426.1
OG0003137	XP_002882670.1	XP_023642301.1
OG0003138	XP_020871713.1, XP_002864162.1	XP_006281549.1
OG0003139	XP_002867588.1	XP_006282756.1
OG0003140	XP_020871821.1, XP_020867047.1, XP_020869804.1, XP_020869802.1	XP_006303559.1
OG0003141	XP_020889192.1	XP_023641319.1
OG0003142	XP_020878222.1	XP_006288250.1
OG0003142	XP_020866988.1	XP_023644627.1
OG0003143	XP_002874910.1	XP_023636531.1
OG0003144	XP_002878025.2, XP_002876288.2	XP_006293305.2
OG0003145	XP_002873164.1	XP_006287208.2
OG0003146	XP_020878126.1	XP_023636955.1
OG0003148	XP_002887955.1	XP_023642989.1
OG0003149	XP_020865769.1, XP_002887853.1	XP_006300740.1, XP_006287070.1
OG0003150	XP_020890391.1	XP_006300629.1
OG0003151	XP_020868891.1	XP_023645029.1
OG0003152	XP_020890645.1	XP_006302466.1
OG0003152	XP_002892904.2	XP_006307722.2
OG0003153	XP_002889216.1	XP_006301909.1
OG0003154	XP_020869362.1	XP_006307528.1
OG0003155	XP_020890638.1	XP_023642976.1
OG0003155	XP_002887656.1	XP_023644203.1
OG0003156	XP_002875292.1	XP_023638394.1
OG0003157	XP_002887579.2	XP_006300503.1
OG0003157	XP_020870088.1	XP_006305120.1
OG0003158	XP_002894431.1	XP_006307616.1
OG0003159	XP_002881427.1	XP_006295518.1
OG0003160	XP_020884825.1	XP_023640473.1
OG0003160	XP_002887089.1	XP_006300648.1
OG0003161	XP_020881723.1	XP_023638605.1
OG0003162	XP_020875439.1	XP_006282594.1
OG0003162	XP_002885608.1	XP_006297643.1
OG0003163	XP_002870291.1	XP_006284802.1
OG0003164	XP_002883306.1	XP_023642650.1
OG0003164	XP_020874968.1	XP_006286201.1
OG0003165	XP_020868145.1	XP_006303627.1
OG0003165	XP_002888929.1	XP_006302579.1
OG0003166	XP_002892991.1	XP_006306937.1
OG0003167	XP_020882452.1	XP_006291729.1
OG0003168	XP_002875495.1	XP_006290933.1
OG0003169	XP_020880903.1	XP_006291373.1
OG0003171	XP_020883247.1	XP_023641003.1
OG0003172	XP_020865619.1	XP_006301507.1
OG0003173	XP_002894209.2	XP_023632603.1
OG0003175	XP_020890613.1	XP_006281095.1
OG0003175	XP_002894011.1	XP_006303344.2
OG0003176	XP_002868056.1	XP_023634239.1
OG0003176	XP_002868057.1	XP_006282964.1
OG0003177	XP_002865850.1	XP_006279824.1
OG0003178	XP_002864011.1	XP_006282022.1
OG0003178	XP_020867997.1	XP_006303791.2
OG0003179	XP_002870155.1	XP_006282574.1
OG0003180	XP_002870123.1	XP_006283553.1
OG0003180	XP_020883100.1	XP_006294082.1
OG0003181	XP_020881927.1	XP_006281675.2
OG0003181	XP_020882348.1	XP_023638376.1
OG0003182	XP_020882239.1	XP_006291085.1
OG0003182	XP_020887656.1	XP_023638577.1
OG0003183	XP_020880100.1	XP_023637742.1
OG0003183	XP_002880069.1	XP_006295323.1
OG0003186	XP_020882906.1, XP_002880784.2	XP_006294378.1
OG0003187	XP_002878059.1	XP_006293262.1, XP_006290809.1
OG0003188	XP_002878054.1	XP_006291562.1
OG0003189	XP_002879788.1	XP_006293664.1
OG0003189	XP_002876279.1	XP_006290589.1
OG0003190	XP_020880332.1	XP_006293244.1
OG0003190	XP_020884543.1	XP_006293678.1
OG0003191	XP_020891172.1	XP_006302514.1
OG0003192	XP_020886292.1, XP_020877834.1	XP_006297219.1
OG0003193	XP_020880686.1	XP_006292703.1
OG0003193	XP_020884461.1	XP_006294497.1
OG0003194	XP_020873566.1, XP_020884364.1	XP_006285261.2, XP_006293868.1
OG0003195	XP_002880518.1	XP_006296162.1
OG0003195	XP_002869012.1	XP_006285189.1
OG0003196	XP_020883634.1	XP_006296174.1
OG0003196	XP_020875270.1	XP_023635622.1
OG0003197	XP_002874708.1	XP_006288543.1
OG0003198	XP_020876956.1	XP_006288229.1
OG0003198	XP_020888394.1	XP_006298155.1
OG0003199	XP_020887575.1	XP_006297625.1
OG0003199	XP_002869504.1	XP_006283715.1
OG0003200	XP_002874434.1	XP_006289663.1
OG0003201	XP_020889286.1	XP_006298278.1
OG0003202	XP_020876091.1	XP_006286363.1
OG0003202	XP_020889514.1	XP_006297026.1
OG0003203	XP_002882518.1, XP_002882519.1	XP_023642448.1
OG0003206	XP_020889473.1	XP_006298805.1
OG0003207	XP_020888651.1	XP_023641299.1
OG0003208	XP_002885269.2	XP_006299790.2
OG0003209	XP_020891656.1, XP_020869292.1, XP_020881692.1	XP_023634695.1, XP_023634651.1
OG0003209	XP_020889407.1	XP_023634712.1
OG0003210	XP_002868819.1	XP_006291420.1
OG0003211	XP_002892237.1	XP_006306939.1
OG0003211	XP_002889800.1	XP_023633083.1
OG0003212	XP_020871007.1	XP_006305942.1
OG0003213	XP_002889694.1	XP_006303723.2
OG0003213	XP_002889693.1	XP_006306342.1
OG0003214	XP_002886639.1	XP_006300441.1
OG0003214	XP_002892576.1	XP_006305877.1
OG0003215	XP_020869514.1	XP_023633231.1
