Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_glauca
OG0003959	XP_002879449.1	Cg005G1598600
OG0003960	XP_002889499.2	Cg006G2224500
OG0003961	XP_020873774.1	Cg001G0152500
OG0003962	XP_020867238.1, XP_002890820.2	Cg006G1979200
OG0003964	XP_020880024.1	Cg002G0471100
OG0003965	XP_020868311.1	Cg007G2340700
OG0003966	XP_002866679.1	Cg003G1047700
OG0003967	XP_002866596.1	Cg003G1031900
OG0003968	XP_002866570.1	Cg003G0844700, Cg003G1027700, Cg003G0826900, Cg003G0827200, Cg003G0875800
OG0003970	XP_020879178.1, XP_002862537.1	Cg003G1006300
OG0003972	XP_020883445.1	Cg003G1002500
OG0003974	XP_002872061.1, XP_020885205.1	Cg008G2792400
OG0003975	XP_020880788.1	Cg002G0539000
OG0003976	XP_020877871.1	Cg008G2813500
OG0003977	XP_020877840.1	Cg008G2815200
OG0003978	XP_020868656.1	Cg006G2146300
OG0003979	XP_002875729.1	Cg003G0994200
OG0003980	XP_020871667.1, XP_020871668.1, XP_020882538.1	Cg003G0993700
OG0003981	XP_002875328.1	Cg002G0660900
OG0003982	XP_002862816.1, XP_020871702.1	Cg003G0979600
OG0003983	XP_002866292.2	Cg003G0978000
OG0003984	XP_020871465.1	Cg003G0975600
OG0003985	XP_020880444.1	Cg003G0965400
OG0003986	XP_020872419.1, XP_020886093.1	Cg003G0950800
OG0003987	XP_002872419.1, XP_002875937.1	Cg002G0537700
OG0003988	XP_020870642.1	Cg003G0932000
OG0003989	XP_020878319.1	Cg008G2642100
OG0003991	XP_002873202.1	Cg008G2624900
OG0003992	XP_002871127.1	Cg008G2622500
OG0003993	XP_002871103.1	Cg008G2618300
OG0003994	XP_002873089.1	Cg008G2604900
OG0003995	XP_020877057.1	Cg008G2595200
OG0003996	XP_020877060.1	Cg008G2595100
OG0003997	XP_002878091.1, XP_002877033.1, XP_002870653.1	Cg001G0383400
OG0003998	XP_020888128.1, XP_020888767.1	Cg004G1162900
OG0003999	XP_020891441.1	Cg007G2570800
OG0004000	XP_020890982.1	Cg007G2535800
OG0004001	XP_002889076.1	Cg007G2534800
OG0004002	XP_020891282.1	Cg007G2530500
OG0004002	XP_020889883.1	Cg007G2530600
OG0004003	XP_020871749.1	Cg008G2945800
OG0004004	XP_020868679.1	Cg006G1797600
OG0004005	XP_002894552.2, XP_002894551.1, XP_020866537.1	Cg006G1782400
OG0004006	XP_002891856.1	Cg006G1784300
OG0004007	XP_002891832.1, XP_020870056.1	Cg006G1787700
OG0004008	XP_002891824.1	Cg007G2329600
OG0004009	XP_020868447.1	Cg006G1876900
OG0004010	XP_002894459.1	Cg006G1797400
OG0004011	XP_020884095.1	Cg005G1569600
OG0004012	XP_002865952.1	Cg003G0913300
OG0004013	XP_002868284.1, XP_020872682.1	Cg001G0266600
OG0004014	XP_020875725.1, XP_002868257.1	Cg001G0262700
OG0004015	XP_020875154.1	Cg001G0248700, Cg001G0248800
OG0004016	XP_020891415.1, XP_020891420.1	Cg007G2504400
OG0004018	XP_020891030.1, XP_020886281.1	Cg007G2289900
OG0004020	XP_002875365.1	Cg002G0654300
OG0004021	XP_002867829.1	Cg001G0186900
OG0004023	XP_002885334.1	Cg004G1264300
OG0004024	XP_020887206.1	Cg004G1264400
OG0004024	XP_002894239.1	Cg006G1830700
OG0004025	XP_020882904.1	Cg005G1583500
OG0004026	XP_002881376.1	Cg005G1582200
OG0004027	XP_020881103.1	Cg008G2972800
OG0004027	XP_020875054.1	Cg001G0220600
OG0004028	XP_020867470.1	Cg006G2104300
OG0004030	XP_002888409.1, XP_020868207.1	Cg006G1891400
OG0004031	XP_020888428.1	Cg003G0841700
OG0004032	XP_020872854.1	Cg001G0200900
OG0004033	XP_002869941.1	Cg008G2947700, Cg001G0198800
OG0004034	XP_002867835.1	Cg001G0187600
OG0004035	XP_002869865.1	Cg001G0186200
OG0004036	XP_002868515.2, XP_020887106.1	Cg004G1246400
OG0004037	XP_002868133.1	Cg001G0240600
OG0004038	XP_002870859.1, XP_020874988.1	Cg001G0237500
OG0004039	XP_002882184.1	Cg004G1077700
OG0004040	XP_002865059.1, XP_002880683.1	Cg005G1729100
OG0004041	XP_020881151.1	Cg002G0403200
OG0004042	XP_020880837.1, XP_020882709.1	Cg002G0411400
OG0004044	XP_020888392.1, XP_020881459.1	Cg002G0415900
OG0004045	XP_020881564.1	Cg002G0416300
OG0004046	XP_020879718.1	Cg002G0431300
OG0004047	XP_020882293.1	Cg002G0450400
OG0004048	XP_002876741.1	Cg002G0694900
OG0004049	XP_020884526.1	Cg005G1517100
OG0004050	XP_002876375.1, XP_002893825.1	Cg002G0458000
OG0004051	XP_020882247.1	Cg002G0484900, Cg002G0484800
OG0004052	XP_002876213.1	Cg002G0490500
OG0004053	XP_020880622.1	Cg002G0491300
OG0004054	XP_002883562.1	Cg004G1319200
OG0004055	XP_002894525.1	Cg006G1785300
OG0004056	XP_020891257.1	Cg007G2489800
OG0004058	XP_002881725.2	Cg005G1525900
OG0004060	XP_002880584.1	Cg005G1746800
OG0004061	XP_020873264.1	Cg001G0157900
OG0004062	XP_020869952.1	Cg006G1840300
OG0004063	XP_020868494.1	Cg006G1927700
OG0004064	XP_020878610.1	Cg003G0776700, Cg003G0776900
OG0004065	XP_020878619.1	Cg003G0765500
OG0004066	XP_020878273.1	Cg008G2758000
OG0004069	XP_002880299.1	Cg005G1455300
OG0004070	XP_020885604.1, XP_020885654.1, XP_020885747.1, XP_020885745.1	Cg005G1464400
OG0004071	XP_002883894.2, XP_002883895.1	Cg004G1381500, Cg004G1386200
OG0004072	XP_020885806.1, XP_002881966.1	Cg005G1483900
OG0004073	XP_020883638.1	Cg005G1493000
OG0004074	XP_020866812.1	Cg006G2094000
OG0004076	XP_020888939.1	Cg004G1092600
OG0004077	XP_002884378.1	Cg004G1095400
OG0004078	XP_002871808.1, XP_020887014.1	Cg004G1100900
OG0004079	XP_002884444.1	Cg004G1105000
OG0004080	XP_002884463.1, XP_002884462.1	Cg004G1107600
OG0004081	XP_002882388.1	Cg004G1110500
OG0004082	XP_020886365.1	Cg004G1111100
OG0004083	XP_020886543.1	Cg004G1114100
OG0004084	XP_002882441.1	Cg004G1121600
OG0004085	XP_020887653.1	Cg004G1123800
OG0004086	XP_002884638.1	Cg004G1136800
OG0004087	XP_002882794.1	Cg004G1188100
OG0004088	XP_020888088.1	Cg004G1194800
OG0004089	XP_002882872.1	Cg004G1204200
OG0004090	XP_020875628.1, XP_020889272.1	Cg004G1216300
OG0004091	XP_020886107.1	Cg004G1224200
OG0004092	XP_002885187.1	Cg004G1236000
OG0004093	XP_020887874.1	Cg004G1245100
OG0004094	XP_002883201.1	Cg004G1263800
OG0004095	XP_002863946.1, XP_002863964.1	Cg008G2863000, Cg008G2848500
OG0004096	XP_002877179.2, XP_002877187.2	Cg002G0622300
OG0004097	XP_020867887.1, XP_020872980.1	Cg001G0365300
OG0004098	XP_020886035.1	Cg004G1305100
OG0004099	XP_020887664.1	Cg004G1302300
OG0004100	XP_020886932.1	Cg004G1295400
OG0004101	XP_002885526.1	Cg004G1295300
OG0004102	XP_002883310.1	Cg004G1283200, Cg004G1283100
OG0004103	XP_020865666.1	Cg007G2461300, Cg007G2464100
OG0004104	XP_020866075.1	Cg004G1406700, Cg008G2838900
OG0004105	XP_020876659.1	Cg008G2836600
OG0004106	XP_020877836.1	Cg003G0700900
OG0004106	XP_002892054.1	Cg006G2250000
OG0004107	XP_020870189.1, XP_002894314.1	Cg006G2248000
OG0004108	XP_020867264.1	Cg006G2226200
OG0004109	XP_002889599.1	Cg006G2202000
OG0004110	XP_002892413.1, XP_020868701.1	Cg006G2185900
OG0004111	XP_002891923.1, XP_020867395.1	Cg007G2344400
OG0004113	XP_020866421.1	Cg006G2152600
OG0004114	XP_002886443.1	Cg007G2274400
OG0004114	XP_002892690.2	Cg006G2138800
OG0004115	XP_020866037.1	Cg006G2115800
OG0004116	XP_002890252.1	Cg006G2086300
OG0004117	XP_020869036.1	Cg008G2931900, Cg006G2084800
OG0004119	XP_002865755.1, XP_002865754.1	Cg003G0840600
OG0004120	XP_020891629.1	Cg007G2484700
OG0004122	XP_020869515.1	Cg006G2136700
OG0004122	XP_020891635.1	Cg007G2272400
OG0004123	XP_020882041.1	Cg002G0695700
OG0004124	XP_020890826.1	Cg007G2262200
OG0004125	XP_002872757.2, XP_020876434.1	Cg003G0863400, Cg003G0735000
OG0004126	XP_002883919.1	Cg008G2946900
OG0004127	XP_020881506.1, XP_020881812.1	Cg005G1718100
OG0004128	XP_002872730.1	Cg003G0859900, Cg003G0738100
OG0004129	XP_002894100.1, XP_002878342.1	Cg006G1850800
OG0004130	XP_002866945.1	Cg001G0026800
OG0004131	XP_020874272.1	Cg001G0037800
OG0004132	XP_002869052.1	Cg001G0041400
OG0004133	XP_002867160.1	Cg001G0064000
OG0004134	XP_002862408.1, XP_002883466.1	Cg004G1307900
OG0004135	XP_002883481.2	Cg004G1309600
OG0004136	XP_020875898.1	Cg014G3051600, Cg003G0704000
OG0004137	XP_020889429.1	Cg003G0910800
OG0004137	XP_020872084.1	Cg001G0122900
OG0004138	XP_002890609.1	Cg006G2025100
OG0004138	XP_002890608.1	Cg006G2025200
OG0004141	XP_002894596.1, XP_002891904.1	Cg007G2352200
OG0004146	XP_020885049.1	Cg005G1645300, Cg006G2188300
OG0004147	XP_002875605.1	Cg005G1639800, Cg005G1640100
OG0004148	XP_020881286.1	Cg002G0695000
OG0004149	XP_002875411.1	Cg002G0629600
OG0004150	XP_002876582.1	Cg002G0421000
OG0004152	XP_002874542.1	Cg003G0799200
OG0004153	XP_020873717.1	Cg001G0130200
OG0004155	XP_002866543.1, XP_002862246.1	Cg003G1023300
OG0004155	XP_002866544.1, XP_002862245.1	Cg003G1023400
OG0004157	XP_002879514.1	Cg005G1585100
OG0004165	XP_002878710.1	Cg005G1750800
OG0004166	XP_002869373.1	Cg001G0097000
OG0004167	XP_002867338.1	Cg001G0096600
OG0004168	XP_020891712.1	Cg003G1022900
OG0004169	XP_020879177.1	Cg008G2737200
OG0004170	XP_020878112.1	Cg008G2732400
OG0004173	XP_020876601.1	Cg008G2724500
OG0004174	XP_002873710.1	Cg008G2715900
OG0004175	XP_020879202.1	Cg008G2715400
OG0004177	XP_002893289.1	Cg006G2030700
OG0004178	XP_002871597.1	Cg008G2704100
OG0004179	XP_020889238.1	Cg004G1234200
OG0004181	XP_002877154.1	Cg002G0644800
OG0004182	XP_020876712.1	Cg008G2675400
OG0004182	XP_002874237.1	Cg008G2806200
OG0004184	XP_002871325.1	Cg008G2656300
OG0004185	XP_020878593.1	Cg008G2655700
OG0004186	XP_020873239.1, XP_020890623.1	Cg001G0155200
OG0004187	XP_020883232.1	Cg003G0898900
OG0004188	XP_020885414.1	Cg005G1681500
OG0004189	XP_020885322.1	Cg005G1674400
OG0004190	XP_020883389.1	Cg005G1667200
OG0004191	XP_002879093.1	Cg005G1651300
OG0004192	XP_020884380.1	Cg005G1629200
OG0004193	XP_002862819.2, XP_002879263.2	Cg005G1628500
OG0004194	XP_002881115.1	Cg005G1627500
OG0004195	XP_020885637.1	Cg005G1620000
OG0004197	XP_020884470.1	Cg005G1614000
OG0004198	XP_020883690.1	Cg005G1610700
OG0004199	XP_002894072.1	Cg006G1853800
OG0004200	XP_002874479.2	Cg003G0818800
OG0004200	XP_020870368.1	Cg006G1863700
OG0004201	XP_020870773.1	Cg006G1861700
OG0004202	XP_020869210.1	Cg006G1993200
OG0004203	XP_020866905.1	Cg005G1591700, Cg006G1986000
OG0004204	XP_002890824.2	Cg006G1978700, Cg006G1978600
OG0004205	XP_020883002.1	Cg005G1588900
OG0004205	XP_020868697.1	Cg006G1975400
OG0004206	XP_020870724.1	Cg006G1971900
OG0004207	XP_020866843.1	Cg006G1970000
OG0004208	XP_002893634.1	Cg006G1968700
OG0004209	XP_020870687.1	Cg006G1964900, Cg006G1964800
OG0004210	XP_002890967.1	Cg006G1952900
OG0004211	XP_002876852.1	Cg002G0682000
OG0004212	XP_020871493.1, XP_002862166.2, XP_002888458.1	Cg003G1059200
OG0004214	XP_020868006.1	Cg003G1058500
OG0004215	XP_002864989.1	Cg003G1052100
OG0004217	XP_002862512.2, XP_002864853.2	Cg003G1025800
OG0004218	XP_020878904.1	Cg003G1019200
OG0004219	XP_020866213.1	Cg006G1927000
OG0004220	XP_020866528.1, XP_002866428.1	Cg003G1003900
OG0004221	XP_020865777.1	Cg003G0999200
OG0004222	XP_002868111.1	Cg001G0238300
OG0004223	XP_020866335.1	Cg008G2929400
OG0004223	XP_002863658.1	Cg003G0796200
OG0004226	XP_002873965.1	Cg008G2763300
OG0004227	XP_002871953.1	Cg008G2771200
OG0004228	XP_020876662.1	Cg008G2780200
OG0004229	XP_020869627.1	Cg003G0982500
OG0004230	XP_020889568.1	Cg003G0980000
OG0004232	XP_002866167.1	Cg003G0956700
OG0004233	XP_020873223.1	Cg001G0174500
OG0004234	XP_020877637.1	Cg003G0946700
OG0004235	XP_020881521.1, XP_020875339.1	Cg002G0531500
OG0004236	XP_002864354.1	Cg003G0936100
OG0004237	XP_020878946.1	Cg003G0721500, Cg014G3033800
OG0004238	XP_020878169.1	Cg014G3029000, Cg003G0725600
OG0004239	XP_020877978.1	Cg008G2635900
OG0004240	XP_020888889.1	Cg004G1162300
OG0004241	XP_020878425.1	Cg008G2612500
OG0004242	XP_002873068.1	Cg008G2600600
OG0004243	XP_020876630.1	Cg008G2586700
OG0004244	XP_002868639.1	Cg007G2435100, Cg001G0309800, Cg001G0379800
OG0004245	XP_020874963.1	Cg002G0630300, Cg001G0385400
OG0004246	XP_002887812.1	Cg007G2570900, Cg007G2574200
OG0004247	XP_020890241.1	Cg007G2565200
OG0004248	XP_002889213.1	Cg007G2559200
OG0004249	XP_020890590.1	Cg007G2547800
OG0004250	XP_020887359.1	Cg004G1146500
OG0004251	XP_020867811.1	Cg006G1783300
OG0004252	XP_020867902.1	Cg006G2008800
OG0004253	XP_020867150.1	Cg006G1803100
OG0004254	XP_002863129.1	Cg001G0282700
OG0004255	XP_002880126.1	Cg005G1483400
OG0004256	XP_020890258.1	Cg007G2499200
OG0004257	XP_020868083.1, XP_002865841.2	Cg006G2026700
OG0004258	XP_020870114.1	Cg006G2132100
OG0004259	XP_002877108.1	Cg002G0636000
OG0004260	XP_020880138.1	Cg003G0888200
OG0004261	XP_002875399.2, XP_020881926.1	Cg002G0648400
OG0004262	XP_020880288.1, XP_020880289.1	Cg002G0667100
OG0004263	XP_020866645.1	Cg006G2019800
OG0004264	XP_020890206.1	Cg007G2461500
OG0004265	XP_020890649.1	Cg008G2970500
OG0004266	XP_002863434.1	Cg008G2967300
OG0004267	XP_020886162.1	Cg008G2961400
OG0004269	XP_020882821.1	Cg005G1697400
OG0004270	XP_002888835.1	Cg007G2484300
OG0004271	XP_020869213.1	Cg006G1821300
OG0004272	XP_020867999.1, XP_020870270.1	Cg006G1817100
OG0004273	XP_002891686.1	Cg006G1812100
OG0004274	XP_020873057.1	Cg001G0215500
OG0004275	XP_020872741.1	Cg001G0216100
OG0004277	XP_020875694.1	Cg001G0228500
OG0004278	XP_020880063.1	Cg002G0517000
OG0004279	XP_002867693.1	Cg001G0167100
OG0004280	XP_002867708.1	Cg001G0169400
OG0004281	XP_020871885.1	Cg003G0898000
OG0004282	XP_020873679.1	Cg001G0163400
OG0004283	XP_002881366.1	Cg005G1583800
OG0004284	XP_002869812.2	Cg001G0177600
OG0004285	XP_020872855.1	Cg001G0201100
OG0004286	XP_020874966.1	Cg001G0195700
OG0004287	XP_002869907.1	Cg001G0193300
OG0004288	XP_020875368.1	Cg001G0234900, Cg001G0234300, Cg001G0234500, Cg001G0234600, Cg001G0234000, Cg001G0235000
OG0004289	XP_020879513.1	Cg008G2706900
OG0004289	XP_002884262.1	Cg004G1074100
OG0004290	XP_020889823.1, XP_002886410.1	Cg003G0777700, Cg008G2817900
OG0004291	XP_020882207.1	Cg002G0400700
OG0004292	XP_002878388.1	Cg002G0415000
OG0004293	XP_020880001.1	Cg002G0418900
OG0004294	XP_002891800.1	Cg006G1791700
OG0004295	XP_020880500.1	Cg002G0439400
OG0004296	XP_002878197.1	Cg002G0442300
OG0004297	XP_020880161.1	Cg002G0442600
OG0004299	XP_002878118.2	Cg002G0455200
OG0004300	XP_020880241.1	Cg002G0458100
OG0004301	XP_020881902.1	Cg002G0461700
OG0004302	XP_002876282.1	Cg002G0476200, Cg002G0476400
OG0004303	XP_002864240.1	Cg003G0917600
OG0004304	XP_002862506.2, XP_002885636.1	Cg004G1313000
OG0004305	XP_002886138.1	Cg004G1415300
OG0004306	XP_020888357.1	Cg004G1417700
OG0004307	XP_020888731.1	Cg004G1402300
OG0004308	XP_020888347.1	Cg004G1431900
OG0004310	XP_002881760.1	Cg005G1518500
OG0004311	XP_002881744.1	Cg005G1521100
OG0004312	XP_002881736.1, XP_002881532.1	Cg005G1523200
OG0004313	XP_002879846.1	Cg005G1530400
OG0004314	XP_002881634.1	Cg005G1540100
OG0004315	XP_020885675.1	Cg005G1545800
OG0004316	XP_020883394.1, XP_002879686.1	Cg005G1557700
OG0004317	XP_020877734.1	Cg003G0752800
OG0004318	XP_020885400.1	Cg005G1753200
OG0004319	XP_020870652.1	Cg006G2007400
OG0004320	XP_020870674.1	Cg005G1718500, Cg006G2222400
OG0004322	XP_002874314.1	Cg008G2820800
OG0004324	XP_002874352.2	Cg008G2826400
OG0004325	XP_020876983.1	Cg008G2827000
OG0004326	XP_020885023.1	Cg005G1458600
OG0004327	XP_020885136.1	Cg005G1458700
OG0004328	XP_002880249.1	Cg008G2758700, Cg005G1463900, Cg005G1652700
OG0004329	XP_020883483.1	Cg005G1465700
OG0004330	XP_002882055.2	Cg005G1467100
OG0004330	XP_002893400.1	Cg006G2015700
OG0004331	XP_020888732.1	Cg004G1280900
OG0004332	XP_020884252.1	Cg005G1472500
OG0004334	XP_020885701.1	Cg005G1498200
OG0004335	XP_020885394.1	Cg005G1498700
OG0004336	XP_002881876.1, XP_020879653.1	Cg005G1501200
OG0004337	XP_020868268.1	Cg008G2981300
OG0004338	XP_002865139.1	Cg008G2980900
OG0004339	XP_020885101.1	Cg008G2980100
OG0004340	XP_002882436.1	Cg004G1120300
OG0004341	XP_002884549.1	Cg004G1122800
OG0004342	XP_020888040.1	Cg004G1131100
OG0004343	XP_002882492.1	Cg004G1131800
OG0004344	XP_002884671.1	Cg004G1143300
OG0004345	XP_002884774.1	Cg004G1159700
OG0004346	XP_020888328.1	Cg001G0369500, Cg004G1172400
OG0004347	XP_002884868.2	Cg004G1178300
OG0004348	XP_020888316.1	Cg004G1180100
OG0004348	XP_002871226.1	Cg008G2638600
OG0004349	XP_020888320.1	Cg004G1185000
OG0004350	XP_002884945.1	Cg004G1191000
OG0004351	XP_020888089.1	Cg004G1194700
OG0004352	XP_020888057.1	Cg004G1198700
OG0004353	XP_020886614.1	Cg004G1202800
OG0004354	XP_020888657.1	Cg004G1204000
OG0004355	XP_020888819.1	Cg004G1210200
OG0004356	XP_020887702.1	Cg004G1217100
OG0004357	XP_020872066.1, XP_020886367.1	Cg004G1217600
OG0004358	XP_002889275.1, XP_020886840.1	Cg004G1218000
OG0004359	XP_020886108.1	Cg004G1224100
OG0004360	XP_020889571.1	Cg004G1444300, Cg004G1444200
OG0004361	XP_020889218.1	Cg004G1235900
OG0004362	XP_002885273.1, XP_002885272.1	Cg004G1252700
OG0004363	XP_020888470.1	Cg004G1255800
OG0004364	XP_002885316.1	Cg004G1261700
OG0004366	XP_002862716.1, XP_020888356.1	Cg004G1271700
OG0004367	XP_020888044.1	Cg004G1276500
OG0004368	XP_002885420.1	Cg004G1278200
OG0004369	XP_020889377.1	Cg004G1280000
OG0004370	XP_002868538.1	Cg001G0339400
OG0004371	XP_020873073.1	Cg001G0327700
OG0004372	XP_002865590.1	Cg008G2884300, Cg016G3060200, Cg003G0873500
OG0004373	XP_002883459.2	Cg004G1307100
OG0004374	XP_020889427.1	Cg004G1300800
OG0004375	XP_020886684.1	Cg004G1290800
OG0004376	XP_002885473.1	Cg004G1286500
OG0004377	XP_020886166.1	Cg004G1285000
OG0004378	XP_020888915.1	Cg004G1284900
OG0004379	XP_002885441.2	Cg004G1282500
OG0004380	XP_020890939.1	Cg007G2409500, Cg007G2399300
OG0004381	XP_002871827.1	Cg008G2750600
OG0004382	XP_020881269.1	Cg002G0512300
OG0004383	XP_002877809.1	Cg002G0513400
OG0004384	XP_002889394.1	Cg006G2240900
OG0004385	XP_002892163.1	Cg006G2231800
OG0004387	XP_020867422.1	Cg006G2205200
OG0004388	XP_020867411.1	Cg006G2185200
OG0004390	XP_020870459.1	Cg006G2169400
OG0004391	XP_020868193.1	Cg006G2166200
OG0004392	XP_002889901.1	Cg006G2144000
OG0004393	XP_020869918.1	Cg006G2138200
OG0004394	XP_020870917.1	Cg006G2137700
OG0004395	XP_020869518.1	Cg006G2136300
OG0004396	XP_020870427.1, XP_020878024.1	Cg006G2098700
OG0004397	XP_002893163.1	Cg006G2052200
OG0004398	XP_020889720.1, XP_002893210.1	Cg006G2045500
OG0004399	XP_020867354.1	Cg006G2040000
OG0004400	XP_020889926.1	Cg007G2486200
OG0004401	XP_002888762.1	Cg007G2472800
OG0004403	XP_002887967.1	Cg007G2271600
OG0004404	XP_002894632.1	Cg007G2338200
OG0004405	XP_002868563.1	Cg001G0394100
OG0004405	XP_020889978.1	Cg007G2259800
OG0004407	XP_020884647.1	Cg005G1706600
OG0004408	XP_002868935.1	Cg001G0017200
OG0004409	XP_020872146.1	Cg001G0032500
OG0004410	XP_002867086.1	Cg001G0049200
OG0004411	XP_002867194.1	Cg001G0069700
OG0004412	XP_020876853.1	Cg003G0700500
OG0004413	XP_020874027.1	Cg001G0065400
OG0004414	XP_020875027.1	Cg001G0063100
OG0004415	XP_020874893.1	Cg001G0061700
OG0004416	XP_002869297.1	Cg001G0082600
OG0004417	XP_020872302.1	Cg001G0087400
OG0004418	XP_020872240.1	Cg001G0089500
OG0004419	XP_020886878.1	Cg004G1305800
OG0004420	XP_002893864.2, XP_002891171.1	Cg006G1916200
OG0004421	XP_020879251.1	Cg014G3045700, Cg003G0710000
OG0004422	XP_020876520.1	Cg014G3046300, Cg003G0709500
OG0004423	XP_020875117.1	Cg001G0118900
OG0004429	XP_002894402.1	Cg006G1806900
OG0004434	XP_002869546.1	Cg005G1459300
OG0004435	XP_020883956.1	Cg006G1779500
OG0004436	XP_002874379.2	Cg008G2830000
OG0004436	XP_020876991.1	Cg008G2829900
OG0004440	XP_020890425.1	Cg007G2560800
OG0004440	XP_020890431.1	Cg007G2560700
OG0004451	XP_020873451.1	Cg001G0173600
OG0004452	XP_002877547.1	Cg002G0555800
OG0004453	XP_020883463.1	Cg005G1542400
OG0004455	XP_002876802.1	Cg002G0685800
OG0004456	XP_020877801.1	Cg008G2745200
OG0004457	XP_020867464.1	Cg006G2220200
OG0004458	XP_002873796.1	Cg008G2732300
OG0004459	XP_020882120.1	Cg002G0396700
OG0004460	XP_002871712.1	Cg008G2727100
OG0004461	XP_020876606.1	Cg008G2722800
OG0004462	XP_020878621.1	Cg008G2715500
OG0004463	XP_002871631.1	Cg008G2712100
OG0004464	XP_020888020.1	Cg004G1402100
OG0004465	XP_020878537.1	Cg008G2701200
OG0004466	XP_020879151.1	Cg008G2698300
OG0004468	XP_020878740.1	Cg008G2695000
OG0004469	XP_020879528.1, XP_002871538.1, XP_020879211.1	Cg008G2693200
OG0004470	XP_020876256.1	Cg008G2691100
OG0004471	XP_020878936.1	Cg008G2687500
OG0004472	XP_020878852.1	Cg008G2685200
OG0004473	XP_020875893.1	Cg008G2678500
OG0004474	XP_020871495.1, XP_020881903.1	Cg005G1683400
OG0004475	XP_002873476.1	Cg008G2675100
OG0004476	XP_020876725.1	Cg008G2672500
OG0004477	XP_002871393.2	Cg008G2666200
OG0004478	XP_002873383.1	Cg008G2659500
OG0004479	XP_002871307.1	Cg008G2652800
OG0004480	XP_002874880.1	Cg003G0868300, Cg003G0729900
OG0004481	XP_002872789.1	Cg003G0867300, Cg003G0731000
OG0004482	XP_020891489.1, XP_020875060.1, XP_002867627.1	Cg001G0153000
OG0004483	XP_020873521.1	Cg001G0156000
OG0004484	XP_002880914.1	Cg005G1669700
OG0004485	XP_002880957.1	Cg005G1657300
OG0004486	XP_002880946.1	Cg005G1655300
OG0004487	XP_020884870.1	Cg005G1637800
OG0004488	XP_002879230.1, XP_002879231.1, XP_020871652.1	Cg005G1636200
OG0004489	XP_020884550.1	Cg005G1634100
OG0004490	XP_020882817.1	Cg005G1629900
OG0004491	XP_002881109.1	Cg005G1628300
OG0004492	XP_002881112.1	Cg005G1627900
OG0004493	XP_002879331.1	Cg005G1617100
OG0004494	XP_020883687.1	Cg005G1606600
OG0004495	XP_002879413.1	Cg005G1605300
OG0004496	XP_002881258.1	Cg005G1602600
OG0004497	XP_020883152.1	Cg005G1599000
OG0004498	XP_020874596.1, XP_020874597.1, XP_020884389.1	Cg005G1598300
OG0004499	XP_002863651.1	Cg008G2929700
OG0004500	XP_020867605.1	Cg006G2224400
OG0004502	XP_002867594.1, XP_002872753.1	Cg001G0146000
OG0004503	XP_020869882.1	Cg006G1866500, Cg006G1866400
OG0004504	XP_002890752.1	Cg006G1996900
OG0004505	XP_020870372.1	Cg006G1994800
OG0004506	XP_002890763.1	Cg006G1994300, Cg006G1994100
OG0004507	XP_020868226.1, XP_020884687.1	Cg006G1992900
OG0004508	XP_020869994.1	Cg006G1990200
OG0004509	XP_002890790.1	Cg006G1986800
OG0004510	XP_020868264.1, XP_020868263.1	Cg006G1980700
OG0004511	XP_002893572.1	Cg006G1978800
