Orthogroup	Camelina_sativa	Odontarrhena_muralis
OG0002776	XP_010449042.1, XP_010439465.1, XP_010434166.1	Om001G007450
OG0002777	XP_010439408.1, XP_010434110.1, XP_010448974.1, XP_010497681.1, XP_010456356.1, XP_010495039.1, XP_010424818.1, XP_010456354.1	Om001G008140
OG0002778	XP_019085825.1, XP_019083159.1, XP_019093385.1	Om001G006980
OG0002779	XP_010478827.1, XP_019099365.1	Om001G012920
OG0002779	XP_010461224.1, XP_010478823.1	Om001G012910
OG0002780	XP_010461353.1, XP_019100886.1, XP_019100887.1, XP_010500069.1, XP_019091107.1, XP_010513439.2, XP_019091108.1, XP_019098621.1, XP_019100885.1, XP_010500071.1	Om001G014540
OG0002781	XP_010437198.1, XP_010446639.1	Om001G038440
OG0002782	XP_010437117.1, XP_010431972.1, XP_010446560.1, XP_010431571.1	Om001G039650
OG0002783	XP_019089400.1, XP_019098474.1, XP_019086500.1, XP_019087999.1	Om001G041150
OG0002784	XP_010481350.1, XP_010494948.1, XP_010441489.1	Om008G362160
OG0002785	XP_010435421.1, XP_010435432.1, XP_010450371.2, XP_010440709.1	Om003G106070
OG0002785	XP_010467136.1, XP_010488804.1	Om002G077980
OG0002786	XP_010467126.1, XP_010412938.1, XP_010488797.1, XP_010412952.1	Om004G139510, Om002G077800, Om001G029450
OG0002787	XP_010440761.1, XP_010435463.1, XP_010450412.1	Om003G106580
OG0002788	XP_010512137.1, XP_010488361.1, XP_010466630.1	Om002G071780
OG0002789	XP_010511734.1, XP_010488315.1, XP_010466574.1	Om002G071170
OG0002789	XP_010450002.1	Om003G102480
OG0002790	XP_010488254.1, XP_010511242.1, XP_010466510.1	Om002G070590
OG0002790	XP_010466512.1, XP_010511255.1, XP_010488257.1	Om002G070610
OG0002791	XP_010434994.1, XP_010449943.1, XP_010440316.1	Om003G101580
OG0002791	XP_010510456.1, XP_010466418.1	Om002G069720
OG0002792	XP_010441130.1, XP_010435921.1, XP_010450696.1	Om007G316750
OG0002792	XP_010461837.1	Om002G048930
OG0002792	XP_019091480.1	Om002G054810
OG0002793	XP_010507941.1, XP_010518387.1	Om008G320090
OG0002794	XP_010506468.1, XP_019082902.1, XP_019101725.1, XP_010469147.1	Om003G125810
OG0002795	XP_010469198.1, XP_010413572.1, XP_010512348.1	Om003G124940
OG0002796	XP_010517931.1, XP_010508403.1, XP_010506247.1	Om008G324990
OG0002797	XP_010427666.1, XP_010516414.1, XP_010516413.1, XP_010504718.1	Om003G121020
OG0002797	XP_010508592.1, XP_019082329.1, XP_010506044.1	Om008G326850
OG0002798	XP_010508659.1, XP_010517679.1	Om008G327430
OG0002798	XP_010516358.1, XP_010427615.1, XP_010427616.1	Om003G120540
OG0002799	XP_010423952.1, XP_010451989.1, XP_010490569.1	Om004G176720
OG0002800	XP_010452241.1, XP_010423687.1, XP_010490852.1	Om004G174080
OG0002802	XP_010503051.1, XP_010514732.1, XP_010425833.1, XP_010420958.1, XP_010454429.1, XP_019097191.1	Om006G242930
OG0002803	XP_010503322.1, XP_010426160.1, XP_010515032.2	Om006G266300
OG0002803	XP_010483495.1, XP_010443637.1, XP_010454356.1	Om006G247160
OG0002804	XP_010426579.1, XP_010503704.1, XP_010515393.1, XP_010444705.1	Om006G258890
OG0002805	XP_010469928.1, XP_010510454.1, XP_010414359.1, XP_019083055.1	Om007G282270
OG0002806	XP_010462530.1, XP_010480876.1, XP_010474645.1	Om005G179090
OG0002806	XP_010422702.1, XP_010428585.1, XP_010456138.1	Om004G158840
OG0002807	XP_010430668.1, XP_019090608.1, XP_019084156.1	Om004G160720
OG0002807	XP_010457353.1, XP_019094946.1, XP_019094983.1	Om005G180360
OG0002808	XP_010469585.1, XP_010413993.1, XP_010510015.1	Om007G279420, Om007G279410
OG0002808	XP_010457592.1, XP_010475188.1	Om005G182400
OG0002809	XP_010510207.1, XP_010469698.1	Om007G280580
OG0002810	XP_010486434.1, XP_010457807.1, XP_010475407.1	Om005G184140
OG0002810	XP_010510286.1, XP_010418749.1	Om007G281200
OG0002812	XP_019083607.1, XP_019093406.1, XP_010510775.1	Om007G284670
OG0002813	XP_010485381.1, XP_010435655.1, XP_010496278.1	Om002G042450
OG0002813	XP_010492241.1, XP_010420073.1, XP_010453558.1	Om007G301390
OG0002814	XP_010420230.1, XP_010492404.1, XP_010453700.1	Om007G299550
OG0002814	XP_010463617.1, XP_010485458.1, XP_010458222.1	Om002G043490
OG0002815	XP_010485678.1, XP_010510166.1, XP_010463790.1	Om002G044830
OG0002815	XP_010453945.1, XP_010492701.1, XP_010420473.1	Om007G297030
OG0002816	XP_019096266.1, XP_019092913.1, XP_010463902.1	Om002G045890
OG0002817	XP_010485804.1, XP_010413938.1, XP_010463911.1	Om002G046040
OG0002817	XP_010420611.1, XP_010492852.1, XP_010454088.1	Om007G295770
OG0002818	XP_010485900.1, XP_010421835.1, XP_010464001.1	Om002G046980
OG0002819	XP_010454164.1, XP_010420687.1, XP_010492939.1	Om007G295120
OG0002819	XP_010436636.1, XP_010464185.1, XP_010486108.1	Om002G048670
OG0002821	XP_010445248.1, XP_010486213.1, XP_010464272.1	Om002G049510
OG0002821	XP_010442377.2, XP_010482197.1, XP_010440281.1	Om007G304040
OG0002822	XP_010485838.1, XP_010416503.1, XP_010463941.1	Om002G046350
OG0002823	XP_010515749.1, XP_010426896.1, XP_010504020.1	Om006G255600
OG0002823	XP_010516836.1, XP_010505156.1, XP_010509497.1	Om008G337460
OG0002824	XP_010515899.1, XP_010504174.1, XP_010427053.1	Om006G254050
OG0002824	XP_010517058.1, XP_010505378.1, XP_010509270.1	Om008G334860
OG0002825	XP_010472954.1, XP_010429987.1, XP_010417730.1	Om004G130210
OG0002825	XP_010476639.1, XP_010459086.1	Om005G196210
OG0002826	XP_010472851.1, XP_010429883.1, XP_010417650.1	Om004G131270
OG0002826	XP_010476703.1, XP_010497588.1, XP_010459140.1	Om005G196940
OG0002827	XP_010498100.1, XP_019091970.1, XP_010476902.1	Om005G198760
OG0002827	XP_010428155.1, XP_010471297.1, XP_010416028.1	Om004G142370
OG0002828	XP_010498106.1	Om005G198790
OG0002828	XP_010428162.1, XP_010471301.1, XP_010416032.1	Om004G142330
OG0002829	XP_010476952.1	Om005G199440, Om005G199430
OG0002829	XP_010428236.1, XP_010416117.1, XP_010471384.1, XP_010416118.1	Om004G141650
OG0002830	XP_010428446.1, XP_010416314.1, XP_010471547.1	Om004G139310
OG0002831	XP_010416333.1, XP_010428467.1	Om004G138970
OG0002831	XP_010498298.1, XP_010459541.1, XP_010477092.1	Om005G200810
OG0002832	XP_010459740.1, XP_010498488.1, XP_010477299.1	Om005G202620
OG0002832	XP_010428680.1, XP_010416537.1, XP_010471776.1	Om004G136520
OG0002833	XP_010498487.1, XP_010459738.1, XP_010477297.1	Om005G202630
OG0002833	XP_010471775.1	Om004G136510
OG0002834	XP_010460163.1, XP_010477691.1, XP_010498895.1	Om004G144470
OG0002834	XP_010427800.1, XP_010415706.1, XP_010471024.1	Om005G208000
OG0002835	XP_010415558.1, XP_010470899.1, XP_010511946.1	Om005G209680
OG0002835	XP_010499048.1, XP_010460319.1, XP_010477863.1	Om004G146400
OG0002836	XP_010470843.1, XP_019083256.1, XP_010511905.1, XP_010499095.1, XP_010460353.1, XP_010477910.1	Om005G210220
OG0002837	XP_010470794.1, XP_010511834.1, XP_010415462.1	Om005G210950
OG0002838	XP_010433791.1, XP_010448582.1, XP_010439061.1	Om001G006670, Om002G051050
OG0002840	XP_010437021.1, XP_010431881.1, XP_010446447.1	Om001G040750
OG0002840	XP_010416906.1, XP_010429071.1	Om004G155980
OG0002841	XP_010413990.1, XP_010510012.1, XP_010469582.1	Om007G279460
OG0002841	XP_010475185.1, XP_010457588.1, XP_010484726.1	Om005G182370
OG0002842	XP_010474940.1, XP_010457326.2, XP_010481702.1, XP_010483190.1, XP_010475063.1, XP_010457449.1	Om005G180110, Om005G180130
OG0002844	XP_010420139.1, XP_010492312.1, XP_010453621.1	Om007G300560, Om007G300550
OG0002845	XP_010420653.1, XP_010492915.1, XP_010454127.1	Om007G295280
OG0002846	XP_010471987.1, XP_010440722.1, XP_010442420.1, XP_010482228.1, XP_010513277.2, XP_010474001.1	Om007G303550
OG0002847	XP_019099549.1	Om004G132130, Om002G056780
OG0002848	XP_010421272.1, XP_019089847.1, XP_010493606.1	Om006G239100
OG0002849	XP_010426437.1, XP_010515274.1	Om006G260470
OG0002849	XP_010421253.1, XP_010493575.1, XP_010454735.1	Om006G238920
OG0002850	XP_010457663.1, XP_019087223.1	Om006G236350
OG0002850	XP_010443994.1, XP_010496918.1	Om006G236370
OG0002851	XP_010454658.1, XP_010421179.1	Om006G238240
OG0002851	XP_010503527.1, XP_010426384.1, XP_010515221.1	Om006G261280
OG0002852	XP_010493481.1, XP_010421165.1, XP_010454647.1	Om006G238130
OG0002853	XP_010483866.1, XP_010444016.1	Om004G152780, Om004G152760
OG0002855	XP_010463527.1, XP_010485548.1, XP_010431524.1	Om002G042780
OG0002855	XP_010483469.1, XP_010454084.1, XP_019098488.1	Om006G247440
OG0002856	XP_019100197.1, XP_019085734.1, XP_010443606.1, XP_010454024.1, XP_010454052.1, XP_010483465.1	Om006G247470
OG0002857	XP_010431199.1, XP_010503686.1	Om006G259130
OG0002858	XP_019099697.1	Om006G260610, Om006G260630
OG0002859	XP_010443750.1, XP_019093009.1, XP_010426044.1, XP_010514942.1, XP_010503228.1	Om006G245760
OG0002860	XP_010432405.1, XP_010447067.1	Om001G032850
OG0002860	XP_010516877.1, XP_010489197.1, XP_010467354.1	Om002G082200
OG0002861	XP_010480949.1, XP_019091501.1, XP_010474654.1	Om005G179190
OG0002861	XP_010427912.1, XP_010427812.1, XP_010471104.1, XP_010415791.1	Om005G206880
OG0002862	XP_010464813.1, XP_010487946.1, XP_019101180.1, XP_010416298.1, XP_019098655.1, XP_010471533.1, XP_010428427.1	Om004G139540
OG0002863	XP_010417670.2, XP_010472884.1, XP_010429917.1	Om004G130930
OG0002863	XP_010476686.1, XP_010497475.1, XP_010459123.1	Om005G196710
OG0002864	XP_019096557.1, XP_019101480.1, XP_010465188.1	Om002G057700
OG0002865	XP_010480032.1, XP_010462357.1, XP_010501120.1	Om003G090970
OG0002865	XP_010487147.1, XP_010465239.1, XP_010501142.1	Om002G058150
OG0002866	XP_010465273.1, XP_010501473.1, XP_010487180.1	Om002G058560
OG0002866	XP_010462328.1	Om003G091270
OG0002867	XP_010501595.1, XP_010465287.1	Om002G058730
OG0002867	XP_010479995.1, XP_010462316.1, XP_010501075.1	Om003G091480
OG0002869	XP_010488032.1, XP_010509023.1, XP_010466248.1	Om002G068310
OG0002870	XP_019084673.1, XP_010456241.1	Om006G248710
OG0002870	XP_010438636.1	Om006G246930
OG0002871	XP_010488942.1	Om007G280550
OG0002872	XP_010439405.1, XP_010448972.1, XP_010434107.1, XP_010516492.1, XP_010467393.1, XP_010489236.1	Om001G008150
OG0002873	XP_010447744.1, XP_010438198.1, XP_010433008.1	Om001G025790
OG0002873	XP_010489605.1, XP_010467723.1, XP_010414789.1	Om002G086160
OG0002874	XP_010467755.1	Om005G177520, Om007G275560
OG0002874	XP_010433258.2, XP_019089621.1	Om001G022110
OG0002875	XP_010466254.1, XP_010509075.1, XP_010488039.1	Om002G068360
OG0002876	XP_010479367.1, XP_019096314.1	Om003G098370
OG0002877	XP_010427242.1, XP_010504339.1, XP_010516057.1	Om006G252490
OG0002877	XP_010505594.1, XP_019102538.1, XP_010509039.1	Om008G332170
OG0002878	XP_010505819.1, XP_010517507.1, XP_010508820.1	Om008G329300
OG0002878	XP_019099727.1, XP_010427456.1	Om003G119180
OG0002879	XP_010504630.1, XP_010516317.1, XP_010427573.1	Om003G120150
OG0002879	XP_010517621.1, XP_010508729.1, XP_010507680.1	Om008G328200
OG0002880	XP_019102408.1, XP_010504660.1, XP_010427606.1	Om003G120450
OG0002880	XP_010491111.1, XP_010423432.1, XP_010452481.1	Om004G171200
OG0002881	XP_019101931.1	Om003G120990, Om003G120930, Om003G120950, Om003G120940
OG0002884	XP_010466466.1	Om002G070180
OG0002885	XP_010504892.1, XP_010465731.1, XP_010487573.1	Om002G063510
OG0002886	XP_010420321.1, XP_019097362.1, XP_019098072.1, XP_019097361.1, XP_010453793.1, XP_010492520.1, XP_010420324.1	Om007G298510
OG0002887	XP_010492813.1, XP_010454038.1, XP_010420103.1, XP_010492270.1, XP_010453587.1	Om007G296100
OG0002890	XP_019092776.1	Om002G088470
OG0002890	XP_010438470.1, XP_019089607.1, XP_010433231.1	Om001G022550
OG0002891	XP_010438175.1	Om001G026250
OG0002892	XP_010472522.1, XP_010429510.1, XP_010417284.1	Om004G148590
OG0002893	XP_010447437.1, XP_010437952.1, XP_010432770.1	Om001G028920
OG0002894	XP_010425852.1, XP_010412520.1	Om006G268780
OG0002894	XP_010437879.1, XP_010437878.1	Om001G029590
OG0002895	XP_010447316.1, XP_010432633.1, XP_010437829.1	Om001G030150
OG0002896	XP_010447205.1, XP_010432525.1, XP_010437728.1	Om001G031370
OG0002897	XP_010437569.1, XP_010432379.1, XP_010447037.1	Om001G033250, Om001G033240
OG0002898	XP_010487524.1, XP_010504467.1, XP_019092559.1	Om002G062900
OG0002899	XP_010505062.1, XP_010509606.1, XP_010516729.1	Om008G338580
OG0002900	XP_010516761.1, XP_010509583.1, XP_010505084.1	Om008G338290
OG0002900	XP_010434759.1, XP_019086570.1, XP_010440091.1, XP_010449707.1	Om007G276280
OG0002901	XP_010458429.1, XP_010491737.1, XP_010475944.1	Om005G189330
OG0002901	XP_010510904.1, XP_010418026.1, XP_010473261.1	Om005G221640
OG0002902	XP_010418153.1, XP_010430197.1, XP_019093936.1	Om005G223730
OG0002903	XP_019099009.1, XP_010476594.1, XP_010459036.1, XP_010496890.1, XP_010476597.1	Om005G195830, Om005G195820, Om007G305780
OG0002904	XP_010496442.1, XP_010458982.1, XP_010476538.1	Om005G195160
OG0002904	XP_010424966.1, XP_010513921.1, XP_010502184.1	Om002G087120
OG0002905	XP_010425601.1, XP_010514527.1, XP_010502820.1	Om006G269920
OG0002906	XP_010473609.1, XP_010418390.1, XP_019091733.1	Om005G226660
OG0002907	XP_010443430.1, XP_010452079.1, XP_010438827.1, XP_010448361.1, XP_010433584.1	Om006G249330
OG0002909	XP_010494590.1, XP_010464736.1, XP_010486672.1	Om002G053690
OG0002909	XP_010452377.1, XP_010423539.1, XP_010490998.1	Om004G172520
OG0002910	XP_010464906.1, XP_010497727.1, XP_010486834.1	Om002G055210
OG0002911	XP_010465010.1, XP_010498992.1, XP_010486942.1	Om002G056120
OG0002911	XP_010419996.1, XP_010453489.1, XP_010492167.1	Om007G302130
OG0002912	XP_010442948.1, XP_010482780.1	Om003G115360
OG0002912	XP_010460273.1, XP_019094871.1, XP_019097217.1	Om004G145600
OG0002913	XP_010443023.1, XP_010448212.1, XP_010482854.1	Om003G116110
OG0002914	XP_010443243.1, XP_010483072.1, XP_010450585.1, XP_010438738.1, XP_010448256.1, XP_010433485.1	Om003G118210
OG0002915	XP_010453117.1, XP_010483370.1, XP_010453288.1	Om006G248150, Om006G248030
OG0002916	XP_010478037.1, XP_010460473.1, XP_019095586.1, XP_010460500.1, XP_010478079.1, XP_010503413.1	Om004G149230, Om004G148230
OG0002917	XP_019084723.1, XP_010419778.1, XP_010453259.1, XP_010491949.1	Om004G162910
OG0002918	XP_010421119.1, XP_010493437.1, XP_010454601.1	Om006G237660
OG0002918	XP_010491453.1, XP_010423117.1, XP_010452808.1	Om004G167780
OG0002919	XP_019097854.1, XP_019084376.1, XP_010456436.1	Om004G168370
OG0002920	XP_010483934.1, XP_010458257.1, XP_010444072.1	Om006G235920
OG0002921	XP_010434681.1, XP_010449629.1, XP_010440019.1	Om001G000160
OG0002921	XP_010441465.1, XP_010494977.1	Om008G362540
OG0002922	XP_010449570.1, XP_010439952.1, XP_010434626.1, XP_010481401.1, XP_010494880.1	Om001G000680
OG0002924	XP_019090618.1, XP_010422182.1, XP_010433735.1, XP_010439289.1, XP_010433996.1, XP_010448845.1	Om008G352030
OG0002925	XP_010433972.1, XP_010448809.1, XP_010439263.1	Om001G009780
OG0002926	XP_010499848.1, XP_010461122.1, XP_010437085.1, XP_010421963.1, XP_010455444.1	Om001G011850
OG0002927	XP_010437739.1, XP_010421910.1	Om008G346410
OG0002927	XP_010480867.1, XP_010461205.1, XP_010499922.1	Om001G012490
OG0002928	XP_010478854.1	Om001G013220
OG0002928	XP_010428030.1, XP_010415894.1, XP_010471192.1	Om005G205910
OG0002929	XP_019094920.1	Om001G013520
OG0002929	XP_010459978.1, XP_010477491.1, XP_010498700.2	Om005G204780
OG0002930	XP_010469417.1, XP_010509822.1	Om008G340690
OG0002931	XP_019086053.1, XP_019089794.1, XP_010437449.1, XP_010446903.1	Om001G034890, Om001G034900
OG0002932	XP_010446715.1, XP_010432102.1	Om001G037170
OG0002932	XP_010429303.1, XP_010472347.1, XP_010417099.1	Om004G152100
OG0002933	XP_010446666.1, XP_010497199.1, XP_010432064.1, XP_010437234.1	Om001G038130
OG0002934	XP_019088875.1, XP_010437172.1, XP_010432020.1	Om001G038930
OG0002936	XP_010431862.1, XP_010446443.1, XP_010437007.1	Om001G040850
OG0002937	XP_010431848.1, XP_010446419.1, XP_010436996.1	Om001G040980, Om001G040970
OG0002937	XP_019086179.1, XP_010444884.1	Om001G041020
OG0002939	XP_019090597.1	Om003G092340
OG0002940	XP_010455259.1, XP_010436493.1	Om001G023440
OG0002942	XP_010466730.1, XP_010488450.1, XP_010512813.1	Om002G072800
OG0002943	XP_010441276.1, XP_010436056.1, XP_010450562.1, XP_010436054.1, XP_019089571.1, XP_010441278.1	Om007G317950
OG0002944	XP_010413274.1, XP_010468947.1, XP_010512643.1	Om003G128120
OG0002945	XP_010459108.2, XP_010476660.2, XP_010497332.2	Om005G196470, Om002G043780
OG0002946	XP_010518305.2, XP_010508036.2	Om008G321020
OG0002946	XP_010469107.1, XP_010512521.1, XP_019082773.1	Om003G126830
OG0002947	XP_010506428.1, XP_019101992.1, XP_010508233.1	Om008G322850
OG0002948	XP_010435372.2, XP_010424279.1, XP_010421279.1, XP_010454773.1, XP_010493618.1, XP_010493616.1, XP_010497097.1	Om008G323360
OG0002949	XP_019100626.1, XP_019101181.1	Om008G323380
OG0002949	XP_010470310.2, XP_010511362.1	Om008G323370
OG0002950	XP_010466136.1	Om006G229040
OG0002950	XP_010426701.1, XP_010496955.1	Om006G257270
OG0002951	XP_010413040.1, XP_010413041.2, XP_019099886.1, XP_010508364.1	Om008G324340
OG0002952	XP_010508394.1, XP_010517943.1, XP_010506257.1	Om008G324830
OG0002952	XP_010512233.1	Om003G123910
OG0002953	XP_019082362.1, XP_010508423.1, XP_010506226.1	Om008G325130
OG0002954	XP_010413682.1, XP_019093962.1, XP_019101701.1	Om003G123800
OG0002954	XP_010506210.1, XP_010508436.1, XP_010517900.1, XP_019098509.1	Om008G325210
OG0002955	XP_010451983.1, XP_010490562.1, XP_019084407.1	Om004G176770
OG0002955	XP_010464511.1, XP_010466717.1, XP_010486441.1	Om002G051350
OG0002956	XP_010497367.1	Om006G242850
OG0002956	XP_010420963.1, XP_010493235.1	Om006G243020
OG0002957	XP_010456164.1	Om006G245190
OG0002959	XP_010422853.1, XP_010491699.1, XP_010453061.1	Om004G165630
OG0002960	XP_010484513.1, XP_010464171.1, XP_010444660.1	Om006G230750
OG0002961	XP_010484625.1, XP_010444776.1, XP_010465263.1	Om006G229690
OG0002962	XP_019090761.1, XP_010499404.1, XP_010478249.1, XP_010460662.1, XP_010478248.1, XP_010499401.1	Om004G156990, Om004G156970
OG0002963	XP_010422735.1, XP_010456170.1, XP_010428102.1	Om008G354200, Om008G354130, Om004G158530
OG0002963	XP_010480608.1, XP_010474703.1, XP_010457168.1	Om005G178750
OG0002964	XP_019090418.1, XP_010424662.2, XP_019085110.1	Om004G159690
OG0002964	XP_010422610.1	Om004G159700
OG0002965	XP_010481767.1, XP_010441914.1, XP_010494425.1	Om007G292980
OG0002966	XP_010441947.1, XP_010481777.1, XP_010494410.1	Om007G292770
OG0002967	XP_010483122.1, XP_010457447.1, XP_010475055.1	Om005G181180
OG0002968	XP_010475059.1	Om005G181200
OG0002968	XP_010441966.2, XP_010481807.2	Om007G277570
OG0002969	XP_010457500.1, XP_010475112.1, XP_010483898.1	Om005G181620
OG0002969	XP_010509904.1, XP_010469492.1, XP_010413888.1	Om007G278390
OG0002970	XP_010509914.1	Om007G278500
OG0002970	XP_010457515.1, XP_010475123.1	Om005G181510
OG0002971	XP_010475122.1, XP_010457514.1, XP_019098820.1	Om005G181520
OG0002972	XP_010484738.1, XP_010475189.1	Om005G182410
OG0002972	XP_010413995.1, XP_010510018.1, XP_010469586.1	Om007G279400
OG0002973	XP_010485841.1, XP_010457746.2, XP_010475347.1	Om005G183640
OG0002974	XP_010414467.1, XP_019098662.1, XP_010470032.1, XP_010510566.1	Om007G283160
OG0002974	XP_010475526.1, XP_010487754.1, XP_010457953.1	Om005G185420
OG0002975	XP_010432656.1, XP_010447335.1	Om001G029910
OG0002976	XP_019097258.1, XP_010420089.1	Om007G301250
OG0002976	XP_010485396.1, XP_010435637.1, XP_010496290.1	Om002G042550
OG0002977	XP_010496299.1, XP_010435628.1	Om002G042620
OG0002977	XP_010420116.1, XP_010453597.1	Om007G301010
OG0002978	XP_010483493.1, XP_010454334.1, XP_010443635.1	Om006G247190
OG0002978	XP_010419660.1, XP_010491800.1, XP_010453145.1	Om004G164390
OG0002979	XP_010443166.1, XP_010482984.1, XP_010449567.1	Om003G117430
OG0002980	XP_010464049.1, XP_010485964.1, XP_010425345.1	Om002G047350
OG0002981	XP_019100229.1, XP_010464183.1, XP_010486106.1, XP_010492946.1	Om002G048640
OG0002982	XP_010505161.1, XP_010509490.1	Om008G337390
OG0002982	XP_010515751.1, XP_010504022.1, XP_010426898.1	Om006G255590
OG0002983	XP_010509448.1, XP_010505216.1, XP_010516891.1	Om008G336790
OG0002983	XP_010515799.1, XP_010504069.1, XP_010426942.1	Om006G255080
OG0002984	XP_010509442.1, XP_010505218.1, XP_010516895.1	Om008G336730
OG0002984	XP_019100769.1, XP_010422119.1	Om008G336740
OG0002985	XP_010505292.1, XP_010509373.1, XP_010516974.1	Om006G254710
OG0002986	XP_010463200.2, XP_010480961.2	Om008G343030, Om004G162030
OG0002986	XP_019090012.1	Om004G157520
OG0002987	XP_010497671.1	Om005G197020
OG0002988	XP_010428563.1, XP_010416429.1, XP_010471652.1	Om004G138030
