Orthogroup	Camelina_sativa	Brassica_napus
OG0000180	XP_010484077.1, XP_010444236.1, XP_019093841.1, XP_019093843.1, XP_010444227.1, XP_010460670.1, XP_010444261.1, XP_010478135.1, XP_019095680.1, XP_019087685.1	XP_048620275.1, XP_048629089.1, XP_048622845.1, XP_048632822.1, XP_048633012.1, XP_048627580.1, XP_048629090.1, XP_022561245.1, XP_048618885.1, XP_013741321.2, XP_013707682.3, XP_013737994.2, XP_048629732.1, XP_048628383.1, XP_048631091.1, XP_048604491.1, XP_022557823.1, XP_022549593.1, XP_013675545.2, XP_013683480.1, XP_048606581.1, XP_048606585.1, XP_048605564.1, XP_048608943.1, XP_048603164.1, XP_048603163.1, XP_048591066.1, XP_013643693.1
OG0000180	XP_019100969.1	XP_048594193.1
OG0000180	XP_019083270.1	XP_048617100.1, XP_022560944.2, XP_013649322.2, XP_022550269.1
OG0000181	XP_010501946.1, XP_010451432.1, XP_010467994.1	XP_048623671.1, XP_048605075.1, XP_048613203.1, XP_048608985.1, XP_048608983.1, XP_048604868.1, XP_048623761.1, XP_013665539.1, XP_013721809.1, XP_048613587.1, XP_013689924.2, XP_048613168.1, XP_013649801.1, XP_048610038.1, XP_048628769.1, XP_048613299.1, XP_048622681.1
OG0000183	XP_019085128.1	XP_013731626.1, XP_013719463.2, XP_013704836.1, XP_022553478.1, XP_013746242.1, XP_048613243.1, XP_022553626.1, XP_048604623.1, XP_048620184.1, XP_022547703.1, XP_048598403.1, XP_022572936.2, XP_048596277.1, XP_013658149.1, XP_022570586.1, XP_048596269.1, XP_048610035.1, XP_048634145.1, XP_013651024.2, XP_048611959.1, XP_013657834.1, XP_013645427.2, XP_013645402.2, XP_013699567.1, XP_013654289.2, XP_048598141.1, XP_013661338.2, XP_022562348.2, XP_022562471.1, XP_048605798.1, XP_048605323.1, XP_022547767.2, XP_013658243.2, XP_013694580.1, XP_048590912.1, XP_048625812.1, XP_048620162.1, XP_022562627.2, XP_048599200.1, XP_048606194.1, XP_048615804.1, XP_048615805.1, XP_048591494.1, XP_048623636.1
OG0000184	XP_010473661.1	XP_048619951.1, XP_013725617.1
OG0000184	XP_019088769.1	XP_022564488.1
OG0000184	XP_019097427.1	XP_048611344.1, XP_013689170.1
OG0000184	XP_019098403.1, XP_019099574.1	XP_013709198.1, XP_013678911.1
OG0000184	XP_019085257.1	XP_048613163.1
OG0000185	XP_010507487.1, XP_010451902.1	XP_048620147.1
OG0000185	XP_019086253.1, XP_010436519.1	XP_013709426.1
OG0000185	XP_010493744.1, XP_010493746.1	XP_048611395.1, XP_048603426.1
OG0000186	XP_010473754.1	XP_048601820.1
OG0000186	XP_010418853.1	XP_048621665.1, XP_048593462.1
OG0000186	XP_010463419.1	XP_022558617.1
OG0000186	XP_019082770.1, XP_010444994.2, XP_010462540.1, XP_010418623.2, XP_010513124.1, XP_010501554.1, XP_010513566.1, XP_010490253.1, XP_010463096.1, XP_010436243.1, XP_010517151.1, XP_019099650.1	XP_048623188.1
OG0000186	XP_010472491.1	XP_048616941.1
OG0000186	XP_010445155.1, XP_010480822.1, XP_019095625.1	XP_022553099.1, XP_048622585.1, XP_048606686.1, XP_048602127.1, XP_048598415.1
OG0000186	XP_010431348.1	XP_048605380.1
OG0000186	XP_010513617.1	XP_048604172.1
OG0000187	XP_019086203.1	XP_048591223.1
OG0000187	XP_019086660.1, XP_010445028.1	XP_013719582.1, XP_022569616.1, XP_048605911.1, XP_022545716.2
OG0000187	XP_010488930.1, XP_019092465.1, XP_010489774.1	XP_048613568.1, XP_013640184.2, XP_048635935.1, XP_013750155.1
OG0000188	XP_019098419.1	XP_013704219.2
OG0000188	XP_019096616.1, XP_019101967.1, XP_019091093.1, XP_019084287.1	XP_048620197.1
OG0000188	XP_019087410.1	XP_013709707.2
OG0000188	XP_010468517.1, XP_019099668.1, XP_019098168.1	XP_013730213.1
OG0000189	XP_010419221.1, XP_010474363.1, XP_010431532.1	XP_048629653.1, XP_013654271.2
OG0000189	XP_019089000.1, XP_010436230.1, XP_010436231.1, XP_010444934.1	XP_048618411.1
OG0000189	XP_010444913.1, XP_010495339.1, XP_010456616.1	XP_022563936.1, XP_048598811.1, XP_013722155.2, XP_048623992.1, XP_048598809.1
OG0000190	XP_010432767.1, XP_010422269.1	XP_013672591.2, XP_048624260.1
OG0000190	XP_010424589.1, XP_010468078.1, XP_010455738.1	XP_048632031.1, XP_048606981.1
OG0000190	XP_010455732.1, XP_010422268.1, XP_010432755.1, XP_010496365.1, XP_010455731.1	XP_013740823.2
OG0000190	XP_010432646.2, XP_010422274.1, XP_010455742.1, XP_010432720.1, XP_010432744.1, XP_010432614.1, XP_010422279.1	XP_048604486.1, XP_048616467.1, XP_013676961.1, XP_013726273.2
OG0000191	XP_019094894.1, XP_019090983.1, XP_010462652.1, XP_019094393.1, XP_010501439.2	XP_013696422.2
OG0000191	XP_019096713.1	XP_048602146.1, XP_048602144.1, XP_048602141.1, XP_048602145.1
OG0000191	XP_010467502.1, XP_010468689.1, XP_010515232.1	XP_022548180.1, XP_048635084.1, XP_013719076.1
OG0000192	XP_010459834.1, XP_010498577.1, XP_010477391.1, XP_010459836.1	XP_022558417.1, XP_013653407.2
OG0000192	XP_010477389.1	XP_013642312.1, XP_022568516.1, XP_013642311.2, XP_022543072.2
OG0000192	XP_010428765.1, XP_010419233.1	XP_048622448.1, XP_048619732.1
OG0000192	XP_010477383.1, XP_010459827.1, XP_019099126.1	XP_022568989.2, XP_013653408.1
OG0000192	XP_019095422.1	XP_048622450.1, XP_048622449.1
OG0000192	XP_010459833.1	XP_013642310.2
OG0000193	XP_010502498.1, XP_010430735.1, XP_010430740.1, XP_010430744.1, XP_010430738.1, XP_010430746.1, XP_010518624.1, XP_010430739.1	XP_048635269.1, XP_048630326.1, XP_022558677.1, XP_048635268.1, XP_048630300.1, XP_048592533.1
OG0000193	XP_010490067.1, XP_019092273.1, XP_010468410.1	XP_048592945.1, XP_048600322.1, XP_048592947.1, XP_013706835.2, XP_048628682.1, XP_048635382.1, XP_013707370.2, XP_048614733.1, XP_013707971.1
OG0000195	XP_010504586.1, XP_010516281.1	XP_048597158.1
OG0000195	XP_010508758.1	XP_013734491.1
OG0000195	XP_010470516.1, XP_010415183.1, XP_010435687.1, XP_010450539.1, XP_010511465.1, XP_010440887.1	XP_013649150.1
OG0000196	XP_010499534.1	XP_048612524.1
OG0000196	XP_010499537.1, XP_010478396.1, XP_010460804.1, XP_010478394.1, XP_010460803.1	XP_022558220.1, XP_013656824.2, XP_013671416.1
OG0000196	XP_019095653.1	XP_013696074.1, XP_048596047.1
OG0000196	XP_019094287.1, XP_019091373.1	XP_048621454.1, XP_048594289.1, XP_048622557.1, XP_013696208.1, XP_013666667.2, XP_048613754.1
OG0000196	XP_010453052.1, XP_010422869.1	XP_022565342.1, XP_013686572.1
OG0000196	XP_019094465.1	XP_048596446.1, XP_048612868.1
OG0000196	XP_010499535.1, XP_010460802.1, XP_019094639.1, XP_010499539.2	XP_048593872.1, XP_048606243.1
OG0000196	XP_019091411.1	XP_048592593.1, XP_048631639.1, XP_048619560.1, XP_022565356.1, XP_048593894.1, XP_048606212.1
OG0000196	XP_010475251.1	XP_013696225.1, XP_048613753.1, XP_013666666.2, XP_022573301.1, XP_048594290.1, XP_048621453.1
OG0000197	XP_010412916.1	XP_048622390.1
OG0000197	XP_019086791.1	XP_048604394.1
OG0000200	XP_010480360.1, XP_010462576.1, XP_010501335.1, XP_010480361.1, XP_019090960.1	XP_013674137.1, XP_048626070.1
OG0000200	XP_010431183.1, XP_010412674.1, XP_010507356.1	XP_022558432.1, XP_013665103.2
OG0000201	XP_010488218.1, XP_010510843.1, XP_019092646.1	XP_013720397.2, XP_013751171.2, XP_013669810.2, XP_013737821.2, XP_013671208.2, XP_013737832.2, XP_013667254.2, XP_013737807.1, XP_013667266.1, XP_013720421.2, XP_013752286.1, XP_013752284.1, XP_013720410.2, XP_013720374.2, XP_048610787.1, XP_048636701.1, XP_013720384.2
OG0000202	XP_019096435.1, XP_010479891.1, XP_010481167.1, XP_019091171.1, XP_019092654.1, XP_019092266.1, XP_019099063.1, XP_019083475.1	XP_048596418.1, XP_013717438.2, XP_013660094.1, XP_048617317.1, XP_013649514.1
OG0000202	XP_019098413.1	XP_022554765.2
OG0000202	XP_019092267.1	XP_013741122.2, XP_013719729.2, XP_048597055.1
OG0000203	XP_010468006.1, XP_019096322.1, XP_010417686.1, XP_010468008.1, XP_010468007.1, XP_010485847.1	XP_048602036.1, XP_013740209.2, XP_013664958.1, XP_013677509.1, XP_048626223.1, XP_013745300.2, XP_022570098.2
OG0000203	XP_019099870.1	XP_013714166.2, XP_013696040.2, XP_048596086.1, XP_013659650.2, XP_013644811.2, XP_048590899.1, XP_048595270.1, XP_013670049.2, XP_013747241.2
OG0000203	XP_010424055.1, XP_010495148.1, XP_010456489.1, XP_010491919.1, XP_010424061.1, XP_010456497.1, XP_010495153.1, XP_010424059.1, XP_010495151.1, XP_010453223.1, XP_010495152.1, XP_010424060.1, XP_010424062.1, XP_010456498.1, XP_010495156.1, XP_019097703.1, XP_019097317.1, XP_019084656.1	XP_013658139.2, XP_048626062.1
OG0000204	XP_010464353.1, XP_010486421.1, XP_010418583.1, XP_010484095.1, XP_010464716.1, XP_019096348.1, XP_010456916.1, XP_010467939.1, XP_010456893.1, XP_010467948.1, XP_010455758.1, XP_010432488.1, XP_010430568.1	XP_048600701.1, XP_048610047.1, XP_013646421.2, XP_013675581.2, XP_048609706.1, XP_013675574.1, XP_013679720.1, XP_048632324.1, XP_013652583.2, XP_022553895.2, XP_013650962.2, XP_013683539.1, XP_013691186.2
OG0000204	XP_010468380.1, XP_019096687.1, XP_010490038.1, XP_010421105.1	XP_048632522.1, XP_013741124.2
OG0000204	XP_010490001.2, XP_010420571.2, XP_010468343.2, XP_010468345.1, XP_010468344.2	XP_022553993.1
OG0000205	XP_010444278.1, XP_010478321.1, XP_010468626.1, XP_010480719.1, XP_010424491.1, XP_019086130.1, XP_010423874.1, XP_010468627.2, XP_010468628.2, XP_019096787.1, XP_010470220.1, XP_019087731.1, XP_010473346.1, XP_010478306.1, XP_010499459.1, XP_019091065.1, XP_010462970.1, XP_010460722.1, XP_010466573.1, XP_010480718.2, XP_019099596.1, XP_019085401.1, XP_019101811.1, XP_010513705.2, XP_019096518.1	XP_048616907.1, XP_013701329.1
OG0000205	XP_010500261.1	XP_048605518.1
OG0000206	XP_010445779.1, XP_010412414.1	XP_022544224.1, XP_048605179.1, XP_048637093.1, XP_013658640.1, XP_048623749.1
OG0000206	XP_019099572.1, XP_019085451.1, XP_010507034.1	XP_048613308.1, XP_048609123.1, XP_013679185.2
OG0000206	XP_019086090.1, XP_019096461.1, XP_019091123.1, XP_010496117.1, XP_010518645.1, XP_010471196.1, XP_019094447.1, XP_010480766.1, XP_010480765.1, XP_019083824.1, XP_010481052.1, XP_010462845.1	XP_013723553.1, XP_013727615.1, XP_048593450.1
OG0000206	XP_010462665.1, XP_010474029.1, XP_010480762.1, XP_010463119.1	XP_048634047.1
OG0000206	XP_019085460.1, XP_010495376.1, XP_019086343.1	XP_048620291.1, XP_048605154.1
OG0000206	XP_010513597.1, XP_010513552.1, XP_019085232.1	XP_048622331.1
OG0000207	XP_010429703.1	XP_013650129.2
OG0000207	XP_010429705.2, XP_010417480.1	XP_013673599.2, XP_013651035.2, XP_013653902.2, XP_048637562.1, XP_048637563.1, XP_048617532.1, XP_013680180.2, XP_022553761.2, XP_048617533.1, XP_013709562.2, XP_048637845.1, XP_048615568.1, XP_048622941.1, XP_013652500.2, XP_013680179.1
OG0000207	XP_010451553.1	XP_048606355.1
OG0000207	XP_010430800.1, XP_019085414.1	XP_013731207.2, XP_013711003.1
OG0000208	XP_010479164.1, XP_010501864.2, XP_010418988.1, XP_010513571.1	XP_013647555.2, XP_013705287.1
OG0000208	XP_010450996.1	XP_013705886.2
OG0000208	XP_010432764.1, XP_010447431.1, XP_010437945.1	XP_013647556.2, XP_013707232.1
OG0000209	XP_010422324.1, XP_019085253.1	XP_048595703.1, XP_013647251.1
OG0000209	XP_010441339.1, XP_010475079.1, XP_010436120.1, XP_019088093.1, XP_019086603.1, XP_010471894.1, XP_010447812.1	XP_048611888.1
OG0000209	XP_010442394.1, XP_019090589.1, XP_010440482.1, XP_010447837.1	XP_013720028.1
OG0000210	XP_010497639.1, XP_019087482.1	XP_022544223.2
OG0000210	XP_010473861.1, XP_010418659.1, XP_010513090.1	XP_048636700.1, XP_048609592.1
OG0000210	XP_010413904.1, XP_010469510.1, XP_010509919.2, XP_010418655.1, XP_010513083.1	XP_013740485.1, XP_022554722.1
OG0000210	XP_010515777.2, XP_010431309.1	XP_048595832.1
OG0000213	XP_010428247.1, XP_019093620.1, XP_010416123.1	XP_048616003.1, XP_048592163.1, XP_013652371.1, XP_048591764.1, XP_048616004.1
OG0000213	XP_010464720.1, XP_010484310.1, XP_019096989.1, XP_010486651.1, XP_010515304.1, XP_010503611.1, XP_010426467.1	XP_013750303.1, XP_013672786.2
OG0000213	XP_010472298.1, XP_010429242.1	XP_013707946.2, XP_048597462.1, XP_048608774.1, XP_013653508.1, XP_048631899.1
OG0000214	XP_010513773.1, XP_010418587.1, XP_019093565.1, XP_010513772.2, XP_010418588.1	XP_048601319.1, XP_048601306.1, XP_048629425.1
OG0000214	XP_019085307.1, XP_019084303.1, XP_010424466.2, XP_010456811.1, XP_010434819.1, XP_019085546.1, XP_010466941.1, XP_019087121.1, XP_019101663.1, XP_010451512.1, XP_010456973.1, XP_010429335.2, XP_010429346.1, XP_010422628.1, XP_010456069.1	XP_048595080.1, XP_013639971.2, XP_048626136.1, XP_013660371.2, XP_048595078.1, XP_048626138.1, XP_022547927.2, XP_048595079.1, XP_013736205.2, XP_048596124.1, XP_013660370.2, XP_048596129.1
OG0000215	XP_010419640.1, XP_019085755.1	XP_013689907.1, XP_048605730.1
OG0000215	XP_019085431.1	XP_048615737.1
OG0000215	XP_010430737.2, XP_019094505.1	XP_013717579.1
OG0000215	XP_019091183.1	XP_013694338.1, XP_048628882.1
OG0000215	XP_019084178.1, XP_019096456.1, XP_019090161.1, XP_019085469.1, XP_019087651.1, XP_019096527.1, XP_019084325.1, XP_019096490.1	XP_048596150.1
OG0000215	XP_019095237.1	XP_013745219.1
OG0000215	XP_019084320.1	XP_022546231.1, XP_013720479.2
OG0000215	XP_019084225.1	XP_048605443.1
OG0000216	XP_019089440.1, XP_019086231.1, XP_019089076.1, XP_010434347.1, XP_010439635.1, XP_010434090.1, XP_010448946.1	XP_048607385.1, XP_048594754.1
OG0000216	XP_010451277.1, XP_010445219.1, XP_010451272.1, XP_010436446.1	XP_013716395.2, XP_022567019.2, XP_048607889.1, XP_022549217.2
OG0000216	XP_010448924.1, XP_010445215.2, XP_010436448.1, XP_010445216.1	XP_013659523.2
OG0000216	XP_010451746.1, XP_010436847.1, XP_010445705.1, XP_010436836.1, XP_010445687.1, XP_010450642.1, XP_010445688.1, XP_010450643.1	XP_022543787.1, XP_048617885.1, XP_048624897.1
OG0000217	XP_019093266.1	XP_013697825.2
OG0000217	XP_010511026.1, XP_010414673.1	XP_013712980.1
OG0000218	XP_010459012.1, XP_010476570.1, XP_010496673.1	XP_013710648.2
OG0000218	XP_010425329.1, XP_010430761.1, XP_010502572.1, XP_010514273.1, XP_010425353.1	XP_013740736.2
OG0000218	XP_010513878.1, XP_010424925.1, XP_010502132.1, XP_010513879.1	XP_048630867.1, XP_013724184.1, XP_013697153.1
OG0000219	XP_010415221.1, XP_010470559.1, XP_010511861.1, XP_019082626.1, XP_010511589.1, XP_010470560.1	XP_022552847.1
OG0000219	XP_010435755.2, XP_010496153.1, XP_010455339.1, XP_010435766.1, XP_010500533.1, XP_010479435.1, XP_010463329.1, XP_010479430.1, XP_010461223.1, XP_010499944.1, XP_010478822.1	XP_013706044.1
OG0000219	XP_010510460.1, XP_010473970.1	XP_048609905.1, XP_048634154.1
OG0000219	XP_010459998.1, XP_010460029.1, XP_010460021.1, XP_010460010.1, XP_010444206.1, XP_010459987.1, XP_010444207.1, XP_010484048.1, XP_010484049.1	XP_048637866.1, XP_013710573.1
OG0000220	XP_010510234.1, XP_010430206.1, XP_010473403.1, XP_010418161.1, XP_010418160.1, XP_019082839.1	XP_013680775.2, XP_013740510.2
OG0000220	XP_010517401.1, XP_010508919.1, XP_019099879.1, XP_019099782.1, XP_010420939.1, XP_010420935.1, XP_019084221.1, XP_019097392.1, XP_010505711.1	XP_022546230.2, XP_048636568.1, XP_048629649.1, XP_013690729.2, XP_022557139.1
OG0000221	XP_010485235.1, XP_010462971.1	XP_048622689.1, XP_013650501.2
OG0000221	XP_019101951.1, XP_019097424.1, XP_010451441.1	XP_048618020.1, XP_048617987.1
OG0000224	XP_010471946.1, XP_010416696.1, XP_010428832.1	XP_013681346.2, XP_048626317.1, XP_048609799.1, XP_013723736.1, XP_013723693.2, XP_013705169.1
OG0000224	XP_019091399.1, XP_010447532.1, XP_010438007.1, XP_010438010.1, XP_010432829.1	XP_013668758.3, XP_013670749.2, XP_013720368.2
OG0000224	XP_010430399.1, XP_010418326.1, XP_010414749.1, XP_019094840.1, XP_019093546.1, XP_010430401.1, XP_010430398.1, XP_010473547.1	XP_013731618.2, XP_013713839.2
OG0000224	XP_010418327.1, XP_010473545.1, XP_010430397.1	XP_013651764.1, XP_022548174.1
OG0000225	XP_010478319.1, XP_010499462.1	XP_013697956.1
OG0000225	XP_019094807.1, XP_010499458.1, XP_010460723.1, XP_010478307.1, XP_010478304.1	XP_048614877.1, XP_022556056.2
OG0000225	XP_010478315.1, XP_010460727.1, XP_010478311.1, XP_010462964.1	XP_013681397.1, XP_013655094.2, XP_013658479.3, XP_048614878.1
OG0000226	XP_019090791.1, XP_019088006.1	XP_048602990.1, XP_013721257.1, XP_013662201.1
OG0000226	XP_010460854.1, XP_010477702.1, XP_010477707.1, XP_010498903.1	XP_013640557.1
OG0000226	XP_010477705.1, XP_010498908.1	XP_048620053.1
OG0000226	XP_019088037.1	XP_048610037.1, XP_013702989.1
OG0000228	XP_010421666.1	XP_013730524.2, XP_013710153.1
OG0000228	XP_019091213.1	XP_048614922.1, XP_013738215.1
OG0000228	XP_010415777.1, XP_010427882.1, XP_010471089.1	XP_048604370.1, XP_013691102.1, XP_048633367.1
OG0000228	XP_010427881.1, XP_010415776.1	XP_048604371.1
OG0000229	XP_010451117.1, XP_010438263.1, XP_010441643.1, XP_010441644.1, XP_010494756.1, XP_010433066.1, XP_010447810.1, XP_010447809.1, XP_010438266.1, XP_010436343.1	XP_048594485.1, XP_048594486.1, XP_013720313.1, XP_048606433.1, XP_048636835.1, XP_048601262.1
OG0000230	XP_019094321.1, XP_019101110.1, XP_019083183.1	XP_013686996.1
OG0000230	XP_010511518.1, XP_010470470.1, XP_019101583.1	XP_013717808.1
OG0000230	XP_019082792.1, XP_019085704.1	XP_013699511.1
OG0000230	XP_019083391.1, XP_010471724.1, XP_010428631.1	XP_013693423.1, XP_013676740.1, XP_013729649.1, XP_013648761.1
OG0000231	XP_010445621.1, XP_010435780.1, XP_010450882.1	XP_048598711.1, XP_048599745.1, XP_022560912.2, XP_013732794.1, XP_048592877.1
OG0000231	XP_010470704.1, XP_010415365.1, XP_010511737.1, XP_010513629.1, XP_010496863.1	XP_013715858.2, XP_013676361.1, XP_013699006.2, XP_013649212.2
OG0000232	XP_010486026.2, XP_010464098.1	XP_013744048.2, XP_013695602.2
OG0000232	XP_019096300.1	XP_022553444.2, XP_048625222.1, XP_048598344.1
OG0000233	XP_010479803.1, XP_010426558.1	XP_048624576.1, XP_048604634.1
OG0000233	XP_010484917.1	XP_013738969.1
OG0000233	XP_010507468.1, XP_010484754.1	XP_022558230.1, XP_048611342.1
OG0000234	XP_010430990.1, XP_010503151.1	XP_013691052.2, XP_022573566.2
OG0000234	XP_010504355.1, XP_010427259.1	XP_013746464.2, XP_013691776.1, XP_013711669.1, XP_013730296.1, XP_013647991.2
OG0000234	XP_010504354.1, XP_010516066.1, XP_010427258.1	XP_013746463.1, XP_013691199.1
OG0000234	XP_010516065.1, XP_010504353.1, XP_010427257.1	XP_013742320.2, XP_048610542.1
OG0000234	XP_010517272.1, XP_010505600.1, XP_010509030.1	XP_013748295.2, XP_048636453.1
OG0000234	XP_010453438.1, XP_010492119.1, XP_010419943.1	XP_048598305.1, XP_013667915.1
OG0000235	XP_019099343.1, XP_019094498.1	XP_022576116.2, XP_048615241.1
OG0000235	XP_010418741.1	XP_048615039.1, XP_048595008.1, XP_048635946.1, XP_013669518.1
OG0000236	XP_010513685.1	XP_013693284.2
OG0000237	XP_010468276.1, XP_010451506.1, XP_010480761.1, XP_019085442.1, XP_019089196.1, XP_010484884.1, XP_010419151.1, XP_019092320.1, XP_019093275.1, XP_010497058.1, XP_019099557.1, XP_019092386.1	XP_048627237.1, XP_048627491.1, XP_013654490.1, XP_048627663.1, XP_013654454.2, XP_013713378.1, XP_048605686.1, XP_048615499.1, XP_048611749.1, XP_048628952.1, XP_048628954.1, XP_022549775.1, XP_013650231.1, XP_022564573.1, XP_013739929.1, XP_013718022.1, XP_048620016.1, XP_048626937.1, XP_048599831.1, XP_048604724.1, XP_048605570.1, XP_048626830.1, XP_013689542.1, XP_048630344.1, XP_013658496.1
OG0000237	XP_019088621.1, XP_010463369.1, XP_010456809.1, XP_010456822.1, XP_019090140.1, XP_019092379.1, XP_010468691.1, XP_010480983.1, XP_019089250.1, XP_019094468.1, XP_010480714.1, XP_010507075.1	XP_048615013.1, XP_048611794.1
OG0000237	XP_010506866.1, XP_010436864.1, XP_010506891.1, XP_010484719.1, XP_010506868.1, XP_019100790.1	XP_048628395.1, XP_048627495.1
OG0000237	XP_019097501.1	XP_013689264.2, XP_048621663.1, XP_022561393.1, XP_048621690.1, XP_048619464.1, XP_048630681.1, XP_048615799.1, XP_048599800.1, XP_048622657.1, XP_048619979.1, XP_048627180.1, XP_048604921.1, XP_048625827.1, XP_048605162.1, XP_013719562.1, XP_048611987.1
OG0000238	XP_019096541.1	XP_022569774.1
OG0000238	XP_019086206.1, XP_010501698.1	XP_048609049.1, XP_048620091.1
OG0000238	XP_010436806.1, XP_010513384.1, XP_019095141.1, XP_019091079.1, XP_019085810.1	XP_048618537.1, XP_013668609.1, XP_013709317.1, XP_013738981.1, XP_048615771.1
OG0000238	XP_019082703.1, XP_010507241.1, XP_010518614.1	XP_013668607.2
OG0000238	XP_019092140.1	XP_013658598.1
OG0000239	XP_010413893.1	XP_048609589.1, XP_048637095.1
OG0000240	XP_010513361.1, XP_010436544.1, XP_019085973.1	XP_048602532.1, XP_048594416.1
OG0000240	XP_010496443.1, XP_010480990.1, XP_010440973.1	XP_022543193.2, XP_048629115.1, XP_048601824.1, XP_022569573.2, XP_048590754.1, XP_048592642.1, XP_048622207.1
OG0000240	XP_010478781.1, XP_010435527.1, XP_010497431.2, XP_010477332.1	XP_048603647.1, XP_022547346.2, XP_048592902.1, XP_048633787.1, XP_048622564.1, XP_048623372.1, XP_013723437.1
OG0000241	XP_019082555.1, XP_010478962.1, XP_010435145.1, XP_010497354.1, XP_019082556.1, XP_019089098.1, XP_010511404.1, XP_019089458.1, XP_010451599.1, XP_010451889.1	XP_022554117.1
OG0000242	XP_010488954.1, XP_010518146.1, XP_010467297.1, XP_019090990.1	XP_013729261.2, XP_013705733.1, XP_013667073.2, XP_013746627.2
OG0000242	XP_010476441.1, XP_010495747.1, XP_010458885.1	XP_013696061.3, XP_048614008.1, XP_022567651.2, XP_013676198.2, XP_013657367.1
OG0000242	XP_010480469.2, XP_010458886.1	XP_013674731.2, XP_013710864.1, XP_013727201.1
