Orthogroup	Camelina_sativa	Aethionema_saxatile
OG0003289	XP_010517964.1, XP_010507726.1, XP_010512865.1	As005G103340
OG0003293	XP_010431133.1, XP_010515170.1, XP_010503484.1	As010G222620
OG0003293	XP_010444220.1, XP_010460157.1, XP_010484067.1	As005G116260
OG0003294	XP_010484256.1	As005G117700
OG0003295	XP_010426489.1, XP_010503631.1, XP_010515326.1	As010G221600
OG0003295	XP_010444585.1, XP_010484412.1, XP_010463501.1	As005G118770
OG0003296	XP_010484626.1, XP_010465297.2, XP_019087702.1	As005G120210
OG0003296	XP_010515463.1, XP_019085367.1, XP_010503759.1	As010G220690
OG0003297	XP_010484649.1, XP_010444801.1, XP_010465534.1	As005G120390
OG0003298	XP_010441946.1, XP_010494408.1, XP_010481779.1	As006G124470
OG0003298	XP_010482903.1	As008G196710
OG0003299	XP_010509995.1, XP_010469569.1, XP_010413975.1, XP_010484651.1, XP_010475180.1	As006G126230
OG0003300	XP_019094886.1, XP_019097859.1, XP_019083048.1, XP_019101419.1, XP_019093129.1	As006G128530
OG0003301	XP_010417856.1, XP_010510811.1, XP_010473102.1, XP_010417858.1, XP_010510813.1	As006G130610
OG0003302	XP_010417438.1, XP_010472674.1, XP_019085880.1, XP_010437784.1, XP_010432595.1, XP_010447267.1	As006G131610
OG0003303	XP_010496415.1, XP_010435686.1	As009G200360, As006G133490
OG0003304	XP_010451927.1	As006G133920
OG0003304	XP_010464489.1, XP_010464583.1, XP_010486423.1	As006G142030
OG0003305	XP_010453865.1, XP_010420395.1, XP_010492622.1	As009G202840
OG0003306	XP_010419141.1, XP_010485867.1, XP_010463970.1, XP_010494087.1, XP_010421684.1, XP_010455169.1	As006G138040
OG0003307	XP_010424387.1, XP_010494027.1, XP_010455139.1	As006G138370
OG0003308	XP_010464390.1, XP_010455517.1, XP_010486323.1, XP_010510598.1, XP_010511538.1, XP_010466438.1, XP_010493647.1, XP_010442251.1, XP_010482080.1	As006G141290
OG0003309	XP_010438914.1, XP_010438912.1, XP_010433671.1	As006G148620, As009G212270
OG0003310	XP_019090864.1, XP_010498042.1, XP_010476838.1	As007G153460
OG0003310	XP_010429680.1, XP_010472686.1, XP_010417450.1	As010G241900
OG0003311	XP_010476862.1, XP_010498064.1, XP_010459291.1	As007G153610
OG0003312	XP_010471412.1, XP_010416164.1, XP_010428277.1	As010G240150
OG0003312	XP_010498222.1, XP_010477012.1, XP_010459450.1	As007G154450
OG0003313	XP_010476998.1, XP_010498208.1	As007G154590
OG0003314	XP_010416331.1, XP_010428468.1, XP_010459542.1, XP_010459537.1	As010G238780, As007G155340
OG0003315	XP_010459826.1, XP_010498570.1, XP_010477381.1	As007G157170
OG0003316	XP_010498689.1, XP_010459968.1, XP_010459976.1, XP_010498695.1, XP_010477487.1	As007G158290
OG0003317	XP_010477516.1, XP_010460014.1, XP_010498732.1	As007G158600
OG0003318	XP_010498836.1, XP_010460116.1, XP_010477624.1	As007G159430
OG0003319	XP_010512016.1	As007G160400
OG0003321	XP_019085315.1	As007G176610
OG0003322	XP_010454571.1, XP_010421091.1, XP_010458575.1, XP_010493161.1, XP_010476102.1	As008G185720
OG0003323	XP_010475516.1, XP_010457939.1, XP_010487643.1	As008G192340, As008G192600
OG0003324	XP_010485519.1, XP_019092556.1	As009G200870, As009G200840
OG0003325	XP_010494034.1, XP_010421651.1	As009G206630, As009G206770
OG0003326	XP_010423310.1, XP_010491252.1	As009G211740
OG0003327	XP_010504458.1, XP_019101925.1	As009G213040
OG0003329	XP_010415383.1, XP_010470720.1, XP_010511755.1, XP_010470721.1, XP_010511756.1, XP_010415385.1, XP_010474193.1, XP_010415382.1, XP_010511754.1, XP_010470719.1	As010G229480
OG0003330	XP_010512046.1, XP_010470989.1, XP_010415652.1	As010G232880
OG0003331	XP_010428854.1, XP_010471966.1, XP_010416727.1	As010G235720
OG0003332	XP_010498371.1, XP_010459618.1, XP_010477165.1, XP_010471629.1, XP_010416390.1, XP_010428532.1	As010G238330
OG0003333	XP_019094038.1, XP_010416216.1, XP_010480527.1	As010G239610
OG0003334	XP_010472717.1, XP_010417491.1, XP_010429723.1, XP_010472716.1, XP_010429721.1, XP_010417490.1	As010G242170
OG0003335	XP_010472720.1, XP_010417498.1, XP_010429749.1	As010G242230
OG0003336	XP_019096367.1, XP_010465155.1, XP_010500304.1, XP_019100108.1, XP_010487081.1, XP_010465157.1	As012G268160, As011G245170
OG0003337	XP_010479200.1, XP_010461599.1, XP_010500307.1	As012G274170
OG0003338	XP_019097036.1, XP_010466491.1, XP_010420938.1, XP_010435006.1, XP_010496130.1, XP_010440360.1	As011G254220
OG0003339	XP_019094595.1	As012G269870
OG0003340	XP_010504661.1, XP_019085362.1, XP_010516352.1, XP_010427602.1	As012G283900
OG0003341	XP_010504754.1, XP_010504753.1, XP_010427711.2, XP_010516455.1, XP_010427710.1, XP_010504752.1	As012G284510, As012G284500
OG0003342	XP_010507707.1, XP_010512890.1, XP_010413020.1	As012G284940
OG0003343	XP_010484158.1, XP_010444318.1, XP_010478380.1	As012G288080
OG0003359	XP_010432773.1, XP_010447440.1, XP_010437955.1	As001G004550
OG0003360	XP_010436296.1, XP_010447403.1, XP_019088576.1	As001G004820
OG0003362	XP_010488907.1, XP_010496773.1, XP_010447188.1, XP_010437713.1, XP_019089277.1	As001G012370
OG0003363	XP_010437637.1, XP_010432435.1, XP_010447106.1	As001G012710
OG0003363	XP_010437638.1, XP_010517878.1, XP_010488931.1, XP_010496487.1	As011G262480
OG0003364	XP_010432370.1, XP_010437557.1, XP_010447026.1	As001G014620
OG0003366	XP_010434724.1, XP_010440059.1, XP_010449670.1, XP_010509642.1, XP_010516688.1	As001G017300, As004G079860
OG0003367	XP_019085782.1, XP_010502219.2, XP_010513964.1, XP_010496260.1, XP_010476520.1, XP_010458963.1	As001G023260
OG0003368	XP_010514064.1, XP_010502307.1, XP_010425070.1, XP_010426572.1, XP_010419542.1, XP_010445524.1	As001G023790
OG0003370	XP_010431332.1, XP_010504135.1	As008G184030
OG0003370	XP_010425239.1, XP_010514207.1, XP_010502468.1	As001G024850
OG0003371	XP_010450649.1, XP_010441203.1	As004G097400
OG0003371	XP_010514464.1, XP_010502764.1	As001G026520
OG0003372	XP_010514618.1, XP_010502906.1, XP_010425693.1	As001G027560
OG0003373	XP_010435690.1	As004G077410
OG0003375	XP_010418415.1, XP_010473625.1, XP_010430489.1	As001G031110
OG0003376	XP_010438821.1, XP_010448350.1, XP_010433574.1	As002G033240, As002G032580
OG0003377	XP_010443367.1, XP_010483193.1, XP_010451734.1	As002G048700
OG0003377	XP_010448327.1, XP_010433553.1	As002G032770
OG0003378	XP_010482301.1, XP_010441379.1, XP_010445996.1, XP_010439045.1, XP_010448570.1, XP_010433773.1	As002G040740
OG0003379	XP_019086217.1, XP_010448222.1, XP_019087333.1	As002G047130
OG0003380	XP_010483318.1, XP_010443488.1, XP_010452800.1	As002G049460
OG0003381	XP_019089398.1, XP_019088554.1, XP_019086589.1, XP_019095745.1	As002G049570
OG0003382	XP_010484303.1, XP_010462467.1, XP_010444467.2, XP_010453051.1, XP_010491681.1, XP_010422870.1	As002G053070
OG0003383	XP_010457301.1, XP_010443959.1, XP_010483808.1	As009G218010
OG0003384	XP_010434470.1, XP_010449420.1, XP_010439775.1, XP_010439792.1, XP_010449446.1, XP_010434480.1	As003G057350
OG0003385	XP_010449168.1, XP_010439573.1	As003G058630, As004G086710
OG0003386	XP_019088925.1, XP_019086121.1, XP_019087140.1, XP_019086573.1, XP_019086566.1, XP_019088096.1, XP_019089500.1	As008G183260, As008G183150, As011G253860, As003G060190
OG0003387	XP_010421958.1, XP_010437137.1, XP_010455437.1	As004G083680
OG0003389	XP_010478258.1, XP_019091063.1	As003G069450
OG0003390	XP_010499572.1, XP_010460833.1, XP_019094638.1, XP_010460830.1, XP_010478426.1	As003G070950
OG0003391	XP_010446758.1, XP_010432147.1, XP_010437317.1	As011G265200, As003G072890
OG0003392	XP_010446593.1, XP_010437148.1, XP_010446591.1, XP_010432000.1	As003G074460
OG0003392	XP_010417011.1, XP_010472241.1, XP_010429172.1	As007G180200
OG0003393	XP_010431997.1, XP_010446565.1, XP_010437145.1	As003G074560
OG0003394	XP_010435563.1, XP_010450488.1	As004G077150
OG0003396	XP_019089752.1, XP_010422085.1, XP_010455537.1, XP_010455538.1, XP_010435073.1, XP_010422086.1	As004G084450
OG0003397	XP_010441701.1, XP_010494666.1	As004G088040
OG0003398	XP_010514092.1, XP_010488637.1, XP_010466949.1	As011G258010
OG0003399	XP_010435226.1, XP_010450163.1, XP_010495830.1, XP_010496963.1	As004G094640
OG0003400	XP_010450126.1, XP_010450147.1, XP_010450149.1, XP_010450148.1, XP_010435213.1, XP_010435218.1, XP_019098105.1	As004G094890
OG0003401	XP_010435085.1, XP_010440409.1	As004G095800
OG0003402	XP_010434988.1, XP_010440313.1, XP_010451497.1, XP_010451498.1, XP_010436577.1, XP_010451500.1	As004G096470
OG0003403	XP_010512693.1, XP_010468903.1	As012G288800
OG0003404	XP_010507915.1, XP_010507916.1, XP_010518417.1, XP_010506755.1	As005G099700
OG0003405	XP_010508371.1, XP_010517961.1, XP_010506282.1, XP_010469268.1, XP_010413640.1, XP_010512257.1	As012G285790, As005G103390
OG0003406	XP_010514154.1, XP_010502406.1, XP_010425183.1	As005G104810
OG0003407	XP_010486431.1, XP_010464503.1	As006G142110
OG0003408	XP_010503643.1, XP_010426502.1, XP_010515340.1	As010G221480
OG0003408	XP_010463712.1, XP_010484440.1	As005G118920
OG0003409	XP_010444652.1, XP_010484504.1, XP_010464099.1, XP_010503665.1, XP_010515362.1, XP_010426527.1	As005G119220
OG0003410	XP_010427577.1, XP_010422790.1, XP_010456230.1	As006G121820
OG0003410	XP_010480196.1, XP_010474753.1, XP_010457115.1	As008G198740
OG0003411	XP_010429796.1, XP_010422578.1, XP_010456019.1, XP_019098689.1	As006G123300
OG0003412	XP_010413992.1, XP_010469583.1, XP_010510014.1	As006G126310
OG0003412	XP_010484720.1, XP_010457589.1, XP_010475186.1	As008G195230
OG0003413	XP_010414250.1, XP_010469839.1, XP_010510340.1	As006G127980
OG0003414	XP_010414343.1, XP_010469930.1, XP_010510459.1	As006G128650
OG0003415	XP_010485394.1, XP_010435640.1, XP_010496288.1, XP_019097355.1, XP_010424091.2	As006G133010, As006G132990
OG0003416	XP_010420308.1, XP_010453780.1, XP_010492507.1	As009G202130
OG0003416	XP_010485581.1, XP_010463681.1, XP_010499659.1	As006G135620
OG0003417	XP_010494014.1	As006G138460
OG0003418	XP_010464047.1, XP_010485960.1, XP_010425236.1, XP_010455117.1, XP_010421604.1, XP_010494004.1	As006G138650
OG0003419	XP_010489695.1, XP_019092155.1	As006G139780
OG0003419	XP_010496741.1, XP_010454155.1, XP_010420679.1	As009G204810
OG0003420	XP_010517441.1, XP_010441229.1, XP_010445692.1, XP_010505748.1, XP_010508867.1, XP_010508889.1	As006G142690, As006G142680
OG0003421	XP_010511609.1, XP_010496113.1, XP_010415237.1	As006G144990
OG0003422	XP_010505317.1, XP_010517003.1, XP_010509348.1	As006G146040
OG0003422	XP_010504115.1, XP_010515843.1, XP_010427003.1	As012G277250
OG0003423	XP_010478691.1, XP_010456774.1	As006G146860
OG0003424	XP_010505502.1, XP_010509149.1	As006G147230
OG0003425	XP_010497177.1, XP_010459080.1, XP_010476636.1, XP_010471571.1, XP_010416339.1, XP_010428474.1	As007G152070
OG0003426	XP_010498072.1, XP_010476872.1, XP_010459303.1	As007G153720
OG0003427	XP_010477348.1	As007G156960
OG0003428	XP_010477374.1, XP_010477375.1, XP_010459823.1, XP_010514728.1, XP_010514727.1	As007G157140
OG0003429	XP_010477378.1, XP_010498566.1	As007G157150
OG0003429	XP_019082685.1, XP_010471846.1, XP_010419330.1	As010G236620
OG0003430	XP_010477744.1, XP_010460198.1, XP_010498946.1	As007G160070
OG0003430	XP_010419120.1, XP_010512077.1, XP_010471006.1	As010G233060
OG0003431	XP_010498990.1, XP_010462883.1, XP_010477805.1, XP_019091044.1, XP_019082649.1, XP_010474233.1	As007G160430
OG0003432	XP_010477935.1, XP_010499117.1, XP_010460390.1	As007G161360
OG0003433	XP_010472512.1, XP_010429502.1, XP_010417265.1, XP_010447481.1, XP_010432805.1, XP_019087305.1, XP_010497277.1	As007G176830
OG0003434	XP_010417076.1, XP_010472323.1, XP_010417077.1, XP_010429269.1	As007G179680
OG0003435	XP_010485179.1	As008G186250
OG0003435	XP_019094302.1	As008G199000
OG0003436	XP_010490088.1, XP_010458239.1, XP_010475787.1	As008G188270, As008G188260
OG0003437	XP_010442732.1, XP_010442578.1, XP_010482424.1	As009G200110
OG0003438	XP_010501826.1, XP_010463536.1, XP_010485503.1, XP_010492317.1, XP_010453626.1	As009G200700
OG0003439	XP_010492707.1, XP_010453949.1, XP_010420477.1	As009G203440
OG0003440	XP_010438436.1, XP_010453994.1, XP_010420519.1, XP_010492765.1	As009G203860
OG0003441	XP_010483922.1, XP_010458364.1	As009G218660
OG0003442	XP_010426275.1	As009G219280
OG0003443	XP_010515260.1, XP_019100240.1, XP_010426418.1	As010G222150
OG0003444	XP_010515121.1, XP_019084804.1	As010G223080
OG0003445	XP_010454578.1, XP_010421095.1, XP_010493405.1	As010G225730
OG0003446	XP_010477587.1, XP_010460081.1, XP_010498807.1	As010G233880
OG0003447	XP_010428082.1, XP_010471236.1, XP_010414839.1	As010G235060
OG0003448	XP_010417607.1, XP_010472799.1, XP_010429828.1, XP_010476743.1, XP_010497797.1, XP_019091008.1	As010G242830
OG0003449	XP_010465062.1, XP_010499565.1, XP_010487011.1	As011G244700
OG0003450	XP_010501152.1, XP_010462385.1, XP_010480072.1	As012G268610
OG0003450	XP_010465192.1	As011G245440
OG0003451	XP_010487667.1, XP_010505803.1	As011G249780, As011G249760
OG0003452	XP_010506359.1, XP_010465882.1, XP_010487722.1, XP_010487721.1	As011G250120
OG0003454	XP_010488962.1, XP_010517429.1, XP_010467302.1, XP_010488961.1, XP_010518197.1	As011G262740
OG0003455	XP_019099029.1, XP_019096607.1	As011G263340
OG0003456	XP_010500915.1, XP_010462143.1	As012G270150
OG0003457	XP_010427234.1, XP_010516047.1, XP_010504330.1	As012G281150
OG0003458	XP_010487039.2, XP_010499758.1, XP_010465089.1	As012G286630, As012G286600
OG0003481	XP_010438254.1, XP_010433058.1, XP_010447804.1	As001G001730
OG0003482	XP_010447734.1, XP_010438192.1, XP_010433000.1	As011G265570
OG0003482	XP_010467707.1, XP_010489589.1, XP_010414627.1	As001G002340
OG0003483	XP_010500285.1, XP_010479162.1, XP_010461556.1	As001G003300
OG0003484	XP_010447395.1, XP_010432726.1, XP_010437915.1, XP_010417321.1, XP_010472553.1, XP_010429547.1	As001G004940
OG0003485	XP_010447221.1, XP_019088707.1, XP_010436275.1	As005G117350, As001G010570
OG0003487	XP_019094375.1, XP_010458123.1, XP_010414902.1, XP_010470351.1, XP_010511196.1	As001G018480
OG0003488	XP_010414796.1, XP_010470306.1, XP_010511366.1, XP_010414795.1, XP_010511367.1, XP_010470305.1	As001G019520
OG0003489	XP_010418834.1, XP_010470161.1, XP_010510979.1, XP_010458403.1, XP_010475923.1	As001G020530
OG0003490	XP_010458494.1, XP_010492361.1, XP_010476008.1	As008G186500
OG0003491	XP_010502744.1, XP_010425510.1, XP_010450645.1, XP_010435985.1, XP_010441204.1	As001G026430
OG0003492	XP_019093487.1, XP_010415129.1, XP_010511506.1, XP_010435550.1, XP_010440827.1, XP_010450477.1	As001G029250
OG0003493	XP_010479209.1, XP_010464657.1, XP_010486577.1, XP_010464656.1, XP_010479310.1, XP_010486578.1	As002G035090
OG0003494	XP_010482260.1, XP_010440994.1, XP_010442439.1	As002G039730
OG0003495	XP_019088078.1, XP_010482459.1, XP_019086169.1, XP_010442610.1	As002G043280, As010G230860
OG0003496	XP_010442826.1, XP_010482659.1, XP_019091290.1	As002G044500
OG0003498	XP_019090321.1	As002G052050
OG0003499	XP_010452961.1, XP_010491603.1, XP_010422958.1, XP_010461870.1, XP_010444384.1	As002G053620
OG0003500	XP_010423009.1, XP_010491553.1	As002G053920
OG0003500	XP_010484178.1, XP_010444334.1	As005G117030
OG0003501	XP_010507992.1, XP_010487918.1, XP_010466135.1	As002G053940
OG0003502	XP_010434149.1, XP_010439447.1, XP_010449023.1	As003G059690
OG0003503	XP_010445170.1, XP_010448686.1, XP_010433888.1, XP_010439178.1, XP_010433913.1, XP_010448714.2	As003G061590
OG0003504	XP_010437993.1, XP_010421887.1	As004G080010
OG0003504	XP_010499941.1, XP_010478820.1, XP_010461221.1	As003G063140
OG0003505	XP_010478923.1, XP_010461297.1, XP_010500018.1, XP_010455317.1, XP_010421827.1, XP_010436023.1	As003G063630
OG0003506	XP_010499601.1, XP_010478486.1, XP_010460867.1	As003G071210
OG0003507	XP_010478505.1, XP_010460880.1, XP_010499617.1	As003G071290
OG0003508	XP_019096591.1, XP_010514770.1, XP_010467539.1	As011G264580
OG0003508	XP_010437445.1, XP_010432253.1, XP_010446901.1	As003G071930
OG0003510	XP_010417081.1, XP_010429275.1	As007G179660
OG0003510	XP_010446681.1, XP_010437243.1, XP_010432071.1	As003G073500
OG0003511	XP_010450966.1, XP_010440902.1	As004G077480
OG0003512	XP_010494262.1, XP_010442094.1, XP_010481921.1, XP_010461478.1, XP_010500192.1, XP_010479078.1	As004G082150
OG0003513	XP_019090165.1, XP_010431590.1, XP_010449096.1, XP_010434203.1, XP_010439497.1	As004G086220
OG0003515	XP_010449661.1, XP_010434707.1	As004G090550
OG0003516	XP_010492467.1, XP_019086285.1, XP_019089374.1, XP_010495855.1, XP_019092178.1, XP_019092782.1, XP_010486743.1, XP_010489770.1, XP_019096200.1, XP_019099480.1, XP_010486728.1	As004G092820, As006G139030
OG0003517	XP_010440618.1, XP_010440616.1, XP_019089736.1, XP_010435338.1, XP_010435356.1, XP_010450239.1	As011G258520, As004G092880
OG0003518	XP_010450282.1, XP_010496003.1	As004G093510
OG0003518	XP_010466924.1, XP_010513809.1, XP_010488613.1	As011G257380
OG0003519	XP_019089309.1, XP_019087724.1, XP_019086414.1	As004G094410
OG0003520	XP_010512318.1, XP_010466655.1, XP_010488386.1, XP_010450050.1, XP_010435137.1, XP_010440473.1	As011G255310, As004G095400, As004G095420
OG0003521	XP_010466184.1, XP_010511378.1, XP_010477476.1, XP_010459958.1, XP_010436028.1, XP_010441252.1, XP_010450592.1, XP_019100641.1	As005G101360
OG0003522	XP_010413057.1, XP_010507747.1, XP_010512844.1	As005G102020, As012G286680
OG0003523	XP_010412833.1, XP_010516457.1, XP_010504760.1, XP_010427717.1, XP_010508585.1, XP_010506059.1, XP_010517753.1	As005G104950
OG0003524	XP_010484100.1, XP_010460681.1, XP_010444259.1	As005G116500
OG0003525	XP_010463230.1, XP_010484385.1, XP_010444544.1	As005G118370
OG0003526	XP_010484421.1, XP_010444596.1, XP_010463562.1	As005G118840
OG0003526	XP_010503632.1, XP_010515327.1, XP_010426490.1	As010G221590
OG0003527	XP_010444693.1, XP_010484552.1	As005G119570
OG0003528	XP_019101412.1, XP_010414291.1, XP_010469882.1, XP_010475452.1, XP_010457861.1, XP_010486989.1	As006G128300
OG0003529	XP_010438673.1, XP_010448187.1, XP_010433419.1	As006G132680
OG0003530	XP_010453746.1, XP_010492458.1, XP_010420279.1	As009G201820
OG0003530	XP_010485556.1, XP_010463658.1, XP_010498008.1	As006G135480
OG0003531	XP_010454203.1, XP_010424181.2, XP_010492987.1	As006G139510
OG0003532	XP_010464287.1, XP_010486224.1, XP_010446318.1, XP_010482177.1, XP_010497441.1, XP_019090513.1, XP_010442350.1	As006G140580
OG0003533	XP_010509055.1, XP_010448601.1, XP_010461593.1, XP_010517295.1, XP_010425503.1, XP_010425497.1	As006G143930, As006G143600
OG0003534	XP_010509042.1, XP_019102537.1, XP_010505591.1	As012G281180, As006G143730
OG0003535	XP_019099757.1, XP_010509460.1, XP_010429291.1	As006G145120
OG0003536	XP_010459267.1, XP_010476840.1, XP_010498047.1	As007G153480
OG0003536	XP_019091010.1	As010G241850, As010G241810
OG0003537	XP_019092994.1	As010G240100
OG0003537	XP_019095064.1, XP_010498213.1, XP_010459438.1	As007G154540
OG0003538	XP_019099077.1, XP_010477094.1, XP_010459546.1	As007G155370
OG0003539	XP_010415921.1, XP_010428053.2, XP_010471222.2	As007G158680
OG0003540	XP_010477608.1, XP_010460101.1, XP_010498824.1, XP_010415760.1	As007G159330
OG0003541	XP_010498883.1, XP_010460151.1, XP_010477679.1	As007G159720
OG0003541	XP_010427809.1, XP_010415713.1, XP_010471032.1	As010G233300
OG0003542	XP_010497608.1	As007G161510
OG0003544	XP_010440829.1, XP_010435555.1, XP_010450481.1	As007G161850
OG0003545	XP_010493833.1, XP_010455107.1, XP_010421590.1	As008G186910
OG0003546	XP_019082799.1, XP_010485067.1, XP_010475257.1, XP_010457645.1	As008G194740
OG0003547	XP_010492679.1, XP_010420446.1, XP_010453919.1	As009G203240
OG0003549	XP_010442412.1, XP_010440587.1, XP_010482219.1	As009G207460, As009G207450
OG0003550	XP_010493705.1	As009G209470
OG0003551	XP_019098320.1, XP_019090410.1, XP_019083936.1, XP_019083939.1, XP_019083940.1, XP_019090266.1	As009G215900
OG0003553	XP_010484022.1, XP_010444169.1, XP_010459711.1, XP_019088392.1, XP_010446246.1, XP_010484019.1	As009G219420
