Orthogroup	Eutrema_salsugineum	Raphanus_sativus
OG0002047	XP_006404028.1	XP_018480982.1, XP_018437251.1, XP_018438102.1
OG0002048	XP_006397128.1	XP_018463290.1, XP_018452527.1
OG0002056	XP_006401041.1	XP_018472528.1
OG0002056	XP_006404409.1	XP_018440740.1
OG0002057	XP_024013714.1	XP_018442051.1
OG0002057	XP_006394338.1	XP_018491388.1
OG0002058	XP_006400364.1	XP_018444472.1, XP_018444473.1
OG0002058	XP_024015519.1	XP_018437434.1
OG0002059	XP_006400360.1	XP_018472614.1, XP_018442580.1, XP_018465163.1
OG0002059	XP_006399973.1	XP_018469659.1
OG0002060	XP_024011790.1	XP_018444661.1
OG0002060	XP_006400343.1	XP_018467997.1
OG0002061	XP_024015638.1	XP_018487357.1
OG0002061	XP_006400287.1	XP_018434908.1, XP_018489938.1, XP_018444839.1
OG0002062	XP_024011859.1	XP_018474478.1, XP_018474480.1, XP_018445385.1
OG0002063	XP_006408384.1	XP_018491353.1, XP_018434336.1
OG0002063	XP_006400181.1	XP_018475167.1
OG0002064	XP_006408399.1	XP_018432844.1
OG0002065	XP_006408413.1	XP_018434528.1
OG0002065	XP_006400133.1	XP_018446795.1, XP_018446803.1
OG0002066	XP_006408416.1	XP_018491248.1
OG0002066	XP_006400119.1	XP_018467915.1, XP_018472416.1
OG0002067	XP_006399950.1	XP_018459473.1, XP_018458948.1, XP_018442266.1
OG0002067	XP_006408538.2	XP_018438892.1
OG0002068	XP_006399849.1	XP_018445419.1, XP_018475747.1
OG0002068	XP_006407327.1	XP_018493538.1, XP_018493537.1
OG0002069	XP_006399798.1	XP_018475386.1, XP_018444512.1
OG0002069	XP_006415787.1	XP_018447777.1, XP_018492621.1
OG0002070	XP_006394837.1	XP_018465285.1, XP_018462109.1
OG0002070	XP_006399678.1	XP_018476537.1
OG0002071	XP_006399537.1	XP_018468556.1, XP_018470658.1, XP_018474756.1, XP_018446624.1
OG0002071	XP_006399538.1	XP_018446625.1, XP_018474665.1
OG0002072	XP_006394115.1	XP_018446930.1, XP_018476529.1, XP_018442239.1
OG0002073	XP_024011944.1	XP_018442519.1, XP_018454996.1, XP_018475993.1
OG0002074	XP_024006999.1	XP_018432906.1, XP_018432910.1
OG0002074	XP_006399265.1	XP_018446711.1
OG0002075	XP_006396527.1	XP_018457436.1, XP_018457433.1
OG0002075	XP_006418240.1	XP_018482737.1
OG0002076	XP_006409812.1	XP_018447966.1, XP_018450720.1
OG0002076	XP_006409813.2	XP_018439179.1, XP_018483667.1
OG0002077	XP_006409854.1	XP_018440673.1, XP_018484542.1
OG0002077	XP_006417735.1	XP_018491673.1
OG0002078	XP_006418019.1	XP_018490294.1
OG0002078	XP_006410335.1	XP_018481515.1
OG0002079	XP_006410360.1	XP_018437547.1
OG0002080	XP_006418194.1	XP_018447355.1
OG0002080	XP_006403136.1	XP_018455813.1
OG0002081	XP_006403347.1	XP_018457850.1
OG0002081	XP_006393606.1	XP_018447203.1, XP_018451811.1
OG0002082	XP_006417022.1	XP_018436616.1
OG0002082	XP_006395756.1	XP_018440272.1
OG0002083	XP_006393871.1	XP_018441089.1, XP_018441122.1
OG0002083	XP_024016490.1	XP_018491771.1
OG0002084	XP_006404086.1	XP_018437964.1
OG0002084	XP_006393943.1	XP_018436233.1, XP_018439246.1
OG0002085	XP_006394100.2	XP_018488921.1
OG0002087	XP_006404129.1	XP_018433852.1
OG0002087	XP_006394720.1	XP_018478938.1, XP_018465292.1
OG0002088	XP_024006822.1	XP_018462829.1
OG0002089	XP_006400613.1	XP_018445733.1, XP_018471549.1
OG0002090	XP_006400802.1	XP_018473122.1, XP_018443178.1
OG0002090	XP_006419086.1	XP_018465598.1, XP_018463839.1, XP_018457325.1
OG0002091	XP_006418923.1	XP_018470792.1, XP_018471539.1, XP_018440464.1, XP_018440494.1
OG0002091	XP_006400927.1	XP_018453282.1
OG0002092	XP_006413246.1	XP_018470527.1
OG0002093	XP_024004358.1	XP_018450359.1, XP_018449189.1, XP_018469796.1
OG0002093	XP_006401263.1	XP_018452387.1
OG0002094	XP_006413183.1	XP_018481814.1, XP_018478990.1, XP_018470913.1
OG0002094	XP_024011879.1	XP_018456973.1
OG0002095	XP_006401471.1	XP_018476536.1
OG0002096	XP_006401517.1	XP_018454785.1, XP_018445055.1
OG0002096	XP_006413116.1	XP_018470476.1
OG0002097	XP_006396483.1	XP_018469612.1, XP_018469610.1
OG0002097	XP_006418268.1	XP_018433541.1
OG0002098	XP_006412226.2, XP_024005760.1	XP_018480357.1
OG0002098	XP_006396490.1	XP_018462061.1, XP_018462874.1, XP_018455367.1
OG0002099	XP_006399036.1	XP_018458137.1, XP_018465717.1, XP_018443411.1, XP_018445575.1, XP_018473407.1
OG0002100	XP_006407717.1	XP_018437899.1, XP_018437197.1, XP_018492596.1
OG0002101	XP_006408332.1	XP_018437655.1
OG0002101	XP_024012489.1, XP_006395895.2	XP_018472194.1, XP_018475909.1
OG0002102	XP_006395474.1	XP_018463595.1, XP_018478308.1
OG0002102	XP_006405419.1	XP_018477652.1, XP_018477638.1
OG0002103	XP_024011799.1	XP_018445360.1
OG0002103	XP_006416935.1	XP_018451285.1, XP_018493206.1
OG0002104	XP_006416884.1	XP_018439368.1, XP_018492989.1
OG0002104	XP_024009748.1	XP_018445904.1
OG0002105	XP_006416841.1	XP_018439930.1, XP_018443279.1
OG0002105	XP_024008897.1	XP_018442795.1
OG0002106	XP_024008757.1	XP_018453684.1
OG0002106	XP_024012471.1	XP_018459770.1, XP_018459781.1
OG0002107	XP_006389911.1	XP_018468073.1
OG0002108	XP_006389916.1	XP_018460635.1, XP_018453347.1
OG0002108	XP_006416811.1	XP_018436133.1
OG0002109	XP_024008720.1	XP_018473654.1, XP_018491422.1
OG0002109	XP_024008919.1	XP_018452612.1
OG0002110	XP_006390131.1	XP_018445657.1, XP_018445475.1
OG0002110	XP_006416304.1	XP_018450510.1, XP_018450511.1
OG0002111	XP_006416334.1	XP_018447287.1, XP_018462206.1
OG0002111	XP_006390165.1	XP_018442293.1
OG0002112	XP_006392617.1	XP_018451122.1
OG0002112	XP_006407229.1	XP_018466232.1, XP_018492551.1
OG0002113	XP_006392628.1	XP_018440802.1, XP_018451768.1
OG0002113	XP_024015692.1	XP_018488767.1
OG0002114	XP_006407196.1	XP_018433611.1
OG0002114	XP_006392653.1	XP_018436259.1
OG0002115	XP_006391242.2, XP_024008049.1	XP_018469324.1
OG0002115	XP_006415799.1	XP_018481319.1, XP_018490756.1
OG0002116	XP_024005118.1	XP_018461184.1, XP_018447917.1
OG0002117	XP_024005665.1	XP_018482018.1
OG0002117	XP_024014927.1	XP_018434395.1, XP_018489992.1
OG0002118	XP_006414699.1	XP_018447112.1, XP_018470900.1
OG0002118	XP_006406092.1	XP_018460318.1, XP_018441664.1
OG0002119	XP_006406209.1	XP_018485694.1, XP_018441595.1
OG0002120	XP_024008102.1	XP_018448260.1
OG0002120	XP_006413117.2	XP_018470475.1
OG0002121	XP_024004730.1	XP_018483998.1, XP_018460590.1
OG0002122	XP_006414485.1	XP_018472017.1, XP_018462962.1, XP_018484529.1
OG0002122	XP_024015554.1	XP_018486156.1
OG0002124	XP_006416693.1	XP_018481268.1
OG0002124	XP_006390622.1	XP_018456869.1, XP_018452726.1
OG0002125	XP_006408903.1	XP_018441414.1
OG0002126	XP_006395348.1	XP_018441840.1, XP_018482466.1, XP_018482465.1
OG0002126	XP_024006709.1	XP_018457397.1
OG0002127	XP_006395467.1, XP_006405423.1	XP_018484821.1, XP_018452204.1, XP_018461440.1, XP_018442015.1
OG0002128	XP_006398242.1	XP_018478041.1, XP_018466543.1
OG0002128	XP_006414023.1	XP_018447086.1
OG0002129	XP_006393048.1	XP_018492783.1
OG0002129	XP_006406322.1	XP_018487315.1
OG0002130	XP_006406932.1	XP_018434619.1, XP_018486394.1
OG0002131	XP_024003728.1	XP_018475733.1, XP_018475724.1
OG0002132	XP_006395289.1	XP_018451327.1, XP_018451348.1, XP_018468485.1, XP_018468495.1
OG0002133	XP_006413530.1	XP_018467929.1
OG0002134	XP_006412228.1	XP_018469348.1
OG0002134	XP_006409530.1	XP_018486882.1
OG0002135	XP_006409418.1	XP_018463247.1, XP_018452725.1
OG0002135	XP_024005120.1	XP_018449326.1
OG0002136	XP_006396985.1	XP_018454922.1
OG0002137	XP_006396971.1	XP_018458952.1, XP_018458951.1
OG0002138	XP_006412470.1	XP_018468061.1
OG0002138	XP_006392335.1, XP_006392345.1	XP_018438026.1
OG0002139	XP_006405173.1, XP_006405171.1, XP_006405168.2, XP_006405179.2, XP_006405176.1, XP_006405175.2, XP_024014014.1, XP_006405166.1, XP_006405169.1, XP_006413629.1, XP_006413632.1, XP_006413633.2	XP_018479170.1, XP_018479169.1
OG0002141	XP_006398117.1, XP_006398116.1	XP_018481747.1
OG0002141	XP_006413917.1	XP_018481669.1
OG0002142	XP_006398080.1	XP_018477472.1
OG0002142	XP_006413875.1	XP_018451333.1, XP_018467962.1, XP_018485004.1
OG0002143	XP_006413825.1	XP_018449282.1
OG0002144	XP_006397184.1	XP_018476720.1
OG0002144	XP_024010623.1	XP_018449760.1
OG0002145	XP_006402341.1	XP_018460353.1, XP_018439803.1
OG0002146	XP_006397833.2	XP_018441004.1
OG0002146	XP_024013022.1	XP_018487036.1
OG0002147	XP_006402470.1	XP_018442657.1, XP_018442642.1
OG0002147	XP_006397801.1	XP_018433789.1
OG0002148	XP_006402530.1	XP_018432727.1
OG0002148	XP_006397729.1	XP_018441187.1
OG0002150	XP_024016768.1, XP_006411466.1	XP_018439058.1, XP_018439060.1
OG0002151	XP_006411373.1	XP_018483467.1
OG0002151	XP_006402940.1	XP_018488365.1
OG0002152	XP_006402954.1	XP_018488373.1, XP_018488374.1
OG0002153	XP_006402987.1	XP_018489160.1
OG0002153	XP_006411346.1	XP_018433059.1
OG0002154	XP_024003704.1	XP_018442391.1, XP_018484290.1
OG0002154	XP_006403606.1	XP_018491305.1
OG0002155	XP_006403699.1	XP_018490087.1
OG0002156	XP_006401692.1	XP_018452408.1
OG0002156	XP_006413042.1	XP_018483815.1, XP_018470966.1
OG0002157	XP_006406797.2	XP_018440762.1
OG0002157	XP_006414392.1	XP_018470394.1
OG0002158	XP_006414928.1	XP_018447941.1
OG0002158	XP_006418746.1	XP_018486305.1, XP_018491292.1, XP_018491286.1
OG0002159	XP_024013370.1, XP_006404410.1	XP_018436153.1
OG0002160	XP_006391250.1	XP_018444600.1, XP_018446209.1
OG0002160	XP_006415796.1	XP_018451202.1
OG0002161	XP_006391189.1	XP_018445321.1
OG0002161	XP_006415832.1	XP_018447799.1, XP_018439862.1
OG0002162	XP_006409120.1	XP_018454708.1, XP_018441248.1
OG0002162	XP_006412718.1	XP_018446806.1
OG0002163	XP_006411392.1	XP_018475470.1, XP_018481918.1
OG0002163	XP_006411393.1	XP_018436451.1, XP_018436449.1
OG0002164	XP_006411248.1	XP_018463329.1, XP_018466386.1, XP_018434406.1
OG0002165	XP_006410931.2	XP_018461701.1
OG0002165	XP_006410932.2	XP_018482442.1, XP_018433550.1
OG0002166	XP_006398413.1, XP_006398411.1	XP_018480873.1, XP_018480874.1
OG0002167	XP_006404565.1	XP_018478600.1
OG0002167	XP_006411681.1	XP_018470464.1, XP_018478926.1, XP_018480223.1, XP_018447695.1, XP_018447854.1
OG0002168	XP_006404587.1	XP_018463739.1, XP_018483569.1
OG0002168	XP_006411705.1	XP_018454096.1
OG0002169	XP_006411710.1	XP_018463650.1, XP_018485283.1, XP_018448252.1
OG0002169	XP_024014060.1	XP_018463933.1
OG0002170	XP_024014204.1	XP_018438835.1
OG0002170	XP_024014173.1	XP_018462172.1, XP_018477287.1
OG0002171	XP_006397077.1	XP_018468757.1
OG0002171	XP_024010154.1	XP_018452399.1
OG0002172	XP_006395005.1	XP_018456640.1, XP_018463759.1
OG0002172	XP_006408134.1	XP_018491332.1
OG0002174	XP_024010836.1	XP_018462247.1, XP_018437120.1, XP_018440978.1
OG0002174	XP_006418462.1	XP_018490814.1
OG0002175	XP_024007347.1	XP_018438246.1
OG0002175	XP_024004686.1	XP_018469384.1
OG0002176	XP_024007328.1	XP_018434196.1, XP_018477838.1
OG0002177	XP_024015614.1	XP_018486839.1, XP_018486981.1
OG0002177	XP_006395101.1	XP_018440113.1, XP_018483431.1
OG0002178	XP_024007333.1	XP_018478758.1
OG0002178	XP_006407862.1	XP_018486869.1, XP_018492830.1
OG0002179	XP_006407756.1	XP_018441350.1
OG0002179	XP_006407757.1	XP_018485388.1
OG0002180	XP_006407365.1	XP_018486208.1
OG0002181	XP_006393464.1	XP_018488674.1, XP_018486792.1, XP_018439472.1
OG0002182	XP_006406642.1	XP_018487090.1, XP_018434514.1
OG0002182	XP_024006039.1	XP_018443045.1
OG0002184	XP_006406513.1	XP_018460673.1, XP_018486973.1
OG0002184	XP_006393218.1	XP_018451775.1, XP_018488861.1, XP_018466972.1
OG0002185	XP_006395326.1	XP_018478108.1, XP_018458751.1
OG0002185	XP_006405598.1	XP_018478477.1
OG0002186	XP_006406152.1	XP_018459660.1, XP_018486887.1
OG0002187	XP_024006715.1	XP_018458153.1
OG0002187	XP_024010596.1	XP_018457728.1, XP_018462914.1
OG0002188	XP_006417626.1	XP_018461706.1, XP_018461707.1, XP_018492460.1
OG0002189	XP_006410756.1	XP_018482917.1, XP_018477198.1, XP_018476924.1
OG0002190	XP_006411270.1	XP_018459964.1
OG0002190	XP_006403879.1	XP_018463319.1, XP_018469806.1
OG0002191	XP_006418010.1	XP_018434647.1
OG0002191	XP_006410325.1	XP_018482292.1, XP_018482340.1
OG0002192	XP_006417477.1	XP_018433108.1
OG0002193	XP_024004723.1	XP_018456299.1, XP_018454179.1
OG0002193	XP_006417471.1	XP_018436478.1, XP_018440579.1
OG0002194	XP_006392216.1	XP_018454859.1
OG0002194	XP_006417463.1	XP_018485919.1, XP_018479695.1, XP_018433115.1
OG0002195	XP_006392095.1	XP_018452745.1
OG0002195	XP_024008658.1	XP_018491712.1
OG0002196	XP_006417247.1	XP_018448144.1, XP_018448165.1, XP_018486928.1, XP_018468115.1
OG0002197	XP_006416949.1	XP_018434934.1
OG0002197	XP_006398512.1	XP_018433778.1
OG0002198	XP_024008753.1	XP_018484858.1, XP_018491879.1
OG0002198	XP_006390811.1	XP_018454888.1
OG0002199	XP_006390814.1	XP_018433780.1
OG0002199	XP_006416130.1	XP_018439529.1
OG0002200	XP_006390799.1	XP_018453676.1, XP_018453681.1, XP_018446467.1, XP_018446468.1, XP_018456372.1
OG0002201	XP_006391852.1	XP_018454029.1
OG0002201	XP_006391853.1	XP_018454450.1, XP_018454451.1
OG0002202	XP_006405286.1, XP_006401475.1	XP_018475708.1, XP_018475701.1
OG0002202	XP_006405378.2	XP_018491386.1
OG0002203	XP_024004609.1	XP_018470715.1, XP_018479068.1
OG0002203	XP_024016079.1	XP_018435822.1
OG0002205	XP_006391322.1	XP_018473394.1
OG0002205	XP_006391320.1	XP_018462514.1
OG0002206	XP_024008473.1	XP_018469085.1
OG0002207	XP_006405782.1, XP_006411739.1	XP_018451373.1, XP_018433497.1
OG0002208	XP_006411887.2	XP_018483014.1, XP_018455281.1, XP_018455643.1, XP_018435067.1, XP_018466610.1
OG0002209	XP_024004415.1, XP_006412298.1	XP_018448454.1, XP_018450156.1
OG0002210	XP_006412248.1	XP_018470075.1
OG0002210	XP_024016504.1	XP_018488732.1
OG0002211	XP_006414854.1	XP_018462486.1, XP_018482762.1
OG0002211	XP_006418829.1	XP_018492277.1, XP_018489774.1
OG0002212	XP_006415770.1	XP_018438738.1
OG0002212	XP_006415773.1	XP_018492233.1, XP_018438726.1
OG0002213	XP_006413133.1	XP_018479101.1, XP_018482652.1
OG0002213	XP_006401493.1	XP_018470804.1
OG0002216	XP_006412481.2	XP_018448441.1, XP_018448440.1
OG0002218	XP_024016383.1	XP_018465011.1, XP_018467005.1, XP_018467799.1, XP_018466663.1, XP_018443636.1, XP_018443704.1, XP_018453454.1, XP_018466909.1, XP_018473928.1, XP_018466217.1, XP_018464966.1, XP_018453666.1, XP_018461091.1
OG0002221	XP_006410684.1	XP_018485176.1, XP_018434401.1
OG0002221	XP_006409615.1	XP_018434116.1
OG0002222	XP_006393526.1	XP_018489616.1
OG0002223	XP_006400286.1	XP_018442723.1, XP_018459150.1
OG0002223	XP_006408313.1	XP_018438620.1, XP_018490530.1
OG0002224	XP_006402194.1	XP_018473430.1
OG0002225	XP_024012675.1	XP_018471960.1
OG0002225	XP_006408522.1	XP_018440157.1, XP_018492358.1
OG0002226	XP_006399883.1	XP_018443306.1, XP_018443308.1, XP_018467623.1
OG0002227	XP_024015823.1	XP_018484146.1
OG0002227	XP_006417691.1	XP_018451258.1, XP_018491496.1
OG0002228	XP_006409906.1	XP_018475408.1
OG0002228	XP_006417779.1	XP_018463192.1, XP_018471615.1, XP_018490110.1
OG0002229	XP_006410331.1	XP_018439129.1
OG0002229	XP_006418013.1	XP_018432861.1
OG0002230	XP_006409101.1, XP_006418139.1	XP_018448143.1
OG0002230	XP_006403234.1	XP_018454574.1
OG0002231	XP_006418152.1	XP_018449646.1, XP_018449645.1, XP_018452176.1
OG0002231	XP_006403195.1	XP_018483461.1, XP_018441619.1
OG0002232	XP_024013289.1, XP_006418205.1	XP_018477113.1, XP_018457023.1
OG0002234	XP_006413336.1	XP_018469715.1, XP_018469471.1
OG0002234	XP_024011838.1	XP_018454822.1, XP_018472318.1, XP_018462256.1
OG0002235	XP_006413328.1	XP_018469202.1
OG0002235	XP_006415455.1	XP_018449926.1, XP_018451652.1
OG0002236	XP_006401853.1	XP_018476789.1, XP_018462907.1, XP_018454993.1
OG0002236	XP_006413299.1	XP_018479096.1
OG0002237	XP_006415608.1	XP_018464728.1, XP_018449640.1
OG0002237	XP_024003706.1	XP_018482242.1, XP_018465685.1
OG0002238	XP_006415499.1, XP_006413951.1	XP_018451921.1, XP_018492722.1
OG0002239	XP_024004138.1	XP_018479888.1
OG0002239	XP_006415421.1	XP_018464276.1, XP_018448124.1, XP_018439324.1
OG0002240	XP_006410725.1	XP_018476668.1, XP_018462287.1, XP_018477266.1, XP_018433271.1
OG0002241	XP_006415206.1	XP_018467501.1, XP_018486793.1
OG0002241	XP_006410697.1	XP_018434585.1
OG0002242	XP_006393906.1	XP_018438467.1
OG0002242	XP_006404041.1	XP_018437099.1
OG0002243	XP_006399214.1	XP_018446971.1, XP_018472354.1
OG0002243	XP_006394471.1	XP_018432841.1
OG0002244	XP_006394561.2	XP_018438108.1, XP_018481119.1
OG0002245	XP_006391344.1	XP_018480944.1, XP_018480896.1, XP_018481008.1
OG0002246	XP_006400619.1	XP_018474892.1, XP_018456890.1
OG0002247	XP_006400645.1	XP_018464721.1, XP_018474780.1, XP_018468625.1, XP_018444294.1
OG0002248	XP_006414974.1	XP_018488291.1, XP_018490351.1
OG0002249	XP_006400923.1	XP_018473264.1, XP_018468487.1
OG0002249	XP_006418948.1	XP_018454913.1
OG0002250	XP_006408499.1	XP_018439116.1
OG0002251	XP_006401191.1	XP_018457076.1
OG0002252	XP_024005443.1	XP_018481224.1, XP_018467256.1
OG0002252	XP_006401300.1	XP_018461401.1, XP_018471298.1
OG0002253	XP_006401534.1	XP_018452411.1, XP_018452081.1
OG0002253	XP_006413110.1	XP_018478585.1, XP_018478800.1
OG0002254	XP_006418270.1	XP_018490533.1, XP_018490529.1, XP_018488305.1
OG0002255	XP_006409414.1	XP_018433685.1
OG0002255	XP_006413718.1	XP_018451068.1
OG0002256	XP_006407457.1	XP_018492651.1, XP_018485524.1
OG0002256	XP_006399041.1	XP_018442731.1
OG0002257	XP_024015337.1	XP_018432598.1
OG0002257	XP_006398998.1	XP_018443403.1, XP_018443406.1
OG0002258	XP_006411059.2	XP_018436382.1
OG0002258	XP_024012515.1	XP_018475025.1, XP_018475027.1
OG0002259	XP_024012508.1	XP_018442351.1
OG0002260	XP_006411025.1	XP_018484737.1
OG0002261	XP_006405420.2	XP_018479673.1
OG0002261	XP_006395472.1	XP_018465483.1, XP_018463596.1
OG0002262	XP_006389762.1	XP_018447760.1
OG0002262	XP_006416913.1	XP_018450090.1, XP_018458796.1
OG0002263	XP_006389778.1	XP_018445954.1
OG0002263	XP_006416899.1	XP_018451356.1, XP_018487922.1
OG0002264	XP_006389828.1	XP_018453075.1
OG0002264	XP_006416868.1	XP_018490145.1
OG0002265	XP_006390029.1	XP_018466448.1, XP_018456671.1
OG0002266	XP_006390060.1	XP_018471308.1
OG0002266	XP_006416241.1	XP_018451099.1, XP_018447379.1
OG0002267	XP_024007309.1	XP_018462298.1, XP_018444212.1
OG0002267	XP_006416317.1	XP_018481179.1, XP_018463236.1, XP_018459126.1
OG0002268	XP_006390224.1	XP_018442221.1, XP_018444234.1, XP_018462511.1
OG0002268	XP_006416400.1	XP_018480192.1, XP_018483004.1
OG0002269	XP_006390300.1	XP_018466265.1
OG0002269	XP_006416466.1	XP_018474148.1
OG0002270	XP_006416480.2	XP_018492856.1, XP_018492826.1
OG0002270	XP_006390311.1	XP_018472402.1
OG0002271	XP_006402628.1	XP_018461316.1
OG0002271	XP_006392615.1	XP_018468465.1
OG0002272	XP_024014918.1	XP_018493509.1
OG0002272	XP_024006035.1	XP_018440798.1
OG0002273	XP_006407208.1	XP_018432589.1
OG0002273	XP_006392644.1	XP_018451462.1
OG0002274	XP_006406047.1	XP_018432850.1
OG0002274	XP_024004714.1	XP_018484947.1, XP_018484962.1
OG0002275	XP_006414708.1	XP_018467187.1
OG0002275	XP_024005476.1	XP_018447289.1
OG0002276	XP_006390561.1	XP_018458011.1
OG0002276	XP_006416654.1	XP_018477174.1
OG0002277	XP_006391056.1	XP_018468274.1, XP_018443991.1, XP_018454853.1
OG0002277	XP_006415910.1	XP_018451392.1, XP_018449537.1
OG0002278	XP_006412958.1	XP_018486449.1, XP_018464603.1, XP_018455372.1
OG0002278	XP_006408997.1	XP_018434301.1
OG0002279	XP_024004412.1	XP_018449075.1, XP_018463993.1
OG0002280	XP_006405491.1	XP_018461863.1
OG0002280	XP_006395413.1	XP_018479382.1, XP_018455517.1
OG0002281	XP_024006691.1	XP_018478807.1, XP_018439074.1
OG0002281	XP_024014374.1	XP_018445410.1
OG0002282	XP_006417120.1	XP_018435164.1
OG0002282	XP_006395602.1	XP_018441005.1, XP_018482729.1
OG0002283	XP_006406485.1	XP_018461327.1, XP_018438097.1
OG0002283	XP_006393204.1	XP_018447572.1, XP_018487459.1, XP_018435917.1
OG0002284	XP_006406878.1	XP_018447205.1, XP_018441033.1
OG0002285	XP_006410578.1	XP_018478906.1
OG0002285	XP_006410579.1	XP_018478907.1
OG0002286	XP_006410716.2	XP_018482910.1, XP_018466872.1, XP_018439776.1
OG0002287	XP_006414324.1	XP_018469062.1
OG0002287	XP_006410740.1	XP_018435013.1
OG0002288	XP_006398363.2	XP_018467604.1, XP_018435772.1
OG0002288	XP_006414172.1	XP_018478456.1
OG0002289	XP_006414240.1	XP_018481969.1, XP_018481968.1, XP_018451200.1
OG0002289	XP_024011041.1	XP_018485072.1
OG0002290	XP_024015273.1	XP_018488909.1, XP_018438383.1
OG0002291	XP_024013581.1	XP_018481253.1, XP_018481234.1
OG0002291	XP_024006625.1	XP_018449738.1, XP_018449725.1
OG0002292	XP_006404054.1	XP_018479275.1, XP_018479274.1
OG0002293	XP_006413562.1	XP_018482201.1
OG0002293	XP_006401990.1	XP_018469179.1
OG0002294	XP_006398091.1	XP_018484549.1
OG0002294	XP_006413894.1	XP_018451782.1, XP_018471909.1
OG0002295	XP_024010059.1	XP_018474876.1, XP_018460205.1
OG0002295	XP_006416989.1	XP_018480281.1
OG0002296	XP_006410738.1	XP_018473543.1, XP_018461014.1
OG0002296	XP_006414306.1	XP_018470825.1
OG0002297	XP_006402313.2	XP_018483327.1, XP_018445412.1
OG0002298	XP_024010708.1	XP_018479155.1, XP_018479123.1
OG0002298	XP_006402503.1	XP_018446859.1
OG0002299	XP_006396062.1, XP_006402898.1	XP_018488392.1, XP_018488354.1
OG0002299	XP_006411411.1	XP_018479973.1
OG0002300	XP_006402988.2	XP_018446238.1
