Orthogroup	Eutrema_salsugineum	Camelina_sativa
OG0002382	XP_006401551.1	XP_010448429.1, XP_010443040.1, XP_010482869.1
OG0002382	XP_024004325.1	XP_010448164.1, XP_010433392.1, XP_010438645.1
OG0002383	XP_006413074.1	XP_010438615.1, XP_010448134.1, XP_010433367.1
OG0002385	XP_006407451.1	XP_010495361.1, XP_010486792.1, XP_010464842.1
OG0002386	XP_006407539.1	XP_019092123.1, XP_010486076.1
OG0002386	XP_006398921.1	XP_010490980.1, XP_010423551.1, XP_010452364.1
OG0002387	XP_024011697.1	XP_010423637.1, XP_010452296.1, XP_010490902.1
OG0002387	XP_006407596.1	XP_010486617.1, XP_010481335.1, XP_010464686.1
OG0002388	XP_006391659.2, XP_006391656.1	XP_010473675.1, XP_010418473.1, XP_010430539.1
OG0002389	XP_006416789.1	XP_010476784.1, XP_010459213.1, XP_010497993.1
OG0002390	XP_006390072.1	XP_010428844.1, XP_010416714.1, XP_010471958.1
OG0002390	XP_006416256.1	XP_010459907.1, XP_010477436.1
OG0002391	XP_024011670.1	XP_010471918.1, XP_010428806.1, XP_010416665.1
OG0002392	XP_024011168.1	XP_010471775.1
OG0002392	XP_006416385.1	XP_010459738.1, XP_010498487.1, XP_010477297.1
OG0002393	XP_006412087.1	XP_010432260.1, XP_010446908.1, XP_019087280.1
OG0002393	XP_006409283.1	XP_010514804.1, XP_010467531.1, XP_010489389.1
OG0002394	XP_006412026.1	XP_010446831.1
OG0002394	XP_006409220.2	XP_010489433.1, XP_019092374.1
OG0002395	XP_006407266.1	XP_010465108.1, XP_010499897.1, XP_010487050.1
OG0002396	XP_006407171.2	XP_010465239.1, XP_010501142.1, XP_010487147.1
OG0002396	XP_006392686.2	XP_010462357.1, XP_010480032.1, XP_010501120.1
OG0002397	XP_024006384.1	XP_010462328.1
OG0002398	XP_024005964.1	XP_010462202.1, XP_010500961.1, XP_010479877.1
OG0002399	XP_006412218.1	XP_010447066.1, XP_010437604.1, XP_010437603.1, XP_010432404.1
OG0002400	XP_006392842.2	XP_019096582.1, XP_010462156.2, XP_010479833.1
OG0002401	XP_006410796.1	XP_010516836.1, XP_010505156.1, XP_010509497.1
OG0002401	XP_006403772.1	XP_010515749.1, XP_010426896.1, XP_010504020.1
OG0002402	XP_006414998.2	XP_010435332.1
OG0002402	XP_024009669.1	XP_010466954.1, XP_019083598.1
OG0002403	XP_006418678.1	XP_010497055.1, XP_010513796.1, XP_019098538.1, XP_010488603.1, XP_019092296.1
OG0002404	XP_024005878.1	XP_010450192.1
OG0002405	XP_006414822.1	XP_010435198.1
OG0002405	XP_006414820.1	XP_010450113.1, XP_010435199.1, XP_010450132.1
OG0002406	XP_006414660.1, XP_024005667.1	XP_010440408.1, XP_010450005.1, XP_010435081.1, XP_010440409.1, XP_010435085.1
OG0002407	XP_006414622.1	XP_010449972.1, XP_010435049.1
OG0002407	XP_006406166.1	XP_010511345.1, XP_010466522.1
OG0002408	XP_006390574.1	XP_010416118.1, XP_010471384.1, XP_010416117.1, XP_010428236.1
OG0002409	XP_006390525.1	XP_010471436.1, XP_010428304.1, XP_010416185.1
OG0002409	XP_006416645.1	XP_010476966.1, XP_010498180.1
OG0002410	XP_006390440.1	XP_010471516.1, XP_010428412.1, XP_019089151.1, XP_019086042.1
OG0002411	XP_006416573.1	XP_010459514.1, XP_010498283.1, XP_010477071.1
OG0002411	XP_006390427.1	XP_010416300.1, XP_010428428.1
OG0002412	XP_024008808.1	XP_010459541.1, XP_010498298.1, XP_010477092.1
OG0002412	XP_006390392.1	XP_010428467.1, XP_010416333.1
OG0002413	XP_006391125.1	XP_010511858.1, XP_010415479.1, XP_010470809.1, XP_019101866.1, XP_010426022.1, XP_010514918.1
OG0002414	XP_006391114.1	XP_010470823.1, XP_010415493.1, XP_010511876.1
OG0002414	XP_006415881.1	XP_010499099.1
OG0002415	XP_006415899.1	XP_010460343.1, XP_010477890.1, XP_010499077.1
OG0002416	XP_006391106.1	XP_010511882.1, XP_010474220.1
OG0002416	XP_006415897.1	XP_019091232.1, XP_010499079.1, XP_010477891.1
OG0002417	XP_006415915.1	XP_010499048.1, XP_010460319.1, XP_010477863.1
OG0002417	XP_006391040.2	XP_010470899.1, XP_010415558.1, XP_010511946.1
OG0002418	XP_006391068.1	XP_010511923.1, XP_010415524.1, XP_019093181.1
OG0002418	XP_006391035.1	XP_010470906.1, XP_010511952.1, XP_019083262.1
OG0002419	XP_006412940.1	XP_010447962.1, XP_010433204.1, XP_010438431.1
OG0002419	XP_024016038.1	XP_019096276.1, XP_010467824.1
OG0002420	XP_024014736.1	XP_019091733.1
OG0002420	XP_006405988.1	XP_010473609.1, XP_010418390.1
OG0002421	XP_006417592.1	XP_010475753.1, XP_010489871.1, XP_010458206.1
OG0002421	XP_006392425.1	XP_010414989.1, XP_010480255.1, XP_010511285.1
OG0002422	XP_006395385.1	XP_019085794.1, XP_010514506.1, XP_010502806.1
OG0002422	XP_024014780.1	XP_010441163.1, XP_010435914.1, XP_010450682.2
OG0002423	XP_006395519.1	XP_010502624.1, XP_010425404.1, XP_010514346.1
OG0002424	XP_006405880.1, XP_024016700.1	XP_010458551.1, XP_010492929.1, XP_010476078.1
OG0002425	XP_024010988.1	XP_010494748.1, XP_010441650.1
OG0002425	XP_006414096.1	XP_010434526.1, XP_010439849.1, XP_010496228.1
OG0002426	XP_006398214.1	XP_010441733.1, XP_010481593.1, XP_010494641.1
OG0002426	XP_006414005.1	XP_010449392.1, XP_010434447.1, XP_010439755.1
OG0002427	XP_006410532.1	XP_010469417.1, XP_010509822.1
OG0002428	XP_006398457.1	XP_010494997.1, XP_010441436.1, XP_010481303.1, XP_010447952.1, XP_010433198.1, XP_010497383.1, XP_010438423.1
OG0002429	XP_024004717.1	XP_010449621.1, XP_010434674.1, XP_010440011.1
OG0002429	XP_006398434.1	XP_010494972.1, XP_010441464.1, XP_019096038.1
OG0002430	XP_006396917.1	XP_010455544.1, XP_010422092.1, XP_010434997.1
OG0002430	XP_006413553.1	XP_010448704.1, XP_010439170.1, XP_010433903.1
OG0002431	XP_006408056.1	XP_010486012.1, XP_010464084.1, XP_010429082.1
OG0002432	XP_006413619.1	XP_010448831.1, XP_010439279.1, XP_010433987.1
OG0002432	XP_006396802.1	XP_010455638.1, XP_010433825.1, XP_010422173.1
OG0002433	XP_024004509.1	XP_019093385.1, XP_019083159.1, XP_019085825.1
OG0002434	XP_006396759.1	XP_010455684.1, XP_010433458.1
OG0002434	XP_006413641.1	XP_010448868.1, XP_010434016.1, XP_010439311.1
OG0002435	XP_024009997.1	XP_010455710.1, XP_010422233.1, XP_010433251.1
OG0002436	XP_006413673.1	XP_010448911.1, XP_010434063.1, XP_010439347.1
OG0002437	XP_024010993.1	XP_010481709.1, XP_010441826.1, XP_010494530.1
OG0002437	XP_006413910.1	XP_010439624.1, XP_010449260.1, XP_010434331.1
OG0002438	XP_024005714.1	XP_010449140.1
OG0002438	XP_006413840.1	XP_019086697.1, XP_010439550.1
OG0002440	XP_006396603.1	XP_010455865.1, XP_010422429.1, XP_010431445.1
OG0002440	XP_006413818.1	XP_010449113.1, XP_010434231.1, XP_010439515.1
OG0002441	XP_006413769.1	XP_010434166.1, XP_010439465.1, XP_010449042.1
OG0002441	XP_006413767.1	XP_010449046.1, XP_010434168.1, XP_010439462.1
OG0002443	XP_024016495.1	XP_010514852.1, XP_010503164.1, XP_010495848.1, XP_010503163.1, XP_010514856.1, XP_010495847.1, XP_010512789.1
OG0002444	XP_024008110.1	XP_010480615.1, XP_019094200.1, XP_010462525.1
OG0002445	XP_006392097.1, XP_006392103.1	XP_010474561.1, XP_010431665.1, XP_019093056.1, XP_010418039.1, XP_019085269.1
OG0002446	XP_024012958.1	XP_010512452.1, XP_010469042.1, XP_010413448.1
OG0002447	XP_024010820.1	XP_010508394.1, XP_010517943.1, XP_010506257.1
OG0002448	XP_024006186.1	XP_019094241.1
OG0002448	XP_024011018.1	XP_010500330.1, XP_010461620.1
OG0002449	XP_006402831.1	XP_010427678.1, XP_010516424.1, XP_010504727.1
OG0002449	XP_006393033.1	XP_010479644.1, XP_010500735.1
OG0002450	XP_006411445.1	XP_010508659.1, XP_010517679.1
OG0002450	XP_006402878.1	XP_010516358.1, XP_010427616.1, XP_010427615.1
OG0002451	XP_006411399.1	XP_010512912.1
OG0002451	XP_006402913.1	XP_010516317.1, XP_010504630.1, XP_010427573.1
OG0002452	XP_024012969.1, XP_006402921.1	XP_010516305.1
OG0002453	XP_006391873.1, XP_006403599.1	XP_010427097.1, XP_010515945.1, XP_010504223.1
OG0002453	XP_006411092.1	XP_010505522.1, XP_010509167.1
OG0002454	XP_006403703.1	XP_010504090.1, XP_010515822.1, XP_010426972.1
OG0002454	XP_006410886.1	XP_010516951.1, XP_010509397.1
OG0002455	XP_024012059.1, XP_006398097.1, XP_006403705.1	XP_010504088.1, XP_010515820.1, XP_010412761.1, XP_010426969.1, XP_010518200.1, XP_010413386.1, XP_019094016.1, XP_010512501.1
OG0002456	XP_006403794.1	XP_010504000.1, XP_010515721.1, XP_010426871.1
OG0002457	XP_006412025.1	XP_010446823.1, XP_010437380.1
OG0002457	XP_006409212.1	XP_010489441.1, XP_010413224.1, XP_010467596.1
OG0002458	XP_006409162.1	XP_019096850.1, XP_010467647.1, XP_019098920.1
OG0002458	XP_006411983.1	XP_010432163.1, XP_010446771.1, XP_010437328.1
OG0002459	XP_006411959.1	XP_010446741.1, XP_010432134.2, XP_010437301.1
OG0002461	XP_024004490.1	XP_010438328.1, XP_010438330.1, XP_010438329.1, XP_010447881.1, XP_010433125.1
OG0002462	XP_024003777.1	XP_010517500.1, XP_010505806.1, XP_010508830.1
OG0002462	XP_024003778.1	XP_019099785.1
OG0002463	XP_006411051.1	XP_010517132.1, XP_010505460.1, XP_010509181.1, XP_010505461.1, XP_010509180.1, XP_010517131.1
OG0002464	XP_006413590.1	XP_010433954.1, XP_010448786.1
OG0002464	XP_006396852.1	XP_010455595.1, XP_010434128.1, XP_010422134.1
OG0002465	XP_006411939.1	XP_010432102.1, XP_010446715.1
OG0002465	XP_006404837.1	XP_010417099.1, XP_010472347.1, XP_010429303.1
OG0002466	XP_024009041.1	XP_019099365.1, XP_010478827.1
OG0002466	XP_006415044.1	XP_010478823.1, XP_010461224.1
OG0002467	XP_006396795.1	XP_010433735.1, XP_019090618.1, XP_010422182.1
OG0002467	XP_006413625.1	XP_010448845.1, XP_010433996.1, XP_010439289.1
OG0002468	XP_006394871.1	XP_010454979.1
OG0002468	XP_006408005.1	XP_019096853.1, XP_010434418.1, XP_019092486.1
OG0002469	XP_006412939.1	XP_010433201.1, XP_010438429.1, XP_010447960.1
OG0002470	XP_006397625.1	XP_010511362.1, XP_010470310.2
OG0002470	XP_024010772.1	XP_019100626.1, XP_019101181.1
OG0002471	XP_006397613.1	XP_010506360.1, XP_010508303.1
OG0002472	XP_006397516.1	XP_010517915.1, XP_010506230.1, XP_010508422.1
OG0002472	XP_006394664.1	XP_010454697.1, XP_010493538.1, XP_010421216.1
OG0002473	XP_006408175.1	XP_010416503.1, XP_010463941.1, XP_010485838.1
OG0002474	XP_006408171.1	XP_010463944.1, XP_010485843.1, XP_010417092.1
OG0002475	XP_024015230.1	XP_019093489.1, XP_019091986.1
OG0002475	XP_024015539.1	XP_019091984.1, XP_019093512.1, XP_019096126.1
OG0002476	XP_006407747.1	XP_010486419.1, XP_010464132.1, XP_010464484.1
OG0002476	XP_006407748.1	XP_010464481.1, XP_010486417.1, XP_010463806.1
OG0002477	XP_006398619.1	XP_010451993.1, XP_010423950.1, XP_010490571.1
OG0002477	XP_006407734.1	XP_010466520.1, XP_010486439.1, XP_010464510.1
OG0002478	XP_024012250.1	XP_010452457.1, XP_010423458.1
OG0002479	XP_006407354.1, XP_006415429.1	XP_010464978.1
OG0002481	XP_006407127.1	XP_010501630.1, XP_010465294.1, XP_010487197.1
OG0002481	XP_006392722.1	XP_019099527.1, XP_010479988.1
OG0002482	XP_006414524.1	XP_010502924.1, XP_010514628.1, XP_010425703.1, XP_010425699.1, XP_010514622.1
OG0002483	XP_006406782.1	XP_010465727.1, XP_010504868.1, XP_010487568.1
OG0002483	XP_006414371.1	XP_010440185.1, XP_010434857.1, XP_010449817.1
OG0002485	XP_006405599.1	XP_010435857.1, XP_010441085.1, XP_010445661.1, XP_010450778.1
OG0002485	XP_006405600.1	XP_010450779.1, XP_010441084.1, XP_010435858.1
OG0002487	XP_006391539.1	XP_010415112.1, XP_010511116.1
OG0002487	XP_006405958.1	XP_010435523.1, XP_010450459.1, XP_010440807.1
OG0002489	XP_006407962.1	XP_010464201.1, XP_019093704.1, XP_010486133.1
OG0002489	XP_006400435.1	XP_010420653.1, XP_010454127.1, XP_010492915.1
OG0002490	XP_024013604.1	XP_019085864.1
OG0002490	XP_024013462.1	XP_010426688.1, XP_019082460.1
OG0002491	XP_006418346.1	XP_010480949.1, XP_019091501.1, XP_010474654.1
OG0002491	XP_006390819.1	XP_010415791.1, XP_010427812.1, XP_010427912.1, XP_010471104.1
OG0002492	XP_006392319.2	XP_010470273.1, XP_010418881.1, XP_010511098.1
OG0002493	XP_006392357.1	XP_010414797.1, XP_010470311.2, XP_019101558.1
OG0002493	XP_006417527.1	XP_010458292.1, XP_010490391.1, XP_010475837.1
OG0002494	XP_006417475.1	XP_010475897.1
OG0002494	XP_006417474.1	XP_010475898.1, XP_010458381.1
OG0002495	XP_006391772.1	XP_010418332.1, XP_010430404.1, XP_010473551.1
OG0002495	XP_006417197.1	XP_010476256.1, XP_010494648.1
OG0002496	XP_006395535.1	XP_010502597.1, XP_010425375.1
OG0002496	XP_006417177.1	XP_010494747.1, XP_010476269.1
OG0002497	XP_024008372.1	XP_010495391.1, XP_010476360.1
OG0002497	XP_006395650.1	XP_010514167.1, XP_010425194.1, XP_010502423.1
OG0002498	XP_024007068.1	XP_019085949.1, XP_019102160.1, XP_019100035.1
OG0002498	XP_006417065.1	XP_010458874.1, XP_010495720.1, XP_010476436.1
OG0002499	XP_006395778.1	XP_019102137.1, XP_019099999.1, XP_019085343.1
OG0002500	XP_006416979.1	XP_010476541.1, XP_010496455.1, XP_010458984.1
OG0002500	XP_006395846.1	XP_010424960.1, XP_010513916.1, XP_010496847.1
OG0002501	XP_006416887.1	XP_010476656.1, XP_010497310.1, XP_010459106.1
OG0002501	XP_006389797.1	XP_010429951.1, XP_010472923.1, XP_010417704.1
OG0002502	XP_006402105.1	XP_010482356.1, XP_010442117.1, XP_010442530.1
OG0002503	XP_006416213.1	XP_010477485.1, XP_010498694.1, XP_010459972.1
OG0002503	XP_006390011.1	XP_010472027.1, XP_010472026.1, XP_010428939.1, XP_010416791.1
OG0002504	XP_024008598.1	XP_010498846.1, XP_010460124.1
OG0002504	XP_024010992.1	XP_010471046.1, XP_010415735.1, XP_010427829.1
OG0002505	XP_006416073.1	XP_010498866.1, XP_010477650.1
OG0002505	XP_024009568.1	XP_010427817.1, XP_010471034.1
OG0002506	XP_006390923.1	XP_010415688.1, XP_010474250.1, XP_010512092.1
OG0002506	XP_006416021.1	XP_010460192.1, XP_010498940.1, XP_010477739.1
OG0002507	XP_006417346.1	XP_010458559.1, XP_010492985.1, XP_010476084.1
OG0002507	XP_006391963.1	XP_010418153.1, XP_010430197.1, XP_019093936.1
OG0002508	XP_006411658.2	XP_010446385.1, XP_010436970.1
OG0002509	XP_006404676.2	XP_010416976.1, XP_010429137.1, XP_010472214.1
OG0002509	XP_006411774.1	XP_010431962.1, XP_010437100.1, XP_010446537.1
OG0002510	XP_006411866.1	XP_010437200.1, XP_019089697.1
OG0002510	XP_006404763.1	XP_010429229.1, XP_010417052.1, XP_010472294.1
OG0002511	XP_006411897.1	XP_010437234.1, XP_010446666.1, XP_010432064.1, XP_010497199.1
OG0002511	XP_006404785.1	XP_010429260.1, XP_010472316.1, XP_010417072.1
OG0002512	XP_006411914.1	XP_010451021.1, XP_010444933.1, XP_010432078.1
OG0002512	XP_006404817.2	XP_010417086.1, XP_010472334.1, XP_010431584.1
OG0002513	XP_006412140.1	XP_010446970.1, XP_010437514.1, XP_010432319.1
OG0002514	XP_006412257.1, XP_006409565.1	XP_010432449.1, XP_010437655.1, XP_010447121.1
OG0002515	XP_006412427.1	XP_010447335.1, XP_010432656.1
OG0002515	XP_006408826.1	XP_019089016.1, XP_010417365.1
OG0002516	XP_006405153.1	XP_010472532.1, XP_010417297.1, XP_010429525.1
OG0002516	XP_006412512.1	XP_010447437.1, XP_010437952.1, XP_010432770.1
OG0002517	XP_024004601.1	XP_019086204.1, XP_010451094.1, XP_010445032.1, XP_010445033.1, XP_019089533.1
OG0002517	XP_024004429.1	XP_019087942.1
OG0002518	XP_024010809.1	XP_019082774.1, XP_019093510.1, XP_010512101.1
OG0002518	XP_024008271.1	XP_010477727.1, XP_010498926.1, XP_010460177.1
OG0002519	XP_024004569.1	XP_010438588.1, XP_010433346.1, XP_010448109.1
OG0002520	XP_006391419.1, XP_006391421.1	XP_010470547.1, XP_010415208.1
OG0002521	XP_024012239.1, XP_006401606.1	XP_019095876.1, XP_019083612.1
OG0002521	XP_024011202.1	XP_010485118.1, XP_010442998.1
OG0002522	XP_006401823.2	XP_010431328.1, XP_010487931.2, XP_010412981.1, XP_010451454.1, XP_010440162.1, XP_010412491.1, XP_019097151.1, XP_019084259.1, XP_010454974.1, XP_010495546.1, XP_019090030.1, XP_019100054.1, XP_019085726.1
OG0002523	XP_006397203.1	XP_010455323.1, XP_010421832.1, XP_010456801.1, XP_010435943.1, XP_010435933.1, XP_010455325.1
OG0002524	XP_006395074.2	XP_010440449.1, XP_010460230.1, XP_019087844.1, XP_010444225.1, XP_010482548.1
OG0002530	XP_024005318.1	XP_010447694.1, XP_010432965.1, XP_010438154.1
OG0002530	XP_006404897.1	XP_010472397.1, XP_010417141.1, XP_010429354.1
OG0002531	XP_006411668.1	XP_010446394.1, XP_010436975.1, XP_010431828.1
OG0002532	XP_006418878.1	XP_010503276.1, XP_010514985.1, XP_010426101.1
OG0002533	XP_006404234.1	XP_010426356.1, XP_010515180.1
OG0002533	XP_006394274.1	XP_010444244.1, XP_010484088.1
OG0002534	XP_024013420.1, XP_006404317.1	XP_010503407.1, XP_010515104.1, XP_010426262.1, XP_010503405.1, XP_010412621.1, XP_010426256.1
OG0002535	XP_006395825.1	XP_010513951.1, XP_010424990.1, XP_010502204.1
OG0002535	XP_006416990.1	XP_010458976.1, XP_010496367.1, XP_010476529.1
OG0002536	XP_006400283.1	XP_010453938.1, XP_010492697.1
OG0002537	XP_006390164.1	XP_010416592.1, XP_010428733.1, XP_010471825.1
OG0002538	XP_006400173.1, XP_006400174.1	XP_010420326.1, XP_010453792.1, XP_010492530.1
OG0002539	XP_006400116.1	XP_010492443.1, XP_010453740.1, XP_010420267.1
OG0002539	XP_006400115.1	XP_010492444.2, XP_010453739.2, XP_010420269.2
OG0002540	XP_024011867.1	XP_010492404.1, XP_010420230.1, XP_010453700.1
OG0002540	XP_006408436.1	XP_010485458.1, XP_010458222.1, XP_010463617.1
OG0002541	XP_024012286.1	XP_010492306.1, XP_019090300.1, XP_019084635.1
OG0002541	XP_006408502.1	XP_010442314.1, XP_010482123.1
OG0002542	XP_024012023.1	XP_019097258.1, XP_010420089.1
OG0002542	XP_006408527.1	XP_010485396.1, XP_010435637.1, XP_010496290.1
OG0002543	XP_024013778.1	XP_010515839.1, XP_010426998.1
OG0002543	XP_006410910.1, XP_024003919.1	XP_010509355.1, XP_010505309.1, XP_010516996.1
OG0002544	XP_006394858.1	XP_019084723.1
OG0002545	XP_006394157.1	XP_010444373.1, XP_010461750.1, XP_010484222.1
OG0002545	XP_006399436.1	XP_019090433.1, XP_010491585.1, XP_010424713.1
OG0002546	XP_024007064.1	XP_010444310.1, XP_010461109.1
OG0002546	XP_006399400.1	XP_010452903.1, XP_010423018.1, XP_010491543.1
OG0002547	XP_006396519.1	XP_010455954.1, XP_010422516.1, XP_010430531.1
OG0002547	XP_006418243.1	XP_010457342.1, XP_010481914.1, XP_010474957.1
OG0002548	XP_006396561.1	XP_010455902.1, XP_010422474.1, XP_010430941.1
OG0002549	XP_006409924.1	XP_019098662.1, XP_010470032.1, XP_010414467.1, XP_010510566.1
OG0002550	XP_006410031.1	XP_010510454.1, XP_019083055.1, XP_010414359.1, XP_010469928.1
OG0002551	XP_006410180.1	XP_010510286.1
OG0002551	XP_006417895.1	XP_010475407.1, XP_010457807.1, XP_010486434.1
OG0002552	XP_006410375.1	XP_010510018.1, XP_010413995.1, XP_010469586.1
OG0002552	XP_006418057.1	XP_010475189.1, XP_010484738.1
OG0002553	XP_006418110.1	XP_010457514.1, XP_019098820.1, XP_010475122.1
OG0002554	XP_006418162.1	XP_010457447.1, XP_010483122.1, XP_010475055.1
OG0002554	XP_024013300.1	XP_010441953.1, XP_010481796.1, XP_010494386.1
OG0002556	XP_006410496.1	XP_010413849.1, XP_010509871.1, XP_010469459.1
OG0002556	XP_006415698.1	XP_010460580.1, XP_010499305.1, XP_010478165.1
OG0002557	XP_006415676.1	XP_010478196.1, XP_010499343.1, XP_010460614.1
OG0002558	XP_006410710.1	XP_010516729.1, XP_010509606.1, XP_010505062.1
OG0002558	XP_006415238.1	XP_010499768.1, XP_010478643.1, XP_010461039.1
OG0002559	XP_006404027.1	XP_010503719.1, XP_010426592.1, XP_010515422.1
OG0002559	XP_024007633.1	XP_010484571.1, XP_010464758.1
OG0002560	XP_006394041.2	XP_010444534.1, XP_010484373.1
OG0002561	XP_006394127.1	XP_010484254.1, XP_010462888.1
OG0002561	XP_006399462.1	XP_010422939.1, XP_010491623.1
OG0002562	XP_006394270.1	XP_019093895.1, XP_019088403.1, XP_019096108.1
OG0002562	XP_006404231.1	XP_010503500.1
OG0002563	XP_006394401.1	XP_010444088.1, XP_010483953.1, XP_019093594.1
OG0002563	XP_006404377.1	XP_010503347.1, XP_010515053.1
OG0002564	XP_006394434.1	XP_010483934.1, XP_010458257.1, XP_010444072.1
OG0002564	XP_006399204.1	XP_010452677.1, XP_010491327.1, XP_010423239.1
OG0002565	XP_006399229.1	XP_010452716.1, XP_010423202.1, XP_010491366.1
OG0002565	XP_006394484.1	XP_010457583.1, XP_010443987.1, XP_010483845.1
OG0002566	XP_006394685.1	XP_010493575.1, XP_010454735.1, XP_010421253.1
OG0002566	XP_006404160.1	XP_010426437.1, XP_010515274.1
OG0002567	XP_006419043.1	XP_010425963.1, XP_010514873.1
OG0002567	XP_006400855.1	XP_010443834.1, XP_010456317.1, XP_010483683.1
OG0002568	XP_006400868.1	XP_010456164.1
OG0002568	XP_024009599.1	XP_010503176.1, XP_010425983.1, XP_010514887.1
OG0002569	XP_006400890.1	XP_010443792.1, XP_010455839.1
OG0002569	XP_006418993.1	XP_010514902.1, XP_010503191.1, XP_010426008.1
OG0002570	XP_006404418.1	XP_010515032.2, XP_010426160.1, XP_010503322.1
OG0002571	XP_006408414.1	XP_010459108.2, XP_010476660.2, XP_010497332.2
OG0002571	XP_006401097.2	XP_010453578.1, XP_010483420.1, XP_010443557.1
OG0002572	XP_006389749.1	XP_010430013.1, XP_010472990.1
OG0002573	XP_006414731.1, XP_006406040.1	XP_010466658.1, XP_010512371.1, XP_010488388.1
OG0002574	XP_006401205.1	XP_010452079.1, XP_010443430.1
OG0002574	XP_006413264.1	XP_010433584.1, XP_010438827.1, XP_010448361.1
OG0002575	XP_006397901.2	XP_019101988.1, XP_010508330.1
OG0002575	XP_006401253.1	XP_010451734.1, XP_010483193.1, XP_010443367.1
OG0002575	XP_006413232.1	XP_010433553.1, XP_010448327.1
OG0002576	XP_006401320.2, XP_006401318.1, XP_006401317.1	XP_019088064.1, XP_019088447.1, XP_010476690.1, XP_010476665.1, XP_010483117.1
