Orthogroup	Eutrema_salsugineum	Conringia_planisiliqua
OG0003369	XP_024009552.1	CP12_g30881_DN3_SP0_c.t1
OG0003369	XP_024009497.1	CP12_g30880_DN3_SP0_c.t1
OG0003372	XP_006404310.2	CP3_g14588_DN3_SP8_c.t1
OG0003373	XP_006415715.1	CP7_g45095_DN3_SP8_c.t1
OG0003373	XP_006415706.1	CP7_g45089_DN3_SP4_c.t1
OG0003374	XP_024008802.1	CP7_g44616_DN3_SP7_c.t1
OG0003375	XP_006406449.1	CP12_g30330_DN3_SP5_c.t1
OG0003376	XP_006396131.1	CP17_g6020_DN3_SP8_c.t1
OG0003377	XP_024011575.1	CP11_g32337_DN3_SP0_c.t1
OG0003378	XP_006400156.1	CP11_g32349_DN3_SP8_c.t1
OG0003379	XP_006405369.1, XP_024014753.1	CP19_g17897_DN3_SP0_c.t1
OG0003381	XP_006407374.1	CP10_g43172_DN3_SP4_c.t1
OG0003381	XP_006399737.1	CP11_g32712_DN2_SP8_c.t1
OG0003383	XP_006399572.1, XP_006394748.1	CP11_g32852_DN2_SP6_c.t1
OG0003384	XP_006411868.2	CP5_g250_DN3_SP0_c.t1
OG0003385	XP_006390485.1	CP9_g29036_DN3_SP1_c.t1
OG0003385	XP_006399304.1	CP11_g33073_DN3_SP8_c.t1
OG0003386	XP_024012093.1	CP11_g33121_DN3_SP4_c.t1
OG0003387	XP_006413368.1	CP19_g18155_DN3_SP3_c.t1
OG0003388	XP_006402109.2	CP8_g52853_DN3_SP7_c.t1
OG0003388	XP_006413374.1	CP19_g18160_DN3_SP2_c.t1
OG0003389	XP_006417291.1	CP1_g37493_DN3_SP2_c.t1
OG0003390	XP_006410143.1	CP4_g25735_DN3_SP8_c.t1
OG0003392	XP_006403138.1	CP13_g20196_DN3_SP1_c.t1
OG0003393	XP_006415442.1	CP7_g44834_DN3_SP8_c.t1
OG0003394	XP_006415441.1	CP7_g44833_DN3_SP8_c.t1
OG0003394	XP_006410637.1	CP4_g25258_DN3_SP5_c.t1
OG0003395	XP_006404104.2	CP3_g14398_DN3_SP0_c.t1
OG0003396	XP_006399460.1	CP11_g32954_DN3_SP2_c.t1
OG0003397	XP_024007034.1	CP2_g47866_DN3_SP3_c.t1
OG0003398	XP_006394305.1	CP2_g47991_DN3_SP4_c.t1
OG0003399	XP_024014285.1, XP_006394332.1	CP2_g48013_DN3_SP1_c.t1
OG0003400	XP_006394342.1	CP2_g48020_DN3_SP8_c.t1
OG0003404	XP_006401058.1, XP_006404397.2	CP8_g53866_DN3_SP7_c.t1
OG0003405	XP_006401297.1	CP8_g53661_DN3_SP2_c.t1
OG0003408	XP_006398950.1	CP11_g33400_DN3_SP0_c.t1
OG0003408	XP_006398951.1	CP11_g33399_DN3_SP0_c.t1
OG0003410	XP_006398678.1	CP11_g33662_DN3_SP5_c.t1
OG0003411	XP_024015410.1	CP10_g42848_DN3_SP2_c.t1
OG0003412	XP_006407739.1	CP10_g42845_DN3_SP8_c.t1
OG0003413	XP_006405892.1	CP5_g1808_DN3_SP0_c.t1
OG0003414	XP_006389940.1	CP9_g29529_DN3_SP8_c.t1
OG0003415	XP_024005819.1	CP5_g98_DN3_SP0_c.t1
OG0003416	XP_006390184.1	CP9_g29296_DN3_SP3_c.t1
OG0003417	XP_006392613.1	CP10_g43296_DN3_SP0_c.t1
OG0003418	XP_006407080.1, XP_024006286.1	CP10_g43417_DN3_SP8_c.t1
OG0003421	XP_006418852.1	CP12_g30745_DN3_SP4_c.t1
OG0003421	XP_006414787.1	CP6_g7555_DN3_SP2_c.t1
OG0003422	XP_006404810.1	CP16_g54978_DN3_SP5_c.t1
OG0003422	XP_006411908.1	CP5_g283_DN3_SP8_c.t1
OG0003424	XP_006395360.1	CP13_g19190_DN3_SP3_c.t1
OG0003425	XP_006415952.1	CP7_g45309_DN3_SP2_c.t1
OG0003426	XP_024010946.1, XP_024005492.1	CP13_g19897_DN3_SP3_c.t1
OG0003427	XP_006392998.1	CP1_g37951_DN3_SP5_c.t1
OG0003429	XP_006409014.1	CP12_g29820_DN3_SP2_c.t1
OG0003430	XP_006395315.1	CP13_g19144_DN3_SP6_c.t1
OG0003430	XP_006405603.1	CP5_g1504_DN3_SP2_c.t1
OG0003431	XP_006414070.1, XP_006414069.1	CP6_g6940_DN3_SP0_c.t1
OG0003432	XP_006414085.1	CP6_g6951_DN3_SP3_c.t1
OG0003432	XP_006403783.1	CP3_g14095_DN3_SP0_c.t1
OG0003434	XP_006401985.1	CP8_g53040_DN3_SP0_c.t1
OG0003435	XP_006402000.1	CP8_g53019_DN3_SP8_c.t1
OG0003438	XP_006413865.1	CP6_g6785_DN3_SP0_c.t1
OG0003440	XP_006413719.1	CP19_g18493_DN2_SP0_c.t1
OG0003441	XP_024008231.1	CP7_g44448_DN3_SP0_c.t1
OG0003442	XP_006397633.1	CP4_g24274_DN3_SP8_c.t1
OG0003443	XP_006402762.1	CP3_g13490_DN3_SP0_c.t1
OG0003445	XP_024013000.1	CP3_g13645_DN3_SP2_c.t1
OG0003447	XP_006396166.1	CP12_g31465_DN3_SP1_c.t1
OG0003448	XP_006418755.1	CP12_g30826_DN3_SP2_c.t1
OG0003449	XP_006409139.1	CP10_g43660_DN3_SP4_c.t1
OG0003450	XP_006404696.1	CP16_g54871_DN3_SP8_c.t1
OG0003452	XP_006397146.1	CP20_g4120_DN3_SP8_c.t1
OG0003452	XP_006415036.1	CP7_g44491_DN3_SP3_c.t1
OG0003453	XP_024010862.1	CP4_g23978_DN3_SP0_c.t1
OG0003453	XP_024004903.1	CP6_g7566_DN3_SP0_c.t1
OG0003454	XP_006397930.1	CP20_g4185_DN3_SP1_c.t1
OG0003455	XP_006397758.1	CP4_g24145_DN2_SP0_c.t1
OG0003456	XP_006397659.1	CP4_g24247_DN3_SP0_c.t1
OG0003456	XP_024010854.1	CP4_g24249_DN3_SP0_c.t1
OG0003457	XP_006397568.1	CP4_g24332_DN3_SP8_c.t1
OG0003458	XP_006397564.1	CP4_g24335_DN3_SP2_c.t1
OG0003458	XP_024008776.1	CP4_g24334_DN3_SP2_c.t1
OG0003459	XP_006400453.1	CP8_g54440_DN2_SP0_c.t1
OG0003459	XP_006407972.1	CP10_g42620_DN3_SP0_c.t1
OG0003461	XP_006407920.1	CP10_g42672_DN3_SP0_c.t1, CP8_g52985_DN2_SP0_c.t1
OG0003462	XP_006407707.2	CP10_g42872_DN3_SP0_c.t1
OG0003463	XP_006406982.1	CP10_g43506_DN2_SP0_c.t1
OG0003463	XP_024011007.1	CP10_g43106_DN2_SP0_c.t1
OG0003464	XP_006407394.1, XP_024015563.1	CP10_g43154_DN3_SP2_c.t1
OG0003466	XP_006407177.1	CP10_g43332_DN1_SP0_c.t1
OG0003467	XP_024015506.1	CP12_g29933_DN3_SP0_c.t1, CP12_g29930_DN3_SP0_c.t1
OG0003468	XP_006413442.1	CP19_g18215_DN3_SP6_c.t1
OG0003469	XP_006412649.1	CP11_g31794_DN3_SP2_c.t1
OG0003470	XP_006392490.2	CP2_g50469_DN3_SP3_c.t1
OG0003470	XP_024008595.1	CP1_g37173_DN3_SP7_c.t1
OG0003471	XP_024008896.1	CP1_g37083_DN3_SP0_c.t1
OG0003472	XP_006417566.1	CP1_g37231_DN3_SP0_c.t1
OG0003473	XP_006417512.1	CP1_g37282_DN3_SP0_c.t1
OG0003474	XP_006392276.1	CP2_g49388_DN3_SP8_c.t1
OG0003475	XP_006391803.1	CP2_g48983_DN3_SP4_c.t1
OG0003476	XP_006417175.1	CP1_g37593_DN1_SP0_c.t1
OG0003476	XP_006395537.1	CP13_g19348_DN2_SP0_c.t1
OG0003477	XP_006416992.1	CP1_g37772_DN3_SP7_c.t1
OG0003478	XP_006392182.1	CP2_g49290_DN3_SP8_c.t1
OG0003480	XP_006395370.1	CP13_g19202_DN3_SP3_c.t1
OG0003481	XP_006414262.1	CP6_g7119_DN3_SP5_c.t1
OG0003481	XP_006398480.1	CP13_g19716_DN3_SP8_c.t1
OG0003482	XP_006406774.2	CP12_g30046_DN3_SP8_c.t1
OG0003482	XP_006414374.1	CP6_g7225_DN3_SP5_c.t1
OG0003484	XP_006411628.1	CP5_g26_DN3_SP4_c.t1
OG0003484	XP_024012086.1	CP8_g52676_DN3_SP0_c.t1
OG0003485	XP_006411875.1	CP5_g254_DN3_SP5_c.t1
OG0003485	XP_006411874.1	CP5_g253_DN3_SP8_c.t1
OG0003486	XP_006412060.1, XP_024004395.1, XP_006409259.1	CP5_g431_DN3_SP3_c.t1
OG0003487	XP_006412206.1	CP5_g547_DN3_SP2_c.t1
OG0003488	XP_006404929.1	CP16_g55088_DN3_SP0_c.t1
OG0003491	XP_006390989.1	CP7_g45323_DN3_SP4_c.t1
OG0003494	XP_006392618.1	CP7_g46409_DN3_SP0_c.t1
OG0003502	XP_024012197.1	CP8_g53219_DN3_SP0_c.t1, CP8_g53218_DN3_SP0_c.t1
OG0003504	XP_024014899.1	CP12_g30716_DN3_SP1_c.t1
OG0003505	XP_024007987.1	CP7_g44952_DN3_SP0_c.t1
OG0003506	XP_024005890.1	CP6_g9286_DN2_SP0_c.t1, CP14_g22605_DN2_SP0_c.t1, CP6_g7745_DN2_SP0_c.t1, CP6_g7728_DN2_SP0_c.t1, CP17_g5462_DN2_SP0_c.t1, CP14_g22576_DN1_SP0_c.t1, CP25_g55993_DN2_SP0_c.t1, CP6_g7750_DN1_SP0_c.t1, CP6_g7722_DN1_SP0_c.t1, CP5_g1824_DN3_SP0_c.t1
OG0003506	XP_006405843.2	CP5_g2513_DN3_SP0_c.t1, CP5_g1955_DN2_SP0_c.t1, CP6_g7751_DN3_SP0_c.t1
OG0003512	XP_006408594.1	CP18_g11542_DN3_SP8_c.t1
OG0003514	XP_006400232.1	CP11_g32273_DN3_SP4_c.t1
OG0003514	XP_006408351.1	CP10_g42298_DN3_SP3_c.t1
OG0003515	XP_006400113.1	CP11_g32384_DN3_SP2_c.t1
OG0003515	XP_024006891.1	CP7_g45926_DN1_SP0_c.t1
OG0003516	XP_024011169.1	CP11_g32787_DN3_SP0_c.t1
OG0003517	XP_024012207.1	CP11_g32995_DN3_SP1_c.t1
OG0003517	XP_024015528.1	CP12_g30321_DN3_SP1_c.t1
OG0003518	XP_006408891.2	CP11_g33033_DN3_SP1_c.t1
OG0003519	XP_006399251.1	CP11_g33125_DN3_SP4_c.t1
OG0003519	XP_006394511.1	CP2_g48163_DN3_SP8_c.t1
OG0003520	XP_006399246.1	CP11_g33130_DN3_SP5_c.t1
OG0003521	XP_006408694.1	CP4_g26124_DN3_SP2_c.t1
OG0003523	XP_006409859.1	CP4_g25917_DN3_SP0_c.t1
OG0003525	XP_006410098.2	CP4_g25715_DN3_SP6_c.t1
OG0003526	XP_024003918.1	CP4_g25620_DN3_SP0_c.t1
OG0003527	XP_024016819.1	CP4_g25608_DN3_SP2_c.t1
OG0003527	XP_024016680.1	CP4_g25609_DN3_SP0_c.t1
OG0003528	XP_024004216.1	CP4_g25590_DN3_SP6_c.t1
OG0003529	XP_006410359.1	CP4_g25503_DN3_SP7_c.t1
OG0003529	XP_006418041.1	CP1_g36822_DN3_SP4_c.t1
OG0003530	XP_006403204.1	CP13_g20247_DN3_SP7_c.t1
OG0003532	XP_006415422.1	CP7_g44815_DN3_SP0_c.t1, CP3_g14446_DN3_SP0_c.t1
OG0003533	XP_006393908.1	CP1_g37661_DN3_SP1_c.t1
OG0003535	XP_024012156.1	CP11_g32883_DN3_SP0_c.t1
OG0003535	XP_024007425.1	CP2_g47751_DN3_SP7_c.t1
OG0003536	XP_006399200.2	CP11_g33179_DN3_SP1_c.t1
OG0003536	XP_006394422.1	CP2_g48084_DN3_SP2_c.t1
OG0003537	XP_024006837.1, XP_006394469.1	CP2_g48120_DN3_SP2_c.t1
OG0003538	XP_006394822.1, XP_006394821.1	CP2_g48476_DN3_SP6_c.t1, CP2_g48475_DN3_SP5_c.t1
OG0003539	XP_006391088.2	CP9_g28474_DN3_SP0_c.t1
OG0003540	XP_006400807.1, XP_006400806.1, XP_006400808.1	CP8_g54105_DN3_SP2_c.t1
OG0003541	XP_006400842.1	CP8_g54072_DN1_SP0_c.t1
OG0003542	XP_024009040.1	CP9_g29015_DN3_SP0_c.t1
OG0003543	XP_024011894.1	CP8_g53960_DN3_SP3_c.t1
OG0003544	XP_006400967.1	CP8_g53949_DN3_SP1_c.t1
OG0003545	XP_024014644.1, XP_006401107.1	CP8_g53830_DN3_SP8_c.t1
OG0003546	XP_006401167.1	CP8_g53775_DN3_SP8_c.t1
OG0003547	XP_006401345.1	CP8_g53622_DN3_SP0_c.t1
OG0003547	XP_006417733.1	CP1_g37086_DN3_SP0_c.t1
OG0003548	XP_006401431.1	CP2_g49419_DN3_SP2_c.t1
OG0003549	XP_024012265.1	CP11_g33176_DN3_SP0_c.t1
OG0003550	XP_006399059.1	CP11_g33306_DN3_SP3_c.t1
OG0003551	XP_006398979.1	CP11_g33377_DN3_SP8_c.t1
OG0003552	XP_024016158.1	CP10_g43580_DN3_SP8_c.t1
OG0003553	XP_024007929.1	CP4_g25955_DN3_SP0_c.t1
OG0003554	XP_024007079.1	CP13_g19257_DN3_SP8_c.t1
OG0003555	XP_006389934.1	CP9_g29539_DN3_SP7_c.t1
OG0003556	XP_006416202.1	CP7_g45547_DN3_SP8_c.t1
OG0003557	XP_006409330.1	CP10_g43822_DN3_SP0_c.t1
OG0003558	XP_006393216.2	CP1_g38126_DN3_SP0_c.t1
OG0003559	XP_006414714.1	CP6_g7507_DN3_SP0_c.t1
OG0003559	XP_006406057.1	CP12_g30685_DN2_SP0_c.t1
OG0003560	XP_006414693.2	CP6_g7487_DN3_SP2_c.t1
OG0003562	XP_024005386.1	CP6_g7296_DN3_SP5_c.t1
OG0003563	XP_006390572.1	CP9_g28960_DN3_SP0_c.t1
OG0003564	XP_006416549.1	CP7_g45860_DN3_SP8_c.t1
OG0003565	XP_006395628.1	CP13_g19436_DN3_SP0_c.t1
OG0003566	XP_006391005.2	CP9_g28553_DN3_SP0_c.t1
OG0003567	XP_024010965.1	CP13_g19952_DN3_SP4_c.t1
OG0003567	XP_006398245.2	CP13_g19953_DN3_SP1_c.t1
OG0003568	XP_006403324.1	CP13_g20457_DN3_SP0_c.t1
OG0003569	XP_006416079.1	CP7_g45434_DN3_SP0_c.t1
OG0003571	XP_006413847.1	CP6_g6771_DN1_SP0_c.t1
OG0003573	XP_006414338.1	CP6_g7191_DN3_SP0_c.t1
OG0003574	XP_006402271.1	CP3_g13054_DN3_SP0_c.t1
OG0003578	XP_006402461.1	CP3_g13232_DN3_SP7_c.t1
OG0003579	XP_006402550.1	CP12_g30931_DN2_SP0_c.t1, CP3_g13319_DN3_SP3_c.t1
OG0003580	XP_006403017.1	CP3_g13733_DN3_SP6_c.t1
OG0003582	XP_024003910.1	CP4_g24528_DN3_SP0_c.t1
OG0003583	XP_006403490.1	CP3_g13836_DN3_SP4_c.t1
OG0003584	XP_006403710.1, XP_024011049.1	CP3_g14032_DN3_SP1_c.t1, CP5_g1426_DN3_SP0_c.t1
OG0003585	XP_006401680.1	CP8_g53334_DN3_SP0_c.t1, CP8_g53333_DN3_SP0_c.t1
OG0003586	XP_024014803.1	CP9_g28213_DN3_SP8_c.t1
OG0003587	XP_006403033.2	CP3_g13747_DN2_SP0_c.t1
OG0003588	XP_024006396.1	CP4_g24438_DN2_SP0_c.t1
OG0003590	XP_006410968.1	CP4_g24951_DN3_SP7_c.t1
OG0003591	XP_024016735.1	CP4_g25346_DN2_SP0_c.t1
OG0003592	XP_006408784.2, XP_024013448.1	CP18_g12165_DN3_SP0_c.t1
OG0003594	XP_006396918.1	CP20_g4337_DN2_SP0_c.t1
OG0003595	XP_006394891.1	CP2_g48537_DN3_SP4_c.t1
OG0003596	XP_024007573.1	CP2_g48624_DN3_SP0_c.t1
OG0003597	XP_006408953.1	CP12_g29863_DN3_SP4_c.t1
OG0003597	XP_006418165.1	CP1_g36666_DN3_SP8_c.t1
OG0003598	XP_006404878.1, XP_006404876.1, XP_006404863.2, XP_006404886.2	CP5_g1952_DN3_SP0_c.t1, CP5_g1954_DN3_SP0_c.t1
OG0003599	XP_024012306.1	CP8_g54509_DN3_SP8_c.t1, CP10_g42403_DN2_SP0_c.t1
OG0003601	XP_006407313.1	CP10_g43220_DN3_SP0_c.t1
OG0003603	XP_024015139.1	CP12_g29962_DN3_SP0_c.t1
OG0003603	XP_006392940.1	CP1_g37897_DN3_SP3_c.t1
OG0003604	XP_006404933.1	CP16_g55095_DN3_SP8_c.t1
OG0003605	XP_006406366.1	CP12_g30420_DN3_SP0_c.t1, CP12_g30417_DN3_SP0_c.t1
OG0003606	XP_006406362.1	CP12_g30423_DN3_SP8_c.t1
OG0003607	XP_006414742.2	CP6_g7526_DN3_SP0_c.t1
OG0003609	XP_006395822.1, XP_024016052.1	CP13_g19608_DN3_SP8_c.t1
OG0003611	XP_024003800.1	CP2_g50308_DN3_SP0_c.t1
OG0003612	XP_024013452.1, XP_024013440.1	CP3_g14127_DN3_SP0_c.t1
OG0003613	XP_006418436.1	CP1_g36457_DN3_SP0_c.t1, CP1_g36458_DN3_SP0_c.t1
OG0003614	XP_006418286.1	CP1_g36775_DN3_SP1_c.t1
OG0003615	XP_006418000.1	CP1_g36857_DN3_SP3_c.t1, CP1_g36858_DN3_SP1_c.t1
OG0003616	XP_024008258.1	CP1_g36899_DN3_SP2_c.t1
OG0003617	XP_006417937.1	CP1_g36919_DN3_SP8_c.t1
OG0003617	XP_024008094.1	CP1_g36920_DN3_SP0_c.t1
OG0003619	XP_006398045.1	CP13_g20161_DN3_SP0_c.t1
OG0003620	XP_006417466.1	CP1_g37333_DN3_SP7_c.t1
OG0003620	XP_006392227.1	CP2_g49349_DN3_SP8_c.t1
OG0003621	XP_024009033.1	CP1_g37353_DN3_SP1_c.t1
OG0003622	XP_006392045.1	CP2_g49161_DN3_SP0_c.t1
OG0003623	XP_024005062.1	CP2_g49024_DN3_SP4_c.t1
OG0003624	XP_006416967.1	CP1_g37791_DN3_SP1_c.t1
OG0003625	XP_006416799.1	CP7_g46084_DN3_SP4_c.t1
OG0003627	XP_024007819.1	CP7_g45695_DN3_SP4_c.t1
OG0003628	XP_006398096.1, XP_006398101.1	CP13_g20115_DN3_SP7_c.t1
OG0003629	XP_006412263.1	CP5_g594_DN3_SP8_c.t1
OG0003630	XP_024005802.1	CP5_g710_DN3_SP8_c.t1
OG0003630	XP_006408846.1	CP18_g12515_DN3_SP7_c.t1
OG0003631	XP_006419126.1	CP3_g15176_DN3_SP0_c.t1
OG0003632	XP_006412506.1	CP16_g55300_DN3_SP0_c.t1
OG0003633	XP_006390927.1	CP9_g28615_DN3_SP6_c.t1
OG0003633	XP_006416018.1	CP7_g45371_DN3_SP7_c.t1
OG0003634	XP_006396261.1	CP8_g54623_DN3_SP7_c.t1
OG0003635	XP_006410232.1	CP4_g25650_DN2_SP0_c.t1
OG0003637	XP_024010232.1	CP20_g4368_DN3_SP0_c.t1
OG0003639	XP_006402087.1	CP8_g52884_DN3_SP0_c.t1
OG0003641	XP_024011104.1	CP13_g20064_DN3_SP0_c.t1
OG0003646	XP_006401870.1	CP8_g53151_DN3_SP0_c.t1, CP8_g53152_DN3_SP0_c.t1, CP8_g53158_DN3_SP0_c.t1, CP8_g53157_DN2_SP0_c.t1, CP8_g53159_DN3_SP0_c.t1
OG0003647	XP_006404491.1	CP156_g16814_DN3_SP0_c.t1
OG0003648	XP_024005880.1	CP5_g698_DN2_SP0_c.t1
OG0003656	XP_006404261.1	CP3_g14542_DN3_SP2_c.t1
OG0003656	XP_006404260.1	CP3_g14541_DN3_SP3_c.t1
OG0003659	XP_006408449.1	CP10_g42202_DN3_SP8_c.t1
OG0003660	XP_006413664.1	CP19_g18440_DN3_SP8_c.t1
OG0003662	XP_006399671.2	CP11_g32771_DN3_SP8_c.t1
OG0003663	XP_006416865.1	CP7_g46143_DN3_SP1_c.t1
OG0003664	XP_006399443.1, XP_006399444.1, XP_006399445.1	CP11_g32965_DN3_SP1_c.t1
OG0003665	XP_006407505.1	CP10_g43046_DN3_SP0_c.t1
OG0003670	XP_006394622.1	CP2_g48287_DN3_SP8_c.t1
OG0003671	XP_006394721.1	CP2_g48386_DN3_SP0_c.t1
OG0003672	XP_006394826.1	CP2_g48479_DN3_SP2_c.t1
OG0003673	XP_006400672.1	CP8_g54225_DN3_SP4_c.t1
OG0003674	XP_006404481.1	CP3_g15407_DN3_SP8_c.t1
OG0003675	XP_006400852.1	CP8_g54062_DN2_SP3_c.t1
OG0003676	XP_024011920.1	CP8_g54026_DN3_SP0_c.t1
OG0003678	XP_006401343.1	CP8_g53624_DN3_SP8_c.t1
OG0003679	XP_006401441.1	CP8_g53538_DN3_SP7_c.t1
OG0003680	XP_024013726.1	CP3_g14418_DN3_SP0_c.t1
OG0003680	XP_024013793.1	CP3_g14419_DN2_SP0_c.t1
OG0003681	XP_006404226.1	CP3_g14508_DN3_SP0_c.t1
OG0003682	XP_006396447.1, XP_024012006.1	CP11_g32070_DN3_SP0_c.t1
OG0003683	XP_006404962.1	CP2_g48918_DN3_SP0_c.t1
OG0003684	XP_006395425.1	CP13_g19252_DN3_SP0_c.t1
OG0003686	XP_006405288.1	CP19_g17829_DN3_SP8_c.t1
OG0003688	XP_006389799.1	CP1_g37365_DN2_SP0_c.t1
OG0003689	XP_024011009.1, XP_006398099.1	CP13_g20111_DN3_SP0_c.t1, CP9_g29664_DN1_SP8_c.t1
OG0003690	XP_024016678.1, XP_024006686.1	CP9_g29424_DN3_SP0_c.t1
OG0003693	XP_006392825.1	CP7_g46232_DN1_SP0_c.t1
OG0003693	XP_006406991.1	CP10_g43497_DN1_SP0_c.t1
OG0003694	XP_006402168.1	CP8_g52609_DN2_SP0_c.t1
OG0003695	XP_006414479.1	CP6_g7331_DN2_SP0_c.t1
OG0003696	XP_006412945.1	CP5_g1146_DN3_SP6_c.t1
OG0003696	XP_006408980.1, XP_024008620.1	CP12_g29844_DN3_SP5_c.t1
OG0003697	XP_006412901.1	CP5_g1106_DN3_SP8_c.t1
OG0003698	XP_006395377.1	CP13_g19209_DN2_SP0_c.t1
OG0003698	XP_006405538.1	CP5_g1408_DN2_SP0_c.t1
OG0003699	XP_006396295.1	CP8_g54590_DN3_SP7_c.t1
OG0003700	XP_006398308.1	CP13_g19893_DN3_SP8_c.t1
OG0003700	XP_006414121.1	CP6_g6981_DN3_SP4_c.t1
OG0003701	XP_006406700.1	CP12_g30105_DN3_SP8_c.t1
OG0003702	XP_006397533.1	CP4_g24367_DN3_SP0_c.t1
OG0003703	XP_006398148.1	CP13_g20059_DN3_SP8_c.t1
OG0003704	XP_006393144.2	CP1_g38065_DN3_SP8_c.t1
OG0003706	XP_006416964.1	CP1_g37794_DN3_SP8_c.t1
OG0003707	XP_006406291.1	CP12_g30482_DN3_SP4_c.t1
OG0003707	XP_024006177.1	CP1_g37956_DN3_SP7_c.t1
OG0003708	XP_024006124.1	CP1_g37931_DN3_SP0_c.t1
OG0003708	XP_006409027.1	CP12_g29805_DN3_SP0_c.t1
OG0003709	XP_006410510.1	CP4_g25380_DN3_SP8_c.t1
OG0003710	XP_006410753.1	CP4_g25156_DN3_SP1_c.t1
OG0003711	XP_006403517.1	CP3_g13858_DN3_SP0_c.t1
OG0003712	XP_024006718.1	CP2_g47585_DN3_SP0_c.t1
OG0003713	XP_024012965.1	CP3_g13158_DN3_SP0_c.t1
OG0003714	XP_006397194.1	CP4_g24056_DN3_SP0_c.t1
OG0003715	XP_006402488.1	CP3_g13264_DN3_SP1_c.t1
OG0003716	XP_006402514.1	CP3_g13288_DN3_SP8_c.t1
OG0003718	XP_006402880.1, XP_006402879.2, XP_006394010.2	CP3_g13605_DN1_SP0_c.t1
OG0003718	XP_006403417.2	CP3_g13770_DN2_SP0_c.t1
OG0003719	XP_006411211.1	CP4_g24746_DN3_SP8_c.t1
OG0003720	XP_006400265.1	CP11_g32243_DN3_SP0_c.t1
OG0003721	XP_006415811.1	CP7_g45181_DN3_SP8_c.t1
OG0003722	XP_006409142.1	CP10_g43662_DN3_SP7_c.t1
OG0003723	XP_006412245.1	CP5_g579_DN3_SP8_c.t1
OG0003724	XP_006409089.1	CP10_g43619_DN3_SP0_c.t1
OG0003725	XP_006409084.2	CP10_g43615_DN3_SP0_c.t1
OG0003726	XP_006412802.1	CP5_g1024_DN3_SP0_c.t1
OG0003727	XP_024015879.1	CP2_g48948_DN3_SP0_c.t1
OG0003729	XP_006394883.1	CP11_g32285_DN3_SP0_c.t1
OG0003731	XP_024010891.1	CP4_g24219_DN3_SP2_c.t1
OG0003732	XP_006403199.1	CP13_g20246_DN3_SP0_c.t1
OG0003732	XP_006397690.1	CP4_g24220_DN3_SP0_c.t1
OG0003733	XP_024010685.1	CP4_g24321_DN3_SP0_c.t1
OG0003734	XP_024010894.1	CP4_g24333_DN3_SP5_c.t1
OG0003735	XP_024010786.1	CP4_g24349_DN1_SP0_c.t1
OG0003736	XP_006407957.1	CP10_g42636_DN3_SP3_c.t1
OG0003737	XP_006407824.1	CP10_g42766_DN3_SP8_c.t1
OG0003738	XP_006407769.1	CP10_g42814_DN3_SP3_c.t1
OG0003741	XP_024008487.1	CP1_g37832_DN3_SP7_c.t1
OG0003741	XP_006406888.2	CP12_g29955_DN3_SP7_c.t1
OG0003742	XP_006406648.1	CP12_g30149_DN3_SP8_c.t1
OG0003744	XP_006406238.1	CP12_g30539_DN3_SP0_c.t1
OG0003745	XP_006403880.1	CP3_g14190_DN3_SP4_c.t1
OG0003746	XP_006418262.1	CP1_g36753_DN3_SP8_c.t1, CP13_g20185_DN3_SP0_c.t1
OG0003747	XP_006417998.2	CP1_g36862_DN3_SP1_c.t1
OG0003749	XP_006416854.1	CP7_g46135_DN3_SP0_c.t1
OG0003750	XP_006398470.1	CP16_g55214_DN2_SP0_c.t1
OG0003750	XP_024014168.1	CP7_g46052_DN3_SP0_c.t1
OG0003751	XP_006416717.1	CP7_g46013_DN3_SP0_c.t1, CP7_g46012_DN3_SP0_c.t1
OG0003752	XP_006390789.1	CP9_g28754_DN3_SP4_c.t1
OG0003753	XP_006390855.1	CP9_g28689_DN3_SP4_c.t1
OG0003754	XP_024014072.1, XP_006403070.1	CP5_g2367_DN3_SP0_c.t1
OG0003755	XP_006391610.1	CP13_g19067_DN3_SP8_c.t1
OG0003756	XP_006403109.1	CP13_g20170_DN3_SP0_c.t1
OG0003757	XP_006393472.1	CP1_g38320_DN3_SP8_c.t1
OG0003758	XP_006390999.1	CP9_g28558_DN3_SP8_c.t1
OG0003759	XP_006393268.1	CP1_g38176_DN3_SP0_c.t1, CP2_g49408_DN2_SP0_c.t1
OG0003760	XP_006411647.1	CP5_g38_DN3_SP4_c.t1
OG0003761	XP_006405879.1	CP5_g1800_DN3_SP0_c.t1, CP5_g142_DN3_SP0_c.t1
OG0003762	XP_006391122.1	CP9_g28440_DN3_SP3_c.t1
OG0003762	XP_006411760.1	CP5_g146_DN3_SP0_c.t1
OG0003763	XP_006404704.1	CP16_g54878_DN3_SP4_c.t1
OG0003764	XP_006411978.1	CP5_g353_DN3_SP1_c.t1
OG0003766	XP_006396369.1	CP198_g34090_DN2_SP0_c.t1, CP197_g18957_DN2_SP0_c.t1
OG0003767	XP_006396224.1	CP8_g54545_DN3_SP0_c.t1
OG0003768	XP_006412980.1	CP5_g1179_DN2_SP0_c.t1
OG0003769	XP_006415456.1	CP7_g44845_DN3_SP2_c.t1
OG0003770	XP_006401542.1	CP8_g53438_DN3_SP0_c.t1
OG0003772	XP_006391353.1	CP9_g28159_DN3_SP0_c.t1
OG0003772	XP_006405864.1	CP5_g1788_DN3_SP0_c.t1
