Orthogroup	Eutrema_salsugineum	Cardamine_hirsuta
OG0003323	XP_006406195.1	CARHR098150
OG0003324	XP_006412738.1	CARHR146550
OG0003325	XP_024007009.1	CARHR182030
OG0003326	XP_006403883.1	CARHR161400
OG0003327	XP_006396282.1	CARHR249030
OG0003328	XP_006396313.1	CARHR249330
OG0003329	XP_006401419.1	CARHR238520
OG0003330	XP_006417817.2	CARHR007020
OG0003330	XP_024016746.1	CARHR122980
OG0003331	XP_024008846.1	CARHR214520
OG0003332	XP_006395762.1	CARHR145170
OG0003333	XP_006416869.1	CARHR016380
OG0003334	XP_006416518.1	CARHR019910
OG0003335	XP_024008146.1, XP_006416402.1	CARHR020900
OG0003336	XP_006390777.1	CARHR064650
OG0003337	XP_006390847.1	CARHR063990
OG0003337	XP_006416116.1	CARHR023640
OG0003338	XP_006390928.1	CARHR063160
OG0003340	XP_024011028.1	CARHR173910
OG0003341	XP_006398084.1	CARHR178310, CARHR178300
OG0003342	XP_006405930.1	CARHR215890
OG0003343	XP_006412837.1	CARHR237300
OG0003344	XP_006404721.1	CARHR113770, CARHR113800, CARHR113790, CARHR113780
OG0003345	XP_006405358.1	CARHR183180
OG0003346	XP_024006068.1	CARHR282350
OG0003347	XP_006412084.1	CARHR243940
OG0003348	XP_024005601.1	CARHR243920, CARHR193120
OG0003349	XP_006412261.1	CARHR242630
OG0003350	XP_006412488.1	CARHR240230
OG0003351	XP_024012361.1, XP_006390702.2	CARHR064940
OG0003352	XP_006396275.1	CARHR000800, CARHR248970
OG0003356	XP_006415721.1	CARHR152810
OG0003361	XP_006401803.2, XP_006401801.1, XP_006401800.1	CARHR265600, CARHR265610
OG0003364	XP_006395490.1	CARHR148240
OG0003364	XP_006405408.1	CARHR213400
OG0003366	XP_024015418.1	CARHR089420
OG0003369	XP_024009552.1, XP_024010062.1, XP_024009497.1	CARHR101350
OG0003372	XP_006404310.2	CARHR156710
OG0003373	XP_006415715.1	CARHR027370
OG0003373	XP_006415706.1	CARHR027460
OG0003374	XP_024008802.1	CARHR032160
OG0003375	XP_006406449.1	CARHR257230, CARHR257250
OG0003376	XP_006396131.1	CARHR103470
OG0003377	XP_024011575.1	CARHR196900, CARHR196920, CARHR062790, CARHR196930, CARHR196950, CARHR289010
OG0003378	XP_006400156.1	CARHR197080
OG0003379	XP_006405369.1, XP_024014753.1	CARHR213040
OG0003381	XP_006399737.1	CARHR200910
OG0003384	XP_006411868.2	CARHR245990
OG0003385	XP_006390485.1	CARHR067100
OG0003385	XP_006399304.1	CARHR205000
OG0003386	XP_024012093.1	CARHR205410
OG0003387	XP_006413368.1	CARHR232340
OG0003388	XP_006413374.1	CARHR232290
OG0003389	XP_006417291.1	CARHR126420
OG0003390	XP_006410143.1	CARHR123520
OG0003392	XP_006403138.1	CARHR179150
OG0003393	XP_006415442.1	CARHR030100
OG0003394	XP_006415441.1, XP_006410637.1	CARHR030110
OG0003395	XP_006393978.2	CARHR279860
OG0003395	XP_006404104.2	CARHR158850
OG0003396	XP_006394129.1, XP_006399460.1	CARHR278620
OG0003397	XP_006412340.2, XP_024007034.1	CARHR241680
OG0003398	XP_006394305.1	CARHR277020
OG0003399	XP_024014285.1, XP_006394332.1	CARHR276760
OG0003400	XP_006394342.1	CARHR276670
OG0003401	XP_024007537.1	CARHR189580
OG0003402	XP_006400657.1	CARHR191930
OG0003404	XP_006401058.1	CARHR272500
OG0003405	XP_006401297.1	CARHR270370, CARHR000660
OG0003406	XP_006393089.2	CARHR037090
OG0003408	XP_006398950.1, XP_006398951.1	CARHR208320
OG0003409	XP_006398808.2	CARHR209780
OG0003410	XP_006398678.1	CARHR211240
OG0003411	XP_024015410.1	CARHR083200
OG0003412	XP_006407739.1	CARHR083160
OG0003412	XP_006398582.1	CARHR212130
OG0003414	XP_006389940.1	CARHR072520, CARHR017240
OG0003415	XP_024005819.1	CARHR112440, CARHR106820, CARHR247590, CARHR106830
OG0003416	XP_006390184.1	CARHR070070, CARHR070080
OG0003417	XP_006392613.1	CARHR087970
OG0003418	XP_006407080.1	CARHR089370
OG0003418	XP_024006286.1	CARHR043950
OG0003419	XP_006392789.1	CARHR043660
OG0003421	XP_006418852.1	CARHR099650
OG0003422	XP_006404810.1	CARHR292870
OG0003422	XP_006411908.1	CARHR245650
OG0003424	XP_006395360.1	CARHR292470
OG0003425	XP_006415952.1	CARHR025220
OG0003426	XP_024010946.1, XP_024005492.1	CARHR225160
OG0003427	XP_006392998.1	CARHR041920
OG0003429	XP_006392852.1	CARHR043130
OG0003429	XP_006409014.1	CARHR111440
OG0003430	XP_006405603.1	CARHR262560
OG0003431	XP_006414070.1, XP_006414069.1	CARHR225550, CARHR225540
OG0003432	XP_006403783.1	CARHR162450
OG0003433	XP_006404007.1, XP_006404008.1	CARHR160250
OG0003434	XP_006401985.1	CARHR264100
OG0003435	XP_006402000.1	CARHR256790
OG0003438	XP_006413865.1	CARHR227270
OG0003440	XP_006413719.1	CARHR228660
OG0003441	XP_024008231.1	CARHR033890
OG0003442	XP_006397633.1	CARHR139740
OG0003443	XP_006402762.1	CARHR169060
OG0003445	XP_006402922.1, XP_024013000.1	CARHR167160, CARHR163700
OG0003446	XP_006411280.2	CARHR135290
OG0003447	XP_006396166.1	CARHR103030
OG0003448	XP_006418755.1	CARHR100450
OG0003449	XP_006409139.1, XP_006411972.1	CARHR245030
OG0003452	XP_006415036.1	CARHR033540
OG0003453	XP_024010862.1, XP_024004903.1	CARHR142820
OG0003454	XP_006397930.1	CARHR142750
OG0003455	XP_006397758.1	CARHR141040
OG0003456	XP_006397659.1	CARHR140000
OG0003457	XP_006397568.1	CARHR139120
OG0003458	XP_006397564.1, XP_024008776.1	CARHR139100
OG0003459	XP_006400453.1	CARHR194010
OG0003459	XP_006407972.1	CARHR080720
OG0003461	XP_006407920.1	CARHR213130, CARHR176030, CARHR176040, CARHR213100, CARHR213110, CARHR213090, CARHR213140, CARHR081210
OG0003462	XP_006407707.2	CARHR083390, CARHR083530
OG0003463	XP_024011007.1	CARHR145210, CARHR086010
OG0003464	XP_006407394.1, XP_024015563.1	CARHR086460, CARHR086470
OG0003465	XP_006407193.1	CARHR088310
OG0003466	XP_006407177.1	CARHR105710, CARHR088450
OG0003467	XP_024015506.1	CARHR090980
OG0003468	XP_006413442.1	CARHR231770
OG0003469	XP_006412649.1, XP_024005560.1	CARHR238770
OG0003470	XP_024008595.1	CARHR008840
OG0003471	XP_024008896.1	CARHR007850, CARHR007840
OG0003472	XP_006417566.1	CARHR009490
OG0003473	XP_006417512.1	CARHR010070
OG0003474	XP_006392276.1	CARHR283810
OG0003475	XP_006391803.1	CARHR048710
OG0003477	XP_006416992.1	CARHR015140
OG0003478	XP_006392182.1	CARHR292010, CARHR223680
OG0003479	XP_024014754.1	CARHR262030
OG0003480	XP_006395370.1	CARHR264880
OG0003481	XP_006414262.1	CARHR223760
OG0003482	XP_006406774.2, XP_006414374.1	CARHR092300
OG0003483	XP_006395439.1	CARHR141560
OG0003484	XP_006411628.1	CARHR294150
OG0003485	XP_006411875.1	CARHR245950
OG0003485	XP_006411874.1	CARHR245960
OG0003486	XP_006412060.1, XP_024004395.1, XP_006409259.1	CARHR244150
OG0003487	XP_006412206.1	CARHR242800
OG0003488	XP_006404929.1	CARHR117900
OG0003489	XP_006416120.1	CARHR023550, CARHR023570, CARHR023560, CARHR023580, CARHR024050, CARHR024040
OG0003491	XP_006390989.1	CARHR025070, CARHR062580
OG0003494	XP_006392618.1	CARHR045300
OG0003497	XP_006391509.1	CARHR220460, CARHR056340, CARHR059750
OG0003501	XP_006394676.1	CARHR189320
OG0003502	XP_024011234.1	CARHR265660
OG0003505	XP_024007987.1	CARHR223000
OG0003513	XP_024013374.1	CARHR254120, CARHR252640, CARHR122340
OG0003514	XP_006400232.1	CARHR196270
OG0003515	XP_006400113.1	CARHR197440
OG0003515	XP_024006891.1	CARHR018880
OG0003516	XP_024011169.1	CARHR201750
OG0003517	XP_024012207.1	CARHR204070
OG0003517	XP_024015528.1	CARHR095280
OG0003518	XP_006408891.2	CARHR204450
OG0003519	XP_006394511.1	CARHR275170
OG0003521	XP_006408694.1	CARHR119810
OG0003522	XP_006409749.1	CARHR120330
OG0003522	XP_024003637.1	CARHR120370, CARHR120340
OG0003523	XP_006409859.1	CARHR121270
OG0003525	XP_006410098.2	CARHR123850
OG0003526	XP_024003918.1	CARHR124920, CARHR068770
OG0003527	XP_024016819.1	CARHR125030
OG0003528	XP_024004216.1	CARHR125230, CARHR008820
OG0003529	XP_006410359.1	CARHR126050
OG0003530	XP_006403204.1	CARHR179900, CARHR003560
OG0003531	XP_024008636.1	CARHR029110
OG0003532	XP_006415422.1	CARHR030270
OG0003533	XP_006393908.1	CARHR066690, CARHR280550
OG0003535	XP_024007425.1	CARHR279420
OG0003536	XP_006399200.2	CARHR205950
OG0003537	XP_024006837.1, XP_006394469.1	CARHR275580
OG0003538	XP_006394822.1, XP_006394821.1	CARHR289290
OG0003540	XP_006400807.1, XP_006400806.1, XP_006400808.1	CARHR190550
OG0003541	XP_006400842.1	CARHR274170
OG0003543	XP_024011894.1	CARHR285860
OG0003544	XP_006400967.1	CARHR285750
OG0003545	XP_024014644.1, XP_006401107.1	CARHR272100
OG0003546	XP_006401167.1	CARHR271540
OG0003547	XP_006401345.1	CARHR269770
OG0003547	XP_006417733.1	CARHR007870
OG0003548	XP_006401431.1	CARHR268940, CARHR268950
OG0003549	XP_024012265.1	CARHR205930
OG0003550	XP_006399059.1	CARHR207240
OG0003551	XP_006398979.1	CARHR208090
OG0003552	XP_024016158.1	CARHR109910
OG0003554	XP_024007079.1	CARHR148830
OG0003555	XP_006389934.1	CARHR072650
OG0003557	XP_006409330.1	CARHR293610
OG0003558	XP_006393216.2	CARHR039830, CARHR039820, CARHR039840
OG0003559	XP_006414714.1	CARHR220600
OG0003559	XP_006406057.1	CARHR099230
OG0003560	XP_006414693.2	CARHR220780
OG0003561	XP_006402004.1	CARHR256820, CARHR102080, CARHR256830
OG0003563	XP_006390572.1	CARHR066270, CARHR066280
OG0003564	XP_006416549.1	CARHR019580
OG0003565	XP_006395628.1	CARHR146670
OG0003566	XP_006391005.2	CARHR062460
OG0003567	XP_024010965.1	CARHR176340
OG0003568	XP_006403324.1	CARHR181160
OG0003569	XP_006416079.1	CARHR023920, CARHR023930
OG0003571	XP_006413847.1	CARHR227430, CARHR227410
OG0003572	XP_006413935.1	CARHR226580
OG0003573	XP_006414338.1	CARHR222920
OG0003575	XP_006402323.1	CARHR173240
OG0003577	XP_024010735.1	CARHR142420
OG0003577	XP_006402399.1	CARHR172560
OG0003578	XP_006402461.1	CARHR078640, CARHR004860
OG0003579	XP_006402550.1	CARHR186390, CARHR186410, CARHR171130
OG0003580	XP_006403017.1	CARHR166300
OG0003581	XP_024012854.1	CARHR168460
OG0003582	XP_024003910.1	CARHR137000
OG0003583	XP_006403490.1	CARHR165140, CARHR165150
OG0003584	XP_006403710.1, XP_024011049.1	CARHR163170
OG0003585	XP_006401680.1	CARHR266800
OG0003586	XP_024014803.1	CARHR214630
OG0003586	XP_006391425.1	CARHR058840
OG0003587	XP_006403033.2	CARHR166100
OG0003588	XP_024006396.1	CARHR158020
OG0003589	XP_006411063.1	CARHR133180
OG0003590	XP_006410968.1, XP_006410969.1	CARHR131760
OG0003592	XP_006408784.2, XP_024013448.1	CARHR115110
OG0003594	XP_006396918.1	CARHR255210
OG0003595	XP_006394891.1	CARHR186940
OG0003596	XP_024007573.1	CARHR185830, CARHR054200
OG0003597	XP_006408953.1	CARHR003460
OG0003597	XP_006418165.1	CARHR003470
OG0003598	XP_006404878.1, XP_006404876.1, XP_006404863.2, XP_006404886.2	CARHR112950, CARHR041480, CARHR040260
OG0003599	XP_024012306.1	CARHR194810
OG0003601	XP_006407313.1	CARHR087140
OG0003603	XP_024015139.1	CARHR091270
OG0003604	XP_006404933.1	CARHR117820
OG0003605	XP_006406366.1	CARHR096380
OG0003606	XP_006406362.1	CARHR096460
OG0003609	XP_024016052.1	CARHR144620
OG0003612	XP_024013452.1, XP_024013440.1	CARHR162200
OG0003613	XP_006418436.1	CARHR023400, CARHR000760
OG0003614	XP_006418286.1	CARHR002270
OG0003616	XP_024008258.1	CARHR005610
OG0003617	XP_006417937.1	CARHR005870
OG0003618	XP_006417707.1	CARHR008170, CARHR008190
OG0003619	XP_006398045.1	CARHR010210
OG0003620	XP_006417466.1	CARHR010570
OG0003620	XP_006392227.1	CARHR053270
OG0003621	XP_024009033.1	CARHR010750
OG0003622	XP_006417388.1	CARHR011320
OG0003624	XP_006416967.1	CARHR015350, CARHR015360
OG0003626	XP_024008059.1	CARHR115800, CARHR058770
OG0003627	XP_024008052.1	CARHR021190
OG0003627	XP_024007819.1	CARHR021170
OG0003628	XP_006398096.1, XP_006398101.1	CARHR178180
OG0003629	XP_006412263.1	CARHR242660, CARHR242670
OG0003630	XP_006408846.1	CARHR114810
OG0003631	XP_006419126.1, XP_006412311.1	CARHR241880
OG0003632	XP_006412506.1	CARHR059710, CARHR240100
OG0003633	XP_006416018.1	CARHR024560
OG0003634	XP_006396261.1	CARHR248770, CARHR248240
OG0003635	XP_006410232.1	CARHR124630
OG0003636	XP_006409958.1	CARHR122420
OG0003636	XP_006417798.1	CARHR007270
OG0003637	XP_006416070.2, XP_024010232.1	CARHR024020, CARHR024030
OG0003638	XP_006401809.1	CARHR181530, CARHR052320, CARHR098280
OG0003639	XP_006402087.1	CARHR257820
OG0003641	XP_024011104.1	CARHR177810, CARHR152180
OG0003642	XP_024013597.1	CARHR261700
OG0003645	XP_006413692.1	CARHR228920, CARHR228930
OG0003646	XP_006401870.1	CARHR264990
OG0003647	XP_006404491.1	CARHR282080
OG0003648	XP_024005880.1	CARHR241170
OG0003656	XP_006404261.1	CARHR157180
OG0003656	XP_006404260.1	CARHR157190
OG0003657	XP_006404332.1	CARHR156530
OG0003657	XP_006394376.1	CARHR276360
OG0003659	XP_006408449.1	CARHR076050
OG0003660	XP_006413664.1	CARHR229260
OG0003661	XP_024012332.1	CARHR216280
OG0003662	XP_006394834.1	CARHR187590
OG0003662	XP_006399671.2	CARHR201590
OG0003663	XP_006416865.1	CARHR038490
OG0003665	XP_006407505.1	CARHR085350
OG0003666	XP_006410137.1	CARHR123580
OG0003668	XP_006401843.1	CARHR265250
OG0003668	XP_006413294.1	CARHR232990
OG0003670	XP_006394622.1	CARHR189970
OG0003671	XP_006394721.1	CARHR188800
OG0003672	XP_006394826.1	CARHR187640
OG0003673	XP_006400672.1	CARHR191840
OG0003674	XP_006404481.1	CARHR152680
OG0003675	XP_006400852.1	CARHR274070
OG0003677	XP_006410564.2, XP_006410565.1	CARHR128330, CARHR128320
OG0003678	XP_006401343.1	CARHR269790, CARHR233940
OG0003679	XP_006401441.1	CARHR268870
OG0003680	XP_024013726.1	CARHR158590
OG0003680	XP_024013793.1	CARHR158580
OG0003681	XP_006404226.1	CARHR157450
OG0003683	XP_006404962.1	CARHR211640
OG0003684	XP_006395425.1	CARHR148890
OG0003686	XP_006405288.1	CARHR212570
OG0003687	XP_024010606.1	CARHR059850
OG0003688	XP_006389799.1	CARHR074110, CARHR073980
OG0003689	XP_024011009.1, XP_006398099.1	CARHR074020
OG0003690	XP_024006686.1	CARHR185820
OG0003692	XP_006392573.1	CARHR045790
OG0003693	XP_006392825.1	CARHR043350
OG0003694	XP_006402168.1	CARHR258420
OG0003695	XP_006414479.1	CARHR290030
OG0003696	XP_006412945.1	CARHR236290
OG0003696	XP_006408980.1, XP_024008620.1	CARHR111080
OG0003697	XP_006412901.1	CARHR236660
OG0003698	XP_006395377.1	CARHR149780
OG0003698	XP_006405538.1	CARHR261950
OG0003699	XP_006396295.1	CARHR249130
OG0003700	XP_006398308.1, XP_006414121.1	CARHR175580
OG0003701	XP_006406700.1	CARHR093050
OG0003702	XP_006397534.1	CARHR138770
OG0003703	XP_006398148.1	CARHR177710
OG0003704	XP_006393144.2	CARHR041020, CARHR040530
OG0003706	XP_006416964.1	CARHR227050
OG0003707	XP_024006177.1	CARHR041870
OG0003708	XP_024006124.1	CARHR042020
OG0003708	XP_006409027.1	CARHR284810
OG0003709	XP_006410510.1	CARHR127670, CARHR035200
OG0003710	XP_006410753.1	CARHR130090, CARHR130080
OG0003711	XP_006403517.1	CARHR164890
OG0003713	XP_024012965.1	CARHR172640
OG0003714	XP_006397194.1	CARHR141950
OG0003715	XP_006402488.1	CARHR171710
OG0003716	XP_006402514.1	CARHR171450
OG0003718	XP_006403417.2	CARHR165890
OG0003719	XP_006411211.1	CARHR134630
OG0003720	XP_006400265.1	CARHR195900
OG0003721	XP_006415811.1	CARHR026610
OG0003722	XP_006409142.1	CARHR109120
OG0003723	XP_006409117.1	CARHR146540
OG0003723	XP_006412245.1	CARHR242500
OG0003724	XP_006409089.1	CARHR109570
OG0003725	XP_006409084.2	CARHR109620
OG0003726	XP_006412802.1	CARHR237740
OG0003727	XP_024015879.1	CARHR215860
OG0003728	XP_006396172.1, XP_024014079.1, XP_024014078.1, XP_024014080.1	CARHR114320
OG0003729	XP_006394883.1	CARHR187010
OG0003730	XP_006394941.1	CARHR186270
OG0003731	XP_024010891.1	CARHR115520
OG0003732	XP_006403199.1	CARHR058290, CARHR058340
OG0003733	XP_024010685.1	CARHR114110
OG0003734	XP_024010894.1	CARHR139110
OG0003735	XP_024010786.1	CARHR138960
OG0003736	XP_006407957.1	CARHR080870
OG0003737	XP_006407824.1	CARHR082240, CARHR082220
OG0003738	XP_006407769.1	CARHR082780
OG0003739	XP_006407122.1	CARHR088990, CARHR089010
OG0003740	XP_024015372.1	CARHR089250
OG0003741	XP_024008487.1	CARHR015790
OG0003741	XP_006406888.2	CARHR091200
OG0003742	XP_006406648.1	CARHR093440, CARHR113170
OG0003743	XP_006406591.1	CARHR093950
OG0003744	XP_006406238.1	CARHR097690
OG0003745	XP_006403880.1	CARHR161430, CARHR159310
OG0003746	XP_006418262.1	CARHR002470, CARHR182160
OG0003747	XP_006417998.2	CARHR005200
OG0003748	XP_006417804.1	CARHR007180
OG0003749	XP_006416854.1	CARHR016510
OG0003750	XP_006398470.1	CARHR017440
OG0003751	XP_006416717.1, XP_024008255.1	CARHR017930
OG0003752	XP_006390789.1	CARHR064570, CARHR064550
OG0003753	XP_006390855.1	CARHR063920, CARHR063940
OG0003754	XP_024014072.1, XP_006403070.1	CARHR217350
OG0003756	XP_006403109.1	CARHR178810
OG0003757	XP_006393472.1	CARHR037790
OG0003758	XP_006390999.1	CARHR038270
OG0003759	XP_006393268.1	CARHR039310
OG0003760	XP_006411647.1	CARHR294270
OG0003761	XP_006405879.1	CARHR247100, CARHR215520
OG0003762	XP_006391122.1, XP_006411760.1	CARHR247060
OG0003763	XP_006411814.1	CARHR113670
OG0003765	XP_006413255.2, XP_006413254.1	CARHR233370
OG0003768	XP_006412980.1	CARHR235950
OG0003769	XP_006415456.1	CARHR029960
OG0003770	XP_006401542.1	CARHR268020, CARHR268030, CARHR268010
OG0003772	XP_006391353.1	CARHR292270
OG0003772	XP_006405864.1	CARHR215360
OG0003773	XP_024004151.1, XP_024004161.1, XP_024004158.1	CARHR112990
OG0003774	XP_006416022.1, XP_024008704.1, XP_006395777.1, XP_024009332.1	CARHR124280
OG0003776	XP_006414340.1	CARHR222900
OG0003778	XP_006410234.1	CARHR124660, CARHR124670
OG0003780	XP_024004518.1	CARHR072250
OG0003790	XP_006400266.1, XP_006400267.1	CARHR195890
OG0003791	XP_006400259.1	CARHR195930, CARHR154520, CARHR154530
OG0003792	XP_006400142.1	CARHR197200
OG0003793	XP_006399856.1	CARHR184010, CARHR199820
OG0003794	XP_006399705.1	CARHR201280
OG0003795	XP_006399569.1	CARHR202600
OG0003796	XP_006399459.1	CARHR203640
OG0003797	XP_006399327.1	CARHR204710
OG0003798	XP_006413379.1	CARHR232220
OG0003799	XP_006409842.1	CARHR121100
OG0003800	XP_006410190.2	CARHR124910, CARHR124390
OG0003801	XP_006410300.2	CARHR125350
OG0003802	XP_006410333.1	CARHR125730
OG0003803	XP_006410489.1	CARHR127460
OG0003804	XP_006401977.2, XP_024005170.1	CARHR232640
OG0003805	XP_006397221.1, XP_006405594.1	CARHR262430
OG0003806	XP_024009205.1	CARHR286960
OG0003807	XP_024008151.1, XP_006415268.1	CARHR032990
OG0003808	XP_006393914.1	CARHR280480, CARHR280490, CARHR280470
OG0003809	XP_006394246.2	CARHR277610
OG0003810	XP_006394309.2	CARHR276990
OG0003811	XP_006394370.1	CARHR276400
OG0003812	XP_024006984.1	CARHR060900, CARHR236070
OG0003813	XP_006394053.1	CARHR248040
OG0003814	XP_006394608.1	CARHR190090
OG0003815	XP_024012391.1, XP_006394829.1	CARHR201690
OG0003816	XP_006400714.1	CARHR191440
OG0003817	XP_006400821.1	CARHR274370
OG0003818	XP_006401141.1	CARHR271800
OG0003819	XP_024005124.1	CARHR234100
OG0003820	XP_006401451.1	CARHR268800
OG0003821	XP_006401497.1	CARHR268420
OG0003822	XP_024011846.1	CARHR267590, CARHR267600
OG0003824	XP_006399084.1	CARHR206870
OG0003825	XP_006391093.2, XP_024009465.1, XP_024015098.1, XP_024016538.1	CARHR287360, CARHR267130
OG0003826	XP_006395084.1	CARHR182460, CARHR150300
OG0003827	XP_006398892.1	CARHR208940
OG0003829	XP_006417356.1, XP_006405384.1	CARHR213190
OG0003830	XP_006389944.1	CARHR072490
OG0003831	XP_006389995.2	CARHR071850
OG0003832	XP_006395652.1	CARHR146420
OG0003833	XP_024006072.1	CARHR045500
OG0003836	XP_006419017.1	CARHR149980
OG0003837	XP_006415003.1	CARHR085170, CARHR218080
OG0003838	XP_006414513.1	CARHR058610, CARHR058620, CARHR187980, CARHR222160
OG0003839	XP_006414465.1, XP_006414464.1	CARHR290170, CARHR290150, CARHR056520, CARHR260120
OG0003840	XP_006390474.2	CARHR067190
OG0003841	XP_006391039.1	CARHR062130
OG0003842	XP_024012155.1	CARHR062820
OG0003843	XP_006393140.1	CARHR040560
OG0003845	XP_006405049.1, XP_006403321.1	CARHR116820
OG0003846	XP_006405602.2, XP_006395314.1	CARHR152110
OG0003848	XP_006404013.1, XP_006393869.1	CARHR280960
OG0003849	XP_006413527.1	CARHR231090
OG0003850	XP_006413556.1	CARHR230760
OG0003851	XP_024015443.1	CARHR074890
OG0003852	XP_006404284.1	CARHR075310, CARHR017030
OG0003853	XP_006402450.1	CARHR172040
OG0003854	XP_024010800.1	CARHR140500
OG0003855	XP_006402703.1	CARHR169660
OG0003856	XP_006408676.1, XP_006408587.1	CARHR168490
OG0003857	XP_006402818.1	CARHR168310, CARHR137210
OG0003858	XP_006402819.1	CARHR168290
OG0003859	XP_006403624.2	CARHR163940
OG0003860	XP_006398538.2	CARHR143990, CARHR257330
OG0003861	XP_024009679.1	CARHR102120
OG0003862	XP_006418756.1	CARHR100440
OG0003863	XP_006391145.1	CARHR061120
OG0003865	XP_024003922.1	CARHR132290
OG0003866	XP_024011304.1	CARHR131380
OG0003866	XP_006410866.1	CARHR257860
OG0003867	XP_006404705.1	CARHR113680
OG0003868	XP_006393739.1	CARHR035840
OG0003869	XP_006415065.1	CARHR033130
OG0003870	XP_006415067.1	CARHR194380
OG0003871	XP_006397009.1	CARHR047990
OG0003872	XP_006396905.1	CARHR255150
OG0003873	XP_006408974.1	CARHR130310
OG0003874	XP_006397878.1	CARHR142220, CARHR034190
OG0003875	XP_006397539.1	CARHR138860
OG0003876	XP_006411509.2	CARHR137580
OG0003877	XP_006411462.2	CARHR137030
OG0003878	XP_006398360.1, XP_006411417.1	CARHR136620
OG0003879	XP_006408359.1	CARHR076980
OG0003880	XP_006395159.1, XP_024015613.1	CARHR081920
OG0003881	XP_006407795.1	CARHR082520
OG0003882	XP_006407449.1	CARHR085970
