Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_Rawat
OG0001160	XP_024015107.1	AL3G13850
OG0001161	XP_006417122.1, XP_006407128.1, XP_006408221.1	AL3G14020
OG0001162	XP_006417255.1	AL1G23520
OG0001162	XP_006391837.1	AL2G13190
OG0001163	XP_024008898.1	AL1G26120
OG0001163	XP_006417038.2	AL1G26130
OG0001164	XP_006390069.1	AL2G37860
OG0001164	XP_006416251.1	AL1G35240, AL1G35120
OG0001166	XP_006406624.2	AL3G31510
OG0001166	XP_006393362.1	AL1G55470
OG0001168	XP_006412201.1	AL7G16560
OG0001168	XP_006412200.2	AL7G16550
OG0001169	XP_006412360.1	AL7G18140
OG0001170	XP_006398756.1	AL6G12350
OG0001170	XP_006396957.2	AL6G45250
OG0001171	XP_024005817.1, XP_006405157.2	nbis-gene-2045
OG0001174	XP_006396831.2	AL6G46660
OG0001174	XP_006413602.1	AL7G30610
OG0001175	XP_006400104.1	AL6G26640
OG0001175	XP_006408426.1	AL3G11590
OG0001176	XP_006408431.1	AL3G11520
OG0001177	XP_024011474.1	AL6G22960
OG0001177	XP_006400491.1	AL6G30850
OG0001178	XP_006399480.1	AL6G20380
OG0001178	XP_024007611.1	AL8G42330
OG0001179	XP_006394138.1	AL8G41950
OG0001179	XP_006399454.1	nbis-gene-1500
OG0001181	XP_024013683.1	AL3G45730
OG0001181	XP_024013748.1	AL3G36160, AL7G52960, AL7G52940
OG0001182	XP_006390302.1	AL2G35400
OG0001183	XP_006410567.1	AL4G30200
OG0001183	XP_024008168.1	AL1G43160
OG0001184	XP_006410718.1	AL4G31630
OG0001184	XP_006415284.1	nbis-gene-190
OG0001185	XP_006393985.1	AL8G43520
OG0001185	XP_006404112.1	AL5G29650
OG0001186	XP_006404221.1	AL5G28220
OG0001188	XP_006405191.1	nbis-gene-990
OG0001189	XP_006400518.1	AL6G31090
OG0001189	XP_006391296.1	AL2G25810
OG0001190	XP_024005723.1	AL7G25170
OG0001190	XP_006401628.2	AL8G29230
OG0001191	XP_006413044.1	AL7G25000
OG0001191	XP_006401613.1	AL8G29310, AL8G29370
OG0001192	XP_006390229.1	AL2G36220
OG0001192	XP_006416260.1	AL1G35050
OG0001193	XP_006392564.1	AL1G64380
OG0001193	XP_006407288.1, XP_006395291.1	AL3G24530
OG0001194	XP_006390397.1	AL2G34600
OG0001194	XP_006416556.1	AL1G31440
OG0001196	XP_006395486.1	AL5G16210
OG0001196	XP_006405413.1	AL7G48640
OG0001197	XP_024015260.1, XP_024015530.1	AL3G24740
OG0001198	XP_006390701.1, XP_006390705.1	AL2G31730
OG0001199	XP_006414179.1	AL7G36660
OG0001199	XP_006398374.1	AL8G11550
OG0001200	XP_006414227.1, XP_006414226.1	AL7G37180
OG0001201	XP_006408452.2	AL3G11250
OG0001201	XP_024010191.1	AL6G47790
OG0001202	XP_024004379.1	nbis-gene-1836
OG0001203	XP_024013530.1	AL5G31590
OG0001203	XP_024007376.1	AL8G45240
OG0001204	XP_006402501.1	AL5G43530
OG0001204	XP_006397772.1	AL4G45030
OG0001205	XP_006397595.1	AL4G43040
OG0001205	XP_006402634.1	AL5G42150
OG0001206	XP_024012971.1	AL5G41060
OG0001207	XP_006402806.1	AL5G39810
OG0001207	XP_006411496.1	AL4G40800
OG0001208	XP_006411469.1	AL4G40340
OG0001208	XP_006402813.1	AL5G39710
OG0001209	XP_006402824.1	AL5G39580
OG0001209	XP_006411479.1	AL4G40550
OG0001210	XP_006410901.1	AL4G33580
OG0001210	XP_024013659.1	AL5G34370
OG0001211	XP_006412842.1	AL7G22990
OG0001211	XP_024016016.1	AL3G48510
OG0001212	XP_006411262.1	AL8G24310, AL7G49890
OG0001213	XP_024015295.1	AL3G16060
OG0001214	XP_006407906.1	AL3G17870
OG0001214	XP_006395076.1	AL8G22890
OG0001215	XP_024015086.1	AL3G20510
OG0001215	XP_006392930.1	AL5G10240
OG0001216	XP_024006306.1	AL1G56250
OG0001219	XP_006399385.1, XP_006399384.1	AL6G19480
OG0001221	XP_024010987.1, XP_006404527.1	AL8G10500, AL8G10540
OG0001222	XP_006409224.1	AL3G50920
OG0001222	XP_024004591.1	AL7G15010
OG0001223	XP_024009099.1	AL1G39030
OG0001224	XP_006392281.1, XP_006392286.1, XP_006392463.1	AL2G17730
OG0001225	XP_006413732.1, XP_006413655.1, XP_006413652.2	nbis-gene-1794, AL7G31100, AL7G31090
OG0001226	XP_024016388.1, XP_024016361.1	AL7G44270, AL5G17770
OG0001231	XP_006408341.1	AL3G12720
OG0001231	XP_006400241.1	AL6G28020
OG0001232	XP_006390276.1	AL2G35740
OG0001233	XP_006413113.1	AL7G25800
OG0001234	XP_006394756.1	AL6G36730
OG0001234	XP_006399581.1	AL6G21420
OG0001235	XP_006399365.1	AL6G19300
OG0001235	XP_006394248.1	AL8G40830
OG0001236	XP_006407819.2	AL3G18950
OG0001236	XP_006396509.1	AL6G50090
OG0001237	XP_006409970.1	AL84U10010
OG0001237	XP_006399065.1	AL6G16010
OG0001239	XP_024016669.1, XP_024016417.1	AL4G28100
OG0001240	XP_024008194.1	AL1G14520
OG0001240	XP_024003938.1	AL4G28130
OG0001241	XP_006418092.1	AL1G14530
OG0001241	XP_006410401.1	AL2G18490, AL4G28170
OG0001242	XP_006415620.1	AL1G42710
OG0001243	XP_006395002.2, XP_006395003.1	AL8G22540, AL6G40340
OG0001244	XP_006404094.1	AL5G29880
OG0001246	XP_006391280.1	AL2G26000
OG0001247	XP_006394473.1	AL8G38540
OG0001247	XP_006399219.1	AL6G17650
OG0001248	XP_006400711.1	AL6G33030
OG0001249	XP_006401088.1	AL8G34540
OG0001249	XP_006399186.1, XP_006399191.1, XP_006399185.1	AL6G17240
OG0001250	XP_024010405.1	AL1G66240
OG0001251	XP_024012430.1	AL8G29220
OG0001252	XP_006396457.1	AL6G50580
OG0001252	XP_006418291.1	AL1G12330
OG0001253	XP_006396496.1	nbis-gene-1660
OG0001254	XP_006407647.1	AL3G20930
OG0001254	XP_006398754.1	AL6G12330
OG0001255	XP_006398741.2	AL6G12110
OG0001255	XP_006407660.1	AL3G20820
OG0001256	XP_006389948.1	AL2G39290
OG0001256	XP_006416769.1	AL1G29030
OG0001257	XP_006390153.1	AL2G36950
OG0001257	XP_006416326.1	AL1G34220
OG0001258	XP_006390323.1	AL2G35220, AL2G35210
OG0001259	XP_024012053.1	AL2G35130
OG0001259	XP_006416503.1	AL1G32200
OG0001260	XP_024016425.1	AL3G50270
OG0001260	XP_006412102.1	AL7G15720
OG0001261	XP_006412062.1	AL7G15320
OG0001261	XP_006409260.2	AL3G50690
OG0001262	XP_006392621.1	AL1G63620
OG0001262	XP_006407228.1	AL3G25240
OG0001263	XP_006410805.1	AL4G32450
OG0001264	XP_006407833.1	AL3G18810
OG0001265	XP_006414639.1	AL7G41070
OG0001266	XP_006416562.1	AL1G31360
OG0001266	XP_006390403.1	AL2G34550
OG0001267	XP_006412817.1	AL7G22600, AL7G22610
OG0001267	XP_006412818.1	AL7G22620
OG0001268	XP_006397230.1, XP_024007645.1, XP_024009790.1, XP_024012496.1, XP_024006295.1, XP_024012041.1	AL2G27930
OG0001269	XP_024011112.1	AL8G13820
OG0001270	XP_024006176.1	AL3G33630
OG0001271	XP_006393156.1	AL1G24210, AL1G24300, AL1G58040
OG0001271	XP_006406429.1	AL3G33650
OG0001272	XP_006393155.1	AL1G58050
OG0001272	XP_006406428.2	AL3G33660
OG0001273	XP_006396933.1	AL6G45440
OG0001273	XP_006413535.1	AL7G29740
OG0001274	XP_006409099.1	AL2G16760, AL2G15630
OG0001274	XP_006418158.1, XP_006404607.1	AL1G13770
OG0001275	XP_024009955.1, XP_024014727.1	nbis-gene-1917
OG0001276	XP_006396672.1	AL6G48190, AL6G48220
OG0001277	XP_024009884.1	AL6G48400
OG0001277	XP_006413738.1	AL7G32180
OG0001278	XP_024010690.1	AL371U10010, AL4G45110
OG0001278	XP_006402487.1	AL1G53600, AL5G43660
OG0001279	XP_006402639.1	AL5G42080
OG0001279	XP_006397585.1	AL4G42980
OG0001280	XP_006411510.1	AL4G41060
OG0001280	XP_006402779.1	AL5G40280
OG0001281	XP_006393537.1, XP_006393541.2	AL3G42890
OG0001282	XP_006402830.1	AL5G39550
OG0001282	XP_006411483.1	AL4G40590
OG0001283	XP_006407765.1	AL3G19490
OG0001283	XP_006403400.2	AL5G37220
OG0001284	XP_006403442.1	AL5G36820
OG0001284	XP_006411212.1	AL4G37340
OG0001285	XP_006401746.1	AL8G27720
OG0001285	XP_006401745.1	AL8G27730
OG0001285	XP_006413030.1	AL7G24890
OG0001286	XP_006410883.1	AL4G33370
OG0001286	XP_006403711.1	AL5G34170
OG0001287	XP_006409200.1	AL3G51250
OG0001287	XP_006412019.1	AL7G14860
OG0001288	XP_006404986.1	AL4G15070
OG0001288	XP_006412590.1	AL7G20620
OG0001289	XP_006413937.2, XP_006397635.1	AL4G43580, AL4G43570
OG0001290	XP_006407835.1	AL3G18790
OG0001292	XP_006406816.1	AL3G29580
OG0001292	XP_006406765.2	AL3G29590
OG0001293	XP_006418211.1	AL1G13230, AL1G13220, AL1G13200
OG0001295	XP_024008305.1	AL1G29820
OG0001295	XP_024008795.1	AL2G32420
OG0001296	XP_006405797.2	nbis-gene-1960
OG0001297	XP_006395323.1, XP_006395321.1, XP_006395324.1	AL5G18730, AL5G18770
OG0001298	XP_024008942.1	AL1G40310
OG0001298	XP_006391204.1	AL2G26720
OG0001300	XP_024012534.1	AL3G20640, AL6G11750
OG0001300	XP_006407318.2	AL3G24240
OG0001301	XP_006398385.1, XP_006398386.1	AL8G11390
OG0001303	XP_006409716.2	AL5G24900
OG0001305	XP_006416959.2	AL1G26960
OG0001305	XP_006395874.1	AL5G10690
OG0001306	XP_006408454.1	AL3G11230
OG0001306	XP_006400067.1	AL6G26320
OG0001307	XP_006408483.1	AL3G10930
OG0001307	XP_024012291.1	AL6G25890
OG0001308	XP_006409182.1, XP_006399618.1	AL6G21800
OG0001309	XP_006399307.1	AL6G18610
OG0001309	XP_006394581.1	AL6G34320
OG0001310	XP_006417754.1	AL1G18180
OG0001310	XP_006409877.1	AL4G22880
OG0001311	XP_024008319.1	AL1G15810
OG0001311	XP_006410289.1	AL762U10020, AL4G26820
OG0001312	XP_006410558.1	AL4G30060
OG0001312	XP_006415602.1	AL1G42950
OG0001314	XP_024008579.1	AL1G26270
OG0001314	XP_024006797.1	AL5G12000, AL4G15150
OG0001315	XP_006417084.1	AL1G25650
OG0001315	XP_006395698.1	AL5G13270
OG0001316	XP_006394463.1	AL8G38610
OG0001316	XP_006415761.1	AL1G40860
OG0001317	XP_006394631.1	AL6G34950
OG0001317	XP_006404216.1	AL5G28310
OG0001318	XP_006400863.1	AL8G36890
OG0001318	XP_006400862.1	AL8G36920
OG0001319	XP_006400918.1	AL8G36320
OG0001319	XP_024009717.1	AL5G24870
OG0001320	XP_006401284.1, XP_024011173.1	AL8G32680
OG0001321	XP_024011439.1	AL8G31240
OG0001321	XP_006413159.1	AL7G26260
OG0001322	XP_006418460.1	AL1G10540
OG0001322	XP_006402505.1	AL4G14380
OG0001323	XP_006399121.1	AL6G16570
OG0001323	XP_006407411.1	AL3G23360
OG0001324	XP_024011509.1	AL6G16230
OG0001324	XP_006407433.2	AL3G23120
OG0001325	XP_024012106.1	AL6G16200
OG0001325	XP_006407435.1	AL3G23100
OG0001326	XP_006398940.1	AL6G14540
OG0001326	XP_006407522.1	AL3G22130
OG0001327	XP_006405320.1	AL7G47670
OG0001327	XP_006391654.1	AL2G10780
OG0001328	XP_024010827.1	AL2G39410
OG0001328	XP_006409184.1	AL2G25240
OG0001329	XP_006390090.1	AL2G37640
OG0001329	XP_006416271.1	AL1G34890
OG0001330	XP_006416291.1, XP_024008890.1	AL1G34690
OG0001330	XP_006390110.1	AL2G37420
OG0001331	XP_006392612.1	AL1G63750
OG0001331	XP_006407233.1	AL3G25170
OG0001332	XP_006392704.1	AL1G62910
OG0001332	XP_006407142.1	AL3G26180
OG0001333	XP_024006869.1, XP_024006871.1, XP_024006873.1, XP_024007444.1	AL6G42120
OG0001334	XP_006414761.1	AL7G42100
OG0001334	XP_006414763.1	AL7G42110
OG0001335	XP_006406114.1	AL3G37280
OG0001335	XP_006414669.1	AL7G41450
OG0001336	XP_024015072.1	AL3G37250
OG0001337	XP_024005914.1	AL7G41050
OG0001338	XP_006390589.1	AL2G32900
OG0001338	XP_024009142.1	AL1G30150
OG0001339	XP_006417140.1	AL1G24970
OG0001339	XP_006395630.1	AL5G14290
OG0001340	XP_006398268.2	AL8G12750
OG0001341	XP_006398222.1	AL8G13220
OG0001342	XP_006398206.1	AL8G13460
OG0001342	XP_024005917.1	AL7G34850
OG0001343	XP_006413953.1	AL7G34460
OG0001343	XP_006398172.1	AL8G14010
OG0001344	XP_006393055.1	AL1G59310
OG0001344	XP_024003863.1	AL4G31950
OG0001345	XP_006392903.1	AL1G60850
OG0001345	XP_006406923.1	AL3G28400
OG0001346	XP_006392856.2	AL1G61190
OG0001346	XP_006406961.1	AL3G28080
OG0001347	XP_006414042.1	AL7G35270
OG0001348	XP_006403983.1	AL5G31280
OG0001348	XP_006393837.1	AL8G45090
OG0001349	XP_006396951.1	AL6G45320
OG0001349	XP_006413521.1	AL7G29600
OG0001350	XP_006413622.1	AL7G30760
OG0001350	XP_006396798.1	AL6G46920
OG0001351	XP_006413851.1	AL7G33310
OG0001351	XP_006413852.1	AL7G33320
OG0001352	XP_024009691.1, XP_006418654.1	AL3G40860
OG0001352	XP_006409090.1	AL3G52890, AL3G52880
OG0001353	XP_006402360.1	AL5G45400
OG0001353	XP_006397943.1	AL4G47050
OG0001354	XP_006416037.1	AL2G23450, nbis-gene-581
OG0001355	XP_006407486.1	AL3G22490
OG0001356	XP_006402622.2	AL5G42340
OG0001356	XP_024010762.1	AL4G43450
OG0001357	XP_006411538.1	AL4G41230
OG0001357	XP_006402760.1	AL5G40440
OG0001358	XP_024012992.1	AL5G38390
OG0001358	XP_006411387.1	AL4G39180
OG0001360	XP_006405696.1	AL7G51610
OG0001362	XP_006395150.1	AL8G21690
OG0001362	XP_006407858.1	AL3G18470
OG0001364	XP_006397422.1	AL1G49780
OG0001365	XP_006415146.1	AL1G47120
OG0001365	XP_006397041.1	AL6G44620
OG0001366	XP_006408080.1	AL3G15980
OG0001366	XP_006394953.1	AL6G39400
OG0001367	XP_024009723.1	nbis-gene-1292
OG0001368	XP_006397871.1	AL4G46270
OG0001371	XP_006408225.1	AL3G13990
OG0001371	XP_006400376.1	AL6G29510
OG0001372	XP_006395017.1	AL6G40540
OG0001373	XP_006398960.2	AL6G38110
OG0001373	XP_006407511.1	AL3G22210
OG0001374	XP_006405671.1	AL7G51430
OG0001375	XP_024015689.1	AL3G27150
OG0001376	XP_006407000.1	AL3G27600
OG0001376	XP_006392820.1	AL1G61550
OG0001377	XP_006393407.1	AL1G55070
OG0001377	XP_006406692.1	AL3G30940
OG0001378	XP_006399783.1	AL6G23570
OG0001378	XP_006406348.1	AL3G34720
OG0001379	XP_006393061.1	nbis-gene-284
OG0001379	XP_006418845.1, XP_006395416.2	AL4G26910
OG0001380	XP_006400381.2	AL6G29570, AL6G29580, AL6G29550
OG0001381	XP_006392094.1	AL2G15550
OG0001381	XP_006417402.1	AL1G21920
OG0001383	XP_024008047.1	AL1G35310, AL1G35330, AL1G35320
OG0001383	XP_006416246.2, XP_006416247.2	AL1G35300
OG0001384	XP_024012663.1	AL2G29990
OG0001384	XP_006416100.1	AL1G37100
OG0001385	XP_006411942.1	AL7G13920
OG0001386	XP_006415105.1	AL1G47760, AL8G14930
OG0001387	XP_006412301.1	AL7G17530
OG0001387	XP_006409625.1, XP_006409624.1	AL3G46640
OG0001389	XP_006406838.1	AL3G29210, AL3G29170, AL3G29180, AL4G28620, AL348U10010
OG0001390	XP_006406083.1	AL3G37570, AL57U10020, AL3G37440, AL3G37560, AL3G37430
OG0001391	XP_006393025.1	AL4G27540, AL4G28060, nbis-gene-1067
OG0001392	XP_006400466.1	AL6G30520
OG0001392	XP_006400468.1	AL6G30510
OG0001396	XP_006413096.2	AL7G25550
OG0001396	XP_006401566.1	AL8G29860
OG0001397	XP_006413090.1	AL7G25490
OG0001397	XP_006401570.1	AL8G29800
OG0001398	XP_006396395.1	AL6G51320
OG0001398	XP_006405499.1	AL7G49480
OG0001399	XP_024015641.1	AL3G13610
OG0001399	XP_006400336.1	AL6G29020
OG0001400	XP_006405589.1	AL7G50390
OG0001400	XP_006400037.1	AL6G26050
OG0001401	XP_006399751.1	AL6G23150
OG0001401	XP_006400502.1	AL6G30910
OG0001402	XP_006399606.1	AL6G21680
OG0001402	XP_006394770.1	AL6G36870
OG0001403	XP_006399471.1	AL6G20280
OG0001403	XP_006394118.2	AL8G42200
OG0001404	XP_006399319.1	AL6G18700
OG0001404	XP_024006868.1	AL6G34470
OG0001405	XP_006409901.1	AL4G23220
OG0001405	XP_006417776.1	AL1G18030
OG0001407	XP_024003929.1	AL4G24820
OG0001407	XP_006408491.1	AL3G10870
OG0001409	XP_006410196.1	AL4G25980
OG0001409	XP_024008264.1	AL1G16440
OG0001410	XP_006418051.1	AL1G14980
OG0001410	XP_006410370.1	AL4G27750, AL4G27760
OG0001411	XP_006393620.1	AL1G53290
OG0001411	XP_006403303.1	AL8G17690
OG0001412	XP_006410574.1	AL4G30240
OG0001412	XP_006415565.1	AL1G43370
OG0001413	XP_006415253.1, XP_006415251.1	AL1G46170
OG0001413	XP_024005694.1	AL7G42870
OG0001414	XP_024013637.1	AL5G29860
OG0001414	XP_006393965.1	AL8G43720
OG0001415	XP_006393983.1	AL8G43530
OG0001415	XP_006404109.1	AL5G29670
OG0001416	XP_006394269.1	AL8G40570
OG0001416	XP_006404227.1	AL5G28110
OG0001417	XP_006401010.1, XP_006401007.1	AL2G25850
OG0001419	XP_006401393.1	AL8G31570
OG0001422	XP_006398601.1	AL6G10440
OG0001422	XP_006407736.1	AL3G19880
OG0001423	XP_024014571.1	AL7G49220
OG0001425	XP_024004417.1	AL7G15840
OG0001425	XP_024016164.1	AL3G50160
OG0001426	XP_006407236.1	AL3G25140
OG0001426	XP_024006221.1	AL1G63780
OG0001427	XP_006392622.1	AL1G63610
OG0001427	XP_006407227.1	AL3G25250
OG0001428	XP_006403736.1	AL5G33850
OG0001429	XP_006413023.1	AL7G24810
OG0001429	XP_006401758.1	AL8G27530, AL4G21080, AL8G27590
OG0001430	XP_024005275.1	AL7G29010
OG0001430	XP_006402246.1	AL8G23650
OG0001431	XP_006405210.1	AL4G16800
OG0001432	XP_006415979.1	AL1G38630
OG0001432	XP_006390975.1	AL2G28940
OG0001433	XP_006414055.1	AL7G35450
OG0001433	XP_006398258.1	AL8G12860
OG0001434	XP_006413950.1	AL7G34420
OG0001434	XP_006398162.1	AL8G14070
OG0001435	XP_006406423.1	AL3G33740
OG0001436	XP_006392910.1	AL1G60790
OG0001436	XP_006406905.1	AL3G28540
OG0001437	XP_006398394.1	AL8G11280
OG0001437	XP_006414199.1	AL7G36900
OG0001438	XP_024004766.1	AL7G37160
OG0001438	XP_006398424.1	AL8G10740
OG0001439	XP_006396936.1, XP_006396935.1	AL6G45380, AL6G45390
OG0001440	XP_006412126.1	AL7G15900
OG0001440	XP_006409346.1	AL3G50000
OG0001441	XP_006413678.1	AL7G31390
OG0001442	XP_006396681.1	AL6G48070
OG0001442	XP_006413699.1	AL7G31710
OG0001444	XP_006413525.1	AL7G29650
OG0001444	XP_006408498.2	AL3G10810
OG0001445	XP_006405152.1, XP_006405149.1	AL1G65520, AL1G65510, AL5G45430
OG0001446	XP_024016594.1	AL457U10020, AL4G31340
OG0001446	XP_024016605.1	AL1G16870
OG0001447	XP_006402676.1	AL5G41510
OG0001447	XP_006397520.1	AL4G42260
OG0001448	XP_006404724.2	AL4G12160
OG0001448	XP_006411832.1	AL7G12690
OG0001449	XP_006395103.1	AL34U10020, AL8G22260, AL8G22280, AL34U10030, AL8G21850
OG0001450	XP_006411456.1	AL4G40190
OG0001450	XP_006402868.1	AL5G39110
OG0001451	XP_006411415.1	AL4G39580
OG0001451	XP_006396061.1, XP_006402897.1	AL5G38710
OG0001452	XP_006403432.1	AL5G36870
OG0001452	XP_006411225.2	AL4G37420
OG0001453	XP_006404670.1, XP_006404666.1, XP_006404669.1, XP_006404667.1, XP_006404672.1	AL4G11640
OG0001453	XP_024005879.1	AL7G11930
OG0001454	XP_006410993.1	AL4G34890
OG0001454	XP_006403627.1	AL5G35020
OG0001455	XP_006410942.1	AL4G34040
OG0001456	XP_006406796.1	AL3G29840
OG0001456	XP_006414388.1	AL7G39020
OG0001458	XP_006409079.1	AL3G52730
OG0001459	XP_006409063.1	AL3G48970
OG0001459	XP_006412800.1	AL7G22400
OG0001460	XP_006412815.1	AL7G22580
OG0001461	XP_006411159.1	AL4G36670, AL5G25980, nbis-gene-1119, AL5G26060
OG0001462	XP_024004162.1	AL4G35700
OG0001463	XP_006407382.2, XP_024009272.1	AL3G23610
OG0001464	XP_006396780.1, XP_006396779.1, XP_006396778.1	AL6G47160
OG0001464	XP_006396781.1	AL6G47150
OG0001465	XP_006404572.1	AL4G10470
OG0001466	XP_006404690.1	AL4G11820
OG0001466	XP_006411796.1	AL7G12200
OG0001467	XP_006404849.2	AL4G13570, AL4G13580
OG0001468	XP_006411958.2	AL7G14170
OG0001469	XP_006404955.1	AL4G14670
OG0001469	XP_006412638.1	AL7G21040
OG0001470	XP_006396080.1	AL1G48690
OG0001470	XP_006415017.1	AL1G48680
OG0001472	XP_006408050.1	AL3G16240
OG0001472	XP_006394934.1	AL6G39060
OG0001473	XP_006394936.1	AL6G39100
OG0001473	XP_006408054.1	AL3G16210
OG0001474	XP_006404072.2, XP_006408952.1	AL3G53290
OG0001475	XP_006402641.1	AL5G42060
OG0001475	XP_006397584.1	AL4G42960
OG0001477	XP_024007346.1	AL8G23450
OG0001477	XP_006407939.1	AL3G17520
OG0001478	XP_006406278.1	AL3G35420
OG0001479	XP_006417482.1	AL1G21020
OG0001479	XP_006392273.1	AL2G17450
OG0001480	XP_006391810.1	AL2G12850
OG0001480	XP_006417240.2	AL1G23720
OG0001482	XP_006402205.1	AL3G33580, AL8G23900
OG0001482	XP_024004391.1	AL7G28890
OG0001483	XP_006416378.1	AL1G33590
OG0001483	XP_006412154.1	AL7G16130
OG0001484	XP_006416134.1	AL1G36550
OG0001484	XP_006390800.1	AL2G30710
OG0001485	XP_006398053.1	AL8G15470
OG0001486	XP_006412620.2	AL7G20900
OG0001486	XP_024009758.1, XP_006404963.1	AL4G14750
OG0001488	XP_006398665.1	AL6G35100, AL6G35080
OG0001489	XP_006392158.2	AL2G41010
OG0001490	XP_006403382.2, XP_006408986.2, XP_006408030.2	AL3G16510, AL2G25290, AL6G46290, AL6G46420
OG0001492	XP_006406358.1, XP_024015001.1	AL3G34600, AL3G34610, AL3G34630, AL3G34620
OG0001494	XP_024010287.1, XP_024004827.1, XP_024004746.1, XP_024009335.1, XP_024007308.1, XP_024011291.1, XP_024007935.1, XP_024013372.1, XP_024016565.1, XP_024004847.1, XP_024013359.1, XP_024007940.1, XP_024014826.1, XP_024007925.1, XP_024013126.1, XP_024009291.1, XP_024010300.1, XP_024010248.1, XP_024011181.1, XP_024004837.1, XP_024004805.1, XP_024011878.1, XP_024014003.1, XP_024015970.1, XP_024011176.1, XP_024014478.1, XP_024009491.1, XP_024013232.1, XP_024013557.1, XP_024014227.1, XP_024013582.1, XP_024004044.1, XP_024004390.1, XP_024016655.1, XP_024005367.1, XP_024014242.1, XP_024010216.1, XP_024009920.1, XP_024014002.1, XP_024015279.1, XP_024010543.1, XP_024004510.1, XP_024007946.1, XP_024016492.1, XP_024009302.1, XP_024011247.1	AL9U11350
OG0001499	XP_006391434.1	AL2G24950, AL247U10010
OG0001499	XP_006391431.2	AL2G19200
OG0001500	XP_006415539.1	AL1G43730
OG0001501	XP_006408285.1	AL3G13400
OG0001501	XP_006400312.1	AL6G28790
OG0001502	XP_006408292.1	AL3G13310
OG0001502	XP_024011427.1	AL6G28690
OG0001503	XP_006400026.1	AL6G25900
OG0001503	XP_024015666.1	AL3G10940
OG0001504	XP_006393194.1	AL1G57560
OG0001505	XP_006408529.1	AL3G10530
OG0001505	XP_006399960.1	AL6G25210
OG0001506	XP_006399887.1	AL6G24490
OG0001506	XP_006407336.1	AL3G24050
OG0001507	XP_006399646.1	AL6G22080
OG0001507	XP_006394799.1	AL6G37250
OG0001508	XP_006394538.1	AL8G37780
OG0001509	XP_024012461.1, XP_006399268.1	AL6G18200
OG0001509	XP_006399267.2	AL6G18190
OG0001510	XP_024008745.1	AL1G40090
OG0001510	XP_006391177.2	AL2G26990
OG0001511	XP_006409801.1	AL4G22370, AL152U10010
OG0001511	XP_006417716.1	AL1G18610
OG0001512	XP_006417758.1	AL1G18150
OG0001512	XP_006409888.1	AL4G23080
OG0001513	XP_006409900.1	AL4G23200
OG0001513	XP_006417771.1	AL1G17950
OG0001514	XP_024004229.1	AL4G24830
OG0001515	XP_006417894.1	AL1G16690
OG0001515	XP_006410179.1	AL4G25720
OG0001516	XP_006417949.1	AL1G16140
OG0001516	XP_006410249.1	AL4G26380
OG0001517	XP_006418055.1	AL1G14940
OG0001517	XP_006410373.2	AL4G27800
OG0001518	XP_006418125.1	AL1G14120
OG0001518	XP_006410484.2	AL4G29090
OG0001519	XP_006403261.1, XP_006403260.1	AL8G17050
OG0001520	XP_006418136.1	AL1G13970
OG0001520	XP_006403243.1	AL8G16930
OG0001521	XP_006389861.1	AL2G40350
OG0001521	XP_024007868.1	AL1G28300
OG0001522	XP_006415583.2	AL1G43150, AL4G30190
OG0001523	XP_006410572.1	AL4G30230
OG0001523	XP_006415572.1	AL1G43300
OG0001524	XP_006415396.1	AL1G45180
OG0001526	XP_024013654.1	AL5G29920
OG0001526	XP_006411865.1	AL8G43790
OG0001527	XP_006393990.1	AL8G43470
OG0001527	XP_024013413.1	AL5G36560
OG0001528	XP_006395293.1	AL8G40580
OG0001528	XP_024005797.1	nbis-gene-1714
OG0001529	XP_024016575.1, XP_024006179.1	AL6G36010
OG0001529	XP_006404152.1	AL5G29130
OG0001530	XP_024012474.1	nbis-gene-2158, AL8G32760
OG0001531	XP_006408695.1, XP_006408697.2	AL6G33970
OG0001532	XP_006400944.1, XP_006417027.2	AL8G36080, AL8G36070
OG0001533	XP_006400950.1, XP_024011556.1, XP_024011555.1	AL8G36030
OG0001534	XP_024011124.1, XP_024011126.1	AL8G12260
OG0001534	XP_006414180.1	AL7G36670
OG0001535	XP_006413209.1	AL7G26680
OG0001535	XP_006401301.1	AL8G32450
OG0001536	XP_006405380.1, XP_006391740.2	AL2G11750, AL2G11740
