Orthogroup	Eutrema_salsugineum	Euclidium_syriacum
OG0001929	XP_024008362.1	ESY5_g4956_DN3_SP0_c0.t1
OG0001929	XP_006410451.1	ESY20_g12787_DN3_SP8_c6.t1
OG0001930	XP_006418196.1	ESY5_g5148_DN3_SP7_c0.t1
OG0001931	XP_024011464.1	ESY6_g46677_DN3_SP8_c0.t1
OG0001932	XP_006397839.1	ESY12_g51683_DN2_SP0_c0.t1
OG0001933	XP_006415702.1, XP_006410494.1	ESY1_g10712_DN3_SP4_c0.t1
OG0001934	XP_006415376.1, XP_006410658.1	ESY16_g62011_DN3_SP8_c0.t1
OG0001935	XP_006410695.1, XP_006415191.1	ESY16_g61674_DN3_SP8_c0.t1
OG0001936	XP_006403595.1, XP_006410691.1	ESY9_g43883_DN3_SP0_c0.t1
OG0001936	XP_006415179.1	ESY16_g61668_DN3_SP0_c0.t1
OG0001937	XP_006404064.1, XP_006394452.1	ESY6_g50384_DN3_SP0_c0.t1
OG0001938	XP_024015143.1	ESY3_g30520_DN3_SP8_c0.t1
OG0001938	XP_024007423.1	ESY6_g49592_DN3_SP5_c0.t1
OG0001939	XP_024006748.1	ESY6_g50143_DN3_SP0_c0.t1
OG0001939	XP_006404211.1	ESY1_g9311_DN3_SP7_c0.t1
OG0001940	XP_006412471.1, XP_006392333.1, XP_006394798.1	ESY4_g25221_DN3_SP6_c0.t1
OG0001941	XP_006409551.1, XP_006400597.1	ESY6_g49223_DN3_SP5_c0.t1
OG0001942	XP_006419090.1	ESY1_g7387_DN3_SP0_c0.t1
OG0001942	XP_006400799.2	ESY6_g48976_DN3_SP0_c0.t1
OG0001943	XP_006400837.1, XP_006419056.1	ESY6_g48937_DN3_SP5_c0.t1, ESY2_g33932_DN3_SP0_c0.t1
OG0001944	XP_006418898.1, XP_024012083.1	ESY1_g8081_DN3_SP7_c0.t1
OG0001945	XP_024004459.1	ESY2_g33964_DN3_SP0_c0.t1
OG0001945	XP_006392109.1	ESY2_g33937_DN3_SP0_c0.t1
OG0001946	XP_006401079.1	ESY6_g48588_DN3_SP6_c0.t1
OG0001946	XP_024005717.1	ESY7_g18494_DN3_SP2_c0.t1
OG0001947	XP_006401194.1, XP_024005051.1	ESY6_g48456_DN3_SP8_c0.t1
OG0001948	XP_006401201.1, XP_006413265.1	ESY6_g48439_DN3_SP0_c0.t1
OG0001949	XP_024016606.1	ESY11_g53942_DN3_SP0_c0.t1
OG0001949	XP_024016576.1	ESY11_g53944_DN3_SP5_c0.t1
OG0001950	XP_006405673.1	ESY8_g60932_DN3_SP8_c0.t1
OG0001950	XP_006395260.1	ESY2_g35146_DN3_SP8_c0.t1
OG0001951	XP_006413178.1	ESY16_g62531_DN3_SP8_c0.t1
OG0001951	XP_006401374.1	ESY6_g48164_DN3_SP7_c0.t1
OG0001952	XP_006401514.1	ESY6_g47961_DN3_SP0_c0.t1
OG0001952	XP_006413118.1	ESY16_g62345_DN3_SP7_c0.t1
OG0001953	XP_006401547.1	ESY6_g47914_DN3_SP8_c0.t1
OG0001953	XP_006413102.1	ESY16_g62300_DN3_SP8_c0.t1
OG0001955	XP_024012039.1	ESY7_g18739_DN3_SP0_c0.t1
OG0001955	XP_006407403.1	ESY3_g31306_DN3_SP0_c0.t1
OG0001956	XP_006407525.1	ESY3_g31136_DN3_SP8_c0.t1
OG0001956	XP_006398937.1	ESY7_g19017_DN3_SP8_c0.t1
OG0001957	XP_024015502.1	ESY3_g31024_DN3_SP8_c0.t1
OG0001957	XP_006398802.1	ESY7_g19293_DN3_SP6_c0.t1
OG0001958	XP_006398774.1	ESY7_g19353_DN3_SP0_c0.t1
OG0001958	XP_006407634.1	ESY3_g30994_DN3_SP8_c0.t1
OG0001959	XP_006398630.1	ESY4_g25988_DN3_SP8_c0.t1
OG0001960	XP_006395448.1	ESY10_g13679_DN3_SP8_c0.t1
OG0001960	XP_006405448.1	ESY8_g60245_DN3_SP7_c0.t1
OG0001961	XP_006416882.1	ESY5_g2961_DN3_SP0_c0.t1
OG0001961	XP_006389806.1	ESY2_g36589_DN3_SP0_c0.t1, ESY2_g36591_DN3_SP0_c0.t1, ESY18_g63340_DN2_SP0_c0.t1
OG0001962	XP_006389836.1	ESY2_g36634_DN3_SP8_c0.t1
OG0001962	XP_006416859.1	ESY5_g2995_DN3_SP8_c0.t1
OG0001963	XP_006416855.1	ESY5_g3002_DN3_SP6_c0.t1
OG0001963	XP_006389845.1	ESY2_g36648_DN3_SP7_c0.t1
OG0001964	XP_024008148.1	ESY5_g3036_DN3_SP6_c0.t1
OG0001964	XP_006389879.1	ESY2_g36685_DN3_SP7_c13.t1
OG0001965	XP_006416345.1	ESY5_g3888_DN3_SP8_c4.t1
OG0001965	XP_006390180.1, XP_024008594.1	ESY2_g34722_DN3_SP8_c0.t1
OG0001966	XP_006412083.1	ESY4_g25342_DN2_SP0_c0.t1
OG0001966	XP_006409266.2, XP_024016557.1, XP_006412072.2	ESY2_g35578_DN3_SP0_c0.t1
OG0001967	XP_006416382.1	ESY5_g3932_DN3_SP8_c0.t1
OG0001967	XP_006390213.1	ESY2_g34761_DN3_SP5_c0.t1
OG0001968	XP_006390257.1	ESY2_g34818_DN2_SP0_c0.t1
OG0001969	XP_024016597.1	ESY11_g53994_DN3_SP0_c0.t1
OG0001969	XP_006412122.1	ESY4_g25406_DN3_SP0_c0.t1
OG0001970	XP_006409290.1	ESY11_g54059_DN3_SP6_c0.t1
OG0001970	XP_006412096.1	ESY4_g25363_DN3_SP6_c0.t1
OG0001971	XP_006409254.1	ESY11_g54105_DN3_SP8_c0.t1
OG0001972	XP_006409246.2	ESY11_g54130_DN3_SP1_c0.t1
OG0001972	XP_006412042.1	ESY4_g26113_DN3_SP8_c0.t1
OG0001973	XP_006407141.1	ESY3_g30311_DN3_SP6_c0.t1
OG0001974	XP_006407028.1	ESY3_g30509_DN3_SP8_c0.t1
OG0001974	XP_006392804.1	ESY2_g36912_DN3_SP8_c0.t1
OG0001975	XP_006403741.2, XP_006410831.1	ESY1_g11186_DN3_SP8_c0.t1
OG0001977	XP_006414878.1	ESY15_g65763_DN2_SP7_c0.t1
OG0001977	XP_024009742.1	ESY9_g45245_DN3_SP1_c0.t1, ESY10_g14988_DN2_SP3_c0.t1
OG0001978	XP_024015377.1	ESY2_g33580_DN1_SP0_c0.t1
OG0001979	XP_006414694.1, XP_006406101.1	ESY3_g28659_DN3_SP3_c0.t1
OG0001980	XP_006414665.1	ESY22_g40745_DN3_SP8_c0.t1
OG0001980	XP_006406118.1	ESY3_g28742_DN3_SP8_c0.t1
OG0001981	XP_006414428.1, XP_024015241.1	ESY2_g38569_DN3_SP8_c0.t1
OG0001982	XP_006403023.1	ESY1_g10578_DN3_SP8_c0.t1
OG0001982	XP_006411286.1	ESY12_g50853_DN3_SP7_c0.t1
OG0001983	XP_024009508.1, XP_024009527.1	ESY2_g37243_DN3_SP0_c7.t1
OG0001984	XP_006395533.2	ESY10_g13840_DN3_SP3_c0.t1
OG0001984	XP_006417180.2	ESY5_g3875_DN3_SP3_c0.t1
OG0001985	XP_006398234.1	ESY7_g16808_DN3_SP8_c0.t1
OG0001985	XP_024005063.1	ESY9_g42860_DN3_SP8_c0.t1
OG0001986	XP_006393222.1	ESY2_g37620_DN3_SP5_c0.t1
OG0001987	XP_006393093.1	ESY2_g37397_DN3_SP0_c0.t1
OG0001987	XP_006406369.1	ESY3_g29208_DN3_SP7_c0.t1
OG0001988	XP_024006358.1	ESY2_g37246_DN3_SP6_c0.t1
OG0001988	XP_024015203.1	ESY3_g29115_DN3_SP1_c0.t1
OG0001989	XP_024006290.1	ESY2_g37101_DN3_SP8_c0.t1
OG0001992	XP_006414178.1	ESY9_g42511_DN3_SP0_c0.t1
OG0001992	XP_024010949.1	ESY10_g14977_DN3_SP0_c0.t1
OG0001993	XP_024010012.1, XP_006418367.1	ESY5_g5428_DN3_SP3_c0.t1
OG0001994	XP_006396832.1, XP_006413601.1	ESY26_g42346_DN3_SP7_c0.t1
OG0001995	XP_006413672.1	ESY9_g43752_DN3_SP2_c0.t1
OG0001996	XP_006413716.1, XP_006413715.1, XP_006413714.1	ESY12_g52052_DN3_SP0_c0.t1
OG0001997	XP_006396623.1	ESY7_g16473_DN3_SP8_c0.t1
OG0001997	XP_006413799.1	ESY9_g43461_DN3_SP0_c0.t1
OG0001998	XP_006402319.1	ESY1_g12532_DN3_SP0_c0.t1
OG0001998	XP_006397990.1	ESY12_g52309_DN2_SP0_c0.t1
OG0001999	XP_006397726.1	ESY12_g51888_DN3_SP6_c0.t1
OG0001999	XP_006402532.1	ESY1_g12188_DN3_SP8_c0.t1
OG0002000	XP_006397689.1	ESY12_g51970_DN3_SP8_c0.t1
OG0002000	XP_006402570.1	ESY1_g12115_DN1_SP8_c0.t1
OG0002001	XP_024012873.1	ESY1_g12113_DN3_SP0_c0.t1
OG0002002	XP_006402627.1	ESY1_g11971_DN3_SP8_c0.t1
OG0002002	XP_006397605.1	ESY12_g52099_DN3_SP0_c0.t1
OG0002003	XP_006417461.1	ESY5_g3489_DN3_SP6_c0.t1
OG0002003	XP_006402823.1	ESY1_g11550_DN3_SP6_c0.t1
OG0002005	XP_006413038.1	ESY16_g62099_DN3_SP6_c0.t1
OG0002005	XP_006401693.1	ESY6_g47449_DN3_SP8_c0.t1
OG0002007	XP_006411111.1, XP_024003973.1	ESY9_g45404_DN2_SP0_c0.t1
OG0002009	XP_006403874.1	ESY1_g10257_DN3_SP8_c0.t1
OG0002009	XP_006411021.1	ESY9_g45244_DN3_SP6_c0.t1
OG0002010	XP_006398456.2	ESY10_g14771_DN3_SP0_c0.t1
OG0002011	XP_006404561.1	ESY8_g59892_DN3_SP0_c0.t1
OG0002011	XP_006411676.1	ESY4_g26872_DN1_SP0_c0.t1
OG0002012	XP_006415051.1, XP_006397131.1	ESY14_g20155_DN3_SP8_c0.t1
OG0002013	XP_006408045.1	ESY3_g31668_DN3_SP0_c0.t1
OG0002013	XP_006394930.1	ESY10_g15421_DN3_SP4_c0.t1
OG0002014	XP_006402337.1	ESY1_g12511_DN3_SP8_c0.t1
OG0002014	XP_006397963.1	ESY12_g52260_DN3_SP8_c0.t1
OG0002015	XP_006397951.1	ESY12_g52240_DN3_SP0_c0.t1
OG0002015	XP_006402353.1	ESY1_g12493_DN2_SP0_c0.t1
OG0002016	XP_006406762.2	ESY6_g50634_DN2_SP0_c0.t1, ESY3_g29840_DN3_SP0_c0.t1
OG0002017	XP_006411474.1	ESY12_g51275_DN3_SP0_c0.t1
OG0002017	XP_006402815.1	ESY1_g11538_DN3_SP0_c0.t1
OG0002018	XP_006408096.1	ESY3_g31788_DN3_SP3_c0.t1
OG0002018	XP_006392477.1	ESY2_g34244_DN3_SP8_c0.t1
OG0002019	XP_006407961.2, XP_024011939.1	ESY3_g31549_DN2_SP0_c0.t1
OG0002020	XP_006406761.1	ESY3_g29834_DN3_SP0_c0.t1, ESY16_g61968_DN2_SP0_c0.t1
OG0002020	XP_006406759.1	ESY3_g29835_DN3_SP0_c0.t1
OG0002021	XP_006406748.1	ESY3_g29824_DN3_SP8_c0.t1
OG0002021	XP_006393492.1	ESY2_g38309_DN3_SP8_c0.t1
OG0002022	XP_006406731.1	ESY3_g29801_DN3_SP8_c0.t1
OG0002022	XP_006393465.1	ESY2_g38079_DN3_SP8_c0.t1
OG0002023	XP_006395281.1	ESY2_g34585_DN3_SP2_c0.t1
OG0002023	XP_006405640.1	ESY8_g60854_DN3_SP6_c0.t1
OG0002024	XP_024007628.1, XP_024014619.1	ESY2_g35275_DN3_SP4_c17.t1
OG0002025	XP_006406189.1, XP_006414611.1	ESY3_g28888_DN3_SP1_c0.t1
OG0002026	XP_006400415.1	ESY7_g18791_DN3_SP0_c0.t1
OG0002026	XP_024012313.1	ESY7_g17010_DN3_SP0_c0.t1
OG0002027	XP_024009988.1	ESY20_g13004_DN3_SP2_c0.t1
OG0002027	XP_006418432.1	ESY5_g5497_DN3_SP8_c0.t1
OG0002028	XP_006396310.1	ESY20_g13046_DN3_SP3_c0.t1
OG0002028	XP_006418416.1	ESY5_g5476_DN3_SP6_c0.t1
OG0002029	XP_024009907.1, XP_006418415.2	ESY20_g13047_DN3_SP0_c0.t1, ESY3_g31345_DN3_SP0_c0.t1
OG0002030	XP_006418317.1	ESY5_g5338_DN3_SP0_c0.t1
OG0002030	XP_006396423.1	ESY20_g13195_DN3_SP0_c0.t1
OG0002031	XP_006415092.1	ESY5_g3580_DN3_SP0_c0.t1, ESY8_g60394_DN2_SP0_c0.t1, ESY5_g4808_DN3_SP0_c0.t1
OG0002032	XP_006392406.1	ESY2_g34180_DN3_SP3_c0.t1, ESY2_g34181_DN3_SP4_c0.t1
OG0002032	XP_006417581.1	ESY3_g32467_DN3_SP1_c0.t1, ESY5_g3285_DN3_SP5_c0.t1
OG0002033	XP_024007869.1	ESY5_g3504_DN3_SP0_c0.t1
OG0002033	XP_024016296.1	ESY5_g3505_DN3_SP0_c67.t1
OG0002034	XP_006417375.1	ESY5_g3630_DN3_SP8_c0.t1
OG0002034	XP_006392020.1	ESY2_g33867_DN3_SP6_c0.t1
OG0002035	XP_006417328.1	ESY5_g3704_DN3_SP6_c0.t1
OG0002035	XP_006391952.1	ESY2_g33784_DN3_SP8_c0.t1
OG0002036	XP_006391786.1	ESY2_g33593_DN3_SP8_c0.t1
OG0002036	XP_006417213.1	ESY5_g3836_DN3_SP8_c0.t1
OG0002037	XP_006395566.1	ESY10_g13946_DN3_SP5_c0.t1
OG0002037	XP_006417162.1	ESY5_g2581_DN3_SP8_c0.t1, ESY10_g13949_DN2_SP0_c0.t1
OG0002038	XP_006416987.1	ESY5_g2834_DN3_SP0_c0.t1
OG0002038	XP_024007639.1	ESY10_g14516_DN3_SP0_c0.t1
OG0002039	XP_006416892.1	ESY1_g11171_DN3_SP0_c0.t1
OG0002040	XP_024008540.1	ESY7_g17950_DN2_SP0_c0.t1, ESY7_g17952_DN3_SP0_c0.t1
OG0002040	XP_006416320.2	ESY7_g17951_DN3_SP0_c0.t1, ESY7_g17954_DN3_SP0_c0.t1, ESY7_g17953_DN2_SP0_c0.t1
OG0002041	XP_006416111.1	ESY5_g2105_DN3_SP6_c0.t1
OG0002041	XP_006390849.1	ESY2_g35596_DN3_SP8_c0.t1
OG0002042	XP_006405314.1	ESY8_g60040_DN2_SP7_c0.t1
OG0002042	XP_024015262.1	ESY2_g33307_DN3_SP0_c0.t1
OG0002043	XP_006411626.1	ESY4_g26935_DN3_SP1_c0.t1
OG0002044	XP_006412164.1, XP_006409405.1	ESY4_g25503_DN3_SP8_c0.t1
OG0002045	XP_006412396.1	ESY4_g25994_DN3_SP8_c0.t1
OG0002045	XP_024016002.1	ESY8_g59246_DN3_SP4_c0.t1
OG0002047	XP_006404028.1	ESY1_g9939_DN3_SP0_c0.t1, ESY1_g9938_DN3_SP0_c0.t1
OG0002048	XP_006397128.1	ESY5_g3397_DN3_SP0_c0.t1
OG0002048	XP_024011256.1	ESY8_g58174_DN3_SP0_c0.t1, ESY8_g58206_DN3_SP0_c0.t1, ESY8_g58173_DN3_SP0_c0.t1
OG0002056	XP_006401041.1	ESY6_g48643_DN3_SP5_c0.t1
OG0002056	XP_006404409.1	ESY1_g8352_DN2_SP7_c0.t1
OG0002057	XP_024013714.1	ESY1_g8990_DN3_SP5_c0.t1
OG0002057	XP_006394338.1	ESY6_g49796_DN3_SP1_c0.t1
OG0002058	XP_006400364.1	ESY7_g17072_DN3_SP8_c0.t1
OG0002058	XP_024015519.1	ESY3_g32168_DN3_SP8_c0.t1
OG0002059	XP_006400360.1, XP_006399973.1	ESY7_g17074_DN2_SP0_c0.t1
OG0002060	XP_024011790.1	ESY7_g17080_DN3_SP0_c0.t1
OG0002060	XP_006400343.1	ESY7_g17096_DN3_SP0_c0.t1
OG0002061	XP_024015638.1	ESY3_g32301_DN3_SP0_c0.t1
OG0002061	XP_006400287.1	ESY7_g17160_DN3_SP0_c0.t1
OG0002062	XP_024011859.1	ESY7_g17249_DN3_SP6_c0.t1
OG0002063	XP_006408384.1	ESY3_g32444_DN3_SP1_c0.t1
OG0002063	XP_006400181.1	ESY7_g17302_DN3_SP8_c0.t1
OG0002064	XP_006400157.1	ESY7_g17331_DN3_SP6_c0.t1
OG0002064	XP_006408399.1	ESY3_g32466_DN3_SP8_c0.t1
OG0002065	XP_006408413.1	ESY3_g32478_DN3_SP8_c14.t1
OG0002065	XP_006400133.1	ESY7_g17369_DN3_SP8_c13.t1
OG0002066	XP_006408416.1	ESY3_g32488_DN3_SP7_c0.t1
OG0002066	XP_006400119.1	ESY7_g17383_DN3_SP7_c0.t1
OG0002067	XP_006399950.1	ESY7_g17620_DN3_SP8_c0.t1
OG0002067	XP_006408538.2	ESY3_g32652_DN3_SP7_c0.t1
OG0002068	XP_006399849.1	ESY7_g17733_DN3_SP8_c0.t1
OG0002068	XP_006407327.1	ESY3_g30078_DN3_SP5_c0.t1
OG0002069	XP_006399798.1, XP_006415787.1	ESY7_g18404_DN3_SP8_c0.t1
OG0002070	XP_006394837.1	ESY6_g49922_DN3_SP8_c0.t1
OG0002070	XP_006399678.1	ESY7_g18220_DN3_SP8_c0.t1
OG0002071	XP_006399537.1, XP_006399538.1	ESY7_g18030_DN3_SP0_c0.t1
OG0002072	XP_024012204.1, XP_006394115.1	ESY7_g17933_DN3_SP8_c0.t1
OG0002073	XP_006399432.1	ESY5_g2998_DN3_SP0_c0.t1
OG0002073	XP_024011944.1	ESY7_g17864_DN3_SP0_c0.t1
OG0002074	XP_024006999.1	ESY6_g49534_DN3_SP0_c0.t1
OG0002074	XP_006399265.1	ESY7_g18604_DN3_SP0_c9.t1
OG0002075	XP_006396527.1	ESY8_g58332_DN3_SP0_c0.t1
OG0002075	XP_006418240.1	ESY5_g5176_DN3_SP0_c0.t1
OG0002076	XP_006409812.1	ESY8_g58990_DN3_SP5_c0.t1
OG0002076	XP_006409813.2	ESY8_g58989_DN3_SP7_c0.t1
OG0002077	XP_006409854.1	ESY8_g58946_DN3_SP6_c0.t1
OG0002077	XP_006417735.1	ESY5_g4433_DN3_SP5_c0.t1
OG0002078	XP_006418019.1	ESY5_g4811_DN2_SP0_c0.t1
OG0002078	XP_006410335.1	ESY8_g58373_DN3_SP4_c0.t1
OG0002079	XP_006418042.1	ESY5_g4841_DN3_SP0_c0.t1
OG0002079	XP_006410360.1	ESY20_g13334_DN3_SP7_c0.t1
OG0002080	XP_006418194.1	ESY5_g5151_DN3_SP0_c0.t1
OG0002080	XP_006403136.1	ESY8_g58181_DN3_SP0_c0.t1
OG0002081	XP_006403347.1	ESY1_g6299_DN3_SP7_c0.t1
OG0002081	XP_006393606.1	ESY4_g22511_DN3_SP7_c0.t1
OG0002082	XP_006417022.1	ESY5_g2789_DN3_SP8_c0.t1
OG0002082	XP_006395756.1	ESY10_g14345_DN3_SP8_c0.t1
OG0002083	XP_006393871.1	ESY6_g50312_DN3_SP8_c0.t1
OG0002083	XP_024016490.1	ESY11_g54297_DN3_SP8_c0.t1
OG0002084	XP_006404086.1	ESY1_g9821_DN3_SP0_c0.t1
OG0002084	XP_006393943.1	ESY6_g50408_DN3_SP0_c0.t1
OG0002085	XP_006394100.2	ESY6_g50597_DN3_SP0_c0.t1, ESY6_g50595_DN2_SP0_c0.t1, ESY6_g50596_DN2_SP0_c0.t1
OG0002086	XP_006399217.1	ESY7_g18523_DN3_SP6_c0.t1
OG0002087	XP_006404129.1	ESY1_g9674_DN3_SP8_c0.t1
OG0002087	XP_006394720.1	ESY6_g50037_DN3_SP8_c0.t1
OG0002088	XP_024006822.1	ESY6_g50027_DN3_SP0_c0.t1
OG0002089	XP_006400613.1	ESY6_g49195_DN3_SP3_c0.t1
OG0002090	XP_006400802.1, XP_006419086.1	ESY6_g48973_DN3_SP1_c7.t1
OG0002091	XP_006418923.1, XP_006400927.1	ESY1_g8043_DN2_SP0_c29.t1
OG0002092	XP_006413246.1, XP_006401234.1	ESY13_g56248_DN3_SP8_c0.t1
OG0002093	XP_024004358.1	ESY13_g56106_DN3_SP0_c0.t1
OG0002093	XP_006401263.1	ESY6_g48357_DN3_SP8_c0.t1
OG0002094	XP_006413183.1	ESY16_g62562_DN3_SP4_c0.t1
OG0002094	XP_024011879.1	ESY6_g48183_DN3_SP7_c0.t1
OG0002095	XP_006413147.1, XP_006401471.1	ESY16_g62415_DN2_SP7_c0.t1
OG0002096	XP_006401517.1	ESY6_g47958_DN3_SP7_c0.t1
OG0002096	XP_006413116.1	ESY16_g62343_DN3_SP8_c0.t1
OG0002097	XP_006396483.1	ESY20_g13293_DN3_SP3_c0.t1
OG0002097	XP_006418268.1	ESY5_g5240_DN3_SP8_c0.t1
OG0002098	XP_006412226.2, XP_024005760.1, XP_006396490.1	ESY4_g25671_DN3_SP0_c0.t1, ESY4_g25636_DN3_SP0_c0.t1
OG0002099	XP_006407461.1	ESY3_g31229_DN3_SP5_c0.t1
OG0002099	XP_006399036.1	ESY7_g18859_DN3_SP8_c0.t1
OG0002100	XP_006398642.1	ESY7_g19577_DN2_SP0_c0.t1
OG0002100	XP_006407717.1	ESY3_g30836_DN3_SP0_c0.t1
OG0002101	XP_006408332.1	ESY3_g32357_DN3_SP8_c0.t1
OG0002101	XP_024012489.1, XP_006395895.2	ESY7_g19602_DN3_SP6_c0.t1
OG0002102	XP_006395474.1	ESY10_g13759_DN3_SP8_c0.t1
OG0002102	XP_006405419.1	ESY8_g60170_DN3_SP8_c0.t1
OG0002104	XP_006416884.1	ESY6_g48312_DN3_SP0_c0.t1, ESY5_g2958_DN3_SP8_c0.t1
OG0002104	XP_024009748.1	ESY2_g36586_DN3_SP8_c0.t1
OG0002105	XP_006416841.1	ESY5_g3026_DN3_SP6_c0.t1
OG0002105	XP_024008897.1	ESY2_g36664_DN3_SP6_c0.t1
OG0002106	XP_024008757.1	ESY5_g3052_DN3_SP2_c0.t1
OG0002106	XP_024012471.1	ESY2_g36756_DN3_SP5_c0.t1
OG0002108	XP_006389916.1	ESY2_g36773_DN3_SP1_c0.t1
OG0002108	XP_006416811.1	ESY5_g3058_DN3_SP0_c0.t1
OG0002109	XP_024008720.1, XP_024008919.1	ESY2_g35055_DN3_SP8_c0.t1
OG0002110	XP_006390131.1	ESY2_g34668_DN3_SP8_c1.t1
OG0002110	XP_006416304.1	ESY5_g2463_DN3_SP8_c0.t1
OG0002111	XP_006416334.1	ESY5_g2550_DN3_SP8_c0.t1
OG0002111	XP_006390165.1	ESY2_g34703_DN3_SP8_c0.t1
OG0002112	XP_006392617.1	ESY2_g36335_DN3_SP0_c10.t1
OG0002112	XP_006407229.1	ESY3_g30206_DN3_SP0_c9.t1
OG0002113	XP_006392628.1	ESY2_g36304_DN3_SP6_c0.t1
OG0002113	XP_024015692.1	ESY3_g30210_DN3_SP0_c0.t1
OG0002114	XP_006407196.1	ESY3_g30234_DN3_SP7_c0.t1
OG0002114	XP_006392653.1	ESY2_g36277_DN3_SP0_c0.t1
OG0002115	XP_006391242.2, XP_024008049.1, XP_006415799.1	ESY5_g783_DN3_SP6_c0.t1
OG0002116	XP_024005118.1	ESY27_g13543_DN3_SP0_c0.t1
OG0002116	XP_006418832.1	ESY3_g28200_DN3_SP4_c0.t1
OG0002117	XP_024005665.1	ESY22_g40464_DN3_SP0_c0.t1
OG0002117	XP_024014927.1	ESY3_g28509_DN3_SP8_c0.t1
OG0002118	XP_006414699.1	ESY22_g40695_DN3_SP8_c0.t1
OG0002118	XP_006406092.1	ESY3_g28636_DN2_SP4_c0.t1
OG0002119	XP_006414559.1	ESY22_g41118_DN3_SP0_c0.t1
OG0002119	XP_006406209.1	ESY3_g28937_DN3_SP0_c0.t1
OG0002120	XP_024008102.1	ESY5_g5131_DN3_SP0_c0.t1
OG0002120	XP_006413117.2	ESY5_g5130_DN3_SP0_c0.t1, ESY16_g62344_DN3_SP0_c0.t1, ESY5_g5129_DN3_SP0_c0.t1
OG0002122	XP_006414485.1	ESY2_g38753_DN3_SP8_c0.t1
OG0002122	XP_024015554.1	ESY3_g29043_DN3_SP0_c0.t1, ESY3_g29041_DN3_SP3_c0.t1
OG0002123	XP_006417953.1	ESY3_g31598_DN2_SP0_c0.t1, ESY4_g26771_DN3_SP2_c0.t1
OG0002124	XP_006416693.1	ESY5_g4314_DN3_SP0_c0.t1
OG0002124	XP_006390622.1	ESY2_g35851_DN3_SP0_c0.t1
OG0002125	XP_006408903.1	ESY11_g54706_DN3_SP6_c0.t1
OG0002126	XP_006395348.1, XP_024006709.1	ESY8_g60525_DN3_SP3_c0.t1
OG0002127	XP_006395467.1	ESY10_g13738_DN3_SP7_c0.t1
OG0002127	XP_006405423.1	ESY8_g60199_DN3_SP8_c0.t1
OG0002128	XP_006398242.1	ESY7_g16813_DN3_SP8_c0.t1
OG0002128	XP_006414023.1	ESY9_g42825_DN3_SP7_c0.t1
OG0002129	XP_006393048.1	ESY2_g37259_DN3_SP8_c8.t1
OG0002129	XP_006406322.1	ESY3_g29126_DN3_SP8_c0.t1
OG0002130	XP_006406932.1	ESY3_g30612_DN3_SP0_c0.t1
OG0002130	XP_006392894.1	ESY2_g37033_DN3_SP3_c0.t1
OG0002131	XP_024003728.1	ESY1_g5655_DN2_SP3_c0.t1
OG0002131	XP_006398346.2	ESY10_g15064_DN3_SP0_c0.t1
OG0002132	XP_006395289.1	ESY2_g36429_DN3_SP0_c0.t1, ESY2_g36428_DN3_SP0_c0.t1, ESY2_g36461_DN2_SP0_c0.t1, ESY2_g36460_DN3_SP0_c0.t1
OG0002133	XP_006413530.1	ESY52_g61418_DN3_SP0_c0.t1, ESY52_g61417_DN3_SP0_c0.t1, ESY23_g169_DN3_SP0_c0.t1, ESY23_g178_DN3_SP0_c0.t1
OG0002134	XP_006412228.1	ESY4_g25631_DN3_SP7_c0.t1
OG0002134	XP_006409530.1	ESY11_g53712_DN3_SP8_c0.t1
OG0002135	XP_006409418.1	ESY11_g53858_DN2_SP0_c0.t1
OG0002135	XP_024005120.1	ESY5_g5132_DN3_SP0_c0.t1, ESY4_g25543_DN3_SP0_c0.t1
OG0002136	XP_006413493.1, XP_006396985.1	ESY23_g308_DN3_SP8_c0.t1
OG0002137	XP_006413505.1	ESY23_g290_DN3_SP0_c0.t1
OG0002137	XP_006396971.1	ESY18_g63864_DN3_SP0_c0.t1
OG0002138	XP_006412470.1	ESY4_g25217_DN3_SP0_c0.t1
OG0002138	XP_006392335.1, XP_006392345.1	ESY8_g59307_DN3_SP2_c0.t1
OG0002139	XP_006405173.1, XP_006405171.1, XP_006405168.2, XP_006405179.2, XP_006405176.1, XP_006405175.2, XP_024014014.1, XP_006405166.1, XP_006405169.1, XP_006413629.1, XP_006413632.1, XP_006413633.2	ESY10_g15159_DN3_SP0_c0.t1
OG0002140	XP_006413919.1, XP_006414762.1	ESY9_g43212_DN3_SP4_c21.t1
OG0002141	XP_006398119.1, XP_006398117.1, XP_006398116.1, XP_006413917.1	ESY7_g16693_DN3_SP6_c0.t1
OG0002142	XP_006398080.1	ESY7_g16621_DN3_SP0_c0.t1
OG0002142	XP_006413875.1	ESY9_g43286_DN3_SP0_c0.t1
OG0002143	XP_006413825.1, XP_006396597.2	ESY7_g16523_DN3_SP5_c0.t1
OG0002144	XP_006397184.1	ESY19_g41488_DN3_SP8_c0.t1
OG0002144	XP_024010623.1	ESY14_g20839_DN3_SP8_c0.t1
OG0002145	XP_006402341.1	ESY1_g12506_DN3_SP8_c0.t1
OG0002145	XP_006397967.1	ESY12_g52263_DN3_SP5_c0.t1
OG0002146	XP_006397833.2	ESY12_g51702_DN3_SP1_c0.t1
OG0002146	XP_024013022.1	ESY1_g12346_DN3_SP1_c0.t1
