Orthogroup	Eutrema_salsugineum	Arabidopsis_arenosa
OG0003668	XP_006413294.1	jg9909
OG0003670	XP_006394622.1	jg6208
OG0003671	XP_006394721.1	jg6335, jg6333
OG0003672	XP_006394826.1	jg6456
OG0003673	XP_006400672.1	jg5967
OG0003674	XP_006404481.1	jg14134
OG0003675	XP_006400852.1	jg22982
OG0003676	XP_024011920.1	jg22942
OG0003677	XP_006410564.2, XP_006410565.1	jg18525, jg18523, jg18524
OG0003678	XP_006401343.1	jg9817
OG0003679	XP_006401441.1	jg22391
OG0003680	XP_024013726.1	jg14813
OG0003680	XP_024013793.1	jg14812
OG0003681	XP_006404226.1	jg14684
OG0003682	XP_006396447.1, XP_024012006.1	jg4717
OG0003683	XP_006404962.1	jg3898
OG0003684	XP_006395425.1	jg13508
OG0003686	XP_006405288.1	jg12847
OG0003687	XP_024010606.1	jg21555
OG0003688	XP_006389799.1	jg1919, jg21789
OG0003689	XP_024011009.1, XP_006398099.1	jg3717
OG0003690	XP_024006686.1	jg6696
OG0003692	XP_006392573.1	jg33796
OG0003693	XP_006392825.1	jg33516
OG0003693	XP_006406991.1	jg25555
OG0003694	XP_006402168.1	jg21674
OG0003695	XP_006414479.1	jg11140, jg11141
OG0003696	XP_006412945.1	jg9581
OG0003697	XP_006412901.1	jg9544
OG0003698	XP_006395377.1	jg13575
OG0003698	XP_006405538.1	jg12621
OG0003699	XP_006396295.1	jg8116
OG0003700	XP_006398308.1, XP_006414121.1	jg20449
OG0003701	XP_006406700.1	jg25879, jg25877
OG0003702	XP_006397534.1	jg19700
OG0003704	XP_006393144.2	jg33247, jg33186
OG0003707	XP_006406291.1	jg26315
OG0003707	XP_024006177.1	jg33330
OG0003708	XP_006409027.1	jg27518
OG0003709	XP_006410510.1	jg18465, jg32474
OG0003710	XP_006410753.1	jg18716, jg18715
OG0003711	XP_006403517.1	jg15427
OG0003712	XP_024006718.1	jg23730
OG0003713	XP_024012965.1	jg16300
OG0003714	XP_006397194.1	jg20068
OG0003715	XP_006402488.1	jg32488, jg16188
OG0003716	XP_006402514.1	jg16167
OG0003718	XP_006402880.1, XP_006402879.2, XP_006394010.2	jg20332, jg31018
OG0003718	XP_006403417.2	jg15534
OG0003719	XP_006411211.1	jg19199, jg15500
OG0003720	XP_006400265.1	jg5559, jg32141
OG0003721	XP_006415811.1	jg31225, jg31226
OG0003722	XP_024016602.1	jg27478
OG0003722	XP_006409142.1	jg28012
OG0003723	XP_006409117.1	jg28081, jg13217
OG0003724	XP_006409089.1	jg28089, jg28088
OG0003725	XP_006409084.2	jg28093
OG0003726	XP_006412802.1	jg9435
OG0003727	XP_024015879.1	jg12145
OG0003730	XP_006394941.1	jg6615
OG0003731	XP_024010891.1	jg3959, jg3957, jg15207
OG0003732	XP_006403199.1	jg19897
OG0003733	XP_024010685.1	jg19752
OG0003734	XP_024010894.1	jg19742
OG0003735	XP_024010786.1	jg19725
OG0003736	XP_006407957.1	jg24569
OG0003737	XP_006407824.1	jg24711
OG0003738	XP_006407769.1	jg24762
OG0003739	XP_006407122.1	jg25421, jg25422
OG0003740	XP_024015372.1	jg25464
OG0003742	XP_006406648.1	jg25933, jg16629
OG0003743	XP_006406591.1	jg25988
OG0003744	XP_006406238.1	jg26377
OG0003745	XP_006403880.1	jg15079
OG0003746	XP_006418262.1	jg28630, jg31697, jg31680
OG0003747	XP_006417998.2	jg28912, jg28913
OG0003748	XP_006417804.1	jg29097
OG0003749	XP_006416854.1	jg30091
OG0003750	XP_006398470.1, XP_024014168.1	jg30216
OG0003751	XP_006416717.1, XP_024008255.1	jg30258
OG0003752	XP_006390789.1	jg2749
OG0003753	XP_006390855.1	jg2681
OG0003754	XP_024014072.1, XP_006403070.1	jg11921
OG0003755	XP_006391610.1	jg378
OG0003756	XP_006403109.1	jg20751
OG0003757	XP_006393472.1	jg32892
OG0003758	XP_006390999.1	jg25934, jg13532
OG0003759	XP_006393268.1	jg33036, jg33031
OG0003761	XP_006405879.1	jg8460, jg8453, jg8446, jg8433
OG0003762	XP_006391122.1, XP_006411760.1	jg8463
OG0003763	XP_006411814.1	jg8517
OG0003765	XP_006413255.2, XP_006413254.1	jg9870
OG0003766	XP_006396369.1	jg2367, jg21441, jg21443, jg21442, jg7295
OG0003767	XP_006396224.1	jg8100, jg8162
OG0003768	XP_006412980.1	jg9612
OG0003769	XP_006415456.1	jg31612
OG0003770	XP_006401542.1	jg32077
OG0003772	XP_006391353.1	jg2058
OG0003772	XP_006405864.1	jg12205
OG0003773	XP_024004151.1, XP_024004161.1, XP_024004158.1	jg25526
OG0003774	XP_006416022.1, XP_024008704.1, XP_006395777.1, XP_024009332.1	jg11337
OG0003776	XP_006414340.1	jg10994
OG0003791	XP_006400259.1	jg5554, jg5555, jg7040
OG0003792	XP_006400142.1	jg5435
OG0003793	XP_006399856.1	jg5173
OG0003794	XP_006399705.1	jg25451, jg5026
OG0003795	XP_006399569.1	jg4901
OG0003796	XP_006399459.1	jg4790
OG0003797	XP_006399327.1	jg4684
OG0003797	XP_024006817.1	jg6186
OG0003798	XP_006413379.1	jg9989
OG0003800	XP_006410190.2	jg18141
OG0003801	XP_006410300.2	jg18232
OG0003802	XP_006410333.1	jg18265
OG0003803	XP_006410489.1	jg18443
OG0003804	XP_024005170.1	jg21814
OG0003805	XP_006397221.1	jg7217
OG0003805	XP_006405594.1	jg12555
OG0003806	XP_024016660.1	jg18690
OG0003806	XP_024009205.1	jg31788
OG0003807	XP_006415266.1, XP_006415267.1	jg32420
OG0003808	XP_006393914.1	jg23666, jg23665
OG0003809	XP_006394246.2	jg23347
OG0003810	XP_006404275.1	jg14647
OG0003810	XP_006394309.2	jg23286
OG0003811	XP_006394370.1	jg23214
OG0003812	XP_024006984.1	jg33427, jg2245
OG0003813	XP_006394053.1	jg8245, jg23539
OG0003814	XP_006394608.1	jg6192, jg5775
OG0003815	XP_024012391.1, XP_006394829.1	jg4985
OG0003816	XP_006400714.1	jg6011
OG0003817	XP_006400821.1	jg23009
OG0003819	XP_024005124.1	jg9800
OG0003821	XP_006401497.1	jg22331
OG0003822	XP_024011846.1	jg22223
OG0003823	XP_006399196.1	jg4543
OG0003824	XP_006399084.1	jg4378
OG0003825	XP_006391093.2, XP_024009465.1, XP_024015098.1, XP_024016538.1	jg14032, jg14023
OG0003826	XP_006395084.1	jg21541
OG0003827	XP_006398892.1	jg4185
OG0003830	XP_006389944.1	jg3574
OG0003832	XP_006395653.1	jg13206
OG0003833	XP_024006072.1	jg33757
OG0003835	XP_024009401.1	jg14351
OG0003836	XP_006419017.1	jg14339
OG0003837	XP_006415003.1	jg11675
OG0003838	XP_006414513.1	jg11174
OG0003839	XP_006414465.1, XP_006414464.1	jg11126
OG0003839	XP_006414466.1, XP_006414462.1	jg11127
OG0003840	XP_006390474.2	jg3054, jg3051
OG0003841	XP_006391039.1	jg2504
OG0003842	XP_024012155.1	jg31049, jg2567
OG0003843	XP_006393140.1	jg33189, jg33191
OG0003845	XP_006405049.1, XP_006403321.1	jg17021
OG0003846	XP_006395314.1	jg13706
OG0003848	XP_006404013.1	jg14936
OG0003849	XP_006413527.1	jg10125
OG0003850	XP_006413556.1	jg10160
OG0003852	XP_006404284.1	jg23934, jg30140
OG0003853	XP_006402450.1	jg16235
OG0003854	XP_024010800.1	jg32970, jg19923
OG0003855	XP_006402703.1	jg15971
OG0003856	XP_006408676.1, XP_006408587.1	jg15833
OG0003857	XP_006402818.1	jg15818
OG0003858	XP_006402819.1	jg15817
OG0003859	XP_006403624.2	jg15340
OG0003860	XP_006398538.2	jg21726, jg12935
OG0003861	XP_024009679.1	jg26940
OG0003862	XP_006418756.1	jg26742
OG0003865	XP_024003922.1	jg18879
OG0003866	XP_024011304.1	jg18831
OG0003867	XP_006404705.1	jg16675
OG0003868	XP_006393739.1	jg2288, jg32606
OG0003869	XP_006415065.1	jg32035
OG0003870	XP_006415067.1	jg32023
OG0003871	XP_006397009.1	jg539
OG0003872	XP_006396905.1	jg7509
OG0003873	XP_006408974.1	jg28270, jg18739
OG0003874	XP_006397878.1	jg20092
OG0003875	XP_024006529.1	jg13590
OG0003875	XP_006397539.1	jg19708
OG0003876	XP_006411509.2	jg19567
OG0003877	XP_006411462.2	jg19489
OG0003878	XP_006398360.1, XP_006411417.1	jg19436, jg27089
OG0003879	XP_006408359.1	jg24121
OG0003880	XP_006395159.1, XP_024015613.1	jg24680
OG0003881	XP_006407795.1	jg24738
OG0003882	XP_006407449.1	jg25093
OG0003883	XP_006409425.1, XP_006404927.1	jg27709, jg7825
OG0003884	XP_006406925.2	jg25617
OG0003885	XP_024008162.1	jg28527
OG0003886	XP_006401882.1	jg22534, jg21879
OG0003887	XP_006403816.1	jg15139
OG0003889	XP_024008772.1	jg28863
OG0003890	XP_024014685.1, XP_006419064.1	jg14281
OG0003892	XP_024008983.1	jg29263, jg29262
OG0003893	XP_024008711.1	jg29302
OG0003894	XP_006417563.1	jg29321, jg32982
OG0003895	XP_006417232.1, XP_006391804.1	jg29687
OG0003896	XP_006416623.1	jg30350
OG0003897	XP_006416574.1	jg30394
OG0003898	XP_006416546.1	jg30424, jg30423
OG0003899	XP_006416524.1	jg30452
OG0003900	XP_006392185.1, XP_024010057.1	jg8079
OG0003901	XP_024004564.1	jg660, jg652, jg656, jg662
OG0003902	XP_006392051.2	jg858
OG0003903	XP_024004322.1	jg1211
OG0003903	XP_006392346.1	jg1209
OG0003905	XP_024010990.1	jg20271
OG0003906	XP_006404537.1	jg16496, jg16499
OG0003907	XP_006404417.1	jg14505
OG0003908	XP_006411989.1	jg8682
OG0003909	XP_006412176.2	jg8866
OG0003910	XP_006412239.2	jg8923, jg8924
OG0003911	XP_006412629.1	jg9286
OG0003912	XP_006416110.1	jg30889
OG0003913	XP_006413017.1	jg9652
OG0003916	XP_024007992.1	jg31391
OG0003917	XP_006397197.1	jg7242
OG0003917	XP_006397443.1	jg32212
OG0003919	XP_024011096.1, XP_024013104.1	jg8333, jg6393, jg33168, jg16569, jg7949, jg25257, jg3831
OG0003919	XP_024013644.1	jg24453
OG0003920	XP_006404714.1	jg16679
OG0003921	XP_024011339.1	jg12894
OG0003922	XP_006395274.1	jg13808
OG0003923	XP_024013740.1	jg14521
OG0003925	XP_024007374.1	jg23023
OG0003927	XP_006400209.1	jg5500
OG0003928	XP_006392106.2	jg5630
OG0003929	XP_006397261.1	jg7170, jg7175, jg7173
OG0003930	XP_024011066.1	jg20649
OG0003941	XP_006402016.1, XP_006400039.1, XP_006398167.1	jg5348
OG0003943	XP_006399872.1	jg5184, jg5207
OG0003944	XP_006399780.1	jg5106
OG0003945	XP_006394852.1	jg6497
OG0003946	XP_006390983.1	jg2560, jg27086
OG0003948	XP_006399627.1	jg4954
OG0003949	XP_024007203.1	jg6653
OG0003951	XP_006394582.1	jg6159
OG0003952	XP_006399302.1	jg4663
OG0003953	XP_006394498.1	jg23097
OG0003954	XP_006413377.1	jg9987
OG0003955	XP_006413398.1	jg10007
OG0003956	XP_006409767.1	jg17667
OG0003957	XP_006409758.1	jg17674
OG0003958	XP_006410077.1	jg18046
OG0003959	XP_006410483.1	jg18440
OG0003960	XP_006418150.1	jg28742
OG0003961	XP_006413337.1	jg9956
OG0003962	XP_006415563.1	jg31485, jg31488, jg31493
OG0003964	XP_024003899.1	jg15487
OG0003965	XP_024010137.1	jg1448
OG0003966	XP_024006899.1	jg23569
OG0003967	XP_006394199.1	jg23403
OG0003968	XP_006394247.1	jg23346
OG0003970	XP_006394493.2	jg23102
OG0003971	XP_024014986.1	jg16861, jg1560
OG0003972	XP_024007200.1	jg23061, jg23063
OG0003974	XP_006394617.1	jg16943, jg6203
OG0003975	XP_006404208.1	jg14712
OG0003976	XP_006394820.2	jg6450, jg6451
OG0003977	XP_006394841.1	jg6486
OG0003978	XP_006417327.1	jg29608
OG0003979	XP_006400858.1	jg14300
OG0003980	XP_006400866.1	jg22969
OG0003981	XP_006401849.1, XP_006395539.1	jg13351, jg13355
OG0003982	XP_006401022.1	jg22819
OG0003983	XP_006401042.1	jg22794
OG0003984	XP_006401067.1	jg22768
OG0003985	XP_006401196.1	jg22653
OG0003986	XP_006401361.1	jg22473
OG0003987	XP_006404191.1, XP_006403310.1	jg7191, jg14727
OG0003988	XP_006401585.1	jg22226, jg22224
OG0003989	XP_006399179.2	jg4526, jg4527
OG0003990	XP_006401725.1	jg22047, jg22046
OG0003991	XP_024012522.1	jg2592, jg4281
OG0003992	XP_006398959.1	jg4252
OG0003994	XP_006398787.1	jg4076
OG0003995	XP_024011415.1	jg3966
OG0003996	XP_006398693.1	jg3964
OG0003997	XP_024012937.1, XP_006405394.1	jg12729
OG0003998	XP_006407577.1	jg24971
OG0004000	XP_006390198.1	jg3305
OG0004001	XP_006390208.1	jg3293
OG0004002	XP_024010935.1	jg3248
OG0004003	XP_006398056.1	jg20721
OG0004004	XP_006392570.1	jg33598
OG0004006	XP_006392596.1, XP_024006030.1	jg33764
OG0004007	XP_006392637.1	jg33702, jg33703, jg33701
OG0004009	XP_006393747.1	jg32601
OG0004010	XP_006392756.1, XP_006409718.1	jg33600
OG0004011	XP_006410813.1	jg18771
OG0004012	XP_006409077.1, XP_006401752.1	jg22028
OG0004013	XP_006414710.1	jg11329
OG0004014	XP_006414654.1	jg11287, jg11285
OG0004015	XP_006414455.2, XP_006414458.1	jg11124
OG0004020	XP_006395469.1	jg13449
OG0004021	XP_006413743.1	jg10388
OG0004022	XP_006398225.1	jg20535
OG0004023	XP_006406453.1	jg26129
OG0004024	XP_006406452.1	jg26130
OG0004025	XP_006410653.1	jg24034, jg10765, jg18614
OG0004026	XP_006410669.1	jg18628
OG0004027	XP_024010995.1	jg20426
OG0004028	XP_006416861.1	jg30085
OG0004029	XP_006413645.1	jg10275
OG0004030	XP_024006196.1	jg1912, jg32449, jg32458
OG0004031	XP_006396998.1	jg21616
OG0004032	XP_006413908.1	jg10563
OG0004033	XP_006398083.1, XP_006413885.1	jg10540
OG0004034	XP_006413750.1	jg10396
OG0004036	XP_024015326.1	jg25931
OG0004037	XP_006414349.1	jg11003
OG0004038	XP_006414315.1	jg12326, jg10952
OG0004039	XP_006408501.1	jg21502, jg23956
OG0004040	XP_006393850.1	jg23739, jg17130
OG0004041	XP_006402343.1	jg16343
OG0004044	XP_006402480.1	jg26976, jg16200
OG0004045	XP_024012908.1	jg11134, jg16193
OG0004046	XP_006402677.1	jg16003
OG0004047	XP_006402883.2	jg15750
OG0004048	XP_006398518.1	jg12921
OG0004049	XP_024012875.1	jg15677
OG0004050	XP_006402968.1	jg32133, jg32129
OG0004051	XP_024013406.1	jg15360
OG0004052	XP_006403672.1	jg15291
OG0004053	XP_024013666.1	jg15284
OG0004054	XP_006418693.1, XP_006418691.1	jg26820
OG0004055	XP_024006308.1	jg33750
OG0004056	XP_006390710.1	jg2834
OG0004057	XP_024015247.1	jg19432
OG0004058	XP_006411311.1	jg19311
OG0004060	XP_006404978.1	jg16928
OG0004061	XP_024005791.1	jg10019
OG0004063	XP_024008581.1	jg32068
OG0004064	XP_006397105.1	jg7344
OG0004065	XP_024009963.1	jg7454
OG0004066	XP_024011454.1	jg5792
OG0004069	XP_006397935.1	jg20152
OG0004070	XP_024010766.1	jg20052
OG0004071	XP_024016466.1, XP_006393120.1	jg27568, jg27569
OG0004072	XP_006397637.1	jg19814, jg19813
OG0004073	XP_006397536.1	jg19705
OG0004074	XP_006416746.1	jg30228
OG0004076	XP_006408343.1	jg24138
OG0004077	XP_006408305.1	jg24183
OG0004078	XP_006408237.1	jg5662, jg24258
OG0004080	XP_006408161.1	jg24357
OG0004081	XP_006408127.1	jg24388
OG0004082	XP_006408119.1	jg24395
OG0004083	XP_006408100.1	jg24421
OG0004084	XP_006408011.1	jg24518
OG0004085	XP_006407987.1	jg16606, jg24538
OG0004085	XP_006400478.2	jg5781
OG0004086	XP_006407851.1	jg24681
OG0004087	XP_024015725.1	jg25245
OG0004088	XP_024014851.1	jg25328
OG0004089	XP_006407111.1, XP_006407110.1, XP_006407109.1	jg25432
OG0004090	XP_006406988.1	jg12085, jg12054, jg25561
OG0004091	XP_006406890.1	jg25643
OG0004092	XP_006406763.1	jg25800
OG0004093	XP_006406668.1	jg25916
OG0004094	XP_006406464.1	jg26122
OG0004095	XP_006395104.1	jg21504, jg21535
OG0004096	XP_006395278.2	jg13788, jg13786
OG0004097	XP_006399451.1	jg29273
OG0004099	XP_006406034.1	jg26591
OG0004100	XP_006406122.1	jg26520
OG0004102	XP_006406260.1	jg26348
OG0004103	XP_006412778.1	jg9418, jg2498
OG0004104	XP_006395054.1	jg21592, jg21593, jg14640
OG0004105	XP_006395038.1	jg6871
OG0004106	XP_024009906.1	jg8218
OG0004107	XP_006418417.1	jg28490, jg33286
OG0004109	XP_006417935.2	jg28984
OG0004110	XP_006417763.1	jg29121, jg29138
OG0004111	XP_006417623.1	jg29258
OG0004113	XP_006417392.1	jg29517
OG0004114	XP_006391802.1	jg604
OG0004115	XP_006416975.1	jg29960
OG0004116	XP_006416660.1	jg30311
OG0004117	XP_006405722.1	jg30330
OG0004119	XP_006402243.2	jg21621, jg21620
OG0004120	XP_006390770.1	jg2777
OG0004122	XP_006391780.1	jg29728, jg576
OG0004123	XP_006398508.1	jg13516
OG0004124	XP_024015849.1	jg412
OG0004125	XP_006396599.2	jg7808, jg7816
OG0004127	XP_024013612.1	jg14139, jg14137
OG0004128	XP_006413774.1	jg10416
OG0004129	XP_024006184.1	jg32897
OG0004130	XP_006411882.1	jg8586
OG0004131	XP_006412015.1	jg8705
OG0004132	XP_006412048.1	jg8745
OG0004134	XP_006418831.1	jg26654
OG0004136	XP_024010061.1, XP_006411842.1	jg8182
OG0004138	XP_006416024.1	jg30989
OG0004141	XP_024004945.1, XP_006392505.1	jg1525, jg1529
OG0004143	XP_006418736.1, XP_006418734.1	jg26763, jg26766
OG0004144	XP_024009285.1	jg27146, jg27142, jg27151
OG0004146	XP_024013276.1, XP_024016667.1	jg17871
OG0004147	XP_006410342.1	jg18277
OG0004148	XP_006398517.1	jg12920
OG0004149	XP_006395392.1	jg13547, jg13600
OG0004152	XP_006397274.1	jg7121
OG0004153	XP_006413091.1	jg9723
OG0004154	XP_024012499.1	jg22939
OG0004155	XP_006394296.1	jg23295, jg23296
OG0004165	XP_006412699.1	jg16853, jg9361
OG0004166	XP_006412693.1	jg9357
OG0004167	XP_006412687.1	jg9351
OG0004168	XP_006394304.1	jg23290
OG0004169	XP_024011418.1	jg5568
OG0004170	XP_006400226.1	jg5514
OG0004171	XP_024012121.1	jg21373
OG0004174	XP_006400033.1	jg5341
OG0004175	XP_024011793.1	jg5336
OG0004176	XP_024012575.1	jg5322, jg5324
OG0004177	XP_006416072.1	jg30928
OG0004178	XP_006399908.1	jg5217
OG0004180	XP_006399607.1	jg4937
OG0004181	XP_024006937.1	jg13715
OG0004182	XP_024011900.1	jg4911
OG0004182	XP_006394750.1	jg6376
OG0004183	XP_006399412.1, XP_024009664.1, XP_006418591.2	jg1325, jg1328, jg4751
OG0004185	XP_024011640.1	jg4467, jg4482, jg4686
OG0004186	XP_024005064.1, XP_024004712.1	jg9986, jg723
OG0004187	XP_006397371.1	jg17473, jg17474
OG0004188	XP_006408588.1	jg17560
OG0004189	XP_024016037.1	jg17626
OG0004190	XP_006409759.1, XP_006409733.1	jg17661, jg20921
OG0004191	XP_006409872.2	jg17812
OG0004192	XP_006410120.1	jg18077
OG0004193	XP_006410100.1	jg18082
OG0004194	XP_006410153.1	jg18091
OG0004195	XP_006410255.1	jg18178
OG0004198	XP_024003657.1	jg18289, jg18291
OG0004199	XP_006393518.1	jg32828
OG0004200	XP_006397358.2	jg6961
OG0004201	XP_006393614.1	jg32743
OG0004202	XP_006415681.1	jg31346
OG0004203	XP_006415610.1	jg31426
OG0004204	XP_006415558.1	jg31498
OG0004205	XP_006410586.1	jg18543
OG0004206	XP_006415491.1	jg31571
OG0004207	XP_006415470.1	jg31600
OG0004208	XP_024008715.1	jg102, jg31616
OG0004209	XP_006415403.1	jg31656
OG0004210	XP_006415259.1	jg31838
OG0004211	XP_006395749.1	jg13096
OG0004212	XP_024006783.1	jg23688
OG0004213	XP_006415914.2	jg23691
OG0004214	XP_006393904.1	jg23677
OG0004215	XP_006393970.1	jg23616
OG0004218	XP_006394345.1	jg23239
OG0004220	XP_006394518.1, XP_024014896.1	jg28668, jg28403, jg23077
OG0004221	XP_006394556.1	jg23029
OG0004222	XP_024005549.1	jg10959
OG0004223	XP_006403245.1	jg20883
OG0004224	XP_006394662.1	jg6253
OG0004225	XP_006394743.1	jg6365
OG0004226	XP_006400541.1	jg5843
OG0004227	XP_006400636.1	jg5933
OG0004228	XP_024011534.1	jg6035
OG0004229	XP_006400984.1	jg22854
OG0004230	XP_006401015.1	jg22824
OG0004231	XP_006401184.1	jg22667
OG0004231	XP_024006890.1	jg13120
OG0004232	XP_006401287.2	jg22561
OG0004233	XP_024005724.1	jg10228
OG0004234	XP_024012101.1	jg22419
OG0004235	XP_006404119.2, XP_006391484.1	jg21513
OG0004236	XP_006401539.1	jg22301
OG0004237	XP_006396445.1	jg7980
OG0004238	XP_006396487.1	jg7849
OG0004239	XP_024012271.1	jg6594
OG0004240	XP_006407580.1	jg24968
OG0004241	XP_024010317.1, XP_006397136.2	jg4158
OG0004242	XP_006398747.1	jg4022
OG0004243	XP_024011976.1, XP_006405906.2	jg3852
OG0004244	XP_006405433.1	jg12693
OG0004245	XP_006405382.2	jg12748
OG0004245	XP_024014664.1	jg12749
OG0004246	XP_006389829.1	jg3688
OG0004248	XP_006389954.1	jg3563
OG0004249	XP_006390065.2	jg3440
OG0004250	XP_006407753.1	jg24780
OG0004251	XP_006392584.1	jg33774
OG0004252	XP_006415861.1	jg5834, jg2393, jg31181
OG0004253	XP_006392816.1, XP_006414715.2	jg33525
OG0004254	XP_006414912.1	jg11510
OG0004255	XP_006397643.1	jg19819
OG0004256	XP_006390611.1	jg2929
OG0004257	XP_006416031.1	jg21766
OG0004259	XP_006395363.1	jg13615
OG0004260	XP_006402057.1	jg21742
OG0004261	XP_006395406.1	jg13528, jg13529
OG0004262	XP_006395597.1	jg13288, jg13289
OG0004263	XP_006415972.1	jg31055
OG0004264	XP_006391018.1	jg2525
OG0004265	XP_006398313.1	jg20446
OG0004266	XP_006398283.1	jg20474
OG0004267	XP_006398219.1	jg20539
OG0004268	XP_024011111.1, XP_006398178.1	jg20582
OG0004269	XP_006398019.1	jg17376
OG0004271	XP_006393062.1	jg33278
OG0004272	XP_006392993.1	jg33344
OG0004273	XP_006392933.1	jg33415
OG0004274	XP_006414088.1	jg10735
OG0004275	XP_006414091.2	jg10739, jg10736
OG0004277	XP_024005431.1	jg10876
OG0004278	XP_006403953.1	jg14997, jg14996
OG0004279	XP_006413528.1	jg10126
OG0004280	XP_024005541.1	jg10157
OG0004281	XP_006401935.1	jg21830
OG0004283	XP_006410650.1	jg18611
OG0004285	XP_006413909.1	jg10565
OG0004286	XP_024004341.1	jg10486
OG0004287	XP_006413821.1, XP_024010066.1	jg10458
OG0004288	XP_006414291.1	jg10925
OG0004289	XP_006408542.1	jg23920
OG0004290	XP_006394856.1	jg6509
OG0004291	XP_006402318.2	jg16370
OG0004293	XP_006402517.1	jg16165
OG0004294	XP_006402674.1, XP_024010172.1	jg16008
OG0004295	XP_006402768.1	jg15887
OG0004296	XP_024012761.1	jg15843
OG0004297	XP_024012863.1	jg15838
OG0004298	XP_006402857.1	jg15785
OG0004299	XP_006402933.1	jg15162, jg15692
OG0004300	XP_006402969.1	jg15630
OG0004301	XP_024012938.1	jg15598
OG0004302	XP_006391488.2, XP_006403504.1	jg15439
OG0004303	XP_006401710.1	jg22061
OG0004304	XP_006418765.2	jg26735
OG0004305	XP_006409217.2	jg27931
OG0004306	XP_006409191.1	jg27963
OG0004307	XP_024016640.1	jg28021, jg28026
OG0004308	XP_006409050.1	jg28133
OG0004310	XP_006411385.1	jg19395
OG0004311	XP_006411356.1	jg19357, jg19362
OG0004312	XP_024003898.1	jg19340
OG0004313	XP_024003858.1	jg19251
OG0004314	XP_006411145.1	jg19134
OG0004315	XP_006411081.1	jg19050
OG0004316	XP_006410949.1	jg18917
OG0004317	XP_006396803.1	jg7605
OG0004318	XP_006404856.1	jg16833
OG0004319	XP_006415839.1	jg31196
OG0004320	XP_006418127.1	jg28763
OG0004321	XP_006418929.2	jg14410, jg14406
OG0004322	XP_006394892.1	jg6553
OG0004323	XP_024014317.1, XP_024007390.1	jg6613
OG0004325	XP_006394950.1	jg6637
OG0004326	XP_006397895.1	jg20112
OG0004327	XP_006397894.1	jg20110, jg20111
OG0004328	XP_006397844.1	jg20059
OG0004330	XP_006397809.1	jg20024, jg31102
OG0004331	XP_006406284.1	jg26321
OG0004332	XP_006397750.1	jg19964
OG0004333	XP_024010845.1	jg19294
OG0004334	XP_024003770.1	jg19639
OG0004335	XP_006411584.1	jg19633
OG0004336	XP_006411559.1	jg19609
OG0004337	XP_006398414.1	jg20330
OG0004338	XP_006398409.1	jg20337
OG0004339	XP_006398400.1	jg20352
