Orthogroup	Eutrema_salsugineum	Rorippa_islandica
OG0002121	XP_024005487.1	Roisl.0002s0168.1.p
OG0002122	XP_006414485.1	Roisl.0002s0142.1.p
OG0002122	XP_024015554.1	Roisl.0115s0499.1.p
OG0002124	XP_006416693.1	Roisl.0007s0375.1.p
OG0002124	XP_006390622.1	Roisl.0019s0220.1.p
OG0002126	XP_024006709.1	Roisl.0025s0103.1.p
OG0002127	XP_006395467.1	Roisl.0011s0516.1.p
OG0002127	XP_006405423.1	Roisl.0009s0149.1.p
OG0002128	XP_006398242.1	Roisl.0005s0286.1.p
OG0002128	XP_006414023.1	Roisl.0091s0407.1.p
OG0002129	XP_006393048.1	Roisl.0006s0206.1.p
OG0002129	XP_006406322.1	Roisl.0115s0442.1.p
OG0002130	XP_006406932.1	Roisl.0074s0380.1.p
OG0002130	XP_006392894.1	Roisl.0006s0322.1.p
OG0002131	XP_024003728.1	Roisl.0028s0878.1.p
OG0002132	XP_006395289.1	Roisl.0188s0084.1.p
OG0002133	XP_006413530.1	Roisl.0008s0176.1.p, Roisl.0008s0177.1.p
OG0002134	XP_006412228.1	Roisl.0001s0043.1.p
OG0002134	XP_006409530.1	Roisl.0045s0036.1.p
OG0002135	XP_006409418.1	Roisl.0066s0319.1.p
OG0002135	XP_024005120.1	Roisl.0115s0413.1.p, Roisl.0001s0093.1.p
OG0002136	XP_006396985.1	Roisl.0213s0645.1.p
OG0002137	XP_006413505.1	Roisl.0008s0195.1.p
OG0002137	XP_006396971.1	Roisl.0213s0640.1.p
OG0002138	XP_006412470.1	Roisl.0003s0268.1.p
OG0002138	XP_006392335.1, XP_006392345.1	Roisl.0023s0109.1.p
OG0002140	XP_006414762.1	Roisl.0075s0153.1.p
OG0002141	XP_006398117.1, XP_006398116.1, XP_006413917.1	Roisl.0091s0310.1.p
OG0002142	XP_006398080.1	Roisl.0012s0312.1.p
OG0002142	XP_006413875.1	Roisl.0091s0272.1.p
OG0002143	XP_006413825.1	Roisl.0091s0223.1.p
OG0002143	XP_006396597.2	Roisl.0082s0305.1.p
OG0002144	XP_006397184.1	Roisl.0060s0010.1.p
OG0002144	XP_024010623.1	Roisl.0210s2105.1.p
OG0002145	XP_006402341.1	Roisl.0018s0413.1.p
OG0002145	XP_006397967.1	Roisl.0067s0049.1.p
OG0002146	XP_006397833.2	Roisl.0035s0106.1.p
OG0002146	XP_024013022.1	Roisl.0018s0296.1.p
OG0002147	XP_006402470.1	Roisl.0018s0279.1.p
OG0002147	XP_006397801.1	Roisl.0035s0134.1.p
OG0002148	XP_006402530.1	Roisl.0018s0213.1.p
OG0002149	XP_006402599.1	Roisl.0018s0141.1.p
OG0002150	XP_024016768.1, XP_006411466.1	Roisl.0028s0419.1.p
OG0002151	XP_006411373.1	Roisl.0028s0515.1.p
OG0002151	XP_006402940.1	Roisl.0026s0213.1.p
OG0002152	XP_024003946.1	Roisl.0028s0507.1.p
OG0002153	XP_006402987.1	Roisl.0046s1646.1.p
OG0002153	XP_006411346.1	Roisl.0028s0544.1.p
OG0002154	XP_024003704.1	Roisl.0017s0228.1.p
OG0002155	XP_006410892.1	Roisl.0017s0051.1.p
OG0002155	XP_006403699.1	Roisl.0046s1312.1.p
OG0002156	XP_006401692.1	Roisl.0031s0130.1.p
OG0002156	XP_006413042.1	Roisl.0022s0439.1.p
OG0002157	XP_006406797.2	Roisl.0074s0256.1.p
OG0002157	XP_006414392.1	Roisl.0002s0064.1.p
OG0002158	XP_006414928.1	Roisl.0058s0019.1.p
OG0002158	XP_006418746.1	Roisl.0053s0232.1.p
OG0002159	XP_024013373.1, XP_006404440.2	Roisl.0209s0430.1.p
OG0002160	XP_006391250.1	Roisl.0019s0810.1.p
OG0002160	XP_006415796.1	Roisl.0015s0082.1.p
OG0002161	XP_006415832.1	Roisl.0191s0464.1.p
OG0002162	XP_006409120.1	Roisl.0066s0028.1.p
OG0002162	XP_006412718.1	Roisl.0003s0041.1.p
OG0002164	XP_006411248.1	Roisl.0017s0391.1.p
OG0002165	XP_006410931.2	Roisl.0017s0092.1.p
OG0002165	XP_006410932.2	Roisl.0017s0088.1.p
OG0002166	XP_006393453.2, XP_024006476.1	Roisl.0009s0303.1.p, Roisl.0005s0059.1.p
OG0002167	XP_006404565.1	Roisl.0063s0045.1.p
OG0002167	XP_006411681.1	Roisl.0115s0710.1.p
OG0002168	XP_006404587.1	Roisl.0082s0142.1.p
OG0002168	XP_006411705.1	Roisl.0115s0691.1.p
OG0002169	XP_006411710.1	Roisl.0115s0687.1.p
OG0002169	XP_024014060.1	Roisl.0082s0134.1.p
OG0002170	XP_024014204.1	Roisl.0046s0622.1.p
OG0002170	XP_024014173.1	Roisl.0046s0656.1.p
OG0002171	XP_006397077.1	Roisl.0020s0118.1.p
OG0002171	XP_024010154.1, XP_006397079.1	Roisl.0020s0112.1.p, Roisl.0020s0116.1.p
OG0002172	XP_006395005.1	Roisl.0046s0456.1.p
OG0002172	XP_006408134.1	Roisl.0039s0010.1.p
OG0002173	XP_024006361.1	Roisl.0066s0382.1.p
OG0002174	XP_024010836.1	Roisl.0035s0175.1.p
OG0002174	XP_006418462.1	Roisl.0210s0050.1.p
OG0002175	XP_024007347.1, XP_024004686.1	Roisl.0068s0005.1.p
OG0002176	XP_024014835.1	Roisl.0039s0103.1.p
OG0002176	XP_024007328.1	Roisl.0046s0354.1.p
OG0002177	XP_024015614.1	Roisl.0079s0080.1.p
OG0002177	XP_006395101.1	Roisl.0036s0060.1.p
OG0002178	XP_024007333.1	Roisl.0014s0130.1.p
OG0002178	XP_006407862.1	Roisl.0079s0104.1.p
OG0002179	XP_006407756.1	Roisl.0079s0220.1.p
OG0002179	XP_006407757.1	Roisl.0079s0219.1.p
OG0002180	XP_006407365.1	Roisl.0074s0790.1.p
OG0002181	XP_006393464.1	Roisl.0013s0126.1.p
OG0002181	XP_006406729.1	Roisl.0074s0198.1.p
OG0002182	XP_006406642.1	Roisl.0074s0122.1.p
OG0002182	XP_024006039.1	Roisl.0013s0084.1.p
OG0002183	XP_006393306.1	Roisl.0013s0036.1.p
OG0002184	XP_006406513.1	Roisl.0074s0001.1.p
OG0002184	XP_006393218.1	Roisl.0006s0039.1.p
OG0002185	XP_006395326.1	Roisl.0188s0091.1.p
OG0002185	XP_006405598.1	Roisl.0009s0297.1.p
OG0002186	XP_006406152.1	Roisl.0115s0604.1.p
OG0002187	XP_024006715.1	Roisl.0053s0107.1.p
OG0002187	XP_024010596.1	Roisl.0021s0630.1.p
OG0002188	XP_006392480.1	Roisl.0189s0062.1.p
OG0002189	XP_006410756.1	Roisl.0028s1013.1.p
OG0002190	XP_006411270.1	Roisl.0017s0410.1.p
OG0002190	XP_006403879.1	Roisl.0046s1142.1.p
OG0002191	XP_006418010.1	Roisl.0091s0816.1.p
OG0002192	XP_006417477.1	Roisl.0021s0088.1.p
OG0002193	XP_024004723.1	Roisl.0214s0680.1.p
OG0002193	XP_006417471.1	Roisl.0021s0095.1.p
OG0002194	XP_006392216.1	Roisl.0214s0649.1.p
OG0002194	XP_006417463.1	Roisl.0021s0110.1.p
OG0002195	XP_006392095.1	Roisl.0214s0539.1.p
OG0002195	XP_024008658.1	Roisl.0021s0170.1.p
OG0002196	XP_006417247.1	Roisl.0021s0321.1.p
OG0002197	XP_006416949.1	Roisl.0007s0629.1.p
OG0002197	XP_006398512.1	Roisl.0011s0020.1.p
OG0002198	XP_024008753.1	Roisl.0191s0135.1.p
OG0002198	XP_006390811.1	Roisl.0019s0418.1.p
OG0002199	XP_006390814.1	Roisl.0019s0423.1.p
OG0002199	XP_006416130.1	Roisl.0191s0139.1.p
OG0002200	XP_006390799.1	Roisl.0019s0409.1.p
OG0002201	XP_006391852.1	Roisl.0010s0040.1.p
OG0002201	XP_006391853.1	Roisl.0209s0045.1.p, Roisl.0209s0044.1.p
OG0002202	XP_006405286.1, XP_006401475.1	Roisl.0200s0014.1.p
OG0002203	XP_024004609.1	Roisl.0044s0104.1.p
OG0002203	XP_024016079.1	Roisl.0214s0367.1.p
OG0002205	XP_006391322.1, XP_006391320.1	Roisl.0209s0049.1.p
OG0002206	XP_006390366.1	Roisl.0004s0402.1.p
OG0002206	XP_024008473.1	Roisl.0007s0201.1.p
OG0002207	XP_024014226.1	Roisl.0204s0154.1.p
OG0002207	XP_006405782.1, XP_006411739.1	Roisl.0115s0657.1.p
OG0002208	XP_006411887.2	Roisl.0001s0376.1.p, Roisl.0046s0506.1.p
OG0002209	XP_024004415.1, XP_006412298.1	Roisl.0008s0340.1.p
OG0002210	XP_006412248.1	Roisl.0001s0024.1.p
OG0002210	XP_024016504.1	Roisl.0047s0026.1.p
OG0002211	XP_006414854.1	Roisl.0075s0093.1.p
OG0002211	XP_006418829.1	Roisl.0053s0293.1.p
OG0002212	XP_006415773.1	Roisl.0015s0100.1.p
OG0002213	XP_006413133.1	Roisl.0022s0351.1.p
OG0002213	XP_006401493.1	Roisl.0080s0824.1.p
OG0002216	XP_006412481.2	Roisl.0003s0255.1.p
OG0002216	XP_024005641.1	Roisl.0003s0253.1.p
OG0002221	XP_006410684.1, XP_006409615.1	Roisl.0028s0941.1.p
OG0002223	XP_006400286.1	Roisl.0210s1444.1.p
OG0002223	XP_006408313.1	Roisl.0016s0272.1.p
OG0002224	XP_006402194.1	Roisl.0214s0088.1.p
OG0002225	XP_024012675.1	Roisl.0210s1162.1.p
OG0002225	XP_006408522.1	Roisl.0016s0058.1.p
OG0002226	XP_006399883.1	Roisl.0210s1079.1.p, Roisl.0213s0664.1.p, Roisl.0053s0034.1.p
OG0002227	XP_024015823.1	Roisl.0204s0131.1.p
OG0002227	XP_006417691.1	Roisl.0091s1128.1.p
OG0002228	XP_006409906.1	Roisl.0082s0646.1.p
OG0002228	XP_006417779.1	Roisl.0091s1059.1.p
OG0002229	XP_006410331.1	Roisl.0017s0455.1.p
OG0002229	XP_006418013.1	Roisl.0091s0813.1.p
OG0002230	XP_006418139.1	Roisl.0210s0368.1.p
OG0002230	XP_006403234.1	Roisl.0012s0121.1.p
OG0002231	XP_006418152.1	Roisl.0210s0357.1.p
OG0002231	XP_006403195.1	Roisl.0012s0168.1.p
OG0002232	XP_024013289.1	Roisl.0012s0253.1.p
OG0002232	XP_006418205.1	Roisl.0210s0311.1.p
OG0002234	XP_006413336.1	Roisl.0022s0157.1.p
OG0002235	XP_006413328.1	Roisl.0022s0164.1.p
OG0002235	XP_006415455.1	Roisl.0213s0317.1.p
OG0002236	XP_006401853.1	Roisl.0189s0142.1.p, Roisl.0189s0140.1.p
OG0002236	XP_006413299.1	Roisl.0022s0201.1.p
OG0002237	XP_024003706.1	Roisl.0028s0817.1.p
OG0002239	XP_024004138.1	Roisl.0028s0902.1.p
OG0002239	XP_006415421.1	Roisl.0213s0346.1.p
OG0002240	XP_006415332.1	Roisl.0213s0426.1.p
OG0002240	XP_006410725.1	Roisl.0028s0984.1.p
OG0002241	XP_006415206.1	Roisl.0209s0186.1.p
OG0002241	XP_006410697.1	Roisl.0028s0957.1.p
OG0002242	XP_006393906.1	Roisl.0024s0558.1.p
OG0002242	XP_006404041.1	Roisl.0046s0970.1.p
OG0002243	XP_006399214.1	Roisl.0210s0471.1.p
OG0002243	XP_006394471.1	Roisl.0080s0071.1.p
OG0002244	XP_006394561.2	Roisl.0080s0185.1.p
OG0002245	XP_006397626.1, XP_006391344.1	Roisl.0028s0141.1.p
OG0002247	XP_006419135.1	Roisl.0208s0040.1.p
OG0002248	XP_006414974.1	Roisl.0033s0048.1.p
OG0002249	XP_006400923.1	Roisl.0080s0300.1.p
OG0002249	XP_006418948.1	Roisl.0209s0314.1.p
OG0002250	XP_006408499.1	Roisl.0016s0078.1.p
OG0002251	XP_006401191.1	Roisl.0080s0541.1.p
OG0002252	XP_024005443.1	Roisl.0022s0285.1.p
OG0002252	XP_006401300.1	Roisl.0080s0652.1.p
OG0002253	XP_006401534.1	Roisl.0080s0857.1.p
OG0002253	XP_006413110.1	Roisl.0022s0373.1.p
OG0002254	XP_006418270.1	Roisl.0210s0246.1.p
OG0002255	XP_006409414.1	Roisl.0066s0316.1.p
OG0002255	XP_006413718.1	Roisl.0091s0133.1.p
OG0002256	XP_006407457.1	Roisl.0074s0876.1.p
OG0002256	XP_006399041.1	Roisl.0042s0085.1.p
OG0002257	XP_024015337.1	Roisl.0074s0911.1.p
OG0002257	XP_006398998.1	Roisl.0042s0130.1.p
OG0002258	XP_006411059.2	Roisl.0017s0211.1.p
OG0002258	XP_024012515.1	Roisl.0030s0082.1.p
OG0002259	XP_024012508.1	Roisl.0030s0007.1.p
OG0002260	XP_006411025.1	Roisl.0017s0184.1.p
OG0002261	XP_006405420.2	Roisl.0009s0143.1.p
OG0002261	XP_006395472.1	Roisl.0011s0512.1.p
OG0002262	XP_006389762.1	Roisl.0115s0053.1.p
OG0002262	XP_006416913.1	Roisl.0007s0594.1.p
OG0002263	XP_006416899.1	Roisl.0007s0579.1.p, Roisl.0007s0580.1.p
OG0002264	XP_006389828.1	Roisl.0115s0118.1.p
OG0002264	XP_006416868.1	Roisl.0007s0544.1.p
OG0002265	XP_006416223.1	Roisl.0191s0050.1.p
OG0002266	XP_006390060.1	Roisl.0004s0124.1.p
OG0002266	XP_006416241.1	Roisl.0191s0033.1.p
OG0002267	XP_024007309.1	Roisl.0004s0201.1.p
OG0002267	XP_006416317.1	Roisl.0049s0039.1.p
OG0002268	XP_006390224.1	Roisl.0004s0274.1.p
OG0002269	XP_006390300.1	Roisl.0004s0346.1.p
OG0002269	XP_006416466.1	Roisl.0007s0158.1.p
OG0002270	XP_006416480.2	Roisl.0007s0167.1.p
OG0002270	XP_006390311.1	Roisl.0004s0357.1.p
OG0002271	XP_006402628.1	Roisl.0018s0115.1.p
OG0002271	XP_006392615.1	Roisl.0021s0530.1.p
OG0002272	XP_024014918.1	Roisl.0074s0648.1.p
OG0002272	XP_024006035.1	Roisl.0021s0543.1.p
OG0002273	XP_006407208.1	Roisl.0074s0638.1.p
OG0002273	XP_006392644.1	Roisl.0021s0558.1.p
OG0002274	XP_006406047.1	Roisl.0053s0357.1.p
OG0002274	XP_024004714.1	Roisl.0075s0181.1.p
OG0002275	XP_006414708.1	Roisl.0075s0194.1.p
OG0002275	XP_024005476.1	Roisl.0075s0193.1.p
OG0002276	XP_006390561.1	Roisl.0019s0143.1.p
OG0002276	XP_006416654.1	Roisl.0007s0338.1.p
OG0002277	XP_006391056.1	Roisl.0019s0631.1.p
OG0002277	XP_006415910.1	Roisl.0191s0383.1.p
OG0002278	XP_006408997.1	Roisl.0214s0487.1.p
OG0002279	XP_024004412.1	Roisl.0044s0022.1.p
OG0002279	XP_024016004.1	Roisl.0214s0429.1.p
OG0002280	XP_006405491.1	Roisl.0009s0197.1.p
OG0002280	XP_006395413.1	Roisl.0011s0560.1.p
OG0002281	XP_024006691.1	Roisl.0011s0528.1.p
OG0002281	XP_024014374.1	Roisl.0009s0157.1.p
OG0002282	XP_006417120.1	Roisl.0021s0442.1.p
OG0002282	XP_006395602.1	Roisl.0011s0374.1.p
OG0002283	XP_006406485.1	Roisl.0115s0265.1.p
OG0002283	XP_006393204.1	Roisl.0006s0055.1.p
OG0002284	XP_006392939.1	Roisl.0006s0285.1.p
OG0002284	XP_006406878.1	Roisl.0074s0336.1.p
OG0002285	XP_006410578.1	Roisl.0028s0838.1.p
OG0002285	XP_006410579.1	Roisl.0028s0839.1.p
OG0002286	XP_006410716.2	Roisl.0028s0976.1.p, Roisl.0028s0975.1.p
OG0002287	XP_006414324.1	Roisl.0091s0689.1.p
OG0002287	XP_006410740.1	Roisl.0028s0995.1.p
OG0002288	XP_006398363.2	Roisl.0005s0125.1.p
OG0002288	XP_006414172.1	Roisl.0091s0534.1.p
OG0002289	XP_006414240.1	Roisl.0091s0604.1.p
OG0002289	XP_024011041.1	Roisl.0005s0037.1.p
OG0002290	XP_024015273.1	Roisl.0074s0955.1.p
OG0002291	XP_024013581.1	Roisl.0046s0999.1.p
OG0002291	XP_024006625.1	Roisl.0179s0073.1.p
OG0002292	XP_006404054.1	Roisl.0046s0952.1.p
OG0002293	XP_006413562.1	Roisl.0008s0136.1.p
OG0002293	XP_006401990.1	Roisl.0189s0243.1.p
OG0002294	XP_006398091.1	Roisl.0012s0327.1.p
OG0002294	XP_006413894.1	Roisl.0091s0287.1.p
OG0002295	XP_024010059.1	Roisl.0032s0071.1.p
OG0002295	XP_006416989.1	Roisl.0007s0674.1.p
OG0002296	XP_006410738.1	Roisl.0028s0993.1.p
OG0002296	XP_006414306.1	Roisl.0091s0666.1.p
OG0002297	XP_006398008.1	Roisl.0067s0001.1.p
OG0002297	XP_006402313.2	Roisl.0018s0447.1.p
OG0002298	XP_024010708.1	Roisl.0035s0166.1.p
OG0002298	XP_006402503.1	Roisl.0018s0240.1.p
OG0002299	XP_006396062.1, XP_006402898.1	Roisl.0026s0173.1.p
OG0002299	XP_006411411.1	Roisl.0028s0474.1.p
OG0002301	XP_006411267.1	Roisl.0017s0407.1.p
OG0002301	XP_006403038.1	Roisl.0046s1596.1.p
OG0002302	XP_006411177.1	Roisl.0017s0324.1.p
OG0002302	XP_006403472.1	Roisl.0046s1521.1.p
OG0002303	XP_024013503.1	Roisl.0046s1497.1.p
OG0002303	XP_024004296.1	Roisl.0017s0300.1.p
OG0002304	XP_006416009.1	Roisl.0191s0282.1.p
OG0002305	XP_006411649.1	Roisl.0115s0739.1.p
OG0002305	XP_006391195.1	Roisl.0019s0761.1.p
OG0002306	XP_006396724.1	Roisl.0082s0174.1.p
OG0002307	XP_024014305.1	Roisl.0082s0121.1.p
OG0002307	XP_024005293.1	Roisl.0115s0675.1.p
OG0002308	XP_006411799.1	Roisl.0001s0465.1.p
OG0002308	XP_006404691.1	Roisl.0046s0602.1.p
OG0002310	XP_006397057.1	Roisl.0020s0138.1.p
OG0002310	XP_006397055.1	Roisl.0057s0002.1.p
OG0002311	XP_006402474.1	Roisl.0091s0243.1.p, Roisl.0015s0137.1.p, Roisl.0210s2212.1.p, Roisl.0091s0470.1.p, Roisl.0053s0013.1.p, Roisl.0058s0036.1.p, Roisl.0058s0035.1.p
OG0002312	XP_006414215.1	Roisl.0091s0575.1.p
OG0002312	XP_006398416.1	Roisl.0005s0056.1.p
OG0002313	XP_006407908.1	Roisl.0079s0062.1.p
OG0002313	XP_006395075.1	Roisl.0198s0032.1.p
OG0002315	XP_006406708.1	Roisl.0074s0178.1.p
OG0002315	XP_006393421.1	Roisl.0013s0114.1.p
OG0002316	XP_006393408.1	Roisl.0013s0107.1.p
OG0002316	XP_006406694.1	Roisl.0074s0161.1.p
OG0002317	XP_024006033.1	Roisl.0013s0100.1.p
OG0002317	XP_006406684.1	Roisl.0074s0152.1.p
OG0002318	XP_006406619.1	Roisl.0074s0099.1.p
OG0002318	XP_006393359.1	Roisl.0013s0073.1.p
OG0002319	XP_024009372.1	Roisl.0209s0333.1.p
OG0002320	XP_006418459.1, XP_006418458.1	Roisl.0210s0053.1.p
OG0002321	XP_024009079.1	Roisl.0210s0058.1.p
OG0002321	XP_006396266.1	Roisl.0191s0508.1.p
OG0002322	XP_006396244.2	Roisl.0191s0476.1.p
OG0002322	XP_006418447.1	Roisl.0210s0064.1.p
OG0002323	XP_006418332.1	Roisl.0210s0182.1.p
OG0002324	XP_006417799.1, XP_024008212.1	Roisl.0091s1025.1.p, Roisl.0091s1022.1.p
OG0002325	XP_024008309.1	Roisl.0091s1173.1.p
OG0002326	XP_006417476.1	Roisl.0021s0089.1.p
OG0002326	XP_006392245.1	Roisl.0214s0671.1.p
OG0002327	XP_006395802.1	Roisl.0011s0132.1.p
OG0002327	XP_006417001.1	Roisl.0007s0688.1.p, Roisl.0007s0689.1.p
OG0002328	XP_006416840.1	Roisl.0007s0513.1.p
OG0002328	XP_024011761.1	Roisl.0115s0158.1.p
OG0002329	XP_006416829.2	Roisl.0007s0503.1.p
OG0002329	XP_006389880.1	Roisl.0115s0177.1.p
OG0002330	XP_006416699.1	Roisl.0007s0381.1.p
OG0002330	XP_006390636.1	Roisl.0019s0229.1.p
OG0002331	XP_006390493.1	Roisl.0004s0517.1.p
OG0002332	XP_006390407.2, XP_006390411.1	Roisl.0004s0443.1.p
OG0002333	XP_024008892.1	Roisl.0019s0293.1.p
OG0002333	XP_006416190.1	Roisl.0191s0086.1.p
OG0002334	XP_006416048.1	Roisl.0191s0220.1.p
OG0002334	XP_006390900.1	Roisl.0019s0505.1.p
OG0002335	XP_006416011.1	Roisl.0191s0276.1.p
OG0002335	XP_006390935.1	Roisl.0019s0534.1.p
OG0002336	XP_006391912.1	Roisl.0209s0584.1.p
OG0002336	XP_006391911.1	Roisl.0209s0580.1.p
OG0002337	XP_006392213.1, XP_024015920.1	Roisl.0214s0648.1.p
OG0002340	XP_006409427.1	Roisl.0066s0329.1.p
OG0002340	XP_006412194.1	Roisl.0001s0077.1.p
OG0002341	XP_006412338.1	Roisl.0043s0025.1.p
OG0002341	XP_006412337.1	Roisl.0008s0303.1.p
OG0002342	XP_006409547.1	Roisl.0045s0060.1.p
OG0002342	XP_006412283.1	Roisl.0008s0357.1.p
OG0002343	XP_006412576.1	Roisl.0003s0173.1.p
OG0002343	XP_006404999.2	Roisl.0051s0046.1.p
OG0002344	XP_006412579.1	Roisl.0003s0172.1.p
OG0002344	XP_024014059.1	Roisl.0051s0044.1.p
OG0002345	XP_006404951.2	Roisl.0004s0011.1.p
OG0002345	XP_006412640.1	Roisl.0003s0118.1.p
OG0002346	XP_006401444.2	Roisl.0080s0780.1.p
OG0002346	XP_006413156.1	Roisl.0022s0327.1.p
OG0002352	XP_024004438.1	Roisl.0003s0052.1.p, Roisl.0003s0053.1.p
OG0002353	XP_006400276.1	Roisl.0210s1436.1.p
OG0002353	XP_006408319.1	Roisl.0016s0265.1.p
OG0002354	XP_006400243.1	Roisl.0210s1406.1.p
OG0002354	XP_006408340.1	Roisl.0016s0247.1.p
OG0002355	XP_006400242.1	Roisl.0210s1404.1.p, Roisl.0210s1405.1.p
OG0002356	XP_006400203.1	Roisl.0210s1366.1.p
OG0002356	XP_006408365.1	Roisl.0016s0224.1.p
OG0002357	XP_006400120.1, XP_024012530.1	Roisl.0210s1292.1.p
OG0002357	XP_006417752.1	Roisl.0030s0136.1.p
OG0002358	XP_006408441.1	Roisl.0016s0141.1.p
OG0002358	XP_006400080.1	Roisl.0210s1256.1.p
OG0002359	XP_006400052.1	Roisl.0210s1236.1.p
OG0002359	XP_006408464.1	Roisl.0016s0111.1.p
OG0002360	XP_006399795.1	Roisl.0210s0997.1.p
OG0002360	XP_006415786.1	Roisl.0015s0089.1.p
OG0002361	XP_006394759.1	Roisl.0046s0186.1.p
OG0002361	XP_006399588.1	Roisl.0210s0807.1.p
OG0002362	XP_006394104.1	Roisl.0024s0373.1.p
OG0002362	XP_006399478.1	Roisl.0210s0705.1.p
OG0002363	XP_006394252.1	Roisl.0024s0244.1.p
OG0002364	XP_024007398.1	Roisl.0210s2025.1.p
OG0002364	XP_006399348.1	Roisl.0210s0600.1.p
OG0002365	XP_024012720.1, XP_006399283.1	Roisl.0210s0539.1.p, Roisl.0210s0535.1.p
OG0002366	XP_024010056.1	Roisl.0082s0383.1.p
OG0002367	XP_006409969.1	Roisl.0209s0524.1.p, Roisl.0082s0710.1.p
OG0002368	XP_006418058.1	Roisl.0091s0767.1.p
OG0002368	XP_006410376.1	Roisl.0028s0631.1.p
OG0002369	XP_006403206.1	Roisl.0012s0145.1.p
OG0002369	XP_024008437.1	Roisl.0210s0359.1.p
OG0002370	XP_024013264.1	Roisl.0012s0197.1.p
OG0002370	XP_006418159.1	Roisl.0210s0350.1.p
OG0002371	XP_006418202.1	Roisl.0210s0314.1.p
OG0002371	XP_006403128.1	Roisl.0012s0244.1.p
OG0002372	XP_006413282.1, XP_006413284.1	Roisl.0022s0219.1.p, Roisl.0022s0216.1.p
OG0002374	XP_024004781.1, XP_024004839.1	Roisl.0002s0080.1.p, Roisl.0002s0079.1.p
OG0002376	XP_006394541.1	Roisl.0080s0154.1.p
OG0002377	XP_006400679.1	Roisl.0210s1834.1.p
OG0002378	XP_006404476.1	Roisl.0037s0027.1.p
OG0002378	XP_006400733.1	Roisl.0210s1885.1.p
OG0002379	XP_006418853.1	Roisl.0209s0389.1.p
OG0002379	XP_006400995.1	Roisl.0080s0370.1.p
OG0002380	XP_006412586.1	Roisl.0003s0163.1.p
OG0002381	XP_006401458.1	Roisl.0080s0793.1.p
OG0002381	XP_024005289.1	Roisl.0022s0334.1.p
OG0002382	XP_006401551.1	Roisl.0080s0877.1.p
OG0002382	XP_024004325.1	Roisl.0022s0386.1.p
OG0002383	XP_006413074.1	Roisl.0022s0405.1.p
OG0002385	XP_006407451.1	Roisl.0074s0870.1.p
OG0002386	XP_006407539.1	Roisl.0074s0959.1.p
OG0002386	XP_006398921.1	Roisl.0030s0191.1.p
OG0002387	XP_024011697.1	Roisl.0030s0135.1.p
OG0002387	XP_006407596.1	Roisl.0074s1005.1.p
OG0002388	XP_006391659.2, XP_006391656.1	Roisl.0050s0077.1.p
OG0002389	XP_006416789.1	Roisl.0007s0465.1.p
OG0002390	XP_006390072.1, XP_006416256.1	Roisl.0004s0138.1.p
OG0002392	XP_024011168.1	Roisl.0004s0264.1.p
OG0002392	XP_006416385.1	Roisl.0007s0080.1.p
OG0002393	XP_006409283.1	Roisl.0066s0185.1.p
OG0002394	XP_006412026.1	Roisl.0001s0233.1.p
OG0002394	XP_006409220.2	Roisl.0066s0129.1.p
OG0002395	XP_006407266.1	Roisl.0074s0694.1.p
OG0002396	XP_006407171.2	Roisl.0074s0608.1.p
OG0002396	XP_006392686.2	Roisl.0006s0520.1.p
OG0002397	XP_024006384.1	Roisl.0006s0499.1.p
OG0002399	XP_006412218.1	Roisl.0001s0055.1.p
OG0002400	XP_006392842.2	Roisl.0006s0372.1.p
OG0002401	XP_006410796.1	Roisl.0028s1054.1.p
OG0002401	XP_006403772.1	Roisl.0046s1247.1.p
OG0002402	XP_006414998.2	Roisl.0082s0030.1.p
OG0002402	XP_024009669.1	Roisl.0001s0534.1.p, Roisl.0001s0535.1.p
OG0002403	XP_006418678.1	Roisl.0053s0174.1.p
OG0002404	XP_024005878.1	Roisl.0075s0059.1.p
OG0002405	XP_006414822.1	Roisl.0075s0126.1.p
OG0002405	XP_006414820.1	Roisl.0075s0127.1.p
OG0002406	XP_006414660.1, XP_024005667.1	Roisl.0002s0261.1.p, Roisl.0002s0263.1.p
OG0002407	XP_006414622.1	Roisl.0002s0233.1.p
OG0002407	XP_006406166.1	Roisl.0115s0595.1.p
OG0002408	XP_006416657.1	Roisl.0007s0341.1.p
OG0002408	XP_006390574.1	Roisl.0019s0158.1.p
OG0002409	XP_006390525.1	Roisl.0019s0109.1.p
OG0002409	XP_006416645.1	Roisl.0007s0331.1.p
OG0002410	XP_006390440.1	Roisl.0004s0473.1.p
OG0002411	XP_006416573.1	Roisl.0007s0258.1.p
OG0002411	XP_006390427.1	Roisl.0004s0457.1.p
OG0002412	XP_024008808.1	Roisl.0007s0240.1.p
OG0002412	XP_006390392.1	Roisl.0004s0423.1.p
OG0002413	XP_006391125.1	Roisl.0019s0699.1.p, Roisl.0209s0297.1.p
OG0002414	XP_006391114.1	Roisl.0019s0688.1.p
OG0002414	XP_006415881.1	Roisl.0191s0415.1.p
OG0002415	XP_006415899.1	Roisl.0191s0400.1.p
OG0002416	XP_006391106.1	Roisl.0019s0682.1.p
OG0002416	XP_006415897.1	Roisl.0191s0401.1.p
OG0002417	XP_006415915.1	Roisl.0191s0379.1.p
OG0002417	XP_006391040.2	Roisl.0019s0604.1.p
OG0002418	XP_006391068.1	Roisl.0019s0647.1.p
