Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_NCBI
OG0005124	XP_006396067.1	XP_020870590.1
OG0005125	XP_006397249.1	XP_020877484.1, XP_020878486.1
OG0005126	XP_024005705.1, XP_006414162.2	XP_002888545.1
OG0005126	XP_006396996.1	XP_020877601.1
OG0005128	XP_006400477.1	XP_002871870.1
OG0005129	XP_006416056.1	XP_020869231.1, XP_002893305.2
OG0005130	XP_006394879.1	XP_002872214.1
OG0005131	XP_006394918.2	XP_020878950.1
OG0005132	XP_006408946.2	XP_020887843.1, XP_020886514.1
OG0005133	XP_006397874.1	XP_020883298.1
OG0005134	XP_006397868.1	XP_020884218.1
OG0005135	XP_006397798.1	XP_020882674.1
OG0005136	XP_006397775.2	XP_002880200.1
OG0005137	XP_006397695.2	XP_020883938.1
OG0005138	XP_006397655.1	XP_002862291.2, XP_020882772.1
OG0005139	XP_006397606.1, XP_006397607.1	XP_020885707.1, XP_002881957.1
OG0005140	XP_006411573.1	XP_002881884.1
OG0005142	XP_006405373.1, XP_006405371.1	XP_002870646.1
OG0005143	XP_006398397.1	XP_002865149.1
OG0005145	XP_006408415.1	XP_020886904.1
OG0005146	XP_006408356.1	XP_020889453.1
OG0005147	XP_006408234.1	XP_002882323.1
OG0005148	XP_006408116.1	XP_020889412.1
OG0005149	XP_006407863.1	XP_020886979.1
OG0005150	XP_006407786.1	XP_002882555.1
OG0005151	XP_006397392.1, XP_006407783.1	XP_002884672.1
OG0005152	XP_006407755.1	XP_002884690.1
OG0005153	XP_006407641.1	XP_020888365.1
OG0005154	XP_024015389.1	XP_002884796.2
OG0005155	XP_024015755.1	XP_002884852.1
OG0005156	XP_006407350.1	XP_002884895.2
OG0005157	XP_006391526.2	XP_002881012.2
OG0005158	XP_006407251.1	XP_002882808.1
OG0005159	XP_006407194.1	XP_020889534.1
OG0005160	XP_006407061.2	XP_020886817.1
OG0005161	XP_024015587.1	XP_020888803.1
OG0005162	XP_006407021.1	XP_002885065.1
OG0005163	XP_006407005.1	XP_002882916.1
OG0005164	XP_006406955.1	XP_020889277.1
OG0005165	XP_006406859.1	XP_020887319.1
OG0005166	XP_006406830.1	XP_002885143.1
OG0005167	XP_006406808.1	XP_002883025.1
OG0005168	XP_006406561.1	XP_020887503.1
OG0005169	XP_024015374.1	XP_002885291.1
OG0005170	XP_006406536.1	XP_002883163.1
OG0005171	XP_006406516.1	XP_020887150.1
OG0005172	XP_006406519.1	XP_002885303.2
OG0005173	XP_006406438.1	XP_002883211.1
OG0005174	XP_006406354.1	XP_002891626.1, XP_002885401.1
OG0005175	XP_024015678.1	XP_020886305.1
OG0005176	XP_006406305.1	XP_020887650.1
OG0005177	XP_006395238.1, XP_006395404.1	XP_020889970.1
OG0005178	XP_006406139.1	XP_020886718.1
OG0005179	XP_006406148.1	XP_002885510.2
OG0005180	XP_006406252.1	XP_002885453.1
OG0005181	XP_006406292.1	XP_002883295.1
OG0005182	XP_006412744.1	XP_020873880.1
OG0005183	XP_006412746.1	XP_020872282.1
OG0005184	XP_006400447.1	XP_002873919.1
OG0005185	XP_006400401.1	XP_002871820.1
OG0005187	XP_024012487.1	XP_002873895.2
OG0005188	XP_006395057.1	XP_020871736.1
OG0005189	XP_006395056.1	XP_002863991.1
OG0005190	XP_006395202.1	XP_002865625.1
OG0005191	XP_024016018.1	XP_002886013.1
OG0005192	XP_006403803.1	XP_020882267.1
OG0005193	XP_006403808.1	XP_020880039.1
OG0005194	XP_006403875.1	XP_020881134.1
OG0005195	XP_006403900.1	XP_020880408.1
OG0005196	XP_024013559.1	XP_002877810.1
OG0005197	XP_006418380.1	XP_020867077.1
OG0005198	XP_006418229.1	XP_020869240.1, XP_020868859.1
OG0005199	XP_024008671.1	XP_002892177.2
OG0005199	XP_006396587.1	XP_020876455.1
OG0005200	XP_006418060.1	XP_020868136.1
OG0005202	XP_006418001.1	XP_020867570.1
OG0005203	XP_006417943.1	XP_002889594.1
OG0005204	XP_006417873.1	XP_002889621.1
OG0005205	XP_006417807.1	XP_002889646.1
OG0005206	XP_024009023.1	XP_020868756.1
OG0005207	XP_006417720.1	XP_020870117.1
OG0005208	XP_006417685.1	XP_020868330.1
OG0005209	XP_006417514.2	XP_020869987.1
OG0005210	XP_006417583.1	XP_002892500.1
OG0005211	XP_006417495.1	XP_002892548.1
OG0005212	XP_006417451.1	XP_002892579.1
OG0005213	XP_024008394.1	XP_002892583.2
OG0005214	XP_024008472.1	XP_002892586.2
OG0005216	XP_006417296.1	XP_020866973.1
OG0005217	XP_006417268.1	XP_020866406.1
OG0005218	XP_006417263.1	XP_020868735.1
OG0005219	XP_006417246.1	XP_020866036.1
OG0005220	XP_006391796.1	XP_002887985.1
OG0005221	XP_006417206.1	XP_020869511.1
OG0005222	XP_006391763.1	XP_020889824.1, XP_020889826.1
OG0005223	XP_006417189.1	XP_020870524.1
OG0005224	XP_006417128.1	XP_002892744.1
OG0005225	XP_006416972.1, XP_006392600.2	XP_020870938.1
OG0005226	XP_006416946.1	XP_002892848.1
OG0005227	XP_006416914.1	XP_020870565.1
OG0005228	XP_006416867.1	XP_020868130.1
OG0005229	XP_006416819.1	XP_002890165.2, XP_020870841.1
OG0005230	XP_024008625.1	XP_002890187.2
OG0005231	XP_006416781.1	XP_020867026.1
OG0005232	XP_006416758.1	XP_002892930.1
OG0005233	XP_006416738.1	XP_020866552.1
OG0005234	XP_024006414.1, XP_024006413.1, XP_024009733.1	XP_020888606.1
OG0005235	XP_006416650.1	XP_020869030.1
OG0005236	XP_006416569.2	XP_002890300.1
OG0005237	XP_006416537.1	XP_020868660.1
OG0005238	XP_006416530.1	XP_020870043.1
OG0005239	XP_006416513.1	XP_020870402.1
OG0005240	XP_006416458.1	XP_020866993.1
OG0005241	XP_006416421.1	XP_020869056.1
OG0005242	XP_006416398.1	XP_002890390.1
OG0005244	XP_006390773.1	XP_002887373.1
OG0005245	XP_006390796.1	XP_020889941.1
OG0005246	XP_006411792.1	XP_020874176.1, XP_002866893.1
OG0005247	XP_006391995.1	XP_002886534.2
OG0005248	XP_006392035.1, XP_006392044.1	XP_020890113.1
OG0005249	XP_006392100.1	XP_020890066.1
OG0005250	XP_006406424.1	XP_020886276.1
OG0005251	XP_006392221.1	XP_020890277.1
OG0005252	XP_006398353.1	XP_020885750.1
OG0005253	XP_006398459.1	XP_002863329.1
OG0005254	XP_006398466.1	XP_020884268.1
OG0005255	XP_006396627.1, XP_006396625.1	XP_002872738.1
OG0005256	XP_006396634.1	XP_020876420.1
OG0005257	XP_006412819.1	XP_002867396.1
OG0005258	XP_024016489.1, XP_006412798.1	XP_020872510.1
OG0005259	XP_006414376.1	XP_002862414.2, XP_002870171.1
OG0005260	XP_006393463.1	XP_002894102.1
OG0005261	XP_024014322.1	XP_020885338.1
OG0005262	XP_006411839.1	XP_002866925.1
OG0005263	XP_006411854.1	XP_002868967.1
OG0005264	XP_006411878.1	XP_020875351.1
OG0005265	XP_006411928.1, XP_006405591.1, XP_006405592.1	XP_002866969.1
OG0005266	XP_006412098.1	XP_002867072.1
OG0005267	XP_006412129.1	XP_020873207.1
OG0005268	XP_006412208.1	XP_020874799.1
OG0005269	XP_006412223.1	XP_020875582.1
OG0005270	XP_006412233.1	XP_020873146.1
OG0005273	XP_006412492.1	XP_020872796.1
OG0005274	XP_006412436.2	XP_020872494.1
OG0005275	XP_006412434.1	XP_020873118.1
OG0005276	XP_006412421.2	XP_002867224.2
OG0005277	XP_024004729.1	XP_020875607.1
OG0005278	XP_006412508.1	XP_002867255.1
OG0005280	XP_006412548.1	XP_020872182.1
OG0005281	XP_006412555.1	XP_002869313.1
OG0005282	XP_006412580.1	XP_020871136.1
OG0005284	XP_006412647.1	XP_002867319.1
OG0005285	XP_006412670.1	XP_020872115.1
OG0005286	XP_006412671.1	XP_020872124.1
OG0005287	XP_006418836.1	XP_002885594.1
OG0005288	XP_006390694.1	XP_002887418.1
OG0005289	XP_006390716.1	XP_020891262.1
OG0005290	XP_006390724.2	XP_020891018.1
OG0005291	XP_006416093.1	XP_020866542.1
OG0005292	XP_006416008.1	XP_020887736.1, XP_020870870.1
OG0005293	XP_006415982.1	XP_020870718.1
OG0005294	XP_006415973.1	XP_020866641.1
OG0005295	XP_006413260.1	XP_020873537.1
OG0005296	XP_006415824.1	XP_020869360.1
OG0005297	XP_006396430.1	XP_020876533.1
OG0005298	XP_024010017.1	XP_002872882.1
OG0005299	XP_006396355.1	XP_020876993.1
OG0005300	XP_006396334.1	XP_020876778.1
OG0005301	XP_006396272.1	XP_020877078.1
OG0005302	XP_006396268.1	XP_020878511.1
OG0005303	XP_024010053.1	XP_020877833.1
OG0005304	XP_006413010.1	XP_002867478.1
OG0005305	XP_006395667.1	XP_020882140.1
OG0005306	XP_006412973.1	XP_020874445.1
OG0005307	XP_006395659.1	XP_020880857.1
OG0005308	XP_006395643.1	XP_002875263.1
OG0005309	XP_006390279.1	XP_020891689.1
OG0005310	XP_006416005.1	XP_020870637.1
OG0005311	XP_006415819.1	XP_002893439.1, XP_020891081.1
OG0005312	XP_006415764.1	XP_002890727.2
OG0005315	XP_006393281.2	XP_020870860.1, XP_020882673.1
OG0005317	XP_006389856.2	XP_002887520.1, XP_020891167.1
OG0005318	XP_024004336.1	XP_020869554.1, XP_020877769.1
OG0005319	XP_006408315.1	XP_020888666.1
OG0005320	XP_006409619.1	XP_002883868.1
OG0005321	XP_006398164.1	XP_020888975.1, XP_020888981.1, XP_020887805.1
OG0005322	XP_024016533.1	XP_002884144.2
OG0005324	XP_006405653.2	XP_002868736.2
OG0005325	XP_006404065.1	XP_002877727.1
OG0005327	XP_006394627.1	XP_002872065.1
OG0005328	XP_006393360.2	XP_002874591.2
OG0005329	XP_006414094.1	XP_020875482.1
OG0005331	XP_024010957.1	XP_002863427.1
OG0005331	XP_006398296.1	XP_020877706.1
OG0005332	XP_006395173.1	XP_020871084.1
OG0005333	XP_024004276.1	XP_002879416.2, XP_002879417.1
OG0005335	XP_006412763.1, XP_006412764.1	XP_020872467.1
OG0005346	XP_006412710.1	XP_002869380.1
OG0005347	XP_006397631.1	XP_002880121.1
OG0005349	XP_006412678.1	XP_002869365.1
OG0005350	XP_024004420.1	XP_020872860.1
OG0005351	XP_006404442.1	XP_020880681.1, XP_002879022.1
OG0005352	XP_006401569.1	XP_002866044.1
OG0005353	XP_006398496.1	XP_020879972.1
OG0005354	XP_006395861.1	XP_020880004.1
OG0005355	XP_006395814.1	XP_002875111.1
OG0005356	XP_006395827.1	XP_002875101.1
OG0005357	XP_006395785.1	XP_020881085.1
OG0005358	XP_006400342.1	XP_002871793.1
OG0005359	XP_006400330.1	XP_020877804.1
OG0005360	XP_006400325.1	XP_020877795.1
OG0005361	XP_006400318.1	XP_020877782.1
OG0005362	XP_006395606.1	XP_002875295.1
OG0005363	XP_006412411.1	XP_020872724.1
OG0005365	XP_006400297.1	XP_002871772.1
OG0005366	XP_006400223.1	XP_020877936.1
OG0005367	XP_006400195.1	XP_020878077.1
OG0005368	XP_006400185.1	XP_002871720.1
OG0005369	XP_006404928.1, XP_024012463.1	XP_020879480.1
OG0005370	XP_006400158.1	XP_020877575.1
OG0005371	XP_006400134.1	XP_020878040.1
OG0005372	XP_006400126.2, XP_006400125.1	XP_020876610.1
OG0005373	XP_006400035.1	XP_002871653.1, XP_002871652.1
OG0005374	XP_006400030.1	XP_002871650.1
OG0005375	XP_006399996.1	XP_020877087.1
OG0005376	XP_006399970.1	XP_020877558.1
OG0005377	XP_006399964.1	XP_020877559.1
OG0005378	XP_006399956.1	XP_020879039.1
OG0005379	XP_006399947.1	XP_020878703.1
OG0005380	XP_006399928.1	XP_002873653.1
OG0005381	XP_006399915.1	XP_020877065.1
OG0005382	XP_006399805.2	XP_020878742.1
OG0005383	XP_006399787.1	XP_020877358.1
OG0005384	XP_006399770.1	XP_002873581.1
OG0005385	XP_006399754.1	XP_020878387.1
OG0005386	XP_006399725.1	XP_020878577.1
OG0005387	XP_006399717.1	XP_020876836.1
OG0005388	XP_006399531.1	XP_020876706.1
OG0005389	XP_006399522.1	XP_020879110.1
OG0005390	XP_006399490.1	XP_020878032.1
OG0005391	XP_006413460.1	XP_002869731.1
OG0005392	XP_006399317.1	XP_002873350.1
OG0005393	XP_006399300.1	XP_002873342.1
OG0005394	XP_006399296.1	XP_002873339.1
OG0005395	XP_006413351.1	XP_020873776.1
OG0005396	XP_006408590.1	XP_020885094.1
OG0005397	XP_006408638.1, XP_024016534.1	XP_020883848.1
OG0005398	XP_006410244.1	XP_020872736.1, XP_020882726.1
OG0005400	XP_006410297.1	XP_020882840.1
OG0005401	XP_006410334.1	XP_002881208.2, XP_020873882.1
OG0005402	XP_006410399.1	XP_020884303.1
OG0005403	XP_006410400.1	XP_002881239.1
OG0005404	XP_006410404.1	XP_002879411.1
OG0005405	XP_024004286.1	XP_020884319.1
OG0005406	XP_006410452.1	XP_002879431.1
OG0005407	XP_006410491.1	XP_020885466.1
OG0005408	XP_006403223.1	XP_002865414.1
OG0005409	XP_006403158.1	XP_002863622.1
OG0005410	XP_006403152.1	XP_002863618.1
OG0005411	XP_024008915.1	XP_020868646.1
OG0005412	XP_006413325.1	XP_002869681.1
OG0005413	XP_006413324.1	XP_002867618.1
OG0005414	XP_006413296.1	XP_020873757.1
OG0005415	XP_006413290.1	XP_020873393.1
OG0005416	XP_006413468.1	XP_002869734.1
OG0005417	XP_006393585.1	XP_020869591.1
OG0005418	XP_024006369.1	XP_020869358.1
OG0005419	XP_006403336.1	XP_002863725.1
OG0005420	XP_006409744.1, XP_006409741.1, XP_006409737.1, XP_024009160.1, XP_006415729.1	XP_020870635.1
OG0005421	XP_006415723.1	XP_020866374.1
OG0005422	XP_006415711.1	XP_020867732.1
OG0005423	XP_006415704.1	XP_002893503.1
OG0005424	XP_006415678.1	XP_002890767.1
OG0005425	XP_006410524.2, XP_006415677.2	XP_002893517.1
OG0005426	XP_006415666.1	XP_002890772.1
OG0005427	XP_006415663.1	XP_020866865.1
OG0005428	XP_006415655.1	XP_020866525.1
OG0005429	XP_006415603.1	XP_020867607.1
OG0005430	XP_006415585.1	XP_002890807.1
OG0005431	XP_006415580.1	XP_002890809.2
OG0005432	XP_006415310.1	XP_002890948.1
OG0005433	XP_006415300.2	XP_020866100.1
OG0005434	XP_006415239.1	XP_020867121.1
OG0005435	XP_006395752.1	XP_020881047.1
OG0005436	XP_006395713.1	XP_020880321.1
OG0005437	XP_006395683.1	XP_002875225.1
OG0005438	XP_006393863.1	XP_002866745.1
OG0005439	XP_006393949.1	XP_020869381.1
OG0005440	XP_006393966.2	XP_020871099.1
OG0005441	XP_006394003.1	XP_002866684.1
OG0005442	XP_006394036.1	XP_002866670.1
OG0005443	XP_006394049.1	XP_002866663.1
OG0005444	XP_006394096.1	XP_020881402.1
OG0005445	XP_006394116.1	XP_020888296.1
OG0005446	XP_006394122.1	XP_002866631.1
OG0005447	XP_006394123.1	XP_020871965.1
OG0005448	XP_006394140.1	XP_020885582.1
OG0005449	XP_006394143.1	XP_002864908.1
OG0005450	XP_006394182.1	XP_020871485.1, XP_020883589.1
OG0005451	XP_006394266.1	XP_020871135.1
OG0005452	XP_024007046.1	XP_002866558.1
OG0005453	XP_006394321.1	XP_002864835.1, XP_002864833.2
OG0005454	XP_006394340.1	XP_020889085.1
OG0005455	XP_024006858.1	XP_002864812.1
OG0005456	XP_006394388.1	XP_020871833.1
OG0005457	XP_006394392.1	XP_020871182.1
OG0005458	XP_006394413.1	XP_002864781.1
OG0005459	XP_006394426.2	XP_020877745.1
OG0005460	XP_006394432.1	XP_002866473.1
OG0005461	XP_006394444.1	XP_002864764.2
OG0005462	XP_006394447.1	XP_020871842.1
OG0005463	XP_006419117.2	XP_002875675.1
OG0005464	XP_006394506.1	XP_020871917.1
OG0005465	XP_006394557.1	XP_002866400.1
OG0005466	XP_024006672.1	XP_020879372.1
OG0005467	XP_006404874.2	XP_002878707.1
OG0005468	XP_006394645.1	XP_020877890.1
OG0005469	XP_006410961.1	XP_020882975.1
OG0005470	XP_006394656.1	XP_002872084.1
OG0005471	XP_006394741.1	XP_002874231.2
OG0005472	XP_006394767.1	XP_020876107.1
OG0005473	XP_006394785.1	XP_020876848.1
OG0005474	XP_006394832.1	XP_020877843.1
OG0005475	XP_006394863.1	XP_002872204.1
OG0005476	XP_006394864.1	XP_002872205.1
OG0005477	XP_006400536.1	XP_020877544.1
OG0005478	XP_006400562.1	XP_020878786.1
OG0005479	XP_006400564.1	XP_020878295.1
OG0005481	XP_006400633.1	XP_002874009.1
OG0005482	XP_006400646.1	XP_020875873.1
OG0005483	XP_024011489.1	XP_020877832.1
OG0005484	XP_024011563.1	XP_020879341.1
OG0005485	XP_006400705.1	XP_020877825.1
OG0005486	XP_006400712.1	XP_020877335.1
OG0005487	XP_006400738.1	XP_002874064.1
OG0005488	XP_006400752.1	XP_020878599.1
OG0005489	XP_006400798.1	XP_002874102.1
OG0005490	XP_006400811.1	XP_020871636.1
OG0005491	XP_006400826.1	XP_002866387.1
OG0005492	XP_006400827.1	XP_002864695.1
OG0005493	XP_006400857.1	XP_020882579.1
OG0005494	XP_006400870.1	XP_020871890.1
OG0005495	XP_024011498.1, XP_006400876.1	XP_002864671.1
OG0005496	XP_006400889.1	XP_002864664.1
OG0005497	XP_006400924.1	XP_002866344.1
OG0005498	XP_006418879.1, XP_006400958.1	XP_020881187.1
OG0005499	XP_024012393.1	XP_020867487.1
OG0005500	XP_006400987.1	XP_002864620.1
OG0005501	XP_024012701.1	XP_020879886.1, XP_020886240.1
OG0005503	XP_006401065.1	XP_002866275.2
OG0005504	XP_006401083.1	XP_002866265.1
OG0005505	XP_024012015.1	XP_020871817.1
OG0005506	XP_006401197.2	XP_002862338.2, XP_020871230.1
OG0005507	XP_006401199.1	XP_002866209.1, XP_020878916.1
OG0005508	XP_006401211.1	XP_002866202.1
OG0005509	XP_024012284.1	XP_020887064.1
OG0005510	XP_006401246.1	XP_002864498.1
OG0005511	XP_006402119.1	XP_020871639.1
OG0005513	XP_006401357.1	XP_020889792.1
OG0005514	XP_006401356.1	XP_020871190.1
OG0005515	XP_006401421.1	XP_002866109.1
OG0005516	XP_006401427.1	XP_020879806.1
OG0005517	XP_006401437.1	XP_002862240.2, XP_002866104.2
OG0005518	XP_006401477.1	XP_020890653.1
OG0005519	XP_006401535.1	XP_002864355.1
OG0005520	XP_006401549.1	XP_020886126.1
OG0005521	XP_006404145.1	XP_002875964.1
OG0005522	XP_006396461.1	XP_020877969.1
OG0005523	XP_006396470.1	XP_002874908.1
OG0005524	XP_006396475.1	XP_002872828.1
OG0005525	XP_006396493.2	XP_002874898.1
OG0005526	XP_006399226.1	XP_002871271.1
OG0005527	XP_006399201.1	XP_020879500.1
OG0005528	XP_006399156.1	XP_020878981.1
OG0005529	XP_006399149.1	XP_002879119.2, XP_002871229.1
OG0005530	XP_006399111.1	XP_020878535.1
OG0005531	XP_006399095.1	XP_020879508.1
OG0005533	XP_006414981.2	XP_020876456.1
OG0005534	XP_024011844.1	XP_002873167.1
OG0005535	XP_006398917.1	XP_002871104.1
OG0005536	XP_024006705.1	XP_002883256.1
OG0005537	XP_006398868.1	XP_002871076.1
OG0005538	XP_024012516.1	XP_020876183.1
OG0005539	XP_006398778.1	XP_020878458.1
OG0005540	XP_006398737.1	XP_002873067.1
OG0005541	XP_006398713.1	XP_020878320.1
OG0005542	XP_006398690.1	XP_002870966.1
OG0005543	XP_006398675.1	XP_002870954.1
OG0005544	XP_006398666.2	XP_020878790.1
OG0005545	XP_006398640.1	XP_020879390.1
OG0005547	XP_006398622.1	XP_002870926.1
OG0005548	XP_006411071.1	XP_002881098.1
OG0005549	XP_006405414.1	XP_002888086.1, XP_020890124.1
OG0005550	XP_024013262.1	XP_002863676.1
OG0005551	XP_006389769.1	XP_020891035.1, XP_020888897.1
OG0005552	XP_006389794.1	XP_020891102.1
OG0005553	XP_006389838.1	XP_002889272.1
OG0005554	XP_006389890.1	XP_020891736.1
OG0005555	XP_006389901.1	XP_020891289.1
OG0005556	XP_006389915.1	XP_020891713.1
OG0005558	XP_006389968.1	XP_020890478.1
OG0005559	XP_006389982.1	XP_002889192.1
OG0005560	XP_006390020.1	XP_002887722.1
OG0005561	XP_006390026.1	XP_020890519.1
OG0005562	XP_006390032.1	XP_020891748.1
OG0005563	XP_006390043.1	XP_020891175.1
OG0005564	XP_006390098.1, XP_006416280.1	XP_002887678.1
OG0005565	XP_006408204.1	XP_020888788.1
OG0005566	XP_006395132.1	XP_002863926.1
OG0005567	XP_024004305.1	XP_002887654.1
OG0005568	XP_006390200.1	XP_002887637.1
OG0005569	XP_024008344.1	XP_002887630.1
OG0005570	XP_006390286.1	XP_020891625.1
OG0005571	XP_006390294.1	XP_002887603.1
OG0005572	XP_006390299.1	XP_002887600.2
OG0005573	XP_006390306.1	XP_020889947.1
OG0005574	XP_006406007.1	XP_002883438.2
OG0005575	XP_006390318.1	XP_002887588.1
OG0005576	XP_006390337.1	XP_020890408.1
OG0005577	XP_006390356.1, XP_024009623.1	XP_020889990.1
OG0005578	XP_006396403.1	XP_020879475.1
OG0005579	XP_006415946.1	XP_020870506.1
OG0005580	XP_006395368.2	XP_020881241.1
OG0005581	XP_006409240.1	XP_020886511.1
OG0005582	XP_006392663.1	XP_002894497.1
OG0005583	XP_006392700.1	XP_020870143.1
OG0005584	XP_006392792.1	XP_020867127.1
OG0005585	XP_024005965.1	XP_002891746.2
OG0005586	XP_006392800.1	XP_002894437.1
OG0005587	XP_006410763.1	XP_020883716.1
OG0005588	XP_006410825.2	XP_020883988.1, XP_020884739.1
OG0005589	XP_006410826.1, XP_024011897.1	XP_020883198.1
OG0005590	XP_006401759.1	XP_020885545.1, XP_002865946.1, XP_002865943.1
OG0005591	XP_006401753.2	XP_002865951.2
OG0005592	XP_006401743.1	XP_020882417.1
OG0005593	XP_006414638.1	XP_002868249.1
OG0005594	XP_006390582.1	XP_020890577.1
OG0005595	XP_006390581.1	XP_002888912.1
OG0005596	XP_006390558.1	XP_002887484.1
OG0005597	XP_006390448.1	XP_002887531.1
OG0005598	XP_006390447.1	XP_002888968.1
OG0005599	XP_024009433.1	XP_002887532.1
OG0005600	XP_006395207.1	XP_020890591.1
OG0005601	XP_006390417.1	XP_002888981.1
OG0005602	XP_006390404.2	XP_020865657.1
OG0005603	XP_006390385.1	XP_002888993.1
OG0005604	XP_006391124.1	XP_020890832.1
OG0005605	XP_006391117.1	XP_002887194.1
OG0005606	XP_006391086.1	XP_020891668.1
OG0005607	XP_006391055.1	XP_020865772.1
OG0005608	XP_006415750.1	XP_002893473.1
OG0005609	XP_006391033.1	XP_020891619.1
OG0005610	XP_024005799.1	XP_002869507.1
OG0005611	XP_006412943.1	XP_002867445.1
OG0005612	XP_006412896.1	XP_020874904.1
OG0005613	XP_006412890.1	XP_020874781.1
OG0005614	XP_006412879.1	XP_002869453.1
OG0005615	XP_006399786.1	XP_020877356.1
OG0005616	XP_006412876.1	XP_002869450.2
OG0005617	XP_006404567.1	XP_020884995.1
OG0005618	XP_006391706.1	XP_020865842.1
OG0005619	XP_006395383.1	XP_002877087.1
OG0005620	XP_006395309.1	XP_020882164.1
OG0005621	XP_006395375.1	XP_020880954.1
OG0005622	XP_024007368.1	XP_020882547.1
OG0005623	XP_006395424.1	XP_020880705.1
OG0005624	XP_006396114.1	XP_020886548.1
OG0005626	XP_006395501.1	XP_020881057.1
OG0005627	XP_006395586.1	XP_020882432.1
OG0005628	XP_006395615.1	XP_002876936.1
OG0005629	XP_006390971.1	XP_020865618.1
OG0005630	XP_006390982.1	XP_020891631.1
OG0005631	XP_006390997.2	XP_020865773.1
OG0005632	XP_024011025.1	XP_020878623.1
OG0005633	XP_006398319.1	XP_020871123.1
OG0005634	XP_024011011.1	XP_002865208.1
OG0005635	XP_006398274.1	XP_020878457.1
OG0005636	XP_006397469.1	XP_020869399.1, XP_002891199.1, XP_002893914.1
OG0005637	XP_006398220.1	XP_002863477.1
OG0005638	XP_006398204.1	XP_002863490.2, XP_002863493.1
OG0005639	XP_006393154.1	XP_020867111.1
OG0005640	XP_006393064.1	XP_002891631.2
OG0005641	XP_006392954.1	XP_002894357.1
OG0005642	XP_006410530.1	XP_020885287.1
OG0005643	XP_006410580.1	XP_020883958.1
OG0005644	XP_006410584.1	XP_020883006.1
OG0005645	XP_006416850.1	XP_002890143.1
OG0005646	XP_006404357.1	XP_020881422.1
OG0005647	XP_006410683.1	XP_020885040.1
OG0005648	XP_006410687.1	XP_002879544.1
OG0005649	XP_006413976.1	XP_020875755.1
