Orthogroup	Aethionema_saxatile	Alyssum_gmelinii
OG0001550	As001G002750, As002G037190	Ag006G502250
OG0001551	As001G003600	Ag003G268670
OG0001552	As001G004530	Ag003G272480, Ag001G094800
OG0001553	As001G020960	Ag004G372180
OG0001553	As008G186960	Ag004G312310
OG0001554	As008G185750	Ag004G314460
OG0001554	As001G022010	Ag004G377870
OG0001555	As008G183910	Ag004G317720
OG0001555	As001G024630	Ag008G663730
OG0001556	As006G145370	Ag002G168490
OG0001556	As001G025430	Ag008G666790
OG0001557	As002G034230	Ag005G477640, Ag005G480370
OG0001558	As002G035840	Ag006G498110, Ag005G475420
OG0001559	As002G040240	Ag001G041420
OG0001560	As002G040690	Ag004G329740, Ag004G328200
OG0001561	As002G044310	Ag008G682160, Ag008G683370
OG0001562	As002G047830	Ag008G697450
OG0001562	As006G134190, As004G089470, As006G134210	Ag006G499320
OG0001563	As002G050910	Ag008G719550, Ag007G609430
OG0001564	As002G051580	Ag002G171990, Ag004G334100
OG0001565	As002G054950	Ag007G600480
OG0001565	As009G217850	Ag007G592440, Ag008G725460
OG0001566	As004G087940	Ag002G104090
OG0001566	As003G057540	Ag006G572130
OG0001567	As003G063270	Ag006G536350, Ag006G538870, Ag006G536400, Ag006G538910
OG0001568	As003G069320	Ag007G582810, Ag007G582800
OG0001569	As004G081080	Ag002G160420
OG0001569	As003G070040	Ag007G582030
OG0001570	As012G285530	Ag001G090780
OG0001570	As004G078650, As003G071580	Ag007G579780
OG0001571	As011G264410	Ag005G415960
OG0001571	As003G071720	Ag003G285500
OG0001572	As003G074600	Ag003G292900
OG0001573	As003G074940	Ag003G293680
OG0001574	As003G075700	Ag003G295450
OG0001574	As007G180920	Ag006G521410
OG0001575	As003G075900	Ag003G295850
OG0001576	As004G078100	Ag003G278840, Ag005G466390
OG0001577	As004G078360	Ag007G648590
OG0001578	As004G090820	Ag002G123460, Ag003G224700, Ag008G724130
OG0001581	As012G288550	Ag001G098160
OG0001581	As005G099240	Ag002G206130
OG0001582	As005G103130	Ag002G198660
OG0001583	As005G105260	Ag002G193430
OG0001583	As012G284240	Ag001G085640
OG0001584	As012G284070, As005G105400	Ag002G191780
OG0001585	As012G283760	Ag001G083940
OG0001585	As005G106110	Ag002G191010
OG0001586	As005G109770, As005G109730, As005G109810	Ag008G719690, Ag008G719680
OG0001587	As005G113630, As005G113750, As005G113720	Ag008G713900, Ag008G713800, Ag008G713740, Ag008G713730
OG0001588	As010G223930, As005G115320	Ag008G707740
OG0001589	As005G116400	Ag008G729560
OG0001589	As010G222490	Ag008G690360
OG0001590	As012G281820	Ag001G078570
OG0001590	As006G143440, As005G118810	Ag008G733560
OG0001591	As006G123270	Ag004G299980, Ag006G510200
OG0001592	As008G197260	Ag004G300590
OG0001592	As006G123590, As006G123580	Ag007G599500, Ag007G599510
OG0001593	As006G125280	Ag007G588130
OG0001593	As008G196140	Ag004G302500
OG0001594	As006G126140	Ag007G589450
OG0001595	As006G136270, As006G136260, As006G136250	Ag005G487920, Ag005G487940, Ag005G487950
OG0001596	As009G204010	Ag007G628560
OG0001596	As006G137150	Ag005G486450
OG0001597	As009G205500, As006G139340	Ag007G634730, Ag005G482670
OG0001598	As006G139870	Ag005G481900
OG0001598	As009G204700	Ag007G629300
OG0001599	As006G141340, As006G141350	Ag003G285160, Ag005G479430
OG0001600	As006G145110	Ag002G167520, Ag001G070800
OG0001601	As007G154270	Ag004G328380, Ag004G328340
OG0001601	As010G240560	Ag003G237290, Ag003G237250
OG0001602	As007G157510	Ag004G337300, Ag004G337290, Ag003G218670
OG0001603	As010G233600	Ag004G344540
OG0001603	As007G159420	Ag003G241650
OG0001604	As007G159450	Ag003G241790
OG0001605	As007G159480	Ag003G241940
OG0001605	As010G233470	Ag004G344860
OG0001607	As008G184640	Ag004G316190, Ag004G382350
OG0001608	As008G186120, As008G186140	Ag004G313620
OG0001609	As009G204900	Ag007G632100
OG0001609	As008G197240	Ag004G300610
OG0001610	As009G214300	Ag005G474840, Ag006G499040
OG0001611	As010G238260	Ag003G226840, Ag003G226810
OG0001612	As011G245190	Ag005G469640
OG0001613	As012G270010	Ag001G006970
OG0001613	As011G247430	Ag005G463970
OG0001614	As012G271870	Ag001G011210, Ag001G011220
OG0001614	As011G253200	Ag005G444000, Ag005G442780
OG0001615	As011G261220	Ag005G433970, Ag005G432590
OG0001616	As011G264510	Ag005G415560, Ag003G285780
OG0001617	As011G266230	Ag005G406020, Ag003G258680
OG0001618	As012G267820	Ag001G000260
OG0001619	As012G276530	Ag001G070790, Ag002G167510
OG0001641	As001G011100	Ag006G528350
OG0001642	As001G012500	Ag003G274030
OG0001643	As011G263530	Ag005G417750
OG0001643	As001G014740	Ag003G283020
OG0001644	As001G021040	Ag004G372810
OG0001644	As008G186840	Ag004G312500
OG0001645	As001G024450	Ag001G031810, Ag001G031800
OG0001646	As001G025330	Ag008G666370
OG0001646	As008G184320	Ag004G317180
OG0001647	As005G112760	Ag007G655270
OG0001647	As001G026040	Ag008G668770
OG0001648	As004G097600	Ag007G654460
OG0001648	As001G026180	Ag008G669020
OG0001650	As001G028040	Ag008G699180
OG0001650	As004G078090	Ag007G647790
OG0001651	As002G048310	Ag008G699860
OG0001652	As002G034080	Ag005G477870
OG0001652	As005G107010	Ag006G492330
OG0001653	As002G034830	Ag005G476540
OG0001654	As005G108360	Ag006G495630
OG0001654	As002G034960	Ag005G476310
OG0001655	As009G213200	Ag006G500650
OG0001655	As002G036620	Ag005G474070
OG0001656	As002G039040	Ag005G471300
OG0001657	As002G046680	Ag008G694120
OG0001658	As002G047020	Ag008G694910
OG0001659	As002G055320	Ag006G508420, Ag006G508280, Ag006G508350, Ag006G508390, Ag006G508370
OG0001660	As003G058550	Ag006G561170
OG0001661	As004G084980	Ag002G144120, Ag002G144650
OG0001661	As003G060770	Ag006G551290
OG0001662	As003G060900	Ag006G550790
OG0001662	As004G084850	Ag002G143570
OG0001663	As003G062880, As004G083340	Ag002G148810
OG0001663	As007G158950	Ag004G340710
OG0001664	As012G275120	Ag002G161170
OG0001664	As003G070920	Ag007G580680
OG0001665	As012G274990	Ag007G580400
OG0001666	As003G072130	Ag003G286820
OG0001666	As011G264730	Ag005G414340
OG0001667	As003G073520	Ag003G290900
OG0001668	As003G073870	Ag003G291670
OG0001669	As007G180470	Ag006G522520
OG0001669	As003G074980	Ag003G293970, Ag001G077970
OG0001670	As003G075970	Ag003G296200
OG0001670	As007G181810	Ag006G520770
OG0001671	As004G080500	Ag002G155570, Ag002G149380
OG0001672	As009G214760	Ag007G584070
OG0001673	As004G092150, As011G259110	Ag005G426190
OG0001674	As004G095240	Ag001G037310, Ag001G037270, Ag001G037290, Ag001G037360, Ag001G037300, Ag001G037260
OG0001676	As005G102620	Ag002G199590
OG0001677	As012G285380	Ag001G090420
OG0001677	As005G104070	Ag002G196690
OG0001678	As012G285040	Ag001G088790
OG0001678	As005G104530	Ag002G195570
OG0001679	As012G284790	Ag001G088020
OG0001679	As005G104840	Ag002G194650
OG0001681	As005G120190	Ag001G099990
OG0001682	As006G123800	Ag007G599390
OG0001682	As008G197100	Ag004G300850
OG0001683	As006G124600	Ag007G587060
OG0001684	As006G125200	Ag007G588040
OG0001684	As008G196190	Ag004G302440
OG0001685	As008G196160	Ag004G302470
OG0001685	As006G125210	Ag007G588050
OG0001686	As006G125380	Ag007G588230
OG0001686	As008G196070	Ag004G302550
OG0001687	As006G125460	Ag007G588540
OG0001688	As008G193980	Ag004G305280
OG0001688	As006G127480	Ag007G591490
OG0001689	As006G127840	Ag004G305770
OG0001689	As008G193490	Ag007G592050
OG0001690	As006G128090	Ag007G592430
OG0001690	As008G193250	Ag004G306000
OG0001691	As008G193060	Ag004G306280
OG0001691	As006G128380	Ag007G593120
OG0001693	As008G192240	Ag004G307230
OG0001694	As009G202860	Ag007G624060
OG0001694	As006G136060	Ag005G488160
OG0001695	As008G190150	Ag004G308760
OG0001695	As006G137700	Ag005G485500
OG0001696	As009G206860, As006G138230	Ag005G484450
OG0001697	As006G140340	Ag005G481080
OG0001698	As006G143090	Ag002G184090
OG0001698	As012G282250	Ag001G079680
OG0001699	As012G277290	Ag001G072890
OG0001699	As006G146140	Ag002G171980
OG0001700	As010G242590	Ag003G211910
OG0001700	As007G152930	Ag004G325030
OG0001701	As007G156550	Ag004G334170
OG0001701	As010G237360	Ag003G222410
OG0001702	As010G236450	Ag003G219020
OG0001702	As007G157320	Ag004G336780
OG0001703	As007G157920	Ag004G338070
OG0001703	As010G235780	Ag003G216990
OG0001704	As007G158980	Ag004G340770
OG0001704	As010G234260	Ag004G343030
OG0001705	As007G159350	Ag003G241480, Ag004G344380
OG0001706	As007G162110	Ag007G613590
OG0001707	As008G182520	Ag008G715840, Ag001G052200, Ag007G581490
OG0001708	As009G205470	Ag007G634700, Ag005G482650
OG0001709	As009G219330	Ag008G728620
OG0001709	As010G223090	Ag001G055050
OG0001710	As010G236530	Ag003G219320, Ag003G219330
OG0001711	As011G248830	Ag005G460900
OG0001711	As012G274730	Ag001G031890
OG0001712	As012G272750	Ag001G018820, Ag001G019120
OG0001712	As011G251230	Ag005G450890
OG0001713	As012G272600	Ag001G017550
OG0001713	As011G251610	Ag005G449430
OG0001714	As011G252860	Ag005G445110, Ag002G102760, Ag001G012220
OG0001715	As011G256690	Ag005G428970, Ag005G430310, Ag005G430650
OG0001730	As001G000160	Ag003G253820
OG0001731	As001G002090	Ag003G260590
OG0001731	As001G002080	Ag003G260520
OG0001732	As001G002180	Ag003G261020, Ag005G408690
OG0001733	As001G002610	Ag003G264260, Ag003G265980
OG0001734	As001G003070	Ag003G267260
OG0001735	As001G012490	Ag003G274040
OG0001736	As001G015660	Ag003G284940
OG0001737	As004G078750	Ag002G162270
OG0001737	As001G015720	Ag007G579660
OG0001738	As001G016990, As004G079600	Ag007G578090
OG0001739	As001G019330	Ag004G367250
OG0001739	As008G188120	Ag004G310460, Ag006G552920
OG0001740	As001G019770	Ag004G368780
OG0001740	As008G187740	Ag004G311010
OG0001741	As001G020250	Ag004G311830, Ag004G369370, Ag004G369320
OG0001742	As001G020840	Ag004G371790
OG0001742	As011G257950, As011G257920, As011G257860	Ag006G570030
OG0001743	As001G021590	Ag004G313300
OG0001743	As008G186310	Ag004G375130
OG0001744	As001G025880	Ag007G655530, Ag008G667980
OG0001745	As001G026390	Ag008G669680
OG0001745	As004G097440	Ag007G653630
OG0001746	As004G096870, As001G027100, As001G027120	Ag003G277640
OG0001748	As004G077690	Ag007G646720
OG0001748	As001G028450	Ag004G357470
OG0001749	As001G030640	Ag004G400030
OG0001750	As004G097820	Ag008G697510, Ag006G551280
OG0001750	As001G031300	Ag004G386680
OG0001751	As002G037600	Ag005G472200
OG0001751	As009G212190	Ag006G504530
OG0001753	As002G038810	Ag005G471450
OG0001753	As009G211390	Ag006G505870
OG0001754	As002G042850	Ag008G677280, Ag007G598780, Ag001G029980, Ag001G031300
OG0001755	As007G165920, As002G044370	Ag003G231370, Ag007G585470
OG0001756	As002G045020	Ag008G684760, Ag003G252770
OG0001757	As002G047660, As006G134330	Ag008G696650
OG0001758	As002G050810	Ag008G719580, Ag007G609630
OG0001759	As002G054860	Ag008G725140
OG0001760	As003G055950	Ag006G577320
OG0001760	As004G089920	Ag002G121300, Ag002G115000
OG0001761	As004G088340	Ag002G110270, Ag002G106640
OG0001762	As003G057400	Ag006G572840
OG0001762	As004G088150	Ag002G104960
OG0001763	As003G058120	Ag006G558160, Ag003G277480
OG0001764	As004G085570	Ag002G140450
OG0001764	As003G060240	Ag006G554270
OG0001765	As003G061750	Ag006G547080, Ag006G542100
OG0001766	As004G083700	Ag002G147890
OG0001766	As003G062580	Ag006G540530
OG0001767	As010G234740	Ag004G341820
OG0001767	As003G063410	Ag006G535950
OG0001768	As004G081770, As003G068330	Ag007G583740
OG0001769	As011G264820	Ag005G414730
OG0001770	As003G073930	Ag008G734030
OG0001770	As010G221370	Ag001G058970
OG0001771	As007G179930	Ag006G523520
OG0001771	As003G074120	Ag003G292160
OG0001772	As003G076250	Ag003G296700
OG0001773	As004G081020	Ag008G682100, Ag008G682870, Ag002G160550
OG0001774	As004G082040	Ag007G584140
OG0001775	As004G085690	Ag006G555690, Ag002G139810
OG0001776	As004G087730	Ag002G103490, Ag002G103450, Ag002G103410
OG0001777	As004G097230	Ag006G512740, Ag007G652780
OG0001778	As005G099210	Ag002G206160, Ag001G098140
OG0001779	As012G288510	Ag001G097950
OG0001779	As005G099320	Ag002G206060
OG0001780	As005G102040	Ag002G201040
OG0001780	As012G286670	Ag001G093150
OG0001781	As012G286010	Ag001G092150
OG0001781	As005G102880	Ag002G199150
OG0001782	As005G104290	Ag002G196130
OG0001783	As010G227360, As005G111610	Ag008G669340
OG0001784	As005G119200	Ag008G734120
OG0001784	As010G221340	Ag001G059160
OG0001785	As008G198980	Ag004G298050, Ag004G298040
OG0001786	As008G198930	Ag004G298390
OG0001786	As006G122000	Ag006G515740
OG0001787	As006G122800	Ag006G512760
OG0001787	As008G197950	Ag004G299290
OG0001788	As006G123000	Ag006G512160, Ag004G299670
OG0001789	As006G123310	Ag006G510100
OG0001790	As006G127300	Ag007G591250
OG0001791	As006G127700	Ag007G591860
OG0001792	As006G128330	Ag007G592830
OG0001792	As008G193120	Ag004G306190
OG0001793	As008G193020	Ag004G306550
OG0001793	As006G128540	Ag007G593470
OG0001794	As008G192750	Ag004G306970
OG0001794	As006G128910	Ag007G594100
OG0001795	As006G135530, As009G201960	Ag005G489170, Ag007G621030
OG0001796	As006G136170	Ag005G488040
OG0001796	As009G203040	Ag007G624590
OG0001797	As006G136600	Ag005G487240
OG0001798	As009G205220	Ag007G634010, Ag007G617560
OG0001798	As006G139450	Ag005G482460, Ag005G482450
OG0001799	As009G206190	Ag007G636850
OG0001799	As006G139460	Ag005G482440
OG0001800	As006G140000	Ag005G481550
OG0001800	As009G204500	Ag007G630070
OG0001801	As009G208280	Ag007G642890
OG0001801	As006G140650	Ag005G480580
OG0001803	As006G145030	Ag002G167110
OG0001803	As012G276500	Ag001G070740
OG0001804	As010G243090	Ag007G587840
OG0001804	As007G152670	Ag004G324610
OG0001805	As010G242220	Ag003G212500
OG0001805	As007G153250	Ag004G325610
OG0001806	As010G241430	Ag003G239960
OG0001806	As007G153740	Ag004G326900
OG0001807	As007G155820	Ag002G164690, Ag004G332290
OG0001808	As010G237420	Ag003G222660
OG0001808	As007G156490	Ag004G333980
OG0001809	As010G233120	Ag004G346390
OG0001809	As007G160050	Ag003G243150
OG0001810	As007G160680	Ag004G349490
OG0001811	As007G161490	Ag007G596840
OG0001812	As010G229440, As007G161600	Ag004G354290
OG0001814	As007G180770	Ag006G521640
OG0001816	As009G206600	Ag007G637250
OG0001817	As009G213110	Ag006G501100, Ag005G473710
OG0001818	As009G216230	Ag008G722420
OG0001819	As010G220640	Ag001G099880, Ag001G063050
OG0001820	As010G222410	Ag008G723650, Ag008G690870, Ag008G691000
OG0001821	As012G270690	Ag001G008650
OG0001821	As011G248150	Ag005G462350
OG0001822	As011G253570	Ag005G441860
OG0001822	As012G271070	Ag001G009980
OG0001823	As011G267030	Ag005G403260
OG0001824	As012G277520	Ag002G172600, Ag001G073050
OG0001825	As012G282110	Ag001G079270
OG0001826	As012G283200	Ag001G082390
OG0001828	As012G286120	Ag002G199770, Ag001G092410
OG0001844	As011G266470	Ag005G404910
OG0001845	As001G002450, As001G002440	Ag003G265670, Ag003G266450
OG0001846	As011G264180	Ag005G416590
OG0001846	As001G015540	Ag003G285350
OG0001847	As001G017570	Ag001G101550
OG0001848	As008G187140	Ag004G311930
OG0001849	As001G021660	Ag004G375760, Ag004G375740, Ag004G375730
OG0001850	As001G025970	Ag008G668520
OG0001851	As001G026330, As004G097510	Ag007G654120, Ag008G669260
OG0001852	As004G078430	Ag007G648730
OG0001855	As001G029430	Ag004G361890, Ag003G219370, Ag006G561270
OG0001856	As001G032090	Ag004G379750
OG0001856	As008G185290	Ag004G315210
OG0001857	As002G048690	Ag008G701620
OG0001858	As005G109210	Ag006G497350
OG0001858	As002G035530	Ag005G475780
OG0001859	As002G035950	Ag005G475220
OG0001859	As009G214550	Ag006G498220
OG0001860	As009G213100	Ag006G501110
OG0001861	As002G037140	Ag005G473470
OG0001861	As009G212960	Ag006G501580
OG0001862	As009G211910	Ag006G504810
OG0001862	As002G046460, As002G037820	Ag005G472120
OG0001863	As007G164570	Ag007G586220
OG0001864	As002G046260	Ag001G057530
OG0001865	As002G046430	Ag008G693500
OG0001865	As006G132520	Ag003G251520
OG0001866	As002G046650	Ag008G694080
OG0001866	As006G132650	Ag003G251060
OG0001867	As002G049160	Ag008G702770
OG0001868	As002G051160, As005G109830	Ag008G719670, Ag007G609070
OG0001869	As005G118670	Ag008G733320, Ag004G345670
OG0001869	As002G052660	Ag007G605070
OG0001870	As002G052840	Ag008G732940
OG0001870	As005G118470	Ag007G604900
OG0001871	As005G118300	Ag008G732600
OG0001871	As002G053270	Ag007G604060
OG0001873	As004G079370, As010G237170, As002G053740	Ag007G602490
OG0001874	As002G054100	Ag004G382240, Ag004G382180
OG0001875	As002G054680	Ag007G600850
OG0001875	As009G217400	Ag008G724460
OG0001876	As002G054840	Ag008G725060, Ag002G193210, Ag007G600620
OG0001877	As002G055330	Ag005G454990, Ag005G455100, Ag008G726250, Ag006G508270
OG0001878	As003G055820	Ag006G577560
OG0001878	As004G091220	Ag002G114470, Ag002G122570
OG0001879	As004G089290, As003G056220	Ag006G576510
OG0001879	As003G056320, As012G271310	Ag001G072540
OG0001880	As004G088810	Ag006G575470
OG0001880	As003G056580, As003G056590	Ag006G575460
OG0001881	As010G228130, As003G064030, As003G058940	Ag006G563000
OG0001882	As004G086070	Ag002G132320
OG0001882	As003G059590	Ag006G565790
OG0001883	As004G085890	Ag002G137780, Ag002G138330
OG0001883	As003G059860	Ag006G567200
OG0001884	As007G151870	Ag004G322710
OG0001884	As003G060870	Ag003G207810
OG0001885	As003G062560	Ag006G540570
OG0001885	As004G083710	Ag002G147880
OG0001886	As003G063880	Ag006G535050
OG0001886	As004G080230	Ag002G153380
OG0001887	As003G064240	Ag006G533600
OG0001888	As003G069790, As004G081190	Ag007G582420
OG0001889	As011G265390	Ag005G411070
OG0001889	As003G072760, As003G072740	Ag003G288930
OG0001890	As003G074350	Ag003G292510
OG0001891	As004G079520	Ag003G248320, Ag004G312380
OG0001892	As004G082000	Ag002G158270, Ag007G584090
OG0001893	As004G083760, As004G083800	Ag002G147790
OG0001894	As006G143010, As004G085550	Ag002G184630
OG0001895	As004G091210	Ag002G122580, Ag002G114480, Ag002G114560, Ag002G122700, Ag002G122690
OG0001896	As004G093180	Ag001G043410
OG0001896	As006G141160	Ag005G479660
OG0001897	As011G255780	Ag005G432290
OG0001897	As004G094870	Ag001G038050
OG0001898	As011G254720	Ag005G437430
OG0001898	As004G095870	Ag001G035470
OG0001899	As004G096220	Ag001G034310
OG0001899	As011G254110	Ag005G439430
OG0001900	As004G098200	Ag007G656810
OG0001901	As005G099020	Ag002G206350
OG0001901	As012G288710	Ag001G097970
OG0001902	As005G100030	Ag002G204540
OG0001903	As012G286750	Ag001G093330
OG0001903	As005G101970	Ag002G201220
OG0001904	As012G286660, As005G102050	Ag002G201030
OG0001905	As012G285960	Ag001G091820
OG0001905	As005G103020	Ag002G198810
OG0001906	As012G285370	Ag001G090410
OG0001906	As005G104090	Ag002G196670
OG0001907	As010G222720	Ag001G056180
OG0001908	As009G208110, As005G116440, As005G116410, As005G116450	Ag008G729570, Ag003G284210, Ag003G284230, Ag003G284260, Ag003G284240
OG0001909	As008G198070	Ag004G299530
OG0001910	As006G124200	Ag007G586540
OG0001910	As008G196870	Ag004G301310
OG0001911	As006G125080	Ag007G587880
OG0001911	As008G196240	Ag004G302380
OG0001912	As006G126470	Ag007G590120
OG0001912	As008G194820	Ag004G304120
OG0001913	As008G194510	Ag004G304580
OG0001913	As006G127010	Ag007G590650
OG0001915	As006G127440	Ag007G591450
OG0001915	As008G194000	Ag004G305260
OG0001916	As006G128760	Ag004G306840, Ag007G593820
OG0001917	As006G129560	Ag007G595270
OG0001918	As006G131460, As006G131480	Ag004G343210, Ag004G340590, Ag004G340010, Ag004G340060, Ag004G340130, Ag004G340040, Ag004G339990, Ag004G340030, Ag004G340090, Ag004G340000, Ag004G340050, Ag004G340070, Ag004G340080, Ag004G340110, Ag001G056910, Ag001G056960, Ag001G056940, Ag004G324990
OG0001919	As009G200030	Ag007G613960
