Orthogroup	Aethionema_saxatile	Cochlearia_excelsa
OG0004523	As001G027440	g10394
OG0004524	As001G027910	g10349
OG0004525	As001G029530	g25098
OG0004526	As001G031770, As008G184770	g31385
OG0004527	As002G032370	g7301, g12275
OG0004528	As002G048010, As002G048020, As002G035600, As002G048000	g28552
OG0004529	As002G038860	g7319, g12288
OG0004530	As004G088910	g1287
OG0004530	As002G043980	g10831
OG0004531	As002G047610	g1036, g28529, g39360
OG0004532	As002G047950	g1056
OG0004533	As002G048330, As002G048320	g39341
OG0004534	As002G048480	g28565, g120
OG0004536	As002G049590	g28668
OG0004537	As002G050170	g10303
OG0004538	As002G050780	g29391, g5300
OG0004539	As002G050870	g5310
OG0004540	As002G051190	g29410
OG0004542	As002G052120	g29458
OG0004542	As009G215390	g10055
OG0004543	As002G052580	g45547, g29489
OG0004544	As005G118330, As002G053000	g29504
OG0004545	As002G054050	g45508, g29569
OG0004546	As002G054780	g29601, g5518
OG0004547	As002G055310	g29628
OG0004548	As003G056860	g17478, g47271
OG0004549	As003G056980	g24180
OG0004550	As003G057550	g47298
OG0004551	As003G060550, As004G085190	g17289
OG0004552	As003G061560	g47461
OG0004553	As003G061580	g47463
OG0004554	As003G062110	g17232
OG0004555	As010G223860, As010G223820, As010G223840, As010G223870, As003G062910	g11409
OG0004557	As003G066240	g53976
OG0004558	As003G068490	g32318
OG0004559	As004G081350, As003G069100	g32351, g50474
OG0004560	As003G069170	g32354, g50484
OG0004561	As003G070250	g32413
OG0004562	As003G070690	g50526, g32445
OG0004563	As003G071430	g32497, g27719
OG0004564	As003G071740	g22999
OG0004565	As003G071820	g22991, g47725
OG0004566	As003G072650	g22924
OG0004567	As003G075090	g22718, g25970
OG0004568	As004G076930	g46845
OG0004569	As004G077080	g46833
OG0004570	As004G078450	g47917
OG0004571	As004G078690	g19507
OG0004572	As004G078860	g51500
OG0004573	As004G089620	g40673, g10905
OG0004574	As004G079990	g38009, g51538
OG0004575	As004G081570	g37073
OG0004576	As004G084010	g25766, g25730
OG0004577	As004G084320	g40351, g25741
OG0004578	As004G086090	g25549
OG0004579	As004G086580, As004G086630	g40490
OG0004580	As004G086670	g11053
OG0004581	As004G088710	g40608
OG0004582	As004G089650	g10903
OG0004583	As004G092640	g17612
OG0004584	As004G094170, As004G094230, As004G094130, As004G094150, As004G094120	g17880
OG0004585	As004G095110	g17774, g47036, g24573
OG0004586	As011G254200, As004G096140	g11835
OG0004587	As005G101410	g52266
OG0004588	As005G101990	g37587, g38243
OG0004589	As005G102570	g52183, g37562
OG0004590	As005G102580	g52182, g37561
OG0004591	As005G102610	g52172
OG0004592	As005G103900	g37502
OG0004593	As005G107390	g29857
OG0004594	As005G108270	g5737
OG0004595	As005G112110	g730, g28923
OG0004596	As005G112490	g41380
OG0004597	As005G113240	g28879, g786
OG0004598	As005G113640	g28865, g808
OG0004599	As005G116060	g9824
OG0004600	As005G116670	g9809, g275
OG0004601	As005G117060, As005G117070	g9787
OG0004602	As005G117530	g222
OG0004603	As005G118490	g154, g9716
OG0004604	As005G118570	g9711, g149
OG0004605	As005G119490	g18678, g69
OG0004606	As005G120070	g9638, g19646
OG0004607	As005G120720, As005G120700	g2486, g19318
OG0004609	As006G123070	g39553
OG0004610	As006G125090	g11111
OG0004611	As006G125600	g51325, g37953
OG0004612	As006G127160	g37906, g51254, g39838
OG0004613	As006G129290	g51115, g49572
OG0004614	As006G130790	g36766
OG0004615	As006G130930	g40105
OG0004616	As006G133000, As006G132980	g54308
OG0004617	As006G133180	g18346
OG0004618	As006G133500	g5221
OG0004619	As006G133560	g12725
OG0004620	As006G141990, As006G133730	g7539, g12413, g12986
OG0004621	As006G135760, As009G202400	g12674
OG0004622	As006G135970	g7838
OG0004624	As006G139180	g7687
OG0004625	As006G139360	g12905
OG0004626	As006G139540	g7665
OG0004627	As006G139570	g12508
OG0004628	As006G139900	g7653, g12494
OG0004629	As006G141110, As006G141120	g7594
OG0004630	As006G141420	g12435, g7573
OG0004631	As006G141470	g7570
OG0004632	As006G141630	g12984, g7561
OG0004633	As006G141660	g7558
OG0004634	As006G142290	g51914
OG0004635	As006G142670	g37349
OG0004636	As006G142710	g51871, g37350
OG0004637	As006G142850	g38139, g51861
OG0004638	As006G143330	g51801
OG0004639	As006G144970	g51579
OG0004640	As006G145040	g51584
OG0004641	As006G145410	g51609, g38050
OG0004642	As006G146400	g51651
OG0004643	As006G147190	g38100
OG0004644	As007G152340	g27328
OG0004645	As007G154210, As007G152410	g27331, g31626, g49955
OG0004646	As007G154330	g31736, g27397
OG0004647	As007G154990	g50049, g31788
OG0004648	As007G156100	g50108
OG0004649	As010G236360, As007G157390	g50193
OG0004650	As007G158000	g32018, g27508
OG0004651	As007G159490	g32110, g50293
OG0004652	As007G159630, As007G159640	g32095
OG0004653	As007G159650	g50298, g32097
OG0004654	As007G160410	g32138
OG0004655	As007G163000, As007G165660	g17206
OG0004656	As007G163530	g47522, g23820
OG0004657	As007G163600	g23816, g17192
OG0004658	As007G165800	g17155, g45193
OG0004659	As007G177700	g51034
OG0004661	As008G184680	g49825, g31391
OG0004662	As008G187370	g49724
OG0004663	As008G187730	g49719
OG0004664	As008G188000	g27096, g31214
OG0004665	As008G188240	g31188, g27086
OG0004667	As008G189020	g27060
OG0004668	As008G190320	g49674, g31123
OG0004669	As008G191130	g31097
OG0004670	As008G193050	g31045
OG0004671	As008G195650	g30899, g49469
OG0004672	As009G200150	g45655
OG0004673	As009G202420	g5045
OG0004674	As009G203750	g29013, g4963
OG0004675	As009G203800	g29020
OG0004676	As009G204380	g29048, g41467
OG0004677	As009G204480	g29062
OG0004678	As009G205010	g29094, g4880
OG0004679	As009G205800	g18520
OG0004680	As009G206920	g10157
OG0004681	As009G207210	g10181
OG0004682	As009G207670, As009G207660, As009G207710, As009G207700	g10199, g4640
OG0004683	As009G208820	g10260
OG0004685	As009G209640	g28125, g5248, g29338
OG0004686	As009G212060	g10295
OG0004687	As009G212090	g2027, g18883
OG0004688	As009G212420, As009G212410	g45451, g5602, g29689
OG0004689	As009G213660	g5642, g45425
OG0004690	As009G214620	g45400, g29790, g5688
OG0004691	As009G215110	g35651, g614, g14925, g18555
OG0004692	As009G215150	g611
OG0004693	As009G215480	g10046
OG0004694	As009G217250	g479
OG0004695	As009G218500	g387, g9877
OG0004696	As009G218640	g375
OG0004697	As009G218750	g365, g18604
OG0004698	As009G218840	g362
OG0004699	As009G218920	g357, g18607
OG0004700	As009G219250	g332
OG0004701	As010G220550	g19336
OG0004702	As010G222340	g19440, g19452, g2681
OG0004703	As010G222740	g2715
OG0004704	As010G224140	g19532
OG0004705	As011G257540, As010G226740	g13520
OG0004706	As010G226830	g11503
OG0004707	As010G232320	g45787, g44766
OG0004708	As010G232500	g44764, g45796
OG0004709	As010G232900	g44716
OG0004710	As010G234800	g44622
OG0004711	As010G235100	g45957
OG0004712	As010G237140	g13626
OG0004713	As010G237780	g44438
OG0004715	As010G238050, As010G238040	g27598, g50369
OG0004716	As010G239010	g44515
OG0004717	As010G239890	g50028
OG0004718	As010G242420	g44342
OG0004719	As010G243200	g46541
OG0004720	As010G243480	g46562
OG0004721	As010G243680	g46573
OG0004722	As010G243730	g44288
OG0004723	As010G243830	g44284
OG0004724	As010G243840	g44283
OG0004725	As010G244010	g49941
OG0004727	As011G244720	g12260, g7275
OG0004728	As012G267920	g13154
OG0004730	As011G245970	g12211, g7199
OG0004732	As011G247150	g13230, g7122
OG0004733	As011G247580	g7083
OG0004734	As011G248970	g13271
OG0004735	As011G249420	g54043
OG0004737	As011G250700	g6864
OG0004738	As011G250930	g6855
OG0004739	As012G272860, As011G251110	g13326, g11978
OG0004740	As011G252030	g6761
OG0004741	As011G253470	g6670, g6669
OG0004742	As011G254510	g11817, g6580, g13426
OG0004743	As011G254540	g6579, g13429
OG0004744	As011G255150	g6546, g11763
OG0004745	As011G255330	g6535, g11759
OG0004746	As011G256090	g11733, g6485
OG0004747	As011G256630	g13508, g42982, g5979, g11715
OG0004748	As011G262550, As011G262540	g46064
OG0004749	As011G263460	g13708
OG0004750	As011G266140	g5956
OG0004751	As011G267050	g5911, g13858
OG0004752	As012G268020	g36737
OG0004754	As012G272120	g28054
OG0004755	As012G272400	g36429
OG0004756	As012G273590	g36340
OG0004757	As012G273670	g13472
OG0004758	As012G277580	g1528, g10676
OG0004759	As012G279310	g19163, g2305
OG0004760	As012G279450	g2467, g19305
OG0004761	As012G279480	g19298
OG0004762	As012G281540	g38266
OG0004763	As012G282030	g2190, g19078
OG0004764	As012G282670	g11270, g11266
OG0004765	As012G283070	g2137
OG0004766	As012G283240	g2057
OG0004767	As012G283940	g18987
OG0004768	As012G284140	g2121, g18978
OG0004769	As012G284280	g18974, g2131
OG0004770	As012G289140	g18775
OG0004801	As011G267360, As001G000190	g47661, g23560
OG0004802	As001G000200	g23559, g24087
OG0004803	As001G000240	g16408, g47173
OG0004804	As001G000330	g47672
OG0004805	As001G000920	g23507, g17014
OG0004806	As001G002130	g16989, g23428
OG0004807	As001G002880	g47757
OG0004808	As001G004040	g50910, g43007, g47792
OG0004809	As001G004150	g23303
OG0004811	As001G005970	g16912, g23237
OG0004812	As001G006400	g23246
OG0004813	As001G007090	g47832
OG0004814	As001G013570	g18198, g47869
OG0004815	As001G014410	g23064, g47891
OG0004816	As001G016270, As001G016260, As001G016300	g50611
OG0004817	As004G083110, As001G017700	g24326
OG0004818	As001G017790	g17569, g24331
OG0004819	As001G018060	g17584
OG0004820	As001G018530	g43881
OG0004821	As001G018760	g31153
OG0004822	As008G186200	g27147
OG0004822	As001G021650	g40969
OG0004823	As001G021690	g40966, g44178
OG0004824	As001G022350	g10813
OG0004825	As008G182410, As001G022410	g10809
OG0004826	As001G023400	g10723
OG0004827	As001G025020	g10594
OG0004828	As001G025450	g10563
OG0004829	As001G025570	g10553
OG0004830	As004G097530, As001G026310	g46663
OG0004831	As001G026350	g16555
OG0004832	As001G026590, As005G119760	g10466
OG0004833	As001G027610	g10373, g4233
OG0004834	As001G027630	g10371
OG0004835	As001G027750	g10363
OG0004836	As001G027800, As004G078240	g10357
OG0004837	As001G028020	g10334
OG0004838	As001G028180	g10313
OG0004839	As001G028190	g10311
OG0004840	As001G028760	g44977
OG0004841	As001G031140	g40796
OG0004842	As001G031750	g44241
OG0004843	As008G185240, As001G032070	g49801
OG0004844	As002G033080	g51988
OG0004845	As002G034250	g7495
OG0004847	As002G035930	g7426
OG0004848	As002G037420	g7372
OG0004849	As002G038820	g7317, g12289
OG0004850	As007G164360, As002G042970	g28317, g1341
OG0004851	As002G043200	g28324
OG0004852	As002G043810, As009G209900	g1311, g28354
OG0004853	As002G044150	g41219
OG0004854	As002G044600	g41241
OG0004855	As002G044650	g28395
OG0004856	As002G044980	g28398
OG0004857	As002G045730	g936, g36082
OG0004858	As002G046440	g39404, g970
OG0004859	As002G046640	g28494
OG0004860	As002G048650	g39329, g1094
OG0004861	As002G049390	g1130
OG0004862	As002G049870, As010G227590	g1150
OG0004863	As002G050320	g5276
OG0004864	As002G050440	g5285, g29368
OG0004865	As002G050480	g29382, g5287
OG0004866	As002G050490	g5288, g29381
OG0004868	As002G051860, As009G201870	g45699
OG0004869	As002G052150	g5391, g29462
OG0004870	As002G052750	g5408, g45543, g29494
OG0004871	As005G118010, As002G053290	g29525
OG0004872	As002G053820	g5455
OG0004873	As003G055900	g24252, g47215, g47220
OG0004874	As004G089050	g40636
OG0004875	As003G056530	g47258, g17491
OG0004876	As003G056620, As004G088760	g40611, g10948
OG0004877	As003G057300	g47289
OG0004878	As003G057320	g47290
OG0004879	As003G057800	g24126
OG0004880	As003G058210	g24076
OG0004881	As003G058480	g24065
OG0004882	As003G058730	g47347
OG0004883	As003G059030	g17366, g47364
OG0004884	As003G059460	g24013
OG0004885	As003G059780	g29115
OG0004886	As003G059800	g23987
OG0004887	As003G059840	g23986, g47401
OG0004888	As003G060430	g23959, g47423
OG0004889	As003G060940	g17274
OG0004890	As003G061450	g47457, g23890
OG0004891	As003G061960	g23864, g17250, g47478
OG0004894	As003G065660	g28120, g36229
OG0004895	As003G067740	g50447, g50444, g27643
OG0004896	As003G068660	g50450
OG0004897	As003G068770	g50459
OG0004898	As012G275180	g50528
OG0004899	As003G070960	g45379
OG0004900	As003G072940	g22905
OG0004901	As003G073810	g22827
OG0004902	As003G074050	g22811
OG0004903	As007G180230	g50903
OG0004903	As003G074530	g18298
OG0004904	As003G076520	g18366
OG0004905	As004G079710	g51513
OG0004906	As004G086100	g10832, g40729
OG0004907	As004G086370	g25538
OG0004908	As004G087110, As004G089370, As004G089390	g40509, g11035
OG0004910	As004G088520	g10959, g40596
OG0004911	As011G262950, As004G088540	g40597
OG0004912	As004G089270	g40652
OG0004913	As004G090260	g10852, g40714
OG0004914	As004G090350	g10890
OG0004915	As004G090850	g10862
OG0004916	As004G093460	g11674
OG0004917	As004G095730, As012G270330	g47056
OG0004918	As004G096130	g17700, g17701, g17699
OG0004919	As004G097840	g46824, g46815
OG0004920	As004G098270	g9686
OG0004921	As012G288850	g18752
OG0004921	As005G098730	g37769
OG0004922	As005G099440, As012G288450	g1755, g18790
OG0004923	As005G100860	g6695
OG0004924	As005G100960	g31538, g49910
OG0004925	As012G287450, As005G101030	g1858
OG0004926	As005G101090	g37639
OG0004927	As005G101280	g52279
OG0004928	As005G101340	g37626, g52274
OG0004929	As005G102400	g37564
OG0004930	As005G103690	g37512
OG0004930	As005G103650	g37513
OG0004932	As005G104320	g38202, g37476
OG0004933	As005G104880	g37447
OG0004934	As005G105190, As012G284310	g52040
OG0004935	As007G164940, As007G164950, As005G107250, As005G107260, As005G107240, As005G107230	g23747
OG0004936	As005G107480	g5789
OG0004937	As005G108370	g5727
OG0004938	As005G108800	g52168
OG0004939	As005G109120	g29803, g45387, g16335, g16338, g16343, g17943, g24741
OG0004940	As005G111070	g28947, g41405
OG0004941	As005G111180	g673
OG0004942	As005G112060	g28925
OG0004943	As005G112360	g741, g41384
OG0004944	As005G113020	g28890
OG0004945	As005G113300	g791
OG0004946	As005G113780	g817, g28853
OG0004947	As005G113910	g18092, g11110
OG0004948	As005G114610	g41312, g28787
OG0004949	As005G115090	g1265
OG0004950	As005G115760	g1259
OG0004951	As005G115840	g1237
OG0004952	As005G116130	g9821
OG0004953	As005G116150	g50780, g37669
OG0004954	As005G116380	g295
OG0004955	As005G117550	g9758, g221
OG0004956	As005G118410	g159
OG0004957	As005G118630	g18666
OG0004958	As005G118700	g9701
OG0004959	As005G118850	g127, g9696
OG0004960	As005G119160	g99
OG0004961	As005G119230	g93, g9674
OG0004962	As005G119600	g64
OG0004963	As005G119980	g39
OG0004964	As010G220480, As005G120450	g19333
OG0004965	As006G121990	g25395, g39471
OG0004966	As006G124550	g39690
OG0004967	As008G196340	g49446
OG0004968	As006G125250	g39741
OG0004969	As006G126170	g51307
OG0004970	As006G127960	g39902
OG0004971	As006G128010	g51217, g39908
OG0004972	As006G128270	g39927
OG0004973	As006G128640	g37881
OG0004974	As006G128740	g37877
OG0004975	As006G129710	g40026, g37842
OG0004976	As006G130190	g40075, g53438
OG0004977	As006G130530	g40144
OG0004978	As006G133540, As009G199820	g45634
OG0004979	As006G133750	g12415
OG0004981	As006G134770	g7924
OG0004982	As009G202500, As006G135830	g7854
OG0004983	As006G136020	g5017
OG0004985	As006G138770	g4790
OG0004986	As009G205410, As006G139410	g10104, g4859
OG0004988	As006G139830, As009G204740	g7658, g12497
OG0004989	As006G140070, As012G283670	g18998, g2083
OG0004990	As006G140740	g12948
OG0004991	As006G141260	g12975, g12437, g7582
OG0004992	As006G141680	g7557, g12997
OG0004993	As006G141950	g12987
OG0004994	As006G142580	g51879, g37355
OG0004995	As006G142980	g51842, g37341
OG0004996	As006G143310	g51810
OG0004997	As006G143760	g2239, g19129, g11283
OG0004998	As006G144480	g38023, g51555
OG0004999	As006G144570	g37147, g38025
OG0005000	As006G144590	g32377
OG0005001	As006G147050	g51686
OG0005002	As006G147700	g51694, g37251
OG0005003	As006G147990	g37258
OG0005005	As007G151970	g31591, g49935
OG0005006	As007G153190	g31663, g27350
OG0005007	As007G154040, As007G153880	g31708
OG0005008	As007G153990	g50008, g31716
OG0005009	As007G154750	g31744, g50026
OG0005010	As007G154930	g31786, g27409
OG0005011	As007G155560	g31824
OG0005012	As007G156050	g50104, g31886
OG0005013	As007G158050	g46390
OG0005014	As007G158130	g32020, g27513
OG0005015	As007G158650	g27524
OG0005016	As007G160000	g32078
OG0005017	As007G160010	g17892
OG0005018	As007G160180	g32115
OG0005020	As010G232330	g50366, g32160
OG0005021	As007G161470, As007G163920	g32212, g50388
OG0005022	As007G161710	g32240, g50395
OG0005023	As007G161950	g32255
OG0005024	As007G162060, As010G228460	g44908
OG0005025	As007G163520	g17196
OG0005026	As007G164830	g23764
OG0005027	As007G176570	g23202
OG0005029	As008G183630	g49893
OG0005030	As008G184850	g46558
OG0005031	As008G184860	g31380
OG0005032	As008G185200	g49806
OG0005034	As008G187000	g27122
OG0005035	As008G187350	g27108
OG0005036	As008G187850	g49722
OG0005037	As008G188970	g31158
OG0005038	As008G190460	g51487
OG0005039	As008G190580	g49607, g27024
OG0005040	As008G190680	g31122, g49685
OG0005041	As008G193840	g49542
OG0005042	As008G193930, As008G193940	g49539
OG0005043	As008G194160	g49530, g30971, g30966
OG0005044	As008G195190	g30914
OG0005045	As008G195270, As008G195280	g49486
OG0005046	As008G197560	g30801
OG0005047	As008G198960	g44113, g36008, g35172, g49327, g30745, g3709
OG0005050	As009G200820	g5135
OG0005051	As009G201840	g45713
OG0005052	As009G201920	g5071, g45716
OG0005053	As009G202060	g5060, g45720
OG0005054	As009G202510	g45736
OG0005055	As009G203120	g29145
OG0005056	As009G203200	g4994, g29142
OG0005057	As009G203710	g29009, g29007
OG0005058	As009G204170	g4932, g29038
OG0005059	As009G204310	g29045
OG0005060	As009G204730	g29077
OG0005061	As009G205060	g29099, g41434
OG0005062	As009G205390	g10103, g4860
OG0005063	As009G206840	g18504
OG0005064	As009G206910	g4716
OG0005065	As009G207370	g4669, g10186
OG0005066	As009G207390	g10234
OG0005067	As009G208350	g10223
