Orthogroup	Aethionema_saxatile	Brassica_oleracea
OG0004065	As011G253220	XP_013608020.1, XP_013638727.1, XP_013622858.1
OG0004066	As011G254320	XP_013585164.1, XP_013625286.1
OG0004067	As011G256390	XP_013599087.1
OG0004068	As011G262720	XP_013592961.1, XP_013609360.1
OG0004069	As012G273000	XP_013597459.1, XP_013603197.1, XP_013590120.1
OG0004070	As012G282310	XP_013631458.1, XP_013637845.1, XP_013623498.1
OG0004071	As012G283350	XP_013599731.1, XP_013633658.1, XP_013589342.1
OG0004072	As012G284150	XP_013635388.1, XP_013627257.1
OG0004073	As012G285330	XP_013599763.1, XP_013632240.1, XP_013590602.1
OG0004092	As001G002580	XP_013598031.1, XP_013623298.1, XP_013598712.1
OG0004093	As001G003020	XP_013607016.1
OG0004094	As001G012290	XP_013627221.1
OG0004095	As001G012460	XP_013627511.1
OG0004096	As001G014080	XP_013625058.1, XP_013595908.1
OG0004097	As001G019550	XP_013612439.1
OG0004098	As001G019910, As008G187860	XP_013602848.1, XP_013587345.1, XP_013601940.1
OG0004099	As001G022420	XP_013618988.1, XP_013596323.1
OG0004100	As001G027270	XP_013620299.1, XP_013617823.1, XP_013598415.1
OG0004101	As001G029080	XP_013626225.1, XP_013612029.1
OG0004102	As004G098370	XP_013592163.1
OG0004103	As002G037810, As002G037800, As002G037790	XP_013587093.1, XP_013586402.1, XP_013628025.1
OG0004104	As002G043900	XP_013619049.1, XP_013623470.1
OG0004105	As002G046100	XP_013622963.1, XP_013613033.1
OG0004106	As002G046540, As009G207520	XP_013620737.1, XP_013612424.1, XP_013629162.1
OG0004107	As002G046780	XP_013622943.1, XP_013637524.1
OG0004108	As002G047980	XP_013611730.1, XP_013620739.1, XP_013629814.1
OG0004109	As002G052000	XP_013609113.1, XP_013620110.1
OG0004110	As002G053550	XP_013609610.1, XP_013629548.1, XP_013613170.1, XP_013612860.1
OG0004111	As002G054640	XP_013609899.1
OG0004112	As002G055140	XP_013618468.1
OG0004112	As009G218120	XP_013593124.1
OG0004113	As004G088410, As003G057000	XP_013596822.1, XP_013616574.1, XP_013627457.1
OG0004114	As003G057030, As004G088400	XP_013598894.1, XP_013629669.1, XP_013607810.1
OG0004115	As003G057230	XP_013597006.1
OG0004116	As003G058820	XP_013619811.1, XP_013586964.1
OG0004117	As003G059100	XP_013588515.1, XP_013627029.1, XP_013596705.1, XP_013624854.1
OG0004118	As003G059740	XP_013598194.1, XP_013632372.1
OG0004119	As003G062860	XP_013591842.1
OG0004120	As003G063760	XP_013639795.1, XP_013622556.1, XP_013598898.1
OG0004121	As003G064620	XP_013590491.1
OG0004122	As004G082890, As003G064780	XP_013586119.1, XP_013605015.1, XP_013606726.1
OG0004123	As003G069730	XP_013627101.1, XP_013596756.1
OG0004124	As003G071390	XP_013603555.1, XP_013600250.1
OG0004125	As003G072870	XP_013626635.1, XP_013597637.1, XP_013639186.1
OG0004126	As003G073720	XP_013633746.1, XP_013615046.1
OG0004127	As003G073890	XP_013592943.1, XP_013629811.1
OG0004128	As003G076290	XP_013597982.1
OG0004129	As004G078290	XP_013586883.1
OG0004130	As004G078500	XP_013613545.1, XP_013593005.1, XP_013610833.1
OG0004131	As011G267420, As004G079300	XP_013602723.1
OG0004132	As004G081620	XP_013634866.1
OG0004133	As004G082180	XP_013609974.1, XP_013634652.1
OG0004134	As004G082540	XP_013609147.1, XP_013588229.1
OG0004135	As004G084160	XP_013604591.1
OG0004136	As004G084940	XP_013606134.1, XP_013625689.1, XP_013618099.1, XP_013619201.1
OG0004137	As004G089940	XP_013612520.1, XP_013593756.1, XP_013610850.1
OG0004138	As004G095680	XP_013624955.1, XP_013592537.1, XP_013605143.1
OG0004140	As005G099510	XP_013622297.1, XP_013632008.1, XP_013637154.1
OG0004141	As005G099950, As012G288140	XP_013635752.1, XP_013628031.1, XP_013635701.1
OG0004142	As005G103000	XP_013630933.1
OG0004143	As005G103610	XP_013633831.1, XP_013628502.1, XP_013632051.1
OG0004145	As005G104470	XP_013634902.1, XP_013626465.1, XP_013634566.1
OG0004146	As005G104830	XP_013604799.1
OG0004147	As005G112540	XP_013622649.1
OG0004148	As005G113170	XP_013615684.1, XP_013615282.1, XP_013621776.1, XP_013606265.1
OG0004149	As005G113840	XP_013618910.1
OG0004151	As005G115870	XP_013620709.1, XP_013612009.1, XP_013630363.1
OG0004152	As005G117090	XP_013618930.1, XP_013626138.1
OG0004153	As006G121660	XP_013620694.1
OG0004154	As006G122110	XP_013606024.1, XP_013629067.1
OG0004155	As006G122150	XP_013610976.1, XP_013619716.1, XP_013627610.1
OG0004156	As006G123180	XP_013625872.1, XP_013619176.1, XP_013610309.1
OG0004158	As006G124850	XP_013614300.1
OG0004159	As008G196350	XP_013600201.1, XP_013583662.1, XP_013602172.1
OG0004160	As006G126710	XP_013634919.1, XP_013627364.1, XP_013635004.1
OG0004161	As006G126870	XP_013636300.1, XP_013636299.1, XP_013628308.1
OG0004162	As006G128050	XP_013630098.1
OG0004163	As006G128110	XP_013627280.1, XP_013634615.1, XP_013635260.1
OG0004164	As006G128260	XP_013631143.1
OG0004165	As006G129050	XP_013634367.1, XP_013603587.1, XP_013603029.1
OG0004166	As006G131720	XP_013636842.1
OG0004167	As006G132450	XP_013618284.1, XP_013600668.1, XP_013598498.1
OG0004169	As006G136100	XP_013627340.1, XP_013583686.1, XP_013618934.1
OG0004170	As006G137240	XP_013621806.1, XP_013585842.1, XP_013629573.1
OG0004171	As006G137640	XP_013612402.1, XP_013598296.1
OG0004172	As006G138260	XP_013584173.1, XP_013629911.1, XP_013586447.1
OG0004173	As009G206620	XP_013612826.1
OG0004173	As006G138350	XP_013585527.1
OG0004174	As006G141250	XP_013594485.1, XP_013628394.1, XP_013586889.1
OG0004175	As006G142360	XP_013625780.1, XP_013634442.1, XP_013632162.1
OG0004176	As006G146830	XP_013635930.1, XP_013626547.1, XP_013635925.1
OG0004177	As006G147500	XP_013633912.1, XP_013621882.1
OG0004178	As007G152740	XP_013604405.1, XP_013604601.1
OG0004179	As007G155390	XP_013603569.1, XP_013638886.1
OG0004180	As010G237660, As007G156240	XP_013597351.1, XP_013584395.1
OG0004181	As007G156800	XP_013587712.1
OG0004182	As010G233100, As007G158660	XP_013620326.1, XP_013592871.1
OG0004184	As007G163160	XP_013604671.1, XP_013597152.1, XP_013599503.1
OG0004185	As007G163590	XP_013593838.1, XP_013600407.1, XP_013605916.1
OG0004186	As007G163940	XP_013626735.1, XP_013608972.1
OG0004187	As007G164400	XP_013596737.1, XP_013590543.1, XP_013605447.1
OG0004188	As007G179030, As007G179010	XP_013618841.1
OG0004189	As008G184410	XP_013601063.1
OG0004190	As008G184700, As008G184690	XP_013602816.1, XP_013602269.1, XP_013583723.1
OG0004192	As008G197350	XP_013604417.1, XP_013605002.1
OG0004193	As009G201990	XP_013619485.1, XP_013610478.1
OG0004194	As009G202240	XP_013610844.1, XP_013628190.1
OG0004195	As009G203180	XP_013612089.1, XP_013621793.1
OG0004196	As009G205970	XP_013598189.1, XP_013618676.1
OG0004197	As009G211300	XP_013609484.1, XP_013618813.1, XP_013626872.1
OG0004198	As009G214930	XP_013597925.1, XP_013597922.1, XP_013614298.1
OG0004199	As009G215090, As009G215070	XP_013600187.1
OG0004200	As009G216370	XP_013598155.1
OG0004201	As009G217150	XP_013610924.1
OG0004203	As009G218930	XP_013622001.1, XP_013618121.1
OG0004204	As010G223320	XP_013625100.1
OG0004204	As009G219070	XP_013630135.1
OG0004205	As009G219810	XP_013628803.1, XP_013628807.1, XP_013606418.1
OG0004206	As010G221690	XP_013603263.1
OG0004207	As010G225090, As010G225080, As010G225100, As010G225060, As010G225070	XP_013627823.1
OG0004208	As010G233390	XP_013590588.1
OG0004209	As010G234300	XP_013592444.1, XP_013619969.1, XP_013591283.1
OG0004210	As010G234490	XP_013595963.1, XP_013614794.1, XP_013592022.1, XP_013587921.1
OG0004211	As010G234890	XP_013589949.1
OG0004212	As010G235670	XP_013591579.1, XP_013620924.1, XP_013591752.1
OG0004213	As010G239270	XP_013620549.1, XP_013591195.1, XP_013588111.1
OG0004214	As010G240480	XP_013619481.1, XP_013615925.1, XP_013588076.1
OG0004215	As010G241600, As010G241620	XP_013590840.1, XP_013590351.1
OG0004216	As010G243430	XP_013590930.1, XP_013590742.1, XP_013619321.1
OG0004217	As011G244640	XP_013628743.1, XP_013605540.1
OG0004218	As011G247420	XP_013627392.1, XP_013638698.1
OG0004219	As011G247730	XP_013584331.1, XP_013623458.1, XP_013584129.1
OG0004220	As011G248180, As012G270710	XP_013636756.1, XP_013628987.1, XP_013586167.1
OG0004221	As011G250150	XP_013613959.1
OG0004222	As011G250290, As011G250280, As012G273090	XP_013622895.1
OG0004223	As011G251120	XP_013615388.1, XP_013622795.1, XP_013622983.1
OG0004224	As011G251370, As012G272690	XP_013623011.1, XP_013608466.1, XP_013586368.1
OG0004225	As011G251650	XP_013638501.1, XP_013622734.1, XP_013618462.1
OG0004226	As011G253300	XP_013607928.1, XP_013638597.1, XP_013621944.1
OG0004227	As011G253800	XP_013625718.1, XP_013638842.1
OG0004228	As011G253810	XP_013626692.1, XP_013585029.1, XP_013589017.1
OG0004229	As011G254240	XP_013615501.1
OG0004230	As011G254340	XP_013607554.1, XP_013628371.1, XP_013585470.1
OG0004231	As011G254780	XP_013625836.1, XP_013635805.1, XP_013583681.1
OG0004232	As011G255480	XP_013595274.1
OG0004233	As011G255710	XP_013596387.1, XP_013626743.1, XP_013587170.1
OG0004234	As011G264880	XP_013597192.1, XP_013610365.1, XP_013627198.1
OG0004235	As011G265830	XP_013629796.1, XP_013615462.1
OG0004236	As011G266690	XP_013599064.1, XP_013600517.1
OG0004237	As011G267270, As011G267280	XP_013588228.1, XP_013600047.1
OG0004238	As012G267910	XP_013588686.1, XP_013632114.1, XP_013590081.1, XP_013622294.1
OG0004239	As012G268080	XP_013629241.1
OG0004240	As012G269260	XP_013588058.1, XP_013591757.1, XP_013623149.1
OG0004241	As012G269460	XP_013592735.1
OG0004242	As012G269770	XP_013592409.1, XP_013592129.1, XP_013613489.1
OG0004243	As012G269900	XP_013629699.1, XP_013592097.1
OG0004244	As012G271830	XP_013591056.1, XP_013584840.1, XP_013627057.1
OG0004245	As012G273560, As012G273570	XP_013615701.1, XP_013588311.1
OG0004246	As012G280620, As012G273950	XP_013590562.1, XP_013598914.1
OG0004247	As012G274970	XP_013626127.1, XP_013632272.1, XP_013634274.1, XP_013634031.1
OG0004248	As012G275400, As012G276260	XP_013623370.1
OG0004251	As012G283920	XP_013634041.1, XP_013602949.1, XP_013590585.1
OG0004252	As012G284390	XP_013633448.1, XP_013605117.1
OG0004253	As012G286840	XP_013636937.1
OG0004254	As012G287640	XP_013605040.1
OG0004255	As012G288240	XP_013636366.1, XP_013604904.1
OG0004275	As001G000870	XP_013602636.1, XP_013583332.1, XP_013595540.1
OG0004276	As001G002160	XP_013637220.1
OG0004277	As011G265640, As001G002210	XP_013606073.1, XP_013598520.1
OG0004279	As001G003660	XP_013627406.1, XP_013596764.1, XP_013591387.1
OG0004280	As001G006810	XP_013601429.1, XP_013598439.1
OG0004281	As001G013770	XP_013584346.1, XP_013596513.1, XP_013626599.1
OG0004282	As001G014300	XP_013599663.1, XP_013622408.1, XP_013593652.1
OG0004283	As001G015050	XP_013627252.1, XP_013624884.1, XP_013596449.1, XP_013620327.1
OG0004284	As001G015880	XP_013586699.1
OG0004285	As001G016710	XP_013600050.1, XP_013585474.1, XP_013637970.1
OG0004286	As001G018890, As001G018880	XP_013613581.1
OG0004287	As001G022460	XP_013596551.1, XP_013621400.1, XP_013607853.1
OG0004288	As001G023610	XP_013619348.1, XP_013596699.1
OG0004289	As001G024600	XP_013616617.1, XP_013593948.1, XP_013610410.1
OG0004290	As001G026120	XP_013612900.1
OG0004291	As001G026380, As011G255770	XP_013593561.1, XP_013607952.1, XP_013626379.1
OG0004292	As001G027050	XP_013619355.1, XP_013596796.1, XP_013609948.1
OG0004293	As001G030010	XP_013621300.1, XP_013590407.1
OG0004294	As001G030160	XP_013636603.1, XP_013637533.1
OG0004295	As002G033190	XP_013626285.1, XP_013634819.1, XP_013637035.1
OG0004296	As002G035220	XP_013583545.1, XP_013603799.1, XP_013629974.1
OG0004297	As002G037050	XP_013628413.1, XP_013624032.1, XP_013586958.1
OG0004298	As006G130640, As002G037710	XP_013587092.1, XP_013622662.1, XP_013586295.1
OG0004299	As007G162270, As002G042660	XP_013616171.1, XP_013622192.1, XP_013606608.1
OG0004300	As002G043250	XP_013615015.1, XP_013613914.1
OG0004301	As002G043300	XP_013628653.1
OG0004302	As002G043550	XP_013618507.1, XP_013622693.1, XP_013611555.1
OG0004303	As002G047780	XP_013600417.1, XP_013606340.1
OG0004304	As002G049650	XP_013620059.1, XP_013629231.1, XP_013611386.1
OG0004306	As006G141850, As002G051270	XP_013606814.1, XP_013630111.1, XP_013621111.1
OG0004307	As002G051350	XP_013613141.1, XP_013630678.1
OG0004309	As002G054450	XP_013606878.1, XP_013620089.1
OG0004310	As002G054710	XP_013625394.1, XP_013615533.1, XP_013612993.1
OG0004312	As003G056690	XP_013627483.1
OG0004313	As003G057420	XP_013597347.1, XP_013627642.1, XP_013615236.1, XP_013596742.1
OG0004314	As003G058230	XP_013597839.1, XP_013595793.1, XP_013627759.1
OG0004315	As003G058610	XP_013600903.1, XP_013596196.1, XP_013622373.1
OG0004316	As003G058920	XP_013596661.1, XP_013627286.1, XP_013615754.1, XP_013590924.1, XP_013606150.1
OG0004317	As003G059020	XP_013586643.1
OG0004318	As003G060620	XP_013629300.1, XP_013593454.1
OG0004319	As003G060790, As003G060800	XP_013595645.1, XP_013584414.1, XP_013624844.1
OG0004321	As003G062130	XP_013617469.1, XP_013625331.1, XP_013595236.1
OG0004322	As003G062240, As010G221830	XP_013614822.1, XP_013628246.1
OG0004323	As003G063810	XP_013629522.1
OG0004324	As006G145530, As003G067450	XP_013586211.1, XP_013632173.1, XP_013623268.1
OG0004326	As003G070110	XP_013626887.1, XP_013584916.1, XP_013596564.1, XP_013615852.1, XP_013596548.1
OG0004327	As003G071060	XP_013587022.1, XP_013628627.1, XP_013598270.1
OG0004328	As003G071160	XP_013586165.1, XP_013592991.1, XP_013599893.1
OG0004329	As003G071370, As003G071360	XP_013635028.1, XP_013635358.1, XP_013603619.1
OG0004330	As003G072100	XP_013602796.1
OG0004331	As003G073090	XP_013639236.1, XP_013626004.1, XP_013596139.1
OG0004332	As003G073170	XP_013617177.1, XP_013595741.1, XP_013634524.1, XP_013625680.1
OG0004333	As004G083380	XP_013612051.1, XP_013620654.1
OG0004335	As004G087240	XP_013606074.1
OG0004336	As004G091550	XP_013625387.1
OG0004337	As004G091730	XP_013597610.1
OG0004338	As004G092930	XP_013631833.1, XP_013627005.1
OG0004339	As004G095500, As011G255130	XP_013602301.1, XP_013637417.1
OG0004341	As004G095920	XP_013587870.1, XP_013600708.1
OG0004342	As012G267840, As011G267630, As004G098550	XP_013625030.1
OG0004343	As012G288780, As005G098860	XP_013634903.1
OG0004344	As005G099940	XP_013627247.1, XP_013634708.1, XP_013634764.1
OG0004345	As005G100750	XP_013621759.1, XP_013632135.1, XP_013636858.1
OG0004346	As005G100950	XP_013627519.1
OG0004347	As005G102940	XP_013633862.1, XP_013591778.1
OG0004348	As005G104170	XP_013635790.1, XP_013632282.1, XP_013626713.1
OG0004349	As005G104940	XP_013591821.1
OG0004350	As005G110660	XP_013628815.1, XP_013611556.1, XP_013620589.1
OG0004351	As006G142910, As005G111560	XP_013634399.1
OG0004352	As005G111570	XP_013631292.1, XP_013631293.1, XP_013634741.1, XP_013626623.1
OG0004353	As010G226220, As010G226230, As005G113390	XP_013618994.1, XP_013627314.1, XP_013610715.1
OG0004354	As005G115740	XP_013623379.1, XP_013615985.1, XP_013607018.1
OG0004355	As005G116660	XP_013619656.1, XP_013625997.1
OG0004356	As005G117010	XP_013618319.1, XP_013611316.1, XP_013629957.1
OG0004357	As005G118520	XP_013630182.1, XP_013609689.1
OG0004358	As005G119610	XP_013596559.1, XP_013610045.1, XP_013619019.1
OG0004359	As005G119720	XP_013599239.1, XP_013612894.1, XP_013616311.1
OG0004360	As008G199550	XP_013595391.1, XP_013601040.1
OG0004361	As006G121370	XP_013621813.1, XP_013612642.1, XP_013595804.1
OG0004362	As006G123980	XP_013600487.1, XP_013637762.1
OG0004363	As006G125290	XP_013630855.1, XP_013630601.1, XP_013631269.1
OG0004364	As008G196110, As006G125340	XP_013629862.1, XP_013637064.1, XP_013631191.1
OG0004365	As006G127270, As008G194240	XP_013605057.1, XP_013638922.1, XP_013600756.1
OG0004366	As006G127430	XP_013633966.1, XP_013625135.1, XP_013634535.1
OG0004367	As006G127590	XP_013635762.1, XP_013585246.1
OG0004368	As006G128080	XP_013633557.1, XP_013630357.1, XP_013636698.1
OG0004369	As006G128150	XP_013622731.1, XP_013631459.1, XP_013631486.1
OG0004370	As006G128230, As006G128220	XP_013626729.1, XP_013633319.1, XP_013632665.1
OG0004372	As009G206020, As006G132780	XP_013638948.1, XP_013586677.1
OG0004373	As006G135750	XP_013585868.1, XP_013632857.1, XP_013622494.1
OG0004374	As006G138530	XP_013622414.1, XP_013614825.1, XP_013626732.1
OG0004375	As009G206280, As006G138610, As006G138590	XP_013606725.1, XP_013616688.1
OG0004376	As006G138730	XP_013625478.1, XP_013638598.1, XP_013630781.1
OG0004377	As006G139470	XP_013635140.1, XP_013585406.1
OG0004378	As006G139690	XP_013627088.1, XP_013588252.1, XP_013585010.1
OG0004379	As006G140010	XP_013623284.1, XP_013638316.1
OG0004380	As006G141010	XP_013630562.1, XP_013638183.1, XP_013620541.1
OG0004381	As006G144560	XP_013631649.1, XP_013631837.1, XP_013625114.1
OG0004382	As006G144700	XP_013632300.1, XP_013625543.1
OG0004383	As006G145490	XP_013630969.1, XP_013615539.1, XP_013632512.1
OG0004384	As006G146160	XP_013633596.1
OG0004385	As007G152550, As007G152530	XP_013603184.1, XP_013586551.1, XP_013605598.1
OG0004386	As010G240780, As007G154150	XP_013605567.1, XP_013599580.1, XP_013587549.1
OG0004387	As007G154430	XP_013591691.1, XP_013605286.1
OG0004388	As007G154920	XP_013586521.1
OG0004389	As007G155160	XP_013602606.1, XP_013601795.1, XP_013602776.1, XP_013584516.1
OG0004390	As007G157430	XP_013614615.1, XP_013587395.1
OG0004391	As010G234860	XP_013590555.1, XP_013592229.1
OG0004391	As007G158670	XP_013620329.1
OG0004392	As007G159020	XP_013585215.1
OG0004393	As007G160690, As007G160670	XP_013596407.1, XP_013627343.1, XP_013584457.1
OG0004394	As007G161540	XP_013596517.1, XP_013625664.1
OG0004395	As007G163610	XP_013599336.1, XP_013610553.1
OG0004396	As007G178290	XP_013631150.1, XP_013627824.1
OG0004398	As008G184470	XP_013587308.1, XP_013605526.1, XP_013605478.1
OG0004399	As008G184550	XP_013604070.1, XP_013601061.1, XP_013586082.1
OG0004400	As008G185490	XP_013604774.1, XP_013602441.1
OG0004401	As008G186530	XP_013602467.1, XP_013583829.1
OG0004402	As008G186970	XP_013603270.1, XP_013584792.1
OG0004403	As008G187820	XP_013601939.1, XP_013604837.1, XP_013587343.1
OG0004404	As008G189000	XP_013639140.1
OG0004405	As008G191210	XP_013600001.1
OG0004406	As008G191790	XP_013601016.1, XP_013585864.1
OG0004407	As009G201360	XP_013628550.1, XP_013614398.1, XP_013618924.1
OG0004408	As009G202170	XP_013629504.1, XP_013621079.1, XP_013612039.1
OG0004409	As009G202800	XP_013622729.1, XP_013611199.1, XP_013620314.1
OG0004410	As009G204440	XP_013616849.1, XP_013627839.1, XP_013610637.1
OG0004411	As009G204520	XP_013611639.1
OG0004412	As009G205510	XP_013609802.1, XP_013619430.1, XP_013596421.1
OG0004413	As009G206130	XP_013618231.1, XP_013611184.1, XP_013593714.1
OG0004414	As009G209000	XP_013619729.1, XP_013596653.1, XP_013610698.1
OG0004415	As009G212570	XP_013614275.1, XP_013623760.1
OG0004416	As009G215230	XP_013598944.1, XP_013607137.1, XP_013621016.1
OG0004417	As009G216580	XP_013624919.1, XP_013596140.1
OG0004418	As009G217040	XP_013609680.1, XP_013596040.1
OG0004419	As009G217350	XP_013595210.1
OG0004420	As009G217950	XP_013616705.1, XP_013595539.1, XP_013613339.1
OG0004421	As010G221640	XP_013629286.1, XP_013600131.1
OG0004423	As010G232750	XP_013590933.1
OG0004424	As010G233230	XP_013588826.1, XP_013616380.1, XP_013589763.1
OG0004425	As010G233630	XP_013621428.1, XP_013588173.1
OG0004426	As010G234750	XP_013619652.1, XP_013591068.1, XP_013590754.1
OG0004427	As010G234950	XP_013589975.1
OG0004428	As010G237990	XP_013590576.1
OG0004429	As010G238940, As010G238950	XP_013618982.1, XP_013591989.1
OG0004430	As010G238980	XP_013590607.1
