Orthogroup	Aethionema_saxatile	Arabidopsis_lyrata_Rawat
OG0004881	As003G058480	AL7G33630
OG0004882	As003G058730	AL7G33370
OG0004883	As003G059030	AL7G33000
OG0004884	As003G059460	AL7G32630
OG0004885	As003G059780	AL6G30930
OG0004886	As003G059800	AL7G32170
OG0004887	As003G059840	AL7G32140
OG0004888	As003G060430	AL7G31250
OG0004889	As003G060940	AL7G30570
OG0004890	As003G061450	AL7G30010
OG0004891	As003G061960	AL7G29480
OG0004892	As003G062150	AL7G29210
OG0004894	As003G065660	AL1G53550
OG0004895	As003G067740	AL1G41440
OG0004896	As003G068660	AL1G41690
OG0004897	As003G068770	AL1G41820
OG0004898	As012G275180	AL1G44220
OG0004899	As003G070960	AL6G13600
OG0004900	As003G072940	AL7G14260
OG0004901	As003G073810	AL7G13240
OG0004902	As003G074050	AL7G12930
OG0004904	As003G076520	AL7G10290
OG0004905	As004G079710	AL4G31310
OG0004906	As004G086100	AL6G48640
OG0004907	As004G086370	AL7G32990, AL6G49000
OG0004908	As004G087110, As004G089370, As004G089390	AL8G14830
OG0004909	As004G087860	AL486U10020
OG0004910	As004G088520	AL8G12520
OG0004911	As011G262950, As004G088540	AL8G12480
OG0004912	As004G089270	AL8G11520
OG0004913	As004G090260	AL8G10340
OG0004914	As004G090350	AL8G10810
OG0004915	As004G090850	AL8G10450
OG0004916	As004G093460	AL3G40810
OG0004917	As012G270330	AL1G61120
OG0004918	As004G096130	nbis-gene-1858, nbis-gene-1859
OG0004919	As004G097840	AL7G48220, AL7G48230
OG0004920	As004G098270	AL8G43670
OG0004921	As012G288850	AL5G45780
OG0004921	As005G098730	AL4G47560
OG0004922	As005G099440, As012G288450	AL5G45380
OG0004923	As005G100860	AL1G39200
OG0004924	As005G100960	AL1G26590
OG0004925	As012G287450, As005G101030	AL5G43760
OG0004926	As005G101090	AL4G45230
OG0004927	As005G101280	AL4G44990
OG0004928	As005G101340	AL825U10020, AL4G44930
OG0004929	As005G102400	AL766U10010
OG0004930	As005G103650	AL4G42420
OG0004932	As005G104320	AL4G41640
OG0004933	As005G104880	AL4G40860
OG0004936	As005G107480	AL6G11650
OG0004937	As005G108370	AL6G12950
OG0004938	As005G108800	AL4G43530
OG0004939	As005G109120	AL6G13730
OG0004940	As005G111070	AL6G31750
OG0004941	As005G111180	AL6G31410
OG0004942	As005G112060	AL6G32180
OG0004943	As005G112360	AL6G32440
OG0004944	As005G113020	AL6G32940
OG0004945	As005G113300	AL6G33350
OG0004946	As005G113780	AL6G34030
OG0004947	As005G113910	AL1G51650
OG0004948	As005G114610	AL8G36610
OG0004949	As005G115090	AL8G35790
OG0004950	As005G115760	AL7G44450, AL8G35680
OG0004951	As005G115840	AL8G35370
OG0004952	As005G116130	AL8G40280, AL5G27790
OG0004953	As005G116150	AL4G45890, AL4G45870, AL4G45830, AL4G45850
OG0004954	As005G116380	AL8G40550
OG0004955	As005G117550	AL8G41940
OG0004956	As005G118410	AL8G42870
OG0004957	As005G118630	AL8G43390, AL8G43160
OG0004958	As005G118700	AL8G43250
OG0004959	As005G118850	AL8G43510
OG0004960	As005G119160	AL8G43860
OG0004961	As005G119230	AL8G43930
OG0004962	As005G119600	AL8G44300
OG0004963	As005G119980	AL8G44770
OG0004965	As006G121990	AL6G52260
OG0004966	As006G124550	AL8G16060
OG0004967	As008G196340	AL1G13860
OG0004968	As006G125250	AL1G14110, AL4G29120
OG0004969	As006G126170	AL4G28050
OG0004970	As006G127960	AL4G25480
OG0004971	As006G128010	AL4G25420
OG0004972	As006G128270	AL4G25100
OG0004973	As006G128640	AL4G24490, AL4G24510, AL278U10020
OG0004974	As006G128740	AL4G24310
OG0004975	As006G129710	AL4G23020
OG0004976	As006G130190	AL4G22200
OG0004977	As006G130530	AL4G20540
OG0004978	As006G133540, As009G199820	AL6G24650
OG0004979	As006G133750, As006G141960	AL3G19670
OG0004980	As006G142010	AL3G19740
OG0004981	As006G134770	AL3G10960
OG0004982	As009G202500, As006G135830	AL3G12240
OG0004983	As006G136020, As009G202790	AL6G27850
OG0004986	As009G205410, As006G139410	AL6G38380
OG0004987	As006G139500	AL3G16810
OG0004988	As006G139830, As009G204740	AL3G17140
OG0004989	As006G140070, As012G283670	AL5G38630
OG0004990	As006G140740	AL3G18270
OG0004991	As006G141260	AL3G18910
OG0004992	As006G141680	AL3G19310
OG0004993	As006G141950	AL3G19650
OG0004994	As006G142580	AL4G38160
OG0004995	As006G142980	AL624U10010, AL4G37580
OG0004996	As006G143310	AL4G37200
OG0004997	As006G143760	AL5G36150
OG0004998	As006G144480	AL4G32030
OG0004999	As006G144570	AL4G32120
OG0005000	As006G144590	AL1G42790
OG0005001	As006G147050	AL4G34940
OG0005002	As006G147700	AL4G35090
OG0005003	As006G147990	AL4G35200
OG0005005	As007G151970	AL1G27430
OG0005006	As007G153190	AL1G28930
OG0005007	As007G154040, As007G153880	AL2G17610, AL1G29730
OG0005008	As007G153990	AL1G29860, AL1G29850
OG0005009	As007G154750	AL1G30340
OG0005010	As007G154930	AL1G30960
OG0005011	As007G155560	AL1G31760
OG0005012	As007G156050	AL1G32580
OG0005013	As007G158050	AL2G38070
OG0005014	As007G158130	AL1G35550
OG0005015	As007G158650	AL1G36170
OG0005016	As007G160000	AL1G37960
OG0005018	As007G160180	AL1G38330
OG0005020	As010G232330, As007G160760	AL1G39260
OG0005021	As007G161470, As007G163920	AL1G40070
OG0005022	As007G161710	AL1G40290
OG0005023	As007G161950	AL7G32330, AL1G40560
OG0005024	As007G162060, As010G228460	AL2G25890
OG0005025	As007G163520	AL7G28420
OG0005026	As007G164830	AL7G27720
OG0005027	As007G176570	AL7G18410, AL7G18400
OG0005028	As008G182510	AL2G36040
OG0005029	As008G183630	AL1G25540
OG0005030	As008G184850	AL2G40720
OG0005031	As008G184860	AL1G23710
OG0005032	As008G185200	AL1G23390
OG0005033	As008G185880	AL1G22710
OG0005034	As008G187000	AL1G21440
OG0005035	As008G187350	AL1G21000
OG0005036	As008G187850	AL1G20660, AL1G47570, AL1G47560, AL1G20790
OG0005037	As008G188970	AL1G19510
OG0005038	As008G190460	AL7G36090, AL4G30980
OG0005039	As008G190580	AL1G18560
OG0005040	As008G190680	AL1G18890
OG0005041	As008G193840	AL1G16330
OG0005042	As008G193930, As008G193940	AL1G16220
OG0005043	As008G194160	AL1G15990
OG0005044	As008G195190	AL1G14950
OG0005045	As008G195270, As008G195280	AL1G14880
OG0005046	As008G197560	AL1G12390
OG0005047	As008G198960	AL1G59290, AL1G11080
OG0005048	As008G199030	AL1G10700
OG0005049	As008G199040	AL1G10690
OG0005050	As009G200820	AL6G25940
OG0005051	As009G201840	AL2G32240
OG0005052	As009G201920	AL6G26910
OG0005053	As009G202060	AL6G27050
OG0005054	As009G202510	AL6G27510
OG0005055	As009G203120	AL6G28280
OG0005056	As009G203200	AL6G28380
OG0005057	As009G203710	AL6G28850
OG0005058	As009G204170	AL6G29500
OG0005059	As009G204310	AL6G29700
OG0005060	As009G204730	AL6G30280
OG0005061	As009G205060	AL6G30640
OG0005062	As009G205390	AL6G38350
OG0005063	As009G206840	AL3G15430
OG0005064	As009G206910	AL6G40150
OG0005065	As009G207370	AL1G35940, AL8G23270
OG0005066	As009G207390	AL8G22360, AL8G22680
OG0005067	As009G208350	AL8G22030
OG0005068	As009G209370	AL8G20840
OG0005069	As009G210130	AL8G20920
OG0005070	As009G211070	AL5G35350
OG0005071	As009G212280	AL6G16430, AL4G19610, AL6G38940
OG0005072	As009G214020	AL6G14850, nbis-gene-1463
OG0005073	As009G216020	AL5G29280
OG0005074	As009G216210, As009G216220	AL6G36000
OG0005075	As009G217570	AL8G37470
OG0005076	As009G217600	AL8G37530
OG0005077	As009G217940	AL1G10100, AL4G38750, AL8G37990
OG0005078	As009G218030	AL8G38100
OG0005079	As009G218730	AL8G39080
OG0005080	As009G219690	AL8G34950
OG0005081	As009G219900	AL8G34690
OG0005082	As009G220060	AL8G34430
OG0005083	As009G220070	AL8G34420
OG0005084	As010G221270	AL5G30190
OG0005085	As010G221790	AL5G29180
OG0005086	As010G221820	AL5G29150
OG0005087	As010G222060	AL5G28980
OG0005088	As010G222240	AL5G14400, AL5G28510, AL6G42740
OG0005089	As010G223760	AL5G26490
OG0005090	As010G227320	AL6G31910
OG0005091	As010G227690	AL2G26470
OG0005092	As010G230480	AL2G27350
OG0005093	As010G230830	AL2G27450
OG0005094	As010G231100	AL2G27470
OG0005095	As010G231510	AL5G10060
OG0005097	As010G232030	AL2G28100
OG0005098	As010G232760	AL2G28860
OG0005099	As010G234810	AL2G31580
OG0005100	As010G235320	AL2G38420
OG0005101	As010G235560, As010G235550	AL2G38160
OG0005102	As010G235970	AL8G20970
OG0005103	As010G236600	AL2G37000
OG0005104	As010G237160	AL2G36440
OG0005105	As010G237330	AL2G36240
OG0005106	As010G238190	AL2G35330
OG0005107	As010G242810	AL2G40040
OG0005108	As010G243740	AL2G41050
OG0005109	As010G243850	AL2G41140, AL5G13060
OG0005110	As011G248220	AL3G28690, AL810U10020
OG0005110	As010G244380	AL1G27360
OG0005111	As012G268130	AL1G63860
OG0005111	As011G245140	AL3G25080
OG0005112	As011G245560	AL3G25530
OG0005113	As011G245600	AL3G25630
OG0005114	As011G245840	AL3G26030
OG0005116	As011G246550, As012G269560	AL3G26820
OG0005117	As011G247300	AL3G27580
OG0005118	As011G247570	AL230U10030, AL3G27930
OG0005119	As011G247670	AL3G28070
OG0005120	As011G247850	AL3G28330
OG0005121	As011G248190	AL3G28650
OG0005122	As011G248500	AL4G34500, AL4G34540, AL3G29080
OG0005123	As011G248720	AL3G29320
OG0005124	As011G250650	AL3G31860
OG0005125	As011G251080	AL3G32340
OG0005126	As011G252180	nbis-gene-734
OG0005127	As011G252870	AL3G34430
OG0005128	As011G252920	AL3G34520
OG0005129	As011G252980	AL3G34660
OG0005130	As011G253260	AL3G35050
OG0005131	As011G253360	AL3G35260
OG0005133	As011G253680	AL3G35310
OG0005134	As011G253700	AL3G35280
OG0005135	As011G254010	AL7G40410
OG0005136	As011G254750	AL3G37150
OG0005137	As011G256120	AL3G39120
OG0005138	As011G256170	AL3G39260, AL8G20490
OG0005139	As011G262510	AL3G46730
OG0005140	As011G265140	AL3G51920, AL3G51900
OG0005142	As011G265810	AL3G52840
OG0005143	As011G265870	AL3G52760
OG0005144	As011G266960	AL3G53230, AL3G53250
OG0005145	As012G268090	AL1G63890
OG0005146	As012G268410	AL1G63530, AL3G25360
OG0005148	As012G271810	AL1G59160, AL1G59150
OG0005150	As012G275500	AL5G32460
OG0005151	As012G275980	AL5G33100
OG0005152	As012G276380	AL5G33620
OG0005153	As012G278160	AL5G35080
OG0005154	As012G278270	AL5G35130
OG0005155	As012G278420	AL5G32310
OG0005156	As012G280450	AL5G35880
OG0005157	As012G280490	AL5G35890
OG0005158	As012G280950	AL3G40870, AL5G36010
OG0005159	As012G282630	AL5G37440
OG0005160	As012G282710	AL5G37540
OG0005161	As012G282890	AL5G37730
OG0005162	As012G284100	AL5G39190
OG0005163	As012G285650	AL1G62980, AL5G41530
OG0005164	As012G285670	AL5G41670, AL5G41720
OG0005165	As012G287130	AL5G43380
OG0005167	As012G287550	AL5G43960
OG0005168	As012G287590	AL5G44010
OG0005192	As001G000030	AL7G24460
OG0005193	As001G000450	AL7G24010
OG0005194	As001G000820	AL7G23500
OG0005195	As001G000860	AL7G23450
OG0005196	As001G001460	AL7G22630
OG0005197	As011G265330, As001G001510	AL3G51670
OG0005198	As001G001540	AL7G22570
OG0005199	As001G001750	AL7G22380
OG0005200	As001G001880	AL2G28280
OG0005201	As001G002200	AL7G21950
OG0005202	As001G002220	AL7G21930
OG0005203	As001G002680, As001G002700, As001G002690	AL5G22560
OG0005204	As001G002730, As001G002720	AL7G21480
OG0005205	As001G003030	AL7G21200
OG0005206	As001G003180	AL7G21120
OG0005207	As001G003510	AL7G20780
OG0005208	As001G003980, As008G184210	AL6G47680
OG0005209	As001G004470	nbis-gene-1727
OG0005210	As001G006380	AL7G18990
OG0005211	As001G013560	AL7G17210
OG0005212	As001G013840	AL7G16850
OG0005213	As001G013850	AL7G16880
OG0005214	As001G014850	AL7G16150
OG0005215	As001G016310	AL1G45890
OG0005216	As001G019480, As001G016550	AL1G46150
OG0005217	As001G017460	AL7G37780
OG0005218	As001G019600	AL2G18080
OG0005219	As001G021490	AL2G15240
OG0005220	As001G021830	AL2G14520
OG0005221	As001G022830	AL5G10790
OG0005222	As001G023020	AL5G10990
OG0005223	As001G023090	AL5G11080
OG0005225	As001G023510	AL5G11730
OG0005226	As001G024000	AL5G13040
OG0005227	As001G024070	AL5G13190
OG0005228	As001G024300	AL5G13470
OG0005229	As001G024310	AL5G13480, AL5G13460
OG0005230	As001G025120	AL5G14820
OG0005231	As008G184490, As001G025700	AL1G24450
OG0005232	As001G025830	AL5G15960
OG0005233	As002G050110, As001G026680	AL8G19830
OG0005234	As001G026780	AL5G17390
OG0005235	As001G027570	AL5G18890
OG0005236	As001G028240	AL2G25770
OG0005237	As001G031580	AL2G12410, AL1G24320
OG0005238	As001G031860	AL2G12960, AL5G21830, AL5G21580
OG0005239	As002G032740	AL7G26900
OG0005240	As002G033370	AL4G38840
OG0005241	As002G035650	AL3G21770
OG0005242	As002G037520	AL3G23240
OG0005243	As002G038200	AL3G23640, AL6G16750
OG0005244	As002G040220	AL8G23670, AL8G23660
OG0005245	As002G044780	AL8G27870
OG0005246	As002G044790	AL8G27860
OG0005247	As002G046190	AL7G28840
OG0005248	As002G047450	AL8G31250
OG0005249	As002G047550	AL5G42600
OG0005250	As002G047570	AL8G31370
OG0005251	As002G049350	AL8G33710
OG0005252	As002G049940	AL8G34240
OG0005253	As002G050050	AL6G41280, AL1G53260
OG0005254	As002G050270	AL6G24040
OG0005255	As002G050710	AL6G23550, AL6G23050, AL6G23540
OG0005256	As002G050800	AL6G23390
OG0005257	As002G051180	AL6G22870
OG0005258	As002G051280	AL6G22750
OG0005259	As002G051440	AL6G22560
OG0005260	As002G052400	AL6G36690, AL6G21380
OG0005261	As002G052420	AL6G21360
OG0005262	As002G053420	AL6G20340
OG0005263	As002G054560	AL6G18760
OG0005264	As002G054620	AL6G18680
OG0005265	As002G054940	AL6G18220
OG0005266	As002G055500	AL6G17500
OG0005267	As003G056420	AL7G36420
OG0005268	As003G056520	AL7G36260
OG0005270	As003G060400	AL7G31280
OG0005271	As003G062220	AL7G29170
OG0005272	As003G063090, As003G063080	AL1G48410
OG0005273	As003G064100	AL1G50840
OG0005274	As003G064590, As004G080920	AL2G26150, AL1G52200
OG0005275	As003G067440	AL3G36980
OG0005276	As003G067920	AL1G41270
OG0005277	As003G068670	AL1G41730
OG0005278	As003G068760	AL1G41810, AL4G22450
OG0005279	As003G069010	AL1G41970
OG0005280	As004G081400, As003G069020	AL1G41980
OG0005281	As003G070060	AL1G43360
OG0005282	As003G070120	AL1G43480
OG0005283	As003G070550, As003G070630, As003G070540	AL1G43920
OG0005284	As003G070820	AL1G44230
OG0005285	As003G073530	AL7G13550
OG0005286	As003G073790, As007G179760	AL4G12900
OG0005287	As003G073950	AL7G13120
OG0005288	As007G180210, As003G074510	AL4G12040
OG0005289	As003G074790	AL7G12150
OG0005290	As003G075710	AL7G11080
OG0005291	As004G076710	AL5G45580
OG0005292	As004G078110	AL8G27540, AL4G21090, AL8G27600
OG0005293	As004G078660	AL4G30950
OG0005294	As004G079840	AL4G31200
OG0005295	As012G278310, As010G237850	AL2G35640
OG0005296	As004G083990	AL6G44860
OG0005297	As004G084530	AL7G30140
OG0005298	As004G085110	AL6G47200
OG0005299	As004G086400, As005G113080	AL6G49030, AL6G49110
OG0005300	As004G086500	AL8G15670
OG0005301	As004G088600	AL8G12420
OG0005302	As004G089670	AL8G11150
OG0005303	As004G092590	AL7G41600
OG0005304	As004G093480	AL706U10010, AL3G40790
OG0005306	As004G094400	AL7G43540, AL5G12290, AL7G43060
OG0005307	As004G095160	AL7G42250
OG0005308	As004G097330	AL4G43960
OG0005309	As004G098310	AL1G39060, AL7G47300
OG0005310	As005G101900	AL4G44340
OG0005311	As005G101940	AL4G44310
OG0005312	As005G102030	AL4G44200
OG0005313	As005G102990	AL4G43170
OG0005314	As005G103830	AL7G49300
OG0005316	As005G104140	AL4G41830
OG0005317	As005G104740	AL4G41170
OG0005318	As005G105010	AL4G40290
OG0005319	As005G105050	AL4G40330
OG0005320	As005G105080	AL4G40410
OG0005321	As005G105830	AL4G39960, AL4G39810
OG0005322	As005G106390	AL6G10420
OG0005323	As005G107120	AL6G11240
OG0005324	As005G107610	AL6G11810
OG0005325	As005G107770	AL6G12010
OG0005326	As005G108100	AL6G12500
OG0005327	As005G108310	AL6G12780
OG0005329	As005G109100	AL4G39300, AL6G44230, AL1G57110
OG0005330	As005G109560	AL6G38160
OG0005331	As005G110880	AL6G31790
OG0005332	As005G111210	AL6G31820
OG0005333	As005G111980	AL6G32170
OG0005334	As005G112100	AL6G32220
OG0005335	As005G112280	AL6G32330
OG0005336	As005G112520	AL7G29090
OG0005337	As005G112640	AL6G32740
OG0005338	As005G113040, As010G226430	AL6G32960
OG0005339	As005G113270	AL6G33320
OG0005340	As005G113290	AL6G31430
OG0005341	As010G226240, As005G113340	AL6G33380
OG0005342	As005G113890	AL8G37390
OG0005343	As005G114460	AL8G36810
OG0005344	As005G114910	AL8G36250
OG0005345	As005G115620	AL8G35930
OG0005346	As005G116070	AL8G40240, AL5G27740
OG0005347	As005G116700	AL8G40940, AL8G40880
OG0005348	As005G116970	AL8G22930, AL8G22920
OG0005349	As005G116990	AL4G34650, AL8G41280
OG0005350	As005G117270	AL8G41630
OG0005351	As005G117780	AL8G42210
OG0005352	As005G117820	AL8G42270
OG0005353	As005G118500	AL8G42990
OG0005354	As005G118650	AL8G43180
OG0005355	As005G119000	AL8G43680
OG0005356	As005G119020	AL8G43700
OG0005357	As005G119650	AL1031U10020, AL2G23160, AL8G44380
OG0005358	As005G120230	AL8G44970, AL4G16940
OG0005359	As006G135260, As005G120420	AL8G45150
OG0005360	As008G199610	AL6G42960
OG0005361	As006G121060	AL6G53460
OG0005362	As006G121210	AL6G52700
OG0005363	As006G122260	AL6G52630
OG0005364	As008G198420, As006G122320	AL1G11430
OG0005365	As006G122550	AL6G51700
OG0005368	As006G125730	AL4G27600
OG0005369	As006G125790	AL4G28150
OG0005370	As006G127060	AL4G26900
OG0005371	As006G127310	AL4G26600
OG0005372	As006G127400	AL4G26490, AL2G30630
OG0005373	As006G130030	AL4G21990
OG0005374	As006G130880	AL4G21380
OG0005375	As006G131170	AL4G19900, AL4G19910
OG0005376	As006G132090	AL7G18850
OG0005377	As006G133310	nbis-gene-372, AL2G11950
OG0005378	As006G136010	AL3G12480, AL3G12450
OG0005379	As006G136190	AL3G12780
OG0005380	As006G137130, As009G203990	AL6G29310
OG0005381	As006G138810	AL3G16090
OG0005382	As006G139330	AL3G16660
OG0005383	As006G139670	AL6G24320
OG0005384	As006G140170	AL3G17560
OG0005385	As006G140490	AL3G17980
OG0005386	As006G141090	AL267U10010
OG0005387	As006G141390	AL3G19010
OG0005388	As006G142900	AL4G37730
OG0005389	As012G282400, As006G142930	AL4G37680
OG0005390	As006G143390	AL4G37070
OG0005391	As006G143790	AL4G36680, AL5G26090
OG0005392	As006G144000	AL4G36380
OG0005393	As006G144220	AL5G35700
OG0005394	As006G144290	AL4G36100
OG0005395	As006G144490	AL4G32040
OG0005396	As006G145630	AL4G33350
OG0005397	As006G146190	AL4G33870
OG0005398	As006G146370	AL4G34070, AL4G34110
OG0005400	As006G147530, As012G278560	AL4G35120
OG0005401	As007G163120, As006G147870	AL3G18830
OG0005402	As006G148690	AL4G35500
OG0005403	As007G152380	AL1G28070
OG0005404	As007G153370	AL1G29110
OG0005405	As007G155080	AL1G31080
OG0005406	As007G155200	AL1G31230
OG0005407	As007G155290	AL1G31400
OG0005408	As007G155310	AL1G31450
OG0005409	As007G155490	AL1G31680
OG0005410	As007G155980, As010G238120	AL1G32440
OG0005411	As007G156250	AL1G32880
OG0005412	As007G156740	AL1G33600
OG0005413	As007G157620	AL1G34770
OG0005414	As010G235650, As007G158030	AL2G38010
OG0005415	As007G158210	AL1G35670
OG0005417	As010G234630, As007G158760	AL2G31420
OG0005418	As007G158920	AL2G31180
OG0005419	As007G160140	AL1G38360
OG0005420	As007G160270	AL1G38520
OG0005421	As007G160420	AL1G38740
OG0005422	As007G160840	AL1G39390
OG0005423	As007G161750	AL2G26610, AL1G40350
OG0005424	As007G161800	AL1G40410
OG0005425	As007G161820	AL1G40420
OG0005426	As007G164240	AL7G28110
OG0005427	As007G165270	AL7G27550
OG0005429	As007G178550	AL4G14180
OG0005432	As008G185190	AL1G23410
OG0005433	As008G185260	AL1G23320
OG0005434	As008G186720	AL1G21780
OG0005435	As008G186740	AL1G21750
OG0005436	As008G187770	AL1G20730
OG0005437	As008G187800	AL1G20760
OG0005439	As008G188380	AL1G19890
OG0005440	As008G188430	AL1G19820
OG0005441	As008G189400	AL1G19250
OG0005443	As008G191180	AL1G47140, AL1G18410
OG0005444	As008G193410	AL1G16730
OG0005446	As008G194650	AL1G15540
OG0005447	As008G198530	AL1G11270
OG0005448	As009G199760	AL6G24560
OG0005449	As009G199880	AL6G25340
OG0005450	As009G200330	AL6G24730
OG0005451	As009G200560	AL6G25580
OG0005452	As009G202220	AL6G27170
OG0005453	As009G202520	AL6G27520
OG0005454	As009G203370	AL6G28420
OG0005455	As009G203540	AL6G28680
OG0005456	As009G203720	AL6G28860
OG0005457	As009G204260	AL6G29670
OG0005458	As009G205380	AL6G38340
OG0005459	As009G206170	AL6G39410
OG0005460	As009G207070	AL6G40650
OG0005461	As009G208680	AL516U10020, AL8G21980
OG0005462	As009G211500	AL6G16910
OG0005463	As009G212510	AL6G16220
OG0005464	As009G213280	AL6G15320
OG0005465	As009G213960	AL6G14970
OG0005466	As009G214080	AL6G14570
OG0005467	As009G214330	AL6G14420
OG0005468	As009G214350	AL6G14400
OG0005469	As009G214590	AL6G14100
