Orthogroup	Aethionema_saxatile	Arabis_alpina
OG0002867	As012G269170	Aa_G118320.h1.t1
OG0002868	As011G247630, As012G270140	Aa_G471380.h1.t1
OG0002869	As011G252800	Aa_G250590.h1.t1
OG0002870	As011G260220, As011G260320, As011G260230, As011G260250	Aa_G541090.h1.t1
OG0002871	As011G262600	Aa_G675120.h1.t1
OG0002872	As011G263520	Aa_G213430.h1.t1, Aa_G323550.h1.t1
OG0002873	As011G265610	Aa_G185870.h1.t1
OG0002874	As011G267620	Aa_G601330.h1.t1, Aa_G442820.h1.t1
OG0002875	As012G271600	Aa_G250630.h1.t1
OG0002876	As012G271660	Aa_G634480.h1.t1, Aa_G95850.h1.t1
OG0002876	As012G272980	Aa_G95950.h1.t1
OG0002877	As012G281230	Aa_G650980.h1.t1, Aa_G479110.h1.t1, Aa_G417520.h1.t1, Aa_G509550.h1.t1
OG0002878	As012G282870	Aa_G654530.h1.t1
OG0002879	As012G283630	Aa_G238650.h1.t1, Aa_G124060.h1.t1
OG0002880	As012G283930	Aa_G461250.h1.t1, Aa_G261310.h1.t1
OG0002881	As012G284190	Aa_G317280.h1.t1
OG0002890	As011G267320	Aa_G194650.h1.t1
OG0002890	As001G000270	Aa_G44530.h1.t1
OG0002891	As007G179070	Aa_G166900.h1.t1
OG0002891	As001G002500	Aa_G678150.h1.t1
OG0002892	As007G176760	Aa_G373680.h1.t1
OG0002892	As001G004370	Aa_G325010.h1.t1
OG0002893	As001G004560	Aa_G315010.h1.t1, Aa_G87320.h1.t1, Aa_G87310.h1.t1
OG0002894	As010G226250	Aa_G192400.h1.t1
OG0002894	As001G005380	Aa_G153930.h1.t1
OG0002895	As006G131970	Aa_G480900.h1.t1
OG0002895	As001G005770	Aa_G661840.h1.t1
OG0002896	As001G012130	Aa_G214700.h1.t1
OG0002896	As011G262260	Aa_G105060.h1.t1
OG0002897	As001G014440	Aa_G238280.h1.t1
OG0002897	As011G263470	Aa_G313580.h1.t1
OG0002898	As001G014610	Aa_G695260.h1.t1, Aa_G313510.h1.t1
OG0002899	As001G016720	Aa_G502550.h1.t1, Aa_G542330.h1.t1, Aa_G542330.h2.t1, Aa_G502550.h2.t1
OG0002900	As004G079980	Aa_G24750.h1.t1
OG0002901	As001G021000	Aa_G392500.h1.t1
OG0002902	As001G021920	Aa_G35690.h1.t1
OG0002903	As001G022250	Aa_G121100.h1.t1, Aa_G125970.h1.t1
OG0002904	As008G182720	Aa_G242500.h1.t1
OG0002904	As001G023030	Aa_G609680.h1.t1
OG0002905	As001G026940	Aa_G768640.h1.t1
OG0002906	As001G031240	Aa_G234520.h1.t1, Aa_G668820.h1.t1
OG0002907	As002G049140	Aa_G607620.h1.t1
OG0002907	As002G032540	Aa_G760.h1.t1
OG0002908	As002G034870, As002G049680	Aa_G274210.h1.t1
OG0002909	As002G036070	Aa_G137140.h1.t1
OG0002909	As009G214320	Aa_G331850.h1.t1
OG0002910	As009G212330	Aa_G414810.h1.t1
OG0002910	As002G037490	Aa_G397560.h1.t1
OG0002911	As002G039050	Aa_G40460.h1.t1
OG0002912	As002G045830	Aa_G82300.h1.t1
OG0002913	As002G046250	Aa_G432980.h1.t1
OG0002914	As002G047770, As006G134250	Aa_G537130.h1.t1
OG0002915	As002G049850	Aa_G31600.h1.t1, Aa_G31480.h1.t1
OG0002916	As002G050530	Aa_G415680.h1.t1, Aa_G61830.h1.t1
OG0002917	As002G051300	Aa_G423110.h1.t1, Aa_G215840.h1.t1
OG0002918	As002G054630	Aa_G97860.h1.t1, Aa_G319220.h1.t1
OG0002919	As002G055050	Aa_G76400.h1.t1
OG0002920	As002G055540	Aa_G131120.h1.t1
OG0002921	As003G055710	Aa_G96180.h1.t1
OG0002921	As004G091060	Aa_G162890.h1.t1
OG0002923	As003G059680	Aa_G573550.h1.t1
OG0002924	As004G085010	Aa_G35080.h1.t1
OG0002924	As003G060750	Aa_G585470.h1.t1
OG0002925	As003G060930	Aa_G225570.h1.t1
OG0002926	As003G062430, As004G083750	Aa_G380500.h1.t1, Aa_G488650.h1.t1
OG0002927	As004G083280, As004G083270	Aa_G294870.h1.t1
OG0002927	As003G062980	Aa_G433780.h1.t1
OG0002928	As003G063290	Aa_G377020.h1.t1
OG0002928	As010G234620	Aa_G245800.h1.t1
OG0002929	As003G063510	Aa_G507070.h1.t1
OG0002931	As003G071890	Aa_G590220.h1.t1
OG0002932	As003G073230	Aa_G214240.h1.t1
OG0002932	As007G179420	Aa_G544880.h1.t1
OG0002933	As003G073620	Aa_G688260.h1.t1, Aa_G288640.h1.t1
OG0002934	As003G074190	Aa_G237360.h1.t1
OG0002934	As007G180010	Aa_G224800.h1.t1
OG0002936	As003G075770	Aa_G714490.h1.t1
OG0002938	As003G076270	Aa_G650420.h1.t1
OG0002938	As007G182120	Aa_G36480.h1.t1
OG0002939	As004G080670	Aa_G12630.h1.t1
OG0002940	As004G080970	Aa_G200500.h1.t1, Aa_G314200.h1.t1
OG0002942	As004G095150	Aa_G191150.h1.t1
OG0002942	As011G255680	Aa_G92480.h1.t1
OG0002943	As004G097800	Aa_G298310.h1.t1
OG0002944	As012G288390	Aa_G167810.h1.t1
OG0002944	As005G099470	Aa_G226210.h1.t1
OG0002945	As011G262010, As005G099620	Aa_G42480.h1.t1
OG0002946	As005G100780	Aa_G536060.h1.t1
OG0002946	As012G287630	Aa_G128080.h1.t1
OG0002947	As005G102260	Aa_G175340.h1.t1
OG0002948	As005G102730, As005G102740	Aa_G1015950.h1.t1
OG0002949	As005G102770	Aa_G288440.h1.t1
OG0002950	As005G102900, As005G120840	Aa_G113750.h1.t1
OG0002951	As005G103310	Aa_G831400.h1.t1, Aa_G799790.h1.t1
OG0002952	As005G103620	Aa_G284460.h1.t1, Aa_G323010.h1.t1
OG0002953	As005G103850	Aa_G125280.h1.t1
OG0002953	As012G285610	Aa_G451500.h1.t1
OG0002954	As005G103920, As012G285590	Aa_G451540.h1.t1
OG0002955	As005G106570	Aa_G54040.h1.t1
OG0002956	As005G112690	Aa_G444240.h1.t1
OG0002957	As010G225170	Aa_G653000.h1.t1
OG0002957	As005G114440	Aa_G234790.h1.t1
OG0002959	As005G118360	Aa_G159120.h1.t1
OG0002960	As005G119270	Aa_G383070.h1.t1
OG0002961	As005G120200	Aa_G43720.h1.t1
OG0002962	As006G120960	Aa_G1060280.h2.t1, Aa_G1060280.h1.t1
OG0002963	As006G122220	Aa_G78360.h1.t1
OG0002963	As008G198490	Aa_G290680.h1.t1
OG0002965	As006G124330	Aa_G215340.h1.t1
OG0002966	As008G197040	Aa_G134480.h1.t1
OG0002966	As006G124460	Aa_G89500.h1.t1
OG0002967	As006G124650	Aa_G89700.h1.t1
OG0002967	As008G196470	Aa_G400440.h1.t1
OG0002968	As008G196450	Aa_G400470.h1.t1
OG0002968	As006G124680	Aa_G89740.h1.t1
OG0002969	As008G196060	Aa_G38830.h1.t1
OG0002969	As006G125390	Aa_G208730.h1.t1
OG0002970	As006G125530	Aa_G363590.h1.t1
OG0002970	As008G195970	Aa_G38940.h1.t1
OG0002971	As008G195980	Aa_G38930.h1.t1
OG0002971	As006G125540	Aa_G363570.h1.t1
OG0002972	As008G195210	Aa_G235370.h1.t1
OG0002972	As006G126330	Aa_G243620.h1.t1
OG0002973	As008G193960	Aa_G751990.h1.t1
OG0002974	As006G129330	Aa_G257630.h1.t1
OG0002975	As006G132020	Aa_G404980.h1.t1, Aa_G480940.h1.t1
OG0002976	As006G133020	Aa_G258030.h1.t1, Aa_G451730.h1.t1
OG0002977	As006G133120	Aa_G553360.h1.t1
OG0002977	As009G200420	Aa_G7840.h1.t1
OG0002978	As006G134070	Aa_G246300.h1.t1, Aa_G412800.h1.t1
OG0002979	As006G134610	Aa_G59070.h1.t1, Aa_G86690.h1.t1
OG0002980	As006G138640	Aa_G5110.h1.t1
OG0002980	As009G206310	Aa_G502250.h1.t1
OG0002981	As006G139720	Aa_G163050.h1.t1
OG0002982	As006G144850	Aa_G282240.h1.t1
OG0002983	As006G145220	Aa_G758490.h1.t1
OG0002983	As012G276680	Aa_G211600.h1.t1
OG0002984	As006G145240	Aa_G272380.h1.t1, Aa_G409380.h1.t1
OG0002985	As006G145790, As006G145780	Aa_G457140.h1.t1
OG0002987	As007G152650	Aa_G148280.h1.t1
OG0002988	As010G238160	Aa_G198450.h1.t1
OG0002988	As007G155970	Aa_G544330.h1.t1
OG0002990	As010G229850, As007G161280	Aa_G442270.h1.t1
OG0002991	As007G165450	Aa_G29790.h1.t1, Aa_G29780.h1.t1
OG0002992	As008G185970	Aa_G201450.h1.t1
OG0002993	As008G188150	Aa_G516390.h1.t1
OG0002996	As009G211470	Aa_G40980.h1.t1
OG0002996	As009G205440	Aa_G40990.h1.t1
OG0002997	As009G207200	Aa_G90310.h1.t1, Aa_G90290.h1.t1
OG0002998	As009G211120	Aa_G566920.h1.t1
OG0002999	As009G213270	Aa_G170420.h1.t1
OG0003000	As009G217860	Aa_G620760.h1.t1
OG0003001	As009G218700	Aa_G315930.h1.t1
OG0003002	As010G225190	Aa_G653010.h1.t1
OG0003003	As010G241350	Aa_G495500.h1.t1
OG0003004	As011G246950	Aa_G74190.h1.t1, Aa_G1510.h1.t1
OG0003005	As012G274670	Aa_G493300.h1.t1
OG0003006	As012G274340	Aa_G461370.h1.t1
OG0003006	As011G249140	Aa_G20410.h1.t1
OG0003007	As011G249150	Aa_G380690.h1.t1, Aa_G20400.h1.t1
OG0003008	As012G273130	Aa_G161190.h1.t1
OG0003008	As011G250370	Aa_G82140.h1.t1
OG0003009	As011G251640	Aa_G164410.h1.t1
OG0003009	As012G272550	Aa_G92550.h1.t1
OG0003010	As012G271740	Aa_G431650.h1.t1
OG0003010	As011G253010	Aa_G133290.h1.t1
OG0003011	As011G255440	Aa_G87570.h1.t1, Aa_G87580.h1.t1, Aa_G293300.h1.t1
OG0003013	As011G263620	Aa_G70120.h1.t1, Aa_G180350.h1.t1, Aa_G472290.h1.t1
OG0003014	As011G264920	Aa_G197430.h1.t1
OG0003015	As011G266410	Aa_G726610.h1.t1
OG0003016	As012G271370	Aa_G611060.h1.t1, Aa_G497600.h1.t1
OG0003017	As012G271460	Aa_G225010.h1.t1
OG0003018	As012G281520	Aa_G507220.h1.t1, Aa_G358190.h1.t1
OG0003019	As012G282450, As012G282290	Aa_G1330.h1.t1
OG0003020	As012G285870	Aa_G595220.h1.t1, Aa_G132630.h1.t1
OG0003033	As001G000700	Aa_G182730.h1.t1
OG0003036	As001G012870	Aa_G570540.h1.t1
OG0003037	As001G014600	Aa_G84830.h1.t1
OG0003038	As001G015900	Aa_G414320.h1.t1, Aa_G24780.h1.t1
OG0003039	As008G187230	Aa_G226590.h1.t1
OG0003039	As001G020340	Aa_G192540.h1.t1
OG0003040	As001G020420	Aa_G5870.h1.t1, Aa_G139530.h1.t1, Aa_G182440.h1.t1
OG0003041	As008G186920	Aa_G353490.h1.t1
OG0003042	As001G026770	Aa_G34180.h1.t1
OG0003043	As001G029520, As004G076940	Aa_G474670.h1.t1
OG0003044	As008G185100	Aa_G366100.h1.t1
OG0003044	As001G031920	Aa_G262920.h1.t1
OG0003046	As002G045170, As002G045180	Aa_G198240.h1.t1
OG0003048	As002G054230	Aa_G210860.h1.t1
OG0003049	As003G055940	Aa_G73680.h1.t1
OG0003049	As004G089930	Aa_G213780.h1.t1
OG0003050	As004G085000	Aa_G35090.h1.t1
OG0003050	As003G060760	Aa_G6200.h1.t1
OG0003051	As003G060980	Aa_G20070.h1.t1
OG0003051	As004G084740	Aa_G475360.h1.t1
OG0003052	As004G080140	Aa_G3350.h1.t1
OG0003052	As003G063420	Aa_G554690.h1.t1
OG0003053	As004G080710	Aa_G151070.h1.t1
OG0003053	As003G064290	Aa_G287790.h1.t1
OG0003054	As003G065530	Aa_G332890.h1.t1
OG0003054	As004G082430	Aa_G150590.h1.t1
OG0003055	As004G081510	Aa_G226920.h1.t1
OG0003055	As003G068720	Aa_G329810.h1.t1
OG0003058	As007G179280	Aa_G11800.h1.t1
OG0003059	As004G078830	Aa_G344500.h1.t1
OG0003059	As004G087400	Aa_G122050.h1.t1
OG0003060	As004G085950	Aa_G257060.h1.t1
OG0003061	As004G091040	Aa_G162870.h1.t1
OG0003062	As004G091700	Aa_G70850.h1.t1
OG0003063	As011G256870	Aa_G284690.h1.t1
OG0003063	As004G093720	Aa_G183900.h1.t1
OG0003064	As004G095360	Aa_G388870.h1.t1, Aa_G538340.h4.t1, Aa_G538340.h3.t1, Aa_G388870.h3.t1, Aa_G538340.h1.t1, Aa_G388870.h4.t1, Aa_G538340.h2.t1, Aa_G388870.h2.t1
OG0003065	As004G096320	Aa_G351570.h1.t1, Aa_G455780.h1.t1
OG0003066	As005G098610	Aa_G616130.h1.t1
OG0003066	As012G288910	Aa_G163610.h1.t1
OG0003067	As005G101750	Aa_G289590.h1.t1
OG0003067	As012G286910	Aa_G48700.h1.t1
OG0003069	As012G283700	Aa_G520490.h1.t1, Aa_G188490.h1.t1
OG0003070	As010G226890	Aa_G501630.h1.t1
OG0003071	As010G225530	Aa_G127200.h1.t1, Aa_G647970.h1.t1
OG0003072	As005G114410	Aa_G457000.h1.t1, Aa_G456980.h1.t1, Aa_G456990.h1.t1
OG0003073	As005G117990, As006G139190	Aa_G269290.h1.t1
OG0003074	As010G221490	Aa_G462730.h1.t1
OG0003074	As005G118890	Aa_G23370.h1.t1
OG0003075	As005G118970	Aa_G23460.h1.t1
OG0003076	As005G119750	Aa_G180760.h1.t1, Aa_G466830.h1.t1
OG0003077	As005G120640	Aa_G113930.h1.t1
OG0003078	As005G120710, As005G120690	Aa_G113880.h1.t1
OG0003080	As008G194380	Aa_G220690.h1.t1
OG0003081	As006G127990, As007G162840, As009G218020	Aa_G470350.h1.t1
OG0003082	As006G128060	Aa_G552340.h1.t1
OG0003083	As008G192920	Aa_G275840.h1.t1
OG0003085	As006G130800	Aa_G180180.h1.t1, Aa_G570510.h1.t1, Aa_G31100.h1.t1
OG0003086	As006G133570	Aa_G52330.h1.t1
OG0003087	As006G136280	Aa_G267910.h1.t1
OG0003087	As009G203210	Aa_G56660.h1.t1
OG0003088	As006G138140	Aa_G91330.h1.t1
OG0003089	As006G139090	Aa_G51160.h1.t1, Aa_G146600.h1.t1
OG0003090	As009G204770, As009G204780	Aa_G83740.h1.t1
OG0003090	As006G139800, As006G139810	Aa_G524390.h1.t1
OG0003091	As012G278880	Aa_G236050.h1.t1
OG0003092	As208G297030, As006G149250	Aa_G184140.h1.t1, Aa_G288970.h1.t1
OG0003093	As010G243940	Aa_G497440.h1.t1
OG0003094	As007G153470	Aa_G274940.h1.t1
OG0003095	As007G153700	Aa_G496810.h1.t1
OG0003096	As007G159010	Aa_G487730.h1.t1
OG0003096	As007G159050	Aa_G121920.h1.t1
OG0003097	As007G160110	Aa_G352700.h1.t1, Aa_G510840.h1.t1
OG0003098	As008G182610, As008G182620	Aa_G284100.h1.t1
OG0003101	As009G200630	Aa_G8100.h1.t1
OG0003101	As009G206010	Aa_G326970.h1.t1
OG0003103	As009G218070	Aa_G664890.h1.t1, Aa_G412290.h1.t1, Aa_G700100.h1.t1
OG0003104	As009G218280	Aa_G435210.h1.t1
OG0003105	As010G223280, As009G219090	Aa_G492020.h1.t1, Aa_G492030.h1.t1
OG0003106	As010G220410	Aa_G326370.h1.t1
OG0003107	As010G223630	Aa_G207460.h1.t1
OG0003109	As010G240450	Aa_G762350.h1.t1, Aa_G403170.h1.t1
OG0003110	As010G243040	Aa_G205460.h1.t1
OG0003111	As012G268350	Aa_G176060.h1.t1
OG0003112	As012G268700, As011G245490	Aa_G463620.h1.t1, Aa_G258670.h1.t1
OG0003113	As011G248020	Aa_G233660.h1.t1
OG0003115	As012G271390, As011G253330	Aa_G430400.h1.t1
OG0003116	As011G255420	Aa_G87550.h1.t1
OG0003117	As011G257560	Aa_G311170.h1.t1
OG0003118	As011G259380	Aa_G512910.h1.t1, Aa_G191380.h1.t1
OG0003119	As011G263390	Aa_G633330.h1.t1, Aa_G529350.h1.t1, Aa_G633320.h1.t1
OG0003120	As011G263430	Aa_G543430.h1.t1
OG0003121	As012G269010	Aa_G472340.h1.t1, Aa_G184630.h1.t1
OG0003122	As012G274910	Aa_G370710.h1.t1, Aa_G279740.h1.t1
OG0003123	As012G277270	Aa_G249240.h1.t1
OG0003124	As012G278130	Aa_G150890.h1.t1
OG0003139	As001G001020	Aa_G343430.h1.t1, Aa_G332430.h1.t1
OG0003141	As001G013880, As001G013890	Aa_G846630.h1.t1, Aa_G515420.h1.t1
OG0003142	As001G015570	Aa_G379300.h1.t1
OG0003143	As001G018020	Aa_G49390.h1.t1
OG0003144	As008G186710	Aa_G43340.h1.t1
OG0003144	As001G021150	Aa_G222910.h1.t1
OG0003145	As001G021160	Aa_G43360.h1.t1
OG0003146	As001G023390	Aa_G323260.h1.t1
OG0003147	As005G112830	Aa_G370850.h1.t1
OG0003147	As001G025910	Aa_G120890.h1.t1
OG0003148	As001G026170	Aa_G424600.h1.t1
OG0003150	As001G027700	Aa_G247630.h1.t1
OG0003150	As004G078350	Aa_G245530.h1.t1
OG0003152	As001G030740	Aa_G135540.h1.t1
OG0003153	As001G030750	Aa_G135530.h1.t1
OG0003154	As004G097870	Aa_G603480.h1.t1
OG0003154	As001G031280	Aa_G462390.h1.t1
OG0003155	As009G214140, As002G036180	Aa_G303960.h1.t1
OG0003156	As002G042480	Aa_G418020.h1.t1, Aa_G41910.h1.t1
OG0003158	As002G053170	pep1hit_1.1
OG0003159	As004G086760	Aa_G479980.h1.t1
OG0003159	As003G058570	Aa_G245290.h1.t1
OG0003160	As004G082280	Aa_G150370.h1.t1
OG0003161	As003G074400	Aa_G294460.h1.t1, Aa_G294450.h1.t1
OG0003162	As004G079140	Aa_G581100.h1.t1
OG0003163	As004G085770	Aa_G189380.h1.t1
OG0003164	As004G094040	Aa_G66720.h1.t1
OG0003164	As011G256430	Aa_G26920.h1.t1
OG0003165	As010G242190, As004G096240	Aa_G835360.h1.t1
OG0003166	As005G101140	Aa_G17040.h1.t1
OG0003166	As012G287420	Aa_G81050.h1.t1
OG0003167	As005G101620, As005G101630	Aa_G16160.h1.t1, Aa_G16140.h1.t1, Aa_G16150.h1.t1, Aa_G52110.h1.t1
OG0003168	As005G106450, As005G106500	Aa_G53970.h1.t1, Aa_G24160.h1.t1, Aa_G24170.h1.t1
OG0003170	As010G221360	Aa_G52940.h1.t1
OG0003170	As005G119110	Aa_G23620.h1.t1
OG0003171	As006G122380	Aa_G624580.h1.t1, Aa_G624590.h1.t1
OG0003172	As006G122440	Aa_G347400.h1.t1, Aa_G347410.h1.t1
OG0003174	As006G124110	Aa_G187820.h1.t1, Aa_G134890.h1.t1
OG0003175	As008G195660	Aa_G217790.h1.t1
OG0003176	As006G125980, As006G125970	Aa_G148620.h1.t1, Aa_G148630.h1.t1
OG0003177	As006G128880	Aa_G199660.h1.t1
OG0003178	As009G200280	Aa_G72880.h1.t1
OG0003179	As006G133480	Aa_G52400.h1.t1
OG0003179	As009G200340	Aa_G354680.h1.t1
OG0003180	As009G207110	Aa_G414150.h1.t1
OG0003180	As006G137880	Aa_G4360.h1.t1
OG0003181	As006G138760	Aa_G45810.h1.t1, Aa_G50940.h1.t1
OG0003182	As006G142190	Aa_G24180.h1.t1, Aa_G53980.h1.t1
OG0003183	As006G143710	Aa_G844080.h1.t1
OG0003184	As006G144650	Aa_G505620.h1.t1
OG0003185	As006G148040	Aa_G599720.h1.t1, Aa_G645710.h1.t1, Aa_G979100.h1.t1
OG0003186	As007G154910	Aa_G132430.h1.t1
OG0003186	As010G239450	Aa_G30600.h1.t1
OG0003187	As010G237510	Aa_G410810.h1.t1
OG0003187	As007G156370	Aa_G393460.h1.t1
OG0003188	As007G156780	Aa_G119620.h1.t1
OG0003189	As007G156790	Aa_G119640.h1.t1
OG0003193	As010G228330, As007G162010	Aa_G7230.h1.t1
OG0003194	As007G178260	Aa_G163900.h1.t1, Aa_G569060.h1.t1
OG0003195	As007G180480	Aa_G100190.h1.t1, Aa_G279360.h1.t1
OG0003196	As008G182440	Aa_G661470.h1.t1
OG0003197	As008G184830	Aa_G270620.h1.t1
OG0003199	As008G190490	Aa_G395360.h1.t1, Aa_G395400.h1.t1
OG0003200	As008G190800	Aa_G368310.h1.t1
OG0003201	As008G194490	Aa_G477730.h1.t1, Aa_G446430.h1.t1
OG0003202	As008G197050	Aa_G134500.h1.t1, Aa_G25320.h1.t1
OG0003203	As009G206950	Aa_G5120.h1.t1, Aa_G5130.h1.t1
OG0003204	As009G214600	Aa_G73120.h1.t1, Aa_G302810.h1.t1
OG0003206	As009G215340	Aa_G70640.h1.t1
OG0003207	As009G217560	Aa_G165590.h1.t1
OG0003208	As010G236670, As010G236680	Aa_G165060.h1.t1
OG0003211	As011G247480	Aa_G166540.h1.t1, Aa_G234910.h1.t1
OG0003212	As011G248070, As011G248060	Aa_G233700.h1.t1
OG0003213	As011G248330	Aa_G568120.h1.t1
OG0003214	As011G250070	Aa_G176980.h1.t1
OG0003216	As011G265500	Aa_G606710.h1.t1, Aa_G235690.h1.t1
OG0003217	As011G267290	Aa_G194680.h1.t1
OG0003218	As012G270030	Aa_G396750.h1.t1, Aa_G860390.h1.t1, Aa_G860390.h2.t1
OG0003219	As012G271490	Aa_G434990.h1.t1
OG0003220	As012G272530	Aa_G92530.h1.t1
OG0003222	As012G281200	Aa_G651010.h1.t1, Aa_G651000.h1.t1
OG0003223	As012G282130	Aa_G9730.h1.t1
OG0003224	As012G282320, As012G282440	Aa_G302240.h1.t1, Aa_G670250.h1.t1
OG0003225	As012G284760	Aa_G268640.h1.t1
OG0003226	As012G285770	Aa_G445440.h1.t1
OG0003247	As001G002660	Aa_G262470.h1.t1
OG0003247	As007G178960	Aa_G166780.h1.t1
OG0003248	As001G002810, As007G178580	Aa_G537790.h1.t1
OG0003249	As001G004570	Aa_G314990.h1.t1
OG0003250	As001G004950	Aa_G9880.h1.t1
OG0003251	As001G010070	Aa_G351540.h1.t1, Aa_G351550.h1.t1
OG0003252	As001G012160	Aa_G214630.h1.t1
OG0003253	As006G124430, As006G124420, As001G012340	Aa_G89480.h1.t1, Aa_G488800.h1.t1
OG0003255	As001G015840	Aa_G299220.h1.t1
OG0003255	As004G078910	Aa_G165490.h1.t1
OG0003256	As001G024690	Aa_G616310.h1.t1, Aa_G227110.h1.t1
OG0003257	As001G026920	Aa_G34350.h1.t1
OG0003258	As004G077970	Aa_G421590.h1.t1
OG0003259	As001G032020, As001G032030	Aa_G321870.h1.t1, Aa_G776730.h1.t1
OG0003260	As002G043840	Aa_G287250.h1.t1
OG0003261	As002G044910	Aa_G39320.h1.t1
OG0003261	As002G044920	Aa_G656250.h1.t1
OG0003262	As002G045810	Aa_G82280.h1.t1
OG0003263	As006G134380	Aa_G363750.h1.t1
OG0003263	As002G046720	Aa_G542680.h1.t1
OG0003264	As002G051950	Aa_G158510.h1.t1, Aa_G322400.h1.t1
OG0003265	As002G052510	Aa_G168590.h1.t1
OG0003265	As002G052520, As007G177780	Aa_G653900.h1.t1
OG0003266	As002G054550	Aa_G691920.h1.t1
OG0003267	As002G054690	Aa_G665890.h1.t1
OG0003269	As003G063720, As003G063650, As003G063670, As003G060450, As004G085330	Aa_G300110.h1.t1
OG0003270	As003G064000	Aa_G529510.h1.t1
OG0003271	As003G068290	Aa_G48020.h1.t1
OG0003272	As003G071130	Aa_G138800.h1.t1
OG0003273	As003G071220, As012G274890	Aa_G279710.h1.t1
OG0003274	As003G071680	Aa_G527830.h1.t1
OG0003275	As011G264570	Aa_G580090.h1.t1
OG0003275	As003G071920	Aa_G157110.h1.t1
OG0003276	As003G072620	Aa_G179540.h1.t1
OG0003276	As011G265520	Aa_G606700.h1.t1
OG0003277	As003G072780	Aa_G415530.h1.t1
OG0003278	As003G076070	Aa_G137950.h1.t1
OG0003280	As004G079190	Aa_G463040.h1.t1
OG0003282	As004G092460	Aa_G44210.h1.t1, Aa_G196700.h1.t1
OG0003283	As004G093520	Aa_G634850.h1.t1
OG0003284	As004G094590	Aa_G79780.h1.t1, Aa_G305930.h1.t1
OG0003285	As004G094820	Aa_G140650.h1.t1
OG0003286	As004G095820	Aa_G754120.h1.t1
OG0003287	As004G096020	Aa_G31170.h1.t1, Aa_G96510.h1.t1
OG0003288	As005G099390	Aa_G241220.h1.t1
OG0003289	As005G103340	Aa_G234090.h1.t1, Aa_G323680.h1.t1, Aa_G552000.h1.t1, Aa_G125490.h1.t1
OG0003290	As005G107020	Aa_G18670.h1.t1, Aa_G18660.h1.t1
OG0003292	As005G113660, As010G225920	Aa_G241020.h1.t1
OG0003293	As010G222620	Aa_G373790.h2.t1, Aa_G373790.h1.t1
OG0003293	As005G116260	Aa_G75300.h1.t1
OG0003294	As005G117700	Aa_G20990.h1.t1
OG0003295	As010G221600	Aa_G225300.h1.t1
OG0003295	As005G118770	Aa_G81290.h1.t1
OG0003296	As005G120210	Aa_G43730.h1.t1
OG0003297	As005G120390	Aa_G43890.h1.t1
OG0003298	As006G124470	Aa_G89510.h1.t1
OG0003298	As008G196710	Aa_G655380.h1.t1
OG0003299	As006G126230	Aa_G346500.h1.t1
OG0003300	As006G128530	Aa_G435900.h1.t1
OG0003301	As006G130610	Aa_G624470.h1.t1
OG0003302	As006G131610	Aa_G647380.h1.t1, Aa_G288260.h1.t1
OG0003303	As009G200360, As006G133490	Aa_G52390.h1.t1
OG0003304	As006G133920	Aa_G264580.h1.t1
OG0003304	As006G142030	Aa_G24320.h1.t1
OG0003305	As006G136050	Aa_G111850.h1.t1
OG0003305	As009G202840	Aa_G162260.h1.t1
OG0003306	As006G138040	Aa_G4520.h1.t1, Aa_G378520.h1.t1
OG0003307	As006G138370	Aa_G251080.h1.t1
OG0003308	As006G141290	Aa_G174370.h1.t1
OG0003309	As006G148620, As009G212270	Aa_G484010.h1.t1, Aa_G335820.h1.t1, Aa_G90820.h1.t1, Aa_G282970.h1.t1
OG0003310	As010G241900	Aa_G343730.h1.t1
OG0003312	As010G240150	Aa_G524720.h1.t1
OG0003313	As010G239970	Aa_G203180.h1.t1
OG0003313	As007G154590	Aa_G379820.h1.t1
OG0003314	As010G238780, As007G155340	Aa_G64530.h1.t1
OG0003315	As007G157170	Aa_G60810.h1.t1
OG0003316	As007G158290	Aa_G485970.h1.t1, Aa_G122570.h1.t1
OG0003317	As007G158600	Aa_G589590.h1.t1
OG0003318	As007G159430	Aa_G92630.h1.t1, Aa_G62560.h1.t1
OG0003320	As007G161580	Aa_G431880.h1.t1
OG0003321	As007G176610	Aa_G373630.h1.t1
OG0003322	As008G185720	Aa_G339060.h1.t1
OG0003324	As009G200870, As009G200840	Aa_G596020.h1.t1
OG0003325	As009G206630, As009G206770	Aa_G251140.h1.t1
OG0003326	As009G211740	Aa_G386310.h1.t1
OG0003327	As009G213040	Aa_G663080.h1.t1
OG0003328	As010G222160	Aa_G84280.h1.t1
OG0003329	As010G229480	Aa_G469590.h1.t1
OG0003330	As010G232880	Aa_G144600.h1.t1, Aa_G126690.h1.t1
OG0003331	As010G235720	Aa_G121510.h1.t1
OG0003332	As010G238330	Aa_G323730.h1.t1, Aa_G348850.h1.t1
OG0003333	As010G239610	Aa_G30420.h1.t1
OG0003334	As010G242170	Aa_G859400.h1.t1
OG0003335	As010G242230	Aa_G370250.h1.t1
OG0003336	As012G268160, As011G245170	Aa_G595500.h1.t1, Aa_G595510.h1.t1
OG0003337	As011G249300	Aa_G714940.h1.t1
OG0003338	As011G254220	Aa_G538140.h1.t1, Aa_G418480.h1.t1
OG0003339	As012G269870	Aa_G1320.h1.t1
OG0003340	As012G283900	Aa_G461230.h1.t1
OG0003343	As012G288080	Aa_G2480.h1.t1
