Orthogroup	Aethionema_saxatile	Brassica_rapa
OG0002790	As011G254310, As004G096070	XP_009145390.2, XP_009108947.1
OG0002791	As004G096460	XP_009145466.1
OG0002793	As005G099990	XP_009142463.1, XP_009142574.1
OG0002793	As012G288160	XP_009104372.1
OG0002794	As005G101850	XP_009143123.2
OG0002794	As012G286850	XP_009116754.2, XP_009138817.1
OG0002795	As005G102310	XP_009133690.1, XP_009116713.1, XP_009138843.1
OG0002796	As005G103720, As005G103730	XP_009142951.1
OG0002797	As005G105270	XP_009142053.1, XP_009142820.2
OG0002798	As005G105660	XP_009142776.1, XP_009133511.2
OG0002800	As005G108500	XP_009125513.1, XP_009125512.1
OG0002801	As005G112300, As010G227050	XP_009120766.2, XP_009131818.2
OG0002802	As005G112600	XP_009124332.1, XP_009131837.2, XP_009120732.1
OG0002803	As010G224010	XP_009149935.1
OG0002803	As005G115960	XP_009120395.1
OG0002804	As005G119640	XP_009103462.1
OG0002804	As010G221140	XP_009101772.2
OG0002805	As006G121540, As006G128670	XP_009133846.1
OG0002806	As008G198160	XP_033134028.1
OG0002806	As006G122540	XP_009134479.1
OG0002807	As006G123850	XP_009144526.2, XP_009134374.2, XP_033147974.1
OG0002808	As006G126320	XP_009143993.1
OG0002808	As008G195220	XP_009119194.1
OG0002809	As006G127320	XP_009132779.1, XP_009144217.2, XP_009118554.1
OG0002810	As006G127830	XP_009144273.2
OG0002812	As006G130890	XP_018514149.2
OG0002812	As008G190700	XP_009118379.1, XP_009148092.2
OG0002814	As006G135200	XP_009147370.1, XP_009134654.1
OG0002815	As006G136420	XP_009119215.1
OG0002815	As009G203420	XP_009107521.1
OG0002817	As006G137530	XP_009125000.1
OG0002817	As009G204350	XP_033141891.1, XP_009131669.1
OG0002818	As006G138270	XP_009134806.1
OG0002818	As009G206780	XP_009111932.1
OG0002819	As006G139750	XP_009124936.1
OG0002820	As006G140110	XP_033147484.1, XP_033147346.1
OG0002821	As006G140460	XP_009124640.1, XP_009147125.1, XP_009129764.1
OG0002822	As006G144050	XP_009134772.1
OG0002823	As006G144770	XP_009115972.1, XP_009141570.2
OG0002824	As006G146920	XP_009139279.1, XP_009133209.1
OG0002825	As010G243950	XP_009104453.1
OG0002825	As007G152100	XP_009148942.1
OG0002826	As010G243210	XP_009104497.1
OG0002826	As007G152490	XP_009117784.1
OG0002827	As007G153850	XP_009149197.1, XP_009110405.1, XP_009105927.1
OG0002828	As007G153940	XP_033134650.1
OG0002828	As010G241060	XP_009105932.1, XP_018512273.2
OG0002829	As007G154360	XP_009105977.2
OG0002830	As007G155230	XP_009110321.1
OG0002831	As010G238770	XP_033131375.1
OG0002831	As007G155350	XP_009117578.1
OG0002832	As007G156660	XP_009149532.1
OG0002832	As010G237250	XP_009106282.1
OG0002833	As007G156670	XP_009149531.1
OG0002833	As010G237240	XP_009106283.1
OG0002834	As007G159790	XP_009110077.1, XP_009127784.3
OG0002835	As010G232250	XP_033140924.1
OG0002835	As007G160850	XP_009109917.1
OG0002836	As007G161170	XP_009127674.1, XP_009109894.2, XP_009115339.1
OG0002837	As007G161340	XP_009127632.1, XP_009105388.1, XP_009103064.1
OG0002838	As007G162790	XP_009137440.2, XP_009109254.1, XP_009137922.1
OG0002840	As007G180880	XP_009109490.2, XP_009140284.1
OG0002841	As008G195240	XP_009143996.1, XP_009119203.1
OG0002842	As008G197280, As008G197290, As008G197270	XP_009118711.1, XP_009111159.2
OG0002843	As009G217030	XP_009130109.1
OG0002845	As009G204620	XP_009131702.1, XP_009120942.1, XP_009126285.1
OG0002846	As009G207360	XP_009151293.1, XP_033140558.1
OG0002848	As009G216240	XP_009130063.1, XP_033136871.1
OG0002849	As010G221970	XP_009149749.1
OG0002849	As009G216340	XP_009150952.1
OG0002850	As009G218290	XP_033144965.1
OG0002850	As009G216690	XP_009137074.2
OG0002851	As009G216910	XP_009150900.1
OG0002851	As010G222370	XP_009149792.1
OG0002852	As009G216990	XP_033140402.1, XP_033140424.1, XP_033138606.1, XP_033140401.1, XP_009150889.1, XP_009141613.1
OG0002853	As009G218380	XP_033140414.1, XP_009150119.1
OG0002854	As009G219520, As009G219510, As009G219570, As009G219550	XP_009126737.1
OG0002855	As009G219680	XP_033143134.1, XP_033138849.1
OG0002856	As009G219710, As010G223780	XP_009149925.1
OG0002857	As010G221240	XP_009136539.1, XP_009136540.1
OG0002858	As010G222090, As010G222100, As010G222110	XP_009151870.1
OG0002859	As010G224720	XP_009120490.1
OG0002860	As010G226110, As011G263240	XP_009108847.1, XP_009121221.2
OG0002861	As010G233890	XP_033134978.1, XP_009105765.1
OG0002862	As010G239100	XP_009128044.2
OG0002863	As010G243440	XP_009106722.1, XP_009149022.1
OG0002864	As011G245390	XP_009135306.1, XP_009124755.1, XP_009146490.1
OG0002865	As011G245720	XP_009135323.1, XP_009146455.1
OG0002866	As011G245990	XP_009147532.1
OG0002867	As011G246110	XP_009146418.1
OG0002867	As012G269170	XP_009106937.1
OG0002868	As011G247630, As012G270140	XP_033137390.1, XP_009135443.1, XP_009146243.1
OG0002869	As012G271540	XP_009147805.1
OG0002869	As011G252800	XP_009135690.1, XP_009145620.1
OG0002870	As011G260220, As011G260320, As011G260230, As011G260250	XP_009109522.2
OG0002872	As011G263520	XP_009135421.1, XP_033131096.1
OG0002874	As011G267620	XP_009112679.1, XP_033136498.1, XP_009137763.1
OG0002875	As012G271600	XP_009147796.1, XP_009144936.1, XP_009145616.1
OG0002876	As012G271660	XP_009147789.1
OG0002876	As012G272980	XP_009144984.2, XP_033128466.1
OG0002877	As012G281230	XP_033134471.1
OG0002878	As012G282870	XP_018510027.1
OG0002879	As012G283630	XP_009116415.1, XP_009141984.1
OG0002880	As012G283930	XP_009116438.1, XP_009122173.1
OG0002881	As012G284190	XP_033142147.1, XP_033142153.1
OG0002890	As011G267320	XP_018508762.1
OG0002890	As001G000270	XP_009109096.1
OG0002891	As007G179070	XP_009140504.1
OG0002891	As001G002500	XP_009137924.1
OG0002892	As007G176760	XP_009117078.2, XP_009140629.1
OG0002892	As001G004370	XP_009126505.1
OG0002893	As001G004560	XP_009126353.1, XP_009117066.1
OG0002894	As010G226250	XP_009123310.1
OG0002894	As001G005380	XP_009125713.1
OG0002895	As006G131970	XP_009117035.2
OG0002895	As001G005770	XP_009125229.1
OG0002896	As001G012130	XP_009120274.1
OG0002896	As011G262260	XP_009136242.1
OG0002897	As001G014440	XP_009109269.1
OG0002897	As011G263470	XP_009121212.1
OG0002898	As001G014610	XP_033147760.1, XP_033147762.1
OG0002899	As001G016720	XP_009114906.1, XP_009145197.1
OG0002900	As004G079980	XP_009133032.1
OG0002900	As001G017470	XP_009145334.1
OG0002901	As001G021000	XP_009113180.2
OG0002902	As001G021920	XP_009105208.1, XP_009105227.1
OG0002903	As001G022250	XP_009110504.1, XP_009148900.1, XP_009117843.1
OG0002904	As008G182720	XP_033133796.1
OG0002904	As001G023030	XP_009101297.1
OG0002905	As001G026940	XP_009111591.1, XP_009129380.1
OG0002906	As001G031240	XP_009112751.2, XP_009112933.2, XP_033145430.1
OG0002907	As002G049140	XP_009120262.1
OG0002907	As002G032540	XP_009137559.1
OG0002909	As002G036070	XP_009122720.2
OG0002909	As009G214320	XP_009130837.2
OG0002910	As002G037490	XP_009121251.1, XP_009146694.1
OG0002911	As002G039050	XP_009135230.1, XP_009125949.1
OG0002912	As002G045830	XP_033140814.1, XP_009119917.1
OG0002912	As006G132290	XP_009115399.1
OG0002913	As002G046250	XP_009127085.1, XP_009119976.1, XP_009143267.2
OG0002914	As002G047770, As006G134250	XP_009142444.1
OG0002915	As002G049850	XP_018512220.1, XP_009120321.1, XP_009132086.2, XP_009126795.2
OG0002916	As002G050530	XP_009109817.2, XP_009109821.2
OG0002917	As002G051300	XP_009125838.1, XP_009121897.1, XP_009111684.1
OG0002918	As002G054630	XP_009136376.1, XP_009122440.1
OG0002919	As002G055050	XP_009125700.2, XP_009131008.2
OG0002919	As002G055040	XP_033138440.1
OG0002920	As002G055540	XP_009122361.1, XP_009130192.1
OG0002921	As003G055710	XP_009144582.1
OG0002921	As004G091060	XP_009101424.1
OG0002922	As004G089490	XP_009101479.1
OG0002922	As003G056070	XP_009130911.1
OG0002923	As003G059680	XP_033142729.1, XP_009135013.1
OG0002924	As004G085010	XP_009128630.2
OG0002924	As003G060750	XP_009136152.2
OG0002926	As003G062430, As004G083750	XP_009103315.2, XP_009134193.1, XP_009113616.1
OG0002927	As003G062980	XP_033147546.1, XP_009114783.1
OG0002928	As010G234620	XP_009104891.1, XP_009105842.2
OG0002930	As003G069000	XP_033132590.1, XP_009102915.1
OG0002931	As003G071890	XP_018509315.1, XP_018513560.1, XP_009151452.1, XP_009109286.1, XP_009138380.1
OG0002932	As003G073230	XP_009139866.1
OG0002932	As007G179420	XP_009140467.1
OG0002933	As003G073620	XP_009123833.1, XP_009117296.1
OG0002934	As003G074190	XP_009109400.1, XP_009132311.1
OG0002936	As003G075770	XP_009150026.2, XP_009109502.1
OG0002937	As003G075880, As003G075870	XP_009101910.1, XP_009144504.2, XP_009101916.1
OG0002938	As003G076270	XP_009109546.1
OG0002938	As007G182120	XP_009134016.2, XP_009117454.1
OG0002939	As004G080670	XP_018515018.2, XP_009113487.2, XP_009134096.1
OG0002940	As004G080970	XP_009132978.1, XP_009134086.1
OG0002941	As004G092810	XP_033133164.1, XP_009138379.1, XP_009151594.1, XP_009151705.1
OG0002942	As004G095150	XP_009108100.1
OG0002942	As011G255680	XP_009102589.1
OG0002943	As004G097800	XP_009107662.1, XP_009125176.1, XP_033145809.1
OG0002944	As012G288390	XP_009116918.2
OG0002944	As005G099470	XP_009142535.1
OG0002945	As011G262010, As005G099620	XP_009120342.1, XP_009147290.1
OG0002946	As005G100780	XP_009142659.1, XP_009133771.1
OG0002946	As012G287630	XP_009138762.1
OG0002947	As012G286270	XP_009138841.1
OG0002947	As005G102260	XP_009142304.1
OG0002949	As005G102770	XP_033148313.1, XP_009143033.1
OG0002950	As005G102900, As005G120840	NP_001288967.1
OG0002951	As005G103310	XP_009142232.1, XP_009142975.1, XP_033148359.1
OG0002952	As005G103620	XP_009142217.1, XP_009116631.1
OG0002953	As005G103850	XP_009142942.1
OG0002953	As012G285610	XP_033135976.1
OG0002954	As005G103920, As012G285590	XP_033135970.1
OG0002956	As005G112690	XP_033138587.1, XP_009126507.2, XP_033138519.1, XP_033138515.1
OG0002957	As010G225170	XP_009150196.1
OG0002957	As005G114440	XP_009131934.2
OG0002958	As007G178300, As005G115210, As005G115130, As005G115110	XP_033141994.1, XP_033141995.1, XP_033142430.1
OG0002960	As005G119270	XP_009103426.1, XP_009112373.2, XP_009112378.2, XP_009112374.2, XP_033140772.1, XP_033140770.1, XP_009141044.1
OG0002961	As005G120200	XP_009103512.2, XP_033136989.1
OG0002962	As006G120960	XP_009120050.1, XP_009107409.1
OG0002963	As006G122220	XP_009111392.1, XP_033142127.1
OG0002963	As008G198490	XP_009119674.1
OG0002964	As006G123120	XP_009111301.1
OG0002965	As006G124330	XP_033140981.1, XP_009131504.2
OG0002966	As008G197040	XP_009118682.2
OG0002966	As006G124460	XP_009113950.1
OG0002967	As008G196470	XP_009111125.2, XP_009118668.1
OG0002968	As008G196450	XP_009118665.1
OG0002968	As006G124680	XP_009101754.2, XP_009113971.3
OG0002969	As008G196060	XP_009119289.1
OG0002969	As006G125390	XP_009143871.2
OG0002970	As006G125530	XP_009143881.1
OG0002970	As008G195970	XP_033138316.1, XP_009118628.1
OG0002971	As008G195980	XP_009111095.2
OG0002971	As006G125540	XP_033143063.1, XP_033147605.1
OG0002972	As008G195210	XP_009119197.1
OG0002972	As006G126330	XP_009143988.1
OG0002973	As008G193960	XP_009119083.1
OG0002973	As006G127510	XP_009132771.1
OG0002974	As006G129330	XP_009122944.2, XP_009118947.1
OG0002975	As006G132020	XP_009108828.1, XP_033141108.1, XP_009125401.1
OG0002976	As006G133020	XP_009131411.1, XP_009134602.1
OG0002977	As006G133120	NP_001288826.1
OG0002977	As009G200420	XP_009121647.1
OG0002978	As006G134070	XP_009132027.1, XP_009126728.2
OG0002979	As006G134610	XP_009132389.2, XP_009142687.1
OG0002980	As006G138640	XP_009134820.1
OG0002980	As009G206310	XP_018508090.1, XP_009111755.1
OG0002981	As006G139720	XP_009120923.1
OG0002982	As006G144850	XP_009143601.1
OG0002983	As006G145220	XP_009143564.1
OG0002983	As012G276680	XP_009139432.1
OG0002984	As006G145240	XP_009143563.1, XP_033145303.1, XP_009144121.1
OG0002986	As006G146440, As006G146490, As012G283220, As012G283210	XP_009125836.1
OG0002987	As007G152650	XP_009117779.1, XP_033134672.1
OG0002988	As007G155970	XP_009149457.1
OG0002989	As007G160830, As007G160820	XP_033132354.1
OG0002990	As007G161280	XP_009115318.1
OG0002991	As007G165450	XP_009137530.1, XP_009109203.1
OG0002993	As008G188150	XP_009118303.1
OG0002994	As008G195400	XP_009119470.2, XP_033138391.1, XP_033136640.1, XP_033136638.1, XP_033145146.1, XP_033134023.1, XP_033134021.1
OG0002995	As008G197220	XP_009119564.1
OG0002996	As009G211470	XP_009111709.1
OG0002996	As009G205440	XP_033141212.1
OG0002997	As009G207200	XP_009111902.1, XP_009151268.1
OG0002999	As009G213270	XP_009122152.1, XP_009125601.1
OG0003000	As009G217860	XP_009136444.1, XP_009130153.1, XP_033138938.1
OG0003001	As009G218700	XP_009151343.1
OG0003003	As010G241350	XP_009149182.1, XP_018508624.1
OG0003004	As011G246950	XP_009147604.1, XP_009146322.1
OG0003005	As012G274670	XP_018513588.2
OG0003005	As011G248900	XP_009114660.1, XP_009146068.1
OG0003006	As012G274340	XP_009146394.1
OG0003006	As011G249140	XP_009135507.1
OG0003007	As011G249150	XP_009124512.1
OG0003008	As012G273130	XP_009144999.2
OG0003008	As011G250370	XP_018514773.1
OG0003009	As011G251640	XP_009111697.2
OG0003009	As012G272550	XP_009147869.1
OG0003010	As012G271740	XP_009147782.1, XP_009144924.1
OG0003011	As011G255440	XP_009123200.1
OG0003012	As011G256320, As011G256300	XP_009106012.2, XP_033130363.1
OG0003013	As011G263620	XP_009112404.1, XP_009121185.1
OG0003014	As011G264920	XP_009150755.2
OG0003015	As011G266410	XP_009102145.1
OG0003016	As012G271370	XP_009144890.1, XP_009145502.1
OG0003017	As012G271460, As012G284290	XP_009104078.2, XP_009139005.1
OG0003018	As012G281520	XP_009116220.1, XP_009141803.1
OG0003019	As012G282450, As012G282290	XP_033142451.1, XP_009146297.2, XP_009116545.1
OG0003020	As012G285870	XP_009133652.1, XP_009142239.1
OG0003033	As001G000700	XP_009129299.1
OG0003034	As001G002000, As001G001990, As001G001960, As001G001980, As001G001970	XP_018509452.1
OG0003035	As001G005220	XP_033129437.1, XP_033129426.1, XP_009123412.1, XP_033139103.1, XP_033133937.1, XP_033129409.1
OG0003036	As001G012870	XP_009115347.1, XP_009123232.1
OG0003037	As001G014600	XP_009107945.1
OG0003038	As001G015900	XP_009102667.1, XP_009114993.1
OG0003039	As008G187230	XP_009118254.1
OG0003039	As001G020340	XP_033133365.1, XP_009138566.2
OG0003040	As001G020420	XP_009113267.1
OG0003041	As001G021030	XP_009113184.1
OG0003041	As008G186920	XP_009148412.1
OG0003042	As001G026770	XP_033140676.1, XP_009151914.1
OG0003043	As004G076940	XP_009124229.1
OG0003044	As001G031920	XP_009112702.1, XP_009113054.1
OG0003045	As002G037950, As002G037960	XP_009135195.1, XP_009146670.2
OG0003046	As002G045170, As002G045180	XP_009119888.1, XP_018508983.1
OG0003047	As002G053800	XP_009125762.1
OG0003048	As005G116650	XP_009130268.1
OG0003048	As002G054230	XP_009131085.1
OG0003049	As004G089930	XP_009114296.1, XP_009128942.1
OG0003050	As004G085000	XP_009128631.1
OG0003050	As003G060760	XP_009108586.1
OG0003051	As003G060980	XP_009136588.1
OG0003051	As004G084740	XP_009102714.1
OG0003052	As003G063420	XP_009114731.1, XP_009107924.1
OG0003053	As004G080710	XP_009134083.1
OG0003054	As004G082430	XP_009114049.1
OG0003055	As004G081510	XP_009141342.1
OG0003055	As003G068720	XP_009109744.2, XP_009113689.1, XP_009102925.2
OG0003056	As003G068860	XP_009141344.2, XP_033145300.1
OG0003057	As011G264610	XP_009112442.1, XP_009150777.1, XP_009121096.1
OG0003058	As007G179280	XP_033145482.1
OG0003058	As003G073190	XP_009140331.1, XP_009138463.1
OG0003059	As004G078830	XP_009143704.1, XP_009133010.1
OG0003060	As004G085950	XP_009134324.1, XP_009114533.1, XP_009146404.1
OG0003061	As004G091040	XP_009101423.2
OG0003062	As004G091700	XP_033132299.1, XP_009124445.1, XP_033143490.1
OG0003063	As011G256870	XP_009102476.1
OG0003063	As004G093720	XP_009139642.1
OG0003064	As004G095360	XP_009102630.1, XP_009147054.1
OG0003065	As004G096320	XP_009109297.1
OG0003066	As005G098610	XP_009112913.1
OG0003066	As012G288910	XP_009138687.1
OG0003067	As005G101750	XP_009143136.1
OG0003067	As012G286910	XP_009138811.1, XP_009116762.1
OG0003068	As005G103410	XP_009104224.1
OG0003069	As005G106180	XP_009133486.1
OG0003070	As010G226890	XP_009120760.1, XP_009126487.1, XP_033143944.1
OG0003071	As005G114060	XP_009126590.1
OG0003072	As005G114410	XP_033138136.1, XP_009120549.2, XP_009120547.2, XP_009126618.2, XP_009131930.1
OG0003073	As005G117990, As006G139190	XP_009151162.1, XP_009111720.1
OG0003074	As010G221490	XP_009101260.1
OG0003074	As005G118890	XP_009112204.1
OG0003075	As005G118970	XP_009112205.1
OG0003075	As010G221440	XP_009101448.1
OG0003076	As005G119750	XP_009103473.1, XP_009136548.1
OG0003079	As006G121290	XP_009111466.1
OG0003079	As008G199130	XP_009119731.1, XP_009118831.2
OG0003080	As006G127070	XP_009141151.1
OG0003080	As008G194380	XP_009118571.1
OG0003081	As009G218020	XP_033142401.1, XP_033135290.1
OG0003082	As006G128060	XP_009141068.2, XP_009132739.2, NP_001288861.1, XP_009141067.1, XP_009132738.2
OG0003083	As008G192920	XP_009118447.2, XP_009118969.1
OG0003083	As006G128710	XP_033145178.1
OG0003084	As006G130370	XP_009133885.1
OG0003085	As006G130800	XP_009140787.1
OG0003087	As006G136280	XP_033148194.1
OG0003087	As009G203210	XP_009131588.1
OG0003088	As006G138140	XP_009145312.1
OG0003089	As006G139090	XP_009147210.1, XP_009124863.1
OG0003090	As009G204770, As009G204780	XP_009131712.1
OG0003091	As006G147120, As006G147140	XP_009133242.1, XP_018514248.2
OG0003091	As012G278880	XP_009115879.2, XP_009136634.2
OG0003093	As010G243940	XP_033141834.1
OG0003093	As007G152110	XP_009148946.1
OG0003094	As007G153470	XP_009149144.1
OG0003095	As007G153700	XP_009110418.1, XP_009127356.2
OG0003096	As007G159050	XP_033135719.1
OG0003097	As007G160110	XP_009115452.2, XP_009105677.1
OG0003098	As008G182610, As008G182620	XP_009117872.1
OG0003099	As010G221090, As008G186160	XP_009102397.1, XP_009128663.1, XP_009115709.2
OG0003101	As009G200630	XP_018512337.1
OG0003101	As009G206010	XP_009125023.1
OG0003102	As009G211480	XP_009125948.1
OG0003103	As009G218070	XP_009136476.1, XP_009125697.1
OG0003104	As009G218270	XP_009136510.1
OG0003104	As009G218280	XP_009136512.1
OG0003106	As010G220410	XP_009115795.1
OG0003107	As010G223630	XP_009149910.1
OG0003109	As010G240450	XP_009104823.1
OG0003111	As012G268350	XP_009146498.1, XP_009135304.1, XP_009124744.1
OG0003112	As012G268700, As011G245490	XP_009135012.1
OG0003113	As011G248020	XP_009135457.1, XP_009115229.1, XP_009146195.2
OG0003114	As011G251340, As011G251350, As012G272710	XP_009145811.1, XP_009112081.1, XP_009135622.1
OG0003115	As012G271390, As011G253330	XP_033137015.1
OG0003116	As011G255420	XP_009135859.1, XP_009102616.1, XP_018508396.1, XP_033130723.1
OG0003117	As011G257560	XP_018510169.1, XP_009139686.1
OG0003118	As011G259380	XP_009112390.1, XP_009134452.1, XP_009111324.1
OG0003119	As011G263390	XP_009136308.2, XP_009112386.1, XP_009136307.1
OG0003121	As012G269010	XP_009106913.1, XP_009107079.2
OG0003122	As012G274910	XP_018513988.2, XP_033142172.1, XP_009143737.2
OG0003123	As012G277270	XP_009143502.1
OG0003124	As012G278130	XP_009141702.1, XP_018514348.1
OG0003139	As001G001020	XP_018512740.1, XP_009128708.1
OG0003141	As001G013880, As001G013890	XP_009113444.1
OG0003142	As001G015570	XP_033142688.1, XP_033135410.1
OG0003143	As004G083010	XP_009141515.1
OG0003143	As001G018020	XP_009136775.1, XP_009145854.1
OG0003144	As008G186710	XP_009148418.1
OG0003144	As001G021150	XP_009103874.1
