Orthogroup	Aethionema_saxatile	Arabidopsis_thaliana
OG0005429	As007G178550	AT2G24090.1
OG0005432	As008G185190	AT1G12140.1
OG0005433	As008G185260	AT1G12064.1
OG0005434	As008G186720	AT1G10840.1
OG0005435	As008G186740	AT1G10820.2
OG0005436	As008G187770	AT1G10030.1
OG0005437	As008G187800	AT1G10060.5
OG0005438	As008G188070	AT1G09700.1
OG0005439	As008G188380	AT1G09380.1
OG0005440	As008G188430	AT1G09330.1
OG0005441	As008G189400	AT1G08820.1
OG0005442	As008G190710	AT3G42550.1
OG0005443	As008G191180	AT1G08060.3
OG0005444	As008G193410	AT1G06720.2
OG0005445	As008G194470, As008G194460	AT1G05770.1
OG0005446	As008G194650	AT1G05630.1
OG0005447	As008G198530	AT4G07950.1, AT1G01210.1
OG0005448	As009G199760	AT5G13910.1
OG0005449	As009G199880	AT5G14580.1
OG0005450	As009G200330	AT5G14070.1
OG0005451	As009G200560	AT5G14780.1
OG0005452	As009G202220	AT5G16280.1
OG0005453	As009G202520	AT5G16560.1
OG0005454	As009G203370	AT5G17350.1
OG0005455	As009G203540	AT5G17590.1
OG0005456	As009G203720	AT5G17770.1
OG0005457	As009G204260	AT5G18420.2
OG0005458	As009G205380	AT5G26594.1
OG0005459	As009G206170	AT5G27620.2
OG0005460	As009G207070	AT5G28640.1
OG0005461	As009G208680	AT5G48810.1
OG0005462	As009G211500	AT5G06800.2
OG0005463	As009G212510	AT5G06220.2
OG0005464	As009G213280	AT5G05440.1
OG0005465	As009G213960	AT5G05140.1
OG0005466	As009G214080	AT5G04890.1
OG0005467	As009G214330	AT5G04760.1
OG0005468	As009G214350	AT5G04740.1
OG0005469	As009G214590	AT5G04470.1
OG0005470	As009G215170	AT5G25640.1
OG0005471	As009G218530	AT5G62000.1
OG0005472	As009G218540	AT5G62020.1
OG0005473	As009G218600	AT5G62130.2
OG0005474	As009G218900, As010G223550	AT5G62440.1
OG0005475	As009G220040	AT5G58350.1
OG0005476	As010G220650	AT3G50900.1
OG0005478	As010G223900, As010G227850	AT3G47120.1
OG0005479	As010G224970	AT3G45750.1
OG0005480	As010G227370	AT5G19980.1
OG0005481	As010G227770	AT1G67740.1
OG0005482	As010G230120	AT3G07100.1
OG0005484	As010G231250	AT1G68620.1
OG0005485	As010G232340	AT1G69310.1
OG0005486	As010G232680	AT1G69580.2
OG0005487	As010G233660	AT1G70740.1
OG0005488	As010G234000	AT1G71070.1
OG0005489	As010G234410	AT1G71692.1
OG0005490	As010G235270	AT1G78170.1
OG0005491	As010G235360	AT1G78080.1
OG0005492	As010G236640	AT1G76800.1
OG0005493	As010G236980	AT1G20900.1
OG0005494	As010G237580	AT1G75900.1
OG0005495	As010G237980	AT1G75540.1
OG0005496	As010G238020	AT1G75490.1
OG0005497	As010G238170	AT1G75410.1
OG0005498	As010G239260	AT1G74230.1
OG0005499	As010G239280	AT1G74210.1
OG0005500	As010G239620	AT1G73885.1
OG0005501	As010G239980	AT1G65550.1, AT5G25420.1
OG0005502	As010G240960	AT1G72820.1
OG0005503	As010G241410	AT1G72350.1
OG0005504	As010G241690	AT1G78440.1
OG0005505	As010G243330	AT1G80840.1, AT3G32090.1
OG0005506	As010G243530	AT1G80620.1
OG0005507	As010G243800	AT1G80410.2
OG0005508	As011G244660, As012G267750	AT3G12760.1
OG0005509	As011G245180	AT3G13310.1
OG0005510	As011G247140	AT3G15030.1
OG0005511	As011G247560	AT3G15380.1
OG0005512	As011G247600	AT3G15420.1, AT1G80745.1
OG0005513	As011G248560	AT3G16380.1
OG0005514	As011G248700	AT3G16490.1
OG0005516	As012G274680, As011G248860	AT4G15880.1
OG0005517	As011G249180	AT3G17020.1
OG0005518	As011G249590	AT3G17510.1
OG0005520	As011G250780	AT3G18710.1
OG0005521	As011G250870	AT3G18773.1
OG0005522	As011G250990	AT3G18860.1
OG0005523	As011G251240, As011G257370	AT3G19160.1
OG0005524	As011G251620	AT3G19550.1
OG0005525	As011G252560	AT3G20300.1
OG0005526	As011G252910	AT3G20630.1
OG0005527	As011G254490	AT3G22500.1, AT3G22490.1
OG0005530	As011G262240	AT4G33680.1
OG0005531	As011G263780	AT2G16950.1
OG0005532	As011G263890	AT2G17040.1
OG0005533	As011G264950	AT2G18010.1
OG0005534	As011G265510	AT2G18180.1
OG0005535	As011G266540	AT2G19880.2
OG0005536	As012G268750	AT1G55270.1
OG0005537	As012G269120	AT1G54160.1
OG0005538	As012G269130	AT1G54150.1
OG0005539	As012G269280	AT1G54030.1
OG0005540	As012G269570	AT1G53650.1
OG0005541	As012G269860	AT1G53250.1
OG0005542	As012G272150	AT1G50460.1
OG0005543	As012G272990	AT1G49330.1
OG0005544	As012G273870	AT1G48320.1
OG0005545	As012G273980	AT1G48160.1
OG0005546	As012G277470	AT3G53720.1
OG0005547	As012G278040	AT3G54000.1
OG0005548	As012G279160	AT2G15670.1, AT3G51670.1
OG0005549	As012G279470	AT3G51590.1
OG0005550	As012G283980	AT3G57450.1
OG0005551	As012G284120	AT3G57650.1
OG0005552	As012G284430	AT3G58030.1
OG0005553	As012G284600	AT3G58180.1
OG0005554	As012G286950	AT3G60820.1
OG0005555	As012G288020	AT3G62060.2
OG0005556	As012G288420	AT3G62600.1
OG0005557	As012G288720	AT3G62900.1
OG0005592	As001G000970	AT4G29140.1
OG0005593	As001G002110	AT4G30140.1
OG0005594	As006G136630, As001G002230	AT1G08480.1
OG0005595	As001G002670	AT4G30630.1
OG0005596	As001G002890	AT4G30790.1
OG0005597	As001G002940	AT4G30810.1
OG0005598	As001G003080	AT4G30930.1
OG0005600	As001G003530	AT4G31320.1
OG0005601	As001G003860	AT4G31570.1
OG0005602	As001G004790	AT4G32300.1
OG0005603	As001G005240	AT4G32551.2
OG0005604	As006G131940, As001G005600	AT4G32980.1
OG0005605	As001G005830	AT4G32890.1
OG0005606	As001G012120	AT4G33670.1
OG0005607	As001G013590	AT4G34120.1
OG0005608	As001G015710	AT5G22100.1
OG0005609	As004G079180, As001G016190	AT2G35610.1
OG0005610	As001G018030	AT4G16470.1
OG0005611	As008G188180, As001G019310	AT1G57680.1
OG0005613	As001G021190	AT1G60900.1
OG0005614	As001G021890	AT1G61740.1
OG0005615	As001G022220	AT2G01080.1
OG0005616	As001G023370	AT2G02170.1
OG0005617	As001G023570	AT2G02560.1
OG0005618	As001G024320	AT2G03710.1
OG0005619	As008G183820, As001G024480	AT2G04032.1
OG0005620	As001G024500	AT2G04046.1, AT2G04045.1
OG0005621	As001G024560	AT2G03870.1
OG0005622	As001G025080	AT3G26070.1, AT3G26080.2
OG0005623	As001G025110	AT3G26100.2
OG0005624	As001G025980	AT3G27090.1
OG0005625	As001G026930	AT3G28180.1
OG0005626	As004G078310, As001G027760	AT3G29270.1
OG0005627	As001G027810	AT3G29320.1
OG0005628	As001G028350	AT1G67120.2
OG0005629	As004G076910	AT5G35980.1
OG0005630	As004G098390	AT5G42000.1
OG0005631	As001G031070	AT1G63840.1
OG0005632	As001G031180, As009G201530	AT5G15750.1
OG0005633	As008G184530, As001G031460	AT1G63245.1
OG0005634	As001G031680	AT1G63000.1
OG0005635	As002G032560	AT4G25870.1
OG0005636	As012G283610	AT3G57062.1
OG0005637	As002G033850	AT2G40610.1
OG0005639	As002G034720, As005G108070	AT3G09760.1
OG0005640	As002G035100	AT3G09980.1
OG0005641	As002G038610	AT3G12160.1
OG0005642	As002G043760	AT5G51830.1
OG0005644	As002G044970	AT5G53050.4
OG0005645	As002G046580	AT5G54800.1
OG0005647	As006G134300, As002G047690	AT5G55940.1
OG0005648	As002G047990	AT5G56250.1
OG0005649	As002G048200	AT5G56510.1
OG0005650	As002G048770	AT5G57090.1
OG0005651	As002G049090	AT5G57380.1
OG0005652	As002G049520	AT5G57840.1
OG0005653	As002G049860	AT5G58060.2
OG0005654	As002G050000	AT5G47820.1
OG0005655	As002G050360	AT5G13290.2
OG0005656	As002G050400	AT5G13250.1
OG0005657	As002G050640	AT5G13020.1
OG0005659	As002G051500	AT5G11770.1
OG0005660	As002G051530	AT5G11750.2, AT4G11630.1, AT1G24240.1
OG0005661	As002G051570	AT5G11700.2
OG0005662	As002G051910	AT5G11340.1
OG0005663	As002G053900	AT5G09370.1
OG0005664	As002G054020	AT5G09240.2, AT5G09250.4
OG0005665	As002G054720	AT5G08150.1
OG0005666	As003G055610	AT4G17210.1
OG0005667	As003G055790	AT4G17440.3
OG0005668	As004G089530, As003G056060	AT5G46910.1
OG0005669	As003G057730	AT4G19380.2
OG0005670	As003G057810	AT4G19460.1
OG0005672	As003G058080, As004G087440	AT4G19860.1
OG0005673	As003G059120	AT4G21215.2
OG0005674	As003G060330	AT4G22270.1
OG0005675	As003G060650	AT4G22720.1
OG0005676	As003G060780	AT4G22780.1
OG0005678	As003G063370	AT1G34350.2
OG0005680	As003G068930	AT1G28310.2
OG0005681	As003G069990	AT1G29395.1, AT1G29390.1
OG0005682	As003G070090	AT1G29550.1, AT1G29590.1
OG0005683	As003G071570	AT1G30880.1
OG0005684	As003G072040	AT4G35740.1
OG0005685	As003G072410	AT4G36110.1
OG0005686	As003G072600	AT4G36430.1
OG0005687	As003G073130	AT4G37210.1
OG0005688	As003G073860, As007G179770	AT2G23070.1
OG0005689	As003G074090	AT4G37790.1
OG0005691	As003G074760	AT4G39940.1
OG0005693	As003G075440	AT4G39410.1
OG0005694	As003G075450	AT4G39400.1
OG0005695	As004G077720	AT5G38360.1
OG0005697	As004G079740	AT2G35230.1
OG0005698	As004G081030	AT2G34357.1
OG0005699	As004G081880	AT5G43260.1
OG0005700	As004G081900	AT5G13010.1
OG0005701	As004G081910	AT5G43230.1
OG0005703	As004G085090	AT4G12270.1, AT4G12290.1
OG0005704	As004G085370	AT4G12610.2
OG0005705	As004G087970, As004G087950	AT5G45480.1
OG0005706	As004G087960	AT5G45470.1
OG0005707	As004G088580	AT5G46070.1
OG0005708	As004G088860, As004G088830	AT5G46370.1
OG0005709	As004G089100	AT5G46630.2
OG0005710	As004G090190	AT5G47560.1
OG0005711	As004G090210	AT5G47570.1
OG0005712	As004G090660	AT5G47670.1
OG0005713	As004G090690	AT5G47640.1
OG0005714	As004G092450	AT5G35750.1
OG0005715	As004G094330	AT4G13450.1
OG0005716	As004G095850	AT4G14746.1
OG0005717	As004G096500, As011G253730	AT3G21610.1
OG0005718	As005G099150	AT2G47710.1
OG0005719	As005G099460	AT2G47460.1
OG0005720	As005G099650	AT2G47270.1
OG0005721	As005G100240	AT2G46790.1, AT2G46670.1
OG0005722	As005G100400	AT2G46610.1
OG0005723	As005G100500	AT2G46520.1
OG0005724	As005G100700, As012G287700	AT3G61690.1
OG0005725	As005G101370	AT2G45695.1, AT3G61113.1
OG0005726	As012G287060, As005G101510	AT3G61050.1
OG0005727	As005G101650	AT2G45490.1
OG0005728	As005G102170	AT2G44940.1
OG0005729	As012G286250	AT3G60330.1
OG0005730	As005G102520	AT2G44670.1
OG0005731	As005G102890	AT2G44340.1
OG0005732	As005G102920	AT2G44290.1, AT2G44300.1
OG0005733	As005G103870	AT2G43470.1
OG0005734	As005G104020	AT2G43340.1
OG0005735	As005G104870	AT2G42490.1
OG0005736	As005G106100	AT2G41500.1, AT2G05720.1
OG0005737	As005G107140	AT5G02050.1
OG0005738	As005G107360	AT5G02260.1
OG0005739	As005G109570	AT5G26180.1
OG0005740	As005G109650	AT5G26200.1
OG0005742	As005G110700	AT5G19760.1
OG0005744	As010G227100, As005G112230	AT5G20720.1
OG0005745	As005G112270	AT5G20810.2
OG0005746	As005G113210	AT5G22220.2
OG0005747	As005G113420	AT5G22460.1
OG0005748	As005G113530	AT5G22570.1
OG0005749	As005G114100	AT5G60640.1
OG0005750	As005G114350	AT5G60335.1
OG0005751	As005G115900	AT5G58920.1
OG0005752	As005G116790	AT5G63860.1
OG0005753	As005G116850	AT5G63900.1
OG0005754	As005G117610	AT5G64620.1
OG0005755	As005G117720	AT5G64690.1
OG0005756	As005G118270	AT5G65170.1
OG0005757	As005G119990	AT5G66690.1, AT5G26310.1
OG0005758	As005G120170	AT5G66580.1
OG0005759	As006G121240	AT4G00730.1
OG0005760	As006G121530	AT4G00440.2
OG0005761	As006G121710, As006G121870	AT4G01270.1, AT4G01245.1
OG0005762	As006G121920	AT4G01210.1
OG0005763	As006G122470	AT4G01575.1
OG0005764	As006G123560	AT4G02730.1
OG0005765	As006G124020	AT4G03240.1
OG0005766	As006G124130	AT4G03390.1
OG0005767	As006G124260	AT5G44290.1
OG0005768	As006G124290	AT5G44260.1
OG0005770	As006G124500	AT5G44070.1
OG0005771	As006G125230	AT2G33470.1
OG0005772	As006G125240	AT2G33460.1
OG0005773	As006G125800	AT2G32720.1
OG0005774	As006G126490	AT2G31990.2
OG0005775	As006G128310	AT2G30200.1
OG0005776	As006G128500	AT2G30020.1
OG0005777	As012G269220, As006G129360	AT2G28840.1
OG0005778	As006G129460	AT2G31490.1
OG0005779	As006G130120	AT2G28085.1
OG0005781	As006G130710	AT2G27180.1
OG0005782	As006G131560	AT4G33250.1
OG0005783	As006G131600	AT3G53690.1
OG0005784	As009G199830, As006G133520	AT5G14010.1
OG0005785	As006G134900	AT3G01140.1
OG0005786	As006G135270	AT3G02280.1
OG0005787	As006G135360	AT3G02350.1
OG0005788	As006G135410	AT3G02420.1
OG0005789	As006G136390	AT3G03330.1
OG0005790	As006G139310	AT3G05870.3
OG0005791	As006G140230	AT3G06590.1
OG0005792	As006G140370	AT3G06730.1
OG0005793	As006G140430	AT3G06780.1
OG0005794	As006G140500	AT3G06868.1
OG0005795	As006G141280	AT3G07570.1
OG0005796	As006G141300	AT1G61520.1
OG0005797	As006G141540	AT3G07800.1
OG0005798	As006G141920	AT3G08600.1
OG0005799	As006G142460	AT2G40430.2
OG0005800	As006G142780	AT3G51810.1, AT2G40170.1
OG0005801	As006G143030	AT2G37500.1
OG0005802	As006G143590	AT2G39450.1
OG0005803	As006G145440	AT2G36890.2
OG0005804	As006G146090	AT3G53520.4
OG0005805	As006G146130	AT2G37390.1
OG0005806	As006G146600	AT2G37630.1
OG0005807	As006G146740	AT2G37690.1
OG0005808	As006G147110	AT2G38290.1
OG0005809	As006G147130	AT2G38670.1
OG0005810	As006G147400	AT2G38560.1
OG0005811	As006G148400	AT2G38470.1
OG0005812	As007G151980	AT1G15360.1
OG0005813	As007G152850	AT1G16370.1
OG0005814	As007G152900, As007G162490	AT1G16430.1, AT1G07950.2
OG0005815	As007G153110	AT1G16670.1
OG0005816	As007G153210	AT1G16790.1
OG0005817	As007G153560	AT1G17130.2
OG0005818	As007G154250, As010G240610	AT1G73100.1
OG0005819	As007G154280, As007G177410	AT1G17800.1
OG0005820	As007G155920	AT1G19640.1
OG0005821	As007G156600	AT1G20470.1
OG0005822	As007G156720	AT1G20620.6
OG0005823	As007G157840	AT1G21830.1
OG0005824	As007G158530	AT1G22490.2
OG0005825	As007G159610	AT1G23460.1
OG0005826	As007G159750	AT1G23800.1
OG0005827	As007G159900	AT5G51080.1, AT1G24090.1
OG0005828	As009G200310, As007G162190	AT5G14090.1
OG0005829	As007G162370	AT1G27600.1
OG0005830	As007G162630	AT1G27450.3
OG0005831	As007G162920	AT4G24440.1
OG0005832	As007G163340	AT2G25680.1
OG0005833	As007G163990	AT4G24970.1
OG0005834	As007G164230	AT4G25030.1
OG0005835	As007G164670	AT4G25315.1
OG0005836	As007G178540	AT2G24120.1
OG0005838	As008G182380	AT1G15060.1
OG0005839	As008G182710	AT1G14710.1
OG0005840	As008G183450	AT1G13960.1
OG0005841	As008G184040	AT1G13360.1
OG0005842	As008G184480	AT1G12830.1
OG0005843	As008G184600	AT1G12680.1
OG0005844	As008G184720	AT1G12530.1
OG0005845	As008G185090	AT1G12260.1
OG0005846	As008G185210	AT1G12110.1
OG0005847	As008G185500	AT1G11880.1
OG0005848	As008G185770	AT1G11655.1
OG0005849	As008G186170	AT1G11310.1
OG0005850	As008G186180	AT1G11300.1, AT1G11303.1
OG0005853	As008G187720	AT1G09960.1
OG0005854	As008G188170	AT1G09600.1
OG0005855	As008G188460	AT1G09310.1
OG0005856	As008G190000	AT1G08650.1
OG0005857	As008G190730	AT1G08380.1
OG0005858	As008G191080	AT1G07985.1
OG0005859	As008G191910	AT1G07720.2
OG0005860	As008G192550	AT1G07520.3
OG0005861	As008G193070	AT1G07080.1
OG0005862	As008G195890	AT1G04690.1
OG0005863	As008G195900	AT1G04680.1
OG0005864	As008G195940	AT1G04640.1
OG0005865	As008G197460	AT1G03050.1
OG0005866	As008G197980	AT1G02410.1
OG0005867	As008G198380	AT1G01060.1
OG0005868	As008G199050	AT1G01690.1
OG0005870	As009G200040	AT5G14370.1
OG0005871	As009G200270	AT5G14130.2
OG0005872	As009G200830	AT5G15130.1
OG0005873	As009G200900	AT5G15630.1
OG0005874	As009G201810	AT5G15970.1, AT5G15960.1
OG0005875	As009G203450	AT5G17520.1, AT5G17523.1
OG0005876	As009G204330	AT5G18470.1
OG0005877	As009G205000	AT5G19120.1
OG0005878	As009G206730	AT5G27230.1
OG0005879	As009G207310	AT5G30490.1
OG0005880	As009G207380	AT5G49510.1
OG0005881	As009G207620	AT5G49360.1
OG0005882	As009G207830	AT5G49030.3
OG0005883	As009G208760	AT5G48720.2
OG0005884	As009G209480	AT5G13740.1
OG0005885	As009G213290	AT5G05410.1
OG0005886	As009G215000, As009G214990	AT5G25820.1
OG0005887	As009G215730	AT5G24890.1
OG0005888	As009G216730	AT5G23910.2
OG0005889	As009G217700	AT5G60980.2
OG0005890	As009G218040	AT5G61430.1
OG0005891	As009G218670	AT5G62190.1
OG0005892	As010G223620	AT3G47470.1
OG0005893	As009G219200	AT5G62790.2
OG0005894	As009G219650	AT5G58700.1
OG0005895	As009G219700	AT5G58660.1
OG0005896	As009G219780	AT5G58580.1
OG0005897	As009G219840	AT5G58530.1
OG0005898	As009G219950	AT5G58430.1
OG0005899	As009G219960	AT3G10985.1
OG0005900	As009G220150	AT5G58230.1
OG0005901	As010G220240	AT3G51470.1
OG0005902	As010G221040	AT3G50410.1
OG0005903	As010G222080	AT3G49220.3
OG0005904	As010G223050	AT3G48140.1
OG0005906	As010G226820	AT3G44170.1
OG0005907	As010G231700	AT1G68870.1
OG0005908	As010G232940	AT1G69880.1
OG0005909	As010G234370	AT1G71680.1
OG0005910	As010G234790	AT1G71950.1
OG0005911	As010G235430	AT1G78020.1
OG0005912	As010G236120	AT1G77350.1
OG0005913	As010G237070	AT1G76410.1
OG0005914	As010G237320	AT1G76200.1
OG0005915	As010G238310	AT1G75240.1
OG0005916	As010G238540, As010G238420	AT1G75020.1
OG0005917	As010G238880	AT1G74650.1
OG0005918	As010G241580	AT1G17200.1
OG0005919	As010G242020	AT1G78630.1
OG0005920	As010G242080	AT1G78700.1
OG0005921	As010G243410	AT1G80760.1
OG0005922	As010G243960	AT4G00695.3, AT1G80245.1
OG0005924	As011G244740	AT3G12910.1
OG0005925	As011G245050	AT3G13200.1
OG0005926	As011G245860	AT3G13882.2
OG0005927	As011G246790	AT3G14610.1
OG0005928	As011G246890	AT3G14770.1
OG0005929	As012G270060, As011G247460	AT1G53050.1
OG0005931	As011G249670	AT3G17609.2
OG0005932	As011G250460	AT3G18400.1
OG0005933	As011G250620, As011G250610	AT1G61450.1
OG0005934	As011G251710	AT3G19640.1
OG0005935	As011G252020	AT3G19920.2
OG0005936	As011G252550	AT3G20290.1
OG0005937	As011G253240	AT3G21100.3
OG0005938	As011G254360	AT3G22400.1
OG0005939	As011G254370	AT3G22410.1
OG0005940	As011G254570	AT3G22620.1
OG0005941	As011G255500	AT3G23620.1
OG0005942	As011G255750	AT3G23805.1
OG0005943	As011G255790	AT3G23820.1
OG0005944	As011G256800	AT3G24620.1
OG0005945	As011G261470	AT2G06020.1
OG0005946	As011G261940, As011G261930	AT5G32440.3
OG0005947	As011G262430	AT2G14835.1
OG0005948	As011G263550	AT2G16710.3
OG0005949	As011G264980	AT2G18040.1
OG0005950	As011G265420	AT2G18300.3
OG0005951	As011G266080	AT2G19410.2
OG0005952	As011G266280	AT2G19580.1
OG0005953	As011G266660	AT2G20030.1
OG0005954	As011G266950	AT2G20280.1
OG0005955	As012G267950	AT1G55900.1
OG0005956	As012G268270	AT1G55620.2
OG0005957	As012G269670	AT1G53530.1
OG0005958	As012G270120	AT1G52980.1
OG0005959	As012G270510	AT1G52680.1
OG0005960	As012G273120	AT1G48750.1
OG0005961	As012G273190	AT1G48850.1
OG0005962	As012G274040	AT1G48090.2
OG0005963	As012G274760	AT4G15770.1
OG0005964	As012G275940	AT3G52400.1
OG0005965	As012G278490	AT3G51840.1
OG0005966	As012G280370	AT3G54740.2
OG0005967	As012G282520	AT3G56010.1
OG0005968	As012G282740	AT3G56250.3
OG0005969	As012G283470	AT3G56950.2
OG0005970	As012G283580	AT3G57040.1
OG0005971	As012G284020	AT3G57500.1
OG0005972	As012G284030	AT3G57510.1
OG0005973	As012G285230	AT3G59110.1
OG0005974	As012G287360	AT3G61310.1
OG0005975	As012G287540	AT5G03435.1, AT3G61720.1
OG0005976	As012G287560	AT3G61590.4
OG0005977	As012G289310	AT3G63410.1
OG0005978	As012G289470	AT3G63520.1
OG0006016	As011G266650, As001G000800	AT4G28910.1
OG0006017	As011G265900, As001G001870	AT2G19180.1
OG0006018	As001G002410	AT4G30400.1
OG0006019	As001G002490, As007G179100	AT2G23820.2
OG0006020	As001G002830	AT4G30710.1, AT4G30740.1
OG0006021	As001G003250	AT2G27120.2, AT1G08260.1
OG0006022	As001G003350	AT4G31120.1
OG0006023	As001G003440	AT4G31210.1
OG0006024	As007G177940, As001G003950	AT2G24640.1
OG0006025	As001G005300	AT1G30240.2
OG0006026	As001G010530	AT4G33550.1
OG0006027	As001G010610	AT4G33625.1
OG0006028	As001G010720	AT4G33630.1
OG0006029	As011G262500, As001G012720	AT2G14890.1
OG0006030	As001G014400	AT4G34680.1
OG0006031	As001G014500	AT4G34790.1
OG0006032	As001G014560	AT4G34850.1
OG0006033	As001G015530	AT5G60620.1
OG0006034	As004G079060, As001G015920	AT1G31350.2
OG0006035	As001G016750	AT1G32240.1
OG0006036	As001G017050	AT1G32540.1
OG0006037	As001G017210	AT1G32750.1, AT3G19040.2
OG0006038	As001G017380	AT4G17030.1
OG0006039	As001G018050	AT4G16450.1
OG0006040	As001G018690	AT1G54850.1
OG0006041	As001G019590	AT1G58110.1
OG0006042	As001G020610	AT1G60170.1
OG0006043	As001G020800	AT1G60420.1
OG0006044	As008G186780, As001G021070	AT1G10770.1
OG0006045	As001G022260	AT2G01120.2
OG0006046	As001G022450, As011G261420	AT2G05990.1
OG0006047	As001G022570	AT2G01450.1
OG0006048	As010G233710	AT4G14226.1
OG0006048	As001G022680	AT2G01554.1
OG0006049	As001G023240	AT2G02050.1
OG0006050	As001G023340	AT1G71430.1
OG0006051	As001G023620	AT2G02730.1
OG0006052	As001G024020	AT2G03350.1
OG0006053	As001G024400	AT2G03800.2
OG0006054	As008G184340, As001G025380, As001G024700	AT1G12990.1
OG0006055	As001G024950	AT3G25910.1
OG0006056	As001G025480	AT5G38030.1, AT3G26590.1
OG0006057	As001G025960	AT3G27060.1
OG0006058	As001G026140	AT3G27250.1
OG0006059	As001G026290	AT3G27350.2
OG0006060	As001G026340	AT3G27390.1
OG0006061	As001G026850	AT3G28007.1
OG0006062	As001G026880	AT3G28050.1
OG0006063	As001G026980	AT3G28370.5
OG0006064	As001G027190	AT3G28690.2
OG0006065	As001G027530	AT3G28960.1
OG0006066	As001G027580	AT3G29034.1
OG0006067	As001G028060	AT3G30260.1
OG0006068	As001G028660	AT1G66760.2
OG0006069	As001G029160	AT1G65930.1
OG0006071	As001G030460	AT1G64510.2
OG0006072	As001G030480	AT5G42060.1, AT1G64490.1
OG0006073	As001G031210	AT1G63670.1
OG0006074	As001G031350	AT1G63440.1
OG0006075	As001G031690	AT1G62990.1
OG0006076	As012G283520	AT2G41290.1
OG0006077	As002G033280	AT2G41130.1
OG0006078	As002G034220	AT3G09350.1
OG0006079	As002G035610	AT3G10380.1
OG0006080	As002G036510	AT3G10920.1
OG0006081	As002G037500, As009G212250	AT5G06360.1
OG0006082	As002G039070	AT3G12490.2
OG0006084	As002G042230	AT5G50375.2
OG0006085	As002G043110	AT5G51130.1
