Orthogroup	Aethionema_saxatile	Odontarrhena_muralis
OG0001519	As007G154860	Om005G200090
OG0001520	As010G223010	Om006G263160
OG0001520	As007G155440	Om005G200890
OG0001521	As007G157310	Om005G203620, Om004G135310
OG0001522	As007G159210	Om005G205690
OG0001522	As010G233860	Om005G206910
OG0001523	As007G159770, As007G159760	Om005G207890
OG0001524	As007G162280	Om008G358820
OG0001524	As009G218400	Om006G236220
OG0001526	As007G177880, As012G287270	Om005G177980, Om006G261330, Om003G126190
OG0001527	As009G200200	Om007G301640
OG0001527	As010G243610	Om004G130600
OG0001528	As009G200660	Om007G300570
OG0001530	As009G208130, As009G208140	Om001G041070
OG0001531	As009G212540	Om004G170570
OG0001533	As010G220990, As010G221000	Om006G258630, Om006G258620
OG0001535	As012G268330	Om003G090220
OG0001535	As011G245290	Om002G057550
OG0001536	As012G268830	Om003G090860
OG0001537	As012G270460	Om003G094070
OG0001537	As011G247790	Om002G061210
OG0001538	As011G248690	Om002G062610
OG0001538	As012G271020	Om003G095130
OG0001539	As011G257640	Om001G007730, Om001G007640
OG0001540	As012G275340	Om008G340100
OG0001541	As012G288500	Om003G128290
OG0001549	As008G189360, As001G000350	Om002G088380, Om001G022730
OG0001550	As001G002750	Om001G026600
OG0001551	As001G003600	Om001G027710
OG0001551	As007G178090	Om004G153310, Om018G373980
OG0001552	As001G004530	Om001G028840
OG0001553	As001G020960	Om005G221080
OG0001553	As008G186960	Om005G189290
OG0001554	As008G185750	Om005G190820
OG0001554	As001G022010	Om005G223930
OG0001555	As008G183910	Om005G192930
OG0001555	As001G024630	Om006G273340
OG0001556	As006G145370	Om008G336560
OG0001556	As001G025430	Om006G272340
OG0001557	As002G034230	Om002G051870
OG0001558	As002G035840	Om004G172910, Om002G053430
OG0001559	As002G040240	Om003G107570
OG0001559	As007G162740	Om006G263210
OG0001560	As002G040690	Om005G199190, Om005G199900
OG0001561	As002G044310	Om003G113700
OG0001562	As002G047830	Om003G118300
OG0001562	As006G134190, As004G089470, As006G134210	Om004G172250, Om003G118290
OG0001563	As002G050910	Om006G241030, Om004G162330
OG0001564	As002G051580	Om008G335730, Om008G325320, Om008G325290, Om005G202470
OG0001565	As002G054950	Om004G168220
OG0001565	As009G217850	Om006G236930
OG0001566	As004G087940	Om008G358250
OG0001566	As003G057540	Om001G003510
OG0001567	As003G063270	Om001G013140, Om001G013120
OG0001568	As003G069320	Om007G289080, Om007G289090
OG0001569	As004G081080	Om008G340300
OG0001569	As003G070040	Om007G289800
OG0001570	As012G285530	Om003G123760
OG0001570	As004G078650, As003G071580	Om007G291650
OG0001571	As011G264410	Om002G084010
OG0001572	As003G074600	Om001G039360
OG0001573	As003G074940	Om001G039820
OG0001574	As003G075700	Om001G040780
OG0001574	As007G180920	Om004G156020
OG0001575	As003G075900	Om001G041040
OG0001576	As004G078100	Om001G029490, Om002G058950
OG0001577	As004G078360	Om007G315560
OG0001578	As004G090820	Om008G362670, Om006G237840
OG0001579	As004G090830	Om008G362650
OG0001580	As004G093790	Om001G013190, Om004G162930, Om001G013200, Om002G075730, Om003G119550
OG0001581	As012G288550	Om003G128570
OG0001581	As005G099240	Om008G319170
OG0001582	As012G285890	Om003G124270
OG0001582	As005G103130	Om008G324000
OG0001583	As005G105260	Om008G326860
OG0001583	As012G284240	Om003G121060
OG0001584	As012G284070, As005G105400	Om008G327650
OG0001585	As012G283760	Om003G120340
OG0001585	As005G106110	Om008G327920
OG0001586	As005G109770, As005G109730, As005G109810	Om006G240880, Om006G240890, Om006G240900
OG0001587	As005G113630, As005G113750, As005G113720	Om006G244320, Om003G104890, Om003G104910
OG0001588	As010G223930, As005G115320	Om006G246680
OG0001589	As005G116400	Om006G234140
OG0001589	As010G222490	Om006G261670
OG0001590	As012G281820	Om006G251960
OG0001590	As006G143440, As005G118810	Om006G231330
OG0001591	As006G123270	Om005G179700, Om004G159940
OG0001592	As008G197260	Om005G180140
OG0001592	As006G123590, As006G123580	Om004G160470, Om004G160460
OG0001593	As006G125280	Om007G278260
OG0001593	As008G196140	Om005G181680
OG0001594	As006G126140	Om007G279340
OG0001594	As008G195160	Om005G182490
OG0001595	As006G136270, As006G136260, As006G136250	Om002G044690
OG0001596	As009G204010	Om007G296130
OG0001596	As006G137150	Om002G045490
OG0001597	As009G205500, As006G139340	Om007G294390, Om002G048240
OG0001598	As006G139870	Om002G048810
OG0001599	As006G141340, As006G141350	Om001G034380, Om002G050380
OG0001600	As006G145110	Om008G336990, Om006G256390, Om006G255310
OG0001601	As007G154270	Om005G199270
OG0001601	As010G240560	Om004G141820
OG0001602	As007G157510	Om005G203860, Om005G203850, Om004G135040
OG0001603	As010G233600	Om005G207310
OG0001604	As007G159450	Om004G143680
OG0001605	As007G159480	Om004G143720
OG0001605	As010G233470	Om005G207530
OG0001607	As008G184640	Om005G192070, Om005G225600
OG0001608	As008G186120, As008G186140	Om005G190190, Om005G190200
OG0001609	As009G204900	Om007G294970
OG0001609	As008G197240	Om005G180160
OG0001610	As009G214300	Om002G053700, Om004G172500
OG0001611	As010G238260	Om004G137880
OG0001612	As011G245190	Om002G057420
OG0001613	As012G270010	Om003G093520
OG0001613	As011G247430	Om002G060570
OG0001614	As012G271870	Om003G095940
OG0001614	As011G253200	Om002G069020
OG0001615	As011G261220	Om002G072780
OG0001616	As011G264510	Om002G084190
OG0001617	As011G266230	Om002G087190, Om001G024810
OG0001618	As012G267820	Om003G089510
OG0001619	As012G276530	Om006G255320, Om008G337000
OG0001642	As001G012500	Om001G031720
OG0001643	As001G014740	Om001G033530
OG0001644	As008G186840	Om005G189420
OG0001645	As001G024450	Om003G100820, Om003G100810
OG0001646	As001G025330	Om006G272500
OG0001646	As008G184320	Om005G192600
OG0001647	As005G112760	Om007G317750
OG0001647	As001G026040	Om006G271590
OG0001648	As004G097600	Om007G317430
OG0001648	As001G026180	Om006G271360
OG0001649	As004G078610	Om007G316180
OG0001650	As001G028040	Om006G269250
OG0001650	As004G078090	Om007G315230
OG0001651	As002G048310	Om006G250370
OG0001652	As002G034080	Om002G051680
OG0001652	As005G107010	Om004G176210
OG0001653	As002G034830	Om002G052460
OG0001654	As005G108360	Om004G174290
OG0001654	As002G034960	Om002G052600
OG0001655	As009G213200	Om004G171470
OG0001655	As002G036620	Om002G054370
OG0001656	As002G039040	Om002G056110
OG0001657	As006G132670	Om001G019400
OG0001657	As002G046680	Om003G116630
OG0001658	As002G047020	Om003G117030, Om001G018900
OG0001659	As002G055320	Om004G168860, Om004G168870, Om004G168880
OG0001660	As003G058550	Om001G005920
OG0001660	As004G086970	Om008G356450
OG0001661	As004G084980	Om008G352120
OG0001661	As003G060770	Om001G009550
OG0001662	As003G060900	Om001G009750
OG0001662	As004G084850	Om008G352460, Om008G352390
OG0001663	As003G062880, As004G083340	Om008G346530
OG0001663	As007G158950	Om005G205360
OG0001664	As012G275120	Om008G339790
OG0001664	As003G070920	Om008G354750, Om007G290960
OG0001665	As012G274990	Om007G291250
OG0001666	As003G072130	Om001G035390
OG0001666	As011G264730	Om002G084410
OG0001667	As003G073520	Om001G037950
OG0001668	As003G073870	Om001G038350
OG0001669	As007G180470	Om004G153630
OG0001669	As003G074980	Om001G039870
OG0001670	As003G075970	Om001G041140
OG0001670	As007G181810	Om004G156260
OG0001671	As004G080500	Om001G014220, Om008G344380
OG0001672	As009G214760	Om007G287990
OG0001674	As004G095240	Om003G103260, Om003G103270, Om003G103240
OG0001677	As012G285380	Om003G123570
OG0001677	As005G104070	Om008G325460
OG0001678	As012G285040	Om003G122620
OG0001678	As005G104530	Om008G326120
OG0001679	As012G284790	Om003G122260
OG0001679	As005G104840	Om008G326460
OG0001680	As005G108210	Om005G218270, Om009G364020, Om005G218280
OG0001681	As005G120190	Om006G229710
OG0001682	As006G123800	Om004G160610
OG0001682	As008G197100	Om005G180350, Om005G180340
OG0001683	As006G124600	Om007G277500
OG0001684	As006G125200	Om007G278180
OG0001684	As008G196190	Om005G181740
OG0001685	As008G196160	Om005G181710
OG0001685	As006G125210	Om007G278190
OG0001686	As006G125380	Om007G278380
OG0001686	As008G196070	Om005G181630
OG0001687	As006G125460	Om007G278640
OG0001688	As008G193980	Om005G183630
OG0001689	As006G127840	Om005G184150
OG0001689	As008G193490	Om007G281210
OG0001690	As006G128090	Om007G281480, Om007G281580
OG0001690	As008G193250	Om005G184350
OG0001691	As008G193060	Om005G184600
OG0001691	As006G128380	Om007G281950
OG0001692	As006G128520	Om007G282070
OG0001693	As008G192240	Om005G185370
OG0001694	As009G202860	Om007G297610
OG0001694	As006G136060	Om002G044500
OG0001695	As008G190150	Om005G186660
OG0001695	As006G137700	Om002G046260
OG0001696	As009G206860, As006G138230	Om002G047030
OG0001697	As006G140340	Om002G049380
OG0001698	As006G143090	Om008G331230
OG0001698	As012G282250	Om006G251420
OG0001699	As012G277290	Om006G254450
OG0001699	As006G146140	Om008G335740
OG0001700	As010G242590	Om004G132030
OG0001700	As007G152930	Om005G197410
OG0001701	As007G156550	Om005G202490
OG0001701	As010G237360	Om004G136730
OG0001702	As010G236450	Om004G135300
OG0001702	As007G157320	Om005G203630
OG0001703	As007G157920	Om005G204270
OG0001703	As010G235780	Om004G134510, Om004G134520
OG0001704	As007G158980	Om005G205400
OG0001704	As010G234260	Om005G206360
OG0001705	As007G159350	Om004G143510, Om005G207240
OG0001706	As007G162110	Om004G170840
OG0001707	As008G182520	Om006G243500, Om001G019970, Om001G019230, Om001G019320, Om007G290330
OG0001708	As009G205470	Om007G294410, Om002G048250
OG0001709	As009G219330	Om006G234880
OG0001709	As010G223090	Om006G263370
OG0001710	As010G236530	Om004G135420
OG0001711	As011G248830	Om002G062790
OG0001711	As012G274730	Om003G100880
OG0001712	As012G272750	Om003G098000
OG0001712	As011G251230	Om002G066430
OG0001713	As012G272600	Om003G097760
OG0001713	As011G251610	Om002G066890
OG0001714	As011G252860	Om002G068390, Om003G096360
OG0001715	As011G256690	Om002G074240, Om002G073870
OG0001730	As001G000160	Om001G022330
OG0001731	As001G002090	Om001G025510
OG0001731	As001G002080	Om001G025490
OG0001732	As001G002180	Om001G025650, Om002G086510
OG0001733	As001G002610	Om001G026390
OG0001733	As007G178980	Om004G155150, Om004G152530, Om004G152500
OG0001734	As001G003070	Om001G027010
OG0001734	As001G003060	Om004G154900, Om004G152250
OG0001735	As011G262440	Om002G080750
OG0001735	As001G012490	Om001G031710
OG0001736	As001G015660	Om001G034500
OG0001737	As004G078750	Om005G224300, Om008G339290, Om005G224160
OG0001737	As001G015720	Om007G291760
OG0001738	As001G016990, As004G079600	Om007G276800
OG0001739	As001G019330	Om011G365610, Om020G374570
OG0001739	As008G188120	Om005G187890
OG0001740	As001G019770	Om005G219000
OG0001740	As008G187740	Om005G188440
OG0001741	As001G020250	Om005G188920, Om006G242680
OG0001742	As001G020840	Om005G218130
OG0001742	As011G257950, As011G257920, As011G257860	Om001G004530
OG0001743	As001G021590	Om005G189990
OG0001743	As008G186310	Om005G222730
OG0001744	As001G025880	Om007G317860, Om006G271810
OG0001745	As001G026390	Om006G271170
OG0001745	As004G097440	Om007G317150
OG0001746	As004G096870, As001G027100, As001G027120	Om001G030190
OG0001747	As001G027980, As001G027730, As008G195410	Om002G084790
OG0001748	As004G077690	Om007G314610
OG0001748	As001G028450	Om005G213090
OG0001749	As001G030640	Om005G228290
OG0001749	As004G098210	Om007G318200
OG0001750	As004G097820	Om004G171530
OG0001750	As001G031300	Om005G226430
OG0001751	As002G037600	Om002G055350
OG0001751	As009G212190	Om004G170240
OG0001753	As002G038810	Om002G055940
OG0001753	As009G211390	Om004G169640
OG0001754	As002G042850	Om003G112010, Om007G285960
OG0001755	As007G165920, As002G044370	Om007G286780
OG0001756	As002G045020	Om003G114260
OG0001757	As002G047660, As006G134330	Om003G118050
OG0001758	As002G050810	Om006G241000, Om004G162180
OG0001759	As002G054860	Om006G237060, Om006G237070
OG0001760	As004G089920	Om008G362010
OG0001761	As004G088340	Om008G358970, Om008G358940
OG0001762	As004G088150	Om008G358630
OG0001763	As003G058120	Om001G005220
OG0001764	As004G085570	Om008G353770
OG0001764	As003G060240	Om001G008640
OG0001766	As004G083700	Om008G347910
OG0001766	As003G062580	Om001G012050
OG0001767	As010G234740	Om005G205800
OG0001767	As003G063410	Om001G013410
OG0001768	As004G081770, As003G068330	Om007G288330
OG0001769	As011G264820	Om002G084600
OG0001769	As003G072320	Om001G035630
OG0001770	As003G073930	Om006G230950
OG0001770	As010G221370	Om006G259560
OG0001771	As007G179930	Om004G154310
OG0001771	As003G074120	Om001G038770
OG0001772	As003G076250	Om001G041500
OG0001773	As004G081020	Om003G113680, Om008G340200
OG0001774	As004G082040	Om007G287910
OG0001775	As004G085690	Om001G008380, Om008G353980
OG0001776	As004G087730	Om008G357950, Om008G357920
OG0001777	As004G097230	Om004G159160, Om007G316940
OG0001778	As005G099210	Om008G319150, Om003G128550
OG0001779	As012G288510	Om003G128300
OG0001779	As005G099320	Om008G319250
OG0001780	As005G102040	Om008G322630
OG0001780	As012G286670	Om003G125530
OG0001781	As012G286010	Om003G124590
OG0001781	As005G102880	Om008G323600
OG0001782	As005G104290	Om008G325780
OG0001783	As010G227360, As005G111610	Om006G242000
OG0001784	As005G119200	Om006G230840
OG0001784	As010G221340	Om006G259520
OG0001785	As006G121560	Om004G157560
OG0001785	As008G198980	Om005G178240
OG0001786	As008G198930	Om005G178470
OG0001786	As006G122000	Om004G158260
OG0001787	As006G122800	Om004G159150
OG0001787	As008G197950	Om005G179160
OG0001788	As006G123000	Om004G159460, Om005G179440, Om003G116020
OG0001789	As006G123310	Om004G159990, Om004G160000
OG0001790	As006G127300	Om007G280560
OG0001791	As006G127700	Om007G281060
OG0001792	As006G128330	Om007G281860
OG0001792	As008G193120	Om005G203340, Om005G184540
OG0001793	As008G193020	Om005G184770
OG0001793	As006G128540	Om007G282090
OG0001794	As008G192750	Om005G185160
OG0001794	As006G128910	Om007G282570
OG0001795	As006G135530, As009G201960	Om002G043830, Om007G298910
OG0001796	As006G136170	Om002G044610
OG0001796	As009G203040	Om007G297370
OG0001797	As009G203550	Om007G296780
OG0001797	As006G136600	Om002G045080
OG0001798	As009G205220	Om007G294650, Om005G212940
OG0001798	As006G139450	Om002G048320
OG0001799	As009G206190	Om007G293700
OG0001799	As006G139460	Om002G048330
OG0001800	As006G140000	Om002G048990
OG0001800	As009G204500	Om007G295460
OG0001801	As009G208280	Om007G305650
OG0001801	As006G140650	Om002G049720
OG0001802	As006G142180	Om004G157380, Om005G213450
OG0001803	As006G145030	Om008G337160
OG0001803	As012G276500	Om006G255350
OG0001804	As010G243090	Om007G278010
OG0001804	As007G152670	Om005G197040
OG0001805	As010G242220	Om004G132470
OG0001805	As007G153250	Om005G197810
OG0001806	As010G241430	Om004G142690
OG0001806	As007G153740	Om005G198420
OG0001807	As007G155820	Om008G338460, Om008G338470, Om005G201470
OG0001808	As010G237420	Om004G136980
OG0001808	As007G156490	Om005G202440
OG0001809	As010G233120	Om005G208300
OG0001809	As007G160050	Om004G144770
OG0001810	As007G160680	Om004G146130
OG0001811	As007G161490	Om005G211370
OG0001812	As010G229440, As007G161600	Om005G211590
OG0001814	As007G180770	Om004G155870
OG0001816	As009G206600	Om007G293510
OG0001817	As009G213110	Om004G171380, Om002G054530
OG0001818	As010G221840	Om006G260370
OG0001818	As009G216230	Om006G239080
OG0001819	As010G220640	Om006G229570, Om006G258020
OG0001820	As010G222410	Om006G261480, Om006G261450, Om006G261340
OG0001821	As012G270690	Om003G094580
OG0001821	As011G248150	Om002G061690
OG0001822	As011G253570	Om002G069440
OG0001822	As012G271070	Om003G095310
OG0001823	As011G267030	Om002G088090, Om003G118780
OG0001824	As012G277520	Om008G335410, Om006G254330
OG0001826	As012G283200	Om003G119720
OG0001828	As012G286120	Om008G323210, Om003G124760
OG0001844	As001G001080	Om001G024060
OG0001844	As011G266470	Om002G087490
OG0001845	As001G002450, As001G002440	Om001G026130, Om001G026150, Om001G026160
OG0001846	As011G264180	Om002G083690
OG0001846	As001G015540	Om001G034280
OG0001847	As001G017560	Om007G276170
OG0001847	As001G017570	Om007G276160
OG0001848	As008G187140	Om005G189000
OG0001849	As001G021660	Om005G222900
OG0001851	As001G026330, As004G097510	Om007G317310, Om006G271240
OG0001852	As004G078430	Om007G315660
OG0001854	As001G029220, As001G029200, As001G029210, As012G276250	Om005G214490
OG0001855	As001G029430	Om005G215030
OG0001856	As001G032090	Om005G224800
OG0001856	As008G185290	Om005G191370
OG0001857	As002G048690	Om006G249860
OG0001858	As005G109210	Om004G173240
OG0001858	As002G035530	Om002G053140
OG0001859	As002G035950	Om002G053510
OG0001859	As009G214550	Om004G172790
OG0001860	As009G213100	Om004G171350
OG0001861	As002G037140	Om002G054630
OG0001861	As009G212960	Om004G171130
OG0001862	As009G211910	Om004G170140
OG0001862	As002G046460, As002G037820	Om002G055460
OG0001863	As007G164570	Om007G286190
OG0001863	As002G043410	Om003G112570
OG0001864	As002G046260	Om003G116120
OG0001865	As002G046430	Om003G116350
OG0001865	As006G132520	Om001G020020
OG0001866	As002G046650	Om003G116580
OG0001866	As006G132650	Om001G019420
OG0001867	As002G049160	Om006G249280
OG0001868	As002G051160, As005G109830	Om006G240910, Om004G162720
OG0001869	As005G118670	Om006G231560
OG0001869	As002G052660	Om004G165280
OG0001870	As002G052840	Om006G231800
OG0001870	As005G118470	Om004G165450
OG0001871	As005G118300	Om006G232050
OG0001871	As002G053270	Om004G166020, Om004G166050
OG0001873	As004G079370, As010G237170, As002G053740	Om004G166720, Om004G166730
OG0001874	As002G054100	Om005G225550
OG0001875	As002G054680	Om004G167850
OG0001875	As009G217400	Om006G237550
OG0001876	As002G054840	Om006G237180, Om004G168040
