Orthogroup	Aethionema_saxatile	Erysimum_linariifolium
OG0002589	As010G241020	El004G224850
OG0002590	As011G246160	El005G250260
OG0002590	As010G241320, As012G269200	El002G139700
OG0002591	As011G245450	El005G249450
OG0002591	As012G268620	El002G140370
OG0002592	As012G269150	El002G139770
OG0002592	As011G246080	El005G250190
OG0002593	As012G270160	El002G137870
OG0002593	As011G247650	El005G252050
OG0002594	As012G270470	El002G137640
OG0002594	As011G247800	El005G252250
OG0002596	As011G248880	El005G253420, El003G163150
OG0002596	As012G274650	El003G172120
OG0002597	As011G249380	El005G254160
OG0002597	As012G274080	El002G131410
OG0002598	As011G249910	El005G254770, El002G132110
OG0002599	As011G253930, As011G253870, As011G253880, As011G253900, As011G253920, As011G253910	El005G260150
OG0002600	As011G255050	El005G236550, El003G174980
OG0002601	As011G263820	El006G314180, El003G150280
OG0002602	As012G267890	El002G141200, El002G141150, El005G248970
OG0002603	As012G271860	El005G258950, El002G135710
OG0002604	As012G273030	El002G133260
OG0002605	As012G282930	El001G027780, El006G288670
OG0002606	As012G284350	El001G029450, El006G286990, El006G286970
OG0002607	As012G286060, As012G286070	El001G015460, El001G031720
OG0002622	As011G266930	El005G278680
OG0002622	As001G000680	El003G155090
OG0002623	As001G003260	El003G151940
OG0002624	As006G132160	El006G313680
OG0002624	As001G006190	El003G149920
OG0002626	As001G014170	El003G147990, El002G127200
OG0002627	As001G014270	El003G147850
OG0002627	As011G263300	El005G273610
OG0002628	As011G263570	El005G273920
OG0002628	As001G014800	El003G147440
OG0002629	As004G078820	El006G296020
OG0002629	As001G015750	El002G118160
OG0002630	As001G016520, As004G079350	El006G295540
OG0002631	As004G083150	El006G295330
OG0002631	As001G017580	El003G170530
OG0002632	As001G019060	El004G207500, El002G091990
OG0002633	As008G188110	El002G092460
OG0002634	As001G019900	El004G202960
OG0002634	As008G187830	El002G093070
OG0002635	As001G021860	El002G094740, El004G199190
OG0002636	As001G022990	El002G098770
OG0002637	As008G183390	El002G097880
OG0002637	As001G023970	El001G038280
OG0002638	As001G024740	El001G039710
OG0002638	As008G183930	El002G096890
OG0002639	As001G025840	El001G041580
OG0002639	As005G107930	El001G080100
OG0002640	As001G027310	El001G044240
OG0002641	As004G078380	El003G189270
OG0002641	As001G027640	El001G044980
OG0002642	As001G028250	El004G217310, El003G188230
OG0002643	As004G077380	El003G186210
OG0002643	As001G028850	El004G215660
OG0002644	As001G029730	El004G211630
OG0002645	As002G048900	El007G334590
OG0002645	As002G032620	El003G158500
OG0002646	As002G035470	El005G245580
OG0002647	As007G163080, As007G163060	El003G160120
OG0002647	As002G039660	El007G345040
OG0002648	As002G044830	El007G340010, El003G156120
OG0002649	As004G083470, As002G045400	El001G070270
OG0002650	As002G046120	El007G338030
OG0002651	As002G046390	El007G337750
OG0002651	As006G132490	El003G157080
OG0002652	As002G049070	El007G334340
OG0002652	As011G265690	El005G277370
OG0002653	As002G052290	El001G070990
OG0002653	As009G215520	El001G053980
OG0002654	As005G118680	El007G324490
OG0002654	As002G052650	El001G071380
OG0002655	As002G053250	El001G071970, El007G325070
OG0002656	As005G117600	El007G325810
OG0002656	As002G053570	El001G072320
OG0002657	As003G056450	El003G168670
OG0002657	As004G089010	El003G173070
OG0002658	As003G058870	El003G165150, El003G165140
OG0002659	As003G060340	El003G163290
OG0002660	As004G085180	El001G006160
OG0002660	As003G060580	El003G162910
OG0002661	As003G061470	El003G161730
OG0002661	As004G084490	El001G007610
OG0002662	As003G063950	El002G123590
OG0002662	As004G080190	El001G010040
OG0002663	As004G081750	El006G298400
OG0002663	As003G068530	El002G113730
OG0002664	As003G072000, As003G071990	El003G146540, El003G146560
OG0002665	As003G072390	El003G146040
OG0002665	As011G264930	El005G275590
OG0002666	As003G072660	El003G145720
OG0002667	As003G072790	El003G145610
OG0002667	As011G265360	El005G276690
OG0002668	As003G073280, As003G073270	El003G145130
OG0002669	As007G179900	El006G319320
OG0002669	As003G074060	El003G144330
OG0002670	As007G180820	El006G320730
OG0002670	As003G075640	El003G142680
OG0002671	As004G077580	El003G191030
OG0002672	As004G078520	El003G189620
OG0002673	As004G080350	El001G010320
OG0002674	As004G085250	El001G006080
OG0002675	As004G086350	El003G164930, El001G006550, El001G004550
OG0002676	As004G093110	El003G179390
OG0002676	As011G258120, As011G258130	El005G268960
OG0002677	As004G093500	El003G178720, El003G180700
OG0002678	As004G093530	El005G266980
OG0002678	As004G094510	El003G176970
OG0002679	As004G095650	El003G174880
OG0002680	As004G095740	El003G174760
OG0002680	As011G254910	El005G262780
OG0002681	As005G100710	El006G281660
OG0002681	As012G287670	El001G033810, El001G033750
OG0002682	As005G104150	El001G030850
OG0002683	As012G284450	El001G029570
OG0002684	As005G105950	El006G287750, El001G028790
OG0002685	As006G142160, As005G106640	El001G081590
OG0002686	As005G109060	El001G078540
OG0002687	As010G225290	El001G014260
OG0002687	As005G114330	El007G330590
OG0002688	As010G224920	El003G184900, El001G014850
OG0002688	As005G114620	El007G330940
OG0002689	As005G115500	El007G331490, El007G331480
OG0002690	As010G224390	El001G015920
OG0002690	As005G115510	El007G331500, El007G362080
OG0002691	As010G222530	El001G018270
OG0002691	As005G116360	El007G327110
OG0002692	As006G121510	El001G000570
OG0002692	As008G199080	El002G083040
OG0002693	As008G197190	El001G003580, El002G085180
OG0002693	As006G123750	El001G003590
OG0002694	As006G124270	El007G360400
OG0002694	As008G196950	El002G085580
OG0002695	As006G127050	El006G300710
OG0002695	As008G194410	El002G088110
OG0002696	As006G129490	El002G090460, El006G304670
OG0002697	As006G142000, As006G133830	El005G243810
OG0002698	As006G136330	El005G237600
OG0002698	As009G203310	El001G063570
OG0002699	As006G136410	El005G237660
OG0002699	As009G203390	El001G063520
OG0002700	As009G204050, As006G137200	El005G238490
OG0002701	As006G140860	El005G242440, El007G347620
OG0002702	As012G282650	El001G027440
OG0002702	As006G142520	El006G289180
OG0002703	As011G265040	El002G116460, El005G276190
OG0002704	As006G145710	El006G293470
OG0002705	As006G148860	El001G024990, El006G291430
OG0002706	As010G242850	El004G232980
OG0002706	As007G152830	El002G100340
OG0002707	As010G240220	El004G225650
OG0002707	As007G154380	El002G102060
OG0002708	As007G155940	El004G227930, El002G103950
OG0002709	As007G157250	El004G229920, El002G105740
OG0002710	As007G158990	El002G108040
OG0002710	As010G234240	El004G223240
OG0002711	As007G159880	El005G266790, El002G109370
OG0002712	As007G161180	El002G111900
OG0002714	As008G182320	El002G099180
OG0002715	As008G182490	El001G036540, El002G098960
OG0002716	As008G187170	El002G093330, El002G093320
OG0002717	As009G202340	El001G064770, El001G064930
OG0002718	As009G203250, As009G203380	El006G314750, El005G273050, El001G063620
OG0002719	As009G215820	El001G054610, El001G054720, El007G358870, El001G054630, El001G054650, El001G054710, El007G358880
OG0002720	As010G220600, As010G220610	El001G021180
OG0002721	As010G221870, As010G221880	El001G019290
OG0002722	As010G232310	El004G220330
OG0002723	As010G235340	El004G231390, El002G107150
OG0002724	As010G237080	El002G105170
OG0002725	As011G244940	El005G249020, El005G249010
OG0002726	As011G247620	El005G252010
OG0002726	As012G270130	El002G137910
OG0002728	As011G251250	El005G256580
OG0002729	As011G252830	El005G258370
OG0002729	As012G271580	El002G135120
OG0002730	As011G253790	El005G260070
OG0002731	As011G254440	El005G261310
OG0002732	As012G271000	El002G136650, El002G136660
OG0002733	As012G273010	El002G133280, El002G133290
OG0002734	As012G275240	El006G296690
OG0002735	As012G276980	El005G270080, El001G015850, El007G347040
OG0002736	As012G278190	El006G292290, El001G024810
OG0002737	As012G282920	El001G027770
OG0002753	As001G000210	El003G155630
OG0002753	As011G267350	El005G279200
OG0002754	As001G000880	El003G154710
OG0002754	As011G266760	El005G278580
OG0002755	As001G004000	El003G151190
OG0002758	As011G263700	El005G274110
OG0002759	As004G078810	El003G171990
OG0002761	As011G262270, As001G019870, As001G019840, As001G017230, As001G019880, As001G019890	El004G202610
OG0002762	As001G021940	El004G199080
OG0002762	As008G185820	El002G094900
OG0002763	As008G182460	El002G098990
OG0002763	As001G022710	El001G036440, El005G254090
OG0002764	As008G183640	El002G097400
OG0002764	As001G024270	El001G038750
OG0002765	As001G025940	El001G041700
OG0002766	As004G077360	El003G186090
OG0002766	As001G028940	El004G215440
OG0002767	As001G031510	El004G196520
OG0002768	As002G032910	El003G158200
OG0002769	As002G034270	El005G244600
OG0002770	As002G042380	El007G343510
OG0002771	As002G053190	El001G071900
OG0002771	As005G118190	El007G325180
OG0002772	As005G116840	El007G326680
OG0002772	As002G054010	El001G072820
OG0002773	As002G055290	El001G074300
OG0002773	As009G218230	El007G329140
OG0002774	As003G058130	El003G165960
OG0002774	As004G087290	El007G361760
OG0002775	As003G058200	El003G165830, El007G361630
OG0002776	As003G059570	El003G164500, El003G164510
OG0002777	As003G059960	El003G163920, El003G163930
OG0002778	As003G061140	El006G315620, El006G315680, El006G315670, El006G315600
OG0002779	As003G063190, As003G063150, As003G063170	El002G122280, El002G122260
OG0002780	As003G064140	El002G125070, El002G125060
OG0002781	As007G179830	El006G319220
OG0002781	As003G073970	El003G144640
OG0002782	As003G074780, As007G180390	El006G320020
OG0002783	As003G075620	El006G321420, El003G185630, El003G142360
OG0002784	As004G089990	El003G169400, El007G366350
OG0002785	As004G091710	El003G182730
OG0002785	As011G259610	El005G271310
OG0002786	As004G091990, As011G261140	El005G271090
OG0002787	As004G092210	El003G183460
OG0002787	As011G258720	El005G269790
OG0002788	As004G095570	El003G175050, El003G175040
OG0002788	As011G255120	El005G264070
OG0002789	As011G254740	El005G261870
OG0002789	As004G095840	El003G174430
OG0002790	As011G254310, As004G096070	El005G261140, El005G261160
OG0002791	As004G096460	El003G173020, El005G260000
OG0002792	As004G097100	El003G190810
OG0002793	As005G099990	El006G280890
OG0002793	As012G288160	El001G034430
OG0002794	As005G101850	El006G283130
OG0002794	As012G286850	El001G032610
OG0002795	As005G102310	El001G032030
OG0002796	As005G103720, As005G103730	El006G285300
OG0002797	As012G284220	El001G029310
OG0002797	As005G105270	El006G286840
OG0002798	As005G105660	El006G287510, El001G028860
OG0002799	As005G106610	El006G292010
OG0002800	As005G108500	El001G079090, El001G079130
OG0002801	As005G112300, As010G227050	El001G011750
OG0002802	As005G112600	El001G012040, El001G058930
OG0002803	As010G224010	El001G016500
OG0002803	As005G115960	El007G332480
OG0002804	As005G119640	El007G323250
OG0002805	As006G121540, As006G128670	El006G303140
OG0002806	As008G198160	El002G084000
OG0002806	As006G122540	El001G001830
OG0002807	As006G123850	El001G003760
OG0002808	As006G126320	El006G299770
OG0002809	As006G127320	El006G301090, El002G088490
OG0002810	As006G127830	El002G089040
OG0002812	As006G130890	El006G307010
OG0002812	As008G190700	El002G091070
OG0002813	As006G132910	El005G235320
OG0002814	As009G200910	El001G065770
OG0002814	As006G135200	El005G236370
OG0002815	As006G136420	El005G237670
OG0002815	As009G203420	El001G063490
OG0002817	As006G137530	El005G238940
OG0002817	As009G204350	El001G062190
OG0002818	As006G138270	El008G369160, El005G239850
OG0002818	As009G206780	El001G049030
OG0002819	As009G204860	El001G061460
OG0002819	As006G139750	El005G241360, El004G208960
OG0002820	As006G140110	El005G241710, El005G241700
OG0002821	As006G140460	El005G242120
OG0002822	As006G144050	El005G239190
OG0002823	As006G144770	El001G023270, El006G294600
OG0002824	As006G146920	El001G024570, El006G292430
OG0002825	As010G243950	El004G234250
OG0002825	As007G152100	El002G099570
OG0002826	As010G243210	El004G233410
OG0002826	As007G152490	El002G100090
OG0002827	As007G153850	El002G101590, El004G224750
OG0002828	As007G153940	El002G101630
OG0002828	As010G241060	El004G224800
OG0002829	As007G154360	El004G225420
OG0002830	As010G238970	El004G227110
OG0002830	As007G155230	El002G102980
OG0002831	As010G238770	El004G227310
OG0002831	As007G155350	El002G103110
OG0002832	As007G156660	El002G104900
OG0002832	As010G237250	El004G229080
OG0002833	As007G156670	El002G104910
OG0002833	As010G237240	El004G229090
OG0002834	As007G159790	El002G109260, El004G221810
OG0002835	As010G232250	El004G220280
OG0002835	As007G160850	El002G111040
OG0002836	As007G161170	El004G219730, El002G111880
OG0002837	As007G161340	El004G219180, El002G112080
OG0002838	As007G162790	El003G160480, El007G344790
OG0002840	As007G180880	El003G142660, El006G321040
OG0002841	As008G195240	El006G299660, El002G087280
OG0002842	As008G197280, As008G197290, As008G197270	El002G085040, El004G210630
OG0002843	As008G197610	El002G084620
OG0002843	As009G217030	El001G056490
OG0002844	As009G200670	El001G066560
OG0002845	As009G204620	El001G061710
OG0002846	As009G207360	El007G345300
OG0002848	As009G216240	El001G055320
OG0002849	As010G221970	El001G019160
OG0002849	As009G216340	El001G055610
OG0002850	As009G218290	El005G265700
OG0002851	As009G216910	El001G056360
OG0002851	As010G222370	El001G018520
OG0002852	As009G216990	El001G056450
OG0002853	As009G218380	El007G328960, El007G329000, El007G328980, El007G328900
OG0002854	As009G219520, As009G219510, As009G219570, As009G219550	El007G332630, El004G207830, El007G332640, El004G207780, El004G207740
OG0002855	As009G219680	El005G235660, El007G332750, El007G335530
OG0002856	As009G219710, As010G223780	El001G016580
OG0002857	As010G221240	El001G020230, El001G020240
OG0002859	As010G224720	El001G015320
OG0002860	As010G226110, As011G263240	El003G147930, El005G273490
OG0002861	As010G233890	El002G084100, El004G222780
OG0002862	As010G239100	El004G226970
OG0002863	As010G243440	El004G233640, El002G099950
OG0002864	As012G268420	El002G140480
OG0002864	As011G245390	El005G249400
OG0002865	As012G268900	El002G140050
OG0002865	As011G245720	El005G249770
OG0002866	As011G245990	El002G139870
OG0002867	As011G246110	El005G250220
OG0002867	As012G269170	El002G139750
OG0002868	As011G247630, As012G270140	El005G252020, El002G137890
OG0002869	As012G271540	El002G135050
OG0002869	As011G252800	El005G258340
OG0002870	As011G260220, As011G260320, As011G260230, As011G260250	El007G332290
OG0002871	As011G262600	El005G272660
OG0002872	As011G263520	El003G163910, El005G273840
OG0002873	As011G265610	El005G277270
OG0002874	As011G267620	El002G125460
OG0002875	As012G271600	El002G135170, El005G258380
OG0002876	As012G271660	El002G135330
OG0002876	As012G272980	El002G133320
OG0002877	As012G281230	El001G025910, El006G290710
OG0002878	As012G282870	El001G027710
OG0002879	As012G283630	El001G028480, El006G288020
OG0002880	As012G283930	El001G028780, El001G076490
OG0002881	As012G284190	El001G029230, El001G029240
OG0002890	As011G267320	El005G279170
OG0002890	As001G000270	El003G155550
OG0002891	As007G179070	El006G317940
OG0002891	As001G002500	El003G152590
OG0002892	As007G176760	El006G315440
OG0002892	As001G004370	El003G150920
OG0002893	As001G004560	El003G150720, El006G314920
OG0002894	As010G226250	El001G012650
OG0002894	As001G005380	El003G150110
OG0002895	As006G131970	El006G313380
OG0002895	As001G005770	El003G149730
OG0002896	As001G012130	El003G175600, El003G148930
OG0002896	As011G262260	El005G272300
OG0002897	As001G014440	El003G147680
OG0002897	As011G263470	El005G273770, El007G357480
OG0002898	As001G014610	El005G253390
OG0002899	As001G016720	El002G119590, El006G295580
OG0002900	As004G079980	El006G295360
OG0002900	As001G017470	El003G170390
OG0002901	As001G021000	El004G200460
OG0002902	As001G021920	El004G199100
OG0002903	As001G022250	El002G099220, El002G099240
OG0002904	As008G182720	El002G098740
OG0002904	As001G023030	El001G036860
