Orthogroup	Aethionema_saxatile	Euclidium_syriacum
OG0003080	As008G194380	ESY5_g4753_DN3_SP2_c8.t1
OG0003081	As006G127990, As007G162840, As009G218020	ESY8_g58605_DN3_SP0_c0.t1
OG0003082	As006G128060	ESY8_g58616_DN3_SP8_c0.t1, ESY8_g58617_DN3_SP0_c0.t1
OG0003083	As008G192920	ESY5_g4550_DN3_SP0_c0.t1
OG0003083	As006G128710	ESY8_g58751_DN1_SP0_c0.t1
OG0003084	As006G130370	ESY4_g26729_DN3_SP3_c0.t1, ESY8_g59012_DN3_SP6_c0.t1
OG0003085	As006G130800	ESY8_g59057_DN3_SP1_c0.t1, ESY60_g55071_DN2_SP0_p0.t1, ESY61_g58094_DN3_SP0_c0.t1, ESY61_g58088_DN3_SP0_c0.t1, ESY60_g55065_DN3_SP0_c0.t1, ESY20_g12653_DN2_SP0_c0.t1, ESY5_g1745_DN2_SP0_c0.t1
OG0003086	As011G265890, As006G133570	ESY7_g17680_DN2_SP7_c0.t1
OG0003087	As006G136280	ESY3_g32347_DN3_SP6_c0.t1
OG0003087	As009G203210	ESY7_g17188_DN3_SP8_c0.t1
OG0003088	As006G138140	ESY3_g31900_DN2_SP1_c0.t1
OG0003089	As006G139090	ESY3_g31661_DN2_SP8_c0.t1, ESY10_g15408_DN3_SP5_c0.t1
OG0003091	As006G147120, As006G147140	ESY9_g45266_DN3_SP0_c0.t1
OG0003091	As012G278880	ESY1_g10235_DN3_SP7_c0.t1
OG0003093	As010G243940	ESY2_g36549_DN3_SP4_c0.t1
OG0003093	As007G152110	ESY5_g2929_DN3_SP3_c0.t1
OG0003094	As007G153470	ESY5_g4374_DN3_SP8_c0.t1
OG0003095	As007G153700	ESY5_g4345_DN3_SP0_c0.t1
OG0003097	As007G160110	ESY5_g1762_DN3_SP0_c0.t1, ESY2_g35488_DN3_SP0_c0.t1
OG0003098	As008G182610, As008G182620	ESY5_g2852_DN3_SP2_c0.t1
OG0003099	As010G221090, As008G186160	ESY3_g29494_DN3_SP0_c0.t1
OG0003100	As008G193240	ESY8_g58654_DN3_SP3_c0.t1
OG0003101	As009G200630	ESY7_g17550_DN2_SP0_c0.t1
OG0003101	As009G206010	ESY3_g32618_DN3_SP0_c0.t1
OG0003102	As009G211480	ESY7_g17692_DN3_SP0_c0.t1, ESY7_g17694_DN3_SP0_c0.t1, ESY10_g14317_DN3_SP0_c0.t1
OG0003103	As009G218070	ESY6_g49501_DN3_SP1_c0.t1, ESY7_g18574_DN3_SP0_c0.t1
OG0003104	As009G218270	ESY6_g49461_DN3_SP4_c0.t1
OG0003104	As009G218280	ESY2_g34123_DN3_SP0_c0.t1
OG0003105	As010G223280, As009G219090	ESY1_g8792_DN3_SP0_c0.t1, ESY1_g8804_DN3_SP1_c0.t1
OG0003106	As010G220410	ESY1_g10122_DN3_SP0_c0.t1
OG0003107	As010G223630	ESY1_g8454_DN3_SP2_c0.t1
OG0003108	As010G227010	ESY6_g49163_DN3_SP3_c0.t1
OG0003109	As010G240450	ESY2_g35911_DN3_SP0_c0.t1, ESY2_g35917_DN3_SP0_c0.t1, ESY2_g35910_DN3_SP0_c0.t1, ESY2_g35918_DN3_SP0_c0.t1
OG0003110	As010G243040	ESY2_g36443_DN3_SP7_c0.t1
OG0003111	As011G245300, As012G268350	ESY3_g30209_DN3_SP2_c0.t1
OG0003112	As012G268700, As011G245490	ESY3_g30230_DN3_SP8_c0.t1
OG0003113	As011G248020	ESY3_g30638_DN3_SP2_c0.t1
OG0003114	As011G251340, As011G251350, As012G272710	ESY2_g37633_DN3_SP0_c0.t1
OG0003115	As012G271390, As011G253330	ESY3_g29109_DN1_SP0_c0.t1
OG0003116	As011G255420	ESY3_g28386_DN3_SP8_c0.t1
OG0003117	As011G257560	ESY3_g27608_DN3_SP1_c28.t1
OG0003118	As011G259380	ESY8_g59452_DN3_SP0_c47.t1
OG0003119	As011G263390	ESY18_g63474_DN3_SP5_c0.t1, ESY11_g53831_DN3_SP0_c0.t1
OG0003120	As011G263430	ESY11_g53847_DN3_SP0_c0.t1
OG0003122	As012G274910	ESY2_g37001_DN3_SP0_c0.t1, ESY4_g23704_DN1_SP0_c0.t1
OG0003123	As012G277270	ESY1_g11097_DN3_SP0_c0.t1
OG0003124	As012G278130	ESY1_g10999_DN3_SP0_c14.t1
OG0003139	As001G001020	ESY4_g24302_DN3_SP2_c7.t1, ESY34_g45727_DN3_SP0_c7.t1
OG0003141	As001G013880, As001G013890	ESY4_g25654_DN3_SP0_c0.t1
OG0003142	As001G015570	ESY4_g25413_DN1_SP0_c0.t1
OG0003143	As004G083010, As001G018020	ESY16_g61479_DN2_SP8_c0.t1
OG0003145	As001G021160	ESY5_g3555_DN3_SP8_c0.t1, ESY2_g33936_DN3_SP6_c0.t1
OG0003146	As007G179740, As001G023390	ESY5_g2813_DN2_SP0_c0.t1
OG0003147	As005G112830	ESY8_g60155_DN3_SP0_c12.t1
OG0003147	As001G025910	ESY10_g13783_DN3_SP8_c11.t1
OG0003148	As001G026170, As004G097620	ESY8_g60214_DN3_SP8_c0.t1
OG0003149	As001G027350	ESY6_g49457_DN1_SP0_c0.t1, ESY6_g49458_DN3_SP0_c0.t1
OG0003150	As001G027700	ESY2_g34568_DN3_SP8_c0.t1
OG0003150	As004G078350	ESY8_g60820_DN3_SP3_c0.t1
OG0003151	As004G076840, As001G029590	ESY2_g34371_DN3_SP8_c7.t1
OG0003152	As001G030740	ESY2_g33327_DN3_SP0_c31.t1
OG0003152	As004G098120	ESY8_g60053_DN3_SP0_c0.t1
OG0003153	As001G030750	ESY2_g33328_DN3_SP8_c0.t1, ESY8_g60058_DN3_SP3_c0.t1
OG0003154	As004G097870	ESY8_g58730_DN3_SP0_c0.t1
OG0003154	As001G031280	ESY2_g33499_DN3_SP8_c0.t1
OG0003155	As009G214140, As002G036180	ESY7_g18996_DN3_SP0_c0.t1
OG0003156	As002G042480	ESY2_g38085_DN3_SP5_c0.t1, ESY3_g29070_DN3_SP0_c0.t1
OG0003157	As006G134590, As002G047110	ESY6_g48008_DN3_SP4_c0.t1
OG0003158	As002G053170	ESY7_g17980_DN3_SP3_c0.t1
OG0003159	As004G086760	ESY7_g16604_DN3_SP1_c0.t1
OG0003159	As003G058570	ESY9_g43290_DN3_SP1_c0.t1
OG0003160	As004G082280, As003G065950	ESY4_g22508_DN1_SP0_c0.t1
OG0003161	As003G074400	ESY4_g26613_DN3_SP0_c11.t1
OG0003162	As004G079140	ESY11_g54296_DN3_SP0_c0.t1, ESY11_g54295_DN2_SP0_c0.t1
OG0003163	As004G085770	ESY7_g16337_DN2_SP0_c0.t1
OG0003164	As004G094040, As011G256430	ESY3_g28014_DN3_SP1_c0.t1
OG0003165	As010G242190, As004G096240	ESY2_g36828_DN3_SP0_c0.t1, ESY2_g36827_DN3_SP0_c0.t1
OG0003166	As005G101140	ESY12_g51782_DN3_SP8_c0.t1
OG0003166	As012G287420	ESY1_g12291_DN3_SP7_c0.t1
OG0003167	As005G101620, As005G101630	ESY12_g51876_DN3_SP0_c0.t1, ESY12_g51877_DN3_SP0_c0.t1
OG0003168	As005G106450, As005G106500	ESY7_g19616_DN3_SP0_c0.t1, ESY7_g19626_DN3_SP0_c0.t1
OG0003169	As005G107740	ESY3_g30961_DN3_SP0_c0.t1
OG0003170	As010G221360	ESY1_g9815_DN3_SP2_c0.t1
OG0003170	As005G119110	ESY6_g50417_DN3_SP7_c0.t1
OG0003171	As006G122380	ESY20_g13093_DN3_SP0_c0.t1, ESY20_g13094_DN3_SP0_c0.t1
OG0003172	As006G122440	ESY20_g13112_DN3_SP0_c0.t1
OG0003173	As006G123600, As006G123610	ESY20_g13321_DN3_SP0_c0.t1
OG0003174	As006G124110	ESY8_g58281_DN3_SP3_c0.t1, ESY5_g5097_DN3_SP3_c0.t1
OG0003175	As008G195660	ESY5_g4930_DN3_SP0_c0.t1
OG0003175	As006G125860	ESY20_g12727_DN3_SP0_c0.t1
OG0003176	As006G125980, As006G125970	ESY20_g12742_DN2_SP0_c0.t1, ESY6_g48187_DN3_SP0_c0.t1, ESY6_g48305_DN3_SP0_c0.t1
OG0003178	As006G133380	ESY3_g32676_DN3_SP5_c0.t1
OG0003178	As009G200280	ESY7_g17656_DN3_SP5_c0.t1
OG0003179	As006G133480	ESY3_g32687_DN3_SP6_c0.t1
OG0003179	As009G200340	ESY7_g17666_DN3_SP8_c0.t1
OG0003180	As009G207110, As006G137880	ESY10_g15814_DN3_SP0_c43.t1
OG0003181	As006G138760	ESY5_g3245_DN3_SP4_c0.t1, ESY3_g31696_DN3_SP8_c6.t1
OG0003182	As006G142190	ESY3_g30817_DN3_SP8_c0.t1
OG0003183	As006G143710	ESY9_g45467_DN3_SP2_c0.t1
OG0003184	As006G144650	ESY9_g43067_DN3_SP0_c0.t1, ESY9_g43070_DN3_SP0_c0.t1
OG0003185	As006G148040	ESY9_g45248_DN3_SP0_c0.t1
OG0003186	As007G154910	ESY5_g4194_DN3_SP8_c0.t1
OG0003186	As010G239450	ESY2_g34917_DN3_SP7_c0.t1
OG0003187	As010G237510	ESY2_g34807_DN3_SP8_c0.t1
OG0003187	As007G156370	ESY5_g3968_DN3_SP7_c0.t1
OG0003188	As007G156780	ESY5_g3925_DN3_SP7_c19.t1
OG0003189	As007G156790	ESY5_g3924_DN3_SP0_c0.t1, ESY5_g3895_DN1_SP0_c0.t1
OG0003190	As010G235870	ESY2_g34604_DN3_SP1_c0.t1
OG0003190	As007G157810	ESY5_g2395_DN3_SP0_c0.t1
OG0003191	As007G158880	ESY2_g35985_DN3_SP1_c0.t1, ESY2_g34049_DN3_SP0_c21.t1, ESY2_g35984_DN3_SP5_c0.t1, ESY2_g35983_DN3_SP1_c20.t1
OG0003192	As007G159840	ESY5_g4255_DN3_SP0_c0.t1
OG0003193	As010G228330, As007G162010	ESY19_g41973_DN3_SP0_c0.t1
OG0003194	As007G178260	ESY4_g24803_DN3_SP0_c0.t1, ESY8_g59461_DN3_SP7_c0.t1
OG0003195	As007G180480	ESY8_g59732_DN3_SP0_c0.t1, ESY8_g59788_DN3_SP0_c0.t1
OG0003196	As008G182440	ESY5_g2868_DN3_SP8_c0.t1
OG0003197	As008G184830	ESY2_g33604_DN3_SP0_c0.t1
OG0003198	As008G189210	ESY2_g34259_DN3_SP0_c0.t1
OG0003199	As008G190490	ESY40_g12605_DN3_SP8_c0.t1, ESY11_g53470_DN3_SP2_c0.t1
OG0003200	As008G190800	ESY5_g3139_DN3_SP3_c0.t1
OG0003201	As008G194490	ESY5_g4957_DN2_SP0_c0.t1, ESY5_g3460_DN1_SP0_c0.t1
OG0003202	As008G197050	ESY4_g26384_DN3_SP1_c0.t1, ESY3_g31064_DN3_SP1_c0.t1
OG0003203	As009G206950	ESY10_g15690_DN3_SP7_c0.t1
OG0003204	As009G214600	ESY7_g19088_DN3_SP1_c0.t1, ESY3_g31104_DN3_SP0_c0.t1
OG0003205	As011G256540, As009G215060	ESY5_g4196_DN3_SP0_c0.t1
OG0003206	As009G215340	ESY6_g49969_DN3_SP7_c0.t1
OG0003207	As009G217560	ESY6_g49594_DN3_SP0_c0.t1
OG0003208	As010G236670, As010G236680	ESY2_g34694_DN2_SP0_c2.t1
OG0003209	As011G246360	ESY3_g30375_DN3_SP0_c0.t1, ESY3_g30377_DN2_SP0_c0.t1
OG0003210	As011G246440	ESY20_g13281_DN1_SP0_c0.t1, ESY20_g12994_DN1_SP0_c0.t1
OG0003212	As011G248070, As011G248060	ESY3_g30642_DN3_SP0_c0.t1
OG0003213	As011G248330	ESY3_g29996_DN3_SP0_c0.t1, ESY2_g37107_DN3_SP0_c0.t1
OG0003214	As011G250070	ESY3_g29725_DN3_SP8_c0.t1
OG0003215	As011G250690	ESY2_g37863_DN3_SP0_c0.t1
OG0003216	As011G265500	ESY11_g54223_DN3_SP1_c0.t1
OG0003217	As011G267290	ESY4_g24005_DN3_SP0_c15.t1
OG0003219	As012G271490	ESY2_g37253_DN3_SP5_c0.t1
OG0003220	As012G272530	ESY2_g37567_DN3_SP8_c0.t1
OG0003221	As012G275000	ESY20_g12938_DN3_SP0_c0.t1
OG0003222	As012G281200	ESY1_g10807_DN3_SP1_c0.t1, ESY1_g10806_DN3_SP5_c0.t1
OG0003223	As012G282130	ESY4_g25213_DN3_SP3_c0.t1, ESY8_g59304_DN3_SP7_c0.t1
OG0003224	As012G282320, As012G282440	ESY1_g10641_DN3_SP8_c0.t1
OG0003225	As012G284760	ESY1_g11428_DN3_SP6_c0.t1
OG0003226	As012G285770	ESY1_g11896_DN3_SP8_c0.t1
OG0003247	As001G002660	ESY4_g24682_DN3_SP6_c0.t1
OG0003247	As007G178960	ESY8_g59503_DN3_SP7_c0.t1
OG0003248	As001G002810, As007G178580	ESY8_g59477_DN3_SP0_c0.t1
OG0003249	As001G004570	ESY4_g25072_DN3_SP6_c0.t1, ESY8_g59354_DN2_SP1_c0.t1
OG0003250	As001G004950	ESY4_g25227_DN3_SP8_c0.t1, ESY8_g59323_DN3_SP5_c0.t1
OG0003251	As001G010070	ESY2_g38887_DN3_SP0_c0.t1
OG0003252	As001G012160	ESY4_g25815_DN3_SP0_c0.t1
OG0003253	As006G124430, As006G124420, As001G012340	ESY8_g58177_DN3_SP0_c0.t1, ESY8_g58176_DN3_SP0_c0.t1
OG0003254	As001G012950, As001G013440, As005G104800, As001G012960	ESY12_g51341_DN1_SP0_c0.t1, ESY12_g51353_DN3_SP0_c0.t1, ESY7_g16421_DN2_SP0_c0.t1
OG0003255	As001G015840	ESY16_g61979_DN3_SP0_c0.t1
OG0003255	As004G078910	ESY5_g3426_DN3_SP0_c0.t1
OG0003257	As001G026920	ESY21_g55547_DN2_SP0_c0.t1, ESY8_g60359_DN3_SP0_c0.t1
OG0003258	As004G077970	ESY8_g60964_DN3_SP0_c0.t1
OG0003258	As001G028150	ESY2_g35160_DN3_SP0_c0.t1
OG0003259	As001G032020, As001G032030	ESY2_g33656_DN3_SP0_c0.t1, ESY2_g33657_DN3_SP0_c0.t1, ESY2_g33655_DN3_SP0_c0.t1
OG0003260	As002G043840	ESY1_g10602_DN3_SP0_c0.t1
OG0003261	As002G044910, As002G044920	ESY6_g47213_DN3_SP1_c0.t1
OG0003262	As002G045810	ESY16_g62194_DN2_SP0_c0.t1
OG0003263	As006G134380	ESY16_g62360_DN2_SP0_c0.t1
OG0003263	As002G046720	ESY6_g47971_DN1_SP0_c0.t1
OG0003264	As002G051950	ESY7_g18162_DN3_SP0_c0.t1, ESY6_g49964_DN3_SP0_c0.t1
OG0003265	As002G052510	ESY7_g18076_DN3_SP5_c14.t1
OG0003265	As002G052520, As007G177780	ESY6_g50009_DN3_SP2_c0.t1
OG0003266	As009G217180	ESY6_g50182_DN3_SP0_c0.t1
OG0003266	As002G054550	ESY7_g18674_DN2_SP0_c0.t1
OG0003267	As010G239510, As002G054690	ESY7_g18650_DN3_SP0_c0.t1
OG0003268	As003G057170	ESY9_g42724_DN3_SP0_c0.t1, ESY9_g42725_DN3_SP0_c0.t1
OG0003269	As003G063720, As003G063650, As003G063670, As003G060450, As004G085330	ESY7_g16086_DN3_SP0_c0.t1
OG0003270	As003G064000	ESY14_g20842_DN3_SP0_c0.t1
OG0003271	As003G068290	ESY8_g58547_DN3_SP0_c10.t1, ESY3_g32035_DN3_SP0_c14.t1
OG0003272	As003G071130	ESY20_g13170_DN3_SP0_c0.t1
OG0003273	As003G071220, As012G274890	ESY4_g23686_DN3_SP8_c0.t1
OG0003274	As003G071680	ESY4_g25380_DN3_SP2_c0.t1
OG0003275	As011G264570	ESY11_g54079_DN2_SP0_c0.t1
OG0003275	As003G071920	ESY4_g25325_DN3_SP0_c0.t1
OG0003276	As003G072620	ESY4_g26229_DN3_SP3_c0.t1
OG0003276	As011G265520	ESY11_g54220_DN3_SP7_c0.t1
OG0003277	As003G072780	ESY4_g26255_DN3_SP0_c0.t1
OG0003278	As003G076070	ESY4_g26879_DN3_SP5_c0.t1
OG0003279	As003G076080	ESY4_g26888_DN3_SP0_c0.t1
OG0003280	As004G079190	ESY16_g61840_DN3_SP1_c0.t1
OG0003281	As004G087980	ESY7_g16801_DN3_SP0_c0.t1
OG0003282	As004G092460	ESY17_g39527_DN3_SP0_c0.t1
OG0003283	As004G093520	ESY3_g27567_DN2_SP0_c0.t1
OG0003284	As004G094590	ESY15_g65959_DN3_SP7_c0.t1
OG0003285	As004G094820	ESY15_g65979_DN3_SP2_c0.t1
OG0003287	As004G096020	ESY22_g40908_DN3_SP8_c0.t1, ESY3_g28793_DN3_SP5_c0.t1
OG0003288	As005G099390	ESY12_g52232_DN3_SP7_c0.t1
OG0003289	As005G103340	ESY12_g52163_DN3_SP0_c9.t1
OG0003292	As005G113660, As010G225920	ESY1_g7298_DN3_SP3_c0.t1
OG0003293	As010G222620	ESY1_g9201_DN3_SP2_c0.t1
OG0003293	As005G116260	ESY6_g49699_DN3_SP1_c0.t1
OG0003294	As005G117700	ESY6_g50630_DN3_SP7_c0.t1
OG0003296	As005G120210	ESY6_g50278_DN3_SP0_c0.t1
OG0003296	As010G220690	ESY1_g10076_DN2_SP0_c0.t1
OG0003297	As005G120390	ESY6_g50233_DN3_SP7_c0.t1
OG0003298	As006G124470	ESY8_g58163_DN3_SP8_c0.t1
OG0003298	As008G196710	ESY5_g5088_DN3_SP1_c0.t1
OG0003299	As006G126230	ESY20_g12691_DN3_SP0_c0.t1, ESY5_g4879_DN3_SP0_c0.t1
OG0003301	As006G130610	ESY8_g59087_DN3_SP3_c0.t1, ESY8_g59090_DN3_SP5_c0.t1
OG0003302	As006G131610	ESY8_g59216_DN3_SP3_c0.t1, ESY4_g25958_DN3_SP0_c11.t1
OG0003303	As009G200360, As006G133490	ESY3_g32688_DN3_SP5_c0.t1
OG0003304	As006G133920	ESY7_g19659_DN3_SP0_c0.t1
OG0003304	As006G142030	ESY3_g30793_DN2_SP0_c0.t1
OG0003305	As006G136050	ESY3_g32387_DN3_SP0_c0.t1
OG0003305	As009G202840	ESY7_g17241_DN3_SP8_c0.t1
OG0003306	As006G138040	ESY3_g31926_DN3_SP8_c0.t1, ESY10_g15717_DN3_SP3_c0.t1
OG0003307	As006G138370	ESY3_g31809_DN3_SP7_c0.t1
OG0003308	As006G141290	ESY3_g30673_DN3_SP0_c0.t1, ESY15_g64738_DN2_SP0_c0.t1
OG0003309	As006G148620, As009G212270	ESY13_g56755_DN3_SP0_c0.t1
OG0003310	As007G153460	ESY5_g4375_DN3_SP0_c0.t1
OG0003310	As010G241900	ESY2_g36113_DN3_SP0_c0.t1
OG0003311	As007G153610	ESY5_g4355_DN3_SP0_c0.t1
OG0003312	As010G240150	ESY2_g35942_DN3_SP0_c0.t1
OG0003312	As007G154450	ESY5_g4215_DN3_SP0_c0.t1
OG0003313	As010G239970, As007G154590	ESY2_g34862_DN3_SP8_c0.t1
OG0003314	As010G238780, As007G155340	ESY2_g35006_DN2_SP0_c13.t1
OG0003315	As007G157170	ESY5_g2546_DN3_SP0_c0.t1
OG0003316	As007G158290	ESY2_g35033_DN3_SP0_c0.t1
OG0003317	As007G158600	ESY5_g2264_DN3_SP0_c92.t1
OG0003318	As007G159430	ESY5_g2094_DN3_SP5_c0.t1, ESY2_g35588_DN3_SP0_c15.t1
OG0003319	As007G160400	ESY2_g35443_DN3_SP0_c0.t1
OG0003320	As007G161580	ESY13_g57570_DN3_SP0_c0.t1, ESY6_g47537_DN3_SP3_c0.t1, ESY8_g60779_DN3_SP6_c0.t1
OG0003321	As007G176610	ESY8_g59362_DN3_SP0_c0.t1
OG0003322	As008G185720	ESY5_g3705_DN3_SP8_c0.t1
OG0003323	As008G192340, As008G192600	ESY5_g4506_DN3_SP0_c0.t1
OG0003324	As009G200870, As009G200840	ESY7_g17487_DN3_SP1_c0.t1
OG0003325	As009G206630, As009G206770	ESY10_g15652_DN1_SP0_c0.t1, ESY6_g49830_DN3_SP0_c0.t1
OG0003326	As009G211740	ESY7_g18714_DN3_SP8_c0.t1
OG0003327	As009G213040	ESY1_g10649_DN3_SP6_c0.t1
OG0003328	As009G216640, As010G222160	ESY6_g50117_DN3_SP5_c0.t1
OG0003329	As010G229480	ESY21_g55175_DN3_SP0_c0.t1
OG0003330	As010G232880	ESY2_g35467_DN3_SP7_c0.t1, ESY3_g28806_DN3_SP0_c0.t1
OG0003331	As010G235720	ESY2_g35092_DN3_SP6_c0.t1
OG0003332	As010G238330	ESY2_g36000_DN1_SP0_c0.t1
OG0003333	As010G239610	ESY2_g34896_DN3_SP0_c0.t1, ESY5_g4205_DN3_SP0_c0.t1
OG0003334	As010G242170	ESY2_g36161_DN3_SP0_c0.t1, ESY2_g36158_DN1_SP0_c0.t1, ESY2_g36162_DN3_SP0_c0.t1, ESY2_g36164_DN3_SP0_c0.t1, ESY7_g18276_DN2_SP0_c0.t1
OG0003335	As010G242230	ESY2_g36822_DN3_SP8_c0.t1
OG0003336	As012G268160, As011G245170	ESY3_g30186_DN3_SP0_c0.t1, ESY12_g51957_DN3_SP0_c0.t1, ESY3_g30187_DN3_SP0_c0.t1, ESY3_g30185_DN3_SP0_c0.t1
OG0003337	As011G249300, As012G274170	ESY2_g38331_DN3_SP0_c0.t1
OG0003339	As012G269870	ESY3_g30513_DN1_SP0_c0.t1
OG0003340	As012G283900	ESY1_g11703_DN3_SP0_c0.t1
OG0003341	As012G284510, As012G284500	ESY1_g11520_DN3_SP0_c0.t1, ESY1_g11518_DN2_SP0_c0.t1
OG0003342	As012G284940	ESY1_g11398_DN3_SP0_c0.t1
OG0003343	As012G288080	ESY6_g49599_DN3_SP0_c0.t1
OG0003359	As001G004550	ESY4_g25065_DN3_SP0_c0.t1
OG0003360	As001G004820	ESY8_g59336_DN3_SP0_c0.t1
OG0003361	As001G006980	ESY76_g38900_DN1_SP0_p0.t1
OG0003362	As001G012370	ESY4_g25794_DN3_SP0_c0.t1
OG0003363	As001G012710, As011G262480	ESY4_g25699_DN3_SP4_c0.t1
OG0003364	As001G014620	ESY4_g25522_DN3_SP8_c5.t1, ESY4_g25890_DN3_SP0_c0.t1
OG0003365	As001G014810	ESY4_g25817_DN3_SP0_c0.t1, ESY4_g25821_DN3_SP0_c0.t1
OG0003366	As001G017300, As004G079860	ESY16_g61626_DN3_SP8_c0.t1
OG0003367	As001G023260	ESY10_g14468_DN3_SP0_c0.t1, ESY5_g2824_DN3_SP3_c0.t1
OG0003368	As001G023790	ESY1_g10629_DN3_SP0_c0.t1
OG0003369	As001G024340	ESY10_g14152_DN3_SP0_c0.t1
OG0003370	As008G184030	ESY5_g2629_DN3_SP0_c0.t1
OG0003370	As001G024850	ESY10_g14020_DN3_SP0_c0.t1
OG0003371	As004G097400	ESY8_g60282_DN3_SP8_c0.t1
OG0003371	As001G026520	ESY21_g55847_DN3_SP8_c0.t1
OG0003372	As004G078490, As001G027560	ESY2_g34545_DN3_SP2_c0.t1
OG0003373	As001G028790, As004G077410	ESY2_g35237_DN3_SP8_c0.t1
OG0003374	As001G029750	ESY2_g34354_DN3_SP6_c0.t1
OG0003375	As001G031110	ESY2_g33403_DN3_SP4_c0.t1
OG0003376	As002G033240, As002G032580	ESY13_g56265_DN3_SP0_c23.t1
OG0003378	As002G040740	ESY15_g65237_DN3_SP6_c19.t1
OG0003379	As002G047130	ESY16_g61657_DN3_SP0_c0.t1, ESY16_g62419_DN3_SP0_c0.t1
OG0003380	As002G049460	ESY6_g48512_DN3_SP2_c0.t1
OG0003381	As002G049570	ESY4_g23900_DN3_SP0_c0.t1, ESY6_g48524_DN2_SP0_c0.t1
OG0003382	As002G053070	ESY6_g50564_DN3_SP8_c0.t1
OG0003383	As009G218010	ESY6_g49512_DN3_SP8_c8.t1
OG0003383	As002G055090	ESY7_g18586_DN3_SP4_c9.t1
OG0003384	As003G057350	ESY9_g42792_DN3_SP8_c21.t1
OG0003385	As003G058630, As004G086710	ESY9_g43311_DN2_SP0_c0.t1
OG0003386	As008G183260, As008G183150, As011G253860, As003G060190	ESY9_g43719_DN3_SP0_c0.t1
OG0003387	As004G083680, As003G062620	ESY14_g19794_DN3_SP1_c0.t1
OG0003388	As004G090720, As007G166840, As003G064060	ESY4_g24058_DN2_SP0_c0.t1
OG0003389	As003G069450, As004G081260	ESY1_g5863_DN3_SP6_c0.t1
OG0003390	As003G070950	ESY4_g23652_DN3_SP6_c0.t1
OG0003391	As011G265200, As003G072890	ESY4_g26298_DN3_SP6_c0.t1
OG0003393	As003G074560, As007G180240	ESY8_g59691_DN3_SP1_c17.t1
OG0003394	As004G077150	ESY17_g40201_DN3_SP4_c0.t1
OG0003395	As004G097310, As004G084260	ESY18_g63696_DN3_SP0_c0.t1
OG0003396	As004G084450	ESY18_g63651_DN3_SP0_c0.t1, ESY18_g63511_DN3_SP0_c0.t1
OG0003397	As004G088040	ESY7_g16807_DN3_SP8_c0.t1
OG0003398	As011G258010, As004G093220	ESY17_g39558_DN3_SP4_c0.t1
OG0003399	As004G094640	ESY15_g65978_DN3_SP0_c0.t1, ESY10_g14466_DN3_SP0_c0.t1, ESY8_g58513_DN3_SP0_c15.t1, ESY12_g51744_DN3_SP0_c0.t1
OG0003400	As004G094890	ESY27_g13527_DN3_SP8_c0.t1
OG0003401	As004G095800	ESY22_g40754_DN3_SP8_c0.t1
OG0003402	As004G096470	ESY2_g38873_DN3_SP0_c0.t1
OG0003404	As005G099700	ESY12_g51430_DN3_SP8_c0.t1
OG0003405	As012G285790, As005G103390	ESY1_g11897_DN3_SP8_c0.t1
OG0003406	As005G104810	ESY10_g14144_DN3_SP0_c0.t1
OG0003407	As005G106080, As005G106190	ESY7_g19646_DN3_SP0_c0.t1
OG0003407	As006G142110	ESY3_g30806_DN3_SP8_c0.t1
OG0003408	As010G221480, As005G118920	ESY6_g50420_DN2_SP0_c0.t1
OG0003409	As005G119220	ESY6_g50406_DN3_SP1_c0.t1
OG0003410	As006G121820, As008G198740	ESY5_g5496_DN3_SP3_c0.t1
OG0003411	As006G123300	ESY20_g13268_DN3_SP0_c5.t1
OG0003412	As006G126310	ESY20_g12680_DN3_SP0_c0.t1
OG0003412	As008G195230	ESY5_g4871_DN3_SP0_c0.t1
OG0003413	As006G127980	ESY8_g58604_DN3_SP6_c0.t1
OG0003414	As006G128650	ESY8_g58736_DN3_SP0_c0.t1
OG0003414	As009G213050	ESY7_g18865_DN3_SP0_c0.t1
OG0003415	As006G133010, As006G132990	ESY3_g32643_DN3_SP0_c0.t1, ESY7_g17600_DN3_SP0_c0.t1
OG0003416	As009G202130	ESY7_g17333_DN3_SP7_c0.t1
OG0003416	As006G135620	ESY3_g32468_DN3_SP3_c0.t1
OG0003417	As006G138460	ESY10_g15590_DN3_SP5_c0.t1
OG0003418	As006G138650	ESY3_g31786_DN3_SP8_c0.t1
OG0003419	As006G139780	ESY3_g31576_DN3_SP4_c0.t1
OG0003419	As009G204810	ESY7_g16926_DN3_SP8_c0.t1
OG0003421	As006G144990	ESY16_g62440_DN3_SP0_c0.t1
OG0003423	As006G146860	ESY9_g45087_DN3_SP0_c0.t1
OG0003424	As006G147230	ESY9_g45359_DN3_SP6_c0.t1
OG0003425	As007G152070	ESY5_g2925_DN3_SP7_c0.t1, ESY2_g35018_DN3_SP0_c0.t1, ESY9_g42669_DN3_SP0_c0.t1
OG0003426	As007G153720	ESY5_g4344_DN3_SP8_c31.t1
OG0003427	As007G156960	ESY5_g3897_DN2_SP0_c15.t1
OG0003428	As007G157140	ESY5_g2549_DN3_SP0_c0.t1
OG0003429	As007G157150, As010G236620	ESY2_g34690_DN3_SP8_c0.t1
OG0003430	As007G160070, As010G233060	ESY2_g35497_DN3_SP2_c0.t1
