Orthogroup	Aethionema_saxatile	Arabidopsis_arenosa
OG0004651	As007G159490	jg30907
OG0004652	As007G159630, As007G159640	jg30928
OG0004653	As007G159650	jg30925
OG0004654	As007G160410	jg31055
OG0004655	As007G163000, As007G165660	jg10025
OG0004657	As007G163600	jg9988
OG0004658	As007G165800	jg7802
OG0004659	As007G177700	jg17062
OG0004660	As007G178490, As007G178460	jg17022
OG0004661	As008G184680	jg29699
OG0004662	As008G187370	jg29400
OG0004664	As008G188000	jg29347
OG0004665	As008G188240	jg29319
OG0004667	As008G189020	jg29260
OG0004668	As008G190320	jg29214
OG0004669	As008G191130	jg29160
OG0004670	As008G193050	jg29062
OG0004671	As008G195650	jg28811
OG0004673	As009G202420	jg5472
OG0004674	As009G203750	jg5617
OG0004675	As009G203800	jg5625
OG0004676	As009G204380	jg5698
OG0004677	As009G204480	jg5706
OG0004678	As009G205010	jg5767
OG0004679	As009G205800	jg6587, jg6586
OG0004680	As009G206920	jg6717
OG0004681	As009G207210	jg6873, jg6871
OG0004682	As009G207670, As009G207660, As009G207710, As009G207700	jg21566
OG0004683	As009G208820	jg21195, jg21388
OG0004684	As009G208870	jg21385
OG0004685	As009G209640	jg5185
OG0004686	As009G212060	jg21297
OG0004687	As009G212090	jg16003
OG0004688	As009G212420, As009G212410	jg4394
OG0004689	As009G213660	jg4288
OG0004690	As009G214620	jg4195
OG0004691	As009G215110	jg6456
OG0004692	As009G215150	jg6448
OG0004693	As009G215480	jg6391
OG0004694	As009G217250	jg6175
OG0004695	As009G218500	jg23143
OG0004696	As009G218640	jg23166
OG0004697	As009G218750	jg23180
OG0004698	As009G218840	jg23191
OG0004699	As009G218920	jg23199
OG0004700	As009G219250	jg23239
OG0004701	As010G220550	jg14983
OG0004702	As010G222340	jg14712
OG0004703	As010G222740	jg14658
OG0004704	As010G224140	jg17549
OG0004705	As011G257540, As010G226740	jg26820
OG0004706	As010G226830	jg14032, jg14023
OG0004707	As010G232320	jg2509
OG0004708	As010G232500	jg2525
OG0004709	As010G232900	jg2586
OG0004710	As010G234800	jg2823
OG0004711	As010G235100	jg2856
OG0004712	As010G237140	jg3295
OG0004713	As010G237780	jg30523
OG0004714	As010G238010	jg3207
OG0004715	As010G238050, As010G238040	jg31149
OG0004716	As010G239010	jg3104
OG0004717	As010G239890	jg30330
OG0004718	As010G242420	jg3591
OG0004719	As010G243200	jg3667
OG0004720	As010G243480	jg3696
OG0004721	As010G243680	jg3716
OG0004722	As010G243730	jg3724
OG0004723	As010G243830	jg3731
OG0004724	As010G243840	jg3732
OG0004725	As010G244010	jg30032
OG0004726	As011G244610	jg25221
OG0004727	As011G244720	jg25243
OG0004729	As011G245400	jg25330
OG0004730	As011G245970	jg25400
OG0004732	As011G247150	jg25524
OG0004733	As011G247580	jg25582
OG0004734	As011G248970	jg25747
OG0004735	As011G249420	jg32888, jg25831
OG0004736	As011G250360	jg25950
OG0004737	As011G250700	jg25991
OG0004738	As011G250930	jg26015
OG0004739	As012G272860, As011G251110	jg26036
OG0004740	As011G252030	jg26141
OG0004741	As011G253470	jg26339
OG0004742	As011G254510	jg26483
OG0004743	As011G254540	jg26486
OG0004744	As011G255150	jg26566
OG0004745	As011G255330	jg26591
OG0004746	As011G256090	jg26678
OG0004747	As011G256630	jg26763, jg26766
OG0004748	As011G262550, As011G262540	jg2990, jg21452, jg21448
OG0004749	As011G263460	jg7825, jg27709
OG0004750	As011G266140	jg28133
OG0004751	As011G267050	jg28251
OG0004752	As012G268020	jg33764
OG0004754	As012G272120	jg33186, jg33247
OG0004755	As012G272400	jg33143, jg33050, jg33141
OG0004756	As012G273590	jg32941, jg33049
OG0004757	As012G273670	jg26615
OG0004758	As012G277580	jg13107
OG0004759	As012G279310	jg15360
OG0004760	As012G279450	jg15041
OG0004761	As012G279480	jg15046
OG0004762	As012G281540	jg17376
OG0004763	As012G282030	jg15496
OG0004764	As012G282670	jg15587
OG0004765	As012G283070	jg15630
OG0004766	As012G283240	jg15705
OG0004767	As012G283940	jg15751
OG0004768	As012G284140	jg15785
OG0004769	As012G284280	jg15807
OG0004770	As012G289140	jg6509
OG0004801	As011G267360, As001G000190	jg9606
OG0004802	As001G000200	jg9605
OG0004803	As001G000240	jg9145
OG0004804	As001G000330	jg9589
OG0004805	As001G000920	jg9524
OG0004806	As001G002130	jg9395
OG0004807	As001G002880	jg9332
OG0004808	As001G004040	jg9222
OG0004809	As001G004150	jg9216
OG0004810	As001G004320	jg21595
OG0004811	As001G005970	jg9102
OG0004812	As001G006400	jg9115
OG0004813	As001G007090	jg9083
OG0004814	As001G013570	jg8950
OG0004815	As001G014410	jg8881
OG0004817	As004G083110, As001G017700	jg10956
OG0004818	As001G017790	jg10960
OG0004819	As001G018060	jg11001
OG0004820	As001G018530	jg1525, jg1529
OG0004821	As001G018760	jg1469, jg29258
OG0004822	As008G186200	jg29548
OG0004822	As001G021650	jg830
OG0004824	As001G022350	jg13516
OG0004825	As008G182410, As001G022410	jg12920
OG0004826	As001G023400	jg13038
OG0004827	As001G025020	jg13277
OG0004828	As001G025450	jg13344
OG0004829	As001G025570	jg13359
OG0004830	As004G097530, As001G026310	jg12686
OG0004831	As001G026350	jg13475
OG0004832	As001G026590, As005G119760	jg13520
OG0004833	As001G027610	jg13714
OG0004834	As001G027630	jg13721
OG0004835	As001G027750	jg13744
OG0004836	As001G027800	jg13761
OG0004837	As001G028020	jg13844, jg13834
OG0004838	As001G028180	jg13890
OG0004839	As001G028190	jg13892, jg7259
OG0004840	As001G028760	jg2113
OG0004841	As001G031140	jg491
OG0004842	As001G031750	jg604, jg29690
OG0004843	As008G185240, As001G032070	jg29651
OG0004844	As002G033080	jg19411
OG0004845	As002G034250	jg24860
OG0004846	As002G035570	jg24968, jg4171
OG0004847	As002G035930	jg24990
OG0004848	As002G037420	jg25110
OG0004849	As002G038820	jg25183
OG0004850	As007G164360, As002G042970	jg21772
OG0004851	As002G043200	jg21780, jg21779, jg21782
OG0004852	As002G043810, As009G209900	jg20679, jg21870
OG0004853	As002G044150	jg21923
OG0004854	As002G044600	jg21994
OG0004855	As002G044650	jg21999
OG0004856	As002G044980	jg22028
OG0004857	As002G045730	jg22149, jg930
OG0004858	As002G046440	jg22292
OG0004859	As006G132620	jg9746
OG0004860	As002G048650	jg22590
OG0004861	As002G049390	jg7265, jg22675
OG0004862	As002G049870, As010G227590	jg22711
OG0004863	As002G050320	jg5147
OG0004864	As002G050440	jg5136
OG0004865	As002G050480	jg5132
OG0004866	As002G050490	jg5131
OG0004867	As002G051840	jg4976
OG0004868	As002G051860, As009G201870	jg5381
OG0004869	As002G052150	jg4937
OG0004870	As002G052750	jg4880
OG0004872	As002G053820	jg4757
OG0004873	As003G055900	jg10863
OG0004874	As004G089050	jg20403
OG0004875	As003G056530	jg10791
OG0004876	As003G056620, As004G088760	jg20440
OG0004877	As003G057300	jg10705
OG0004878	As003G057320	jg10701
OG0004879	As003G057800	jg10638
OG0004880	As003G058210	jg10565
OG0004881	As003G058480	jg10542
OG0004882	As003G058730	jg10498
OG0004883	As003G059030	jg10456
OG0004884	As003G059460	jg10421
OG0004885	As003G059780	jg5803
OG0004887	As003G059840	jg10380
OG0004888	As003G060430	jg10295
OG0004889	As003G060940	jg10230
OG0004890	As003G061450	jg10157
OG0004891	As003G061960	jg10102
OG0004892	As003G062150	jg10076
OG0004894	As003G065660	jg32769
OG0004895	As003G067740	jg31312
OG0004896	As003G068660	jg31337
OG0004897	As003G068770	jg31349
OG0004898	As012G275180	jg31571
OG0004899	As003G070960	jg4146
OG0004900	As003G072940	jg8663
OG0004901	As003G073810	jg8580
OG0004902	As003G074050	jg8559
OG0004904	As003G076520	jg8298, jg8305
OG0004905	As004G079710	jg18649
OG0004907	As004G086370	jg10455, jg7805
OG0004908	As004G087110, As004G089370, As004G089390	jg20664
OG0004910	As004G088520	jg20474
OG0004911	As011G262950, As004G088540	jg20469
OG0004912	As004G089270	jg20381
OG0004913	As004G090260	jg20275
OG0004914	As004G090350	jg20327
OG0004915	As004G090850	jg20287
OG0004916	As004G093460	jg26850
OG0004917	As012G270330	jg33479
OG0004918	As004G096130	jg11234, jg11235
OG0004919	As004G097840	jg12747
OG0004920	As004G098270	jg23616
OG0004921	As012G288850	jg16369
OG0004921	As005G098730	jg20212
OG0004922	As005G099440, As012G288450	jg16329
OG0004923	As005G100860	jg31102
OG0004924	As005G100960	jg29943
OG0004925	As012G287450, As005G101030	jg16202
OG0004926	As005G101090	jg19999
OG0004927	As005G101280	jg19976
OG0004928	As005G101340	jg19970
OG0004929	As005G102400	jg19834
OG0004930	As005G103650	jg19700
OG0004932	As005G104320	jg19624
OG0004933	As005G104880	jg19547
OG0004936	As005G107480	jg3976
OG0004937	As005G108370	jg4093
OG0004938	As005G108800	jg4128
OG0004939	As005G109120	jg4158
OG0004940	As005G111070	jg5884
OG0004941	As005G111180	jg5850
OG0004943	As005G112360	jg5954
OG0004944	As005G113020	jg5998
OG0004945	As005G113300	jg6041
OG0004946	As005G113780	jg6124
OG0004947	As005G113910	jg27243, jg27249, jg32515
OG0004948	As005G114610	jg22941
OG0004949	As005G115090	jg22868
OG0004950	As005G115760	jg11957, jg22856
OG0004951	As005G115840	jg22824
OG0004952	As005G116130	jg23290, jg14653
OG0004953	As005G116150	jg20052
OG0004954	As005G116380	jg23320
OG0004955	As005G117550	jg23459
OG0004956	As005G118410	jg23542
OG0004957	As005G118630	jg23569
OG0004958	As005G118700	jg23579
OG0004959	As005G118850	jg23600
OG0004960	As005G119160	jg23633
OG0004961	As005G119230	jg23640
OG0004962	As005G119600	jg23676
OG0004963	As005G119980	jg23720
OG0004965	As006G121990	jg8121
OG0004966	As006G124550	jg20795
OG0004967	As008G196340	jg28743
OG0004968	As006G125250	jg18443
OG0004969	As006G126170	jg18337
OG0004970	As006G127960	jg18101
OG0004971	As006G128010	jg18095
OG0004972	As006G128270	jg18066
OG0004973	As006G128640	jg17995
OG0004974	As006G128740	jg17977
OG0004975	As006G129710	jg17823
OG0004976	As006G130190	jg17739
OG0004977	As006G130530	jg17560
OG0004978	As006G133540, As009G199820	jg5213
OG0004979	As006G133750, As006G141960	jg24780
OG0004980	As006G142010	jg24788
OG0004981	As006G134770	jg23975
OG0004982	As009G202500, As006G135830	jg24105
OG0004983	As006G136020, As009G202790	jg5513
OG0004986	As009G205410, As006G139410	jg6545
OG0004987	As006G139500	jg24530
OG0004989	As006G140070, As012G283670	jg15664
OG0004990	As006G140740	jg24655
OG0004991	As006G141260	jg24712
OG0004992	As006G141680	jg24751
OG0004993	As006G141950	jg24778
OG0004994	As006G142580	jg19289
OG0004995	As006G142980	jg19231
OG0004996	As006G143310	jg19195
OG0004997	As006G143760	jg15441
OG0004998	As006G144480	jg18726
OG0004999	As006G144570	jg18735
OG0005000	As006G144590	jg31417
OG0005001	As006G147050	jg18963
OG0005002	As006G147700	jg18977
OG0005003	As006G147990	jg18989
OG0005005	As007G151970	jg30020
OG0005006	As007G153190	jg30159, jg30170, jg30182
OG0005007	As007G154040, As007G153880	jg1113, jg30269
OG0005008	As007G153990	jg30281, jg30280
OG0005009	As007G154750	jg30324
OG0005010	As007G154930	jg30375
OG0005011	As007G155560	jg30445
OG0005012	As007G156050	jg30511
OG0005013	As007G158050	jg3454
OG0005015	As007G158650	jg30824
OG0005016	As007G160000	jg30988
OG0005017	As007G160010	jg11337
OG0005018	As007G160180	jg31020
OG0005020	As010G232330, As007G160760	jg31109
OG0005021	As007G161470, As007G163920	jg31193
OG0005022	As007G161710	jg31213
OG0005023	As007G161950	jg31241
OG0005024	As007G162060, As010G228460	jg2261
OG0005025	As007G163520	jg9996
OG0005026	As007G164830	jg9926
OG0005027	As007G176570	jg9068
OG0005028	As008G182510	jg3256
OG0005029	As008G183630	jg29842, jg29840, jg29843
OG0005030	As008G184850	jg3690
OG0005031	As008G184860	jg29683
OG0005032	As008G185200	jg29655
OG0005033	As008G185880	jg29596
OG0005034	As008G187000	jg29457
OG0005035	As008G187350	jg29410
OG0005036	As008G187850	jg29387
OG0005037	As008G188970	jg29265
OG0005038	As008G190460	jg24034, jg10765, jg18614
OG0005039	As008G190580	jg29179
OG0005040	As008G190680	jg29209
OG0005041	As008G193840	jg28984
OG0005042	As008G193930, As008G193940	jg28974
OG0005043	As008G194160	jg28952
OG0005044	As008G195190	jg28853
OG0005045	As008G195270, As008G195280	jg28846
OG0005046	As008G197560	jg28609
OG0005047	As008G198960	jg33286, jg28490
OG0005049	As008G199040	jg28453
OG0005050	As009G200820	jg5337
OG0005051	As009G201840	jg2889
OG0005052	As009G201920	jg5428
OG0005054	As009G202510	jg5483
OG0005055	As009G203120	jg5549
OG0005057	As009G203710	jg5613
OG0005058	As009G204170	jg5671
OG0005059	As009G204310	jg5689
OG0005060	As009G204730	jg5744
OG0005061	As009G205060	jg5780
OG0005062	As009G205390	jg6544
OG0005063	As009G206840	jg24400
OG0005064	As009G206910	jg6716
OG0005065	As009G207370	jg21586
OG0005066	As009G207390	jg21504, jg21535
OG0005067	As009G208350	jg21460
OG0005068	As009G209370	jg21349
OG0005069	As009G210130	jg21354
OG0005071	As009G212280	jg4411, jg6594
OG0005072	As009G214020	jg4257
OG0005073	As009G216020	jg14796
OG0005074	As009G216210, As009G216220	jg6306
OG0005075	As009G217570	jg23025
OG0005076	As009G217600	jg23032
OG0005077	As009G217940	jg28403, jg23077, jg28668
OG0005078	As009G218030	jg23087
OG0005079	As009G218730	jg23178
OG0005080	As009G219690	jg22782
OG0005081	As009G219900	jg22759
OG0005082	As009G220060	jg22738
OG0005083	As009G220070	jg22737
OG0005084	As010G221270	jg14874
OG0005085	As010G221790	jg14782
OG0005086	As010G221820	jg14779
OG0005087	As010G222060	jg14766
OG0005088	As010G222240	jg14727, jg7191
OG0005089	As010G223760	jg14519
OG0005090	As010G227320	jg5901
OG0005091	As010G227690	jg2318
OG0005092	As010G230480	jg2413
OG0005093	As010G230830	jg2421
OG0005094	As010G231100	jg2428
OG0005095	As010G231510	jg12903
OG0005096	As010G231540	jg2448
OG0005097	As010G232030	jg2486
OG0005098	As010G232760	jg2561
OG0005099	As010G234810	jg2824
OG0005100	As010G235320	jg3485
OG0005101	As010G235560, As010G235550	jg3462
OG0005102	As010G235970	jg21357
OG0005103	As010G236600	jg3350
OG0005104	As010G237160	jg3293
OG0005105	As010G237330	jg3277
OG0005106	As010G238190	jg3195
OG0005107	As010G242810	jg3632
OG0005108	As010G243740	jg3725
OG0005109	As010G243850	jg3733
OG0005111	As011G245140	jg25303
OG0005112	As011G245560	jg25344
OG0005113	As011G245600	jg25355
OG0005114	As011G245840	jg25389
OG0005115	As011G246010	jg33652
OG0005116	As011G246550, As012G269560	jg25457
OG0005117	As011G247300	jg25543
OG0005118	As011G247570	jg25581
OG0005119	As011G247670	jg25595
OG0005120	As011G247850	jg25613
OG0005121	As011G248190	jg25643
OG0005122	As011G248500	jg25684
OG0005123	As011G248720	jg25705
OG0005124	As011G250650	jg25986
OG0005125	As011G251080	jg26033
OG0005126	As011G252180	jg26156
OG0005127	As011G252870	jg26216
OG0005128	As011G252920	jg26224
OG0005129	As011G252980	jg26243
OG0005130	As011G253260	jg26285
OG0005131	As011G253360	jg26306
OG0005133	As011G253680	jg26314
OG0005134	As011G253700	jg26311, jg26308
OG0005135	As011G254010	jg11199
OG0005136	As011G254750	jg26518
OG0005137	As011G256120	jg26680
OG0005138	As011G256170	jg21325, jg21317, jg26698
OG0005139	As011G262510	jg27532
OG0005140	As011G265140	jg28026, jg28021
OG0005142	As011G265810	jg28091
OG0005143	As011G265870	jg28100
OG0005144	As011G266960	jg28244
OG0005145	As012G268090	jg33756
OG0005146	As012G268410	jg33708, jg25327
OG0005148	As012G271810	jg33275, jg33274
OG0005150	As012G275500	jg15099
OG0005151	As012G275980	jg15155
OG0005152	As012G276380	jg15208
OG0005153	As012G278160	jg15343
OG0005154	As012G278270	jg15349
OG0005155	As012G278420	jg15084
OG0005156	As012G280450	jg15414
OG0005157	As012G280490	jg15415
OG0005158	As012G280950	jg15427
OG0005159	As012G282630	jg15581
OG0005160	As012G282710	jg15592
OG0005161	As012G282890	jg15611
OG0005162	As012G284100	jg15773
OG0005163	As012G285650	jg33658, jg16008
OG0005164	As012G285670	jg16013
OG0005167	As012G287550	jg16214
OG0005168	As012G287590	jg16218
OG0005192	As001G000030	jg9622
OG0005193	As001G000450	jg9578
OG0005194	As001G000820	jg9537
OG0005195	As001G000860	jg9532
OG0005196	As001G001460	jg9460
OG0005197	As011G265330, As001G001510	jg28002
OG0005198	As001G001540	jg9455
OG0005199	As001G001750	jg9432
OG0005200	As001G001880	jg2498
OG0005201	As001G002200	jg9391
OG0005202	As001G002220	jg9389
OG0005203	As001G002680, As001G002700, As001G002690	jg14155
OG0005204	As001G002730, As001G002720	jg9344
OG0005205	As001G003030	jg9310
OG0005206	As001G003180	jg9303
OG0005207	As001G003510	jg9272
OG0005208	As001G003980, As008G184210	jg7676
OG0005209	As001G004470	jg9096
OG0005210	As001G006380	jg9054, jg9113
OG0005211	As001G013560	jg8949
OG0005212	As001G013840	jg8914
OG0005213	As001G013850	jg8917
OG0005214	As001G014850	jg8849
OG0005216	As001G019480, As001G016550	jg31840
OG0005217	As001G017460	jg10925
OG0005218	As001G019600	jg1198
OG0005219	As001G021490	jg858
OG0005220	As001G021830	jg785
OG0005221	As001G022830	jg12970
OG0005222	As001G023020	jg12991
OG0005223	As001G023090	jg13005
OG0005225	As001G023510	jg13057
OG0005226	As001G024000	jg13134
OG0005227	As001G024070	jg13144
OG0005228	As001G024300	jg13171
OG0005229	As001G024310	jg13172, jg13170
OG0005230	As001G025120	jg13294
OG0005231	As008G184490, As001G025700	jg29740
OG0005232	As001G025830	jg13397
OG0005233	As002G050110, As001G026680	jg21270
OG0005234	As001G026780	jg13547, jg13600
OG0005235	As001G027570	jg13707
OG0005236	As001G028240	jg2247
OG0005237	As001G031580	jg576, jg29728
OG0005238	As001G031860	jg629, jg14064, jg14040
OG0005239	As002G032740	jg9850
OG0005240	As002G033370	jg19363
OG0005241	As002G035650	jg24978
OG0005242	As002G037520	jg25120
OG0005243	As002G038200	jg25156, jg4445
OG0005244	As002G040220	jg21621, jg21620
OG0005245	As002G044780	jg22044
OG0005246	As002G044790	jg22043
OG0005247	As002G046190	jg10041, jg10039
OG0005248	As002G047450	jg22403
OG0005249	As002G047550	jg16093
OG0005250	As002G047570	jg22419
OG0005251	As002G049350	jg22671
OG0005252	As002G049940	jg22719
OG0005253	As002G050050	jg6961, jg32734
OG0005254	As002G050270	jg5155
OG0005255	As002G050710	jg5067, jg5107
OG0005256	As002G050800	jg5094
OG0005257	As002G051180	jg5047
OG0005258	As002G051280	jg5037
OG0005259	As002G051440	jg5016
OG0005260	As002G052400	jg6376, jg4911
OG0005261	As002G052420	jg4909
OG0005262	As002G053420	jg4812
OG0005264	As002G054620	jg4673
OG0005265	As002G054940	jg4629
OG0005266	As002G055500	jg4557
OG0005267	As003G056420	jg10805
OG0005268	As003G056520	jg10792
OG0005270	As003G060400	jg10298
OG0005271	As003G062220	jg10071
OG0005272	As003G063090, As003G063080	jg32067
OG0005273	As003G064100	jg32272
OG0005274	As003G064590, As004G080920	jg32605
OG0005275	As003G067440	jg26499
OG0005276	As003G067920	jg31297
OG0005277	As003G068670	jg31340
OG0005278	As003G068760	jg31348
OG0005279	As003G069010	jg31362
OG0005280	As004G081400, As003G069020	jg31363
OG0005281	As003G070060	jg31481
OG0005282	As003G070120	jg31498
OG0005283	As003G070550, As003G070630, As003G070540	jg31547
OG0005284	As003G070820	jg31574
OG0005285	As003G073530	jg8604
OG0005286	As003G073790, As007G179760	jg16755
OG0005287	As003G073950	jg8570
OG0005288	As007G180210, As003G074510	jg16677
OG0005289	As003G074790	jg8492
OG0005290	As003G075710	jg8384
OG0005291	As004G076710	jg16347
